,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pony,0.8649409,1.0943006,1.2879841,0.85472834,1.2353579,1.1561205,1.1287433,1.1274952,0.84649396,0.70998216,0.979512,0.8136188,0.8697324,0.8037737,0.6889236,0.743711,1.1793048,1.2578528,1.3056681,1.1587124,1.2319982,1.1541511,1.1233995,1.1294376,0.71466005,1.0757619,1.128978,1.0774295,0.5299372,0.96332425,0.8862814,1.1564815,0.81069505,1.1085944,1.1746817,0.90515554,1.2408875,0.917768,0.96722007,1.134247,0.9189575,1.1903523,0.9848903,1.2638233,0.5925103,0.9750601,1.1364228,0.96788764,1.1234723,1.1407307,1.1325525,1.1122836,1.0033965,0.81105584,1.2690957,0.8612875,0.920853,0.9673064,1.2246305,1.1086404,0.9058701,0.7420832,1.1819862,0.6916111,1.1814681,1.0060251,1.1237905,1.1356841,1.0083904,0.90514874,0.9109212,0.896091,1.1069137,1.1352973,1.0589957,1.053983,0.9417942,0.964073,0.85346144,0.75439465,0.94950485,1.0744848,1.1538938,1.1379219,1.0817325,1.0669857,1.1005042,1.1100084,1.1208737,1.2284133,0.0,1.1083109,1.1625304,0.9707761,1.0602108,0.81692415,1.0048977,1.139845,0.6486188,1.0404948,0.8445982,1.1904881,1.1091489,1.0963712,1.2192259,1.1287372,1.0363512,1.2069064,1.178598,1.0198941,0.7139394,0.91530496,1.2182629,1.1040074,1.1257105,1.1435031,1.0771755,1.3133788,1.1920235,0.9767996,1.0434726,1.1246198,0.87598187
potato,1.1034651,0.6668545,0.5609354,1.0025737,0.74600995,0.89628077,0.9290187,1.3108478,1.2296003,1.2665532,0.84664065,1.1127679,0.9026643,1.1924025,1.1914715,1.1704673,1.2037156,1.0641296,1.1803131,1.3127077,0.94974333,1.1451536,1.1492932,1.1240048,1.0353265,1.2287146,1.1659607,1.0075419,1.0514128,1.0599426,1.1508957,1.1852282,1.0657109,1.0740459,1.0242819,1.3076924,1.0690287,0.96890396,1.1587832,0.9581767,1.1024199,1.1112101,1.0344863,0.6870384,1.0373577,0.8019889,0.5329841,1.0186968,1.2771645,1.1661546,0.86704654,1.1152735,0.6771939,0.7824609,1.0129243,0.9166903,1.0747327,0.7818861,0.99172086,1.2201638,1.0221142,0.8994138,0.95133716,0.90800375,1.2049758,1.1273082,1.2435416,0.5984638,1.0352288,0.93525386,1.2143724,0.7928809,0.73923624,0.8482523,0.7400419,0.3911357,1.0987855,1.1324563,0.99494386,0.80958843,1.1405253,0.9834115,0.97770965,0.9195651,0.97906774,0.8277037,1.2452633,0.8913221,1.2988242,1.1653436,1.1083109,0.0,0.5265073,1.2473747,1.0433964,1.2312427,1.0927595,1.1848423,0.8704562,0.93540835,0.9088101,1.2588991,1.1543323,0.8892301,0.950169,0.8754742,1.0425782,1.1433365,1.017528,1.2309974,0.8996049,1.1408371,0.9887677,0.5713763,0.77286154,1.2174218,0.84839374,1.0428885,1.1291523,1.0435003,1.1892918,0.9063662,1.0966833
pumpkin,1.2369243,0.7388213,0.3438661,1.2500181,0.6551244,0.9326899,0.84279954,1.0652686,1.4326243,1.4453666,1.1068984,1.3495682,1.1307619,1.0288846,1.3913428,1.328084,0.9651286,0.9112688,0.8492039,1.2408698,0.58239365,1.047131,1.1282885,0.9455878,0.97079515,1.2575018,1.0132174,1.0700709,1.2654622,1.2794824,1.3075397,0.91190434,1.2590456,0.8496425,0.93476593,1.4340997,0.9411163,0.9313712,0.8503262,0.5369449,1.3939173,1.1262218,0.9402764,0.62262416,1.1660409,1.0512004,0.7287475,1.2079122,0.94917727,0.98499876,0.80652666,1.1099279,0.8067379,0.9415111,0.733945,1.1108987,1.1447786,1.0051144,0.7467887,0.79032946,1.271702,1.1256179,0.8906519,1.2292681,1.0196434,1.352036,1.1953204,0.6059148,1.1697427,1.1249518,1.1957359,0.91229075,0.7433251,0.97395647,0.8047354,0.68733394,1.3539515,0.86350644,1.2029124,1.1973361,1.3054808,0.9963988,0.9412197,0.9161643,0.825816,0.35235584,1.0137539,0.7659555,0.95157444,0.9243778,1.1625304,0.5265073,0.0,1.0464863,0.8678628,1.4908535,0.93733263,0.7598378,1.2242475,0.7691517,1.1427734,1.0571256,1.1706878,0.75606495,0.66925657,0.808919,1.154617,0.9337076,0.82145554,1.0358517,1.1848385,1.2362243,0.7818903,0.5919651,0.8074609,1.0571027,1.0139169,0.57673854,0.736101,1.1765037,1.3368324,0.84226257,1.2758886
purse,1.0170077,1.0405055,1.1371714,1.2087033,1.0827714,1.0933332,0.98892653,0.6083809,1.0880891,0.96678144,0.92895764,1.0991343,1.0870466,0.81260186,0.9861404,0.9304419,0.86185586,0.8566959,0.8636412,0.8420543,1.0541369,0.77281123,0.773688,0.75253296,0.9897721,0.8919441,0.7687655,0.83653986,1.0406107,1.0692108,1.0877808,1.0561227,1.0374806,1.1437737,1.0952743,0.91977125,0.89411026,0.8573086,0.91731197,0.91191566,1.0978744,0.74878395,0.901895,1.1645826,0.84794474,1.1273495,1.2070267,1.1718626,0.8915007,1.0112399,0.9463202,0.9726713,1.105786,1.0252415,0.86844474,1.148142,0.9336917,1.1502423,0.91948265,0.89050066,1.1411957,1.0715177,0.9199722,1.0057184,0.98455364,0.97083217,0.82148325,1.2445045,1.2636422,1.0770174,0.8124517,1.1146653,1.1864367,1.0481476,1.0757036,1.2184542,1.052216,0.93422,1.1340786,1.0201975,1.1001788,1.1524351,1.0862792,1.1042511,0.99547994,0.9383691,0.75782585,1.0926175,0.80210114,0.94644326,0.9707761,1.2473747,1.0464863,0.0,0.813759,1.0211216,0.64595646,0.7799474,1.053389,0.9123859,1.0743589,0.7885424,1.0623621,0.9760012,1.0520117,0.9805951,1.233776,1.0466716,1.0640076,0.54254305,1.144186,1.0869889,0.89647955,1.1343086,1.1863343,1.0466201,1.0462904,0.7451638,0.77679807,1.0580442,0.6721764,0.8810428,1.1489778
radio,1.1208755,0.9163681,0.9265624,1.3004918,1.0332062,0.7983004,0.7636632,0.7255206,1.2520877,1.2600917,0.87735426,1.2803829,1.2714627,0.988941,1.2798474,1.1163518,1.089491,0.9099279,0.74955094,0.9984588,0.6341754,1.1029518,1.1060363,0.4024986,0.91367877,1.0362382,0.76852524,1.020658,1.2245802,1.1231768,1.1304834,0.8861957,1.2362483,0.81245637,0.82035404,1.2212782,0.90269923,0.77880377,0.81939405,0.8699125,1.1778986,0.8200562,1.2247101,1.0125293,1.0101885,1.1399174,1.0663593,1.0174234,0.8216815,0.86628896,0.82828,1.1214367,0.72498053,1.1243714,0.87658244,1.2422905,1.1145746,1.3342925,0.713655,0.83410704,1.1435891,1.2307293,0.96654534,1.2855915,0.87767863,1.2091638,0.93830323,1.1595931,1.1486084,1.328631,0.91891336,1.1968116,0.797645,0.9932018,0.7264757,1.087484,1.0636215,0.79583573,1.322556,1.2104045,1.2454814,1.0093371,0.87873816,0.880986,1.0106475,0.88998663,0.7487243,0.6028289,0.79455566,0.8628848,1.0602108,1.0433964,0.8678628,0.813759,0.0,1.2537346,0.79929733,0.792423,1.3165795,0.7255639,1.2195464,0.94977385,1.1035464,0.7694771,0.8702718,0.9689685,1.145214,0.8331605,0.82359195,0.92467785,1.2913677,1.3411801,0.5834179,0.9199865,0.8277945,1.1410754,1.0345659,0.6577445,0.9190471,1.0767877,1.0994045,0.693388,1.2097518
refrigerator,0.91405857,1.1795058,1.4730921,0.81691015,1.2605586,1.1432804,1.2378901,1.0231756,0.3155797,0.44804013,1.0823709,0.49665308,0.8642068,1.0178026,0.65562665,0.60262764,1.0867561,1.1406063,1.225423,0.8028612,1.4363768,0.89386255,0.79461026,1.1818659,1.0375369,0.5794895,1.102569,0.952581,0.6109443,0.6352238,0.72801626,1.1528728,0.61564636,1.2911468,1.288471,0.37635112,1.1011028,1.1739527,1.1706203,1.3401294,0.3333388,0.7839335,0.92001456,1.3454467,0.88591254,0.8839593,1.3020706,1.0004641,1.1386127,1.2115953,1.3847324,1.0479548,1.2597114,1.0478367,1.4276426,0.78034484,0.9793652,1.0282598,1.329606,1.2482518,0.7686266,0.77381086,1.151403,0.7184384,1.1682483,0.5277392,0.8560454,1.2039351,0.87766725,0.84671956,0.9873247,1.0577881,1.3194053,1.029655,1.3220425,1.2329379,0.3332259,1.1739804,0.7369733,0.75446826,0.73747414,1.02342,1.2659235,1.2896152,1.1906013,1.2398219,1.0961353,1.2727007,1.1087873,1.2066348,0.81692415,1.2312427,1.4908535,1.0211216,1.2537346,0.0,1.0974867,1.377387,0.718117,1.3140867,0.8042459,1.0154603,0.7662271,1.3957245,1.3231928,1.1642202,0.9083219,1.2404262,1.2848333,0.9639353,0.68759644,0.65530264,1.3394462,1.3519003,1.3381147,1.1943009,0.9801671,1.4217627,1.2519207,0.8146434,0.5824268,1.3628206,0.49851847
rooster,1.0778049,0.8429889,1.0590278,1.3816438,1.1228436,0.79633886,0.9293404,0.81072855,1.2918464,1.2229204,0.845518,1.194587,1.3199198,0.7080974,1.2420225,1.2719368,1.1513234,0.83067757,0.8644371,1.0618745,0.8282249,0.95869565,0.9635851,0.8068558,0.6580304,0.7858871,0.6391727,0.6916317,0.9830566,1.0907379,1.3236982,0.9896278,1.1219393,1.0133008,0.92333716,1.1629728,0.8390876,0.4291939,0.53408074,0.6800593,0.9450666,0.7013397,1.1015389,1.0800499,1.0043619,1.2809422,1.1253347,0.99033964,0.7549208,0.9769721,0.9037518,1.0298928,0.96224844,0.9576812,1.0574254,1.2518604,1.2190461,1.3819473,0.77475125,0.7260137,1.1437842,1.0556122,0.9212017,1.1872569,0.9853905,1.1022042,0.75514853,1.2480137,1.3091954,1.2565354,1.05586,1.1939677,0.9593973,0.83032656,0.6970526,1.1935642,1.0587953,0.5888088,1.312264,1.0568248,1.3092542,1.2026927,0.9247225,0.92852306,0.9868903,0.99027675,0.7861377,0.7239415,0.6671033,0.93754005,1.0048977,1.0927595,0.93733263,0.64595646,0.79929733,1.0974867,0.0,0.88233083,1.2640976,0.8394105,1.2497782,0.86485785,1.1241219,0.8012724,0.9109266,0.84651566,1.2820868,0.93287086,0.86500734,0.8268924,1.2292169,1.3455169,0.8109851,0.8848848,0.92711735,1.2481221,0.86327565,0.8450465,0.93751687,0.9872364,0.82223654,0.8137219,1.1135597
scissors,1.2185837,1.04182,0.8322008,1.3068447,1.0101328,0.893236,0.8737822,0.8067678,1.3414454,1.3974143,1.0348728,1.4365246,1.2831831,0.873034,1.4098916,1.1782775,0.87836874,0.7594013,0.54857737,0.9369227,0.59731513,0.9935391,1.0984538,0.80269945,0.98854196,1.0928847,0.79148626,1.0686618,1.3070385,1.3319609,1.1895299,0.77807784,1.4165461,0.7059923,0.6957494,1.2873743,0.7087,0.8115324,0.7612979,0.6938696,1.3954797,0.97349405,1.1375577,0.9340147,1.0865629,1.2247308,0.8536223,1.1671985,0.64305913,0.6554597,0.83570117,0.9143763,0.89334804,1.0194895,0.40221208,1.3282819,1.1807718,0.97135633,0.7479571,0.64008594,1.1657203,1.3928757,0.94551075,1.477625,0.6285669,1.3780301,0.84164286,1.0827509,1.2336403,1.2053677,0.8304829,1.113863,0.8384092,1.1037625,0.804404,1.1388212,1.3547243,0.7605112,1.332828,1.4729314,1.2260114,1.1925671,0.6859298,0.6925489,0.7525476,0.86766773,0.8793994,0.86142033,0.6293924,0.688121,1.139845,1.1848423,0.7598378,0.7799474,0.792423,1.377387,0.88233083,0.0,1.3491184,0.75666386,1.3035159,0.66207224,0.9982374,0.697086,0.6028683,0.9624579,1.2389786,0.5932753,0.6990288,0.80491865,1.3727969,1.2784011,0.67266464,0.8257552,0.87781525,0.42023122,1.146332,0.48160768,0.63801444,1.1946399,1.0525209,0.66500264,1.3860903
shirt,0.8007043,1.0095856,1.3481271,0.40374416,1.2659267,1.3743565,1.2533681,1.4018426,0.6897362,0.59670997,1.0809169,0.6421315,0.31611097,1.0805087,0.4926287,0.67448336,1.0856236,1.3496565,1.5793288,1.134997,1.5139357,1.1033751,1.098316,1.3386201,1.0498652,1.1691146,1.3983088,1.0498661,0.513749,0.8764447,0.7833431,1.3666964,0.6497692,1.3958124,1.418489,0.7597692,1.3741596,1.2037548,1.3092726,1.2532129,0.7662376,1.3031979,0.7580191,1.3276818,0.7798002,0.47637606,0.9567314,1.066222,1.3555906,1.3439136,1.1798149,1.0530262,1.0213666,0.6706606,1.3235269,0.4054737,0.68419075,0.562631,1.389482,1.3777096,0.8386805,0.5243546,1.1641631,0.45864618,1.3670671,0.7543231,1.3218907,1.0127455,0.91212225,0.5386188,0.93706906,0.7729261,1.2561285,1.0362045,1.2632099,0.87426186,0.8705266,1.2671769,0.3622856,0.4301567,0.699336,0.9859893,1.3547477,1.3277047,1.1559483,1.1204816,1.3328195,1.4342697,1.3834726,1.3976284,0.6486188,0.8704562,1.2242475,1.053389,1.3165795,0.718117,1.2640976,1.3491184,0.0,1.2832772,0.4653536,1.3897007,1.1398653,1.3792713,1.3845693,1.1040282,0.95329756,1.4725158,1.3505313,1.1299636,0.3478099,0.6472024,1.5671563,1.0521969,1.2245587,1.075752,0.9489603,1.5073352,1.3248467,0.88724816,0.9959402,1.2982998,0.7103028
shoe,1.154309,0.84746516,0.90234745,1.2886181,1.1358246,0.5284821,0.6897534,0.90907586,1.41355,1.3659356,0.5577316,1.2776529,1.3033588,0.9838168,1.3124759,1.2870997,1.1643605,0.75959545,0.7698656,1.2392001,0.5811043,1.0847547,1.131265,0.79292434,0.9073646,1.1034353,0.84553576,1.0272001,1.1393607,1.2215657,1.3148829,0.8874488,1.1638908,0.7722372,0.5674609,1.3350308,0.73690605,0.7861473,0.87887454,0.76032645,1.3241873,1.0671867,1.2390678,1.0441988,1.0143068,1.2361168,0.7895938,0.9019182,0.9550339,1.0288895,0.6767774,1.2052145,0.66408503,0.7869087,0.80719644,1.2457932,1.1863216,1.2108623,0.5165446,0.9658962,1.200505,1.124538,1.0886099,1.0499463,1.0474582,1.2483506,1.121263,1.1031067,1.255043,1.1603221,0.92079794,1.1190953,0.68230814,0.962148,0.5963905,0.9660262,1.2486007,0.86666554,1.3124547,1.0194174,1.3862325,1.0927075,0.5772963,0.572404,0.774755,0.9415678,0.8045074,0.558928,0.879478,0.8790713,1.0404948,0.93540835,0.7691517,0.9123859,0.7255639,1.3140867,0.8394105,0.75666386,1.2832772,0.0,1.1127648,0.9707748,1.1708522,0.31576526,0.7248189,0.97857857,1.2188015,0.9065306,0.6746333,1.0066066,1.2139577,1.3672006,0.5049966,0.7374104,0.7135326,1.0557661,0.9911185,0.6759861,0.9365177,1.1990501,1.2035658,0.6117121,1.318737
shorts,0.87592125,0.9465398,1.2073255,0.6310082,1.143769,1.2830076,1.2160842,1.281609,0.7429863,0.71081567,0.9833267,0.7265971,0.56864774,1.1374152,0.62964475,0.81096303,1.0859271,1.3103371,1.4250746,1.1104995,1.3980527,1.0821421,1.0354602,1.3044406,1.1441263,1.1353083,1.2595086,0.98713684,0.6084588,0.91653603,0.9006302,1.2633047,0.65416247,1.2756798,1.2959241,0.8422806,1.2663839,1.2436581,1.2888439,1.2148863,0.88508385,1.1497066,0.857614,1.2071279,0.87453717,0.7125139,0.94039446,1.0755352,1.3360279,1.220579,1.1459516,1.0765995,0.9839351,0.72167206,1.2424343,0.6645857,0.8035329,0.75514245,1.2813313,1.3852069,0.9239708,0.52903044,1.1144506,0.46372533,1.244168,0.78430337,1.2583115,0.9428729,0.9722223,0.5653262,0.9427531,0.8583337,1.1847935,1.007781,1.2250142,0.90508664,0.82962924,1.315594,0.34381616,0.30306184,0.8889096,0.9555621,1.2269115,1.2114571,1.1108372,1.0557503,1.2243726,1.327265,1.3331108,1.3390814,0.8445982,0.9088101,1.1427734,1.0743589,1.2195464,0.8042459,1.2497782,1.3035159,0.4653536,1.1127648,0.0,1.3077205,1.1136274,1.1891754,1.2811294,1.0084527,0.98792446,1.324416,1.3007405,1.054747,0.50468045,0.83810985,1.379822,1.0263405,1.221872,1.0888143,0.9362965,1.3938658,1.2148155,0.9891895,1.0012877,1.1723284,0.8541027
shovel,1.2897077,0.96087,0.9539334,1.2870988,0.8840015,0.7935467,0.9898047,0.7168425,1.094996,1.2817231,1.1064465,1.2453909,1.2842634,0.9831711,1.369677,1.2280736,0.9418405,0.6546484,0.5653363,0.6830159,0.7148713,0.8218943,0.8630923,0.8735671,1.1060022,0.8405423,0.4240173,0.97671866,1.2511092,1.0685409,1.1036568,0.56376195,1.2993143,0.6556919,0.7456047,1.1389928,0.6326183,0.9027569,0.9152831,0.9536923,1.09803,0.7186917,1.1767664,0.8542359,1.1238383,1.2208927,1.1620957,1.1940151,0.7387984,0.67265904,1.1640345,0.8102449,1.1531364,1.3554349,0.730212,1.3061997,1.2165298,1.2193582,0.86810803,0.80200064,1.1269765,1.3568373,0.7693018,1.4214935,0.6183231,1.1207387,0.5966119,1.1205118,1.0249516,1.3210721,1.08605,1.202354,0.9945667,1.0144174,0.90542495,1.2327367,1.0084527,0.7791114,1.336898,1.432848,1.2024838,1.0946213,0.7237536,0.76740825,1.0683906,1.1278371,0.9061729,0.9143114,0.71418035,0.77017057,1.1904881,1.2588991,1.0571256,0.7885424,0.94977385,1.0154603,0.86485785,0.66207224,1.3897007,0.9707748,1.3077205,0.0,0.90204865,0.9488588,0.7711597,0.8098371,1.005053,0.5152977,0.7981675,0.8846364,1.347065,1.19336,0.73544943,1.0609696,0.95837873,0.78093225,1.0502499,0.65037495,0.8308278,1.0658282,0.74445003,0.77323836,1.2268485
sink,0.9761904,1.2293286,0.9804756,1.0291874,0.8506936,1.138533,0.93895614,0.70547307,0.5799179,0.94938886,1.1435082,0.9425155,0.96267146,1.0008796,1.0660119,0.88617647,0.9112128,0.9948757,0.56953406,0.76095223,1.1600933,0.6743338,0.6308925,1.0548891,1.1562042,0.85602057,1.1041162,1.121657,1.0917559,0.8420891,0.87687516,1.0891169,0.97172034,1.1454657,1.2031432,0.8687001,0.8110447,1.0697381,1.0822823,1.1063328,1.0020326,0.9334854,1.0668018,0.8534409,1.0774858,1.1238424,1.2378483,1.0302892,0.9828016,0.76104057,1.1142219,0.6790805,1.3026481,1.1635755,0.92662096,1.0635569,1.0768702,1.0141081,1.1664883,0.9902321,0.92739266,1.1261709,0.7497224,1.1271853,0.7960562,0.9213873,0.8859629,0.9441625,0.775146,1.0268956,1.0176781,1.1123061,1.2951907,1.0571728,1.2285542,1.1300526,0.5636474,1.09702,1.055508,1.1062931,0.92999387,1.021865,1.1918771,1.2322423,0.94323725,1.1097538,0.9630078,1.189236,1.0404595,0.54280794,1.1091489,1.1543323,1.1706878,1.0623621,1.1035464,0.7662271,1.1241219,0.9982374,1.1398653,1.1708522,1.1136274,0.90204865,0.0,1.1378388,0.80446386,1.0362448,0.78687686,0.73331034,1.2238675,0.9407579,1.1031837,0.96120983,0.85506123,1.2998106,1.2805166,0.8880884,1.0617627,0.9935423,0.74276507,0.9937224,0.9532255,1.212212,1.0069578
slipper,1.2725247,0.72791815,0.805097,1.4320254,1.0878175,0.3788045,0.8172815,0.9482518,1.5197718,1.5146344,0.3987397,1.4504665,1.3755366,1.0555533,1.4709214,1.3646951,1.1065416,0.5773326,0.64761347,1.2533045,0.54585755,1.1397091,1.1797668,0.7279476,0.772371,1.0069274,0.8735119,1.0197301,1.2211212,1.3198712,1.3081715,0.8489336,1.2885431,0.7367567,0.26233935,1.5144093,0.56281304,0.80989647,0.7813364,0.7800925,1.374358,0.97329116,1.2246014,0.9647739,1.0500845,1.2491987,0.54998624,0.64301616,0.9797284,0.9429741,0.7824899,1.1747425,0.5181533,0.7466754,0.6968379,1.3642471,1.3537523,1.1939211,0.420784,0.9548542,1.2415609,1.2705392,1.0578432,1.2123028,0.9278577,1.4358984,1.0356593,1.1450781,1.4085042,1.2283757,1.0148035,1.1987492,0.29765415,0.7427486,0.29811394,0.8609133,1.3002312,0.8654884,1.3764232,1.1125298,1.4873213,1.2975937,0.32258904,0.28445148,0.92762923,0.98069906,0.70556283,0.40957916,0.9235417,0.8646429,1.0963712,0.8892301,0.75606495,0.9760012,0.7694771,1.3957245,0.8012724,0.697086,1.3792713,0.31576526,1.1891754,0.9488588,1.1378388,0.0,0.6781762,0.8211732,1.3618665,0.7975532,0.40289855,1.1641035,1.3058276,1.5021895,0.40422952,0.46751958,0.3541761,0.9819855,0.8038991,0.6735133,0.83891654,1.2198157,1.2554982,0.30812263,1.3865137
soap,1.2964175,1.0081846,0.63982105,1.4063137,0.75243115,0.712319,0.84115225,0.7708926,1.2974651,1.4018114,1.0055383,1.4186355,1.3573449,0.96078765,1.4528924,1.2538843,0.9995278,0.6526762,0.44267082,0.9547968,0.56489706,0.87969446,0.98027456,0.762113,0.94214153,1.0544552,0.87115633,1.1383352,1.2652582,1.2266406,1.1605666,0.7702575,1.3854266,0.76925266,0.6770577,1.3159878,0.6394789,0.8765726,0.7544021,0.8181761,1.3326539,0.99488646,1.2155323,0.62181807,1.2249922,1.2931752,0.97525734,0.96103597,0.802289,0.82279694,0.8848012,0.9625846,0.97787946,1.0235739,0.55460703,1.2639358,1.2353724,1.2317951,0.6532018,0.68192124,1.1211627,1.2205877,1.038546,1.4029286,0.84024835,1.3814074,0.9932757,0.9312554,1.1202956,1.3302426,0.99069196,1.0576262,0.7792546,1.0125499,0.75315475,0.9487834,1.2895322,0.8065125,1.301252,1.3528398,1.2782627,1.1109185,0.6707269,0.72769666,0.90028447,0.9224346,0.77654094,0.77394325,0.7667195,0.6501752,1.2192259,0.950169,0.66925657,1.0520117,0.8702718,1.3231928,0.9109266,0.6028683,1.3845693,0.7248189,1.2811294,0.7711597,0.80446386,0.6781762,0.0,0.9849605,1.1156689,0.699076,0.72079444,1.053609,1.2988604,1.2939565,0.50751376,0.8720057,0.8810661,0.85570616,1.0712832,0.517049,0.708119,1.1501523,1.241329,0.77696764,1.3037405
sock,1.0865382,0.17334783,0.8826919,1.1257249,0.89212066,0.8905435,0.8795304,0.95174056,1.1620984,1.2571492,0.94486034,1.1827623,1.0649453,1.2360864,1.2469981,1.2428013,1.0297719,0.93002754,0.90248674,1.0309634,0.90345484,0.9499821,0.9315082,1.0365913,1.0758052,0.86696404,0.85163,0.940501,1.0942883,1.1362536,1.043048,0.76244664,0.9780901,0.8954944,0.95086783,1.2614746,0.83143115,0.8651877,1.0680858,0.9794425,1.1569754,0.8791906,1.1560705,0.83406144,0.9156479,1.0191039,0.79291797,1.2391076,0.9638604,0.9498011,1.1835417,1.0345201,0.925308,0.9248414,1.0455731,1.1708686,1.1211399,1.0329393,0.8390522,0.9614614,1.2112014,1.1794701,0.76055104,1.1108016,0.96770865,1.2309973,0.85003304,1.0260913,1.1441208,1.1131539,1.2265567,1.1794988,0.9426013,0.5365458,0.7657993,1.097597,1.1002033,1.0083197,1.0104002,0.9766401,1.2257519,1.2328146,0.89441395,0.8754514,1.1836436,1.0240959,0.9007289,0.9523784,0.9593653,0.9670413,1.1287372,0.8754742,0.808919,0.9805951,0.9689685,1.1642202,0.84651566,0.9624579,1.1040282,0.97857857,1.0084527,0.8098371,1.0362448,0.8211732,0.9849605,0.0,1.1422886,0.9228822,0.944091,1.0397868,1.1245044,1.270691,0.8398427,0.40852535,0.8384069,1.0754815,0.592682,0.9224533,0.82897216,1.1354545,0.93924963,0.7259058,1.2188915
soup,0.9174975,1.2277303,0.96580684,0.83263946,0.8434415,1.1739248,1.0236049,1.0809523,0.69118494,0.8549905,1.2263163,0.91786057,0.85827315,1.0783123,0.9002103,0.8584735,1.0927113,1.2476032,1.0698692,0.9670246,1.151483,1.0314276,1.0018346,1.1607877,1.1329037,1.1927512,1.1402915,1.1242462,1.0395828,0.90325266,0.9300114,1.0487951,1.017167,1.0334697,1.247872,0.93585104,1.2254965,1.1951294,1.139862,1.2667074,0.9807415,1.1922694,0.99725074,0.819858,1.0412006,0.8969627,1.1969999,1.0688794,1.0196625,0.77310187,1.0370309,0.8316785,1.2536163,1.2600938,1.1172307,0.8729874,0.855781,0.95381653,1.2575595,1.1438158,0.917127,0.9747332,0.9774567,0.96310866,0.8870759,0.9014923,1.0288063,0.78191364,0.033361316,0.9888197,1.0557415,0.9080049,1.2182767,1.159552,1.255118,0.98352146,0.91736573,1.0984185,0.9342162,1.033455,0.80142146,0.8129513,1.2964569,1.3097634,1.0456859,1.1191651,1.1802251,1.1705678,1.0967125,0.897591,1.0363512,1.0425782,1.154617,1.233776,1.145214,0.9083219,1.2820868,1.2389786,0.95329756,1.2188015,0.98792446,1.005053,0.78687686,1.3618665,1.1156689,1.1422886,0.0,0.7189562,1.2210729,1.0842475,0.9454622,0.7792503,1.1122411,1.2785506,1.1808171,1.0219557,1.1538253,1.221902,1.16823,0.93014324,1.1042262,1.3002675,0.88641804
spoon,1.2732408,1.0461189,0.88029957,1.3183994,0.9355758,0.7953342,0.8862461,0.76877546,1.2052299,1.3841918,1.0167043,1.4248006,1.2953138,0.950506,1.4588988,1.2481543,1.0142671,0.8139961,0.4656381,0.9602993,0.653987,1.0107458,1.0603476,0.84186363,1.0301913,0.9521553,0.7244773,1.0398376,1.3687247,1.2073212,1.167249,0.7338828,1.4346893,0.69256955,0.7219561,1.3416871,0.69852006,0.9011652,0.8140663,0.96870774,1.2927909,0.87736696,1.2643325,0.82376325,1.1443042,1.2308333,0.9875471,1.0551546,0.7360624,0.09112966,1.0119624,0.68028045,0.99753934,1.2584265,0.76590896,1.3926071,1.2624894,1.2072964,0.84979564,0.8157908,1.0642159,1.410525,0.83211637,1.5038781,0.1674968,1.3153691,0.67306995,1.0646348,0.7806867,1.418814,1.0501909,1.1646696,0.8772802,0.9718063,0.7580161,1.1604455,1.0673271,0.7566132,1.3807077,1.4127736,1.2347932,1.1518309,0.6815183,0.7223534,0.9771074,1.0784774,0.89561325,0.736088,0.7526886,0.49399185,1.2069064,1.1433365,0.9337076,1.0466716,0.8331605,1.2404262,0.93287086,0.5932753,1.4725158,0.9065306,1.324416,0.5152977,0.73331034,0.7975532,0.699076,0.9228822,0.7189562,0.0,0.7751869,0.99949706,1.414374,1.2824078,0.64626294,0.9306562,0.8404813,0.7913999,1.0251215,0.7795324,0.7127189,1.1104268,1.0147425,0.7206639,1.3083532
