,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,cloud,coat,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pajamas,0.9600147,1.0772122,1.2866647,0.4648856,1.2477176,1.3607955,1.3665755,1.1759579,0.6777766,0.467561,1.2774248,0.97275704,0.3137313,1.4616514,0.49121284,0.912519,1.3164135,1.4407656,1.0840075,1.148936,1.172307,1.2250323,1.2792246,1.2426991,1.2779967,0.6398567,0.8580432,1.3538084,0.8503181,1.0745807,0.41762495,1.1846732,1.2739861,1.0115117,0.6830926,1.0605829,1.4492035,0.73112273,1.4507859,1.017993,1.0376916,0.8306556,1.1125706,0.28201532,1.0172064,1.1969981,0.90163845,0.81025785,1.0368953,0.9117549,1.4641424,1.4094584,1.0145947,1.2669914,1.3377001,0.94888884,1.2477509,1.3315278,0.8171569,1.0346255,0.63385135,1.0891922,0.721802,1.3631945,0.8228118,0.97843003,0.9912924,0.44949657,0.46587932,1.2540178,1.1286244,1.4561589,1.1027192,0.8956756,0.729975,1.1383113,1.0104834,1.2177011,1.2025727,1.0776317,1.2015634,1.2676208,0.61485505,1.0974361,0.0,0.36660028,0.7215359,1.4155279,1.1352628,0.96616685,0.9813422,0.9006821,1.2489243,0.9064874,1.4190187,1.1873249,1.402171,0.6168616,1.1703634,1.0764642,0.7168996,0.76914597,0.2035929,1.0510564,0.5901041,1.3260584,0.79051584,1.259429,0.8892104,1.3834431,0.8172472,1.2799383,1.0203089,1.2058458,0.91580975,1.25087,1.2248472,1.0121803,0.21700764,0.921033,0.578336,1.3994267,1.1069117,1.2037865,0.9617857,1.1145355,1.2066354,0.9602051,0.98428184,1.2917081,1.1909704,1.1834135,1.348954,0.88673747
pants,1.0118501,1.0415461,1.2969724,0.63930184,1.3846978,1.2352173,1.3371445,1.1787134,0.6363218,0.6326744,1.2780523,0.91619444,0.55764276,1.4367315,0.6881627,0.98442626,1.423197,1.4228238,1.0553576,1.1557715,1.1138796,1.2377131,1.3050559,1.1200777,1.2489493,0.5744993,0.7038301,1.3138158,0.84495443,1.0667565,0.3649097,1.2894444,1.273337,0.9541783,0.4744736,1.0166016,1.4223324,0.823156,1.383996,0.9584188,1.185906,0.7289016,1.0927143,0.3629427,0.9915786,1.0528129,0.7677807,0.84168446,1.0264943,0.8980113,1.4473523,1.4305856,0.86491835,1.3129779,1.3828404,0.9942718,1.194717,1.2720327,0.87771106,1.1665062,0.6713375,1.036554,0.79703283,1.3266943,0.8730035,0.9539977,0.9335327,0.60414135,0.43966222,1.2448581,1.1096987,1.3391395,1.1746081,0.9522026,0.7129518,1.1877266,0.99243075,1.1437042,1.1752635,1.0395226,1.1628816,1.292042,0.51956373,1.2225876,0.36660028,0.0,0.80812943,1.3875798,1.1934612,0.9406476,0.95467114,0.87775373,1.3013749,0.9033658,1.3914423,1.1287019,1.3537301,0.4868189,1.2271087,1.0751071,0.79341495,0.79309624,0.34088838,1.0334,0.32015496,1.2982826,0.7571344,1.1658156,0.9550783,1.2915528,0.749203,1.2558215,1.0022117,1.2492857,0.90693533,1.2189298,1.1465449,1.1142774,0.415219,0.9314201,0.53881276,1.3392571,1.0096062,1.1416903,1.0400221,1.0745522,1.360282,0.91144586,1.0366291,1.2762511,1.1988473,1.0668685,1.2825596,0.8934449
paper,0.8081875,1.2772019,1.2920184,0.6173308,1.0898561,1.4036725,1.1252936,1.0087543,0.64951587,0.6396707,1.2771769,0.86924905,0.52366936,1.380239,0.49270368,0.76491773,0.9011896,1.3355129,0.9097286,0.79410243,1.1295534,1.1006819,1.0206933,1.2008088,1.1599913,0.8645178,0.8763902,1.2412106,0.8711279,0.8318803,0.7411488,1.1381029,1.1498805,0.96055686,0.856791,0.9547846,1.4336905,0.6655798,1.4068534,1.0294313,1.0759699,0.91829187,1.0787864,0.81416297,1.0768557,1.2790122,1.1037188,0.80175716,1.2656705,0.85730755,1.384753,1.2034235,1.2686622,1.0816348,1.1996264,0.7289187,1.353296,1.3522146,0.80910236,0.83689845,0.8601595,1.2273449,0.90877986,1.4136844,0.75677496,0.9813029,0.9625738,0.82063997,0.668102,1.2011685,1.1597219,1.4350874,0.8267506,0.79123384,0.7494109,1.0655661,1.1548947,1.1465716,1.2563865,1.0271264,1.4340378,1.1825279,0.64814806,1.1283224,0.7215359,0.80812943,0.0,1.372781,1.0899242,1.006412,1.154349,0.852059,1.1656744,0.8045873,1.2917432,1.0629447,1.3454742,0.75260234,1.2025088,0.74369293,0.9964938,0.64927256,0.6590875,0.9797542,0.9090585,1.0719169,0.8608964,1.1377512,0.7968404,1.4885685,0.74846435,1.3499999,1.216038,1.0500048,0.88182443,1.2857454,1.3621962,0.9884427,0.71701765,0.855487,0.5785402,1.3987479,1.3658065,1.285668,0.85981035,1.0071342,1.0317688,0.68214595,0.8986727,1.2048311,1.0567739,1.1199256,1.4450784,0.87264866
pen,1.0550139,0.9041375,0.6301346,1.3755718,0.8770276,0.664224,0.84939843,0.9148957,1.3123742,1.392765,0.5383351,1.1753017,1.4885926,0.48435366,1.422276,1.2112225,0.7862144,0.43356603,1.1033605,0.9633493,1.0211542,0.90416276,0.8699268,0.6910988,0.8138772,1.239408,1.2801499,0.6832187,1.0899751,1.0798793,1.3810425,0.7963524,0.9681169,1.2216065,1.3314785,1.177024,0.20587444,1.3820353,0.4993512,1.0635337,0.98386973,1.1855168,0.98229647,1.3414167,1.0253483,0.90688044,1.0340835,1.2232103,0.8378479,1.2702006,0.49551857,0.77166647,0.89150465,0.605831,0.6949642,1.2796886,0.60814154,0.58023316,1.2416334,1.0586469,1.3266836,1.0383906,1.1630524,0.5581485,1.1609708,1.0110292,0.89953077,1.2543801,1.4103172,0.3711685,0.84623736,0.47794014,1.1802332,1.2123265,1.3466127,0.88689715,0.8851233,1.1788988,0.7640071,0.87821496,0.5814909,0.84422994,1.3900803,0.93003345,1.4155279,1.3875798,1.372781,0.0,0.5182086,1.1452386,0.9808073,1.215426,0.86584187,1.2220407,0.7317503,0.8448914,0.57247245,1.3435905,0.9371183,1.2010869,1.1618989,1.2722504,1.4574001,0.94908667,1.2474198,0.68787736,1.1157933,0.75341743,1.1909095,0.45945638,1.2925953,0.5738729,0.90100527,0.62528336,1.1341214,0.51854944,0.80104434,0.95750403,1.459276,1.1970342,1.4472418,0.61121786,0.78974974,0.65401703,0.84839106,0.9003305,0.88541675,1.1796542,1.1717762,0.8179295,1.0035499,0.69156146,0.43167365,1.2689607
pencil,1.002831,1.0467082,1.1907785,0.98619974,0.9733825,1.0798134,1.0923815,0.9027324,0.99703705,1.0685779,1.2129973,1.0239049,1.1121991,0.92297655,1.1398528,1.0607502,0.9724353,1.0048113,1.0691409,0.96869457,1.0171815,0.9474315,0.91434914,0.9787123,0.904854,1.0867976,1.077443,1.030477,1.0303841,1.0806177,1.1013601,0.86960554,1.1873096,1.0689261,1.118821,1.1496608,0.92428166,0.9955128,1.1403663,0.87406075,0.75726527,1.0494537,1.0426403,1.0601176,0.966,1.2255521,1.0265882,1.0404434,0.9291558,0.9942889,1.0065033,1.0261172,1.0790706,0.61985475,0.8702954,0.96009296,1.0535504,0.91773486,1.1354015,0.8989975,0.972865,1.1851797,0.8318061,1.0986861,1.0189382,0.88230705,0.8063469,1.089448,1.1544496,0.58413714,0.94362277,0.9682978,0.98431766,1.0026925,0.8826055,0.7795143,1.0830142,1.0326234,1.1501431,0.98040706,1.1221957,1.1502763,1.0068164,0.915849,1.1352628,1.1934612,1.0899242,0.5182086,0.0,1.0989025,1.2083302,1.0705394,0.9760894,1.0822469,1.083641,1.1569638,1.1034324,1.0257388,0.97896487,1.0216129,0.9135166,0.76933444,1.0512321,0.8392801,1.1805084,0.77056956,1.0371039,1.0594766,0.95387477,0.9698679,1.1855309,0.9234593,1.0327041,0.59816176,0.83324105,0.9819243,1.0208943,0.8356546,1.0911181,0.99191284,1.0061622,1.1903121,0.95146143,1.1674284,0.7577542,1.036826,0.8978357,0.9662073,1.1274601,1.0245161,0.9041394,0.8154651,0.9936135,1.1017884
pickle,0.7649055,0.9106456,1.0960202,0.8920934,1.1647725,0.93128765,0.8278182,1.1491935,1.049464,1.004244,1.1378406,1.0992559,1.009076,1.1075795,0.98021096,1.0273098,1.181278,1.2192905,1.013299,1.1530807,0.5476826,1.2210376,1.2622013,1.2586057,1.3017676,1.0104698,0.9739256,1.1484667,1.1454544,1.052893,0.93283194,1.1299256,0.781981,0.8682058,0.8483405,0.53028554,1.0474849,1.0895073,1.1676248,1.1760361,0.9825353,1.0778899,0.94549215,1.1098713,0.8128662,0.58097684,1.0570986,0.95402706,0.67351633,0.9810219,1.0794222,1.1941553,0.64038885,1.1365788,0.9646531,1.0313705,0.7779771,1.165351,1.1317079,0.87766474,0.94955856,0.86757696,0.7437354,1.0939562,1.1479676,1.085583,1.079833,1.1186829,0.9804111,0.9488427,1.1456187,1.1177497,0.9678111,1.0181746,0.82508105,1.2990093,0.7979132,0.7713539,0.7583879,1.0446551,0.8410407,0.9963893,1.0193813,1.1625278,0.96616685,0.9406476,1.006412,1.1452386,1.0989025,0.0,0.9150132,0.621467,1.0728308,1.0031382,1.1614052,1.1066743,1.0135462,1.0331014,1.1865417,0.769235,0.98238885,0.9519201,0.9833663,1.1587284,0.8455916,1.0788305,1.0425229,1.1641521,1.1091284,1.0640094,1.1137424,0.8916459,0.92147756,1.0084957,1.1424091,1.121539,0.85015607,1.258691,1.0565675,1.1023123,1.0774212,0.9831297,0.82511735,0.87273616,0.9263849,0.9364624,1.1405404,0.9376278,1.1518182,1.1194332,1.2575452,1.1287984,0.9580776,1.0770711
pillow,0.8902911,0.55641663,0.9388281,1.0371572,1.0568081,0.72596323,1.060048,0.82506603,1.1878196,1.0895324,0.78096116,1.1257627,1.0707095,1.0621006,1.0066434,1.1810571,1.025573,0.97607744,0.96373194,1.0687479,0.6650224,1.1898209,0.9875221,0.84848094,1.2436185,0.98857564,0.8074783,0.92769456,1.1348622,1.025209,1.0874027,0.9757299,0.7103487,1.0626655,0.6649654,0.72720444,0.83272976,1.1664397,0.7947678,1.2905579,1.1009966,1.1019765,0.6838702,1.1306026,1.0125339,0.677961,1.1043308,1.2785879,0.7034655,1.1623869,0.8532751,1.0420316,0.60485315,1.1219505,0.9871757,1.1907501,0.9132431,0.83727515,1.3097663,1.1812454,1.1154524,0.66535664,0.9837324,0.66375136,1.2258319,1.1056011,1.1922625,1.1404204,1.0443354,1.1112596,0.98574466,1.0273452,1.0767589,1.0971615,0.96695036,1.211101,0.6449326,0.8130437,0.73734593,0.6932614,0.59204066,0.93793476,1.0951841,1.0527049,0.9813422,0.95467114,1.154349,0.9808073,1.2083302,0.9150132,0.0,0.8189821,1.0293393,1.0018166,0.79605955,0.8707136,0.8021551,1.0386261,0.9277732,1.0690811,1.0002835,1.3615022,1.0880423,1.176454,0.69450235,1.0246062,1.1555204,0.96144783,1.2618892,0.78389657,1.2799958,0.9815844,0.46523178,1.179899,1.2093465,0.9840474,0.6503936,1.1329738,1.1397209,1.2120229,1.2349082,0.85603815,0.64801586,0.8353281,1.1799622,0.71085167,1.1925237,1.123613,1.20166,1.0398643,1.2672241,1.0168563,0.8298751,1.1942014
pizza,0.8889434,1.1053002,1.0772475,0.69861853,1.1173884,1.0209835,0.9425823,1.1293325,0.92758465,0.87864935,1.2242855,1.156553,0.8755648,1.2704096,0.9467649,1.0493757,1.1616846,1.3625596,0.76425934,1.1388441,0.24863738,1.3413858,1.3521705,1.3955629,1.3533335,1.0054557,0.9944839,1.2223107,1.1280304,1.0351764,0.92472196,1.0965585,0.8261374,0.95147425,0.80185914,0.26011056,1.1854223,1.001494,1.2432735,1.2922525,1.0563091,1.0947318,1.006306,1.0295092,0.94008267,0.6294616,1.2799325,0.8952389,0.5914312,1.1066301,1.2554647,1.3453391,0.6480776,1.0695719,1.1321256,0.8582983,0.93719375,1.2996671,1.1208879,0.82944095,0.8277861,0.8440672,0.51846904,1.164538,1.0282146,1.1328399,1.0850497,1.0805568,0.8336494,1.0286858,1.2868181,1.3285434,0.8695912,0.9587322,0.6297525,1.4088924,0.87942094,0.61645746,0.8190789,1.0777886,0.90440154,0.95789945,0.79426765,1.2435117,0.9006821,0.87775373,0.852059,1.215426,1.0705394,0.621467,0.8189821,0.0,1.2893889,0.7259369,1.0711268,1.2968457,1.2352362,0.88379794,1.186679,0.5909832,0.99504596,0.8577291,0.874975,1.1211681,0.8208375,1.2862988,1.0176952,1.1951777,1.1013544,1.1538625,1.1250479,1.0025415,1.030964,0.9753663,1.0314285,1.3524715,0.83359396,1.361234,0.9658715,1.0429237,0.88977414,1.0854919,0.7583597,0.9572768,0.77771676,1.0594156,1.1726234,0.77071625,1.1425964,1.3478173,1.3254294,1.2363889,1.0614617,1.1250077
plant,0.82896453,0.7734409,1.0012498,1.260879,0.82451904,0.9116067,0.7968482,0.87812996,1.229014,1.2181783,0.94198096,1.1223209,1.2295197,0.7146094,1.222307,1.2131588,0.81998765,0.7527984,1.0887328,1.1664171,1.1682034,0.7543715,0.8457937,0.8421905,0.7945468,1.2308279,1.0694674,0.6714485,1.0883262,0.98650837,1.2326448,0.96505666,0.88567156,1.0374244,1.1792729,1.2043195,0.8505208,1.125204,0.8230537,0.82113385,0.8545505,1.0840105,0.92724204,1.1657014,1.0803347,1.0990751,1.0022036,1.207622,1.114926,1.0057721,0.7159576,0.34898126,1.1729407,0.8699967,0.67675686,1.0361133,0.9975007,0.71503615,1.1722064,1.1138884,1.2269605,0.9855253,1.2729398,0.831863,1.1422555,0.7016125,0.99566877,1.1452096,1.2912536,0.93700784,0.7207382,0.6568018,0.97527146,1.0480562,1.2797868,0.72542447,1.1270492,1.0304269,1.0108442,0.8787695,0.9624974,1.0115824,1.2457666,0.6665022,1.2489243,1.3013749,1.1656744,0.86584187,0.9760894,1.0728308,1.0293393,1.2893889,0.0,1.1673354,0.848432,0.754323,0.7756352,1.2198756,0.67190677,1.0706092,0.98077834,1.2527554,1.2699267,0.9946557,1.2013355,0.78937936,1.0705335,1.0812128,1.213169,0.84161043,1.1610451,1.0231102,0.8295772,0.93975055,1.1892858,0.8511218,1.0856522,0.83541673,1.2288263,1.1383138,1.2607911,0.908155,1.0471761,0.9604641,1.1267517,0.8755384,1.031208,1.2563894,0.8353528,0.65809494,0.775183,0.8483657,0.9313573,0.9322448
plate,1.0434455,1.0833716,1.1401935,0.85176814,0.94758075,1.1445255,1.146692,0.94734496,0.7035116,0.8621253,1.1347797,0.98352087,0.80433404,1.2464247,0.91034055,0.87423086,1.0244133,1.2102405,0.106732965,0.8268322,0.87334406,1.1878583,0.76447594,1.1285458,1.2419503,0.9786934,0.9314834,1.0571272,1.0482442,0.9772953,0.8592142,1.0700444,0.9396951,0.96179616,0.8142975,0.81947243,1.2232723,0.8160145,0.9964881,1.2291497,1.1239035,0.9590605,0.96524704,1.0458869,1.010967,1.054657,1.2664728,1.0443567,1.0087793,1.026911,1.2978923,1.3014033,1.0768452,0.741436,1.2514985,0.8513855,1.1926906,1.2740588,0.99036837,0.85554516,0.9489018,0.97563195,0.84693205,0.9678749,0.9966071,1.1565952,0.95022607,1.0505213,0.84874505,1.1141492,1.164484,1.3073182,0.9037873,0.87808096,0.65769804,1.2577267,1.0564008,1.0150329,1.1438429,1.095431,1.1755154,1.0128102,0.7287683,1.1271113,0.9064874,0.9033658,0.8045873,1.2220407,1.0822469,1.0031382,1.0018166,0.7259369,1.1673354,0.0,1.2458272,1.1772861,1.2255253,0.77764654,1.1258823,0.90397936,0.957784,0.73860085,0.8586589,1.0772307,0.88909364,1.1854606,0.98333406,0.9279913,0.95795286,1.2587084,1.0452598,1.0745664,1.003184,0.73312515,0.9358628,1.184136,1.1102386,1.2150204,0.9406637,0.9222904,0.7489077,1.096763,1.1063582,1.1331339,0.7745351,1.0616735,0.9428014,0.78478336,1.080886,1.2324274,1.2599728,1.0733539,1.1407228,1.0512438
pumpkin,1.1518537,0.91077435,0.42757785,1.3279094,0.5930826,0.50340736,0.63111615,0.9402797,1.5490984,1.4366746,0.62680936,1.2917893,1.3581123,0.5887832,1.3691418,1.2523737,0.7568136,0.5165747,1.0514561,1.0046123,0.7657919,0.9700925,0.8970895,0.8651575,0.81283283,1.3251499,1.3088729,0.6781375,1.2086335,1.1100247,1.4385315,0.9892513,0.66972536,1.0694146,1.3960544,0.8923555,0.5427569,1.3783178,0.52335715,0.94652426,0.9864186,1.3172438,1.0606838,1.2667513,1.0288743,0.67091614,0.9354581,1.1393065,1.0115893,1.2884712,0.43322372,0.44938713,0.9289797,1.0125597,0.6779456,1.0901619,0.7338735,0.5191919,1.2206806,1.074626,1.2870469,0.8121191,1.2882112,0.5946485,1.1947867,0.98501533,1.1627834,1.2966241,1.3891273,1.0354806,1.00151,0.549441,0.8321377,1.1786026,1.2865236,0.879478,0.9599338,0.74970955,0.6484309,0.9310594,0.6423979,0.35675323,1.4089022,0.8096621,1.4190187,1.3914423,1.2917432,0.7317503,1.083641,1.1614052,0.79605955,1.0711268,0.848432,1.2458272,0.0,0.7453186,0.64486516,1.4523907,0.6816539,0.90487546,1.2176385,1.4660994,1.4498272,1.012484,1.2648866,0.948547,1.316451,0.90486366,1.3189533,0.5052944,1.2141422,0.65842277,0.9656484,1.1298566,1.2752625,0.77947354,0.63714075,1.011957,1.4161034,1.2345233,1.4679713,0.57939196,0.81615585,0.7800536,1.2557001,0.95929146,0.726555,1.1466755,1.0267597,0.79773307,0.93059903,1.1230856,0.5833124,1.2816671
purse,0.9301458,0.8194058,0.8880061,1.3667296,0.930734,0.7849316,0.62175834,0.7753338,1.3218918,1.3148274,0.69237465,1.0910666,1.1457739,0.70615697,1.162917,1.1084739,0.7388077,0.61611557,1.0571889,0.94437075,1.1776702,0.9200579,0.744661,0.611271,0.8516659,1.1225474,1.03836,0.726714,0.96813977,0.99792516,1.1896249,1.0084409,0.9482932,1.0049574,1.1261218,1.2134284,0.71823984,1.1730113,0.6562245,0.9938459,1.1089303,1.130574,0.96232116,1.1187271,1.1158483,0.9613284,0.97662425,1.2187911,1.170443,1.0733218,0.5862937,0.6501814,1.0418432,0.9517136,0.7931368,1.2171972,0.93516856,0.6293711,1.1848824,1.0638733,1.2293143,0.93728685,1.3692834,0.7048444,1.1430475,1.0365558,1.1118045,1.0894303,1.1541743,0.9485974,0.8169715,0.6656701,1.0302794,1.0284213,1.2965821,0.8646071,0.9664012,1.1311344,0.9576413,0.77891445,0.83810997,0.94074374,1.3173609,0.8878088,1.1873249,1.1287019,1.0629447,0.8448914,1.1569638,1.1066743,0.8707136,1.2968457,0.754323,1.1772861,0.7453186,0.0,0.7029779,1.2614305,0.8588947,1.0659907,1.0112712,1.323897,1.2509167,0.8947576,1.038637,0.73251307,1.15024,0.8609647,1.1845526,0.68868804,1.0593129,0.95037824,0.8371302,1.0737197,1.1592212,0.792313,1.0252192,0.77581364,1.2203403,1.196434,1.367591,0.7991674,1.0152944,0.9014098,1.2313695,0.7963011,0.9371416,1.1838111,0.949869,0.65527064,0.8342195,0.89420533,0.8491361,1.0436184
radio,1.0027944,0.7551374,0.64148915,1.4502795,0.8359433,0.54920423,0.7185538,0.7818078,1.3249912,1.4771085,0.43212008,1.2219136,1.4053018,0.5198449,1.4139473,1.3699961,0.69460726,0.33261085,1.0314093,0.966752,0.9708763,1.0146294,0.85329616,0.57171893,0.87323487,1.2137532,1.1284444,0.5712859,1.157315,1.023272,1.3720914,0.8612701,0.79041207,1.1542277,1.1554651,1.0929414,0.34681278,1.4167559,0.29016483,1.1307259,1.0875247,1.0982094,0.6898353,1.378751,1.1327463,0.68792665,0.97184676,1.3297994,0.86091137,1.1920696,0.48810434,0.7021328,0.72952783,0.9629535,0.74530905,1.2707807,0.6128008,0.48926944,1.4005021,1.130529,1.349605,0.8609325,1.2790818,0.39956903,1.3540957,1.018502,1.280421,1.3607675,1.4332848,0.7246506,0.76518816,0.34949708,1.1701684,1.1701071,1.3574183,1.0016922,0.7480246,0.97009706,0.59323686,0.6104904,0.5550181,0.7300705,1.3146572,0.9445294,1.402171,1.3537301,1.3454742,0.57247245,1.1034324,1.0135462,0.8021551,1.2352362,0.7756352,1.2255253,0.64486516,0.7029779,0.0,1.2666074,0.91597366,1.228053,1.1700513,1.4723728,1.4222908,1.1631211,1.1121931,0.816398,1.1993394,0.44938093,1.421108,0.47429168,1.2448313,0.55787265,0.74334675,1.007037,1.3925786,0.5952132,0.7413653,1.049805,1.473462,1.3142695,1.5014876,0.38207865,0.8578019,0.5173831,0.99816287,0.54703176,1.0291842,1.0773008,1.232423,0.6044777,1.0293798,0.91155493,0.41937238,1.0799797
refrigerator,1.0737422,1.2158012,1.3703918,0.65154946,1.4303913,1.4256306,1.4528744,1.0014763,0.37934548,0.64952874,1.2601736,0.85557735,0.61925435,1.467502,0.76676023,0.96672547,1.3289734,1.3236861,0.8757386,1.0297133,1.1629326,1.0864663,1.1110046,0.8372175,1.2361939,0.56651956,0.6611329,1.2784643,0.7045957,1.000772,0.56738603,1.152909,1.3120636,1.0004661,0.50921124,1.085118,1.4503434,0.6183345,1.2555667,1.0487561,1.2322583,0.3564558,0.894992,0.6834038,1.1034853,1.2230451,0.9890064,0.923345,1.1578815,0.69160205,1.5193019,1.3818498,1.0675611,1.0771871,1.4654353,0.7824707,1.2789333,1.3560231,0.8787281,1.1652997,0.67705923,1.2211236,0.83227235,1.400258,0.88196397,1.0328735,0.84291863,0.8360806,0.7451955,1.1590128,0.8450042,1.291874,1.0912029,0.8293444,0.6748876,1.1897765,1.0591428,1.1287818,1.3689651,1.0078152,1.3118508,1.3825433,0.1195184,1.2657434,0.6168616,0.4868189,0.75260234,1.3435905,1.0257388,1.0331014,1.0386261,0.88379794,1.2198756,0.77764654,1.4523907,1.2614305,1.2666074,0.0,1.2848307,1.0674188,0.90703523,0.72103924,0.45841432,1.2245914,0.6426245,1.1106564,0.477692,0.86527884,0.9100677,1.5131745,0.84904855,1.3890462,1.1721106,1.0636575,0.8545041,1.2997134,1.2511811,1.1313734,0.62248814,0.77397025,0.42765778,1.3316966,1.2384826,1.1667699,0.9489429,0.9847103,1.405814,0.6916997,0.9594912,1.2033266,1.0607101,0.8099212,1.351221,0.63508743
rooster,1.041818,0.7729156,0.91325545,1.2358224,0.6959275,0.8987835,0.8646996,1.0462561,1.269262,1.2232412,0.92575574,1.0936171,1.1777356,0.7651314,1.194831,1.0727887,0.8584831,0.8783878,1.0499053,1.097858,1.0624797,0.89748657,0.8390192,0.9464115,0.84083724,1.2092116,1.2196099,0.8331437,1.0545608,1.0509264,1.1220422,0.89181256,0.82411784,1.0452029,1.2928311,1.1085904,0.92211515,1.1969475,0.8918766,0.7506352,0.7942629,1.2338724,1.0650253,1.0749129,1.0168586,1.113109,0.99351877,1.0856867,1.1014688,1.1658012,0.76707715,0.65390205,1.2123207,0.9744702,0.69655573,1.0834633,1.0166408,0.7421233,1.1253678,0.9305559,1.1830299,0.8975001,1.2346504,0.76298714,1.0627085,0.68678695,0.99395543,0.9687828,1.1482149,1.0242664,0.953632,0.85996544,0.89860266,1.1188822,1.1463298,0.75575215,1.0984136,0.8893489,1.016317,1.0329367,1.0109622,0.8210558,1.2650125,0.5848261,1.1703634,1.2271087,1.2025088,0.9371183,0.97896487,1.1865417,0.9277732,1.186679,0.67190677,1.1258823,0.6816539,0.8588947,0.91597366,1.2848307,0.0,1.0340941,1.0731773,1.1792939,1.2523843,0.8935451,1.1810156,0.8994132,1.1300853,1.1852942,1.0607567,0.845425,1.0887347,1.0285525,0.84055454,1.0414941,1.0170829,0.92285436,0.96706223,0.8620085,1.1011276,1.109266,1.3088253,0.98372823,1.0548503,1.0290934,1.0718381,1.0896596,0.76768523,1.2150713,0.9980554,0.8539204,0.86806685,1.0829898,0.95081025,1.174698
sandwich,0.9549875,1.1610795,1.1455445,0.8440428,0.9694921,1.1476724,0.63152814,0.99829406,1.0189527,1.0279993,1.1714832,1.069465,0.90792453,1.135713,0.9293914,0.8752868,0.983581,1.1752176,0.85061556,1.0186647,0.6377909,1.1024306,1.0722731,1.2559521,1.1278628,1.0238831,1.117776,1.0737231,1.1168116,1.0284607,1.0532787,0.9986695,0.8417357,0.7023778,1.1261222,0.47701645,1.1864252,0.95553315,1.2114325,1.0225939,0.98365206,1.1409103,1.0883095,1.0378336,1.0320207,0.89498967,1.0961168,0.9903161,1.102337,0.9172819,1.0542405,0.9811237,1.1735405,0.95880187,0.96848506,0.73456144,1.2375696,1.1559497,0.9573741,0.8076094,0.99003506,0.9770522,0.96193093,1.2461616,1.0464344,0.9648763,1.0373204,1.0831493,0.95143425,1.0159341,1.1626287,1.2583135,0.6128255,0.9781748,0.93996334,1.1256194,1.0834264,0.80285835,1.1033624,1.1692128,1.2369182,0.9599934,0.94528466,1.014943,1.0764642,1.0751071,0.74369293,1.2010869,1.0216129,0.769235,1.0690811,0.5909832,1.0706092,0.90397936,0.90487546,1.0659907,1.228053,1.0674188,1.0340941,0.0,1.0264115,0.8670294,1.0296686,0.9336947,1.1286082,1.033296,1.0848904,1.137917,0.96865803,1.2315733,0.9756413,1.1898885,1.1559519,0.91536045,0.99773204,1.1935375,1.129137,1.1288114,1.066199,1.0310421,0.978038,1.187554,1.1716461,1.1492587,0.9154074,1.1276425,0.9199805,0.686505,0.9861941,1.1380184,1.1025765,1.2059134,1.2464256,1.0202243
scarf,0.8846701,0.95242256,1.223068,0.84291506,1.1424811,1.1876199,1.1173993,0.9396587,1.007794,0.995986,1.1971304,0.93869585,0.74018633,1.1888394,0.8965637,1.0616117,1.072196,1.1876146,1.030438,1.1129501,1.0537055,1.006114,1.0136976,1.016443,0.99999577,1.0016121,0.8655407,1.1918286,1.0207875,1.0303869,0.8257504,1.0320761,1.2183766,0.9151578,0.83206326,1.0900934,1.1869909,0.87773496,1.2224237,0.8947797,0.8954974,0.98162115,1.0331763,0.70098925,1.0352043,1.1961926,1.0146346,1.0161519,1.0237156,0.85762733,1.1973737,1.0469853,1.0797589,1.0560623,1.1079301,0.9732958,1.1533716,0.99542797,1.0551634,1.0130768,0.7956903,0.9514152,0.94200623,1.1800784,1.0550741,0.9073067,1.1232548,0.9008173,0.9142143,1.1496851,0.9554334,1.1556399,0.9996828,0.8128227,0.9049724,0.9486968,1.0517554,1.007971,1.2078402,0.87218815,1.0919456,1.2104235,0.9069112,1.0144378,0.7168996,0.79341495,0.9964938,1.1618989,0.9135166,0.98238885,1.0002835,0.99504596,0.98077834,0.957784,1.2176385,1.0112712,1.1700513,0.90703523,1.0731773,1.0264115,0.0,0.91967666,0.7167264,0.89026004,0.8562842,0.954869,1.0359471,1.1472094,1.0021669,1.0995773,1.0731469,1.1387804,0.9021893,1.0226177,0.85921913,1.0476953,1.0787221,0.9043743,0.7833073,1.0385046,0.92327577,1.1939452,0.9952402,1.0911595,1.0109676,0.8848482,1.1814485,1.0871584,1.0555347,1.0577104,0.9564938,1.1278334,1.1947604,0.9415626
