,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,cloud,coat,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scissors,1.0681384,1.2352818,1.3846868,0.57076913,1.179866,1.4518793,1.1987839,1.1671948,0.5227928,0.5783732,1.4566054,0.8006947,0.6785022,1.3119187,0.6270847,0.66050977,1.2009366,1.4804099,0.8887301,0.9645185,1.135688,1.0704128,1.0552672,1.3343849,1.1175256,0.9073694,0.92282784,1.3813936,0.9173998,0.9778501,0.6533186,1.0863823,1.3085464,0.9457185,0.9268726,1.0383198,1.484186,0.6309529,1.5451502,0.96763486,0.96054685,0.92298615,1.2505522,0.81656885,0.9115739,1.3525485,1.0952629,0.75801253,1.1865746,0.7450386,1.4467883,1.3693032,1.2422874,1.0024464,1.2183723,0.73059666,1.3669442,1.3966596,0.73149633,0.88139427,0.78082514,1.2559595,0.7679632,1.4804809,0.7349334,0.98823285,0.762147,0.74422705,0.6198912,0.92251605,1.1253203,1.457298,0.91130984,0.89744174,0.5933466,0.9369591,1.2834998,1.1758294,1.3903469,1.2581723,1.5058446,1.3173139,0.66284597,1.0734133,0.76914597,0.79309624,0.64927256,1.2722504,0.76933444,0.9519201,1.3615022,0.8577291,1.2527554,0.73860085,1.4660994,1.323897,1.4723728,0.72103924,1.1792939,0.8670294,0.91967666,0.0,0.71405065,0.8875998,1.0125409,1.066811,0.7174189,1.2250222,0.48608518,1.4755712,0.81395745,1.3427107,1.2193644,0.90382224,0.43754435,1.2748427,1.3909194,0.90188706,0.66056335,0.76725066,0.5614272,1.4568808,1.2913282,1.31071,0.7779459,1.2624425,0.9341079,0.7178141,0.9357828,1.2698245,1.0483179,0.9803843,1.4452668,0.85897243
shirt,0.9905034,1.177271,1.3287692,0.43943232,1.3197014,1.4139988,1.40692,1.1315665,0.58287597,0.53673637,1.3627837,1.0078593,0.2655788,1.4650618,0.54511136,1.0028265,1.3381319,1.4647839,1.047503,1.1535677,1.1649952,1.2192434,1.3155738,1.2616072,1.249269,0.568797,0.7998474,1.3556886,0.8003036,1.0433239,0.38060427,1.2452444,1.3305733,0.9255564,0.6136781,1.0604017,1.5357974,0.693669,1.4793599,0.96566767,1.0572178,0.72306114,1.143977,0.3837545,1.0084902,1.2418481,0.7918248,0.7642029,1.0919974,0.8329765,1.5351485,1.4202511,1.0651019,1.2381488,1.409667,0.8330436,1.2773423,1.3617009,0.8558847,1.0663576,0.44582397,1.1170732,0.6467994,1.4707911,0.8606328,0.9569685,0.9197811,0.5765419,0.5257074,1.2610941,1.1168288,1.4381354,1.0764573,0.84531766,0.6008611,1.1694295,1.1427088,1.1750741,1.2629514,1.0481132,1.2662643,1.3106265,0.4635526,1.1946497,0.2035929,0.34088838,0.6590875,1.4574001,1.0512321,0.9833663,1.0880423,0.874975,1.2699267,0.8586589,1.4498272,1.2509167,1.4222908,0.45841432,1.2523843,1.0296686,0.7167264,0.71405065,0.0,1.1130748,0.5461461,1.3316665,0.7303617,1.2024989,0.94801706,1.4880757,0.7693639,1.3259835,1.1224293,1.1658529,0.88579077,1.3111757,1.249939,1.1091169,0.2464602,0.8781409,0.45563072,1.4473293,1.179083,1.2661781,0.9132624,1.0660259,1.3119836,0.843471,0.93799984,1.2678659,1.1176622,1.1294216,1.3950391,0.78310376
shoe,0.98524415,0.92925936,1.1589441,1.1206417,0.7216517,1.1066452,0.8579457,0.9153516,1.0646229,0.97265184,1.1625363,0.9198122,1.0874398,0.9899972,0.947117,0.87016785,0.93632233,1.0537584,1.0980406,0.9914505,1.1778203,0.9153192,0.8081479,1.0408853,0.83139825,1.1772573,1.0622139,1.0453821,0.955338,1.0072035,1.0870225,0.8373224,1.0647665,1.1164044,1.1589102,1.2073854,1.0867833,1.0097276,1.1721977,0.84329844,0.89463764,1.1134766,1.1264706,1.0480797,0.90832806,1.3054637,1.0214252,0.9784283,1.0622712,1.0355288,0.99548596,0.95334256,1.2177869,0.8651488,0.82321364,1.0097084,1.106644,0.9422106,0.9838073,0.88712126,1.1234375,1.1559565,1.0140337,0.97924393,1.0001036,0.9616314,0.98468953,0.9024428,0.72931105,0.8856944,1.0086411,1.0738399,0.8103764,1.016443,1.0586804,0.7950824,1.1644214,1.1835469,1.2081101,1.0583646,1.1620654,1.1205007,1.1585808,0.8720414,1.0510564,1.0334,0.9797542,0.94908667,0.8392801,1.1587284,1.176454,1.1211681,0.9946557,1.0772307,1.012484,0.8947576,1.1631211,1.2245914,0.8935451,0.9336947,0.89026004,0.8875998,1.1130748,0.0,1.0536062,0.87339747,1.0789626,1.2221237,0.86421555,0.7458769,1.009723,1.0119417,0.91159666,0.8970183,0.8446423,0.9713314,1.1950479,0.8303958,1.0359747,1.0500631,1.1008079,1.193766,0.92478734,1.2679935,1.0278591,1.128751,0.86580545,1.1286123,1.0059795,0.9961797,0.8074078,1.0540085,1.0946047,1.0793886
shorts,0.9632611,0.8277854,1.2195184,0.8501026,1.3271111,1.0737816,1.2697995,1.0432645,0.89122236,0.8481424,1.1309327,0.9595306,0.7242141,1.2944841,0.7946665,1.0733087,1.2866138,1.2715312,0.9539398,1.0888662,0.9138359,1.2319895,1.1469092,0.97479343,1.2659959,0.8387749,0.67601365,1.1504102,0.94278854,1.0412797,0.6571027,1.1809937,1.0766902,1.070044,0.47571206,0.90391946,1.2094796,0.96572125,1.1575141,1.1790497,1.1160604,0.8868431,0.8872551,0.70312405,1.0118674,0.875932,0.9264143,1.0160596,0.8168813,1.0173187,1.2828262,1.3360027,0.69605297,1.2164569,1.2741034,1.1122681,1.0075722,1.1258779,1.138638,1.1430613,0.830445,0.92074776,0.82423306,1.0917215,1.0290023,1.0421829,1.0870323,0.8422759,0.61224025,1.1782448,1.0757735,1.2488787,1.1170043,1.036675,0.7643261,1.1889209,0.85980916,1.0668759,1.0361097,0.7752768,0.88603985,1.1956143,0.67547214,1.2359655,0.5901041,0.32015496,0.9090585,1.2474198,1.1805084,0.8455916,0.69450235,0.8208375,1.2013355,0.88909364,1.2648866,1.038637,1.1121931,0.6426245,1.1810156,1.1286082,0.8562842,1.0125409,0.5461461,1.0536062,0.0,1.229181,0.9369712,1.0583645,1.1290963,1.0789002,1.0200912,1.1178386,0.7129787,1.2075171,1.0284933,1.1821607,0.9269605,1.1295793,0.7092149,1.0501406,0.82200074,1.142984,0.7898427,1.0301518,1.0583757,0.78939176,1.3138384,1.0198442,1.1041938,1.1485817,1.2042059,1.0386454,1.0495816,1.0017704
shovel,0.93602514,0.91734356,1.1887476,1.3628777,1.0164589,1.02531,0.90084326,0.9029125,1.0873142,1.3360611,0.97232294,0.8070226,1.3032672,0.70202154,1.2297801,0.96431464,0.7348158,0.8689574,1.0900463,1.0343933,1.1510631,0.58910143,0.7505044,0.69363946,0.74760133,1.115639,1.0341302,0.9689467,1.0316529,0.86813444,1.1931642,0.85552275,1.0021653,1.0802901,1.1700165,1.201972,0.8292632,1.1291927,0.9252081,0.8250975,0.8845897,1.0295389,0.8706927,1.224226,1.1743889,1.2114986,0.9709903,1.214399,1.1786146,0.8404122,0.70754045,0.6753106,1.2200937,0.6925832,0.75988615,1.0577083,1.1387559,0.74355245,1.0981408,1.0103215,1.2109853,1.1042619,1.2486241,0.9942024,1.1564014,0.8927014,0.8845877,1.0929431,1.2593207,0.6547971,0.7362606,0.78460705,0.9482049,1.1258548,1.1856112,0.72761035,1.129308,1.1144832,1.1633998,0.83142835,1.1030847,1.1636156,1.1830478,0.903438,1.3260584,1.2982826,1.0719169,0.68787736,0.77056956,1.0788305,1.0246062,1.2862988,0.78937936,1.1854606,0.948547,0.73251307,0.816398,1.1106564,0.8994132,1.033296,0.954869,1.066811,1.3316665,0.87339747,1.229181,0.0,1.0277878,0.917832,0.94865984,0.9154692,1.1153287,1.0213083,0.96665835,0.6072932,0.84957826,0.64926946,1.0932169,0.78668004,1.2527175,0.8734199,1.2068645,1.0401704,1.1455891,1.0730398,0.95823586,0.824111,1.04047,1.0005609,0.9512713,0.6643392,0.73382175,0.75629365,1.1293714,0.98026156
shower,1.0694315,1.2359858,1.2251658,0.7730161,1.2835832,1.3046467,1.3226489,1.1511127,0.40694165,0.6872215,1.1928266,0.8501653,0.83936465,1.1829125,0.7854761,0.86243814,1.2878865,1.2779453,1.0452046,1.0936506,1.2712846,1.0236949,1.1482123,1.00527,1.1592774,0.65687776,0.8298651,1.1016281,0.64677274,0.97772247,0.7668041,1.1146289,1.2742316,1.092382,0.81452376,1.2001848,1.2427691,0.6955437,1.25276,1.0398489,1.1488026,0.50491154,1.040313,0.8301468,1.024612,1.2093482,1.0413157,0.90393096,1.2065468,0.7677065,1.3122687,1.2216991,1.1588241,1.0223948,1.2156543,0.95013964,1.1639472,1.315757,0.80773735,1.1549673,0.86832833,1.2112067,0.9809903,1.3149585,0.8631407,1.0220435,0.49386382,0.8263141,0.8209266,0.90022147,0.8394411,1.1254499,1.1302845,1.0057421,0.8979932,1.0753412,1.140296,1.2041019,1.2909137,1.1795158,1.2620335,1.3185127,0.6341475,1.1295162,0.79051584,0.7571344,0.8608964,1.1157933,1.0371039,1.0425229,1.1555204,1.0176952,1.0705335,0.98333406,1.316451,1.15024,1.1993394,0.477692,1.1300853,1.0848904,1.0359471,0.7174189,0.7303617,1.0789626,0.9369712,1.0277878,0.0,1.0242945,0.76082546,1.3556397,0.720799,1.2014296,1.2421548,1.0264672,0.7465994,1.0642691,1.2943301,1.0935799,0.7776889,0.82219434,0.62946504,1.2774215,1.2541275,1.0909029,0.94522953,1.1743077,1.17459,0.91519046,0.8109118,1.1597469,1.0574288,0.6328979,1.2309375,0.7112417
sink,1.0968957,1.0317521,0.80925167,1.2425677,1.036617,0.8972664,0.943053,0.5670672,0.8773894,1.2477918,0.5111419,0.9243392,1.2336339,0.7969055,1.2401874,1.0761282,0.808444,0.5225543,0.75843966,0.6799452,1.0867426,1.054461,0.66946065,0.48671496,0.8489891,0.9609771,0.91315246,0.82081413,1.037229,0.9883754,1.2076122,0.79392207,0.99405944,1.101713,0.9581877,1.1268349,0.60781974,1.0295157,0.3841427,1.157508,1.2576134,0.9034441,0.61514217,1.2094938,1.2315509,0.81640065,1.0626757,1.2728487,1.1023422,0.9894095,0.7890626,0.944358,0.87328625,0.87746334,1.048091,1.0843468,0.8847248,0.82508814,1.1750436,1.2168103,1.2215278,1.0876992,1.2721825,0.670133,1.1445919,1.2176169,1.0652539,1.3460703,1.3300904,0.84087425,0.7394428,0.6699517,1.2354797,1.049797,1.2758253,1.0102785,0.8457915,1.0961255,0.8893172,0.6904221,0.83775365,0.96032435,0.9119789,1.1512855,1.259429,1.1658156,1.1377512,0.75341743,1.0594766,1.1641521,0.96144783,1.1951777,1.0812128,0.9279913,0.90486366,0.8609647,0.44938093,0.86527884,1.1852942,1.137917,1.1472094,1.2250222,1.2024989,1.2221237,1.0583645,0.917832,1.0242945,0.0,1.174901,0.7921376,1.0613354,0.8940451,1.0230308,0.90754026,1.235601,0.7738143,0.92163557,1.0700674,1.3502634,1.0807911,1.069589,0.5369366,1.0912248,0.65817815,1.0237157,0.61115324,1.0179769,0.7939195,1.1745918,0.76221526,0.98854524,0.78111786,0.6971959,0.9681239
slide,1.1575382,1.220655,1.2586107,0.81414354,1.2009737,1.3674688,1.1749527,1.1641933,0.65351254,0.66082203,1.3255894,0.31998646,0.93857336,1.241661,0.6357471,0.17087328,1.0695407,1.3670716,1.0674205,0.78363276,1.2911282,0.71184915,0.87402403,1.1424831,0.8921617,1.0458292,0.76979685,1.3133428,0.8183507,1.0049833,0.83684623,0.8775456,1.2935,1.0597491,0.98716116,1.2204344,1.3375989,0.606502,1.467777,1.0084883,1.0182588,0.9582087,1.1969459,0.8733826,1.0486523,1.3751154,1.0772595,0.88277465,1.2627195,0.811548,1.3309304,1.2218146,1.3498921,0.98198974,1.1738933,0.927482,1.3462927,1.3377874,0.44325584,0.8984754,0.96655405,1.2277964,1.0753533,1.4274628,0.65021235,1.0861236,0.8351809,0.6905815,0.72687256,1.0776982,1.0762132,1.4018042,0.92006105,0.9231289,0.94591844,0.8458141,1.2210582,1.2581254,1.3968168,1.2526217,1.4247754,1.2489772,0.8662126,1.0834928,0.8892104,0.9550783,0.7968404,1.1909095,0.95387477,1.1091284,1.2618892,1.1013544,1.213169,0.95795286,1.3189533,1.1845526,1.421108,0.9100677,1.0607567,0.96865803,1.0021669,0.48608518,0.94801706,0.86421555,1.1290963,0.94865984,0.76082546,1.174901,0.0,1.3532661,0.79707766,1.3396566,1.2363586,0.989223,0.46220565,1.0629784,1.2904626,0.6932725,0.73379916,0.5906628,0.68799347,1.3650347,1.3008493,1.249717,0.9583555,1.3089992,0.7693149,0.8423653,0.77646184,1.1957849,0.86416155,0.9263847,1.4201349,0.92286754
slipper,1.0550852,0.61459875,0.45586324,1.4602956,0.6808599,0.5022445,0.65734655,0.9244061,1.5526153,1.3862094,0.47987813,1.3147435,1.5025241,0.5043528,1.4378277,1.336677,0.7905074,0.42976588,1.1033102,1.102074,0.85866046,1.0837661,0.89116234,0.8030127,0.8346733,1.2664964,1.2984484,0.69444853,1.2114133,1.170198,1.4342997,0.93869656,0.76459134,1.2233115,1.2907889,1.0330312,0.29079103,1.5743955,0.38741517,0.9444768,0.97100157,1.381504,1.0188583,1.3485312,0.9053261,0.6456493,0.924471,1.1688918,0.6528057,1.425401,0.38278764,0.6794224,0.6151856,0.9204626,0.6532128,1.3336086,0.43763703,0.34088236,1.3678932,1.0992048,1.349602,0.8034788,1.1169363,0.32762653,1.3060699,1.0850627,1.2274159,1.3445963,1.2977625,0.74259216,0.98306143,0.39058816,1.0932645,1.2445471,1.3300662,0.90129733,0.8233576,0.93008184,0.4494754,0.7284473,0.27466375,0.6764171,1.5011923,0.8680749,1.3834431,1.2915528,1.4885685,0.45945638,0.9698679,1.0640094,0.78389657,1.1538625,0.84161043,1.2587084,0.5052944,0.68868804,0.47429168,1.5131745,0.845425,1.2315733,1.0995773,1.4755712,1.4880757,0.7458769,1.0789002,0.9154692,1.3556397,0.7921376,1.3532661,0.0,1.2183954,0.44850254,0.63166237,0.99032664,1.3388493,0.67903066,0.5849124,1.0689027,1.5086364,1.3621701,1.592051,0.47813904,0.43023348,0.57061684,1.1923368,0.7886785,0.9808478,1.3974607,1.3174255,0.8254024,1.0585896,1.0434337,0.2613058,1.4413
snow,1.0674883,1.1471977,1.0869678,0.85006404,1.142979,1.251538,1.1599932,1.2265297,0.6946003,0.64519274,1.0925604,0.8881633,0.7920522,1.1705834,0.75283813,0.82153416,1.0999238,1.2159702,1.125298,1.0320352,1.3399549,1.0595518,1.168785,1.2131133,1.0202128,0.46022898,1.0731819,1.147152,0.81591904,0.91557014,0.7712895,1.131048,1.155387,0.84475243,1.0541059,1.1464854,1.2723817,0.9153082,1.2140632,0.66051525,1.1560229,0.9334244,1.1812412,0.71983844,0.9441081,1.2047427,0.81376886,0.70901203,1.2456882,0.8572525,1.185601,1.1103841,1.1946037,1.2167228,1.1286769,0.9263237,1.1469443,1.2419384,0.60628676,1.0648342,0.8543999,1.101868,1.0556619,1.2718089,0.7439446,0.8969383,0.8348343,0.81081504,0.7267695,1.1179566,1.1437725,1.132993,1.117975,1.0642554,0.9898722,0.9452893,1.1779044,1.0890272,1.1324683,1.2730354,1.2398676,1.1462245,0.8492359,1.040848,0.8172472,0.749203,0.74846435,1.2925953,1.1855309,1.1137424,1.2799958,1.1250479,1.1610451,1.0452598,1.2141422,1.0593129,1.2448313,0.84904855,1.0887347,0.9756413,1.0731469,0.81395745,0.7693639,1.009723,1.0200912,1.1153287,0.720799,1.0613354,0.79707766,1.2183954,0.0,1.2086239,1.2357271,1.2390304,0.8681675,0.990424,1.2792088,0.9779136,0.78825825,0.9032295,0.6492353,1.2043033,1.2581459,1.1457138,1.0916381,1.285687,1.0394452,0.93845975,0.86578256,1.1025192,1.0098237,1.0895765,1.2290664,0.8764648
soap,1.0334868,0.86501914,0.62591857,1.2655947,0.75588214,0.5360977,0.8337078,1.0919913,1.3368549,1.3283675,0.7756089,1.367734,1.3409848,0.6880965,1.3461981,1.3147781,0.94377786,0.67693114,0.98946494,1.065296,0.71416557,1.0989746,1.0564744,1.0477681,1.0498445,1.115094,1.3532057,0.8095438,1.1496613,0.9905353,1.3089306,1.0312765,0.8043361,1.208729,1.3002784,0.91707426,0.5010779,1.4688951,0.5905758,1.0583456,0.9168539,1.2073352,1.014282,1.2961046,0.8882685,0.5737698,0.9758517,1.0356982,0.5780548,1.2524884,0.6907423,0.9305128,0.5625249,0.9535432,0.8906667,1.2174984,0.446764,0.7243613,1.2105222,0.8972281,1.1929882,0.82502866,0.9321252,0.5546432,1.2735901,1.0498192,1.2193466,1.2607821,1.2969772,0.72725105,1.1667688,0.48582846,1.0726699,1.1342531,1.1616341,1.1633052,0.730879,0.8732465,0.4868129,0.8477563,0.4737668,0.7059047,1.428107,0.9915893,1.2799383,1.2558215,1.3499999,0.5738729,0.9234593,0.8916459,0.9815844,1.0025415,1.0231102,1.0745664,0.65842277,0.95037824,0.55787265,1.3890462,1.0285525,1.1898885,1.1387804,1.3427107,1.3259835,1.0119417,1.1178386,1.0213083,1.2014296,0.8940451,1.3396566,0.44850254,1.2086239,0.0,0.88335717,0.8632946,1.259304,0.7262505,0.5285783,1.2720969,1.3805882,1.2402786,1.4296888,0.53961885,0.57591033,0.6404804,0.83364034,0.8761265,0.9566656,1.1933236,1.199762,0.9728593,1.1795214,1.1436474,0.4126793,1.2133561
sock,0.8766363,0.08067888,1.0650423,1.1297128,0.8756502,0.8177117,0.97345567,0.8925926,1.2250925,1.0966159,0.89470994,1.1253238,1.1320298,1.0000544,1.0661724,1.1591191,0.9653591,0.93586653,0.9645401,1.1244156,0.8611799,1.1545943,0.77976346,0.84952784,1.0623399,1.1208493,0.89449775,0.85729194,1.1278746,1.1491987,1.0998032,0.8842908,0.78439575,1.0770775,0.82510793,0.919359,0.8383558,1.2696337,0.81642437,1.051608,0.9868593,1.1930577,0.77734387,1.1876245,1.0415211,0.80701965,0.97347796,1.284307,0.73255515,1.1755623,0.8578197,1.0033022,0.7076454,1.0344499,0.813367,1.2722635,0.92743623,0.6416876,1.3080866,1.1486058,1.2158473,0.7828289,1.0180371,0.6082564,1.2035131,1.0001781,1.1857405,1.1333597,0.9792862,0.97347426,0.9784547,0.9678973,1.1210518,1.1131538,1.050207,0.9365714,0.88551086,0.98224753,0.81055653,0.658381,0.68452215,1.034526,1.1668553,0.95517355,1.0203089,1.0022117,1.216038,0.90100527,1.0327041,0.92147756,0.46523178,1.030964,0.8295772,1.003184,0.9656484,0.8371302,0.74334675,1.1721106,0.84055454,1.1559519,0.9021893,1.2193644,1.1224293,0.91159666,0.7129787,0.96665835,1.2421548,1.0230308,1.2363586,0.63166237,1.2357271,0.88335717,0.0,1.1020103,1.1306401,0.9252219,0.8281435,0.96806425,1.1774777,1.3064883,1.3066058,0.90417755,0.64434195,0.9793619,1.1849961,0.68933266,1.072749,1.2793294,1.2710851,0.95890814,1.1056175,1.067583,0.76844573,1.2559987
spoon,0.92345077,1.1434635,1.1279936,1.1266574,0.9173569,1.0093801,0.9030521,0.87990165,0.9438139,1.1618764,1.0731964,1.0738186,1.1878124,0.8780118,1.1869519,1.0486772,0.84228015,0.97573566,0.7255651,0.9713091,0.89033145,0.92782545,0.8693431,1.0258533,1.029941,1.1897115,1.1537142,0.8504236,1.0453674,0.9763686,1.1848636,0.9442598,0.9640833,1.1118072,1.1666845,0.9795861,0.8098572,1.0732763,0.9618256,1.0195596,0.8502101,1.0495555,0.85852945,1.201234,1.0380235,1.0711257,1.1938152,1.1468604,0.9210345,1.0675075,0.9799566,1.0710278,1.0346328,0.23361564,0.8530482,0.91472775,1.0622149,1.0257567,1.1524818,0.772637,1.146269,1.1322938,0.9176595,0.9862043,1.1336207,1.0243548,0.72081864,1.1496834,1.1862179,0.49587345,1.0051274,0.97495437,0.8984326,0.98565644,0.9382745,1.0299951,1.1142023,1.050165,1.0445198,0.9365129,1.0997283,1.1102767,1.0734549,1.0150594,1.2058458,1.2492857,1.0500048,0.62528336,0.59816176,1.0084957,1.179899,0.9753663,0.93975055,0.73312515,1.1298566,1.0737197,1.007037,1.0636575,1.0414941,0.91536045,1.0226177,0.90382224,1.1658529,0.8970183,1.2075171,0.6072932,1.0264672,0.90754026,0.989223,0.99032664,1.2390304,0.8632946,1.1020103,0.0,0.93971497,0.9088142,0.99326974,1.0851811,1.2001573,0.9916036,1.0349901,1.0211245,0.9662988,1.0463587,0.58141285,0.95769876,0.90429306,0.8476875,1.1204284,1.0966685,1.1154029,0.7196008,1.0027912,1.1011999
sprinkler,1.1085455,1.1386534,1.3206506,0.8383751,1.1487777,1.3369966,1.2381245,1.1613092,0.7831435,0.83823276,1.3293941,0.6615414,0.8756315,1.1190438,0.7959132,0.6599994,1.1882081,1.3313005,1.0334152,0.9455486,1.1851546,0.743953,0.91730773,1.1066614,0.94371736,1.0145948,0.9105299,1.2536163,0.86503655,0.93751115,0.8399699,0.999403,1.2449311,1.0613835,1.0052732,1.1728245,1.3054588,0.8090831,1.3949082,0.95234406,0.9636472,0.9855441,1.2574011,0.8764232,1.0219314,1.340586,1.0473722,0.8378641,1.2037702,0.80439866,1.2983985,1.2262142,1.2652714,0.9655013,1.1341548,0.9259933,1.3026097,1.2461756,0.6135559,0.9648685,0.8982268,1.1590341,0.9885602,1.3458874,0.7389271,0.99689376,0.76464355,0.73155624,0.77068603,0.9481776,1.1335319,1.3388155,0.9846354,0.9535229,0.811792,0.88517964,1.24283,1.1813477,1.3989832,1.2059803,1.3633283,1.3189702,0.86284804,1.0596681,0.91580975,0.90693533,0.88182443,1.1341214,0.83324105,1.1424091,1.2093465,1.0314285,1.1892858,0.9358628,1.2752625,1.1592212,1.3925786,0.8545041,1.0170829,0.99773204,0.85921913,0.43754435,0.88579077,0.8446423,1.0284933,0.84957826,0.7465994,1.235601,0.46220565,1.3388493,0.8681675,1.259304,1.1306401,0.93971497,0.0,1.0659236,1.303918,0.8099086,0.77002233,0.6648547,0.7968958,1.3308958,1.2064173,1.2298594,0.934614,1.2123553,0.9381325,0.92563045,0.75136334,1.1583525,0.83495957,0.90886253,1.3725638,0.89061236
stick,1.0935681,0.87440413,0.8186214,1.3531967,0.8863342,0.6972553,0.8712691,0.96887237,1.1805911,1.2966585,0.71874845,0.9839842,1.3370547,0.5312621,1.1958542,1.0354583,0.83558965,0.635891,1.0866568,1.0695179,1.2005147,0.88745457,0.8373729,0.73393774,0.73774135,1.06437,1.2204986,0.710289,1.0815325,1.00996,1.2536392,0.7350969,0.8923728,1.1355101,1.2993245,1.2394948,0.48279566,1.3088406,0.62478405,0.94539165,1.07448,1.1082942,0.9460465,1.2199192,1.1280931,0.941197,0.9034952,1.2008257,1.0659696,1.1486552,0.56416804,0.7410852,0.99702936,0.8055785,0.77266514,1.3032552,0.8377472,0.7131977,1.0529433,1.1602077,1.2889156,0.93463475,1.3485513,0.7018373,1.1317685,1.0489415,0.97789145,1.1275533,1.2660456,0.7084447,0.83734906,0.5341035,1.143518,1.2408497,1.3779557,0.86992276,1.0098964,1.173678,0.913827,0.8844686,0.80448824,0.8492809,1.3538394,0.91131735,1.25087,1.2189298,1.2857454,0.51854944,0.9819243,1.121539,0.9840474,1.3524715,0.8511218,1.184136,0.77947354,0.792313,0.5952132,1.2997134,0.92285436,1.1935375,1.0476953,1.2748427,1.3111757,0.9713314,1.1821607,0.64926946,1.0642691,0.7738143,1.0629784,0.67903066,0.990424,0.7262505,0.9252219,0.9088142,1.0659236,0.0,0.9928898,0.9028599,1.2923827,1.1695207,1.3392065,0.6572353,1.0066451,0.78713024,1.0406222,0.8559892,0.889465,1.1557626,1.0383152,0.7459233,0.90356976,0.8715911,0.71770597,1.1718609
strawberry,1.0323721,0.831853,0.6175533,1.2090033,0.82855016,0.51181775,0.91803515,1.046473,1.3570807,1.3249085,0.81425494,1.312117,1.3145506,0.90705997,1.3581233,1.2833637,1.1149361,0.80909103,1.0012132,1.0901201,0.49632615,1.1685588,1.075348,1.0346757,1.1196227,1.1944051,1.1713529,0.8994812,1.1893874,1.0351682,1.2437091,1.0199519,0.83201295,1.1406512,1.0808415,0.712006,0.6286568,1.3727334,0.6910058,1.186718,0.8596193,1.1991184,0.952993,1.2341949,0.8731947,0.4919989,1.040508,1.0281231,0.47678733,1.2106571,0.8228185,0.9626211,0.46202803,1.1065876,1.0043408,1.0776296,0.6296616,0.7680676,1.2735428,0.92103034,1.0610331,0.6216966,0.8541708,0.6278542,1.2714126,1.1622777,1.229886,1.2657104,1.2978194,1.0053071,1.1888576,0.72859097,1.090352,1.0708997,0.93507403,1.1964275,0.61823666,0.5992029,0.4370128,0.845335,0.45208716,0.6492647,1.2890629,1.080645,1.2248472,1.1465449,1.3621962,0.80104434,1.0208943,0.85015607,0.6503936,0.83359396,1.0856522,1.1102386,0.63714075,1.0252192,0.7413653,1.2511811,0.96706223,1.129137,1.0787221,1.3909194,1.249939,1.1950479,0.9269605,1.0932169,1.2943301,0.92163557,1.2904626,0.5849124,1.2792088,0.5285783,0.8281435,0.99326974,1.303918,0.9928898,0.0,1.2959552,1.3099356,1.2007681,1.3816708,0.6568525,0.44491112,0.63740826,1.0013955,0.85354286,0.9415724,1.1799695,1.2177757,1.0280361,1.2010151,1.1399245,0.5822823,1.2337337
stroller,1.1470623,0.9722421,1.1158173,1.1586846,1.0002425,1.1555614,1.0548387,0.9164475,1.1091983,0.951295,1.0076076,0.67746025,1.0142263,0.91257507,0.9111595,0.7612718,0.7726488,0.90191287,1.2081585,0.8697742,1.4406238,0.67530483,0.72318494,0.6931766,0.6303704,1.2015958,0.73632956,1.0073984,0.93316936,1.0798866,0.94486254,0.8133379,1.2237554,1.0434703,1.0024732,1.4211786,1.0921655,0.7373623,1.0801508,0.8327113,0.8830582,1.057606,1.1014398,0.9444193,1.0876797,1.4323212,0.9154817,1.108213,1.3710196,0.85183233,0.9248734,0.7329722,1.4288514,0.9475827,0.8978615,1.0923004,1.2356803,0.8108463,0.86474323,1.0223184,1.0721216,1.221559,1.2958238,1.1331799,0.8269163,0.88690346,0.9992722,0.688826,0.891055,1.0960748,0.7330658,1.0303937,1.0192369,0.9665413,1.2240237,0.35157585,1.2604849,1.222995,1.3393703,1.0452299,1.2509202,1.1244144,1.096207,0.89205545,1.0121803,1.1142774,0.9884427,0.95750403,0.8356546,1.258691,1.1329738,1.361234,0.83541673,1.2150204,1.011957,0.77581364,1.049805,1.1313734,0.8620085,1.1288114,0.9043743,0.90188706,1.1091169,0.8303958,1.1295793,0.78668004,1.0935799,1.0700674,0.6932725,1.0689027,0.9779136,1.2720969,0.96806425,1.0851811,0.8099086,0.9028599,1.2959552,0.0,0.8326522,0.9032193,0.9567238,1.1786463,1.2974067,1.3109748,1.1973488,1.0779951,0.7152821,1.1812861,0.8999175,0.7829991,0.59483117,0.86092824,1.2001486,0.94614226
