,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
jacket,0.49655497,1.1360295,1.4404175,0.48568064,1.3768127,1.3304703,1.2195487,1.3519576,0.6075958,0.3241486,1.343182,0.48301476,0.36483836,0.94283134,0.46547908,0.8696363,1.2813385,1.4465141,1.4861597,0.68361914,1.4378669,1.0126191,1.0155437,1.3243177,1.2014375,1.1273627,1.1512798,0.6958361,0.86709857,0.83787394,1.357481,0.80401754,0.33431244,0.9626648,0.74567235,1.3592229,0.36453676,1.1710728,1.5099616,0.4905913,1.493829,1.2235873,1.090178,0.8562764,0.90689296,0.83649343,1.1852207,0.5440506,1.1747617,1.4417588,0.6557782,1.3999276,0.66267025,1.1789448,1.3026282,1.4259721,1.1657135,1.505439,0.97899884,1.2996328,1.3003407,0.946774,0.88697535,1.4411944,0.5887088,1.3566694,0.78936833,1.1761527,1.1229209,0.53647435,0.0,1.1464506,0.34730077,1.5137676,0.8936026,1.1523476,0.8491516,0.61448073,1.2436378,1.066636,0.68613327,0.9856592,1.0757003,0.7460625,1.3726265,1.4333167,0.99384004,1.1985518,1.4636482,0.7230241,0.79922426,0.22367245,0.41061002,0.8176888,1.0797229,1.4388288,1.485795,0.85083365,1.011274,1.1099834,1.1303917,1.4020233,1.2157238,1.500308,1.2449605,1.371496,0.8298222,1.2998118,0.6749037,1.3010315,0.33178937,1.2155635,0.20220244,0.9738273,0.5730283,1.3101684,0.8119769,0.85116965,0.6339089,1.4381467,0.57638294,1.4558332,1.0219026,1.1676515,1.5006225,0.97200793,1.4458455,0.81532913,0.1829713,0.5831529,1.4704639,1.2523478,1.1703693,1.0016588,1.3702893,1.3010318,0.8848274,0.8866043,1.2851802,1.4313495,0.6947933
jar,1.1662657,1.1339724,1.0088869,1.2365004,0.87082124,0.97700864,0.99632573,0.7597447,1.0809067,1.13228,1.0893437,1.1568255,1.1461139,1.0058544,1.0536069,0.95416814,0.8106165,0.5254159,0.91493285,0.8970449,1.0460778,0.91160595,0.56563807,0.92413914,0.9096195,0.9762249,1.1590638,1.1139348,0.96538603,1.0182406,0.77605397,0.97677606,0.9958233,0.8642061,1.0852878,0.87477744,1.1558263,0.88217914,1.0193146,0.99407905,0.7499621,0.98433584,0.837443,1.0540433,0.9323837,0.9926386,1.0626805,0.9459414,1.1975648,0.9712006,1.0948174,1.0513653,1.1437542,1.2281408,1.1419256,0.8707563,1.0511448,1.0490675,0.92771566,0.9611826,1.1991421,1.1659703,1.0683359,0.867921,1.1624652,1.1248008,1.2085489,1.1472067,0.9886845,1.0069989,1.1464506,0.0,1.2738136,1.0409855,1.0187542,1.0183206,1.1772969,1.1076577,0.95868856,0.58026326,1.1439153,1.1612117,1.0472614,1.0933211,1.1269895,1.0536904,1.0694551,1.1855092,0.81961966,1.0397209,1.0833904,1.1512568,1.2325029,0.9168271,1.0373913,1.0588276,1.0561285,1.0043806,1.1182244,0.8932159,1.0344514,0.9774431,0.920664,0.9593407,0.8656532,0.9126216,0.8156296,0.9414398,0.9938836,0.8700418,1.1360488,0.8835273,1.2223524,1.0087036,1.2628802,0.8292726,1.0788165,0.9437351,0.9968648,1.1594857,1.0401219,1.0217004,1.1094654,0.889186,1.0281129,0.863794,0.9488335,1.0014225,1.2264642,0.9905915,0.73103154,1.1910856,1.2370434,0.9836619,1.0136522,0.6418203,0.8777963,1.0364308,0.95956826,1.08543,1.0632915
jeans,0.5147279,0.8855399,1.4559238,0.42237592,1.4183254,1.2842392,1.154903,1.423376,0.6566353,0.4925322,1.2404317,0.45119464,0.44307816,0.98511434,0.63761514,0.9851255,1.3332262,1.4886487,1.4332488,0.7727835,1.4163623,1.0422698,1.078338,1.2963752,1.0511931,1.2439251,0.8991605,0.76083696,0.89560515,0.84238935,1.3861883,0.9361312,0.5508173,0.96862936,0.709586,1.4557252,0.44178617,1.2320905,1.4446272,0.6498703,1.4939339,1.2207363,1.0933193,0.8780501,1.0056251,0.85281986,1.0292977,0.63105375,1.0265903,1.3883638,0.69945496,1.4206395,0.82116586,0.91704917,1.1012437,1.494245,0.8704606,1.4236708,1.0570638,1.3711005,1.1659305,0.7042895,0.9605598,1.4049957,0.66435176,1.2055322,0.65520406,1.1058065,1.2023773,0.721073,0.34730077,1.2738136,0.0,1.4023197,0.9039395,1.2454437,0.5767197,0.76292634,1.2278175,1.1425418,0.5486277,0.8678614,1.0438628,0.6786653,1.3025775,1.3270963,0.9713574,1.0739732,1.4761114,0.7355306,0.8889967,0.37613595,0.0991081,0.88344395,1.0179405,1.4520969,1.4471356,0.9900183,0.79778725,1.103242,1.0157772,1.3937684,1.2405951,1.4757847,1.2558024,1.4047515,0.8351091,1.3007917,0.7553338,1.2978538,0.48454905,1.1788763,0.31338215,0.7113889,0.30269384,1.2993081,0.8799756,0.9875021,0.71201736,1.2688025,0.6808993,1.4508713,0.68851894,1.2345282,1.3894196,1.0785004,1.436183,0.71980715,0.2750312,0.67679024,1.5027103,0.9765106,0.97023374,0.9206786,1.2778511,1.4155241,0.9952131,0.9290787,1.3027294,1.339934,0.8915729
knife,1.5663083,0.8437263,0.53322965,1.4350138,0.9181118,0.79036266,0.90479714,0.60993576,1.4436269,1.5395339,0.30604732,1.4600238,1.5795724,1.1173873,1.3580229,1.087318,0.6183251,0.5362562,0.37305605,1.4465168,0.504168,1.0404674,1.2062614,0.7150867,0.7176009,0.78332746,0.71915317,1.2745998,1.0442585,1.2074559,0.6673741,1.2371118,1.3884286,1.1019406,1.2294706,0.9857984,1.5042028,1.1428246,0.17440295,1.540736,0.42936158,0.73721266,1.1796765,1.281879,1.1948187,1.2333727,0.8355824,1.3571916,0.8462448,0.7801824,1.1467639,0.67361224,1.3539482,0.7847931,0.58880913,0.63177,1.017241,0.072448015,1.1640421,0.76383424,0.52610904,1.1119441,1.2413684,0.84100556,1.4026427,0.692442,1.2689381,0.6135365,0.89434826,1.2348425,1.5137676,1.0409855,1.4023197,0.0,1.0933039,0.8753629,1.2258468,1.4921116,0.94946444,1.178361,1.5203465,0.94014066,0.9653738,1.3688644,0.5085948,0.39909256,0.8287214,0.9212782,0.60461676,1.3519194,1.1984121,1.5787671,1.3528607,1.3357004,1.1809314,0.21042776,0.13286126,1.1509898,0.8600406,0.9414395,0.70886815,0.7161707,0.88882405,0.4282061,0.9160005,0.7685424,1.0834097,0.5418407,1.2682092,0.7986827,1.4291768,0.63533807,1.5541718,1.0229987,1.2333035,0.6165055,1.2340194,1.2480236,1.2860601,0.31043577,1.34439,0.47222626,1.028905,1.0480152,0.04359567,1.191616,0.55366945,1.2213103,1.5395012,1.5080577,0.64273536,0.7440534,0.80672204,1.007322,0.47425056,0.8968755,1.3717425,1.2517781,0.4906972,0.42527378,1.3086865
ladder,0.87248695,1.0601104,1.3608961,0.95009756,1.3580035,1.3099176,1.2172127,0.83421695,0.7173606,0.8358893,1.1707668,0.57055175,1.0484837,1.0354697,0.9851546,1.143559,1.0278562,1.054319,1.1449121,0.8058938,1.2202876,0.5963906,0.8896939,1.0752578,0.5532681,1.0289489,1.2512009,1.0194486,0.27725446,1.1196364,0.9497075,0.90568185,0.79805505,0.8322861,0.7769114,1.1575047,0.7380649,1.0472475,1.1979738,0.43933237,1.0788239,1.0482677,1.1882434,1.0438248,0.8259827,0.29706383,0.6625394,0.88260555,1.2292218,1.3431833,1.142432,1.242934,1.0452559,1.1987135,1.3708704,0.99302226,1.0052791,1.0527259,1.274874,1.025843,1.1918544,1.0383614,0.91160023,1.3141987,0.9719355,1.2498882,1.0796634,1.2842277,0.80633277,1.0210049,0.8936026,1.0187542,0.9039395,1.0933039,0.0,0.6071255,0.93172663,1.0281787,1.288556,0.9212493,0.9783572,1.038903,1.1621783,1.0859344,1.3478594,1.0444311,0.8858766,1.1884211,1.2778115,0.6931109,1.1471846,0.9564929,0.8172573,0.99807084,0.96101207,1.14802,1.1635959,1.0170989,1.1100162,1.0820512,1.0173227,1.129491,0.76791507,1.2054596,1.1057249,1.3298459,0.8137336,0.9312273,0.53342366,1.025289,0.9900674,0.91953063,0.93070525,1.0795844,0.958988,0.77279836,0.7401397,0.87881666,0.8459393,1.2863336,0.9494987,1.2899873,1.0645034,1.1379886,1.0686085,0.86424553,1.2892871,0.61922497,0.88111806,0.72803897,1.2433517,1.2359644,1.2101364,0.89277744,1.0384531,1.1961089,0.96689343,0.95854074,0.5989848,1.2407465,0.58654153
lamp,1.1450077,1.1320429,1.0590919,1.1003072,1.0123584,0.9524316,1.1534986,0.8687657,0.9654577,1.1186146,0.94441515,1.049256,1.2409935,1.0025315,1.1470344,1.1059964,0.95517015,0.9077896,0.95467687,1.0816417,0.9921813,0.87646866,0.9838958,0.8247792,0.79799855,0.9405994,1.2820964,1.1079693,0.729844,1.0806143,0.72966886,0.9536397,1.0293144,0.88455606,0.97459674,0.9634387,1.1183993,1.001302,0.9249717,0.9045189,0.9075386,0.7111908,0.99895126,1.1544555,1.0609949,0.70720184,0.8885789,1.1091313,1.0668353,1.0100654,1.0737981,0.9820645,1.1077831,1.2196293,1.170424,0.7352302,1.1021054,0.81035054,1.1666589,0.8581577,1.0281427,1.218116,1.028352,1.1049936,1.1149056,1.1390307,1.2261288,1.0570078,0.48274416,1.026729,1.1523476,1.0183206,1.2454437,0.8753629,0.6071255,0.0,1.1580389,1.1790411,1.0802462,0.94680274,1.205075,1.131437,1.0809233,1.2475668,1.0999545,0.9524549,0.8564315,1.0816946,1.0252812,0.9908082,1.1323202,1.1963193,1.1747644,1.0482262,0.9838655,0.89235044,0.89239365,1.0871191,1.1538538,1.1434816,1.1603966,1.014285,0.770773,0.98985976,1.0340837,1.0970805,0.96824694,0.8673862,0.8495804,0.8613348,1.1518868,0.8457964,1.1896195,1.1341506,1.1974779,0.6940915,0.8157344,0.9479353,1.0789019,1.1102196,1.1201849,1.0614469,1.2204266,0.95868385,0.8418509,0.7929098,1.0142457,0.96309716,1.1561048,1.020444,0.9958798,1.1877785,1.1678131,1.0077462,0.9881675,1.0439401,1.024852,0.95326895,0.6033306,0.97411376,0.7343744
leg,0.8654585,0.5094303,1.1578178,0.4946016,1.2701225,1.2136527,1.1201873,1.3037763,0.8745382,0.87622064,1.200523,0.82006943,0.7075906,1.1464103,1.0201145,1.1894188,1.319309,1.2631807,1.2836405,1.0115637,1.1121951,1.0061808,1.1140647,1.2722442,1.0811818,1.2115464,0.8504651,1.0287558,1.0509557,1.0074388,1.2218579,1.0184461,0.88879603,1.0681237,0.9777538,1.2286167,0.8158062,1.0692478,1.2139106,0.9624847,1.2497697,1.1548157,1.1216561,1.0190732,1.028153,0.97462267,1.0966947,0.8471809,0.8389803,1.1608338,0.8472414,1.1783619,0.7188094,0.62475485,1.1473452,1.301896,0.45725238,1.2251405,1.178319,1.2471366,1.0094022,0.7079873,1.0061115,1.1700748,0.6984796,0.9321128,0.58050823,1.0829897,1.1579044,1.0139991,0.8491516,1.1772969,0.5767197,1.2258468,0.93172663,1.1580389,0.0,0.82946205,1.1376147,1.0532417,0.6462476,1.0584117,0.7907922,0.87969846,0.99643993,1.1761737,1.1035964,0.7666124,1.2499536,0.9163293,1.0090494,0.7369611,0.579947,1.0329655,1.0263336,1.2617347,1.238864,1.0362356,1.0312868,1.1160363,1.0843358,1.1353029,1.1576921,1.2794077,1.135248,1.190343,1.133352,1.2758181,0.95782787,1.2182398,0.8546844,1.2223355,0.66050684,0.94090885,0.58340925,1.1483083,0.90286434,1.0586046,1.083726,1.02068,0.9670107,1.0569916,0.534722,1.1281385,1.2300766,1.0520585,1.1723238,0.9357596,0.7100237,0.9182983,1.3287135,0.53899485,0.72990763,0.819844,1.1611614,1.3489833,1.070657,0.96542764,1.1648104,1.0920938,0.982923
meat,0.43323654,1.1865981,1.314398,0.57502675,1.2604724,1.3404096,1.0944684,1.2859263,0.529522,0.47507942,1.4380817,0.64231986,0.34730905,0.87650704,0.46522808,0.90042436,1.2354099,1.4516433,1.4236147,0.61317426,1.2665703,0.99472535,0.97151065,1.35476,1.3509033,1.1985192,1.0230545,0.76348495,1.1056557,0.726961,1.3791537,0.7950555,0.806345,1.0136145,0.68348825,1.0847688,0.6565242,0.93232584,1.4986176,0.5861933,1.5187446,1.3398128,0.9765443,0.79886127,0.9466166,1.0101852,1.1937788,0.78885996,1.1584578,1.2844125,0.8439339,1.2784274,0.7608979,1.1514375,1.1690054,1.3448739,1.0140607,1.4812136,0.8558771,1.2726525,1.3418941,0.93706656,0.88351417,1.1882854,0.7096289,1.2195395,0.6841234,1.3767811,1.1170276,0.90732735,0.61448073,1.1076577,0.76292634,1.4921116,1.0281787,1.1790411,0.82946205,0.0,0.9904849,0.95103776,0.48960686,1.079899,1.0952228,0.3635695,1.3489652,1.3595024,1.1239368,1.1655741,1.3075743,0.7595525,0.6903512,0.44352853,0.894421,0.7115816,0.9775356,1.4178748,1.4596937,0.79107857,1.0830941,1.040509,1.0139419,1.0883502,1.2479402,1.285929,1.1333606,1.1542737,1.0993681,1.4555422,0.8231878,1.3240099,0.54946524,1.2358074,0.60623384,1.0397419,0.9847031,1.1848783,0.679951,0.7052033,0.7662266,1.4252187,0.6686706,1.2986115,1.0223858,1.0414685,1.5115964,0.98788893,1.3349891,0.9836865,0.6694756,0.60215646,1.398788,1.2324073,1.1084294,0.8854272,1.2468125,1.2043517,0.6702392,0.90994686,1.4546463,1.4371071,0.8457721
melon,1.0626335,1.0830206,0.76301885,1.1054621,0.5788901,0.6729224,0.3432052,0.92139494,1.1543187,1.218717,1.0224568,1.2468369,1.0215489,1.0830641,1.0675235,1.0239035,0.965771,0.8926872,0.79714334,1.1364465,0.86298937,1.0493912,0.937095,0.90501153,1.1273562,1.0439211,0.8453425,1.1088455,1.2677716,0.82834405,0.9958534,1.1595695,1.2382884,1.0147783,0.9958207,0.8116397,1.2958438,0.90071476,0.9114333,1.2698271,0.9267796,1.0164136,0.820644,1.0987929,1.1852986,1.3454173,1.1541855,1.1452967,0.9011241,0.6126435,1.0153935,0.9323874,1.1068218,0.98217165,0.7749282,0.93705964,0.9740622,0.9469499,0.73281467,0.9286351,1.0508747,1.0201664,1.0793254,0.6994811,1.1213124,0.77348566,1.0343158,0.97393113,1.0938337,1.1601043,1.2436378,0.95868856,1.2278175,0.94946444,1.288556,1.0802462,1.1376147,0.9904849,0.0,1.0176134,1.0134733,1.0985745,1.0157306,0.8658738,0.9520028,0.87969923,1.1697043,0.97906625,0.62823796,1.2435179,0.8750466,1.1361513,1.2644904,0.97868115,1.0342121,0.98881704,0.9621612,1.0131708,0.86344653,1.0836154,0.94486034,0.82136714,0.9894678,0.71632534,1.0424937,0.5682098,1.1731527,1.0762107,1.2342246,0.9650202,1.1465502,0.9643852,1.1765494,1.0887072,1.1676439,1.0179516,1.1530503,0.99647665,0.97785705,0.962915,1.1630199,0.8950615,0.9464189,0.90155524,0.93300533,1.039554,0.82725674,1.1995857,1.2590536,1.1244684,0.6964841,1.0137118,0.972891,0.9777962,0.88451886,0.6797395,0.9504309,0.9836244,1.120466,0.9942079,1.2342522
milk,1.0142612,1.1176924,1.218943,1.0034305,1.0158422,1.0916339,1.062525,0.8724943,0.8628305,1.0427458,1.196103,0.9894676,0.9535972,1.0688175,1.0834063,0.93504786,0.898885,0.8176935,1.0236461,0.6978824,1.1872363,0.9056707,0.4456162,1.0487283,0.92238027,1.0822655,1.2828212,1.1234413,0.8994277,1.0077074,0.9002177,0.97899145,1.0210543,0.97391754,0.9582385,0.8573959,1.0553895,0.7527979,1.2351751,0.89637554,0.98174167,0.99586064,0.87946093,1.0183518,0.947342,0.9143207,0.9525343,0.99404466,1.228375,1.0703342,1.1508442,1.123465,1.0142238,1.1750406,1.2749885,1.0518259,0.9462744,1.1650162,1.0638341,0.9252054,1.2183032,1.0309243,0.9634282,0.91053605,1.0284119,1.1977159,1.017281,1.238175,0.94691306,1.1100711,1.066636,0.58026326,1.1425418,1.178361,0.9212493,0.94680274,1.0532417,0.95103776,1.0176134,0.0,0.90081036,1.1262028,1.0916454,0.99730897,1.2519767,1.1304281,1.0048609,1.1434563,1.100232,0.8515393,1.0936022,1.0353637,1.1078798,0.78864396,0.94083023,1.221478,1.2264374,1.055796,1.1838336,0.98773485,1.1630048,1.04251,0.9676356,1.0424317,0.9159946,1.0805701,0.82923776,1.0352076,0.87089336,1.033452,1.0896168,0.9291024,1.0547299,0.9471544,1.1422776,0.8430581,1.0012941,0.7607615,0.9724381,1.2834073,1.0011586,1.1707131,1.0078899,0.8140979,1.1496356,0.74836695,1.151379,0.9332321,1.0727025,0.8372935,0.9479366,1.175724,1.1665668,0.9110118,1.1072733,0.91990155,0.75184226,0.97440434,0.992523,1.193549,0.9515268
mitten,0.42448997,0.871379,1.4497011,0.49692523,1.2588105,1.2629848,1.0110728,1.3896927,0.7918365,0.72877127,1.4819514,0.6297339,0.3870955,0.8610349,0.6795156,0.9994397,1.3318818,1.4493012,1.5271164,0.7483419,1.3991187,0.9549378,0.90714747,1.2506738,1.1422293,1.3406174,0.9613675,0.82805854,1.0260255,0.8088753,1.3356447,1.0437503,0.81892204,1.0136483,0.7376375,1.1670833,0.68433815,0.95384616,1.5556655,0.7302698,1.5021019,1.2394468,0.9705376,0.7404728,0.6938633,0.9651545,1.0651884,0.7448883,1.0300514,1.2441835,0.96261716,1.3850757,0.82438624,0.92204857,1.0642047,1.3372617,0.6031209,1.5221643,0.75099206,1.248173,1.3096278,0.3563344,0.95825714,1.136894,0.74113965,1.1637906,0.5062913,1.2724938,1.1687541,0.9702287,0.68613327,1.1439153,0.5486277,1.5203465,0.9783572,1.205075,0.6462476,0.48960686,1.0134733,0.90081036,0.0,0.86752796,1.0735334,0.4440862,1.372928,1.241481,1.0368612,1.0444839,1.3927071,0.81513613,0.8368194,0.5518052,0.6225326,0.807542,0.79563266,1.558071,1.5640373,0.9578026,1.0046328,0.9205278,0.9325482,1.2462627,1.1350235,1.4949955,1.0355401,1.2454966,0.9161016,1.4105829,0.94872385,1.2173877,0.5675651,1.1093905,0.6141728,0.7774261,0.7265214,1.1868216,1.0087597,0.9939764,0.83516335,1.3376136,0.9229853,1.4372537,0.55115974,1.1748155,1.4984868,0.73618984,1.3815548,0.7868655,0.6813407,0.7539935,1.4536331,0.9485331,0.8440512,0.7022171,1.158346,1.1642689,0.90598977,0.9162258,1.3982129,1.4783107,0.96962065
motorcycle,0.9121,0.8781447,1.1121918,1.0141735,1.0438809,1.0364677,1.0152463,0.90690345,1.1910709,1.0330918,0.9618774,0.97498715,1.0450455,0.87119824,0.9682364,0.91399896,0.91330594,0.9757991,0.9403726,1.0561675,0.9755464,1.0809933,1.0684077,0.9231961,0.9391348,0.8960038,1.0459061,0.97034836,0.972693,1.0603175,0.9966362,1.2156812,0.98474807,1.0800202,1.0469338,0.96782315,0.95952755,1.0682315,1.0121304,1.1052954,0.94570756,1.0075803,1.1963974,0.8332316,0.7984481,1.0455908,0.7647174,1.0581707,0.9494269,1.0344808,1.0851952,0.97847044,1.1881776,0.9119874,0.7552301,0.87502277,1.0023074,0.9365815,0.9630638,0.8114159,1.0148015,0.69956803,1.0688498,1.0186919,1.1103193,0.92794126,0.94080895,0.91853327,1.0402064,0.9745558,0.9856592,1.1612117,0.8678614,0.94014066,1.038903,1.131437,1.0584117,1.079899,1.0985745,1.1262028,0.86752796,0.0,1.2057261,1.1105986,1.0435147,0.73778474,0.9176055,1.0944204,1.1187205,1.0513246,1.1541708,1.0569654,0.9053353,1.1154441,0.9989415,1.0307987,1.0248604,1.0702964,0.92788905,0.8559658,0.77738786,0.99445957,0.8690064,0.89512795,0.87569517,1.0186356,0.66678077,0.6169448,1.1701705,0.8225546,0.9148082,0.91124946,1.0563054,0.68107647,0.9100696,0.9466039,1.2568438,1.0962601,1.1831373,0.88279474,0.96173686,1.0597166,0.8853258,1.1128871,0.9258976,0.85037714,1.0735079,0.7773192,1.01434,1.0970967,1.0085039,0.90020186,0.9380516,1.0302113,0.7392857,0.9737776,1.1197195,1.0617464,1.0008714,0.98178655,1.1786294
mouth,1.1778373,0.82189333,0.9292239,1.0010799,1.039268,0.9790387,0.93901604,1.1589714,1.1268067,1.1916554,1.0063869,1.1869359,0.95749885,1.2056435,1.1877598,1.1378708,1.1619849,1.1300907,1.1136878,1.150776,1.0043728,1.0880225,1.1699325,1.0723449,1.1513469,1.0813504,0.7633301,1.1532462,1.2074252,1.0881708,1.1309562,1.0876358,1.0954652,1.049592,1.0409888,1.0535557,1.1797621,0.9336004,0.95303583,1.2106888,1.0559235,0.9487421,1.0013341,1.1510873,1.1278802,1.1183699,1.0372831,1.0574571,0.58460736,0.96020377,0.9581,0.86973697,0.8088888,0.53973186,1.0001861,1.0965103,0.75969434,1.0161036,1.0863241,1.0467234,0.62645656,1.0186566,1.0838928,0.8577851,0.8255826,0.7984375,0.72828686,0.8855869,1.041845,1.0480434,1.0757003,1.0472614,1.0438628,0.9653738,1.1621783,1.0809233,0.7907922,1.0952228,1.0157306,1.0916454,1.0735334,1.2057261,0.0,1.0381999,0.6787333,1.075168,0.8891707,0.42317998,1.0099561,1.1345375,0.95507115,1.0564524,1.0242225,1.0799968,1.126179,0.99987173,0.96933544,1.0947478,0.9999676,1.029378,1.1052672,1.0061215,1.1049153,1.0679744,1.0355644,1.0046926,1.2110362,1.2336429,1.1483946,1.058497,1.0035244,0.9909528,0.96503484,1.0239443,0.92121994,1.1159095,1.0742235,1.1082804,1.1227741,0.8130524,1.1757114,0.822423,0.8475838,1.0359762,0.998406,1.1313926,0.89240396,1.1420553,1.0685462,1.157839,1.1190274,0.5520228,0.47295332,0.8813695,1.0918381,1.15521,1.1027907,1.0686188,1.1396022,0.7700383,1.1095151
muffin,0.5642586,1.104306,1.2613367,0.6595986,1.1583803,1.2149516,0.911514,1.2810909,0.71843493,0.6774584,1.3710427,0.6296655,0.49272555,0.9737047,0.5855788,0.93221545,1.313432,1.4351313,1.4025819,0.74192744,1.2090605,1.0772703,1.012989,1.2787483,1.2469496,1.3766718,0.77436435,0.85576165,1.0945611,0.8068947,1.3306892,0.93050534,0.96291476,0.94087386,0.65142655,1.0463063,0.6916749,0.9156937,1.417597,0.7572907,1.4767141,1.2005037,0.9615786,0.9118931,0.9927692,1.0426924,1.0841613,0.928094,0.9895347,1.1724181,0.8678635,1.3311459,0.8739425,0.9757738,1.0365832,1.3991628,0.97070134,1.3964505,0.8509289,1.3327754,1.1921275,0.8743221,0.96671957,1.0580565,0.78146493,1.0044241,0.70095074,1.2205409,1.2260296,1.0104713,0.7460625,1.0933211,0.6786653,1.3688644,1.0859344,1.2475668,0.87969846,0.3635695,0.8658738,0.99730897,0.4440862,1.1105986,1.0381999,0.0,1.2502457,1.3142977,0.99382687,1.0659084,1.1436174,0.8744627,0.694356,0.62842596,0.7784052,0.8422401,0.7686447,1.4102309,1.417069,0.8470658,0.85940546,1.0054638,0.7947253,1.0394081,1.2793459,1.2745681,1.2032809,1.0196989,1.0400841,1.4526806,0.91760576,1.3295708,0.5649553,1.1268619,0.72540265,0.8901061,0.8426956,1.2143741,0.9801051,0.9162727,0.75636613,1.2790952,0.8802832,1.3097843,0.8894904,1.0555398,1.36058,1.0230885,1.185282,0.9258131,0.7520137,0.72080517,1.2842193,1.1252558,0.9971048,0.87347746,1.2367554,1.1455332,0.8231458,0.9606431,1.4624982,1.3660853,0.99643785
nail,1.5712086,0.7218579,0.21304333,1.3137372,0.73415506,0.59161294,0.9745669,0.90642506,1.4984827,1.4584227,0.47599876,1.541105,1.3448427,1.2725736,1.4003788,1.1612877,0.90203124,0.6074729,0.58845735,1.5307747,0.44939315,1.2248586,1.2809932,0.9571744,1.016179,0.8939813,0.5702491,1.2663847,1.308309,1.2623341,0.8114306,1.1936414,1.3196492,1.2350487,1.376366,1.0231119,1.3908999,1.1658202,0.24132222,1.6166395,0.4344803,0.78859776,1.1401317,1.2808839,1.1369383,1.3617287,1.1547192,1.3580145,0.5764882,0.5427002,1.0350183,0.38271832,1.060696,0.5048879,0.7158201,0.7560517,0.9346168,0.4921702,1.2324255,0.8146369,0.3073172,1.0141797,1.2445734,0.7555008,1.1528254,0.5363382,1.069564,0.3567431,1.0990816,1.2183121,1.3726265,1.1269895,1.3025775,0.5085948,1.3478594,1.0999545,0.99643993,1.3489652,0.9520028,1.2519767,1.372928,1.0435147,0.6787333,1.2502457,0.0,0.5484197,0.9474372,0.5178836,0.5868294,1.4363577,1.1287426,1.4320269,1.2614723,1.3467833,1.1542362,0.29460996,0.29587984,1.236867,0.94983584,0.9746647,0.8917098,0.7852119,1.0589899,0.67791176,0.9185385,0.5822829,1.334666,0.74848443,1.428697,0.9167778,1.2569857,1.1787902,1.3388741,1.2221109,1.0851848,1.1537157,1.2418461,1.3713984,1.3897007,0.1694715,1.285309,0.17318815,0.96498966,1.0515645,0.54576576,1.244663,0.35254657,1.3988789,1.3387202,1.5064111,0.72792745,0.40863234,0.56896126,1.0997277,0.6140859,1.025314,1.4454086,1.2268268,0.80182266,0.26941192,1.3159246
napkin,1.4898343,0.7118005,0.55836266,1.4708217,0.9459149,0.7664428,0.8952756,0.4721508,1.5087065,1.4945601,0.3984375,1.4621689,1.4220691,1.2095273,1.1557683,1.2049159,0.7212407,0.46045542,0.38061976,1.4796332,0.45798373,0.8563234,1.0723677,0.79139245,0.48248804,0.7454413,0.7786139,1.2490695,0.8867166,1.1718922,0.7319986,1.28706,1.2313913,1.2027863,1.3032626,0.9961085,1.4127892,1.1286004,0.3453138,1.4547564,0.33419222,0.83894384,1.2732728,1.2195048,0.98512167,1.1731946,0.8502862,1.2512428,0.86277497,0.7477429,1.2342913,0.6087961,1.4019672,0.821684,0.67326653,0.49243665,0.84786826,0.2957803,1.2828207,0.61989176,0.64026886,0.6929303,1.2428412,0.8854261,1.425704,0.6259567,1.3195567,0.53730625,1.0443033,1.273771,1.4333167,1.0536904,1.3270963,0.39909256,1.0444311,0.9524549,1.1761737,1.3595024,0.87969923,1.1304281,1.241481,0.73778474,1.075168,1.3142977,0.5484197,0.0,0.8498659,0.89521134,0.6786088,1.3383071,1.1268562,1.5270723,1.2344557,1.384026,1.2498773,0.43762612,0.37789667,1.2782393,0.84543335,0.8484316,0.42129982,0.69224304,0.7672184,0.4882614,0.8732047,0.75494397,0.91727656,0.45642453,1.332132,0.735258,1.2840427,1.0342107,1.5195053,1.0782934,1.1061697,0.8988451,1.2677816,1.346442,1.3200705,0.30818814,1.3258998,0.50587773,0.782786,1.1056778,0.3616594,1.0867747,0.5811044,1.2110317,1.5255895,1.5652354,0.66202766,0.67059374,0.7961738,1.2555468,0.04019296,0.9963118,1.4899158,1.2599738,0.5017185,0.5142499,1.3192763
