,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
egg,1.4183849,0.8697642,0.4510497,1.3766222,0.2418502,0.3067876,0.56641644,0.95297766,1.4060781,1.4797301,0.8442634,1.4985359,1.3268952,1.0901228,1.3885612,1.1072152,0.91337854,0.7315527,0.65160507,1.3745956,0.6315612,1.0571593,1.0046726,0.7925288,1.106691,0.85388196,0.83570695,1.2637519,1.3439863,1.1170664,0.857774,1.167254,1.3916183,1.1614065,1.3776275,0.71662456,1.4552633,0.95790195,0.64288217,1.5178769,0.6732995,0.8815073,0.8473799,1.1606965,1.0193187,1.3830782,1.1108146,1.3095847,0.83073425,0.0,1.1308875,0.6367677,1.1814318,0.79354936,0.70451236,0.7983426,0.9467897,0.76585984,0.97384655,0.7242296,0.817118,0.9416989,1.0781697,0.517495,1.2670729,0.61452764,1.1425736,0.7875787,1.0474087,1.2472126,1.4417588,0.9712006,1.3883638,0.7801824,1.3431833,1.0100654,1.1608338,1.2844125,0.6126435,1.0703342,1.2441835,1.0344808,0.96020377,1.1724181,0.5427002,0.7477429,1.1102111,0.78969586,0.3541652,1.3975228,1.1690552,1.4198887,1.3733745,1.1660087,0.9583546,0.727665,0.7042761,1.1228279,1.0607306,0.9220926,0.97907066,0.7133687,1.0532383,0.6834941,0.8203573,0.5020536,1.2635819,0.8392241,1.425649,0.7916553,1.3008823,1.0113763,1.3857418,1.1382127,1.1977397,0.9992295,1.2793655,1.1451893,1.2500229,0.6519213,1.3102874,0.52298,0.9232292,0.7554694,0.74988323,0.98404986,0.54075885,1.2707968,1.4206412,1.404038,0.52597564,0.74214405,0.83113456,1.0735573,0.8415263,0.61565226,1.131524,1.0863669,1.0061166,0.6909224,1.272068
elephant,0.77094233,1.0233493,1.1259636,0.7099794,1.1637601,1.1192663,1.0937219,1.3057668,0.7869669,0.63539237,1.0561477,0.8492502,0.83347595,0.980609,0.7962603,1.0533249,1.2497846,1.2928393,1.2276787,1.0045998,1.2057464,1.1983396,1.13924,1.0439827,1.2144847,1.0298711,0.87485564,0.565576,1.1439228,0.96861154,1.2147454,0.8869679,0.78837013,1.108773,0.83451605,1.2083577,0.8012829,1.1010916,1.1648768,0.93067473,1.2681248,1.0306115,1.0383584,0.83744156,1.2661369,1.0534027,1.2125,1.028063,0.989177,1.1308875,0.0,1.084984,0.9252168,0.940401,0.96322995,1.2937582,0.9981083,1.1552575,0.9734935,1.1136712,1.0374961,1.0446444,1.0139939,1.2050205,0.93051493,1.0937887,0.86265814,1.0749369,0.9941018,0.48139608,0.6557782,1.0948174,0.69945496,1.1467639,1.142432,1.0737981,0.8472414,0.8439339,1.0153935,1.1508442,0.96261716,1.0851952,0.9581,0.8678635,1.0350183,1.2342913,1.1630253,0.95121264,1.152334,0.9933539,0.6363263,0.7698029,0.7686501,0.94793034,1.2038257,1.1111368,1.1430823,0.83119625,0.8518802,1.128914,1.0764462,1.2369568,1.29059,1.2701057,1.138501,1.2003757,1.1409378,1.1530405,0.8266494,1.1745105,0.8103281,1.1490406,0.7796391,0.947096,0.81087774,1.2443442,0.8628466,0.88014555,0.739775,1.0567436,0.59681106,1.0795127,0.95881176,1.1119686,1.1625793,1.123333,1.1528697,1.1519239,0.7377108,0.9303371,1.2666051,0.9781607,1.0013354,1.1032803,1.2714528,1.251976,1.0596182,1.0281587,1.2317061,1.0212307,0.8737042
eye,1.4619961,0.8578088,0.39977026,1.3096023,0.68721676,0.63560236,1.04687,0.8056791,1.4410058,1.4000835,0.6103611,1.5154423,1.3331804,1.1461462,1.309862,1.1435194,0.9082501,0.5636779,0.6814406,1.4676917,0.5584054,1.1464573,1.1809665,0.77885306,0.97597325,0.81449664,0.8127979,1.1548547,1.2064642,1.161631,0.7403891,1.1599517,1.1976333,1.2007309,1.3735923,0.8663902,1.4005287,1.1047857,0.46237808,1.4594023,0.48995018,0.7357168,1.0637301,1.1374841,1.059783,1.2552719,1.17605,1.2506135,0.7780034,0.6367677,1.084984,0.0,1.0779852,0.8052754,0.92303956,0.6545778,0.99859124,0.65946954,1.1542625,0.612565,0.5285677,1.0462658,1.1760609,0.885443,1.2213743,0.7936733,1.1581161,0.53684276,0.9384304,1.1433829,1.3999276,1.0513653,1.4206395,0.67361224,1.242934,0.9820645,1.1783619,1.2784274,0.9323874,1.123465,1.3850757,0.97847044,0.86973697,1.3311459,0.38271832,0.6087961,0.9589999,0.64939284,0.6755368,1.3884839,1.1021765,1.3788095,1.3920851,1.2961153,1.1370406,0.4330458,0.47989285,1.1528193,1.1325908,1.0603486,1.0106127,0.860621,0.9490862,0.7556951,0.9325786,0.6454296,1.1399208,0.66741014,1.3466121,0.8031652,1.25878,1.1222061,1.3684311,1.1565514,1.3019086,1.0056343,1.1635437,1.2758974,1.3581764,0.43691862,1.2520958,0.3751045,1.0619555,0.91950214,0.74400914,1.0692707,0.5515599,1.3139462,1.4187732,1.422832,0.6889873,0.69269305,0.7898393,1.1630974,0.6583864,0.87968135,1.3295789,1.2103472,0.7581901,0.27540338,1.2279191
face,0.7666352,1.0002595,1.1412495,0.73530173,1.080975,1.1694158,1.1375493,1.3216593,0.8418144,0.7578625,1.2615294,0.8321858,0.6547843,1.0059822,0.934077,0.9027579,1.2524178,1.3371472,1.3797727,0.8620181,1.2185359,1.0873942,1.1138566,1.1788845,1.3029763,1.0992348,1.0344416,0.8092526,1.1183347,0.9869964,1.262059,0.87121654,0.8050805,1.0003948,0.937975,1.1272315,0.77480626,1.0559508,1.3329091,0.81450343,1.3330334,1.2036139,0.997027,0.87920713,0.9619917,0.95688796,1.1578939,0.8271396,0.9043457,1.1814318,0.9252168,1.0779852,0.0,0.9395388,1.1598144,1.2842172,1.0127774,1.3639872,0.882299,1.155717,0.9060271,1.0991217,0.8617772,1.1711605,0.3235619,1.1675509,0.6986501,0.989335,1.0651605,0.894821,0.66267025,1.1437542,0.82116586,1.3539482,1.0452559,1.1077831,0.7188094,0.7608979,1.1068218,1.0142238,0.82438624,1.1881776,0.8088888,0.8739425,1.060696,1.4019672,1.1043802,0.73322433,1.2074739,0.90643376,0.86778337,0.5667758,0.85363925,0.8656734,0.96673554,1.2837229,1.3199129,0.945596,1.1381097,1.1801561,1.2858472,1.1834226,1.1523054,1.3097329,1.1380379,1.14625,1.1731224,1.3578343,0.9135019,1.2025938,0.7803073,1.2396349,0.49991208,1.0962526,0.88512164,1.2399023,0.84299386,0.9566026,0.9229393,1.2270166,0.83257663,1.1272376,1.0926771,1.0276029,1.3817273,1.0709708,1.1822834,0.97018254,0.6134835,0.80471915,1.2980587,0.9337683,0.9578829,0.9371274,1.4034255,1.1754613,0.9026108,0.8725254,1.3151162,1.1780026,0.81815594
finger,1.3094904,0.4053545,0.8174869,0.84343874,1.0573459,0.9272464,0.89620465,1.1403465,1.3180968,1.3284701,0.82317746,1.2486907,0.9781717,1.284032,1.2792511,1.1563823,1.1730103,1.081807,1.0145049,1.3116058,0.91927636,1.1111946,1.2909327,1.0299022,1.0624694,1.1341616,0.42502594,1.2365328,1.2296871,1.2218755,1.1367127,1.2428284,1.2684693,1.1543088,1.1510252,1.2010504,1.2127602,1.1058985,0.7507789,1.4364192,0.96407235,0.8699274,1.1372612,1.2408402,1.0467825,1.2316486,0.9356669,1.2144139,0.45832825,0.79354936,0.940401,0.8052754,0.9395388,0.0,0.80920374,1.1203053,0.5310535,0.83683574,1.1848863,0.99970025,0.4904549,0.6298671,1.1883602,0.8682323,0.91853935,0.56854117,0.36353773,0.7154578,1.2037146,1.2134961,1.1789448,1.2281408,0.91704917,0.7847931,1.1987135,1.2196293,0.62475485,1.1514375,0.98217165,1.1750406,0.92204857,0.9119874,0.53973186,0.9757738,0.5048879,0.821684,0.88963234,0.38639283,0.96163595,1.2869384,1.0043067,1.1086946,0.9305544,1.1933157,1.1363873,0.87801945,0.8108734,1.1687661,0.78718996,1.0491592,0.8097469,0.9904737,1.1242694,1.0271308,1.0802662,0.95787495,1.2319534,1.0440761,1.3140974,1.0661511,1.0066351,1.0090818,1.0173239,0.9931313,0.7332039,1.1356474,1.223007,1.3005826,1.2914679,0.4989246,1.2446215,0.68719643,0.50720006,1.1762775,0.8263441,1.1748328,0.82379746,1.1740053,1.1120281,1.3316653,1.1322702,0.11009586,0.26774108,0.75797117,0.87528265,1.215662,1.2798758,1.1352654,1.0702093,0.5838363,1.2335848
fish,0.98807245,0.96752685,0.72888494,1.2807723,0.77177143,0.7083057,0.7623699,0.9763669,1.3275466,1.2636281,0.6814249,1.2741727,1.3008382,0.78775567,1.118023,1.0070529,0.93860334,0.9360056,0.7265083,1.2489693,0.77473605,1.192239,1.2152236,0.64521176,1.0472051,0.9609676,0.69655323,0.9091977,1.3463943,1.046406,0.93483436,1.2840576,1.3071768,1.090808,1.1075706,0.9174963,1.2748227,1.0481828,0.63872176,1.4709399,0.84626716,0.9657279,1.0880558,0.92850643,1.2102808,1.3120106,0.91553473,1.2853403,0.881797,0.70451236,0.96322995,0.92303956,1.1598144,0.80920374,0.0,0.7435324,0.9371237,0.588699,0.7756944,0.8906069,0.86500925,0.9290312,1.0713546,0.6706213,1.213985,0.6717012,1.0947562,0.82336545,1.1042176,1.0903193,1.3026282,1.1419256,1.1012437,0.58880913,1.3708704,1.170424,1.1473452,1.1690054,0.7749282,1.2749885,1.0642047,0.7552301,1.0001861,1.0365832,0.7158201,0.67326653,1.1010908,0.9027621,0.7429503,1.2901198,0.92645377,1.3347754,1.1410251,1.1470854,1.0792501,0.75754994,0.66688085,1.0194272,0.7372175,0.8228398,0.75463736,0.7729149,0.9500741,0.6914551,0.8803715,0.76397526,1.155993,0.88396615,1.3253707,0.67144465,1.2141749,0.89477235,1.3091817,0.84440136,1.0961567,1.0272905,1.2812368,1.1922054,1.0828116,0.5936816,1.0290321,0.7617385,0.91764754,1.0755385,0.5486873,1.2371662,0.61770743,1.1448247,1.2888308,1.3299869,0.86931205,0.8064203,0.8080699,1.0698912,0.71847874,0.97325885,1.2700367,1.0367143,0.9901326,0.90838414,1.2779895
flower,1.3458673,1.0140815,0.55272424,1.5005893,0.77444625,0.75664365,0.96599936,0.5380726,1.5119402,1.4910879,0.70042795,1.5151166,1.5475167,0.93805414,1.2684902,1.1125817,0.8411091,0.42769825,0.64058185,1.4476525,0.6094525,0.9139655,1.1206946,0.50990796,0.8184658,0.73591834,1.1463908,1.1750307,1.0099918,1.0973079,0.54986244,1.279166,1.193969,1.1502357,1.3636262,0.7836677,1.4271437,1.014628,0.53770614,1.411227,0.41938895,0.70282257,1.1298292,1.0362564,0.7811709,1.1207496,1.0289062,1.2495937,1.0179883,0.7983426,1.2937582,0.6545778,1.2842172,1.1203053,0.7435324,0.0,1.112373,0.52272785,1.0084604,0.5753967,0.87743604,1.0448523,1.0685834,0.8519547,1.2980124,0.8700535,1.4127046,0.7759497,0.7886735,1.1040767,1.4259721,0.8707563,1.494245,0.63177,0.99302226,0.7352302,1.301896,1.3448739,0.93705964,1.0518259,1.3372617,0.87502277,1.0965103,1.3991628,0.7560517,0.49243665,0.8773037,1.0293411,0.7106447,1.3270172,1.0647011,1.5187902,1.3882873,1.334902,1.076253,0.5859965,0.5560293,1.1444298,0.9163392,0.8570416,0.8919614,0.72623646,0.2960379,0.67774314,0.74998915,0.62445426,0.89506555,0.56199276,1.3267758,0.32815808,1.3183875,0.95021755,1.5246303,1.2364423,1.3665427,0.7919214,1.1854936,1.3377801,1.3889878,0.68696725,1.2599052,0.6443064,1.1962268,1.0408553,0.5858644,0.94621557,0.5626898,1.0817983,1.4559183,1.4601579,0.7156476,0.9944516,1.0898223,1.2368788,0.53002954,0.8062129,1.3614473,0.9022999,0.5721086,0.6852819,1.1393416
foot,1.0800289,0.36804253,1.0688539,0.7875012,1.1163151,1.0095081,0.9953137,1.1430528,1.1306008,1.1865506,1.0355726,1.114409,0.9366672,1.1168222,1.0896403,1.3630122,1.189306,1.0331835,1.1120601,1.2099795,1.0649208,0.93957865,0.95768696,1.0774571,0.87853944,1.1627727,0.7875723,1.1560807,1.102167,1.1165787,1.037156,1.1653662,1.0757507,1.1191127,1.0743523,1.0889555,1.1224215,0.96867394,1.0121753,1.1849743,1.040612,1.0037689,0.9862209,1.1157779,1.0262278,1.0624619,1.078284,0.9681019,0.7791632,0.9467897,0.9981083,0.99859124,1.0127774,0.5310535,0.9371237,1.112373,0.0,1.0369064,1.1833507,1.0799171,0.9229977,0.42803907,1.15026,0.930222,1.0277115,0.88130957,0.6775218,1.0231069,1.1052965,1.1924188,1.1657135,1.0511448,0.8704606,1.017241,1.0052791,1.1021054,0.45725238,1.0140607,0.9740622,0.9462744,0.6031209,1.0023074,0.75969434,0.97070134,0.9346168,0.84786826,1.0220901,0.6943229,1.066799,1.1310903,1.0852112,1.0418345,0.8460177,1.1167104,1.151396,1.118265,1.0580931,1.0876697,1.037365,0.9992858,0.81317663,1.081077,1.092864,1.1870055,0.98164016,1.0626777,1.0936605,1.2011788,1.1473409,1.076777,0.9876101,1.001735,1.030108,0.7301683,0.7750037,0.8735602,1.0729717,1.1650503,1.1639854,0.8055738,1.2242284,0.94061315,0.1794588,1.0850364,1.0264367,0.8763019,1.029783,1.0837342,1.1312811,1.2188754,1.1811572,0.37250382,0.57838285,0.76818,0.8213549,1.1869669,1.2044808,1.0943146,0.9485071,0.91297674,1.159766
fork,1.5623875,0.8748546,0.51228094,1.4687486,0.9050555,0.78045213,0.90944487,0.5287653,1.4730248,1.5548668,0.28557593,1.4874742,1.5808483,1.1295208,1.3660829,1.11145,0.68258595,0.49979717,0.3167665,1.4893622,0.44968235,0.9832451,1.1947294,0.6959529,0.63488716,0.7129497,0.7638794,1.2553713,0.9664617,1.2176226,0.659808,1.2258362,1.3576542,1.162007,1.1854848,1.0183651,1.5034351,1.166073,0.16868913,1.5204227,0.34846795,0.7548137,1.2136911,1.2893503,1.1735938,1.2131424,0.83837825,1.3890841,0.86511475,0.76585984,1.1552575,0.65946954,1.3639872,0.83683574,0.588699,0.52272785,1.0369064,0.0,1.2135482,0.6755568,0.5695286,1.0812083,1.2088985,0.8771284,1.4061182,0.66717607,1.325845,0.58141166,0.89413744,1.2169676,1.505439,1.0490675,1.4236708,0.072448015,1.0527259,0.81035054,1.2251405,1.4812136,0.9469499,1.1650162,1.5221643,0.9365815,1.0161036,1.3964505,0.4921702,0.2957803,0.840522,0.914408,0.61896914,1.3381913,1.1799247,1.5881127,1.3503287,1.3949767,1.2003704,0.2301203,0.1493541,1.2071599,0.84901327,0.9394587,0.69078684,0.6942645,0.8148776,0.40195984,0.92049754,0.791566,1.0963405,0.45078218,1.2455746,0.75903463,1.4052804,0.7355107,1.5641168,1.0999725,1.2426745,0.7053478,1.2383962,1.2582558,1.2906234,0.29208422,1.3176478,0.4572026,1.0568947,1.0486096,0.038435936,1.1714429,0.54754496,1.244698,1.5339239,1.5338984,0.6351719,0.76442456,0.84197134,1.0867589,0.3870536,0.9589621,1.3977191,1.2220948,0.42959613,0.4387464,1.277406
frog,0.6761313,1.2174706,1.0922513,1.0327834,0.7322056,1.0113891,0.75411403,1.1818184,1.0249676,0.9168503,1.2275004,1.0220908,0.92441005,0.5529144,0.87801385,0.5969226,0.9610256,1.2010694,1.2542061,0.9014386,1.1455989,1.1231188,1.1162907,0.8535306,1.4518683,1.0585928,1.0497739,0.71848917,1.3313278,0.8132611,1.1313739,0.9813214,1.114927,0.9724796,0.94098336,0.8518028,1.0100158,0.9119942,1.1977646,0.9906976,1.274606,1.1568588,0.8560154,0.5671614,0.68380165,1.2507813,1.0997432,0.92370045,1.1007788,0.97384655,0.9734935,1.1542625,0.882299,1.1848863,0.7756944,1.0084604,1.1833507,1.2135482,0.0,1.1489631,1.1700832,0.9808755,0.9740128,0.8866254,0.96474576,1.1055461,0.9756659,1.1444979,1.0242587,0.7880213,0.97899884,0.92771566,1.0570638,1.1640421,1.274874,1.1666589,1.178319,0.8558771,0.73281467,1.0638341,0.75099206,0.9630638,1.0863241,0.8509289,1.2324255,1.2828207,1.1438632,1.1782067,1.0384377,1.0927292,0.8329757,0.91587853,1.1310261,0.79914796,0.7756018,1.1866452,1.1886847,0.7580248,1.0185865,0.7542703,1.1931069,1.0465722,0.9889522,1.0991912,0.7087462,0.95053124,1.0371835,1.2179027,1.1796377,0.9341536,0.99890757,0.7822617,1.0040928,0.91616654,1.2116016,1.1210742,1.04397,1.0695425,0.81347024,1.2309356,0.8922163,1.2381984,1.1711084,0.98361653,1.1620826,1.0035279,1.1250441,0.8826239,1.0269698,0.9363061,0.9804483,1.2431836,0.99792546,0.99498045,1.2614707,0.44351333,0.8674792,1.0303375,1.3542385,1.2799875,1.1066589
glass,1.2797451,0.92622435,0.7390088,1.3216124,0.76368976,0.7265928,0.9961542,0.6981739,1.278946,1.3426868,0.8203776,1.2950501,1.3776088,0.972143,1.3117051,1.1076994,0.9054518,0.5696484,0.5327499,1.3227814,0.74000037,1.0037544,0.7820339,0.72864664,0.7418424,0.6601998,1.1398419,1.0890526,0.8532839,1.2299025,0.8107548,1.2059507,1.1395597,1.0291533,1.2712524,0.9043537,1.2831044,1.132358,0.7592656,1.2896652,0.4668107,0.80722773,1.2313329,1.0085274,0.81962776,1.1112095,1.0011222,1.2486498,0.9896071,0.7242296,1.1136712,0.612565,1.155717,0.99970025,0.8906069,0.5753967,1.0799171,0.6755568,1.1489631,0.0,0.8332881,0.90705264,1.0444093,0.9630106,1.204993,0.92710155,1.1618345,0.7461986,0.9112848,1.1139535,1.2996328,0.9611826,1.3711005,0.76383424,1.025843,0.8581577,1.2471366,1.2726525,0.9286351,0.9252054,1.248173,0.8114159,1.0467234,1.3327754,0.8146369,0.61989176,0.88223076,0.9542733,0.8394488,1.1454384,1.1793065,1.3350167,1.3059949,1.2441957,1.0846312,0.7279378,0.7284857,1.0889869,1.1071279,1.0281721,0.968025,0.85899776,0.7081216,0.6705208,0.95415324,0.86338085,0.9280759,0.5161529,1.1499624,0.7113657,1.2635164,0.96169364,1.3396138,1.0191538,1.227827,0.82674646,1.2246753,0.9432181,1.2495972,0.72071004,1.1881292,0.6999555,1.1035641,1.064804,0.70956296,0.8323635,0.75903445,1.1256454,1.3340647,1.2162814,0.6887237,0.92914236,1.0309763,1.0620981,0.7168178,0.8842539,1.1293035,1.0860375,0.7887503,0.63669586,1.0942522
glasses,1.4608716,0.6901443,0.55795103,1.2242935,0.9639831,0.8513309,0.99556524,0.9610404,1.4400733,1.4290081,0.5361204,1.4286153,1.2561334,1.2768216,1.3615164,1.0732517,0.98295355,0.80746514,0.75468713,1.4519858,0.5973327,1.1557431,1.3179696,0.9010737,0.9534857,0.95567364,0.54302555,1.1857123,1.2050687,1.2153019,0.9632575,1.164326,1.262016,1.1703935,1.2242227,1.0796585,1.3535091,1.1714907,0.43359387,1.4853792,0.63173443,0.79938924,1.2166764,1.2367246,1.0431147,1.2420341,1.0237772,1.2483106,0.47001815,0.817118,1.0374961,0.5285677,0.9060271,0.4904549,0.86500925,0.87743604,0.9229977,0.5695286,1.1700832,0.8332881,0.0,0.9664915,1.2290192,0.9233184,0.9331571,0.6269053,0.9482091,0.39256608,1.040246,1.1943486,1.3003407,1.1991421,1.1659305,0.52610904,1.1918544,1.0281427,1.0094022,1.3418941,1.0508747,1.2183032,1.3096278,1.0148015,0.62645656,1.1921275,0.3073172,0.64026886,0.69459903,0.46091485,0.7955039,1.3760464,1.0348414,1.3008918,1.1303563,1.2963057,1.1254046,0.46654582,0.4371286,1.2150141,0.8422005,1.0898256,0.901938,0.85220146,1.0167507,0.80946577,1.0222027,0.874207,1.1418378,0.8780217,1.3414938,0.994161,1.1676366,0.9181578,1.2118225,1.0647218,0.96901655,1.0662608,1.2103896,1.4137813,1.3095344,0.3206411,1.2916598,0.5170176,0.9599071,1.0857692,0.5902921,1.2569308,0.670116,1.2282357,1.2631192,1.4585783,0.92412126,0.44788146,0.4956615,1.035339,0.7022125,1.1122704,1.4156156,1.2304136,0.8667963,0.23622108,1.2456007
glove,0.91246355,0.4499898,1.1163062,0.7571746,1.1110158,0.99545443,0.9630998,1.0915514,1.2131449,1.1438489,1.0344517,1.0322642,0.7666738,0.9996417,0.9432786,1.1870276,1.2105646,1.0598055,1.1000754,1.192464,1.0818118,0.9128762,0.9462421,1.0556879,0.829375,1.1095657,0.8039048,1.0238584,0.9705817,0.997757,1.1855567,1.2521057,0.95121706,1.1450866,1.0845101,1.1874437,1.0170683,1.1101756,1.0814583,1.128437,1.0336294,1.0832893,1.1468716,0.90810686,0.61014587,1.1549627,1.0171592,0.88482744,0.885636,0.9416989,1.0446444,1.0462658,1.0991217,0.6298671,0.9290312,1.0448523,0.42803907,1.0812083,0.9808755,0.90705264,0.9664915,0.0,1.1493579,1.0519696,1.0252475,0.88635755,0.6363628,0.87130904,1.1717174,1.0973597,0.946774,1.1659703,0.7042895,1.1119441,1.0383614,1.218116,0.7079873,0.93706656,1.0201664,1.0309243,0.3563344,0.69956803,1.0186566,0.8743221,1.0141797,0.6929303,0.8832371,0.88887763,1.150603,1.1176705,1.0528069,0.8802687,0.728855,1.159045,1.0300143,1.152292,1.1267291,1.1085956,0.9553288,0.8650044,0.6273726,1.1212023,1.0354227,1.2077497,0.9205084,1.0986791,0.8662127,0.9879966,1.2333233,0.9829798,0.79376066,1.0423292,0.88248116,0.7984966,0.66065407,1.1028955,1.2300339,1.2559074,1.1224056,0.80305046,1.1927277,1.064445,0.2738235,1.2438585,1.0864433,0.7405695,1.1186894,0.9270162,0.97282773,1.2039365,1.151754,0.53646517,0.5852053,0.8370693,0.68130845,1.0679848,1.2648116,1.1757853,1.1011094,0.9730946,1.2349824
grass,0.7322285,1.2261482,1.2194095,0.9414901,1.0598111,1.1297414,1.0107894,1.1579163,0.80478895,0.74900234,1.1629632,0.6838151,0.9295224,0.86725587,0.8829764,0.9811441,1.1556075,1.2410028,1.1404707,0.88391423,1.2221311,0.89773613,1.0407009,1.1131601,1.0592495,0.81931883,1.1717112,0.83900785,0.9001234,0.95883894,1.109251,0.9663924,0.859633,0.9173589,0.94513166,1.0665876,0.6965573,1.045169,1.2537463,0.7481274,1.2436383,1.107613,1.006706,0.88721883,1.019267,0.793115,0.9767559,0.89968926,1.1402806,1.0781697,1.0139939,1.1760609,0.8617772,1.1883602,1.0713546,1.0685834,1.15026,1.2088985,0.9740128,1.0444093,1.2290192,1.1493579,0.0,1.1269433,0.8776158,1.1539036,1.02889,1.2609938,1.0648302,1.0044961,0.88697535,1.0683359,0.9605598,1.2413684,0.91160023,1.028352,1.0061115,0.88351417,1.0793254,0.9634282,0.95825714,1.0688498,1.0838928,0.96671957,1.2445734,1.2428412,1.1417959,1.0126061,1.2263111,0.8246603,1.0603912,0.81557876,0.9431706,0.9638174,0.8789956,1.2163135,1.2268759,0.93256557,0.964914,0.99085844,1.1111444,1.1003755,0.92328036,1.1536081,1.05388,1.191648,1.1348839,1.1500235,0.8330238,1.1150128,0.9366963,1.1514621,0.8201355,1.1160221,0.9831176,1.1343693,0.8501805,0.91193926,0.8178807,1.3033018,0.75045085,1.2415859,1.1615667,1.0215405,1.2000651,0.9442719,1.2095304,0.8366977,0.83125585,0.7270218,1.195432,1.2584496,1.209708,1.0661092,1.2414045,1.1119223,0.9010218,0.3862819,1.1375701,1.2960734,0.50092876
gum,1.3088602,1.0226305,0.74271595,1.336044,0.56444997,0.6779032,0.650219,0.87396884,1.2421603,1.4216762,0.9464578,1.398012,1.2486892,1.0481799,1.2908118,0.9936962,0.76016396,0.8202205,0.7603046,1.0495443,0.6831542,1.1243383,0.9847747,0.86553836,1.1376487,1.0429066,0.943569,1.3068534,1.3770342,1.0738267,0.7840289,1.1642661,1.4129729,1.085869,1.1969781,0.33200562,1.4458497,0.24022764,0.76563823,1.4270667,0.8199385,1.0017143,0.78361726,1.156737,1.1036804,1.3024303,1.014312,1.2579261,0.9316904,0.517495,1.2050205,0.885443,1.1711605,0.8682323,0.6706213,0.8519547,0.930222,0.8771284,0.8866254,0.9630106,0.9233184,1.0519696,1.1269433,0.0,1.2484343,0.6217858,1.0536146,0.9821906,1.0606369,1.3200016,1.4411944,0.867921,1.4049957,0.84100556,1.3141987,1.1049936,1.1700748,1.1882854,0.6994811,0.91053605,1.136894,1.0186919,0.8577851,1.0580565,0.7555008,0.8854261,1.0675069,0.88628185,0.56705296,1.2359302,1.0336559,1.410301,1.4315991,0.9790828,0.8647576,0.8673831,0.8255111,1.1631926,1.0831426,0.90818644,0.9638748,0.44300425,1.0710909,0.60909307,0.8194231,0.6711516,1.1837037,1.0073726,1.3586063,0.8911892,1.2727354,0.8438258,1.3989084,1.0155722,1.2656462,0.91740334,1.239031,0.97029394,1.200293,0.85309416,1.2538143,0.75520587,0.9838796,0.7411541,0.86867076,1.0771284,0.671517,1.1920058,1.4096938,1.2189138,0.6114099,0.8791706,0.87690306,0.8710255,0.9017061,0.67922914,0.7868674,1.0858849,1.1136523,0.9209126,1.3104503
hair,0.6061902,1.0257505,1.2592556,0.66781425,1.2222055,1.2411486,1.1551569,1.3778751,0.7964246,0.7250898,1.302228,0.7250315,0.5584298,0.97797275,0.90356576,0.91806614,1.305663,1.3943664,1.4367247,0.8314121,1.2783475,0.9902307,1.1070495,1.277091,1.2590017,1.1489828,0.9996062,0.7708471,1.0367372,0.9858288,1.360515,0.98376787,0.69568324,1.0080273,0.8073725,1.2242663,0.6913891,1.0906903,1.3917065,0.7489401,1.4007679,1.2002861,1.0420465,0.8452544,0.83246684,0.8766337,1.1269648,0.7410091,0.8260064,1.2670729,0.93051493,1.2213743,0.3235619,0.91853935,1.213985,1.2980124,1.0277115,1.4061182,0.96474576,1.204993,0.9331571,1.0252475,0.8776158,1.2484343,0.0,1.1387466,0.61765,0.9477046,1.1327307,0.835538,0.5887088,1.1624652,0.66435176,1.4026427,0.9719355,1.1149056,0.6984796,0.7096289,1.1213124,1.0284119,0.74113965,1.1103193,0.8255826,0.78146493,1.1528254,1.425704,1.001735,0.7615299,1.3195721,0.8707572,0.8661176,0.4599464,0.69769967,0.86119246,0.910071,1.3549368,1.36936,0.92862105,0.99179685,1.154048,1.2583915,1.2235595,1.0540631,1.3938754,1.1728841,1.236292,1.0972488,1.3881326,0.86443704,1.2499018,0.6734578,1.2703316,0.4325626,1.0648288,0.72901356,1.2949331,0.8737054,0.9881486,0.8800998,1.2814978,0.8457732,1.2483202,1.0705835,1.1019742,1.4228112,1.0799706,1.2998617,0.8956008,0.48021477,0.760257,1.4445724,0.948532,0.8994627,0.8804257,1.4109151,1.3051983,0.932741,0.82035685,1.3294559,1.1814013,0.8034688
