,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
orange,1.1230912,0.60029525,1.0182772,0.6401977,0.57046604,0.48821884,1.0908942,1.091313,1.1916149,0.91312414,1.2766001,0.9618388,1.0952176,1.0458362,1.1891233,1.106679,0.9714276,0.98105353,1.143481,0.4519561,0.95365876,0.8839108,1.0502208,1.0008566,1.0974314,0.9149321,0.8401706,1.2958076,1.0571579,1.0855826,0.63497084,1.2488904,0.8485841,0.9069376,1.2298353,1.0005112,1.146596,1.1911881,1.127337,1.1884415,1.0612549,1.0522286,1.0464766,1.1507697,1.0086161,0.974815,0.8983824,1.0095854,1.114237,1.0023932,1.0657074,1.0457978,1.0499201,1.0241764,0.79939985,1.0821569,0.81191707,1.0279175,0.89527565,1.1492997,1.1429448,1.0530825,1.1859856,1.0683703,0.9810597,0.7260586,0.975589,0.9479408,1.0284663,0.6413076,0.8818944,0.93798065,1.1134181,0.0,1.1370792,1.035337,0.99939007,1.2307183,1.0370438,0.83185405,0.98583305,0.9759463,0.71295893,0.9350362,0.8297205,1.1177883,0.9173662,0.52954304,1.0885717,0.98813844,1.1260796,1.1435049,1.1053798,1.0548166,1.1317885,1.1276147,1.0870925,1.1492385,0.9760949,1.0861744,1.0067078,1.0125816,1.0049862,0.96310234,0.9306327,0.8821559,1.0962816,1.0755836,1.227618,0.9809369,1.0362303,1.0299145,1.0367749,0.9947954,0.96129423,1.1136239,1.0827211,1.1459225,1.0916111,0.97687715,1.174505,0.97978413
oven,1.0014157,1.3627236,0.7004564,1.2487502,1.2033215,1.1972623,1.0734044,0.541497,0.65115964,1.1818483,0.4575714,0.95226145,1.270101,0.8014362,1.0102807,1.1709409,1.2076254,0.89258033,0.8928174,1.0823262,0.86660314,0.9896188,1.2934897,0.90865284,1.1839665,0.7389194,0.96589917,0.63051033,1.009339,0.9911566,1.1888828,0.6422661,0.83398676,1.3383312,0.49247533,1.1754832,1.1640453,1.0286419,0.45740038,0.6424571,0.99751574,1.166411,0.9048669,1.0172571,1.150089,1.2297298,1.3758373,0.9739578,1.0767953,1.1720295,0.9263659,0.98486274,1.2207513,0.90275705,1.4135821,0.8948927,1.0012174,0.83636534,1.3290613,1.2376044,0.6482555,1.0390643,0.9125192,1.0722709,0.9141785,1.2509214,0.82062995,0.9050176,1.305073,1.2756631,1.2665352,1.2250509,1.1946012,1.1370792,0.0,1.2105728,0.9207741,0.6687349,0.8199264,1.0137348,1.2329053,1.19147,1.0934905,1.0499475,0.9499413,1.1999016,1.2132627,1.3711933,1.0786653,0.9276635,0.3683561,0.9863326,0.86014915,1.2683117,0.7032549,1.1592014,0.91137224,0.9068098,1.0470848,0.99679494,1.3823152,0.96485835,0.86211574,0.89497846,1.0005854,1.2718551,0.9852406,0.609945,0.72768646,1.1895139,1.225522,1.1114702,0.9122448,1.3128241,1.3607965,1.0548681,0.9941113,1.1702087,0.8352802,1.2533454,0.6091473,0.8783372
owl,1.042679,1.1398265,1.1697085,1.0881883,0.9625794,1.0527482,0.9262531,1.1142668,1.0784045,0.998884,1.0573009,1.0357393,0.88770586,1.016501,1.0078735,0.8727874,1.0839486,1.0432096,0.9575502,1.0446924,0.9617111,0.8954585,0.76034474,1.0717254,0.86571443,1.1902133,0.95228446,1.0016376,0.9281428,0.9997696,0.79738283,1.105817,0.98790485,1.0729886,1.0405608,1.0418887,0.8664815,0.8819445,1.1162653,1.0744473,0.89279765,1.0716233,1.0693527,1.0985482,1.1518934,0.9794416,0.852953,1.157273,0.88244176,0.95958936,1.0064684,1.0616151,1.1395675,0.9442493,0.9539191,1.2868228,1.1913868,1.1146158,1.0880631,0.8579745,1.1008663,1.0960255,1.0236843,0.98475385,1.0352036,0.97947204,1.0032787,1.0782491,0.8146324,0.83076787,1.1408451,0.85202956,0.91422683,1.035337,1.2105728,0.0,0.96583486,1.148992,0.99303514,1.0839242,1.1107165,1.0980182,1.0102025,0.7523033,1.1211866,0.86838484,0.86396223,0.9996571,0.8286577,0.8902704,1.1096994,0.8964271,1.0222908,0.8544278,1.266284,0.67004895,1.0913186,0.96711755,1.1467253,0.9410336,0.99083614,1.023723,1.0580426,1.0538923,1.1661587,1.0528122,0.84602845,1.2513595,1.0145472,0.95598656,1.0139041,1.1438806,1.0765551,0.85053205,0.9289013,0.8738558,1.1098057,0.83954227,1.0239698,1.0940807,1.0827138,1.0599874
pajamas,0.9799213,1.1866584,0.5571357,0.9007461,1.1235616,1.2159166,1.2059007,0.7898735,0.6370779,1.3021594,0.71471345,0.27262652,1.3895233,0.5401063,0.95069075,1.107492,1.4026917,1.242717,0.7654196,0.9232528,0.9791439,0.9810063,1.2394745,1.3182969,1.3662307,0.844586,1.0593202,0.9958204,1.3130499,1.1395401,1.077252,0.6791096,0.85639155,1.4167793,0.7320143,1.4334943,1.0947037,0.8051834,0.99920315,0.9676288,0.22919333,1.1348712,0.94130206,0.98088825,1.0245146,0.9590515,1.3392318,0.7620609,1.1733059,0.96966934,0.98384315,0.90353,1.2394427,0.7628478,1.258359,0.88037324,0.8537712,0.76637006,1.3587466,1.3730737,0.545253,1.183841,1.1225563,1.4472368,0.7682656,1.0136371,1.0052217,0.5524051,1.3537309,1.0773385,1.3001002,1.1105065,1.0781856,0.99939007,0.9207741,0.96583486,0.0,0.692479,0.67658067,1.0569191,1.2935525,1.2804147,0.97470254,0.91512024,0.8833057,1.1593772,1.3452282,1.0614319,1.1673566,1.2630768,0.9669777,1.0284755,0.722302,1.0890827,0.55037177,1.0355856,0.713461,0.872352,1.3032391,0.96543837,1.3602195,0.71489334,0.86441875,1.006607,1.0786891,1.3174608,0.9652951,0.699279,0.6963073,1.3532233,1.1448871,1.0556397,0.7945238,1.1812985,1.2620575,1.1024519,1.0239838,1.198705,1.2559979,1.3480393,0.9221442,0.85075957
pants,0.94999397,1.2556813,0.5877237,1.1093628,1.223739,1.1619768,1.2864717,0.7686554,0.6222472,1.1855102,0.5741304,0.6909373,1.344136,0.70754987,0.9592662,1.2246273,1.3179579,1.2297281,0.9709041,1.0542014,0.9138884,1.0815195,1.2530789,1.1933366,1.2959312,0.7380831,1.0257403,0.8634464,1.2350858,1.1679068,1.2886838,0.5704664,0.9586824,1.3522862,0.7820255,1.316929,1.1255963,0.92288715,0.80135643,0.73753554,0.8182773,0.9633393,0.63447404,0.8684218,0.91575694,0.88825,1.3646594,0.751771,1.1807466,1.0354372,1.0346346,0.946118,1.0820779,0.8313709,1.3686379,0.7164079,0.85534227,0.7576559,1.2439597,1.2547498,0.45912755,1.02383,1.0031414,1.3553761,0.87306404,1.2548125,1.0107378,0.7902638,1.2807279,1.3093362,1.1980107,1.1781273,1.0849255,1.2307183,0.6687349,1.148992,0.692479,0.0,0.9057357,1.0496999,1.2288563,1.2312461,1.0453749,1.0562382,1.0416002,1.2799762,1.3595974,1.3402553,1.2262357,1.2851577,0.80647385,1.083086,0.5385786,1.3216399,0.37138247,1.0403726,0.67237145,0.73710454,1.0458441,1.0401773,1.2514637,0.80713844,0.84009516,1.044179,1.0335964,1.2912647,1.1236992,0.5138698,0.75582576,1.3576992,1.0390936,0.9258425,0.98560435,1.2615631,1.395525,1.1105652,1.0556304,1.1730833,1.0507232,1.2086157,0.8429419,0.837808
paper,0.9477405,1.2352252,0.6296576,1.0253023,0.9399149,1.3222759,1.2316215,0.67450774,0.5983587,1.263006,0.7432349,0.5937106,1.2632875,0.72189116,0.8289735,0.5981482,1.321003,0.9789533,0.27464217,0.9352965,0.9974766,0.9286468,1.1891918,1.2319003,1.277824,0.946934,1.0765961,1.1084656,1.1642249,1.1921293,0.9791595,0.77681434,0.8822761,1.3154893,0.6923487,1.2938766,1.1993537,1.0042359,0.99579686,0.78900844,0.7420997,1.2944796,1.0861608,0.9621481,1.1446944,1.1349782,1.3790485,0.97528833,0.9168043,1.0148773,0.92490107,0.9016173,1.249058,0.968274,1.1572118,0.973005,0.91738653,0.81028277,1.3510062,1.295207,0.7699013,1.1675088,0.9488637,1.2494344,0.92486936,1.1060265,0.83523726,0.838434,1.267951,1.108827,1.2828555,1.1693702,1.1671021,1.0370438,0.8199264,0.99303514,0.67658067,0.9057357,0.0,1.1139079,1.1468815,1.18198,1.072583,1.0576648,0.8595387,1.1993184,1.1810567,1.2066419,1.1405876,1.0695056,0.9457077,1.0182942,1.0315967,0.9960833,0.71995556,1.0301487,1.0641778,0.8802493,1.2143712,0.7044494,1.4684331,0.707377,0.99385154,0.8826205,0.99470246,1.3600086,1.0466722,0.741512,0.42547822,1.2476395,1.260358,1.2419887,0.6017824,1.276025,1.0963024,0.74494284,1.0668489,1.1182232,1.2109373,1.3633572,0.8851139,0.85186887
pasta,0.96549904,0.9936696,1.0761367,0.9473454,1.0473377,0.7383984,0.899615,1.139542,1.1266043,1.1064545,0.9685875,1.0169407,1.0608491,1.0293806,1.1059041,1.1674976,1.1405228,1.0160357,1.2047058,0.8558065,0.8620872,1.1117408,0.9002452,1.0423595,1.0607957,0.8871604,0.8025862,1.0325339,1.0533161,0.93291235,0.9961969,1.0544752,0.74196494,1.1127775,1.0448004,1.1259532,0.7696868,0.91946036,0.902226,0.9878729,1.092812,0.8939548,1.069108,1.0148319,0.94591945,0.9256176,1.0043446,1.0382448,1.0124034,0.97831357,1.0650055,0.94696885,0.89722806,1.0173538,1.007536,0.85284656,0.9199375,0.8957743,1.0265106,1.0638536,1.0587533,1.0834289,1.0210371,1.0743306,1.0037788,1.1143444,0.9739113,1.056357,1.023839,0.97633463,1.0220076,0.9971999,1.023446,0.83185405,1.0137348,1.0839242,1.0569191,1.0496999,1.1139079,0.0,1.0546043,1.0429488,0.70953846,0.97138613,1.0979276,0.9735036,0.9605009,1.0647739,1.0754224,1.0059257,0.97389704,0.8471901,1.0182598,1.0921947,1.0350952,1.015444,1.0618984,1.0791441,1.0427784,1.1298747,0.9909547,1.034267,0.97443753,0.8299063,1.0037105,1.0815202,1.113398,1.0320513,1.1442811,1.1722584,1.0111288,0.9204699,1.076711,1.0114806,1.1913657,1.2108164,1.0229282,1.097049,1.0557327,0.9913044,1.0192306,1.0076538
pen,1.2270504,0.6284149,1.1532679,1.0887867,1.0148954,0.79309255,0.7250477,1.4053532,1.477406,0.58912987,1.3721567,1.1877785,0.7099407,1.4619949,1.2191237,0.6272967,0.50904584,0.992414,1.1877718,1.2080098,1.1790571,1.2042693,0.8775999,0.66947025,0.77473587,1.249567,1.0248663,1.083195,0.80324113,0.8890308,1.2021475,1.5001035,1.226156,0.19265407,1.4675062,0.6082836,1.0562131,1.1741805,1.2548949,0.9796841,1.2299179,0.6910223,1.1060779,1.106167,0.58303905,1.0971702,0.81300133,0.9006506,0.5291965,1.2042367,1.2160892,1.2495548,0.56960136,1.1448224,0.6198939,1.0695136,1.3009399,1.0063418,0.53350395,0.83437765,1.3359513,0.416628,1.0006204,0.59647685,1.4592009,1.0159695,1.2370079,1.3775432,0.69986695,1.0863366,0.49057877,0.73392475,0.72202724,0.98583305,1.2329053,1.1107165,1.2935525,1.2288563,1.1468815,1.0546043,0.0,0.08002579,0.81591827,1.1021903,1.3530984,0.88509655,0.7155621,1.0133215,0.99127245,0.8094826,1.3059173,1.2764906,1.1838417,0.72885406,1.2406073,1.0977972,0.9714307,1.2762629,0.7066914,1.1478388,0.38336217,1.1824378,1.0071927,1.2030661,0.62426454,0.5175596,1.0769498,1.1814151,1.3760676,0.7488098,0.5923955,0.6196076,0.852633,0.64212346,0.75135785,0.9742668,1.1732056,0.97251,0.7676275,0.40164703,1.3516616,1.021668
pencil,1.2241851,0.7055023,1.1357383,1.0801169,0.98983926,0.82211554,0.73140204,1.3703165,1.4481747,0.64332974,1.370532,1.1990566,0.73764867,1.4245092,1.2394109,0.72781515,0.5350355,1.0004045,1.215509,1.1787889,1.2167392,1.1319196,0.86250556,0.7103888,0.8698009,1.1906542,1.0191082,1.081679,0.72972095,0.92877656,1.1710588,1.4451666,1.1382822,0.21276152,1.428505,0.64086115,1.0754433,1.158351,1.2176063,1.0660447,1.2048491,0.71106255,1.1216035,1.0643374,0.6130765,1.0906693,0.82350934,0.96864414,0.5124616,1.1869553,1.2196225,1.2461561,0.5609098,1.1436414,0.62112784,1.043434,1.2701361,0.99161077,0.58603036,0.83636403,1.3065186,0.51008314,0.9961898,0.6052936,1.384486,1.0220252,1.2268816,1.3218703,0.7602552,1.0615976,0.5435968,0.83278733,0.7239665,0.9759463,1.19147,1.0980182,1.2804147,1.2312461,1.18198,1.0429488,0.08002579,0.0,0.8529819,1.1095554,1.3197596,0.9079984,0.78096807,0.95862776,0.93804324,0.83865047,1.2881935,1.2517171,1.1502472,0.65176594,1.2407876,1.1059908,0.986419,1.231699,0.8554449,1.1388912,0.4578696,1.2183797,1.0285366,1.2036338,0.67865956,0.5348978,1.0357324,1.1635745,1.3473554,0.7480825,0.5902009,0.6140339,0.81682944,0.7255024,0.7427667,0.993308,1.1738255,0.99943167,0.721293,0.43132758,1.3420541,1.0381515
pickle,1.0251471,0.73346853,0.90833974,0.81941617,0.9826025,0.7465678,1.0797899,1.2110969,1.2952957,1.0207118,1.1403098,0.8784907,1.1287496,1.2064067,1.1530132,1.1139992,1.1154771,1.1648861,1.1400448,0.93431854,0.97034484,1.0797691,1.066714,0.9894558,1.0614574,0.87332547,0.83673394,1.0730805,1.14362,0.971371,1.0422198,1.2557772,0.9546545,0.9738653,1.1389017,1.0931736,0.98203784,0.9341395,0.985044,1.1242383,0.9909402,0.76078725,0.96980387,1.0595444,0.63849455,0.89355505,0.9892975,0.8939403,0.8914505,0.9626446,1.0936347,1.0835506,0.8094357,0.9308034,0.8256214,0.8660632,1.11745,0.64067125,0.9717384,1.178286,1.0053751,0.993484,1.0628328,1.1376927,1.1999125,1.0021601,1.1315044,0.9091165,0.96408,0.921333,0.9800385,0.99513537,0.9579483,0.71295893,1.0934905,1.0102025,0.97470254,1.0453749,1.072583,0.70953846,0.81591827,0.8529819,0.0,1.1197972,1.0787153,0.9474549,1.01713,1.082793,1.0671991,1.0481974,1.0948242,1.1677375,1.0432824,0.97655123,0.99947464,1.0653737,0.85463274,1.2023094,1.0546839,1.0430126,0.91199684,0.98418224,0.93291396,1.0390445,0.83524525,1.034406,1.0936652,1.030393,1.2084084,1.1762655,0.7791667,0.7208878,0.85998166,1.0157442,1.1265019,1.1951218,1.0487187,1.0816835,1.028004,0.9098449,1.1127462,0.9508808
pillow,1.1900208,1.0504518,1.0546749,1.0249096,0.9559583,1.053056,0.8025267,1.157787,0.77167326,0.9020387,0.7969358,0.91731894,1.0526942,0.5219062,1.2208539,0.95722336,1.0460207,1.1362278,1.0911177,1.043566,0.94159824,0.9282145,0.9517931,0.78416955,0.9511549,0.9919527,0.88656443,0.76798415,1.1227795,1.0195292,1.0109849,0.80563354,0.646841,1.0597123,0.95773053,1.0009124,0.90605485,1.0374033,1.0766754,0.88581496,0.9454862,1.1020774,1.0270491,1.1149514,1.1182073,0.98894346,1.0331002,1.0691161,0.9808379,1.1220796,1.1457767,1.208167,1.1311431,0.753454,1.0686257,1.1536354,0.9844638,1.2300098,0.9853804,1.0468191,0.9842753,1.0689878,1.1028942,1.0888134,0.5660387,0.87671524,1.1585639,0.8070093,1.0628287,1.0312003,1.0939941,0.5981341,1.015518,0.9350362,1.0499475,0.7523033,0.91512024,1.0562382,1.0576648,0.97138613,1.1021903,1.1095554,1.1197972,0.0,1.1446435,0.99434507,0.919087,0.8019144,0.8321837,0.8764289,0.9909168,0.91061115,0.74584705,1.0002697,1.0960974,0.81283987,0.93498856,0.91117525,1.0649827,1.0977552,0.9667064,0.98146677,0.8584827,1.1946781,1.1991402,1.0489635,0.89542943,1.0541793,1.1453836,0.9316144,1.1040214,1.0515335,1.2495592,0.6071363,1.0777876,1.0421802,1.192872,1.0854043,0.9875003,1.1015627,1.131768,0.95119107
pizza,0.8353923,1.0886184,0.95539737,0.6613835,0.89799947,1.0162303,1.2816496,0.7582791,0.7909018,1.2805102,0.96447456,0.8741926,1.2446718,0.7844086,0.9252858,1.2543479,1.2915124,0.82496786,0.84353495,0.63488513,0.9971892,0.8396681,1.2259386,1.3413641,1.2266778,0.8431234,1.1524754,1.2434852,1.2238814,1.3445642,0.680912,0.83592194,0.93318963,1.3538482,0.89873666,1.2323639,1.1362063,0.97600657,1.068634,1.11679,0.9245111,1.2538774,1.0135578,0.95305055,1.2567565,0.8886088,1.0654365,0.9872615,1.2648304,0.7631076,0.9274819,0.7963002,1.2885047,0.90329987,1.0543481,0.9847258,0.5716305,0.9593806,1.2764163,1.2089729,0.86729395,1.3082905,1.0414243,1.3407513,0.7056036,0.67437553,0.721331,0.6556359,1.2388479,0.6999067,1.2266219,1.1931847,1.2665005,0.8297205,0.9499413,1.1211866,0.8833057,1.0416002,0.8595387,1.0979276,1.3530984,1.3197596,1.0787153,1.1446435,0.0,1.1521872,1.1584947,0.761727,1.136315,1.1583999,0.9957547,0.9359051,0.9640894,1.1835935,0.917198,1.00231,1.0248052,0.8106388,1.188147,0.943547,1.4120886,0.8811093,1.0587527,0.77313733,1.0415559,1.2298344,0.9904036,0.88702273,0.8144844,1.1523316,1.2514316,1.2890191,0.82054424,1.2556549,1.1375755,1.0096289,0.93882716,1.0850804,1.2731645,1.3909795,0.99363315,1.0289713
plant,0.90871596,0.93774426,1.2574168,1.0767728,1.0028186,0.9251037,0.86644316,1.2598583,1.2909328,0.8791307,1.1811857,1.2775787,0.69761324,1.2740502,1.0502677,0.9043925,0.7885289,1.0199857,1.2183863,1.231746,1.1047102,1.0852954,0.75542337,0.7219081,0.6893085,1.2930017,1.001157,0.7411712,0.8643322,0.83698446,0.97087055,1.2168704,1.2211056,0.855718,1.1618688,0.78502095,0.78201514,1.0069563,0.96661794,1.0831902,1.0385342,0.92606395,1.1247513,1.0566639,1.0767084,1.0584717,0.372904,1.1335604,0.8580769,0.8944915,1.0634125,1.0313863,0.9845952,1.0840385,0.8723748,1.1690618,1.2480994,1.2309928,0.9068675,0.71012974,1.3325238,1.017641,0.96420646,0.57848537,1.2406032,0.96833086,1.079535,1.2146409,0.70522,0.7914939,1.0037454,0.8120315,0.94525415,1.1177883,1.1999016,0.86838484,1.1593772,1.2799762,1.1993184,0.9735036,0.88509655,0.9079984,0.9474549,0.99434507,1.1521872,0.0,0.867227,0.9508275,0.7915729,0.8263782,1.0012065,0.8774486,1.2294569,0.919134,1.2871375,0.94407004,1.0924728,1.1444409,0.92395556,1.1422557,0.83815604,1.1390374,1.0191252,1.0868515,1.0938329,0.8638192,0.9297674,1.1745884,1.1696308,0.8444048,0.9808714,1.0606842,1.1450222,0.76151574,0.858726,1.0679798,0.8782059,0.848276,0.81008434,0.9291981,1.0125011,1.059958
plate,1.2881644,0.70982563,1.410993,0.94026226,0.7774687,0.79140586,0.6045229,1.3145063,1.451367,0.678896,1.3386767,1.2468474,0.74522316,1.4168897,1.1384326,0.5521574,0.6216624,0.63226485,1.1356425,1.0685171,1.2318165,0.91041434,0.8650366,0.5852392,0.59392786,1.3092836,0.97311467,0.9882245,0.6932148,0.6787857,0.9323347,1.5058608,1.1080366,0.5656948,1.3932166,0.4613765,0.93343365,1.1809448,1.1981632,1.0351869,1.220955,0.90075696,1.1634523,1.113974,0.99450964,1.1361823,0.7564509,1.1962104,0.7618099,1.2346249,1.1314574,1.0890688,0.8236263,1.2607797,0.5972009,1.2305773,1.2121737,1.352854,0.6306871,0.78228545,1.4685221,0.60924804,1.0346367,0.63309324,1.3567088,0.8897989,1.1091514,1.472069,0.6884821,0.9294668,0.6573375,0.5797748,0.8543043,0.9173662,1.2132627,0.86396223,1.3452282,1.3595974,1.1810567,0.9605009,0.7155621,0.78096807,1.01713,0.919087,1.1584947,0.867227,0.0,0.8223045,0.80589104,0.63619554,1.1849872,1.1672728,1.3022693,0.84357107,1.44223,0.8459089,1.1743281,1.2666337,0.6561677,1.1397829,0.5134103,1.1812229,1.1679463,1.0671518,0.7722473,0.6410928,1.0325581,1.4112236,1.2510335,0.3189994,0.8534157,0.963783,1.2492017,0.5590298,0.6905364,0.6484999,1.0958061,0.80841506,0.8802285,0.63009894,1.3104374,1.1553835
pumpkin,1.1420238,0.5314537,1.2665776,0.43026203,0.5849066,0.7584092,0.9446627,1.1296452,1.1331637,0.96793556,1.4163666,1.1945238,0.96069366,1.0056454,1.1472359,1.0824522,0.79353034,0.9313897,1.0976962,0.6080957,1.1155322,0.68818116,0.9844227,0.9969604,1.0181291,1.0617752,1.1384307,1.2394624,0.9358081,1.1065949,0.5020249,1.1720077,0.92527354,0.7654667,1.3255134,0.79750055,1.1270353,1.2261107,1.350337,1.330752,0.9809316,1.1056428,1.1263325,1.1106809,1.0669199,0.98291993,0.7474634,1.138377,1.0592169,0.93593013,1.0758367,1.067708,1.0348992,1.1426158,0.6388246,1.2123573,0.6977372,1.2676982,0.80363035,0.9795441,1.29533,1.1043692,1.1824859,0.9689726,0.7494874,0.3868574,1.0522257,0.9856675,1.009174,0.4948702,0.76964486,0.9366292,1.0396607,0.52954304,1.3711933,0.9996571,1.0614319,1.3402553,1.2066419,1.0647739,1.0133215,0.95862776,1.082793,0.8019144,0.761727,0.9508275,0.8223045,0.0,0.8102485,1.0239214,1.3324798,1.107096,1.057138,0.80367845,1.3106635,0.99499255,1.0965345,1.0772393,1.0400695,1.0847971,0.84764063,1.1344982,1.1886173,1.080846,1.0434375,0.79247725,1.0085404,1.2544672,1.2605542,0.6246804,0.94754755,1.0872277,1.1078137,0.91912514,0.6741088,1.02171,1.038697,1.0483862,1.0807912,0.89298403,1.3513106,1.0726914
purse,1.0676624,1.1815355,1.2319226,1.0664322,0.897058,1.0643193,0.86512434,1.1916206,1.2161984,1.0058252,1.1418351,1.2395216,0.78415775,1.2165136,1.0777595,0.91147816,0.8441728,0.90497375,1.083028,1.1620492,0.9153767,0.64971286,0.76852316,0.7652113,0.7030676,1.2007654,1.0340947,0.8108262,0.856665,0.8794823,0.89257765,1.1944678,0.9792311,0.9214591,1.0666279,0.8159463,0.90118414,0.87009454,1.040987,1.0774738,0.9917772,1.0846995,1.1355807,1.0443615,1.191566,1.0888206,0.70472294,1.2904358,0.7813849,1.0085081,1.0790976,1.1114842,1.1312228,1.0296521,0.86041915,1.3009143,1.2190951,1.2193713,1.032543,0.7696743,1.2542377,0.9587277,0.97662973,0.70504874,1.0028032,1.0358928,1.0458244,1.1222148,0.828814,0.86278826,1.1196299,0.82633114,0.77544475,1.0885717,1.0786653,0.8286577,1.1673566,1.2262357,1.1405876,1.0754224,0.99127245,0.93804324,1.0671991,0.8321837,1.136315,0.7915729,0.80589104,0.8102485,0.0,0.69599974,1.0223911,0.94299567,1.0484607,0.72837317,1.3068963,0.63164914,1.0447193,0.89343274,1.1505889,0.96643883,0.89615595,1.189192,1.1218836,1.0855919,1.0617771,0.96690434,0.694408,1.1681628,1.1819546,0.73806274,1.1188265,1.1553485,1.0268985,0.86563873,0.71591693,0.89779234,1.1766889,0.7937644,0.8069738,1.0375037,1.0877111,1.1091807
radio,1.1373258,0.9527955,1.1806166,1.1354336,0.962783,0.97952515,0.73457426,1.1797881,1.3088418,0.73689276,1.2388155,1.3179915,0.646753,1.255289,1.1982603,0.7807254,0.64634013,0.7844972,1.1172943,1.2080858,1.18452,1.033456,0.8954096,0.57772684,0.70187694,1.2144401,0.8819201,0.8656219,0.8123467,0.87110496,1.0279,1.3244412,1.1170316,0.76338273,1.2169917,0.65859354,0.71692944,1.0610869,1.0468676,1.0737456,1.2127132,0.94533163,1.0409961,1.1336191,1.1314893,1.192817,0.73971677,1.2195258,0.7840922,1.1937488,1.1057659,1.1657457,0.9884517,1.0506338,0.79151535,1.2074386,1.3042442,1.2124581,0.73462844,0.6766558,1.2497852,0.8628732,1.0444616,0.6415235,1.2473223,0.9911408,1.0510699,1.2966492,0.80274063,0.98769206,0.85011625,0.75133586,0.9571448,0.98813844,0.9276635,0.8902704,1.2630768,1.2851577,1.0695056,1.0059257,0.8094826,0.83865047,1.0481974,0.8764289,1.1583999,0.8263782,0.63619554,1.0239214,0.69599974,0.0,0.98955196,0.9729452,1.2572304,0.91192627,1.2936156,0.8980783,1.0589406,1.176877,0.9343797,1.1350315,0.71677744,1.1603537,0.9680141,1.0933181,0.93384856,0.72981906,0.85546094,1.1592474,1.2504091,0.6621016,0.9557737,1.0090711,1.1171108,0.6998263,0.81179905,0.892613,1.1168239,0.9052391,0.723935,0.7649572,1.1615748,1.0502818
refrigerator,1.0485249,1.3411802,0.9985848,1.2918174,1.1315248,1.1758595,1.1364071,0.7018263,0.7780229,1.1148062,0.53983116,1.0510956,1.1330553,0.8780603,0.98383075,1.1799076,1.087817,0.96732676,0.9747147,1.1955174,0.88925827,1.0086814,1.1967586,0.7363392,1.0195462,0.93371665,0.8303158,0.4687128,1.0300113,0.92556816,1.0808786,0.7041599,0.99118936,1.327186,0.46928012,1.0350994,1.053126,1.0916706,0.14059794,0.789659,0.9514124,1.1085045,0.95398813,0.92730695,1.282649,1.3362598,1.1811583,1.1712945,1.1358114,1.2391756,0.94402343,1.0200137,1.2257307,0.9949249,1.4193139,0.99726045,1.131773,1.0689063,1.257052,1.1317675,0.9008898,1.2170216,0.84186995,0.89825356,0.9295509,1.2376962,0.8870337,1.0400313,1.1270447,1.1923448,1.2645147,1.1051235,1.1750476,1.1260796,0.3683561,1.1096994,0.9669777,0.80647385,0.9457077,0.97389704,1.3059173,1.2881935,1.0948242,0.9909168,0.9957547,1.0012065,1.1849872,1.3324798,1.0223911,0.98955196,0.0,0.91467506,0.9505853,1.1987581,0.79148996,1.0890187,0.99888664,0.8901946,0.96181875,1.044949,1.3374219,0.9167829,0.87022185,0.9769506,1.2251045,1.1843274,0.84215796,0.6634036,0.81084996,1.1419075,1.3140227,1.2032402,1.1173843,1.1461331,1.3298922,1.0472668,0.8220409,1.0563213,0.66383135,1.2706901,0.41834807,0.8690813
