,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
scarf,0.5839103,1.1830255,1.3422763,1.2076945,0.42263436,1.2830036,1.3820758,0.96376014,1.2990038,0.74648565,0.6711193,0.48672783,1.2495337,0.85286117,0.32439756,0.9050265,0.4826851,0.85748494,1.1047794,1.3852134,1.4639312,1.1058748,1.0269196,1.3882046,1.2732583,1.4266087,0.99499696,1.2690749,0.74394906,0.98824507,1.3415825,0.7789591,0.7315758,1.2746844,0.99276626,1.2231911,1.2377487,0.59231347,1.1247389,1.4829986,0.6676607,1.4636533,0.74365807,0.9133622,1.0592294,1.3054227,0.62705046,1.1303989,1.2284703,0.692611,0.7631866,1.2271512,1.3285685,1.2083075,1.0054114,1.3003383,0.861281,0.8277248,0.8230609,1.3238814,0.9851008,0.97898716,1.3253013,0.8391473,1.0215117,0.7947742,1.3739347,1.0818012,0.7966864,0.36511028,1.0590593,0.43933034,1.1718292,1.1175911,1.3017571,1.2696276,1.1320727,0.9130128,0.8238101,1.0773156,1.0793896,1.1036452,1.3161838,1.3429205,1.0500531,1.2158332,1.252558,1.1411386,0.72615635,0.32777697,0.6362361,0.9081187,1.3840115,1.4317139,1.0271554,1.1667992,1.1600537,1.1545596,0.8018526,1.2034183,1.2656183,1.112592,0.980609,0.59661126,1.3108952,1.1591524,0.9538705,1.2418437,1.0369279,0.0,0.98411775,0.39988768,0.92094576,0.6533069,1.2225424,0.89782965,0.87960714,0.8386847,1.0373487,0.92090124,1.4583492,0.9840402,1.3265535,1.3020539,0.8001604,1.3510098,0.9234672,0.43459094,0.70910394,1.4012654,1.2102107,1.1513046,0.7961325,1.2421453,1.3776491,0.9206828,0.90666157,0.97227055,1.2819833,1.0068479
scissors,0.7910996,1.1749517,1.1677556,1.1209822,0.8332874,1.2468376,1.2984,0.62925816,1.1981858,0.7864394,1.0423164,0.92583257,1.087684,0.9091656,0.9312047,0.97567886,1.009501,0.84633493,0.9810802,1.3089364,1.2017933,0.9651808,1.0695305,1.176371,1.0352126,1.329668,0.6211732,1.0394136,0.91348344,1.085562,1.1136453,0.9389733,0.9969331,1.0814289,0.5974616,1.1914262,1.0068157,1.0232744,0.798213,1.1152692,0.9165551,1.2850885,1.0427058,0.9581235,1.0842241,0.8811926,1.0649775,1.013724,1.2845662,1.0128522,1.035037,1.1853789,1.0423944,1.2901549,0.95642877,0.6517661,0.86067206,0.95695716,0.78270763,1.2004845,1.1126763,1.0526996,0.81581837,1.0512917,1.2053038,0.82933176,1.2623211,1.0321056,0.4751153,0.9181827,0.97950333,0.87498647,0.4596945,1.056128,1.1347595,1.2062716,0.9532804,0.90203816,0.8437173,0.65080607,0.9975688,1.0572188,1.3368542,1.2183748,1.0349993,1.2738893,1.2284694,1.0913298,1.0283368,0.9314472,0.9156608,0.85737705,0.8857201,0.9998951,1.1100811,0.7853662,1.020391,1.2643757,0.78612876,1.0995749,0.6614452,1.0536232,1.0824376,0.72389144,0.9057614,1.0758433,0.998457,1.1536497,0.87892926,0.98411775,0.0,0.97106034,0.98358274,0.99390244,0.75536346,0.98992556,0.66356754,1.0195185,1.1098957,0.9597955,1.1914736,1.0105008,1.2974935,0.7298653,0.7502878,1.0918245,0.84215117,1.0006572,0.6774396,1.1524767,1.2499621,0.96048695,0.6132524,1.3007559,1.072837,0.7281913,0.9656149,0.8766018,1.1681927,1.1137724
shirt,0.6707669,1.2581832,1.3477706,1.1831903,0.29669142,1.3281277,1.3952115,0.90774024,1.3853815,0.7319201,0.6441948,0.49932647,1.3047478,0.80548954,0.17182803,1.0092726,0.5546654,0.8450603,1.1022654,1.416325,1.4937375,1.1212313,1.166719,1.3774399,1.226527,1.4449507,0.7240703,1.2445706,0.5656245,0.9518504,1.3969889,0.7178662,0.56511956,1.3266605,1.0103006,1.3024954,1.1979461,0.54536974,1.181391,1.5425856,0.6681559,1.4932952,0.7623497,0.83024454,1.0375435,1.3929249,0.5789165,1.1325299,1.273978,0.69494516,0.55178505,1.2146075,1.3829453,1.34266,0.9306462,1.3488375,0.9502782,0.8981177,0.8363935,1.3072193,1.0837461,0.92746437,1.2012984,0.62095803,1.108196,0.6520832,1.3990729,1.1717262,0.8576537,0.2608075,1.0279698,0.30192584,1.1288108,1.2078483,1.4181726,1.2745476,1.1494471,0.84197825,0.8265679,0.95131403,1.0479664,1.1218749,1.3569264,1.3974768,1.1532519,1.2224623,1.3335867,1.09029,0.88986635,0.097721815,0.41039562,0.8931713,1.5118284,1.5160115,1.1973736,1.1456996,1.2894058,1.2308617,0.6895306,1.2858756,1.3254898,1.159064,1.1046612,0.63915646,1.339845,1.1508067,0.8580644,1.1525195,1.1052492,0.39988768,0.97106034,0.0,1.0136774,0.4294678,1.3123889,0.9002667,0.8185168,0.81165457,1.1712803,0.9033498,1.4119685,0.9709893,1.3898975,1.4001355,0.8344394,1.3401792,0.8535173,0.19257367,0.600924,1.4769292,1.1791946,1.2445409,0.8762285,1.3198235,1.3941813,0.91271126,0.88802844,0.9975124,1.3945079,1.0508252
shoe,1.0080408,0.6227702,1.121547,0.995764,0.9421564,1.0994611,1.1963241,0.86485374,0.96270543,1.1229187,0.91874695,1.1046393,0.9869229,1.0311135,0.9376866,1.028178,1.0231991,1.0590241,1.1054775,1.2775259,1.2311739,0.99465466,0.5136397,1.1286485,1.1029131,1.216542,1.1597562,0.9337766,1.1193086,1.0583938,1.0647118,1.08164,1.0917052,1.0596094,0.9023492,0.8812129,0.99216783,1.0503751,0.75040495,1.2058065,1.0187829,1.2334138,0.90713835,0.8590331,1.0401374,1.0618429,0.913229,0.8069034,0.9879564,1.0192766,1.0399727,0.85008854,1.2229214,0.94884396,0.67082024,1.092978,0.96928585,1.0559009,1.0010399,1.137294,0.5680602,1.1708769,1.0294473,0.98739207,1.1473011,0.80751044,1.1489917,1.0273757,1.0311539,0.92427814,1.0600064,0.85390615,1.05396,0.9858184,1.1810784,1.0759965,0.93000805,1.0115155,0.7512221,1.1950727,0.8774856,0.976801,1.151243,1.0780166,0.75154227,0.9667395,0.9751837,1.0993863,0.93397796,0.9154091,0.85613203,1.002635,1.1919104,1.1824858,0.8952065,0.9422831,1.0647388,1.2188269,0.9685186,1.1070797,1.0653806,1.0323738,0.7341867,0.498816,1.0810909,0.8955839,1.2091832,1.1430176,1.0086826,0.92094576,0.98358274,1.0136774,0.0,0.83128965,0.9127611,1.1253016,1.0775851,1.0574719,0.11825955,1.2103473,1.1014408,0.520353,1.1785775,0.97563416,0.9561404,1.0786895,1.0136131,1.003312,1.077934,1.0129843,0.8180457,0.8682762,0.9357004,1.0864636,1.0866966,1.0233153,1.1770837,1.1042199,0.85737187,1.1774725
shorts,1.0244185,1.1688303,1.2534436,1.1402303,0.5368976,1.2841464,1.2864591,0.85902774,1.3033415,0.9425759,0.65879536,0.8256599,0.9080469,0.7003079,0.5419248,1.0909605,0.73693407,1.1507716,1.3396113,1.2960415,1.3062296,1.2193193,0.9335457,1.1693008,1.0595169,1.2068076,0.90835667,0.91342473,0.624094,0.73071945,1.431873,0.8624002,0.9303734,1.1932905,0.91869086,1.1718087,1.2527913,0.5576459,1.0808954,1.3284903,0.7804755,1.385439,0.8950253,0.80271184,1.0222198,1.132735,0.5688629,0.9176035,1.1235412,0.8415556,0.84173405,0.93088907,1.3444982,1.3526996,0.5865404,1.0783913,1.1595563,1.1560228,0.99905694,0.9868455,0.8224131,1.0510423,1.1565949,0.6761919,1.183532,0.6328202,1.1596023,1.23,0.9263375,0.62443084,0.9240941,0.34157443,0.8932273,1.1428869,1.4057512,1.0549784,1.1957439,1.0097874,0.7429621,1.0799882,0.8967259,1.1816533,1.1948857,1.0262406,0.8839232,0.85740906,1.0726757,0.83388704,1.0010754,0.47072804,0.2334876,1.160486,1.374192,1.340138,1.252801,0.9443684,1.3100427,0.970641,0.7896563,1.2534418,1.328151,1.2293123,0.9404445,0.5137575,1.1811932,0.8763743,0.8896233,0.9971007,1.1126984,0.6533069,0.99390244,0.4294678,0.83128965,0.0,1.0697142,1.0545845,0.7585323,1.0749774,0.8677758,0.9809934,1.2960131,0.7944651,1.3670847,1.0423148,0.8475988,1.1431717,0.96428025,0.5628866,0.90742695,1.4204644,0.8342164,1.0665263,0.81297827,0.9810075,1.4852047,1.1945328,1.2261178,0.9256021,1.0358355,1.0855367
shovel,1.2606225,0.8750342,1.0997392,1.0181049,1.1376729,1.1024818,1.0147681,0.87600124,0.8991496,1.0005763,1.2333773,1.3429048,0.86879516,1.0645463,1.3578633,0.9833046,1.3181158,1.1768715,1.1611766,0.9221499,0.8486123,0.9624226,0.91398054,0.91305494,1.0327332,0.84763134,1.2242277,0.6931546,1.2048824,0.8543248,0.91262996,0.94316894,1.1781324,0.9878943,0.58040726,0.8923829,0.93657494,1.1573333,0.7378777,0.80072623,1.1442423,0.9255334,1.1111575,1.0335431,0.8470485,0.7128369,1.1351854,0.9253382,1.0295618,1.2315048,1.1999344,0.9029327,1.038389,0.94870764,0.81307596,0.6270536,1.1806967,1.1795737,1.0325435,0.8995061,0.9649324,1.2421861,1.0809592,1.095471,1.1264682,1.0438983,0.96072,1.0858732,0.85860753,1.2547358,1.0290282,1.2676506,0.6733242,0.60209,0.77562916,0.81901723,1.0030937,1.1360934,1.078594,1.004228,0.99131954,1.0527443,0.98861575,0.66085666,0.8454486,0.8509271,0.9503688,0.83139277,1.0796787,1.3328797,1.149613,1.0616363,0.7086336,0.72713614,0.89804184,0.9099735,0.9966361,0.93844074,1.1767138,0.89839566,0.7860329,1.0922799,0.9963276,1.007001,0.7852382,0.8358488,0.8937754,1.0346154,0.9269751,1.2225424,0.75536346,1.3123889,0.9127611,1.0697142,0.0,0.9401837,0.8690963,1.1089356,0.83988774,1.2328278,0.9903592,0.9138612,0.9930239,0.41841382,0.7876837,1.0090231,1.0563504,1.2920116,1.0948052,0.8765426,0.8875671,0.6936368,0.859962,0.7739886,1.0357349,1.181409,1.1676798,0.6371167,0.8099272,0.8725946
shower,0.9058278,1.1641784,1.2699616,1.1296942,0.7874582,1.197102,1.2192409,1.1023152,1.055652,0.37720478,0.91345227,0.628269,1.2173932,0.7514788,0.9041436,0.97509027,0.72332174,0.7315885,1.0729904,1.1690955,1.1411564,0.6861414,1.2494045,1.132925,1.2324334,1.1422216,0.9328184,1.1620733,0.8772075,0.8197322,1.1549261,0.56806546,0.8709661,1.077775,0.9299575,1.2322932,1.1016184,0.76620615,1.0953138,1.2629927,0.5733684,1.1140516,1.1123587,1.146798,0.75094664,0.93626976,0.94588304,1.1409348,1.2851528,0.7954434,0.9932225,1.2348492,1.3053923,1.1300384,1.2485254,1.2543898,1.2309575,0.8255926,0.8300973,1.2328779,1.3351177,0.8500515,1.2374585,1.0466474,0.9861362,1.0369912,1.3014724,1.2164984,0.90695536,0.74029344,1.105436,0.8154466,1.0698684,0.71881175,1.0597045,1.1492268,1.0866753,0.8491824,1.0473224,0.9989978,1.1331054,1.050722,1.1815343,1.2019062,1.2004981,1.2012365,1.2479488,0.91030467,0.96784216,0.8513793,0.9579041,0.9346166,1.2218215,1.2471565,1.0760067,1.1921693,1.2115734,1.0999801,1.002695,1.1697055,1.0253799,1.2226436,1.0915462,0.9174325,1.022375,1.0948476,0.6546341,1.0025612,1.1469612,0.89782965,0.98992556,0.9002667,1.1253016,1.0545845,0.9401837,0.0,0.70399296,0.74379855,1.2354871,0.86503136,1.1810206,1.0810865,1.1243815,1.2004633,0.9269757,1.2810657,1.0167054,0.8625416,0.59271264,1.0985824,1.2655325,1.1150072,0.87762916,1.1777096,1.2061604,0.8072688,0.8501776,0.88399506,1.2304487,0.755124
sink,0.97899216,1.3069111,1.3591598,1.1598337,0.6956383,1.4195284,1.3568802,0.8623824,1.2182558,0.3330502,0.98111254,0.7742629,0.9965269,0.55784917,0.88488114,1.0839894,0.8845366,0.8960755,1.200086,1.1994944,0.89734685,0.83138895,1.1977408,0.97290134,1.1238366,1.0467215,0.5819021,0.9990902,0.6657363,0.5955481,1.2352192,0.6601667,0.87924147,0.9782637,0.72292197,1.2669735,1.2492638,0.6358276,1.0982527,1.2720022,0.6138958,1.1166236,0.9646452,1.076849,0.83485276,0.7321346,0.8327786,1.1881238,1.3423893,0.9701934,0.94304776,1.2752075,1.2700009,1.356804,0.9027982,0.8931396,1.2654724,1.0612096,0.59161854,1.1574216,1.3353004,0.83689356,1.2073286,0.9303846,1.0726318,0.86974764,1.3483274,1.3308818,0.6003477,0.8100297,0.8905895,0.7130116,0.63150465,0.92647994,1.1223379,1.0548389,1.1788934,0.7755182,1.0678235,0.74439514,1.1737256,1.2091647,1.3121567,1.1960723,1.0612688,1.2258792,1.2946827,0.67868084,0.9328064,0.7878895,0.6740435,0.98098576,1.1799519,1.2297803,1.2540398,1.0634688,1.2976065,0.90306914,0.8310174,1.2025545,0.780977,1.304765,1.2918034,0.75050116,0.8680032,1.1335083,0.5371264,1.1392328,1.0120269,0.87960714,0.66356754,0.8185168,1.0775851,0.7585323,0.8690963,0.70399296,0.0,1.0464678,1.1667125,0.82253945,1.3329502,1.1405896,1.2545227,0.86758935,0.8395027,1.2875352,0.99471474,0.8206006,0.55951834,1.1460333,1.254849,1.0308843,0.7473114,1.2389138,1.4343821,0.7601782,1.0379994,0.5596694,1.1978745,0.8846486
slide,0.65413225,1.0044894,1.2953275,1.0697349,0.8714912,1.1344047,1.1377141,1.0617073,1.0689269,0.7316574,0.8370214,0.52023053,1.3432568,0.6793591,0.79832184,0.7184804,0.4868049,0.5362805,0.7459271,1.2725017,1.271903,0.75758594,1.2358626,1.0827553,1.2349763,1.272601,0.9054081,1.3944632,0.9746878,0.87204194,1.1625717,0.8366175,0.8477018,1.2204334,1.0192516,1.2356077,0.96235704,0.73703593,1.1350541,1.343343,0.6252941,1.1285642,0.961498,1.0972291,1.0226974,1.2597926,1.0447806,1.199252,1.27338,0.8569066,1.0100214,1.3864723,1.1975334,1.0969821,1.297059,1.354703,0.9004787,0.7067307,0.8575169,1.4091377,1.1478508,0.9574794,0.9681837,1.0960437,1.0322044,1.1216308,1.3013446,0.9401239,0.82375205,0.7942165,1.165759,0.8404412,1.2566552,0.8916134,1.2025341,1.2997842,0.95289826,0.78121793,0.8056792,0.945584,1.2018433,0.9926571,1.3494303,1.1573937,1.3447618,1.3442283,1.3296919,1.1229407,0.9933581,0.78178596,1.0005198,0.7966493,1.2485358,1.3225548,0.8370757,1.044001,0.96910036,1.1793242,0.9555414,1.0989735,1.1397866,1.015823,1.0721784,0.9508352,1.1818485,1.2696891,0.98486584,1.0123302,1.0099337,0.8386847,1.0195185,0.81165457,1.0574719,1.0749774,1.1089356,0.74379855,1.0464678,0.0,1.2082838,0.84657145,1.1029487,1.0079296,1.14927,1.4133196,0.9797871,1.2130255,0.69884145,0.8634648,0.606551,1.0677416,1.4014564,1.2781624,0.95409155,1.065967,0.8712773,0.67772406,0.78201914,1.0544527,1.398503,0.90499985
slipper,1.2014377,0.6558124,0.9226674,0.91608876,1.0960941,0.9674655,1.0456727,0.83367586,0.92305106,1.3216807,0.9515774,1.3027549,0.7739502,1.1218225,1.1048259,1.1583552,1.200932,1.2406311,1.1828476,0.9992848,1.0132171,1.13638,0.36812794,1.0355943,0.94150275,1.013362,1.2846088,0.68465877,1.2104919,1.082778,1.0356477,1.2217214,1.2006243,0.96968466,0.9925962,0.6803006,1.0315726,1.1570488,0.70463425,0.88290966,1.2300639,1.0244468,0.9668865,0.82570636,1.104249,0.9865777,0.939813,0.74094236,0.8228003,1.109968,1.1153026,0.6229942,1.0171336,0.9380151,0.51880217,0.9505897,1.0134134,1.1948254,1.1551075,0.84258324,0.49359286,1.1672218,1.0198817,1.0236669,0.9970791,0.8538929,0.8904673,1.0356175,1.15194,1.1132118,1.0617629,1.018567,1.0125033,1.0009338,1.0911155,0.82876134,0.99898237,1.1766132,0.8689524,1.2661312,0.78852654,0.997672,0.83321023,0.8808681,0.600764,0.780424,0.77145934,1.1149224,1.0189002,1.1187999,0.94992816,1.1845763,0.98259807,0.90479934,0.9599136,0.9064592,1.0458587,1.0330185,1.0451677,1.0743144,1.0244458,1.0087929,0.72948205,0.62506235,1.022145,0.75226045,1.310139,1.0381376,1.0594602,1.0373487,1.1098957,1.1712803,0.11825955,0.8677758,0.83988774,1.2354871,1.1667125,1.2082838,0.0,1.2819765,0.9654943,0.6052992,1.0242057,0.7543302,1.0534092,0.94747204,1.1212494,1.1798005,1.3144417,0.92637455,0.5579582,0.69471145,0.99576277,0.9372166,1.0067207,1.233921,1.2745168,1.1352922,0.5976909,1.2296972
snow,0.9214272,1.1574296,1.1787933,1.0834497,0.87238634,1.1437691,1.1152205,1.1002246,1.0712012,0.66894585,0.8054496,0.5973436,1.0878212,0.7663922,0.8940481,1.0354375,0.6379652,0.79105145,1.0925593,1.1219077,0.9870691,1.134039,1.281404,1.1374224,0.9127684,1.0910033,0.84450936,1.1072106,0.70078135,0.9547063,1.0926917,0.96331614,0.8423738,1.1135367,1.0484275,1.1430471,1.1471224,0.8177291,1.2147739,1.1053848,0.8766381,1.1659067,0.98622787,1.1596084,1.1456643,1.0127912,1.0053248,1.1051923,1.1363361,0.73635983,1.0530182,1.212259,0.98762137,1.1214156,1.2089381,1.0210831,1.07449,0.9098399,0.92374617,1.0640851,1.2070227,0.55914396,1.232287,1.0452173,0.9515666,1.0909425,1.1112304,1.0413065,0.93633354,0.8632217,1.1527201,0.77980524,1.0018312,1.0911132,1.0912801,1.1230284,1.0235858,0.9987089,1.0909834,0.8684167,1.1020374,1.0663295,1.15171,1.1186116,1.1560909,1.2016027,1.2179453,1.0859206,0.92341965,0.8590983,0.8934694,1.0048296,1.040711,1.0988425,1.1073977,1.033296,1.0635815,0.80875695,0.9791166,1.0717185,1.0074946,1.0294167,1.1897216,1.0617566,1.1192945,1.101286,0.9255173,0.8855661,1.0848585,0.92090124,0.9597955,0.9033498,1.2103473,0.9809934,1.2328278,0.86503136,0.82253945,0.84657145,1.2819765,0.0,1.1291659,1.1590596,1.1549026,1.1326532,1.1109265,1.100039,1.0381678,0.8413093,0.76809525,1.1582448,1.2211778,1.2209862,0.9466697,1.0732882,1.2012111,0.9664618,0.8428971,1.0186532,1.2534112,1.0642476
soap,1.34321,0.78397655,0.57301855,0.78381765,1.4726343,0.49220467,0.39324462,1.1344736,0.81430817,1.3857493,1.1363865,1.4038081,0.81856585,1.1803603,1.4296577,1.2309929,1.3061632,1.1973615,0.93794405,0.6441134,0.7056066,1.0498333,0.9222777,0.59995747,0.6531897,0.6656631,1.2565752,0.84773695,1.3967735,1.1548584,0.55635154,1.4319495,1.2194291,0.6439843,1.168886,0.6571614,0.8462887,1.2979453,0.95148695,0.5666007,1.3149693,0.4464823,1.2604084,1.031282,1.0777439,0.8816419,1.277549,0.8810693,0.6152425,1.2336648,1.2010636,0.7631616,0.6532202,0.64362764,1.0335231,0.9118719,0.97169256,1.1773168,1.2496722,0.8153478,0.9011574,1.1311668,0.7061721,1.2084718,0.88423043,1.2413194,0.55915344,0.91094494,1.3486648,1.4046439,0.9730582,1.4349765,1.1376238,1.045759,0.8133464,0.85004324,0.89847475,1.0321178,0.958519,1.2666017,0.8962572,0.8241856,0.6244622,0.68407047,0.95489633,0.85148644,0.57801306,1.0632286,1.2198201,1.4708283,1.3872508,1.0974308,0.7007363,0.67001486,0.88703245,1.0237764,0.8646581,0.8084984,1.3647166,0.93465966,0.9137729,0.90104073,0.9395109,1.3706312,0.82608235,0.8274638,1.2995495,0.64971685,0.9763535,1.4583492,1.1914736,1.4119685,1.1014408,1.2960131,0.9903592,1.1810206,1.3329502,1.1029487,0.9654943,1.1291659,0.0,0.9474112,0.6216892,0.81716955,1.2326933,0.58730936,1.1467026,1.3691065,1.506643,0.52615803,0.7794467,0.92241377,1.1656923,0.7133547,0.58165395,1.19653,1.1871927,1.1695817,0.7925322,1.1137115
sock,1.0762963,0.40402126,1.0919226,0.96505797,0.76689184,1.0152649,1.0870099,0.92396855,1.1270286,1.1394234,0.7566445,1.0266787,1.0815098,1.0556381,0.8661354,1.0322723,0.9493876,1.1149253,1.1431053,1.2500328,1.2388988,1.0945628,0.7218505,1.0478238,1.1829858,1.1917305,1.1703185,0.98600906,1.0506694,1.0871768,1.1237652,1.0977144,1.0000083,1.0761809,0.87463176,1.0156529,0.92050266,1.0608107,0.7846931,1.1944652,1.0314078,1.1730392,1.0703806,0.78712404,1.0327693,1.1559434,0.7990364,0.8441541,0.94601506,0.85726213,1.151655,0.7140454,1.2598897,1.0873516,0.674107,1.0721778,1.1161479,1.0658933,0.9061688,1.14908,0.35481656,1.1394386,0.85928106,1.1005228,1.1974758,0.6546166,1.1897613,1.1564894,1.093603,0.95836574,1.0231961,0.8416176,0.98806953,1.0703467,1.2483091,1.0218096,0.91254485,0.9739332,0.5092935,1.2440128,0.8856651,0.8391764,1.1076419,1.0427613,0.95071524,0.87550443,0.8186778,1.0825053,1.1210446,0.874344,0.88645643,1.0035185,1.1905657,1.1765665,0.9388602,0.8882587,1.0642799,1.1574006,1.0332388,1.1748267,1.189959,1.1972821,0.5486804,0.7573086,1.1647015,0.7578099,1.1430678,0.9620395,1.0264652,0.9840402,1.0105008,0.9709893,0.520353,0.7944651,0.9138612,1.0810865,1.1405896,1.0079296,0.6052992,1.1590596,0.9474112,0.0,1.1903958,0.9625077,1.082717,1.1397648,1.0621755,1.026145,1.1164316,1.1422288,0.6932827,0.87356687,0.95557773,0.99015236,1.1806982,1.1181283,1.2343842,1.0956957,0.9513552,1.1025751
soup,1.2584553,0.90268004,0.50499105,0.64287317,1.4228731,0.5017085,0.51040435,1.1056737,0.8028252,1.2548746,1.2481133,1.3496935,0.8196324,1.2889175,1.384284,1.1061856,1.3362021,1.1153039,0.89611685,0.5444373,0.5751738,1.0333215,0.9661844,0.8169472,0.8937467,0.6088306,1.1995192,0.8822175,1.2841976,1.1608955,0.6971825,1.2315726,1.1581886,0.67186236,1.2444791,0.7411839,0.7838451,1.3624616,1.0243698,0.566808,1.3175173,0.52689207,1.1781243,1.1170087,1.0582693,0.89273053,1.2417469,0.99729097,0.60990876,1.1498145,1.1502677,0.8888832,0.63563293,0.75160706,1.2436501,0.95556873,1.0417377,1.0478629,1.22505,0.74805784,1.1229401,1.0548333,0.93727374,1.2007822,0.76783013,1.346706,0.66487736,0.86239934,1.299504,1.3414638,1.1624511,1.4627628,1.1477402,0.93038595,0.67572165,0.7399206,0.8805438,1.1689559,1.293519,1.053399,1.0644554,0.91074955,0.5918584,0.7929964,0.8897433,0.85337496,0.5226404,1.0349939,1.1144496,1.4361504,1.4210048,1.073375,0.6578867,0.5919963,0.948998,1.0100338,0.8344139,0.80815303,1.2629151,0.8036324,0.9057089,0.85789067,0.9404773,1.4281375,0.8264768,0.9941495,1.1437566,0.9069693,1.0031011,1.3265535,1.2974935,1.3898975,1.1785775,1.3670847,0.9930239,1.1243815,1.2545227,1.14927,1.0242057,1.1549026,0.6216892,1.1903958,0.0,0.9683912,1.2701881,0.7571951,1.121815,1.3560197,1.3210294,0.6532426,0.90785635,0.92180574,1.157348,0.8234767,0.6355877,1.1098198,0.90858185,1.1591605,0.8550126,0.9650837
spoon,1.4217343,0.9297039,0.89426327,1.100697,1.3163662,1.0121354,0.89162093,0.9015656,0.88939923,1.2181426,1.2342199,1.4931028,0.6173861,1.1141429,1.4122728,1.1898257,1.4776616,1.3657671,1.2038769,0.6757856,0.64693964,1.1694446,0.7949777,0.8153713,0.7468555,0.7040477,1.1664692,0.3784783,1.1705059,0.9404918,0.8608833,1.2020906,1.2587198,0.9156203,0.76368046,0.73935324,1.1322258,1.2279582,0.7512102,0.45699447,1.3772539,0.79656714,1.2295141,1.0020492,0.9879974,0.5753203,1.1260535,0.7414926,0.83496845,1.3244784,1.2767062,0.6025816,0.77094376,1.0432036,0.5598701,0.34549284,1.1320602,1.3371401,1.1178738,0.50956875,0.7995702,1.1022753,1.0116082,1.1190921,1.0547464,1.0376904,0.6466262,1.0524545,0.9467107,1.4147366,0.92639595,1.2886739,0.48918104,0.8531162,0.8031082,0.61984587,1.1672814,1.2736849,1.1961946,1.0744023,0.82170886,1.2281861,0.64126825,0.5334663,0.6450337,0.74733305,0.7476048,0.90661544,1.235445,1.4432182,1.1169711,1.2452297,0.50286186,0.473962,1.0503078,0.85547155,0.9663948,0.74876666,1.181903,0.8758442,0.7033014,1.0278963,1.0445906,1.0814444,0.7416306,0.63281226,1.0301261,0.8637937,1.0117209,1.3020539,0.7298653,1.4001355,0.97563416,1.0423148,0.41841382,1.2004633,0.86758935,1.4133196,0.7543302,1.1326532,0.81716955,0.9625077,0.9683912,0.0,0.9356978,0.8379305,1.1846844,1.3822536,1.3536062,0.84659755,0.5721775,0.51742727,0.8813156,0.7233947,1.0143098,1.3491404,1.3148074,0.77094924,0.4844532,1.062974
sprinkler,0.8313554,1.1982925,1.1690769,1.0594051,0.8333176,1.1387832,1.1723999,0.8175992,1.1161228,0.87129074,1.0270696,0.9362636,1.1092055,0.92265713,0.8200319,0.9392616,0.95439494,0.91421384,1.0852643,1.1907959,1.2691174,0.93259555,1.0738132,1.0656946,1.1315044,1.2143401,1.0055081,1.0230349,1.0182164,0.9014219,1.1032767,0.8376004,0.99350846,1.201948,0.8541461,1.1298451,1.1235117,0.88772696,0.98086506,1.2493294,0.8756255,1.1989706,0.8202652,0.9915033,0.939025,1.099691,1.0049993,1.0289499,1.1927563,1.1385332,0.96500707,1.2642202,1.2205452,1.0867686,0.9776826,1.1140833,0.95624703,0.98655415,0.828175,1.2131655,0.96385,1.1915474,1.1189919,0.95497555,0.9549685,0.89224166,1.1734571,1.0628915,0.75045526,0.86864686,0.9352513,0.8428707,1.0045339,0.8491477,1.0962293,1.2117963,1.0166191,0.87485737,0.8217298,0.9429509,1.1234556,0.99176574,1.2754004,1.0655533,1.0046662,1.1686163,1.2373581,0.9489235,0.9279642,0.82626426,0.82883203,0.89298,1.2098415,1.2281092,1.0266682,0.9547815,1.1535798,1.2754061,0.8515251,1.0991623,0.8553782,1.0322924,1.0261512,0.7094547,1.0920658,1.148459,0.9400223,1.0642275,1.051851,0.8001604,0.7502878,0.8344394,0.9561404,0.8475988,0.7876837,0.9269757,0.8395027,0.9797871,1.0534092,1.1109265,1.2326933,1.082717,1.2701881,0.9356978,0.0,1.0604401,0.6105601,0.90095365,0.7433052,1.1103252,1.2462878,1.0419196,0.72057307,1.0236669,1.0207579,0.840239,1.0251809,0.78291076,1.1530949,1.041525
