,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
flower,1.1237959,0.6968322,0.84902525,0.9234228,1.3709444,0.6566615,0.7336168,1.2978294,0.7244247,1.22862,1.2000017,1.2940817,1.0155177,1.3339171,1.3082123,0.9282589,1.2033837,1.13497,0.90303695,0.7849101,0.7854604,0.9785671,0.97821605,0.81371635,1.0483352,0.7897521,1.3131022,1.1345564,1.2639513,1.1294991,0.30980325,1.1419194,1.1789039,0.815772,1.099101,0.6141746,0.800577,1.2417779,0.9696123,0.85115755,1.2436433,0.73143536,0.97750854,1.1060212,0.864388,0.90996164,1.2231733,1.0310608,0.7722042,1.1202457,1.1453834,1.0683562,0.82882285,0.0,1.170878,1.0172383,0.9268059,1.063357,1.1496445,0.9945021,1.0531305,1.0484229,1.0396724,1.1607664,0.8161627,1.3566583,0.83812654,0.8796925,1.1930475,1.3063092,1.0307682,1.3885798,1.2556145,0.90213996,0.45358145,0.9611622,0.87268674,1.0626762,1.1682943,1.1194127,1.1746343,0.8544717,0.8545689,0.83713883,1.0015115,0.9474473,0.9129119,0.9914937,0.6049315,1.3281107,1.3568797,0.8184171,0.8326456,0.8550567,0.6662837,1.1613953,0.85140324,0.89561504,1.3019675,0.69078726,0.8418224,0.8977812,0.93174356,1.3237768,0.9120074,1.0775723,1.1097015,0.9856173,0.8249391,1.2083075,1.2901549,1.34266,0.94884396,1.3526996,0.94870764,1.1300384,1.356804,1.0969821,0.9380151,1.1214156,0.64362764,1.0873516,0.75160706,1.0432036,1.0867686,0.8568182,1.1166949,1.2436401,1.2901593,0.64004004,1.0538994,1.1141858,1.2603791,0.7992617,0.72288334,1.0376152,0.9828496,1.0359688,0.9328698,0.9610446
foot,1.2181702,0.9497419,0.99198955,1.1637312,0.92722106,1.1200193,1.0833116,0.8032141,1.1121258,1.2611886,0.92343473,1.2577592,0.8204594,0.8891226,1.0105516,1.1533803,1.1691431,1.332855,1.3945625,1.0414009,1.0860307,1.301409,0.58870804,1.0606542,0.8493655,1.0550131,0.9610647,0.49190027,0.8179937,0.87391174,1.2396762,1.0822285,1.0756083,0.96917117,0.8447552,0.7824929,1.23213,0.9116854,0.7458087,0.93352234,1.0883437,1.1762712,0.8650602,0.7553084,1.0511844,1.0013566,0.7938632,0.76484454,0.8586639,1.1104198,1.0071249,0.63179123,1.0036404,1.170878,0.0,0.8318956,1.0449501,1.3694495,1.1436303,0.7155825,0.6157243,0.9679628,1.0040435,0.8321488,1.1343058,0.73670685,0.9049912,1.1317239,0.96232647,1.1640162,0.86974186,0.86860645,0.75227994,1.0504426,1.2173753,0.74265146,1.2301449,1.1774701,0.8301858,1.1675458,0.831654,1.1717002,0.8829713,0.8221487,0.76907694,0.6927005,0.77049625,0.9508971,0.9586961,0.99517494,0.6256182,1.3310502,1.1070551,1.0264571,1.2544029,0.92601687,1.1138339,0.8977291,0.97228736,1.1458298,1.1239808,1.067325,0.93803596,0.78852177,1.1046075,0.6100236,1.1177765,0.8328057,0.9238399,1.0054114,0.95642877,0.9306462,0.67082024,0.5865404,0.81307596,1.2485254,0.9027982,1.297059,0.51880217,1.2089381,1.0335231,0.674107,1.2436501,0.5598701,0.9776826,0.9545461,1.0629476,1.0417733,1.2469264,1.2404763,0.49393696,0.7719803,0.95225996,0.89633775,1.2129287,1.3605396,1.2728713,0.91406494,0.6802574,1.1919523
fork,1.329196,1.058333,0.9860096,1.0212604,1.3299098,1.1295276,0.99542016,0.95587015,0.8465121,1.1857522,1.1906813,1.4053116,0.6255361,1.1450702,1.3797684,1.0566286,1.3842764,1.2434822,1.0551176,0.70865035,0.61161315,1.1782306,0.9717945,0.9517897,0.7685333,0.6912091,0.9879565,0.5317269,1.0397073,1.0371181,0.7941673,1.2175652,1.3133061,1.017708,0.5882696,0.92352337,0.9306044,1.238652,0.7745608,0.44845194,1.3041868,0.87336063,1.2429577,1.1597351,1.1091363,0.47788507,1.2466621,0.7553444,0.9571008,1.2065744,1.1717339,0.7251699,0.64569384,1.0172383,0.8318956,0.0,1.0778264,1.2022665,1.2111917,0.53194183,0.9833603,1.0368133,0.9948254,1.046042,1.0445008,1.0947978,0.6905172,0.9778075,1.0212039,1.3567073,0.97016084,1.2645941,0.3639062,0.9850453,0.69005185,0.6194483,1.0620631,1.2734582,1.2792495,0.8195716,0.8256187,1.1388713,0.74248016,0.6095009,0.7016796,0.7191979,0.95429623,0.90299594,1.1434156,1.3752983,1.1743629,1.0992502,0.33868217,0.4001462,1.1096916,0.76817334,0.8304529,0.69010043,1.1475197,0.79342866,0.7300814,1.0198101,1.1873916,1.1987733,0.6140963,0.7735021,1.0320443,0.947827,0.9843466,1.3003383,0.6517661,1.3488375,1.092978,1.0783913,0.6270536,1.2543898,0.8931396,1.354703,0.9505897,1.0210831,0.9118719,1.0721778,0.95556873,0.34549284,1.1140833,0.8888524,1.3164747,1.3504636,1.3491287,0.9399319,0.74452615,0.5898808,0.9279868,0.76078975,1.1052394,1.3193974,1.1935984,0.9895911,0.5975497,0.89096236
frog,0.49175477,1.030171,0.92756265,1.0821917,1.1080076,0.96961725,1.0638504,0.95604604,1.0399078,1.1905365,1.2150578,0.986176,1.1268444,1.1000903,0.8597003,0.6631131,0.9365117,0.92255706,0.66867083,1.1769857,1.1444212,0.90359455,1.03314,1.0732138,0.88178104,1.2159252,0.96810573,1.2007174,1.1928003,1.1644378,0.969945,1.1303096,1.0868099,0.96090734,1.1295779,0.98258066,0.9857144,1.1198595,0.9218446,1.1053634,1.0961769,1.1180285,0.7696841,0.80748075,1.0631669,1.0654182,1.1827706,1.0922306,1.0536193,1.176287,0.97250885,1.1749113,0.5949228,0.9268059,1.0449501,1.0778264,0.0,0.8208154,1.0773655,1.2529509,0.8156314,1.1668799,0.7577775,1.1012253,1.0579693,1.0410647,1.0501351,0.46405995,1.0448889,1.0901895,1.0829272,1.1806391,1.2338221,1.0570985,1.0569807,1.2571284,0.87042737,1.0340477,0.9020961,0.9855548,1.0828266,0.9320533,1.2214706,1.1840373,1.2431782,1.2657583,1.1117086,1.2418116,0.8734698,0.98540246,1.2006701,0.86467457,1.0520959,1.1095928,0.64174616,0.9611985,0.6540277,1.1322376,0.963516,0.85488915,0.9220727,0.49710876,0.9356687,1.0478922,1.0150493,1.2198467,1.2684102,1.0368147,0.59812057,0.861281,0.86067206,0.9502782,0.96928585,1.1595563,1.1806967,1.2309575,1.2654724,0.9004787,1.0134134,1.07449,0.97169256,1.1161479,1.0417377,1.1320602,0.95624703,0.8709845,0.87589186,1.0899427,1.060709,0.9026321,1.2100574,1.2229202,1.1944897,1.1481371,0.7081971,0.86549693,0.7638836,1.204819,1.1873741,1.1340752
game,0.5611436,1.0457665,1.1436292,1.0213163,0.8617894,1.071072,1.1240959,1.0675828,1.1272851,0.80026907,0.9512057,0.60158545,1.2315117,1.026615,0.77854145,0.79737616,0.7630515,0.74727046,0.5239466,1.1960762,1.2198073,0.8063597,1.2267913,1.2383237,1.1954417,1.2591419,1.0699078,1.360645,1.0603696,1.2160803,1.1023309,0.85355973,0.8907272,1.0915834,1.0718757,1.2086897,0.9853402,1.0357449,1.120688,1.2425997,0.8759335,1.1742249,0.96885926,1.0357461,1.022462,1.1375372,0.987681,1.1524925,1.2184813,0.92382866,0.9164804,1.2263652,1.0518742,1.063357,1.3694495,1.2022665,0.8208154,0.0,0.82920897,1.29627,1.1929876,1.009366,0.9341823,1.0109987,1.1145873,0.9410404,1.2484492,0.93428606,0.9843951,0.80578506,1.1353767,0.95532435,1.1272082,1.0597361,1.1289383,1.2063234,0.91603893,0.90059745,0.91458714,0.9465654,1.1649648,0.9828383,1.2391063,1.3107793,1.187054,1.2122247,1.2225398,1.2338717,0.97521126,0.8667286,1.1125499,0.7270598,1.1514306,1.1410787,0.8591315,1.0217577,0.9668885,1.2003207,0.7060447,1.1232114,1.0414813,0.95286644,1.0361916,0.9421558,1.1391011,1.2198949,1.0419339,1.1757337,0.988162,0.8277248,0.95695716,0.8981177,1.0559009,1.1560228,1.1795737,0.8255926,1.0612096,0.7067307,1.1948254,0.9098399,1.1773168,1.0658933,1.0478629,1.3371401,0.98655415,1.2029915,0.9861017,0.9207823,0.7201737,1.1160985,1.2928653,1.2033663,0.95356196,1.2440604,1.0631269,0.68412596,0.70488125,1.1387084,1.295465,1.0105679
glass,0.7590445,1.0082248,1.2205505,1.1471158,0.69146,1.1380788,1.1949581,0.8992944,1.2225419,0.56401026,0.90185255,0.741884,1.4106617,0.9786803,0.77560276,0.9726409,0.8381649,0.7589792,1.0324817,1.2747569,1.1628051,0.87405634,1.0101995,1.0441451,1.3861893,1.3169415,0.8370873,1.3906643,0.88356453,1.0644019,1.1140466,0.6938374,0.73812187,1.0351052,0.91469634,1.1818638,1.0738456,1.0210172,1.0743265,1.4517779,0.84247875,1.08222,0.86260974,0.9691466,0.9604419,1.2049323,0.8424393,1.1969839,1.1668081,0.82731354,0.88723505,1.3195174,1.3851305,1.1496445,1.1436303,1.2111917,1.0773655,0.82920897,0.0,1.4497731,1.1067069,0.9880428,0.9979742,1.0217433,0.99687016,0.8387089,1.4621584,1.186352,0.63064015,0.7338089,0.7952031,0.86326766,1.018999,0.95065933,1.0910839,1.3550581,0.9662337,0.68436897,0.82765144,0.8251877,1.1603856,0.95320535,1.343687,1.3613375,1.3003634,1.2590328,1.2085434,1.0641358,0.9082024,0.755273,0.94815123,0.87631774,1.3593769,1.3744,0.9405758,1.0808455,1.1759666,1.3671422,0.664951,1.1055129,0.82145905,1.194212,0.9147521,0.7787545,1.2559229,1.231547,0.7875452,1.3190049,1.0106905,0.8230609,0.78270763,0.8363935,1.0010399,0.99905694,1.0325435,0.8300973,0.59161854,0.8575169,1.1551075,0.92374617,1.2496722,0.9061688,1.22505,1.1178738,0.828175,1.3326597,0.93543226,0.79442745,0.5991484,1.0712557,1.3334117,1.051889,0.7471329,1.3302166,1.2360119,0.60308856,0.83517873,0.60400987,1.3199348,1.0058968
glasses,1.4906845,1.0580091,0.72386247,0.8527288,1.4287357,0.89005363,0.74425685,1.1828289,0.82593405,1.4061129,1.1299345,1.4738808,0.38692105,1.2343292,1.3783152,1.2583089,1.4437444,1.3793931,1.2100074,0.34881067,0.5334992,1.3347512,0.9470223,0.80536175,0.5840292,0.41021526,1.1807392,0.3566364,1.019187,1.0412165,0.9036878,1.2653565,1.2785954,0.94190127,1.1609261,0.8395265,1.1456745,1.2299014,1.0699826,0.2401219,1.428608,0.62906194,1.2513908,1.1618242,1.1474255,0.7774008,1.2022119,0.6235101,0.78771806,1.1899092,1.0711374,0.4897787,0.59712785,0.9945021,0.7155825,0.53194183,1.2529509,1.29627,1.4497731,0.0,0.869944,0.9592906,1.0803059,0.87474155,0.84861755,1.1742814,0.27908182,1.0734425,1.3086482,1.3638138,0.97421277,1.2281075,0.68567836,1.0823498,0.7113473,0.32136524,1.2581785,1.3087394,1.3695683,1.1073961,0.65600616,1.1865443,0.27413988,0.4642594,0.4160903,0.4564165,0.7411845,0.87691253,1.2424679,1.3785274,1.0443518,1.3092175,0.43963945,0.3310082,1.2719283,0.97299296,1.0106288,0.53426635,1.2249963,0.8571254,1.0078877,1.0163645,1.1644683,1.2698843,0.7718943,0.589088,1.1088712,0.7081165,1.202384,1.3238814,1.2004845,1.3072193,1.137294,0.9868455,0.8995061,1.2328779,1.1574216,1.4091377,0.84258324,1.0640851,0.8153478,1.14908,0.74805784,0.50956875,1.2131655,0.69315743,1.2602539,1.2945178,1.5143267,0.9792829,0.40091324,0.6131836,1.1517429,0.5619626,0.96315515,1.5138571,1.265834,1.0468073,0.32396305,1.0203638
glove,1.1320257,0.5373822,0.9169125,0.9101395,0.99648625,0.9334124,0.9214508,0.9314341,0.9848816,1.4297843,0.9350206,1.2218224,0.84580547,1.1751305,1.0074192,1.0290291,1.1047137,1.231465,1.1214843,0.9838641,1.0770794,1.1998054,0.63793224,0.89063895,0.8890032,1.0090438,1.2975374,0.8013729,1.169167,1.0910991,1.0774825,1.3041272,1.121589,1.1517003,1.0884755,0.8923444,1.0728471,1.1511133,0.8815181,0.8822373,1.2884374,0.98601675,1.0143135,0.7245656,1.1786504,1.1297096,0.99768263,0.79258823,0.78975403,1.0898832,1.2088232,0.6175325,0.93383914,1.0531305,0.6157243,0.9833603,0.8156314,1.1929876,1.1067069,0.869944,0.0,1.2536672,0.9201308,1.1279072,1.0178663,0.76756334,0.8134099,0.8680417,1.2586969,1.1200892,0.963433,0.9643254,1.0755115,1.0983001,1.1326368,0.906924,1.0054796,1.1560948,0.6572409,1.2685802,0.8339776,0.9750474,0.8759512,0.8070066,0.81546396,0.8362595,0.8176814,1.1195456,1.1865575,1.019657,0.942176,1.1818337,0.9635179,0.9259098,0.9264379,0.864434,0.83058524,1.0225931,1.0858727,0.94593704,1.1694618,0.924963,0.65300304,0.8367909,1.0746506,0.81022716,1.2971267,0.8865214,1.0244391,0.9851008,1.1126763,1.0837461,0.5680602,0.8224131,0.9649324,1.3351177,1.3353004,1.1478508,0.49359286,1.2070227,0.9011574,0.35481656,1.1229401,0.7995702,0.96385,0.8362144,0.9916804,1.1306163,1.3525031,0.9897875,0.59100527,0.7839026,1.0372291,0.7982612,0.902308,1.2760973,1.2279137,1.1297534,0.70714426,1.225124
grass,0.9793243,1.12179,1.1330053,1.1568484,0.8838939,1.0897067,1.1051228,1.0770711,1.0292404,0.84922093,0.6706425,0.74732226,1.1296254,0.82294536,0.98959655,0.9856269,0.7530613,0.93969244,1.2353852,1.0839018,1.0035609,1.2058896,1.0586896,1.1565452,1.013616,1.0897561,0.7272247,1.0524604,0.5459237,1.0234408,1.0745766,0.90667564,0.9020561,0.88690096,0.94005483,0.9936783,1.0696052,0.8905481,1.066981,1.1063688,0.9095926,1.1486726,0.91743684,1.2062192,1.0691851,1.0802727,1.0005263,1.0758581,1.076827,0.6663458,1.0400116,1.1494684,1.0207623,1.0484229,0.9679628,1.0368133,1.1668799,1.009366,0.9880428,0.9592906,1.2536672,0.0,1.2868432,0.9858952,0.9645953,1.0928148,1.0680908,1.0617123,0.94233245,0.97274756,1.0926683,0.8447441,0.9608078,1.2033094,1.1099938,0.9060027,1.0653645,1.0946231,1.0630838,0.85514766,1.0826313,1.0424432,1.0298709,1.1141138,1.1217492,1.1218854,1.0764294,1.0759231,0.7106538,0.90760386,0.8802408,1.1365616,1.1109426,1.1152146,1.1818411,1.0939482,1.0632287,0.8846742,0.989958,1.1466354,1.0752861,1.0145168,1.0906721,1.1154882,1.1474442,0.9342771,0.9331642,0.8096025,1.0719541,0.97898716,1.0526996,0.92746437,1.1708769,1.0510423,1.2421861,0.8500515,0.83689356,0.9574794,1.1672218,0.55914396,1.1311668,1.1394386,1.0548333,1.1022753,1.1915474,1.142734,1.1074367,0.92219096,0.93280196,1.2077188,1.1053843,1.0285875,0.98601955,1.1261544,1.2833316,1.0836978,0.8081322,1.1024976,1.107657,1.0170436
gum,0.9108187,0.982653,0.6304892,0.81678313,1.2109091,0.8289387,0.8580414,0.6666044,0.980687,1.2541735,1.1907777,1.1967783,1.0343858,1.0553824,1.1292939,1.0663018,1.162844,0.8776433,0.61348385,1.0147762,1.0380002,0.7769361,0.89736813,0.8886799,0.9842142,1.1304543,0.952018,0.9498183,1.3311648,1.2170398,1.0333954,1.2741754,1.0651925,0.8290351,0.9123605,0.99819857,0.6824443,1.2811446,0.66773105,0.88503486,1.0956465,0.8620812,1.1810623,0.76919675,1.1671475,1.0816661,1.1311183,0.9615425,0.9131388,1.3220814,1.0617744,0.819734,0.8161066,1.0396724,1.0040435,0.9948254,0.7577775,0.9341823,0.9979742,1.0803059,0.9201308,1.2868432,0.0,1.1277835,1.055034,0.7518469,0.94438285,0.90268874,1.1116655,1.205427,0.8226868,1.2692547,0.96807945,1.1482853,1.2069819,1.1197469,0.660198,0.88852376,0.6043832,1.0155597,0.87748235,0.78822875,0.97268593,1.0481834,1.1005299,1.0057433,0.796818,1.1701795,1.1855645,1.2441714,1.2738327,0.93885005,0.9936443,0.9642801,0.95701104,0.5870334,0.7809005,1.2111603,0.7149598,1.088045,0.87668574,0.94717413,0.9373127,1.0129248,0.98295116,0.9655445,1.3152264,0.9841219,0.8668475,1.3253013,0.81581837,1.2012984,1.0294473,1.1565949,1.0809592,1.2374585,1.2073286,0.9681837,1.0198817,1.232287,0.7061721,0.85928106,0.93727374,1.0116082,1.1189919,0.7029933,0.884581,1.2879804,1.1244001,0.82057273,0.9180875,0.95058715,0.99903125,1.0990449,0.66137075,0.77389467,1.0466874,1.281174,0.9784691,1.1807259
hair,0.97764325,1.252269,1.090035,1.1828938,0.8013831,1.1218455,1.128119,0.96067387,1.255463,0.97957516,0.92283094,0.98192966,1.1378247,1.0871594,0.72833437,1.1251993,1.0818954,1.0715948,1.1782371,1.1415787,1.2269676,1.1775618,0.9266772,1.2632387,0.9730506,1.1927271,0.8839673,0.9435006,0.835851,1.0992744,1.2194347,0.84508866,0.8676766,1.091833,1.0651913,1.0561897,1.1845202,0.87106675,1.0899028,1.1872079,0.9767361,1.2553364,0.8089744,0.86977965,1.0417894,1.1643577,0.75131804,0.7118767,0.99110025,0.93851817,0.27507925,0.8649591,1.2039481,1.1607664,0.8321488,1.046042,1.1012253,1.0109987,1.0217433,0.87474155,1.1279072,0.9858952,1.1277835,0.0,1.1355509,0.7558137,0.8572604,1.1893369,0.9677361,0.79461116,0.9391028,0.8136206,1.0523996,1.1940666,1.1463542,1.08823,1.1631912,0.93538076,1.023902,1.0423607,0.7632644,1.0559646,0.956185,1.2406769,0.9784219,0.79955196,1.0168366,1.0743747,0.82668066,0.6974684,0.7479006,1.0882392,1.2330694,1.1944585,1.2055993,1.1927841,1.2460402,1.1595094,0.8667644,1.0971717,1.1619616,1.0874279,1.1466974,0.8734393,1.1882528,0.75704646,1.0018177,1.1590432,1.0060152,0.8391473,1.0512917,0.62095803,0.98739207,0.6761919,1.095471,1.0466474,0.9303846,1.0960437,1.0236669,1.0452173,1.2084718,1.1005228,1.2007822,1.1190921,0.95497555,1.10768,1.0447319,0.6477004,0.9672088,1.2754233,0.7832434,1.0412401,1.0500865,1.2523475,1.2551111,1.1038496,1.0101926,1.0043404,1.0281619,0.9845761
hamburger,1.009103,1.122394,0.8278657,0.71281505,1.0632728,0.7903638,0.8844289,0.95405567,0.88862777,1.0091465,0.9979167,0.9551007,0.9618,1.1134335,1.0280015,1.160221,0.9014212,1.0143327,0.99698555,0.69871426,0.7200607,1.1395266,0.9423984,0.909291,0.9656532,0.85938424,1.0679817,0.9640551,1.0538629,1.1825897,0.87034905,1.1852564,0.9896253,0.9484289,1.1406442,0.7780566,0.90700823,1.0960507,1.0292178,0.7723512,1.116742,0.70052874,1.0562489,1.1285731,1.2563086,1.0969129,1.0851805,1.0463749,0.93025255,1.0461177,1.0628175,1.0620302,0.82764626,0.8161627,1.1343058,1.0445008,1.0579693,1.1145873,0.99687016,0.84861755,1.0178663,0.9645953,1.055034,1.1355509,0.0,1.1728939,0.78914356,1.1091614,1.1601105,1.0969038,1.0905704,1.1124363,1.1855953,1.1699684,0.8945279,0.9043174,0.92730236,1.0822408,1.0889834,1.0225108,1.1003386,0.8406914,0.71392155,0.91164553,0.9824379,1.0325903,0.9306201,1.1055089,0.96199036,1.0983015,1.1805787,1.0461096,0.8783045,0.83597875,1.1433662,1.048556,1.0237163,0.76629174,0.98699886,0.9980603,0.7762661,1.1012834,1.096967,1.2045622,1.0385011,1.0928705,1.1899319,0.8923906,1.1066189,1.0215117,1.2053038,1.108196,1.1473011,1.183532,1.1264682,0.9861362,1.0726318,1.0322044,0.9970791,0.9515666,0.88423043,1.1974758,0.76783013,1.0547464,0.9549685,0.9365616,1.0868202,1.111889,1.1192751,0.8457223,1.0329089,0.9794091,1.0583236,0.87850654,0.896582,1.0156698,0.9562961,1.1830411,1.0077231,0.9856399
hand,0.83541965,1.0406367,1.086756,0.99214554,0.43346363,1.1842194,1.2877479,0.6628909,1.4467721,0.92148983,0.76952004,0.8209548,1.2133977,1.0175959,0.56912285,1.1288007,0.9253514,1.0778556,1.1040486,1.4041319,1.4640996,1.1740915,0.7606813,1.3795036,1.1612598,1.4809809,1.0192341,0.86781263,0.8948791,1.188458,1.4146596,0.93917555,0.74877894,1.163776,0.8466508,1.1663488,1.080131,0.9669578,0.81866693,1.3534175,1.0013081,1.4163463,0.9416741,0.38845807,1.1714045,1.249156,0.6565625,0.8444207,1.0760179,0.9007819,0.77623767,0.5366531,1.3067393,1.3566583,0.73670685,1.0947978,1.0410647,0.9410404,0.8387089,1.1742814,0.76756334,1.0928148,0.7518469,0.7558137,1.1728939,0.0,1.3172756,1.2317834,0.88931465,0.6982082,0.98044443,0.6775165,0.9566046,1.2751894,1.4862952,1.1895556,0.938572,0.882974,0.58629763,1.075094,0.7972755,0.9716717,1.1178635,1.4074676,1.0046036,0.85873425,0.9511919,1.2475655,0.99753505,0.58805627,0.7441341,1.0214155,1.3573499,1.2754794,1.1666124,0.8945234,1.153894,1.3552488,0.56413585,1.3315396,1.1424013,1.2216443,0.825186,0.5974024,1.3320792,0.80928546,1.1525654,1.224464,0.98565155,0.7947742,0.82933176,0.6520832,0.80751044,0.6328202,1.0438983,1.0369912,0.86974764,1.1216308,0.8538929,1.0909425,1.2413194,0.6546166,1.346706,1.0376904,0.89224166,1.1891782,0.9575049,0.73742425,0.83200955,1.38648,0.65149975,0.8601117,0.68676054,1.3849175,1.3694265,1.0015486,1.1179409,1.1459174,1.0708649,1.1531824
hat,1.4361706,0.9737447,0.56709373,0.80577314,1.578301,0.5976854,0.47780645,1.1453893,0.7151792,1.5171126,1.2251637,1.5079554,0.5317569,1.2892079,1.455448,1.184514,1.4462699,1.2565448,1.019347,0.33148015,0.49623924,1.2219827,0.85866356,0.59655124,0.5264012,0.4691807,1.1743538,0.60868555,1.2519823,1.1577376,0.6940166,1.4251969,1.2753313,0.88378674,1.2863295,0.6431143,1.0533761,1.3233708,1.1155448,0.2579521,1.4502274,0.45348668,1.2601392,1.1260861,1.1866212,0.8452564,1.3206885,0.7083783,0.63977,1.2838777,1.069164,0.6131687,0.5410552,0.83812654,0.9049912,0.6905172,1.0501351,1.2484492,1.4621584,0.27908182,0.8134099,1.0680908,0.94438285,0.8572604,0.78914356,1.3172756,0.0,0.9434617,1.4026816,1.4468338,0.9603675,1.3984591,0.99167275,1.1397693,0.69577664,0.58532447,1.0933152,1.2830929,1.2348301,1.170093,0.7792486,1.0342293,0.27462256,0.46876794,0.66440344,0.6126884,0.65514785,1.0116955,1.2166028,1.5114405,1.2836851,1.3333004,0.4424557,0.37801975,1.0854309,1.0109254,0.88292724,0.66586435,1.3380277,0.78076065,0.8738046,0.8971578,1.1139472,1.4030099,0.777353,0.69006723,1.2550026,0.687587,1.1429365,1.3739347,1.2623211,1.3990729,1.1489917,1.1596023,0.96072,1.3014724,1.3483274,1.3013446,0.8904673,1.1112304,0.55915344,1.1897613,0.66487736,0.6466262,1.1734571,0.5511274,1.1976047,1.3665777,1.5869906,0.6405425,0.5618187,0.75851256,1.2421044,0.5802293,0.6465824,1.3771653,1.184373,1.1997102,0.44312477,1.0823398
horse,0.84154433,0.91815704,0.9143539,1.0922157,1.2737179,0.9444509,0.8917696,1.1811019,0.93568933,1.2136569,1.108948,1.142046,1.015008,1.1624169,1.1733134,0.6325187,1.0808287,1.011634,0.7780348,1.0110873,1.0069274,0.94711685,1.0475173,0.9864354,0.92438614,0.9925732,1.0745678,1.1412315,1.1035223,1.1102508,0.8188145,1.2152135,1.0965823,0.9833218,1.213003,0.9745156,0.97291774,1.2147523,1.0482748,0.92503566,1.2119685,0.974101,0.8148807,0.94102937,1.086967,1.0194815,1.257337,1.0351124,0.9147577,1.062568,1.1173633,1.1034309,0.64283186,0.8796925,1.1317239,0.9778075,0.46405995,0.93428606,1.186352,1.0734425,0.8680417,1.0617123,0.90268874,1.1893369,1.1091614,1.2317834,0.9434617,0.0,1.1362982,1.1507933,1.1263144,1.1886803,1.1618359,0.9523725,0.8823196,1.0855546,0.97196484,1.11846,1.130878,0.96000475,1.0819654,1.0411396,1.0418632,0.9799738,1.1478713,1.0812576,1.0233853,1.1596981,1.0782048,1.1787584,1.1874421,0.9799807,0.8655042,0.9172462,0.6828069,0.9561946,0.27767348,1.0481343,1.1722192,0.7859919,1.0163819,0.13800341,0.98507565,1.1658252,0.91056675,1.1690341,1.1881177,0.9632545,0.76830316,1.0818012,1.0321056,1.1717262,1.0273757,1.23,1.0858732,1.2164984,1.3308818,0.9401239,1.0356175,1.0413065,0.91094494,1.1564894,0.86239934,1.0524545,1.0628915,0.78168344,1.0327849,1.1257421,1.1982895,0.8166144,1.1508552,1.1105679,1.3161407,0.99612343,0.7151216,1.0785797,0.9157133,1.1871406,1.0212806,1.1022174
hose,0.71716464,1.1369423,1.221875,1.2285184,0.7256783,1.2628249,1.3097036,0.742345,1.2274493,0.62434167,0.9571191,0.7967802,1.2199574,0.8179653,0.8354077,0.86653,0.84778166,0.8110399,1.1605132,1.3348348,1.2298653,0.99672383,1.0695395,1.128258,1.2345412,1.3090181,0.7279931,1.2054507,0.779044,0.86731166,1.1675112,0.678463,0.8957819,1.0189519,0.79613566,1.2014163,1.0610422,0.7943093,0.99874485,1.3630073,0.71541274,1.258818,0.8385553,1.0392848,0.9110434,1.050898,0.82027096,1.1361607,1.2557641,0.8723129,0.9609401,1.289462,1.2932642,1.1930475,0.96232647,1.0212039,1.0448889,0.9843951,0.63064015,1.3086482,1.2586969,0.94233245,1.1116655,0.9677361,1.1601105,0.88931465,1.4026816,1.1362982,0.0,0.87142646,1.0176427,0.8088913,0.73631823,1.0021032,1.1346161,1.2792106,0.9815126,0.85315967,0.8830866,0.7293953,1.0836428,1.1871437,1.3918604,1.261857,1.1727097,1.1888876,1.224489,0.97687507,0.8785883,0.81787753,0.79984665,0.9476663,1.1976593,1.2791127,0.99879473,0.9234125,1.1367263,1.2505274,0.8174863,1.0692413,0.8337499,1.1397091,1.0953577,0.74484515,1.1522434,1.1527215,0.7739328,1.1729435,0.94814104,0.7966864,0.4751153,0.8576537,1.0311539,0.9263375,0.85860753,0.90695536,0.6003477,0.82375205,1.15194,0.93633354,1.3486648,1.093603,1.299504,0.9467107,0.75045526,1.2621417,0.6976323,0.8934951,0.58575636,1.1801068,1.2994165,1.0776839,0.7236115,1.2238525,1.1245424,0.7122851,0.9755123,0.6955168,1.2729272,0.96837914
