,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
blanket,0.44068182,1.1734663,1.4214326,1.308294,0.44282442,1.4095802,1.2602701,1.2181478,1.1625528,0.7486074,0.5866412,0.18707442,1.4217712,0.49513072,0.29659754,1.0971483,0.0,0.5619517,0.9310174,1.489522,1.3239887,0.80334127,1.0680737,1.1282619,1.4212933,1.1197007,1.4885902,0.8920532,1.2192287,0.63849026,0.8025496,1.1699858,1.3832113,1.1067079,0.8172153,1.372709,0.95566237,1.2659084,1.1483006,0.4985304,0.64031595,1.5541258,0.5584869,1.5640122,0.8991026,0.7611834,0.937616,1.0316932,0.97438693,0.96005917,1.1886516,1.3661733,0.60681844,1.2476543,0.8863403,1.282812,1.3818531,1.1702191,1.2079792,1.5577636,1.0593106,0.7431617,1.4235008,0.77959913,0.8572725,1.0815947,0.8140019,1.2715161,0.778352,1.3030702,1.2986324,0.89321554,0.7273787,1.321503,0.3355528,1.09113,0.88199145,1.4536455,1.0742521,0.5785583,0.8445663,1.1080545,0.35939002,0.63388574,1.0963347,0.66067827,1.5093833,1.0194993,1.1524076,1.1211932,1.4696513,0.96032774,0.8146314,0.14399278,0.47541678,0.96741974,1.5030453,1.4754076,1.173905,1.2174999,0.9170321,1.2991554,1.4554155,0.91486394,0.57750654,1.3475897,1.0511211,1.1455128,0.72935355,0.4896899,0.9655177,0.36306196,1.0337814,1.0310909,1.3786802,0.70156777,1.0633185,0.3744613,1.4700086,0.95683694,1.4220383,0.95742,1.0292876,1.617595,1.107441,1.4875443,1.1505338,0.7693043,0.38062006,0.513268,1.5173225,1.3653771,1.3610823,1.1790812,1.1209148,1.383957,0.81359076,0.68704003,1.3390832,1.4341826,0.90448785,0.8540434
boat,0.6121995,1.2484982,1.263077,1.202722,0.61711425,1.2040187,1.1536193,1.2010183,1.1019412,0.68032944,0.78384316,0.43456852,1.369178,0.658608,0.63243455,1.2041767,0.5619517,0.0,0.8819734,1.356943,1.0856205,0.6341442,1.1910083,0.9925199,1.3143559,1.1198456,1.3941708,0.6400877,1.3663218,0.79014057,0.9470364,1.2257825,1.2594723,1.0378978,0.9532439,1.2049387,1.2429779,1.2092944,1.1868211,0.7088902,0.8946692,1.427401,0.46958792,1.4040785,0.6978269,0.781599,0.96150416,0.97451234,0.83985627,0.9395208,1.2192647,1.1657363,0.8775474,1.2353427,0.75508845,1.3235765,1.3377964,1.1157311,1.1839814,1.4604651,1.0408936,0.7422483,1.3513873,1.153569,1.0087465,1.123223,0.7955609,1.2137284,0.8818889,1.2969468,1.0757136,0.789825,0.89742625,1.2509835,0.6109412,1.032635,0.8651281,1.2585217,1.1412694,0.7138071,0.88431525,1.0782934,0.74629587,0.5114217,1.0514653,0.8219485,1.3635762,1.3206562,1.3398054,1.1346421,1.2468647,0.96376383,0.88856834,0.5923686,0.7609303,0.8854915,1.3213642,1.2986069,1.2799376,1.3230193,1.1236992,1.2516431,1.2597423,0.85541415,0.74852914,1.18886,0.9880775,1.1679995,0.8776985,0.93512845,0.8640655,0.6333356,1.1494392,1.1685982,1.3833381,0.7790947,0.8631079,0.460118,1.4632514,0.8205525,1.3590027,1.2472004,1.1294925,1.4828883,1.0721619,1.3285115,1.0343993,0.6378232,0.5876818,0.4065451,1.2985139,1.3941264,1.3398082,1.2030241,1.3227987,1.0931935,0.6232521,0.658086,1.2048956,1.4021772,0.9352921,0.8488131
book,1.0577598,1.2210877,1.1203077,1.0476357,0.94425553,1.130923,0.93353605,0.91402733,0.72604597,1.0563459,1.109038,0.905243,1.0603844,0.81924903,0.94095105,1.247865,0.9310174,0.8819734,0.0,0.96773005,0.782621,0.36150008,1.0997174,1.1365557,0.8656421,0.8328089,1.0905678,0.96547663,1.1378806,1.3351176,0.9066373,1.0758536,0.9523765,0.90457124,1.2523981,0.9985478,1.0029526,1.194019,1.044098,0.8734913,0.86770713,0.9154261,0.67875135,0.9934865,0.7756264,1.1024805,0.785878,1.0790989,0.68354464,1.1901422,1.3309381,1.1609274,1.1978235,1.2767472,1.0603584,1.2376512,1.0842338,0.9321034,1.185507,1.1497672,0.89241743,0.8771517,1.2339755,1.0590413,1.2232502,0.64446086,1.145688,0.786186,0.9764766,0.9512593,1.0104294,0.8745156,1.2126906,0.8394513,1.1566178,0.87039286,0.74580085,0.96134806,1.2464892,0.98634905,0.92182994,0.8895863,0.97288775,0.96137756,1.1617151,0.99446815,1.2198017,0.93525785,1.2568886,1.2803875,1.0835308,0.90193975,1.1193563,1.062186,1.2360433,0.42821825,0.9262224,0.85272956,1.0661259,1.0233794,0.9619713,0.9806102,0.9108798,0.9761565,0.6174567,0.75573945,1.0185837,1.272723,0.812878,1.033342,0.6918195,1.107771,1.0049759,1.0931624,1.0725496,1.03524,0.6702887,0.77873045,1.2114763,1.1240745,1.0498502,1.1036402,1.0396786,1.1870211,1.1138787,1.1322404,0.7760124,0.8460272,1.0751994,0.6440506,0.94004774,1.3143029,1.0614796,0.8939123,0.9587948,0.60230446,0.58073354,1.0215832,1.1544278,1.2754855,1.0512338,1.0409323
bottle,1.5634648,1.045482,0.51173776,0.5505687,1.4589909,0.5686232,0.7269231,1.0409726,0.83050185,1.3246408,1.2751579,1.4926648,0.36258566,1.2957268,1.5412662,1.0937176,1.489522,1.356943,0.96773005,0.0,0.7035409,1.192997,1.1975605,0.8430621,0.39518678,0.79990566,0.20716763,1.2292393,0.90210384,1.3794847,1.0672117,1.0981463,0.6434707,0.88720024,1.0509269,0.52683026,1.0596582,0.9546171,1.0662619,1.2893078,1.4903475,0.30424643,1.3667376,0.15986282,1.1450832,1.2590257,1.158552,0.990425,1.1588564,1.2619777,1.0757568,0.89351565,1.2405999,1.0257205,1.262288,0.94325095,0.83980757,0.8291297,0.84755164,0.6395664,1.1470411,1.3193247,0.5264045,1.2370148,1.0870808,1.0057977,1.330708,0.64449096,1.4273992,0.5837473,0.8904064,1.2669609,0.9845808,0.39434302,1.4858139,1.0961678,1.1277934,0.49752867,0.7010965,1.3597579,1.2899284,0.86343324,1.544415,1.3019084,1.168436,1.4351141,0.38825804,0.76900303,0.8940045,1.1416897,0.67979467,0.9356152,1.3043716,1.4555452,1.4052861,1.0701892,0.44482923,0.4808702,0.99271387,0.63036036,0.95645255,0.58573055,0.5745571,1.2460968,1.3022516,0.6276683,0.85665953,0.9089365,1.2594895,1.3313965,1.2156265,1.4707618,1.078796,1.0718658,0.67103845,1.2648442,0.91151994,1.3694848,0.5529339,1.189538,0.26938683,1.0995715,1.1155356,0.46986723,1.1063105,0.3456065,0.9040747,1.1883004,1.4672595,1.4304245,0.4685616,0.79772294,0.8025357,0.8406371,0.47432005,0.5110046,1.219014,1.3020631,0.47934645,0.6136116,1.127438,1.143272
bowl,1.4005159,1.163877,0.7242532,0.7922352,1.4012499,0.7063334,0.6298682,0.84712344,0.6803093,0.9888248,1.2534238,1.2687606,0.77469456,1.044832,1.4058695,1.2130781,1.3239887,1.0856205,0.782621,0.7035409,0.0,0.7612111,1.0810158,1.0076686,0.35909843,0.95961034,0.70679164,1.1194654,1.0589381,1.3986473,1.0104142,1.015817,0.60841423,0.88343775,1.3081005,0.658321,1.0867862,0.94844985,0.9898494,1.1068724,1.1939048,0.6925785,1.1137532,0.48193514,0.66706556,1.2323878,1.0862805,1.1090459,0.80692744,1.2258884,1.205473,0.7483756,1.2581991,1.0729537,1.2551448,1.1738205,0.8503297,0.825102,0.89935935,0.8075152,0.9759924,1.1616021,0.9021481,1.2573608,1.1718795,0.87656814,1.3876047,0.67077625,1.3658843,0.6514785,0.89394444,0.901785,1.2889802,0.80240244,1.5138648,1.0805674,1.087008,0.68853515,1.1859217,1.3372203,0.8929651,0.67565906,1.3373029,1.2400541,1.1974064,1.2161483,0.7878757,0.912421,1.1578321,1.2083837,0.69522655,0.9776993,1.1915641,1.4217403,1.5348912,0.9029366,0.69578576,0.7159296,1.0107238,0.66501653,0.99649936,0.83078563,0.37465978,0.9638487,1.0911679,0.72379386,0.9840552,1.1873841,1.166398,1.3292756,1.0915506,1.4837813,0.9732353,1.1684626,0.6877161,1.1485772,0.36910212,1.0891459,0.82480884,0.9547171,0.6628324,1.1848687,0.892463,0.58911204,1.1481612,0.79609907,0.87387055,1.0990565,1.4120793,1.0961998,0.3562125,1.0972924,0.9107514,1.0275989,0.860003,0.5188956,0.73475075,1.1751678,0.94233465,0.9939984,1.0569375,1.1260605
box,0.8926239,1.1980455,1.3186336,1.0847108,0.92255634,1.2873492,1.0380753,1.0203073,0.5925541,0.82070607,1.0773478,0.7178741,1.3226966,0.5368032,0.827909,1.200706,0.80334127,0.6341442,0.36150008,1.192997,0.7612111,0.0,1.0817837,1.0267111,0.88366544,0.9742176,1.1554084,0.96689487,1.1005939,1.2088137,0.66907185,1.0476686,1.099414,0.8539728,1.1488779,1.0336506,1.0616101,1.2715046,1.1289159,0.6788201,0.8073388,1.2081507,0.39782345,1.1957006,0.55811864,1.0579635,0.8532195,0.8754637,0.28682375,1.04897,1.3243482,1.1968081,1.1606963,1.2614479,1.0537876,1.3720078,1.2830181,1.0356354,1.2286452,1.3512394,0.963438,0.85793656,1.4076791,1.0976448,1.1288483,0.78617835,1.1205763,0.99939686,1.0052217,1.1101947,1.0915855,0.7114532,1.1439701,1.0575382,1.0129954,0.9269707,0.58409226,1.1119007,1.2708256,1.0187641,0.8303936,0.89475334,0.86780834,0.88410175,1.1590774,0.8973001,1.453129,0.9974201,1.3297639,1.271308,1.1874804,0.7281351,1.074035,0.9271178,1.0607026,0.6003233,1.2097479,1.1566837,1.0881088,1.185109,1.0601802,1.158886,1.127648,0.9008878,0.5923363,0.79397523,0.87559855,1.4047596,0.8602268,0.9958019,0.68749917,0.99649686,0.957268,1.200546,1.0930846,0.86005807,0.52253205,0.541383,1.3451073,1.0827956,1.2477912,1.1059115,0.96924436,1.3879204,1.1163365,1.2570349,0.8953276,0.63714945,0.9544747,0.5046824,1.0291537,1.436072,1.2439643,1.0268782,1.0382229,0.7417478,0.36393368,0.8598408,1.1352037,1.4179785,0.9806958,1.0850503
bread,0.90094656,0.7855393,1.0182631,1.0716636,1.0521592,1.0485653,1.0733937,0.6337211,0.82414526,1.2028346,1.1267238,1.1705914,1.1196611,1.0593258,0.9244362,0.8376671,1.0680737,1.1910083,1.0997174,1.1975605,1.0810158,1.0817837,0.0,1.13806,1.1293918,1.2120247,1.1933641,1.2169741,0.6748174,0.9683548,1.1327984,0.6425531,1.0660441,1.1709447,1.1309724,1.0921199,0.73258257,0.86806834,0.5078527,1.1386924,0.38971078,1.0569755,1.1589347,1.1406884,1.096626,0.8849396,1.0186617,1.1960676,1.0392163,0.8936883,0.82814014,0.84262675,1.0493121,0.83523,1.0956705,0.77116215,0.9935893,0.9460302,1.0311477,0.89580166,0.8739592,0.99142075,1.059183,0.736301,0.97422844,0.84123886,1.0487745,1.1281567,0.791397,1.1641595,1.0348687,1.1701468,1.2152277,1.0888581,1.0906698,0.9029643,1.1316229,1.2430571,0.9827913,0.87046605,0.9032701,1.0837606,0.8312057,1.2640901,0.82728404,0.8063611,1.0966656,0.9825561,0.8850186,0.7426794,0.7938359,1.1953368,0.8038459,1.0814472,0.97457016,1.173542,1.1477156,1.091672,0.840928,1.0921054,0.72037196,1.0906528,0.95410055,0.75917876,1.0631261,1.1832063,1.2869861,0.78209424,0.88678026,0.9595659,0.94879067,1.1201155,0.7043522,0.7896513,1.0208603,1.1470265,1.2222782,1.1679528,0.8364743,1.064853,1.1961964,0.84143806,0.7180487,0.9853678,0.7629432,1.0789845,0.9740762,1.1514575,1.1582683,1.1878777,1.0715499,0.8024687,0.7686688,0.9046511,1.1014618,1.1081059,1.0796999,1.1524851,1.2025789,0.92848,1.164857,1.1123805
broom,1.0876637,1.2366823,1.121186,0.98174274,0.9659514,1.1440883,1.1751683,1.2162659,0.98441446,0.68101233,1.0848517,1.0094489,0.99135095,0.97682554,1.1813554,1.1194855,1.1282619,0.9925199,1.1365557,0.8430621,1.0076686,1.0267111,1.13806,0.0,0.9320211,1.0023416,0.7471096,1.0824814,1.012869,0.9815476,0.8684288,0.96499383,0.9727927,0.77244395,0.9916788,0.9158107,0.8508986,1.2035359,1.1357174,1.0478545,1.1780891,0.89431995,0.9013751,0.9477037,1.0641252,1.0359167,1.1573384,0.60162675,0.86732745,1.0847805,1.1704309,1.1778994,1.0959028,1.1057833,1.1476526,1.1477652,1.0522368,1.0177239,1.1667466,0.77520055,1.3181497,1.0913916,1.0762748,1.2880095,0.9147756,1.2514336,1.1486679,1.0886004,1.1083494,1.165123,0.8799955,0.6877391,1.0524255,0.93798375,1.0980943,0.6132014,0.717673,0.74928564,0.7525697,1.0471935,1.1357131,0.91721475,1.1616315,1.0575666,1.1541249,1.1624193,1.0446181,0.72460884,0.98114926,1.1813943,1.1462055,0.74562347,1.021085,1.0882609,1.0387021,1.0189275,0.7140238,0.6640178,1.2272619,0.9432667,1.2667346,0.9636922,1.0071564,0.994725,1.0998559,0.8914842,0.59923536,0.9765163,1.1406765,1.2467554,0.7062454,1.1359701,1.1586988,1.256829,0.6864743,0.7736081,0.87667215,0.94095147,1.1467845,0.894183,0.92360216,1.2301986,1.0684031,0.8541415,1.1182952,0.42440063,1.0731882,0.87944627,1.1178806,0.99684817,1.0708278,1.1619806,1.0693521,0.71208346,0.8010275,1.1649575,1.0119338,0.99819005,0.22596192,1.0730515,0.80465275,1.0420349
bucket,1.4559789,1.0886534,0.823686,0.7794565,1.5168972,0.778527,0.7163168,1.0293353,0.61535364,1.20712,1.2612256,1.4571234,0.6872669,1.1651578,1.4651139,1.0616385,1.4212933,1.3143559,0.8656421,0.39518678,0.35909843,0.88366544,1.1293918,0.9320211,0.0,0.7662719,0.41239905,1.2145469,0.91847306,1.4139881,0.8484043,1.049821,0.6141622,0.7600255,1.0457397,0.7058765,0.95768917,0.94447386,1.0824804,1.1776319,1.4037392,0.59636706,1.141243,0.34216124,0.94927865,1.2576385,1.1555451,0.93935025,0.9118568,1.196116,1.1121103,0.9092283,1.2255348,1.0563703,1.3484225,1.0971104,0.911952,0.8412105,0.9255522,0.7486703,1.1000019,1.2363563,0.85516155,1.1290605,1.1087266,1.0033755,1.3995689,0.5697601,1.4720223,0.5081849,0.8063451,1.0962534,1.0729134,0.41844857,1.5279951,1.1407349,1.0027039,0.5534992,1.0369495,1.3455102,1.2741396,0.60766745,1.4891729,1.3092737,1.2348896,1.3246456,0.72184896,0.7538734,1.0957263,1.1947025,0.7610509,0.78510904,1.2884516,1.4112667,1.4155087,0.96577775,0.6802536,0.71223485,1.0553687,0.6153887,0.95300835,0.53354776,0.6452235,1.1274705,1.1157875,0.60418195,0.78107274,1.0883449,1.2371975,1.3182603,1.1758791,1.4785732,0.9186177,0.9329178,0.54113376,1.163337,0.62287116,1.2598128,0.70062274,1.0987595,0.60253316,1.0628356,0.9776502,0.49093693,1.0900804,0.62770027,0.872358,1.0801374,1.4780792,1.3484311,0.42518115,0.9717417,0.9962712,1.0176651,0.61898345,0.5477646,1.0447079,1.2335324,0.66570425,0.83551574,1.1091888,1.1346916
butterfly,1.0816543,1.1807176,1.0146898,0.9819725,1.1838251,0.9253367,0.82130754,1.1250542,0.9256412,1.1806207,1.040032,1.1424268,0.9677569,1.112455,1.1924261,1.0276797,1.1197007,1.1198456,0.8328089,0.79990566,0.95961034,0.9742176,1.2120247,1.0023416,0.7662719,0.0,0.8556673,1.0121627,1.0341686,1.063182,1.0051793,1.0480717,0.8150486,0.8977948,1.0430952,0.92977273,1.0452737,1.1782206,1.1407516,1.0446875,1.2156093,0.91938394,1.0145649,0.8826739,1.0615793,0.9731915,0.81406116,0.95326257,0.98984087,1.106151,1.0353162,1.0104084,1.014972,1.1468769,1.0824609,1.1764545,0.85255235,0.90004605,0.87590814,1.0260303,0.7440785,1.0568211,1.101895,0.9867789,1.0519745,1.0304891,1.1230164,0.5451592,1.1877522,0.7228961,0.87081593,1.0331233,0.9677502,0.773687,1.1991087,1.094093,0.9184449,0.733247,1.1299868,1.1477703,1.1928388,0.85242736,1.148339,1.0982106,1.1475852,1.1662396,1.0262178,0.96583277,1.0816072,1.1577349,1.0332545,0.91673183,1.1155391,1.1505771,1.197702,0.8924917,0.9135589,0.93906677,1.0413979,0.9739156,1.0898191,0.7104453,0.9913161,1.1164603,1.0158238,0.83540785,0.9535991,1.1553648,1.0896422,1.1025507,0.9253248,1.1613917,0.9483736,1.1015428,0.7622265,1.0274825,0.8859677,1.0976353,0.99915546,1.0630667,0.9310857,1.1494356,1.1092774,0.85456157,1.1230984,0.88362646,0.8473189,0.98645896,1.1651807,1.0990533,0.87661105,1.1471379,1.1446702,1.077994,0.8778335,0.7394976,1.0182132,1.1209673,0.86399317,1.087201,1.0685,0.99176425
can,1.5334388,0.9558799,0.6546428,0.37826347,1.4928732,0.76732683,0.81502223,1.0635712,0.74248564,1.0757865,1.2536769,1.4686408,0.33928496,1.1571604,1.6190354,1.0348625,1.4885902,1.3941708,1.0905678,0.20716763,0.70679164,1.1554084,1.1933641,0.7471096,0.41239905,0.8556673,0.0,1.2283208,0.7617657,1.2671634,0.786727,1.0111749,0.70762116,0.84714335,0.9296179,0.49232358,0.9619604,1.0136762,0.98565316,1.1377432,1.5272195,0.34878612,1.285964,0.24975348,1.2674067,1.3330135,1.2637949,0.7845804,0.9781657,1.1757563,1.0382103,1.0095363,1.18929,0.95891935,1.3355188,0.9413696,0.7839177,0.9292471,0.8305542,0.48725402,1.3091286,1.4002544,0.54879236,1.3114417,0.987886,1.2564542,1.3706905,0.7454815,1.494087,0.7124579,0.8302015,1.246071,0.8253604,0.4425267,1.4479985,1.0647775,1.0213764,0.4598627,0.59912366,1.4474962,1.3270051,1.0307853,1.6424263,1.3885081,1.1420727,1.4772005,0.49807298,0.53023523,0.8106614,1.1753693,0.7671081,0.64454234,1.3826089,1.4725645,1.3400323,1.079113,0.4229691,0.51263833,0.8952794,0.40292263,1.0371765,0.60357326,0.5526344,1.3348739,1.3787255,0.4570806,0.58720416,1.0359379,1.3497801,1.3490832,1.3259342,1.4802765,1.1410519,1.0597609,0.56110317,1.2333014,0.8066853,1.3772838,0.57146776,1.1822705,0.24850214,1.0322274,1.009899,0.36714816,1.261805,0.33715153,1.0575541,1.2055119,1.4821832,1.4873316,0.6211269,0.7993217,0.8568917,0.9552455,0.29965967,0.76161915,1.3506861,1.252289,0.34358644,0.6397784,0.96309596,1.1451055
car,0.82818556,1.1893072,1.0695705,1.09973,0.8573811,1.1678814,1.1883966,1.1168995,1.1822488,0.63823646,0.68633413,0.7682171,1.1016322,0.9753744,0.962236,1.1302443,0.8920532,0.6400877,0.96547663,1.2292393,1.1194654,0.96689487,1.2169741,1.0824814,1.2145469,1.0121627,1.2283208,0.0,1.2413156,0.5461543,1.0869603,1.0859722,1.1504817,1.0797164,0.95261216,1.2053084,1.10393,1.1425306,0.9313626,0.92161757,1.0331405,1.1878471,0.8013734,1.2204676,0.98422474,0.83516747,0.98919857,0.99628997,1.03407,0.99315304,1.1655824,1.2263359,0.63145244,1.1437476,0.7641394,1.2809905,0.91761225,1.0989087,0.9950384,1.1218129,0.8907565,0.6583701,1.1157445,1.1890415,0.755291,1.2203869,0.84062594,1.0339973,1.0409465,1.1459023,0.89443976,0.89959794,0.925859,1.1120194,0.84991455,0.94778156,1.0449103,1.1346371,1.1796796,0.9208984,1.0070045,1.0567356,0.9992712,0.47979796,1.0641127,0.981576,1.1849375,1.3153082,1.2876601,1.2127175,1.2560284,0.99021906,0.9400069,0.8590511,0.9493843,1.0394515,1.0658009,1.0783134,1.0467372,1.1579032,1.149869,1.034936,1.0399692,1.1554312,0.9868513,1.0103545,0.8740338,1.1221703,0.98939776,0.924446,0.9113675,0.79517317,1.1319914,0.95507365,1.2674364,0.86169153,0.94209707,0.7587625,1.294522,0.7234912,1.1729805,1.2595413,1.1734799,1.1733557,1.1433716,1.2463164,1.2540948,0.90822935,0.7867929,0.7200874,1.1866474,1.3229465,1.2018433,1.1452968,1.2771318,1.1211754,0.96059114,0.7283745,1.1664246,1.2629515,0.9322857,0.5154408
carrot,1.2427475,0.5038445,0.8564774,0.8141822,1.1518626,0.9365542,1.0055907,0.72516656,0.76617104,1.1776776,1.0805331,1.3230007,0.66886026,1.0264809,1.2625952,0.6677309,1.2192287,1.3663218,1.1378806,0.90210384,1.0589381,1.1005939,0.6748174,1.012869,0.91847306,1.0341686,0.7617657,1.2413156,0.0,1.1840334,0.87448364,0.57116,1.1764032,1.2779591,1.1505188,0.9346976,0.7274455,0.80222356,0.6305045,1.0393609,0.9888587,0.58409035,1.3540491,0.86848223,1.3364668,1.325933,0.9954455,1.1652977,0.8895647,0.92128885,0.7700601,0.8427161,1.0851922,0.73282117,1.2915969,0.49351424,0.84567845,1.302314,0.86325085,0.5399386,1.020981,1.3389878,0.68370026,0.78468597,0.9968743,1.0103981,1.2246438,0.9590709,0.8958524,0.97632277,1.1167579,1.3139781,1.0038086,0.9273129,1.0898213,0.78713584,1.0983775,1.0638944,0.85385036,1.1524558,1.1718959,1.1826892,1.1870072,1.4278495,0.85017806,1.252394,0.803444,0.6709419,0.5443957,0.7896718,0.7690027,0.97124386,1.3986332,1.2503028,0.965179,1.2825487,0.7689213,0.77121204,0.5538256,0.7876013,0.7142529,1.0927337,0.8953745,1.1827884,1.3003302,0.8998241,1.1585969,0.91706437,1.0146912,0.8478786,1.0376205,1.2416457,0.83487177,0.8174491,0.69525176,1.3259623,1.1562359,1.3131658,0.5028999,1.2987995,0.87475634,0.5096495,0.81648785,0.6883737,1.0534121,0.84386617,1.0930067,1.3105218,1.3169258,1.3906064,0.9140306,0.48101735,0.6517962,0.74357736,0.7125958,1.0164115,1.2784047,1.2277825,0.83679587,0.5574453,1.1236551,1.11248
cat,0.51154435,1.1748664,1.2205179,1.1767626,0.69253767,1.3016845,1.3662074,1.285203,1.2934477,0.57659876,0.6113606,0.60293466,1.2100217,0.9287298,0.75282836,1.0393373,0.63849026,0.79014057,1.3351176,1.3794847,1.3986473,1.2088137,0.9683548,0.9815476,1.4139881,1.063182,1.2671634,0.5461543,1.1840334,0.0,1.022118,1.109387,1.2599525,1.0819688,0.77782726,1.2665758,0.97451055,1.2185149,1.0172526,0.8878248,0.80479956,1.4533327,0.78024524,1.4091278,1.1384566,0.42786384,1.0534354,0.8883119,1.136471,0.8218231,1.0526366,1.2994683,0.33844316,1.1348964,0.82765007,1.2407218,1.0537454,1.1144462,1.0128126,1.2385808,1.04886,0.62923574,1.1440101,1.0480826,0.4613272,1.381915,0.7519641,1.2983758,0.887841,1.3712848,0.98454106,0.97420675,0.7382315,1.2964249,0.5747012,1.0651143,1.0595515,1.2459455,0.83305013,0.76704836,0.9911738,1.2185452,0.747896,0.7028769,1.1059103,0.84000504,1.2668492,1.260508,1.0626572,1.1253369,1.3445741,0.94522774,0.63947976,0.60392547,0.6424088,1.2086755,1.3071702,1.3564321,1.0959101,1.1934819,1.1301272,1.187974,1.3395845,1.0709988,1.0767044,1.2634275,0.83357227,0.8556981,0.933551,0.80156183,1.0884362,0.5969345,1.0833131,0.83228195,1.2866971,0.7218379,1.1675091,0.75258356,1.2973104,0.63691974,1.2507086,1.1559681,1.0349915,1.2658699,1.090188,1.2688415,1.3336504,0.93325585,0.6089862,0.77316034,1.4752793,1.2427299,1.3425483,1.2764486,1.2790301,1.5384691,1.1507465,0.6691916,1.1617951,1.2845029,0.85122204,0.5739007
chair,0.77191687,0.9995667,1.2865603,0.89327025,0.97399807,1.3890611,1.1742587,1.1438905,0.7592335,0.7040855,1.1124978,0.6509489,1.0489347,0.36072475,1.0189271,0.8239553,0.8025496,0.9470364,0.9066373,1.0672117,1.0104142,0.66907185,1.1327984,0.8684288,0.8484043,1.0051793,0.786727,1.0869603,0.87448364,1.022118,0.0,0.9821655,1.2220668,0.82685345,0.76595116,1.0876284,1.0059792,1.2291563,1.136867,0.2933445,1.1358873,1.1056563,0.5381978,1.1134053,1.1736965,1.0856192,1.1163396,0.682215,0.54370046,0.7298818,1.1529028,1.289542,1.1105366,1.2077641,1.2477654,1.163698,1.1108195,1.2383612,1.0223644,1.0120804,1.2109408,1.1977198,1.1944413,0.92904645,0.98495686,1.2253642,1.1624215,1.12346,1.1316245,1.1689082,1.100902,0.7874886,0.8485205,1.0062621,0.7476045,0.8824422,0.5359532,0.99845266,0.8552359,1.1597081,1.0853368,1.006445,1.0135568,0.9202615,1.2416503,0.9671022,1.313909,0.6551297,1.1381533,1.2685211,1.2624755,0.49434042,1.1744385,0.93650234,0.7727813,0.96032345,1.0940053,1.118944,0.9111084,0.6596421,1.179338,0.9738788,1.1471496,1.1855029,0.8475154,0.67627215,0.5799029,1.2825916,1.175476,1.0003574,0.94785875,0.9206272,1.0111864,0.94565654,0.7967453,0.9263917,0.7207162,0.6681864,1.0560079,1.1260293,1.0652473,0.7916167,0.83740836,0.9953201,1.162749,1.095864,1.173436,0.6483534,0.8874726,0.8534569,1.253311,1.1511145,1.2968353,1.1162586,0.7251709,1.180122,0.989339,0.8306469,0.75774145,1.2262634,0.8898705,1.1344616
