,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
jeans,0.36648887,0.9580739,1.3667264,1.3242493,0.398808,1.3980812,1.3396362,1.1783923,1.3265978,0.71624726,0.60157603,0.36772472,1.3577976,0.64588267,0.397184,0.8447093,0.3355528,0.6109412,1.1566178,1.4858139,1.5138648,1.0129954,1.0906698,1.0980943,1.5279951,1.1991087,1.4479985,0.84991455,1.0898213,0.5747012,0.7476045,1.1170316,1.4978678,1.2060357,0.6293903,1.4656829,1.1296084,1.1404977,1.1962148,0.56614214,0.82677853,1.5149726,0.71129876,1.5968249,1.0378622,0.763721,0.9951255,1.0051961,1.0359485,0.7216226,0.96711814,1.2760488,0.72181165,1.133474,0.77548075,1.0178052,1.3051072,1.3336841,1.1535995,1.3884604,1.1117303,0.8392089,1.2792374,0.6774115,0.91898924,1.1692141,0.65326285,1.3802781,0.6132361,1.4189637,1.3551962,0.863729,0.5695989,1.3735961,0.0,0.92711836,0.9177129,1.5539937,0.9063918,0.61342347,0.9460262,1.2408593,0.48178047,0.5388485,0.9735949,0.7022284,1.4115543,1.1432831,1.0265864,1.0033417,1.447583,0.96477777,0.89900225,0.2879578,0.16671777,1.1327182,1.4789846,1.468415,1.0504025,1.2996716,1.0732868,1.3968204,1.5059915,0.9936529,0.76785266,1.3106767,1.0155224,1.0727488,0.8040131,0.45674348,0.9511867,0.22346967,0.96895504,0.84353495,1.3291249,0.7631016,1.2305574,0.6250278,1.2771258,0.9262049,1.4683242,0.73746806,1.0833666,1.484137,1.0108783,1.4757245,1.1852924,0.81810546,0.21397042,0.61476433,1.5859193,1.102464,1.3141886,1.0842874,1.2228944,1.5466723,0.9796987,0.69210637,1.2303252,1.2688854,1.0246466,0.88967913
knife,0.9918902,0.9597508,1.1532766,1.0912355,0.83078253,1.2576742,1.3180715,0.8833847,1.0018691,0.8120968,1.0755558,1.0519079,0.84697473,0.96487254,1.0516483,0.7768567,1.09113,1.032635,0.87039286,1.0961678,1.0805674,0.9269707,0.9029643,0.6132014,1.1407349,1.094093,1.0647775,0.94778156,0.78713584,1.0651143,0.8824422,0.81443346,1.1616861,1.1814798,1.2279323,1.1028763,0.7584624,1.034823,0.91508806,1.0137345,0.9874017,0.7809949,0.99281406,1.1754966,1.1257595,1.1264404,1.0756948,0.94890344,0.6904696,0.8997926,1.039073,1.1945626,1.0983832,0.9466886,1.1543233,0.8917849,0.8600277,1.2844507,1.0707595,0.5540378,1.019751,1.0096803,0.94502735,0.9716017,1.0663652,0.9620247,1.1588058,1.0895786,0.8362322,1.155113,0.99038804,0.6103257,1.1693708,1.1747338,0.92711836,0.0,0.9141017,1.0207281,0.9566532,0.99961215,1.1080805,1.0377166,1.0442368,1.0503702,0.9746968,1.0294762,1.114338,0.84375167,0.78492063,1.0946665,1.1919436,0.8960551,1.1955843,1.1272835,0.97859526,0.9907312,0.59685624,0.5337759,0.8621515,1.0282488,1.0968492,1.1379797,0.95875937,1.1463056,0.97808176,0.68291706,0.95669395,1.0761243,1.0054883,0.982609,0.383079,1.1259664,0.94186383,0.9789506,0.7738037,1.0311805,0.8502116,1.023862,0.94287753,1.040702,1.1702695,0.8109167,1.0226543,0.82565457,0.93643665,0.8855588,1.1193103,1.0070966,1.0839968,0.9177864,1.1255231,1.0069155,0.86235684,0.4785483,1.0049562,1.1711739,0.9381108,1.0380822,0.70793474,0.9184102,1.0360296,1.0808809
ladder,0.9142132,1.180582,1.3307505,1.038221,0.95784086,1.3648227,1.2191576,1.2301354,0.8384933,0.709194,1.0403289,0.75847447,1.257115,0.71319926,0.9254871,1.0850577,0.88199145,0.8651281,0.74580085,1.1277934,1.087008,0.58409226,1.1316229,0.717673,1.0027039,0.9184449,1.0213764,1.0449103,1.0983775,1.0595515,0.5359532,1.0195426,1.1281873,0.7500235,0.9725472,1.189215,1.0056515,1.2750586,1.2362062,0.6990242,1.0337166,1.1877773,0.43194544,1.1758556,0.91017103,1.0162039,0.9049344,0.5839101,0.5946849,0.9941354,1.1451566,1.3152189,1.1070855,1.1940151,1.0530965,1.2529436,1.165266,1.081432,1.1800778,1.1586642,1.1350176,0.958619,1.2934245,1.1178119,1.01069,1.1378666,1.0093056,1.119571,1.0425072,1.1064802,0.9825589,0.74932873,0.9933859,0.977164,0.9177129,0.9141017,0.0,0.9102714,1.0371556,1.042076,1.100057,0.8929276,1.0206031,0.8913287,1.1859535,0.9672512,1.3341401,0.9094418,1.189199,1.2085068,1.3317748,0.63694984,1.0115086,0.89122844,0.91563344,0.69542694,1.1540587,1.084709,1.1233437,1.1527855,1.1438743,0.98965895,1.2825096,1.1245058,0.81352127,0.9581919,0.56966877,1.1789218,1.0166858,1.0253657,0.7316525,0.8613168,1.0992907,1.19281,0.9259868,0.73670757,0.8792449,0.6987139,1.3090438,1.0410266,1.2101794,1.1221437,1.0390961,1.2149259,1.0786375,1.020823,1.0562706,0.6126049,0.8471078,0.56887704,1.2298319,1.3138943,1.2592206,0.9677052,0.9689839,1.0870165,0.72685504,0.81785834,0.76118356,1.2949282,0.7477238,0.9723619
lamp,1.4719727,1.196642,0.79697406,0.6973945,1.4403355,0.7727667,0.82023424,1.1463224,0.8462475,1.0610567,1.1582413,1.416463,0.63469034,1.2839636,1.5487665,1.1565468,1.4536455,1.2585217,0.96134806,0.49752867,0.68853515,1.1119007,1.2430571,0.74928564,0.5534992,0.733247,0.4598627,1.1346371,1.0638944,1.2459455,0.99845266,1.0374117,0.50423443,0.70886713,1.0610977,0.684764,0.9346161,1.0181506,1.0668957,1.2377284,1.4225767,0.5869447,1.1856623,0.47501504,1.0676756,1.1929199,1.1349586,0.79631263,0.9956433,1.2421064,1.1423863,0.9739373,1.107475,1.0609425,1.2099736,1.1379795,0.73217344,0.658324,0.9441782,0.6327266,1.0905077,1.1005439,0.7787355,1.4314427,1.0610907,1.1610075,1.3044002,0.7192435,1.4717805,0.6633222,0.51215494,1.0314654,1.0440106,0.6645891,1.5539937,1.0207281,0.9102714,0.0,0.972002,1.3730938,1.284487,0.77391005,1.5914707,1.313307,1.1959658,1.3721901,0.6705041,0.7597861,0.97476894,1.1660343,0.7896261,0.8594575,1.1092381,1.4349272,1.4746354,0.82985246,0.47705466,0.533396,1.1356764,0.5907394,1.1087332,0.49760967,0.6831262,1.2010965,1.1936114,0.66604555,0.75092006,1.0159619,1.3874733,1.4190056,1.032971,1.4686089,1.1356323,1.1069384,0.6578709,1.1550275,0.761366,1.3044438,0.87920505,0.99752146,0.53237003,1.3233168,1.0485443,0.4993505,1.110418,0.48634446,0.9609616,1.0486683,1.4465237,1.2404466,0.63471806,1.0575918,0.95387423,1.0404794,0.6910169,0.6762077,1.1160362,1.2000394,0.537841,0.8672937,0.786093,1.0263635
leg,0.9849251,0.97257817,0.8738133,0.58739376,0.8913234,1.0292311,1.1394324,1.1621032,1.0737336,0.8560433,1.1958749,1.014331,0.65556633,1.025469,1.0710424,0.92138326,1.0742521,1.1412694,1.2464892,0.7010965,1.1859217,1.2708256,0.9827913,0.7525697,1.0369495,1.1299868,0.59912366,1.1796796,0.85385036,0.83305013,0.8552359,1.0476798,1.1300969,0.9970557,0.93833756,0.7773638,1.0616869,1.0530016,1.0862682,1.0017693,1.10338,0.8251958,1.0929755,0.7557428,1.3219708,0.940752,1.2018123,0.8463833,1.1026257,0.87080526,1.0129339,1.1043013,1.1112496,1.0423727,1.0616089,0.8616767,1.0220367,1.1223094,1.0559087,0.83271974,1.3566089,1.1352082,0.7084155,1.0818533,0.91366583,1.2799929,0.9915313,1.1815753,1.0059352,1.1847541,1.0412978,1.1095625,0.9693877,0.88636017,0.9063918,0.9566532,1.0371556,0.972002,0.0,0.913212,1.1179733,1.2825578,1.1110693,1.0724168,1.0746055,1.0120804,0.75262606,0.83008057,0.7504155,1.0537752,0.9931407,0.84050846,0.9790735,1.0294758,0.8119908,1.1868818,0.89442766,0.92162067,0.9605379,0.83889437,1.066939,1.0126047,0.99336886,1.0484763,1.213789,0.9799036,0.80423677,0.76631296,1.0572982,1.1344728,1.2199507,1.0229383,1.0970315,0.9668702,0.93811995,0.9783518,1.1837995,1.1515765,0.7981424,1.0037724,0.63773054,0.8608505,0.95126337,0.8634911,1.0513899,0.7215099,1.1520677,1.0910425,1.0335816,1.1739966,1.1408238,0.8001203,0.88918906,0.8849424,0.80891514,1.2735991,1.3405678,1.0552719,0.6714628,0.8418758,0.88302326,1.1411769
meat,0.5655838,1.1324139,1.292974,1.3539859,0.47396845,1.3046799,1.3035262,1.1248286,1.1849089,0.9253642,0.7361157,0.7291214,1.3176591,0.97595197,0.440466,1.1099604,0.5785583,0.7138071,0.98634905,1.3597579,1.3372203,1.0187641,0.87046605,1.0471935,1.3455102,1.1477703,1.4474962,0.9208984,1.1524558,0.76704836,1.1597081,1.0455843,1.3301688,1.0951426,0.88387555,1.3837588,1.0093018,1.084788,0.99600697,1.0301232,0.6366434,1.40782,0.836352,1.387039,1.0005044,0.73595977,0.99759775,1.1032753,1.1615218,0.90410256,0.99529076,1.2248826,0.88820636,1.1367633,0.6967319,1.022162,1.2866015,1.1598582,1.2697093,1.3537514,1.0029078,0.6776598,1.2780356,0.82678473,1.0110302,0.9951093,0.63984,1.1792278,0.5440838,1.334436,1.1051486,0.98976004,0.99571043,1.2152975,0.61342347,0.99961215,1.042076,1.3730938,0.913212,0.0,0.9981153,1.0999634,0.548823,0.7700127,0.94856757,0.61814994,1.324343,1.2583587,1.1145774,0.9604772,1.2760477,1.1349097,0.8248035,0.4624427,0.57570696,1.0225462,1.4002883,1.3704696,1.2102393,1.4089676,0.86015815,1.2474011,1.3533866,0.7661929,0.8109354,1.3720319,1.1476649,0.9396473,0.43222564,0.7052465,0.8913202,0.50259,0.9403495,0.8105576,1.3598763,0.75220585,1.2513782,0.81150126,1.3132745,0.9113643,1.3992257,0.98485756,1.0485765,1.4219301,0.903758,1.3576967,1.0369967,0.9429546,0.594487,0.7566503,1.3699771,1.1175131,1.1674916,1.0217652,1.3548001,1.3497922,0.9088974,0.9067114,1.3005621,1.2660632,1.0706661,0.8852239
melon,0.8478327,1.0189985,0.865916,1.1160915,0.85759324,0.7941222,0.59587646,0.6737572,1.1363784,0.99202484,1.1005162,0.8212407,1.3178113,0.82968843,0.7920601,1.0396028,0.8445663,0.88431525,0.92182994,1.2899284,0.8929651,0.8303936,0.9032701,1.1357131,1.2741396,1.1928388,1.3270051,1.0070045,1.1718959,0.9911738,1.0853368,1.0586009,1.0029941,1.1429675,1.1849867,0.9756401,1.1822889,0.9295146,0.8979448,0.9049735,0.6375181,1.2389461,0.9802373,1.2318941,0.74024165,0.94987684,0.93042713,1.203709,1.0239774,0.93812156,1.1470145,0.6510584,1.067752,1.1216111,1.0208803,1.1429673,1.0180718,0.84923613,0.97322804,1.3273425,0.7551947,0.88927835,1.2845356,0.833321,1.0381753,0.64230233,1.0143538,1.138488,0.8713752,1.0802298,1.2010794,0.91073155,1.2053357,1.2949752,0.9460262,1.1080805,1.100057,1.284487,1.1179733,0.9981153,0.0,0.98979706,0.5601395,0.934652,1.1225578,0.71537,1.2269328,1.092832,1.219148,1.1074558,0.76524985,1.2106329,0.73377097,0.99694556,1.0377159,1.0415347,1.2711998,1.2279071,0.74427676,1.1219709,0.99242985,1.2168013,0.8861163,0.4679827,0.7008502,1.2232004,1.2423917,1.0605013,0.82204616,0.914019,0.96816945,0.9835086,1.0193751,1.1948913,1.0999799,0.9647594,1.028552,0.79796296,1.1935912,0.86532724,1.1345842,0.9173075,0.79779065,1.2351636,1.039891,1.2476001,0.8683142,0.99344355,0.9277323,0.8390981,1.0349185,1.1759472,1.0991158,0.9744136,1.145085,0.8701329,0.78288364,1.0347939,1.3392016,1.3118783,1.0789884,1.0618938
milk,1.1286545,1.1516362,1.0815017,1.1137375,1.1993836,1.0282233,0.8536172,1.0543021,1.0068817,0.97247535,1.0565257,1.121076,1.1901029,1.055515,1.0718546,1.1200637,1.1080545,1.0782934,0.8895863,0.86343324,0.67565906,0.89475334,1.0837606,0.91721475,0.60766745,0.85242736,1.0307853,1.0567356,1.1826892,1.2185452,1.006445,1.1105382,0.8312855,0.72815824,1.0337126,1.088896,1.0075575,1.0994122,1.1807122,1.079769,1.1078227,1.0797219,0.9346695,0.9475555,0.78289235,1.0423218,0.9607394,0.8759834,0.95198905,1.159117,1.1473721,0.98289114,1.0965595,1.2263346,1.1537476,1.212115,1.0315708,0.8523625,1.0418772,1.1632848,0.8929448,1.0744635,1.2721272,1.0367662,1.1127604,0.85901487,1.1743195,0.7757587,1.1635303,0.7350069,0.8211702,0.8734928,1.0984254,0.9543631,1.2408593,1.0377166,0.8929276,0.77391005,1.2825578,1.0999634,0.98979706,0.0,1.0545713,0.96882784,1.147893,1.086042,1.1839452,0.93500483,1.2297769,1.0996482,0.9648265,0.98538584,1.0131832,1.1076216,1.2368326,0.8050667,1.0339035,1.0162848,1.0935423,0.98565215,0.99712193,0.78609836,0.9645925,0.8908885,0.84033626,0.99201024,0.87590337,1.1882411,0.9990939,1.1168482,0.8337202,1.1776779,0.94297594,1.0816804,0.86476755,0.84003717,0.7510561,0.9365299,1.206703,0.9411365,1.1267611,1.2109673,0.98939395,0.9430696,1.0290623,0.94953775,0.7578889,0.8694626,1.1687651,1.0284834,0.88611776,1.2201403,1.0486785,1.0381893,1.0214696,0.7489525,0.8365929,1.0051364,0.9271974,1.2279207,1.0298489,0.9871201
mitten,0.3846795,1.082051,1.3572857,1.4504764,0.41774917,1.3088388,1.1321336,0.9598974,1.2715176,0.9845639,0.7669438,0.46694624,1.5394881,0.71932626,0.27220744,0.99987435,0.35939002,0.74629587,0.97288775,1.544415,1.3373029,0.86780834,0.8312057,1.1616315,1.4891729,1.148339,1.6424263,0.9992712,1.1870072,0.747896,1.0135568,1.1076673,1.3742191,1.1684387,0.90612847,1.4354339,1.0391173,1.1456046,1.1030154,0.7666737,0.39279115,1.607161,0.7473483,1.6059726,0.8176033,0.70841044,0.79718757,1.180022,1.0827584,0.8694632,0.9860436,1.144705,0.80188,1.1766453,0.85788393,1.06157,1.305481,1.0698824,1.1709852,1.5872116,0.73256415,0.754399,1.4322662,0.38543105,1.0562444,0.70048606,0.76759815,1.3197696,0.4444809,1.287312,1.3380541,0.8738988,0.91435814,1.4045982,0.48178047,1.0442368,1.0206031,1.5914707,1.1110693,0.548823,0.5601395,1.0545713,0.0,0.6594473,1.0022414,0.47047198,1.5090404,1.0641271,1.0569812,0.91867554,1.3289269,1.175078,0.66724217,0.46702194,0.5826621,1.017429,1.6021733,1.5469126,1.0915198,1.3762894,0.8847621,1.3802576,1.4883252,0.59964263,0.45847654,1.5154638,1.2769982,0.96728754,0.49449557,0.5105631,0.82621586,0.4998532,0.875414,1.0482538,1.3471755,0.74663645,1.218173,0.5299307,1.3822484,0.9918076,1.5263178,0.7789006,0.9493546,1.6162682,0.93070054,1.530581,1.0619496,0.8237144,0.5320344,0.63091063,1.4479902,1.1760266,1.1689423,1.0309334,1.2555851,1.2865357,0.7495249,0.87107444,1.4856384,1.3647335,1.0567617,0.97553957
motorcycle,0.6002247,1.2164494,1.2386835,1.2176356,0.5583494,1.2737755,1.2317853,1.2130377,1.2482893,0.6950978,0.72512764,0.50409544,1.3350341,0.8745549,0.5707076,1.1248893,0.63388574,0.5114217,0.96137756,1.3019084,1.2400541,0.88410175,1.2640901,1.0575666,1.3092737,1.0982106,1.3885081,0.47979796,1.4278495,0.7028769,0.9202615,1.2804363,1.2386172,0.9724027,0.7950554,1.3003172,1.301086,1.212787,1.2805269,0.751225,0.95392853,1.4459243,0.5665463,1.3735483,0.8238455,0.7392612,0.86169946,1.0233338,1.0820185,1.0055982,1.1629965,1.2506468,0.79139674,1.2829633,0.653382,1.2443599,1.3023967,1.0816678,1.2060015,1.4783573,1.0485568,0.8139408,1.2796723,0.9926014,0.9405401,1.144396,0.65339327,1.2465882,0.82609046,1.2158111,1.1727324,0.79286766,0.78505296,1.2374511,0.5388485,1.0503702,0.8913287,1.313307,1.0724168,0.7700127,0.934652,0.96882784,0.6594473,0.0,1.084601,0.7909732,1.3005908,1.3708526,1.3273854,1.0982947,1.355555,1.0396037,0.80492,0.5690861,0.7157099,0.8984462,1.3629744,1.3516154,1.2415524,1.3357356,1.2283974,1.2026069,1.3110007,0.93194926,0.73028123,1.1944151,0.9088806,1.1311922,0.90936416,0.90192926,0.87877107,0.5044915,1.1107026,1.1245375,1.3637058,0.72938514,1.0173677,0.56483936,1.4155644,0.7914512,1.326047,1.1831496,1.1371965,1.4620453,1.077831,1.3399394,1.1210146,0.5377957,0.42948723,0.47386575,1.3487554,1.3094952,1.3615483,1.1859739,1.3855504,1.1873536,0.7968908,0.65084875,1.2012404,1.340259,0.9686519,0.79459214
mouth,1.082057,0.6210779,1.0123547,1.0414633,0.9490479,0.95991117,1.0839508,0.91692984,1.1395322,1.1547292,1.0547934,1.1237129,0.9646232,1.1170368,0.95031744,0.893144,1.0963347,1.0514653,1.1617151,1.168436,1.1974064,1.1590774,0.82728404,1.1541249,1.2348896,1.1475852,1.1420727,1.0641127,0.85017806,1.1059103,1.2416503,0.9738731,1.1566536,1.130588,1.0617424,1.0379214,0.94382036,0.80410314,0.8881367,1.1351185,0.98229915,0.9907106,1.2074744,1.1151518,1.069837,1.0339814,0.96309674,1.143896,1.0879619,1.0460696,0.59701777,0.90178186,1.0946397,0.60139906,0.77303386,0.50580233,1.0091121,1.1798599,0.94375634,0.8940307,1.08111,1.0267147,0.76661956,0.9340744,1.1385242,0.8743202,0.7528218,1.0960438,0.7208174,1.0211529,1.1074746,1.0820279,0.9992511,1.1599662,0.9735949,0.9746968,1.1859535,1.1959658,1.0746055,0.94856757,1.1225578,1.147893,1.0022414,1.084601,0.0,0.99654084,0.82253206,1.1536236,0.657277,0.38695276,0.9627054,1.1493759,1.0716926,1.0165206,0.9511802,1.0602868,1.0524162,1.0359161,0.9396582,1.1809776,1.0296267,1.1894805,1.0870875,1.0532075,1.1764235,1.1280122,1.2065852,0.90008116,1.003511,0.9069171,1.1032801,0.96173275,0.937673,1.0123854,1.1986815,1.1303511,1.214517,1.1253868,0.83823633,1.129334,1.1349682,0.81075823,1.0260367,1.1032739,0.7592349,1.080146,0.9779076,1.1581734,1.0061569,1.1448752,1.0070505,0.5434255,0.4413905,0.8971325,1.1870819,1.1523829,1.0984656,1.1366287,1.1715186,0.5987273,1.0099771,1.1956328
muffin,0.49885714,1.164604,1.2742357,1.2802271,0.7201952,1.21064,1.0962583,1.0228719,1.0434113,0.9738676,1.029516,0.6891052,1.3965377,0.81489956,0.5510205,0.96878725,0.66067827,0.8219485,0.99446815,1.4351141,1.2161483,0.8973001,0.8063611,1.1624193,1.3246456,1.1662396,1.4772005,0.981576,1.252394,0.84000504,0.9671022,1.0787677,1.1962178,1.0880789,0.99548936,1.2089615,0.9331486,1.0974636,0.98837423,0.8893508,0.5467801,1.4682904,0.76539373,1.4366183,0.8645916,0.82792914,1.0208977,1.0389533,0.98267865,0.78649616,0.96077675,1.0776926,0.9918966,1.0549842,0.83665353,1.1317183,1.1387789,1.0055733,1.148675,1.3345152,0.8529037,0.7647254,1.3183682,0.6980183,1.0816675,0.84780335,0.77724564,1.1694212,0.74257004,1.1809009,1.1894892,0.8769105,1.186528,1.3152901,0.7022284,1.0294762,0.9672512,1.3721901,1.0120804,0.61814994,0.71537,1.086042,0.47047198,0.7909732,0.99654084,0.0,1.3495567,1.172599,1.1437352,0.97867495,1.1964446,1.1026897,0.60754,0.6818552,0.7088157,0.9998518,1.4705247,1.4293945,1.1193049,1.3807249,0.97875845,1.2251183,1.3240929,0.7106843,0.6211666,1.3101745,1.153399,0.97665024,0.78365576,0.88541603,0.92280865,0.7346474,0.67575556,0.8119282,1.2760944,0.7939414,1.1634341,0.76329887,1.1692438,0.88062614,1.4263635,0.94049966,0.8114687,1.4089127,0.78608,1.4125087,0.9936107,0.8349981,0.7292347,0.77103853,1.2831954,1.1815529,1.1342409,1.0694771,1.294502,1.2331482,0.88282084,0.91767496,1.353107,1.2940407,0.94342506,0.99635243
nail,1.5572522,0.7232586,0.30549866,0.6954694,1.3841765,0.32260585,0.73819697,0.9231871,1.0191678,1.3283858,1.1982744,1.5076549,0.2639932,1.4627132,1.5205903,0.965508,1.5093833,1.3635762,1.2198017,0.38825804,0.7878757,1.453129,1.0966656,1.0446181,0.72184896,1.0262178,0.49807298,1.1849375,0.803444,1.2668492,1.313909,1.0599672,0.71492004,1.1578109,1.2188239,0.6066751,1.1077656,0.5557844,0.96966994,1.4063761,1.412447,0.2852553,1.6013033,0.23660767,1.3156518,1.2532403,1.1841537,1.21591,1.2914424,1.2133465,0.7091348,0.6006435,1.1533141,0.63353866,1.081372,0.5451615,0.71494913,0.94363797,0.65562,0.44558012,1.1866714,1.327652,0.15774292,1.188942,1.0738039,1.0629992,1.1327178,0.809025,1.2440804,0.61936057,0.97332937,1.3862281,1.09261,0.6670467,1.4115543,1.114338,1.3341401,0.6705041,0.75262606,1.324343,1.2269328,1.1839452,1.5090404,1.3005908,0.82253206,1.3495567,0.0,1.0390393,0.60728127,0.7310736,0.52272063,1.2310772,1.2108958,1.4895436,1.385847,1.2520683,0.43427682,0.4908473,0.9209701,0.6662295,0.901706,0.87319833,0.5787671,1.2654254,1.5046117,0.8001691,1.1580856,0.5944714,1.3076105,1.3021336,1.413301,1.4362222,1.1340228,1.0362546,0.8548815,1.3775452,1.1460831,1.5071543,0.31493366,1.1402997,0.2964115,0.9305406,1.1270663,0.4051777,0.93717974,0.48464996,1.0138025,1.3996589,1.402693,1.501491,0.39607882,0.38003373,0.5564036,0.91365,0.83045626,0.6983875,1.4375536,1.2524498,0.8023934,0.20861721,1.1256349,1.1427779
napkin,1.1560638,0.9700586,1.06352,0.73275065,1.1983291,1.150316,0.963097,0.9533668,0.8603504,1.0163965,1.1372666,1.1259131,0.79386663,0.79530907,1.1931996,0.92101043,1.0194993,1.3206562,0.93525785,0.76900303,0.912421,0.9974201,0.9825561,0.72460884,0.7538734,0.96583277,0.53023523,1.3153082,0.6709419,1.260508,0.6551297,0.85295486,0.8983648,0.891078,0.943846,0.80528426,0.67597854,1.1039009,0.8937752,0.89487654,1.080548,0.69524074,1.1491039,0.85397404,1.1971704,1.3333536,1.1435583,0.82389545,0.85983604,1.0545306,1.0935907,1.1821272,1.0942167,0.97406435,1.4640217,1.0057395,0.85318273,0.95315427,0.96896875,0.7209121,1.1321435,1.39956,0.9987815,0.89345574,1.0667257,1.0349078,1.4552586,0.9004705,1.2654421,0.89484596,0.8639729,0.9854477,0.85315865,0.8629604,1.1432831,0.84375167,0.9094418,0.7597861,0.83008057,1.2583587,1.092832,0.93500483,1.0641271,1.3708526,1.1536236,1.172599,1.0390393,0.0,0.7839407,1.1881136,0.9929334,0.66995114,1.258906,1.1733896,1.0611714,0.86617947,0.6813184,0.69466645,0.8757773,0.43157506,0.86565316,0.8720365,0.8379069,1.0751975,0.869921,0.75390035,0.802886,1.1650834,1.1189454,0.9651022,0.9827091,1.2653624,0.9737955,1.0660739,0.61371744,1.0809906,0.8529487,1.0361742,0.8825576,1.2911086,0.7121057,0.7383719,0.8592013,0.71885526,1.2599012,0.6885312,0.9991794,1.0810177,1.3368566,1.3316516,1.0099344,0.985799,0.87068146,0.8654005,0.18487442,1.0224549,1.2197723,1.1885927,0.5758214,0.95433784,0.90246266,1.1477164
necklace,1.1703116,0.5440656,0.8417255,0.82598054,1.0397384,0.9253172,1.1393472,0.8848657,0.9902201,1.197138,1.0008224,1.3004832,0.51053494,1.2512375,1.0989578,0.71513206,1.1524076,1.3398054,1.2568886,0.8940045,1.1578321,1.3297639,0.8850186,0.98114926,1.0957263,1.0816072,0.8106614,1.2876601,0.5443957,1.0626572,1.1381533,0.8321951,1.0838094,1.3236058,1.1335151,0.9453201,0.801643,0.8455355,0.9204568,1.2530935,1.0182767,0.6988064,1.4367596,0.89095867,1.3217958,1.1676098,1.0416737,1.1910437,1.060094,0.88787663,0.54488075,0.9689605,0.9888208,0.6107738,1.1254187,0.5114746,0.8604634,1.2066766,0.89279974,0.53170365,1.1318617,1.2405391,0.41603756,0.8556211,1.0243638,1.1174215,1.008259,1.0768737,0.86677134,0.9561082,1.0352136,1.1410666,0.9249693,0.9941122,1.0265864,0.78492063,1.189199,0.97476894,0.7504155,1.1145774,1.219148,1.2297769,1.0569812,1.3273854,0.657277,1.1437352,0.60728127,0.7839407,0.0,0.6052951,0.95354503,1.1333445,1.1767578,1.1811622,0.98930997,1.2183999,0.74028957,0.7767695,0.8142909,0.85616493,0.8248857,1.1277719,1.0003607,1.1959463,1.2136292,0.99479693,1.2528973,0.64519244,1.0113102,0.83723736,1.0938904,1.1324718,0.8002553,0.9376067,0.87178046,1.2731138,1.2319908,1.2993665,0.46990424,1.2412211,0.79586303,0.6801042,1.0054936,0.73770666,0.92100227,0.80222374,1.1546482,1.2946575,1.2051129,1.3660469,0.9657253,0.43590766,0.63855004,0.8561398,0.8416289,1.2101706,1.3803945,1.2068951,0.9023694,0.32822603,1.1078253,1.2134144
nose,1.1141032,0.4576422,0.9685434,1.1201091,0.96823835,0.8740094,1.0296233,0.9724273,1.2101772,1.2556396,1.0583489,1.2001922,1.0241866,1.2482795,0.91440636,0.76690555,1.1211932,1.1346421,1.2803875,1.1416897,1.2083837,1.271308,0.7426794,1.1813943,1.1947025,1.1577349,1.1753693,1.2127175,0.7896718,1.1253369,1.2685211,0.9919374,1.1517701,1.1253203,1.012711,1.1203802,1.0168577,0.64005375,0.9677823,1.2440991,0.9098292,1.0742611,1.2985454,1.0902044,1.137228,1.0581985,0.9058407,1.1247405,1.1779156,0.98362327,0.36611617,0.7279975,1.0827842,0.5330644,0.7584746,0.30661917,1.1417418,1.1525367,0.9645055,0.90495443,1.0954995,1.0363044,0.69772136,0.8043824,1.1645222,0.92476547,0.67414033,1.2264595,0.58360803,0.9888096,1.022427,1.2326707,1.0287377,1.1171409,1.0033417,1.0946665,1.2085068,1.1660343,1.0537752,0.9604772,1.1074558,1.0996482,0.91867554,1.0982947,0.38695276,0.97867495,0.7310736,1.1881136,0.6052951,0.0,0.84815454,1.2491225,1.0146415,1.0389726,0.9770229,1.1241732,1.1311368,1.1317983,1.0288218,1.1418921,0.935382,1.15868,1.1753615,0.9095111,1.218337,1.2491817,1.2733186,0.6980582,1.0253409,0.9236894,1.1642184,0.97928774,0.9563866,0.95312935,1.1528648,1.1357232,1.3193245,1.2229927,0.7716204,1.1187285,1.1429802,0.7522702,1.0123986,1.0245101,0.6151935,1.0545161,0.9886603,1.162382,1.0369357,1.2409265,1.0355562,0.33043844,0.6563569,1.0194511,1.26662,1.1827673,1.2253394,1.159819,1.1934334,0.49065602,1.052923,1.19125
