,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nail,1.3521596,1.0481313,0.34717906,1.076663,1.266567,0.8511405,0.4331988,1.1201828,0.8876617,1.4863436,1.510561,0.86008644,1.4807047,1.4068979,1.431232,1.1511748,0.4718001,0.6739874,1.3169465,0.40823478,0.99358046,0.8812378,0.82705355,1.1969995,1.0468131,1.2978008,1.4404566,0.8911884,1.282813,1.1654414,0.8023559,1.0041456,0.6828595,1.4112186,1.0906405,0.29532212,1.5308682,0.4801389,1.309819,0.9679786,1.3411949,1.0434945,1.2578431,0.62253416,0.5637336,1.2778277,1.0782262,0.52646583,0.45792365,0.9685106,0.8358775,1.0132952,1.0313256,1.330841,1.3364376,0.19444692,0.87167794,1.1822263,0.7579657,0.9803034,1.1456393,0.45629418,1.2531776,1.3217236,1.2973118,0.7062013,1.3874857,0.5306848,1.3160009,0.82834697,0.57680255,1.1295743,1.041867,1.0341805,1.3345402,1.1028655,0.64931464,0.878571,0.0,0.79669964,0.3561129,0.6232505,0.7515993,1.2776945,1.2051022,1.3779802,1.3582257,1.345687,0.5938965,0.3698799,1.1917759,0.83401847,1.0453528,0.7393235,1.2558806,0.7257395,1.3891759,0.81647104,0.49436408,1.4413238,1.1258905,1.2233893,0.6640165,1.3771154,1.0976089,1.2413857,0.43887103,1.2354393,1.2181257,1.4305599,0.40492725,0.49057353,1.202049,0.44432175,0.5004034,0.8536217,0.6496261,1.1509008,1.3595657,1.5678146,0.8276876,0.32334584,0.56408596,0.91356194,0.8571275,0.7280077,1.2710783,1.2268114,1.3146157,0.36338818,1.1592128
napkin,1.3984998,0.82426286,0.8655214,1.3195406,1.3741443,0.98295146,0.60208154,1.2362422,0.61279994,1.4047382,1.4109018,0.667354,1.1882943,1.2997209,1.2801259,1.1966475,0.37568277,0.55589694,0.9924034,0.60405827,0.62523836,0.47946358,0.24538517,1.2570466,1.1616412,1.2568076,0.8144094,0.7008917,1.2656586,1.0709548,0.85142654,1.1060791,0.90385264,1.1340461,1.1437612,0.49363542,1.2238774,0.46627313,1.3396097,0.91273767,0.9200562,0.79939353,1.2703779,0.92121154,0.6474045,1.2402503,1.4501737,0.8720397,0.7530288,0.8963178,0.8927514,0.9069601,1.0485514,1.3161743,1.3872914,0.7313948,0.6542284,1.2130244,0.821988,1.3821483,1.4265767,0.6790725,1.2445608,1.3590237,1.4186987,0.71472746,1.2082998,0.5309351,0.90053797,0.598686,0.4537363,1.121274,1.2380979,0.47237074,1.2601755,0.864876,1.1508496,1.1592541,0.79669964,0.0,0.7501519,1.1338844,1.0083147,0.929636,1.4116087,1.424684,1.1162858,1.1603494,0.577108,0.51977503,1.263848,0.36544502,0.8049536,0.68336964,1.4144831,0.9773194,1.014258,0.59828883,0.9040271,1.1095697,1.2284653,1.2392522,0.47870207,1.427733,0.82643265,1.0824112,0.33785117,0.94903165,0.8674792,1.4250078,0.53704345,0.5383447,0.91835016,0.4233216,0.7085841,0.8492851,0.8154712,0.7443569,1.4434419,1.4976623,0.7344419,0.8312943,0.9744282,1.0066241,0.056958318,0.8602773,0.8684725,1.2299546,0.8533341,0.5861449,0.977348
necklace,1.3473661,1.1407368,0.69330144,0.89024675,1.1473556,1.2177823,0.8133725,1.084549,0.9965277,1.3826996,1.3496823,0.6735114,1.2776273,1.0979807,1.1682711,1.1967438,0.720464,0.93880063,1.3534113,0.50105953,1.007278,1.0341923,0.8927986,1.2279596,0.80375177,1.2017732,1.2680082,1.2033823,1.3261397,1.2501357,0.786339,1.0947075,0.49251997,1.2345058,0.8578235,0.49996078,1.4105172,0.77421105,1.35308,1.0692573,1.3456805,1.0876647,1.0638999,0.49728698,0.7466779,1.1228043,1.0486604,0.39165354,0.7086393,1.2479153,0.8063221,1.118471,1.1074953,1.2916892,1.3954933,0.31905675,0.9449063,1.1777085,0.78805745,0.89397407,0.9211199,0.5651833,1.265761,1.2000443,1.0103762,0.82879436,1.0255797,0.7431841,1.2254531,1.0978067,0.48488134,1.0649662,1.0403739,1.0571927,1.1692846,1.2444535,0.4278276,0.8968013,0.3561129,0.7501519,0.0,0.62247616,0.88649774,1.200106,1.1728649,1.1146635,0.9957206,1.2927985,0.7378498,0.5836489,1.1523597,0.81645393,1.1445029,1.0063438,1.2771528,1.0752319,1.1106448,0.98799294,0.79728925,1.4070344,0.9542002,1.0251911,0.7472515,1.100754,1.0932401,0.8804765,0.5343623,1.1851604,1.2403032,1.294579,0.46364272,0.80699295,1.1440604,0.6710781,0.6381831,0.6607126,0.70921636,1.2477982,1.0972009,1.4849179,1.1184384,0.3279451,0.38556194,1.0023882,0.82081056,1.08939,1.194826,1.2721806,1.2861993,0.36551964,1.147235
nose,1.0284176,1.0301418,0.8271271,0.7598381,0.84079325,1.0170954,1.1497428,0.9502859,1.2925005,1.1066519,1.2603247,1.0961759,1.2778835,0.9961015,1.1621003,1.2805822,1.1826694,1.2642742,1.2681793,0.8909506,0.9364284,1.2049662,1.1920613,1.0777137,0.6115296,1.114382,1.3670863,1.2246468,1.1260809,1.0649307,0.87071824,0.8968059,0.7486079,1.2845771,0.94423854,1.0566194,1.3003681,1.1060121,1.1328894,1.029116,1.119508,1.0275364,0.9778451,0.3806445,0.8800483,1.0799025,0.8844483,0.40463197,1.028967,1.214311,0.8283924,1.1641952,1.1411303,1.0749769,1.1232318,0.76958644,0.88393104,1.0535043,0.9424661,0.7492629,0.6094695,0.8389478,1.156261,1.0384272,1.0039084,1.0551045,1.104575,1.1958313,1.1214606,1.1604774,0.910038,0.9526842,0.8398981,0.90914077,0.8775401,1.1869053,0.36277956,0.6340655,0.6232505,1.1338844,0.62247616,0.0,0.71214926,1.2885652,0.96540636,0.9993182,1.0480932,1.1071557,1.1346009,1.1168576,1.0371026,1.2949911,1.2076995,1.1527716,1.0840843,0.9422831,1.120629,1.2084684,0.9772905,1.1940993,0.7506931,1.0257083,1.0269874,1.0263958,1.0335777,0.86441207,1.0627245,1.1245502,1.0951515,1.1949658,0.88979524,1.0319736,0.9696573,1.0600678,1.138573,0.8249282,0.9840946,1.205617,1.0745342,1.2489532,1.1838529,0.40669537,0.44486308,1.0293946,1.1746286,1.2470098,1.3082466,1.1067916,1.2354887,0.88240737,1.0370423
orange,1.02865,1.045696,0.428725,0.84291744,1.1257967,0.6759754,0.8353394,0.40888697,1.0154268,1.2703099,1.3120198,1.0748364,1.1818302,1.2284665,1.186842,1.2496142,0.9934596,0.9534683,1.1164451,0.51627433,1.0292277,0.896776,1.0669148,1.2170302,0.7815846,1.2649323,1.2087312,0.97896814,1.2298902,0.97905034,0.9556516,0.62344635,0.6228359,1.2193913,0.62577194,0.8886206,1.3399749,0.87156725,1.1956544,1.026441,1.2867668,1.0731851,1.1009722,0.84241724,0.54981387,1.2513934,1.1479114,0.76573396,0.8827703,1.036806,1.0177783,1.0967795,0.99685526,1.0856701,1.2953354,0.9542001,0.8827494,1.1257865,0.75024676,1.0340246,0.9757685,0.86756945,1.14712,1.0501602,1.2372926,1.0246928,1.3006324,1.0650036,1.2281742,1.1586357,1.0103476,0.6929865,0.5346753,0.93148524,0.90089875,1.1349113,0.8491919,0.501204,0.7515993,1.0083147,0.88649774,0.71214926,0.0,1.2832816,1.0973942,1.2558315,1.2301998,1.2404344,1.0641588,0.9828949,0.6442444,0.9956931,1.1789551,0.7055496,1.1371944,0.46961796,1.0254627,1.1049432,0.68817306,1.3464165,0.9155147,1.1139896,1.0132557,1.2821631,1.0418758,1.0561209,0.94409204,1.2658873,1.0621471,1.2443376,0.83974934,0.8545482,1.0608101,0.85499334,1.030614,0.93040884,0.6400356,1.1616862,1.2937421,1.3470589,0.63685226,0.7334194,0.75604534,1.1533027,1.0374621,0.82017875,0.9787199,1.1824777,1.2973166,0.8479355,1.2047473
oven,1.1333406,1.0409925,1.3110057,1.1305703,1.076556,1.211642,1.1327558,1.1640649,0.8052716,0.81704766,0.8953287,0.76513904,0.84868497,1.0806638,0.9710794,0.88784593,0.9569608,0.82040334,0.6538818,1.1378325,1.0399946,0.75816417,0.69530076,0.9212987,1.2270033,1.0003259,0.5768236,0.95866174,0.86637264,0.903826,0.99780214,1.1567928,1.1087588,0.7678299,1.0296702,1.1134754,0.7036898,0.96756786,1.03729,1.0680802,0.63838863,0.6229976,0.9890497,1.205789,1.1819963,0.9062979,1.0845608,1.2483644,1.1180838,1.0826138,1.1310505,0.8584262,1.062866,0.98423797,0.87326694,1.1649506,1.1793128,0.9533507,1.1184343,1.140815,1.1560175,1.1783657,1.0698448,1.0069662,1.0078521,0.9885883,0.9355984,0.91816217,0.8106158,0.85468554,1.0761667,0.9773957,1.2766163,1.0222586,1.1985008,0.9567656,1.1860516,1.2355893,1.2776945,0.929636,1.200106,1.2885652,1.2832816,0.0,1.116838,1.0098323,0.95144296,0.8948187,0.9759974,1.0243205,1.0269512,0.8440314,0.8646366,0.88053316,1.0775437,1.2287308,0.8868224,0.56128216,1.0377777,0.43006563,1.0238107,0.9660083,1.0110848,0.9803186,1.0168966,1.0557905,0.9777223,0.80089104,0.61679715,1.0374355,1.1456724,1.0747565,1.0524895,1.0424188,0.980278,1.0146664,1.0501544,0.93101627,0.9715386,0.77685905,1.0250454,1.329834,1.2309868,1.2147361,0.95063984,1.1300195,0.59304124,0.9958639,0.8298798,1.2124904,0.82342196
owl,0.68868285,1.199413,1.3179344,0.9534784,0.77981913,1.0891912,1.3040568,0.9484378,1.309422,0.7237376,0.6185612,1.2253469,0.79665744,0.6945933,0.64557713,1.1264981,1.4728627,1.361239,1.2274712,1.3688921,1.1549134,1.4261374,1.4186473,0.8196324,0.93328196,0.52513385,1.086221,1.12359,0.827827,1.0677651,1.2286931,1.0288546,1.1566923,0.7698858,0.94652826,1.4442436,0.7855108,1.4684422,0.70668876,1.0757987,0.9947888,1.2402134,0.65352756,1.1076313,1.2626611,0.71788216,0.73933923,1.129791,1.0392665,0.6109992,1.1521448,1.1682134,0.9920737,0.89281803,0.76607245,1.2397068,1.1965361,0.6626777,1.3142338,0.6863649,0.8266028,1.1676497,0.8957491,0.8364397,0.7821585,1.1766536,0.75363994,1.3143151,1.0709722,1.1480091,1.313999,0.9207137,0.83075464,1.0732037,0.78388,1.0869867,1.0361814,0.72640896,1.2051022,1.4116087,1.1728649,0.96540636,1.0973942,1.116838,0.0,0.6412824,0.7727016,1.0014772,1.3490189,1.3700621,0.7941234,1.2547127,1.0667698,1.3196745,0.7555615,1.1212264,0.9109123,1.3708427,1.221133,0.8504096,0.77977926,0.7734742,1.3917425,0.64987534,1.1723295,0.8261713,1.4243221,0.9383821,1.0546635,0.74319524,1.379822,1.4636863,1.0999057,1.3832668,1.2162379,1.0102051,1.2209132,1.1551691,0.66154,0.7220506,1.4348149,1.2174306,1.0308187,1.1255264,1.3680924,1.3811798,1.122478,0.80841726,1.1015935,1.3461556,0.89474595
pajamas,0.7769952,1.2311479,1.4165053,0.79236066,0.5161735,1.3547131,1.4771395,1.0035889,1.4043481,0.65306264,0.39362395,0.92687005,0.5826781,0.27856934,0.31185836,1.0026532,1.5693026,1.5163288,1.1260412,1.4838902,1.2613637,1.4521408,1.4022232,0.8266722,0.8143375,0.70745105,0.91640836,1.4323221,0.74907887,1.1110852,1.3123245,1.210213,1.1540217,0.5862829,0.8738519,1.5640507,0.68705237,1.5990214,0.84449136,1.018475,0.92371976,1.3148434,0.5303904,1.1560171,1.4545445,0.4989289,0.6211006,1.1209381,1.3926961,1.2670034,1.140186,1.2174038,1.2215176,0.9330628,0.70879143,1.361167,1.3126165,0.8076593,1.3352252,0.65787375,0.6272013,1.2958487,0.9399597,0.79390657,0.18210894,1.2698686,0.26848245,1.4348624,0.99028075,1.5012081,1.258532,0.9931239,0.9457764,1.1339225,0.7585186,1.1276745,0.9716766,1.0202738,1.3779802,1.424684,1.1146635,0.9993182,1.2558315,1.0098323,0.6412824,0.0,0.28462625,0.9125641,1.5356375,1.5242422,0.91183233,1.3030698,1.2376711,1.5650034,0.78299475,1.2793531,0.6718248,1.4572502,1.3710762,0.7810759,0.82463515,0.5958699,1.4992282,0.08436048,1.2450029,0.316584,1.5472035,0.8087281,1.2215652,0.4851566,1.5257319,1.565751,1.0975138,1.558649,1.2912737,1.0847311,1.2832735,1.213292,0.07335544,0.5729455,1.5444919,1.2380755,1.0704361,1.0074298,1.3510404,1.4743962,1.1834815,0.785077,0.9981821,1.4622397,0.95593303
pants,0.85646176,1.2605579,1.381819,0.8787278,0.6018467,1.3944539,1.4497501,1.0333834,1.3215339,0.7901734,0.54481196,0.7525659,0.59798884,0.3437841,0.45026875,1.1359938,1.4169234,1.4793236,1.1723535,1.3385186,1.0988523,1.3502935,1.1991708,0.9638594,0.71931374,0.7428316,0.8132507,1.4189136,0.8604812,1.1497997,1.27214,1.1714438,1.0292424,0.60811865,0.83896077,1.4322144,0.77616954,1.5016184,0.9064186,1.0588902,0.8928803,1.2437003,0.45743418,1.0892595,1.3780518,0.57499224,0.86675835,1.061237,1.2892547,1.2941586,1.0435205,1.216863,1.2361346,1.0310051,0.8989753,1.3037927,1.1856973,0.9679662,1.2838123,0.84049237,0.76166743,1.2741276,0.91885406,0.83227944,0.53892666,1.1796492,0.06454229,1.3507314,0.90846306,1.4422542,0.9793764,0.9003652,1.0020452,1.0260276,0.78028464,1.1612904,0.97176254,1.0138551,1.3582257,1.1162858,0.9957206,1.0480932,1.2301998,0.95144296,0.7727016,0.28462625,0.0,1.025788,1.413379,1.4096646,0.9452952,1.1716911,1.19579,1.4947555,0.8220057,1.2784315,0.62872493,1.3963484,1.3418679,0.79585624,0.8522322,0.65944934,1.2716041,0.33831584,1.2239704,0.20303595,1.3453698,0.8187336,1.1849564,0.6246339,1.3798556,1.4536904,1.1025325,1.4443797,1.2110386,0.87065715,1.200456,1.155679,0.387051,0.74648404,1.5209682,1.1862168,1.0515208,1.0211354,1.0567557,1.4956357,1.115155,0.9173012,0.90156734,1.2983092,0.9532246
paper,0.8261878,0.9570454,1.2554159,0.88766664,1.0231271,0.9052895,1.1995702,1.0475298,1.015961,0.809927,0.7902717,1.2178106,0.92063636,0.7734171,0.9098281,0.41409326,1.2089972,1.1048849,0.69880056,1.3549215,1.0735509,1.1575534,1.176532,0.8633068,1.0729452,1.0071439,0.9125169,0.8705753,0.79746497,0.7843669,1.1068034,0.9869199,1.1816931,0.9290216,0.9993858,1.2816232,0.7667521,1.2365767,0.9128852,0.846268,0.85021293,0.9020299,1.0132571,1.0567471,1.1627709,0.9230312,0.92099804,1.2438278,1.2663057,0.9230951,0.98007506,0.91938007,0.9023771,0.63075334,0.8401542,1.3057852,1.1517854,0.99813765,0.9790774,1.0290796,0.9498069,1.2105911,0.93210715,0.8535178,0.7897925,1.1680056,0.97827226,1.2052829,0.83260214,1.0210638,1.2703972,1.0287398,1.0522683,1.070116,0.9040083,0.9749682,1.0569426,1.0652673,1.345687,1.1603494,1.2927985,1.1071557,1.2404344,0.8948187,1.0014772,0.9125641,1.025788,0.0,1.163606,1.2853944,1.021801,1.1396086,1.0043801,1.091666,0.9407942,1.1010948,0.9679938,1.0681872,1.2137496,0.8926497,1.0100578,0.90664846,1.1565093,0.86089844,0.8978466,1.0712372,1.3159221,0.99198484,0.9851973,0.8506738,1.2727101,1.2751076,0.88361293,1.3015486,1.2522194,1.1704297,1.1836553,1.0104808,0.85851276,0.6414468,1.0384415,1.3043933,1.1716352,0.90727484,1.1582019,0.9173258,0.9553389,0.9423069,0.9440913,1.2801969,0.9692851
pen,1.3040893,0.90177536,0.7111635,1.2713406,1.3293787,0.92690265,0.561734,1.2021598,0.7007588,1.3018293,1.4418406,0.6919608,1.313092,1.4647762,1.3962978,0.9293194,0.4287541,0.42949617,1.0396258,0.6334047,0.6419409,0.717744,0.60577,1.1031358,1.1016009,1.2739153,1.0299948,0.70249134,1.3504095,0.98062944,0.69448286,1.0173157,0.9163712,1.2690198,1.255904,0.21761811,1.2846757,0.46412814,1.2717817,1.052293,1.2227187,0.7118587,1.448777,0.9771105,0.72181416,1.2189939,1.290817,0.85432607,0.6265155,0.8655456,0.85470134,0.7362046,0.91694355,1.2041473,1.330013,0.5302011,0.8376547,1.2525537,0.79728335,1.3048973,1.3556812,0.74417955,1.1477622,1.0607905,1.3889905,0.86228186,1.4045281,0.39192295,1.0297567,0.51156634,0.60104966,1.2441174,1.2518861,0.945861,1.2946844,0.89816535,1.0675483,1.2849259,0.5938965,0.577108,0.7378498,1.1346009,1.0641588,0.9759974,1.3490189,1.5356375,1.413379,1.163606,0.0,0.16120553,1.1875081,0.56501865,0.85062945,0.517323,1.3083678,0.95325005,1.216001,0.53663963,0.6698343,1.3013352,1.3086509,1.3016769,0.42929792,1.5084814,0.8861157,1.4173174,0.40937293,1.2070737,0.8800598,1.3068773,0.5290265,0.5143255,1.0374844,0.46736717,0.53806144,0.88715285,0.81472933,0.86973625,1.4645737,1.3837199,0.694602,0.82839394,0.98675215,0.79231745,0.60606754,0.6749014,0.8678749,1.1713848,0.90122336,0.46896446,1.09216
pencil,1.4223799,0.9705362,0.55914736,1.2495669,1.37134,0.9439038,0.37806016,1.2006773,0.66656834,1.4047613,1.4606483,0.6853355,1.356076,1.5118796,1.4097475,0.95282227,0.2912612,0.32896078,1.1026429,0.4907738,0.7992758,0.67059743,0.5450659,1.1551765,1.2078263,1.3036208,1.1183015,0.74238896,1.3421013,1.0714129,0.74960834,1.0664058,0.81392664,1.2805656,1.1860787,0.10362339,1.3805006,0.33661693,1.320014,1.0233386,1.2529478,0.793611,1.4245365,0.96748227,0.62562764,1.2473075,1.2606425,0.80221516,0.46448982,0.8872721,0.8827714,0.87754864,0.9806421,1.2912632,1.3360597,0.3419212,0.84963197,1.2175748,0.7549423,1.2546949,1.3546821,0.65563065,1.1966994,1.2799759,1.402607,0.73377955,1.4174944,0.26185244,1.1404347,0.55030525,0.51954466,1.2389348,1.249682,0.954777,1.3939744,0.9657961,1.0172856,1.2244997,0.3698799,0.51977503,0.5836489,1.1168576,0.9828949,1.0243205,1.3700621,1.5242422,1.4096646,1.2853944,0.16120553,0.0,1.2189243,0.47367954,0.85312665,0.4831754,1.3263696,0.9130873,1.3227334,0.546775,0.58848083,1.333013,1.337204,1.338532,0.5161995,1.498837,0.9938738,1.384194,0.3024711,1.1715863,0.97325546,1.3768983,0.42632264,0.44188648,1.1380712,0.37598288,0.32005626,0.86263394,0.7312317,0.9425293,1.4566692,1.4898552,0.6755148,0.6900907,0.9257727,0.8065301,0.5663772,0.63255405,0.90420544,1.2116643,1.0710385,0.3996656,1.0906528
pickle,0.70909995,1.1450984,1.0564265,0.65642107,0.80420053,1.0673441,1.2250594,0.43836766,1.1500763,0.83138245,0.7925918,1.0936977,0.71736544,0.9455019,0.757371,0.99914265,1.3615919,1.1871636,0.92576814,1.05183,1.139982,1.2364988,1.316415,1.0375388,0.7508296,1.0523363,0.9101193,1.1794187,0.95688146,1.084194,1.0481557,0.7709593,0.7583201,0.7838436,0.47368354,1.1359007,0.9888073,1.2846987,0.9833046,1.1460521,1.1514617,1.1092315,0.7721719,1.1419566,1.0335217,1.0653024,0.96102417,1.0541272,1.1119541,1.0665408,1.0728322,1.093169,1.039782,0.9233888,0.9511781,1.25422,1.1584488,0.9268162,0.8037592,0.9510214,0.90968555,1.290313,1.0272293,0.7296941,0.93613094,1.2859349,0.9204519,1.2496104,1.1132923,1.3670452,1.2400947,0.9101917,0.55688363,1.1593019,0.6722466,1.2570825,0.9718335,0.75246614,1.1917759,1.263848,1.1523597,1.0371026,0.6442444,1.0269512,0.7941234,0.91183233,0.9452952,1.021801,1.1875081,1.2189243,0.0,1.0376986,1.2843525,1.0631446,0.8955273,0.98088115,0.734931,1.2692728,1.069283,1.0011171,0.9573023,0.9626072,1.2691407,0.885635,1.1043999,0.9223555,1.3662485,1.1378913,1.0649968,0.7475546,1.2543586,1.2707071,1.0514094,1.3652513,1.1191506,0.901827,0.9535391,1.3159586,0.90449405,0.8923439,0.98377645,1.124792,0.95458424,1.0932074,1.229618,1.0831194,0.87821275,0.99026793,1.1126746,1.2704494,1.068929
pillow,1.3354988,0.9415309,0.84456897,1.2344108,1.2939461,0.9829693,0.58816683,1.1365564,0.6396666,1.3394516,1.0833188,0.5852593,0.8385733,1.3285912,0.94851744,1.0277412,0.51210976,0.44526345,0.89697635,0.6398045,0.88455933,0.58191323,0.47113216,1.1755434,1.2795749,1.189166,0.57190484,0.7938678,1.2814441,0.96556056,0.9188118,1.1358142,0.926073,0.721718,0.9714686,0.4877476,1.062931,0.57934296,1.2453132,0.995411,1.0837502,0.76651365,1.2830073,1.1247479,0.7218934,1.1404151,1.342323,0.98445034,0.61742157,0.8974861,1.0328332,1.0121613,0.94548476,1.2258337,1.3682529,0.7552027,0.7873827,1.1383666,0.74901974,1.3294971,1.3676842,0.77182674,1.1567373,1.2682204,1.2975318,0.89036185,1.1799812,0.49493784,1.0561492,0.7433719,0.6867632,1.1048137,1.1737686,0.74998295,1.1928176,0.9747497,1.1868712,1.2143111,0.83401847,0.36544502,0.81645393,1.2949911,0.9956931,0.8440314,1.2547127,1.3030698,1.1716911,1.1396086,0.56501865,0.47367954,1.0376986,0.0,0.88360846,0.6432556,1.2863498,0.98739064,0.87628424,0.52696925,0.856649,1.1832248,1.294636,1.2388328,0.7322109,1.2960442,0.9571786,1.098952,0.50489885,1.1039746,0.8504771,1.2108406,0.66841894,0.76861703,1.077622,0.6391387,0.64535844,0.8634857,0.69759744,0.92105657,1.2924023,1.3535943,0.76822984,0.931041,1.0603477,1.1084177,0.36483824,0.8265316,0.72225964,1.213079,1.0730168,0.7577225,1.0859085
plant,1.1424454,0.8610193,0.95375854,1.2323407,1.2084842,0.9128635,0.8109202,1.1809603,0.77170783,1.1632956,1.1469982,1.0654669,1.1665404,1.2384142,1.2825137,0.99616694,0.69767237,0.78785604,0.9649901,1.0384154,0.9209502,0.7385503,0.7208189,0.96347684,1.3236794,1.0498463,0.8910585,0.8061336,0.93083423,0.86663216,0.9865119,1.0485754,1.1817833,1.0114135,1.2686365,0.9202557,0.9733563,0.7161084,0.99847054,0.9804787,0.8226481,0.9678773,1.1391306,1.050831,1.0686066,1.1141014,1.1039238,1.1663406,0.8866986,0.6990681,1.0711687,0.8654943,0.9354842,1.1206069,1.0214745,0.972938,0.89158416,0.9915521,1.1207151,1.0864223,1.2571665,0.8954699,0.9844269,1.1424937,1.2401015,0.77436346,1.2068543,0.776893,0.8867626,0.59871876,0.9430581,1.031057,1.27005,0.9439893,1.2985852,0.74118906,1.164933,1.1594609,1.0453528,0.8049536,1.1445029,1.2076995,1.1789551,0.8646366,1.0667698,1.2376711,1.19579,1.0043801,0.85062945,0.85312665,1.2843525,0.88360846,0.0,0.8833969,1.0940719,0.9174746,1.205992,0.69948083,1.0248352,0.8743836,1.1233544,1.1846845,0.8621968,1.2200924,0.96099716,1.2726275,0.77817464,0.970466,0.8804547,1.2071342,0.95263976,0.801777,1.0026985,0.7694838,0.88218534,1.1346718,1.006718,0.6554183,1.217895,1.0414382,0.8606909,1.114178,1.2301526,1.0990134,0.8257804,0.85055697,0.9215705,0.8182008,0.8583448,0.97257024,0.7345683
plate,1.1696559,0.9068611,0.6615804,1.2881483,1.4028591,0.70589656,0.5796636,0.9043263,0.66110104,1.2067254,1.409471,0.8634205,1.2745125,1.5268737,1.4216087,0.8977414,0.6012025,0.29524797,0.9087235,0.49293458,0.8648873,0.58279955,0.7059327,1.1019437,1.1950074,1.3296866,1.0242463,0.5417689,1.304938,0.9239711,0.87350285,0.83196664,0.8984715,1.2723079,1.036414,0.55428207,1.3011286,0.5108898,1.2065986,1.0163935,1.2097548,0.6527728,1.468679,1.0890894,0.48934114,1.2673792,1.2869786,1.0775781,0.6246655,0.8070058,0.9926195,0.7750627,0.8149184,1.0493826,1.2441518,0.8065411,0.85047996,1.1597211,0.78057754,1.316978,1.3725579,0.86151046,1.1037296,1.0827901,1.4361961,0.8066568,1.5205564,0.62874556,1.0947801,0.5962843,0.88255304,0.7851039,1.0387181,0.84424865,1.2489092,0.954787,1.16474,0.88122714,0.7393235,0.68336964,1.0063438,1.1527716,0.7055496,0.88053316,1.3196745,1.5650034,1.4947555,1.091666,0.517323,0.4831754,1.0631446,0.6432556,0.8833969,0.0,1.2488837,0.7975716,1.2704785,0.6077968,0.6732279,1.2562559,1.1366221,1.2926877,0.7107052,1.5381219,0.8780868,1.4748504,0.582526,1.2875547,0.7011611,1.3858352,0.6161081,0.6156539,1.0618374,0.46095622,0.6937767,1.0424728,0.6778994,0.9505779,1.4964331,1.2808497,0.468274,0.9718797,1.0444306,1.041112,0.75727916,0.58115643,0.562497,1.1986604,1.1569884,0.7303721,1.1332717
pony,0.60415065,1.086221,1.1517047,0.8480825,0.7806455,1.0336865,1.2650295,0.8846459,1.3146933,0.7719243,0.69245505,1.285672,0.8755674,0.81338346,0.8004595,0.9460487,1.3452485,1.2861952,1.083142,1.2985511,1.1692219,1.3387547,1.3689253,0.8072531,1.0366093,0.5216216,1.0904301,1.1881552,0.85259145,0.92944616,1.1679735,1.0420492,1.145069,0.86608946,1.0239338,1.3554955,0.8394272,1.3371341,0.33920598,0.9623925,1.0665963,1.2182692,0.8509839,1.1405058,1.2848926,0.7370969,0.7449578,1.2319211,1.1341696,0.9883324,1.0912837,1.0604144,0.83030474,0.8554114,0.7486522,1.2243826,1.118661,0.93211037,1.2828832,0.8142537,0.90446913,1.2779195,0.4447012,0.83980596,0.83181936,1.1705093,0.78055143,1.2363424,1.0538181,1.1785365,1.2707877,1.0190058,0.9667835,1.2196007,0.96777296,1.1183674,1.0190831,1.0768983,1.2558806,1.4144831,1.2771528,1.0840843,1.1371944,1.0775437,0.7555615,0.78299475,0.8220057,0.9407942,1.3083678,1.3263696,0.8955273,1.2863498,1.0940719,1.2488837,0.0,0.9870791,1.0861741,1.2827351,1.1968925,0.92250884,1.0541506,0.9926434,1.3022561,0.7831259,1.1265421,0.9098349,1.3613243,0.95738965,1.1328957,0.695986,1.3145221,1.3257937,1.0529693,1.349395,1.1840199,1.1166773,1.1632503,1.136378,0.7673511,0.6657745,1.2242336,1.1994356,1.1512092,1.0540421,1.3995793,1.1095502,1.1412401,0.91492844,1.0120041,1.3445606,1.0580219
