,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
egg,1.3288918,0.8616444,0.5581427,1.1528187,1.2997774,0.6404357,0.55671203,1.0122539,0.8159153,1.3567382,1.4791076,0.9191188,1.376008,1.4165791,1.4040048,1.174651,0.6554001,0.59757674,1.089999,0.4431587,0.7856353,0.7181031,0.7176943,1.2332304,1.0111473,1.3194485,1.243762,0.4959011,1.3128612,1.0163078,0.7890083,0.8527574,0.8274592,1.3730816,1.0759532,0.6184073,1.4741981,0.5665322,1.273644,1.00932,1.1919932,0.7758256,1.3476684,0.8620566,0.0,1.2953933,1.2822502,0.7555144,0.6561304,0.8937987,0.91958386,0.94947433,1.0511383,1.1520383,1.3341717,0.7030989,0.7767637,1.089527,0.8241236,1.2129312,1.2242565,0.6817297,1.2370315,1.3124607,1.3622084,0.70599365,1.4267004,0.71125376,1.2056417,0.71103466,0.73402137,0.9834125,0.885816,0.7086178,1.2275953,1.0808616,0.97443426,0.7345514,0.5637336,0.6474045,0.7466779,0.8800483,0.54981387,1.1819963,1.2626611,1.4545445,1.3780518,1.1627709,0.72181416,0.62562764,1.0335217,0.7218934,1.0686066,0.48934114,1.2848926,0.6765789,1.218698,0.7730827,0.5745638,1.373089,1.0556391,1.2781045,0.70405436,1.4681962,0.8513272,1.2590556,0.5532168,1.2494898,0.8855255,1.4188881,0.53566694,0.5617111,0.97701365,0.41286314,0.749714,0.8917155,0.75289744,1.0698957,1.4400226,1.4525137,0.50933224,0.6585046,0.8272166,1.1352508,0.77869266,0.8040993,0.9708602,1.2417091,1.2163408,0.539707,1.1706414
elephant,0.8115592,1.1121469,1.2762241,0.8781444,0.7104967,1.173388,1.3004797,1.041604,1.2930648,0.7943838,0.63961,0.9949826,0.8864087,0.68940717,0.5291474,1.0274472,1.3318462,1.2278397,1.1769365,1.3220865,1.1906693,1.2550611,1.2125514,0.8520813,0.9885949,0.6171148,1.0311124,1.1624919,0.9157503,1.0750866,1.189342,1.1069882,1.1726722,0.84575945,1.065758,1.3544391,0.7846907,1.351075,0.9261496,1.1223863,0.9842651,1.1839402,0.87859434,1.1390686,1.2953933,0.0,0.8754864,1.1063626,1.1916914,1.0531603,1.1306262,1.1906539,1.040551,0.97731125,0.8726725,1.2592007,1.1787554,0.8728272,1.3174257,1.0187984,0.8287206,1.2663746,0.8370794,0.8544849,0.52229196,1.1638356,0.48676574,1.2256905,1.0140798,1.1434981,1.1088334,1.0460492,0.90677243,1.1139742,0.87433636,1.0908175,1.0549836,1.1081879,1.2778277,1.2402503,1.1228043,1.0799025,1.2513934,0.9062979,0.71788216,0.4989289,0.57499224,0.9230312,1.2189939,1.2473075,1.0653024,1.1404151,1.1141014,1.2673792,0.7370969,1.1154146,0.9597044,1.2328683,1.1839902,0.8141124,0.9359669,0.65173125,1.2462052,0.5490996,1.0971574,0.7297313,1.297118,0.8570721,1.1130394,0.6421102,1.337505,1.3722022,1.0278399,1.2893547,1.1688863,1.1483709,1.1999297,1.1509084,0.44856596,0.76474905,1.3411136,1.2828192,1.1532364,0.9895269,1.190856,1.3319223,1.159451,0.84845936,1.067131,1.3238132,0.9024991
face,0.8222592,1.1914784,1.12446,0.92470926,0.7923978,1.1202637,1.2117285,0.95172936,1.2838342,0.8141664,0.7804322,1.2430893,0.9199883,0.7245071,0.83736265,0.96096087,1.2923276,1.289633,1.129959,1.2775993,1.1929975,1.3403356,1.3619766,0.85831577,1.0323846,0.81914794,1.2278007,1.1784079,0.7952782,1.0889444,1.2394443,1.0313295,1.0866745,0.9188638,0.96949494,1.2745476,0.9382939,1.2781131,0.7882408,0.9981902,1.0124534,1.216031,0.8492294,1.0098919,1.2822502,0.8754864,0.0,1.1126599,1.1990395,1.0611646,1.0436774,1.0353988,1.0094813,0.94741297,0.69593596,0.98203284,1.3109226,0.91876864,1.2070872,0.22150016,0.7458497,0.99769,0.911186,0.8738493,0.6295861,1.1655713,0.8422673,1.2142984,1.0879806,1.1958026,1.238796,1.0554653,0.9628517,1.2352417,0.95338714,1.1188313,0.80289423,1.0133334,1.0782262,1.4501737,1.0486604,0.8844483,1.1479114,1.0845608,0.73933923,0.6211006,0.86675835,0.92099804,1.290817,1.2606425,0.96102417,1.342323,1.1039238,1.2869786,0.7449578,1.113276,1.0974202,1.2207562,1.1431828,0.9160496,0.8862253,0.9805393,1.294831,0.5824256,1.2345964,0.8479621,1.3317864,0.94130015,1.1724429,0.787828,1.2668931,1.260654,1.1631719,1.321161,1.1169149,0.9823038,1.1757904,1.1865335,0.58344126,0.8337402,1.2446526,1.0339943,1.0321867,1.0551336,1.4358895,1.1693041,1.2311252,0.8191652,1.1520257,1.3078341,0.9295661
finger,1.1962241,0.83512175,0.6950052,0.70162714,0.8296392,1.121717,1.0231245,1.0056896,1.1431499,1.2930019,1.3808641,0.8073374,1.3507507,1.1118187,1.2040486,1.2517172,0.99349797,1.1655412,1.3439008,0.64511275,0.9425925,1.144316,1.0374341,1.2430446,0.595961,1.2034173,1.3038719,1.2150823,1.3347788,1.2246524,0.58572114,1.0802251,0.6313636,1.2844589,0.93553126,0.731621,1.4428366,0.995012,1.3035655,1.0012865,1.3063396,1.0449034,1.0437826,0.46183538,0.7555144,1.1063626,1.1126599,0.0,0.887259,1.2812455,0.7016071,1.0511919,1.1509725,1.2348975,1.375531,0.6310514,0.68753284,1.1176645,0.7721915,0.9238963,0.4758625,0.68963367,1.260424,1.1832913,1.0723357,0.94136024,1.083594,0.9951967,1.2364397,1.2012935,0.62865776,0.9833238,0.8780975,0.9216412,0.8692317,1.2053905,0.4962933,0.7816414,0.52646583,0.8720397,0.39165354,0.40463197,0.76573396,1.2483644,1.129791,1.1209381,1.061237,1.2438278,0.85432607,0.80221516,1.0541272,0.98445034,1.1663406,1.0775781,1.2319211,0.93042916,1.0788908,1.1341914,0.8668295,1.3723853,0.9201884,1.0343648,0.8302927,1.1434536,0.8577311,0.82931155,0.757205,1.1780097,1.1564015,1.292133,0.58915925,0.9389629,0.8249196,0.79525506,0.97629184,0.741656,0.7776344,1.1781234,1.1527812,1.4319918,1.1804941,0.18432522,0.42602676,0.96056616,0.942328,1.191294,1.3006352,1.2061398,1.2787113,0.5125403,1.1477128
fish,1.0568252,1.0367564,0.6785749,1.3287137,1.2567662,0.8991504,0.5543974,1.1143064,0.93586594,1.3582836,1.3170376,0.8626265,1.3116245,1.3939675,1.2918437,1.0826051,0.5623951,0.55077565,1.2599063,0.6135029,0.89015764,0.8211335,0.78475434,1.1670237,1.1469357,0.91942537,1.1469964,0.8366219,1.2093816,1.0850075,0.8938508,1.044406,0.87204653,1.233393,1.0227661,0.525391,1.2997732,0.58406603,1.0199157,1.0435946,1.1868113,0.9835631,1.1857479,0.94888884,0.6561304,1.1916914,1.1990395,0.887259,0.0,0.8662169,0.9720425,0.99514216,0.8409721,1.2872212,1.2147481,0.46663934,0.81920457,1.0209268,0.95588946,1.1091331,1.2694972,0.65415967,1.0629873,1.2669783,1.4023967,0.6718248,1.29912,0.49556285,1.2035322,0.7525551,0.65215504,0.8688014,1.1115187,0.8522769,1.292692,0.98104507,1.0870979,0.89638096,0.45792365,0.7530288,0.7086393,1.028967,0.8827703,1.1180838,1.0392665,1.3926961,1.2892547,1.2663057,0.6265155,0.46448982,1.1119541,0.61742157,0.8866986,0.6246655,1.1341696,0.9173938,1.2187451,0.77313167,0.73473847,1.2382154,1.055853,1.182364,0.77306587,1.3571205,1.0977293,1.2690965,0.52907705,1.1974064,1.0024108,1.3864701,0.6414559,0.7354795,1.210357,0.56309634,0.53225106,0.88332695,0.7856606,0.92414606,1.3669522,1.3531145,0.9241967,0.74072963,0.94446635,1.0245618,0.8086597,0.8775399,1.0086708,1.1493278,1.2296457,0.64027333,1.0918068
flower,0.9618306,0.9373808,0.8651738,1.2365408,1.2647636,0.5835898,0.68758297,1.0587404,0.7645732,1.1267959,1.1369039,1.2892785,1.1693501,1.1726507,1.2104967,0.9577154,0.79569316,0.8064868,0.9746426,1.0640281,0.9055934,0.8716128,0.95060784,0.91537297,1.3782117,0.9989499,1.1049439,0.40699756,0.98006034,0.8884578,1.0637615,0.87915504,1.2039884,1.0826553,1.2335186,0.92859006,1.0401217,0.8049575,0.91061586,0.9071102,1.0156826,0.9876554,1.2305562,1.1131743,0.8937987,1.0531603,1.0611646,1.2812455,0.8662169,0.0,1.063205,0.8281228,0.8413269,0.9525329,1.0106318,1.0418327,0.8968297,0.98882467,0.9888069,1.0748138,1.3014832,0.85123616,1.0343629,1.1066905,1.2231833,0.92519504,1.3004549,0.9009018,1.0699182,0.54453814,1.1173797,1.0213794,0.97953844,0.9741638,1.1103255,0.7985616,1.2374542,0.870353,0.9685106,0.8963178,1.2479153,1.214311,1.036806,1.0826138,0.6109992,1.2670034,1.2941586,0.9230951,0.8655456,0.8872721,1.0665408,0.8974861,0.6990681,0.8070058,0.9883324,0.7043739,1.2138066,0.8376872,0.9062103,1.0602609,1.2293183,1.1742601,0.9841279,1.2418836,0.9067425,1.3301868,0.97427166,1.1147088,0.98220795,1.1650984,0.9879242,0.83832264,1.0068779,0.821436,1.0336499,1.2260842,1.0942615,0.8193767,1.2063444,1.1166756,0.7249738,1.1926183,1.2467599,0.9533446,0.87170565,0.6734448,1.0749292,0.93596506,1.0243992,1.0275624,1.0063792
foot,1.0250539,0.45921528,0.95185894,0.99922794,0.8629184,0.933634,1.047276,1.1162273,1.053271,1.2046852,1.293837,0.9709993,1.2583439,1.1041105,1.2261869,1.0395142,0.9004508,1.0262053,1.1857668,0.90957785,0.855779,1.0178673,0.9975566,1.1349555,0.9079788,1.1352373,1.2539225,0.96489906,1.1789429,1.1332605,0.65450865,1.0479066,0.92410165,1.2704558,1.0191978,0.86494696,1.237205,0.9024224,1.1015241,1.0960016,1.19295,1.0014651,1.0636841,0.7865661,0.91958386,1.1306262,1.0436774,0.7016071,0.9720425,1.063205,0.0,0.8532959,1.0958718,1.1241181,1.1616311,0.8269766,0.6383348,1.1548281,0.8574935,1.0199007,0.80458516,0.91291,1.1251887,1.0409119,1.1049485,0.9867083,1.0609478,0.999076,1.1884495,1.0423889,0.7276828,0.92435986,1.0533284,0.97614664,0.748098,1.0860565,0.80213857,0.9436622,0.8358775,0.8927514,0.8063221,0.8283924,1.0177783,1.1310505,1.1521448,1.140186,1.0435205,0.98007506,0.85470134,0.8827714,1.0728322,1.0328332,1.0711687,0.9926195,1.0912837,0.9927524,1.0011654,1.0567588,1.0394434,1.2432253,1.0080885,1.093358,0.83033085,1.1680886,0.41640574,0.9860138,0.8909419,1.1733226,1.1394883,1.2164735,0.54118454,0.8802,0.40106177,0.88990974,1.0169683,0.9770342,1.0840824,1.0876741,1.1387396,1.2924476,1.0217015,0.55973536,0.8185402,0.81680703,0.8926591,1.0357312,1.1633554,1.1044922,1.048905,0.7548951,1.1854614
fork,1.0650599,0.82838,0.9836056,1.1407213,1.1183298,0.92632765,0.9256779,1.0643404,0.82977,1.1153623,1.2359561,1.0837526,1.1890275,1.2190086,1.309131,0.9411915,0.8578011,0.90685743,0.91209596,0.959941,0.6405679,0.94553494,0.9528695,1.0089939,1.0675082,1.215442,1.0187887,0.72169226,1.0184689,0.9818723,0.78884053,1.0335021,1.1126256,1.1422485,1.1209466,0.84538096,1.0438688,0.8778945,1.056223,0.84636325,0.9802024,0.9086524,1.1749856,1.0258358,0.94947433,1.1906539,1.0353988,1.0511919,0.99514216,0.8281228,0.8532959,0.0,0.9304796,1.0497916,1.0543491,1.0386541,0.93236077,1.1804093,0.9581411,1.102461,1.1119418,0.99200165,1.0341393,1.0449667,1.1557531,0.88716495,1.2304205,0.9130391,0.8728929,0.78026426,0.904276,0.92380303,1.1847186,1.0632402,1.1284604,0.9664537,1.11361,1.1294427,1.0132952,0.9069601,1.118471,1.1641952,1.0967795,0.8584262,1.1682134,1.2174038,1.216863,0.91938007,0.7362046,0.87754864,1.093169,1.0121613,0.8654943,0.7750627,1.0604144,0.9558014,1.1053494,0.7825168,0.9818958,0.9648077,1.1837745,1.0819438,0.7363014,1.1979922,0.8216293,1.2871406,0.88915384,1.1309252,0.987385,1.1458344,0.9068009,0.8004123,0.88668233,0.81489086,1.0036671,1.0686327,0.93488616,0.8963971,1.1764975,1.1176181,0.84781444,1.0131415,1.1288866,0.9436433,0.9113744,0.82720816,1.0058447,1.021343,0.7073196,0.92565495,1.0375099
frog,0.4719866,0.9882388,0.94274765,1.0383182,1.2584722,0.8234861,0.93050873,0.7940299,1.0274333,1.1630383,1.1111492,1.119929,1.1247741,1.1465082,1.1149124,0.78502715,0.9926673,1.014474,0.9144017,0.94501823,1.1298167,0.974627,1.1781167,1.0671828,1.2248813,0.87489676,1.0394715,0.942378,1.0319024,1.0421323,0.977123,0.93539184,0.83675104,1.1156303,0.82250184,0.9599235,1.091054,0.9821019,0.7212899,0.73278743,1.1548502,1.0261183,1.1637721,1.0649539,1.0511383,1.040551,1.0094813,1.1509725,0.8409721,0.8413269,1.0958718,0.9304796,0.0,0.9978328,1.0286955,1.0899302,0.7385303,1.1389716,0.8325808,1.0256729,1.147191,0.9233946,0.7314324,0.94475526,1.1130364,0.8549899,1.1852419,1.0838668,1.0656161,0.88200176,1.1978067,0.9765036,0.9133268,1.1297203,0.9969882,0.954443,1.0639191,1.0545439,1.0313256,1.0485514,1.1074953,1.1411303,0.99685526,1.062866,0.9920737,1.2215176,1.2361346,0.9023771,0.91694355,0.9806421,1.039782,0.94548476,0.9354842,0.8149184,0.83030474,0.8987936,1.016171,0.8983178,0.8975369,1.2124809,1.1475204,0.9541822,0.9011307,1.1394219,0.8797243,1.3138807,0.96952504,1.316906,1.0342305,1.1458292,0.8304062,0.9625512,0.9873391,0.927979,1.0842558,1.0574054,0.70795476,0.8834024,1.1133022,1.0702238,0.84973127,1.0831074,1.0757866,1.1289351,1.086024,0.6722648,0.92927307,1.1166146,1.1594756,1.011892,1.2001023
game,0.87516737,1.0670801,1.1557932,0.7808087,0.9711692,0.834902,1.232435,0.8445248,1.0312251,0.73299354,0.7533591,1.2975985,0.77347577,0.86007774,0.8801525,0.657604,1.2747415,1.1263878,0.62320644,1.3178909,1.141653,1.1547486,1.2705779,0.97173554,0.96555877,0.9771638,0.94487053,0.98186916,0.9410502,0.780797,1.2237297,0.8527439,1.1296754,0.91143477,0.99367356,1.2910867,0.722494,1.2326206,0.856906,0.9883884,0.965315,0.9014323,0.9466143,1.116631,1.1520383,0.97731125,0.94741297,1.2348975,1.2872212,0.9525329,1.1241181,1.0497916,0.9978328,0.0,0.80178964,1.2899406,1.195866,0.9765109,0.989524,1.0216382,0.8432567,1.3030779,0.87498575,0.7911458,0.8708387,1.2276964,0.97914714,1.2453912,0.8106599,1.0710261,1.2933031,0.9716309,0.96062547,1.2217124,0.84603983,1.0087546,1.0714431,1.010367,1.330841,1.3161743,1.2916892,1.0749769,1.0856701,0.98423797,0.89281803,0.9330628,1.0310051,0.63075334,1.2041473,1.2912632,0.9233888,1.2258337,1.1206069,1.0493826,0.8554114,1.0561883,1.0146859,1.1714528,1.1830804,0.9362986,0.9741232,0.9203522,1.2668495,0.91970676,1.0799806,1.0262617,1.3946109,0.97833925,0.9162716,0.71737015,1.3247693,1.2280252,1.0558954,1.355063,1.2422603,1.1393986,1.1998984,1.0683306,0.90999895,0.52334654,0.94242793,1.2995157,1.1310166,0.94630396,1.2959607,0.83671105,0.77363694,0.93947697,0.9193797,1.3040462,0.9729556
glass,0.7224356,1.1075246,1.3578494,1.0636111,0.7440308,1.1288351,1.2239449,1.0432107,1.2007108,0.5691482,0.55546623,1.2884521,0.816255,0.7631225,0.7673782,0.86159754,1.316196,1.1262066,0.8283852,1.4539766,1.1413748,1.1893857,1.2453227,0.8026347,1.0487307,0.7629733,0.9923483,1.129217,0.66919345,0.9182521,1.2395337,1.0083745,1.2823958,0.8690443,1.045098,1.4064853,0.530603,1.2956859,0.7949796,1.0845476,0.82282174,1.0780743,0.79801786,1.2234843,1.3341717,0.8726725,0.69593596,1.375531,1.2147481,1.0106318,1.1616311,1.0543491,1.0286955,0.80178964,0.0,1.2625431,1.2619629,0.7614387,1.25847,0.8168078,0.9281143,1.3655307,0.8701999,0.7240243,0.718047,1.0813149,0.8227886,1.1767325,0.89321136,1.0010151,1.3595,1.0766585,0.9989653,1.1379495,0.84872365,1.0520523,1.1914494,1.120749,1.3364376,1.3872914,1.3954933,1.1232318,1.2953354,0.87326694,0.76607245,0.70879143,0.8989753,0.8401542,1.330013,1.3360597,0.9511781,1.3682529,1.0214745,1.2441518,0.7486522,1.206681,1.000877,1.1608001,1.2804552,0.6350547,0.9406003,0.92412233,1.3061147,0.63525647,1.1604111,1.0140109,1.3647231,0.7942141,0.94281894,0.5956644,1.4550487,1.3283768,1.0513642,1.3465456,1.0881929,1.1744007,1.2987714,1.0749441,0.683182,0.4828074,1.2227093,1.3809279,1.2355105,0.9695998,1.3614717,1.1518332,0.9222479,0.7611433,0.8412575,1.4624528,0.88169396
glasses,1.4013387,1.0413257,0.51639974,1.1134784,1.2850327,1.04982,0.5277256,1.1948894,0.8527752,1.434529,1.4347129,0.7952149,1.4208843,1.3388277,1.3960018,1.1130178,0.38357645,0.6006083,1.3059149,0.45614493,0.98023045,0.8562807,0.70205057,1.13123,1.10819,1.1723304,1.3243793,0.99180317,1.256139,1.0843487,0.8175208,1.1203128,0.73989224,1.3284211,1.1652505,0.28710985,1.4167166,0.4171955,1.2727025,1.0494118,1.2882235,1.054945,1.2320546,0.6699751,0.7030989,1.2592007,0.98203284,0.6310514,0.46663934,1.0418327,0.8269766,1.0386541,1.0899302,1.2899406,1.2625431,0.0,0.9648154,1.1651778,0.92206,0.85713154,1.1757444,0.40760767,1.2165433,1.3108399,1.2846754,0.78955823,1.3146753,0.34912032,1.2520909,0.79532945,0.51014805,1.1899313,1.1801542,1.0168356,1.4008572,1.065103,0.69348055,1.1130621,0.19444692,0.7313948,0.31905675,0.76958644,0.9542001,1.1649506,1.2397068,1.361167,1.3037927,1.3057852,0.5302011,0.3419212,1.25422,0.7552027,0.972938,0.8065411,1.2243826,0.95474577,1.3607421,0.7475661,0.64863485,1.3345517,1.1098891,1.2529192,0.6623709,1.3408881,1.1182321,1.1948466,0.35142088,1.0884143,1.1443441,1.3784704,0.42966342,0.5638583,1.1943519,0.48236042,0.45637763,0.7641262,0.81514215,1.0673407,1.3426306,1.4768075,0.9347256,0.4341389,0.70910054,0.87087536,0.8033384,0.8347781,1.1900461,1.193553,1.2314098,0.38051176,1.0518227
glove,0.956187,0.39230967,0.84288627,1.0825232,1.0112295,0.756088,0.85782826,0.99057597,0.9227649,1.3910577,1.332491,0.9259205,1.2771052,1.1895411,1.2487626,1.1305246,0.8290886,0.9729582,1.095426,0.79226077,0.98324656,0.8004414,0.9628719,1.1945614,1.0614161,1.1209348,1.1202501,0.81610113,1.2648807,1.1494323,0.6748249,1.01843,0.8602559,1.2540562,1.0376681,0.85860956,1.303561,0.8069279,1.0322495,0.86831224,1.2315605,1.0027957,1.1388787,0.8253571,0.7767637,1.1787554,1.3109226,0.68753284,0.81920457,0.8968297,0.6383348,0.93236077,0.7385303,1.195866,1.2619629,0.9648154,0.0,1.1381748,0.805844,1.2533602,0.986496,0.7725043,1.1386333,1.2568891,1.2846576,0.66781235,1.2095947,1.0363607,1.22641,0.8734008,0.90674096,0.9360735,0.96676683,0.8201379,0.8422904,0.7491061,1.0096598,0.9275483,0.87167794,0.6542284,0.9449063,0.88393104,0.8827494,1.1793128,1.1965361,1.3126165,1.1856973,1.1517854,0.8376547,0.84963197,1.1584488,0.7873827,0.89158416,0.85047996,1.118661,0.74393797,0.95093095,0.8243141,0.99997926,1.3203874,1.1966497,1.1144274,0.83755565,1.3058647,0.386007,1.0765941,0.79079854,1.293219,1.0955701,1.3058422,0.43663585,0.7619545,0.40634274,0.63368756,1.0914576,1.0959567,0.890193,0.6544667,1.3514298,1.4248182,0.76146865,0.59126145,0.92995137,0.96091926,0.6774377,0.801031,1.144056,1.2125005,1.1507066,0.6516725,1.2317677
grass,0.9220967,1.0332694,1.253363,0.912294,0.88582695,1.0906832,1.1531523,1.060899,1.0760236,0.71039766,0.7727532,1.1712079,0.93714577,0.917471,0.8519774,0.987059,1.184968,1.0666159,1.0505768,1.2588276,1.1041104,1.0998181,1.1063087,0.8694572,1.1226152,0.75474083,1.0321751,1.0966762,0.8311231,1.0301691,1.0984935,1.0694911,1.1096935,0.9370469,1.0336037,1.2731333,0.88153774,1.1894956,0.92045987,1.1756094,0.81617343,1.0909178,0.7911235,1.0960515,1.089527,0.8728272,0.91876864,1.1176645,1.0209268,0.98882467,1.1548281,1.1804093,1.1389716,0.9765109,0.7614387,1.1651778,1.1381748,0.0,1.1233064,0.9693257,0.90963227,1.2104619,0.93816966,0.98748267,0.88054687,0.8928174,0.94374603,1.1024203,1.0589303,1.0804211,1.2293218,0.97359306,1.0103742,0.92350066,0.98035955,0.9261686,1.1151178,0.92951274,1.1822263,1.2130244,1.1777085,1.0535043,1.1257865,0.9533507,0.6626777,0.8076593,0.9679662,0.99813765,1.2525537,1.2175748,0.9268162,1.1383666,0.9915521,1.1597211,0.93211037,1.1904286,0.9857722,1.1309639,1.1573458,0.72537214,0.80413485,1.0492073,1.2475625,0.8276294,1.0739093,1.024944,1.1937982,0.77594215,0.8591756,0.88335925,1.2611521,1.2175386,1.0103292,1.1614416,1.0633096,1.1271179,1.1660373,0.9594157,0.85294724,0.77585775,1.2167476,1.1734023,1.0840063,1.0953294,1.2043693,1.251548,0.9340966,0.9096218,1.0287011,1.2553308,0.9412544
gum,1.0918112,1.0043564,0.66627264,0.8266195,1.2199264,0.7796675,0.75529075,0.740373,0.7435229,1.2117074,1.2976896,0.997319,1.0249567,1.2167214,1.1813335,0.7754692,0.78792655,0.8226659,0.7303597,0.7644222,1.0644735,0.7388016,0.9760939,1.2439249,0.9637845,1.4431266,0.9973466,0.9108848,1.2572638,1.0737641,0.8068273,0.87472683,0.5881743,1.13465,0.6657282,0.5681236,1.2207571,0.82767785,1.2812366,0.8926147,1.2539092,0.8968946,1.1856154,0.8967884,0.8241236,1.3174257,1.2070872,0.7721915,0.95588946,0.9888069,0.8574935,0.9581411,0.8325808,0.989524,1.25847,0.92206,0.805844,1.1233064,0.0,1.1826719,0.95494753,0.8991674,1.1259283,0.9804651,1.1476353,0.99375355,1.2759126,0.9870322,1.0973651,1.0774958,0.94248444,0.98927516,0.8092716,1.1207131,0.7118072,1.0509212,0.827553,0.9029356,0.7579657,0.821988,0.78805745,0.9424661,0.75024676,1.1184343,1.3142338,1.3352252,1.2838123,0.9790774,0.79728335,0.7549423,0.8037592,0.74901974,1.1207151,0.78057754,1.2828832,0.91174483,0.915365,0.9119839,0.89554405,1.3525441,1.1001637,1.1520443,0.8836064,1.2781992,0.88108444,1.2117509,0.92095035,1.308697,1.1216495,1.1878643,0.75307995,0.8132477,0.9425075,0.9152518,0.9821304,0.95012707,0.6602179,1.0897728,1.2960048,1.2952378,0.64044714,0.76391244,0.68571436,0.8157616,0.76702785,0.54893136,0.86403906,1.2696196,1.1563013,0.7711228,1.2502577
hair,0.8699769,1.2181447,1.0766246,0.884837,0.8169201,1.1752517,1.2236701,0.94323784,1.289087,0.9349375,0.9085088,1.1659622,0.98619,0.748531,0.92693347,1.0522981,1.2822478,1.3351216,1.209777,1.1519223,1.182317,1.3299189,1.312181,0.9060435,0.93065345,0.8743528,1.2116895,1.2588494,0.8433161,1.0836993,1.138041,1.12688,0.92406434,0.934391,0.9407073,1.2469255,1.0441158,1.27995,0.82501787,0.9477662,1.0453515,1.2598052,0.75283265,0.83136606,1.2129312,1.0187984,0.22150016,0.9238963,1.1091331,1.0748138,1.0199007,1.102461,1.0256729,1.0216382,0.8168078,0.85713154,1.2533602,0.9693257,1.1826719,0.0,0.689141,0.69670486,0.98111814,0.96180993,0.7332804,1.1727636,0.8569484,1.2261509,1.1223537,1.2539964,1.1583064,1.002585,0.9426423,1.1292096,0.9798655,1.1148744,0.7117483,0.8912781,0.9803034,1.3821483,0.89397407,0.7492629,1.0340246,1.140815,0.6863649,0.65787375,0.84049237,1.0290796,1.3048973,1.2546949,0.9510214,1.3294971,1.0864223,1.316978,0.8142537,1.1031946,1.0684614,1.243001,1.1063424,0.9762872,0.7848364,0.98339057,1.2820313,0.61352086,1.2379682,0.7676872,1.2471933,0.99901175,1.2054683,0.93367916,1.1746764,1.2604485,1.1759791,1.2570417,1.1179502,0.8384209,1.1161213,1.1870438,0.6692331,0.92704844,1.3216484,0.862184,0.9536957,1.1311109,1.3864635,1.2325141,1.2651399,0.8692618,1.183088,1.2115788,0.9460501
hand,0.78087443,0.9865511,1.114415,0.51038384,0.42029107,1.1968563,1.4091947,0.82508284,1.4128423,0.80276084,0.8992863,1.1281763,0.97749716,0.63130414,0.7879812,0.99606526,1.4862826,1.4710219,1.1637125,1.2498472,1.1903079,1.397052,1.4551885,0.99749404,0.57014495,0.8857933,1.2064792,1.3911437,1.0478786,1.181438,0.87460613,1.0837594,0.924255,1.0358044,0.82635057,1.352906,1.0428264,1.4677705,0.93425846,1.0286641,1.1627123,1.1909581,0.71256495,0.78224707,1.2242565,0.8287206,0.7458497,0.4758625,1.2694972,1.3014832,0.80458516,1.1119418,1.147191,0.8432567,0.9281143,1.1757444,0.986496,0.90963227,0.95494753,0.689141,0.0,1.1534696,1.0148218,0.79684424,0.6572593,1.2609918,0.7239499,1.4369347,1.150833,1.5061193,1.0712402,0.82238936,0.75956535,1.1859862,0.42942762,1.2441708,0.6725338,0.8252705,1.1456393,1.4265767,0.9211199,0.6094695,0.9757685,1.1560175,0.8266028,0.6272013,0.76166743,0.9498069,1.3556812,1.3546821,0.90968555,1.3676842,1.2571665,1.3725579,0.90446913,1.1380818,0.8661901,1.468841,1.2161183,1.0695155,0.6929647,0.8199733,1.2635851,0.6439464,1.0209081,0.5692586,1.4027689,1.0373337,1.1363592,0.8514389,1.219859,1.4166216,0.8436911,1.3885361,1.356046,1.0061295,1.1466737,1.2666049,0.65580785,0.8551875,1.4114726,0.6880728,0.7207638,0.783759,1.4098047,1.3564365,1.2238448,0.96103936,1.1727755,1.1764317,1.1004688
