,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
egg,1.2707565,0.99550617,0.6674809,0.8491124,1.2605989,0.5583083,0.6383531,0.9475033,0.8239954,1.2122048,1.292094,0.9867861,1.2182802,1.3017025,0.91206,1.2725415,1.2657158,1.1002387,0.5758463,0.6325184,1.0906299,0.8958197,0.58062404,1.0323159,0.7435601,0.7943362,0.97864294,1.1240165,1.0729997,0.52765,1.279021,1.2511625,1.0804392,1.1956847,1.1046324,0.72768,1.3514488,0.58864844,0.9501546,1.0769887,1.100776,1.0388533,1.1793008,0.9966999,0.0,1.0723187,1.1629541,0.8315491,0.7767764,0.9621337,0.9425253,0.816121,1.0998871,1.17447,1.1968403,0.92248476,1.2233862,0.53250384,1.1501962,1.1202264,1.2425013,0.56800973,1.0199423,1.2049572,1.2530023,0.83080095,1.3507755,0.8474777,1.0746804,0.6235505,0.8815483,0.85574186,1.1473004,1.171233,1.0672691,1.066057,1.1395781,0.7039846,0.66731405,1.0930103,0.99975777,0.57210654,1.1953316,1.0855886,1.347822,1.2954478,1.1581802,0.83730686,0.8787858,0.82676995,1.0189452,0.72303975,0.8916354,0.5975454,0.9378296,0.78606004,1.2208691,0.79349256,0.91668767,1.2797072,0.9437042,1.0978389,1.1664104,1.321477,1.1663864,1.1587758,0.9832662,1.190531,1.2114676,1.2167112,0.7120663,0.57592,1.0555016,1.1038879,0.5733651,0.7116035,1.2444195,1.3720323,0.66925323,0.7350174,0.8851595,1.029014,0.6443817,0.6971589,1.1369436,1.2503629,0.8009607,0.74134994,1.1165029,1.1345582
eye,1.1507275,0.8707331,1.0233079,1.013266,1.0917548,1.0640081,1.1117575,1.0984304,1.0624809,1.100423,1.173104,0.9580165,1.2082043,1.0745608,1.0294055,1.1797498,1.087151,1.1463864,1.1366421,1.1400149,1.143383,0.46178126,1.1765993,1.0292913,1.1476922,1.1091466,0.9037398,1.0730749,1.2106676,1.0805763,1.1363013,1.1210176,0.9514328,1.1904795,1.0446877,0.8749145,1.2639581,1.0868484,1.0019962,0.97051316,1.1237658,0.90905863,1.0132519,0.6881298,1.0723187,0.0,0.8647789,0.6925246,0.8703926,1.235039,0.73003316,1.0022441,1.1030993,1.0642916,0.9976134,0.44904983,1.1204412,0.9308116,0.70124286,1.0121363,0.94812125,0.9453463,1.040352,1.1791048,1.1536338,1.0703458,1.1366986,1.0438037,1.1332353,1.0053699,0.94886225,1.1197295,1.0325139,1.1432047,1.0645012,0.37932914,0.85905564,0.7908915,1.1399528,0.7778165,0.37117815,0.9635618,1.1253285,0.9308243,1.1393949,1.0597373,1.1817266,0.98477346,0.9310963,0.8702382,1.0507935,1.1132065,1.1626782,1.1466036,1.0386465,1.0464652,1.035085,1.0849231,1.0202932,1.2022791,1.0086693,1.1477555,1.2405392,1.1132425,0.95037466,1.012045,1.1149299,1.1418504,1.1363847,1.106498,0.78667384,0.79133844,1.0879669,1.0324793,1.0698656,1.232702,1.148754,1.246538,1.0633292,0.65986276,0.6770505,1.1433289,1.181474,1.054849,1.1747816,1.1502095,1.064015,0.74476,1.0444087,1.0370373
face,0.95026255,0.9886761,1.1250551,1.0977747,0.81838703,1.0988485,1.150388,1.0317103,1.2548698,0.94375044,0.8418673,1.2519338,1.0548371,0.6543106,1.0957215,0.99066734,0.93500835,0.9934709,1.1792598,1.2466218,1.1143317,0.8980087,1.2616545,1.1041119,1.2400084,1.0573057,0.8903496,0.85034657,1.2283708,1.1056385,0.932549,1.1192104,0.99018496,0.97622854,1.0070099,1.2493984,0.97363436,1.2492939,0.93387985,0.8195205,1.0258057,1.0808328,0.7761069,1.0222851,1.1629541,0.8647789,0.0,1.1033423,1.2121993,0.94872564,1.0686803,1.273416,0.8966861,0.92595655,1.0017865,0.9618672,0.94341797,1.1677978,0.2929572,0.9346987,0.863995,1.1447765,0.9962994,0.8215401,0.7670833,1.0647647,1.0144248,1.1898949,1.1862967,1.1933533,1.0865611,0.9550892,1.018833,0.9353255,0.81577593,0.8172631,0.79780763,1.058969,1.3691273,1.0512073,0.86779565,1.127803,1.142072,0.76519084,0.8185132,0.8070577,0.8608385,1.2104558,1.2479465,1.1884236,1.085783,1.249065,1.1291723,1.1967335,1.0261401,0.95860535,1.0196562,1.1699815,1.0855465,0.8286358,1.048666,0.941562,1.1429912,0.5905439,1.0706551,1.000328,1.1858968,0.9573572,1.1108963,0.9811862,1.2049894,1.0741729,1.163976,1.0188105,1.3552158,1.1108807,0.94208944,0.83629405,1.2443633,1.0963887,1.1416256,1.0738304,1.3068936,1.2013544,1.0422232,0.9231902,1.2023737,1.2401948,0.9317877,0.957996
finger,1.2619345,0.3413912,0.80571425,0.9876401,0.79943895,0.9320523,0.9967562,1.0781693,1.0374212,1.2220752,1.3055452,0.7900256,1.2629288,0.9998595,1.1042283,1.2260686,1.2002492,1.2611572,1.0323684,1.067253,1.2615764,0.6916704,1.031682,1.1262174,0.9982334,1.1694701,0.6102609,1.2682503,1.1219542,1.1789757,1.0944983,1.1020417,1.0744345,1.1893924,1.0162467,0.7639233,1.3560953,0.96762925,1.2068925,1.0891289,1.1696386,1.0233444,0.9036084,0.569282,0.8315491,0.6925246,1.1033423,0.0,0.7586459,1.3015486,0.3352821,0.9378555,1.2531353,1.1493675,0.8533794,0.5915759,0.9516115,0.58872133,0.8581208,0.9924281,0.54304874,0.97220194,1.1979908,1.2398782,1.0986938,1.0323241,1.0065401,1.0601612,1.132459,1.0202998,0.45871997,1.0584254,1.2071447,0.90527356,1.2548279,0.599655,1.0961721,0.6446128,1.0381265,0.58140874,0.45507693,0.79316723,1.1710012,1.2050211,1.0834663,1.0276352,1.294282,0.9607684,0.87780464,0.8633277,0.9862304,0.9105432,1.1316533,1.2095535,1.1929432,0.9856456,0.8165995,1.108981,0.8180676,1.3059542,1.1237365,1.0806606,1.2589294,1.0735612,1.066938,0.80054855,1.0162264,1.2779729,1.233418,1.1360852,0.6812734,0.7680793,0.92753965,1.2059679,0.9793641,1.1982541,1.1449653,1.388434,1.0876787,0.20635962,0.43647808,0.8157929,1.0679247,1.0131737,1.321557,1.2517273,1.0155756,0.5624163,1.1716741,1.1559188
fish,0.8746517,0.90326154,0.80085516,0.7579892,1.2272433,0.79397964,0.8681767,0.8146241,0.9055088,1.0488683,1.3312507,0.9813426,1.2405567,1.1516204,0.8945309,1.0737078,1.223499,1.2059715,1.0104803,0.8364799,1.0916905,0.80004895,0.97609925,0.8366692,1.0376245,0.98983276,0.9767161,1.0201598,1.1420231,0.96041995,1.3121874,1.2297252,0.9391595,1.2287158,0.7225852,0.58632123,1.2821057,0.86904114,0.9548427,0.99489784,1.263868,1.0302389,1.1414387,0.7565356,0.7767764,0.8703926,1.2121993,0.7586459,0.0,1.0160764,0.79526603,0.7906833,0.764387,1.1344422,1.0240768,0.7847084,1.0628905,0.6845324,1.1166883,0.8335977,1.064787,0.859455,1.1096324,1.3355179,1.2517508,1.1326014,1.0483686,0.9435697,1.1933626,0.89149857,0.9481046,1.1242164,0.9380951,1.0996163,1.0787865,0.80583847,1.0373193,0.8044503,0.8209529,0.9473033,0.91206366,0.85228515,1.1415851,0.8573822,1.1886852,1.2214072,1.3010252,0.8457331,0.75322205,0.6498476,0.98483986,0.78984463,1.0708985,0.92630196,1.1257011,0.959119,1.2146294,1.0684555,1.0178443,1.3874269,0.8772803,1.1034504,0.9624115,1.2314092,0.9155699,1.0060227,0.7136332,1.2392749,1.0498959,1.076781,0.64578414,0.8146523,0.8211252,0.9309706,0.6676843,1.0486449,1.217556,1.4560101,0.86685324,0.6912606,0.5194026,0.9938709,0.8673072,0.77016485,1.2309078,1.3303176,0.87585115,0.7390251,1.2545204,1.1767488
flower,0.86823153,1.3213127,0.8909572,0.91257536,1.1854291,0.8743337,0.8867755,0.8389019,0.91281784,0.95225406,1.1206778,1.2312078,1.1794832,1.1647007,0.72626626,1.1696787,0.937314,0.8555671,0.86502296,0.82468843,1.0019274,1.2205937,0.88662803,0.7789483,0.98440135,0.7391089,1.2767353,0.98736376,1.1010561,0.7699092,1.1768239,0.96329695,0.9712154,1.1022053,0.92744654,0.8956585,0.9906293,0.90481937,0.90644234,0.9208368,1.0834945,1.1062951,1.1638913,1.263179,0.9621337,1.235039,0.94872564,1.3015486,1.0160764,0.0,1.2584491,0.72698355,0.682693,1.0105109,1.215916,1.1655102,1.1059756,0.94687164,1.0592848,0.83244336,1.1587802,0.9419151,0.90496665,0.9570905,1.1516253,0.8020513,1.1543875,0.85916454,1.013125,0.80750906,1.2319798,0.84490675,0.950924,1.1484443,0.680192,1.2016126,1.1534982,1.0182455,0.90470046,1.2297053,1.2474977,0.9571864,1.1307871,0.80409884,1.1939794,1.2310728,0.9110694,0.8487338,0.9066368,1.0863036,0.99627423,0.9922675,0.7099854,0.6438886,0.88616824,1.041265,1.2319407,0.89139515,0.93631244,1.0455436,0.87731296,1.1205131,0.6968523,1.1616999,1.0425935,1.266346,1.0131043,1.0929489,1.0972453,1.1139909,1.1523454,1.0542806,1.1828157,0.92937154,0.8860211,0.83445823,1.0695784,1.0187196,0.8597333,1.2688353,1.2507051,1.046052,0.83945966,0.68327165,0.9146363,0.94863045,0.859723,1.0909508,0.9883458,0.95502925
foot,1.149868,0.44446647,0.96142447,0.93853724,0.93652296,1.0761125,1.2113698,1.0617591,0.93105954,1.3805141,1.2893721,0.72761303,1.1124465,0.98135996,1.1744354,1.2454677,1.1874266,1.3301572,0.9598384,1.0618063,1.2172277,0.5722356,0.9542477,1.1315813,0.84795713,1.2322537,0.5560179,1.158556,0.90362567,1.2215338,1.1745553,1.2150222,1.094075,1.0511311,0.9584773,0.75912064,1.2030408,0.9414311,1.143921,1.0923877,0.9296615,0.95366013,0.8995825,0.49951506,0.9425253,0.73003316,1.0686803,0.3352821,0.79526603,1.2584491,0.0,0.9768766,1.2683891,1.1526725,0.7437282,0.45103127,1.0101779,0.7470551,0.74128616,1.0418471,0.8330977,0.9879017,1.2232554,1.2824482,1.0667363,1.1062639,0.88291264,1.0546137,1.0298012,0.9714742,0.5152306,1.2196789,1.285714,1.0307088,1.2516669,0.53971493,1.0453602,0.58663106,0.9246395,0.7676011,0.43881524,0.85196656,0.95818186,1.1766047,1.0751907,0.841643,1.3751605,1.0017352,0.9353856,0.7866851,1.0442064,0.7513535,1.0769054,1.2726061,1.2598788,0.93794614,0.9362441,1.1610786,0.8882158,1.1575193,1.1100222,1.0453001,1.3571364,0.9395075,1.0871433,0.6029003,1.0022942,1.2065923,1.2388477,1.268046,0.63730353,0.6722069,0.89216965,1.3027871,1.1070517,1.148668,1.2212312,1.3289006,1.098569,0.25630116,0.44369137,1.0282067,0.95377785,1.0937452,1.4394803,1.2099302,0.85920286,0.56315535,1.1043154,1.1950641
fork,1.1303196,1.0756011,0.8970417,0.7395686,1.3830726,0.92961484,0.93646264,0.98166555,0.62280756,1.2992487,1.4128914,0.6656757,1.1840477,1.5665028,0.7544701,1.4077308,1.0250245,0.98454034,0.6150749,0.4702419,0.9084914,1.0257733,0.5833392,0.8902043,0.5898696,0.685874,1.3970438,1.0779147,0.84785277,0.544627,1.3960855,0.8037477,1.1916804,1.13798,1.1506069,0.43523425,1.1904441,0.5391488,0.9068995,1.1431172,0.9686136,0.7123028,1.4759189,1.0906007,0.816121,1.0022441,1.273416,0.9378555,0.7906833,0.72698355,0.9768766,0.0,1.1313125,1.0878475,1.2426108,0.7984849,1.362806,0.95151454,1.2315037,1.0498791,1.3023121,0.70972,0.93483037,1.2597452,1.5419992,0.8306028,1.2256572,0.27409315,0.796031,0.34845293,0.8518139,1.0364892,1.2779453,1.4740156,0.9828667,1.055848,1.3163912,0.74677384,0.34869957,0.9540822,1.0913782,0.8710624,1.0366964,1.0677389,1.4786544,1.4058944,1.1555723,0.29909456,0.37428594,0.8038728,0.9526539,0.53300583,0.7812968,0.63758147,0.8800316,1.2097902,1.2253586,0.53154945,0.9973276,1.3122723,0.9026088,1.2731194,0.91999614,1.4839063,1.0214059,1.1717958,0.98966223,1.1656786,1.1271497,1.371544,0.7483176,0.82309437,0.97780293,1.2459652,0.50006115,0.8653073,1.3202176,1.4396195,0.5176099,0.7958377,0.9619932,1.1244742,0.3695283,0.6846763,1.1323158,1.2180222,0.45638442,0.53918207,0.9721221,1.0553007
frog,0.39158767,1.1827213,0.98474026,1.2325332,1.116679,1.0585586,0.9219947,0.7404914,1.1303091,0.8532819,1.0288423,1.4182937,1.1986641,0.813627,0.61166847,0.7703838,0.9590352,0.85068816,1.1979479,1.3213942,1.0804033,1.0440369,1.337012,0.7069736,1.4367425,0.95405304,1.0268137,0.81556207,1.3432933,1.0671659,1.1075373,1.0656197,0.78404915,1.1307218,0.65152967,1.2534928,1.1251053,1.292218,0.6488876,0.58262265,1.27081,1.1603868,1.0302836,1.0582429,1.0998871,1.1030993,0.8966861,1.2531353,0.764387,0.682693,1.2683891,1.1313125,0.0,0.8913461,1.096818,1.3775753,0.66988444,0.86612636,1.0866895,0.8187089,0.9504079,1.1447612,0.78964454,0.87808174,0.81654084,1.0166199,1.0780873,1.1639911,1.2556429,1.3070612,1.3938184,0.83903915,0.7843477,0.745664,0.8288294,1.1257248,0.85085356,1.3460186,1.1867318,1.2114179,1.2341291,1.0275688,1.271087,0.39962816,0.8644688,1.0692205,0.87272656,1.2168536,1.2187399,0.9652919,0.86197823,1.2821219,1.005652,0.90514004,0.7969687,0.8587264,1.1998767,1.1824697,0.8834695,1.1728921,0.675449,1.0730021,0.75335145,0.9482099,0.7396686,1.2290118,0.93272734,1.2106495,1.0449739,0.7608539,1.0572355,1.2139664,1.2249886,0.8009654,1.0288178,0.9125124,1.0201937,0.9767798,1.2050885,1.3370078,1.1551461,1.0751957,1.1998895,0.8642261,0.9007763,1.028807,1.1571481,1.3071952,1.2045094,0.8287121
giraffe,0.68206304,1.0301074,1.1974518,1.1727005,0.9064287,1.1690184,1.084243,0.83579135,1.1234242,0.9416184,0.93964124,1.220656,1.0463936,0.8806283,0.96695805,0.90097,0.91844094,0.84659356,1.181288,1.2605016,0.9717107,1.1040502,1.2200277,0.88974994,1.1913007,1.0345393,1.0625207,0.84734726,1.1556847,1.1752092,0.9478963,1.0289764,1.0338005,1.0295103,0.91322607,1.2322701,0.96688145,1.2712879,0.77200806,0.98835534,1.1017182,1.169921,0.9336694,1.0673189,1.17447,1.0642916,0.92595655,1.1493675,1.1344422,1.0105109,1.1526725,1.0878475,0.8913461,0.0,1.035223,1.1765915,0.989356,1.2438433,0.9921868,0.9141619,0.952744,1.2341956,0.62407374,0.883922,0.92269266,1.1266533,0.9484043,1.1273845,1.0457757,1.2165917,1.0994111,1.103853,0.9706759,0.9986017,1.0318464,1.1196071,0.8845365,1.203984,1.2354894,0.95913064,1.074508,1.1287681,1.1307497,0.96915513,0.878105,0.97493595,0.8385046,1.1406002,1.1535978,1.0946617,0.78814083,1.2373543,1.0415674,1.1583096,0.6727623,1.0255191,0.9766257,1.0721695,1.075912,0.952597,0.86157876,0.93784225,0.94422954,0.92198074,0.9409105,1.0675833,1.0527864,0.99346924,1.0760158,0.90385973,1.2226833,1.2064127,1.1265051,0.9932284,1.2234279,1.1157056,0.8776581,0.8857711,1.2741206,1.1928201,1.1459527,1.1102531,1.2555745,1.1419709,0.9809532,0.938738,1.1818333,1.1835576,1.0610775,0.49312115
glass,0.9231881,0.75274616,1.0264953,1.2347302,0.78920114,1.1020354,0.99128467,0.9262972,1.0980512,1.0506465,0.9942495,0.9377339,0.9234674,0.78161985,1.182515,0.82851833,1.0405945,1.1627216,1.1292229,1.2552867,1.1390011,0.9130908,1.0910178,1.1144834,1.062078,1.2651608,0.7677568,1.0178926,0.8920787,1.3414938,0.9087172,0.879207,1.0161809,0.9484361,0.94528013,1.2476568,0.8530265,1.0737946,1.1766275,1.0650508,0.95485073,1.0036764,0.75995994,0.7909707,1.1968403,0.9976134,1.0017865,0.8533794,1.0240768,1.215916,0.7437282,1.2426108,1.096818,1.035223,0.0,1.0136176,0.7384184,0.9615103,0.7942165,0.8064103,0.64303213,1.2278435,1.1831553,0.99462867,0.77789044,1.1520588,0.66660476,1.2679427,0.9424464,1.2821801,0.8981793,0.91719013,1.0421388,0.6978537,1.1763082,0.8986724,0.98720497,1.1533813,1.0900742,0.8574747,0.83864474,1.0879419,0.79006773,1.1273284,0.73746717,0.7770899,1.0718242,1.2499125,1.1848154,0.98986423,1.1378529,1.0570053,1.0721178,1.3495343,1.2508497,0.88190335,0.84077144,1.2489132,0.9772933,0.8240977,1.1372987,0.8355932,0.9757902,0.7620479,0.958626,0.5955734,0.9053877,0.999374,0.93543255,0.92391026,1.0431669,1.1094632,0.89701027,1.0766897,1.1798567,1.2258239,0.9294817,0.9021556,1.2223353,0.98763615,0.78391653,0.7947074,1.1196617,1.3071753,1.1281909,1.049196,1.1550101,1.0860971,1.0106859,1.056504
glasses,1.3372192,0.87965405,0.805333,0.50550073,1.2057102,0.7726369,1.0983015,1.0861144,0.9220956,1.2846186,1.2676362,0.73093307,1.2548947,1.2626158,1.1644349,1.3671682,1.139182,1.248048,0.8087166,0.7362377,1.1842444,0.51136774,0.8975497,1.1482807,0.8736297,1.0432578,0.859105,1.1444336,1.0719345,0.9602581,1.2698425,1.1961305,1.0705459,1.2232604,1.0946287,0.3811807,1.358839,0.7258812,1.1746982,1.1861289,1.0908834,0.99035233,1.0684943,0.61955917,0.92248476,0.44904983,0.9618672,0.5915759,0.7847084,1.1655102,0.45103127,0.7984849,1.3775753,1.1765915,1.0136176,0.0,1.3244543,0.88447875,0.68461305,1.1327846,1.1233296,0.6443946,1.1999812,1.2996967,1.2484813,1.068444,1.1498102,0.8404776,1.1097289,0.64278364,0.6940545,1.1944004,1.2636328,1.3210315,1.0550872,0.41882467,1.0206076,0.19706047,0.9184303,0.77512956,0.38722444,0.83117384,1.093319,1.0987668,1.3296841,1.1319312,1.3295934,0.6317252,0.60221994,0.83285767,1.200824,0.7414805,1.0969443,1.0666169,1.1876693,1.0830749,1.1241567,1.0197389,1.1120136,1.2703333,1.0895829,1.1589577,1.3546262,1.2148861,1.1478739,0.9556217,1.1471752,1.1594791,1.253413,1.2702435,0.55483127,0.47870082,1.019068,1.2716843,1.018984,1.1848135,1.3006266,1.4077313,0.84012455,0.3289522,0.48019457,1.1100197,0.93572515,0.8457048,1.3640542,1.2383785,0.75260556,0.35422635,1.0373846,1.2569928
glove,0.7053474,0.74797094,1.2446744,1.3762105,0.52771,1.19176,1.0818912,1.054178,1.3502947,0.8804666,0.7159001,1.0356295,0.902988,0.4501462,1.0958613,0.44467616,0.9007967,1.1109946,1.3209674,1.4861065,1.2513112,1.0529108,1.3530744,0.98882437,1.3639755,1.2510397,0.62714905,0.98353916,1.1411119,1.433779,0.74029505,0.8641359,0.91707265,0.81538403,0.92675877,1.4770085,0.84234715,1.4276556,1.1850291,0.8699557,1.1549852,1.192,0.67639714,1.0002404,1.2233862,1.1204412,0.94341797,0.9516115,1.0628905,1.1059756,1.0101779,1.362806,0.66988444,0.989356,0.7384184,1.3244543,0.0,0.8948622,0.98736453,0.79111505,0.46231854,1.2883776,1.2588003,0.79753375,0.39959747,1.1767132,0.4899581,1.3778774,1.2697883,1.580785,0.980081,0.9472368,0.94210017,0.11078912,0.9918492,1.1136492,0.94131327,1.3971084,1.1856351,0.8701917,1.0679288,1.2116629,1.004898,0.9344658,0.32829535,0.64038014,0.9534,1.4463471,1.4194155,1.0855587,1.0587662,1.167263,1.2710932,1.3225012,1.3041666,0.9057964,0.6913817,1.3520975,0.83371377,0.86405265,1.301579,0.62704223,0.8124926,0.5384686,0.8833957,0.70097363,0.9624001,1.0343752,0.9973284,0.5685755,1.1767375,1.3795168,0.71715033,0.9940072,1.2562628,1.1726232,0.6442381,0.7779613,1.3815755,1.2166806,0.9643369,0.5437855,1.2120286,1.3405054,1.0241389,0.9158443,1.4774709,1.3487339,1.0316484,0.9684695
gum,1.0792253,0.80457914,0.6750784,0.9644032,1.1185491,0.6460018,0.6518015,0.906449,0.9703691,1.104966,1.4021738,1.0644805,1.3183746,1.1523135,1.0599251,1.1982014,1.1409786,1.0325406,0.772772,0.89853823,1.1075764,0.7949415,0.86978865,1.0465202,1.0371984,0.9878429,0.81418556,1.2874964,1.2633312,0.82992923,1.2175725,1.0699592,0.8810886,1.2783089,0.9759706,0.8029345,1.3342397,0.81926495,1.0818962,1.0187104,1.3020798,1.0248065,1.1317778,0.9240816,0.53250384,0.9308116,1.1677978,0.58872133,0.6845324,0.94687164,0.7470551,0.95151454,0.86612636,1.2438433,0.9615103,0.88447875,0.8948622,0.0,1.1311009,0.8933936,0.85390526,0.84703344,1.1457535,1.1382302,1.1038935,0.9369987,1.1394913,1.0817662,1.2679896,0.9852324,0.9065414,0.7781384,1.0075643,0.78056455,1.134014,0.8902664,1.1414381,0.78390145,0.9629283,1.0124053,0.807175,0.6258553,1.3211923,1.1499565,1.232902,1.3052456,1.1974245,0.9930528,0.9086885,1.0145572,1.0713938,0.9950797,1.0612262,0.8000523,1.1027994,0.7777954,1.176478,1.0688566,0.50159717,1.380064,1.0517526,0.9307643,1.0139339,1.2826864,0.8270742,1.1652672,0.91408086,1.4100151,1.1838245,1.217864,0.69607073,0.76888263,0.9852163,0.96195525,0.8214278,0.9082705,1.1639168,1.3522863,0.9326268,0.680826,0.51595247,0.6806508,0.96149826,0.6648127,1.0753183,1.1475726,1.0357127,0.77811825,1.2357749,1.1595145
hair,0.98460233,0.79985225,1.1442264,1.0865514,0.8305112,1.1477481,1.2459252,1.0766538,1.2123044,1.1126196,0.938202,1.0496657,1.0570402,0.69813395,1.1585355,1.0501363,0.99723464,1.2026705,1.2081001,1.2760984,1.2334743,0.64546347,1.2430164,1.1894445,1.1712959,1.1749398,0.71475035,0.85690266,1.1259161,1.230192,1.0166357,1.124348,1.0594443,0.9666682,1.0261518,1.1606531,1.0234659,1.2466412,1.0350865,0.9604797,0.977004,1.0654117,0.6832336,0.70814675,1.1501962,0.70124286,0.2929572,0.8581208,1.1166883,1.0592848,0.74128616,1.2315037,1.0866895,0.9921868,0.7942165,0.68461305,0.98736453,1.1311009,0.0,0.9836548,0.80382967,1.0021019,1.0973427,0.99349254,0.85830414,1.1388787,0.86361784,1.2143276,1.146428,1.1952728,0.8748643,1.092887,1.1414633,0.9675971,0.9333048,0.5731877,0.8111136,0.91178244,1.2811278,0.85544217,0.607435,1.1295657,1.0131358,0.87546,0.83891296,0.70965767,1.0698025,1.197223,1.2079941,1.0491326,1.1785991,1.1004744,1.0806857,1.3603714,1.1521491,1.003748,0.9317629,1.1996639,1.0564119,0.85946786,1.0896815,0.96719795,1.2503812,0.62336856,1.119484,0.7101966,1.1889833,0.9946346,1.1880989,1.0720363,1.0111233,0.95873743,1.0682125,1.1563092,1.3748326,1.2383395,0.9803935,0.9754875,1.298841,0.81414497,0.8880522,1.0773736,1.2570544,1.2853403,1.2702534,1.0499681,1.1543224,1.0363806,0.91775566,1.0466233
hamburger,0.7360061,0.91519725,0.85309637,1.143967,0.85248435,0.99178404,0.8475679,0.7892357,1.0519233,0.9444869,1.047067,1.1342928,1.1583831,0.87528944,0.97111607,0.899546,0.8527546,1.1197066,1.1905092,1.2043301,1.1944642,1.0454278,1.2094514,0.9006997,1.2368157,1.1220429,1.0811529,0.8881789,1.2691485,1.1744254,1.082049,0.9911203,0.9531057,1.2429808,0.625578,1.1427933,1.0055033,1.2006836,1.0831016,1.1269538,1.1391271,1.0895323,1.0200158,1.1100296,1.1202264,1.0121363,0.9346987,0.9924281,0.8335977,0.83244336,1.0418471,1.0498791,0.8187089,0.9141619,0.8064103,1.1327846,0.79111505,0.8933936,0.9836548,0.0,0.75998014,1.2285188,1.0977584,0.9880677,0.9305904,1.1110735,0.7673509,1.1778988,1.1195124,1.2198142,0.9637004,0.72403705,0.85738266,0.8035202,0.9547392,1.0615419,0.9641099,1.1251283,1.1813948,0.9453072,1.0279034,1.0319428,1.1115886,0.9496356,0.8210768,0.9855948,1.0371996,1.137085,1.1039201,1.1250311,1.0682495,1.2466656,0.94072205,1.1465163,1.1476004,0.98429036,1.0279608,1.1221532,0.894758,1.0178286,1.111025,0.91262573,0.824523,0.89600724,0.78605634,0.9778793,0.904351,1.0353483,1.1506826,0.916104,1.1752706,1.1872636,1.0117108,0.8985519,1.1259838,1.119842,0.87249416,1.0754709,1.2077049,1.11267,0.9285472,0.9057221,1.2090324,1.0888644,1.052882,1.0502223,1.2047107,1.1257284,1.0975226,0.9661451
hand,0.894498,0.5222024,1.165381,1.3624218,0.3725748,1.1548376,1.12765,1.0800263,1.4012828,0.81042594,0.86500776,1.0782846,1.0674058,0.5444441,1.1252065,0.74083364,0.9417656,1.104355,1.4215912,1.478462,1.2670598,0.9753567,1.4308288,1.0384173,1.403097,1.31333,0.6379601,1.0161213,1.2564794,1.3801391,0.6713265,0.84854436,0.92850006,1.0221483,0.8927353,1.3933603,0.990148,1.4406753,1.2197196,1.0182196,1.226192,1.1434311,0.68833077,0.93450975,1.2425013,0.94812125,0.863995,0.54304874,1.064787,1.1587802,0.8330977,1.3023121,0.9504079,0.952744,0.64303213,1.1233296,0.46231854,0.85390526,0.80382967,0.75998014,0.0,1.356555,1.1930475,0.7582905,0.656162,1.1762106,0.6793509,1.3633113,1.2635076,1.5003314,0.77539235,0.96702474,0.94931567,0.41786468,1.0400443,0.93291646,0.9972939,1.2025908,1.3955112,0.6618341,0.80928934,1.1820643,1.0985401,1.0494223,0.57445097,0.76488787,0.8831718,1.3502123,1.2717296,1.2525349,0.96629906,1.2873039,1.2904897,1.397747,1.2264453,1.0315642,0.6553765,1.3493958,0.83629143,0.92824143,1.2804084,0.87164414,0.8671676,0.6172121,0.89329845,0.7475003,0.95269686,1.049143,0.9745913,0.6896826,1.2036992,1.2497317,0.9694808,0.9903277,1.2441825,1.3159215,0.65579724,0.8000461,1.4610498,0.8890617,0.7816381,0.5953446,1.4111838,1.4028814,0.9522944,0.9455241,1.475322,1.1927483,1.0836713,0.9897611
