,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
pumpkin,0.9433242,0.95605755,0.70111537,1.1669288,1.0216589,0.73895526,0.76468664,0.88994724,1.0418395,1.0967103,1.0901221,1.163682,1.0541332,1.0167054,1.0514445,1.0714278,1.0451211,1.139598,0.960267,1.0620474,1.0436277,0.93415856,1.0121886,1.0382187,1.0917689,1.0951685,0.75181335,1.0983598,1.0716605,0.95938814,1.0933723,1.102628,0.83429635,1.0512915,0.9198367,1.101223,1.1368479,0.96051615,1.014036,0.9766179,1.0844579,0.98144484,0.9625124,0.93818325,0.78606004,1.0464652,0.95860535,0.9856456,0.959119,1.041265,0.93794614,1.2097902,0.8587264,1.0255191,0.88190335,1.0830749,0.9057964,0.7777954,1.003748,0.98429036,1.0315642,1.0181727,1.0535604,1.1132764,0.90551025,1.0218742,1.0927216,1.1577173,1.1523349,1.0913503,1.1206818,0.8375611,0.9873714,0.85451984,1.0039381,0.89879197,0.8471148,1.0520427,1.1095544,1.1135304,0.9499694,0.416897,1.0564291,0.9185548,1.0995355,1.0154014,1.1154816,1.1826912,1.1341171,0.8975997,1.0272604,1.0849053,1.1234685,0.96668434,1.0810702,0.0,1.1105539,1.2117691,0.9682127,1.0745322,0.96579814,0.93316126,1.0991745,1.0347688,0.92426354,1.0604208,0.98177624,1.1460644,1.0462049,1.0113477,0.9501291,0.8686633,1.0023385,0.99809504,1.0917352,1.1223582,1.1763614,1.025122,0.9481144,1.0611728,0.97831,0.94663864,1.0975971,0.8705486,1.0653617,1.1015842,1.1426306,1.0891958,1.0924978,0.9798096
purse,1.0955142,0.67881584,1.2130623,1.2417105,0.5244783,1.2412902,1.1650014,1.1989665,1.215099,0.965306,0.8561808,0.68312657,0.85935307,0.5744985,1.1755542,0.79086626,1.0229309,1.135768,1.2473323,1.3596802,1.14548,1.133372,1.2405279,1.1131399,1.1655695,1.2088497,0.72320414,1.0658276,0.89551806,1.3158307,0.685887,0.82686794,1.0335323,0.80786085,1.1417001,1.299618,0.9566726,1.3016143,1.196946,1.0431949,0.9636562,1.0453522,0.4495179,1.0211409,1.2208691,1.035085,1.0196562,0.8165995,1.2146294,1.2319407,0.9362441,1.2253586,1.1998767,0.9766257,0.84077144,1.1241567,0.6913817,1.176478,0.9317629,1.0279608,0.6553765,1.1648422,1.1372355,1.011914,0.79547274,1.1193997,0.72054243,1.1474862,0.9132207,1.2867953,0.70179844,1.0065567,1.0685277,0.6103065,1.240339,1.0662371,0.95314103,1.2173357,1.163211,0.37764525,0.94808036,1.2106057,0.8772114,1.2619565,0.64808315,0.6621771,1.0283045,1.1640245,1.1829673,1.1710757,1.0254223,1.0951414,1.0944098,1.3601892,1.1422949,1.1105539,0.0,1.020774,0.86048114,0.83459204,1.1776867,0.753808,0.90388316,0.6527449,0.98979855,0.6025605,0.9419303,0.9345596,0.9242937,0.8736651,1.1264632,1.2409128,0.8541914,1.0862429,1.0919465,1.0622543,0.73264754,0.8377799,1.2770835,1.0233933,1.036106,0.71611416,1.2089247,1.3417652,0.9902341,0.9762964,1.1980983,1.038356,0.93103594,1.0223504
radio,1.2124063,1.1420648,0.9621715,0.81670624,1.2460005,1.0390198,0.9516665,1.0781921,0.64229393,1.2031486,1.1773562,0.6847749,0.91463286,1.370976,0.9203467,1.2238207,1.0663638,0.91947293,0.632315,0.57380724,0.7916763,1.1206392,0.5522289,0.9785533,0.5262842,0.5369252,1.3192697,1.0951451,0.6812011,0.64994395,1.2136225,1.0196892,1.2346399,0.89482725,1.148295,0.7283909,1.0020753,0.628717,0.94202566,1.1244831,0.7589106,0.6971866,1.3541797,1.2577194,0.79349256,1.0849231,1.1699815,1.108981,1.0684555,0.89139515,1.1610786,0.53154945,1.1824697,1.0721695,1.2489132,1.0197389,1.3520975,1.0688566,1.1996639,1.1221532,1.3493958,0.6236689,0.945327,1.0956634,1.3422859,0.70225465,1.2723272,0.44530284,0.6974809,0.50053084,0.9690337,1.0021855,1.1903651,1.3976462,1.1430808,1.2199113,1.203666,0.91041374,0.48051,1.1003157,1.2046326,0.94394535,0.81602526,1.1225742,1.2786031,1.2822663,1.0829148,0.61036974,0.72600687,1.092047,1.001982,0.6107365,0.61737597,0.698359,0.8915397,1.2117691,1.020774,0.0,0.92490345,1.0723042,0.970439,1.2062808,1.09179,1.2750099,1.0801674,1.1340542,1.102396,1.0377405,0.9762562,1.2709525,0.84806156,0.98614806,0.9850892,1.1624255,0.6245394,0.56423527,1.2526703,1.2145286,0.65080476,0.9777302,1.2151837,1.2759187,0.46999937,0.7642119,0.92416555,1.1107118,0.52008617,0.790764,0.8249301,1.1423023
raisin,0.9535844,0.879318,1.0093502,1.1347369,0.8975216,1.0427635,0.9651202,1.0469741,0.914,1.009673,1.1885858,0.9209919,1.0879905,0.96180034,1.032743,1.0488937,1.0319281,1.089101,0.93077385,1.1250405,1.0871823,1.0229983,1.0095215,0.99677587,1.0087653,1.0105293,0.94109845,1.1587193,1.0630721,1.0017529,1.0510745,0.9847679,1.0444813,1.0423965,1.1150029,1.0827645,1.1845119,1.0461941,1.0718395,0.9764569,1.0459367,0.9527717,0.9631503,0.9951379,0.91668767,1.0202932,1.0855465,0.8180676,1.0178443,0.93631244,0.8882158,0.9973276,0.8834695,1.075912,0.9772933,1.1120136,0.83371377,0.50159717,1.0564119,0.894758,0.83629143,1.0177274,1.0933278,1.0175576,1.0142719,0.9459402,1.012153,0.94688237,1.0471303,1.0970182,0.87086236,0.8789505,0.9329415,0.789719,1.2785265,1.0832293,1.0648533,1.1023895,0.97621363,0.96056443,1.0285958,0.9333016,1.0266488,1.1232111,0.9863859,1.0007471,1.1081489,1.0111338,1.0195813,1.0863419,1.0641445,1.0245125,0.8410185,1.0499438,1.0978324,0.9682127,0.86048114,0.92490345,0.0,1.1206526,1.116541,0.90468246,1.0140373,1.010955,0.922598,0.93486255,0.88633364,1.2063937,0.94457805,1.1281576,0.96915805,1.082722,0.94979763,0.91948676,0.84325105,0.9545156,1.0235556,1.1211047,1.0739317,0.9607872,0.8502854,0.8730798,0.972948,1.0076734,0.9664114,1.1319199,1.0541359,1.0085465,1.1204972,1.0790812
refrigerator,0.97914743,1.1340472,1.2328415,1.190999,0.6807067,1.2653275,1.186583,1.1118724,1.1744063,0.839646,0.4941932,1.1078763,0.6025207,0.7211555,1.2067696,0.7415751,0.9463011,1.0237617,1.1276321,1.1983443,0.8753813,1.2425195,1.106076,1.0324227,0.92176735,1.14903,0.9147446,0.8208159,0.7241506,1.2105016,0.6824646,0.85995114,1.1160796,0.5973314,1.0601542,1.4093368,0.55557394,1.2213682,1.1465144,1.0834025,0.44255072,0.84885514,0.80716527,1.2049363,1.2797072,1.2022791,0.8286358,1.3059542,1.3874269,1.0455436,1.1575193,1.3122723,1.1728921,0.952597,0.8240977,1.2703333,0.86405265,1.380064,0.85946786,1.0178286,0.92824143,1.314134,1.153171,0.80439126,0.62266946,1.0454651,0.73224026,1.2289174,0.83991265,1.2044986,1.1398001,1.0190752,0.9699214,0.8514291,0.93828374,1.1701412,0.9915505,1.2932681,1.1557788,1.1833985,1.1704309,1.3061619,0.37266707,1.0744553,0.6654854,0.62260926,0.76366425,1.3535609,1.3738742,1.1433349,1.1606717,1.0535856,1.0029273,1.2370939,1.1780112,1.0745322,0.83459204,1.0723042,1.1206526,0.0,1.2055907,0.89134187,1.0806772,0.57175255,1.1581216,0.7723068,1.1887836,0.3741833,0.64493203,0.8816465,1.4082055,1.3511474,0.9633812,1.0096527,1.2701682,1.0340786,0.6840282,0.47569293,1.2072368,1.3702664,1.243102,0.9770009,1.1210709,1.4085515,0.8421256,0.7165178,1.1754498,1.450139,0.6367251,0.95990026
rooster,0.6689428,1.1983668,0.8405425,1.0084943,1.3744793,1.010701,0.9515281,0.82152545,0.88809294,1.2026713,1.2680149,1.1892259,1.2025217,1.3027279,0.33710527,1.2425416,1.1448069,0.8949358,0.93677425,1.0297318,0.9863631,0.9660785,0.96986115,0.85038793,1.0520971,0.8285768,1.1756659,0.70157206,1.1166022,0.8740295,1.2033488,1.0591357,0.99967754,1.1960428,0.9271945,0.9480908,1.2018751,0.9329176,0.2950982,0.7513226,1.096008,1.0156038,1.1864228,0.8925882,0.9437042,1.0086693,1.048666,1.1237365,0.8772803,0.87731296,1.1100222,0.9026088,0.675449,0.86157876,1.1372987,1.0895829,1.301579,1.0517526,1.0896815,1.111025,1.2804084,0.8716619,0.38455153,1.1743948,1.2613139,0.87689954,1.295757,0.9538271,0.9540904,0.9165686,1.1868807,0.9963589,1.0885233,1.2844096,0.97887534,1.0120537,0.798654,1.0310733,1.0118059,1.1602082,1.070937,0.83289415,1.1663032,0.63482,1.3515655,1.1953027,1.1382492,0.9512399,0.9919125,0.7711178,0.612222,1.0958711,0.9263126,0.8586077,0.39716136,0.96579814,1.1776867,0.970439,1.116541,1.2055907,0.0,1.2314372,1.043363,1.2846482,0.9168366,1.2287717,1.0521885,1.1502125,1.1366456,1.2338037,0.7969307,0.92756057,1.2365898,1.047173,0.9158733,0.87491226,1.2621884,1.2378292,0.86081874,1.0650432,1.1774166,1.2616746,1.0288391,0.78230286,1.1153703,1.1466069,0.8296816,0.98283356,1.1612692,0.7606353
scarf,0.92578423,0.98219985,1.1707816,1.122433,0.75377226,1.0137321,1.0101404,1.032856,1.1222465,0.9034963,0.8548269,1.0721912,0.8495512,0.7130774,1.2546148,0.8294298,0.86524045,1.1754023,1.0963155,1.2094448,1.0748782,1.1055286,1.1048608,1.1655076,1.1332967,1.1446457,0.9185429,1.0733273,1.0254251,1.2253054,0.830235,0.94784284,1.0024288,0.91931874,1.004476,1.177531,0.8325006,1.1501912,1.2146707,1.0856262,1.1062716,1.2803128,0.7091212,1.0242822,1.0978389,1.1477555,0.941562,1.0806606,1.1034504,1.1205131,1.0453001,1.2731194,1.0730021,0.93784225,0.8355932,1.1589577,0.62704223,0.9307643,0.96719795,0.91262573,0.87164414,1.2095923,1.1407789,0.9429998,0.7800653,1.1066785,0.70155525,1.2322435,1.0141749,1.3111653,0.98590684,1.0230272,0.9488778,0.521163,1.0164554,1.1134663,0.897091,1.1866767,1.139669,0.8877558,1.0638971,1.1091347,1.076234,1.1873925,0.7667259,0.84263766,1.008469,1.1869733,1.1677717,1.052313,1.0837265,1.1875789,1.1905475,1.2319063,1.1405606,0.93316126,0.753808,1.2062808,0.90468246,0.89134187,1.2314372,0.0,0.8500452,0.7980965,1.0287844,0.90897775,0.8830871,0.95878315,1.0587972,0.81088156,1.2351232,1.1347092,0.5287454,0.951507,1.1630657,1.1088548,0.8300075,0.8317281,1.1810558,1.1954397,0.9426045,0.38543487,1.1501794,1.1211038,1.0869352,0.9443806,1.2953309,1.1313899,1.0001777,1.057019
scissors,0.89955914,1.1914015,1.1469465,1.2343959,0.95852005,1.0803046,0.95114315,0.8470921,1.1293987,0.6614687,0.97151643,1.028361,1.0737716,0.94243354,0.9643354,0.8543581,0.6548315,0.8743515,1.2493151,1.119684,0.8750902,1.2235295,1.2137772,0.9117803,1.316977,0.9712708,1.2235594,1.0614018,1.1068444,1.0070878,0.93000305,0.7231543,0.7520479,1.0898974,0.871319,1.1439279,0.86043096,1.2512065,1.112142,0.9392319,1.2051213,1.1223364,1.0591758,1.1495218,1.1664104,1.2405392,1.1429912,1.2589294,0.9624115,0.6968523,1.3571364,0.91999614,0.75335145,0.94422954,0.9757902,1.3546262,0.8124926,1.0139339,1.2503812,0.824523,0.8671676,1.2175785,1.0389953,0.73970294,0.99850994,0.9846003,0.82268184,0.94334656,0.9451625,1.1940014,1.2753727,0.95022696,0.7201669,0.8311802,0.7072977,1.2981284,1.1376355,1.4055647,1.1387885,0.8278246,1.2631868,1.1688105,1.165445,0.99588126,0.93613034,1.1348085,0.83510387,0.91246796,0.84798706,1.1337464,0.987058,1.2936761,1.1164933,0.8321583,1.0300989,1.0991745,0.90388316,1.09179,1.0140373,1.0806772,1.043363,0.8500452,0.0,1.0794919,0.6300665,1.1621326,0.5200047,0.997629,0.9044182,0.8690113,1.1933719,1.2447218,1.0238416,0.73418146,0.75253135,1.0835384,0.7971163,0.7606282,1.0936675,1.4193007,1.0723575,0.79354423,1.1841598,0.9317806,0.6451416,0.84691536,1.07511,1.1711745,1.1342179,0.9914716
shirt,0.8029932,0.7857257,1.3346579,1.2939906,0.5172164,1.3175911,1.2621005,1.1088796,1.3867695,0.8573221,0.5558564,1.0569681,0.8086549,0.14397705,1.1960872,0.56952345,0.9075343,1.126972,1.3946853,1.5033038,1.204788,1.0931063,1.406329,1.0461748,1.294447,1.297985,0.6754087,0.8041493,1.0096459,1.4035804,0.72177845,1.0388662,1.0011182,0.7324362,0.89841175,1.5412948,0.73924506,1.487053,1.1697088,0.971909,0.9253622,1.1328156,0.4579237,1.0128092,1.321477,1.1132425,0.5905439,1.0735612,1.2314092,1.1616999,0.9395075,1.4839063,0.9482099,0.92198074,0.7620479,1.2148861,0.5384686,1.2826864,0.62336856,0.89600724,0.6172121,1.4106026,1.1978449,0.6961197,0.37009436,1.2076545,0.532511,1.4068553,1.1319402,1.5017297,0.9686176,1.0664479,0.95979124,0.57447916,0.92092717,1.0084765,0.9113322,1.3008797,1.3251019,0.85808814,1.0247607,1.3517671,0.81369936,0.95364976,0.2751137,0.2940625,0.8405454,1.5046496,1.507152,1.1527059,1.1649885,1.1694769,1.2055626,1.4158895,1.2689894,1.0347688,0.6527449,1.2750099,1.010955,0.57175255,1.2846482,0.7980965,1.0794919,0.0,1.117388,0.44887024,1.0595715,0.81042594,0.9153983,0.66953313,1.3639554,1.345088,0.9435523,1.0154039,1.4222016,1.1915886,0.6033243,0.6021455,1.4855869,1.219736,1.0575929,0.93685764,1.3066682,1.5612744,1.018464,0.8385941,1.4092042,1.34439,0.9025277,0.9985117
shoe,0.8027151,0.974884,1.0107609,1.2093084,0.9911743,1.1020164,0.8748889,0.7745819,0.99516714,0.9248753,1.1253631,0.99232984,1.0797907,1.0467163,0.95608497,1.0114123,0.8113101,0.938207,1.2203472,1.1894522,0.9100277,0.8773166,1.264008,0.86761016,1.2543163,1.1389395,1.0425593,0.97999203,1.1197444,1.0425596,0.98655254,0.8984322,0.5709663,1.1492898,0.77872455,1.1650951,1.0511861,1.2545211,0.9000171,1.0493027,1.1266885,0.8975737,1.12008,0.99403,1.1663864,0.95037466,1.0706551,1.066938,0.9155699,1.0425935,1.0871433,1.0214059,0.7396686,0.9409105,0.958626,1.1478739,0.8833957,0.8270742,1.119484,0.78605634,0.89329845,1.0791525,0.9892959,0.9113865,1.0281649,1.1302162,0.97941226,1.0502653,1.0798374,1.1989818,1.1436812,0.82243645,0.8876426,0.9400542,0.9162216,1.0061263,0.96335036,1.2972622,1.1815934,0.9117409,1.0225234,1.0424962,1.1746523,0.8776513,1.070134,1.0970378,0.97309923,1.0417379,0.97841305,1.0635984,0.9505005,1.2853987,1.1351427,0.9953404,1.0049862,0.92426354,0.98979855,1.0801674,0.922598,1.1581216,0.9168366,1.0287844,0.6300665,1.117388,0.0,1.1475844,0.85980123,1.1638155,0.9951254,1.0475321,0.8021674,1.1197568,1.1032103,0.9212364,1.0106136,1.0923125,1.0307286,0.93740064,1.1879104,1.1772181,0.9324502,0.9887273,1.2674513,0.96434146,0.74881876,0.9951395,1.03951,1.0549027,1.1514518,0.952378
shorts,1.0076362,0.6503053,1.2825708,1.1713383,0.7768378,1.3119526,1.2951549,1.2176135,1.0710942,1.2228798,0.90244484,0.57028204,0.77331495,0.60496515,1.2317533,0.78283924,1.0489422,1.3071444,1.193414,1.2168007,1.1379856,0.92277247,1.0533562,1.1331421,0.89347136,1.283119,0.7180761,0.95091784,0.6646656,1.3311642,0.90552634,1.078806,1.0919145,0.694703,1.00743,1.2217752,0.86127925,1.1869919,1.1963352,1.0424738,0.75885165,0.98287654,0.62224615,0.7352948,1.1587758,1.012045,1.000328,0.80054855,1.0060227,1.266346,0.6029003,1.1717958,1.2290118,1.0675833,0.5955734,0.9556217,0.70097363,1.1652672,0.7101966,0.9778793,0.7475003,1.079174,1.2309015,1.0372906,0.77680063,1.1371279,0.4690978,1.2005904,0.94237727,1.1995795,0.6017464,1.2202327,1.1902138,0.7533156,1.1309274,0.8823176,1.0736201,1.1225166,0.87064004,0.7524895,0.91486275,1.2250125,0.57809037,1.1689264,0.5400655,0.22911924,1.1986856,1.2512368,1.2349044,0.8405631,1.2320132,0.71630085,1.1090875,1.4272625,1.3074028,1.0604208,0.6025605,1.1340542,0.93486255,0.7723068,1.2287717,0.90897775,1.1621326,0.44887024,1.1475844,0.0,0.9968838,0.8725738,0.938618,1.0058656,0.9701383,1.1321418,0.74154484,1.2200791,1.137801,1.1588464,0.78570795,0.97810143,1.2444112,0.848742,0.8339188,1.0126721,0.9024385,1.4678512,1.265557,1.1211885,1.0848029,1.0353924,0.94993687,1.0784631
shovel,1.0302097,0.9578784,1.109712,1.0395743,0.97117645,1.0505408,1.0944594,0.92539,0.97226465,0.6924036,1.1208764,1.0328325,1.1377343,0.9105919,1.0612153,1.0078365,1.0365516,1.0554366,1.1211652,1.1370896,0.99605626,1.0503789,1.1121061,0.96894556,1.227327,1.1086239,1.0377938,1.1878825,1.088559,1.0410074,1.0001239,0.9392161,0.8848272,1.1101689,0.86192137,0.99958503,1.0418656,1.1118993,1.1440911,0.92642426,1.180837,1.1272553,0.9547983,0.9988185,0.9832662,1.1149299,1.1858968,1.0162264,0.7136332,1.0131043,1.0022942,0.98966223,0.93272734,1.0527864,0.9053877,1.1471752,0.9624001,0.91408086,1.1889833,0.904351,0.95269686,1.111587,1.1454958,0.92649823,1.0142345,1.0262233,0.9401493,1.0346719,0.97101986,1.1295338,1.0400734,1.1303167,0.6084021,0.9528124,1.0992563,1.1223748,0.96698445,1.161892,1.1233044,0.8973427,1.0916251,0.9965909,1.1239277,1.0816689,0.97315496,1.0393193,1.0894852,1.0392835,0.9588514,1.0119209,1.0635909,1.179596,1.0834193,0.948044,1.1415718,0.98177624,0.9419303,1.102396,0.88633364,1.1887836,1.0521885,0.8830871,0.5200047,1.0595715,0.85980123,0.9968838,0.0,1.113705,0.84412616,1.0134838,0.92531335,0.9585799,0.9693935,0.6352273,0.5601734,1.0519559,0.973657,1.0003896,1.0675298,1.0400369,0.8090023,0.90074086,1.1357883,1.0072784,0.7979609,0.9935343,1.0126244,0.9459546,1.2447214,1.1010544
shower,1.0652902,1.1566899,1.1818517,1.0360016,0.8890957,1.1452578,1.1054214,1.0485184,1.0212964,0.9750451,0.5599272,1.007928,0.5897447,0.93628746,1.1142324,0.7565172,0.9033824,1.120298,1.0812961,1.0122728,0.94467115,1.167328,1.0314482,1.0685301,0.86399144,1.0679476,1.1018248,0.8101454,0.6661619,1.1484805,0.8075057,0.8646638,1.1748899,0.70919245,1.0879459,1.1831797,0.61094403,1.0969802,1.1164056,1.0738126,0.44168472,0.88903946,0.9442816,1.0935602,1.190531,1.1418504,0.9573572,1.2779729,1.2392749,1.0929489,1.2065923,1.1656786,1.2106495,0.99346924,0.999374,1.1594791,1.0343752,1.4100151,0.9946346,1.0353483,1.049143,1.143899,1.1069565,0.8848117,0.87134683,1.1054902,0.7885654,1.0512457,0.70769906,1.009006,1.0410391,1.0512445,1.0113056,0.99867374,0.93897444,1.157175,1.0041171,1.1403999,0.9811853,1.1397935,1.2088706,1.2247388,0.55697423,1.0950078,0.8100536,0.7587504,0.9299776,1.122501,1.1303784,1.0412468,1.1138948,0.9444168,1.0540582,1.1725466,1.1232082,1.1460644,0.9345596,1.0377405,1.2063937,0.3741833,1.1502125,0.95878315,0.997629,0.81042594,1.1638155,0.8725738,1.113705,0.0,0.7881843,0.88152677,1.2572123,1.1743059,0.94219315,1.0046148,1.1096233,1.0359062,0.8524221,0.6723202,1.0724131,1.2509568,1.2298393,1.0870342,0.96483445,1.24481,1.0134517,0.868613,1.0277072,1.2226852,0.6310635,1.0262886
sink,1.0648762,1.1628294,1.2189025,1.1109847,0.83573836,1.1923311,1.064292,1.1481701,1.0849521,0.4305902,0.6950457,1.0256475,0.6188306,0.9176183,1.1636429,0.79831505,0.9689285,0.98940384,1.1135719,0.9592588,0.70899135,1.254073,1.007855,0.99956715,0.91715634,1.1319914,1.0368084,0.97415817,0.7257014,1.101538,0.7399569,0.8352233,0.9832204,0.7627188,1.1471031,1.2610369,0.7596202,1.0748411,1.1675632,1.0680043,0.8713092,0.6872944,0.9950643,1.1712841,1.2114676,1.1363847,1.1108963,1.233418,1.0498959,1.0972453,1.2388477,1.1271497,1.0449739,1.0760158,0.93543255,1.253413,0.9973284,1.1838245,1.1880989,1.1506826,0.9745913,1.1618383,1.1989986,0.8642293,0.85402346,1.0145603,0.95224726,0.98480874,0.85202,1.0594839,1.243401,1.0927271,0.6084728,0.9651066,1.0394369,1.2075758,1.0074153,1.2969799,1.0183636,1.1722785,1.2409152,1.234102,0.56167614,1.0703183,0.8962043,0.9001236,0.79189986,1.1587625,1.1501809,1.1865278,1.1329439,0.97943264,0.98123664,0.9808621,1.1790694,1.0462049,0.9242937,0.9762562,0.94457805,0.64493203,1.1366456,1.0587972,0.9044182,0.9153983,0.9951254,0.938618,0.84412616,0.7881843,0.0,0.8638573,1.2226658,1.3083382,1.0267059,0.6412859,0.80790293,1.0875798,0.8679564,0.5744429,0.96192217,1.3051354,1.1628306,1.0186262,1.0143775,1.232966,0.3988647,0.84944236,1.118751,1.3537862,0.9000325,1.0692468
slide,0.74901587,1.0834128,1.0606943,1.2045085,0.8027283,1.0003675,0.8953951,1.066885,1.3566506,0.5853125,0.44643533,1.237679,0.7941133,0.5684259,1.0188748,0.267143,0.91661704,0.92918515,1.4114114,1.3280357,1.1097168,1.226131,1.4312981,1.0123824,1.4342604,1.1822298,0.8545937,0.90040517,1.1069202,1.3259999,0.72009194,0.93434787,0.8921953,0.82676166,0.9839535,1.3702843,0.7801441,1.3979843,1.2123511,0.9257973,1.2434717,1.23892,0.73170805,1.102947,1.2167112,1.106498,0.9811862,1.1360852,1.076781,1.1139909,1.268046,1.371544,0.7608539,0.90385973,0.92391026,1.2702435,0.5685755,1.217864,1.0720363,0.916104,0.6896826,1.2622479,1.1220976,0.67621624,0.52041143,1.2901812,0.6678299,1.2756014,1.2102484,1.462945,1.2704438,0.87527835,0.7553936,0.5408931,0.92013764,1.1417542,0.91955656,1.2572036,1.2043412,0.96056414,1.1403098,1.2612118,1.0564628,0.958519,0.41575134,0.81549454,0.6955951,1.3270392,1.3213677,1.1110137,1.04641,1.2000926,1.2297502,1.2252086,1.1367869,1.0113477,0.8736651,1.2709525,1.1281576,0.8816465,1.2338037,0.81088156,0.8690113,0.66953313,1.0475321,1.0058656,1.0134838,0.88152677,0.8638573,0.0,1.3857183,1.2920302,0.9250484,0.8163769,1.2383846,1.2181064,0.61859727,0.5988273,1.3025254,1.3153642,1.1132607,0.8008051,1.2312622,1.1982914,0.7992921,0.74574643,1.4471216,1.3563578,0.98532367,0.94119626
slipper,1.1832067,0.8361732,0.81675136,0.73482,1.360836,0.90666676,1.006111,0.91506857,0.64963984,1.4274114,1.4512668,0.7042202,1.1758741,1.3666766,0.88867724,1.3079762,1.21713,1.2275181,0.7425219,0.71933615,1.0368068,0.52308124,0.73302734,1.0608628,0.7682694,0.9158151,0.8931742,1.1325196,0.8942578,0.8452978,1.2530113,1.1091638,0.97501487,1.121764,1.0496856,0.59774774,1.3610885,0.6475,0.8325356,0.91023767,1.0771674,0.91739446,1.2592996,0.7149795,0.7120663,0.78667384,1.2049894,0.6812734,0.64578414,1.1523454,0.63730353,0.7483176,1.0572355,1.2226833,1.0431669,0.55483127,1.1767375,0.69607073,1.0111233,1.1752706,1.2036992,0.4317959,1.045952,1.3546517,1.335601,0.96295446,1.2122838,0.8437394,0.9446069,0.6794148,0.7403041,1.0835668,1.2904937,1.2129195,1.1760879,0.72529197,0.9786172,0.60252434,0.6795497,0.9743404,0.7500968,0.6923558,1.0716034,0.912105,1.3543873,1.1880239,1.4444671,0.7917818,0.78805995,0.7707366,1.0186086,0.6295625,0.95339227,0.91014594,1.0307095,0.9501291,1.1264632,0.84806156,0.96915805,1.4082055,0.7969307,1.2351232,1.1933719,1.3639554,0.8021674,0.9701383,0.92531335,1.2572123,1.2226658,1.3857183,0.0,0.59174174,0.98428935,1.2541646,0.7326938,0.96511114,1.4557778,1.5041083,0.742636,0.4604665,0.69665706,1.2164116,0.71132326,0.77321976,1.2970548,1.3629024,0.61121356,0.4977365,1.1490779,1.1936042
soap,1.3452125,1.0146635,0.64032316,0.6507888,1.2768211,0.49808943,0.8382311,0.96969134,0.7152011,1.2681124,1.3455777,0.96638924,1.3029199,1.3696713,1.0045854,1.4358888,1.2008655,1.1571612,0.6577271,0.69647783,1.1407914,0.7178339,0.73480004,1.146902,0.8425969,0.91897696,0.9473207,1.2383951,1.1212615,0.6015589,1.3020746,1.2114984,0.9510321,1.3050368,1.0611267,0.48102558,1.3768747,0.6077838,1.0643797,1.0823134,1.0744233,1.1064868,1.1755755,0.776623,0.57592,0.79133844,1.0741729,0.7680793,0.8146523,1.0542806,0.6722069,0.82309437,1.2139664,1.2064127,1.1094632,0.47870082,1.3795168,0.76888263,0.95873743,1.1872636,1.2497317,0.552455,1.0792823,1.24712,1.2993648,0.9045953,1.304565,0.860069,1.0474651,0.5833434,0.8045743,1.0253804,1.1782651,1.3557125,1.0449994,0.7560774,1.0427155,0.38116026,0.9107116,0.9914105,0.7431914,0.53162646,1.2368397,0.9941821,1.428311,1.245748,1.2821561,0.7209413,0.6964375,0.8473667,1.0471063,0.8584743,1.0609105,0.7693696,1.0649065,0.8686633,1.2409128,0.98614806,1.082722,1.3511474,0.92756057,1.1347092,1.2447218,1.345088,1.1197568,1.1321418,0.9585799,1.1743059,1.3083382,1.2920302,0.59174174,0.0,1.107455,1.1234436,0.8239068,0.9580725,1.2942398,1.4180522,0.7067077,0.5275962,0.8044311,1.1541274,0.8773374,0.62203723,1.3124721,1.2634329,0.7170348,0.45837694,1.1252441,1.2036229
