,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
nail,1.411083,0.8588031,0.47758234,1.0807503,1.3373618,0.6593471,0.6086589,0.9258914,0.8650733,1.3280525,1.5005358,0.5909616,1.3632002,1.4087193,1.2653584,1.4137802,1.3298852,0.4591292,0.91853136,1.4233024,1.2851022,0.54682857,0.8346532,0.78842545,1.2950608,0.4646151,1.3007505,1.3369782,0.69098663,1.2183182,1.1647384,0.73424494,1.0589669,1.0101713,1.2602212,1.4259759,0.28931725,1.2312297,0.47815067,1.1869767,1.2146285,1.2083651,1.1669351,1.2794356,1.2049916,0.6331196,0.12589657,1.2840922,0.60055166,1.0951103,0.74545544,0.80115324,0.7255751,1.2242601,0.8863233,1.1624644,1.3346255,0.45514673,1.3080108,0.27628124,1.1550462,1.3086913,1.343354,0.47199047,1.2477111,1.2721062,1.2731355,0.7543141,1.4100916,1.1649172,1.0616766,0.60647875,0.91302055,1.1708176,1.1434786,1.3967555,0.63390136,0.52135694,0.0,1.2075231,0.3590896,0.27127755,0.51889145,1.3419725,1.1997336,1.3396664,1.3767338,1.3615704,1.149814,0.6776353,0.6646103,1.1522276,0.76675737,0.48124027,1.2932187,0.7704487,1.3120304,1.1790037,0.39500952,1.2867835,0.7880405,0.26362097,1.1949624,1.309499,0.8832322,1.2784103,1.3432974,1.0947769,0.8711955,1.4052484,0.30928552,1.2890131,0.5870334,1.1731616,0.94934857,0.57580984,0.16098046,1.1694984,1.2779086,1.5150695,0.8297873,0.26186514,0.48732603,1.0889357,1.0200598,0.635741,1.3806741,1.0937799,0.46310472,1.105544
napkin,1.1370896,1.0654504,1.2067761,1.1048024,0.7331403,1.3680022,1.1648343,1.1303017,0.860571,1.0136569,0.7867163,0.89809716,0.7396009,0.8200519,1.0968914,0.57778674,1.1228586,1.1005697,1.0780269,1.0638885,0.11747581,0.89650905,0.9792206,0.9153257,1.0471298,1.051616,1.1925349,0.6578087,1.261455,0.9533645,1.0633821,1.0850052,0.9248709,1.3379905,0.79460484,0.84924626,1.0595684,1.1238785,1.1894238,1.0717229,1.2261065,1.1486789,0.8564621,0.7986845,0.9716295,0.8873491,1.2210728,1.0351062,1.0902,1.1592695,0.94306123,1.1732898,1.227753,0.9631727,0.9970658,1.2767154,1.2466885,1.0497187,0.8472568,1.1428127,0.98435265,1.0583032,0.87619525,1.0352018,1.0963494,0.9998026,0.89718264,1.1359495,0.55536115,0.77815795,0.83802515,1.1636567,0.6233857,1.0615141,1.0696324,0.8913349,0.8979812,0.96323925,1.2075231,0.0,0.991959,1.0868459,1.2402108,0.61697394,1.1693479,0.55159324,0.5754711,0.99655664,1.2824982,0.98479205,1.0181347,0.75197566,0.87499255,0.9555847,1.172453,1.173849,0.9645111,1.0646876,1.2649403,0.6651856,1.1542933,1.1622338,0.7611936,1.3069179,1.2109915,0.8739265,0.66163766,0.99479973,0.67364204,0.89925164,1.1571195,0.99475926,1.2438806,0.9853572,1.0999396,0.8793013,1.120208,0.97039646,0.8779742,0.99023354,1.2666274,1.0179931,1.0607033,0.85762465,0.22739446,1.3566233,1.0611484,0.8301395,0.96444887,0.8876155
necklace,1.3612409,0.90488344,0.5247823,1.0247614,1.1498291,0.8053806,0.7742888,0.88972837,0.9676452,1.3871312,1.489699,0.7578751,1.3139348,1.3977166,1.1782507,1.3219192,1.3642396,0.63825285,1.0737191,1.5102601,1.017115,0.7177291,1.0054526,1.0021516,1.283709,0.5682146,1.1828214,1.2421582,0.8904461,1.2475306,1.2208173,0.72561395,0.7608027,1.1439223,1.2443404,1.2246532,0.4706682,1.3566796,0.6098418,1.1670799,1.089189,1.1287518,1.1432747,1.2000513,1.1508129,0.5446651,0.4310788,1.2321036,0.91929185,0.879459,0.4532038,0.8971418,0.9827149,1.2330469,0.83361113,1.1803637,1.4358435,0.26885694,1.126397,0.44027543,0.91257054,1.2506558,1.0894201,0.42633677,1.2443643,1.2855301,1.2616413,0.8189187,1.1610307,1.0426539,1.0606445,0.73653585,0.73211145,1.157326,1.2064193,1.2082556,0.49039364,0.5384787,0.3590896,0.991959,0.0,0.37342966,0.6898432,1.280466,1.12974,1.1510158,1.1503851,1.3677092,1.2166333,0.6679734,0.6799942,0.9895747,0.67418396,0.6468818,1.2872732,0.93785775,1.3837214,1.0706608,0.6648013,1.0513792,0.93930876,0.5828516,1.258147,1.3223777,1.1324606,1.0459776,1.1768564,1.0874615,0.76764,1.3955498,0.32012314,1.1931858,0.8690827,1.1057837,0.9948752,0.63614273,0.5200784,0.97173166,1.1944194,1.5387579,0.88884073,0.16531473,0.43443018,0.93963385,0.9397644,0.84817106,1.4637481,1.117066,0.26097178,1.0943139
nose,1.3806443,0.9349092,0.4880988,0.883477,1.2345815,0.75098485,0.7165824,0.95344085,0.9832666,1.3844426,1.4547573,0.8442932,1.2623008,1.4292942,1.2378964,1.3408203,1.3765323,0.62132096,1.0001928,1.4756168,1.1541779,0.58344483,0.9957899,0.7938283,1.2939475,0.56218076,1.2571936,1.1430662,0.7834067,1.1810689,1.2521765,0.6042848,0.82704234,1.0481381,1.1531061,1.3119737,0.51940197,1.2227395,0.5488727,1.16792,1.1853396,1.2023451,1.0338078,1.2416298,1.1441557,0.54526854,0.36113894,1.2804794,0.71653384,0.9699323,0.60670024,0.9471012,0.89004767,1.1829101,0.8591586,1.2661107,1.37711,0.4471897,1.1882509,0.3972298,1.0015392,1.2217295,1.217273,0.59445345,1.2840648,1.2250698,1.2938061,0.82343274,1.250858,1.1477996,1.0010821,0.7174847,0.8708736,1.137142,1.1735812,1.2787584,0.6995221,0.4110939,0.27127755,1.0868459,0.37342966,0.0,0.6506255,1.297336,1.1667382,1.1943812,1.2063589,1.3905461,1.1032988,0.74601567,0.73032707,1.0689765,0.72158927,0.56375754,1.3023489,0.91585755,1.3848271,1.1195525,0.63944906,1.1565143,0.9433429,0.35338748,1.1868902,1.2804086,0.977428,1.2521743,1.2732495,1.0671161,0.81196535,1.3954446,0.42801714,1.1760371,0.70244783,1.116185,0.917164,0.67658085,0.44816244,1.1503581,1.2587726,1.4949758,0.8511868,0.23975897,0.40872025,1.0909536,0.93213886,0.8981848,1.4169897,1.1114794,0.45128173,1.0688715
orange,1.384608,0.8775298,0.19353807,0.82562566,1.3739419,0.51464045,0.4106276,0.6230674,0.8781432,1.236823,1.5055487,0.8949727,1.2993171,1.239375,1.2689315,1.4508975,1.293565,0.72130835,0.71366084,1.311733,1.1980966,0.9234815,0.7354016,0.9624772,1.3566821,0.16536784,1.2966695,1.2737705,0.78943306,1.2403331,1.1516254,0.61806357,1.0791962,0.74939126,1.2510505,1.2083777,0.7084737,1.2636735,0.44135737,0.8370386,1.1471145,1.0926921,1.1940424,1.3660519,1.166033,0.8237693,0.2881691,1.2726613,0.81544626,1.1303566,0.7762228,0.8381568,0.9287263,1.0290617,1.1562579,1.0478575,1.362204,0.77079934,1.0772849,0.46326274,1.2543695,1.3332367,1.2712393,0.5282051,1.2704161,1.2825925,1.3541527,0.7369747,1.382001,1.2151144,1.1632798,0.936672,0.8912949,0.9044857,1.03668,1.1676242,0.8427315,0.4655447,0.51889145,1.2402108,0.6898432,0.6506255,0.0,1.4008863,1.2639096,1.3397361,1.3357503,1.3393006,0.9113634,0.94172037,0.93114537,0.9777268,0.64029306,0.8372757,1.2749901,0.95418864,1.0688756,1.069774,0.28099895,1.2403324,0.91361237,0.562611,1.3858266,1.2225531,0.60363764,1.3405716,1.3997993,1.0105345,0.8684201,1.1826285,0.62628734,1.2198848,0.3308953,0.9649184,0.66655177,0.77578366,0.35897553,0.9826389,1.3280702,1.4919039,0.63445234,0.55234414,0.64385587,1.0496845,1.1922652,0.5315242,1.2421777,1.3690026,0.7450773,1.2624171
oven,0.98867184,1.2120376,1.4219792,1.1544732,0.83102584,1.3963091,1.2696096,1.1788325,1.0174826,0.92328703,0.68244874,0.9172012,0.5792998,0.89341927,0.95767206,0.6776726,1.0020804,1.1268494,1.1810348,0.8625864,0.67803735,1.0449883,0.9155218,0.765913,0.73443764,1.3087864,0.99119467,0.5581702,1.2005479,0.8086175,0.8410091,1.2942636,0.9363261,1.2284856,0.6218435,0.866932,1.1783171,0.75740695,1.2821953,1.0940894,1.0553242,1.0993909,0.6678002,0.3764258,1.0140074,1.1213132,1.4218984,0.80463284,1.0157212,1.0688401,1.1832255,1.1574786,1.1523359,0.99083835,0.98497546,1.1927263,0.91985834,1.1752764,0.99855316,1.4450991,0.9788737,1.0136235,0.98148865,1.2404287,0.9835523,0.9777317,0.7841513,0.95490944,0.6309076,0.8614161,0.86687803,1.0941442,0.97718793,1.0349138,1.1259813,0.9353731,1.0597311,1.2872608,1.3419725,0.61697394,1.280466,1.297336,1.4008863,0.0,0.9717161,0.8076409,0.64035165,0.9660012,1.1591387,1.0583968,1.0650982,0.8541945,1.1728153,1.0143044,1.0089155,1.08783,1.0027292,0.9374397,1.3067601,0.76979786,0.8636509,1.2552847,0.4178177,0.96852815,1.2240815,0.81311405,0.74879503,1.0377351,0.89453626,0.84387803,1.2921141,0.9382144,1.3069453,1.0622792,1.209428,1.0557935,1.3115414,1.047556,0.83979917,0.682023,1.2274939,1.3293625,1.2927248,1.0534562,0.6731109,1.3253095,0.9091493,0.745957,1.2147809,0.720471
owl,0.7417025,1.0925568,1.2316716,1.0337646,0.8682928,1.1275152,1.1960149,1.1590129,1.1646956,0.9507989,0.8998047,1.1947371,1.03325,0.9643891,0.2938459,0.9080712,0.85270745,1.2406733,1.2363588,0.96705025,1.0374306,1.215001,1.3225993,1.2504462,0.9599848,1.2272995,0.35573626,1.1175653,1.0406833,0.94091946,1.0309168,1.2770286,0.9455107,1.1126891,1.0826397,0.80046165,1.2705119,0.6905523,1.3635976,1.1132747,0.48204935,0.8166543,1.1004994,1.0247328,0.9706968,1.0088265,1.2385033,0.36301917,1.0765592,0.92092645,1.0809684,0.9587481,1.0924029,1.0507379,1.0885947,0.6303068,0.54888165,1.0868702,1.0463338,1.2465693,0.89266735,0.58027935,0.8761622,1.1872252,0.5806554,0.94414884,0.986989,1.2183859,0.9700131,1.1460228,1.1686232,1.1219238,1.1111181,1.0433226,1.100334,0.8982897,1.0835971,1.2739449,1.1997336,1.1693479,1.12974,1.1667382,1.2639096,0.9717161,0.0,0.89947855,0.97233725,0.9200364,1.0321757,1.2385322,1.231238,0.9846762,1.186998,1.1899648,0.8689685,1.1280212,1.0604846,0.8856057,1.1992991,0.98343253,1.0876817,1.1620806,1.0774393,0.38584626,1.1844639,1.0294297,0.93985534,1.0899336,1.2318218,1.0176506,1.1545349,0.8045449,1.2177835,1.0860398,1.246881,1.2587941,1.2255325,0.99480844,0.97307587,0.935179,1.273874,1.1888483,1.1960812,1.0996014,1.2390513,1.1615647,0.98500925,1.110149,1.1633209,1.0918103
pajamas,0.7663586,1.165407,1.2545434,0.95341825,0.40383184,1.3887534,1.1770115,1.1595167,1.3003162,0.85288286,0.4649986,1.1750557,0.6845258,0.7248992,0.9529827,0.30758446,0.8801136,1.3252994,1.2139769,0.92054486,0.47641987,1.2657722,1.3442823,1.3341699,0.8713111,1.1984842,0.87485105,0.62167174,1.4884026,0.8002914,0.8408212,1.3291876,0.89508265,1.3192734,0.74639547,0.6280226,1.4024537,1.1222416,1.4758903,0.9801914,1.0048226,0.9312128,0.99080116,0.820135,0.8455088,1.2471288,1.3741788,0.9010425,1.170633,0.73170626,0.7726035,1.3696938,1.4129374,0.91529775,1.1958681,1.0630665,0.8842195,1.2033131,0.61136794,1.2496696,0.6665962,0.7485563,0.43917727,1.3229501,0.80998534,0.9290258,0.57929593,1.3793995,0.4215845,0.99047714,1.2275702,1.4875693,1.026711,0.95063317,1.0680299,0.5633749,0.8723142,1.335945,1.3396664,0.55159324,1.1510158,1.1943812,1.3397361,0.8076409,0.89947855,0.0,0.44683444,0.82171136,1.1365792,1.3100852,1.3332353,0.91986895,1.0876234,1.1584389,0.8783437,1.3707348,0.96030796,1.0846827,1.4082036,0.39192063,1.3843528,1.3712358,0.9719834,0.9287251,1.3590244,0.9089837,0.3539946,0.99874014,1.0897334,0.7805364,1.3557783,0.870031,1.4926682,0.96913666,1.3222642,1.3736304,1.3656538,0.9574056,0.5307912,0.77531517,1.4178069,1.1447906,1.0528015,0.8144287,0.831695,1.5167462,0.90767115,1.0759001,1.141551,0.94059974
pants,0.82021314,1.3169526,1.3161447,1.0326492,0.5501841,1.4655805,1.1884732,1.2321124,1.2579186,1.0001293,0.5337027,1.1313509,0.52953964,0.9197772,0.94156003,0.44807744,1.0298171,1.2981955,1.3036793,1.040627,0.57431626,1.1614904,1.2977786,1.1421897,0.7700374,1.2091988,0.92717004,0.43530554,1.4480114,0.7002836,0.7452285,1.3127506,0.89494896,1.3422291,0.62581503,0.7468561,1.3504078,1.1033258,1.4489305,1.0535688,0.993308,1.0653728,0.86677706,0.85673785,0.88191193,1.1099762,1.37467,0.8872719,1.0812446,0.74677026,0.8653192,1.3298576,1.4010336,0.95482737,1.2391698,1.1157118,1.0088055,1.0811807,0.798993,1.3416786,0.6517387,0.85621095,0.74138874,1.235322,0.8403087,0.95174724,0.46974993,1.3043869,0.0688175,0.98630226,1.060752,1.4000254,0.8672807,1.0118752,1.15693,0.7611165,0.91710645,1.3115095,1.3767338,0.5754711,1.1503851,1.2063589,1.3357503,0.64035165,0.97233725,0.44683444,0.0,0.97261804,1.0935848,1.2752041,1.2688788,0.5696013,1.1479509,1.1019937,0.9364231,1.3113606,1.1103592,0.96045005,1.3833275,0.4097309,1.2643588,1.2860241,0.83477485,0.90567654,1.4279301,0.93558604,0.33395886,1.0567822,1.115479,0.9047751,1.2979221,0.91665494,1.4584932,1.0569308,1.3506324,1.2693356,1.3367386,1.0952204,0.47500372,0.7491273,1.3673792,1.1487249,1.1688232,0.9082438,0.5914297,1.5397024,1.0309484,0.8654941,1.1217954,0.93237764
paper,0.45200217,1.0334923,1.3808504,1.1040839,0.69632673,1.2146802,1.1497833,1.1589286,1.1466244,0.47566533,0.5055399,1.2472093,0.9825413,0.4405684,0.98603517,0.6548566,0.21471775,1.27851,0.9302951,0.35647106,0.9080482,1.3055152,1.1063149,1.1734997,0.79643273,1.3425345,0.97916484,0.9774889,1.1062466,0.91248995,0.90897316,1.2088833,1.170644,1.1310291,1.0540501,0.8145014,1.352967,1.0273396,1.3729724,0.9111659,1.0164585,0.78643477,1.0158145,0.9483882,0.9003539,1.3977549,1.39464,0.9097776,1.2032776,0.92059356,1.112715,1.1971041,1.163206,0.9263015,1.1417971,0.8874445,0.7210234,1.3263323,0.91682243,1.308984,0.94084644,0.8793358,0.632676,1.3896754,0.9161047,0.63753873,0.64863956,1.3770826,0.88177115,0.9453996,1.1000324,1.2045467,1.194499,0.92375463,0.76232016,0.8354462,1.2047677,1.4272944,1.3615704,0.99655664,1.3677092,1.3905461,1.3393006,0.9660012,0.9200364,0.82171136,0.97261804,0.0,1.037034,1.2194624,1.226836,1.1868438,1.2622256,1.381299,0.5596038,1.228499,0.53289896,0.9360777,1.3267915,0.82510257,1.24187,1.371226,0.9545089,0.8340896,0.96474415,0.8375154,0.8156941,0.9833575,1.2990947,0.60883856,1.4179292,0.75582826,1.2220283,0.9922313,1.0609621,1.4110858,1.3654695,1.0162361,0.80841947,0.4686829,1.210538,1.3918937,1.3292513,0.8752984,1.211494,1.2182562,0.50369376,0.93286735,1.3645039,1.0397725
pastry,1.019054,1.1177518,0.83213216,0.6987445,1.130621,0.87894833,0.9415799,0.73132694,1.1563344,0.9551187,1.0607166,1.2192335,1.0236704,0.9578543,0.96721125,1.1200706,1.0719926,1.1262608,0.83416736,0.9556997,1.1655686,1.1620314,0.970359,1.1785823,0.9265961,1.1068554,0.89750576,1.0812423,0.91915286,1.0040767,0.87543136,0.7570972,1.1989104,0.48440105,1.0850717,0.88649094,1.2112794,1.076933,0.83793426,0.5002345,0.8842846,1.010112,1.0524484,1.0815357,0.9275709,1.2320132,1.0338972,1.0477791,1.0244695,0.94887114,1.1530052,1.0722959,1.056236,1.0428497,1.1936038,0.8867762,0.9873378,1.1639178,1.1198248,1.0160952,1.0647211,0.9444221,1.019156,1.1327659,1.1210592,0.98952895,1.1353445,0.9760403,1.1160929,1.1201155,1.0827707,1.1073872,1.1344477,0.6915909,0.72753495,1.0171734,1.1203021,1.07015,1.149814,1.2824982,1.2166333,1.1032988,0.9113634,1.1591387,1.0321757,1.1365792,1.0935848,1.037034,0.0,1.1796618,1.1597044,1.187192,0.9770364,1.1287833,0.99157697,1.110012,0.8818742,1.0167125,0.9586192,1.1675113,1.0747375,1.0695885,1.1717734,0.9324276,0.8618497,1.0908562,1.1037824,1.1108154,1.2363768,0.9004456,1.0934502,0.91098744,0.88844407,1.0927966,0.73838913,1.2165837,1.137888,0.90665716,1.0533978,0.97479826,0.685918,1.2214179,1.097245,1.0630571,1.3038056,0.8845014,0.8387544,1.1923953,1.2280269,1.0057799
pen,1.2998368,0.88643384,0.94858617,1.2055391,1.183037,0.99303263,0.98485607,0.960069,0.8588162,1.3248366,1.4028263,0.40483844,1.1513085,1.4201483,1.25768,1.3215806,1.2279413,0.7505423,1.0304672,1.3255756,1.1828021,0.54863995,0.93051684,0.73048425,1.1547002,0.76910514,1.2893581,1.1222367,0.83459496,1.3272432,1.2410768,0.7549232,0.77251685,1.0788814,1.0940326,1.2905914,0.18583703,1.0589867,0.76050997,1.1770079,1.2339835,1.1605171,1.0226232,0.8695059,1.192555,0.737587,0.76963216,1.2825954,0.75429654,1.2456547,0.87550604,0.79589653,0.8021761,1.1798044,0.3024367,1.072679,1.3732445,0.6320303,1.1571715,0.7383658,1.1816009,1.2039165,1.2522402,0.6115325,1.2606223,0.98388433,1.2951641,0.72693783,1.2384561,0.3590592,0.880172,0.46911943,0.67769694,1.2533395,1.09411,1.3474455,0.7962423,0.68230575,0.6776353,0.98479205,0.6679734,0.74601567,0.94172037,1.0583968,1.2385322,1.3100852,1.2752041,1.2194624,1.1796618,0.0,0.049084783,1.0909371,0.7841894,0.63419044,1.2628703,0.74586856,1.2602268,1.0492629,0.87689054,1.1609608,0.85751295,0.63139415,1.0367962,1.3068454,1.0490953,0.5199667,1.3740268,0.9960819,0.5588961,1.312907,0.6605162,1.2378927,0.8733194,1.0218704,1.0334244,0.36253083,0.71374846,1.0241438,1.3554237,1.3568029,0.9050613,0.64194125,0.7528059,0.83949065,0.75152826,0.9013043,1.3545282,0.541003,0.52310973,0.9186594
pencil,1.2849755,0.89625156,0.95404917,1.2144489,1.2035147,0.9881211,0.9848809,0.9826457,0.8433746,1.334405,1.384856,0.41307604,1.151945,1.4324726,1.2364615,1.3358426,1.2285808,0.75344676,1.0576283,1.3276947,1.2199622,0.5383068,0.91658014,0.6801031,1.18021,0.77230227,1.281575,1.1219885,0.7716607,1.3120149,1.2359533,0.7169134,0.8034581,1.0671632,1.0907115,1.324829,0.1957683,1.0256234,0.72559303,1.1739532,1.2097727,1.1694125,1.0089959,0.89009535,1.1710715,0.76903296,0.75736105,1.2502888,0.69985235,1.2479734,0.9095075,0.7620487,0.802351,1.1615804,0.3506356,1.0666335,1.3423643,0.66275066,1.1737138,0.7709942,1.2130834,1.2111112,1.3279756,0.5998676,1.2341142,1.0154719,1.2769597,0.7047951,1.2406203,0.47533095,0.8559021,0.4449156,0.65788037,1.2759094,1.1335582,1.3713992,0.8193102,0.6714328,0.6646103,1.0181347,0.6799942,0.73032707,0.93114537,1.0650982,1.231238,1.3332353,1.2688788,1.226836,1.1597044,0.049084783,0.0,1.0628589,0.8094514,0.5961594,1.2809272,0.7571468,1.2694426,1.0200974,0.8677676,1.1929798,0.8714289,0.62432253,1.0475913,1.2658654,1.0145864,0.62288105,1.3823558,0.99999446,0.6090464,1.327363,0.6672349,1.2430995,0.81571025,1.0321796,1.0281075,0.3950492,0.7103217,1.0540056,1.3416744,1.3574983,0.8577858,0.6584587,0.7603225,0.94572234,0.7542137,0.9110835,1.3620186,0.56300515,0.54164004,0.89151794
penguin,1.0581381,1.0955877,1.0848862,1.0440485,1.0511363,1.1161559,1.0582249,1.1246301,0.90129554,1.2455528,1.0084013,0.9636435,0.78924537,1.171023,0.8760351,0.9268065,1.1116229,1.0358988,1.2409096,1.1988566,0.82267904,1.0199283,0.97922564,0.92194027,1.0855927,0.9144304,0.9345587,0.759888,1.139438,0.955038,1.0095274,1.1050901,0.96175575,1.0474141,0.7501215,0.94006026,1.0772198,0.9727002,1.181717,1.2084843,0.84598833,0.84886,0.8434294,1.0836519,0.8611826,0.8077718,1.0864944,0.9707263,1.1003401,1.0332267,1.018517,0.82791424,1.0211148,0.8960314,1.0851797,0.9255329,1.1223755,0.97729087,0.8238106,1.1601098,0.9904334,0.95985514,1.1429136,0.84017044,1.0328921,1.17955,0.8845085,1.0616096,0.6612493,1.0345731,0.8407954,1.0885546,0.8573259,1.1644648,1.25847,0.8999084,0.99266607,0.9790536,1.1522276,0.75197566,0.9895747,1.0689765,0.9777268,0.8541945,0.9846762,0.91986895,0.5696013,1.1868438,1.187192,1.0909371,1.0628589,0.0,1.0194242,0.92093194,1.0447229,0.97431314,1.2704089,0.88191557,0.99713737,0.827356,0.9525928,1.1163691,0.9721824,0.93479896,1.2189969,1.0637007,0.8056743,0.95078474,0.90678376,1.1971076,1.0301391,1.0860415,1.0721216,0.93299276,1.219965,0.9179583,1.0246695,0.97172695,0.88773656,1.1249421,1.1317599,0.9875079,1.0767883,1.0727315,0.6306907,0.9844983,1.2524021,0.9836144,0.9245661,1.1321642
pickle,1.2960827,1.028747,0.5558965,0.8062966,1.2112248,0.95957816,0.836443,0.4778129,0.9731587,1.3025426,1.4139495,0.7632102,1.0971745,1.2400041,1.1765597,1.2782001,1.253392,0.8721939,0.88123703,1.336279,0.88773113,0.80064774,0.9725018,1.020388,1.3068393,0.56311256,1.29998,1.0555295,1.0214689,1.2209646,1.237261,0.62413025,0.82492834,1.0225275,1.1311135,0.9741713,0.66339856,1.206027,0.668607,0.8693067,1.2516003,1.1162993,1.0995619,1.12329,1.1460927,0.8644806,0.69704986,1.2454844,0.8428325,1.1380743,0.6205469,0.9468024,1.0693473,1.1586659,0.93501043,1.0447351,1.3886482,0.7051303,1.0840828,0.49833822,1.1336184,1.2509738,1.0138634,0.62614924,1.2738736,1.246597,1.3668423,0.9405574,1.164068,0.9310748,1.069029,0.9742662,0.66354597,0.889169,1.1544386,1.1010329,0.6397702,0.63196594,0.76675737,0.87499255,0.67418396,0.72158927,0.64029306,1.1728153,1.186998,1.0876234,1.1479509,1.2622256,0.9770364,0.7841894,0.8094514,1.0194242,0.0,0.8651464,1.1504949,1.0062269,1.0989628,1.1240835,0.89688706,0.99588114,1.0934585,0.75527763,1.2517171,1.2923644,0.9047412,1.0032018,1.2247758,1.1005839,0.68130434,1.1492503,0.8144018,1.058563,0.6816281,1.03828,0.6963114,0.67982304,0.6453,0.72565424,1.2523315,1.4193158,0.84853643,0.6141799,0.6092923,0.7719687,0.92524457,0.86952555,1.2964945,1.1515193,0.7311627,1.0587044
pillow,1.320987,0.95548064,0.846315,1.1794964,1.2590808,0.9094305,0.97235143,1.0666912,0.77506393,1.38855,1.1761004,0.65917575,0.9362597,1.4748003,1.1333258,1.1629026,1.3341544,0.55635655,1.1554084,1.421963,1.13246,0.44076478,0.8789425,0.60647124,1.0580575,0.7506986,1.216682,0.83075345,0.79054105,1.0793829,1.0830204,0.8550873,0.9301341,1.0970485,0.75687265,1.3448448,0.41461116,0.9184147,0.6604359,1.3284165,1.1526628,1.2930825,0.9418247,0.9953186,1.141181,0.688722,0.5689979,1.0935344,0.68999815,1.2076132,0.9712518,0.77917093,0.70205414,1.1957837,0.7593967,1.1789075,1.3169737,0.647248,1.2053901,0.7746016,1.1280595,1.1374422,1.4371134,0.5759926,1.2461506,1.2147083,1.1610028,0.71663743,1.1701638,1.1339324,0.9693627,0.59938085,0.81523323,1.2816372,1.3007735,1.4242413,0.84107953,0.68984485,0.48124027,0.9555847,0.6468818,0.56375754,0.8372757,1.0143044,1.1899648,1.1584389,1.1019937,1.381299,1.1287833,0.63419044,0.5961594,0.92093194,0.8651464,0.0,1.276055,0.64014375,1.4151453,1.1178079,0.6757418,1.16729,0.6239468,0.5927368,0.85860837,1.2470596,1.1426127,1.2078979,1.2194483,1.1036264,0.72184384,1.3641658,0.58526266,1.1487085,0.8126389,1.1790634,1.1377971,0.53940415,0.5614346,1.2315037,1.2287406,1.3080108,0.96842587,0.5606276,0.8290879,1.1979033,0.7386068,0.84427214,1.4443278,0.8622311,0.57558656,0.9073612
pizza,0.28559947,1.1473446,1.2742269,1.050374,0.8666699,1.1903639,1.1601179,1.0286955,1.0345763,0.7994749,0.6868507,1.2792075,0.9446291,0.7280749,0.87284106,0.7041389,0.43255424,1.2254851,1.0649298,0.6119039,1.0322813,1.2249279,1.1869684,1.2517959,0.5874641,1.2607259,0.78494096,1.0198398,1.2311124,0.9190084,0.7788158,1.2462817,0.9509998,1.0962222,1.0585332,0.818555,1.3100688,0.91330683,1.3803761,0.9109016,0.8457304,0.7721462,1.1870139,1.0178638,0.96923167,1.2746525,1.2980179,0.7979112,1.1043085,0.9284199,1.1524593,1.0699017,1.1063511,1.0151359,1.0374737,0.74886227,0.6615577,1.2284712,0.9924862,1.1934657,0.92273766,0.7979102,0.77103716,1.222616,0.8275115,0.9177208,0.69017696,1.292409,0.8865723,1.0850227,1.1410532,1.2237936,1.2585479,0.9582544,0.91997063,0.85190046,1.2002946,1.3035238,1.2932187,1.172453,1.2872732,1.3023489,1.2749901,1.0089155,0.8689685,0.8783437,0.9364231,0.5596038,0.99157697,1.2628703,1.2809272,1.0447229,1.1504949,1.276055,0.0,1.0950711,0.80859375,0.8495965,1.2072208,0.8913841,1.091236,1.3360112,0.96079624,0.7093508,1.1039817,0.92281497,0.81486,1.0984073,1.3638299,0.8746962,1.2968445,0.78392345,1.2047575,1.0629644,1.0918543,1.3520886,1.31935,0.83927864,0.8168446,0.68682975,1.3001453,1.3548062,1.1960118,0.9557342,1.2723455,1.124447,0.75332713,1.0706136,1.330025,1.0783966
