,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
chair,0.9225585,1.2133915,1.2812093,0.9103356,0.7959795,1.3919691,1.1968877,1.1269691,1.0343678,1.0878685,0.61919016,1.1001272,0.31721777,1.0875227,1.0002303,0.6244717,0.98081505,1.1708784,1.2497419,1.0085639,0.8095093,0.9788923,1.0690682,0.80788666,0.84434587,1.225292,1.0915012,0.0,1.3128905,0.7359822,0.92296183,1.156248,0.88722306,1.2151376,0.2893877,0.7955675,1.2280765,0.77841055,1.2436292,1.2095163,1.1416417,1.1477625,0.6581731,0.72271615,0.9503168,1.0538191,1.3687392,0.9492035,1.0296258,0.88712716,0.9993966,1.2064731,1.161858,0.9873689,1.015,1.1909952,1.0732119,1.1929011,0.8876724,1.3786174,0.8063812,0.9435695,0.930488,1.2023798,0.974952,0.9884916,0.69405544,1.1264627,0.48592222,0.98646605,0.75347394,1.2217435,0.939291,1.032422,1.2743056,0.8946113,1.0052049,1.1773778,1.3369782,0.6578087,1.2421582,1.1430662,1.2737705,0.5581702,1.1175653,0.62167174,0.43530554,0.9774889,1.0812423,1.1222367,1.1219885,0.759888,1.0555295,0.83075345,1.0198398,1.040616,1.1674051,1.0479563,1.2928387,0.60353786,1.0381292,1.2609246,0.6326265,1.0173354,1.2655928,0.99561864,0.65261674,1.0862049,0.92356837,0.9169362,1.3284707,0.955891,1.3022469,1.0934473,1.2033389,1.1216519,1.2869235,1.1569616,0.7300564,0.6699965,1.1921157,1.2082859,1.1399213,0.98204565,0.6323337,1.4016936,1.0826114,0.8207487,1.1695985,0.7330371
clock,1.2640554,0.7047037,0.8584332,0.97743034,1.4516428,0.47950578,0.84793824,0.97045934,0.8496084,1.1728538,1.2861772,0.88969356,1.2834331,1.2235494,1.047664,1.326551,1.1401148,0.80917186,0.96222174,1.1962922,1.3153061,0.80562323,0.8871581,0.638575,1.1825719,0.9536748,1.0843842,1.3128905,0.0,1.0880657,1.1753024,0.63467586,1.222229,0.6228066,1.1666074,1.3073457,0.7947892,0.95753604,0.6481406,1.0738322,1.0658379,1.1247287,1.0264088,1.1356583,1.1260642,0.78558743,0.68901634,1.0988355,0.89732236,1.2390337,1.3092217,0.6723774,0.4017676,1.0213246,0.83320916,1.0891882,1.0763679,0.9842705,1.2029461,0.90728855,1.290236,1.1028634,1.4351511,0.8597349,1.1118586,1.0692819,1.2492552,0.7460711,1.4651054,1.1096226,0.90319407,0.5402351,1.1926926,1.0485582,0.99033105,1.2729748,1.2525332,0.72573566,0.69098663,1.261455,0.8904461,0.7834067,0.78943306,1.2005479,1.0406833,1.4884026,1.4480114,1.1062466,0.91915286,0.83459496,0.7716607,1.139438,1.0214689,0.79054105,1.2311124,0.6398907,1.054825,0.9879368,0.67249817,1.421855,0.7847252,0.7183566,1.0014348,1.1137041,0.5664778,1.2337724,1.4204513,0.8992734,0.9310171,1.2582736,0.8482284,1.0337397,0.47333896,0.9871848,0.6268177,0.8176603,0.7288561,1.2032467,1.2871547,1.2603627,0.59522635,0.9334126,1.0285609,1.366776,1.0787213,0.6491482,1.1562786,1.0301636,0.8357189,0.9855499
closet,0.91571134,1.1692171,1.3067257,0.9358967,0.8508707,1.226036,1.194247,1.1902804,1.1397357,0.922554,0.65897346,1.2557567,0.7916186,0.9657605,0.9159271,0.7830788,1.0008119,1.2014,1.2004242,0.9284005,1.0418305,1.0261014,1.1884694,0.92011267,0.717975,1.2655865,0.9513303,0.7359822,1.0880657,0.0,0.74991536,1.2048175,1.026108,1.0408152,0.8088901,0.9500185,1.3296859,0.8649084,1.2609377,1.1124568,1.0531048,1.1086471,0.5110743,0.8044907,0.879575,1.1028876,1.253324,0.8538892,1.0434217,0.8135534,1.1346877,1.1960169,1.0956665,1.011846,1.0844305,1.1578728,0.74443907,1.247575,1.0480919,1.3191864,0.7907166,0.9279598,0.9071662,1.3768508,0.7365457,0.8812666,0.78487563,1.1497695,0.77472913,1.1403496,0.85541034,1.2132976,1.1568658,1.0121402,1.0896486,0.9762632,1.1339025,1.2563634,1.2183182,0.9533645,1.2475306,1.1810689,1.2403331,0.8086175,0.94091946,0.8002914,0.7002836,0.91248995,1.0040767,1.3272432,1.3120149,0.955038,1.2209646,1.0793829,0.9190084,1.0734715,1.0419635,1.0759978,1.1983501,0.97931165,1.1115894,1.1349877,0.6043097,0.8770596,1.0706921,1.0651774,0.72531265,1.1248212,1.2185365,0.88667125,1.2715489,0.9301889,1.1455164,1.1367645,1.0657421,1.219149,1.2299197,1.1621175,0.719218,0.6130056,1.1706756,1.2836751,1.2363096,1.0750582,0.889221,1.3481677,0.92597437,0.94048625,1.2972333,0.6808642
coat,0.7493745,1.2725072,1.1750256,1.1807089,0.7488042,1.1797421,1.0074638,1.104319,1.2197239,0.89316404,0.66807044,1.1141894,0.8410632,0.88791835,1.0383267,0.6913712,0.919859,1.1752443,1.2293891,0.9022713,0.966379,1.1133394,1.0083863,1.1665354,0.36894035,1.1581094,0.79528904,0.92296183,1.1753024,0.74991536,0.0,1.3236185,1.03308,1.1648216,0.870389,0.95846176,1.2087921,1.0477009,1.3121378,0.8620714,0.7957197,0.951902,1.0088791,0.87036437,1.006133,1.2669957,1.1540248,0.8940511,0.97275555,0.7238225,1.1073196,1.1198602,1.1846833,1.1094987,1.1239858,0.99288,0.8053859,1.0971464,1.0848571,1.2869611,0.69175303,1.0030767,0.9253628,1.1711733,0.9294374,0.97194374,0.62070036,1.1551123,0.7320739,1.1077645,1.1521297,1.1806766,1.1331763,0.94561726,1.0525831,0.97349125,1.076768,1.3387525,1.1647384,1.0633821,1.2208173,1.2521765,1.1516254,0.8410091,1.0309168,0.8408212,0.7452285,0.90897316,0.87543136,1.2410768,1.2359533,1.0095274,1.237261,1.0830204,0.7788158,1.1160125,0.9949094,0.99146026,1.1139901,0.91343176,1.0574968,1.2152655,0.8169957,0.84669816,1.2197338,0.98458886,0.51114035,1.1994258,1.2453952,0.9545442,1.1726248,0.90491986,1.2551465,1.1893082,1.2467324,1.2706752,1.1434293,1.0543679,0.5393787,0.7444134,1.2463465,1.2120472,1.1656665,1.0476766,1.1115476,1.1645911,0.922584,1.0001357,1.3081946,0.9024512
coffee,1.3224345,0.8965413,0.58343273,0.83600855,1.2979292,0.69710445,0.7586654,0.7609748,0.970519,1.2723136,1.4340987,0.9147988,1.2308711,1.2848247,1.256483,1.3991857,1.2169046,0.81481004,0.80423915,1.2731246,1.1388264,0.7669318,0.8529788,0.772938,1.317141,0.6878399,1.2700977,1.156248,0.63467586,1.2048175,1.3236185,0.0,1.01855,0.6844348,1.1831772,1.189513,0.7416914,1.2112197,0.41749108,0.8486395,1.1877751,1.1382034,0.93450445,1.1048838,1.0837944,0.831442,0.65773076,1.3180623,0.9003484,1.1972961,0.89358306,0.9470614,0.9170459,1.0812541,0.90472513,1.1332996,1.3518412,0.8291621,1.1604735,0.64033306,1.1831275,1.171258,1.2316865,0.7435514,1.3558881,1.1323166,1.3513888,0.71228534,1.3390206,0.99214196,0.9334802,0.7592685,0.8476388,0.9768503,0.9857299,1.2367113,0.9516625,0.49968415,0.73424494,1.0850052,0.72561395,0.6042848,0.61806357,1.2942636,1.2770286,1.3291876,1.3127506,1.2088833,0.7570972,0.7549232,0.7169134,1.1050901,0.62413025,0.8550873,1.2462817,0.9697389,1.1097431,1.0579524,0.71508026,1.2280862,0.9425444,0.57120496,1.1901876,1.3309175,0.7034998,1.1092,1.4109433,1.0360343,0.76559794,1.168371,0.8112924,1.1052696,0.53015125,1.0048015,0.539751,0.7694031,0.6694085,1.0597134,1.3560443,1.3352606,0.45752412,0.72051156,0.7491766,1.0447435,1.0309662,0.8003309,1.2234313,1.14159,0.74977154,0.9797139
comb,1.0820479,1.0162958,1.0555458,1.0295905,0.7977434,1.2059929,1.1148875,1.0351945,0.96295094,1.2528431,1.1299973,1.0145838,0.89010876,1.2328377,0.9753091,1.03983,1.2023442,0.8770908,1.221562,1.2458163,0.9565998,0.90628016,1.2165102,1.0693334,0.8995512,0.86448,1.0164552,0.88722306,1.222229,1.026108,1.03308,1.01855,0.0,1.2694046,0.9077176,0.821165,0.8694425,0.9072752,1.0764525,1.1896702,1.0609425,1.146962,0.91706234,0.9052334,1.0347627,0.8419773,1.1267595,0.93356514,1.0544927,0.94839406,0.5858837,1.1087021,1.231005,0.99601775,0.61158425,1.1644963,1.133577,0.7687841,0.76289487,0.9380501,0.820399,0.9702218,0.813964,0.9248845,0.9704723,1.0962479,1.1122037,0.9882789,0.867311,0.834389,1.080502,1.0458362,0.760524,1.152293,1.1746686,0.7928967,0.8217608,0.84428114,1.0589669,0.9248709,0.7608027,0.82704234,1.0791962,0.9363261,0.9455107,0.89508265,0.89494896,1.170644,1.1989104,0.77251685,0.8034581,0.96175575,0.82492834,0.9301341,0.9509998,1.0563922,1.2683046,1.0299244,1.2252691,0.88228387,1.0690898,1.0559914,0.98086077,1.0282685,1.2750373,0.7891301,0.9666933,0.9060004,0.83362806,1.1525857,0.93988943,1.0293442,1.1840658,0.83096725,1.1484416,0.8673982,1.0931433,0.98175937,1.066515,1.1293296,1.2097944,0.7286509,0.6929885,0.8401091,0.85688746,1.3074975,1.2679999,0.95040774,0.662722,0.8641007
cookie,1.1766241,0.7284491,0.7742392,0.75688624,1.3706015,0.49011648,0.94620204,0.84689546,0.892316,1.054367,1.249952,1.1060134,1.2035688,1.0410949,1.0382533,1.3185797,1.1133976,1.0170037,0.80284834,1.0214943,1.2921299,1.1175164,0.888407,0.9337266,1.202524,1.020594,1.0266109,1.2151376,0.6228066,1.0408152,1.1648216,0.6844348,1.2694046,0.0,1.1310352,1.0624582,1.1256353,0.99022734,0.7179805,0.82578135,0.98108274,0.96403587,0.9321684,1.14938,0.93646604,0.9835992,0.901217,1.1316246,1.0981805,1.1411957,1.2934275,0.8203076,0.7264121,0.8496789,1.092777,0.95577884,1.0449542,1.1714644,0.9946952,0.9671399,1.2726104,0.9797706,1.2644732,1.0106355,1.1103439,1.0512713,1.2291243,0.7980417,1.4054164,1.1063114,0.92691314,0.84478015,1.2548525,0.8580586,0.71267796,1.063097,1.2233909,0.8201457,1.0101713,1.3379905,1.1439223,1.0481381,0.74939126,1.2284856,1.1126891,1.3192734,1.3422291,1.1310291,0.48440105,1.0788814,1.0671632,1.0474141,1.0225275,1.0970485,1.0962222,0.84448683,0.92236626,0.915164,0.7142911,1.3614144,0.8100263,0.9866974,1.153105,1.0187746,0.6546049,1.1986355,1.3507756,0.8302716,1.0576257,1.049124,0.93506306,1.0362191,0.647719,0.8727324,0.62702954,1.0442472,0.987789,0.96886986,1.2672486,1.1406108,0.51494634,1.1580036,1.1359793,1.2796557,1.2623271,0.5512002,0.942123,1.2042053,1.0298938,1.1472621
couch,1.0212148,1.1719323,1.3158321,1.0300902,0.87650335,1.2926086,1.1979871,1.1515532,0.82379496,1.0974046,0.5815582,1.0312145,0.124923706,1.100634,0.9920799,0.7029563,1.0121069,1.1475563,1.1741598,0.97552234,0.9394834,1.0140955,0.9572418,0.81267285,0.84536624,1.182805,0.99921536,0.2893877,1.1666074,0.8088901,0.870389,1.1831772,0.9077176,1.1310352,0.0,0.8811256,1.1565425,0.62574613,1.2184166,1.216377,1.0341597,1.0727091,0.67599595,0.7837627,0.94625133,1.0573375,1.2978474,0.9716243,1.0005716,0.96182054,1.0816506,1.0926603,1.0160677,0.9751125,1.0524503,1.143823,1.022032,1.1299498,0.9325384,1.2846279,0.87002,0.9135752,1.0433952,1.119905,0.97782123,1.0649287,0.7863939,1.0562177,0.6475589,1.0687536,0.7748171,1.1375146,1.0161544,1.1369073,1.2796588,0.9934989,1.0278093,1.1587838,1.2602212,0.79460484,1.2443404,1.1531061,1.2510505,0.6218435,1.0826397,0.74639547,0.62581503,1.0540501,1.0850717,1.0940326,1.0907115,0.7501215,1.1311135,0.75687265,1.0585332,0.95023024,1.1684937,1.0116628,1.2364517,0.7623869,0.89673877,1.2374103,0.62390965,0.98064935,1.2349771,1.1011899,0.71427023,1.0471592,0.99229604,0.95511174,1.2157621,1.0895573,1.256308,1.064644,1.2358863,1.0944431,1.20787,1.1364421,0.7710475,0.6974885,1.1349096,1.1980265,1.1694993,1.03295,0.6942508,1.192137,1.0485876,0.81877065,1.1602726,0.7735038
cracker,0.7901355,1.1756716,1.1489588,0.83616126,0.6962348,1.2464101,1.1656898,0.9020614,1.1450292,0.8791899,0.762169,1.3153682,0.7532873,0.7634555,0.75187016,0.74506646,0.91974914,1.2625841,1.0729612,0.8647808,0.72225565,1.336406,1.2725341,1.3893487,1.008889,1.1783469,0.6297065,0.7955675,1.3073457,0.9500185,0.95846176,1.189513,0.821165,1.0624582,0.8811256,0.0,1.4359691,0.97324073,1.4122269,0.8660109,0.80612135,0.933089,0.9292266,0.9173888,0.9068922,1.1642514,1.3903333,0.83523536,1.222609,0.891794,0.9097808,1.2822909,1.350471,0.91129774,1.1617692,0.7348213,0.8400228,1.2874261,0.7281823,1.2011151,0.80262804,0.5991292,0.51924545,1.3693321,0.84234226,0.99757797,0.9469447,1.3608513,0.69898623,0.8959418,1.1017485,1.51978,1.0707765,0.7606576,0.93887717,0.40678513,1.0471083,1.2648891,1.4259759,0.84924626,1.2246532,1.3119737,1.2083777,0.866932,0.80046165,0.6280226,0.7468561,0.8145014,0.88649094,1.2905914,1.324829,0.94006026,0.9741713,1.3448448,0.818555,1.3184805,0.8743508,0.94902956,1.3359066,0.68341017,1.2942314,1.4103817,1.0759654,0.7867978,1.1689788,0.8837161,0.73622704,1.027549,1.1377965,0.68567157,1.3373113,0.8702135,1.2816586,0.9388473,1.1303892,1.372212,1.3556676,0.815969,0.81200606,0.7756133,1.2766995,1.2849295,1.1223794,0.7723954,1.1219589,1.3057513,0.8396657,1.1754947,1.267337,1.0977551
crayon,1.3979062,0.88754565,0.7269756,1.2517794,1.305184,0.8915537,0.83667195,0.905456,0.796219,1.3867209,1.5074706,0.3131681,1.2353381,1.4867218,1.3032069,1.4155915,1.3068372,0.47561324,0.9863567,1.4224452,1.2377726,0.44832623,0.79422706,0.7122957,1.2255265,0.52650225,1.3720534,1.2280765,0.7947892,1.3296859,1.2087921,0.7416914,0.8694425,1.1256353,1.1565425,1.4359691,0.0,1.1498886,0.55897754,1.195976,1.2793965,1.224397,1.1140338,1.0601137,1.2472578,0.69937503,0.40376842,1.3249543,0.5825896,1.2747189,0.79839027,0.72250175,0.7486123,1.2187552,0.50896347,1.0939956,1.432861,0.45988756,1.2662275,0.43051577,1.2289395,1.3218116,1.4042505,0.40016413,1.3127136,1.185565,1.321736,0.6890899,1.337039,0.6947614,0.9493742,0.4709803,0.6370518,1.305173,1.187155,1.4692066,0.63894045,0.58260775,0.28931725,1.0595684,0.4706682,0.51940197,0.7084737,1.1783171,1.2705119,1.4024537,1.3504078,1.352967,1.2112794,0.18583703,0.1957683,1.0772198,0.66339856,0.41461116,1.3100688,0.70781076,1.3239409,1.1389583,0.6119621,1.2530954,0.77455884,0.38512415,1.108032,1.3637395,1.0158955,0.8474966,1.4110781,1.052142,0.6216671,1.4234511,0.4029324,1.316138,0.7215535,1.0972286,1.0339658,0.2812531,0.3412559,1.0536056,1.3761966,1.5088059,0.8760889,0.3932913,0.5741699,0.89603484,0.790256,0.7069218,1.4382999,0.71556544,0.42440277,0.98223126
crib,0.94968194,1.0093305,1.349943,0.9904222,1.1288105,1.1368762,1.310005,1.1170002,0.7065318,0.9627882,0.8502575,1.1072943,0.6425503,1.0601687,0.610174,1.0484219,0.90723,1.1463844,1.0870066,0.81025535,1.2218989,0.9483614,1.0347439,0.725104,0.87041813,1.3165035,0.72603154,0.77841055,0.95753604,0.8649084,1.0477009,1.2112197,0.9072752,0.99022734,0.62574613,0.97324073,1.1498886,0.0,1.2016425,1.280664,0.81959605,1.077034,0.8493196,0.8831562,0.9890343,1.0095426,1.2786684,0.5720435,1.0492259,1.1714569,1.3565708,0.9390885,0.82078695,0.9990145,0.8504238,0.9438457,0.60068965,1.2958708,1.0911483,1.3648475,1.1273851,0.74698174,1.2144414,1.2535787,0.50278246,0.9573659,1.060058,0.9244881,1.1452937,1.1054997,0.6676457,0.97354573,1.1610372,1.1419398,1.098649,1.0971402,1.258688,1.1521509,1.2312297,1.1238785,1.3566796,1.2227395,1.2636735,0.75740695,0.6905523,1.1222416,1.1033258,1.0273396,1.076933,1.0589867,1.0256234,0.9727002,1.206027,0.9184147,0.91330683,0.77941966,1.0364236,1.0848597,1.1690629,1.2057997,0.6561629,1.2331117,0.6171568,0.6370605,0.95838094,1.1185571,1.1444275,1.0202384,1.0610611,0.9656468,1.2365738,1.1083726,1.022701,1.043927,1.0969158,1.0813732,1.2374201,1.0965128,1.0646021,0.7350713,1.1188108,1.3803172,1.3501644,1.2257837,0.99630314,1.057296,0.89725363,0.90900093,1.293384,0.79158807
cup,1.512325,0.810079,0.48218435,0.898862,1.4520936,0.6077367,0.6970252,0.7219323,0.76548064,1.2553898,1.5567183,0.79828256,1.3035384,1.3224125,1.3348191,1.577055,1.3653264,0.4083042,0.60091394,1.3107226,1.2448658,0.7578628,0.57673955,0.6471053,1.3966112,0.5977167,1.4078486,1.2436292,0.6481406,1.2609377,1.3121378,0.41749108,1.0764525,0.7179805,1.2184166,1.4122269,0.55897754,1.2016425,0.0,0.85744697,1.2743385,1.2242516,1.0623492,1.2147439,1.1861837,0.79815805,0.42027617,1.3913224,0.82638264,1.2229162,0.9000463,0.83921194,0.78157055,1.0488161,0.9853013,1.2200117,1.3892714,0.7094889,1.1780735,0.47805077,1.290567,1.3730758,1.3666286,0.5524008,1.359634,1.2173887,1.4500027,0.36556596,1.5006292,1.1438469,0.9364473,0.69600034,0.81669754,0.9777973,0.99038047,1.2868783,0.88215244,0.52215725,0.47815067,1.1894238,0.6098418,0.5488727,0.44135737,1.2821953,1.3635976,1.4758903,1.4489305,1.3729724,0.83793426,0.76050997,0.72559303,1.181717,0.668607,0.6604359,1.3803761,0.8335265,1.0915556,1.1241895,0.50171065,1.3206192,0.73020667,0.5058123,1.1993164,1.3621354,0.5579647,1.2401478,1.5277178,0.96263885,0.76757824,1.1772871,0.5366434,1.2245978,0.4426918,0.9354853,0.49474502,0.63013595,0.50098044,1.0243639,1.428447,1.395257,0.24597514,0.57240427,0.6397761,1.0863702,1.0693176,0.5493433,1.2112663,1.1398125,0.64210576,1.0808316
dish,0.90812886,1.1658089,0.8216471,0.97792184,1.0474432,0.92830735,0.79218245,0.81341803,1.164032,0.7181488,0.9534755,1.0933248,1.0944442,0.6619691,1.0815812,0.94548357,0.9705391,1.2041736,0.5342626,0.79169023,0.91807026,1.2930315,0.90598863,1.3583592,0.9497295,0.9114579,1.0012873,1.2095163,1.0738322,1.1124568,0.8620714,0.8486395,1.1896702,0.82578135,1.216377,0.8660109,1.195976,1.280664,0.85744697,0.0,0.980206,0.9513753,1.1443107,0.9733277,1.1504544,1.3247664,1.0454695,1.029956,0.98354393,0.9689015,1.048551,1.0894796,1.1998279,1.0956498,1.3014774,0.9064075,0.987547,1.1456838,1.1221303,0.87569237,1.0607494,1.0008733,0.8817117,1.1458108,1.129574,1.0058846,1.0007485,1.0658582,1.0104558,0.97067726,1.2563727,1.2219628,1.0557008,0.80569386,0.6109751,1.0018834,1.0084336,1.1927798,1.1869767,1.0717229,1.1670799,1.16792,0.8370386,1.0940894,1.1132747,0.9801914,1.0535688,0.9111659,0.5002345,1.1770079,1.1739532,1.2084843,0.8693067,1.3284165,0.9109016,1.292745,0.5207301,1.0210199,1.0721517,1.0116043,1.3205477,1.0242999,1.2805156,0.9816294,0.82603896,0.9712967,1.0204448,1.1574755,1.1557543,0.5902955,1.1915735,0.88055843,0.9205141,1.086405,0.7564423,1.1441007,1.1062495,0.6799983,1.0177482,0.9726657,0.8136157,1.2204133,1.0638964,0.8464228,1.2823484,0.9525998,0.6674999,1.2560946,1.257215,1.03657
dog,0.7372087,1.1637504,1.0955691,1.0257915,1.0153044,0.9736741,1.0804642,1.0962448,1.112576,1.0605272,0.9543847,1.2114903,0.9776466,1.0608419,0.5058149,0.983656,0.87240225,1.1933761,1.2831479,1.0055196,1.062543,1.204207,1.0506787,1.2803586,0.82616866,1.191623,0.11127597,1.1416417,1.0658379,1.0531048,0.7957197,1.1877751,1.0609425,0.98108274,1.0341597,0.80612135,1.2793965,0.81959605,1.2743385,0.980206,0.0,0.6664601,1.1108183,1.0856847,0.8546624,0.9875725,1.1715794,0.6339719,1.1173091,0.7725206,1.1676673,0.86103415,1.0464689,1.0520366,1.1504368,0.43931448,0.6610452,0.9856037,1.0321711,1.2680938,0.7942033,0.63929987,1.0603368,1.0030364,0.83615637,1.0842819,0.9769587,1.1593418,1.0016448,1.210129,1.0882835,1.1354808,1.1975431,0.9903429,1.1307364,0.887752,1.1768748,1.1997771,1.2146285,1.2261065,1.089189,1.1853396,1.1471145,1.0553242,0.48204935,1.0048226,0.993308,1.0164585,0.8842846,1.2339835,1.2097727,0.84598833,1.2516003,1.1526628,0.8457304,1.0356616,1.1396481,0.8086864,1.0613227,1.0316472,0.90277976,1.2288713,1.109578,0.45924896,1.2394785,1.1042669,0.916493,1.1210229,1.2615314,1.1063735,1.0148554,0.88783264,1.1652899,1.0907096,1.266607,1.2849872,1.2419192,0.8912398,0.96078044,1.0215013,1.1525465,1.166902,1.2129642,1.2228788,1.27844,0.9209856,1.0559961,1.1909009,1.1959901,1.1544819
doll,0.6635307,1.0485711,1.0252918,1.003103,1.011396,0.98208123,0.99867964,1.0162171,1.0094242,0.88747,0.9435906,1.1446441,1.0950592,0.8325654,0.8984543,0.9292094,0.55257714,1.2079759,1.0188372,0.7288773,1.0301751,1.269037,0.94652414,1.2298924,1.0039338,1.1336701,0.7374655,1.1477625,1.1247287,1.1086471,0.951902,1.1382034,1.146962,0.96403587,1.0727091,0.933089,1.224397,1.077034,1.2242516,0.9513753,0.6664601,0.0,1.1047453,1.1601163,0.75281346,1.1521281,1.1357843,0.9577291,1.1974545,0.8324102,1.0432271,0.89472365,1.0011145,0.94713974,1.2070432,0.53888553,0.8372835,1.010557,0.9454427,1.1208631,0.8980227,0.942451,0.9323773,0.9142376,1.050503,0.95301604,0.92731,1.2228208,1.0158973,1.048896,1.0794536,1.1001852,1.1452148,1.0050983,0.99855065,0.9136412,1.1001605,1.129759,1.2083651,1.1486789,1.1287518,1.2023451,1.0926921,1.0993909,0.8166543,0.9312128,1.0653728,0.78643477,1.010112,1.1605171,1.1694125,0.84886,1.1162993,1.2930825,0.7721462,1.0466782,0.93249863,0.6714214,1.0392481,0.993255,1.1050849,1.1852945,1.1762424,0.7752509,1.0740118,0.9914254,0.90166306,1.0324745,1.209114,1.0041703,1.0960025,0.91494566,1.1451001,0.98036784,1.1212406,1.1998829,1.1427891,0.93606293,0.9330738,0.97140306,1.080703,1.1194623,1.1241995,1.0211954,1.2155225,0.69586,0.8897916,1.1103501,1.1780455,1.1807302
door,1.1634005,1.0765054,1.2600981,0.8995718,0.9394872,1.1751599,1.2443603,1.17725,0.96180624,1.1668502,0.9840447,1.0711886,0.7769536,1.1884149,0.99026126,1.0896648,1.1411417,0.92260253,1.1871098,1.0534172,1.0819151,0.8969017,0.875348,0.65782344,1.001494,1.1448904,1.0830339,0.6581731,1.0264088,0.5110743,1.0088791,0.93450445,0.91706234,0.9321684,0.67599595,0.9292266,1.1140338,0.8493196,1.0623492,1.1443107,1.1108183,1.1047453,0.0,0.7193578,0.9545757,1.0230457,1.2510328,1.0722775,1.0778712,0.97326934,1.0563006,1.0400813,0.97131705,0.8954525,0.88959676,1.0943518,1.0281472,1.1585459,0.93700284,1.2244473,0.9719416,1.0180767,1.0475366,1.2438476,1.0714825,1.0292445,1.0685725,0.93400943,0.91195774,1.0179746,0.6093962,0.9258117,0.96472496,1.1219788,1.1694516,0.9684979,1.0458456,1.022041,1.1669351,0.8564621,1.1432747,1.0338078,1.1940424,0.6678002,1.1004994,0.99080116,0.86677706,1.0158145,1.0524484,1.0226232,1.0089959,0.8434294,1.0995619,0.9418247,1.1870139,0.8960385,1.2041726,0.908015,1.1847887,1.0082507,0.8412965,1.0271529,0.5098373,1.0693113,1.1290145,0.99710304,1.0018517,0.95901453,0.93274367,1.0032635,1.1421952,0.95618105,1.0668486,0.9644705,1.107745,0.87255216,1.1184387,1.1938319,1.0111442,0.81096435,1.0235443,1.1359046,1.0934262,0.96701664,0.7167671,1.1704351,1.1133469,0.8049462,1.0620812,0.70627844
drawer,0.9960153,1.1302372,1.3522571,1.1561289,0.82144785,1.2744664,1.2276852,1.1068008,1.1567857,0.8806739,0.71172374,0.8303524,0.71471715,0.93450415,1.0292029,0.67783505,1.0272709,1.1936822,1.095008,0.8847038,0.8775024,0.99850774,1.0486017,0.8778923,0.71870184,1.2867198,0.98338944,0.72271615,1.1356583,0.8044907,0.87036437,1.1048838,0.9052334,1.14938,0.7837627,0.9173888,1.0601137,0.8831562,1.2147439,0.9733277,1.0856847,1.1601163,0.7193578,0.0,1.1134759,1.1420306,1.366172,0.9421278,0.9845055,1.0386113,1.1879072,1.1500497,1.1214359,1.1225129,0.7901457,1.1835736,0.89628476,1.1712033,1.1070194,1.3757498,0.96861196,0.92076945,0.908233,1.2740681,0.9995347,0.8654623,0.8735484,0.9889739,0.8327777,0.7614397,0.96805894,0.9867547,1.0879916,0.96220005,1.0177779,1.0437456,1.0349352,1.2629547,1.2794356,0.7986845,1.2000513,1.2416298,1.3660519,0.3764258,1.0247328,0.820135,0.85673785,0.9483882,1.0815357,0.8695059,0.89009535,1.0836519,1.12329,0.9953186,1.0178638,1.090341,0.9350039,0.98871833,1.2981135,0.8745966,1.031189,1.1970304,0.6050119,1.0745786,1.141152,0.714568,0.86972135,1.1099799,0.8540002,0.71147865,1.2504904,0.8982249,1.2682607,1.1226039,1.0936648,1.0343825,1.3038592,0.98118716,0.8964,0.7118072,1.14354,1.3338263,1.241819,0.95314026,0.8851795,1.3339427,0.8865757,0.73519254,1.1341586,0.6132839
