,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
eye,1.0247594,0.6383704,1.006077,1.0813919,0.9348181,1.0331029,1.0894959,1.039464,1.0729232,1.1544443,1.0930549,1.1521512,0.881623,1.0978194,1.0551596,0.97766817,1.1043261,1.1754254,1.1779354,1.1417278,1.1556482,1.2158817,0.98345864,1.1111536,1.1950741,0.6739041,1.0629629,0.93209517,0.46349287,0.9532498,1.1572711,1.1354088,1.123301,1.0458494,1.1187578,0.8672478,1.084143,1.1503334,1.1388552,0.86645645,0.9166353,1.200668,1.1102096,1.0551696,1.1225921,1.1100787,1.1595408,1.0348436,0.9188177,0.86502546,0.9221728,1.0199246,0.0,0.97091085,0.6565087,1.0043005,1.1825577,0.7784071,0.6532167,0.9891586,1.090361,1.1296085,0.6166725,0.8643618,1.0848676,0.83490163,0.8467976,1.0529019,0.8420376,0.9362385,1.072391,0.9592838,1.0563852,1.2774901,0.9903712,0.8480309,1.0942497,1.1259981,0.83350426,1.0666353,1.1082103,1.0327833,1.0190134,0.55266184,1.0972031,0.8267603,1.019389,0.69816077,0.56635827,0.94042814,1.2122136,1.1306233,1.0638568,0.98685896,1.2064118,0.8606546,0.8483275,0.943371,1.0273161,1.0677934,0.980636,1.1075786,1.1185431,1.046474,0.9689938,1.1021194,1.0908704,1.2232903,1.1167083,1.0790614,1.1023935,1.0499929,0.9956162,1.016081,0.9101943,0.863492,1.0406427,1.10423,1.1893885,1.1580632,0.75740707,1.0112574,0.7589003,0.81930614,1.0231746,0.95949906,1.065823,1.0776529,1.1552473,1.069779,1.1799253,1.0043838,0.6681739,0.73160887,1.0047371,1.0211799,1.134848,1.2127609,1.1219276,0.90922487,1.1128637,0.56995946,1.0292331
face,0.9389645,1.1538601,1.1505618,0.92025244,0.84410536,1.1356063,1.1555573,1.0235914,1.2918587,0.859775,0.94742507,0.81229794,1.2385048,1.0235711,0.7088742,0.941259,0.9942388,0.7587981,1.1266781,1.250846,1.2981757,1.042259,1.1193011,0.9590022,1.267881,1.206577,1.2916985,1.0593683,1.103809,0.93244886,1.219068,1.2108485,1.0515156,0.78944874,0.9824567,1.1691749,1.107957,0.92590624,0.92671543,1.0317106,1.3023362,0.8803679,1.2438774,0.90953463,0.7860731,1.0032183,1.0507194,1.1539856,1.04269,1.0452014,1.1587665,1.0296369,0.97091085,0.0,1.0051187,1.2926215,1.0784556,1.1399587,1.2591381,1.1233199,0.9016945,0.7837258,0.9694292,1.156774,1.0107597,1.1549654,0.13874125,0.7981144,0.78342754,1.0763991,1.0009607,0.9735191,0.51036716,1.1068256,0.85002995,1.0752119,1.1309549,1.2835507,1.0640155,0.86361,0.9861356,1.0267779,0.9831709,0.7740029,1.033693,1.0748098,1.4397206,1.0946609,0.8584988,1.1457033,1.0601,0.993625,0.6808796,0.9234422,0.9723216,1.2926465,1.3194969,1.2179514,1.1274476,1.3699173,1.1448494,1.1410444,1.2456015,1.0624199,1.0502312,0.96854585,1.2607481,1.00269,0.9261739,1.0695393,0.81507367,0.8365396,1.2558868,0.46703154,1.0014844,0.9622823,1.3269771,0.8159503,1.0283217,0.7870381,1.295287,0.9898588,1.18053,1.2857443,0.8329967,1.3411479,0.9936364,1.1725414,1.112649,0.436536,0.86862314,1.2504078,1.0566518,1.0811265,1.2177327,1.4115134,1.2573489,0.9636543,0.83370507,1.0903039,1.2845896,1.2115057,0.9163983
finger,1.1965356,0.5140136,0.6734657,1.1691437,0.78980905,0.76812816,0.8324359,1.0527256,1.0910634,1.3883394,1.1912786,1.3806362,0.69828475,1.2833576,1.140167,0.9440673,1.359169,1.3533921,1.1324934,0.91033095,1.0698388,1.3482604,0.97921705,1.3075807,1.0491091,0.6397325,0.87147856,1.0048801,0.30133343,1.2091976,1.249582,1.104442,1.3704021,1.0855482,1.2815723,1.058031,1.0304688,1.1712521,1.2739532,0.9424334,0.71245766,1.4415845,0.86580354,1.0581064,1.2572675,0.8460426,1.1375945,1.1478877,0.8507094,0.8139404,0.6634784,1.2133099,0.6565087,1.0051187,0.0,0.94680274,1.1997032,0.4567678,0.6685799,0.90442806,1.181011,1.162956,0.4443071,0.743262,1.1605269,0.5431065,0.89975756,1.1913586,0.4834332,0.75107884,1.0797492,1.2365273,1.1533469,1.1507074,1.0961199,0.9146806,1.23218,1.0292029,0.74536836,1.0067074,1.1105428,0.9620064,1.0818151,0.47501796,1.1277524,0.48259974,0.91132605,0.53840137,0.31358302,0.6602011,1.3175615,1.2736707,1.2060715,1.0792449,1.2114348,0.7068495,0.62008554,0.8696923,0.82337296,0.92589957,1.0421928,1.0342194,0.9857564,1.0529768,0.69589853,1.2624683,1.0867101,1.3608944,1.2484372,1.0445702,1.2530191,1.1948265,0.9697294,1.1046003,0.9368756,0.7651525,0.87689453,1.2547039,1.2976402,1.3747816,0.53878343,1.1503637,0.5971963,0.629234,1.1033081,0.8270573,1.0653538,0.6932848,1.1569837,1.1704459,1.353317,0.9335349,0.08650148,0.48259813,0.9899713,0.99277383,0.946095,1.3686416,1.2608333,0.9207557,1.0672219,0.39091837,1.1436368
fish,1.0684614,0.9442105,0.72462475,1.3087279,1.3412684,0.767772,0.824389,1.0658216,0.8685952,1.3248527,1.2484448,1.4650142,0.60438955,1.2803724,1.4865627,0.76538223,1.2936932,1.3196118,0.8644016,0.5678417,0.6779857,1.2038432,0.9935386,1.1560246,0.61283153,0.6761161,0.5998402,0.7011763,0.8798469,1.0565602,0.97327983,0.659945,1.1507652,1.4044341,1.2217818,1.0353665,0.8949413,1.2109001,1.2233198,1.2293259,0.5283415,1.3338959,0.5753806,1.2309577,1.1148248,0.9494559,0.93782264,1.0053643,1.0115557,0.68032163,0.8386367,1.1495746,1.0043005,1.2926215,0.94680274,0.0,0.9483418,0.9553382,0.6119242,0.67224276,1.1650947,1.2867477,0.7807728,0.96259093,0.94239116,0.8022905,1.3199527,1.3554692,1.263201,0.5694549,0.92522836,1.2761964,1.4477651,0.80335546,1.3549782,0.9403458,0.9984038,0.44241434,1.132183,1.2497748,1.0220753,1.1995723,0.9397548,1.1336209,0.9783182,0.73770916,0.5413445,0.9201422,0.9501339,0.7040938,0.9793199,0.9565571,1.4314041,1.2667949,1.0069066,0.51259375,0.5051185,0.73499775,0.95874655,0.5532743,0.94412696,0.5992271,0.6565009,0.8370484,1.0268525,1.2348355,0.5346866,1.0183501,1.3005304,0.7678803,1.2431726,1.3524266,0.6063135,1.4737036,1.1537489,1.1345232,0.51994145,1.3731716,0.9839469,1.437231,0.5681073,0.98918736,0.7263421,0.87609565,1.1108036,0.39190233,0.9961449,0.6211535,0.8736945,1.4755197,1.4233576,0.6719972,0.8386096,0.8803271,0.6317613,0.58353627,0.685597,1.2455585,1.0364968,0.8276854,0.6900159,0.73919594,0.98441076
flower,1.0406895,1.1216456,0.9646587,1.0008374,1.2793924,0.7724073,0.87963736,1.0357103,0.9467543,1.0754308,1.0638123,1.1204646,1.1907758,1.1954951,1.1119138,1.0210519,1.0507367,0.9650374,0.98657095,0.94616956,0.8143878,0.96941775,0.95668876,0.89340687,0.88828236,1.0866402,1.0361198,1.2741625,1.2962604,1.1572455,1.0959228,0.4156165,1.0199095,1.0623108,0.9138948,1.0312909,0.21622974,0.9621844,1.0507166,1.1933067,1.0478506,1.0590163,0.93374157,1.008512,0.8614979,1.1166466,1.0286332,1.0461727,0.9889324,0.8938723,0.82433,0.9960015,1.1825577,1.0784556,1.1997032,0.9483418,0.0,1.1599493,1.1582782,0.9609005,1.0088494,1.1099826,1.1810024,1.1623285,0.98989046,0.9586241,1.1402216,1.036165,1.2518975,0.9044168,0.9437274,1.1333648,1.1259536,1.0038847,1.300088,1.338606,1.0468416,0.79870117,1.2367347,1.0745122,0.7961501,1.0244764,1.0584556,1.1893493,0.6873752,1.0432532,0.96081436,1.1908273,1.1778765,1.0087962,1.0592754,0.45127594,1.1838149,1.3074716,0.7589424,1.0879756,1.1439533,1.0410303,0.916657,0.9893855,0.8387729,0.8118496,0.91531605,0.89897656,0.9075103,1.0503917,0.9313165,1.021117,0.95866585,0.91936195,0.9993406,1.0604457,1.0558858,1.2019557,1.1100311,1.3416084,1.0512805,1.1071663,0.95499736,1.071798,1.0992087,1.1056565,1.1223496,1.1047974,0.8809232,1.0107735,1.1124284,0.89166355,1.0653975,1.1547759,1.0601923,0.8744867,1.1819931,1.1343119,1.030988,0.9322746,0.83322525,0.96804386,0.91653955,1.1642264,1.1598423,1.1496229,0.9771413
foot,0.840106,0.35995948,0.97031736,1.1361341,0.69613874,1.0392045,1.0479964,0.9923233,0.8968482,1.330369,1.0273898,1.2184958,0.7969684,1.0107499,1.0787034,0.9923639,1.0806688,1.2033023,1.1501482,1.1088595,1.0795618,1.207233,0.75887364,1.2235775,1.1662763,0.82425135,0.9820763,0.97337615,0.5140798,1.126302,1.0106654,1.1800262,1.252029,1.0487357,1.1921576,0.87914205,0.96166825,1.0777748,1.0775914,0.6498777,0.94014937,1.2864738,1.067712,1.0485153,1.1512384,0.7681241,1.1869941,1.0240593,0.9191236,0.85018015,0.8638468,1.0691152,0.7784071,1.1399587,0.4567678,0.9553382,1.1599493,0.0,0.77247095,0.94540966,1.1493576,1.093424,0.73842084,0.5572318,1.0783808,0.83453,1.0514392,1.0292519,0.6502909,0.98128647,1.1120307,0.98810977,1.136955,1.16347,0.91013753,0.83636826,1.1211215,1.1919096,0.4276421,0.94668627,1.106781,0.7226717,1.1631699,0.75727975,1.0083796,0.8430077,0.85548633,0.59855783,0.6918256,0.9193039,1.19208,1.1439723,1.0785872,0.8174926,1.2101487,0.9326202,0.83440566,0.9276364,0.8019212,0.81901413,0.9089946,1.1633005,1.0962385,1.0852897,0.79514515,0.962062,1.1112758,1.3699404,1.1579297,1.0715758,1.1231238,1.0048165,1.0085822,1.1074857,0.5153342,0.72594,0.9532742,1.3422049,1.2227213,1.25882,0.51171505,1.1777012,0.8123409,0.53619653,1.0342153,0.98642635,1.072084,0.95334375,1.0069797,1.1631784,1.3138194,1.0494974,0.44239026,0.7573236,1.1054866,0.89300746,1.1437101,1.2895137,1.2330889,0.9627691,1.0305542,0.61911696,1.2630475
fork,1.2295265,0.7926887,0.7800506,1.2920203,1.2547189,0.95879424,1.0042629,1.0837598,0.7266139,1.4032247,1.2278167,1.5427912,0.52816427,1.2582688,1.5211933,0.64142084,1.4265921,1.5073345,0.99403197,0.64163405,0.86631006,1.2966769,0.9491673,1.0753838,0.8027499,0.49138045,0.51885056,0.6846325,0.491104,0.99808496,1.0514848,0.8167256,1.0988195,1.3152686,1.2651341,0.6537106,1.1017699,1.2186162,1.2951547,0.8725381,0.42917073,1.4041345,0.65572345,1.2657357,1.3784336,1.0981956,0.9579668,0.8597253,0.9016692,0.8795573,0.812611,1.2024304,0.6532167,1.2591381,0.6685799,0.6119242,1.1582782,0.77247095,0.0,0.8646267,1.2832913,1.3542252,0.5546235,1.1101568,1.0434004,0.80982816,1.1876386,1.3191317,1.1433899,0.6722828,1.0839738,0.9824931,1.452855,0.92785203,1.3130662,0.5742086,0.95584375,0.5830121,1.0463984,1.32089,1.1509508,1.3708994,0.92634505,0.90635777,1.0386772,0.6093307,0.45538676,0.58110845,0.69252145,0.69280756,1.0860666,1.1218679,1.447422,1.1879604,1.1619724,0.33985168,0.28379476,0.6873064,0.96610737,0.62475264,0.9274105,0.78910625,0.76673687,0.9390393,1.0827308,1.3517096,0.71390265,1.1495934,1.2983627,0.96117383,1.2892659,1.4114109,0.3625489,1.4205613,1.0832535,1.0456499,0.5770043,1.2899406,1.2475439,1.4619565,0.46915329,0.99531865,0.5135463,0.9121771,1.303594,0.43917096,0.86268395,0.7453459,0.9840581,1.4711072,1.5030763,0.7616328,0.5896416,0.6290349,0.57737315,0.57794565,0.892505,1.4387497,1.2228416,0.62761974,0.54537344,0.37419528,0.9791607
frog,0.5823161,0.9542417,0.629236,1.0622109,1.2978318,0.74694204,0.8260886,0.6834133,0.9780585,1.3696643,1.3215337,1.2737855,0.9151142,1.2132744,1.2173939,0.79290986,1.1636913,1.2070622,0.84724,0.9496549,0.94749266,1.0096122,0.8946827,1.1895703,1.0037333,0.89147437,1.0380869,0.9966402,0.86365485,1.2385781,1.2208996,0.8792845,1.352406,1.1869454,1.1979191,1.0679532,0.8418215,0.89305514,1.2372224,1.075646,0.79439604,1.316639,1.0001086,1.0189117,0.96508324,0.6798349,1.2481375,1.176783,1.0853345,0.7533512,0.94482964,1.1322057,0.9891586,1.1233199,0.90442806,0.67224276,0.9609005,0.94540966,0.8646267,0.0,1.0944952,1.2127041,0.9472216,0.87322146,1.0626354,0.55139637,1.1864395,0.9847376,1.076159,0.7147261,0.7294642,1.1134472,1.2831511,1.0487702,1.2606877,1.1719195,1.2597592,0.87745553,0.9991339,0.6504457,0.9720058,0.781667,0.8470038,0.9412345,0.87728244,0.8959714,0.94225454,1.0495404,0.98728526,0.84128606,1.3424103,1.1286236,1.3442677,1.2905924,1.0539278,0.8637709,0.7930003,0.9417076,0.7133133,0.9567237,0.75649726,0.8263346,0.7969823,0.65568346,0.94341946,1.1705674,0.85202616,1.3758607,1.2062371,0.5057958,1.006972,1.2767203,0.59538525,1.3455443,0.9867537,1.122964,0.9270881,1.3585114,1.2229316,1.2869987,0.7222611,1.0743599,0.78232396,0.95577437,0.9296559,0.8394989,0.8895967,0.8420891,0.93046474,1.3313365,1.2139484,0.65939903,0.8609791,0.9103685,0.96016675,0.97665334,0.5462899,1.032461,1.1930808,0.7199152,1.1534683,0.8646128,1.2731436
game,0.99315125,1.1644735,1.1903448,0.87143844,1.0151398,1.1366462,1.072058,0.9344477,0.998342,0.8810464,0.8940815,0.79217964,1.1895157,0.8750878,0.86526835,1.1392142,0.85298806,0.78819585,0.80725086,1.1588471,1.0784336,0.7883042,1.0513116,0.94437903,1.1193035,1.2001704,1.1625369,1.142287,1.2642801,1.0633525,0.9934372,1.1153842,0.98288476,1.0076966,0.8780901,1.0750183,1.0091697,0.96266186,0.9236479,1.0224053,1.2507306,0.7827868,1.1666319,0.87967855,0.8955045,0.95966667,0.98773855,0.9704145,1.0943066,1.068819,1.2102989,1.054162,1.090361,0.9016945,1.181011,1.1650947,1.0088494,1.1493576,1.2832913,1.0944952,0.0,0.83664656,1.1843214,1.0712607,0.9597595,1.1321772,0.9495679,0.9769178,0.95936185,1.2067729,0.9185431,0.99558973,0.9345583,1.0448141,1.0017805,1.1096209,0.9031598,1.1007612,0.97519344,0.95977676,1.0407367,0.9773109,0.92593116,1.0092307,0.89193606,1.2527897,1.2651051,1.154423,1.1029351,1.263473,0.97551894,0.98332185,0.91580963,1.0317588,0.7837839,1.2521338,1.2444831,1.0612679,1.0722214,1.1553794,1.0643723,1.0573363,1.1065115,0.9703687,1.1094532,0.94510627,1.1145502,0.9458814,0.9251166,0.9838537,0.871331,0.9486438,1.213134,0.95408124,0.9982519,1.1701655,1.2367274,0.94667476,0.90146154,0.76185304,1.2587116,0.83936614,1.2362194,1.2006133,0.964027,1.2746129,0.9134479,1.215992,0.95730907,0.9246743,0.6344633,1.1376822,1.2341391,1.1529044,1.2060739,1.204205,1.0573767,0.6057661,0.8946592,1.1047224,1.1361423,1.2320018,0.9652854
glass,0.8550323,1.1325921,1.2724346,0.7572193,0.67620265,1.2259741,1.0337591,0.89947474,1.2287642,0.67614836,0.84920114,0.78209674,1.4801095,0.8834261,0.62731385,1.2284718,0.88918537,0.6680765,1.0662538,1.2094808,1.1617068,0.8021544,1.0243721,0.8647655,1.1278975,1.2987578,1.406225,1.1500597,1.1753224,1.0034754,1.0692493,1.3185296,0.9068976,0.8590329,0.6135354,0.9048847,1.1029792,0.819799,0.9456483,0.818388,1.5210698,0.7045261,1.1489233,0.6650063,0.85925037,0.89299893,0.93852675,1.0061389,1.0635544,1.0891039,1.2303833,1.0182514,1.1296085,0.7837258,1.162956,1.2867477,1.1099826,1.093424,1.3542252,1.2127041,0.83664656,0.0,1.4083505,0.87795186,0.898598,1.0665566,0.79379857,0.80770206,0.64036393,1.4361022,1.1041747,0.8628997,0.8257226,0.86934984,0.8725468,0.8082595,0.9823198,1.2924094,0.9980433,0.7246969,0.8125599,0.6901131,0.9749491,1.0456291,1.0106566,1.4508607,1.3988614,1.1336148,1.1369162,1.3637856,0.8949253,0.88455313,0.73110473,0.83848023,0.85482824,1.5015103,1.5289885,1.2089485,1.1974999,1.4446758,1.0270411,1.1470895,1.3148108,1.2073816,1.0058702,0.6726444,1.4252524,0.85291755,0.8538668,1.1851478,0.6955861,0.8202419,1.392279,0.717434,0.8849421,1.0400763,1.2003812,0.73054767,0.63765657,0.70989144,1.4856569,0.9268072,1.3332238,1.1017815,0.63611805,1.4243182,1.1404454,1.4141514,0.9976422,0.69854945,0.63850224,1.3683037,1.3191196,1.3345745,1.1854366,1.3761587,1.2823763,0.6340351,0.819121,1.1388072,1.2546488,1.4314891,0.95180315
glasses,1.3257263,0.69619405,0.6439393,1.2816141,1.226068,0.8041445,0.9937822,1.2299145,0.93995935,1.4136913,1.1293166,1.4335682,0.25857383,1.348664,1.3597724,0.75782657,1.4324987,1.4061103,1.0919518,0.6202854,0.8849059,1.3772895,1.0101472,1.2928491,0.76642054,0.46674085,0.4989034,0.80355287,0.45161545,1.0220853,1.2091324,0.9345458,1.2150497,1.1700935,1.3763698,1.1911579,1.2061148,1.2428443,1.2751336,1.1231215,0.37800926,1.4475193,0.57496953,1.3304121,1.2999253,1.0611943,1.1262622,1.1658392,0.89873284,0.86172587,0.77430975,1.1573875,0.6166725,0.9694292,0.4443071,0.7807728,1.1810024,0.73842084,0.5546235,0.9472216,1.1843214,1.4083505,0.0,1.1586133,1.119441,0.75610435,0.8327237,1.2425389,1.034597,0.39550114,1.1081461,1.2462481,1.1929193,0.975292,1.2170799,1.0354006,1.2067229,0.7702997,0.91321695,1.2725837,1.2131813,1.4308872,1.0226227,0.57552207,1.1256254,0.19279808,0.7796109,0.58278483,0.32064575,0.53536785,1.2067497,1.1774273,1.343321,1.1889472,1.275183,0.3414564,0.3608091,0.7015139,1.0582871,0.7201065,1.1115742,0.85914266,0.67222553,1.0389094,1.073063,1.4118204,0.7142154,1.252559,1.2685341,1.051419,1.340265,1.302891,0.7489517,1.2000396,1.1201179,0.8774217,0.7659364,1.238841,1.2680161,1.4246945,0.42364675,1.1508659,0.46510768,0.9913978,1.1961498,0.5212044,0.8528736,0.4600839,1.152252,1.2478559,1.419754,0.76456237,0.2818228,0.34756947,0.83629584,0.866456,0.8378733,1.4820561,1.2089235,0.82557356,0.8013326,0.23569131,1.0632787
glove,0.7175467,0.45429444,1.1845847,1.0739454,0.4714582,1.0756264,1.0039165,0.7818092,1.1528771,1.1655526,1.0700643,0.92691237,1.1407801,0.8721775,0.6614874,1.1680365,0.6907846,0.9774701,1.047478,1.2314596,1.2672539,0.99921554,1.0208833,1.1110232,1.2035828,1.0880373,1.2817178,1.1593069,0.757105,1.1175693,0.9077774,1.2529236,1.2592242,0.8927161,0.9415173,0.81987786,1.0047998,0.8300993,0.94629836,0.812406,1.2505664,1.0721067,1.2814194,0.95177376,1.0096834,0.5938628,1.142301,1.1217039,0.80825394,0.870284,1.067667,0.9112146,0.8643618,1.156774,0.743262,0.96259093,1.1623285,0.5572318,1.1101568,0.87322146,1.0712607,0.87795186,1.1586133,0.0,1.1662403,0.77831864,1.0801975,0.9380324,0.5392262,1.1149946,1.0258234,1.0125707,0.91950125,1.1456778,0.6878188,0.9447806,1.0897951,1.322541,0.59949005,0.7962458,1.0339662,0.24928522,1.0808852,0.9000977,1.0743312,1.2424033,0.9457309,0.8004604,0.9402186,1.2301133,1.0957905,1.217329,0.7325203,0.70146334,0.9881418,1.2869703,1.1743715,1.1135658,0.91905963,1.05571,0.93544847,1.1583369,1.3988032,1.0893147,0.77257705,0.6302866,1.1611581,1.2147528,1.089281,1.0236933,0.91901344,0.6974965,1.1899459,0.84511983,0.58960503,0.6655334,1.0304041,1.2021915,1.153137,1.0394716,0.9279779,1.1981101,1.1270692,0.24886525,0.95489794,1.205084,1.2913212,1.188549,0.9417226,0.90832454,1.0543771,1.1873051,0.8165686,1.0930369,1.0717652,0.8726707,1.1396792,1.039915,1.1602459,1.049541,1.159992,0.9815033,1.1600268
grass,0.96355265,1.1296736,1.0460726,1.1591015,1.1221436,1.1023197,1.0376062,1.1799706,0.93898076,0.9361949,0.8666841,1.0131451,1.0274916,0.847244,1.1809895,1.0791963,1.0909824,0.823815,1.0823354,1.0346841,0.98356014,0.98422396,1.0160142,0.90210146,1.0357726,0.930823,0.9703749,0.77711016,1.0693418,0.9242491,0.8808367,0.99919206,0.9353687,1.136586,1.0087544,1.1310045,1.0449307,1.0251006,0.83973795,1.0505898,1.0900742,0.8298865,1.0114878,1.0721314,0.8743148,0.982941,0.7684316,0.9352229,1.0165428,0.95459795,1.008684,1.1417581,1.0848676,1.0107597,1.1605269,0.94239116,0.98989046,1.0783808,1.0434004,1.0626354,0.9597595,0.898598,1.119441,1.1662403,0.0,1.148908,0.9924256,1.1492685,1.1237411,1.109787,1.0136608,1.0552385,1.0890876,0.94837695,1.0986757,0.9795826,0.94826955,0.9853056,1.049453,1.0598861,1.0578731,1.1070554,0.92069334,1.1353278,1.062664,1.1197,1.0510507,1.1627176,1.0426518,1.0595475,0.8520335,0.85593075,1.0096191,0.9603108,1.0330564,1.0881269,1.1072067,0.81464887,1.0318584,0.8899893,0.9874149,0.8172044,1.0392251,1.0317595,1.1092805,1.0979058,1.0369136,0.81900156,0.98847926,0.9499261,0.9036979,1.1684047,1.0797403,1.0455506,1.0781748,1.0972694,1.0798826,0.8791949,0.9692825,1.0249377,1.1401852,0.7481458,1.0408797,1.1597456,0.9970346,1.0529811,0.8790481,1.0823395,0.85131675,1.0308651,1.0483342,1.1357644,1.1560464,1.1543517,1.1133571,1.050231,1.1215037,1.0779314,0.65444666,1.0224358,0.9333587,1.1727363,0.9074188
gum,1.0357854,0.7680089,0.48721486,1.0309901,1.2179592,0.5427685,0.5056743,0.80184174,0.9911761,1.4859812,1.382972,1.3969378,0.82835907,1.2379842,1.1379592,1.0787278,1.3179747,1.2925303,0.78334606,0.7674272,0.84421533,0.9526319,1.0350261,1.2115273,0.7659147,0.77822196,0.8891497,1.0064774,0.625808,1.4253578,1.2280924,0.80590844,1.4859877,1.2753502,1.118954,0.8569332,0.85754704,0.9844208,1.3261638,0.9954586,0.64360154,1.41465,0.76063204,0.78614223,1.315609,0.8363963,1.2486961,1.1404337,0.9835076,0.96379447,0.78184766,1.3596458,0.83490163,1.1549654,0.5431065,0.8022905,0.9586241,0.83453,0.80982816,0.55139637,1.1321772,1.0665566,0.75610435,0.77831864,1.148908,0.0,1.1751676,1.0581093,0.8738366,0.65953755,1.0368108,1.2007318,1.3355165,1.0608453,1.3619113,0.9757218,1.2678933,0.9584574,1.0348774,0.75085247,0.9598498,0.78422076,0.85994405,0.60847956,0.9941274,0.6287275,0.9261122,0.8598702,0.68789256,0.6545847,1.3698801,1.2067393,1.3863983,1.3702769,1.0253779,0.79171944,0.73247874,0.8840459,0.9308381,0.9350837,0.8180753,1.0019196,0.7919787,0.9785612,0.7796028,1.2180953,0.91900545,1.4277585,1.3205934,0.90282524,1.1520135,1.3506465,0.85259247,1.3568082,1.0424225,1.120971,0.8257178,1.4199994,1.2342731,1.3647479,0.67714274,1.1464429,0.57558215,0.6545807,1.0230938,0.8346217,1.0712055,0.65720934,0.99500203,1.3933653,1.2871555,0.62559,0.5553541,0.5418596,0.7520338,0.9801853,0.44442368,1.0094599,1.3142958,0.64711654,1.1834304,0.6565134,1.2163475
hair,0.9405629,1.0114892,1.189954,1.0323933,0.75994444,1.2045615,1.1957172,1.0772791,1.3028656,0.8767599,0.8832588,0.8282477,1.1701701,1.0061888,0.69157743,1.0402843,1.0035019,0.80095017,1.2065315,1.2951317,1.368151,1.1287608,1.120769,1.0140063,1.3350089,1.0719821,1.2831248,1.0412234,0.9460784,0.8629891,1.178163,1.3144398,1.0129282,0.7312456,0.9874514,1.172262,1.1981905,0.9618569,0.8930251,0.9832327,1.3176908,0.90058625,1.2896445,0.9912708,0.8189602,0.97581613,1.0271617,1.1649796,0.9865803,0.96391517,1.1135613,0.98383635,0.8467976,0.13874125,0.89975756,1.3199527,1.1402216,1.0514392,1.1876386,1.1864395,0.9495679,0.79379857,0.8327237,1.0801975,0.9924256,1.1751676,0.0,0.83500344,0.6990758,1.0225996,1.0572029,0.996275,0.50794077,1.1266856,0.7553357,1.0395415,1.1432915,1.3477188,0.9977373,0.91636765,1.0094389,1.009853,0.98872995,0.7041377,1.0770236,1.0365437,1.4125293,0.97774816,0.7267773,1.154358,1.0510916,0.9864094,0.6269608,0.79988503,1.0547581,1.2792792,1.2973027,1.1740524,1.164865,1.339456,1.1743265,1.1242969,1.3293552,1.1116304,1.0697719,0.95582116,1.2849363,1.0100358,0.9728389,1.1532454,0.87850565,0.79178524,1.2943356,0.40767896,0.94864887,0.83320814,1.2995477,0.7900845,1.0769988,0.84810865,1.2501402,1.0018628,1.1547139,1.2108967,0.8647486,1.3087862,1.0240444,1.1977642,1.1119388,0.40643406,0.9108627,1.3474272,0.94694215,1.0281365,1.2514348,1.3895638,1.3827443,1.0873709,0.8249133,1.1080836,1.2268481,1.0840499,0.8928379
