,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,cat,chair,clock,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
fish,1.0554982,0.74499303,1.324889,0.9175731,0.72575605,0.6862812,0.72045636,1.3432662,1.2999974,0.8510346,1.2116742,1.3341922,1.2517292,0.980254,0.6487131,0.6393324,1.1552492,0.80629206,0.54711896,0.5466199,0.8160902,1.0432801,0.92132723,0.904372,1.2081834,1.0314016,1.0503088,0.60712326,0.9818679,0.6759159,1.0262313,0.8959448,0.90565586,1.0352112,1.2324356,0.97714305,0.9810958,1.0212739,1.1718798,0.8044513,0.0,0.92267025,1.2187941,0.9410871,1.4152923,0.64852667,0.81625545,0.9782953,1.0361431,1.0603417,0.9673701,0.9394409,1.1817847,0.90383613,0.8941132,1.224977,0.66407835,1.0044523,0.7523235,1.3957891,1.3519282,0.76176834,0.64633787,0.49863386,1.0924827,1.0634434,1.0334843,1.0872226,1.0477773,1.34228,1.1975338,0.9746553,0.6251801,0.7455536,1.2655584,0.49530685,1.0504774,0.87461555,0.8254113,0.879317,1.2473345,1.1577083,1.0320793,1.2351546,1.2187595,1.011832,1.2570361,1.0272211,1.0399102,0.54749775,0.90159315,1.2083483,0.67891765,0.6288986,1.3361826,0.59869444,0.54169905,1.2926229,1.2236661,1.4592069,0.92452466,0.72155315,1.188077,0.5560104,1.2139043,1.266856,0.8142858,1.031642,0.64973915,1.0244062
flower,0.9439967,0.6526935,1.2034625,0.65945935,0.8551,0.7833798,0.90226686,1.1596642,1.2419488,0.90176094,1.3566977,1.2047435,1.2810152,0.9344771,0.8286072,0.8881488,1.0667241,1.0087523,0.7712963,1.0978619,0.8727362,1.0520581,1.3001635,0.64715266,1.1365436,1.1863761,1.049149,0.8915595,1.1630514,0.85912305,0.81570333,0.89259905,1.0459554,1.127791,1.1646727,1.0277913,0.8302211,1.021918,0.95441246,1.1652613,0.92267025,0.0,0.97482955,0.59526753,1.058655,1.0046601,1.0175562,0.9458004,0.9060625,1.2132673,0.8617925,0.84954995,1.1246287,1.1651957,1.0016444,1.2641491,0.97237545,1.2492888,0.7936244,0.8783344,0.9526174,1.0173054,0.9488412,1.0412427,1.1326666,1.0284814,0.9163842,1.173077,0.66976345,1.1391232,1.2897967,0.9430285,0.8635536,0.98584455,0.7789919,0.935632,1.0357318,0.7620207,0.7411685,0.73979557,1.3213953,0.99110824,1.1525894,1.284177,1.2489568,1.1012865,1.2208982,1.1789199,1.306412,1.017846,1.1235075,1.2093368,0.95692587,0.7069957,0.9283558,0.85281336,1.1120623,1.1055262,1.2263352,1.1611893,0.8271942,1.0763205,1.1483576,1.0763935,0.8127625,1.1701081,1.0446584,1.0758587,1.0059912,1.068349
foot,1.0951729,1.2327046,0.7726487,1.0848026,1.219934,1.1302615,1.1861192,0.9709727,0.8244735,1.1809359,0.8591304,0.9237046,0.7689791,1.106065,1.3333287,1.2922738,1.0490865,1.2781699,1.2324333,1.2876221,1.0676925,0.9857296,1.0275583,1.1892405,0.9293437,0.8659109,0.9741492,1.2481103,0.99127656,1.2353485,0.91531825,0.9375703,1.1867204,1.0732782,0.9672965,0.9703981,1.0039489,1.0705953,0.9771337,0.9181422,1.2187941,0.97482955,0.0,1.1083202,0.9068369,1.2272763,1.0717123,0.9650963,1.022192,0.73940027,1.0779153,1.0790008,0.95424986,1.0150862,1.1781473,0.76139736,1.2680606,0.94254386,1.3342294,0.81439775,0.6878394,1.1941795,1.1735946,1.2044286,0.97740513,1.0070517,1.0334852,1.0038686,0.77097857,0.89164925,0.6638028,1.0837412,1.2250017,1.1066924,0.9679601,1.2205851,0.98159987,1.2103848,1.220844,1.0043553,0.7745983,1.0604433,1.140242,0.9152492,0.8065378,1.0133735,0.8465063,0.7274023,0.7884989,1.2590004,1.1434093,0.88459104,1.0875139,1.1302826,0.85150146,1.1255482,1.0007176,0.9067081,0.8320973,0.8910817,1.1527692,1.0404134,0.8762538,1.1366773,1.0357838,0.8761597,1.0986167,1.0531526,1.1076454,1.1339644
frog,0.88570786,0.7086461,1.1657417,0.85843366,0.8904868,0.66334766,0.8083261,1.2993361,1.2900875,0.9219066,1.3895179,1.120987,1.1361443,0.72231793,0.8019277,1.0146496,1.0993696,0.9484377,0.6669511,1.0358241,0.9145153,1.1344068,1.2643747,0.91576374,1.093287,1.1267788,0.895661,0.7063067,1.0700599,0.8960351,0.9258522,0.779027,1.1994077,1.0883992,1.227097,0.99522597,0.883909,1.1875503,1.0318584,0.99046636,0.9410871,0.59526753,1.1083202,0.0,1.0860784,0.94602334,0.81104654,0.62206423,0.96355754,1.0201471,0.858227,0.8313224,1.1521688,1.1693707,0.9039744,1.2549535,0.97824264,1.1828833,0.869256,1.0495263,1.103263,0.9364944,0.8594924,0.9879244,1.0368034,1.1647024,0.8133186,1.1732967,1.0593808,0.97938704,1.2619523,1.0292121,0.84243715,0.8883821,0.98004156,0.77537614,0.9446503,0.67246234,0.78378356,0.7933191,1.1987028,1.045604,1.2851487,1.2529234,1.1558033,0.9458076,1.1950899,1.0930407,1.2099833,0.87979686,1.1218315,1.3402296,0.87590694,0.7129811,1.1214302,0.7698655,0.94814664,1.0637494,1.1858587,1.1843982,0.88872457,0.9406365,1.1083888,0.97921747,0.71514183,1.0267055,1.0529987,0.9714783,0.92023385,1.246728
glass,0.9891299,1.3209801,0.5156089,1.1232091,1.2906277,1.4322097,1.4474261,0.49186867,0.6959877,1.2120925,0.7534046,0.72106206,0.7686467,1.1126553,1.400372,1.3049105,0.9568051,1.177733,1.3714724,1.4212816,1.0666089,0.94484484,1.0393095,1.0771906,0.7918117,1.082069,0.94536114,1.52907,1.0367497,1.2428272,1.0375373,0.9584596,0.9678994,1.0755923,0.7742558,1.041432,1.033273,0.872861,0.8625556,1.2422801,1.4152923,1.058655,0.9068369,1.0860784,0.0,1.4686648,1.3101766,1.0315181,1.0476106,0.99003994,1.2722728,1.013706,0.6938756,1.161471,0.9887925,0.8360211,1.3540267,0.9007434,1.3193789,0.68240607,0.65204775,1.2985543,1.4663551,1.5149899,1.0366749,0.86080885,1.0417398,0.9528285,0.79828393,0.7359389,0.84185684,1.0587708,1.4464525,1.3511803,0.87177163,1.5432928,0.9669502,1.1757787,1.1900645,1.1261477,0.87631226,0.92867947,0.76200837,0.6529192,0.8827361,0.95790166,0.7586428,1.0338111,1.0610342,1.4860852,0.9008022,0.68244576,1.477067,1.3611004,0.663395,1.2532372,1.3667303,0.7502731,0.8363178,0.46986556,1.119873,1.432401,0.72738343,1.4804089,0.924204,0.52713645,1.0588385,0.78768194,1.5001056,0.89820325
glasses,1.08306,0.5761248,1.3917421,0.7853793,0.4387957,0.42267907,0.6447463,1.3587284,1.5000116,0.63634634,1.4688962,1.2311404,1.4235837,0.9430903,0.4888965,0.7109091,1.2449257,0.8799709,0.6450704,0.5250038,1.079362,0.95598364,1.2790601,0.9883002,1.2466819,1.3016489,1.0084544,0.3657204,1.1268611,0.60081244,1.101075,1.0680844,1.1782818,1.0992324,1.3137376,0.75280464,0.9572128,1.221739,1.1121364,0.5858393,0.64852667,1.0046601,1.2272763,0.94602334,1.4686648,0.0,0.7671646,1.0702335,0.84698284,0.96008086,0.62695515,1.167503,1.2689294,0.83024824,0.9742846,1.3153808,0.4302951,1.1504107,0.678607,1.3459008,1.3865728,0.50491685,0.25248843,0.6142089,0.9288746,1.1506413,1.0886918,1.1493906,1.2185758,1.3027235,1.2616918,1.113595,0.47747433,0.55545014,1.2824168,0.46343303,1.104633,0.98160714,0.6625497,0.97990304,1.2231004,1.2038797,1.2404203,1.1573601,1.0632955,0.94313085,1.3369951,0.90240884,1.0404327,0.36493325,1.0830693,1.3886757,0.27626926,0.639194,1.35504,0.69953686,0.76105183,1.3122064,1.2487698,1.487812,0.81046253,0.3495592,1.2415273,0.6874,1.1957588,1.4244733,1.0673603,1.1280357,0.32495964,1.0632545
glove,0.99575895,0.8755401,1.3178055,1.0264652,0.9975901,0.6914657,0.6887275,1.3000343,1.2669333,1.1180081,1.1710463,1.1962571,1.1821587,0.9920899,0.8787332,0.84432065,1.0450503,0.8246993,0.7621026,0.73590267,0.9253454,1.0041027,0.90173566,0.9833777,1.0447037,0.9577349,0.97901726,0.65242106,0.8494362,0.9089894,0.9999911,0.8316166,1.1188667,0.94298524,1.3206319,0.9942211,0.9064719,1.1798887,1.1715688,0.88372326,0.81625545,1.0175562,1.0717123,0.81104654,1.3101766,0.7671646,0.0,0.9831057,1.0629623,1.0268867,0.75026053,1.0862792,1.0608305,0.8122113,0.8850657,1.1492462,0.9056692,0.8777889,0.80906326,1.2209188,1.2079117,0.8412473,0.7544039,0.61541027,0.93211097,1.1950061,0.95153636,0.94333327,1.0308979,1.1637949,1.1325803,1.0053632,0.7551072,0.79489684,1.1300818,0.68624157,1.1237265,0.8138707,0.90140885,0.8095637,1.139964,1.0796825,1.1644597,1.1893659,1.1033276,0.8196187,1.1880144,0.92368776,0.931738,0.67807615,0.9225166,1.1606783,0.81215227,0.87186396,1.2767266,0.7372284,0.6977325,1.1474671,1.069784,1.3347833,0.9203032,0.84563005,1.0685983,0.56544256,1.0090756,1.0683881,0.9294578,1.0364432,0.7200281,1.169953
gum,1.0950707,1.0431383,1.0913665,1.022773,1.053463,0.9358342,0.8549191,1.2634578,1.1060796,1.1299528,1.0953449,1.0109938,0.88305193,0.73427904,1.096203,1.094567,0.8418871,0.9643557,1.006617,1.1001072,0.77598333,1.200765,1.0502617,0.9768191,1.0415684,0.9784463,0.7094781,0.9575094,0.8949345,0.99279153,1.0808728,0.68762916,1.170227,1.0337217,1.0415595,0.8925111,0.8992866,1.1612107,1.1331363,0.92193455,0.9782953,0.9458004,0.9650963,0.62206423,1.0315181,1.0702335,0.9831057,0.0,1.066379,0.7707648,0.88929874,0.8624735,0.99721783,1.2233329,0.95640886,1.1228662,1.1940494,1.0938691,1.2360363,0.9789544,0.8410279,1.012264,0.9890135,1.057889,0.9109708,1.013654,0.9501591,1.0848325,1.0946689,1.0254538,1.1654496,0.9389575,1.1714115,1.0896052,0.88935834,0.97128904,0.87964344,1.0348511,1.0011775,0.8968289,1.0548499,0.95746386,1.2547344,1.1278747,1.0104057,1.0832586,1.1627082,0.85479677,1.0832849,1.1265994,1.1707768,1.0955528,0.99130243,1.0029,0.934021,1.0652918,1.0261226,0.9070657,1.1358521,1.1183083,0.8168665,0.9406749,0.9012904,1.0115556,0.66239953,0.8266187,0.9767107,1.0835017,0.9732573,1.1885729
hair,0.90328336,1.050812,0.8645208,0.9995043,1.1146896,0.90665925,1.0348316,1.0452391,1.0963585,1.0426569,1.1867207,0.94660854,1.1861904,1.1521236,1.1093391,1.2202287,1.2089086,1.1797453,1.1079961,1.1959498,1.1417837,0.891204,1.2874395,1.136034,1.089464,1.0506579,0.8881194,1.1626362,1.1611816,1.1619809,0.8766134,1.1017754,1.0897124,1.1369692,0.969869,0.7215394,0.8533088,1.0995057,0.44869173,0.69011974,1.0361431,0.9060625,1.022192,0.96355754,1.0476106,0.84698284,1.0629623,1.066379,0.0,0.7365798,0.80035037,1.0919647,1.201982,1.089921,1.0670216,0.88164127,1.1157877,1.1833463,1.1624038,1.0245847,1.0821171,1.0595247,0.7770291,1.226909,0.91878945,0.8485285,0.9821482,1.1490484,1.0697618,0.92674434,0.8522501,1.1275721,1.14237,1.1605432,1.1037408,1.1083996,0.90914756,1.0781736,1.1190081,0.9494389,0.98996466,1.1379602,1.1114529,0.90228945,0.80918396,1.1452036,0.75792396,0.91485155,0.8724335,0.9831924,1.2801676,1.1937011,0.931186,1.0486115,1.0702633,1.1437069,1.1425846,1.1138015,0.9023876,1.0619035,1.0534472,0.7193095,0.9775911,1.1836143,1.1629671,1.2003688,1.0455494,1.2165633,1.0392992,0.95760846
hand,1.1495943,1.3216437,0.5814045,1.2970614,1.2915353,1.0989643,1.2002672,1.083686,1.0127225,1.2353354,0.9251899,0.82493585,0.9187078,1.1146209,1.3540635,1.3225039,1.1923668,1.3285,1.040516,1.2632217,1.06034,0.9556328,1.1904304,1.3343838,0.98820424,1.1004527,0.80747855,1.2340782,1.1325395,1.395001,1.0674267,0.8386679,1.1506065,1.0712011,0.936741,0.594584,0.9384418,1.1071005,0.8596614,0.32610482,1.0603417,1.2132673,0.73940027,1.0201471,0.99003994,0.96008086,1.0268867,0.7707648,0.7365798,0.0,1.1429203,1.2036891,1.0741427,1.0336192,1.0695527,0.7441814,1.2919867,1.0772212,1.4239076,1.0053526,0.8653077,1.2248659,0.87550527,1.2584767,0.82900417,0.75153005,1.1440569,1.1229717,1.0072769,0.84444207,0.7234601,1.1486057,1.2584178,1.0821693,1.0974891,1.205257,0.8780205,1.2809155,1.3994327,1.0419058,0.69055027,1.1521499,1.1851819,0.81162703,0.5397781,1.1274344,0.77707535,0.55956084,0.7377157,1.0482506,1.2089721,1.1139845,0.9551415,1.2415252,0.9769796,1.1262826,0.85679686,1.0422559,0.8017571,1.0422771,1.2233634,0.506437,0.643157,1.1828239,1.2697985,1.0018209,0.9577542,1.1936283,0.9420375,1.1052732
hat,1.1726927,0.6003974,1.4981047,0.6389642,0.6330147,0.5800764,0.6846136,1.3754481,1.421761,0.8492195,1.4918327,1.1255245,1.3184342,1.009817,0.63565135,0.75276816,1.0151111,0.6311299,0.88392556,0.75930494,0.81602067,1.1074446,1.1558489,0.6187654,1.2015595,1.1238098,1.096051,0.6011964,1.1228238,0.6622194,1.0094748,0.8961411,1.2051481,1.0938069,1.2393404,0.8344364,0.8387298,1.2009008,1.1562334,0.9365675,0.9673701,0.8617925,1.0779153,0.858227,1.2722728,0.62695515,0.75026053,0.88929874,0.80035037,1.1429203,0.0,1.0062658,1.212962,0.9945466,0.92260844,1.3268027,0.860759,1.2348276,0.75094414,0.9469436,1.0290439,0.7533027,0.56331974,0.7433548,0.92759293,1.1540664,0.93264884,1.1137674,1.2613342,1.2703421,1.3532722,1.0279974,0.7451267,0.7770916,0.85197103,0.687875,1.1417423,0.8852186,0.6073605,0.8780697,1.2508842,1.0268235,1.2893726,1.2163392,1.228802,1.0018712,1.2919605,1.0678632,1.1465456,0.78317714,1.1352689,1.1446271,0.6114619,0.82825685,1.0249075,0.8865361,1.0705519,1.2280922,1.2272133,1.3842261,0.5295164,0.7533737,1.0102919,0.7471703,0.6754305,1.237108,1.3036081,1.1032747,0.62858176,1.1716425
horse,1.0326594,1.003299,1.1858889,1.0257899,0.9806262,1.0826136,1.0737604,1.1142977,1.0427083,0.9589012,1.0112773,1.0822737,0.9738781,0.86642575,0.9457363,0.8830559,0.86354744,0.817564,0.96625566,0.9536218,0.94973546,1.0829126,0.8805624,0.83418095,0.98668885,0.9446382,1.0538385,1.0775492,0.98247254,0.9749591,0.8751129,0.92699844,0.8200278,0.9926171,0.960946,1.1369445,1.0678887,0.91050214,1.0776606,1.2491663,0.9394409,0.84954995,1.0790008,0.8313224,1.013706,1.167503,1.0862792,0.8624735,1.0919647,1.2036891,1.0062658,0.0,1.0179782,1.1256142,0.83111644,1.1397487,1.0671437,1.0136083,0.91736436,1.0701338,1.0365287,1.0690889,1.158747,0.8539901,1.009668,0.96333486,0.8411008,1.0328717,0.9988284,0.9966546,1.1741875,0.79277074,0.9645409,0.98493767,0.9398687,1.023166,1.0047917,0.86089927,1.0008501,0.9939523,1.0165963,0.959854,0.96135175,1.0963845,1.1854098,1.004711,1.1309487,1.0708976,1.1024246,1.0545925,0.9815395,0.9729415,1.1411687,1.0606004,1.0526551,1.0857005,1.1619114,0.98334116,1.1512632,1.0831704,1.0038085,1.2522517,0.9988627,0.9170353,0.8821588,0.95000696,0.97447425,0.9577927,1.1503482,1.0230582
hose,0.9776588,1.2607994,0.9451492,1.1529458,1.2023326,1.3198998,1.1613214,0.7283639,0.6910263,1.2075027,0.66659355,0.94576883,0.7839925,0.9232793,1.3218458,1.0024858,0.7927795,1.1402526,1.2090958,1.1145691,0.9951393,0.98324853,0.78482765,0.94846934,0.8214474,0.9209265,0.9862761,1.2026012,0.8574774,1.1875381,1.0708594,1.0740049,0.9893899,0.7304598,1.0069001,1.1474779,1.1503856,0.9252665,1.060307,1.2413256,1.1817847,1.1246287,0.95424986,1.1521688,0.6938756,1.2689294,1.0608305,0.99721783,1.201982,1.0741427,1.212962,1.0179782,0.0,0.94906765,0.96659726,1.0039047,1.1481224,0.81372225,1.171497,0.9054548,0.88482696,1.1314843,1.3071837,1.1351395,0.741508,1.1230929,0.8809325,0.8759874,0.81582147,0.93150944,0.94279367,0.85914904,1.1405512,1.0921444,0.9800117,1.2015866,1.0003084,1.1696124,1.0020205,1.1512287,1.0257612,0.87120754,0.91222405,0.8917846,0.92988306,0.7879963,1.0074859,1.0136766,1.0333431,1.2846975,0.7689955,0.49671727,1.3242667,1.290263,0.86996806,1.1131318,1.1386907,0.8559238,0.9993044,0.66341573,1.044913,1.3700912,1.0376555,1.1683946,0.94770724,0.6574937,1.0094595,1.0200737,1.1828226,0.9990704
jacket,1.0695226,1.0705682,1.0690731,1.0758084,0.9758487,0.94635004,0.99543154,0.95896006,0.8098041,1.0141383,0.9652788,1.0620481,0.8377689,1.2502093,1.011372,0.9175503,1.2722479,1.0277848,0.90906215,0.6936003,1.0881475,0.4392718,0.96469957,1.1457604,1.1016048,1.0125962,0.93096316,0.98864675,0.8656431,1.0802511,1.0858998,1.1998391,0.98703563,0.9730668,1.0844768,1.0972068,1.1598544,0.8400644,1.1635458,0.9608554,0.90383613,1.1651957,1.0150862,1.1693707,1.161471,0.83024824,0.8122113,1.2233329,1.089921,1.0336192,0.9945466,1.1256142,0.94906765,0.0,1.1667296,0.75107265,0.80071187,0.96271086,1.0556067,1.0815634,0.98557574,0.83147806,0.9134967,0.7282698,1.0764002,1.2491109,1.0369918,0.96050185,0.8505921,0.95574254,0.83384347,1.1187438,0.9042361,1.0066994,1.1271286,0.72165114,0.95670366,1.0785748,1.0378358,1.1601583,1.0182163,1.2209094,0.8300072,0.97520405,1.0220567,1.0097107,0.9553045,1.0662285,0.717178,0.77565813,0.96957844,1.0376848,0.9963129,1.0165216,1.0576123,0.8787781,0.9104763,1.20549,0.80394614,1.1430296,1.2162155,0.98286456,1.1280657,0.6715344,1.3306553,1.1056587,0.95245373,1.3052963,0.8905127,0.85069776
jar,1.0248549,0.87161714,1.2288573,0.9935965,0.9877734,0.9055622,0.82134724,1.1557124,1.2949126,1.1048634,1.17386,1.2327992,1.2819049,0.936114,0.6444088,0.6529802,0.8754229,0.49499714,0.84327257,0.7543681,0.7280828,1.0831698,0.8371074,0.73502195,1.1360488,1.0305037,1.1138862,0.9484978,0.93082595,0.68899786,0.85479873,0.76773775,0.87389016,0.9363917,1.2187862,1.0907639,0.8574632,0.94709134,1.1100941,1.07073,0.8941132,1.0016444,1.1781473,0.9039744,0.9887925,0.9742846,0.8850657,0.95640886,1.0670216,1.0695527,0.92260844,0.83111644,0.96659726,1.1667296,0.0,1.2307473,0.9739695,1.0497125,0.7085428,1.2445645,1.2604846,1.076566,0.8988754,0.7880639,0.97786164,0.99423546,0.9707318,0.808297,1.1290467,1.1963521,1.2348673,0.9523169,0.9290443,1.0453361,1.0550776,0.87117547,1.0950129,0.76712143,0.88275754,0.9224167,1.1689405,0.9857374,0.98606145,1.1310272,1.2065686,1.0156271,1.2070098,0.87114394,1.0204185,0.82140344,0.6368949,1.1288958,0.9014055,0.8553807,1.2696446,0.7431153,0.8980368,1.1732754,1.206417,1.2670115,0.7802853,0.9912498,1.0042785,0.7918886,0.9116818,0.79949856,0.8444794,0.8848665,0.8585377,1.143728
jeans,0.96416295,1.437334,0.42299044,1.2584445,1.3993442,1.3220496,1.3247263,0.69381714,0.47860336,1.190872,0.6149734,0.80905086,0.53344077,1.3012868,1.4589844,1.4352559,1.2664629,1.3764992,1.3226757,1.3018191,1.1881579,0.6537062,0.99407816,1.3609617,0.88338524,0.79596776,0.70771635,1.5470017,1.0013947,1.4709407,1.0071872,1.2936523,1.0074642,1.1345704,0.74828064,1.0601462,1.1079621,0.8480365,0.7837723,0.9132825,1.224977,1.2641491,0.76139736,1.2549535,0.8360211,1.3153808,1.1492462,1.1228662,0.88164127,0.7441814,1.3268027,1.1397487,1.0039047,0.75107265,1.2307473,0.0,1.3233993,0.97802824,1.4800324,0.8831045,0.8055581,1.240474,1.2805412,1.2652063,1.0371952,0.99889183,1.0959967,0.96702975,0.9119432,0.4224295,0.23927593,1.1672544,1.448075,1.4515324,1.0782712,1.2981038,0.7521963,1.3095891,1.4264436,1.1415728,0.6674199,1.2104135,0.83872247,0.7375876,0.6247343,1.1786902,0.31056523,0.9061918,0.41538405,1.2751787,1.2116983,0.93490785,1.3196096,1.2866281,0.8924039,1.3052831,1.0528412,0.9836009,0.39713204,0.72677237,1.4240828,1.1064374,0.91393816,1.0922506,1.376709,0.95139253,0.94106656,1.2392683,1.297375,0.92774194
knife,0.9456131,0.59049594,1.3495562,0.7557975,0.2866462,0.7230619,0.7678792,1.2280025,1.2703302,0.4876423,1.2870717,1.281624,1.3296857,0.8813227,0.31179023,0.5680552,1.112229,0.78286403,0.6737683,0.42863297,1.0898336,1.0203394,1.0722289,0.8836644,1.1857855,1.1502726,1.1842737,0.42314577,1.1077614,0.43432105,1.0290982,1.0751882,1.0216932,1.0720965,1.2107042,1.1471701,1.1768413,1.0942824,1.1674784,1.0235629,0.66407835,0.97237545,1.2680606,0.97824264,1.3540267,0.4302951,0.9056692,1.1940494,1.1157877,1.2919867,0.860759,1.0671437,1.1481224,0.80071187,0.9739695,1.3233993,0.0,1.1633201,0.4715389,1.2957997,1.3252691,0.3216443,0.6984029,0.60928893,1.1532433,1.1897563,1.0928551,1.081361,1.1638093,1.301189,1.2847261,1.0402215,0.38802326,0.49374413,1.2299025,0.41056532,1.095497,0.8288494,0.6004112,1.056466,1.3107027,1.1041803,1.0084648,1.2133136,1.2803457,0.9241585,1.3158369,1.2545269,1.2054547,0.45457417,0.8160205,1.2341876,0.5060531,0.60689646,1.2204019,0.65852493,0.7898007,1.2558,1.2845224,1.2638124,0.93240184,0.8031093,1.3211076,0.7681547,1.0997322,1.3035282,1.0374292,0.90022796,0.62961113,0.9932362
ladder,1.1225427,1.3610044,0.98341835,1.4543391,1.2310485,1.128492,0.9079002,0.88204134,0.7954607,1.2122366,0.57089466,0.84047776,0.82004994,1.002094,1.209589,1.1737374,0.726207,1.0021439,1.0939302,0.9264915,1.0281106,0.9482251,0.524104,1.2129385,0.7593472,0.7275317,0.9517069,1.0389146,0.4706046,1.2559829,1.0524082,1.048203,0.6749865,0.73325694,1.0697595,1.1307855,1.2539222,0.9929565,1.1351451,1.1849979,1.0044523,1.2492888,0.94254386,1.1828833,0.9007434,1.1504107,0.8777889,1.0938691,1.1833463,1.0772212,1.2348276,1.0136083,0.81372225,0.96271086,1.0497125,0.97802824,1.1633201,0.0,1.0430602,1.1705385,1.0963446,1.1546034,1.2725395,0.95076364,1.0312854,1.0704278,0.92648864,0.7049188,0.9765046,0.97192365,0.9181343,0.9112539,1.0805787,0.9662972,1.2221632,1.2025889,0.99893224,0.9916958,1.1874245,1.2122757,0.9012915,0.74560004,0.68714786,0.8845866,1.0445195,0.72327507,0.94595605,0.9517416,0.8892893,1.1173424,0.80579674,0.69084716,1.2592694,1.3295552,1.1264294,1.0332355,0.9308944,0.65430766,1.0246102,0.76957995,1.1784104,1.2781565,0.9095272,0.8925419,0.9863882,0.7605244,0.7683079,0.693093,1.095544,0.77125496
lamp,0.8831245,0.5548103,1.513013,0.79449147,0.48608094,0.71405584,0.7325092,1.1985898,1.477459,0.6687948,1.4642057,1.2737042,1.5416734,0.8918223,0.26233572,0.48025578,0.8850496,0.53199786,0.5166178,0.47509217,0.7676224,1.1181933,0.95605683,0.5017375,1.2260878,1.133748,1.2749871,0.42408872,1.0371231,0.41706932,0.9467071,0.9124358,0.8309058,0.95202804,1.2634884,1.1066656,1.038317,1.0415717,1.2198745,1.1576204,0.7523235,0.7936244,1.3342294,0.869256,1.3193789,0.678607,0.80906326,1.2360363,1.1624038,1.4239076,0.75094414,0.91736436,1.171497,1.0556067,0.7085428,1.4800324,0.4715389,1.0430602,0.0,1.3640578,1.486926,0.7290975,0.7450238,0.58996,0.9997151,1.1715574,0.92548823,0.9806038,1.189061,1.4056785,1.5146731,0.8242414,0.34836614,0.5480682,1.1187401,0.5473918,1.2070113,0.55720454,0.5098016,0.97951764,1.3293298,0.9007811,1.021283,1.4523256,1.4027383,0.79406804,1.4731767,1.3543804,1.3726828,0.5373522,0.69727695,1.2400339,0.6670201,0.6384594,1.3622859,0.55025005,0.80853593,1.1327579,1.3828083,1.2784295,0.669746,0.9027226,1.255398,0.7294759,0.82408863,1.2132733,1.0564169,0.6439551,0.63201964,0.9623531
melon,1.0382082,1.0822701,0.815901,0.7409425,1.2258103,1.2511863,1.2225232,0.7880529,0.7170018,1.0892982,0.8217567,0.9116678,0.7501987,1.159856,1.4166164,1.2606882,1.022421,1.302669,1.4045663,1.4178554,1.2075973,1.0680897,1.1313725,1.065885,0.91649723,1.0698309,1.0620457,1.319423,1.13799,1.2349868,1.1173007,1.1204106,1.2392623,1.1019711,0.7821677,1.0384803,0.9082711,0.94410366,0.86224234,1.1686532,1.3957891,0.8783344,0.81439775,1.0495263,0.68240607,1.3459008,1.2209188,0.9789544,1.0245847,1.0053526,0.9469436,1.0701338,0.9054548,1.0815634,1.2445645,0.8831045,1.2957997,1.1705385,1.3640578,0.0,0.22324818,1.1935185,1.3025322,1.3503875,1.0344917,0.96411,1.0763359,1.1704879,0.8402816,0.92944294,0.8998008,1.1134521,1.281507,1.1955276,0.21655679,1.3470755,1.022678,1.2080835,1.1915011,0.8686787,0.9626238,0.97658724,1.045114,0.85394347,0.87077576,1.113855,0.8882573,1.1088352,1.0812743,1.4488899,1.2060075,0.7402472,1.3454937,1.1798257,0.18638873,1.3691907,1.3600988,0.9309659,0.8466949,0.69280505,1.0688565,1.252636,0.8891169,1.3172274,0.8036437,0.98780596,1.2439945,1.1797472,1.3873667,1.0882363
