,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
cat,0.96412736,1.2401497,1.2328475,0.97713214,1.2641143,1.2010614,1.0603474,1.3227184,0.8305564,0.7216871,0.8513386,1.1408623,0.7962991,0.96132314,1.0839517,0.7856436,0.7951672,1.3040869,1.2392602,1.1103094,1.3409449,0.99387735,1.4245172,1.0984589,1.1782367,0.91812056,1.0456853,0.0,1.0404882,1.1947207,0.823232,1.038017,0.8231218,1.1607083,0.82435465,1.0523635,1.3119578,0.8925291,1.1375734,0.73178256,1.1761404,0.8551574,1.2186701,0.9826129,0.5201341,0.9455667,1.2437427,0.9969317,1.2330849,1.168843,1.1919684,1.1871359,0.54461426,0.98207223,1.1787751,1.2825245,0.4491577,1.3890088,0.83354574,1.0427765,1.068927,1.2017787,0.80599517,0.8607764,0.7851757,1.08362,1.1911535,1.1876669,0.77860314,1.0221531,1.2771229,1.1564101,0.8888469,1.0670587,1.1124762,1.0670111,1.1712354,0.84909356,1.211966,0.91944975,0.9584382,0.8906547,0.83309937,1.1125976,0.91443884,1.3363339,1.2899925,1.0193762,0.6514778,1.013232,0.95362484,1.1173573,1.17279,0.95405465,1.2692995,1.2927525,1.1701064,1.0394611,1.0420775,0.78592867,1.3683965,0.79598784,1.0090657,0.92746586,1.1295018,0.95514494,0.84072,0.9356686,1.2670779,0.57373464,1.1315055,1.268693,0.71370536,1.266682,1.0246909,1.1276838,0.83853316,1.0328618,1.2927499,1.2808808,1.0840653,1.1727808,0.94048315,1.4305801,1.0921962,0.6829591,1.1515299,1.2629305,0.663664
chair,1.1304958,1.1141617,1.1603451,1.0312947,1.1058737,1.1545997,1.1354784,0.6495852,0.7564631,1.1838833,0.937532,1.0248256,0.5057473,1.0931582,1.048576,0.8308712,0.8497441,1.0147804,0.908028,1.1291056,0.7679546,1.0493608,0.8129625,1.1421872,0.8329643,0.8757919,1.1077303,1.0404882,0.0,0.98387283,0.69155794,1.1189444,0.88703555,1.1647352,0.46630663,1.1532584,1.2055486,0.6614467,1.0350592,1.0427129,1.023072,0.6080285,0.7991462,0.9395508,1.0714593,1.2029241,1.221314,1.1399666,1.1119769,1.0697749,0.98624325,1.224385,1.0542717,0.8279257,1.214248,0.8888881,1.1173613,1.1471205,1.0481805,1.0236875,1.10752,1.0818987,1.136102,0.78820884,0.95862174,1.0073159,0.67312783,0.9036389,1.0389735,1.0069885,0.8421707,0.9314322,1.0991756,1.0398383,1.2705306,0.77480876,1.1578486,1.0988116,1.2622316,0.611547,1.1935112,1.0358421,0.98416215,1.0895733,1.0755188,1.156351,1.091182,1.0445431,0.9779196,0.8475282,0.9958063,0.84757125,1.1210349,1.0827951,1.0294985,0.73442274,0.96031487,0.55604535,1.1228611,0.8624526,1.0808396,0.9930933,0.9741014,1.0165359,1.0562727,1.0826921,0.7285972,0.8043868,1.1412458,1.068135,1.1191809,0.9161353,0.89739114,0.9695771,1.1304183,0.7104038,0.94901586,0.9788881,1.067696,1.2316332,1.3569442,1.116064,0.8327651,1.0728798,0.9502691,1.0381882,0.9021205,1.1503952,0.66270006
clock,1.1513488,0.93223256,0.75501084,1.3033993,0.69750684,0.42777944,1.2738116,0.73396677,1.1023844,1.0924364,1.3351209,0.9059819,1.4315908,1.4660602,0.5727638,1.2908815,1.2110579,1.0078871,0.5478609,0.66864896,0.9102528,1.1157751,0.56766284,0.9163031,0.5241152,1.0210602,1.2270406,1.1947207,0.98387283,0.0,1.2206912,1.1158829,1.1282783,0.8276906,1.3284771,1.0613885,0.70420957,1.2197673,0.54426175,1.2445093,1.1306543,0.9185556,0.77655846,1.2098701,1.016118,1.193095,1.104459,0.8269844,0.57062286,1.0863963,1.2165854,0.8408339,1.0140054,0.95032614,0.9934997,1.0701257,1.2130336,0.89649504,1.3449186,1.0286818,1.3743238,0.7116947,0.8886429,1.2740755,1.5248661,0.9076502,0.6232668,0.30473864,1.2933489,1.0118737,0.7605233,1.2801399,0.99039084,0.8904873,0.8166592,0.9470502,0.72873354,0.8913626,0.95422983,1.1432363,0.9383493,1.5038344,1.4811782,1.2274672,1.203458,0.72303075,0.7463423,0.87165654,1.004269,0.91370684,1.2502868,0.55679303,0.40550637,1.2800295,0.86899906,0.871699,0.59610057,0.8933966,0.76592755,1.099326,0.87541574,1.4219863,0.99150175,1.2815124,1.0096732,1.0866364,0.91621834,1.3782947,0.6491239,1.2344584,0.8210869,1.1359241,1.1284953,0.7048595,0.7387031,1.1720595,1.422811,1.2209296,0.44571573,0.9500731,1.1763812,1.3676014,0.99499494,0.78043944,1.310064,1.0603614,0.46062648,0.5761553,1.0678775
closet,1.0206584,1.0759699,1.2384152,0.878814,1.1794925,1.2972552,0.987734,0.99563384,0.59946465,1.0798067,0.6584832,1.2815108,0.5160551,0.8209171,1.2783468,0.6664817,0.78846514,1.1477995,1.1904148,1.3001785,1.082,1.0910761,1.2134539,1.2565465,1.1884516,1.0876241,1.1656239,0.823232,0.69155794,1.2206912,0.0,0.9542318,0.786131,1.2463146,0.4380986,1.1333449,1.442642,0.5942559,1.1963722,0.8134897,0.9741162,0.42219794,0.9574764,0.75659466,0.9548171,0.8772745,1.2073395,1.3269999,1.3014755,1.04229,1.1329117,1.3051133,0.99883634,0.91779304,1.1356425,1.0367608,0.91849935,1.3186295,0.7029103,1.1381595,0.9259672,1.2276382,1.1375636,0.7515416,0.7032668,1.2614546,0.90322775,1.1713165,0.86546344,0.98946846,0.976499,0.85318494,1.1247939,1.164597,1.2462045,1.1035329,1.3340536,1.1573013,1.250761,0.5209261,1.0506452,0.7114007,0.71496606,1.0253264,0.98337245,1.4339315,1.3855261,1.1804259,0.9708546,0.9398562,0.9253981,1.1085914,1.4185112,0.87105274,1.1145294,1.0226698,1.2045467,0.5733057,1.1737314,0.83733153,1.3064901,0.6563362,1.0623528,0.91860056,1.1519732,0.6744971,0.8601321,0.8630463,1.3561275,0.8529996,1.3101063,1.0721017,0.9276139,1.3562043,1.1845969,0.813336,0.6597686,0.9073871,1.299533,1.2493364,1.2359831,1.047238,1.0034342,1.2255821,0.94164324,0.88934815,1.0789782,1.3219101,0.47239196
coffee,1.1603185,0.9808269,0.9820567,1.038005,0.90420735,0.97908497,0.9779154,1.2327005,1.0925208,0.78017265,1.0368596,0.8559544,0.91635835,0.9346007,1.167983,1.0621562,0.9709107,1.213165,1.2326589,1.0903592,1.2556559,0.87544405,1.1695851,0.94355005,1.1255386,1.0770605,0.9133273,1.038017,1.1189444,1.1158829,0.9542318,0.0,1.0892942,0.95785433,0.94342536,1.0580333,1.1086262,1.1511136,1.2022822,0.9788271,1.1318761,1.0644523,1.0630268,1.0128571,1.1674032,0.776544,0.68405604,1.1029142,1.1882913,0.9634502,0.9689846,1.1713166,1.118794,0.93131834,0.53595996,0.9812123,1.0176983,1.167274,0.8530165,1.1260148,0.8198156,0.9419011,1.0326571,1.038806,0.75894374,0.8731452,1.1502522,1.2439845,1.0282143,0.79873216,1.2345349,1.0093913,1.118861,1.0153997,0.89925814,1.1337404,0.94828415,0.85490334,0.7197036,0.9617886,1.1845982,0.9831967,0.7463964,1.0941117,0.9580356,1.0715995,1.1133885,1.0736319,1.2060856,1.0819964,1.1404892,1.2348495,1.0936072,0.9178822,0.9348632,1.1080433,1.0464661,1.1191479,1.2464873,1.0119324,0.99278337,0.85790557,0.957091,0.814348,0.68232,0.8719237,0.84388363,1.118363,0.988974,1.1162686,1.0854137,0.9686728,0.97664726,1.1611916,0.8215152,1.0577309,0.913255,1.133881,0.997539,0.8146739,0.72413146,0.93074393,1.0834025,1.2688829,1.151425,1.0681658,1.2298708,0.89448076,1.0974967
comb,0.9088482,1.1794319,1.3252394,0.76906216,1.2538781,1.2637674,1.0247675,0.8938717,0.7460176,0.9038829,0.76216424,1.1709251,0.65245926,0.6916489,1.2073538,0.76448387,0.8777037,0.94770616,1.2438424,1.2672284,0.91816837,0.9609673,1.2143517,1.2386832,1.2685564,1.051255,1.0946238,0.8231218,0.88703555,1.1282783,0.786131,1.0892942,0.0,1.2828268,0.8601092,0.9231368,1.3583328,0.52401423,1.181293,0.9492844,1.0421077,0.81598485,0.88544375,0.9071176,0.84817433,1.050579,1.266073,1.1774734,1.3217897,1.129014,0.9790993,1.2082845,0.86789477,0.8383981,1.2295699,1.135922,0.8478528,1.1407417,0.90225655,1.0623833,0.9600048,1.3553627,0.99083513,0.8085872,0.8312234,1.1257988,0.992871,1.1579565,0.8550081,0.97156703,1.026769,0.8764426,1.0648735,1.0517446,1.2621351,1.050665,1.2555864,1.1331693,1.3503212,0.65354705,1.0520706,0.6316279,0.8118737,0.7991034,1.1028467,1.3831112,1.3939253,1.0734026,0.9595414,1.1784796,0.8752474,1.1394205,1.3261112,0.84852016,1.2266167,1.0632455,1.251563,0.9574768,1.0917003,0.695373,1.1946535,0.8093045,0.8606109,0.84655803,1.2663347,0.8674058,0.8364177,0.78887594,1.3678234,0.7016866,1.2893705,1.1002588,0.855934,1.2293491,1.223738,0.72232044,0.7443286,0.8944055,1.3193021,1.3297575,1.0856,0.8320501,1.0216702,1.2145338,0.74879956,0.83468366,1.1135484,1.2364545,0.7534683
cookie,0.97960085,0.9742849,0.73745817,1.323596,0.8942293,0.8278565,1.05048,0.9547371,1.2920552,0.95681536,1.338959,0.814502,1.3414023,1.4102416,0.7578964,1.2766752,1.1103692,1.0915847,0.95020014,0.8306847,1.072518,1.0766102,0.8514593,0.66889656,0.7887273,0.9638439,0.8102416,1.1607083,1.1647352,0.8276906,1.2463146,0.95785433,1.2828268,0.0,1.3010015,0.8551316,0.67172724,1.2997243,0.93445456,1.0706942,0.93721503,1.142437,0.97053885,1.254068,1.1039007,0.8732762,0.9188871,0.77916634,0.6742438,1.0977286,1.086142,0.5895556,1.1510205,1.1579953,0.73253495,1.0399776,0.9946008,1.0272259,1.1610149,0.98628724,1.258989,0.5037137,0.9120374,1.3630372,1.3065081,0.91089284,0.9292116,0.9193793,1.1745868,1.0373136,1.1210482,1.2904707,0.9653639,0.6500362,0.8165139,1.0774472,0.7193773,0.7926713,0.7214536,1.2737494,0.6449417,1.4076033,1.2669346,1.2429286,0.73388106,0.76838076,0.8238208,0.8596109,1.0577698,0.99673915,1.120182,0.9786994,0.6588675,1.1174371,0.8245488,1.0202187,0.7566848,1.1677444,0.759357,1.1199775,0.8070198,1.3337771,1.1679716,1.1572684,0.8724485,1.1634029,1.2027148,1.3104722,0.6795606,1.2445982,0.77237135,1.0569506,1.1023912,0.8206507,0.76548386,1.2597766,1.34269,1.2264092,0.60944736,0.8278957,0.94967484,1.2925024,1.0815258,0.72588575,1.2154016,1.2047479,0.9521287,0.76027936,1.2290757
couch,0.93509805,1.232125,1.4239956,0.793888,1.228756,1.3982847,0.95574075,0.9549066,0.50468206,1.0534961,0.4691347,1.2571572,0.26411027,0.72067606,1.2781113,0.38774705,0.5807268,0.9851389,1.2694031,1.3607086,0.8846602,1.0054532,1.2047646,1.3974164,1.1925535,0.99911076,1.189583,0.82435465,0.46630663,1.3284771,0.4380986,0.94342536,0.8601092,1.3010015,0.0,1.0887088,1.5629737,0.42396593,1.2974336,0.59571224,0.8748479,0.661947,0.9219046,0.7582413,1.0844496,0.94436777,1.3699287,1.2669742,1.3969479,1.1095535,1.1124908,1.2918468,1.0742143,0.90631145,1.3379275,0.89341766,0.9379566,1.2209038,0.7470218,1.1060337,0.98499316,1.3794968,1.0246719,0.65404624,0.55460835,1.2849678,0.9838804,1.2592288,0.8143849,0.9453659,0.9210787,0.75921965,1.1435946,1.1769209,1.4294984,0.91521436,1.5207951,1.2739161,1.380558,0.49699998,1.1805848,0.65717334,0.56841344,0.8573954,0.85784227,1.5460088,1.5039775,1.131033,1.1208453,0.7987243,0.8720687,1.0939645,1.463667,0.7048327,1.2237533,0.86087024,1.2315682,0.56147766,1.2217286,1.0332899,1.3949802,0.600022,0.9239174,0.8772203,1.0850972,0.7673504,0.70956564,0.6515657,1.5275407,0.74499977,1.352057,0.9486848,1.0274682,1.3179314,1.2452813,0.6302913,0.6084151,0.83497477,1.4174982,1.4142563,1.2591348,0.99975646,0.76009715,1.2238245,0.772336,0.9734841,1.190522,1.5068042,0.58617026
cracker,0.82765585,1.1442931,1.1073442,1.0467538,1.1425822,1.0809008,0.85713893,0.9798793,0.978014,0.82514894,1.0654955,0.94454587,0.9978629,0.9730425,1.0638409,1.0277845,1.0834126,0.80255294,1.1376089,1.1538124,0.7880732,0.93418676,1.1240841,0.7981533,1.1400224,0.981169,0.73459274,1.0523635,1.1532584,1.0613885,1.1333449,1.0580333,0.9231368,0.8551316,1.0887088,0.0,1.0369406,0.9694343,1.1703895,1.0197443,0.95212305,1.0469705,0.9012177,1.0609998,0.9305369,0.92427456,1.1025177,1.0011667,1.0365463,1.2641313,0.811719,0.77292985,0.9043571,1.0606111,1.0096393,1.2349615,0.8735386,0.8382129,0.9707372,0.9318257,1.0035495,1.0527606,1.0135325,1.0400779,1.1029335,1.0591131,1.0839702,1.0348812,0.9892111,1.0414454,0.8205458,1.0399493,0.99700046,0.77961284,1.1521385,0.8975403,0.90741265,1.0598216,1.018408,1.0420519,0.8365915,1.0472088,1.0776265,0.7801326,0.93611324,1.0211716,1.0214989,0.9993444,0.97093475,1.1698713,0.89963746,1.0623991,1.023295,1.0230384,1.0163878,0.9383648,1.137645,1.0653244,0.96145314,1.021057,0.8542005,1.1644315,1.0791724,1.1557393,1.0869073,1.0996399,1.0012964,1.0683272,1.2052155,0.93660414,1.0281636,1.1957611,0.9710498,0.9119159,1.0210254,1.0544728,1.1039768,0.97464323,1.1060541,1.1750815,0.944842,0.92567265,0.86580133,0.93935305,0.83501405,0.9415935,1.1438491,1.1156635,1.094749
crayon,1.298661,0.855507,0.36969203,1.3821151,0.8431975,0.6106993,1.2449085,0.92353225,1.4383947,1.0815728,1.4887234,0.5906325,1.5765203,1.4860871,0.68886054,1.482856,1.282126,1.0864652,0.3840766,0.27784038,1.0649564,1.0014678,0.5850095,0.63624614,0.46622652,0.8955753,0.823355,1.3119578,1.2055486,0.70420957,1.442642,1.1086262,1.3583328,0.67172724,1.5629737,1.0369406,0.0,1.5492765,0.37835026,1.4791088,1.3043761,1.2211236,1.0723132,1.2912918,1.115176,1.1342483,0.612113,0.7147234,0.47993743,0.89418596,0.9130651,0.88313556,1.1030022,1.1808717,0.66639996,1.0677822,1.2361205,0.80636644,1.440415,0.9684265,1.276052,0.57470393,1.0871272,1.4338797,1.4770309,0.46925694,0.802472,0.5808578,1.2841046,1.1920851,1.032949,1.4298866,0.9173465,0.91349065,0.2637583,0.90734696,0.40994823,0.67241925,0.5008365,1.4139628,1.0561042,1.5468118,1.4903315,1.3258333,1.211544,0.09691,0.15611243,0.9826715,0.9521822,0.8571789,1.2538774,0.9034601,0.29631615,1.3879569,0.8663027,1.1508708,0.41418827,1.2359425,0.85489714,1.1014066,0.59698045,1.5432925,1.1352772,1.2670162,0.7041693,1.3348037,1.2849884,1.4259235,0.20938933,1.3515369,0.2860427,1.0028152,1.097918,0.73807806,0.638967,1.3615243,1.5523674,1.3017001,0.34547442,0.5634486,0.6123395,1.1579369,1.0521973,0.8033452,1.418062,1.1880391,0.5557432,0.35603738,1.305768
crib,0.85945135,1.2421596,1.4865842,0.8298384,1.2669859,1.3944598,1.0064185,0.7892978,0.36940515,1.0497074,0.46563625,1.3447051,0.42312706,0.6816405,1.2528933,0.5598212,0.65310305,0.83400166,1.3246294,1.341532,0.6481079,1.0212964,1.1493708,1.4217353,1.2956867,0.98090863,1.1684577,0.8925291,0.6614467,1.2197673,0.5942559,1.1511136,0.52401423,1.2997243,0.42396593,0.9694343,1.5492765,0.0,1.2614875,0.7467216,0.78339875,0.6946623,0.7436287,0.8297696,0.9529433,1.010035,1.4862726,1.266354,1.4029616,1.255882,1.0247625,1.18854,0.97880006,0.84440315,1.4084609,1.1030741,0.86447364,1.1370014,0.76992893,1.0043639,1.0279701,1.5158738,0.9371814,0.7110138,0.78602827,1.3568823,0.92373925,1.1822357,0.87251925,1.0696409,0.8648711,0.90154517,1.0354002,1.2330496,1.4386206,1.0916932,1.5629095,1.3193173,1.4598477,0.45305133,1.0883263,0.59857464,0.7834844,0.7134314,0.9256005,1.5500152,1.5363511,1.1245697,1.1105144,1.1268412,0.78885657,1.067325,1.4678922,0.73423934,1.3016962,0.80037594,1.2763745,0.6841814,1.1192106,1.0139991,1.3347096,0.7169736,0.94454265,0.9946232,1.3220534,0.63480663,0.74941236,0.48547387,1.6147997,0.65467024,1.4027941,1.1194934,1.1556287,1.2774622,1.2782137,0.43858272,0.6146619,0.723165,1.4233236,1.5002669,1.2356527,0.9787453,1.0246943,1.0581326,0.51167196,0.7678889,1.1434038,1.4724189,0.6880773
cup,1.2930967,0.9951006,0.39766467,1.2921662,0.8385663,0.5932848,1.3404684,0.8174034,1.0701872,1.0841461,1.329467,0.8749988,1.4382789,1.5041239,0.7670968,1.3474975,1.1612084,1.1133908,0.17079496,0.1246866,0.9282316,0.988109,0.46131945,1.0200961,0.3682692,0.9809415,1.2251285,1.1375734,1.0350592,0.54426175,1.1963722,1.2022822,1.181293,0.93445456,1.2974336,1.1703895,0.37835026,1.2614875,0.0,1.3441854,1.292666,0.93389,0.98294675,1.2231958,1.0660869,1.1221585,0.92412364,0.99307275,0.5819649,1.002356,1.1811086,1.1293639,1.0569279,1.0308675,0.92314386,1.1491157,1.1533946,0.9265678,1.3334397,1.0204556,1.3655887,0.78515697,1.0625981,1.3632798,1.5237923,0.76433456,0.74526346,0.38405114,1.2390419,1.065278,0.8654976,1.4260429,0.8960398,0.95302385,0.32319266,0.89099616,0.7138306,0.809065,0.68580186,1.1407517,1.14735,1.5370363,1.4957808,1.2856824,1.2587676,0.4332397,0.4437822,1.0279068,1.0529962,0.88086015,1.2008612,0.7392699,0.33473766,1.3829151,0.9405064,1.0685927,0.3291552,0.8971869,0.98856884,1.0415623,1.0789374,1.4052603,1.1560745,1.3510932,0.98536164,1.1281488,1.0308628,1.34583,0.4690699,1.1905062,0.4536999,1.1380562,1.0969958,0.89218235,0.77198565,1.3202326,1.4386307,1.1593444,0.38331163,0.82182074,0.85392165,1.3830798,1.0139728,0.8845636,1.328061,1.0831375,0.37909776,0.5444915,1.0048572
dog,0.6556927,1.170187,1.2776237,0.8597086,1.0252017,1.2109133,0.6822473,1.1576159,0.93277967,0.9186084,0.6866869,1.3578326,0.7704426,0.76918924,1.1319268,0.7160779,0.92020804,0.90246713,1.2966478,1.3314326,1.0394123,1.0762362,1.3428817,1.2384276,1.40954,1.1841989,1.1736628,0.73178256,1.0427129,1.2445093,0.8134897,0.9788271,0.9492844,1.0706942,0.59571224,1.0197443,1.4791088,0.7467216,1.3441854,0.0,0.5015257,1.0913565,1.1535435,0.8301197,1.1664548,0.86381346,1.2841494,1.1735264,1.2007035,1.0610548,1.061264,0.88053906,1.1140333,0.99882734,1.2081616,1.0235252,0.84001577,1.0410943,0.68308693,1.0098493,0.91895694,1.2023368,0.5402589,0.8888395,0.7824655,1.390906,1.2888675,1.3628372,0.5807557,0.84192514,1.0639949,0.7479706,1.0635034,1.0594482,1.3163357,1.1580765,1.4187112,1.0677917,1.2202556,0.944473,0.91754884,0.6922636,0.74044794,0.8002942,0.42096674,1.4886897,1.4715936,0.95663136,1.2260005,1.0838747,0.79400843,1.055544,1.3761313,0.4021265,0.99364185,0.9785012,1.3977661,1.0504092,0.840861,1.0604806,1.2363198,0.74229795,0.97639763,0.973804,1.2459216,0.81339157,0.9993943,0.697286,1.4540029,0.8243083,1.3473855,1.067326,1.148253,1.1213212,1.3193793,0.7215051,0.7255425,0.8363826,1.3891469,1.262001,1.2117689,0.99233985,1.0285393,0.86315143,0.6362842,1.0700936,1.2625403,1.4145429,0.94753546
doll,0.75058573,0.9565139,1.1313891,0.9413102,0.8813769,1.1077112,0.61979055,0.99107593,1.0382462,1.1004936,0.74445456,1.2560742,1.0175693,0.6735469,1.0615586,0.85410196,1.055512,0.6341814,1.230261,1.3017101,0.8473586,1.0258489,1.1027112,1.0708989,1.3100755,1.1801696,1.0801668,1.1761404,1.023072,1.1306543,0.9741162,1.1318761,1.0421077,0.93721503,0.8748479,0.95212305,1.3043761,0.78339875,1.292666,0.5015257,0.0,1.198506,1.1104429,0.91139245,1.2550081,0.88789433,1.1084415,1.1492525,1.0412323,0.9100831,1.0022339,0.61977446,1.2511213,1.0679222,1.0991044,0.7886177,1.0966382,0.7967894,0.76563686,1.0286665,0.821628,1.0255344,0.85619444,1.0284973,1.008302,1.3843538,1.2175007,1.2965928,0.94060713,0.90395653,0.96794283,0.61396044,1.0080267,0.94060785,1.2761209,1.1788275,1.2005552,1.1605572,1.1023592,1.092912,0.69639593,0.6560274,0.9476537,0.7123636,0.6168162,1.3136806,1.2988663,0.9648169,1.2655187,1.1025263,0.6989533,0.9939846,1.2618581,0.6459977,0.85850775,0.8616117,1.2903695,1.0799934,0.8945784,1.1760666,0.9751327,0.9453834,0.9862173,1.0157495,1.2041625,0.8861583,1.2412488,0.7313896,1.2369441,1.0673622,1.2745748,0.8505523,1.1783268,0.98894614,1.1974876,0.583017,0.82782936,0.8223956,1.1935964,1.0499185,1.2448266,0.92173326,1.0758599,0.38377655,0.50024116,1.213918,1.2580945,1.289819,1.1065408
door,1.1591839,1.147259,1.2092731,1.0298008,1.2021244,1.1754143,1.2184001,0.96977115,0.4794948,1.1348512,0.9714004,1.1022973,0.67546314,1.1116077,1.0558815,0.9178195,0.8944235,1.1686462,0.9696303,1.1216661,0.95568633,1.093419,1.0156388,1.0976005,0.8573166,0.9316494,1.1133583,0.8551574,0.6080285,0.9185556,0.42219794,1.0644523,0.81598485,1.142437,0.661947,1.0469705,1.2211236,0.6946623,0.93389,1.0913565,1.198506,0.0,0.6723902,0.915646,0.9187269,1.0272515,1.2009323,1.1898108,1.1772207,1.168138,1.1928836,1.2627535,0.97353417,0.9648538,1.117732,1.1643126,1.0759596,1.2404904,0.950988,1.1721066,1.0877907,1.2253271,1.0851163,0.8614922,0.9918585,1.0060693,0.4202956,0.7582601,1.0242145,1.0186412,0.79829836,1.104188,1.0882976,1.0589856,1.1712592,0.90876555,1.0899546,0.9821111,1.268781,0.516924,1.1135637,1.0892864,0.96366906,1.1203312,1.1568657,1.1911061,1.1533959,1.0621284,0.84121406,0.98038155,1.0689183,0.8861606,1.1317458,1.1807423,1.1387569,0.9796307,0.9509876,0.39145726,1.1797484,0.85918885,1.2206213,0.93474567,1.1300089,1.0438228,1.107536,0.73043615,0.757432,1.0265422,1.231409,0.951431,1.1813626,1.1763408,0.85672873,1.1867163,1.0316826,0.9822706,0.9455025,1.0438141,1.1258175,1.2583344,1.2766674,1.1738486,0.8814197,1.2853494,1.2019615,0.8627041,0.7453418,1.144593,0.37576514
drawer,1.1212825,1.0223044,1.1135635,0.990164,0.9989666,0.9159796,1.1787306,0.68979394,0.73894465,1.1173847,1.08694,0.8395652,0.77801347,1.1240684,0.94982505,1.0414531,1.0225186,0.9193899,1.0008293,1.0520701,0.58667743,1.0313172,0.7660277,1.0676003,0.8053568,0.88886356,1.0656298,1.2186701,0.7991462,0.77655846,0.9574764,1.0630268,0.88544375,0.97053885,0.9219046,0.9012177,1.0723132,0.7436287,0.98294675,1.1535435,1.1104429,0.6723902,0.0,1.1057673,1.0793183,1.2229613,1.0646752,1.0225,1.0880456,1.1140546,1.0556923,1.0272256,1.1673334,1.077899,1.0785857,0.9766579,1.1793218,0.93169975,1.2538337,1.1538155,1.0535296,1.0277169,1.0144112,1.0297736,1.127631,0.93611467,0.52745545,0.65989757,1.1350737,0.9875022,0.71601474,1.0476254,1.1791837,0.9072327,1.1490532,0.86979866,1.0584939,1.0345613,1.0994406,0.67447585,1.0625216,1.1656572,1.1185982,1.0086852,1.078806,1.0123061,0.9918252,0.9842805,1.1132452,0.93902403,1.0852691,0.9399611,0.93963,1.0455428,1.0110759,0.6732112,0.8449229,0.6958786,1.06307,1.1229956,0.95463914,1.148634,0.90669334,1.023756,0.97606254,1.007633,0.73704565,1.0450425,1.0529934,1.0556009,1.0972848,0.9957353,0.9770657,0.91749775,0.99759996,0.9638954,1.1554861,1.0793208,0.914806,1.0991464,1.1231816,0.9971858,0.9318814,1.0416758,0.9871731,0.9408682,0.8479196,0.8916099,1.0375118
dress,0.92569834,1.0147048,1.1595287,0.83139,0.9361061,1.1204433,0.8936136,1.1726167,0.84665763,1.1345026,0.719705,1.178619,0.73898923,0.68609256,1.2427609,0.7004768,0.8772516,0.9744899,1.1413062,1.2483608,1.0152692,1.0400157,1.1787086,1.2391974,1.3016177,1.1293844,1.1568848,0.9826129,0.9395508,1.2098701,0.75659466,1.0128571,0.9071176,1.254068,0.7582413,1.0609998,1.2912918,0.8297696,1.2231958,0.8301197,0.91139245,0.915646,1.1057673,0.0,1.1341429,0.96516687,1.1660224,1.1668072,1.2086363,0.9954188,0.91578233,1.1887808,1.1267912,0.91117823,1.1627058,0.8555082,1.0153037,0.96039087,0.72848797,0.82358074,0.9421888,1.185458,1.1080123,0.73138815,0.66724706,1.2218641,1.1751128,1.2447484,0.86421466,0.9227809,1.0065988,0.725334,1.0238472,1.1932769,1.2284579,1.0114542,1.232693,1.2486,1.1480627,0.87007266,1.076317,0.6404932,0.6707812,0.8248682,1.0461671,1.3300426,1.3037486,1.1122239,1.1121855,1.0674995,0.92722225,1.0440931,1.3473039,0.8475866,1.0167103,0.8741889,1.2888662,0.9324617,1.1796268,0.93151546,1.2306305,0.59499717,0.8971272,0.71751887,1.2533017,0.7740875,0.938331,0.75991124,1.2693558,0.8413116,1.1734302,0.898255,1.0648634,1.1239969,1.1496675,0.85918987,0.6679965,0.80511224,1.3092163,1.1785345,1.1583956,0.9057064,0.95102626,1.0612426,0.8939055,1.0291286,1.1539207,1.2990093,0.8640895
