,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,1.2874314,0.939341,0.29190087,1.2443485,0.5887114,0.54952776,0.99267775,1.1350906,1.3584328,0.90383404,1.3556014,0.7057765,1.4239042,1.1993024,0.9670886,1.4382951,1.1549864,1.1801348,0.7036999,0.5612997,1.14605,0.83894455,0.77603453,0.7330221,0.7733824,1.0143969,0.8334496,1.211966,1.2622316,0.95422983,1.250761,0.7197036,1.3503212,0.7214536,1.380558,1.018408,0.5008365,1.4598477,0.68580186,1.2202556,1.1023592,1.268781,1.0994406,1.1480627,1.2331755,0.87311953,0.53793097,0.97051024,0.7256821,0.8210966,1.0004058,0.9743538,1.1859353,1.0457454,0.6534972,0.98014987,1.1464721,0.97160685,1.1644491,1.039427,1.0430726,0.640262,1.1920365,1.3672948,1.2406449,0.7778014,1.093837,0.89101076,1.2157431,0.7746192,1.1549038,1.1965761,1.0803427,0.7889666,0.43565685,1.074296,0.59280443,0.8576714,0.0,1.2862463,1.0625544,1.3283504,1.2228425,1.2571732,0.99538124,0.574873,0.59152764,1.0335766,1.1534461,1.0209703,1.2344911,1.0818596,0.6144642,1.1773574,0.50065595,1.1901984,0.7083827,1.2629684,1.0278658,1.126197,0.8558525,1.2119923,1.1839156,1.0841932,0.7591162,1.1569736,1.1870222,1.3005962,0.49937832,1.3928485,0.56983197,0.9186824,1.0853692,1.0157715,0.6467302,1.3239911,1.2965082,1.2411468,0.56796867,0.5251737,0.545691,1.0919591,1.1605754,0.88409925,1.2049491,1.2605484,0.96171373,0.5965948,1.2775822
oven,1.0940232,1.2412841,1.317347,0.8679966,1.2596897,1.3427367,1.0741706,0.87075365,0.46564204,1.0328258,0.83919483,1.0803938,0.46310675,0.9024445,1.2786297,0.8673194,0.79316545,1.0751789,1.0657471,1.2262883,0.80088055,0.9931739,0.98405194,1.2724967,1.0473833,0.8825561,1.0521584,0.91944975,0.611547,1.1432363,0.5209261,0.9617886,0.65354705,1.2737494,0.49699998,1.0420519,1.4139628,0.45305133,1.1407517,0.944473,1.092912,0.516924,0.67447585,0.87007266,1.032023,0.9728643,1.2698666,1.3179324,1.3634894,1.2267535,0.9000381,1.3595281,1.1015629,0.75793946,1.206046,1.1154252,0.9787212,1.2621077,0.78926456,1.0858434,0.9583718,1.377048,1.0852987,0.6852487,0.71308184,0.95690703,0.7256443,1.1212902,0.96312076,0.88648945,0.8399345,0.9687251,1.1135279,1.1650559,1.3107915,0.98566145,1.3684084,1.2663519,1.2862463,0.0,1.2273147,0.8380152,0.7032109,0.9416075,1.054192,1.3575747,1.3743927,1.1472517,1.0478429,1.1773144,0.9372585,1.1112301,1.312376,0.9369618,1.1905981,0.8548504,1.0608712,0.4068495,1.2671506,0.8152269,1.2383184,0.7606505,0.96774113,0.8978896,1.0229777,0.75447327,0.46829367,0.83223903,1.4241217,0.9370061,1.2881417,1.0979769,0.8857414,1.1659409,1.1916496,0.77048016,0.69761914,0.89556587,1.3162628,1.3788207,1.2057383,0.9351927,1.0393792,1.291132,0.8485859,0.88043875,0.97905946,1.2707092,0.68331224
owl,0.47788626,0.97879034,1.0645521,1.0879041,0.9281226,0.98235875,0.9339328,1.0503175,1.1865481,0.85785836,0.99399686,1.2290514,1.1936293,1.0149649,0.8552271,1.0276462,1.1366512,0.7504753,1.158205,1.1558981,0.961923,1.1521981,1.1034831,0.8981598,1.1717464,1.0425032,0.84448075,0.9584382,1.1935112,0.9383493,1.0506452,1.1845982,1.0520706,0.6449417,1.1805848,0.8365915,1.0561042,1.0883263,1.14735,0.91754884,0.69639593,1.1135637,1.0625216,1.076317,0.92852956,0.8894421,1.193013,0.86504674,0.90325254,1.1541417,1.1489642,0.37723327,0.9862833,1.0911272,1.0120995,1.1249104,0.74870133,0.83429325,1.0415581,0.974398,1.1162195,0.87638754,0.8999259,1.1822203,1.1620923,1.2652751,1.1340863,1.0905497,1.0483137,1.0541911,1.0321507,1.0587605,0.84996486,0.7670436,1.1406965,1.1850038,1.0092367,0.9745913,1.0625544,1.2273147,0.0,1.0424551,1.1386374,0.8386144,0.81672364,1.1551824,1.1576779,0.79432774,0.9464403,1.1569687,0.80096185,1.0012263,0.9973327,1.0615202,0.93197465,1.0168893,1.1812187,1.1595292,0.58679426,1.162188,0.7429172,1.1347365,1.0496184,1.1126498,1.1367488,1.0905298,1.2973957,1.0492376,1.1412096,0.8977723,1.0733309,1.1769713,1.1038567,1.0225668,1.0214942,1.0624936,1.1014087,0.9331014,0.954554,1.137274,1.2240343,1.1449219,1.1342174,0.5847983,0.8558092,1.0344052,1.1621768,1.1298819,1.0678272
pajamas,0.814523,1.0733758,1.4416625,0.5251813,1.2593962,1.4818585,0.6887802,1.1521617,0.8134038,0.98650634,0.4149437,1.2828746,0.54084325,0.17259443,1.4613358,0.47197616,0.79970026,0.92395353,1.5395793,1.5262861,1.1184212,0.87063086,1.4566574,1.3070836,1.6179199,1.1659697,1.1197305,0.8906547,1.0358421,1.5038344,0.7114007,0.9831967,0.6316279,1.4076033,0.65717334,1.0472088,1.5468118,0.59857464,1.5370363,0.6922636,0.6560274,1.0892864,1.1656572,0.6404932,1.0055394,0.8150366,1.1599098,1.2452174,1.4833533,0.9525763,0.85628736,1.2061334,1.0054013,0.9680237,1.2132109,0.8373723,0.8929478,1.0820248,0.4438135,1.0320705,0.61656487,1.4550462,1.0331268,0.52338386,0.36662638,1.2945843,1.40766,1.6012405,0.70146984,1.0490209,1.1913805,0.53349745,1.0719334,1.1772729,1.3833053,1.1972364,1.4129703,1.3092808,1.3283504,0.8380152,1.0424551,0.0,0.40100515,0.6579263,0.9302255,1.5475345,1.534319,1.1721494,1.0413892,1.1010127,0.72393894,1.3364196,1.6509639,0.62311643,1.2416784,1.0295768,1.560726,1.1611565,1.2380967,0.83070725,1.2279153,0.32878125,0.6891668,0.64204717,1.2434314,0.65738845,1.0098208,0.5132996,1.4808677,0.638114,1.4456716,0.91073895,0.9605153,1.2975118,1.3348303,0.5384728,0.2249592,0.6568321,1.5954192,1.2466786,1.0165937,0.57914007,1.0401094,1.1467047,0.5404371,0.93283707,1.511172,1.4186435,0.9617847
pants,0.97043943,1.0290468,1.4051787,0.5869637,1.2719586,1.4604712,0.7836347,1.2874167,0.837669,0.97341454,0.62941873,1.0783103,0.4487146,0.50290215,1.4430063,0.60135335,0.7187962,1.1226785,1.4837904,1.4569002,1.2407954,0.86413074,1.4448895,1.1462841,1.4449407,1.100345,1.081687,0.83309937,0.98416215,1.4811782,0.71496606,0.7463964,0.8118737,1.2669346,0.56841344,1.0776265,1.4903315,0.7834844,1.4957808,0.74044794,0.9476537,0.96366906,1.1185982,0.6707812,0.98964643,0.8513501,1.0618694,1.2394658,1.4621756,0.90004605,1.0081383,1.3074782,1.0172104,0.98536044,1.1021163,0.834058,0.8696944,1.2812142,0.6467594,1.0967087,0.7259673,1.3297715,0.99966925,0.5498173,0.110225976,1.0715026,1.2360828,1.5522976,0.70384824,0.93905264,1.2254996,0.64611244,1.1501155,1.2411212,1.3256596,1.054431,1.2948043,1.2842195,1.2228425,0.7032109,1.1386374,0.40100515,0.0,0.8548144,0.9242101,1.479685,1.4812367,1.1666502,1.0484108,1.0735487,0.9346011,1.353749,1.5565124,0.60268015,1.2080383,0.99681395,1.4106162,1.0208606,1.2426904,0.88376176,1.227308,0.28252554,0.73154545,0.40534508,0.95256734,0.7434896,0.853827,0.7348723,1.3927081,0.76715064,1.3677064,0.8983669,0.9329193,1.3548119,1.2492732,0.7968558,0.3417809,0.89076614,1.5593723,1.1533351,1.0107428,0.67027587,0.9023129,1.355592,0.90904164,0.92015725,1.3551294,1.3507066,0.9603943
paper,0.52817774,1.1882126,1.3247774,0.72721434,1.0476142,1.220393,0.839635,1.0850202,0.8607832,1.0279828,0.4500342,1.3087204,0.8498478,0.50604475,1.1206354,0.73562634,0.9088617,0.17203593,1.2689984,1.3397717,0.54229075,0.9751472,1.2526617,1.2443433,1.4716731,1.2305964,1.0354012,1.1125976,1.0895733,1.2274672,1.0253264,1.0941117,0.7991034,1.2429286,0.8573954,0.7801326,1.3258333,0.7134314,1.2856824,0.8002942,0.7123636,1.1203312,1.0086852,0.8248682,1.1241473,0.91499126,1.2506309,1.1905499,1.2480863,1.2309874,0.8654109,0.78485024,1.1207486,0.9821589,1.2583315,1.1565437,0.9846598,0.49343485,0.76840234,0.9335029,0.78673935,1.4109287,0.90413755,0.8091151,0.90038466,1.3592026,1.2405602,1.3439986,0.8653389,0.99465835,0.8846544,0.8270329,0.8917998,1.1866754,1.3190922,1.1138456,1.2942346,1.3187306,1.2571732,0.9416075,0.8386144,0.6579263,0.8548144,0.0,1.0022914,1.3048095,1.3076274,0.9847473,1.1456332,1.2929566,0.64538276,1.1330134,1.3269856,0.83904505,1.1636121,0.92127997,1.4034303,0.9976959,0.9436065,1.1188256,0.95060307,0.81879854,0.915109,0.9984021,1.2846366,0.82105577,1.0572394,0.5663779,1.5081625,0.7529588,1.2562618,1.1369818,1.1190126,1.0881345,1.2665792,0.74774814,0.73685217,0.31944263,1.3729765,1.3109095,1.1685275,0.7053804,1.200722,0.7670629,0.4324867,0.99686927,1.3258264,1.4314731,1.0109527
pastry,0.78784096,1.1401528,1.0727903,1.0343357,1.0008314,1.0890894,0.7176762,1.0908089,1.101709,0.8986383,0.9659818,1.143316,0.9563621,0.9348051,1.1319307,0.90600145,1.0198514,1.0148411,1.2162884,1.1920472,1.0643365,1.1370004,1.1663291,0.93415904,1.2177682,1.074132,0.8445798,0.91443884,1.0755188,1.203458,0.98337245,0.9580356,1.1028467,0.73388106,0.85784227,0.93611324,1.211544,0.9256005,1.2587676,0.42096674,0.6168162,1.1568657,1.078806,1.0461671,1.1858206,0.9003847,1.0815737,1.0147586,1.0028803,1.0483497,1.0082834,0.7373808,1.1462425,0.9930562,1.0135658,0.9559622,0.85808504,1.0249921,0.91519165,0.9712068,0.95539427,0.9515622,0.7712659,1.0705965,0.9205012,1.2037684,1.2422487,1.2509961,0.72818196,0.9279796,1.0392387,0.91803974,1.0688891,0.8476423,1.1599307,1.0661578,1.2234747,0.9984802,0.99538124,1.054192,0.81672364,0.9302255,0.9242101,1.0022914,0.0,1.237525,1.2202244,0.93391806,1.165252,0.9992176,0.87627745,1.112396,1.1260576,0.7285666,0.9102814,1.0184364,1.230267,1.1174738,0.7925557,1.1266776,1.0329874,0.9723706,1.0949386,1.0866351,0.96952677,1.0128322,1.0566924,0.94077486,1.1972846,1.0323362,1.1472414,0.9805608,1.1411941,1.0383205,1.1605916,0.9439122,0.971801,1.0663903,1.1783177,1.0828005,1.0336447,1.0466697,0.99973536,0.86113596,0.7470643,1.1108131,1.2701795,1.2340137,1.0957482
pen,1.320993,0.7814941,0.48629737,1.3035659,0.9043223,0.6764817,1.2304865,0.9135179,1.3992577,1.1145083,1.5265174,0.5485004,1.5547459,1.4780823,0.6595763,1.511505,1.3091277,1.0804437,0.41198617,0.36028123,1.046764,1.0009756,0.6169096,0.626867,0.46590734,0.84674704,0.84643364,1.3363339,1.156351,0.72303075,1.4339315,1.0715995,1.3831112,0.76838076,1.5460088,1.0211716,0.09691,1.5500152,0.4332397,1.4886897,1.3136806,1.1911061,1.0123061,1.3300426,1.1148609,1.1486244,0.4923315,0.68249583,0.5517347,0.820282,0.7934648,0.93599313,1.1085768,1.2111648,0.60568213,1.0021578,1.3011415,0.8165982,1.4144918,1.0068277,1.0732713,0.56891257,1.1291411,1.3319623,1.4496442,0.3862611,0.74695444,0.5466408,1.2844387,1.2001755,0.96756417,1.3514957,0.9598505,0.98150617,0.35682476,0.8080594,0.41546822,0.68483293,0.574873,1.3575747,1.1551824,1.5475345,1.479685,1.3048095,1.237525,0.0,0.061720848,0.98164785,0.962885,0.80913925,1.2791034,0.8774173,0.33890617,1.3658018,0.8665659,1.1178496,0.44683278,1.146957,0.8971754,1.0645157,0.55457467,1.5253985,1.1573763,1.2665038,0.65824974,1.3640289,1.2043991,1.4669462,0.2563759,1.3932273,0.36722004,0.9377898,1.0396351,0.6362971,0.7096873,1.3788594,1.52696,1.3107438,0.4115317,0.48591053,0.6473378,1.0189809,1.0043598,0.9096769,1.4208449,1.1325145,0.53728163,0.35344434,1.2688618
pencil,1.3060466,0.7587777,0.48309267,1.2642527,0.8557905,0.64182186,1.2077919,0.89089406,1.3727108,1.1598052,1.4862679,0.5689115,1.5132718,1.4600642,0.7127769,1.4505177,1.3232996,1.0695363,0.4134829,0.3963784,1.0063246,1.0491902,0.6307601,0.657979,0.4798748,0.8324973,0.843323,1.2899925,1.091182,0.7463423,1.3855261,1.1133885,1.3939253,0.8238208,1.5039775,1.0214989,0.15611243,1.5363511,0.4437822,1.4715936,1.2988663,1.1533959,0.9918252,1.3037486,1.119629,1.2027584,0.49447936,0.7203661,0.60856426,0.77023923,0.7922389,0.9599476,1.0962738,1.1692185,0.6518086,0.9573654,1.2871332,0.7831231,1.4454358,0.99261343,1.0376219,0.57938504,1.1662909,1.3274287,1.4409249,0.46288633,0.75577104,0.5358851,1.2529781,1.171142,0.8905517,1.283435,0.9792112,0.937873,0.38797474,0.7642977,0.4708104,0.7054867,0.59152764,1.3743927,1.1576779,1.534319,1.4812367,1.3076274,1.2202244,0.061720848,0.0,0.9940796,0.9505368,0.7545997,1.2529459,0.86831737,0.3720727,1.3769197,0.8369358,1.1096699,0.5065087,1.1108601,0.9023416,1.1033413,0.573863,1.5103668,1.1618868,1.2762945,0.6898575,1.3699076,1.1945939,1.4384593,0.2929417,1.3506813,0.42809427,0.88931274,1.0205,0.61849046,0.7681844,1.3903954,1.546004,1.2817123,0.45268536,0.4914003,0.6941478,1.0157349,0.96538615,0.9279031,1.3975613,1.1393421,0.58993876,0.390033,1.2130351
penguin,0.72260165,0.97559214,1.079423,1.0699713,0.93274933,0.9431576,1.0439469,1.073781,1.0999783,0.9807955,1.1384948,1.054655,1.1265312,1.1316124,0.6010493,1.1391947,1.1232985,0.9070916,0.99600255,1.0323162,0.92369705,1.0930188,0.93524885,0.9706346,0.93672085,1.028752,0.8964869,1.0193762,1.0445431,0.87165654,1.1804259,1.0736319,1.0734026,0.8596109,1.131033,0.9993444,0.9826715,1.1245697,1.0279068,0.95663136,0.9648169,1.0621284,0.9842805,1.1122239,0.9806214,1.0374424,1.1126795,0.74569213,0.94391197,1.1004186,1.1472774,0.5316817,1.0388906,1.0699532,1.0765704,1.0826647,1.0301116,0.9364285,1.0964218,1.0431787,1.1208183,0.86916345,0.83748794,1.0581998,1.1689761,1.0407753,0.9552128,0.8914437,1.1740706,1.0026383,0.9729366,1.0639722,0.9822795,1.0285374,1.0915179,0.986523,0.96746665,0.93105906,1.0335766,1.1472517,0.79432774,1.1721494,1.1666502,0.9847473,0.93391806,0.98164785,0.9940796,0.0,0.89484084,1.0582196,1.0326948,0.90943444,0.935941,1.0425978,0.9832627,0.98337525,0.9895554,1.0287497,0.7304975,1.0907004,0.8828048,1.1189085,1.096262,1.0380317,1.0286793,1.0982823,0.9931391,1.0646155,1.0339322,1.1196951,0.9566721,1.0788162,1.0614113,0.91779625,0.9326532,1.0894713,1.0825849,1.0796193,0.923572,1.0615816,1.0857099,1.0916557,1.0241847,0.83565724,1.0243179,1.0716236,0.9513754,1.0136526,1.0498723
pickle,1.0615119,1.0942686,1.10888,0.9628253,1.2508962,1.1287764,1.0801705,1.109592,1.0473641,1.0083514,1.1636022,1.0103366,1.0607401,1.0586064,0.9190855,1.0592896,0.9993857,1.1513141,1.0476232,1.0613618,1.18992,0.9955031,1.1049196,0.9243645,0.986126,0.86819893,0.7990916,0.6514778,0.9779196,1.004269,0.9708546,1.2060856,0.9595414,1.0577698,1.1208453,0.97093475,0.9521822,1.1105144,1.0529962,1.2260005,1.2655187,0.84121406,1.1132452,1.1121855,0.49297202,1.0731301,1.0938984,0.8215417,1.0611026,1.0988274,1.0756593,1.0078337,0.50795066,1.0732405,1.0072409,1.2239119,0.9010161,1.1765133,1.0655618,0.9895369,1.0780258,1.0423672,1.0263039,0.8488506,0.9873604,0.9333439,0.93980515,0.9378573,1.055708,1.115516,1.1669903,1.1038262,0.8775798,0.9745928,1.0450262,0.91874397,0.82246566,0.86220545,1.1534461,1.0478429,0.9464403,1.0413892,1.0484108,1.1456332,1.165252,0.962885,0.9505368,0.89484084,0.0,0.99116224,1.0037956,0.9836751,1.0134318,1.1417348,1.098928,1.0754484,1.0886239,0.98663825,0.9689319,0.69768614,0.9954899,0.98713464,1.1004188,0.77449787,1.1594911,1.2384377,1.0351069,1.0457994,1.0101818,0.91175675,0.971327,1.1594384,0.69422317,1.0099648,1.0631919,1.1616464,1.0155494,1.1358881,1.0481831,1.1346517,1.1027021,0.9858456,0.9528391,1.2657617,1.199133,0.8053331,0.9867867,1.0223202,0.84747326
pillow,1.241322,0.81119967,0.9382574,1.1030816,0.94106066,0.82565886,1.0705816,0.775015,1.0825742,1.2260392,1.034043,0.82425624,1.0239135,1.054424,0.8968911,0.60464114,1.1171825,1.1713946,0.88085705,0.86528504,1.1027282,1.0214169,0.7830498,0.92619157,0.53988534,0.9334113,1.1426733,1.013232,0.8475282,0.91370684,0.9398562,1.0819964,1.1784796,0.99673915,0.7987243,1.1698713,0.8571789,1.1268412,0.88086015,1.0838747,1.1025263,0.98038155,0.93902403,1.0674995,1.0692558,1.2460268,0.8874054,0.6918489,0.8060043,0.76312983,1.1825866,1.1185144,1.0084995,1.147873,0.9901948,0.5661606,1.2135444,1.0323616,1.299959,1.1049503,1.1668369,0.5312139,1.1540825,1.0095235,1.0321991,0.9179027,0.87669915,0.6850008,1.0131208,1.1273156,0.9205505,0.8745947,1.2070045,0.90240204,0.95524454,0.45127428,0.8546345,0.7992133,1.0209703,1.1773144,1.1569687,1.1010127,1.0735487,1.2929566,0.9992176,0.80913925,0.7545997,1.0582196,0.99116224,0.0,1.1990796,0.8273359,0.74386185,1.0823249,0.9352319,0.9592825,0.74376935,0.9137963,1.0279557,1.0607486,1.0562664,1.1208507,0.8520875,1.0399737,0.7336385,1.2904596,1.1167138,1.2405701,0.64049846,0.94360393,0.91219777,0.7124879,0.982866,0.8560529,0.9860836,1.1131718,1.2177181,1.3698299,0.780155,0.7819273,0.97484523,1.0621756,0.3879925,1.1261967,1.2812469,1.1866958,0.8622735,0.82196826,0.98548263
pizza,0.7116599,1.2180116,1.221919,0.9293934,1.1305739,1.269564,0.83938295,0.9857925,0.92275727,0.94702095,0.7140082,1.3130739,0.82397574,0.76888806,1.1293182,0.7815478,1.0303705,0.6991361,1.2079302,1.2278173,0.8312378,1.0901135,1.2492293,1.1805484,1.32829,1.0241841,0.8741411,0.95362484,0.9958063,1.2502868,0.9253981,1.1404892,0.8752474,1.120182,0.8720687,0.89963746,1.2538774,0.78885657,1.2008612,0.79400843,0.6989533,1.0689183,1.0852691,0.92722225,1.0429308,0.9561145,1.3018163,1.0791849,1.0381742,1.1693069,0.84265214,0.8599925,1.0663384,1.0913653,1.2192671,1.1704202,0.81924295,0.8445383,0.7933866,0.840531,0.9087123,1.2665482,1.0511088,0.95612365,0.9379535,1.3116448,1.227741,1.3295224,0.87333566,1.0309517,0.940262,0.96672904,0.6836095,1.0105025,1.279365,1.1407449,1.3362149,1.1971761,1.2344911,0.9372585,0.80096185,0.72393894,0.9346011,0.64538276,0.87627745,1.2791034,1.2529459,1.0326948,1.0037956,1.1990796,0.0,1.0857128,1.2957518,0.9269481,1.1154776,1.0170025,1.268784,0.94792163,0.95949036,0.9632282,1.0715084,0.8878552,1.0476575,1.091341,1.2035613,0.9348566,1.0738574,0.56182784,1.3887956,0.7208855,1.1073902,1.1510001,0.98608077,1.1294448,1.2474289,0.75227606,0.80491364,0.6659802,1.2476175,1.3517337,1.284142,0.82351923,1.101419,0.8063657,0.53663146,1.0510281,1.2523315,1.3853306,0.9334121
plant,1.0373528,0.98526925,0.9177039,1.2375343,0.81589925,0.7780849,1.0392845,0.716025,1.0146247,1.1803192,1.2355517,1.0448228,1.239157,1.3284807,0.56347007,1.1034157,1.1488547,0.9669191,0.6454595,0.88627666,0.932543,1.1569077,0.6489267,1.0258484,0.62940097,0.911467,1.1533374,1.1173573,0.84757125,0.55679303,1.1085914,1.2348495,1.1394205,0.9786994,1.0939645,1.0623991,0.9034601,1.067325,0.7392699,1.055544,0.9939846,0.8861606,0.9399611,1.0440931,1.0301689,1.2072041,1.2011042,0.7047144,0.43914402,1.0683473,1.0628258,0.840256,1.0267637,0.9411311,1.1035527,0.9809295,1.2049733,0.8800824,1.1469202,0.94996214,1.268522,0.8808779,1.0221766,1.030901,1.3679295,1.0475441,0.6866088,0.56273156,1.1583966,0.9873593,0.7991446,1.0991297,1.0170541,0.99338317,1.0708548,0.8290777,0.89924306,0.94813865,1.0818596,1.1112301,1.0012263,1.3364196,1.353749,1.1330134,1.112396,0.8774173,0.86831737,0.90943444,0.9836751,0.8273359,1.0857128,0.0,0.8219681,1.1951891,0.7758422,0.70459986,0.7866081,0.7842318,0.8191637,0.9288006,0.9445138,1.297321,1.0060269,1.2267262,1.0210346,1.1434478,1.0494579,1.1121151,0.87633723,1.1922045,0.9556784,1.0965742,1.025616,0.69126284,0.98392224,1.001117,1.2600908,1.1431621,0.71842784,1.0447152,1.2956457,1.2730578,0.8851166,0.82998645,1.2076172,1.0619714,0.5689816,0.94460505,0.9033556
plate,1.3007367,0.97087866,0.4911778,1.44028,0.7604581,0.4199698,1.2772496,0.8589078,1.2266808,1.0600669,1.4857082,0.61652154,1.5495806,1.5480258,0.65895295,1.4004327,1.2817061,1.0597229,0.39748073,0.23756456,0.97841436,0.95102197,0.5156264,0.69561654,0.32699597,0.86113703,0.9969493,1.17279,1.1210349,0.40550637,1.4185112,1.0936072,1.3261112,0.6588675,1.463667,1.023295,0.29631615,1.4678922,0.33473766,1.3761313,1.2618581,1.1317458,0.93963,1.3473039,1.0985656,1.1835334,0.8671775,0.6961237,0.4909451,0.99194306,1.060691,0.86128163,1.0815872,1.0479023,0.82361233,1.10833,1.1682432,0.8725158,1.4912393,1.0451797,1.4036443,0.48916376,1.0209972,1.4909866,1.574363,0.5700064,0.78721774,0.3755101,1.2523998,1.0141737,0.918333,1.4798559,0.9471041,0.7749624,0.4754598,0.79019094,0.557728,0.7688749,0.6144642,1.312376,0.9973327,1.6509639,1.5565124,1.3269856,1.1260576,0.33890617,0.3720727,0.935941,1.0134318,0.74386185,1.2957518,0.8219681,0.0,1.3969598,0.85158587,1.1476117,0.29045308,1.0711447,0.8283423,1.1578624,0.78844726,1.5610527,1.1290226,1.3658433,0.71490735,1.3302326,0.97527426,1.5012188,0.3525411,1.278351,0.39146793,1.106342,1.0620382,0.6951905,0.6359192,1.4280953,1.5790006,1.3157986,0.25095922,0.76143587,0.7927828,1.3891349,0.89300495,0.84651405,1.3582078,1.1859097,0.62019444,0.45909572,1.1911224
pony,0.7857291,1.011708,1.2883177,0.66858757,1.1244122,1.2767444,0.67542285,1.1339893,0.98373866,0.9732779,0.68220305,1.1139612,0.7560242,0.6291071,1.1958882,0.74992794,0.87151545,0.9093145,1.3615427,1.3483729,1.055729,0.99222475,1.298586,1.156062,1.4122986,1.1244109,1.056924,0.95405465,1.0827951,1.2800295,0.87105274,0.9178822,0.84852016,1.1174371,0.7048327,1.0230384,1.3879569,0.73423934,1.3829151,0.4021265,0.6459977,1.1807423,1.0455428,0.8475866,1.0937521,1.0508932,1.1473074,1.187578,1.3240601,0.9170215,1.0179092,1.0179409,1.0579779,1.0450174,1.156877,0.85922146,0.94422364,1.115678,0.8272078,0.98529524,0.84305346,1.1967046,0.6455913,0.79222286,0.63232756,1.1886585,1.1999218,1.3755572,0.80201864,0.90153706,1.1030092,0.6498933,1.1657338,1.1383895,1.290662,1.1531245,1.290857,1.2111666,1.1773574,0.9369618,1.0615202,0.62311643,0.60268015,0.83904505,0.7285666,1.3658018,1.3769197,1.0425978,1.1417348,1.0823249,0.9269481,1.1951891,1.3969598,0.0,1.0043117,0.88690954,1.3453466,1.1068572,0.9619164,1.0099236,1.0824058,0.6650255,0.924452,0.68984663,1.1460241,0.9056782,0.95078063,0.7425877,1.3301615,0.8874451,1.3577125,0.866099,1.1128788,1.1604947,1.3059454,0.6377334,0.6760529,0.9201432,1.3856611,1.16059,1.0568998,0.6904102,1.0757244,0.9639826,0.6924568,0.99584407,1.2709556,1.2454202,1.0541309
pumpkin,1.0835766,0.8438971,0.61113954,1.0930393,0.38965404,0.5383243,0.68586993,0.96371233,1.2674314,1.0312703,1.2993965,0.98704886,1.3338466,1.1844065,0.91904825,1.2495897,1.2056587,1.053695,0.8990725,0.95329124,1.0424855,1.0003682,0.8068744,0.74647576,0.91756743,1.0676701,0.93898064,1.2692995,1.0294985,0.86899906,1.1145294,0.9348632,1.2266167,0.8245488,1.2237533,1.0163878,0.8663027,1.3016962,0.9405064,0.99364185,0.85850775,1.1387569,1.0110759,1.0167103,1.2271378,1.020926,0.80373955,1.0116826,0.70202386,0.83659846,1.0357337,0.8774932,1.1653265,0.93014544,0.86726916,0.83699816,1.2369578,0.96400446,1.1306152,1.0163201,1.0165385,0.6330094,1.1097254,1.1235641,1.245679,1.0679806,1.0359207,0.8449371,1.0992731,0.46105266,0.9687199,0.8835497,1.1403836,0.71534866,0.90261376,0.99410295,0.8023561,0.95465714,0.50065595,1.1905981,0.93197465,1.2416784,1.2080383,1.1636121,0.9102814,0.8665659,0.8369358,0.9832627,1.098928,0.9352319,1.1154776,0.7758422,0.85158587,1.0043117,0.0,0.9006594,0.9976615,1.1015571,0.8960601,1.0517814,0.8124299,1.1876234,1.1505054,1.0775297,1.0206416,1.211927,1.1683393,1.2265586,0.79974425,1.3859652,0.9041027,0.8584094,1.1007991,0.82636976,1.0076666,1.1250507,1.2333553,1.2253246,0.7927709,0.72312164,1.0577499,1.0642573,1.0608902,0.7694235,1.0409024,1.2644181,0.9298834,0.8674206,1.1993909
