,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
purse,1.0482793,1.1766782,1.0536423,1.1229929,0.9850447,0.8597541,1.1740743,0.81710684,1.0509255,1.1369395,1.0665172,1.0718619,0.9406346,1.1896738,1.1912172,1.0531818,0.7752969,0.9200615,0.52732193,0.68384564,0.8375557,1.1388552,0.7281046,1.184745,0.82128143,0.81544375,1.2169698,1.088725,0.6113552,0.9970379,1.0186312,1.0580274,1.0765038,1.0501722,0.86683464,1.147829,1.1313983,0.86833596,0.75334245,0.8678633,0.8541565,1.0037596,0.8560722,1.0944701,1.2027925,1.1950365,1.1408827,1.1174196,1.3206964,1.160258,0.95731443,1.2350544,0.77862453,1.0989916,0.5982709,1.2395213,0.96724695,1.1330078,1.186655,1.1381823,1.1983378,0.9264952,1.0344052,0.88106215,0.99504703,0.7633529,1.0088012,1.0269116,0.80056876,0.8052265,0.8873774,0.8169755,0.88416135,1.011848,0.9139802,1.3299688,1.1725836,0.8269052,1.2741816,0.97233224,1.2909474,0.96634394,1.2110314,1.1905471,1.0755901,1.0291846,0.8502563,1.0390384,1.0680169,1.1238259,1.0998399,0.89134985,0.94222075,0.82056224,1.2559905,0.0,0.76960766,1.0145017,0.91986346,1.0799345,1.2044061,0.9145765,0.72009164,1.15814,0.75085765,1.1590757,0.8100752,1.1126426,1.0315471,0.9609688,1.0641168,1.1001441,0.7315186,1.3073399,1.2334871,0.9285913,1.1487811,0.6607209,0.87392235,0.6190183,1.2771958,1.3261089,1.0544434,0.92507654,0.8023628,1.0163201,1.0413176,0.82510126,0.49766308,0.9444745,1.0671467
radio,1.2602019,1.196805,0.7180131,1.44724,0.98589325,0.98616236,1.160719,0.7263123,1.3359714,1.2373723,1.3544914,0.470554,1.1765087,1.4559234,1.2189361,1.2716717,0.72972155,1.0822415,0.46829855,0.7566091,0.8655014,0.9454823,0.5251034,1.1445751,0.45719784,0.90427274,0.73273516,0.9984514,0.86903876,1.3125393,0.54063606,1.1124128,1.2566738,0.8044524,0.9611424,1.3403113,0.5991465,1.1092478,0.52609,1.111246,1.0742309,1.1204396,0.5464036,1.374619,1.0936571,1.4390202,1.0222174,1.2867908,1.0215226,0.84208494,0.72677904,0.7113803,0.62261033,0.927634,0.98246765,0.7415936,1.16371,1.2133439,0.98539734,1.3208772,1.3535495,0.9452934,0.8262133,0.9997545,1.1029944,0.62276405,1.3062565,0.6814322,0.86536354,0.58762175,1.010332,0.96768695,0.83925056,1.403486,1.0963681,0.9246751,0.7498145,0.7063996,0.84451336,0.8759814,1.439112,0.75780857,1.1858828,1.370468,1.0706178,1.3021529,0.59562993,0.7747157,0.77127063,0.5598086,1.3059158,0.73893535,1.224549,1.1163311,0.8556326,0.76960766,0.0,0.72982204,0.9154523,0.70184803,1.3814075,1.3545339,1.0055851,1.3911635,1.0981277,1.1921786,0.8221412,1.143579,1.3997483,1.2235845,0.54083616,1.0861561,0.58310515,1.1894563,1.3653872,0.46938717,0.6673404,0.9952135,1.3695455,0.72586733,0.9311156,0.8500646,0.6937274,0.6821493,0.82297957,1.2781179,1.0467919,0.88013935,0.77366066,0.5224166,1.2055557
raisin,1.3060961,1.0547246,0.42802727,1.3863473,0.47903073,0.6661709,1.0953109,0.9603162,1.3744413,1.1691895,1.427358,0.68100834,1.4398394,1.3886744,1.1958644,1.3952011,1.1273451,1.3185155,0.72233367,0.7630792,1.3298175,0.81481814,0.85482633,1.1858765,0.820954,1.1062429,0.6879432,0.9639836,1.0046366,1.2189747,0.47960478,1.2349269,1.1955792,0.68463755,1.2982479,1.2764131,0.4940983,1.4549482,0.62648416,1.1929468,1.1529765,1.146584,0.8863765,1.289469,0.8629779,1.0186774,1.1079602,1.1978059,0.66639173,0.81072795,0.892813,0.58642566,0.71972847,1.0091956,0.8803863,0.549788,1.1059084,1.238827,0.9319087,1.1865789,1.1969168,0.6872536,0.7042848,1.122833,1.2045536,0.87867075,1.3769114,0.7742434,1.1371739,0.64765143,1.0499403,0.9653291,1.1468011,1.3536053,1.1311175,0.78622925,0.33002084,0.9172316,0.59171,0.30119884,1.0281029,1.1094998,0.9817541,1.3448803,1.0957148,1.3619303,0.691088,0.8042906,0.9098719,0.7465746,1.4086853,0.8709316,1.0414083,1.2312926,0.57156074,1.0145017,0.72982204,0.0,1.2686216,0.64748645,1.1306891,1.2747653,1.1066903,1.3614626,1.2037524,1.1827935,0.9929093,1.2699504,1.223025,1.4128081,0.414688,1.2063576,0.8334969,0.97777086,1.034783,0.56820905,0.2978673,1.3766491,1.374841,0.707077,0.633713,0.51085943,0.6529251,0.8549839,0.9534358,1.2946558,1.0838535,1.0050049,1.0664095,0.4200229,1.2367702
refrigerator,1.0983838,1.0101572,1.3692627,0.798536,1.428554,1.2625806,1.2490395,1.0804389,0.5567695,0.96908104,0.64715576,1.0453497,0.60375935,0.9560418,1.0951939,0.959904,0.8472104,1.0095876,0.90480256,1.1836534,0.7204549,1.3062904,1.0375694,1.1168987,0.54740375,0.6845641,1.2724438,0.9094642,0.74543095,1.0789893,1.0356249,0.2806425,1.0348772,1.3065916,0.54405916,1.0881686,1.2968981,0.5821656,1.0171105,0.92475957,1.1971492,0.29230452,0.71464545,0.80978304,1.2010995,1.165059,0.9459488,0.93063295,1.316596,1.3545655,1.1459167,1.2367041,1.1239043,1.307692,0.79891443,1.2462392,1.282369,0.8791398,1.2871481,0.8651053,1.1312394,1.1766576,1.0806645,0.93400466,0.79720473,0.79378515,0.8657902,1.0403966,0.47730768,0.91921055,1.1293781,1.1104593,0.85563695,1.0826315,0.8732672,1.3552783,1.3075018,1.0110393,1.3351713,1.2604806,1.2166075,0.30785912,1.0863633,0.95745766,0.84579086,0.9574047,1.1229439,1.0530146,1.196621,1.0814213,0.9252308,1.0540811,1.1102166,0.90496075,1.3370149,0.91986346,0.9154523,1.2686216,0.0,1.2140228,1.136646,0.9311692,1.1617059,0.8581612,1.0509245,0.8710025,1.240348,0.5488459,0.8733938,0.93980044,1.3322232,0.8612375,0.93231547,1.259514,1.1964552,1.1446519,1.411133,0.84218335,0.6539257,1.1257954,1.3316193,1.3693966,1.1347157,1.0397644,1.2428255,0.94607526,0.878653,0.8824984,0.60983676,1.2581164,0.49684846
rooster,0.99317145,1.1346345,0.42998147,1.3146422,0.77346516,0.8843642,0.94343877,0.9437947,1.4102452,1.23789,1.423229,0.65674853,1.4402761,1.362529,1.2005172,1.3627954,1.0352824,0.9132433,0.71209145,0.882133,1.1353444,0.7980341,0.76124,0.9743274,0.8564727,1.0441556,0.6000923,1.044106,1.0612206,1.1518078,0.49312556,1.2864681,1.2987738,0.67068297,1.2422123,1.1939086,0.38207686,1.3283641,0.62995684,1.1260707,0.9789296,1.2434473,1.0355219,1.326904,1.011743,1.2491305,0.975827,1.1157708,0.88618654,0.5100432,0.4599874,0.70055324,0.6654861,0.7066752,1.0479112,0.6499431,1.1365218,1.1978545,0.6685293,1.1176952,1.2821069,0.80554795,0.82501024,1.2212281,1.3035904,0.8627431,1.3388627,0.7989606,1.090958,0.7522609,0.9144008,1.0114094,1.125346,1.3224566,1.2639275,0.71590304,0.45129645,0.90125275,0.70320916,0.7254549,1.2143342,1.144616,1.0286345,1.3513091,1.1885397,1.0857961,0.63038784,0.62451035,0.92830485,0.6663531,1.0656098,0.5767888,1.1431544,1.1285278,0.7072961,1.0799345,0.70184803,0.64748645,1.2140228,0.0,1.2319518,1.2996128,0.9507022,1.3565583,1.2968888,1.2970831,0.919973,1.3530079,1.3406372,1.2470914,0.4518118,1.1979682,0.7850461,1.1020617,1.2200947,0.57080716,0.47159237,1.1841676,1.2872342,0.88172525,0.7897161,0.63341165,0.41818,0.8549477,0.7629578,1.2781589,1.053854,1.0203154,1.0622233,0.6215615,1.206943
sauce,0.84118354,1.0724324,1.1437043,0.8688171,0.9474151,0.922526,0.66867757,1.0808618,0.75034,0.9265333,0.9646018,1.3350378,1.0186776,0.82452893,0.91267085,1.0360825,1.1180305,0.93281907,1.3274027,0.7872666,1.0076464,0.7497277,1.1681192,0.86669356,1.3962674,1.2390289,1.1534965,1.162956,1.227344,0.4788829,1.2227409,1.0540352,0.7627641,0.9533138,1.2055459,0.5025062,1.3344235,0.9614679,1.2474327,1.1066654,1.110466,1.0961243,1.2067497,0.92940736,1.0421536,0.084255695,1.028278,0.9386614,1.1710807,1.1396213,1.1016123,1.2122296,1.3027906,1.0023097,1.0550386,1.3290951,1.1771106,0.97019935,1.0144339,0.99001974,0.87771106,1.2609391,1.230554,0.9920263,1.0886126,1.2633679,1.0343543,1.2066264,1.2194569,1.1956649,0.9645703,0.85066164,1.0645192,0.87408847,0.8537241,1.1257504,1.2890681,1.3208386,1.2412317,1.1547395,0.09750128,1.222318,1.0803882,0.93463016,1.0623533,0.79521644,1.3472794,1.2918926,0.9703232,1.4250424,0.8014835,1.206053,0.29550588,1.0952507,1.2129923,1.2044061,1.3814075,1.1306891,1.136646,1.2319518,0.0,0.92110425,1.0131229,0.9026001,0.9992349,1.0781014,1.0539676,0.937622,0.35567534,0.91451925,1.3939543,1.094958,1.1472142,1.0556976,0.078811884,1.3507549,1.1634469,1.0802039,0.7466624,0.9695165,1.2430198,1.2072963,1.2578249,1.386094,1.0652546,0.6262664,0.94905585,1.1521906,1.3488228,1.3745369,1.0460937
scarf,0.8371025,0.8697465,1.3981489,0.60192895,1.241298,1.1063234,1.0283315,1.1642653,0.7816344,0.90984386,0.6370912,1.2607557,0.80117553,0.46697712,0.71274364,0.58711827,1.097104,0.92768174,1.2610451,1.2810104,0.9213107,1.2987525,1.3237401,0.8159082,1.2692004,0.96788025,1.3640534,1.0137115,1.0373906,0.81916916,1.3198656,0.8963566,0.9605498,1.414295,0.8605547,0.91092205,1.419137,0.75287724,1.3698325,0.82806134,0.91442734,0.8967832,1.2543732,0.5336162,0.9242638,0.9110229,1.043973,0.8088913,1.2055266,1.2774218,1.2694812,1.4096068,1.2614653,1.1325998,1.0056454,1.3215823,0.86725855,0.86947787,1.1680268,0.6179813,0.786072,0.96004015,1.056228,0.8215293,0.7691993,1.2470176,0.62522066,1.1509669,1.0384367,1.3116152,1.0261912,1.0350004,1.0828882,0.5708974,0.88487035,1.2393209,1.3526542,1.0939877,1.1905298,1.1393478,0.99589914,1.0421871,1.0291673,0.4904716,0.82003033,0.76299655,1.292136,1.2813377,1.3070662,1.2857069,0.7198733,1.16935,1.016944,0.8650572,1.3574183,0.9145765,1.3545339,1.2747653,0.9311692,1.2996128,0.92110425,0.0,0.9085744,0.5210208,0.78005135,0.68532115,1.2617353,0.7727883,0.8031924,0.7137145,1.4194584,0.9259459,1.2860475,1.1169685,0.9504744,1.3886149,1.3655639,0.75974256,0.7445469,1.251747,1.2786124,1.3445129,1.3004192,1.0608965,1.1314969,0.8099786,1.0345505,1.0892408,0.9629,1.327256,0.86228067
scissors,0.7695771,1.1336977,1.0445961,0.95301044,0.98040104,0.8912014,0.7659497,0.830853,1.0440614,1.0882647,1.2079892,1.2200812,1.0772811,1.1748546,1.0491204,1.114793,1.0015247,0.77162945,0.86640245,0.91091675,0.9677468,1.1051135,0.9027667,0.9410204,1.1976829,1.0099573,1.0237337,1.2482358,0.861595,0.8799805,1.0705347,1.1848048,1.0373348,1.0436978,1.2265741,0.9844333,0.92778736,1.0416385,0.91088116,0.9668418,0.74972427,1.1360183,1.0618773,1.2214477,1.0626332,1.0497574,1.1027068,1.1301327,1.11725,1.0228862,0.8993789,1.1936991,0.682618,0.6764103,0.9063565,1.167202,0.83759844,1.1049428,0.9390947,1.2025434,0.9117267,1.1082876,0.96818584,0.8011806,1.2636182,1.04445,1.0027786,0.92055774,0.95643026,0.8680704,0.8665305,1.0421171,0.90148807,0.8642659,0.8557602,1.0338619,1.1766398,0.9225694,1.1699944,1.1276531,1.1181592,1.2107775,1.1083052,1.1819496,1.2907022,0.848829,0.72712886,0.80864894,1.0535126,1.2712953,0.90503836,0.80012965,0.935471,0.8733212,1.2090743,0.72009164,1.0055851,1.1066903,1.1617059,0.9507022,1.0131229,0.9085744,0.0,1.186068,0.82621306,1.3126726,0.5844668,1.1458832,0.9857886,0.8913165,1.0277289,1.187909,0.88361806,1.0720998,1.0541482,0.90529233,1.0558726,0.80306405,1.0468916,0.65704316,1.1942124,1.1657164,0.95255077,0.9431775,0.6184224,0.88252926,1.0928254,1.0303949,0.73977464,0.9605972,1.1720064
shirt,0.83719695,0.69231164,1.4073848,0.43769395,1.243406,1.2165437,1.0647504,1.3546902,0.75603986,0.8168272,0.4598415,1.2500223,0.72641087,0.10702509,0.659472,0.5628482,1.103455,1.0021652,1.3938394,1.4210763,0.9514822,1.321487,1.4315758,0.80031145,1.3000517,1.0668834,1.3862193,0.95338213,1.1740167,0.93302876,1.4505843,0.8292384,0.9027084,1.4374002,0.79881907,0.9377299,1.5333133,0.76466244,1.4968257,0.8307336,0.92874134,0.8333271,1.245295,0.2849847,0.9423469,0.8932956,0.9798792,0.5402343,1.0262009,1.2981553,1.3706118,1.3305395,1.4807005,1.1469109,1.1321467,1.208226,0.9154228,0.8149986,1.1638936,0.4870717,0.62773776,0.9211537,1.1442556,0.9213583,0.65939206,1.289806,0.47425812,1.2370957,1.0685747,1.4514375,1.1701646,1.1583185,1.1589665,0.64511675,0.8783541,1.2214179,1.3384401,1.2556168,1.0438596,1.1808664,0.8742774,0.91016793,0.9293028,0.24567288,0.6369925,0.8266198,1.4832709,1.3852845,1.2694714,1.2130069,0.7076252,1.3352256,1.100674,0.8600831,1.1883539,1.15814,1.3911635,1.3614626,0.8581612,1.3565583,0.9026001,0.5210208,1.186068,0.0,0.75656605,0.34332657,1.355669,0.7326338,0.85361135,0.84462374,1.4384437,0.8663197,1.4072347,0.94880253,0.9257629,1.4906585,1.4181483,0.8907845,0.7318609,1.4117993,1.0843344,1.2722155,1.4260024,1.2681217,1.2658837,0.86888933,0.98103803,1.0662112,1.0449568,1.3805473,0.7503406
shoe,0.80910265,0.91906834,1.3172631,0.83826303,1.1484137,1.0376383,1.0209993,0.954924,0.82101566,0.88141537,0.7113567,1.2543199,0.7432958,0.7470021,0.68731844,0.6936557,0.9885401,0.92978394,1.1949625,1.2116688,0.82414085,1.2482647,1.1615001,0.7098532,1.3032868,1.0698102,1.3032084,1.0010178,1.107855,1.0412223,1.3708795,0.97945803,0.6846417,1.2531643,0.9161629,0.9390137,1.3584752,0.69688016,1.3088372,0.90737486,0.95672566,1.0410051,1.0849168,0.76395005,0.96781397,0.97887635,0.8950993,0.8853355,1.1234932,1.1870198,1.236089,1.1899915,1.2540063,1.0163034,1.1223023,1.1040835,0.77598506,0.9769783,1.088334,0.8848451,0.8066673,0.9916943,1.0685519,0.71055675,0.8152763,1.2716199,0.6819196,1.1589104,1.103679,1.320632,1.1589991,1.0856284,1.0427277,0.5434372,0.673992,1.1140618,1.2636275,1.2478249,1.1975075,1.1513613,1.026265,0.93852144,0.97591937,0.77507496,0.9697699,0.90317225,1.3081293,1.3077935,1.1670766,1.3376105,0.8854748,1.2539084,1.0383835,0.9958462,1.306144,0.75085765,1.0981277,1.2037524,1.0509245,1.2968888,0.9992349,0.78005135,0.82621306,0.75656605,0.0,0.7721847,1.0767847,0.8571194,0.9045114,0.8279731,1.1867852,1.0114142,1.2679454,0.910345,1.0249918,1.2467265,1.271716,0.70373356,0.8671504,1.1139864,1.0473697,1.2643363,1.3299023,1.1783006,0.9870633,0.87237346,1.1055467,1.0888345,0.8154869,1.1880026,1.0680206
shorts,0.99518806,0.47745633,1.2975936,0.61951077,1.2315779,1.2409825,1.0242379,1.2868252,0.8839841,0.97609615,0.637135,0.9688342,0.8093492,0.40294927,0.7343055,0.64996266,1.0599871,1.1442666,1.3145792,1.3980097,1.0045406,1.2119452,1.2869636,0.82929826,1.003736,1.1023374,1.1671084,0.9070419,1.1626753,1.0646077,1.3072519,0.8612646,0.96215826,1.3652706,0.8001447,0.9715998,1.3147254,0.8382694,1.3512335,0.91941166,1.0190495,0.86796117,1.1239241,0.46608835,0.86706936,1.0826635,0.9966227,0.83725643,0.8472841,1.1711162,1.3526331,1.0560024,1.400783,1.229321,1.1403755,0.9639111,0.8253986,0.95346725,1.1232587,0.64418906,0.70000637,0.80912995,1.0770522,1.0250859,0.49552673,1.083499,0.38478673,1.0262408,1.0191398,1.3768942,1.1993555,1.132682,1.1387881,0.7925667,1.0450203,1.0187182,1.1811329,1.0368776,0.8996614,1.0366111,1.0137545,0.76675916,1.0225837,0.35357153,0.40274513,1.0356336,1.3566829,1.2565556,1.2175212,0.9774163,0.9235834,1.3280001,1.2701302,0.935544,0.96362805,1.1590757,1.1921786,1.1827935,0.8710025,1.2970831,1.0781014,0.68532115,1.3126726,0.34332657,0.7721847,0.0,1.3173131,0.6957825,1.0506457,0.9491796,1.2011851,0.90128386,1.3567877,0.8097248,1.0407381,1.2489116,1.2219489,0.94579613,0.97138745,1.4445858,0.88289165,1.0750344,1.3162051,1.0398955,1.3267846,1.1112077,1.1247584,1.1204184,0.9996475,1.170956,0.9091648
shovel,1.006467,1.0495732,0.7984505,1.2082906,0.8048558,0.8647799,0.8003367,0.7772601,1.1968757,1.1031562,1.2927365,1.0595837,1.1211582,1.329323,1.2526374,1.1802016,0.93591475,1.0182976,0.7426784,0.72395295,1.08031,0.7616516,0.5702144,1.1131144,0.94226664,1.0707412,0.75182426,1.1522465,0.8878168,0.9560832,0.98417693,1.2911174,1.023329,0.7337022,1.109455,0.90131795,0.82785106,1.140513,0.6338335,1.001759,0.72094655,1.2391322,0.93039817,1.3449354,1.1668637,1.0741563,1.2181778,1.2545625,0.9349501,0.96105474,0.7818625,0.79582,0.7473512,0.7594182,1.0056657,1.0331396,0.7222608,1.2217814,0.94660586,1.3538858,1.0628427,1.0296165,1.0109993,1.1562622,1.2803233,0.7276896,1.2103186,0.9517715,0.9805452,0.8373304,0.78243333,0.827461,0.91363084,1.0815307,1.2172567,0.96875536,1.0122323,0.6330196,1.0283543,1.0536045,1.0520148,1.2436768,0.9977183,1.2636181,1.2935634,1.1723589,0.7437654,0.81606984,0.5828759,0.85477763,1.1473842,0.8673764,0.89746785,0.89227027,0.8827878,0.8100752,0.8221412,0.9929093,1.240348,0.919973,1.0539676,1.2617353,0.5844668,1.355669,1.0767847,1.3173131,0.0,1.2859583,1.1070622,0.9998842,0.84335107,1.0847172,0.71320546,0.8943167,1.0529726,0.75245345,0.81855273,0.9583398,1.1885115,0.67119074,0.95962,0.89011467,0.9334191,0.72896457,0.66939765,1.1133574,1.1856276,0.96059525,0.90485317,0.8710401,1.2736497
shower,1.0245132,1.0094341,1.4492537,0.7552167,1.4720013,1.3524704,1.1375972,1.201574,0.44674104,0.75957,0.44117367,1.021761,0.57659453,0.773854,0.78022283,0.56695473,1.0926007,1.0964818,1.2447624,1.3501096,0.95262414,1.2944517,1.3415749,0.8197559,0.8936675,0.8647574,1.2697868,0.7627077,1.0131187,0.97655064,1.1749985,0.42538238,0.9228572,1.4123535,0.59514815,0.9674732,1.3234291,0.7050196,1.3337308,1.0685397,1.3231196,0.4912578,0.9335355,0.7302552,1.0421686,0.9800167,0.82169056,0.9886378,1.2439466,1.2309611,1.3275588,1.2024529,1.2616585,1.2507617,1.0766277,1.155366,1.2128217,0.6618945,1.3473618,0.9689979,1.0099933,1.1391345,1.1723735,0.77226526,0.44371092,1.1576082,0.73666203,0.9650842,0.8429873,1.1242386,1.2707338,1.1745899,1.0161034,0.8938641,0.778612,1.2391647,1.3259468,1.0490685,1.1742724,1.2822496,0.98974556,0.6698954,1.0585605,0.6706513,0.56441146,0.95219284,1.2533373,1.2071204,1.2541885,1.0560023,0.8929855,1.2143133,1.1105717,1.1592783,1.3040277,1.1126426,1.143579,1.2699504,0.5488459,1.3530079,0.937622,0.7727883,1.1458832,0.7326338,0.8571194,0.6957825,1.2859583,0.0,0.73599696,0.8185827,1.3271177,0.6665858,1.2009573,1.1807985,0.9740645,1.211726,1.3812795,0.9043848,0.7846112,1.2982402,1.280513,1.2808653,1.1980728,1.003321,1.3930401,0.9585452,0.89103925,1.1523919,0.96573967,1.3200941,0.64680576
sink,0.8926681,1.1070545,1.3371252,0.7052288,1.1404457,1.0805093,1.0108927,1.1503531,0.26767182,0.8296381,0.6994085,1.3569186,0.72767377,0.82533187,1.004313,0.8968118,0.98778355,0.852614,1.2593896,0.82100075,0.83235246,1.0686259,1.1729666,0.9511401,1.2916888,1.012633,1.3180314,1.1427691,1.1317097,0.6759117,1.2928042,0.790856,0.7060995,1.232179,0.9858012,0.6981434,1.4632912,0.73582053,1.2860827,1.089237,1.1612762,0.8341579,1.072249,0.88630235,1.0866525,0.31475544,1.0430901,0.89329374,1.2741005,1.329503,1.2441596,1.3525622,1.3271194,1.1328876,0.89047194,1.4160471,1.2355101,0.92947507,1.1023998,0.97547185,0.88613033,1.2847692,1.2293916,0.8395088,0.95580167,1.2345943,0.95983917,1.2307734,1.0696312,1.1487916,0.99943805,1.0138456,0.9690675,0.8655492,0.67866236,1.3613707,1.3731079,1.3884971,1.3845735,1.2700655,0.42445505,1.0205643,1.0736883,0.92333037,1.0490844,0.6767664,1.3500625,1.2847567,1.0620798,1.433233,0.76673067,1.2697277,0.2897175,1.0911824,1.4033755,1.0315471,1.3997483,1.223025,0.8733938,1.3406372,0.35567534,0.8031924,0.9857886,0.85361135,0.9045114,1.0506457,1.1070622,0.73599696,0.0,0.8066677,1.5029474,1.0722809,1.1498709,1.1347908,0.44801843,1.4060928,1.3506856,0.9829283,0.47057176,0.9080293,1.3740044,1.3323469,1.2970668,1.4346714,1.1604339,0.4687823,0.9156678,1.1385264,1.1554956,1.4403145,0.82052195
slide,0.74382234,1.1219022,1.299038,0.86147535,1.267,1.1087804,0.95525956,0.9372815,0.74874806,0.9553398,0.64949286,1.2492902,0.62880284,0.8166038,0.9604281,0.5944754,0.9504966,0.6760546,1.2296412,1.1238763,0.66395134,1.1673949,1.014986,0.86232066,1.1618062,0.9887943,1.1480839,1.1209217,0.8720313,0.8151619,1.3172807,0.9448606,0.9331141,1.2787151,0.75446737,0.817423,1.3189216,0.5184957,1.2531873,0.9109524,0.8717823,0.9982331,1.0728562,0.88612145,1.1369418,0.95097166,1.0477337,0.9784622,1.2861289,1.2512026,1.1817622,1.2832115,1.2307012,0.91437304,1.1058594,1.2825363,1.0685458,0.8176153,1.035931,0.9595663,0.98974925,1.18016,1.0760959,0.8602278,0.8795449,1.0760517,0.86109257,1.091942,0.7551656,1.2725286,0.9486828,0.945202,0.9717906,0.8274393,0.86888385,1.1504381,1.3795872,1.1605783,1.2994647,1.2966776,0.9676256,1.0083921,1.1726515,0.77660275,0.97422177,0.64463437,1.2316995,1.2593067,0.9951126,1.2594459,0.69636303,1.0933502,0.85057807,0.95643556,1.372177,0.9609688,1.2235845,1.4128081,0.93980044,1.2470914,0.91451925,0.7137145,0.8913165,0.84462374,0.8279731,0.9491796,0.9998842,0.8185827,0.8066677,0.0,1.381022,1.0153607,1.2328602,1.1435568,0.9616694,1.2519684,1.2979265,0.5736551,0.7398702,1.1857342,1.2927024,1.3370079,1.2713041,1.1744227,0.7571865,0.6723701,1.0024835,1.0742247,0.9757486,1.4099895,0.9047404
slipper,1.3970289,1.0666344,0.35976988,1.4678462,0.69879466,0.92559767,1.0375104,0.96517175,1.5228847,1.2700009,1.533703,0.4715848,1.4677688,1.4421773,1.1957777,1.3728178,1.131595,1.346723,0.59593177,0.7770261,1.4248686,0.7556288,0.7233937,1.1816291,0.64727366,1.0701637,0.4796859,0.95373833,0.97799,1.3212858,0.4671936,1.3469068,1.2888064,0.57813114,1.3182343,1.3784637,0.15796542,1.5769835,0.48640823,1.2211934,1.1434681,1.3307451,0.9638402,1.3988384,0.78108114,1.3798211,0.9852355,1.2650344,0.5734702,0.56492966,0.7230576,0.31797075,0.47496188,0.9790716,1.0930464,0.28018832,0.92464924,1.2862778,0.81323195,1.2300653,1.234153,0.6252731,0.6701857,1.1870733,1.1882699,0.9062031,1.415821,0.5795208,1.2125107,0.6531072,1.0622799,1.0874063,1.1674448,1.3603742,1.252434,0.5807779,0.17292655,0.6771072,0.3287335,0.5034511,1.2914902,1.125851,1.014879,1.3556919,1.0851431,1.5001527,0.41645384,0.5380066,0.79764724,0.39769018,1.393321,0.747315,1.2646759,1.2634175,0.34966946,1.0641168,0.54083616,0.414688,1.3322232,0.4518118,1.3939543,1.4194584,1.0277289,1.4384437,1.1867852,1.2011851,0.84335107,1.3271177,1.5029474,1.381022,0.0,1.0879209,0.7505246,0.8149345,1.3114069,0.28419805,0.30348003,1.3450689,1.5540226,0.79927915,0.39196706,0.2899341,0.34512496,0.62609655,0.93857706,1.4530098,1.1735609,1.0457,1.0174721,0.18241262,1.3897202
snow,0.9672787,1.0355531,1.2280532,0.9393832,1.2391777,1.2526683,1.1073251,1.1633252,0.8697094,0.41224086,0.69230324,0.99989635,0.72546446,0.87821686,0.73143095,0.745465,1.2039664,1.2358122,1.1524273,1.2770017,1.1654601,1.0994397,1.213936,1.024942,0.96982324,0.8987374,1.1572587,0.4428178,0.9948484,1.01725,1.1123878,0.7700294,0.9756965,1.1566517,0.72574043,0.99903786,1.202098,0.87861204,1.1884303,0.7271575,1.1514249,0.8606452,1.1424336,0.93511987,1.0595181,1.1271708,0.781971,1.0233129,1.1432601,0.99367,1.2089057,1.0083063,1.1413763,1.1094306,1.1692284,1.0647581,1.0392258,0.3756324,1.2583563,0.94588435,1.0942227,1.0379125,1.0120089,0.8928171,0.6749644,1.1393088,0.80796933,1.0249364,1.03672,1.1700437,1.2122235,1.088596,1.1800084,0.82376,0.83573174,1.142877,1.1567154,0.9570221,1.098321,1.2260487,1.104855,0.9399019,0.8643329,0.81234354,0.7013708,1.0951293,1.1857778,1.1533175,1.0892372,0.92229825,0.97572327,1.187799,1.2414178,0.78368056,1.0698353,1.1001441,1.0861561,1.2063576,0.8612375,1.1979682,1.094958,0.9259459,1.187909,0.8663197,1.0114142,0.90128386,1.0847172,0.6665858,1.0722809,1.0153607,1.0879209,0.0,1.1337914,1.1523795,1.1079832,1.0782936,1.2506704,1.0145967,0.9320863,1.2459917,1.1444966,1.1402923,1.1285615,0.986372,1.1809185,1.0730875,0.8523677,1.0724341,1.0441346,1.1736727,0.84341776
