,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ear,1.14291,0.8653792,0.9800518,0.97148776,1.0087482,1.049014,0.94554645,1.1728904,1.1293428,1.1024494,1.1654868,0.9655905,1.2269642,0.89600027,0.9669163,1.1436777,1.1586627,1.1782156,1.2281796,1.2064035,1.1989654,1.1166756,1.1869099,0.91007245,1.1133782,1.0925703,0.8732276,1.0123875,1.1640387,1.1004602,1.0580435,1.1005424,1.0426798,1.0735421,1.2227293,1.1423295,0.88705224,1.2404647,1.1528887,1.1444573,1.1289049,1.0428562,1.109748,0.97833073,0.0,0.9665882,0.87451804,0.9064336,0.56310135,0.9381529,1.1013925,0.8633088,1.0749489,1.0112382,1.0522792,0.5026928,0.83874834,1.1271837,1.0056373,0.7383019,0.699948,0.6290047,0.9331771,0.97854954,0.9466937,1.2421402,1.020378,0.97527814,1.1996756,1.070799,1.0797032,1.0896807,1.1754572,0.9327286,1.027792,0.67490625,0.6885167,1.1245376,0.45992184,0.5795373,0.9946951,1.1214769,0.85939074,0.9518905,0.96620136,1.1390291,1.0513424,1.0050308,1.049678,0.9783356,1.1378734,1.0702693,1.1610366,1.1414213,0.75582933,1.2027925,1.0936571,0.8629779,1.2010995,1.011743,1.0421536,0.9242638,1.0626332,0.9423469,0.96781397,0.86706936,1.1668637,1.0421686,1.0866525,1.1369418,0.78108114,1.0595181,1.3014739,0.7580929,0.9676013,0.94295776,0.84289265,1.1936474,1.1754968,1.1669044,0.49421006,0.60932285,1.0548351,1.067091,1.1672585,1.1359892,1.0772806,1.066491,1.1351833,0.8083418,1.0963906
egg,0.8462583,1.0401397,1.1090842,0.8348136,0.85814995,0.8823017,0.758828,1.0973432,0.7263871,0.8954961,0.9459465,1.3808556,1.0116378,0.8131209,0.93097943,1.0409111,1.11592,0.94894195,1.3605285,0.7906369,1.0045332,0.79100525,1.1710994,0.86602104,1.4420359,1.2663076,1.1822258,1.1775796,1.2389603,0.55972433,1.2614776,1.051963,0.7174445,0.9741299,1.2063413,0.56101406,1.3679945,0.95890385,1.2802268,1.099761,1.0681351,1.0732292,1.1626056,0.9091915,0.9665882,0.0,1.056195,0.88959587,1.0889872,1.1565268,1.1615953,1.2107637,1.3432137,0.991135,1.0333964,1.274001,1.1579177,0.98425335,1.0237216,0.9544925,0.8121847,1.1573348,1.2440491,0.9979091,1.1254565,1.2715962,1.0372922,1.2199154,1.2356038,1.2185041,0.964936,0.8665304,1.120403,0.8516989,0.88330305,1.1206919,1.2195432,1.3987842,1.1992303,1.0800499,0.10400045,1.2220438,1.0139346,0.9377847,1.0943706,0.80531484,1.3676336,1.2953842,0.94898576,1.4371876,0.84303176,1.262362,0.3016197,1.0954434,1.1703696,1.1950365,1.4390202,1.0186774,1.165059,1.2491305,0.084255695,0.9110229,1.0497574,0.8932956,0.97887635,1.0826635,1.0741563,0.9800167,0.31475544,0.95097166,1.3798211,1.1271708,1.201079,1.0089612,0.10652602,1.3883039,1.128431,1.1041287,0.7465173,0.918315,1.1580248,1.1698135,1.2995002,1.4553435,1.057889,0.6082965,0.9765182,1.1579981,1.3412541,1.3490851,1.0299509
elephant,0.89948356,1.0788289,1.103798,1.0978811,1.092352,1.1453208,1.1015366,1.0821373,0.92989135,0.89231294,0.8074653,1.0123167,0.9969932,0.97752774,0.959675,0.87813985,1.2180307,0.9962202,1.1249589,1.2044356,0.9535477,1.1649356,1.1288147,1.0103384,1.1750615,0.8605521,1.1563116,0.7622822,1.1639572,1.1241034,0.96222854,0.9158986,0.9130887,1.0676634,0.98917174,1.066003,1.0308968,0.93461204,1.2042412,1.0583109,1.0733862,0.97043836,1.1482898,1.024819,0.87451804,1.056195,0.0,0.85090554,1.1382456,0.84086627,1.0335771,1.0677409,1.093219,0.8634462,0.9773999,0.9047493,1.1040803,0.71828276,0.96362686,0.8695238,1.1304004,1.0040505,1.0580423,0.9219465,0.78870773,1.1113377,0.9871398,1.1269174,1.1589744,1.0813742,1.2589412,1.1333233,1.103564,0.9155923,0.860994,0.9155331,0.9752047,1.1562817,1.0940007,1.1486208,1.0113897,0.99148524,0.9363222,0.9552083,0.9166987,0.9225111,1.1276428,1.090642,1.0626869,1.0100218,0.8837342,1.0385737,1.163341,1.0011152,1.0152736,1.1408827,1.0222174,1.1079602,0.9459488,0.975827,1.028278,1.043973,1.1027068,0.9798792,0.8950993,0.9966227,1.2181778,0.82169056,1.0430901,1.0477337,0.9852355,0.781971,1.1317111,1.055251,1.078093,1.0785048,1.1906979,0.98066044,0.991775,1.1171759,1.0464661,1.0274457,0.9733916,1.0876026,1.0092351,0.97720456,0.86130285,1.0738734,1.1237693,1.0769064,0.9173611
face,0.8961595,0.925301,1.1936128,0.7410937,1.075781,1.0960072,1.0486084,1.211274,0.82507277,0.8908092,0.6857103,1.2463481,0.8953187,0.55234575,0.9482131,0.8627876,1.0851922,0.90374255,1.2640487,1.2487873,0.887524,1.2084105,1.2685037,0.93423927,1.3264054,1.0275855,1.2828724,1.0271281,1.1994188,0.9584778,1.2240373,0.8696208,0.91519225,1.205723,0.92851794,0.924394,1.3066149,0.8484463,1.3093393,0.8506319,0.93263924,0.8863765,1.1798464,0.63707364,0.9064336,0.88959587,0.85090554,0.0,1.0550199,1.1135892,1.1545515,1.3119612,1.2913176,0.98981345,0.91941494,0.9957278,1.0664634,0.9216512,0.976902,0.31528544,0.7758921,0.8668506,1.2114115,0.9523491,1.0269545,1.2420864,0.87976617,1.3090327,1.0911384,1.2788246,1.1179351,1.091845,1.0049438,0.8334979,0.89517844,1.1179307,1.105415,1.37359,1.094335,1.0418701,0.8973657,0.9767206,0.917056,0.7594939,1.0108232,0.77291864,1.2793169,1.2063882,1.1917071,1.2827262,0.79194707,1.1436616,1.0542634,0.92224944,1.1549841,1.1174196,1.2867908,1.1978059,0.93063295,1.1157708,0.9386614,0.8088913,1.1301327,0.5402343,0.8853355,0.83725643,1.2545625,0.9886378,0.89329374,0.9784622,1.2650344,1.0233129,1.2458841,0.9405627,0.9673302,1.3884045,1.2966225,0.96920717,0.81203425,1.2143025,0.99474615,1.1566646,1.1903169,1.368123,1.0918584,0.87351924,0.95064145,0.9947265,1.00512,1.2556355,0.8316561
finger,1.2902896,0.5486754,0.7196002,0.92540914,0.78073263,0.9400855,0.88931286,1.1128972,1.2995977,1.1536176,1.3199053,0.7824353,1.3877233,1.0198693,0.9634612,1.2322655,1.1512567,1.2780771,1.0844811,1.1536349,1.3519304,0.8705647,1.0637805,1.028122,0.95055544,1.2489957,0.57723624,1.0365186,1.2084023,1.2173848,0.96294564,1.2583201,1.1223375,0.93556124,1.314991,1.1313719,0.6457975,1.4361055,0.9341985,1.2173388,1.0118413,1.2169045,1.0180739,1.0373124,0.56310135,1.0889872,1.1382456,1.0550199,0.0,0.89559704,1.1020927,0.43727875,0.9557259,1.0623425,1.1855508,0.45993054,0.6058007,1.2876285,0.8299663,0.9591083,0.47914964,0.65857095,0.68139833,1.2412448,1.0289714,1.0382326,1.0790944,0.834724,1.2422197,1.0401268,0.8982355,1.0983299,1.1399894,1.0751266,1.3339225,0.56215787,0.51418436,0.91094863,0.34440315,0.56311107,0.97210646,1.0973135,0.73594975,0.990364,1.0300305,1.2952693,0.86959845,0.7584191,0.9304171,0.6837578,1.2854043,1.111516,1.2420901,1.1809694,0.38380837,1.3206964,1.0215226,0.66639173,1.316596,0.88618654,1.1710807,1.2055266,1.11725,1.0262009,1.1234932,0.8472841,0.9349501,1.2439466,1.2741005,1.2861289,0.5734702,1.1432601,1.1238086,0.32871258,1.0540729,0.79360616,0.53315413,1.3675469,1.4228268,1.1803887,0.1574921,0.3589574,0.9086337,0.8814632,1.1867677,1.391547,1.2299464,1.0824649,1.1694117,0.56054544,1.2667072
fish,0.8294463,1.1029805,0.5563317,1.3202643,0.79657423,0.98076546,0.8692503,1.014854,1.3942041,1.0613545,1.2916822,0.6762956,1.335538,1.2591835,1.0254296,1.1342316,1.0402989,1.1214367,0.9474374,0.94313306,1.3139925,0.65115154,0.9356704,1.0363404,1.0490695,1.0830975,0.66024417,0.7692798,1.205964,1.0614201,0.7046134,1.2847896,1.0488138,0.53530174,1.1730952,1.0469128,0.53311634,1.3359725,0.8756168,0.9804388,0.9718589,1.2827935,1.1051408,1.3004403,0.9381529,1.1565268,0.84086627,1.1135892,0.89559704,0.0,0.63580453,0.73229086,0.7412647,0.587126,1.1647705,0.68851185,0.9342439,1.0512674,0.7924875,1.1396072,1.135524,0.8951585,1.0117835,1.2035867,1.1179745,0.94061846,1.1587023,0.8241925,1.2140136,0.93058646,0.98023444,0.9516453,1.2127494,1.1029186,1.1860617,0.639367,0.67027664,0.9103093,0.751698,0.9185021,1.0953041,1.2293098,0.83127373,1.2265823,1.0992287,1.1974559,0.74607724,0.77077097,0.7437162,0.65459704,1.2329571,0.7538669,1.1690894,1.0423135,0.7055954,1.160258,0.84208494,0.81072795,1.3545655,0.5100432,1.1396213,1.2774218,1.0228862,1.2981553,1.1870198,1.1711162,0.96105474,1.2309611,1.329503,1.2512026,0.56492966,0.99367,0.98266786,0.9441127,1.1207955,0.67053866,0.60184234,1.2135978,1.3273282,0.9688238,0.7871028,0.64301175,0.6371732,0.8702129,0.90756017,1.1958098,1.0430076,1.0322917,1.2009048,0.79546237,1.2393386
flower,0.9565338,1.2288281,0.50571084,1.3490329,0.80339766,0.88647383,0.87748176,0.8453842,1.3487744,1.2234108,1.3601913,0.83966255,1.3023998,1.3380533,1.2523694,1.2861171,0.9168988,0.932081,0.7002028,0.799481,1.0905296,0.7914208,0.6976262,0.99656653,0.91379666,0.9202093,0.76072323,1.0841694,0.9741469,1.0620269,0.640397,1.2592849,1.1837265,0.58546644,1.1407094,1.1475686,0.6259987,1.2171953,0.67201334,1.020664,0.8606214,1.1957598,0.9906375,1.2937841,1.1013925,1.1615953,1.0335771,1.1545515,1.1020927,0.63580453,0.0,0.92657244,0.7751374,0.6908497,0.92596817,0.9268765,1.1380261,1.2006183,0.80740726,1.2193923,1.3062994,1.0468451,1.0905148,1.1985848,1.2885337,0.7224994,1.2944248,1.0184789,0.96271425,0.71554714,0.9223942,0.65472615,0.9979816,1.2771237,1.1761605,0.9074617,0.76219445,0.85273814,0.9570176,0.96895665,1.160935,1.1763588,0.99544775,1.3430066,1.2616704,1.0774716,0.74576735,0.7498318,0.7407012,0.8260195,1.0923483,0.40350115,1.0678228,0.99412936,0.8809586,0.95731443,0.72677904,0.892813,1.1459167,0.4599874,1.1016123,1.2694812,0.8993789,1.3706118,1.236089,1.3526331,0.7818625,1.3275588,1.2441596,1.1817622,0.7230576,1.2089057,0.74994814,1.203782,1.1454945,0.7449061,0.7268302,1.0150111,1.2035022,0.81331897,1.0145545,0.87839997,0.6025084,0.84965986,0.7230743,1.1020089,0.8513199,0.8558278,1.0342516,0.813753,1.0933642
foot,1.3198502,0.88148063,0.6242554,1.282231,0.87351245,1.0299469,0.9597274,0.996322,1.3616333,1.2031204,1.399554,0.49420512,1.2642994,1.3302271,1.129126,1.2419071,1.119325,1.2955873,0.90551805,0.91049296,1.3320613,0.6568408,0.8130938,1.1038153,0.62294865,1.1192988,0.40664375,0.8812321,1.0836009,1.2350783,0.6339053,1.2301178,1.1404263,0.6747689,1.2214284,1.1459321,0.41194606,1.4477153,0.70067006,1.2481972,1.16862,1.2630718,0.855924,1.2837151,0.8633088,1.2107637,1.0677409,1.3119612,0.43727875,0.73229086,0.92657244,0.0,0.78065974,1.0377748,1.2164719,0.39963818,0.7957974,1.2247705,0.87712646,1.234278,1.0509586,0.7870414,0.61834794,1.2752666,1.1099018,0.84021425,1.2871035,0.5235751,1.1884867,0.7820602,1.008762,1.0255392,1.1641589,1.2552812,1.3348321,0.57968056,0.5024785,0.69746715,0.46860087,0.69733393,1.0931766,1.0119973,0.8792501,1.2064148,1.0285823,1.405683,0.73665464,0.68087316,0.7072511,0.4401654,1.2783403,0.98899895,1.1685276,1.2730722,0.39795077,1.2350544,0.7113803,0.58642566,1.2367041,0.70055324,1.2122296,1.4096068,1.1936991,1.3305395,1.1899915,1.0560024,0.79582,1.2024529,1.3525622,1.2832115,0.31797075,1.0083063,0.9086571,0.5474607,1.1082261,0.41299444,0.42716843,1.3468103,1.4232982,1.0278704,0.3913337,0.37386256,0.7161574,0.66066426,1.1045784,1.3461845,1.2362769,1.083037,1.1715583,0.4938466,1.2990855
fork,1.2682534,1.233505,0.65035224,1.3545531,0.83669364,0.8808154,1.0374423,0.8413123,1.3596327,1.2276349,1.4974604,0.70722413,1.3118376,1.5348766,1.1817658,1.3602345,0.9514855,1.1192013,0.45491844,0.66735333,1.3061309,0.89046663,0.76363206,1.2245504,0.68511313,0.94799346,0.69470495,1.0696998,0.665965,1.1257772,0.6123102,1.2321601,1.2252401,0.6891826,1.2804277,1.2931254,0.37206137,1.456881,0.48055232,1.1514411,1.0666747,1.170505,0.7983341,1.472833,1.0749489,1.3432137,1.093219,1.2913176,0.9557259,0.7412647,0.7751374,0.78065974,0.0,1.0072575,0.81777036,0.8182292,0.9743548,1.2182227,1.022697,1.3123275,1.3160033,0.97207713,0.7639596,1.0257314,1.2443871,0.77696633,1.2968016,0.5050405,0.91405654,0.509313,0.81336266,0.9653357,0.9067981,1.2976729,1.1080077,0.86704457,0.6833592,0.5548782,0.8049519,0.7676284,1.3684971,1.1341919,1.0861835,1.4529612,1.1906748,1.3273528,0.09188771,0.4357289,0.9352537,0.66558045,1.3289237,0.564232,1.1048999,1.0774776,0.7439072,0.77862453,0.62261033,0.71972847,1.1239043,0.6654861,1.3027906,1.2614653,0.682618,1.4807005,1.2540063,1.400783,0.7473512,1.2616585,1.3271194,1.2307012,0.47496188,1.1413763,0.5461258,1.0628133,1.3242471,0.39960086,0.65985996,1.1494118,1.3744214,0.631425,0.9091221,0.73512495,0.5155093,0.5668734,0.9410922,1.2466891,1.0843909,0.937258,0.7987793,0.47168702,1.2359681
frog,0.4160363,1.1670649,0.851165,1.2260548,0.8308997,0.91511136,0.7903142,0.89785933,1.2205706,1.075644,1.1716923,1.050076,1.2183975,1.1109425,1.0673183,1.0703876,0.943408,0.681266,1.1279955,0.9887002,0.90518385,0.9200517,0.7941338,0.78263605,1.2776805,1.0677894,0.90458107,0.9944516,1.1997163,0.9796893,1.0045098,1.2502991,0.98771805,0.74505913,1.1178361,0.97635907,0.9348793,1.0464629,1.0937274,0.8920886,0.6490617,1.251497,1.0186142,1.2176626,1.0112382,0.991135,0.8634462,0.98981345,1.0623425,0.587126,0.6908497,1.0377748,1.0072575,0.0,1.1417434,0.9885745,1.0544127,1.0475531,0.81989545,1.0923442,1.0705638,1.0212266,1.1423069,1.057048,1.1750885,1.003739,1.1980416,1.069289,1.0775952,0.90489286,1.0595803,0.91202056,1.050391,1.0939083,1.0522861,0.79511267,1.0732652,1.065087,1.086518,1.1157458,1.0273902,1.2968202,0.83102113,1.1550026,1.2975702,0.8252816,1.0143484,1.0084894,0.6516263,1.0364823,0.88246053,0.7494955,1.0329298,0.8606313,1.0163558,1.0989916,0.927634,1.0091956,1.307692,0.7066752,1.0023097,1.1325998,0.6764103,1.1469109,1.0163034,1.229321,0.7594182,1.2507617,1.1328876,0.91437304,0.9790716,1.1094306,1.0172814,1.0712858,1.0087051,0.97729504,0.889042,0.97679466,1.1987911,0.82501996,1.0551977,1.0159229,1.0482235,1.0359313,0.46969843,0.9446141,1.0037553,1.005935,1.1592078,1.1325322,1.149993
glass,1.1147195,1.0564393,1.0188569,1.0619332,0.9402438,0.8676702,1.2042935,1.0415702,0.9035517,1.1393143,1.1396383,1.1473327,1.0014479,1.1139332,1.218963,1.2611974,0.920291,1.0056707,0.59601414,0.7196629,0.95138276,1.2394407,0.8365914,1.1680622,0.8419436,0.8642449,1.217088,1.0829077,0.7969935,1.0427855,0.8485533,0.96348655,1.0557355,1.0721755,1.0311521,1.198137,1.0894451,1.0473577,0.67115855,0.95167375,0.96411246,0.88682055,0.94022024,1.074308,1.0522792,1.0333964,0.9773999,0.91941494,1.1855508,1.1647705,0.92596817,1.2164719,0.81777036,1.1417434,0.0,1.127944,1.0902588,1.1482607,1.0427216,0.92076826,1.0860866,0.98504364,0.9769634,1.0550429,1.1532205,0.64404035,1.0587564,1.0981997,0.7729379,0.6601735,0.9651285,0.9302394,0.78492403,1.1207515,0.9765711,1.1947253,1.0385373,0.99632215,1.1865991,0.852276,1.1246194,0.94274724,1.1512469,1.2016194,1.1639179,0.97028935,0.88392186,0.908325,1.0972354,1.132121,1.0882531,0.7988385,0.9398497,0.895268,1.1741387,0.5982709,0.98246765,0.8803863,0.79891443,1.0479112,1.0550386,1.0056454,0.9063565,1.1321467,1.1223023,1.1403755,1.0056657,1.0766277,0.89047194,1.1058594,1.0930464,1.1692284,0.6577595,1.1998265,1.0751143,0.998147,1.0921173,0.941606,0.8542669,0.7038741,1.1670623,1.1549829,0.94643354,1.0513433,1.0514323,0.9495161,1.0262436,0.87609905,0.7617253,0.9610459,0.9319119
glasses,1.334127,0.91350013,0.65053064,1.2945839,0.9114522,1.0544891,0.94684565,1.0412613,1.3894491,1.2094166,1.3595033,0.56414706,1.3490559,1.1827183,1.119482,1.2618206,1.1584085,1.306875,0.9387699,1.0809383,1.3118787,0.8865371,0.89277446,1.0518641,0.7766951,1.097505,0.50334775,0.91673774,1.1232957,1.3056142,0.7039951,1.2084987,1.2536446,0.81221366,1.2458682,1.2670544,0.39790785,1.4030702,0.81027794,1.1989111,1.1625131,1.2120978,1.0021862,1.1813203,0.5026928,1.274001,0.9047493,0.9957278,0.45993054,0.68851185,0.9268765,0.39963818,0.8182292,0.9885745,1.127944,0.0,0.91508424,1.2038256,0.8805859,0.90249836,0.97143775,0.5260736,0.77360034,1.1203605,1.0344559,1.0361801,1.2658844,0.6599182,1.1946206,0.93943065,1.1728337,1.1929294,1.1860359,1.2486327,1.2188094,0.43815327,0.2980196,0.91220903,0.23140156,0.5485555,1.1913989,1.0050257,0.9681165,1.1727371,0.92978454,1.3967187,0.73734665,0.69957787,0.9074237,0.6216326,1.261969,0.9769652,1.313508,1.3069975,0.4763866,1.2395213,0.7415936,0.549788,1.2462392,0.6499431,1.3290951,1.3215823,1.167202,1.208226,1.1040835,0.9639111,1.0331396,1.155366,1.4160471,1.2825363,0.28018832,1.0647581,1.0419648,0.7327944,1.2394426,0.44383633,0.45167494,1.2807975,1.4406198,1.072438,0.28437376,0.30086458,0.6897689,0.8440429,1.0593904,1.3531795,1.1791297,1.0694746,1.1130636,0.42370152,1.2368731
glove,0.95375717,0.60770285,1.0989885,0.7671176,0.91351354,0.9610495,0.88878083,0.9377943,1.2300396,1.0777252,1.0855926,1.120233,1.1161366,0.8406164,0.7782463,0.86706483,1.1000158,1.1080588,1.0591187,1.1767298,1.117274,1.0505966,0.9990041,0.9892403,1.093479,1.1708432,0.9719366,0.98994476,1.0608344,1.098128,1.2720289,1.3054404,0.9225769,1.1064725,1.0778351,1.0317156,1.0194205,1.0922536,1.00528,0.94380116,0.6467281,1.2801819,1.1887869,0.85700846,0.83874834,1.1579177,1.1040803,1.0664634,0.6058007,0.9342439,1.1380261,0.7957974,0.9743548,1.0544127,1.0902588,0.91508424,0.0,1.1679513,0.91953707,0.98688686,0.53067774,0.76123834,0.8920792,1.1694367,1.0036047,1.03992,0.7288313,1.0537971,1.2016503,1.215819,0.7873069,1.0703908,1.0721252,0.4670388,1.2557758,0.8616448,0.9932328,0.7769438,0.84402585,0.931434,1.1244354,1.1729012,0.8059122,0.7668011,0.9652202,1.1060761,1.0179344,0.9986215,1.0120808,0.8307475,1.0377756,1.153783,1.2415528,0.841837,0.7915704,0.96724695,1.16371,1.1059084,1.282369,1.1365218,1.1771106,0.86725855,0.83759844,0.9154228,0.77598506,0.8253986,0.7222608,1.2128217,1.2355101,1.0685458,0.92464924,1.0392258,1.10985,0.3960744,1.1512043,1.0159385,0.9991175,0.87530714,1.1434399,1.1532681,0.60324335,0.86795956,1.152068,0.7506057,0.98158365,1.1531324,1.2887492,1.0721456,0.95373636,0.88116854,1.2525594
grass,0.78709626,1.1249803,1.3058994,0.86549616,1.2315495,1.2454015,1.146033,1.1444831,0.7443886,0.30988252,0.54317623,1.1434555,0.67197275,0.80514634,0.74868935,0.62616944,1.1570375,0.94407153,1.2592961,1.2827015,0.9425374,1.1453669,1.3209698,0.9539664,1.2074151,0.92387116,1.2785165,0.58402777,1.0764995,0.98068184,1.1479557,0.71473193,0.9449042,1.2151619,0.7714633,0.9219621,1.3066083,0.74878657,1.3430046,0.8017715,1.0382782,0.8541089,1.1995676,0.92011607,1.1271837,0.98425335,0.71828276,0.9216512,1.2876285,1.0512674,1.2006183,1.2247705,1.2182227,1.0475531,1.1482607,1.2038256,1.1679513,0.0,1.147444,0.9014091,1.0815122,1.123058,1.0500233,0.8333805,0.8316884,1.227338,0.7275686,1.1113656,1.0427128,1.2859523,1.2123129,1.1503282,1.1698271,0.8125441,0.68172956,1.2087482,1.2314196,1.2134733,1.2718662,1.3091786,0.96646714,1.030149,0.85810906,0.784075,0.7714141,0.8086687,1.2587887,1.1889037,1.1914022,1.1657735,0.7395496,1.2089106,1.12933,0.85421646,1.2267433,1.1330078,1.2133439,1.238827,0.8791398,1.1978545,0.97019935,0.86947787,1.1049428,0.8149986,0.9769783,0.95346725,1.2217814,0.6618945,0.92947507,0.8176153,1.2862778,0.3756324,1.2194381,1.2357354,1.0141286,1.2840333,1.3563997,0.900111,0.7526982,1.2285893,1.2868662,1.2691413,1.148396,1.2244548,1.1019841,0.8445355,0.75809133,1.0991952,1.171778,1.3062854,0.7438611
gum,0.9750609,0.96948034,0.7608353,1.1251341,0.72836995,0.9142308,0.83273673,0.89159226,1.2372584,1.1843216,1.2271457,1.020747,1.2503127,1.0369378,1.0448241,1.1704428,0.9672121,0.4891218,0.944445,0.95611113,0.716516,0.8460916,0.85093784,1.0190971,1.178957,1.2040849,0.84490806,1.2761307,1.3039383,0.97249424,0.8879871,1.3242643,0.96466935,0.811979,1.2837875,0.9066814,0.6854956,1.0494537,0.9318086,1.1563867,0.8411797,1.3380935,1.0816529,1.169672,1.0056373,1.0237216,0.96362686,0.976902,0.8299663,0.7924875,0.80740726,0.87712646,1.022697,0.81989545,1.0427216,0.8805859,0.91953707,1.147444,0.0,1.0102929,0.89330995,1.0150123,0.8935694,1.2876313,1.2579429,0.96000046,1.1769096,1.0622118,1.1974385,1.1419,1.0062999,1.0795922,0.8690578,1.1059235,1.2972734,0.73682225,0.7142846,1.1281046,0.86703223,0.9174052,0.9621902,1.1503555,0.99336255,1.1337873,1.299066,0.5350312,0.91302663,0.7637973,0.9493653,0.97627145,0.7528841,1.0164058,0.99488556,1.1283206,0.8051873,1.186655,0.98539734,0.9319087,1.2871481,0.6685293,1.0144339,1.1680268,0.9390947,1.1638936,1.088334,1.1232587,0.94660586,1.3473618,1.1023998,1.035931,0.81323195,1.2583563,0.95122826,0.7783735,1.0250592,1.0066683,0.8308236,0.98987824,1.0257397,0.9575486,0.8060707,0.68815255,0.70125496,1.1001853,0.69909847,0.86111313,1.1189138,1.0820469,1.1928897,0.8204791,1.2845908
hair,0.90602046,0.79301274,1.2932967,0.6933291,1.1703547,1.1424412,1.0174978,1.2788315,0.87603337,0.9495088,0.7419595,1.1826464,0.91190875,0.46908802,0.9091215,0.90092754,1.1239855,0.97130495,1.295051,1.3644061,0.94119084,1.260212,1.321325,0.8761491,1.2030447,1.0050523,1.2856816,0.8813615,1.1513772,0.95728153,1.2626269,0.865162,0.9901708,1.290763,0.9466134,0.9433985,1.319973,0.8493706,1.384134,0.79835105,0.9769629,0.87139255,1.268516,0.5448157,0.7383019,0.9544925,0.8695238,0.31528544,0.9591083,1.1396072,1.2193923,1.234278,1.3123275,1.0923442,0.92076826,0.90249836,0.98688686,0.9014091,1.0102929,0.0,0.69253445,0.6004756,1.0517948,1.00291,0.9204043,1.1907253,0.7599927,1.2397205,1.0950167,1.3407261,1.1780968,1.1118649,1.0710989,0.78535926,1.016506,0.97545874,1.0837669,1.2941518,0.9788561,0.9357338,0.9736968,0.92351407,0.943581,0.64355665,0.8960504,0.835974,1.3240387,1.186024,1.2533766,1.2284365,0.7573205,1.2046182,1.1655384,0.8830546,1.09928,1.1381823,1.3208772,1.1865789,0.8651053,1.1176952,0.99001974,0.6179813,1.2025434,0.4870717,0.8848451,0.64418906,1.3538858,0.9689979,0.97547185,0.9595663,1.2300653,0.94588435,1.3053937,0.97319883,0.9916981,1.3565748,1.2939677,0.96707505,0.8235643,1.3637834,0.8931745,1.1375514,1.2561082,1.3267156,1.2092484,0.9971617,1.0328169,0.9855511,0.99551743,1.2542188,0.81021047
hand,0.91044414,0.53612393,1.2592425,0.4071951,1.098566,1.1336092,0.7490652,1.1963786,0.9115562,0.971676,0.90367407,1.2433456,0.9822436,0.5886501,0.7234188,0.88799083,1.1133159,0.9825924,1.3713747,1.3220305,1.0015087,1.058578,1.3231211,0.789331,1.3059707,1.2358149,1.110331,1.0621743,1.2704499,0.9217424,1.4231988,1.0787681,0.8896439,1.2961515,1.1081496,0.80745345,1.3113338,0.97305983,1.3733394,0.982164,0.7985296,1.0371066,1.1844686,0.72212344,0.699948,0.8121847,1.1304004,0.7758921,0.47914964,1.135524,1.3062994,1.0509586,1.3160033,1.0705638,1.0860866,0.97143775,0.53067774,1.0815122,0.89330995,0.69253445,0.0,0.844704,0.992487,1.0647064,0.9878056,1.2438122,0.6581199,1.1087372,1.1681877,1.3993292,0.86198944,1.1194668,1.0965234,0.6249068,1.1476166,0.9082014,1.1480601,1.2764482,0.8689871,0.9627452,0.7866876,1.0136148,0.8411526,0.6409363,0.9901579,0.8543447,1.2643425,1.0300894,1.1518669,1.183969,0.88832575,1.3337595,1.0744672,0.96478975,0.98775667,1.1983378,1.3535495,1.1969168,1.1312394,1.2821069,0.87771106,0.786072,0.9117267,0.62773776,0.8066673,0.70000637,1.0628427,1.0099933,0.88613033,0.98974925,1.234153,1.0942227,1.3700845,0.50328505,0.82852024,1.3279535,1.1501304,1.026639,0.9309127,1.2636704,0.64146036,1.0043517,1.3633286,1.2835871,1.1797543,0.91032046,1.1798561,1.1073188,1.1416756,1.1246098,1.0192022
