,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jeans,0.83437395,1.0383115,1.4068754,0.476151,1.3174417,1.1084036,1.3835901,1.1535915,0.7635002,0.7768625,0.50231844,1.0693076,0.5703946,0.40230948,1.0893155,0.49390227,0.9724423,1.118201,1.4898105,1.4897927,0.9354464,0.78405815,1.1771485,1.3207192,1.1076456,1.2331691,1.1288757,0.6864154,0.9315318,0.85559803,1.2290807,1.4343832,0.73663056,1.0260932,0.6882363,1.270655,1.4208922,0.59823084,1.1130195,1.3760245,0.7479336,1.4961299,0.98989505,0.9056505,1.0180286,0.8435124,0.9722876,0.34301722,0.80195266,1.1288395,0.63380456,1.2287084,0.87620914,0.95371115,1.2083051,1.4194653,0.8203099,1.4351115,1.1435865,0.7403202,1.0931126,0.676592,0.9603834,1.432762,0.7441237,0.72713155,0.6005673,1.278633,0.91447365,0.81157196,0.563918,1.1220617,0.0,0.90266895,0.8483411,1.5626049,0.6853938,0.8301908,1.287918,1.2294219,0.57498795,0.89053714,1.1677719,0.933622,1.3900331,1.2541977,1.1495683,1.2394927,1.2582682,0.8352504,1.1125096,0.25007445,0.2489711,0.87247205,1.3844923,1.4064548,0.7830857,1.0584855,0.83785146,1.353205,1.1672064,1.0554881,1.0905628,1.0502526,1.0933747,0.9121444,0.9799808,0.98057675,0.45170057,0.89417595,0.311895,0.94318193,0.3001784,1.2893796,0.7858276,1.0413789,0.9254438,1.2797003,0.7399573,1.4831972,0.6195944,1.132097,1.3652505,1.1459105,1.3322337,0.79447967,0.37413192,0.6707982,1.4398935,1.1587731,1.3079917,1.250008,1.0935975,1.2190658,1.2946866,1.0417066,1.4151915,0.88958985,1.2874877,0.945541
knife,1.1857806,1.1468496,1.075019,1.0514051,1.1292554,1.0601233,0.9510708,0.8630983,0.92553985,1.0616585,1.1951007,0.5913363,0.7090987,1.1542822,1.1135925,1.2033799,1.0426941,0.96464187,0.9758016,0.8738136,1.0078228,1.1764176,0.65389735,0.98318195,1.1050621,0.71595293,0.9688799,0.97176945,1.2266512,0.87658244,0.9235228,0.9209768,0.970774,0.8540376,0.85399884,1.1774989,1.0413659,1.1406629,1.1009924,0.61171013,1.1036048,0.9753192,1.102333,1.3249718,1.3096985,0.9574523,0.5991464,1.1661313,1.0511312,1.0119168,1.094928,0.9146402,1.2022918,0.8197767,1.0663376,1.0748842,0.7146753,0.6884342,1.1759462,1.0310316,0.89047974,1.020528,0.95579237,1.1014075,1.1555037,1.2856774,1.0415113,1.0089024,1.1121467,0.930229,1.0328398,1.1407795,0.90266895,0.0,0.9394635,0.8756701,1.0266306,1.1719215,0.988309,1.1198199,1.1878934,1.1254041,0.9759314,1.1384661,1.0266086,0.72529286,0.77529955,1.046758,1.2300532,0.7598896,0.9997228,1.1463203,1.0288662,1.1166685,0.6052445,0.65965396,0.99850434,0.89833885,0.9694162,1.062072,1.0684189,1.2179037,1.174518,0.93130195,0.8614023,0.87341857,1.0846155,1.2195661,1.0548527,0.48414963,1.1425838,0.77327824,0.9654269,0.88903034,1.1289833,0.8181967,1.1192956,0.81033635,1.0254714,0.9570553,0.9498663,1.1035048,0.5311749,0.85346687,0.9236862,1.1845863,1.1795878,1.0681548,0.97615147,0.9484503,0.83527446,0.5241706,0.7105992,1.1784437,0.98390114,1.065016,0.9235416,0.57165027,0.8107562,1.1658534
ladder,0.9253334,1.0505291,1.3391397,0.8624363,1.3440683,1.2579607,1.3234286,0.9240797,0.79604894,1.0698795,0.5764056,1.1579802,0.59642196,0.9481132,1.0719551,0.74674,0.91951466,0.92585146,1.2455103,1.3122565,0.77712464,1.1242782,0.920377,1.1124002,0.9667762,1.0226947,1.0443989,1.010742,0.97577244,0.41481185,1.3217574,1.2588806,0.34745455,0.8290856,0.94878227,1.2167709,1.1138766,0.54256403,1.1734376,1.2841523,0.31419885,1.2641344,0.8870548,0.9498778,0.9394877,0.3763408,0.7849704,0.88276863,1.1847361,1.3051356,1.1247663,1.2159334,1.0023175,1.2817929,1.1417027,0.9870051,1.1747525,1.118136,1.0299163,0.993631,1.1649415,1.2458179,1.0603707,1.2372153,0.9785281,1.0138533,1.0389853,1.206248,0.9264548,0.8700791,0.9033375,0.8657383,0.8483411,0.9394635,0.0,1.082913,0.8721307,0.9000807,1.3390363,0.973608,1.0092859,0.959223,1.1851852,1.1019922,1.3674781,1.0960474,1.2095242,1.2646081,1.3053298,0.6323602,1.0373371,0.83871347,0.7773303,0.8883803,1.1944487,1.2062647,1.00244,1.0624905,0.9419807,0.9131147,1.1187481,0.91938764,1.1675828,0.93599844,1.0190016,0.44529855,1.0460038,0.9148705,0.9357648,0.8495528,0.8668392,1.1489674,0.9415177,1.1225796,0.56792605,0.92356277,0.7396387,1.3558692,0.96360356,1.2624835,0.92144376,1.1078376,1.1172119,1.2436663,1.170571,0.6859294,0.84770715,0.5912762,1.3325453,1.3489562,1.3594552,1.0803539,1.0623598,0.9630636,0.91484326,0.7940711,1.2006106,0.56064546,1.3318125,0.5649003
lamp,1.4440912,1.0434248,0.44103432,1.4502687,0.6318084,0.88900006,0.4895631,0.81374085,1.3439425,1.1477655,1.421982,0.6536371,1.2553167,1.5685244,1.0903838,1.4467514,1.2499895,1.167699,0.27505052,0.33412468,1.340979,1.4945662,0.6934646,0.6453387,1.1646564,0.42447555,1.0663179,1.4116106,1.1998261,0.9246827,0.6773026,0.25459337,1.2916073,0.90108776,1.4370915,1.0066698,0.6895004,1.2418022,1.1525352,0.43949783,1.2206166,0.24623036,1.2509371,1.318266,1.1053593,0.9328321,0.8749407,1.5408889,1.2705531,0.8774394,1.2680581,0.5927628,1.2126653,0.9191685,0.9329038,0.72488725,0.97552454,0.54933333,1.1578913,1.2688649,0.733397,1.0576459,1.0727282,0.803928,1.269634,1.5023153,1.4419177,0.55531794,1.0600219,1.0055715,1.2143179,1.0060465,1.5626049,0.8756701,1.082913,0.0,1.2727944,1.3917896,0.6283155,0.887273,1.5753943,1.3741343,0.913826,1.3824203,0.49023908,0.35155714,0.60290855,0.6637246,0.7297044,0.985742,0.91799206,1.6139662,1.4178251,1.418534,0.38258356,0.38023722,1.2435586,0.5882843,1.2772624,0.73336244,1.0770307,1.1104511,1.011628,0.8768944,0.9311754,0.8505355,1.0448778,1.3404491,1.4362822,1.1268975,1.4726722,1.0374932,1.3961813,0.74368,1.2024156,0.9058002,1.2864256,0.44883716,1.2372836,0.35724795,1.2831485,1.0972937,0.5551698,0.71091783,0.6555516,1.3749096,1.4887829,1.4885812,0.46896368,0.70997405,0.5428405,0.5564495,0.51439005,1.1575627,0.84590435,0.978953,0.41147923,0.98230803,0.48060465,1.0485456
leg,0.8687204,0.5660618,1.1645427,0.4797715,1.0874068,1.0863607,1.187692,1.2901883,0.9460519,1.0430241,0.8724843,1.1440111,0.8908515,0.84173435,1.0162628,0.95223135,0.9964145,1.2206861,1.2964696,1.3157275,1.1639022,0.89896655,1.0094907,1.2612263,1.1235793,1.2211794,1.0860783,0.57061446,0.99780333,1.021229,1.0348117,1.2389374,0.9606938,1.0621294,0.925215,1.114988,1.1585249,0.84477526,1.1290264,1.2210612,0.95893264,1.2971675,1.1274556,0.94205433,1.0625104,0.9419575,1.0716783,0.64218557,0.69447565,0.936596,0.9339301,1.1161989,0.7827107,0.79238605,1.084971,1.2224251,0.83217883,1.1802268,1.1539578,0.85657716,0.9934598,0.9945849,0.96399087,1.2784158,0.7160044,0.9574846,0.7271271,1.1947826,0.71838,0.96434575,0.88449687,1.0570078,0.6853938,1.0266306,0.8721307,1.2727944,0.0,1.0420536,1.1205126,1.1472746,0.9227531,0.9461316,0.96135724,1.0626179,1.1088923,1.1973903,1.0392393,0.90990144,1.0716951,0.99243814,1.0574682,0.6458617,0.5258599,1.0601981,1.2857695,1.2514989,1.0306442,1.2051404,0.9659275,1.1621616,1.197162,0.8779664,0.97489834,1.2225745,1.1299458,1.0335959,1.012789,1.0303295,0.82421017,1.0384971,0.6137008,1.0558727,0.58534455,1.0933965,0.92353225,1.1828798,0.96362746,1.1055566,0.89588,1.2868273,0.64597386,1.0484506,1.2342131,1.0701259,1.1038845,0.96985525,0.7197638,0.9681069,1.2569778,0.8385191,1.1714145,1.0863394,1.1529235,1.1851264,1.3074478,1.0241251,1.2674206,0.8855623,1.0836148,0.990461
meat,0.7176018,1.1044723,1.1828697,0.8397757,1.1825863,1.1950787,1.1795673,1.2031653,0.94071037,0.83773017,0.7102649,1.2684982,0.95439076,0.7337198,0.91284156,0.7403209,0.8020057,0.8855817,1.2830966,1.3141849,0.80559534,0.8070506,1.1502138,1.2580302,0.96133226,1.3783286,0.9419351,1.0020595,0.779642,1.0520037,1.1917707,1.325295,0.7275811,1.042327,0.8598322,1.0761812,1.2184033,0.8786105,1.0465882,1.3007674,0.8813585,1.3145205,0.45311546,0.68742996,0.8391918,1.0252818,1.184963,0.8233558,0.9661372,1.1555581,0.8518225,1.219729,0.85844725,1.2763996,1.0488626,1.0671153,1.1695372,1.2454315,0.8268364,0.8667917,1.2059095,1.0398602,0.9802683,1.130447,0.8475406,0.59481347,1.0081439,1.2114143,0.8988447,1.0749944,0.96502006,1.0819314,0.8301908,1.1719215,0.9000807,1.3917896,1.0420536,0.0,1.1719726,1.0771458,0.74245775,0.71648633,1.219529,0.86115587,1.258363,1.4286237,1.2872055,1.2527187,1.0087223,1.1098859,1.0422076,0.741197,0.8735287,0.7236532,1.2534311,1.2583612,0.9558453,1.2945712,1.0322205,1.0879838,1.0621924,0.8137205,0.81739384,1.0857041,1.1080248,1.0808053,0.89664745,0.6189783,0.88045543,0.8888136,0.80886716,1.1282737,0.96130073,1.1758064,0.7997608,1.1609836,0.6974123,1.3365195,0.8473549,1.3056074,1.0935032,1.0048629,1.2725747,1.0922074,1.1311455,0.7353,0.7723053,0.69302654,1.1937693,1.3206818,1.266744,1.2307427,1.3770688,0.8394153,1.1944184,1.0200768,1.2803786,0.9659102,1.3455367,0.9247396
melon,1.2823709,1.1187009,0.50641024,1.2646443,0.49055254,0.73091996,0.3109995,1.067942,1.2914058,1.1900923,1.3963379,0.67541265,1.2982267,1.3476756,1.129379,1.3757411,1.190033,1.1595267,0.62385494,0.5242394,1.3036366,1.0157363,1.1076646,0.86884403,1.0989692,0.75530934,1.1239247,1.066034,1.1453646,1.2241141,0.37016672,0.5999734,1.3716321,1.1669662,1.2602925,0.76830745,0.75852776,1.2914715,0.91701925,0.4784165,1.4446437,0.6116067,1.0560758,1.2307091,1.1328306,1.2927083,0.95731723,1.3038937,0.88318205,0.4622349,1.2110965,0.6184314,1.0627011,0.73664796,0.98698103,0.99834377,0.73239255,0.92015547,0.99295616,1.2362287,0.77082384,0.91803813,1.0815846,0.7663822,1.1430037,1.0613321,1.2432407,0.6723007,1.0643237,1.1560698,1.2223443,1.0469995,1.287918,0.988309,1.3390363,0.6283155,1.1205126,1.1719726,0.0,1.1778624,1.3730345,1.2609789,0.9370477,1.0292649,0.5053999,0.701705,0.5640495,0.7154747,0.5884443,1.2233143,1.0874263,1.4106121,1.2551668,1.3606974,0.6181817,0.5894854,0.908272,0.8173225,1.1071091,1.1000822,0.9434226,1.1994162,0.45196915,1.074751,1.0440913,1.1878147,1.160471,1.2610546,1.2804815,1.2399774,1.302566,0.87302023,1.1152931,0.7723894,1.3019953,0.99943435,1.2939,0.39710182,1.2462461,0.49320197,1.1448534,0.95560575,0.8465189,0.7637846,0.76242125,1.2650764,1.3107157,1.426843,0.5716006,0.5884942,0.5986556,0.7938696,0.7814535,1.1843548,1.0662924,1.1916827,0.7337909,1.2733493,0.67021024,1.2880096
milk,1.0640745,0.959017,1.1169163,1.1133556,0.9883659,0.9817685,1.1742572,0.7278367,0.8972484,1.080679,1.0293201,1.1058152,1.0247958,0.99026287,0.88953155,1.0184343,0.9373647,0.84539145,0.8452906,0.95684296,0.58315957,1.0796396,0.93043065,0.5685883,0.9283998,0.8178858,0.9677382,1.1657534,1.0657473,0.89558226,1.1664602,1.00748,1.0683097,0.85542995,1.0751,0.99053156,0.82979286,0.9848016,0.93660325,1.131551,0.8809944,0.83885086,0.89079434,1.0769737,0.8821592,1.0120409,1.0453229,1.1271248,1.2446605,1.1722039,1.104708,1.167914,1.0927811,1.2217002,1.025555,0.8892088,1.1944957,0.9041533,1.0330929,1.0708796,1.1288908,1.0697836,1.1104512,0.8622173,1.1536839,0.97800016,1.1148236,0.9525471,1.1488146,1.0408616,1.0621078,0.6705545,1.2294219,1.1198199,0.973608,0.887273,1.1472746,1.0771458,1.1778624,0.0,1.022402,1.0324682,0.99913895,1.0738703,1.149277,0.896922,1.1291575,1.0984071,1.0912269,0.8844644,0.9357642,1.2342932,1.2474439,0.9137573,1.1041529,1.0984445,1.1638412,0.9828338,0.9894055,0.8100073,0.8719069,1.0560203,1.1546743,0.6785152,0.7354553,0.91303307,1.0015806,1.0536605,0.9970748,0.9221312,1.1916313,1.2373747,1.2282193,0.8545905,0.91663426,0.8432631,1.0661782,1.2071509,1.1620605,0.83938736,1.0861356,0.94575566,0.98045075,1.0605087,0.9750282,1.0300524,1.168987,0.9528229,1.0103688,1.1965915,1.1924952,1.0003381,0.94320077,0.7430917,0.76045406,1.0088758,0.9194475,0.98681414,1.0752084,1.0239804
mitten,0.6139265,0.91838443,1.4693193,0.63835883,1.138915,0.94013023,1.4979382,1.0144272,0.79034114,0.900928,0.69258237,1.3367491,0.8281238,0.50795954,0.89364076,0.59481233,0.92043823,0.9642657,1.5202467,1.5540867,0.80576974,0.42977595,1.1997145,1.1443026,0.964976,1.4297268,1.0387166,0.7211586,0.8678951,1.1028059,1.2739601,1.4731803,0.9013098,0.9057815,0.49360412,0.8219124,1.146377,0.82777005,0.5931439,1.5319196,0.8749665,1.5050114,0.88528746,0.75918806,0.82659346,1.1114749,1.1563162,0.6501341,0.85905266,1.1543477,0.77266496,1.3564956,0.9566919,1.1960087,0.97058433,1.1705917,1.1210294,1.277472,0.74984807,0.74252486,1.2794998,0.6757921,1.026059,1.0936682,0.93507576,0.49654615,0.60034156,1.2889388,1.146038,0.80029976,0.9054433,0.98479164,0.57498795,1.1878934,1.0092859,1.5753943,0.9227531,0.74245775,1.3730345,1.022402,0.0,0.74290735,1.2287564,0.45656508,1.452755,1.4459002,1.4452672,1.2951409,1.2035356,1.0267844,1.0970982,0.5471437,0.7478366,0.71710294,1.5391997,1.5487921,0.8982162,1.2492129,0.8501792,1.074377,0.93495965,0.94221115,0.9170779,0.9739676,1.0291898,1.2096113,0.956672,0.77401423,0.6194689,0.8815417,0.73669946,0.80914295,0.7782942,1.0656316,0.9134177,1.102536,0.79809904,1.4929135,0.8974241,1.4781,0.7451985,0.8763592,1.3135147,1.1381065,1.1235389,0.775805,0.7203547,0.6641387,1.4144773,1.3482409,1.4684105,1.3837723,1.334257,0.7969618,1.0237993,1.091324,1.4260213,0.9958833,1.3658386,1.0119859
motorcycle,0.750264,1.036146,1.1896217,0.8156585,1.1534534,1.0999789,1.2760007,1.1998411,0.89661723,0.9278183,0.790859,1.3081478,0.8156506,0.84388554,0.9253127,0.81778216,0.8488345,0.91570485,1.2941447,1.2700768,0.8321607,0.9321859,1.0881711,1.1320118,0.9113994,1.2924726,0.26207256,0.96064025,0.75086105,0.99994904,1.2368517,1.2495903,0.794987,0.97869897,0.9431763,1.0313745,1.1907403,0.8988331,1.0741881,1.3373705,0.9215338,1.3132246,0.849759,0.58750343,0.8709949,0.9906508,1.0572081,0.8525195,0.9657171,1.1619219,0.93473977,1.3436713,0.9363214,1.2591119,1.0162264,1.0995469,1.2253326,1.1613958,0.9243596,0.8963628,1.2082512,1.166221,0.9405724,1.1630006,0.9093202,0.71866393,0.9471761,1.115113,0.9764566,0.98946714,1.0347872,1.0568494,0.89053714,1.1254041,0.959223,1.3741343,0.9461316,0.71648633,1.2609789,1.0324682,0.74290735,0.0,1.0911961,0.93233526,1.2257187,1.4487169,1.3452652,1.2642437,1.0489813,1.0620136,1.0002661,0.7703843,0.9548997,0.74840724,1.2723069,1.2710085,1.0031374,1.3135682,1.0502795,1.0855335,1.0264784,0.7739283,0.9603659,1.1140037,1.0314505,1.0549663,0.8980681,0.7209141,0.97125566,0.8029367,0.8824383,1.197151,0.9640474,1.1506892,0.84867674,1.0715582,0.75585574,1.3717275,0.8495654,1.2584876,1.0161608,1.0067747,1.2028224,1.1608708,1.1986763,0.6518434,0.84195805,0.74518466,1.1614902,1.2963061,1.2756894,1.205035,1.4135721,0.58437544,1.0860491,1.0244687,1.2756722,0.8587909,1.2897762,0.96597457
mouth,1.1991221,0.78194606,0.91321534,1.0625445,0.8999158,0.8392453,0.9113933,1.0238106,1.140948,1.062566,1.2784699,0.8045109,1.2389475,1.1227071,1.0640417,1.266091,1.0395821,1.1054164,0.9651376,0.92113304,1.2199266,1.0517784,0.9563768,0.96609145,0.95881677,0.9502165,1.0305766,0.87059975,1.1582096,1.2322866,0.8440795,0.899391,1.2517133,1.0573131,1.0199176,0.90927035,0.8596648,1.2450392,0.9195397,0.7630862,1.2363646,0.9361225,1.2406857,1.1739607,1.1357652,1.1760056,1.0479436,1.0663588,0.7961826,0.8410322,1.1000824,0.7200737,0.9141818,0.5571575,0.9827451,1.0387119,0.69168687,0.88018274,1.1094742,1.0935323,0.6675115,1.1455896,1.1074426,0.804396,0.8959659,1.1527823,0.8692787,0.87083787,1.0785552,1.1299849,1.0400048,1.1417091,1.1677719,0.9759314,1.1851852,0.913826,0.96135724,1.219529,0.9370477,0.99913895,1.2287564,1.0911961,0.0,1.0603455,0.639922,0.9379253,0.70281136,0.50386345,1.0186684,1.1633434,1.0453013,1.1346633,1.0959891,1.1728281,0.9137583,0.91776973,0.966444,1.0448121,1.0519369,1.0854739,1.0315502,1.118201,1.1455562,1.088109,1.087945,1.149426,1.0605778,1.1867852,1.0701839,1.1575373,1.0492647,0.9035565,0.99235976,1.0845982,1.2105244,1.1137725,1.1822963,0.7309455,1.2233204,0.9535588,0.89703065,1.0199934,0.8794322,0.7889167,0.96425337,1.2846265,1.1194556,1.3049396,0.8952206,0.5107169,0.54509485,0.9543098,0.9574517,1.0734403,1.1368127,1.1120919,0.936396,1.1656787,0.7032422,1.1406171
muffin,0.78406507,1.0415207,1.2568276,0.85177445,0.93159854,0.8469429,1.2421346,1.0516323,0.74193233,1.0342296,1.0033823,1.1601062,1.0504141,0.8536819,0.8994271,0.9682075,0.99737006,1.0163262,1.3709571,1.3329477,0.8873817,0.13770318,1.149596,1.1899904,0.8725568,1.3784676,1.1131473,0.7546029,0.956039,1.2700934,1.0541805,1.3202462,1.0507425,0.9358548,0.6327473,0.3083104,0.931812,1.1117014,0.23654544,1.3387786,1.0853387,1.3560013,0.91691387,0.9073748,1.0662049,1.1443841,1.0194885,0.91301227,0.86152166,1.046159,0.976432,1.1623323,0.971498,1.1023678,0.9941627,1.0931103,1.1135274,1.1524143,0.87241465,0.8564079,1.1604062,1.0873832,1.0215114,0.8540667,0.94985986,0.6648425,0.73231554,1.2826998,1.1655395,0.85589707,1.1533515,0.9261777,0.933622,1.1384661,1.1019922,1.3824203,1.0626179,0.86115587,1.0292649,1.0738703,0.45656508,0.93233526,1.0603455,0.0,1.2581599,1.3676462,1.2342021,1.2020123,1.0214283,1.1061131,1.0988125,0.9153894,0.99036545,0.89495856,1.3493361,1.3373467,0.87210906,1.3231941,0.73435366,1.0846848,0.7037347,1.0747026,0.80312186,1.1548585,1.0806118,1.2024803,1.065651,0.8616125,0.95028174,1.0863518,0.9897495,0.6851878,1.0221959,1.0002396,1.0198436,0.9836019,1.0173806,1.2912452,1.0059569,1.2687867,0.92561346,0.4322077,1.1422676,0.94131464,1.0103298,0.928496,0.95214087,0.868719,1.2592926,1.2259974,1.2177793,1.4104304,1.324476,1.0023019,0.86960953,1.0118381,1.2517614,1.1198087,1.2304567,1.0335709
nail,1.4355474,1.0454726,0.23276818,1.2447417,0.57237655,0.81266105,0.3606723,1.1368705,1.4031193,1.1120231,1.4052129,0.6778082,1.399658,1.3610957,1.1936026,1.4127425,1.216181,1.1997879,0.39271045,0.40197766,1.453055,1.2514288,1.0891778,0.77285457,1.1413682,0.71568894,1.0260221,1.0891248,1.2302952,1.2866431,0.4477737,0.45260286,1.3536482,1.1982512,1.2790229,1.0138843,0.856596,1.356833,1.1269099,0.30425215,1.4404922,0.3896532,1.2012614,1.3010747,1.1284407,1.2619295,1.1061355,1.3008194,0.92972016,0.611291,1.1744096,0.5435996,1.0095341,0.5057676,1.0881479,0.9466307,0.6792119,0.86696565,1.2390785,1.2395921,0.5986866,1.0031148,1.1424398,0.7572537,1.040162,1.3484325,1.1328278,0.51680946,1.0482681,1.2779086,1.2204783,1.1632518,1.3900331,1.0266086,1.3674781,0.49023908,1.1088923,1.258363,0.5053999,1.149277,1.452755,1.2257187,0.639922,1.2581599,0.0,0.7175638,0.44598067,0.4651305,0.42461562,1.2953372,0.9952624,1.3798827,1.3148619,1.3401964,0.43253875,0.34639466,1.0489585,0.83056986,1.2051411,1.0967295,1.0879453,1.2171737,0.8690059,1.1052703,1.1422747,1.2181728,1.045057,1.3212497,1.2596998,1.2787998,1.2609566,0.99986917,1.1568158,1.0244676,1.2963481,1.1382183,1.2390186,0.24360931,1.2086742,0.42496622,1.1480861,1.1039342,0.8656352,0.7315804,0.82905567,1.3392984,1.3090148,1.461616,0.32008052,0.27216733,0.17215669,0.56542647,0.8403026,1.1516817,1.1798785,1.1584468,0.65850514,1.3146007,0.35958833,1.2522956
napkin,1.4471191,1.0760286,0.6798814,1.3930616,0.8584191,0.91108954,0.54794717,0.58558875,1.2704419,1.0909817,1.3022705,0.44797707,1.0349777,1.3299334,1.1843922,1.2191066,1.2716973,1.1582026,0.39521134,0.41227204,1.253164,1.370806,0.7527958,0.643467,1.1915599,0.2491064,1.1268588,1.233755,1.2290341,0.77808505,0.73109233,0.5693034,1.3201497,0.9615359,1.2940427,1.1677234,0.6839543,1.0613225,1.1324778,0.41709268,1.1343528,0.37751,1.3455453,1.3960458,1.1329488,0.91904867,0.74869645,1.3642266,1.1640671,0.97155803,1.1358309,0.67475814,1.340627,0.8437114,0.93906224,0.8894456,0.8054495,0.7193104,1.2494156,1.3434496,0.8953034,0.7508601,1.0015589,0.9608985,1.3876948,1.4021266,1.3596523,0.6907891,1.0458556,1.1048648,1.0193115,1.0436918,1.2541977,0.72529286,1.0960474,0.35155714,1.1973903,1.4286237,0.701705,0.896922,1.4459002,1.4487169,0.9379253,1.3676462,0.7175638,0.0,0.4895935,0.8219035,0.9835468,0.7629341,0.856269,1.4309703,1.1267681,1.4471369,0.3975898,0.4348747,1.0581774,0.28966653,1.116936,0.916108,1.1489812,1.1593959,1.1823883,0.72223425,0.9014261,0.7622626,1.0549246,1.4158406,1.1454426,1.2145004,1.3696327,0.9873286,1.1162313,0.79288864,1.1491562,0.7907346,1.4053953,0.48578632,1.1642742,0.44783288,1.0338948,1.1574798,0.5831244,0.85915524,0.7022525,1.3391948,1.4392715,1.523128,0.6390588,0.7661742,0.60965216,0.61936516,0.050220966,1.2650564,0.8526484,0.98471767,0.4825126,1.0464156,0.63864005,1.0762454
necklace,1.4550962,1.0363724,0.5607009,1.2136354,0.74605626,0.86787915,0.51276267,0.9540469,1.3351068,1.0772537,1.4037904,0.24724662,1.2229706,1.3106272,1.2579494,1.4083931,1.2495481,1.2203677,0.5304134,0.5022538,1.4309502,1.2250375,1.0018792,0.8796774,1.1565907,0.49251592,1.1785413,1.0249813,1.2012265,1.123215,0.6926129,0.6119307,1.4007014,1.0969626,1.275889,1.1292781,0.8875038,1.2756872,1.1558245,0.31145954,1.3608676,0.5490171,1.1990567,1.3777547,1.1965863,1.1330259,0.8199568,1.234341,0.8379066,0.7068863,1.1524925,0.38655293,1.1076419,0.4347753,1.099467,1.1031835,0.38985515,0.88829017,1.2801102,1.1481884,0.5148514,0.8553328,1.1141281,0.98655504,1.0817357,1.4206715,1.0835099,0.6038275,1.0829957,1.238903,1.1190151,1.1852953,1.1495683,0.77529955,1.2095242,0.60290855,1.0392393,1.2872055,0.5640495,1.1291575,1.4452672,1.3452652,0.70281136,1.2342021,0.44598067,0.4895935,0.0,0.55419976,0.80939513,1.1171824,0.9003469,1.369552,1.0350449,1.4094036,0.34508544,0.3997984,0.97735417,0.7042664,1.1015272,1.1562512,1.1883934,1.3190346,1.0479498,1.0063907,1.0677171,1.0083776,1.0759962,1.4128805,1.1519544,1.2426676,1.1553459,0.8349836,0.90872014,1.0068206,1.3025675,0.96083015,1.3948498,0.15625507,1.2265388,0.55671036,0.887954,1.1164188,0.7429551,0.77355856,0.8483963,1.3769287,1.2761087,1.5167261,0.63434345,0.3377267,0.37709486,0.67342544,0.5501162,1.2895693,1.1809798,1.1368029,0.7045944,1.2374023,0.40050054,1.2003887
nose,1.2208235,0.76536757,0.7279718,1.1016657,0.68393445,0.8162799,0.7947873,1.161768,1.3275862,1.0744575,1.368866,0.7086071,1.3807154,1.1718905,1.1461972,1.3483069,1.2323465,1.1895878,0.8665143,0.8634856,1.3801515,1.1119852,0.98910284,0.99332446,1.1319292,0.8759005,1.1790103,0.8219987,1.1699681,1.2706089,0.58905584,0.7490537,1.3384323,1.0919373,1.2327235,0.91408956,0.8440069,1.258482,1.0567907,0.6797827,1.3456244,0.8391722,1.2209108,1.2614267,0.9868828,1.1975185,1.0240973,1.1506312,0.65221095,0.52200115,1.1066532,0.38883263,0.9198117,0.3335644,1.0098058,1.0004388,0.48107976,0.87315375,1.1130311,1.2018507,0.4525543,0.91516274,1.220336,0.8175572,0.8968069,1.2860698,0.8136804,0.6747088,1.0467441,1.0907745,1.0397961,1.2273073,1.2394927,1.046758,1.2646081,0.6637246,0.90990144,1.2527187,0.7154747,1.0984071,1.2951409,1.2642437,0.50386345,1.2020123,0.4651305,0.8219035,0.55419976,0.0,0.8394297,1.2348013,1.0377247,1.2450361,1.1156654,1.2684524,0.8600264,0.8277447,0.9254701,0.91960645,1.0689682,1.0837644,1.176573,1.1490113,0.97573465,1.1580145,1.156273,1.22404,1.0625002,1.2484452,1.1259578,1.2712955,1.1387634,0.81291264,1.012241,0.90396845,1.2735324,1.2451777,1.2559059,0.45750654,1.2387745,0.88268197,0.9041614,1.018664,0.93787175,0.72941875,0.7797326,1.3453038,1.2140856,1.4378326,0.8431465,0.20701921,0.52160954,0.9197142,0.8790301,1.1820275,1.1911376,1.1818742,0.87706774,1.2412289,0.5245316,1.1894243
