,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
egg,1.1166518,0.9917152,0.7421885,1.0807889,0.5049797,0.6173406,0.6933543,1.1811323,1.2558806,1.1578672,1.394546,0.76810426,1.3168705,1.1525242,1.1179572,1.3426914,1.1258198,1.0938349,0.94144464,0.85609597,1.2663871,0.9811333,1.1390964,0.89962053,1.0571938,0.9376191,1.0963336,0.6797923,1.1556542,1.2865787,0.51071835,0.76317984,1.3036602,1.1839713,1.0932646,0.8393373,0.98056835,1.3011259,0.9984043,0.6337588,1.430943,0.9355984,1.0889049,1.2019082,0.97597075,1.2972224,1.0654082,1.0599277,0.66281796,0.0,1.1433792,0.59182113,0.9819285,0.48844874,1.0515273,1.0646806,0.5709217,1.0392561,0.8454812,1.1359591,0.63508785,0.8287004,1.2009972,0.7734481,0.9763059,1.0798472,0.89894265,0.77451044,1.0513442,1.0309255,1.1340356,1.1524112,1.1288395,1.0119168,1.3051356,0.8774394,0.936596,1.1555581,0.4622349,1.1722039,1.1543477,1.1619219,0.8410322,1.046159,0.611291,0.97155803,0.7068863,0.52200115,0.7043849,1.2676251,1.1618557,1.1834219,1.1059008,1.1860622,0.9003055,0.8619663,0.6605777,1.0445514,1.0372785,1.1553353,1.0237463,1.1499653,0.57437676,1.113847,1.133436,1.3075364,1.1708841,1.2102741,1.0984713,1.1774564,1.0757266,0.7349503,0.88560295,0.8744477,1.3373723,1.1936663,1.1833717,0.551956,1.2979221,0.8470397,0.9783049,1.0409424,1.0130622,0.69912124,0.94355744,1.2281867,1.1153442,1.3184305,0.7826488,0.48208946,0.67831856,0.8772839,1.0107601,1.06457,1.1382418,1.2385085,0.9594165,1.260277,0.64008284,1.3051318
elephant,0.898488,1.0835843,1.1907231,0.77094537,1.2152106,1.1598012,1.2244196,1.0454539,0.8057224,0.17408776,0.6149932,1.1923964,0.86996067,0.53561425,1.0789329,0.5907727,1.0017136,1.1963067,1.2785873,1.2631209,1.0891769,0.87461275,1.1413918,1.3289754,1.0927397,1.3252478,1.0992361,1.035343,0.82371974,1.1296401,1.1283619,1.1906219,0.9101075,1.2307559,0.96467656,1.1738209,1.0974561,0.91678447,1.0466734,1.3147278,0.9045574,1.2884837,1.0285587,0.9299047,1.219069,0.94939417,1.1943678,0.6494664,0.903384,1.1433792,0.0,1.1890893,1.0476444,1.0907611,1.0903722,1.2145957,1.0566801,1.281194,1.1439929,0.7647401,1.1837225,0.98530155,0.5732569,1.2546749,0.9437191,0.728729,0.91856897,1.2870674,0.83962524,1.0371895,0.6830878,1.153965,0.63380456,1.094928,1.1247663,1.2680581,0.9339301,0.8518225,1.2110965,1.104708,0.77266496,0.93473977,1.1000824,0.976432,1.1744096,1.1358309,1.1524925,1.1066532,1.0502577,1.1021831,0.5661552,0.54684055,0.7485069,0.93108827,1.2257155,1.2875075,1.035795,1.0010036,1.1420344,1.1737034,1.0083383,1.0285453,0.9598485,1.1353507,1.1556282,1.0527999,0.33155107,0.96897894,0.74834037,1.0745661,0.5254816,1.0980419,0.78270555,1.2141755,0.747751,1.1016116,0.89242506,1.2300143,0.31838512,1.3370671,0.98156786,1.0508165,1.2581787,1.1146104,1.1132727,0.9460343,0.6726171,0.8661145,1.2523375,1.1738155,1.1465925,1.2966957,1.0621145,1.2574817,1.2773216,0.8545146,1.1920246,1.2202504,1.2061626,0.95421976
eye,1.3622301,0.9773679,0.6437339,1.3304056,0.6429913,0.8064326,0.601922,0.98364437,1.3456175,1.0456495,1.3859855,0.48189878,1.2822411,1.340869,1.1684073,1.3821603,1.2430015,1.1747816,0.6756217,0.6572112,1.3793061,1.1982453,1.0459583,0.9389914,1.1470331,0.6602189,1.179441,0.9596461,1.1404855,1.1442385,0.69029003,0.54039353,1.3527584,1.0571115,1.2189927,0.9868417,0.9593923,1.2318656,1.1435262,0.4742384,1.3099465,0.67420244,1.192594,1.2634537,1.0761201,1.1315542,0.871415,1.2912828,0.80071104,0.59182113,1.1890893,0.0,1.0605997,0.5060268,0.9996479,0.9381024,0.5213563,0.9018955,1.118037,1.1653025,0.42156136,0.88308275,1.0920779,0.8596917,1.0644647,1.3894794,1.054762,0.66963744,1.0004355,0.99170214,1.1085068,1.2070544,1.2287084,0.9146402,1.2159334,0.5927628,1.1161989,1.219729,0.6184314,1.167914,1.3564956,1.3436713,0.7200737,1.1623323,0.5435996,0.67475814,0.38655293,0.38883263,0.8358929,1.1328353,0.9353098,1.3641614,1.1045153,1.3617675,0.5884404,0.59602654,0.9249567,0.8287265,1.0577209,1.0283418,1.199085,1.1165708,0.99009573,1.0360073,1.103306,1.0759988,1.0505648,1.2906704,1.2589489,1.2243872,1.2859321,0.71364754,1.0717734,0.97349316,1.2956432,1.1026397,1.3448215,0.30812585,1.2526921,0.7175132,0.91374475,1.003856,0.8919481,0.7052221,0.8203463,1.3112597,1.355401,1.4881871,0.69973975,0.4295398,0.5054963,0.817439,0.7289592,1.2341999,1.0787767,1.1260346,0.81530905,1.1960706,0.45967352,1.1597846
face,0.84647214,0.9730121,1.1049032,0.84090805,1.138645,1.1108711,1.1288911,1.3114147,0.98738885,1.0535005,0.8989353,1.2366122,1.0354815,0.9137012,0.9851486,0.97491664,0.9062992,1.0487502,1.2067837,1.2439809,1.0113708,0.9168972,1.0900321,1.2966851,0.9524437,1.343028,1.018407,0.98421985,0.87058866,1.1170353,1.1271319,1.142087,0.8275178,1.0500681,0.9555589,1.075735,1.1736988,0.8885213,1.0731337,1.2604932,0.9676962,1.2269773,0.95547295,0.8332078,0.97152203,0.970453,1.1858509,0.74366426,0.8268539,0.9819285,1.0476444,1.0605997,0.0,0.96770567,1.0560693,1.1233755,1.0442147,1.1660079,0.9274038,0.9347696,0.71297866,1.1213695,0.9701758,1.1524602,0.13069558,0.8980082,0.8567062,0.99756,0.99325204,1.0015264,0.9891223,1.0252161,0.87620914,1.2022918,1.0023175,1.2126653,0.7827107,0.85844725,1.0627011,1.0927811,0.9566919,0.9363214,0.9141818,0.971498,1.0095341,1.340627,1.1076419,0.9198117,1.024863,1.089622,1.0718992,0.78299654,0.913413,0.86370313,1.2656403,1.2565675,1.0276927,1.2989507,1.0315976,1.1353478,1.0278878,0.9794754,1.0025946,1.2770642,1.081022,1.045297,1.0349126,0.81454194,1.0075697,1.003944,0.69033027,1.0173507,0.92286366,1.21365,0.90420616,1.1141157,0.8639848,1.1204778,0.9595581,1.2669142,1.0475638,1.038383,1.273873,0.9736697,1.2422527,0.8595576,0.54490876,0.8527396,1.1349738,0.91915673,1.1064109,1.1406082,1.3434721,1.1083041,1.2221217,1.021374,1.1491022,0.978945,1.1764457,0.8795604
finger,1.2446752,0.7871753,0.8085458,0.8918287,0.8015137,0.7999957,0.79743445,1.1780121,1.2576032,1.0823133,1.3656044,0.55295646,1.2640414,1.0730724,1.2106584,1.3286616,1.2298503,1.2209358,0.94948304,0.8909183,1.4060713,0.98616076,1.0720026,0.9936985,1.1533663,0.84951633,1.1769117,0.57845545,1.2512139,1.2529083,0.5971882,0.8905583,1.3576331,1.133649,0.96611583,1.0059086,1.007656,1.2671503,1.0194745,0.5538927,1.4077971,0.94038165,1.2396665,1.3267384,1.0541363,1.2460855,0.97698605,1.0286219,0.5453026,0.48844874,1.0907611,0.5060268,0.96770567,0.0,1.1379377,1.1279094,0.22876537,0.9963185,1.1941248,1.1283691,0.5325691,0.7620369,1.237329,0.90543056,0.90420604,1.2783132,0.46979874,0.74106216,1.0528018,1.1183758,1.0219764,1.278786,0.95371115,0.8197767,1.2817929,0.9191685,0.79238605,1.2763996,0.73664796,1.2217002,1.1960087,1.2591119,0.5571575,1.1023678,0.5057676,0.8437114,0.4347753,0.3335644,0.9600275,1.172834,1.0942942,1.1342232,0.9730423,1.2760363,0.82610774,0.79345226,0.78997576,0.9253622,0.94276404,1.2223374,1.1939304,1.2784145,1.0507759,1.167964,1.124663,1.2586005,1.1438981,1.3193989,0.9295787,1.2094529,1.0141163,0.67463493,0.78585863,1.0012417,1.3243276,1.2102716,1.3192997,0.402197,1.236725,0.91259176,0.683577,1.0798546,0.9589503,0.7036928,0.92680526,1.3535658,1.1129183,1.413508,0.886345,0.11509144,0.4605968,0.8171552,0.84289795,1.2482569,1.2644963,1.1996493,0.9540554,1.2471511,0.43864906,1.2443494
fish,0.49371254,0.9897046,1.0155339,1.1136427,1.0166343,0.89670837,0.95043015,1.0256137,1.1005673,0.96073896,1.2011764,1.0580122,1.13748,1.1924874,0.31402344,1.154139,1.0377362,0.8478947,0.9534476,0.9925974,1.0515184,0.9992287,0.9497545,1.0250298,0.78571695,1.0477074,1.0034136,1.007163,0.65659225,1.169124,0.9935871,0.94019955,1.1264024,1.0303612,1.1300566,0.86791945,0.96862656,1.1402164,1.0117613,0.9578735,1.1336254,0.9542724,1.1693395,0.74057925,0.9782098,1.0915971,1.0360639,1.2641801,0.9146536,1.0515273,1.0903722,0.9996479,1.0560693,1.1379377,0.0,0.7905284,1.1472785,0.8597107,0.4909224,1.1192424,1.0944501,0.9131661,1.0189162,0.9483261,1.1117619,1.0700289,1.1473396,1.0533798,0.9697534,1.0381658,1.119919,1.1385865,1.2083051,1.0663376,1.1417027,0.9329038,1.084971,1.0488626,0.98698103,1.025555,0.97058433,1.0162264,0.9827451,0.9941627,1.0881479,0.93906224,1.099467,1.0098058,1.0032195,1.1377306,1.0124826,1.1917716,1.1551341,0.87749887,0.9471645,1.0140893,1.1199467,0.96637505,1.0609678,0.8364016,1.0486672,0.7658371,0.97152406,1.0177865,1.0134382,1.0932391,1.0359744,0.5861991,1.2134336,0.952449,1.2517488,0.9858929,1.2609857,0.8443405,1.2096586,1.08481,1.0803086,1.0586587,1.0685475,0.978777,1.1203235,0.9262829,0.83523464,1.0219803,0.7820262,1.0351173,1.1917658,1.1731243,0.97689754,1.1116339,1.0320358,0.97611034,0.9705795,1.0263245,0.94816756,0.91378284,0.91593003,1.0218562,1.1242348,1.0533341
flower,1.0476414,0.98561543,0.8449525,1.3036846,0.88925385,1.0948507,0.8090338,0.8957777,1.254723,1.118165,1.2166715,1.0299865,1.3351886,1.3240519,0.96213776,1.1593305,1.0880126,1.0085028,0.7145278,0.80129546,1.1526295,1.1947345,0.84766054,0.85740036,0.85054123,0.8517516,0.8867788,1.2298162,1.0745066,0.97903186,1.0136833,0.82293266,1.1093116,0.9837849,1.1574696,0.9133183,0.8890667,1.1533357,1.0509522,0.8658473,1.065809,0.7183554,1.0117853,1.033067,0.7780632,1.0863422,1.1355972,1.3291383,1.2283363,1.0646806,1.2145957,0.9381024,1.1233755,1.1279094,0.7905284,0.0,1.261348,0.7263994,0.80528486,1.0681173,1.1220691,1.0306118,1.0716041,0.95064026,1.1615454,1.0748837,1.2315949,0.7576933,1.0310757,1.1623962,0.9841573,0.9673864,1.4194653,1.0748842,0.9870051,0.72488725,1.2224251,1.0671153,0.99834377,0.8892088,1.1705917,1.0995469,1.0387119,1.0931103,0.9466307,0.8894456,1.1031835,1.0004388,0.93668973,1.0228746,1.0547017,1.319203,1.3300633,1.1369302,0.83029795,0.8191813,1.1074793,0.8771694,1.060409,0.0960331,1.0423293,0.8418987,1.0090331,0.86184514,0.95818466,1.0438938,1.1013666,0.88309455,1.1399293,1.0097554,1.3564079,0.9678554,1.4050409,0.9060117,1.1618221,1.156605,1.098331,0.99311525,1.215878,0.69889104,1.2293596,0.97368467,0.81440145,0.9761819,0.6237463,1.092513,1.2609524,1.2148557,0.8206389,1.0703857,0.99847096,0.88297975,0.9407534,0.90760577,0.7084242,0.81976765,0.7325616,0.98591614,0.895836,0.76869243
foot,1.2067374,0.9349309,0.94196165,0.93282145,0.8770466,0.8871856,0.8630894,1.0758345,1.222304,1.0346544,1.2757461,0.4912479,1.029552,0.9566241,1.1938653,1.2188028,1.1994761,1.1657374,1.0290971,0.94653964,1.2759651,0.9670119,1.0604527,1.0460104,1.1685671,0.8106745,1.2110003,0.5735985,1.2048312,1.165539,0.6593074,0.9295198,1.293075,1.0862397,1.0433631,1.130799,1.0164385,1.1348712,1.0658007,0.59882414,1.3326671,1.0340171,1.158417,1.3023837,1.094774,1.2102487,0.8189571,0.9874803,0.56896913,0.5709217,1.0566801,0.5213563,1.0442147,0.22876537,1.1472785,1.261348,0.0,1.0360671,1.1893048,1.0782394,0.51922524,0.6866746,1.2391276,0.98697776,0.972973,1.2337687,0.6711871,0.8094054,1.0514603,1.0825348,0.9741045,1.2356037,0.8203099,0.7146753,1.1747525,0.97552454,0.83217883,1.1695372,0.73239255,1.1944957,1.1210294,1.2253326,0.69168687,1.1135274,0.6792119,0.8054495,0.38985515,0.48107976,1.05971,1.1106054,1.0489506,1.0661229,0.8644328,1.2433544,0.8183235,0.8266623,0.74057674,0.8796024,0.8844851,1.3206489,1.238536,1.2992816,1.0196338,1.0894316,1.0995036,1.1946758,1.1180009,1.2850482,0.89448905,1.125918,0.9793988,0.66977626,0.70433867,0.98716974,1.2802792,1.1398754,1.2976643,0.39933944,1.1918142,1.0033854,0.64568555,1.1261555,0.94355625,0.7252027,0.9406925,1.2727262,1.102445,1.3019525,0.99105287,0.29585236,0.5774102,0.8603786,0.7538009,1.2471832,1.257191,1.2834835,1.0217571,1.1916214,0.5363703,1.2642095
fork,1.1758904,0.8380905,0.7965106,1.2797225,0.8730998,1.0025345,0.7884407,0.807342,1.1912448,1.2221733,1.356646,0.82869285,1.2172546,1.4283847,0.9857718,1.3175709,1.1052537,0.9645952,0.6950178,0.68876016,1.0916415,1.2538167,0.5348037,0.8044727,1.0048527,0.80827713,1.0055666,1.2209709,1.1864678,1.0624578,0.9292924,0.6537335,1.2151401,0.92373407,1.0506314,0.882054,0.71945834,1.3013974,0.9354509,0.6493068,1.1709385,0.6547428,1.1197982,1.221809,1.025214,1.1492931,0.92972964,1.392504,1.1783193,1.0392561,1.281194,0.9018955,1.1660079,0.9963185,0.8597107,0.7263994,1.0360671,0.0,0.98828113,1.1233236,0.89876795,1.1002524,1.0787556,0.7776734,1.2484164,1.2664874,1.2284229,0.8451036,1.143489,1.0071532,1.2066615,0.9830447,1.4351115,0.6884342,1.118136,0.54933333,1.1802268,1.2454315,0.92015547,0.9041533,1.277472,1.1613958,0.88018274,1.1524143,0.86696565,0.7193104,0.88829017,0.87315375,0.9675916,0.991441,1.0386715,1.4435215,1.3597877,1.1718981,0.6397354,0.62867236,1.1880807,0.85126674,1.0887055,0.7283138,0.91984713,1.0606669,1.0919881,0.90451527,0.8778475,1.0534903,1.1580007,1.1478462,1.2466395,0.8255608,1.4353008,0.9428654,1.3667116,0.5704387,1.229819,0.9373109,1.1363693,0.83061045,1.2797863,0.69887865,1.2342995,0.9834422,0.17886996,0.8556372,0.71717536,1.2977931,1.4135017,1.317877,0.75353646,0.92241347,0.82646286,0.5848892,0.78582096,0.8991318,0.71000016,1.0669025,0.6742475,0.79943,0.72063243,1.2349994
frog,0.3823316,1.0976428,1.1776769,1.0737662,1.0160275,0.92397726,1.0586298,1.0936844,0.9756144,1.079424,1.1008483,1.2349389,1.182527,0.98385847,0.51626706,1.028505,0.863182,0.60701716,1.1689794,1.2188151,0.84476465,0.89654523,1.1421266,1.0363808,0.6016217,1.2726398,0.9235279,0.97370267,0.7437557,1.2305875,1.0448563,1.0531791,1.0207645,1.055239,0.9509854,0.7981152,1.1092739,1.1795541,0.92292714,1.122215,1.1223742,1.1848831,0.90511733,0.7030232,0.73681957,1.1350902,1.0989791,1.0913875,0.96041334,0.8454812,1.1439929,1.118037,0.9274038,1.1941248,0.4909224,0.80528486,1.1893048,0.98828113,0.0,0.9795178,1.0593492,0.93214893,1.1135635,0.8318912,1.0482503,0.8341051,1.0010757,1.076534,1.1334574,0.9984496,1.0976511,0.98524904,1.1435865,1.1759462,1.0299163,1.1578913,1.1539578,0.8268364,0.99295616,1.0330929,0.74984807,0.9243596,1.1094742,0.87241465,1.2390785,1.2494156,1.2801102,1.1130311,1.0486587,1.1658406,1.166198,1.074081,1.1717596,0.6376888,1.1518456,1.178137,0.95260143,1.2033598,1.0135922,0.84245384,0.87571025,0.84672314,0.8189006,1.0354288,0.9856416,1.1761934,1.1778367,0.4593978,1.0679744,0.87151694,1.1321552,0.9455566,1.2200341,0.9067555,1.1199063,1.1035419,0.91149235,1.2292367,1.1920953,1.121778,1.1485798,0.98994696,0.9884456,1.0459816,1.037228,0.87260973,1.0457585,0.9193434,1.1136326,1.2312624,1.2446401,1.1158667,1.2449266,0.66150343,0.86338437,0.998072,1.0281969,1.0668834,1.226775,1.042491
glass,0.8637342,0.9843787,1.2304869,0.80735564,1.1053169,1.0957193,1.2273269,1.0668775,0.88759285,0.83968127,0.8662096,1.1683068,1.0267563,0.74645853,0.9598398,0.88735056,0.86935663,1.0647551,1.2604733,1.2521646,0.963505,0.84144497,1.085382,1.1100127,0.97215825,1.2243372,1.0046,0.97125643,0.98126096,1.0853218,1.2643359,1.1759744,0.9651128,0.8445051,0.8631429,1.0812691,1.3028777,1.0212679,1.0792198,1.300247,0.8909001,1.2585728,0.79822934,0.9443172,1.0129875,1.0443417,1.125137,0.7104343,0.8967339,1.1359591,0.7647401,1.1653025,0.9347696,1.1283691,1.1192424,1.0681173,1.0782394,1.1233236,0.9795178,0.0,1.0018268,0.99107414,0.8431665,1.1961815,0.88084376,0.8594321,0.8295726,1.192626,0.97300684,0.8519292,0.8860997,1.0512604,0.7403202,1.0310316,0.993631,1.2688649,0.85657716,0.8667917,1.2362287,1.0708796,0.74252486,0.8963628,1.0935323,0.8564079,1.2395921,1.3434496,1.1481884,1.2018507,1.1437652,1.0125469,1.0716045,0.7217599,0.83374214,0.9046108,1.2404358,1.2773387,1.0477154,1.2488625,0.95369613,0.9886746,0.962297,1.0379174,1.0897995,1.020797,0.9646718,1.0888433,0.9839587,0.88355136,0.82213956,0.95722824,0.68300736,0.92573684,0.7924471,1.1268115,0.90571946,1.0691371,0.93136734,1.217032,0.842312,1.2377762,0.9952184,0.9741289,1.1163635,0.94801855,1.1016502,0.73500144,0.7326946,0.8275084,1.238744,1.1977285,1.2461953,1.2225318,1.2898628,0.9727154,0.9616218,1.0311939,1.1965576,1.026411,1.1705661,1.0265517
glasses,1.2348676,0.9842855,0.77125764,1.161055,0.8528311,0.91984713,0.7621823,1.0595403,1.2377524,1.0677689,1.3107483,0.6575254,1.2066946,1.1468946,1.1351429,1.3127309,1.1400676,1.1471864,0.85440415,0.82683647,1.2772474,1.1075883,1.0927294,1.0187781,1.0665272,0.8518536,1.0892696,0.90131766,1.083944,1.2189245,0.78899384,0.6640227,1.2548171,1.1061887,1.1040742,1.0809895,1.0736964,1.2382997,1.1573228,0.6534611,1.2814777,0.85400224,1.1482755,1.1983603,1.074247,1.1543771,0.9206379,1.1535201,0.7557088,0.63508785,1.1837225,0.42156136,0.71297866,0.5325691,1.0944501,1.1220691,0.51922524,0.89876795,1.0593492,1.0018268,0.0,0.9524618,1.1449287,1.0005709,0.7102748,1.2851796,0.94426477,0.65819454,1.0706557,0.9991749,1.1126683,1.1668546,1.0931126,0.89047974,1.1649415,0.733397,0.9934598,1.2059095,0.77082384,1.1288908,1.2794998,1.2082512,0.6675115,1.1604062,0.5986866,0.8953034,0.5148514,0.4525543,0.88158,1.1401873,1.0212778,1.2130202,1.0496389,1.220916,0.75510377,0.7467809,0.9716592,1.0056034,1.0209394,1.1676373,1.1375072,1.1749045,1.0611821,1.0308046,1.0915123,1.1510206,1.1164597,1.2082217,1.1296744,1.0662938,1.0768946,0.7571466,0.9373228,1.0616953,1.2541511,1.123458,1.2662797,0.44389987,1.2188771,0.83626944,0.9106562,1.1119992,0.8914017,0.6874379,1.0261085,1.213846,1.1222634,1.322938,0.78428096,0.44755268,0.62060153,0.8421676,0.92269725,1.1702178,1.0896046,1.1646962,0.9110408,1.1481845,0.47349125,1.2005905
glove,0.984204,0.9735438,1.0617231,0.978121,0.9169316,0.8637613,0.92763156,0.87306523,1.227198,1.0463183,1.0049798,0.7977805,1.0172436,0.80615026,1.0302427,0.825274,1.1955221,1.1575712,0.9730018,0.95674986,1.1634192,0.9483485,1.1111445,0.8455405,1.203588,0.76555896,1.1132145,0.7831945,0.9804438,0.95847684,0.8790355,1.0788922,1.2312169,1.0966976,0.9389877,1.15979,1.1476569,0.88614106,1.075474,0.8660332,1.1206126,0.9608961,1.1175036,0.9911025,0.662702,1.2183204,1.0787284,0.9009532,0.76173097,0.8287004,0.98530155,0.88308275,1.1213695,0.7620369,0.9131661,1.0306118,0.6866746,1.1002524,0.93214893,0.99107414,0.9524618,0.0,1.1766969,1.1242125,1.0706389,0.9984657,0.8323339,0.74434793,0.9046218,0.95887405,0.7746006,1.1928235,0.676592,1.020528,1.2458179,1.0576459,0.9945849,1.0398602,0.91803813,1.0697836,0.6757921,1.166221,1.1455896,1.0873832,1.0031148,0.7508601,0.8553328,0.91516274,1.0999788,0.9689457,1.1577274,0.88323104,0.7759273,1.1638061,0.9995539,0.99396324,0.8370322,0.59401464,0.9912509,1.0710138,1.196665,0.9342245,1.0458388,0.7933041,0.9958152,1.2023278,1.1965501,1.0828722,0.65610063,1.052736,0.91924214,0.69016296,0.68732125,0.95146406,1.2483238,1.1278896,1.192182,0.7560564,1.1502213,0.9500559,0.7943491,1.2312157,1.0286771,0.8408414,0.9080983,1.0636642,0.91153836,1.2091733,1.0252072,0.8104987,0.9380549,0.95187086,0.64477324,1.0488385,1.0658802,1.1982286,0.9491565,1.1159536,0.8545808,1.1810282
grass,1.0423553,1.1760702,1.0757047,1.008223,1.1298337,1.0911044,1.0664669,0.9336365,0.8163293,0.6575444,0.87620974,1.1294029,0.8250669,0.9750147,1.0725616,0.94596183,0.8935336,1.0585377,1.0853225,0.9828246,1.0554608,1.0442026,0.9778775,1.2366638,1.0728832,1.1679773,0.96108884,1.1757214,0.8865171,1.003705,1.1484194,0.97771406,0.9744886,1.1593375,0.9825347,1.1413229,1.0249925,0.98491085,1.0706515,1.1509483,0.91586566,1.0986053,1.0494868,1.0099192,1.2890584,0.872108,1.0408721,0.9878565,1.1229087,1.2009972,0.5732569,1.0920779,0.9701758,1.237329,1.0189162,1.0716041,1.2391276,1.0787556,1.1135635,0.8431665,1.1449287,1.1766969,0.0,1.125365,0.96855646,0.98925513,1.1231638,1.2646979,0.93976533,0.88655335,1.0006471,1.0116142,0.9603834,0.95579237,1.0603707,1.0727282,0.96399087,0.9802683,1.0815846,1.1104512,1.026059,0.9405724,1.1074426,1.0215114,1.1424398,1.0015589,1.1141281,1.220336,1.0531206,0.9865396,0.52743804,0.89618105,0.9985405,0.9812052,0.9986532,1.0393306,1.0999202,1.0069543,1.0359195,1.0527016,0.91781366,0.99967784,1.0627868,1.1516501,0.9512265,0.923548,0.54639435,1.0375439,1.0732263,0.9810931,0.89394444,1.1062202,1.0632725,1.1599287,0.8400099,0.8650049,0.9038043,1.1493912,0.342677,1.1618358,1.0635427,1.0148078,1.0510261,1.065453,1.032474,0.95480853,0.9435474,0.8759326,1.0626839,1.2638445,1.1168135,1.0476587,0.9828261,1.1580442,0.99999267,0.8693447,1.0383589,1.0217907,1.2770344,0.9172648
gum,1.0331388,1.0160939,0.79545957,1.2909596,0.67985576,0.7294018,0.81082433,0.88406837,0.973629,1.1997119,1.349621,1.0192,1.3286328,1.2166712,0.89599025,1.3025236,0.95722747,0.58040535,0.7957413,0.80091,0.7416959,0.9163484,1.0912422,0.7601334,0.92339206,1.0193,1.0921882,1.0820142,1.1996589,1.2739235,0.70595133,0.7589123,1.249682,1.1392738,0.97001153,0.62298334,0.5870148,1.352319,0.5734708,0.7608397,1.2215962,0.76008356,0.89891565,1.1638446,0.99046415,1.2910726,1.0708964,1.2918527,1.0672022,0.7734481,1.2546749,0.8596917,1.1524602,0.90543056,0.9483261,0.95064026,0.98697776,0.7776734,0.8318912,1.1961815,1.0005709,1.1242125,1.125365,0.0,1.2522606,1.0367497,1.0213215,0.96033746,1.2022958,1.0885878,1.3159242,0.8694477,1.432762,1.1014075,1.2372153,0.803928,1.2784158,1.130447,0.7663822,0.8622173,1.0936682,1.1630006,0.804396,0.8540667,0.7572537,0.9608985,0.98655504,0.8175572,0.84887457,1.2206533,1.0825484,1.3804525,1.4552519,0.78521574,0.9050572,0.8755545,1.0394387,1.0679647,0.9174089,1.0169641,0.5655039,1.1663477,0.9424283,0.99701184,0.91036385,1.2599652,1.1445334,1.0178509,1.2494464,1.1273005,1.4159263,0.92021096,1.3780687,0.8114173,1.2560744,0.94829404,1.0605049,0.86901176,1.2559679,0.77105105,1.2085949,0.88579506,0.8523234,0.8707509,0.8854946,1.1345891,1.3524121,1.045448,0.7289265,0.85769635,0.73859084,0.8830607,1.0462929,0.70863324,0.68436015,1.1397932,0.81626433,1.3187962,0.79389834,1.2547646
hair,0.86102116,0.96162355,1.1515406,0.73548484,1.1986753,1.1356114,1.1996735,1.3863328,0.93955183,0.9551517,0.86680275,1.2134484,0.98491937,0.84559554,1.0190173,0.956845,0.94611865,1.1472051,1.2781634,1.3091799,1.0747179,0.8713789,1.0982537,1.3651208,0.9969443,1.3748341,1.0550643,0.92021406,0.8711561,1.1084927,1.1298704,1.2149855,0.7836697,1.0517509,0.93951386,1.1167526,1.2360309,0.87564796,1.0991645,1.3095161,0.96772516,1.309056,0.96697545,0.85079503,1.0248765,0.9120311,1.2223494,0.6605424,0.7620203,0.9763059,0.9437191,1.0644647,0.13069558,0.90420604,1.1117619,1.1615454,0.972973,1.2484164,1.0482503,0.88084376,0.7102748,1.0706389,0.96855646,1.2522606,0.0,0.8792645,0.7893284,0.981543,0.9219728,0.94865966,0.8895538,1.1212512,0.7441237,1.1555037,0.9785281,1.269634,0.7160044,0.8475406,1.1430037,1.1536839,0.93507576,0.9093202,0.8959659,0.94985986,1.040162,1.3876948,1.0817357,0.8968069,1.0569531,1.0960411,1.0835968,0.7141049,0.7720837,0.8962538,1.3090867,1.3165224,0.97714096,1.3470328,0.97311616,1.1677862,1.0726744,1.0055157,0.99653673,1.3238466,1.1457847,1.0182898,0.986624,0.85677326,0.9089248,1.0031663,0.5407088,0.9493977,0.7857452,1.2579087,0.8880668,1.13843,0.8714859,1.1173729,0.86442137,1.3620293,0.9751651,1.0409641,1.335342,0.9658077,1.2064439,0.92646503,0.41180092,0.8293351,1.2197293,0.90090376,1.0817115,1.1823715,1.3748372,1.2192605,1.3281858,0.9816641,1.1958331,0.95648104,1.1613836,0.8183652
