,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
shirt,0.84166956,0.72088695,1.3714985,1.3139644,1.2759492,1.4126372,0.79548293,0.67208946,1.1090028,0.5690568,1.3996086,0.9561972,0.48756635,1.3979928,0.79508114,0.753658,1.1158922,1.3809983,1.5322986,0.81177366,1.2363772,1.3114719,1.3715465,1.3871413,1.4053916,0.9435066,0.9311132,1.1574092,0.98604715,0.85302615,0.6060943,1.1947134,1.2275658,1.3255255,0.6362938,1.21088,1.5111485,0.7506114,1.5008167,0.9030802,1.2536356,0.6806798,0.71519136,1.007303,1.3544323,0.9988671,1.0980316,0.6269218,0.9885054,1.257681,1.3287143,0.7633326,1.4167168,1.1001406,1.1426005,1.2979499,1.0443299,0.9416009,1.0623196,0.5712671,0.66879284,0.8889866,0.98663354,0.7295922,0.49535334,0.8927219,0.2568084,0.7363455,0.893999,1.3864825,1.3223984,0.8753552,0.641701,0.89704347,1.2775991,1.2630339,1.4242563,1.109579,1.4004283,0.6057738,0.9759464,0.23531473,0.4214018,1.1622586,1.3582661,1.2998395,1.1694047,0.70387256,1.3562089,1.2451571,1.1688516,1.0494679,1.128967,1.2627941,1.1663523,1.1346602,0.6148662,0.9547686,0.95540494,1.1881722,0.0,0.68092805,0.81536335,1.3332491,1.1939654,0.9942361,1.3899972,0.80209136,0.9039594,1.1343331,1.2792408,0.92698306,0.18853045,0.56296444,1.4426,1.1013782,0.9226088,1.3227634,1.4304848,1.3136749,0.86270344,1.0404227,0.8337734,1.2871934,1.3728205,0.5672185
shoe,0.8849324,0.7063578,1.284516,1.21106,1.1903617,1.0741063,0.9359549,1.0066738,1.1627618,0.8910386,1.22419,0.99740875,0.54140437,1.2749425,0.9345257,0.9672729,0.9244566,1.2826304,1.4050164,0.82500625,0.9687751,1.197364,1.4138602,1.2247604,1.3407937,0.77135766,0.9730997,1.1335385,1.1401668,1.009178,0.97265846,1.1078717,1.0729493,1.192559,0.889677,0.9703079,1.2458038,0.9821822,1.3566165,1.0122902,1.236253,1.1094817,0.60286653,0.91370976,1.1547357,1.0604265,0.9559603,0.63259196,0.855487,1.1202955,1.3034077,0.25424385,1.3540006,0.92795914,1.07183,1.156768,0.7542711,1.0814569,0.9736686,0.87117493,0.7055385,0.90951324,1.0217507,0.852936,0.7433862,0.9373411,0.45016205,0.8870472,0.8746207,1.319763,1.1119533,0.9535078,0.4123695,0.9363566,1.1964831,1.101388,1.1577811,0.9666247,1.2791827,0.88976055,1.1521024,0.74177456,0.5958711,1.1085786,1.1732237,1.2721605,0.98054916,0.91722536,1.1136498,1.0083926,1.1728426,1.1491885,1.0839958,1.0926722,1.1304892,0.93507,1.0558137,0.922496,0.98903704,1.0831896,0.68092805,0.0,0.94711626,1.3021809,1.3241371,0.9788924,0.74024373,0.93486106,0.44233692,0.93925995,1.150628,0.9491939,0.7843627,0.9131851,1.2975607,0.9036327,0.85646826,1.3471869,1.180689,1.1646849,0.9620323,1.1384771,0.9206277,1.2958454,1.1137354,1.0491129
shorts,1.0975865,0.8709856,0.95099866,1.0024241,0.9937764,1.0356933,1.0795964,0.95245695,1.1236924,0.99278975,0.6410386,0.66817486,1.0063225,1.0100356,1.0482856,1.0168234,1.1107688,1.0399895,0.9947315,1.0957955,1.1130533,1.1536604,0.79803836,0.74043787,1.1138177,0.9389545,0.9983611,0.8234338,1.047754,1.1158955,0.8973364,1.1853311,1.0644448,1.1715366,0.9071679,1.0841137,1.0068896,1.0646057,0.89444757,1.0689982,1.0310806,0.7771454,0.82241446,0.9707751,1.0914259,1.0249783,1.1818986,0.9602262,1.0254639,0.9039917,1.1406829,0.76117563,0.8855107,1.25793,1.2323837,0.9192926,1.0811391,0.99669915,1.1901729,0.9452394,1.0125724,0.8652632,0.87564534,1.0725937,0.94858426,1.1822863,0.7900371,0.67195547,0.86777306,1.062301,0.90671,1.106397,1.0952373,1.0733455,1.1190733,1.1335176,0.8115793,1.2873857,1.1632733,0.8788738,1.053762,0.8980736,0.6375076,0.898218,0.9992217,0.97412586,0.8156645,1.1108227,1.0326587,1.0931231,1.0257587,1.0144957,0.97800374,1.2896712,1.1283891,1.097458,0.8670453,1.0154511,1.0199717,1.1762551,0.81536335,0.94711626,0.0,1.1009836,0.6961696,1.1640421,0.91868293,0.8620392,0.9342352,1.1823537,0.8613777,1.0007066,0.9416956,1.0202204,0.85116124,1.0101929,1.0351647,0.84471357,0.95445627,1.3214011,1.1242112,1.0968704,1.0377151,0.97137296,0.9086938,0.9421087
shovel,1.1762092,1.2193232,0.8351389,0.95854396,1.0121431,0.8488465,1.2041731,1.2534034,0.87990093,1.2632701,0.795642,1.0734725,1.2321414,0.67614967,1.1266499,1.0275366,1.0882425,0.7373388,0.662563,1.2943851,1.1178958,0.83689773,0.74608684,0.62120867,0.5820838,1.3237967,1.0382699,0.91145325,0.97932595,1.0657618,1.0693581,1.014959,0.95848167,0.96399885,1.2603803,0.9921954,0.7457125,1.1550355,0.6502146,1.004196,0.57241285,1.0346835,1.3309188,1.0017551,0.806172,0.9986133,0.9568959,1.2471219,1.1475003,0.99038893,0.5310712,1.2218945,0.69750684,1.1357801,0.9673598,0.76486224,1.0101959,1.0373636,1.1524441,1.1054932,1.2575576,0.98909384,0.8850791,1.0795459,1.2024593,1.1790893,1.3419299,1.0923349,1.0366985,0.76780397,1.0696082,1.0825038,1.2074401,1.0923529,1.0374321,0.94682086,0.7849817,0.96262884,0.87942874,1.2537503,0.9805749,1.2017838,1.2578179,1.0129852,0.8595548,0.8461818,1.1092876,1.0917119,0.74663293,0.9789838,0.67031014,1.204229,0.80683804,0.9834229,0.91203445,0.95115435,1.1979157,1.145224,0.910677,0.9333661,1.3332491,1.3021809,1.1009836,0.0,1.0384362,1.0695344,0.853602,1.1647933,1.0820009,0.7196725,0.94198465,1.1106257,1.3109848,1.323995,0.6332746,1.0652325,1.2099328,0.8096579,0.7371611,0.82667416,1.2207006,0.9609717,1.0658585,0.6943826,0.7966098,1.0965469
sink,1.2865167,1.1257571,0.64810145,0.9686206,0.8320645,0.8970518,0.9765316,0.6473937,1.0513071,1.1273819,0.47295934,0.7803803,1.2111983,0.728572,1.20734,0.9332322,0.99760324,0.69658494,0.6289202,0.9576353,1.063439,0.8921903,0.69572276,0.6586394,0.849627,1.0849711,1.1607602,0.9125974,0.81159526,1.0590531,1.1313332,1.0707647,1.1231701,0.97813106,1.0852268,1.0647057,0.72503126,1.1290737,0.5702973,1.2388777,1.1538762,1.0082322,0.9281012,1.1590734,1.0089637,1.0399753,1.1499279,1.2245854,1.0803231,0.771586,1.1191721,1.2663652,0.5226467,1.1216795,1.0344305,0.7526556,1.1274561,1.0240003,0.99756134,1.1459845,1.2134173,1.0932835,1.1749129,1.1387348,1.2779479,1.0839583,1.2322543,0.80421066,1.0714083,0.69913256,0.7307886,1.0277172,1.4276223,1.1901078,1.0072193,0.95486504,0.6319942,1.2436868,0.85250807,0.9293071,1.0511103,1.3220084,1.0856581,0.6915587,0.6323876,0.48246586,0.89620495,1.2071508,0.8828819,0.98208547,1.1518939,0.4367138,1.1604005,1.1848766,1.0457144,1.040632,0.94847316,1.0891982,1.2977719,0.96577144,1.1939654,1.3241371,0.6961696,1.0384362,0.0,1.1008466,0.86737585,0.86266553,1.1752291,1.1935976,0.7367764,1.2432272,1.14975,0.8936677,0.61553824,1.0643696,0.9504487,0.47387916,0.6790881,1.2059462,0.7636064,1.0643989,1.2132307,0.8413396,0.7115704,1.1025411
slide,0.73533255,1.0880101,1.2057042,1.1162392,0.9928667,1.1825517,0.882237,0.8840532,0.9994894,0.71404874,1.1165423,1.1252447,0.9594542,1.2174759,0.7039933,0.90073407,0.8335273,1.0149345,1.2148821,0.8562328,1.066113,0.9620737,1.1890274,1.2465687,1.1040413,1.0291245,1.0058031,0.9844845,0.8886912,0.88972765,0.98518765,0.97538346,1.024719,0.9828498,0.86426955,1.1372135,1.1989584,0.6514864,1.1932801,0.922265,1.1234205,1.0183593,1.0507239,1.0998164,1.2325934,0.96745783,1.0196277,1.0178297,1.1536652,1.0552009,1.107068,1.176089,1.204145,0.69613373,0.8643131,1.2775819,1.2229763,0.9601566,1.0106381,0.9683747,0.9606414,1.0954084,1.0768532,0.80107653,0.94913083,0.7399372,1.0256373,1.1079289,0.97458786,1.1129786,1.1683402,0.9589154,0.93214095,0.9302792,1.0215172,1.1659052,1.2957182,1.1080637,1.0951092,0.9820325,0.9512957,1.0078665,1.0551665,1.1725296,1.1983573,1.1393199,1.1414135,0.9202027,1.107131,1.0611931,1.084561,0.94574314,1.0841209,0.98030686,1.0204732,0.94182587,1.0347934,0.98278797,1.0355294,1.0515379,0.9942361,0.9788924,1.1640421,1.0695344,1.1008466,0.0,1.2074361,0.9623725,0.96548045,1.0137076,1.2357047,0.85365,0.9587619,0.7460404,1.175583,1.238137,1.106391,1.0615827,1.1676167,0.5579143,0.91199887,0.95677745,0.97117335,1.1078415,1.2194719,0.91937816
slipper,1.3267395,0.9130838,0.44418675,0.77335465,0.75780785,0.46937084,1.2965065,1.5362682,1.151744,1.535588,0.62378013,1.1232362,1.1969581,0.51044023,1.3637272,1.3253796,1.0447592,0.53184414,0.40925223,1.2984978,0.910905,0.8485502,0.82219905,0.5739628,0.6886442,1.0011896,1.2295394,0.8877389,1.209146,1.2452852,1.1822652,1.0283086,0.8711949,0.97230273,1.426491,0.95458424,0.36722678,1.4788945,0.45436704,1.2553614,0.758816,1.4416697,1.0998263,0.7977166,0.569123,1.1787336,0.850628,1.0855094,0.80216163,0.7309889,0.8353572,0.62565625,0.53181744,1.1202121,1.1934292,0.40023565,0.7653354,1.3468578,1.0466417,1.1904306,1.220052,0.79670686,1.0976548,1.3361499,1.2328948,1.2179674,1.1791223,1.0587537,1.1647944,0.6999714,0.6263372,1.2932804,1.1338215,1.2532165,1.0070161,0.44902372,0.4273957,0.86746675,0.6707207,1.3756661,1.2922325,1.3199785,1.036882,0.87420976,0.3553754,0.57877153,0.91294986,1.1985173,0.7282902,0.9282796,0.929776,1.2033808,0.98716354,1.0532188,1.0521735,0.93638736,1.4557213,1.1522024,1.1872786,0.98302513,1.3899972,0.74024373,0.91868293,0.853602,0.86737585,1.2074361,0.0,1.2484939,0.77066666,0.86613894,0.48910612,1.2233397,1.4410622,1.5805482,0.48721308,0.5949241,0.804788,0.67209804,0.57947576,0.98661655,1.2808551,1.200227,1.2280123,0.8455278,0.28789413,1.4701793
snow,0.93776834,1.1149306,1.2579317,1.2161248,1.2645926,1.2936599,0.9031976,0.63649076,0.5879044,0.6356219,0.97501636,0.7228485,0.75386083,1.1053023,0.7768818,0.75228614,1.1199062,1.3357285,1.3110416,0.93951,1.3071339,1.3550606,1.0458618,1.1051284,1.1830858,1.026021,1.014395,1.1650428,0.9446823,0.8393202,1.0101128,1.2271237,1.1494118,1.2339768,0.81123626,1.1465484,1.2756832,0.8202485,1.2656608,1.0309205,1.2623215,0.8325339,0.9585993,1.0970343,1.2791947,0.52170706,1.1710604,1.0512438,1.2088289,1.067523,1.2642065,1.0132898,1.0428985,1.1610564,1.1074876,1.1825,1.1687554,0.5189501,0.99046266,0.9913124,1.0457658,1.2222848,0.9331555,0.8834007,1.0442443,1.1512898,0.8021281,0.5579587,0.82861555,1.1775368,1.2220225,1.0512671,0.8799866,1.0032605,1.2403924,1.3226616,1.1098161,1.1756359,1.371311,0.86635166,0.39658117,0.97582895,0.82881856,1.0344489,1.1487904,0.96648157,1.0553209,0.81162333,1.0895661,1.2265303,1.1481208,0.9608544,0.99470425,1.200582,1.1848313,1.0325809,0.8631406,0.4851336,1.1058155,1.0060806,0.80209136,0.93486106,0.8620392,1.1647933,0.86266553,0.9623725,1.2484939,0.0,0.96359634,1.0845197,1.1637439,0.99692047,0.88200337,0.7436119,1.1803644,1.2607644,1.0531033,1.0181986,1.1196967,1.2759464,0.96376127,0.44100583,1.0937405,1.1286088,1.2465805,0.78219914
sock,1.0709447,1.0068096,1.1561652,1.2687343,1.0940275,1.0944598,0.97821414,1.140627,1.0894349,1.0370665,1.0095023,1.1036618,0.63799804,1.1418046,0.9769568,0.99457777,0.9410073,1.0976547,1.19577,0.9796764,1.0252097,1.0311843,1.1319798,1.0257952,1.1049637,0.9683219,1.0272754,1.0276778,1.1314895,0.96235156,1.041779,1.1783476,1.0148233,1.0779678,1.060711,1.010701,1.1404152,1.016732,1.0963193,1.00371,1.023247,1.0931693,0.9435004,0.89916486,1.080387,1.0301504,1.0467838,0.8931635,0.88922995,1.1656601,1.111117,0.3968271,1.1780912,1.0450138,0.99648356,1.1418015,0.92565656,1.168343,1.0703915,0.94220924,0.77551824,0.97287583,1.0036757,1.1053085,0.95080745,0.99489737,0.7669239,0.94807744,1.0080856,1.1806698,1.13925,0.997179,0.7025036,0.90965694,1.1167867,1.0891649,1.0406014,1.0914321,1.1443474,1.0449045,1.0688597,0.9377886,0.8841733,0.99385333,1.138899,1.1575956,1.0543387,0.8968005,0.92649364,1.0122081,1.0168301,1.1044433,0.9460719,1.050832,0.97874916,0.7570598,1.069003,1.053517,0.96833444,1.0335573,0.9039594,0.44233692,0.9342352,1.0820009,1.1752291,0.96548045,0.77066666,0.96359634,0.0,1.0723056,1.0893301,0.9847185,1.0048898,1.0502968,1.0948839,0.9365554,1.0580893,1.1033438,0.9624407,1.0176083,1.0753787,1.061095,0.9329605,1.0619714,1.0698365,1.0825561
spoon,1.018666,1.1133891,1.0370932,0.98635167,1.0750096,0.99196225,0.9953522,1.1322372,0.9133582,1.0525048,1.0535593,1.1907325,1.1373435,0.85227954,0.99966913,0.9678652,1.1457719,0.8976605,0.91744745,1.1777141,1.1321878,0.9794359,1.0279523,0.95584023,0.82210267,1.2125595,0.94255686,1.0582255,0.88977385,1.14991,1.1164868,1.0484016,0.8347263,1.0866964,1.0620472,1.0400687,0.9917349,1.0136169,0.92983145,0.8962678,0.86869895,1.0833442,1.1358856,1.0852753,0.9569385,1.0511042,0.9498828,1.0097638,1.0979384,0.9633353,0.6367509,1.0487499,0.9348059,1.0338603,0.8802507,0.9494736,0.70500576,0.9435497,1.0909872,1.102275,1.0482641,1.0695511,0.8405104,0.98719877,0.98331374,0.9847849,1.0706764,1.1312468,1.0586693,0.9957579,1.1085844,0.9684132,0.7791401,0.9617886,1.0891597,0.9610699,0.96280736,0.831356,1.0659758,1.0789398,1.0535942,1.0741719,1.193568,1.1123879,1.0010438,1.0406166,1.0953823,1.067719,0.93463784,1.0629064,0.6914562,1.1846819,0.90918565,0.9276254,0.96757483,1.018562,1.1217506,1.0483986,0.73934245,0.94565576,1.1343331,0.93925995,1.1823537,0.7196725,1.1935976,1.0137076,0.86613894,1.0845197,1.0723056,0.0,1.0556073,1.023394,1.0485479,1.1600051,0.8437864,1.0685622,1.0733553,1.0517372,0.9556779,0.88565356,1.0096778,1.0202019,0.9524987,0.9107463,0.9695098,1.0250851
strawberry,1.1896132,0.75863624,0.32695973,0.6320663,0.695284,0.5449072,1.3695383,1.4112065,1.0618988,1.4713196,0.59187216,0.9925397,1.2802944,0.64870954,1.4030868,1.2769237,1.1455758,0.6596638,0.4344654,1.3293489,0.8078952,0.9309163,0.6658155,0.6487607,0.86709774,0.7690509,1.1942139,1.0017002,1.2209389,1.1966393,1.1387684,0.88532645,1.0316865,0.97812295,1.3935392,0.93676573,0.30253947,1.5028777,0.5142039,1.3187548,0.9013635,1.370246,1.1509569,0.7222259,0.5713542,1.118447,0.8170654,1.0479598,0.56841207,0.44576168,0.99799645,0.9515238,0.4750861,1.1349503,1.3619335,0.30914724,1.0000346,1.1923643,1.0006187,1.0839443,1.0634582,0.75980276,1.140753,1.3441148,1.3395028,1.1945747,1.2654947,0.94863683,1.1594927,0.7446626,0.44805014,1.2894866,1.2170296,1.2819575,0.9011763,0.47827935,0.5017688,0.9118293,0.72702384,1.3642111,1.1967086,1.2524682,1.0353308,0.9347036,0.3903308,0.6268616,0.6493479,1.1422445,0.9080388,0.9940895,1.1428833,1.0745231,1.109726,1.0934035,1.2838252,1.1328924,1.3930027,1.0899796,1.2855332,0.87872636,1.2792408,1.150628,0.8613777,0.94198465,0.7367764,1.2357047,0.48910612,1.1637439,1.0893301,1.0556073,0.0,1.3252319,1.347401,1.4943401,0.6563865,0.38234735,0.5374597,0.61542547,0.71874195,1.2159021,1.3207338,1.1389524,1.2275478,1.0766591,0.26379085,1.3490055
stroller,0.8626543,1.1046535,1.3244388,1.2788515,1.1858429,1.1945336,0.7221929,0.9693134,1.1108555,0.6304216,1.2601628,0.9955711,0.99796987,1.2478467,0.6222725,0.8509236,0.87056285,1.1824768,1.2155026,0.8376732,1.1151252,1.0030271,1.201438,1.2412034,0.9462056,1.1652956,0.68172103,0.85686576,0.97327095,0.8556684,0.93829465,1.0802646,1.0517539,1.0807772,0.5842105,1.1666498,1.3456352,0.6196859,1.2672925,0.44528508,1.0397196,0.7485688,0.9320302,1.1897271,1.2885666,1.1047823,1.117384,0.9342614,1.2130071,1.3142371,0.9768355,1.0318367,1.3537632,0.95497423,0.8827237,1.3889271,1.0414855,1.0289155,1.0859805,0.9493677,1.0027567,0.99032056,0.6803349,0.7941998,0.7392865,0.91135156,0.9453142,1.129066,1.0153583,1.3314731,1.2584614,0.8644153,0.97851616,0.66437596,1.1236752,1.2232265,1.2779658,0.9554829,1.2275356,0.74601704,1.1626123,0.9741811,0.9500711,1.137248,1.3263243,1.255063,1.1703236,1.0808835,1.0880338,1.0762339,0.93545496,1.1189841,0.69527555,0.92926484,0.90562266,0.9521477,0.7901591,1.1005957,0.7856449,1.1849893,0.92698306,0.9491939,1.0007066,1.1106257,1.2432272,0.85365,1.2233397,0.99692047,0.9847185,1.023394,1.3252319,0.0,0.80695796,0.8050389,1.1301547,1.2994182,1.1451963,1.2011099,1.235968,0.76946163,0.78189707,1.1677531,0.7786217,0.98294145,1.3563466,0.81808305
sweater,0.85769975,0.8205435,1.409657,1.4243279,1.3028855,1.3917099,0.63496447,0.6353798,1.1533376,0.501557,1.4129155,0.9602376,0.6680413,1.4045169,0.766336,0.7433384,1.0310687,1.3293588,1.4804169,0.725301,1.2066205,1.2225344,1.3795528,1.4013577,1.3014345,1.0688599,0.89577055,1.0597645,0.939451,0.8443724,0.72231066,1.1534201,1.1821829,1.2714248,0.5060673,1.26788,1.5433341,0.597273,1.4640715,0.83636314,1.2192354,0.5805927,0.6562554,1.1762773,1.4329591,1.1098304,1.1781204,0.72016007,1.0743793,1.348293,1.2321452,0.9046649,1.4490952,1.066856,1.002391,1.4116468,0.9620439,0.967721,1.0664573,0.71578926,0.7159314,1.0186706,1.0185238,0.6706546,0.5544604,0.8535986,0.37225032,0.8457122,0.88043505,1.4021685,1.301141,0.7522546,0.6948917,0.809302,1.2694561,1.3413501,1.4283836,1.1765434,1.3657079,0.41772282,1.0514293,0.39428115,0.46741056,1.0947164,1.4048314,1.3270075,1.2138911,0.7986078,1.2948124,1.1801665,1.0767157,0.9781793,1.1333345,1.1913795,1.1254804,1.0922728,0.4533499,0.98881096,0.8723133,1.2075473,0.18853045,0.7843627,0.9416956,1.3109848,1.14975,0.9587619,1.4410622,0.88200337,1.0048898,1.0485479,1.347401,0.80695796,0.0,0.49409705,1.3715959,1.2396497,1.0036019,1.2923856,1.3712301,1.2394884,0.6439659,1.0890685,0.7573548,1.20789,1.4478557,0.46457088
table,0.72954744,1.0739288,1.4656267,1.330999,1.2172614,1.4780186,0.61122024,0.22519612,1.0932804,0.33990633,1.4396174,0.8085479,0.6989166,1.484625,0.61635536,0.67916423,0.90997344,1.2584443,1.5007696,0.47240162,1.1326191,1.0528356,1.3474305,1.4684285,1.4166726,0.90354633,0.8298702,1.0367593,0.8547129,0.678364,0.81033957,1.1384401,1.285714,1.1296881,0.46592808,1.1403124,1.6038977,0.4382075,1.4850025,0.81089544,1.3456974,0.6317811,0.7397603,1.3275313,1.4975972,0.9710192,1.2385324,0.88864416,1.1775842,1.3259717,1.2955918,1.1473461,1.4769741,0.79014117,0.7724922,1.5546038,1.1488897,0.91197926,0.894915,0.8965326,0.75394607,1.2528698,1.0466267,0.5439755,0.71483946,0.6732644,0.637288,0.88311166,0.83786345,1.349693,1.3702009,0.71410996,0.72592837,0.7764189,1.1320401,1.3568966,1.5570971,1.2276723,1.2601295,0.51052225,0.90961295,0.7128048,0.7952377,1.1193377,1.4761859,1.3315396,1.2170087,0.85587645,1.3800083,1.1076823,1.1798273,0.51312876,1.1279533,1.0807455,0.99249876,1.1373056,0.52210927,0.928247,0.96461535,1.1030878,0.56296444,0.9131851,1.0202204,1.323995,0.8936677,0.7460404,1.5805482,0.7436119,1.0502968,1.1600051,1.4943401,0.8050389,0.49409705,0.0,1.4783399,1.3720148,1.1164311,1.2357138,1.4750301,0.97367257,0.5206572,0.997735,0.7968434,1.1584582,1.5766896,0.5520631
tape,1.324853,1.1144296,0.5514373,0.84495676,0.83835226,0.637199,1.1571159,1.3583596,1.0733153,1.421133,0.44384253,0.9904948,1.3725429,0.57017493,1.2999444,1.1699466,1.0660039,0.50335246,0.29762447,1.2844074,1.0541157,0.72727084,0.58652425,0.4236747,0.39521176,1.2421228,1.1629568,0.7767639,1.0023041,1.2308136,1.2454973,1.04248,0.8639056,0.9542793,1.2957795,1.0470839,0.5139914,1.2754055,0.3313961,1.13481,0.69291615,1.2167459,1.1508532,1.0115705,0.7068821,1.1800493,0.9423304,1.2200394,1.0763273,0.82560074,0.6422389,1.1745638,0.47285664,1.1787255,1.0765632,0.5539302,0.9037748,1.1898137,1.1466893,1.2131763,1.3260541,0.95693094,0.99453497,1.3592591,1.3547049,1.2039105,1.3941662,1.0447636,1.1177219,0.6270379,0.7423243,1.1858021,1.4353551,1.21226,0.9806652,0.7835543,0.4595574,1.040321,0.7727279,1.1869885,1.1970481,1.4073117,1.2047172,0.84007084,0.5393256,0.55137545,0.95056707,1.2372096,0.68612254,0.93526715,0.79983807,1.0593846,0.936253,1.0962355,1.0147046,0.91761005,1.2197316,1.240824,1.1056094,1.0089966,1.4426,1.2975607,0.85116124,0.6332746,0.61553824,1.175583,0.48721308,1.1803644,1.0948839,0.8437864,0.6563865,1.1301547,1.3715959,1.4783399,0.0,0.94037515,1.0089407,0.62782323,0.4987983,0.92309636,1.0390731,1.1218414,1.1827137,0.6930627,0.46972263,1.2300248
toe,1.1913301,0.5715118,0.5646064,0.5799885,0.8121486,0.6968925,1.4493456,1.3168678,1.1273817,1.4744177,0.93962723,1.1818388,1.1279442,0.85564566,1.4034617,1.2609506,1.2042131,0.8912045,0.7629632,1.1591686,0.62301683,1.0876448,0.9764533,0.85724485,1.056327,0.5517764,1.1872435,1.1238406,1.2641736,1.2615297,0.99423933,0.829749,1.1010286,0.9030191,1.4067656,0.70581985,0.5382507,1.5755765,0.8178959,1.3013073,0.9387685,1.3737798,1.1363546,0.58836347,0.49291956,1.0654411,0.77391404,0.8232167,0.11026275,0.608677,1.1005031,0.7102372,0.8065633,1.1067834,1.2622159,0.39814675,0.871218,1.2389761,0.78793997,0.90577775,0.6028958,0.6722408,1.182093,1.2433535,1.1590838,1.1807101,1.0396687,1.1384909,1.2042325,0.7994461,0.63464326,1.2640138,0.9797586,1.2260791,0.78220737,0.31557405,0.7303569,0.7352592,0.70408773,1.4051814,1.2277844,1.0804095,1.0311589,0.94204426,0.5576304,0.8415131,0.8754825,0.9984368,0.96911657,0.95402145,1.189882,1.0860255,1.2005047,1.0386772,1.1983184,1.1493504,1.4079266,1.0753349,1.2022328,0.86712426,1.1013782,0.9036327,1.0101929,1.0652325,1.0643696,1.238137,0.5949241,1.2607644,0.9365554,1.0685622,0.38234735,1.2994182,1.2396497,1.3720148,0.94037515,0.0,0.4336095,0.96799576,0.84679806,1.2283362,1.4189467,1.1803336,1.1065985,1.199901,0.48852247,1.3676995
tooth,1.0981028,0.53300345,0.74043304,0.8744527,0.9719521,0.78535295,1.1705594,1.0578893,1.015929,1.1749215,1.0641086,1.0258361,1.0189117,0.9611157,1.2107022,1.1180553,1.1800699,0.98720765,0.8739681,1.0968814,0.84294295,1.1477306,1.0700879,1.0524113,1.114256,0.6742694,1.1346568,1.1623102,1.1934814,1.0968218,1.0410068,0.9964766,1.0668973,1.1231867,1.141219,0.7912207,0.6776884,1.2535448,1.0011253,1.2108045,1.2202544,1.2229034,0.85158217,0.7970241,0.91291565,1.0858173,0.8757219,0.74661386,0.48936313,0.7071452,1.2514379,0.872959,0.86765075,1.0195819,1.2607906,0.55811256,1.0328465,1.0881443,0.82061803,0.9107277,0.82379866,0.89984465,1.1811872,1.1319693,1.0635194,1.0302385,0.9365045,0.9839102,1.0128633,0.9948338,0.7226337,1.1002976,0.97350216,1.1478752,1.0696146,0.62665534,0.9090721,0.8861023,0.92737967,1.1072268,1.1151731,1.0650833,0.87530106,1.0237005,0.606858,0.80290765,0.7845938,0.95144886,1.1088271,1.0389472,1.3184168,0.9791419,1.243767,1.1714481,1.317153,1.2068263,1.1736231,0.96007407,1.2326326,0.8747799,0.9226088,0.85646826,1.0351647,1.2099328,0.9504487,1.106391,0.804788,1.0531033,1.0580893,1.0733553,0.5374597,1.1451963,1.0036019,1.1164311,1.0089407,0.4336095,0.0,0.9466155,0.9671007,1.2943139,1.1022323,1.0904316,1.06095,1.3233261,0.6975071,1.1640337
toothbrush,1.238769,1.2142313,0.35946298,0.9187064,0.6988711,0.7635863,1.2197188,1.1757524,0.9423557,1.1933875,0.6143458,0.9838383,1.2573802,0.5689316,1.1427494,1.1391084,1.0426265,0.50402856,0.47855234,1.2830727,1.106201,0.88783973,0.6130994,0.6468342,0.7200199,1.1549481,1.1636779,0.9269932,1.033836,1.0415866,1.0759609,1.0218056,0.91778564,1.0043889,1.1966479,1.1053019,0.47463405,1.1926167,0.44998854,1.1465621,0.82801557,1.0876744,1.2611349,1.088807,0.86982507,1.0405172,1.1046469,1.2831686,1.0743066,0.68945086,0.8239323,1.19398,0.37793052,1.1821524,1.1464983,0.5522257,1.1948174,1.0596144,1.0509111,1.1367776,1.3205371,0.99988085,1.0578512,1.2106628,1.3105199,1.2088573,1.357348,0.94089746,1.2244147,0.73274565,0.7812801,1.1584136,1.3873658,1.2114184,1.0574207,0.76008916,0.63398504,1.159764,0.6337045,1.2135515,0.97953236,1.3309379,1.224414,0.83228236,0.50412464,0.5307716,0.98222554,1.0890062,0.8585557,1.1231306,0.93624365,0.92813635,1.0151677,1.2189037,1.0902925,0.96641076,1.1368644,1.116797,1.1811734,0.99983275,1.3227634,1.3471869,0.84471357,0.8096579,0.47387916,1.0615827,0.67209804,1.0181986,1.1033438,1.0517372,0.61542547,1.2011099,1.2923856,1.2357138,0.62782323,0.96799576,0.9466155,0.0,0.68285275,1.0081425,1.1686658,0.9930309,1.2436949,0.8254833,0.49058837,1.1331155
