,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
clock,1.0274892,1.232531,1.1446538,0.93358237,1.0660199,1.2760402,0.86869115,0.67494696,0.966897,0.85379523,1.019887,0.9577775,0.99845976,1.0653689,0.9260307,0.72447866,1.0733895,0.99328303,1.0151494,1.039315,1.1931834,0.91030484,1.036975,0.9908232,0.8232497,1.1193706,1.0123032,1.1475034,0.0,0.97754663,0.9640278,0.9658865,0.95029545,1.081345,0.9605212,1.2003144,1.1677243,0.92383385,0.9533765,0.91100377,1.154343,0.8225446,1.0221555,1.142497,1.1394539,0.88944227,0.9250446,1.1272528,1.2011102,1.1624763,1.0470873,1.2624311,1.0314775,1.0441079,0.687364,1.106061,1.1688708,0.8125763,1.0986518,1.0524461,1.0450685,1.1981049,1.0193412,0.89404964,1.0419918,0.8329356,1.0046074,0.8623805,1.0734372,0.80832386,1.1358199,0.9102653,1.0216702,0.9934098,1.0680091,1.1648421,1.1573496,1.0130513,1.1241214,0.86482215,0.8457837,1.034833,1.1320208,1.0521594,1.1262685,1.0004878,1.0916275,1.0423169,1.1054692,1.0995657,1.0349566,0.73437494,1.0008979,1.0787746,0.90676314,1.0342364,0.8173934,1.0040812,1.0846889,0.8467552,0.98604715,1.1401668,1.047754,0.97932595,0.81159526,0.8886912,1.209146,0.9446823,1.1314895,0.88977385,1.2209389,0.97327095,0.939451,0.8547129,1.0023041,1.2641736,1.1934814,1.033836,1.114331,1.0441681,0.81895435,0.90439343,1.0482225,0.99384123,1.1646811,0.8684094
closet,0.83888435,1.1873066,1.1491961,1.2858031,1.1601425,1.1533132,0.7851575,0.7878969,1.0471714,0.61307156,1.1873271,0.95052004,0.7536641,1.1392527,0.71035725,0.8136589,0.59876597,1.1680872,1.2309405,0.65568966,1.2721001,1.0949829,1.0919247,1.1782675,1.0931224,1.1589394,0.9866058,0.973683,0.97754663,0.0,0.8939707,1.0838039,1.2146562,1.154247,0.7343986,1.1697252,1.1898261,0.5419414,1.2386522,0.90389204,1.1165012,0.86929417,0.9638127,1.1213397,1.186167,0.95062375,1.1085918,1.0181136,1.237793,1.1813436,1.1236889,1.1345749,1.1891792,0.9605343,0.96061707,1.2654736,1.2342955,1.0418409,1.0725902,0.9718779,1.080384,1.1795686,1.0263546,0.793118,0.84959745,1.0045958,0.87376297,0.9148109,0.9780039,1.1881478,1.1886787,0.89350736,0.92944205,0.93468195,1.1954136,1.1992562,1.3121555,1.1199349,1.1537418,0.79035556,0.92573977,0.96780133,0.96482444,1.1808711,1.1811333,1.139624,1.0850114,0.90698934,1.1605595,1.0993729,1.1018069,0.996321,0.9683863,1.0240222,0.96396327,0.9457294,0.74687266,0.99694186,1.0931103,1.0658367,0.85302615,1.009178,1.1158955,1.0657618,1.0590531,0.88972765,1.2452852,0.8393202,0.96235156,1.14991,1.1966393,0.8556684,0.8443724,0.678364,1.2308136,1.2615297,1.0968218,1.0415866,1.2309628,0.89136857,0.8274857,0.95825547,0.9735756,1.0667478,1.2281532,0.7376666
coat,0.9806153,0.98054236,1.1084329,1.0699023,1.0286547,1.1997762,1.0296923,0.86893976,1.1503206,0.73799145,1.304066,1.0604972,0.8401951,1.1433681,0.8675212,0.88640636,1.1050388,1.1752139,1.2038311,1.0096841,1.1146134,1.1523634,1.127675,1.1338077,1.1903648,1.0000646,1.028174,1.0694999,0.9640278,0.8939707,0.0,0.93502104,1.2101163,1.1404467,0.80500335,1.1215115,1.2262038,0.9090253,1.2023222,0.9636579,0.9806699,0.84432685,1.0419278,1.1121165,1.0839524,0.9004833,0.99266154,0.97508276,0.9142568,1.1667807,1.048233,0.9164766,1.210578,1.0938421,1.0862846,1.1508714,1.1022329,1.033372,1.1073401,0.79336214,0.9120941,0.9260807,0.99963695,0.8835614,0.34255898,1.0021572,0.63714117,0.9550861,1.0421766,1.196983,1.1692767,1.0213021,0.87412405,0.9978786,1.1129402,0.9803759,1.2536354,1.0168285,1.1145394,0.8740674,1.041747,0.55155885,0.75644886,1.1480162,1.1637228,1.1688198,1.1786753,0.86031556,1.1560102,1.1945169,1.0066473,1.1314261,0.96484107,1.1322904,0.99802005,1.1580112,0.81207967,1.0771673,0.9255167,1.1254779,0.6060943,0.97265846,0.8973364,1.0693581,1.1313332,0.98518765,1.1822652,1.0101128,1.041779,1.1164868,1.1387684,0.93829465,0.72231066,0.81033957,1.2454973,0.99423933,1.0410068,1.0759609,1.221841,1.0757538,1.128278,1.0812731,1.0223027,1.1250885,1.191981,0.80184853
coffee,0.8728846,1.0248733,0.8287958,0.55970675,0.675802,0.90791875,1.1690674,1.139396,1.0814784,1.1960151,0.9795846,1.0602664,1.1490524,0.98051775,1.1703813,1.1444812,0.87629426,0.9713733,0.8971258,1.01137,0.7590902,0.8796762,0.9759845,0.9888423,1.0458778,0.89461,1.0946419,1.1115298,0.9658865,1.0838039,0.93502104,0.0,0.94557697,0.7257534,1.1784483,0.86919546,0.83440065,1.2162474,0.9258409,1.0463225,0.99671537,1.2201256,1.2333517,0.9725723,0.54523444,1.0324502,0.76604843,1.1209596,0.8835105,0.85531723,0.9954135,1.1623334,1.009419,0.76858884,1.0029099,0.96193004,1.0263858,1.064495,0.8140497,1.0952929,1.065228,0.95465547,1.1643928,0.9565323,1.0751853,1.0094668,1.1822988,1.1949859,1.1850791,0.7713938,0.7336867,1.1513683,1.0805286,1.1044576,0.63475806,0.84727067,1.0726886,0.709237,0.7720855,1.2343616,1.1054778,1.1715939,1.1615558,1.06779,0.9916489,1.0614598,0.8700391,1.1138252,0.99034864,0.94573057,1.0706797,0.9899151,1.092026,0.7131339,0.9116118,1.0298051,1.2241635,1.0720543,1.0562898,0.90904087,1.1947134,1.1078717,1.1853311,1.014959,1.0707647,0.97538346,1.0283086,1.2271237,1.1783476,1.0484016,0.88532645,1.0802646,1.1534201,1.1384401,1.04248,0.829749,0.9964766,1.0218056,1.0252395,0.93721694,1.1100188,1.0514239,1.0900103,1.0738592,0.93231446,1.1731566
comb,1.1046934,1.0742335,0.9635508,0.8979187,0.91344976,0.89292586,0.9990132,1.2985135,0.8832284,1.2627084,0.9225457,1.0167809,1.2778735,0.8453756,1.1442406,1.1989766,0.98301923,0.7923933,0.88385135,1.1886109,0.9728906,0.85390687,0.9223665,0.86452967,0.8457216,1.0998375,1.0533979,0.9660341,0.95029545,1.2146562,1.2101163,0.94557697,0.0,0.9254761,1.1665332,0.9342679,0.88675815,1.0905395,0.8054865,1.0082954,0.7608551,1.0750141,1.1079367,0.9117704,0.9508386,1.1076648,0.9665443,1.1167718,1.0960336,1.0272703,0.80187804,0.9464651,0.8826535,1.0116671,0.9006759,0.95883524,0.8875916,0.94623196,0.8948631,1.1659083,1.1199906,1.0634266,0.88730896,1.1744938,1.1641674,0.88942367,1.2604172,1.0472363,0.9195998,0.8692047,0.9735846,1.0688176,1.1564275,1.0142314,0.9011409,1.02721,0.78881675,0.9937813,0.9083293,1.1178571,1.0408373,1.1256856,1.1901929,0.82460475,0.96122324,0.98965627,0.9365376,1.1958314,0.82909,0.95807284,0.80609584,1.1324791,0.8553758,0.96471834,0.9079655,0.8745266,1.0898011,1.0775858,0.94899124,0.8842538,1.2275658,1.0729493,1.0644448,0.95848167,1.1231701,1.024719,0.8711949,1.1494118,1.0148233,0.8347263,1.0316865,1.0517539,1.1821829,1.285714,0.8639056,1.1010286,1.0668973,0.91778564,0.7966671,0.895219,1.0373453,1.0165524,1.0821913,0.82930964,0.9409597,1.1404115
cookie,1.0572504,1.0898422,0.7932635,0.73638964,0.79009855,0.86134136,1.1686956,1.1449676,1.1110066,1.3211708,0.9325726,1.1412545,1.1872362,0.9169217,1.1904799,1.2176194,0.94210976,0.8889107,0.9318895,0.97681546,0.28821278,0.88654125,0.8837127,1.0196038,1.007115,1.0056338,1.0176505,1.0431417,1.081345,1.154247,1.1404467,0.7257534,0.9254761,0.0,1.2523612,0.6313485,0.8914778,1.2182627,0.89777035,1.0691625,0.917461,1.1676279,1.2916181,0.95823145,0.72243947,1.0621101,0.88997644,1.1222829,0.95479214,0.9464524,0.98335665,1.1685498,0.9865527,0.89808536,0.9852095,1.0073868,1.0462756,1.1632075,0.7581556,1.0657758,1.104303,0.92154855,1.1498051,1.1299206,1.2187256,1.0036628,1.3393934,1.3281461,1.2091978,0.6905968,0.8149473,1.0097113,1.2397631,1.1075485,0.12897348,0.7889322,0.9786058,0.89472246,0.32663178,1.2325268,1.1448864,1.2659013,1.3048165,0.9644839,0.9501124,0.9843904,1.0223836,1.080953,0.9357981,0.3427776,1.0271684,0.72590744,1.0641928,0.6023141,0.8494592,0.9053924,1.182583,1.1318703,1.0891968,1.1194447,1.3255255,1.192559,1.1715366,0.96399885,0.97813106,0.9828498,0.97230273,1.2339768,1.0779678,1.0866964,0.97812295,1.0807772,1.2714248,1.1296881,0.9542793,0.9030191,1.1231867,1.0043889,0.93741834,0.86540943,1.1492903,1.0980566,1.117698,0.8971077,0.9218246,1.217422
couch,0.7402514,0.9681672,1.461246,1.3913205,1.29584,1.3527701,0.5400343,0.53802514,1.133288,0.17371362,1.3135426,0.6899681,0.8687533,1.4323673,0.45367992,0.8718722,0.9155864,1.3453825,1.3531263,0.70857507,1.256954,1.1189849,1.293756,1.303617,1.2453837,1.1210309,0.72518086,0.83490133,0.9605212,0.7343986,0.80500335,1.1784483,1.1665332,1.2523612,0.0,1.2595607,1.530549,0.25212646,1.3965242,0.72606194,1.1954563,0.48373234,0.65005136,1.3100426,1.4698948,0.9582078,1.2023882,0.8511479,1.2777927,1.3677073,1.2213035,1.0136778,1.3664778,1.0829239,0.9800764,1.4661217,1.0080191,0.9365016,1.1078467,0.9199797,0.93447196,1.1566304,0.9459374,0.58963716,0.6212996,0.9467679,0.65410966,0.9616893,0.8344881,1.4360869,1.3401482,0.8307687,0.798785,0.7677957,1.2905407,1.4016856,1.2709837,1.1173763,1.3988061,0.37616122,0.97211367,0.6967368,0.7361288,1.0669043,1.4339026,1.3269051,1.1227832,0.98092574,1.0971512,1.1852255,1.0900834,1.007358,1.0424074,1.216435,1.069972,1.0810785,0.42674363,0.95146966,0.88891727,1.3771551,0.6362938,0.889677,0.9071679,1.2603803,1.0852268,0.86426955,1.426491,0.81123626,1.060711,1.0620472,1.3935392,0.5842105,0.5060673,0.46592808,1.2957795,1.4067656,1.141219,1.1966479,1.2635295,0.99284583,0.5942268,1.0390412,0.7883997,1.1206477,1.4594814,0.56099427
cracker,0.93256336,0.94788015,0.9642721,0.7320018,0.94235605,0.7036085,1.2311945,1.0521435,1.101694,1.3323296,0.9981594,1.0209566,0.98404133,0.94582194,1.0995136,1.2029142,0.988389,1.1025879,1.0240524,0.86303544,0.4752643,1.0799663,0.9485618,1.0761371,1.1219414,0.7463242,0.9978979,1.1702522,1.2003144,1.1697252,1.1215115,0.86919546,0.9342679,0.6313485,1.2595607,0.0,0.87455034,1.2843924,1.0679239,1.1136026,0.9713022,1.2142313,1.0997804,0.867938,0.84560585,1.0679127,1.0090346,1.1043525,0.67110115,0.8080827,0.9633514,0.9231314,1.0230557,0.8990715,0.9330056,0.9855103,0.75416434,1.0962452,0.44376057,1.1089932,0.79809654,1.05043,1.0651438,1.1046753,1.1272669,1.1053624,1.1810945,1.2458987,1.0539033,0.8464575,0.7843435,1.1016076,0.9767403,1.1062806,0.6274166,0.8694987,0.8296858,0.9777401,0.7261318,1.2889528,1.0855345,1.1346819,1.2093699,0.8813789,0.96846926,1.0529673,0.8194114,1.0713322,0.7892894,0.56870925,1.0289313,0.77010536,1.073853,0.7546097,0.9526557,1.0375403,1.2925041,1.0129663,0.9177676,0.99797904,1.21088,0.9703079,1.0841137,0.9921954,1.0647057,1.1372135,0.95458424,1.1465484,1.010701,1.0400687,0.93676573,1.1666498,1.26788,1.1403124,1.0470839,0.70581985,0.7912207,1.1053019,0.7816665,1.0091206,1.1844865,1.0522726,1.0938486,1.0016373,1.015714,1.2140687
crayon,1.1735487,1.0020204,0.19753331,0.66321874,0.5669777,0.34519064,1.4228667,1.5080243,1.0002126,1.5990744,0.52006733,1.1539862,1.3439994,0.40111822,1.4131713,1.3589474,1.0407312,0.47434938,0.2626511,1.3695903,0.83780223,0.7710652,0.60578084,0.5110811,0.6228664,0.94499695,1.2877858,0.9477181,1.1677243,1.1898261,1.2262038,0.83440065,0.88675815,0.8914778,1.530549,0.87455034,0.0,1.5154369,0.37297618,1.3545884,0.7653589,1.4596875,1.2581728,0.7974826,0.4693445,1.1205311,0.7884348,1.2013967,0.7457503,0.4564901,0.7785839,1.1371746,0.29534173,0.9495341,1.247479,0.2774104,1.0689347,1.2389097,0.98034066,1.2129455,1.2572668,0.90858626,1.1862831,1.430619,1.4096661,1.2032945,1.4722549,1.0878767,1.2047372,0.57226115,0.39893132,1.2904148,1.3778892,1.3607833,0.91229385,0.415174,0.47042996,0.8996481,0.50282526,1.5084195,1.1674128,1.4470336,1.2733223,0.92744404,0.19238663,0.38552904,0.70244575,1.2180014,0.79390764,0.9055344,0.99175006,1.0653033,1.0734636,0.9976956,1.1488982,1.045664,1.4868743,1.1648608,1.2861354,0.76227343,1.5111485,1.2458038,1.0068896,0.7457125,0.72503126,1.1989584,0.36722678,1.2756832,1.1404152,0.9917349,0.30253947,1.3456352,1.5433341,1.6038977,0.5139914,0.5382507,0.6776884,0.47463405,0.58449507,0.9493908,1.3283541,1.0980225,1.3269438,0.95671976,0.23902845,1.4552541
crib,0.64552295,1.1769508,1.4826105,1.4931499,1.2611957,1.3576555,0.3219943,0.59538007,1.0424831,0.22670871,1.3079029,0.8473263,0.82520753,1.4102014,0.4292881,0.83936924,0.7447949,1.2934908,1.3791139,0.6272355,1.3145813,1.0466986,1.2280333,1.3383834,1.1626346,1.2022935,0.8585474,0.7832842,0.92383385,0.5419414,0.9090253,1.2162474,1.0905395,1.2182627,0.25212646,1.2843924,1.5154369,0.0,1.4135745,0.7270162,1.1765213,0.5605736,0.7231829,1.3015366,1.5413415,1.008029,1.2283959,0.9519862,1.4273547,1.4216459,1.1089625,1.149783,1.39051,0.9132411,0.8222244,1.5602696,1.1903989,0.9542011,1.1577528,0.95986557,1.0073415,1.2478255,0.9425219,0.6602025,0.6603865,0.8598893,0.818753,0.98127514,0.7459715,1.4488279,1.4142493,0.7309729,0.8230554,0.6927688,1.2974963,1.4816439,1.4362434,1.2343708,1.3571954,0.371639,0.93318564,0.8058,0.8791841,1.176038,1.4697281,1.3303478,1.1425445,0.9077314,1.1878371,1.1370953,1.0181824,0.9820064,0.9859515,1.1136595,0.9835591,0.9993976,0.43713617,1.0085956,0.8784513,1.2469759,0.7506114,0.9821822,1.0646057,1.1550355,1.1290737,0.6514864,1.4788945,0.8202485,1.016732,1.0136169,1.5028777,0.6196859,0.597273,0.4382075,1.2754055,1.5755765,1.2535448,1.1926167,1.3200577,0.72962207,0.48050582,1.0062462,0.7743057,1.0813698,1.526996,0.5806078
cup,1.4330473,1.1402489,0.42250925,0.6652136,0.66396,0.60786945,1.2466078,1.3567616,1.0728674,1.5216582,0.41689938,1.0418261,1.405771,0.45347106,1.42698,1.325059,1.1004956,0.23746836,0.20434475,1.3731784,1.0296733,0.5066539,0.51875365,0.27316868,0.5069139,1.1063439,1.2462878,0.69463617,0.9533765,1.2386522,1.2023222,0.9258409,0.8054865,0.89777035,1.3965242,1.0679239,0.37297618,1.4135745,0.0,1.2425425,0.70273423,1.2576789,1.2695394,0.9921415,0.6113245,1.1376158,0.996611,1.3427842,0.9944017,0.70631754,0.68789923,1.1664621,0.4153322,1.1446209,1.0254216,0.4680506,0.9305915,1.2265955,1.0835185,1.2704191,1.3835038,0.9679904,1.072113,1.4129645,1.3729128,1.1131295,1.5062416,1.0660231,1.147124,0.53499866,0.65533245,1.14286,1.4976022,1.3328595,0.9376575,0.6246101,0.36582595,1.0448642,0.6512818,1.3082008,1.1694129,1.4456421,1.262052,0.67475945,0.5011941,0.5760173,0.8770908,1.277329,0.6923469,1.0155586,0.72640663,1.0296216,0.9474742,1.0434145,0.9331563,0.951806,1.2349328,1.2567887,1.1811424,0.8948963,1.5008167,1.3566165,0.89444757,0.6502146,0.5702973,1.1932801,0.45436704,1.2656608,1.0963193,0.92983145,0.5142039,1.2672925,1.4640715,1.4850025,0.3313961,0.8178959,1.0011253,0.44998854,0.5046133,0.890849,1.1979749,1.1209099,1.288625,0.60233426,0.3784485,1.329679
dog,0.8919325,1.1145198,1.2692935,1.1647799,1.1366541,1.2280998,0.9042267,0.9557369,1.0261526,0.697756,1.2387547,1.0494547,0.9423419,1.1770777,0.6684823,0.92611516,1.0078971,1.1721245,1.2470663,0.97481626,1.1019077,1.0745107,1.1737399,1.2292854,1.0769542,1.2340326,0.36366302,1.034272,0.91100377,0.90389204,0.9636579,1.0463225,1.0082954,1.0691625,0.72606194,1.1136026,1.3545884,0.7270162,1.2425425,0.0,0.94726664,0.7812364,1.0728078,1.143576,1.2240739,1.0111109,1.0225911,0.9748059,1.2555767,1.2516179,0.96010584,1.043108,1.2567259,1.0433717,0.9047537,1.3100641,0.93935424,0.8898045,1.0630494,0.8955596,1.0518128,1.0036128,0.46181786,0.86314964,0.90173817,0.95776224,0.8693707,1.0718634,1.0856616,1.2177811,1.2429904,1.0026212,0.9142957,0.85660875,1.074181,1.2477764,1.2840983,0.74233764,1.1589108,0.8796041,1.053282,0.85853505,0.96977377,1.2051194,1.3465397,1.2555386,1.1767302,1.022082,1.0906204,1.1166478,0.9474383,1.1423196,0.44141024,0.95500576,0.9446298,0.9850966,0.87761974,1.027642,0.8241911,1.1578643,0.9030802,1.0122902,1.0689982,1.004196,1.2388777,0.922265,1.2553614,1.0309205,1.00371,0.8962678,1.3187548,0.44528508,0.83636314,0.81089544,1.13481,1.3013073,1.2108045,1.1465621,1.2158854,0.88652134,0.9419136,1.0604966,0.9396729,1.0231514,1.3044783,0.8161056
doll,1.1033566,1.1979274,0.8013263,0.9111664,0.9395079,0.7971046,1.2683237,1.3755599,1.0608883,1.2624227,0.8991707,1.162168,1.2504232,0.6781903,1.0350182,1.2352983,0.94564474,0.7408882,0.67520607,1.18682,1.0331534,0.85171807,0.6949261,0.7312995,0.6343478,1.2612239,1.015638,0.80087715,1.154343,1.1165012,0.9806699,0.99671537,0.7608551,0.917461,1.1954563,0.9713022,0.7653589,1.1765213,0.70273423,0.94726664,0.0,1.1162856,1.3640499,0.8654019,0.69547486,1.1510793,0.90881395,1.167256,1.0242721,1.0819118,0.485456,1.0477695,0.7958055,1.1629815,1.0397793,0.7984457,0.79371476,1.2010711,1.0153577,1.1196272,1.1261964,0.87535644,0.86707944,1.1441631,1.1417907,1.1610591,1.2766974,1.1804204,1.1618385,0.7774184,1.0955734,1.1719265,1.2000523,1.1267614,0.92495906,0.81355643,0.6974901,0.9391392,0.82420087,1.3154918,1.1152987,1.0788027,1.2359288,0.87427104,0.8806866,0.9433978,1.1244345,1.1281736,0.6607942,1.0048305,0.6497152,1.2126551,0.69921243,0.91304094,0.82944834,0.87819713,1.212513,1.2505419,0.93629825,1.0187064,1.2536356,1.236253,1.0310806,0.57241285,1.1538762,1.1234205,0.758816,1.2623215,1.023247,0.86869895,0.9013635,1.0397196,1.2192354,1.3456974,0.69291615,0.9387685,1.2202544,0.82801557,0.68798316,0.70827913,1.2464573,1.1015085,1.100988,0.5933678,0.7619839,1.1960436
door,0.9895673,1.0715675,1.3864446,1.3105407,1.2638109,1.3888054,0.7692625,0.653111,1.0691482,0.55225354,1.1915725,0.6958869,0.9751554,1.3046274,0.82835436,0.7174034,1.0713146,1.2795446,1.3208989,0.8398365,1.244241,1.1764266,1.1184785,1.0569072,1.0494232,1.1448344,0.8429722,0.7708529,0.8225446,0.86929417,0.84432685,1.2201256,1.0750141,1.1676279,0.48373234,1.2142313,1.4596875,0.5605736,1.2576789,0.7812364,1.1162856,0.0,0.749879,1.2401112,1.453058,1.035885,1.1798092,0.97887164,1.2653956,1.3244475,1.0146581,1.0537053,1.287918,1.1896585,0.87648803,1.3132381,1.2073878,0.9335801,1.1238124,0.89642584,1.0023361,1.1138744,0.8827011,0.74129593,0.7067369,1.078578,0.8045681,0.8442977,0.78972614,1.2608898,1.3867905,0.7931075,1.0386642,0.7221898,1.2114213,1.3782573,1.2848194,1.1523546,1.3065577,0.43137705,0.937063,0.75030994,0.83583283,0.987669,1.37789,1.2553823,1.118037,0.99675673,1.1694618,1.1578904,0.89643764,1.0105389,0.97512156,1.2047048,1.0119697,1.0902061,0.2653438,1.0254464,0.7499467,1.1447861,0.6806798,1.1094817,0.7771454,1.0346835,1.0082322,1.0183593,1.4416697,0.8325339,1.0931693,1.0833442,1.370246,0.7485688,0.5805927,0.6317811,1.2167459,1.3737798,1.2229034,1.0876744,1.247561,1.1200441,0.78911376,1.0237763,0.6981423,0.90877247,1.4171107,0.3402658
drawer,1.0070727,0.72129935,1.3428088,1.3072904,1.1827375,1.1109002,0.6580552,0.7001842,1.1334709,0.76963913,1.1036569,0.6620242,0.8676804,1.368289,0.98127735,0.8470264,0.84834373,1.2357045,1.2429243,0.73167515,1.0593396,1.0876889,1.2666969,1.0921671,1.1908216,0.7604426,0.95389867,0.8524035,1.0221555,0.9638127,1.0419278,1.2333517,1.1079367,1.2916181,0.65005136,1.0997804,1.2581728,0.7231829,1.2695394,1.0728078,1.3640499,0.749879,0.0,1.0852469,1.3913183,1.1639829,1.0905883,0.69825304,1.0103734,1.1025777,1.3168867,0.7417121,1.2765775,1.0016998,1.0542208,1.2114562,0.9546504,1.0245615,1.1134628,0.9556769,0.83835495,1.0954751,1.08679,0.88785183,0.79276675,0.8503928,0.63666487,0.7357433,0.5951495,1.3502252,1.0584427,0.7911817,0.759565,0.8441898,1.2675266,1.2658135,1.1483456,1.2117629,1.3541126,0.438264,1.1145933,0.72425723,0.54217815,0.9607845,1.1458073,1.1694493,0.82872474,1.0646777,1.1631657,0.9890254,1.1563144,0.92574,1.1896591,1.1890742,1.1582687,1.0814732,0.56501985,0.9087051,0.9873857,1.0923923,0.71519136,0.60286653,0.82241446,1.3309188,0.9281012,1.0507239,1.0998263,0.9585993,0.9435004,1.1358856,1.1509569,0.9320302,0.6562554,0.7397603,1.1508532,1.1363546,0.85158217,1.2611349,1.1542625,1.284997,0.5496478,1.1073812,0.83033574,1.1969213,1.2148852,0.86503196
ear,0.9800787,0.72364926,0.86254936,0.84639496,0.92114854,0.86752236,1.2297162,1.2515973,1.0165356,1.3551772,0.8824769,1.1279577,0.9977417,0.95745677,1.2466292,1.2201902,1.0665727,1.0220033,1.0266753,1.1521763,0.8787827,1.0918053,1.0157723,0.9165541,1.0840999,0.76546204,1.0385953,1.1001642,1.142497,1.1213397,1.1121165,0.9725723,0.9117704,0.95823145,1.3100426,0.867938,0.7974826,1.3015366,0.9921415,1.143576,0.8654019,1.2401112,1.0852469,0.0,0.71565306,0.96569014,0.8477217,0.9781983,0.68871796,0.90360814,1.0323337,0.77938914,0.9426451,1.0277128,1.20522,0.6789486,0.9693242,1.12714,1.0437111,0.93971467,0.81374353,0.7609685,0.99971056,1.1681652,1.1313921,1.0283215,1.011905,1.0417572,0.9750615,0.9507319,0.9170315,1.1559869,0.97602534,1.2065874,0.86814964,0.85718906,0.8753537,0.86929244,0.91154593,1.2745781,1.0278602,0.9845004,0.930812,0.99429494,0.8577025,1.0509902,0.8272892,0.933191,1.029085,0.97134495,1.053259,1.1592656,0.9609501,0.9267319,1.0639516,1.0077069,1.2937686,0.9900026,1.0886286,0.90350366,1.007303,0.91370976,0.9707751,1.0017551,1.1590734,1.0998164,0.7977166,1.0970343,0.89916486,1.0852753,0.7222259,1.1897271,1.1762773,1.3275313,1.0115705,0.58836347,0.7970241,1.088807,0.99401003,1.1293274,1.261172,1.0006707,1.0882444,1.0299488,0.6433067,1.2817497
egg,1.1723533,0.9211985,0.49281025,0.45987183,0.61754787,0.587106,1.4020197,1.4257469,1.0950038,1.5267874,0.7531025,1.2410524,1.2463298,0.6059209,1.3678418,1.3540006,1.129116,0.72884154,0.5957844,1.2798073,0.79764044,0.8430202,0.7888833,0.6996758,0.7532412,0.9729287,1.195137,1.0073484,1.1394539,1.186167,1.0839524,0.54523444,0.9508386,0.72243947,1.4698948,0.84560585,0.4693445,1.5413415,0.6113245,1.2240739,0.69547486,1.453058,1.3913183,0.71565306,0.0,1.0429239,0.6237698,1.1170278,0.73754627,0.77100027,0.8652612,1.0285957,0.6426443,1.0663012,1.1770564,0.47572005,0.8320936,1.2030115,0.8674115,1.0568469,1.1511354,0.73385906,1.1243488,1.2530549,1.2848341,1.2332864,1.3351667,1.2072722,1.336798,0.44103897,0.5860826,1.2977446,1.2526703,1.3147659,0.65386224,0.49058586,0.6286639,0.58835804,0.6267254,1.5241642,1.1493794,1.2830398,1.2277707,1.0285189,0.61051047,0.74218065,0.9472474,1.1219273,0.78656465,0.8944852,0.9370674,1.1361246,0.9874786,0.8030995,0.91862583,0.98323387,1.4840834,1.1074216,1.2806,0.93068534,1.3544323,1.1547357,1.0914259,0.806172,1.0089637,1.2325934,0.569123,1.2791947,1.080387,0.9569385,0.5713542,1.2885666,1.4329591,1.4975972,0.7068821,0.49291956,0.91291565,0.86982507,0.7260321,0.9217528,1.3848004,1.0570427,1.2132386,0.8752971,0.48865473,1.4388537
elephant,0.9703374,1.1201408,1.1494809,0.97964597,1.1210563,1.2366154,1.0794142,0.84108454,0.56656796,0.7550352,1.0338894,0.949422,0.83790356,1.0370321,0.77032673,0.9443177,1.1372695,1.2652445,1.1877707,1.1247137,1.1065978,1.2482898,1.053496,1.0756415,1.183364,0.9715396,1.0216333,1.2286471,0.88944227,0.95062375,0.9004833,1.0324502,1.1076648,1.0621101,0.9582078,1.0679127,1.1205311,1.008029,1.1376158,1.0111109,1.1510793,1.035885,1.1639829,0.96569014,1.0429239,0.0,1.0971639,1.158162,1.0723873,1.0351703,1.201066,1.1053609,0.99790514,1.1479944,1.1010426,1.0795188,1.1928627,0.49002284,1.0283713,1.0627035,1.056513,1.1697004,0.9952041,0.9593686,1.0083742,1.0986109,0.9427837,0.8441259,1.0584097,1.0180761,1.1651045,1.0947946,0.8924264,1.1041347,1.0704291,1.0920227,1.1009219,0.98056203,1.1382006,1.1186726,0.27663445,1.0259115,1.0881509,1.1170683,1.0493695,0.9691325,1.1380943,0.6870246,1.0201441,1.1194279,1.1645975,1.0851127,0.9897985,1.145992,1.0750749,1.053321,1.0962778,0.31432062,1.1223487,1.0799594,0.9988671,1.0604265,1.0249783,0.9986133,1.0399753,0.96745783,1.1787336,0.52170706,1.0301504,1.0511042,1.118447,1.1047823,1.1098304,0.9710192,1.1800493,1.0654411,1.0858173,1.0405172,1.0980802,1.1852252,1.189636,0.3553884,1.1573623,1.1728556,1.1389326,1.0134608
