,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,sink,slide,slipper,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
eye,1.3541595,0.82556605,0.45752847,1.1507409,0.74684465,0.65455276,0.9461643,0.7650796,1.3744944,0.91634834,1.349328,0.5677418,1.399159,1.3945544,1.0724149,1.3467917,1.3476219,0.607859,0.70007706,1.3489023,1.0111772,0.8336425,0.923911,0.65843827,1.1852723,0.9277182,1.1922979,1.1503806,0.6362482,1.2384294,1.2141553,0.95180035,1.1064491,1.3664224,1.229303,0.56277055,1.3753624,0.63013214,1.3036107,1.1361303,1.0240602,0.9680655,1.21578,1.200006,0.90821654,0.9357776,0.0,0.9070733,0.6380129,1.1703044,0.873298,0.753859,0.63535213,1.0697272,1.2088772,0.46576494,0.78564274,1.2115725,1.0632632,1.1784998,0.73176634,1.170798,0.6002469,1.1894882,1.2128824,1.2596968,0.94404125,0.9768268,0.6836425,1.1881843,1.0567396,1.162182,0.77667785,0.36672366,1.0237273,0.47559845,0.44424444,0.63482326,1.216291,1.0704356,1.2317879,1.2626345,1.2833822,0.5923495,0.7740452,1.2778077,0.77326566,1.2004303,1.0269884,1.2663414,1.139209,0.7142804,0.9444234,0.49577773,1.1467588,1.0408165,0.9049353,0.90359527,1.2888963,1.2983562,1.3347449,1.1683306,0.9599469,1.2927424,0.4285406,0.76699066,0.87069786,1.1710244,1.3202088,1.4849982,0.7954103,0.47196823,0.5502034,1.1793034,1.0931643,0.99252164,0.9609111,1.2879945,1.1117852,0.98196244,0.30549192,1.1426511
face,0.80478805,0.93705374,1.1453631,0.7063459,1.1803166,1.347934,1.1340744,1.2713943,0.9439106,0.9547775,0.87972987,1.14369,0.9827927,0.85205084,1.1297694,0.8001605,0.9204996,1.1793947,1.2961218,0.9573881,1.123545,1.2625521,1.100994,1.2342691,1.1998589,1.071728,0.80440545,1.2480251,1.1715679,0.83273554,0.6330402,1.122823,0.8705137,1.0244354,0.86361575,1.2566543,1.0393759,1.2037523,0.8441689,1.0869018,1.0824593,1.0958301,0.9500696,1.041041,1.1873729,0.66632503,0.9070733,0.0,0.93573725,1.105667,1.2358813,1.2863996,1.1101058,1.1888916,0.6186445,0.77867156,1.1323757,0.8576504,0.93594885,0.4399541,0.92453396,0.6879362,1.0788528,0.7433387,0.63582647,0.7878739,1.1605814,1.1438193,1.3263035,0.87522656,0.9341831,0.93621594,1.0318639,1.0956225,1.1490524,1.1379235,1.0489967,1.1632048,0.93707216,1.0599297,0.7430266,0.8352454,0.8892523,1.2723421,1.0858331,1.0297418,1.2513089,0.9742469,1.2873633,0.7480953,1.1202259,1.2599146,1.1530296,1.1360168,0.90625745,1.2296932,1.2569242,1.1705903,0.78459203,0.9615863,0.66341245,0.9122836,1.3230498,0.7989321,1.0595942,1.2350444,1.2513845,0.9344457,0.6160308,0.9273547,1.2914551,0.8852118,1.1334778,0.97081995,1.1069868,1.2087904,1.2466018,0.8749132,1.1355114,1.1362458,1.071185,1.0492455
finger,1.2510047,0.5556391,0.7178335,0.8023089,0.84141505,0.7205446,0.93073505,1.0043694,1.1371639,1.0263578,1.2988918,0.7595446,1.188063,1.3405685,1.0641805,1.3066323,1.3043606,0.89190924,0.9227803,1.331485,0.7953687,0.81343013,1.1369351,0.8310789,1.1341273,0.84048104,1.3063676,1.1580292,0.9730986,1.1906649,1.0951233,1.0453677,1.0112432,1.1902688,1.0843495,0.6379918,1.2882233,0.8751416,1.3138953,1.1672177,1.0963194,0.92139816,1.1985979,1.1058441,1.0212792,1.0057918,0.6380129,0.93573725,0.0,1.1753005,0.96711475,1.0831462,0.63416845,1.194874,1.0268084,0.6156796,0.633329,1.2358989,1.1428521,1.1533467,0.9768064,0.64878833,0.8193495,1.2438109,1.0854275,0.9762296,0.78301966,1.1480298,1.0041901,1.1135974,0.9029411,0.8102256,0.6838498,0.5336568,0.8106993,0.57917,0.60045856,0.8871248,1.2376852,1.0231591,1.085559,1.0594921,1.2687646,0.6886709,0.80120593,1.0205528,0.8662555,1.0033286,0.9707488,1.121573,1.2236693,0.8435397,1.0808854,0.72583455,1.0991411,1.0548934,1.0986273,1.0396501,1.1074818,0.9760321,1.1964009,1.103836,0.970314,1.2003078,0.39976656,0.78701085,0.8598299,1.1787474,1.1761637,1.3453283,0.81820256,0.21681547,0.64850616,0.79153675,0.98635375,1.1526202,0.7517075,1.2653162,1.1403717,1.1599083,0.4915322,1.186183
firetruck,0.93283296,0.9758408,1.1485641,1.0545156,1.2056466,1.0652639,1.0508858,1.1224391,1.0941926,1.118205,0.90357167,1.0817089,1.0528326,0.8292909,0.8542692,1.0101376,0.7554213,1.1082996,1.1613278,0.740733,1.1009374,1.1407065,0.9883164,1.1325577,0.2335447,1.0494466,0.93689674,1.0682759,1.0724674,1.0567474,1.0452253,1.132003,0.9910462,1.0879452,0.9603747,1.0947465,0.9877486,1.1626656,0.91281354,0.8006601,1.0331041,1.1478627,0.89900994,0.96386415,1.0669398,1.1288753,1.1703044,1.105667,1.1753005,0.0,1.0099962,1.0212437,1.1040907,0.93101215,1.033154,1.1364069,1.1086724,1.0242093,0.92085576,1.0317502,1.0662082,1.0327467,1.0977669,1.0376248,0.9675313,1.0268683,1.0540363,0.996144,1.1127868,0.9565657,1.213072,1.0479151,1.1517962,1.1303927,1.2216266,1.1333442,1.1580071,1.110248,0.9231046,1.0946901,0.9568979,1.0545281,0.7861172,1.10859,1.0898515,1.017666,1.0893667,0.95556444,1.1693199,1.0354527,0.9440789,1.1411632,1.019846,1.1620661,0.9793198,0.9052462,1.0646567,0.97217214,0.97289157,0.9366049,1.0124894,1.0224855,1.0481912,0.9994448,1.1540906,1.102705,0.9855625,0.95844895,1.0119756,0.9617031,1.1166763,1.161193,1.173125,1.0527948,1.2278863,0.50509554,1.1528308,0.9712713,0.34612477,0.9867986,1.1440374,1.0659801
fish,0.90763235,1.0030842,0.8073565,1.2654117,0.97197115,0.55468595,0.617694,0.7985437,1.2711453,1.0448204,1.4179807,0.6250053,1.3647983,1.3110756,0.513874,1.4339911,1.3173921,0.8419826,0.85708046,1.3028682,0.85735893,0.8996338,0.6761553,0.7288423,1.0337609,0.606715,1.1509953,1.1722555,0.638401,1.3108377,1.3354936,0.97798604,1.1397712,1.3704813,1.0736417,0.5796951,1.309968,0.88780725,1.0598208,0.88815904,1.0755403,0.94871473,1.1708925,0.75150126,0.65207005,1.2993448,0.873298,1.2358813,0.96711475,1.0099962,0.0,0.75661665,0.7406959,0.4898789,1.4031259,1.0104586,0.86085945,1.2301888,1.1788899,1.4549826,0.7332714,1.4139798,0.77278554,1.1780646,1.2981656,1.3201894,0.77476215,0.98246723,0.7231895,1.1698239,1.1369783,1.249648,0.7740669,0.75270915,0.96277267,0.71121323,0.7684417,0.8699596,1.2656918,0.7896447,1.3806388,1.209797,1.262193,0.64222354,0.8657645,1.0392847,0.69826686,0.8593438,0.99462205,1.1308702,1.0837752,0.744274,0.6074934,0.8187754,1.2470186,0.9792412,0.9414493,0.34787595,1.3566388,1.010005,1.4556835,1.1963856,0.8207159,1.3659146,0.80086374,0.51561356,0.51832443,1.1753777,1.3848536,1.474542,0.78416324,0.88085365,0.71926415,1.2782855,1.0183802,0.7426746,0.7744489,1.3465149,1.0372736,0.96140593,0.78700674,1.2315029
flower,1.2895123,1.1711419,0.70623815,1.3079071,0.79157174,0.650358,0.88010156,0.49785036,1.2363292,0.87256086,1.3644857,0.7424689,1.2955303,1.3890572,1.0407673,1.3554423,1.2912726,0.62918526,0.6636114,1.2757481,1.1385332,0.7052695,0.73895997,0.6287927,0.9148027,0.93241113,1.306729,0.8491459,0.5914298,1.2383356,1.1870428,0.97649324,1.1889414,1.1743568,1.3059499,0.78601265,1.2629552,0.69928396,1.2761363,1.0341775,0.91293156,1.0363954,1.0839344,1.1832842,0.88907653,1.2033029,0.753859,1.2863996,1.0831462,1.0212437,0.75661665,0.0,0.94176656,0.7395124,1.3065068,0.99665904,0.77514637,1.0437065,1.1234818,1.304253,0.97570175,1.3579515,0.8202717,1.139503,1.2308233,1.2944045,1.0140938,0.73363215,0.52740943,1.253741,1.1123267,1.1389662,0.8691941,0.7962458,0.9967024,0.73355055,1.0119307,0.7936139,1.0828872,1.0757791,1.2386305,1.2096598,1.2811544,0.65315413,0.9125868,1.196891,0.63783467,1.1401939,0.7963269,1.1453418,0.44369495,0.8678595,0.846499,0.7384777,1.1429453,0.88106126,0.6329101,0.80546105,1.3129592,1.1756165,1.2973607,1.1699347,0.77108073,1.2130835,0.8458537,0.85248494,0.69632316,1.0201678,1.2828221,1.2888114,0.85895395,0.93909574,0.83668935,1.177655,1.0151429,0.78280365,0.8974745,0.91768426,0.93529123,0.7534852,0.7928073,0.95549333
fork,1.339818,0.683161,0.55536,1.3281,1.0209202,0.5552929,1.0780532,0.7929116,1.2734218,0.9598469,1.3712478,0.2801528,1.350915,1.425759,0.97700804,1.4198779,1.3495748,0.55936235,0.60365397,1.3647027,1.0675124,0.9287142,1.06005,0.4685794,1.1061445,0.6120611,1.2180495,1.0803692,0.4742635,1.1843554,1.2538095,0.9660093,1.0211637,1.311936,1.2961307,0.21739656,1.357481,0.5618819,1.2881377,1.164995,1.043402,0.9893512,1.2305796,1.129409,1.0959003,1.1051502,0.63535213,1.1101058,0.63416845,1.1040907,0.7406959,0.94176656,0.0,1.1765342,1.2506748,0.6519295,0.947345,1.1716552,1.2063624,1.2416089,0.8788021,1.2705517,0.74733204,1.2891483,1.1632831,1.1171077,0.41499138,1.1102948,0.7671457,1.3213489,1.1599367,1.3491871,1.0237281,0.4024055,0.939497,0.4056238,0.7426928,0.73089945,1.1708823,1.0818812,1.3156497,1.1864921,1.30692,0.29459858,0.44270235,1.2593808,0.40386456,1.1748393,0.9319458,1.332121,1.1544945,0.301395,0.99137676,0.5766083,1.0223427,0.90792227,0.9515108,0.893495,1.2140629,1.2704464,1.3532016,1.212394,0.66988623,1.3055373,0.40967607,0.40832114,0.8681485,1.2690233,1.2888348,1.5362742,0.7084863,0.6643358,0.48484433,1.3262503,0.906147,1.0872598,0.8383771,1.2494894,1.1362888,1.1211553,0.38375896,1.140698
frog,0.75761914,1.1722634,1.040901,1.1471395,0.8911677,0.84613013,0.44657904,0.9249522,1.1967616,1.1038272,1.122991,1.0412875,1.219834,0.9959296,0.5992322,1.2124299,0.9799179,1.096069,1.0830119,0.95665413,0.8491678,0.9549047,0.595663,1.1776783,0.913057,1.0214688,0.9596007,1.1503003,0.9994011,1.228435,1.299118,1.0585841,1.1802042,1.2411146,0.88486516,1.0806772,1.107021,1.1379311,0.870024,0.6899605,1.1061374,1.0272938,1.1918309,0.6234828,0.66330206,1.289455,1.0697272,1.1888916,1.194874,0.93101215,0.4898789,0.7395124,1.1765342,0.0,1.2000918,1.1093848,1.0081446,1.0757751,0.96036893,1.2244035,0.8782958,1.208339,0.8059391,1.0053632,1.2910404,1.3281105,1.1475775,1.001688,0.91933805,1.005087,0.9773989,1.1380764,0.74371684,1.0469937,1.1921461,1.0371099,0.86741656,1.0689049,1.1510402,0.7059516,1.3080008,1.2368679,0.91635793,1.06447,1.1690598,0.8223423,0.98714805,0.81709635,1.1283059,0.8511194,0.79709345,1.0973384,0.57579494,1.0428329,1.2404206,0.9646385,1.0842845,0.48330176,1.2150878,0.8477284,1.3405166,1.0545886,1.0553635,1.2127078,1.1842339,0.8065619,0.58085,1.027757,1.2556143,1.1329647,0.9101252,1.0703894,1.0737101,1.1137632,1.2602824,0.47805274,1.057287,1.1233147,0.87040424,0.9694653,1.0887278,1.2274264
glass,0.67360675,1.004579,1.3241587,0.60728735,1.2048174,1.3963001,1.2333905,1.2532028,0.89224666,0.99214095,0.64438665,1.3695462,0.89516544,0.5626955,1.2015339,0.6692351,0.5793029,1.3064386,1.3682144,0.62591624,1.0078342,1.1976738,1.2402034,1.4117018,0.97861683,1.2642225,0.77642775,1.1652316,1.339252,0.7420517,0.730126,1.1310368,0.6691219,0.96570575,0.6505358,1.381263,0.85598797,1.3070762,0.88426363,1.05614,1.0672768,1.0821573,0.9449187,1.0971532,1.2590818,0.66292506,1.2088772,0.6186445,1.0268084,1.033154,1.4031259,1.3065068,1.2506748,1.2000918,0.0,1.0644175,1.1111418,0.8060198,0.80375785,0.58752674,0.92492265,0.46454406,1.2051021,0.8370832,0.7861407,0.76511717,1.1315477,1.2028031,1.4424837,0.7826848,0.97901607,0.7345011,1.1487954,1.3177211,1.1851455,1.291806,1.2774247,1.2830877,0.58402056,1.1096457,0.71349525,0.80319965,0.68265355,1.365113,1.0315181,0.96294504,1.3199159,1.023041,1.2606454,0.38869917,1.0623082,1.2751536,1.2019112,1.3180068,0.67817104,1.1441913,1.3019493,1.3265339,0.7297299,0.69500315,0.63761777,0.7866801,1.3242183,0.83366674,1.2391844,1.3430607,1.3080237,0.93315685,0.65956473,0.6127749,1.085065,1.1556717,1.2302322,0.6613188,1.2015051,1.2137185,1.2424572,0.8398152,1.0209626,1.1901408,1.2598417,0.9773194
glasses,1.3017353,0.58323413,0.5737873,1.1801183,0.90670604,0.82037896,1.0228624,0.94447446,1.2354418,0.98512346,1.3181962,0.60059124,1.2604164,1.325471,1.0199033,1.3368804,1.310996,0.7860146,0.8481731,1.3548157,1.0673711,0.9742,0.97155815,0.85817957,1.175686,0.947694,1.117727,1.2229664,0.8386682,1.1202341,1.102019,0.97194177,1.106564,1.2439214,1.2107512,0.6610757,1.312423,0.7641815,1.1777465,1.1246196,1.14979,0.88754123,1.1505367,1.0951471,1.0955372,0.8534577,0.46576494,0.77867156,0.6156796,1.1364069,1.0104586,0.99665904,0.6519295,1.1093848,1.0644175,0.0,0.9611006,1.0936214,1.1225257,0.9317185,0.78913105,1.057653,0.46946955,1.0572755,1.0621693,1.1062051,0.96105176,1.146354,0.94540113,1.2510155,1.0377971,1.228094,0.88997686,0.3851443,1.1217976,0.5396663,0.6013582,0.7008826,1.2312913,1.0837454,1.1846527,1.0998775,1.2548182,0.7182019,0.7897036,1.2059569,0.8016525,1.0784886,1.0956197,1.1905361,1.1304924,0.73489934,1.0002922,0.59135187,1.1027348,1.0380961,1.1161046,1.0068083,1.0629983,1.2081263,1.2056072,1.0463272,0.9656836,1.1747992,0.48420554,0.84199965,0.96543175,1.1102146,1.1513386,1.4263422,0.8387727,0.48456794,0.6271166,1.1763196,1.1723927,1.0724142,1.03257,1.1392958,1.1058441,1.15418,0.3747874,1.1324519
glove,1.1102815,0.73937446,0.9757177,0.91093224,0.9491056,0.63483727,0.95817596,0.8447739,1.0831102,0.93085283,1.3427817,0.7785078,1.1859658,1.2614679,1.0577748,1.1700794,1.3062649,1.0228071,0.99914706,1.3291731,0.8592221,0.700833,1.023155,0.9420646,1.0004252,0.93546146,1.1978939,0.94655263,1.1179643,1.1868248,0.8853455,0.85375684,0.9913816,1.0795757,1.0405744,0.8780936,1.1151575,1.0432918,1.2272984,0.9309727,1.0864058,0.99706614,0.9144608,1.1528174,1.0507449,1.0347385,0.78564274,1.1323757,0.633329,1.1086724,0.86085945,0.77514637,0.947345,1.0081446,1.1111418,0.9611006,0.0,1.2117112,1.0782778,1.2515899,0.94981134,0.8828726,0.81991446,1.2100893,0.98836046,0.8696902,1.074536,1.0310786,0.98653466,1.0421423,1.0163667,0.44097477,0.7754471,0.87766933,0.59505135,0.72549903,0.80661654,1.1114105,1.0828652,1.0175055,0.72973186,0.8884844,1.2962923,0.8077164,0.83681643,1.1026872,0.9610435,1.013082,0.8053195,1.0453494,0.9949813,1.0661373,1.0016227,1.0027016,0.99199,1.0104887,1.0897421,0.92555964,1.202301,0.9828437,0.9847051,0.83256274,1.0557295,1.1960132,0.5756497,1.0508677,0.79888475,1.0860194,1.1321309,1.2910392,0.8004973,0.6127166,0.9534949,0.89858913,0.7577808,0.98122185,0.7430494,1.2611485,1.0486263,1.0436337,0.7389304,1.1267426
grass,0.9575687,1.1792603,1.196693,0.9879725,1.1613871,1.3324946,1.20877,1.2153863,0.66304344,0.81325877,0.7693255,1.1396474,0.7176055,0.8355131,1.1105177,0.7696334,0.8714609,1.097432,1.0457321,0.8534449,1.2049499,1.2097912,1.0130557,1.1818222,1.0657824,1.151528,0.85827905,0.9797639,1.0827416,0.91382337,0.82816947,1.120184,1.0211356,0.78160834,0.9863276,1.2169698,0.7389583,1.0767479,0.92318153,1.181663,0.98537064,0.99549997,0.92698383,1.0676092,1.1590128,0.73857,1.2115725,0.8576504,1.2358989,1.0242093,1.2301888,1.0437065,1.1716552,1.0757751,0.8060198,1.0936214,1.2117112,0.0,1.0161467,0.8565243,1.1146897,0.99882334,1.1708586,0.8362924,0.8423713,0.9515584,1.1358893,1.0527875,1.087546,0.9175041,1.1154388,1.1197681,1.2177085,1.2409515,1.1154532,1.2213341,1.2995901,1.0963398,0.9163091,1.087186,0.9536067,0.95662284,0.8606057,1.1709297,1.1243697,1.0403901,1.0693102,1.0184048,0.990308,0.919939,0.78490573,1.0418631,1.0590124,1.2210873,1.0436301,1.1589788,1.084481,1.1601161,0.849633,1.1158369,0.84229684,1.0416627,0.9889333,0.6064289,1.2890089,1.1971992,1.2083886,0.85656047,0.8529223,0.8125073,1.2226468,1.2589554,1.0904913,1.0585436,1.0416697,1.1573503,1.2956823,0.52865314,1.0509014,1.0302104,1.2239951,0.79768866
gum,0.9770162,1.0936007,1.2208694,0.7965926,1.1074466,1.0938847,1.0415311,1.0222772,1.1092944,1.08441,0.61690503,1.2944553,1.0051702,0.6415868,1.0211413,0.70533055,0.4952904,1.2489924,1.2064441,0.5836793,1.046151,1.0000663,0.9786402,1.2199576,1.0082481,1.1008325,0.9026082,1.051476,1.1926181,0.95483714,0.97060764,0.9336508,0.83238965,1.0568223,0.8791873,1.2036815,0.94038284,1.24782,0.860479,1.005994,1.0837232,1.1999695,0.99918973,1.0444947,0.8625493,1.0265836,1.0632632,0.93594885,1.1428521,0.92085576,1.1788899,1.1234818,1.2063624,0.96036893,0.80375785,1.1225257,1.0782778,1.0161467,0.0,0.9187968,1.1152738,0.78084934,1.2068986,0.9648121,1.0171632,0.94407535,1.0410184,1.0650766,1.2082443,0.8998992,0.9988782,0.83402276,1.037325,1.1684008,1.1581585,1.2031816,1.0778818,1.1618683,0.86159015,1.0738015,0.9073081,0.9989167,0.4840274,1.2308416,1.1157976,0.9150263,1.173378,1.0046746,1.2758191,0.8225204,1.1155636,1.2613301,1.1477096,1.2363584,0.8305038,1.0522383,1.1180435,1.1135503,0.9457156,0.81828845,0.8978068,0.9535104,1.2661941,0.9879566,1.1739061,1.2025955,1.0652279,0.9017577,0.9335119,0.7020669,0.95048976,1.1558945,1.2334564,0.67399144,1.2160761,0.84469926,1.11018,1.040415,0.99062467,1.0539107,1.1921425,1.0713472
hair,0.86229384,1.1072541,1.2725741,0.7040905,1.2024435,1.4520288,1.2540382,1.3115499,0.9041893,0.96232814,0.6512549,1.3813442,0.83789414,0.75248706,1.2066448,0.66794974,0.79292107,1.3019007,1.3476373,0.8041359,1.1060908,1.3415087,1.1594672,1.3758111,1.097308,1.1505136,0.7441287,1.0768859,1.344528,0.7351303,0.48845863,1.0737493,0.9920079,0.8502872,0.8646072,1.452111,0.92721397,1.2917187,0.7712621,0.9912081,1.0644336,1.2041715,0.7531867,1.047368,1.2646886,0.75403404,1.1784998,0.4399541,1.1533467,1.0317502,1.4549826,1.304253,1.2416089,1.2244035,0.58752674,0.9317185,1.2515899,0.8565243,0.9187968,0.0,1.0981367,0.6945696,1.1939642,0.6787679,0.41851324,0.7918177,1.2280817,1.1154001,1.4073477,0.76444554,1.0057129,0.8975384,1.1366107,1.2996551,1.2508676,1.3473852,1.2325886,1.2183754,0.7698618,1.1057367,0.5989964,0.8038239,0.73368317,1.424249,1.2838289,0.9002133,1.3588197,1.0176154,1.2720947,0.77791524,1.0140556,1.3506429,1.2039462,1.2602284,0.92344785,1.203042,1.2056394,1.2679098,0.54637206,0.9308734,0.4729879,0.8891463,1.3224114,0.5046694,1.344071,1.3460038,1.3461838,0.65814424,0.33604515,0.7317045,1.3630276,1.1558061,1.3667195,0.90512174,1.0928171,1.2059028,1.3378634,0.7210316,1.0098786,1.1293849,1.3231661,0.8943991
hamburger,0.8799705,0.7549891,0.88559234,1.1840696,1.0410545,0.8469348,0.9419895,0.918849,1.1413274,1.0372549,1.2237489,0.7441844,1.2544918,1.0906539,0.98303795,1.2264647,1.1559427,1.0050235,1.0226506,1.1747826,0.86190945,1.0355108,1.0157106,0.9599796,1.0419521,0.9261147,1.0556703,1.2270899,0.879076,1.144112,1.1676587,1.0833077,0.90134895,1.2573636,0.9636394,0.7668152,1.2616124,1.0087937,0.9725959,0.95396894,1.0833883,0.8763425,1.0671088,1.1066576,0.96479344,0.88552076,0.73176634,0.92453396,0.9768064,1.0662082,0.7332714,0.97570175,0.8788021,0.8782958,0.92492265,0.78913105,0.94981134,1.1146897,1.1152738,1.0981367,0.0,1.1334077,0.6836352,0.8774486,1.1310632,1.1325203,1.0027174,1.1042109,0.9462967,1.0346334,1.0762774,1.095428,0.93776625,0.7744764,1.053708,0.7605679,0.746953,0.9420076,1.0421714,1.0504608,1.0793667,1.1596609,1.1656195,0.80748177,0.8192364,1.1132672,0.9639079,1.0671159,1.0479357,0.84823227,1.0180218,0.84933436,0.8535246,0.86433345,1.093612,1.0017303,1.1163261,0.8715457,1.1722105,1.079486,1.1508346,0.9319228,1.0556335,1.1778352,0.80131376,0.8295552,0.8955771,1.1805184,1.1581503,1.233449,0.83988744,0.8981352,0.69976413,1.136102,1.0896877,1.0087239,0.9603422,1.119584,1.0494281,1.1025612,0.7065753,1.1274898
hand,0.75337535,0.88247633,1.3937368,0.4001835,1.1971946,1.3727571,1.1834023,1.3076384,0.8759443,1.1431384,0.6847607,1.4055283,0.8249116,0.656693,1.1655552,0.6513318,0.6433869,1.3956828,1.4439728,0.7092165,0.815383,1.1175869,1.2025776,1.436012,1.0539056,1.2686626,0.88732755,1.1908964,1.4552243,0.76909465,0.7118167,1.1142182,0.77070713,0.9189994,0.64788735,1.3957295,0.8354032,1.3977982,0.95425165,1.0658467,0.9902678,1.1012712,0.97567475,1.0958449,1.209338,0.8367324,1.170798,0.6879362,0.64878833,1.0327467,1.4139798,1.3579515,1.2705517,1.208339,0.46454406,1.057653,0.8828726,0.99882334,0.78084934,0.6945696,1.1334077,0.0,1.2832873,0.89936,0.79939044,0.66092217,0.9947109,1.1728336,1.4216478,0.69707656,0.9020926,0.439429,0.92826134,1.3245748,0.9259427,1.2758069,1.1530745,1.3798463,0.7307119,1.1216209,0.6118414,0.76493,0.6780502,1.365771,1.1153723,0.7689063,1.3550229,0.9326752,1.265132,0.58078235,1.0831318,1.4532619,1.2693701,1.3828869,0.78029406,1.1838359,1.319386,1.302395,0.7664281,0.55055994,0.63178504,0.72452915,1.3458691,0.85806847,1.1576018,1.3603444,1.2534451,0.95670927,0.66310436,0.60806847,1.1452658,0.82684,1.3418546,0.39922678,1.0456089,1.2581452,1.0901185,0.8833885,1.0667295,1.1529675,1.221061,1.0194576
hat,1.1625662,0.75640017,0.50243026,1.3369687,0.666758,0.62206477,0.8509754,0.7032851,1.3169689,1.0851251,1.3587517,0.59210384,1.344282,1.3073044,0.88617426,1.4009757,1.3128402,0.721568,0.73292094,1.3208802,0.94709843,0.81049645,0.97976744,0.80010587,1.0969495,0.93127203,1.1439108,1.1135223,0.8043252,1.2863772,1.2604244,1.0057536,1.1274573,1.3333321,1.1742812,0.6335726,1.3206456,0.72445524,1.1713152,0.8158449,1.2369173,0.87184453,1.2124152,1.0034151,0.9999289,1.1614307,0.6002469,1.0788528,0.8193495,1.0977669,0.77278554,0.8202717,0.74733204,0.8059391,1.2051021,0.46946955,0.81991446,1.1708586,1.2068986,1.1939642,0.6836352,1.2832873,0.0,1.1250159,1.1909962,1.2753586,1.0075955,1.0904657,0.71905535,1.2648487,1.0328659,1.2091414,0.9409144,0.38866246,1.1280068,0.50108397,0.5660018,0.61300766,1.2156761,1.01171,1.2739741,1.2263427,1.3149986,0.6360886,0.85693645,1.1882598,0.8290657,1.0291134,0.97400236,1.102613,1.1177226,0.68313694,0.6696797,0.49506748,1.2671677,0.87235487,0.9990853,0.74104184,1.2111322,1.1621095,1.3458498,1.044907,0.9631233,1.3088777,0.5461179,0.7154955,0.75500107,1.1527227,1.2990148,1.3980029,0.77917033,0.6692435,0.6308017,1.2193936,1.141492,0.67694145,0.9666602,1.2994522,1.044809,1.0824237,0.4400736,1.239826
horse,0.8300611,1.1859101,1.207097,0.85721934,1.1151657,1.3042268,1.1305912,1.2399971,0.92331564,1.0354075,0.8601391,1.3045769,0.8542049,0.8426108,1.0640217,0.8499316,0.91947865,1.1973749,1.2189676,0.9284818,1.034018,1.213614,1.0228616,1.2764013,1.099124,1.1494107,0.7572271,1.1446118,1.2144736,0.8402801,0.85816956,1.0847822,0.9961339,0.899202,0.90139556,1.3566108,0.90923214,1.2036283,0.37400305,0.93602747,1.0776532,1.1347871,0.8891632,0.9823103,1.0804963,0.81734455,1.1894882,0.7433387,1.2438109,1.0376248,1.1780646,1.139503,1.2891483,1.0053632,0.8370832,1.0572755,1.2100893,0.8362924,0.9648121,0.6787679,0.8774486,0.89936,1.1250159,0.0,0.89283466,0.9881976,1.2579448,1.0505302,1.2412933,0.8080276,0.998822,0.9996558,1.0732201,1.2447352,1.1974328,1.2339106,1.1566257,1.1395466,0.95242864,1.0732621,0.8811273,1.039178,0.89022934,1.3123416,1.2634463,0.65585625,1.2318934,0.87757516,1.1831559,0.8571594,0.937072,1.2682194,0.9747986,1.1711078,1.0646185,1.102012,1.153244,1.1154586,0.8308958,0.97665304,0.7982547,0.8285565,1.2210305,0.66204554,1.3401835,1.2369592,1.2191548,0.929549,0.74277204,0.8340199,1.2502927,1.2355043,1.2429254,1.004879,1.0897892,1.1030244,1.2297566,0.72461516,1.0204701,1.0295113,1.2721279,1.0184298
