,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,sink,slide,slipper,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
shirt,0.8453298,1.0553458,1.4141064,0.7176881,1.2931223,1.3851213,1.3240979,1.2836733,0.7798059,1.0795486,0.6286391,1.388802,0.7481116,0.67131364,1.17096,0.5094901,0.785242,1.4060888,1.4492607,0.79822516,1.1532017,1.3204567,1.2360379,1.3458176,1.0358803,1.229053,0.8687557,0.892904,1.4446552,0.66673905,0.22858465,1.0409082,0.8365808,0.7005818,0.8567765,1.5012591,0.72191226,1.4120663,0.8614389,0.96235836,0.97623897,1.2123454,0.4674251,1.1218652,1.2868856,0.7877629,1.3347449,0.66341245,1.1964009,1.0124894,1.4556835,1.2973607,1.3532016,1.3405166,0.63761777,1.2056072,0.9847051,0.84229684,0.8978068,0.4729879,1.1508346,0.63178504,1.3458498,0.7982547,0.25821686,0.4020456,1.2798288,1.0949183,1.4038422,0.8006452,0.98651385,0.669904,1.2979753,1.4401655,0.9926837,1.3338139,1.3845599,1.3365223,0.7576609,1.1330739,0.18568265,0.52045757,0.79447424,1.4675934,1.2882102,0.9939675,1.37781,1.0459359,1.1095327,0.7565366,1.0378579,1.4455456,1.2644842,1.4033643,0.8182906,1.1950806,1.1786193,1.3135545,0.5976371,0.92862713,0.0,0.73653483,1.3597252,0.5703006,1.2909623,1.3851125,1.297449,0.7166053,0.23877895,0.62886256,1.3475566,1.2415986,1.46898,0.8284585,0.94935423,1.2348051,1.2586789,0.7560596,1.0211594,1.1094921,1.3903173,0.869491
shoe,0.669845,0.8143103,1.3240719,0.8569537,1.2147512,1.2533841,1.2419248,1.1752591,0.82685864,1.0881015,0.80034053,1.2044926,0.7727932,0.71092725,1.1792104,0.62383324,0.89563143,1.2835149,1.3477403,0.9515258,0.8742669,1.1620264,1.143912,1.3357624,0.9489049,1.2690606,0.7736846,0.89850533,1.3373133,0.77653706,0.93507564,0.9324681,0.86221755,0.7347599,0.664659,1.3206027,0.80867255,1.2953755,0.7714327,0.87279296,0.9556273,0.95744795,0.97087574,1.1175779,1.2605498,0.9382752,1.1683306,0.9122836,1.103836,1.0224855,1.1963856,1.1699347,1.212394,1.0545886,0.7866801,1.0463272,0.83256274,1.0416627,0.9535104,0.8891463,0.9319228,0.72452915,1.044907,0.8285565,0.88506895,0.633935,1.109837,1.1168615,1.3058746,0.7460604,1.0356407,0.65001297,1.2162879,1.2594798,0.90142214,1.1430554,1.0172212,1.3177619,0.80644584,1.1238991,0.6299595,0.5641865,0.9641945,1.2588965,1.0489839,0.858011,1.2832845,0.98804086,0.9534224,0.6856664,0.9739275,1.3189113,1.1361682,1.2996403,0.81039584,0.9754407,1.2202429,1.1027496,0.75245553,0.8572458,0.73653483,0.0,1.3077568,0.9942203,1.0895985,1.3054721,1.2154533,1.0426419,0.8066531,0.69776213,1.014168,1.1359675,1.3243568,0.86680907,0.918206,1.180603,0.9999359,1.0009259,1.0209286,1.1562355,1.0945315,1.0409747
sink,1.4029248,1.0240136,0.6667342,1.3029715,0.8928303,0.7440655,1.0241083,0.7396307,1.00124,0.80749816,1.3073815,0.5581162,1.1239308,1.3614252,1.0582063,1.3462611,1.2939311,0.4623192,0.27637386,1.2696995,1.1028986,0.62943864,0.9788038,0.4548638,0.99384606,0.6422408,1.2406448,0.895744,0.42194688,1.2390256,1.2505231,0.9254301,1.1447608,1.098829,1.4029353,0.48355752,1.1310451,0.3476088,1.2550104,1.2219363,0.93031675,0.79120797,1.1428845,1.1397367,0.94803315,1.1926744,0.9599469,1.3230498,0.970314,1.0481912,0.8207159,0.77108073,0.66988623,1.0553635,1.3242183,0.9656836,1.0557295,0.9889333,1.2661941,1.3224114,1.0556335,1.3458691,0.9631233,1.2210305,1.2782366,1.2870367,0.6154412,0.7928386,0.43327463,1.2906926,1.1538211,1.3170232,1.0024601,0.77110875,0.72981,0.8328394,1.0451504,0.6805825,1.1422274,1.0748755,1.3630333,1.3011364,1.3400362,0.53161514,0.66931486,1.212661,0.522156,1.0812465,0.579106,1.2863269,1.0084133,0.4101138,0.9923304,0.7352232,1.1170319,0.7363012,0.60953355,1.0460848,1.3012816,1.1643243,1.3597252,1.3077568,0.0,1.1939704,0.85858864,0.80611527,0.9758235,1.1212512,1.3293512,1.2966256,0.8047031,1.0213836,0.57950217,1.0723718,0.6932837,1.0904052,0.67650735,1.1078737,1.0690209,0.78264546,0.8304405,0.83595717
slide,0.88537204,1.2941214,1.2656443,0.83694255,1.1538601,1.4082532,1.2560661,1.3068968,0.8128984,1.0159932,0.5265449,1.362122,0.68373024,0.7150963,1.192192,0.59469396,0.74385977,1.2347926,1.2199674,0.7313378,1.123067,1.3188531,1.1198531,1.3403803,1.0730963,1.2089208,0.8292225,0.93245065,1.2904,0.9181651,0.5793923,1.0176299,1.149071,0.71158206,1.0238584,1.4009655,0.6850264,1.2375667,0.79450595,0.9801737,1.1461823,1.1880343,0.76558673,1.0791532,1.1920044,0.7518387,1.2927424,0.7989321,1.2003078,0.9994448,1.3659146,1.2130835,1.3055373,1.2127078,0.83366674,1.1747992,1.1960132,0.6064289,0.9879566,0.5046694,1.1778352,0.85806847,1.3088777,0.66204554,0.5036995,0.8701963,1.2433149,1.1652325,1.3246398,0.71643335,1.031306,0.9041742,1.2452155,1.3362734,1.2452863,1.4167598,1.2896782,1.1511043,0.8947937,1.1493592,0.65125215,0.9110289,0.708524,1.391701,1.3017235,0.9034093,1.2726034,1.0015334,1.1363413,0.9390689,0.85398245,1.228387,1.1658206,1.2659885,1.0310668,1.2382247,1.2070738,1.1987647,0.59861284,1.0118339,0.5703006,0.9942203,1.1939704,0.0,1.4218595,1.3078568,1.2821118,0.37008953,0.52476716,0.6791477,1.3389784,1.2383256,1.3098131,0.9441689,1.0433885,1.1566095,1.3078754,0.44267,1.0458292,1.1478338,1.3741238,0.9051968
slipper,1.3550545,0.477089,0.46243107,1.2350712,0.79417735,0.5130359,0.93284774,0.75376725,1.2735513,0.99961466,1.5259483,0.40274537,1.4065373,1.4932843,1.039125,1.48959,1.4618466,0.64514726,0.6972581,1.4914885,0.93573844,0.7394271,1.0834545,0.53543043,1.0973206,0.7637547,1.3535154,1.0829322,0.6896043,1.2795444,1.1801302,0.9321417,1.0077015,1.3321921,1.2259868,0.35692084,1.3709476,0.652029,1.3983271,1.1350006,1.145124,0.9175669,1.1914268,1.1656212,1.0413382,1.0313349,0.4285406,1.0595942,0.39976656,1.1540906,0.80086374,0.8458537,0.40967607,1.1842339,1.2391844,0.48420554,0.5756497,1.2890089,1.1739061,1.344071,0.80131376,1.1576018,0.5461179,1.3401835,1.1313134,0.9902251,0.79081815,1.1419002,0.7757565,1.3226749,1.017113,1.0678678,0.84030885,0.30012417,0.8100233,0.23812842,0.58215153,0.66213727,1.2579055,1.064438,1.1684667,1.0372913,1.4431928,0.37685215,0.5355103,1.3009925,0.6198568,1.173429,0.903067,1.2808912,1.1740053,0.5373411,1.0051152,0.471066,1.0563668,0.9967156,1.007382,0.93612635,1.2836528,1.2591027,1.2909623,1.0895985,0.85858864,1.4218595,0.0,0.59686744,0.7806239,1.2895737,1.3031025,1.5755098,0.6334994,0.29693007,0.4738754,1.1479334,0.9488187,1.037855,0.7125222,1.3748349,1.1286998,1.1508211,0.18314147,1.2786008
spoon,1.2066271,0.9447607,0.60281914,1.3274918,0.82101643,0.50471735,0.7375325,0.827095,1.2655632,1.1227803,1.3749667,0.46321756,1.2992053,1.3744296,0.84346724,1.457172,1.3331099,0.6656267,0.6982146,1.2998408,0.93741107,0.91084313,0.96561354,0.5800522,1.1051955,0.66121477,1.2407318,1.1467369,0.53316563,1.1825731,1.3279521,0.9765398,1.073587,1.3118511,1.2413766,0.34516168,1.3661426,0.68185514,1.2307085,1.0927367,1.0171998,1.0030186,1.2261686,0.88844234,0.8885155,1.2478834,0.76699066,1.2350444,0.78701085,1.102705,0.51561356,0.85248494,0.40832114,0.8065619,1.3430607,0.84199965,1.0508677,1.1971992,1.2025955,1.3460038,0.8295552,1.3603444,0.7154955,1.2369592,1.255668,1.2422382,0.5127579,1.1426965,0.7297187,1.2840291,1.0191091,1.4268637,0.9223979,0.4718179,1.0321323,0.53496224,0.656425,0.7165997,1.234551,0.8066585,1.4131479,1.2390485,1.2936628,0.4339739,0.68474543,1.1063321,0.47521514,1.1363683,1.0547354,1.2940124,1.0875875,0.45786238,0.8260926,0.59356904,1.2132308,0.9413631,0.95859855,0.67140174,1.2050265,1.1814736,1.3851125,1.3054721,0.80611527,1.3078568,0.59686744,0.0,0.6412798,1.204637,1.3489552,1.4480141,0.6755582,0.7926132,0.6592392,1.2392266,1.014538,0.8705397,0.8759574,1.2458053,1.0671545,1.1248481,0.5457138,1.2184651
strawberry,1.1182151,0.9070147,0.7340967,1.2457258,0.82161,0.35565996,0.6172823,0.7563956,1.3097472,1.1206111,1.3378683,0.7773628,1.2928001,1.2349223,0.71455634,1.4156572,1.2018256,0.9152394,0.9529507,1.179561,0.9545393,0.852171,0.79966813,0.89359355,0.9621713,0.77958363,1.216074,1.1465492,0.8290751,1.2858394,1.2212901,1.049675,1.1452643,1.3335639,1.1042243,0.76799566,1.2938008,0.9684875,1.1818554,0.8698529,1.0623772,1.0357903,1.0994853,0.92882276,0.5532899,1.2624769,0.87069786,1.2513845,0.8598299,0.9855625,0.51832443,0.69632316,0.8681485,0.58085,1.3080237,0.96543175,0.79888475,1.2083886,1.0652279,1.3461838,0.8955771,1.2534451,0.75500107,1.2191548,1.1872656,1.2599509,0.9993819,1.0456948,0.8324299,1.2302219,0.9469177,1.1508863,0.77107567,0.68754864,1.0625992,0.7204522,0.74440134,0.8670559,1.2200336,0.8679465,1.2205825,1.199999,1.1150588,0.7645188,0.99670106,1.0283353,0.79435384,0.96094996,1.0529585,1.1997943,0.9291583,0.9091697,0.7209604,0.79644203,1.2007774,0.94047487,1.0016532,0.40286136,1.2492363,1.0645468,1.297449,1.2154533,0.9758235,1.2821118,0.7806239,0.6412798,0.0,1.1068548,1.3437054,1.2895665,0.763589,0.804806,0.8826242,1.1476738,1.2228023,0.68251085,0.9490305,1.200068,0.9528428,1.0235766,0.7782319,1.2559974
stroller,0.9962856,1.3092207,1.1811944,0.96413064,1.0621644,1.1904417,1.1436442,1.0551568,1.027326,1.0351189,0.6755023,1.2572784,0.8801472,0.8185389,1.081149,0.7921918,0.7596351,1.1990688,1.1544217,0.76842004,1.127389,1.103844,0.91365695,1.1741678,0.9967815,1.1180456,0.88968444,0.84925437,1.1516582,1.0827057,0.7463113,1.047375,1.1590446,0.8582423,1.0217884,1.2827604,0.8278606,1.1871128,0.93827015,0.93774056,1.1627369,1.1974546,0.81573105,1.0851564,1.0420015,1.0114689,1.1710244,0.9344457,1.1787474,0.95844895,1.1753777,1.0201678,1.2690233,1.027757,0.93315685,1.1102146,1.0860194,0.85656047,0.9017577,0.65814424,1.1805184,0.95670927,1.1527227,0.929549,0.65981627,0.9821959,1.1826069,1.0479685,1.1096067,0.82019717,1.1011152,0.9359863,1.1145359,1.2290084,1.198485,1.3108852,1.2635373,1.1190909,0.9452775,1.1369169,0.7602396,0.99167204,0.7496954,1.2492975,1.2867265,1.007722,1.1602036,1.0755254,1.118176,0.94961333,0.9243406,1.2293295,1.0788686,1.203014,1.002935,1.0828742,1.0299057,1.0409256,0.81218004,0.9267401,0.7166053,1.0426419,1.1212512,0.37008953,1.2895737,1.204637,1.1068548,0.0,0.71510226,0.83944416,1.2326865,1.1452767,1.2173542,0.83539546,1.0734051,0.95830667,1.2369832,0.78012425,0.9770485,1.0124408,1.2675111,0.955896
sweater,0.8097415,1.0715203,1.4094391,0.72478867,1.2641242,1.4340358,1.2817214,1.304618,0.8320643,1.0344373,0.6862602,1.3838037,0.7736774,0.7583661,1.1553203,0.623629,0.8332766,1.3509207,1.3960137,0.8347608,1.1756935,1.3218169,1.1917942,1.3326268,1.0235726,1.2616351,0.82192343,0.90533626,1.3769053,0.6934279,0.3198855,1.0550975,0.9581613,0.7121583,0.90376747,1.4887401,0.8293551,1.3678167,0.8066057,0.91784656,1.0187881,1.1600363,0.6218263,1.0796272,1.261375,0.79873616,1.3202088,0.6160308,1.1761637,1.0119756,1.3848536,1.2828221,1.2888348,1.2556143,0.65956473,1.1513386,1.1321309,0.8529223,0.9335119,0.33604515,1.1581503,0.66310436,1.2990148,0.74277204,0.22436988,0.5332013,1.2393792,1.1160009,1.3814982,0.84432834,1.0453426,0.8082373,1.2520623,1.4207264,1.0938606,1.3390344,1.3239524,1.3198733,0.7504395,1.137019,0.42567325,0.6018481,0.7958438,1.4432981,1.3200741,0.92579967,1.3097746,0.99594647,1.1250525,0.8171431,0.9938499,1.3833158,1.1738739,1.3912443,0.9186545,1.1896029,1.1893511,1.2441448,0.5356083,0.9196835,0.23877895,0.8066531,1.3293512,0.52476716,1.3031025,1.3489552,1.3437054,0.71510226,0.0,0.68960243,1.3343134,1.1921262,1.4609896,0.9018568,0.99016005,1.1802473,1.2592118,0.74500525,0.9946519,1.1350884,1.3760004,0.89962137
table,0.6681864,1.2188592,1.5161893,0.65907013,1.2192858,1.5148275,1.192207,1.1911899,0.6576761,1.1836926,0.37743598,1.6433725,0.47228426,0.4242772,1.1784143,0.40573955,0.4094938,1.4396517,1.3820158,0.40293038,1.0305122,1.2165074,1.1617285,1.4683247,0.9901017,1.2760265,0.75111437,0.76936907,1.4733067,0.6249179,0.83670634,1.052173,0.8141916,0.5378823,0.73303217,1.5894365,0.5200994,1.4268041,0.80461127,0.9217731,0.8425883,0.99004084,0.8231944,1.0253519,1.1092746,0.9311339,1.4849982,0.9273547,1.3453283,0.9617031,1.474542,1.2888114,1.5362742,1.1329647,0.6127749,1.4263422,1.2910392,0.8125073,0.7020669,0.7317045,1.233449,0.60806847,1.3980029,0.8340199,0.88012844,0.75701046,1.1858388,0.8826079,1.3153341,0.6720709,0.8752377,0.77079844,1.2494814,1.6079557,1.0878615,1.5902239,1.3861974,1.3420041,0.54533225,1.0841568,0.7020568,0.772283,0.50492567,1.5172198,1.2646111,0.83186626,1.4671285,0.9874716,1.1163709,0.6523791,0.935978,1.4533854,1.2459178,1.4814348,0.7617129,0.98682064,1.0113362,1.2886271,0.64986265,0.6329653,0.62886256,0.69776213,1.2966256,0.6791477,1.5755098,1.4480141,1.2895665,0.83944416,0.68960243,0.0,1.2560298,1.4466779,1.4801815,0.65590453,1.0690783,1.1123888,1.0604122,0.7115915,1.0209233,0.88754725,1.5895196,0.8146052
tape,1.2107606,0.7734169,0.85807854,1.2530366,0.8418398,0.5885402,0.7775936,0.7874962,1.1512821,0.9238332,1.3506564,0.5995974,1.2604215,1.2144449,1.072167,1.3502102,1.2173761,0.85493195,0.6768204,1.2265596,0.7591854,0.5221385,1.033665,0.79248506,0.9246463,0.84359354,1.2351472,1.0491859,0.73062205,1.1713394,1.30568,0.6153525,0.9722716,1.2363578,1.1143857,0.6254224,1.2768631,0.76174796,1.2402369,1.0286281,1.0648885,0.9282114,1.2148175,1.1187791,0.81258684,1.0897051,0.7954103,1.2914551,0.81820256,1.1166763,0.78416324,0.85895395,0.7084863,0.9101252,1.085065,0.8387727,0.8004973,1.2226468,0.95048976,1.3630276,0.83988744,1.1452658,0.77917033,1.2502927,1.2883211,1.1585612,0.7206402,1.163964,0.8584058,1.2172712,1.0070944,1.0535741,0.87307477,0.6356455,0.9274407,0.6690644,0.5589483,0.9491379,1.0821208,0.95455194,1.2477684,1.1689857,1.2884291,0.5825001,0.6356014,1.1067138,0.61660063,1.1311755,0.94823015,1.093108,1.0511396,0.56245744,0.96588224,0.88537526,1.0075978,0.82805395,1.0240393,0.83918726,1.2439581,1.1106676,1.3475566,1.014168,0.8047031,1.3389784,0.6334994,0.6755582,0.763589,1.2326865,1.3343134,1.2560298,0.0,0.8899946,0.8369616,1.0275524,1.0007368,0.9062538,0.75067574,1.3023369,1.0049872,1.1818985,0.6742347,1.1764245
toe,1.2779958,0.5800318,0.6383858,0.95553833,0.77438635,0.7090697,0.878909,0.9091161,1.2545714,1.0234613,1.3711551,0.7037481,1.3158077,1.3714068,0.9890003,1.3912871,1.3252796,0.8561259,0.9306141,1.3617396,0.90720797,0.80422264,1.0091984,0.82260466,1.1511512,0.9050229,1.2933679,1.1495036,0.9212005,1.2916013,1.1227646,1.0328194,1.1076757,1.2679904,1.1107528,0.6832112,1.305818,0.8748574,1.3036959,1.0357394,1.1219026,0.9320396,1.156334,1.0391073,0.99635994,1.0256104,0.47196823,0.8852118,0.21681547,1.161193,0.88085365,0.93909574,0.6643358,1.0703894,1.1556717,0.48456794,0.6127166,1.2589554,1.1558945,1.1558061,0.8981352,0.82684,0.6692435,1.2355043,1.0899374,1.0769687,0.952264,1.0985988,0.8940393,1.1424887,0.92168087,0.88758075,0.61439425,0.4876306,0.917834,0.44863558,0.58418787,0.83741367,1.2855887,0.97350764,1.1199919,1.08519,1.2729594,0.6909433,0.9026444,1.1157974,0.8417449,0.9755592,0.9950845,1.1834509,1.1710882,0.8896516,0.92573005,0.64039993,1.1376126,1.0673192,1.0777826,0.915406,1.1812092,1.101617,1.2415986,1.1359675,1.0213836,1.2383256,0.29693007,0.7926132,0.804806,1.1452767,1.1921262,1.4466779,0.8899946,0.0,0.6467463,1.0187659,1.0973152,1.0034527,0.85547465,1.2917973,1.1200637,1.0982026,0.40982223,1.2616997
tooth,1.3314095,0.80978894,0.35627866,1.2520074,0.77225167,0.67661554,0.9813198,0.7003354,1.1771615,0.8449905,1.3623434,0.46181506,1.3142794,1.4434917,0.98816305,1.4343975,1.3580024,0.47402608,0.45024413,1.3683157,0.94581574,0.7823854,0.9433168,0.49131376,1.161443,0.62614536,1.3446474,1.1164832,0.5192823,1.389482,1.3707159,1.0868497,1.041921,1.3050878,1.2839911,0.29289985,1.2857302,0.4593547,1.3654836,1.2661788,1.1554158,0.78301907,1.2584031,1.14564,0.93503374,1.0387472,0.5502034,1.1334778,0.64850616,1.173125,0.71926415,0.83668935,0.48484433,1.0737101,1.2302322,0.6271166,0.9534949,1.0904913,1.2334564,1.3667195,0.69976413,1.3418546,0.6308017,1.2429254,1.3536078,1.3402531,0.7333607,0.9818174,0.584419,1.2903023,1.0321535,1.3067031,0.84102523,0.40607953,0.8627362,0.45152795,0.7751668,0.44864452,1.2906196,1.061327,1.4032156,1.3920346,1.3508447,0.38004017,0.55201423,1.2920673,0.6632742,1.1417036,0.79036736,1.1976057,1.1954074,0.37592012,0.9256893,0.37738395,1.1614571,0.950523,0.79198223,0.971737,1.3601027,1.1982431,1.46898,1.3243568,0.57950217,1.3098131,0.4738754,0.6592392,0.8826242,1.2173542,1.4609896,1.4801815,0.8369616,0.6467463,0.0,1.1488726,0.9112518,1.1109792,0.7494476,1.2701849,1.1277583,0.9828673,0.3736968,1.141424
toothbrush,0.9279286,1.0476011,1.2436076,0.66199017,1.017024,1.1017154,1.0286367,1.0632113,0.8470111,1.1489046,0.8169185,1.3680065,0.848031,0.78290254,1.1384652,0.8410983,0.7314462,1.2121342,1.1431711,0.78017473,0.8456502,0.78737783,1.1087786,1.1790313,1.0387468,1.0328088,1.0717714,1.0243492,1.2818629,0.96747375,0.89782804,1.0622889,0.8254388,0.9269959,0.8106784,1.2289681,0.81884855,1.1759589,1.0452299,1.1284741,1.0069607,1.0039462,0.96012115,1.0939896,1.0110544,1.024884,1.1793034,0.97081995,0.79153675,1.0527948,1.2782855,1.177655,1.3262503,1.1137632,0.6613188,1.1763196,0.89858913,1.0585436,0.67399144,0.90512174,1.136102,0.39922678,1.2193936,1.004879,1.0182526,0.9313487,0.89809144,0.9937328,1.0869305,0.8653529,0.9416599,0.55993074,0.92989695,1.2510123,0.815964,1.2650381,1.1753074,1.2094703,0.8748587,1.0409873,0.8407336,0.92814076,0.82254857,1.2202275,1.0983951,0.7738738,1.2776811,1.0456901,1.1036432,0.69774383,1.0967648,1.3402612,1.2425684,1.257716,0.8935081,1.1000358,1.0353682,1.2610748,1.0036439,0.4306764,0.8284585,0.86680907,1.0723718,0.9441689,1.1479334,1.2392266,1.1476738,0.83539546,0.9018568,0.65590453,1.0275524,1.0187659,1.1488726,0.0,0.90902233,1.1553558,0.9097227,0.9677282,1.0480154,0.9600937,1.2114565,0.94649804
towel,1.1813904,1.0127294,1.0465246,1.0093174,0.9348423,0.9973881,1.1355247,0.9710977,0.6075845,0.82793915,1.1843586,0.8880761,0.78766114,1.2458836,1.2286626,0.9367343,1.3600566,0.85112476,0.75018644,1.3337151,0.97534186,0.6790941,1.0422593,0.6022788,1.1509936,0.9176349,1.0887107,0.69617236,0.8621187,0.9432248,0.96907187,0.7135955,0.9330081,0.6342907,1.2195435,0.9043556,0.8854779,0.7975689,1.1602303,1.2682184,0.8047427,0.8217419,0.8855821,1.0863442,1.1482235,0.97343564,1.0931643,1.1069868,0.98635375,1.2278863,1.0183802,1.0151429,0.906147,1.2602824,1.2015051,1.1723927,0.7577808,1.0416697,1.2160761,1.0928171,1.0896877,1.0456089,1.141492,1.0897892,1.0279402,0.82070935,0.79647243,0.82791644,0.7465524,1.0990546,0.8745439,0.8133848,1.0380573,1.1219238,0.16412556,1.0186489,1.0988499,1.0477693,1.0826625,0.9662117,0.9125386,0.8197125,1.3592265,0.9118746,0.92557013,1.0406916,0.9175965,1.1308594,0.39723033,1.1280478,1.0307615,0.8819435,1.1815122,1.0243974,1.0172436,0.95747197,0.67551327,1.2686048,1.0888901,1.1048946,0.94935423,0.918206,0.6932837,1.0433885,0.9488187,1.014538,1.2228023,1.0734051,0.99016005,1.0690783,1.0007368,1.0973152,0.9112518,0.90902233,0.0,1.3808825,0.763723,1.0859118,1.1840703,0.86323416,1.070528,0.6536738
toy,0.90183806,1.1499839,0.8825024,1.1982136,0.87371784,0.82813346,0.5683635,0.813074,1.3859996,1.1528722,1.08818,1.032559,1.3069777,0.96734476,0.72193295,1.2600224,0.8766504,0.95449513,1.0048511,0.8728744,1.0361024,0.96191293,0.85743546,1.0721012,0.52341294,1.0171974,1.0370762,1.0508828,0.9691795,1.2681637,1.2248067,1.1020157,1.1790534,1.317123,0.99739593,1.0137148,1.147641,1.0155382,0.94427437,0.40972888,1.2268909,1.2080482,1.0445662,0.819586,0.8255678,1.3593048,0.99252164,1.2087904,1.1526202,0.50509554,0.7426746,0.78280365,1.0872598,0.47805274,1.2137185,1.0724142,0.98122185,1.1573503,0.84469926,1.2059028,1.0087239,1.2581452,0.67694145,1.1030244,1.1232026,1.292955,1.1754056,0.99003136,0.9329436,1.0770891,1.11972,1.1313466,0.9138154,0.90271723,1.3656474,0.9584591,0.8715128,0.89606684,1.0534201,0.95534194,1.1933506,1.2811399,0.8841541,1.0064857,1.1836779,1.0162295,1.0179622,0.8329016,1.1913435,1.0408981,0.8704045,1.0459844,0.6183918,0.8732487,1.2042804,0.89816916,0.99448466,0.6505559,1.1526731,0.86934006,1.2348051,1.180603,1.0904052,1.1566095,1.037855,0.8705397,0.68251085,0.95830667,1.1802473,1.1123888,0.9062538,1.0034527,1.1109792,1.1553558,1.3808825,0.0,1.1814823,1.1529044,0.5769992,0.96554416,0.9969603,1.2371303
tray,1.1543403,0.71933746,1.0307131,0.9705967,1.0984336,0.759317,0.98485535,0.7166127,0.8974634,0.9646758,1.3372703,0.79559934,0.93855685,1.3502893,1.1075493,1.2424562,1.2584355,1.0277135,0.80153096,1.2553588,0.8768071,0.6173532,1.0242589,0.630005,0.99888355,0.73083866,1.2843218,0.7226491,0.9024261,1.0554976,1.2033122,0.8105144,0.7847732,0.8881644,1.16385,0.67560995,1.0761327,0.95842767,1.2761017,1.1414754,0.80083823,0.5172707,1.1165321,1.1213793,0.88286287,1.0921384,0.9609111,1.2466018,0.7517075,1.1528308,0.7744489,0.8974745,0.8383771,1.057287,1.2424572,1.03257,0.7430494,1.2956823,1.11018,1.3378634,0.9603422,1.0901185,0.9666602,1.2297566,1.2876921,1.0449296,0.7256156,0.7222968,0.7683146,1.1382546,1.0497797,0.95399076,0.85287726,0.96582615,0.5967035,0.8517613,0.84318274,1.0667795,1.0878692,1.0467267,1.1941363,1.0319732,1.350756,0.5812746,0.64904284,1.1174319,0.83539695,1.063487,0.6290914,1.1014045,1.0163769,0.81543785,1.0848832,1.0271338,0.94463044,0.7322763,0.6929542,1.0304494,1.3173896,0.86095995,1.2586789,0.9999359,0.67650735,1.3078754,0.7125222,0.8759574,0.9490305,1.2369832,1.2592118,1.0604122,0.75067574,0.85547465,0.7494476,0.9097227,0.763723,1.1814823,0.0,1.2373474,1.1261212,0.74870324,0.85100037,0.9881368
tree,0.9281769,1.1957357,1.2360439,0.9548059,1.1637087,1.3260076,1.1450443,1.236433,0.7806921,0.99203396,0.7579261,1.2894921,0.73010665,0.8378728,1.1287942,0.78172183,0.8329036,1.1540767,1.1726193,0.8075888,1.1836874,1.247043,1.0595473,1.2285086,0.99093366,1.1575209,0.90150034,0.96870375,1.2016567,0.7639193,0.80345035,1.1223994,1.067451,0.7693704,0.971028,1.317651,0.79470664,1.1748431,0.94988704,1.1185421,0.87752527,1.094789,0.84617627,1.0579754,1.1434741,0.83982855,1.2879945,0.8749132,1.2653162,0.9712713,1.3465149,0.91768426,1.2494894,1.1233147,0.8398152,1.1392958,1.2611485,0.52865314,1.040415,0.7210316,1.119584,0.8833885,1.2994522,0.72461516,0.8411823,0.94068336,1.1365435,0.9880397,1.2050475,0.8626827,0.9953649,1.0001211,1.1873878,1.335781,1.1884867,1.3463335,1.3374919,1.1396825,0.8727809,1.069824,0.87600917,0.94599533,0.8205804,1.2936263,1.2111859,0.9318246,1.1508529,1.0187911,1.1167964,0.9475478,0.37674832,1.2094305,1.1472039,1.2250805,0.99957573,1.0888805,1.0720539,1.2194865,0.75467604,0.9701301,0.7560596,1.0009259,1.1078737,0.44267,1.3748349,1.2458053,1.200068,0.78012425,0.74500525,0.7115915,1.3023369,1.2917973,1.2701849,0.9677282,1.0859118,1.1529044,1.2373474,0.0,1.008872,0.9866159,1.3275368,0.78550786
