,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
helicopter,0.9765101,1.0405244,1.2141477,1.0235766,0.9891555,1.1581163,1.1625957,1.2666255,0.8505018,0.80920625,1.0640639,0.7565335,1.2373714,0.7376632,0.763882,0.8648834,0.85465914,0.97965294,0.93470764,1.1875775,1.0690197,0.75096834,1.2547467,1.2422193,1.0269896,0.865463,1.2416666,0.9998694,1.2803922,1.0557834,1.0603921,1.1457827,0.74625695,0.7875742,0.99968004,0.9880374,0.75794494,1.1511028,1.2807057,0.73118174,1.150268,0.8666231,0.88909036,0.9597344,0.9820614,1.0285991,0.9018011,1.1185849,1.2263744,1.0795686,0.94656485,1.2046435,1.1928341,1.0614203,1.2180758,1.2738562,1.0955003,1.0181214,0.9364358,1.2974415,1.009157,1.0200653,1.0482513,0.89328945,1.2044542,1.008196,1.0350249,0.0,1.2168561,1.0491122,0.9058178,0.8369374,0.86375546,1.0715487,0.72231007,1.1666964,1.0488148,1.0076021,1.029222,0.6881461,0.7729309,1.229004,1.199156,1.2444162,1.1150427,1.3044959,0.904029,0.9847407,0.8636089,0.8964138,0.93581337,1.2706972,1.2277751,1.1816978,1.1481621,0.9515289,1.1932617,1.283848,1.0888907,0.904779,1.1058276,1.1744138,0.95945907,0.7261799,0.9192595,0.94877833,0.8888838,0.7715781,1.0506293,1.0313611,0.9634239,0.8793651,0.8154595,1.2758765,0.9676267,1.2647293,0.95587367,1.1068368,1.1201448,0.72910607,0.7252799,0.8862758,0.744056,1.0406733,1.277505,1.0460926,0.9453523,1.1267684,1.0430291,0.80704135,0.95916617,0.9143016,1.1440146,1.1030356
horse,0.95443195,1.1240702,0.67224956,1.0930388,1.215656,0.71647626,0.6617576,0.79376113,1.0157303,1.2211447,1.0075822,1.2492677,0.82001746,1.3284345,1.1809769,1.1582499,1.2103626,0.66648793,0.81837285,0.6239099,0.83729863,1.2222399,0.91945875,0.9193032,0.8478719,0.94379544,0.957573,0.61236626,1.1034003,1.048677,1.0244459,0.6225342,1.2339019,1.1991901,1.1839235,1.0453666,1.2703947,1.030199,0.7559699,1.247652,0.6825689,0.94170487,1.0948694,0.74818635,1.1221336,0.9997844,1.1843293,1.1652484,0.7418257,0.9627354,0.9435337,1.133167,0.82001495,0.71485746,1.1757935,0.8673776,0.69232464,1.0636642,1.1361253,0.8770053,0.9231555,1.101993,0.93567836,1.1713235,0.6139083,1.219737,0.68854976,1.2168561,0.0,1.0928171,1.0228591,1.077012,1.3159907,0.93125635,1.2602131,0.7621816,1.1423188,1.2290523,1.0747805,1.2393305,0.99341625,0.8632431,0.97788584,1.0703236,1.144837,0.8291361,1.2004418,1.0760686,1.210298,1.2989858,1.2028198,0.7366763,0.7192961,0.9117051,1.0887678,1.0196937,0.8006935,1.011509,1.1414888,0.9790089,0.83782744,0.8720922,1.0102235,1.0904335,1.1063638,0.98150086,1.2230248,1.0716237,1.2074239,0.7720227,1.1274395,1.1671995,1.2208385,0.8636011,1.0522059,0.7870257,1.0734267,1.0583317,0.7934989,1.1767349,1.0088811,1.1784886,1.2469032,0.70387363,1.020164,1.15009,1.1638215,0.9665149,0.61251396,1.0976888,0.92618257,0.90716934,0.7620042,1.076624
hose,1.1018894,1.039405,1.0844669,0.9541228,1.143966,1.0417434,1.0216,0.79016125,0.9215287,1.1116824,1.1021963,1.233389,0.7215437,0.9560246,1.173989,1.0699635,1.1081736,0.8165021,0.8096476,1.0102004,1.0000795,1.0584105,0.98593354,0.8704537,0.84248173,1.0359981,0.8745712,1.0042638,0.7697555,1.1182396,0.8358655,1.012466,1.1991594,1.1943464,0.9039011,0.9556088,1.2613606,0.7725028,0.69516885,1.115544,1.0660812,0.99026364,1.2428796,1.1690739,1.1879244,0.7858338,1.1055982,1.0285333,1.0862107,1.0284412,1.2310555,0.9405541,0.81842685,1.0539123,0.84557784,0.8077893,0.8514412,0.9836194,1.0281762,0.95736086,0.93216395,1.0750175,0.7742947,1.2939858,1.014465,1.0697092,0.9855286,1.0491122,1.0928171,0.0,1.0763657,1.1259181,1.0868522,0.73296154,1.1404117,0.96655345,1.0561079,1.0217713,0.8945197,1.2062612,1.1578112,1.0790272,0.7502876,0.80142754,1.0844977,0.9611951,1.1643946,1.1871818,1.2023417,1.1150671,0.9881904,0.6352227,0.6404704,0.9449778,0.8638574,0.97877955,0.8263103,0.88759536,1.0407426,0.7733231,0.8475519,0.9306332,1.1131897,1.2341818,0.8438377,0.6032795,1.1905103,1.0936438,0.9017638,0.849121,1.1486733,1.0025479,0.8856355,0.86071205,1.2022121,0.8834325,0.924655,0.88857186,0.81518906,1.2005315,1.1683817,1.154024,1.0770049,0.9533699,0.96366227,1.0860163,0.61408174,0.75012094,0.9672092,0.93440956,1.167254,0.9635273,0.95351416,0.93974936
jacket,0.89110434,1.062125,1.193791,1.0601962,0.8462577,1.1113092,1.1827635,1.1850611,1.0099666,0.81837267,0.96953315,0.7960452,1.2607486,0.8687573,0.63548046,0.9162234,0.8693918,1.1709232,1.1610541,1.2744555,1.0581592,0.86800647,1.1760623,1.2655017,1.1168226,0.95889056,1.2702997,1.1480554,1.1161556,0.8054985,1.183883,1.182321,0.97718614,0.87860954,0.89481217,0.8746228,0.8324654,1.0968304,1.3174652,0.8625518,1.2523478,0.9218233,0.7572154,0.9770963,1.0471057,1.0491375,0.77127635,0.96167964,1.0763466,0.83606434,1.020928,1.0700661,1.117818,1.1497641,1.1164737,1.3232816,0.9951149,0.8655118,0.73960227,1.2339646,1.0342419,1.015096,1.1118244,0.7693387,1.2356582,0.83903384,1.1803254,0.9058178,1.0228591,1.0763657,0.0,0.9098149,0.70400167,1.1005138,0.9781717,1.2091444,0.8946108,1.0738668,1.0684125,0.73140705,0.9638953,1.2032851,1.2061378,0.99208176,1.1726006,1.2418361,0.94446695,0.82911515,0.6703247,0.83376724,0.96768117,1.2812908,1.2355735,1.0899059,1.1392596,0.9978209,1.2376775,1.1440417,1.0309178,1.0139215,1.2352343,1.1010768,1.0791128,0.85133845,0.82582784,0.9429832,0.53478366,0.8901387,0.94274366,1.0783333,0.820142,0.90201,0.72589296,1.2953396,0.81528515,1.2921216,1.0273722,1.0373373,1.1796486,0.907297,0.9279275,0.6197754,0.8426785,1.1650853,1.1772352,1.0209938,0.8746046,1.1567388,1.215538,0.9721774,0.9238696,1.1415601,1.1828451,1.0652777
jar,1.0034037,1.0271068,1.1342267,0.9650844,0.8771912,1.1542302,1.1502774,1.065982,0.7007316,0.8909895,1.083722,0.98685694,1.2732387,0.93148047,0.73210055,1.0923455,0.9594176,1.1585486,0.88012046,1.081054,0.82819825,0.7446098,1.0092139,1.1904136,0.8499374,0.9314039,1.1756585,1.0663818,1.2049674,1.1267577,1.1041913,1.1032542,0.8691473,0.7716781,1.0040576,0.9145864,0.9717889,1.0595483,1.2781205,0.76744306,1.0186433,0.9698993,0.9810056,0.9295618,0.9640737,0.9633851,0.875753,1.1775644,0.99655586,1.1272823,1.0777681,1.1491355,1.1508645,0.9636633,1.2322065,1.1460829,1.0874071,0.91381353,0.7674626,1.2826705,0.9141364,1.09805,1.0557983,0.9517881,1.0706602,0.85289794,1.1456021,0.8369374,1.077012,1.1259181,0.9098149,0.0,0.96824354,0.8958051,0.8615201,1.1608496,0.9858914,0.9592321,0.990573,0.8275015,0.973048,1.2647712,1.0929163,1.1335578,1.1003742,1.2235734,0.83570194,1.0733011,0.82066536,0.9796776,0.8611728,1.2237991,1.1978996,0.988342,1.2041178,0.8101724,0.9943487,1.210299,0.95147675,0.83006215,1.1254029,1.1730788,0.94556427,1.0116749,0.7886942,0.9639767,0.85855263,0.932883,1.0353307,0.842782,1.0008136,0.8281785,0.88844645,1.3042881,1.0734963,1.1833193,1.0082203,0.9895568,1.0062375,0.72755694,0.887346,0.86164176,0.8475501,1.0551031,1.261837,0.894236,0.9420618,1.0965182,1.138174,0.80539733,0.9381548,0.9149627,1.1924276,1.0422206
jeans,0.7112826,0.9588698,1.5119857,1.1722435,0.48930663,1.5215335,1.5325124,1.4184804,1.1643316,0.6112867,0.84196913,0.4596113,1.3540221,0.46990216,0.4662372,0.6943131,0.49747896,1.3632479,1.3682462,1.5871487,1.4266119,0.67914397,1.3237975,1.3467093,1.4501784,1.0486896,1.3443937,1.3756609,1.0931824,0.57475984,1.0918365,1.4093133,0.6555254,0.81385255,0.7200347,0.8705972,0.42681634,1.0031272,1.532381,0.60387075,1.5977284,1.1512622,0.5228174,1.1710321,0.904803,1.2049962,0.41032225,1.041595,1.4552578,0.6612166,0.9727817,1.0116904,1.3461602,1.4617773,0.9866675,1.4306588,1.3932626,0.87022185,0.89341146,1.3304622,1.0958759,0.89549685,1.4655417,0.57337064,1.3892837,0.7423153,1.4697477,0.86375546,1.3159907,1.0868522,0.70400167,0.96824354,0.0,1.1668943,0.6199093,1.5220392,0.66649175,0.8385196,0.97666997,0.55442834,1.145686,1.3689208,1.2398487,0.98058,1.1650863,1.4889803,0.6354699,0.6855361,0.31245762,0.19259441,0.8580704,1.5153702,1.4781221,1.289307,0.9705126,1.1212031,1.5340741,1.105978,0.83764154,1.1057732,1.352141,1.3464333,0.9671477,0.7820593,0.6240965,1.0270247,0.24297369,0.8785473,0.6293592,1.3028504,0.47586894,0.9014541,0.54908836,1.4893899,0.7262764,1.4459829,0.924487,0.93114406,1.4773095,0.92688864,0.9712069,0.33129418,0.57586366,1.5585828,1.2130737,0.9116016,0.81536996,1.210024,1.6280223,0.89056396,1.0379249,1.135039,1.4242637,0.92064357
knife,1.1116172,0.98281586,1.0488075,0.87357986,0.9743523,1.0828234,1.0443048,0.80391955,0.884661,1.0397563,1.2288746,1.2000711,0.9253801,1.0509981,1.1151812,1.2937244,1.1829611,1.0533516,0.5982065,0.9846969,0.66727185,1.0360403,0.98580414,1.0144211,0.81765914,1.0397508,1.0072129,0.9588428,1.0886124,1.2287922,0.99129754,0.96658933,1.1356297,0.9858894,0.8544771,0.9753137,1.2071615,1.090663,0.8616077,1.0667951,0.991899,0.7298075,1.258194,0.9616193,0.9592589,0.66845435,1.2032971,1.2023866,0.8953986,1.0926616,1.2559178,1.0787072,0.8045303,1.0951172,1.1662024,0.66576564,0.98939526,1.0466162,0.7999617,1.1448797,0.9670571,1.125914,0.86165303,1.2048557,1.1049362,0.8989058,1.0818594,1.0715487,0.93125635,0.73296154,1.1005138,0.8958051,1.1668943,0.0,1.0721459,0.83653325,1.0195278,1.2010661,1.095437,1.1650367,0.95335805,1.2427595,0.8542015,1.0244851,1.216157,1.0693412,0.92169803,1.2339271,1.208002,1.2022203,0.72938776,0.6084755,0.53280807,0.9518311,1.011012,1.0254059,0.61126757,1.0929924,1.1675456,0.7679151,0.7972259,1.0761925,0.90929157,1.1842629,0.9743297,0.49147213,1.2035922,1.0193224,1.1891211,0.2668919,1.1423787,0.7158668,0.952549,1.1574451,1.1059011,1.0753559,0.79814106,1.0528889,0.29480505,0.957958,0.9298546,1.1527387,0.96602064,0.9731249,1.1814214,0.87614197,0.5221458,0.8887189,1.0802282,0.84638816,1.0100548,0.68149626,0.81440943,0.8262888
ladder,0.8898104,1.0752213,1.351959,1.1356312,0.8362013,1.4392426,1.4220656,1.4061172,0.8652464,0.6768253,0.9564947,0.49924213,1.4100075,0.3749044,0.781829,0.6830287,0.7579112,1.1554737,1.1034898,1.2947857,1.2483811,0.5600496,1.3626498,1.2188478,1.2282255,1.0984296,1.1687768,1.2253077,1.3101203,0.86934644,0.775674,1.3303322,0.40112746,0.6429708,0.87052655,0.97177285,0.45625985,1.2439709,1.418531,0.26504385,1.3245466,1.1133552,0.52236265,1.0605532,0.59275246,1.0015595,0.70118093,1.1748487,1.344573,1.1049304,0.9138544,1.2494307,1.3436227,1.2405165,1.2658355,1.2439266,1.3006296,0.92472315,0.9875015,1.2906282,1.2021229,0.95327765,1.3577725,0.74811953,1.1797134,1.0571096,1.3292148,0.72231007,1.2602131,1.1404117,0.9781717,0.8615201,0.6199093,1.0721459,0.0,1.3032885,0.9625867,1.025584,1.0423249,0.7886419,0.7917147,1.2713699,1.2919147,1.2549016,1.1419892,1.426825,0.5262847,0.89923394,0.740525,0.56263787,0.8413559,1.3851892,1.3684729,1.283011,1.1897092,1.0282931,1.3878232,1.1997821,1.1099532,1.010582,1.2708578,1.3039981,0.50971437,0.62185764,0.9694627,0.94995636,0.75770766,0.9805336,1.1161273,1.0025432,0.5704452,0.82608056,0.6088155,1.3970954,0.81905484,1.365561,1.0102371,1.124968,1.2336695,0.70105815,0.64285237,0.76508176,0.4216355,1.3810056,1.3613429,1.0157347,1.0444949,1.2722387,1.3414435,0.8814442,0.8820376,0.6176723,1.2657616,0.85622174
lamp,1.2954652,1.2102545,0.59438884,1.107962,1.4703431,0.48799533,0.40188545,0.7231805,1.0119915,1.3104018,1.0629679,1.5351793,0.4928757,1.4098895,1.5894953,1.3497046,1.4039125,0.8642447,0.9060594,0.37723213,0.67755425,1.3210411,0.80600643,0.572821,0.6873214,1.138595,0.38045204,0.7659951,0.9478091,0.9891363,0.70411205,0.42423713,1.2094748,1.2895329,1.239871,1.3263836,1.5276697,1.0186627,0.38603544,1.4205889,0.36887383,1.0004667,1.325016,1.1072023,0.8700721,0.6679971,1.4387083,1.0949225,0.720961,0.988846,1.1833849,1.1099494,0.59206927,0.6213084,1.0420222,0.44419396,0.86421454,1.3582094,1.2746265,0.6005155,0.94736254,0.9241371,0.86814165,1.3732986,0.85359085,1.4466991,0.4814198,1.1666964,0.7621816,0.96655345,1.2091444,1.1608496,1.5220392,0.83653325,1.3032885,0.0,1.324463,1.1538533,1.0870615,1.532048,0.9630433,0.61290103,0.6333014,0.9484902,0.8674568,0.6400319,1.090758,1.2099503,1.5908647,1.4327021,1.1262413,0.37546682,0.524023,0.8590255,0.7279515,1.041049,0.4575004,0.8187002,1.1009259,1.0459294,0.42012334,0.69136584,0.8528046,1.3554082,1.2641578,1.1048241,1.5342616,1.2157596,1.0226188,0.7281873,1.1167055,0.9659566,1.5027158,0.46536422,1.2130755,0.48548973,1.05256,1.091263,0.56623566,1.1162418,1.1132553,1.4652016,1.4107708,0.42543274,0.8977269,1.171911,1.2632875,0.7011854,0.58923423,1.2863636,0.9708519,0.74204165,0.5635631,0.79133826
leg,0.9083375,0.3652228,1.2272608,0.8892037,0.36337698,1.2571169,1.2616413,1.1308668,1.1121883,0.9316901,0.97065365,0.86708814,1.1135544,0.8665377,0.7676494,0.9975127,0.8206983,1.3180755,1.2725536,1.324286,1.2473925,1.0440168,1.0248128,1.1548833,1.2328352,1.0389864,1.1617709,1.25417,0.8022814,0.8920376,1.0515218,1.321429,0.94698864,0.903887,0.93982655,1.052435,0.81580734,1.0396386,1.2694585,0.8851192,1.3469911,1.067424,0.89982086,1.0248758,0.9533912,1.1169881,0.8317032,0.8303469,1.1371694,0.9015738,1.0734216,0.6382411,1.2861676,1.2440944,0.70585155,1.0837861,1.3039343,0.8899252,0.7472997,1.0953617,1.0402538,0.9538335,1.2033943,0.7754315,1.219853,0.41614598,1.2735628,1.0488148,1.1423188,1.0561079,0.8946108,0.9858914,0.66649175,1.0195278,0.9625867,1.324463,0.0,1.0018204,1.164046,0.75243616,1.0858147,1.1292069,1.072561,0.83260447,0.9875159,1.1087247,0.9399139,0.9380716,0.69760096,0.6422602,1.064779,1.2054349,1.1587287,1.2261305,1.0070028,1.0913699,1.326783,0.9749192,0.96997285,1.0878375,1.2653192,1.2204313,1.0816654,1.0020998,0.8487059,1.1174532,0.72577924,0.7986609,0.8595917,1.1884886,0.9251864,1.077793,0.84874153,1.1505605,1.0217366,1.2417083,0.6304848,1.0711066,1.2032089,0.9895893,0.99132115,0.7441956,0.8341756,1.3556259,0.7163215,0.6934781,0.84999007,1.0819901,1.3509378,1.1365926,1.1096201,1.1368809,1.1063769,1.0121689
melon,0.93581027,1.0006315,1.199677,1.0020864,1.0091567,1.1210885,1.2015575,0.9949989,1.0971344,1.0739475,0.6930909,0.97919047,1.1365961,0.94243854,0.958392,0.90467274,0.81596357,1.2352657,1.1650698,1.2860615,1.1224409,0.88918376,0.7465742,0.9742732,1.1387675,0.86525655,1.0829912,1.3326225,0.9459677,0.85366,1.0340806,1.0748194,1.0017494,0.99994034,0.84389114,0.97856164,0.96234435,0.6338617,1.1824534,1.0834526,1.2335501,1.1770936,0.97683567,1.2392328,1.0855509,1.178761,0.9543158,0.9525354,1.0869176,0.8464466,1.0819842,0.96068174,0.9754899,1.2333314,0.8804548,1.1447004,1.0146371,0.97131073,0.8462446,1.0982804,1.0603755,0.88272655,1.0571142,1.0106434,1.1407689,0.9827575,1.1626345,1.0076021,1.2290523,1.0217713,1.0738668,0.9592321,0.8385196,1.2010661,1.025584,1.1538533,1.0018204,0.0,0.6791121,0.892888,1.1981792,1.158462,0.93659484,0.93866694,0.8301087,1.0327504,1.0085709,0.7723537,0.95973647,0.8476567,0.8708083,1.235518,1.2551298,0.9483898,0.8668987,1.0471863,1.1436516,1.086204,0.058320522,1.0984492,1.122097,1.06242,1.1510437,1.0549076,0.9768994,1.10535,0.9592654,1.0065309,0.82539314,1.2256627,1.03159,1.0691639,1.114913,1.068333,0.95261,1.025737,1.0603889,0.6289215,1.1521838,0.96155137,1.1847165,0.9847068,1.0324001,1.2201121,1.049249,0.84363735,1.0917418,1.0065144,1.3123353,0.99081045,0.9073813,1.2683058,1.2978826,1.1281328
milk,0.9677735,1.1237005,1.1290002,1.015773,1.0583769,1.028558,1.1311054,0.94519573,0.98188865,0.87882054,0.95316213,1.0670688,1.1628878,1.0371245,0.8746818,1.0053362,1.0001723,1.0489706,1.078865,1.1410944,0.8910504,0.9037272,0.73506016,1.1274416,1.0379255,0.9631954,1.1391171,1.0914662,1.0269723,1.0279565,1.1124656,1.0488579,1.023833,0.99611014,0.9907051,0.9300658,1.0804424,0.35785782,1.1838219,1.0433514,1.1334159,1.0622671,1.0250498,1.0796988,1.0280793,1.0225567,0.943762,1.0440791,0.95867205,1.0315126,1.144671,1.1043622,1.0272552,1.1814203,1.0858953,1.1510608,0.97592866,0.8823627,0.82345146,1.1462648,1.1380014,0.9600672,0.98867637,1.0682843,0.9546882,0.96757525,1.1503868,1.029222,1.0747805,0.8945197,1.0684125,0.990573,0.97666997,1.095437,1.0423249,1.0870615,1.164046,0.6791121,0.0,0.99939436,1.180518,1.1742249,1.0298407,0.9877993,1.0281665,1.0571512,0.992781,1.08625,1.0217457,1.0519978,0.85235167,1.1740091,1.1899077,1.0395508,1.1204394,1.1188126,0.92780864,1.1071728,0.67134917,1.0610585,1.0480669,1.0142187,1.079805,1.0504895,0.89274305,1.0507156,0.98741704,1.0190214,1.0161668,1.0702057,1.0322657,0.8412351,0.9938762,1.1633046,1.0244879,1.1084473,1.089308,0.20656264,1.0617565,1.0105963,1.0992886,1.030297,1.007326,1.1178987,1.1563678,0.9417388,1.0879493,1.1126523,1.1631076,0.6254231,0.8958073,1.188294,1.1926564,1.0493928
mitten,0.54098415,0.78348726,1.3361121,0.7249215,0.6402469,1.3266792,1.4181442,1.1739131,1.0742683,0.88686544,0.970251,0.7175012,1.4790717,0.7510318,0.54817194,0.6024128,0.77094626,1.1897231,1.2144247,1.5133517,1.3045939,0.8338353,1.0965096,1.428035,1.2841573,0.60064,1.5260887,1.2124403,1.1401922,1.0286381,1.2925944,1.4469306,0.8259002,0.771947,0.87797505,0.87120223,0.6635964,1.1704631,1.5989488,0.7911416,1.4631112,1.0020994,0.6136106,0.90428716,1.062607,1.2996525,0.67348254,0.94131905,1.1486106,1.0770252,0.7548071,0.9619221,1.3450966,1.2830789,1.0156825,1.4067485,0.9978826,0.81772524,0.7182838,1.3573254,0.67880607,1.1731924,1.0239184,0.67564845,1.182822,0.5949321,1.1731716,0.6881461,1.2393305,1.2062612,0.73140705,0.8275015,0.55442834,1.1650367,0.7886419,1.532048,0.75243616,0.892888,0.99939436,0.0,0.8572652,1.3722767,1.1701049,1.1186019,1.0257542,1.2949537,0.93197376,0.8920359,0.58326817,0.5798209,0.96513194,1.5936228,1.5140353,0.97214264,1.1891875,0.886289,1.5775459,1.2359858,0.95968664,0.9715552,1.464823,1.192026,1.1373607,0.5254117,0.7975204,1.0349724,0.5778656,0.5815098,0.8688342,1.2779895,0.9807643,1.056002,0.70220566,1.4612685,0.93378574,1.444801,0.7921865,1.0818597,1.2917686,0.82142484,0.75349855,0.64480436,0.8046638,1.2751924,1.137735,0.648459,0.79542124,1.144856,1.3188317,0.99388665,1.1390283,1.1916064,1.4244603,1.183131
motorcycle,0.98080283,1.0505674,1.0058839,0.9879828,1.1184556,1.0622181,1.0257201,1.1614711,0.65529907,1.0734841,1.1408936,1.0236673,1.140734,0.9253448,1.0988489,0.85444856,1.121754,0.8694475,0.7230246,0.89372545,0.90248895,0.878625,1.111602,1.1101322,0.8595269,0.84977657,1.027917,0.83758175,1.3295062,1.0864344,0.7357395,1.0350728,0.7642389,0.7811657,1.1119785,1.1172806,0.9538775,1.2957032,1.1560328,0.74473625,0.96531415,0.8564214,0.8304367,0.8087948,0.81503963,0.8867554,1.0723822,1.229481,1.0372137,1.2262678,0.952759,1.281362,1.1670707,0.87161565,1.2808437,0.93890405,1.0091815,1.0440449,1.0039643,1.1853508,0.83604985,1.1214768,0.8742893,0.97661674,0.94690156,1.1593688,0.94376343,0.7729309,0.99341625,1.1578112,0.9638953,0.973048,1.145686,0.95335805,0.7917147,0.9630433,1.0858147,1.1981792,1.180518,0.8572652,0.0,1.150438,1.0248852,1.3261437,1.1117471,1.1157497,0.85049075,1.1840359,1.1341497,1.0076517,1.0265291,1.1039524,1.1178147,1.0748914,1.0527834,0.780159,1.0461229,1.1904503,1.2129066,0.8672316,0.97312504,1.1194253,0.66068774,0.7351166,1.1352222,0.9838823,1.1280572,0.8233654,1.1182299,0.8619082,1.0055182,0.95951325,1.0584282,1.1576946,0.99945664,1.1579806,0.98503655,1.254309,0.85847694,0.6492615,0.1947223,1.061897,0.8846501,0.9760257,1.2451532,1.0634328,1.0674138,0.9965347,0.8269137,1.0205425,1.0668406,0.613795,0.96220845,1.0198851
nail,1.2438786,1.009546,0.32285416,1.0341133,1.2324219,0.4842142,0.36798692,0.8424318,1.2541335,1.325629,1.0388646,1.3034012,0.39985585,1.4283011,1.3627315,1.2123742,1.3357362,0.85469085,1.0949684,0.3814,0.9911745,1.3857499,0.93838644,0.6767671,0.9648749,1.1705071,0.5743904,0.8324914,0.668753,1.0774902,0.9985154,0.5742931,1.3155034,1.2895355,1.252455,1.2042542,1.3390495,1.0755304,0.29443276,1.4252517,0.3570242,1.156111,1.2757931,1.1600064,1.1837646,1.1820529,1.2858933,0.70910084,0.8293426,1.0313833,0.9786488,0.69847715,0.7889662,0.51791334,0.73579836,0.63888776,0.9831593,1.1998596,1.2665405,0.2550727,0.977669,1.0294961,0.7293238,1.1368458,0.7318501,1.1653463,0.49186575,1.229004,0.8632431,1.0790272,1.2032851,1.2647712,1.3689208,1.2427595,1.2713699,0.61290103,1.1292069,1.158462,1.1742249,1.3722767,1.150438,0.0,0.8937929,0.7649592,0.6418346,0.39194107,1.3144375,1.1228691,1.3493462,1.2753772,1.2604209,0.5284098,0.6668576,0.90817887,1.0101488,0.99779916,0.72213733,0.5856856,1.1412234,1.2078161,0.84042406,0.64597994,1.140826,1.2585225,1.2480065,1.2750882,1.3161993,1.2385844,0.941885,1.1770095,1.2405608,1.3459249,1.3410559,0.1959511,1.163362,0.38462377,1.2225899,1.1643535,1.0417656,1.2881368,1.2922918,1.3339765,1.4349275,0.5933518,0.4281006,1.1847765,1.2718412,0.9482998,0.44634974,1.3339467,1.0520077,1.069305,0.50218725,1.1309788
napkin,1.244308,0.94721186,0.88215846,0.8844328,1.150623,0.8326957,0.68335736,0.76008606,1.0177552,1.4281917,1.1107335,1.453629,0.49336106,1.278796,1.3256202,1.2426133,1.0061212,0.98431623,0.79500085,0.6911349,0.92287725,1.1775521,0.52408767,0.73601824,0.7252985,1.1136605,0.5173304,0.95301884,0.73876697,1.142798,0.665221,0.90434164,1.179203,1.2312376,1.2178442,1.3015198,1.3534398,0.860788,0.6066453,1.3842759,0.7011188,1.1599303,1.2338917,0.99782413,1.0478332,0.8507105,1.0804614,1.0324931,0.8657396,1.0757799,1.3196857,0.9063927,0.70347255,0.79685444,0.7918882,0.47585833,0.90397316,1.2802672,1.1443294,0.8006883,0.519519,1.1306639,0.8303864,1.3392569,0.9220072,1.1593236,0.6203917,1.199156,0.97788584,0.7502876,1.2061378,1.0929163,1.2398487,0.8542015,1.2919147,0.6333014,1.072561,0.93659484,1.0298407,1.1701049,1.0248852,0.8937929,0.0,0.7055826,0.95063806,0.7509721,1.1747227,1.1467844,1.2655172,1.1206181,1.0866563,0.58028245,0.721364,0.89396703,0.34105515,0.9497481,0.75415033,0.74418724,0.91755545,0.7923422,0.7137125,0.8625751,0.94099236,1.4017832,0.91135406,1.2373496,1.2714051,1.0445677,0.6139072,0.8860012,1.2145457,1.127088,1.3985574,0.60964257,1.3281708,0.68078804,0.6588042,1.0051987,0.7046479,1.2231209,1.1307479,1.2256937,1.3627982,0.72613853,0.7639169,0.9947076,1.096093,0.13258135,0.8196863,1.3173778,1.2334435,0.8992404,0.8032525,0.9943991
necklace,1.2301142,0.6461533,0.9516207,0.97807324,0.8744152,1.0239924,0.899551,0.7873595,1.311357,1.3377995,1.1529324,1.3611534,0.51149714,1.3107245,0.9071341,1.2568583,1.1198546,1.1203675,1.2502134,1.016291,1.2895646,1.294269,0.8188238,0.89823204,1.1268238,1.1322845,0.7300167,1.1365396,0.3820024,1.0954536,0.85194075,1.0191469,1.2030334,1.2776884,1.2025926,1.2322711,1.3278677,0.7153734,0.7716102,1.4061544,1.0185401,1.2500871,1.1440483,1.1099062,1.0965357,1.1022772,0.94512016,0.41045606,1.0056006,1.0144176,1.116888,0.33901417,0.98258483,1.0476445,0.32421756,0.70072156,1.1499606,1.0867598,0.84974426,0.44988942,0.7664922,1.0792453,1.0748478,0.89239794,1.0403311,0.7176981,0.82307947,1.2444162,1.0703236,0.80142754,0.99208176,1.1335578,0.98058,1.0244851,1.2549016,0.9484902,0.83260447,0.93866694,0.9877993,1.1186019,1.3261437,0.7649592,0.7055826,0.0,0.7096564,0.81124914,1.254474,1.1700718,0.9270613,0.92503566,1.0814804,0.74855614,0.7970412,1.0151592,0.8152536,0.92115474,1.112473,0.4040444,0.92418027,1.0467848,1.0038886,0.855497,1.0975218,1.3670927,0.65499383,1.218916,0.8158759,1.044906,0.4942581,1.1904538,1.0980201,1.3487008,1.296444,0.60309935,1.252392,0.8516055,0.9020739,0.90275663,1.0374888,1.2280396,1.3186908,1.0459508,1.3849034,1.0659109,0.35476863,0.7980782,1.0722343,0.81923765,1.1025841,1.384742,1.1421087,1.0812745,0.7451153,1.1341417
