,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
boat,0.95374477,1.2230223,0.7480092,0.9879788,1.3623621,0.7974974,0.78983665,0.82241935,0.86318594,1.1592506,1.0910522,1.1181717,0.8013767,1.206621,1.209431,0.92923117,1.070746,0.0,0.6662686,0.7015807,0.8666931,1.1624258,1.0201796,0.8762938,0.7071339,0.9062129,0.95140606,0.48651826,1.0936831,1.1901536,1.0619278,0.66542643,1.1448969,1.163053,1.2359773,1.0204461,1.1612787,1.0879236,0.717675,1.134367,0.7634249,0.9675237,1.1106582,0.7349496,1.1798906,0.979587,1.2147233,1.1885219,0.8911465,1.1464387,0.86373895,1.2216376,0.85119164,0.7923765,1.1624457,0.9759074,0.66556996,0.9680832,1.2014312,0.87205064,0.9379657,1.1266869,0.7455907,1.2785965,0.5665692,1.360627,0.7385927,0.97965294,0.66648793,0.8165021,1.1709232,1.1585486,1.3632479,1.0533516,1.1554737,0.8642447,1.3180755,1.2352657,1.0489706,1.1897231,0.8694475,0.85469085,0.98431623,1.1203675,1.0612525,0.7632134,1.2670414,1.1287279,1.2087752,1.331936,1.1650096,0.8108525,0.8138057,0.79360735,1.0101099,1.0213723,0.765136,1.0433913,1.2633059,0.9369197,0.87341607,0.85800064,1.0111629,0.88619304,1.2154642,0.9318043,1.3080469,0.99413306,1.2072783,1.0004964,1.1910144,1.1396291,1.0624999,0.8458406,0.9654986,0.7861811,1.1305058,1.124985,0.90885764,1.0884112,0.96157616,1.2281892,1.202798,0.76053274,1.0931185,1.2352101,1.0988758,0.8929605,0.51029843,0.97384095,1.1412452,0.970957,0.8758567,1.032032
book,1.2108004,1.1259847,0.95350605,0.912327,1.2601168,0.9208853,0.9215791,0.9453824,0.57197994,1.184063,1.2323258,1.0530739,0.8685076,1.1154447,1.1469005,1.1310899,1.0050086,0.6662686,0.0,0.722945,0.71964586,0.8054007,0.9707563,0.90822256,0.6136589,1.0106419,0.97039604,0.68796897,1.26681,1.3203311,0.9726662,0.84077483,1.0266933,0.97329104,1.0004338,1.0428649,1.0996392,1.151694,0.83003086,0.9516848,0.78067076,0.8168048,1.2426257,0.64014786,1.0903728,0.76880777,1.2313895,1.3274443,0.91881776,1.2256273,1.1426866,1.2917596,0.81396914,0.8063046,1.2888414,0.82457703,0.8478152,1.0640727,1.0316707,1.1555892,0.88723767,1.2076883,0.6215683,1.3113956,0.7799808,1.2084024,0.85688424,0.93470764,0.81837285,0.8096476,1.1610541,0.88012046,1.3682462,0.5982065,1.1034898,0.9060594,1.2725536,1.1650698,1.078865,1.2144247,0.7230246,1.0949684,0.79500085,1.2502134,1.267272,1.0023034,1.0959222,1.2170601,1.1774508,1.401597,0.7648245,0.7507752,0.7448902,1.0217651,0.9267278,0.9629232,0.693068,1.2089034,1.1497579,0.61041665,0.7292055,1.0683692,0.8552343,1.0780858,1.1041648,0.8399475,1.2920508,0.9159197,1.2261158,0.61701787,1.2842053,0.962642,1.0169585,1.0312467,0.9967212,0.9481106,0.96600926,1.132202,0.668418,1.0460991,0.8346891,1.2142402,1.0020986,0.82226145,1.2198241,1.2201116,0.8677307,0.6658033,0.6709364,0.6975958,1.045294,0.8425762,0.8037839,0.9130874
bottle,1.2960814,1.2007222,0.33788806,1.0389421,1.4479882,0.44910347,0.2822299,0.64685243,0.9135089,1.3905156,1.1905295,1.5045094,0.42035246,1.5249839,1.474836,1.3493795,1.4621129,0.7015807,0.722945,0.0,0.6817616,1.3234445,0.84001386,0.6378611,0.521556,1.170831,0.3936789,0.6288992,0.9649677,1.242157,0.7790904,0.48248988,1.2962211,1.2407119,1.3648996,1.217162,1.5212144,1.1234405,0.2835424,1.3930322,0.09616685,1.0075057,1.4045027,0.9360568,1.0944053,0.93398076,1.3168525,1.0774474,0.64620996,1.1399925,1.1316854,1.0769541,0.7375709,0.41228688,1.0684375,0.5037539,0.8148941,1.2417032,1.286638,0.58589906,0.8269463,1.1530802,0.6614631,1.3799567,0.6075804,1.4234354,0.32097304,1.1875775,0.6239099,1.0102004,1.2744555,1.081054,1.5871487,0.9846969,1.2947857,0.37723213,1.324286,1.2860615,1.1410944,1.5133517,0.89372545,0.3814,0.6911349,1.016291,0.9854036,0.48917282,1.2701255,1.2800722,1.5251286,1.4441297,1.2613782,0.39491874,0.522312,0.7953336,0.93008626,1.002665,0.48727512,0.74819386,1.2325222,1.0679388,0.5606244,0.72544026,0.8160397,1.3224672,1.2338868,1.1711941,1.5218897,1.224888,1.0691965,0.7409149,1.2427377,1.2139376,1.4735336,0.3549788,1.2481949,0.35219735,1.2043574,1.2194041,0.6642198,1.1481702,1.0795206,1.4527049,1.4556092,0.30432892,0.7775669,1.322205,1.3083756,0.74836236,0.2241236,1.2172132,1.0723811,0.7483494,0.44727623,1.0687155
bowl,1.2002652,1.1642044,0.6883528,0.90164113,1.241477,0.73003507,0.73506224,0.75897,0.5844754,0.8316598,1.1350734,1.2724564,1.0023366,1.2044481,1.146734,1.2442976,1.2346041,0.8666931,0.71964586,0.6817616,0.0,1.0595659,0.7224046,1.037692,0.34930634,1.0835025,0.9726736,0.833894,1.2329359,1.274074,1.1065304,0.82250774,1.2071576,0.90447855,1.1103168,0.91611785,1.2693245,1.0630058,0.8770932,1.1439441,0.5989088,0.5577121,1.296274,0.9315905,1.0540358,0.76012444,1.2490839,1.2448993,0.5573324,1.1593874,1.1697617,1.3062047,0.87605786,0.87568337,1.3326724,0.95284134,0.87169707,1.1425234,0.90718937,1.1214491,1.1089543,1.1360059,0.8059752,1.3103688,0.8919824,1.2154406,0.9458007,1.0690197,0.83729863,1.0000795,1.0581592,0.82819825,1.4266119,0.66727185,1.2483811,0.67755425,1.2473925,1.1224409,0.8910504,1.3045939,0.90248895,0.9911745,0.92287725,1.2895646,1.204904,0.7451505,0.91918963,1.1822187,1.3691802,1.3641933,1.091708,0.850522,0.8341141,0.8120334,1.0742863,1.0989107,0.26363957,1.1707778,1.0909032,0.9880318,0.8196464,0.89821607,0.9749878,1.1639899,1.2079668,0.85449535,1.3689125,1.0578266,1.2971963,0.49120218,1.2315383,0.46987855,1.1606762,1.0036384,1.1721797,0.88062733,1.0173289,0.89633214,0.3936178,0.86254764,0.99536526,1.280034,1.0233116,0.66299284,1.2201159,1.1417031,1.0486286,0.9456982,0.7900454,0.72044325,0.9865632,0.918642,0.8819539,1.005419
box,0.9650215,1.0937111,1.3962245,1.1851585,0.87505794,1.3309277,1.4222858,1.4156339,0.72282046,0.73819363,1.0373757,0.5887228,1.370944,0.42470014,0.8066803,0.86732614,0.72173727,1.1624258,0.8054007,1.3234445,1.0595659,0.0,1.249939,1.170017,1.0278699,1.0178117,1.2129936,1.1598735,1.2778463,0.910429,0.9263381,1.2776197,0.6414286,0.5804435,0.73256695,0.9146875,0.5300332,0.95881647,1.4349384,0.4801451,1.3118125,0.97719896,0.72887033,1.0151896,0.82779515,0.8475321,0.78884494,1.2094028,1.3083938,1.0151137,0.9663156,1.2638133,1.1912413,1.2578833,1.2502728,1.3360853,1.2835789,0.9405811,0.97192645,1.4316696,1.2498345,0.9849959,1.2237482,0.84679425,1.1718473,1.0097529,1.3229076,0.75096834,1.2222399,1.0584105,0.86800647,0.7446098,0.67914397,1.0360403,0.5600496,1.3210411,1.0440168,0.88918376,0.9037272,0.8338353,0.878625,1.3857499,1.1775521,1.294269,1.1490314,1.4263787,0.56571037,0.96528244,0.7788759,0.7322979,0.6788968,1.3634245,1.3233609,1.3014604,0.95428514,1.0603201,1.255482,1.3536012,0.89919627,0.8978167,1.0570712,1.2577713,0.8195491,0.8400985,0.9790952,0.9917197,0.78489155,0.9398002,0.99448436,1.0148946,0.7864957,0.71286356,0.6783256,1.417393,0.7859433,1.3746457,0.96989304,0.8518744,1.272378,0.8492115,0.82111585,0.76744413,0.39773536,1.3325167,1.382729,1.0675579,0.9758888,1.1434761,1.3208928,0.61243564,0.9432453,0.9783692,1.3112626,0.9310298
bread,1.101423,0.81062275,0.76221657,0.74651927,1.0940434,0.7942033,0.80063915,0.55998564,1.0863895,1.255745,0.97573,1.3752766,0.8576291,1.376622,1.1710333,1.2127475,1.156243,1.0201796,0.9707563,0.84001386,0.7224046,1.249939,0.0,0.97220683,0.86415523,1.0264729,0.91893625,1.0257945,0.73770475,1.1464388,1.029054,0.9497203,1.352243,1.1917301,1.2258041,1.075022,1.344046,0.7244532,0.857461,1.4089545,0.8283889,1.0187612,1.1872716,1.001788,1.2530334,1.0781583,1.2103038,0.89781064,0.44042963,1.1263281,1.1654716,0.7996774,0.8187494,0.95849925,0.7516138,0.7904742,0.8184586,1.1041121,0.97554666,0.8276525,0.7781711,1.1119723,0.83171433,1.1562766,0.8258421,0.9985554,0.82270014,1.2547467,0.91945875,0.98593354,1.1760623,1.0092139,1.3237975,0.98580414,1.3626498,0.80600643,1.0248128,0.7465742,0.73506016,1.0965096,1.111602,0.93838644,0.52408767,0.8188238,0.9099262,0.5746475,1.2455022,1.1395749,1.2831426,1.2146679,1.095203,0.861722,0.9099128,0.6330997,0.7848602,1.009379,0.7355515,0.84257835,0.71585935,1.0755689,0.9755309,0.8297503,1.2045294,1.2323835,1.1325008,1.2380877,1.282458,0.9672155,0.90932965,0.9217094,1.3818643,1.0554872,1.373874,0.75950086,1.2401329,0.7517245,0.80683947,0.73303866,0.72785056,1.1174511,1.229109,1.3273534,1.3570554,0.8222366,0.7191577,0.81333876,1.1824963,0.67480946,0.93332297,1.130319,1.0277519,1.2095368,0.95842105,1.2224523
broom,1.2219219,1.1250409,0.7950291,1.1087658,1.3299749,0.81256413,0.7039855,0.8517926,1.0588597,1.3445128,1.0580704,1.2997429,0.6086389,1.235174,1.4191775,1.1591823,1.1849418,0.8762938,0.90822256,0.6378611,1.037692,1.170017,0.97220683,0.0,0.87846893,1.0555775,0.43723357,0.91788083,0.88567066,0.97773415,0.7388719,0.6420854,1.1931714,1.2567835,0.8348725,1.1368436,1.3207326,0.9657867,0.46125108,1.2682226,0.6598328,1.2062702,1.3524063,1.1728014,1.0168786,0.8631781,1.2676637,1.022044,1.0113562,0.93401814,1.0032536,0.9955514,0.6699062,0.7941142,0.8531767,0.52299833,0.8710096,1.1782719,1.2832718,0.66910523,1.0699223,0.8456867,0.87344897,1.2194239,0.7986616,1.3148328,0.7052332,1.2422193,0.9193032,0.8704537,1.2655017,1.1904136,1.3467093,1.0144211,1.2188478,0.572821,1.1548833,0.9742732,1.1274416,1.428035,1.1101322,0.6767671,0.73601824,0.89823204,0.89142287,0.7342728,1.1484112,0.97506803,1.3411833,1.2658745,1.084064,0.54065263,0.64820313,0.95865846,0.7335203,1.1156535,0.76854897,0.8129887,0.99020445,0.84945047,0.606709,0.77615047,1.0339088,1.2772877,1.1558559,1.1409953,1.3328338,1.2441874,1.0168489,1.021202,1.1116457,1.2121173,1.3300976,0.52937734,1.0864359,0.5238472,1.1023575,1.0591899,0.926818,1.1916095,1.2649648,1.2902887,1.3088644,0.75517654,0.821776,1.2150589,1.196679,0.71303666,0.7382474,1.280971,1.0399973,0.93244755,0.81585056,0.672577
bucket,1.2944452,1.0798476,0.783088,0.90287685,1.320852,0.6889957,0.6492623,0.8239367,0.46818817,1.0281413,1.1954257,1.347804,0.8144296,1.2856646,1.2149,1.2402208,1.243268,0.7071339,0.6136589,0.521556,0.34930634,1.0278699,0.86415523,0.87846893,0.0,1.1374457,0.7061676,0.7679028,1.1069183,1.3553675,0.87719095,0.79521066,1.1524024,0.9330447,1.2535772,1.0910374,1.3566704,1.0739282,0.7679026,1.1537483,0.42467844,0.6840625,1.323838,0.8231445,1.0600173,0.80515397,1.1901852,1.1797333,0.65344644,1.2092732,1.1846622,1.232088,0.8956097,0.80403316,1.2157838,0.8620409,0.8578398,1.2011973,1.028961,1.075829,0.86190575,1.1615081,0.77026385,1.4031509,0.84859324,1.2623743,0.6438645,1.0269896,0.8478719,0.84248173,1.1168226,0.8499374,1.4501784,0.81765914,1.2282255,0.6873214,1.2328352,1.1387675,1.0379255,1.2841573,0.8595269,0.9648749,0.7252985,1.1268238,1.1575305,0.7092358,1.0460981,1.2378169,1.3632,1.3594844,1.1513522,0.76844835,0.7862244,0.91471577,0.9464905,1.1057807,0.54337716,1.0433061,1.132933,0.8246395,0.7781956,0.8426039,0.83104146,1.203933,1.1419543,0.96595335,1.3896896,1.0533978,1.1105386,0.6007059,1.220151,0.7579844,1.1977758,0.8498952,1.2168865,0.8304249,0.9819775,1.0724854,0.5478184,0.85703397,0.94991904,1.298495,1.1637555,0.47877085,1.0692457,1.2803091,1.0607226,0.74832255,0.54570025,0.94221824,1.1918032,0.86365414,0.82426584,1.0176809
butterfly,0.6879743,1.0260873,1.026318,0.8852711,1.0868154,1.0477562,1.1270181,0.9335276,1.0401878,1.1121656,1.0740356,1.0749004,1.198689,1.029949,0.9629563,0.8183718,1.0552596,0.9062129,1.0106419,1.170831,1.0835025,1.0178117,1.0264729,1.0555775,1.1374457,0.0,1.238304,0.97091156,1.1295145,1.1637365,1.160147,1.0290115,0.9964263,0.99935776,0.9178573,0.8718926,1.0624728,1.0031434,1.1441828,1.0723454,1.1442549,1.02804,1.0451617,0.962512,1.0348482,1.0302147,1.0944611,1.0313369,1.0350748,1.1584436,0.8064399,1.1056148,0.88814497,0.85590446,1.113836,1.1025871,0.68939316,0.93980396,0.9119403,1.1635144,0.8972689,1.1131241,0.81035787,1.0091932,0.9476402,1.0037688,0.99128467,0.865463,0.94379544,1.0359981,0.95889056,0.9314039,1.0486896,1.0397508,1.0984296,1.138595,1.0389864,0.86525655,0.9631954,0.60064,0.84977657,1.1705071,1.1136605,1.1322845,1.0036721,1.0363381,1.1365861,0.99421513,1.0263343,1.0217825,0.911857,1.1464584,1.1299176,0.890137,1.1883886,0.6745866,1.1147839,1.2333425,0.8967661,0.9315792,1.1175529,1.0610174,1.1291256,0.6642306,1.0163226,0.878745,1.0317664,0.79350823,1.1103142,1.1393846,1.1615065,1.1292658,1.0472888,1.1663309,1.0042143,1.0299933,1.018512,0.9912856,1.0090734,0.96954495,0.8377708,1.0053084,1.070743,1.0251477,1.1606333,0.8247136,0.9841707,1.0810119,1.0037676,0.9913386,1.0105475,1.0908113,1.1746293,1.1509565
can,1.3460611,1.1003044,0.72161466,1.2290273,1.3520575,0.7273108,0.5069397,0.8471838,0.9629914,1.3719633,1.1641239,1.5134664,0.40660733,1.3610723,1.514108,1.3038626,1.3577753,0.95140606,0.97039604,0.3936789,0.9726736,1.2129936,0.91893625,0.43723357,0.7061676,1.238304,0.0,0.94044095,0.7425757,0.9763133,0.42697406,0.63930506,1.0695443,1.249054,1.235774,1.3427845,1.4777765,0.91117156,0.37990087,1.2578773,0.43869352,1.165014,1.2381165,1.1488075,0.7908131,0.8531325,1.1565951,0.94217926,0.99703324,1.0034102,1.1659732,0.94095343,0.7527802,0.6609802,0.75607115,0.36839974,1.0524077,1.2922469,1.2922431,0.5694098,0.9349841,0.9891378,0.98238385,1.2188956,0.85304224,1.3277464,0.52331734,1.2416666,0.957573,0.8745712,1.2702997,1.1756585,1.3443937,1.0072129,1.1687768,0.38045204,1.1617709,1.0829912,1.1391171,1.5260887,1.027917,0.5743904,0.5173304,0.7300167,0.79998076,0.7119143,1.0387323,1.2400144,1.4435034,1.1969488,1.0757679,0.4583755,0.6124928,1.0253172,0.57294935,1.0267292,0.664335,0.5540198,1.0490946,1.0188813,0.5192901,0.7870761,0.6934934,1.3766315,1.1025692,1.2510207,1.3839195,1.2604401,0.72878736,0.9654573,0.9696261,1.1924403,1.4646244,0.3357545,1.2406198,0.498286,1.1444508,1.107759,0.8214427,1.1142839,1.124495,1.3652298,1.3736801,0.62850034,0.68786424,1.2476296,1.2788665,0.6377624,0.64250064,1.3706238,1.1184019,0.6680809,0.61550903,0.8592664
car,1.0603948,1.1989243,0.7172377,1.0356777,1.3060644,0.69607395,0.65425223,0.8550176,0.94920665,1.2551802,1.0771837,1.2417394,0.7810012,1.2708316,1.2454494,1.1181734,1.1560045,0.48651826,0.68796897,0.6288992,0.833894,1.1598735,1.0257945,0.91788083,0.7679028,0.97091156,0.94044095,0.0,1.1815472,1.1504595,0.9810152,0.71795976,1.2030277,1.1423161,1.1657101,1.0561739,1.2671397,1.1557037,0.76175964,1.2292144,0.6529616,1.0062805,1.1587088,0.74544626,1.11935,0.8820245,1.2441356,1.1431198,0.80215406,1.0440807,0.91959167,1.1571478,0.86469114,0.69102275,1.1939698,0.8748995,0.8002518,1.0724009,1.2296766,0.8761654,0.785214,1.1058378,0.8917239,1.2065374,0.4899794,1.2546673,0.6579315,0.9998694,0.61236626,1.0042638,1.1480554,1.0663818,1.3756609,0.9588428,1.2253077,0.7659951,1.25417,1.3326225,1.0914662,1.2124403,0.83758175,0.8324914,0.95301884,1.1365396,1.02985,0.83483726,1.1783346,1.1252621,1.2620198,1.3583021,1.2414867,0.74794114,0.7495922,0.8490219,1.0160302,0.95772433,0.72374207,1.0100148,1.3064919,0.8221276,0.7414526,0.7745102,0.96783656,1.0187706,1.1322132,1.0088726,1.2813954,1.0162475,1.1973222,0.8044633,1.201406,1.1359599,1.1972096,0.854388,1.0616661,0.78624666,1.1434017,1.1583139,0.82599086,1.1690929,0.88338053,1.2283992,1.2179823,0.681677,1.0311944,1.2343875,1.1561955,0.87174034,0.49110663,1.0574833,1.0518736,0.86833113,0.76003635,0.97402114
carrot,1.219332,0.52879274,0.82001173,0.8548054,0.85421926,0.84277904,0.8569064,0.7217364,1.3525299,1.285369,1.1296682,1.2910502,0.59118617,1.2491621,1.1681142,1.2529274,1.2284102,1.0936831,1.26681,0.9649677,1.2329359,1.2778463,0.73770475,0.88567066,1.1069183,1.1295145,0.7425757,1.1815472,0.0,1.1034465,0.9541749,1.0008447,1.2972083,1.2713221,1.1925039,1.1433866,1.2676051,0.65160793,0.6527722,1.4193337,0.9766722,1.1886995,1.2274207,1.2209619,1.1831735,1.1158704,1.0749286,0.46553826,0.8530985,1.1053965,1.0378233,0.2224881,0.85205156,0.992556,0.2684952,0.71623504,1.0805387,1.0409179,0.9462652,0.51275826,0.8783417,1.0667715,0.8447584,0.95372856,1.0825787,0.6904456,0.90808856,1.2803922,1.1034003,0.7697555,1.1161556,1.2049674,1.0931824,1.0886124,1.3101203,0.9478091,0.8022814,0.9459677,1.0269723,1.1401922,1.3295062,0.668753,0.73876697,0.3820024,0.5521693,0.52166826,1.3273115,1.2382302,1.122371,0.9633758,1.0335845,0.72242695,0.77206445,0.8660245,0.7961963,0.8827315,1.0275146,0.55438846,0.9307466,1.1958255,1.0177872,0.7390646,1.2338288,1.4187465,0.9824792,1.1599237,1.0709867,1.1581799,0.60954463,1.2612702,1.2006861,1.2844398,1.2981578,0.5321278,1.1895909,0.7028231,0.94008917,0.87947124,1.0588433,1.2590591,1.4117533,1.2002873,1.3856565,1.0350417,0.26279092,0.69249,1.0234967,0.9310255,1.0425956,1.3551962,1.1646595,1.2087766,0.8185335,1.1925256
cat,0.7800925,1.2574725,1.2699,1.3505228,0.93887454,1.2251418,1.211878,1.2658191,1.1590514,0.8182274,0.4564154,0.7744292,1.1671518,0.78752804,1.0162805,0.789682,0.7465477,1.1901536,1.3203311,1.242157,1.274074,0.910429,1.1464388,0.97773415,1.3553675,1.1637365,0.9763133,1.1504595,1.1034465,0.0,0.9985675,0.9987705,0.8775149,1.08071,0.8185508,1.0291651,0.7971076,0.9561432,1.1439447,0.8546587,1.2814593,1.2094557,0.5601511,1.258422,0.86644363,1.1447433,0.8596313,1.1552244,1.3145894,0.32631147,0.9841232,1.1648722,1.0019401,1.1815294,1.0345943,1.0520227,1.200403,1.122354,1.0734125,1.0407462,1.2012435,0.4896418,1.3550079,0.76900506,1.173265,1.0923538,1.2553627,1.0557834,1.048677,1.1182396,0.8054985,1.1267577,0.57475984,1.2287922,0.86934644,0.9891363,0.8920376,0.85366,1.0279565,1.0286381,1.0864344,1.0774902,1.142798,1.0954536,1.0345446,1.2338133,0.8266738,0.5726036,0.84180313,0.72497725,0.987047,1.1843262,1.2613479,1.2167518,0.7882226,1.1106538,1.221852,0.9942621,0.84222126,1.1679375,1.0865406,1.1594509,1.0137107,0.864513,0.9597092,1.1224867,0.74872255,1.1372082,0.94250727,1.2444677,0.45884562,0.9899463,0.8843967,1.1076837,0.6509267,1.0680033,1.1006334,0.92695624,1.3192264,1.0486064,1.081725,0.7258901,0.8614032,1.3171524,1.1739727,1.1207707,1.0363708,1.1482035,1.3753431,1.0997877,0.753813,1.1757159,1.2510266,0.7182073
chair,1.2640908,1.0326828,1.0518891,1.2680901,1.14376,1.0584692,0.8581494,1.0440795,0.86846083,1.2126198,1.1625713,1.2284977,0.69446146,0.8793202,1.3108149,1.1379669,1.1371211,1.0619278,0.9726662,0.7790904,1.1065304,0.9263381,1.029054,0.7388719,0.87719095,1.160147,0.42697406,0.9810152,0.9541749,0.9985675,0.0,0.93634367,0.8554556,0.909883,1.1808288,1.2821736,1.1073568,0.95995635,0.83979034,0.83990633,0.83939886,1.1837199,0.9901088,1.0554429,0.7583324,0.8042237,1.053736,1.0476573,1.1469784,1.1011938,1.167231,1.0294586,1.0741152,0.85922277,0.86299855,0.62980413,1.1474841,1.1866933,1.2877508,0.82057136,0.8360169,1.0682734,1.2597847,1.0747174,0.92674536,1.2372797,0.7019861,1.0603921,1.0244459,0.8358655,1.183883,1.1041913,1.0918365,0.99129754,0.775674,0.70411205,1.0515218,1.0340806,1.1124656,1.2925944,0.7357395,0.9985154,0.665221,0.85194075,0.9514264,1.0464187,0.870654,1.2317468,1.2242477,0.96865,1.0269592,0.7601271,0.87253207,1.1524116,0.6074475,0.904972,0.91375375,0.7376441,1.0291771,0.88964015,0.6972544,0.87974423,0.5446668,1.2229645,0.9613886,1.1164908,1.1764345,1.1162217,0.70737946,0.8671553,0.94172096,1.1007615,1.2718852,0.72070956,1.1764653,0.89948344,0.94323575,1.0906694,0.8731109,0.9882753,0.64341027,1.1554385,0.8519299,0.9367463,0.92170644,1.1268395,1.2779868,0.7467457,0.90563583,1.2051268,1.1791496,0.4197688,0.7959659,0.91323555
clock,1.1591828,1.2678248,0.5870259,1.1658411,1.3668883,0.49512053,0.44605505,0.8371233,1.0543271,1.3045813,1.0910088,1.336156,0.6440262,1.4132866,1.366343,1.2696476,1.2936199,0.66542643,0.84077483,0.48248988,0.82250774,1.2776197,0.9497203,0.6420854,0.79521066,1.0290115,0.63930506,0.71795976,1.0008447,0.9987705,0.93634367,0.0,1.2152843,1.2234912,1.212827,1.2103772,1.3567286,0.99340147,0.47736955,1.3308192,0.46110708,1.0315571,1.3068329,1.0015935,1.0189763,0.948332,1.2977808,1.0733165,0.82947505,0.98017466,1.0360427,1.1093708,0.69609094,0.61603713,1.0667136,0.6616055,0.7567575,1.191798,1.2472641,0.6214218,1.0351797,0.9997013,0.7520068,1.2347451,0.8011451,1.3315394,0.5549828,1.1457827,0.6225342,1.012466,1.182321,1.1032542,1.4093133,0.96658933,1.3303322,0.42423713,1.321429,1.0748194,1.0488579,1.4469306,1.0350728,0.5742931,0.90434164,1.0191469,0.83197606,0.66058385,1.2176243,1.1280458,1.3591357,1.3933774,1.0538218,0.55810523,0.66020477,0.9700469,0.93626505,1.0099363,0.6073952,0.86495817,1.0384761,1.1087795,0.6409536,0.80285734,1.0173811,1.2774785,1.2187061,1.0901169,1.3620081,1.2174988,1.10888,0.8984864,1.13137,1.1994681,1.3591037,0.5961573,1.0332959,0.5533081,1.2136939,1.0540302,0.8122746,1.1527939,1.1804982,1.3029191,1.3544707,0.5144956,0.931909,1.1683624,1.1875238,0.91313154,0.52237576,1.1162274,0.9841098,0.9414747,0.67731214,0.88407665
closet,0.90247786,1.0984471,1.3982891,1.2007562,0.897436,1.3607125,1.3567083,1.4689419,0.7309214,0.70745426,1.0448782,0.6153485,1.3754497,0.58972394,0.787254,0.7280505,0.6938046,1.1448969,1.0266933,1.2962211,1.2071576,0.6414286,1.352243,1.1931714,1.1524024,0.9964263,1.0695443,1.2030277,1.2972083,0.8775149,0.8554556,1.2152843,0.0,0.75604284,0.8863779,1.0935583,0.5603035,1.1279862,1.4496875,0.35703182,1.3290632,1.0029949,0.61895204,0.91421795,0.3731262,0.91406745,0.67219645,1.150598,1.3726338,1.046266,0.98253196,1.2606504,1.2572656,1.2174659,1.2547138,1.267858,1.2912769,1.0022377,1.0369599,1.3278253,1.2407511,0.84556395,1.308031,0.771332,1.2541211,1.032481,1.3456117,0.74625695,1.2339019,1.1991594,0.97718614,0.8691473,0.6555254,1.1356297,0.40112746,1.2094748,0.94698864,1.0017494,1.023833,0.8259002,0.7642389,1.3155034,1.179203,1.2030334,1.0311869,1.4558094,0.5111585,0.9301978,0.7055391,0.65799,0.79771316,1.4343523,1.44258,1.3411802,1.0850834,1.0281001,1.355936,1.192982,1.0047352,0.9683888,1.1491517,1.3474815,0.5256323,0.67211634,0.8963104,1.0737556,0.71881014,0.95425755,0.96796405,1.157012,0.5142939,0.8403964,0.781754,1.4195471,0.8471576,1.425683,1.0041744,1.0564877,1.2487843,0.6796855,0.6264851,0.7013447,0.58723783,1.3034704,1.3549833,0.99391335,1.0119259,1.1114138,1.317544,0.9248298,0.9790717,0.7443396,1.3111634,0.68627024
