,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
car,0.8839255,0.8172268,1.1964865,0.74043274,0.80870163,1.0594912,0.8929928,1.1759382,1.100224,0.8428824,1.2082746,1.095522,1.1723411,0.37555355,1.0477369,0.76470244,0.82733166,1.0729697,0.9027732,0.86781096,1.0602174,0.91100556,0.0,1.1054125,1.1726472,1.0854478,1.0555729,1.0130813,1.0728147,1.0582136,0.88216054,1.1033614,0.8950066,0.9407305,0.86550236,1.0729945,1.0379561,1.0799572,0.7984018,1.1475371,0.92582244,0.69094074,1.0400177,1.1908007,0.8093146,1.154923,1.0120013,0.9437075,1.0057105,1.1153519,0.9903128,1.0276184,1.1969376,0.9146924,1.1987203,1.2365245,1.2727227,1.1798098,1.1919293,0.7804323,1.1875006,0.86337024,0.86706114,0.8750019,0.86182255,0.9769728,1.187993,1.2984109,1.136794,1.12396,0.94788265,1.0487477,0.82501584,1.0193076,0.86712855,0.9177123,1.2063982,1.1011544,1.1029365,0.8339909,0.98594433,1.0776551,1.0268283,0.97496724,1.221571,1.2289267,1.1662552,1.1054082,0.97237533,0.87949175,1.1951911,1.0562323,1.1298956,0.6979174,1.0807811,1.0520214,1.1508156,0.9857533,0.6199249,1.109133,1.0250286,0.90738964,0.96985054,0.9238474
carrot,0.8598976,1.2668092,0.9756871,1.1960618,1.1011875,0.8667172,1.045016,1.0410001,1.0496148,1.3243986,1.0266505,0.8401705,0.89632255,1.2022977,0.8688261,1.152287,1.1053787,0.97748107,1.1079706,1.1378949,1.0375538,1.1325284,1.1054125,0.0,1.1191487,0.92850137,0.82306004,0.97465974,0.9237758,0.95199835,1.3014276,0.99820125,1.1461047,0.85610104,0.8613422,1.0050366,1.1183155,0.92965364,1.1756917,0.8604651,1.0674522,1.1939495,0.8390844,0.91787475,0.9585758,0.8884006,0.98988163,0.90245306,0.999418,0.8565987,0.86345124,0.77950215,0.6731004,1.0906366,1.034537,0.84073186,0.93146616,1.0289389,0.9212167,1.293325,0.7495983,1.2077582,1.2336458,1.2224102,1.2437724,1.1635978,0.78784794,0.93664706,1.1013929,0.9688469,1.1351557,0.92641985,1.0086454,0.9162668,1.139768,1.1062019,0.91487145,0.88997984,0.8164218,1.0854369,0.9303377,0.9516686,0.8645611,0.8548741,0.886825,0.9832648,1.0411241,1.0487725,1.1513616,1.1953532,0.95109516,1.0914569,0.966077,1.1394405,0.98806316,1.0704088,0.8336921,1.0306681,1.2218747,0.98110825,0.97014385,1.0793159,1.0892069,1.0793811
cat,0.89895654,1.3080351,0.720979,1.3384497,1.3190131,0.88355774,1.0797566,0.4880306,0.6385437,1.0979056,0.65368444,0.8644075,0.6336631,1.3148775,1.1028208,1.3413353,1.175245,0.95076483,1.3190367,1.2341491,1.1619486,1.2445654,1.1726472,1.1191487,0.0,0.95533895,1.100471,0.9639637,0.63000035,0.9728783,1.3733469,0.7802894,1.4605753,0.84756833,1.0655347,0.78217775,0.7718349,1.172076,1.318787,1.2463901,1.0520079,1.2417221,1.0979207,1.1697931,1.1381724,0.76222074,1.2316693,1.0442743,0.6883703,1.2746149,1.1953852,0.96800107,1.0370765,1.1280007,0.610216,0.7205927,0.6164153,1.0026524,0.8979525,1.19316,0.8681512,1.3800572,1.2399303,1.2059891,1.300729,1.1643765,0.72261286,0.54813164,0.9641699,1.1771729,1.4147354,0.8224152,1.1235411,0.8690115,1.1911556,0.952283,0.72769284,0.8289907,1.1530699,1.1963702,1.051009,1.0405157,0.90144,1.1506637,0.60280466,0.9211377,0.6573005,0.8614608,0.69405603,1.3386524,1.1598411,0.6357845,0.727001,1.3636041,1.3066179,1.0380688,0.91605437,1.2821958,1.4411914,0.88619804,0.7711363,1.139558,1.2885273,0.7958548
chair,1.0937262,1.244453,0.98950887,1.1512527,1.0661501,1.1944635,0.7561977,0.8699754,0.64430064,1.11736,0.6375966,1.0639479,0.9284299,1.0910828,1.1310489,1.0627968,0.9784482,1.0932052,1.0906934,0.8111521,1.2341945,0.8551834,1.0854478,0.92850137,0.95533895,0.0,0.8649075,1.0865105,0.6722144,1.1667982,1.199724,0.5713227,1.1122416,1.0519384,0.8644284,0.5558444,0.6655338,1.1134684,1.189342,1.1627495,1.2151158,1.097275,1.027186,1.1639428,1.0516826,1.1493762,1.1988765,0.8312624,1.0794787,1.2375963,1.1323369,0.8828135,1.1091038,0.9600457,0.9675247,1.0138408,0.9683784,0.8708941,0.6309383,0.957556,1.0601335,1.1810415,1.0760196,1.0152358,1.0236483,0.83486843,0.8771536,0.8970316,1.1376762,1.1366616,1.0588418,1.0739645,0.7679834,1.1693897,0.9237245,1.0335745,0.9223877,1.0816264,0.9137283,0.8488819,0.67783946,1.0276312,0.9698026,1.0162327,0.819427,0.9475891,0.9809207,0.9069431,1.0176339,1.1576496,1.0261062,1.1081747,1.0020809,1.139258,1.2004511,1.0808353,1.1110485,1.1485927,1.2319654,1.0660547,0.80714256,0.63536537,1.1634122,0.8318249
comb,0.8830245,1.2240577,1.0911092,1.2201567,1.1074185,0.7406361,0.7546536,1.0544405,0.9774168,1.2622106,0.97114044,0.8066227,0.9991989,1.1036357,0.8019675,1.1767641,0.94293565,0.86003506,1.2132378,1.0077647,1.0910954,1.1578535,1.0555729,0.82306004,1.100471,0.8649075,0.0,0.894531,0.8999958,0.7713813,1.2346764,0.84787834,1.2152339,0.99779207,0.8437393,0.9853073,1.0392737,0.9644433,1.1331266,1.1797812,1.0158604,1.033206,0.9513712,1.0019224,1.0431625,0.79863477,1.1627839,1.0338619,0.85975134,0.87210363,1.1537143,0.99378866,0.9347508,1.2327632,0.84154975,1.0377373,1.0674117,1.0943453,0.82648665,1.2060673,0.94492644,1.2627772,1.1806577,1.2657435,1.2276015,1.1085998,0.92096543,1.0705395,0.9214924,1.212643,1.0983301,0.9936064,1.1261665,0.6855347,1.0029851,0.86630386,0.9595558,1.1032002,0.83565646,0.9706507,0.8195952,1.0552362,0.9104333,0.8916053,0.95573527,1.0503718,1.1301335,0.9558295,0.9826621,1.2867959,1.145648,1.0440276,0.86750513,1.0908655,1.223918,0.96951133,0.8164123,1.2258928,1.1011407,0.7663065,0.95568466,1.0368711,1.3060267,0.9773085
cookie,0.83725363,1.3179798,0.8187628,1.309088,1.1991935,0.78832483,0.9104887,1.0498657,0.7317178,1.309809,1.0698639,0.7640463,0.7595993,1.1351542,0.48538214,1.2791302,1.1657126,0.63142234,1.2218093,1.2760143,1.0731237,1.2652075,1.0130813,0.97465974,0.9639637,1.0865105,0.894531,0.0,0.8255334,0.5307174,1.30056,0.76243544,1.3452729,0.94267035,0.8444588,1.0551586,1.0915693,1.1396174,1.2567792,1.1290033,1.1212671,1.1744289,0.9749993,1.0147872,1.0460345,0.72971666,1.170418,0.9622628,0.9090813,0.85920995,1.280005,1.0893443,0.963643,1.3308451,0.964027,0.777832,0.9895484,1.1934302,0.81664234,1.2544966,0.7984861,1.3588693,1.2409202,1.261219,1.2061896,1.2305882,0.76042396,0.95884,0.6867602,1.2231593,1.2999723,0.9551003,1.1228977,0.5962804,1.1742169,0.9253833,0.87653434,0.9564518,0.84218395,1.1455209,1.049453,1.0335915,0.8622061,0.92333925,0.9845161,0.9067043,1.1199396,0.96820396,0.98891073,1.3424295,1.1748073,0.904982,0.6602665,1.1781883,1.2188693,1.0348711,0.68981695,1.0762844,1.1858392,0.64898926,0.9974921,1.2565715,1.3009214,1.0493953
couch,0.9009236,1.4717048,0.7254039,1.3951609,1.3341957,0.9594186,0.92430604,0.63336116,0.34708136,1.3734891,0.836885,0.73178613,0.42148435,1.2945797,0.9036204,1.3192657,1.1067163,0.7099303,1.4721427,1.2048627,1.3249168,1.3338888,1.0728147,0.9237758,0.63000035,0.6722144,0.8999958,0.8255334,0.0,0.9911856,1.5676622,0.5727262,1.4788475,0.8331331,0.8744056,0.66545326,0.8823058,1.2981409,1.3082078,1.245653,1.3002245,1.3201245,1.0609483,1.0902936,1.2924685,0.73011297,1.2802765,0.9593111,0.76614577,1.2314315,1.2122132,1.0275437,1.06765,1.3360829,0.67424405,0.5890332,0.5326992,1.1998885,0.56687105,1.3314352,0.7077374,1.5075392,1.2770286,1.4675103,1.3517282,1.193124,0.42872524,0.49557745,0.9614644,1.4295461,1.4607038,0.77846503,1.02443,0.87852556,1.2713298,1.0333767,0.75377786,0.87799835,0.91844964,1.1043153,0.8247365,1.2496033,0.7483069,1.1620643,0.56571335,0.8378444,0.89355564,0.9789775,0.89641315,1.5235932,1.2243255,0.93724406,0.57776845,1.409301,1.4566302,1.1023242,0.84539056,1.2611147,1.4032991,0.6896101,0.5396869,1.1667657,1.4103184,0.9005172
cracker,0.7071693,1.2015514,0.9264297,1.1939449,1.080173,0.58922696,0.9912222,0.985857,0.91363144,1.2728149,1.1400017,0.9147082,0.9480027,1.049721,0.423056,1.1920435,1.0360854,0.6208648,1.2885244,1.2799927,0.9108669,1.2470657,1.0582136,0.95199835,0.9728783,1.1667982,0.7713813,0.5307174,0.9911856,0.0,1.2007475,0.8917323,1.2342622,0.8362949,0.8966674,1.0988965,1.1126314,1.1166654,1.1401505,1.0986077,0.989212,1.0520234,0.9314778,0.93893015,0.92427856,0.62680155,1.1750222,1.133737,0.8778461,0.71619093,1.2376077,1.1170144,0.88932306,1.3868126,0.9247009,0.9440123,1.0883315,1.2874429,0.97188044,1.2442138,0.9500294,1.3336275,1.1867865,1.2104338,1.1718211,1.2677976,1.006156,1.1180781,0.6817775,1.2096174,1.0920885,0.91925496,1.2816916,0.37375307,1.1178054,0.85835254,1.0928905,1.0503392,0.8297167,1.0940293,1.0506463,1.1512868,0.9248425,0.8222107,1.0826302,1.0293964,1.2196367,0.9725843,0.93030214,1.2853053,1.0513253,0.9403378,0.6525172,1.0624882,1.197217,1.0329019,0.6879065,1.0743799,0.9900067,0.5510892,1.0693542,1.2025431,1.2814612,1.108228
crayon,1.2625482,0.26048994,1.4320123,0.50226307,0.697252,1.228093,1.2055618,1.4359736,1.4974884,0.20739806,1.261567,1.4193764,1.5188694,0.619073,1.3476406,0.46120673,0.83855283,1.4194608,0.46330988,0.60282063,0.70863986,0.6364928,0.88216054,1.3014276,1.3733469,1.199724,1.2346764,1.30056,1.5676622,1.2007475,0.0,1.4694489,0.2875079,1.2605531,1.3275484,1.2994517,0.9895608,0.7636332,0.60857755,0.76701534,0.77821934,0.6570751,1.108169,0.82563627,0.7163894,1.3743787,0.62116516,1.1365283,1.2811857,0.99279416,0.75897205,1.1258059,1.2655948,0.56270456,1.3665876,1.5228283,1.396885,0.63937473,1.4166534,0.42536384,1.5364532,0.23024058,0.48011482,0.39506102,0.3919558,0.70103395,1.5941088,1.4491274,1.1942503,0.5434891,0.26385272,1.3377861,0.7389207,1.2804773,0.61806387,1.2594025,1.3648458,1.3279881,1.2359349,0.8912831,1.2198677,0.8881273,1.419622,0.9392793,1.5306213,1.1514257,1.1067392,1.0127832,1.1613896,0.12941849,0.69948816,1.2020073,1.5261364,0.47277308,0.5579523,0.7577468,1.3387673,0.66590375,0.3769034,1.4770702,1.297697,0.81710786,0.367792,1.151598
crib,1.0121523,1.4201802,0.8656604,1.4159877,1.267844,0.9498321,0.52107847,0.6919664,0.14442778,1.366344,0.64511156,0.9448947,0.7778367,1.2602704,0.8376532,1.2781587,1.1121501,0.6763942,1.2875085,0.983943,1.2905682,1.0990833,1.1033614,0.99820125,0.7802894,0.5713227,0.84787834,0.76243544,0.5727262,0.8917323,1.4694489,0.0,1.3945788,0.9821874,0.76724136,0.62167764,0.66685486,1.2215137,1.3320096,1.324339,1.2676657,1.2015747,1.1365379,1.1689415,1.2196943,0.7907435,1.2607251,0.9914026,0.8809131,1.1313444,1.2239945,0.9906816,1.0741947,1.3059628,0.7786323,0.8624208,0.9173212,1.127232,0.42627567,1.1539215,0.9619902,1.469631,1.3405476,1.285763,1.17467,0.9708512,0.69881254,0.79880226,0.86611027,1.3583802,1.3223455,0.9182732,1.032998,0.85016906,1.0654579,0.9152872,0.87523824,0.9638015,0.9046027,0.8467064,0.64817154,1.1107571,0.9484722,1.145764,0.7678108,1.0633736,0.9682441,0.906651,0.9167868,1.4752674,1.1546025,0.9233807,0.71067774,1.3095853,1.3971202,1.0948308,0.92681235,1.4126132,1.3627806,0.70176876,0.81948435,0.9631375,1.4244286,0.7015077
cup,1.3376143,0.34533507,1.3815532,0.4226153,0.6918327,1.2946028,1.0980201,1.3792796,1.467098,0.41352153,1.2412905,1.3471167,1.5548416,0.6718224,1.346391,0.25931495,0.6216802,1.3494596,0.54554677,0.5645836,0.70853436,0.55645496,0.8950066,1.1461047,1.4605753,1.1122416,1.2152339,1.3452729,1.4788475,1.2342622,0.2875079,1.3945788,0.0,1.2817593,1.2477684,1.1375165,1.05737,0.903533,0.50459296,0.9098394,0.9261697,0.63520074,1.1382598,0.94688815,0.8883455,1.2761055,0.7020612,1.0955554,1.300673,1.0787551,0.77672595,1.0173328,1.2297199,0.5599463,1.3630687,1.451566,1.439856,0.8502978,1.2987479,0.35972834,1.5063269,0.20749807,0.49389392,0.4124552,0.35501438,0.5757929,1.5375872,1.4680278,1.2709694,0.77035624,0.3934331,1.2610071,0.7831149,1.28442,0.6950634,1.1439873,1.3477566,1.2138053,1.1798933,0.7660396,1.0618539,0.9944874,1.356529,1.063466,1.4406568,1.1961417,1.1009313,1.1189324,1.099152,0.27676463,0.903895,1.201661,1.4400976,0.52491343,0.6274546,1.0092373,1.3840631,0.6825489,0.41000628,1.4120517,1.2412442,0.66402984,0.50264543,1.0800697
dog,0.36982417,1.2569997,0.92214197,1.2165316,1.1646123,0.84742415,1.094377,0.9207139,0.9373392,1.1984582,1.0375698,0.95299006,0.8728457,1.0316526,0.8449545,1.1834371,1.2179093,0.95342183,1.1288645,1.2255777,1.1619308,1.2236419,0.9407305,0.85610104,0.84756833,1.0519384,0.99779207,0.94267035,0.8331331,0.8362949,1.2605531,0.9821874,1.2817593,0.0,0.6353868,1.0810664,1.1264468,0.8825271,1.0661263,0.99635106,0.85572684,1.0171947,0.92876786,1.1483943,0.75893176,0.97774947,1.0423386,0.90594363,0.8500254,1.0503253,1.0115252,0.91885906,0.86729574,1.1703641,0.78219634,0.9249376,0.907947,1.2305404,1.0087371,1.2617105,0.8224233,1.2547877,1.3010978,1.2565522,1.2538731,1.1882066,0.8700514,0.8917247,1.0509815,1.0711383,1.1972163,0.82237864,1.0601509,0.94562125,0.99971133,0.86151576,0.9627769,0.9299044,1.0061842,1.0692238,1.0163604,1.0627824,0.85859036,1.0535125,0.87939787,0.9304582,0.96052384,1.1038437,0.7916541,1.1968218,0.9981066,0.9752739,0.8855061,1.0582101,1.1256294,1.0610621,0.91828406,1.1569189,1.1060798,0.96443576,0.97505826,1.1329192,1.1670241,1.0498875
doll,0.8136064,1.1934288,1.0489491,1.0981852,0.92716473,0.86937946,0.8879192,1.1478975,0.8601346,1.3206517,1.0861605,0.9248833,0.93139154,0.9867832,0.93852276,1.0543492,1.1742256,1.0037056,1.0997368,1.1104584,1.2020515,1.0498974,0.86550236,0.8613422,1.0655347,0.8644284,0.8437393,0.8444588,0.8744056,0.8966674,1.3275484,0.76724136,1.2477684,0.6353868,0.0,1.0236412,1.0559542,0.7939869,1.1288189,1.1847618,0.91234446,0.97335076,0.8659885,1.2014599,0.8834607,1.0480111,1.2477643,0.5561056,0.8478726,1.0284069,1.0913379,0.94079405,0.97167957,1.0387104,0.95514363,0.9703699,1.0701245,1.275029,0.8632904,1.1716683,0.7691369,1.208223,1.2631108,1.162529,1.1601884,1.0542941,0.7208674,0.9686079,1.1623293,1.2746829,1.2597792,0.74573267,0.8161041,0.8884306,0.9969641,1.033692,1.1174024,0.84917134,0.7624715,0.9220751,0.8087886,0.956934,0.7835252,1.0810688,0.9464826,1.023803,1.0169412,0.91576564,1.2403531,1.2527798,1.0678018,1.0901021,1.0561638,0.99850756,1.0962502,1.1614974,0.9719907,1.0201181,0.9692851,1.007995,1.0684015,0.8928962,1.3476121,1.11384
door,1.1391546,1.2303139,0.9206906,1.2193022,1.1615081,1.1208469,0.9140739,0.58300996,0.656623,1.1197478,0.6311763,0.9521543,0.89468867,1.2092972,1.164721,1.2037752,1.0209175,1.0503948,1.2231617,0.9830951,1.2274517,0.76246226,1.0729945,1.0050366,0.78217775,0.5558444,0.9853073,1.0551586,0.66545326,1.0988965,1.2994517,0.62167764,1.1375165,1.0810664,1.0236412,0.0,0.595475,1.2389157,1.2171535,1.2032222,1.2843482,1.1535691,1.0819802,1.185318,1.1629361,1.0329746,1.1344428,1.1058328,1.0627595,1.24613,1.0330707,0.9850407,1.044382,1.0486218,0.8777825,0.9367801,0.92393404,1.0412976,0.6783689,0.87526935,1.0587217,1.2335763,1.0676466,1.054084,1.0092083,0.76827425,0.83743393,0.84768766,1.0824856,1.299486,1.2338206,1.0291145,1.0134857,1.0979122,0.9613939,1.0985578,0.8722025,1.0138539,1.0316108,0.8293425,0.6242593,1.0588661,0.9650571,1.2044668,0.7110073,1.0843072,0.91245407,0.93638563,0.87237036,1.2757359,1.0708659,0.9788218,0.9658754,1.3343303,1.2252058,1.120458,1.102811,1.2045488,1.359849,1.0256245,0.5427124,0.5920731,1.2366025,0.50548047
drawer,1.0493504,1.0789175,1.1652863,1.1575962,1.073864,1.1879123,0.8251842,0.78116375,0.77418184,0.8318118,0.5188577,1.1350212,1.0948771,0.98029035,1.130426,1.1154108,0.96822184,1.0335364,1.0906179,0.7841129,1.1581575,0.6924452,1.0379561,1.1183155,0.7718349,0.6655338,1.0392737,1.0915693,0.8823058,1.1126314,0.9895608,0.66685486,1.05737,1.1264468,1.0559542,0.595475,0.0,1.2011554,1.2251087,1.2454431,1.0748099,1.0433428,1.2710142,1.1729405,0.8689135,1.0702506,1.1231886,1.1656417,0.9754917,1.3007426,1.1062405,0.95976317,1.2827661,0.8432523,0.9693973,1.1619706,1.0949954,0.78140616,0.8327794,0.7019933,1.278595,1.1582671,0.8346694,0.83681834,0.76459175,0.6958671,1.1450026,1.0431554,0.8738908,1.1741831,0.9887304,1.1144844,0.743953,1.0897592,0.8855757,0.8973855,0.9908622,1.1023605,0.99708766,0.69927835,0.7735455,1.0257661,1.127989,1.0797437,1.0316582,1.1719527,1.0101216,0.95374024,0.73136485,1.0205523,0.9258922,0.99908805,1.0039299,1.0830982,1.2861779,0.9926314,1.1374831,1.1006318,1.1743721,0.9913343,0.9181637,0.750595,1.1806481,0.64748037
dress,0.95636564,0.9572759,1.1417673,1.0424393,0.98669696,0.94745386,1.1715256,1.2113314,1.3412592,0.9486038,1.053265,0.9666763,1.2251309,1.0399563,1.1343902,0.992916,1.1510844,1.2468224,0.58784354,0.9555617,0.95603526,1.0853232,1.0799572,0.92965364,1.172076,1.1134684,0.9644433,1.1396174,1.2981409,1.1166654,0.7636332,1.2215137,0.903533,0.8825271,0.7939869,1.2389157,1.2011554,0.0,1.0125912,0.55815566,0.783072,1.0970012,0.8877073,0.9282999,0.90662146,1.169972,0.71396255,0.9059945,1.2233295,0.8550068,0.7212753,0.97132343,0.77683204,0.913857,1.0724434,1.2122562,0.9942095,0.7279438,1.120494,1.1695868,0.94334316,0.7906196,1.0885295,1.0970678,1.1120815,0.9804274,1.0475452,1.0332776,1.2008916,0.6196595,0.78765833,1.1215892,0.8184346,1.1823392,0.9796293,1.0754014,1.1150063,1.0802332,1.0099137,1.1205459,1.0099218,0.66160345,1.1729436,1.0292618,1.0477961,0.905761,0.87788343,0.96735036,1.2851459,0.72671866,0.5429026,1.0856537,1.34514,0.8554323,0.6126579,0.8306503,1.0570421,0.98315424,0.9441707,1.2698851,1.1950327,1.0697956,0.75959295,1.1969151
egg,1.1957666,0.32022315,1.2014805,0.26150137,0.32481492,1.1875979,1.1266761,1.1795126,1.2911181,0.67880416,1.366202,1.2283952,1.2889274,0.7390517,1.2419753,0.6162948,0.78912693,1.2203273,0.796932,0.86684376,0.8730918,0.80211663,0.7984018,1.1756917,1.318787,1.189342,1.1331266,1.2567792,1.3082078,1.1401505,0.60857755,1.3320096,0.50459296,1.0661263,1.1288189,1.2171535,1.2251087,1.0125912,0.0,0.925661,0.8544989,0.6841123,1.0425103,0.9748856,0.90898323,1.2672138,0.87219524,1.098517,1.0903407,1.1540767,0.9085672,1.0711393,1.1695073,0.8140442,1.2244507,1.2640564,1.2584344,1.0211095,1.2515241,0.65856415,1.2491665,0.448799,0.8272259,0.6597994,0.6447121,0.86490077,1.3414278,1.2908752,1.227377,0.92204183,0.6695852,1.0813527,1.0394233,1.1457034,0.8843237,1.121069,1.2543061,1.0835223,1.1550198,0.9568798,1.1448454,1.0421842,1.2088474,1.096089,1.288521,1.1322936,1.1294394,1.1915293,1.0656983,0.58744055,0.95984596,1.136949,1.2471633,0.59869504,0.7920359,1.0795329,1.327649,0.8599818,0.36940062,1.2378756,1.1070606,0.9714974,0.68912125,1.2338296
finger,1.1020565,0.9482669,0.86562717,1.0358241,1.0293152,1.0802653,1.3601224,1.1257739,1.2826185,0.95748854,1.1410161,0.93374556,1.1646804,1.0574064,1.1096396,1.1157972,1.1221226,1.1900616,0.6341641,1.0639964,0.86866176,1.0893619,1.1475371,0.8604651,1.2463901,1.1627495,1.1797812,1.1290033,1.245653,1.0986077,0.76701534,1.324339,0.9098394,0.99635106,1.1847618,1.2032222,1.2454431,0.55815566,0.925661,0.0,1.067657,1.2476804,0.6112878,0.7822633,1.0768101,1.2142847,0.42617905,1.0847778,1.2321303,0.84411407,0.5465213,0.97640026,0.5010996,1.0032849,1.1721847,1.0459614,0.8482417,0.76662576,1.1400725,1.188988,0.9455232,0.7679366,1.1443925,1.0240846,1.1219374,1.0816404,1.1202444,0.9637254,1.1454357,0.3928702,0.69719553,1.1596406,1.0769147,1.252643,1.1366851,1.0670598,1.1350036,1.0529501,1.1794281,1.2441037,1.2324119,0.87575585,1.1914929,0.9072567,1.0287837,0.8893932,1.0030271,1.085303,1.2447417,0.70802104,0.47400206,1.0830896,1.173976,1.0025759,0.29650307,0.9803559,1.0247015,0.9388551,1.0566137,1.2274503,1.1356723,1.1803015,0.4095744,1.1435041
fish,0.7333422,0.79098773,1.2231276,0.8071345,0.7953078,0.92481375,1.1162144,1.2396612,1.3090335,0.80793035,1.1439304,1.235963,1.1796567,0.8233794,1.0879393,0.9018631,0.89912534,1.253487,0.8665169,0.9330252,0.88491106,0.9418709,0.92582244,1.0674522,1.0520079,1.2151158,1.0158604,1.1212671,1.3002245,0.989212,0.77821934,1.2676657,0.9261697,0.85572684,0.91234446,1.2843482,1.0748099,0.783072,0.8544989,1.067657,0.0,0.7040042,1.1204444,1.0320389,0.42682564,1.1919701,0.97288114,0.96356976,0.9299887,0.8988337,0.95509386,1.0278221,1.0336279,0.78321207,1.0432554,1.3355858,1.3199263,0.8589017,1.2382925,0.9132839,0.9345746,0.8289267,0.83014613,0.8557187,0.97757304,1.1078042,1.2150042,1.3443412,1.0403655,0.839265,0.8934246,0.70893264,0.82843214,1.0409126,0.8026475,0.9694044,1.1176277,0.68780625,1.051897,1.0138984,1.1172434,0.82093924,1.0455351,1.0082362,1.3211672,1.1353797,1.1981877,1.0841248,1.0570673,0.7783546,0.8319097,1.200157,1.3184037,0.69041187,0.9355828,0.79523385,1.0807136,0.70206046,0.7361287,1.2184865,1.1839242,1.0969079,0.96895295,1.1951016
flower,1.0287098,0.534043,1.3336871,0.56612337,0.6830828,0.96182203,0.9058526,1.3118392,1.2385192,0.7050475,1.3248323,1.3640213,1.3552285,0.58501303,1.1255128,0.48282903,0.7547657,1.1523242,0.8589528,0.8093211,0.83123755,0.7868439,0.69094074,1.1939495,1.2417221,1.097275,1.033206,1.1744289,1.3201245,1.0520234,0.6570751,1.2015747,0.63520074,1.0171947,0.97335076,1.1535691,1.0433428,1.0970012,0.6841123,1.2476804,0.7040042,0.0,1.1429775,1.0897872,0.72182584,1.0860869,1.0333589,0.9861334,0.975041,1.0371274,1.0580485,1.0438882,1.2884403,0.8055265,1.2169865,1.3232315,1.4250146,1.1552864,1.2284036,0.56878173,1.3641076,0.68648076,0.73563457,0.7236532,0.6130941,0.84164464,1.3738732,1.4340231,1.1504579,1.0831833,0.7617012,1.0918242,0.9590503,0.9518653,0.45456684,0.996062,1.2904472,1.1508923,1.1271724,0.7113803,0.9991402,1.0368023,1.099482,0.9622063,1.3547142,1.2815368,1.219864,1.123386,1.075316,0.75851023,1.1917791,1.0986357,1.2418734,0.5554672,1.0717045,1.0863541,1.226755,0.9202717,0.41801947,1.1602821,1.0210754,0.7919571,0.92653936,1.0556597
foot,0.9800685,1.1250392,0.9088427,1.0828112,1.0620836,0.93615365,1.1163684,1.1243973,1.0740286,1.1899447,1.2013464,0.99661607,0.9760885,1.0715047,0.9773077,1.1624246,1.1539133,1.0237825,1.0489377,1.1183616,1.065362,1.161669,1.0400177,0.8390844,1.0979207,1.027186,0.9513712,0.9749993,1.0609483,0.9314778,1.108169,1.1365379,1.1382598,0.92876786,0.8659885,1.0819802,1.2710142,0.8877073,1.0425103,0.6112878,1.1204444,1.1429775,0.0,1.0283203,1.1044635,1.0797026,0.8589393,0.81812185,0.9853586,0.90079594,0.8648622,0.93556035,0.57608604,1.2099063,1.0706269,0.925635,0.88973874,1.1267912,1.0636113,1.2212948,0.7901807,1.0422387,1.2211422,1.130179,1.1623738,1.2085972,0.9651856,0.93368834,1.0983653,0.88039166,1.0043248,0.9574174,1.2276994,1.0008842,1.1619107,1.1295925,1.1142211,0.96557593,1.0463396,1.1871517,1.0818311,0.91840184,0.9134863,0.89410794,0.9982102,0.8374873,1.0311605,1.0098727,1.2251377,1.0666147,0.88383394,1.1232556,0.96645427,1.0848502,0.50578433,1.1146173,0.86524415,0.8909908,1.0913522,1.0366281,1.0821896,1.0954653,0.8714556,1.137741
fork,1.0275309,0.957576,0.9295226,1.047547,0.9591943,0.91899437,1.1173494,0.9849388,1.1730053,0.97522855,1.0926905,0.96437705,1.0337937,1.0907105,0.9101921,1.0620556,0.98416644,0.95101964,0.95437044,1.1118132,0.997916,1.1842597,1.1908007,0.91787475,1.1697931,1.1639428,1.0019224,1.0147872,1.0902936,0.93893015,0.82563627,1.1689415,0.94688815,1.1483943,1.2014599,1.185318,1.1729405,0.9282999,0.9748856,0.7822633,1.0320389,1.0897872,1.0283203,0.0,1.0971308,0.9333563,0.95611465,1.1118735,1.1002395,0.6891733,1.0076615,0.9354814,0.7824223,1.1811469,1.0199612,0.89487445,0.8830988,0.81040716,1.0341455,1.1422085,0.88161445,1.0140789,1.0360317,1.0587528,1.0193139,1.0901053,0.985706,0.9357495,0.924104,0.7159617,0.83113384,1.0916653,1.0440736,1.1312189,1.103638,0.9892776,0.986203,1.0949275,0.83660436,1.1934987,1.1734321,1.0489558,1.0762535,0.7920536,0.98777056,0.8113867,1.0599691,0.97412163,1.1122086,0.9646943,0.85219586,1.0350596,1.0476507,1.0360576,0.8670001,0.8076162,0.7277191,0.9766913,1.0474113,0.94691455,1.0975709,1.206361,0.93376946,1.2181015
