,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
rock,0.9011148,1.3442334,1.341674,0.74122906,1.0467472,1.1361533,1.1912163,0.9993684,1.1082278,0.84535503,0.5785136,0.49482822,1.2428377,0.79587305,0.81176805,1.1507229,0.6866507,0.5151774,0.90152144,1.2980084,1.3209273,0.7651395,1.2303511,1.2412918,1.1863042,1.1406958,1.4227574,1.141688,1.2232938,0.731838,1.1404306,1.1365829,1.3196712,1.023307,1.0335426,1.1966124,0.90112525,1.1490706,1.043486,0.7479553,1.0955133,1.3266044,0.71170425,1.3545516,0.79949856,0.87920856,0.88636094,1.1371477,0.99795324,1.1612974,0.7276115,1.2276177,1.3226063,1.3056793,0.7327264,1.2197753,0.9268,1.280653,0.8884853,1.287085,1.1077386,1.2831197,1.1692116,1.0483533,0.89593697,1.3000485,1.3525498,0.5279664,1.0528733,0.8714483,1.0923362,0.94257706,1.3669391,0.84170496,0.87954414,0.74285287,0.7369445,1.020753,0.7416731,1.013921,0.888928,1.3770803,1.1625972,0.9290238,0.9743775,1.1098301,1.1810838,1.3028979,1.450635,1.3121371,1.2105985,1.2489519,1.1667819,0.4140911,0.80347526,0.846194,0.8002509,1.3162832,1.3270389,1.2641207,1.1440957,1.3396904,1.0543959,1.1142381,1.1554989,0.93310195,1.384538,1.3077929,1.1972942,1.1577642,0.0,1.2307484,0.88620806,1.015345,0.7455627,1.1943558,1.0581474,0.9713137,0.67199636,0.9865052,0.5817414,1.4128604,0.47797477,1.3482776,0.68583614,1.111141,0.7384541,1.0239835,0.6376065,0.75077266,0.72921234,0.488707,1.2034004,1.0446281,1.3705499,1.2016891,0.9113215,1.303513,1.0398206,0.87058043,0.8346075,1.0019294,0.8415014,1.3128167,1.3401997,0.78641766,0.29250133
rooster,0.9589913,0.9486657,0.9262999,1.1826419,1.0656128,0.95408744,0.9891881,1.1476403,0.9453424,1.2305502,1.0392277,1.1808308,0.91445124,1.0123764,0.9219578,0.5063305,1.072766,1.2795322,1.0987278,0.89665616,0.96460825,1.1897901,0.9125589,0.9363837,0.92751575,0.74864995,0.86712945,0.87087655,1.0772158,1.0255656,0.94880736,1.0156687,0.916477,1.1204123,1.0277332,0.90838957,1.1539764,0.9481592,1.10242,1.0906969,1.0146413,0.9064127,1.1058028,0.8934758,0.96552074,1.2320874,0.8991156,0.7711328,1.1750683,1.0320317,1.2572784,0.7529096,0.8223742,1.008461,1.0973295,0.9992516,1.2318451,1.0695348,1.0684472,0.6619766,0.8642935,0.98174137,1.026758,0.8203398,1.2648673,1.0324218,0.82520974,1.016654,1.1323035,1.1857674,0.994226,1.2350292,0.8842358,1.0335596,0.7828034,1.050736,1.0580792,1.0930883,1.1367784,1.0481561,1.1379104,0.8400203,0.9372815,1.0858277,0.8252051,1.1970031,0.9317744,0.98804307,0.58521783,0.8616704,1.1141555,1.0248176,0.9619518,1.0820029,0.99992037,1.1049337,1.0686399,0.9270562,0.975415,0.88741493,1.0158715,0.8156173,1.1411384,0.8273316,1.1621056,0.79633826,0.8305058,0.85054827,0.9857625,0.9434065,1.2307484,0.0,1.1730763,0.9119532,1.2177454,0.6525457,1.0073787,1.0080696,1.1497515,1.2119997,1.160448,0.84826887,1.1357147,0.9037225,1.2618848,1.0207298,0.978571,1.0877359,1.1691086,1.2240059,1.0188049,1.21746,0.89741933,0.95857793,0.9787624,0.9064167,1.1870996,0.66423947,1.0226961,1.1880642,0.996653,0.81889606,1.0337962,0.891431,0.9549723,1.1808943,1.1209888
scarf,0.94679147,0.9258203,1.1740222,0.87132573,0.9502708,1.1194148,1.1893437,0.96390355,1.0619494,1.0147779,0.8999615,0.6957246,1.2087629,0.97438663,0.9292718,1.2350479,0.69312364,0.8693744,1.0830513,1.1847471,1.3493283,0.9582601,1.2797725,1.072827,1.1880028,1.0772923,1.1902932,1.1943258,0.982614,0.97565526,0.95342135,1.1180441,1.184788,1.0541967,0.7902755,1.1155179,0.9531872,1.2297779,0.98176837,0.6767851,1.1452183,1.1684748,0.8301139,1.2611908,0.99602646,0.9425412,1.0161505,0.9686922,0.9285907,1.1741973,0.69195515,1.1333281,1.1269621,1.0780216,0.6689458,1.09369,0.8062968,0.96513647,0.9552253,1.1336763,1.0741756,0.9766354,1.0257083,1.1389803,1.0271353,1.0745332,1.0669024,0.96121484,1.086848,0.8135876,1.1693943,0.8747753,0.991984,0.9288464,0.91362077,0.9221718,0.6553663,1.066499,0.5115373,1.0388676,0.83578265,1.2304834,0.9992998,0.8791992,1.0111814,0.7822567,1.2664406,1.1254295,1.154027,0.96653724,0.9645433,1.1948771,1.0539078,0.8748356,0.61877835,0.5365232,0.9607631,1.1610733,1.1476549,1.0931289,1.0355407,0.97360504,1.0248493,1.1080221,1.242573,1.0217243,1.1481385,0.9547898,1.1868392,1.0673229,0.88620806,1.1730763,0.0,1.1518185,0.5746967,1.1405396,0.7760424,1.030735,0.9570628,1.155981,0.8521426,1.114247,0.9894131,1.180715,0.8766763,1.0774393,1.0341735,1.0547094,0.8024628,0.53722894,1.0288639,0.92582,1.2245474,1.1503171,0.9654098,1.1286108,0.93267447,1.062363,1.1456088,1.074385,0.9560746,1.2280868,0.96658844,1.1200411,1.107201,0.9727878,0.90779316
scissors,0.8865641,1.0893127,1.1076623,0.9638819,0.9548385,1.005055,0.82761234,0.62383574,0.9015208,0.8294217,1.1539727,1.2152572,1.0121568,0.9727006,0.8899253,0.8997879,1.1495576,1.0616468,0.8120996,1.0240065,0.8642168,0.933938,1.023819,0.8101095,0.82960343,0.6452184,0.9097851,1.0187966,1.0406387,1.2128001,1.0298439,1.0989698,0.8961509,1.0428166,1.220232,1.0555726,0.795817,0.9947563,0.8243345,1.2995766,0.97837216,0.75363743,1.0437771,0.88548124,1.1123502,0.96283364,1.1329304,0.932831,1.0382497,0.7059244,1.1619618,1.077468,1.0898025,1.0545744,1.2022889,1.1294233,1.2645996,1.139394,1.027379,0.9196714,0.95443666,1.1266514,0.69028735,0.78279984,0.9038518,1.1161342,1.0291804,1.1515725,0.8274486,1.2250413,0.92503744,1.1278297,1.1867006,1.0330709,1.1595228,0.7535901,1.2198948,0.9406154,1.2335542,0.5193289,1.0486673,0.6821723,1.0211005,0.9239038,1.0128317,1.1439096,1.0288434,1.1254443,0.832888,0.9694517,1.2750525,1.0953964,0.97418225,1.1216211,1.2012393,1.276596,0.9191351,0.6221952,0.7944608,1.0815248,0.9784954,0.9481104,1.0319961,0.8593951,0.95577437,1.0710555,1.0705649,1.0379109,0.8809892,0.8344467,1.015345,0.9119532,1.1518185,0.0,1.2706072,0.89595425,1.2415714,0.791375,1.1489114,0.77468574,1.024583,1.0389006,1.1688849,1.0234418,0.9716407,0.44789577,1.0208889,0.94439197,1.2061789,1.2985399,0.97440094,0.9764185,0.8783844,1.0024571,1.2067411,0.9138958,0.45345533,0.8144295,0.67734975,0.81046164,1.0298036,0.9530993,1.0712041,0.68083423,1.1136888,1.134713,1.0872048
shirt,0.97646344,1.0145786,1.4654777,0.7882595,0.74493164,1.4199679,1.4480066,1.0004328,1.1013019,0.7693916,0.81180215,0.55271715,1.3594141,0.8675626,0.8322827,1.2774615,0.6716074,0.790753,1.1478709,1.3760054,1.4712533,0.8764624,1.2776258,1.1620288,1.26453,1.2000128,1.3983254,1.2464024,1.1101685,0.74345505,0.85744447,1.0501237,1.4054848,0.76773286,0.63697785,1.1960862,0.82792044,1.1257902,1.015512,0.43065143,1.0629288,1.50552,0.7163547,1.4402833,0.8987887,0.85572565,0.9061575,1.0227547,0.6350846,1.1569262,0.43743694,1.0850192,1.2104806,1.3441124,0.61844766,1.1464694,0.61588717,1.0590227,0.90893626,1.44536,1.1692206,0.9766213,1.1861768,1.3067806,0.88013667,1.1876991,1.2267644,0.81400406,1.2390162,0.53767693,1.1507788,0.7012389,1.2615461,0.9739555,0.942045,0.94175804,0.45285308,0.9198714,0.24678063,1.1344895,0.77591836,1.3797507,0.85440874,0.93015575,1.1302474,0.9196118,1.239223,1.4284127,1.3839892,1.0366261,1.084406,1.4091431,1.120944,0.8804989,0.47491747,0.3140186,0.892475,1.442477,1.4263382,1.2590518,0.9952493,1.1573792,0.98394066,1.0918497,1.1990991,0.98075867,1.3587424,1.2760639,1.215928,1.1036546,0.7455627,1.2177454,0.5746967,1.2706072,0.0,1.3057525,0.70149606,1.0348014,0.731899,0.94168997,0.8401693,1.4238117,0.73797584,1.41459,0.7809288,1.2172132,0.8227333,1.0939842,0.694147,0.16989976,0.969475,0.7070138,1.4727869,1.050615,1.2064887,1.2624388,1.0221602,1.3537935,1.4175017,1.1152893,0.8758626,1.1942081,0.9665354,1.3046315,1.3726056,0.6936198,0.76455414
shoe,1.0104249,0.7702279,0.8222627,1.2402837,1.1090716,0.7527628,0.7762071,1.2295523,0.90175956,1.3029495,1.0676327,1.3250016,0.7159362,1.0924128,0.9633674,0.684417,1.2024772,1.3305968,1.1361904,0.82898784,0.80736697,1.2401216,0.87802833,1.0298136,0.7189761,0.79862285,0.76212925,0.67385006,1.1201533,1.0501659,0.90854913,0.9945906,0.71067536,1.18466,1.1348755,0.7759092,1.1988724,0.98628217,1.1049557,1.2356585,1.1231644,0.8532968,1.2133765,0.72827697,1.103049,1.1396674,1.0419285,0.70587265,1.2426268,1.0081146,1.2843796,0.7424426,0.81397414,1.0023894,1.1481127,0.8691095,1.2690823,1.0572917,1.1718079,0.610865,0.81391203,0.8281767,0.90901464,0.7677834,1.2125198,0.9020295,0.5045416,1.2118508,1.0837854,1.240984,1.0235157,1.169903,0.7332024,1.1242086,0.9226342,1.1436014,1.1462742,0.981475,1.1987997,0.8865303,1.1654148,0.80929434,0.99922425,1.0744361,0.72676027,1.1903876,0.8832249,0.927261,0.583421,0.80395794,1.0415213,0.99316555,0.88531816,1.1436086,1.0565679,1.12912,1.1418345,0.84840375,0.85219824,0.9080932,1.0996132,0.72590184,1.2201194,0.8756492,1.1842077,0.92446256,0.6156472,0.57063365,0.8035409,0.9381124,1.1943558,0.6525457,1.1405396,0.89595425,1.3057525,0.0,0.9298038,1.018543,1.2328212,1.1701325,1.2526448,0.5825939,1.1822854,0.80924463,1.2617478,0.85130805,1.1311584,0.9979376,1.145271,1.3017497,1.1806318,1.3725764,0.782079,1.0620168,0.84721226,0.89298534,1.1737847,0.6058982,0.89585125,1.1713955,1.1530712,0.85172087,1.1073354,0.7995952,0.7689403,1.3176858,1.0646765
shorts,1.087243,0.5877727,1.0536577,1.0054867,0.8004871,1.1861336,1.2494813,1.0903786,1.2627134,0.9411018,0.78045577,1.0005629,0.9569903,1.0275342,1.0468448,1.2277622,0.9777525,1.1684146,1.1951551,1.1317387,1.2331477,1.1409833,1.1657722,0.89246553,1.269679,1.0985715,1.0314103,1.2446812,0.8142279,0.78262556,1.0002655,1.0889534,0.995528,1.1073966,0.50309175,1.0838279,1.0201457,1.2271963,1.0067618,0.715766,1.2047447,1.0440058,1.1567867,1.2362865,1.0906695,1.1701645,1.2002707,1.1008438,1.0334605,1.113254,0.8518105,0.73962647,0.634719,0.8830617,0.83021235,0.748219,0.9114959,0.6960432,1.1718898,1.0493486,1.2453701,0.5191244,0.8363964,1.2368863,1.1606859,0.65976214,0.70768774,1.1602873,1.091261,0.8407576,1.0779179,0.76850075,0.66347545,1.1833761,1.1116003,1.239928,0.6018517,1.1279911,0.58652055,0.88772595,1.1078336,1.1153144,0.72913945,0.91466784,1.0819474,0.6002442,1.249187,0.9331077,1.0153984,0.60988754,0.6663109,0.9752556,1.192834,0.9537498,0.52790785,0.50105184,1.0624697,1.0353134,0.97440046,0.9429864,0.7627465,0.69518507,0.991306,1.2174493,1.2835467,1.2248256,1.0520099,0.77998084,1.0804101,1.1603688,1.0581474,1.0073787,0.7760424,1.2415714,0.70149606,0.9298038,0.0,1.3789034,1.0311381,1.0746837,1.1751558,0.73893404,1.0423124,0.9886219,0.96594274,1.128475,1.2178847,1.0153426,1.121417,0.8067854,1.2965856,1.1239238,1.1237142,1.049611,0.6416899,0.8332591,1.0721638,1.0667541,1.3784337,1.2551166,1.2424294,1.3172174,1.1578361,1.0828366,0.7754457,1.121537,0.89823866
shovel,0.9997855,1.2700455,1.2677238,0.8742132,1.132306,1.077733,0.9560522,0.8993949,0.64627856,0.79952645,1.189047,0.8096192,1.2635765,0.80434793,0.9207566,0.9407211,0.9039528,0.73700833,0.92934084,1.1367427,1.0378742,0.79693246,1.0774702,0.8838971,0.91620994,0.9652749,1.1884052,0.9308414,1.3507034,1.2484119,0.7636951,0.9154013,1.211019,0.85184574,1.2812759,1.0125215,0.9543665,0.970063,1.0769858,0.99711674,0.97366613,1.2736565,0.6836196,1.0700301,0.9006878,0.72625935,0.8636378,0.8913411,0.88352,0.8316146,0.92106676,1.2178385,1.3605738,1.323009,1.0468249,1.2693679,0.96469754,1.3130131,0.9147686,1.2560716,0.85086215,1.3334632,1.1162776,1.0498022,0.7931175,1.3269368,1.264687,0.860757,1.2489108,1.0143294,1.1445372,1.0464878,1.3309008,0.85944456,0.97046554,0.4507801,1.1276004,0.6736875,1.0846531,1.0249202,0.6455258,0.92695785,1.0842848,1.0237902,0.85244226,1.2304457,0.9849338,1.3452303,1.1745912,1.1097491,1.3343072,1.3304065,0.8304453,1.1461821,1.1904526,1.14182,0.90065503,1.1304412,1.1466998,1.2241548,1.1678536,1.3276482,1.152001,0.8584938,0.9027425,0.8540821,1.0477787,1.0825132,0.8912047,0.63605386,0.9713137,1.0080696,1.030735,0.791375,1.0348014,1.018543,1.3789034,0.0,0.85326445,0.7998307,0.66777647,1.3921963,1.0131034,1.3174964,0.8877499,0.8033372,0.6298919,1.0803028,0.7561464,1.004769,0.6475301,0.7021557,1.2155776,1.0293746,1.4031768,1.3026205,0.81676686,1.1741922,0.84534216,0.80336624,0.7497021,0.7579353,0.9338871,0.7112627,1.318996,0.8330858,1.1889852
shower,1.0038497,1.3287585,1.3292934,0.9171544,0.9875596,1.2933953,1.3190589,1.1062272,0.9043297,0.5597329,0.883283,0.53850955,1.2254268,0.7624533,1.019385,1.1363695,0.80726063,0.6011975,1.0218556,1.2025455,1.1979779,0.7972722,1.2062595,1.1724049,1.1968943,1.1691062,1.2565842,1.0838394,1.2782054,0.70637167,0.79352677,1.0915731,1.2425677,0.62870383,0.96924865,1.0253949,0.85279745,1.1122843,1.0835085,0.73681307,1.1252106,1.3527911,0.58561254,1.2354715,0.90031445,0.9084085,0.8822283,1.1835914,0.49667966,0.8170227,0.6896044,1.153717,1.282126,1.3614231,0.7940225,1.145092,0.89318967,1.267314,0.89090616,1.360709,1.0480809,1.3129928,1.1646353,1.2165195,0.8633221,1.2262175,1.423412,0.6562215,1.2813528,0.8148364,1.0536011,1.0289176,1.3609957,0.79009414,0.93475175,0.7832896,0.8076591,0.9848996,0.78170776,1.0010633,0.64720607,1.1197895,1.1144264,1.2175723,1.005376,1.1508827,1.1558394,1.3008612,1.3104348,1.3085513,1.2317393,1.356551,1.0044208,0.93613636,0.87517965,0.8322371,0.84808624,1.3033345,1.292711,1.2150602,1.1829735,1.3180506,1.0969353,1.0398284,1.1402647,0.94337696,1.2904115,1.3303835,1.0839727,0.88276595,0.67199636,1.1497515,0.9570628,1.1489114,0.731899,1.2328212,1.0311381,0.85326445,0.0,0.7350157,0.74532837,1.4015304,0.6248562,1.3172331,0.7733582,1.1562879,0.6961312,1.07789,0.7159579,0.7275518,0.7689909,0.6232646,1.2932589,0.99725455,1.3588254,1.2460961,1.0569234,1.2941575,1.2592733,1.0473598,0.8002945,1.0389949,0.77257144,1.0660849,1.2982099,0.42402917,0.8406571
sink,1.0042396,1.203078,1.2892066,0.9014737,0.8283734,1.2259185,1.0928684,0.80944383,0.7687201,0.16095519,1.1733333,0.81615746,1.087375,0.54163957,1.0786778,1.1225172,0.8846393,0.69660544,0.95874596,1.2326491,0.7253298,0.9018721,1.0990157,0.98698956,1.0101476,1.0976192,1.1015368,1.1030849,1.0878003,0.94590765,0.7504693,0.8812655,1.1029557,0.7167044,0.9654589,1.1535006,0.6959218,0.94509107,0.9827981,0.8760325,0.89960116,1.1028785,0.8020318,1.1007123,1.0009254,0.76973546,1.06264,1.1854632,0.678994,0.47443938,0.89940596,1.1864506,1.2280372,1.2392534,1.0520161,1.1267519,1.0728927,1.1702169,1.051848,1.2786638,1.1822894,1.1835374,0.8544051,1.1640501,0.7822917,1.2473438,1.2624122,1.0004265,1.0201137,1.0176727,0.8398844,1.0216564,1.3672842,1.0664536,1.2278411,0.6612043,1.0581248,0.71889496,0.9243707,0.6486409,0.842674,0.96848565,0.96779585,1.0141636,1.1651795,1.0750875,1.0821822,1.2775496,1.1151347,1.1861709,1.2159784,1.2526026,0.9297409,1.1699345,1.1314454,0.9109992,0.73611987,0.8929337,0.9689879,1.2012926,0.92025733,1.014695,0.8847884,1.0609398,0.64044476,1.1072575,1.2849114,1.340441,0.841782,0.7960418,0.9865052,1.2119997,1.155981,0.77468574,0.94168997,1.1701325,1.0746837,0.7998307,0.7350157,0.0,0.8975067,1.267693,0.9377661,1.1825451,0.7436868,0.6612807,0.9397504,0.9390524,0.9711118,0.98336136,1.010268,0.642403,1.0271313,1.0116475,1.3366243,1.2203983,0.7494768,1.0799258,1.0825514,0.8093346,1.0760357,1.1459506,1.067884,1.013707,1.3090851,0.8108106,1.1039814
slide,0.9057408,1.3031118,1.4070499,0.7227914,1.0440519,1.205657,1.1292613,0.8337079,0.89274144,0.7553314,0.87741876,0.4874494,1.3641999,0.5887841,0.8476958,1.168391,0.65617,0.25696528,0.8424866,1.3836281,1.3362365,0.66573536,1.2965521,1.0961088,1.1500274,1.0907366,1.4083223,1.0578309,1.2759976,1.0181463,0.79973567,1.1103349,1.4119896,0.9649859,1.1169007,1.284467,0.9249098,1.1586912,1.0511682,0.7573038,1.1199611,1.4130241,0.56240153,1.3894475,0.7358713,0.7540413,0.882694,1.0297077,0.9138759,1.1191459,0.77026725,1.2353244,1.3818537,1.319582,0.7101976,1.2791904,0.8432054,1.2788377,0.78315234,1.4015568,1.0725467,1.3182896,1.2022659,1.1637965,0.87784314,1.3781266,1.398849,0.46274984,1.1970866,0.87109095,1.2752903,0.94973046,1.4313278,0.7444434,0.84239733,0.5479793,0.78426063,0.986277,0.76593876,1.0259235,0.46311665,1.3778145,1.1121318,0.8509545,0.9014173,1.0586548,1.2241093,1.4155841,1.3889775,1.3322072,1.2725933,1.3290083,1.0356421,0.82876164,0.92327726,0.85066295,0.89385,1.3876832,1.3839177,1.3652844,1.1620376,1.3930097,1.1655517,1.09259,1.1335617,0.88664,1.290562,1.2906218,1.1318862,1.0016209,0.5817414,1.160448,0.8521426,1.024583,0.8401693,1.2526448,1.1751558,0.66777647,0.74532837,0.8975067,0.0,1.5134895,0.84043074,1.4405056,0.72770655,1.0178587,0.5086342,1.1230612,0.50000674,0.78939635,0.3057152,0.47790813,1.3274689,1.1747035,1.3751558,1.4144278,0.8124484,1.2896707,0.8549658,0.8287817,0.7128314,0.77523017,0.7821338,1.1916944,1.4525025,0.67469,0.9091181
slipper,1.189946,0.539476,0.24107659,1.3626686,1.0717402,0.48514056,0.70073104,1.2908556,1.2298359,1.3943019,1.1133312,1.6048822,0.24532735,1.3353894,1.2103271,0.8408407,1.4616446,1.5729859,1.0433577,0.30971348,0.43285197,1.4191602,0.9270966,0.89416206,0.805954,0.95692515,0.30027473,0.76632345,0.68798923,1.0269389,1.2231607,1.1395833,0.33211833,1.3956537,1.0178543,0.7585413,1.3196285,1.1391582,1.1136903,1.3944013,1.2194294,0.21020514,1.5857408,0.3868413,1.3363953,1.3887075,1.3458549,1.0159407,1.3615986,1.030487,1.3658731,0.65249294,0.3793469,0.4900025,1.2739952,0.65571034,1.2477813,0.64139676,1.2469184,0.27744418,0.9591816,0.5476444,0.6333802,0.83631986,1.2927656,0.33305538,0.44402814,1.3760262,0.81873065,1.2505183,1.0485067,1.1561949,0.21914577,1.2383057,1.1707518,1.4611092,1.2610785,1.2547326,1.3395268,0.8411963,1.4916201,0.57924056,1.0273342,1.1361995,0.944642,0.82359695,1.0243568,0.22667593,0.4337877,0.59983504,0.58518654,0.41750455,1.0609683,1.0840566,1.1353137,1.2588272,1.363159,0.4672516,0.3199082,0.38427675,0.9728606,0.48437476,1.1046375,1.1160878,0.9359871,1.2826355,0.56297624,0.41216815,0.83166647,1.2129204,1.4128604,0.84826887,1.114247,1.0389006,1.4238117,0.5825939,0.73893404,1.3921963,1.4015304,1.267693,1.5134895,0.0,1.3500699,0.27547216,1.3425503,1.0070485,1.4528502,1.0101057,1.4782509,1.410143,1.4030837,1.6327606,0.35764146,1.1380845,0.30371404,0.55788964,1.2026211,0.5095791,0.84944236,1.2114351,1.3447721,1.1275321,1.2357974,0.64781994,0.115128875,1.4562776,1.2016271
snow,0.9938433,1.2620586,1.2710078,1.036342,0.96271867,1.2333667,1.3458333,1.1980022,1.085173,0.7995461,0.76593983,0.5378952,1.1909678,0.7576204,0.9153862,1.098302,0.740015,0.7382047,1.0539937,1.1953992,1.2600477,0.97714144,1.2038634,1.2069795,1.274415,1.1290431,1.3099117,0.9288784,1.2685565,0.6478013,0.9485401,1.0297648,1.2280892,0.8760648,1.0477881,1.06073,0.8972106,1.1305863,1.0465379,0.71410716,1.0805584,1.3075964,0.75755316,1.3049831,0.8378229,0.9854905,0.905564,1.1605676,0.83639383,1.0526565,0.8175547,1.054607,1.2124897,1.2966423,0.6808069,1.0239388,0.8931073,1.1904167,0.88998896,1.2796187,1.0304008,1.2324532,1.1776938,1.24333,0.9810145,1.1853957,1.3300333,0.6036695,1.2074304,0.8092421,0.9563909,1.0407668,1.2750343,0.80679625,0.85579073,0.90367544,0.72493374,1.0871542,0.80633867,1.0850087,0.8692366,1.1408732,1.0790529,1.1810199,0.9226814,1.1451706,1.1738898,1.2303541,1.3089525,1.2130586,1.1016898,1.2523999,1.1464636,0.6886584,0.8570628,0.83908033,0.92307854,1.266311,1.2669067,1.10738,1.1959217,1.1844647,1.1325758,0.91449463,1.1317517,0.9584429,1.3521674,1.3523339,1.2224779,1.0877103,0.47797477,1.1357147,0.9894131,1.1688849,0.73797584,1.1822854,1.0423124,1.0131034,0.6248562,0.9377661,0.84043074,1.3500699,0.0,1.3048472,0.93497014,1.2347116,0.62560666,0.97312266,0.6383779,0.7828813,0.83724356,0.6486843,1.2845042,0.9134029,1.3079801,1.1275868,1.106475,1.2032661,1.2964187,1.0712047,0.76690155,1.0009778,0.81280756,1.1831489,1.256516,0.5978677,0.54368675
soap,1.2283795,0.8552741,0.20903194,1.3217555,1.0711672,0.37922454,0.5651079,1.2638912,1.1084344,1.3190212,1.049433,1.5224034,0.30539554,1.353687,1.2658508,0.8510587,1.405561,1.5138144,1.0554844,0.3307494,0.39722282,1.3516332,0.8616731,0.9554351,0.7649642,0.94019306,0.2335931,0.8582754,0.57610524,0.94160545,1.2212086,1.1147906,0.29347235,1.2579405,0.99420816,0.8232846,1.3025358,1.0493776,1.1023898,1.3721775,1.1503321,0.29603374,1.4947003,0.35004675,1.2802546,1.2670814,1.2678727,1.0940564,1.1905487,1.1155776,1.3126756,0.7337485,0.4447171,0.40861017,1.2774116,0.82726634,1.2302251,0.862685,1.1901937,0.314555,0.9122915,0.88098717,0.7485105,0.81281924,1.2456024,0.5403929,0.6503507,1.2696139,0.7729192,1.2380344,1.0142646,1.3306742,0.41130602,1.2394941,1.1533222,1.4110854,1.3051281,1.2080703,1.3924425,0.85730493,1.4554937,0.4830395,1.1579963,1.1284927,1.0168417,0.9911827,0.9235835,0.25895774,0.4494006,0.7785793,0.69462895,0.27544177,1.0632863,1.0452862,1.2697036,1.3395333,1.3278996,0.5162742,0.5229629,0.47452366,0.9404129,0.68763435,1.0366479,1.045501,0.8718168,1.2393957,0.5529876,0.56418014,0.901683,1.1906018,1.3482776,0.9037225,1.180715,1.0234418,1.41459,0.80924463,0.9886219,1.3174964,1.3172331,1.1825451,1.4405056,0.27547216,1.3048472,0.0,1.3624187,1.030016,1.3623123,0.95890146,1.4229459,1.3624244,1.2642838,1.5335727,0.32256794,1.1295319,0.5465957,0.7834905,1.2156616,0.5335166,0.819877,1.1568518,1.2308028,1.0874923,1.2256608,0.6666189,0.34612292,1.3025393,1.2032715
sock,0.9060228,1.1179023,1.3626704,0.7235979,0.8286783,1.2362347,1.1323969,0.7261765,0.86611515,0.6453407,0.951331,0.7537769,1.2956382,0.8413004,0.89664376,1.2054092,0.8046535,0.6466352,0.8754264,1.345994,1.2035838,0.68442047,1.1616919,1.1148462,1.0314723,1.1517055,1.3274484,1.2877271,1.0283558,0.98934895,1.0458624,1.0213544,1.3126606,0.92022526,0.8843864,1.230446,0.81858283,1.0324777,0.85495853,0.76893723,0.9076754,1.2743332,0.7161739,1.306835,0.82571185,0.7730414,0.9427866,1.0961435,0.9019447,1.0050299,0.84314865,1.2497725,1.2792661,1.1633064,0.95079887,1.1502411,0.878794,0.98934126,1.0773212,1.2921723,1.2696028,1.0612565,1.0772421,1.0755159,0.6605883,1.2397561,1.2032285,0.97290605,0.8467534,0.889783,1.0543149,0.6788448,1.3217041,1.035617,1.049917,0.782213,0.8954914,0.723336,0.7310462,0.8841285,0.88646,1.3768313,0.8157489,0.69121283,1.2330425,0.9665463,1.1509423,1.2695186,1.3474666,1.1862597,1.0982094,1.26057,1.1586237,0.89086187,0.9386932,0.8092672,0.74497485,1.2103279,1.2195705,1.2798154,0.86607075,1.1946698,0.82284296,1.1965014,1.022744,0.97017807,1.2872884,1.1968231,0.92556435,1.0369266,0.68583614,1.2618848,0.8766763,0.9716407,0.7809288,1.2617478,0.96594274,0.8877499,0.7733582,0.7436868,0.72770655,1.3425503,0.93497014,1.3624187,0.0,0.8460152,0.9964082,0.9597857,0.92747754,0.8179417,0.95141673,0.7148655,1.2292869,1.0243582,1.1671585,1.0500541,0.6535782,1.3019863,1.0101355,0.88306177,1.0452598,1.1915874,1.0290518,1.238276,1.3067873,0.920176,0.8099776
