,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
elephant,0.9957481,1.1087537,1.2611471,0.98228794,0.96059704,1.210247,1.2721407,1.0774714,1.1665912,0.95824146,0.8851844,0.65261483,1.1449417,0.9015006,1.001446,1.1263257,0.71780187,0.66333246,1.1545174,1.1983584,1.3045796,1.0535707,1.2413887,1.2948562,1.229663,1.0965213,1.2686043,1.08108,1.1833407,0.8381483,1.0092983,1.1333483,1.2202809,0.95278037,0.80779636,1.1878207,1.0601591,1.1530939,1.0731486,0.7045485,1.1524025,1.2526841,0.8999902,1.277698,0.83236545,0.91809833,1.0260991,1.2249545,0.89275104,1.1495644,0.7533268,1.158535,1.251293,1.2230495,0.0,1.1000364,0.8147496,1.0855213,0.9138154,1.2269974,1.1469431,1.1186421,1.155666,1.241626,1.0698752,1.1236567,1.2680526,0.5505439,1.2388222,0.77708983,1.1374826,0.95388114,1.1771457,0.83337677,0.5412934,1.0190889,0.2721026,1.0887837,0.6246141,1.0051202,0.8648439,1.1675544,1.1299703,1.02094,0.71256995,0.9851663,1.1906356,1.198774,1.2808168,1.1417308,1.0391339,1.2490305,1.1015579,0.89714956,0.544232,0.6311786,1.0363641,1.2511299,1.2229002,1.1596069,1.1487242,1.2034454,1.0673711,1.0793455,1.2442942,1.0232673,1.2989376,1.2456563,1.1922693,1.1110739,0.7327264,1.0973295,0.6689458,1.2022889,0.61844766,1.1481127,0.83021235,1.0468249,0.7940225,1.0520161,0.7101976,1.2739952,0.6808069,1.2774116,0.95079887,1.2327617,0.83327705,1.155784,0.47767675,0.5934633,0.7102119,0.8481545,1.2653198,1.2231709,1.1688572,1.1983911,1.0833735,1.2265913,1.3304725,1.1621699,0.7509897,1.0922341,0.8030465,1.2341971,1.2052671,0.65732336,0.77625304
eye,1.1297773,0.6540505,0.7979918,1.1782049,0.9940312,0.9236661,0.95337594,1.0905566,1.2143837,1.1891171,1.0764781,1.2506313,0.9284482,1.2175624,1.1274962,0.9910749,1.1916747,1.297292,1.1550119,0.9884285,0.9748881,1.248623,0.86147106,0.9552925,1.0679075,1.0224931,0.94991,1.1191336,0.7494762,1.0964471,1.1610395,1.0232424,0.7735244,1.0863703,0.90505785,0.9227582,1.0483098,0.95031357,0.9457221,1.1559855,1.012933,0.8471219,1.2375032,0.9839874,1.1036237,1.2175374,1.0783143,1.0565109,1.1400857,1.0417091,1.1511848,0.9273473,0.6513592,0.72131634,1.1000364,0.0,0.9139526,0.5684035,1.1567633,0.88715285,1.1335403,0.65095973,0.8992366,1.0616413,1.1134516,0.49086583,0.8248819,1.1501646,0.8264109,0.96576196,0.9051336,0.85650754,0.70276856,1.1638032,1.099054,1.2210045,1.1359804,1.0155714,1.1158113,1.0311297,1.2524917,0.92732644,0.90633875,1.1236676,1.1221329,0.5557782,0.91168284,0.6346067,0.9453244,0.80537975,0.40964496,0.7312897,1.168022,0.99162585,1.1390046,1.0211838,1.0669718,0.97641444,0.8031711,0.88873595,0.8713812,0.81661224,0.89222926,1.1506436,1.0046192,1.0895464,0.8818371,0.9446071,1.0590748,1.2359339,1.2197753,0.9992516,1.09369,1.1294233,1.1464694,0.8691095,0.748219,1.2693679,1.145092,1.1267519,1.2791904,0.65571034,1.0239388,0.82726634,1.1502411,0.94792736,1.205009,0.94222367,1.2039084,1.1270429,1.2057478,1.2985693,0.8801136,0.961509,0.5186891,0.632709,1.0756385,0.9971677,1.175765,1.1897163,1.2538297,1.1282421,1.1786193,0.9977312,0.6297578,1.1555238,1.0717856
face,1.0050312,1.0287873,1.1533675,0.82723,1.008456,1.1586686,1.1964332,0.97555894,1.1363362,1.0158191,1.0824423,0.7797692,1.2922411,1.0267962,1.0217823,1.1495117,0.88179046,0.8361505,1.0274632,1.2060217,1.339859,0.894247,1.1747813,1.2229172,1.1859208,1.0982207,1.3477077,1.1238601,0.990401,0.9912084,1.0513825,1.0179807,1.2772834,0.84997374,0.89356816,1.1567607,0.92171216,1.0744013,1.017667,0.77840394,1.0770355,1.3587606,0.8775596,1.29046,0.9094699,0.88901407,0.8785523,1.0056316,0.82298446,1.1705804,0.8003857,1.0956675,1.1410949,1.0127794,0.8147496,0.9139526,0.0,0.857857,0.8716643,1.291131,1.1116766,1.0246831,1.2184625,1.153364,0.85261196,0.8192611,1.2303034,0.8656275,1.1152644,0.22315258,1.126645,0.6550037,1.0248803,0.88214386,0.9646678,0.98142874,0.90775645,0.9068046,0.71855706,1.2664363,0.8965704,1.2827415,0.9502582,1.0738748,1.1269202,0.72119015,1.1345757,1.1280416,1.4258828,1.0886341,0.7247949,1.0919827,1.1282582,0.9772407,0.9567604,0.7600874,0.9407218,1.378216,1.2177544,1.142584,1.0383558,1.2826293,0.99028444,1.1072805,1.0292776,0.9793744,1.1567693,1.1396887,1.1908118,1.1442822,0.9268,1.2318451,0.8062968,1.2645996,0.61588717,1.2690823,0.9114959,0.96469754,0.89318967,1.0728927,0.8432054,1.2477813,0.8931073,1.2302251,0.878794,1.1975517,0.936843,1.0482188,0.74808574,0.5613526,0.86538,0.8100411,1.3027954,1.0857979,0.88396025,1.1248397,1.0327342,1.4548275,1.2325189,1.0418106,0.8765719,1.0279704,0.9246349,1.308558,1.1436212,0.8264065,1.0266131
finger,1.1573349,0.38968545,0.75315195,1.0135403,0.83472615,1.0107423,1.0271548,0.93601996,1.2645603,1.1998392,1.1198952,1.3467543,0.9864371,1.3216575,1.1298963,1.1277003,1.2910789,1.339849,1.1568664,0.96562016,1.0764012,1.2377446,0.8991301,0.9029987,1.1584628,1.0938711,0.9665136,1.2131522,0.5589965,1.164718,1.2881453,0.9300509,0.94079816,1.1781534,0.94507015,1.073404,1.0706025,1.0142235,0.8712724,1.1766243,0.9895726,0.7770709,1.3914735,1.0372744,1.1976217,1.0722761,1.2461046,0.98106337,1.1543891,1.0296936,1.086778,0.97409135,0.59726197,0.60334027,1.0855213,0.5684035,0.857857,0.0,1.1927339,0.8697074,1.1648816,0.34997702,0.9815079,1.1135085,1.1245221,0.5587038,0.72072244,1.1969907,0.7494161,0.9293941,0.86346996,0.36873293,0.64055586,1.2002833,1.2424004,1.2695416,1.0991944,1.0262004,0.99525464,1.126512,1.3203385,0.96251976,0.6888788,0.9155661,1.2570605,0.50412744,0.9966787,0.57527137,0.9793484,0.58652556,0.40859354,0.69307107,1.2169881,1.091335,1.0571716,0.98403037,1.0504345,0.8736292,0.6910346,0.8455765,0.7451442,0.7654471,0.78881156,1.1544865,1.0376041,1.2453578,0.8074038,0.8867589,1.1042303,1.2289153,1.280653,1.0695348,0.96513647,1.139394,1.0590227,1.0572917,0.6960432,1.3130131,1.267314,1.1702169,1.2788377,0.64139676,1.1904167,0.862685,0.98934126,0.8959286,1.3683048,0.8823439,1.2327468,1.0072016,1.2276375,1.328268,1.0047678,0.97494596,0.17057669,0.48398995,0.92994523,1.0879041,1.1648434,1.1264518,1.2195548,1.1435274,1.2212521,1.0661986,0.60502243,1.2616292,1.1800109
firetruck,0.8991368,1.269732,1.1829783,0.8072922,1.0015628,1.115667,1.1152126,0.98898447,1.01965,0.9727476,0.920915,0.85967237,1.1388367,0.9650236,0.9739863,1.0484608,0.87926733,0.75916725,0.9362584,1.1566415,1.1928263,0.8529806,1.172006,1.076645,1.1341566,1.056948,1.1763275,0.8992884,1.1660968,0.81052494,1.0596876,0.9920418,1.144203,0.88522524,1.1368582,1.1360017,0.7743154,1.0821407,0.9362062,0.98911923,1.0447052,1.1724086,0.8720774,1.1809117,0.9048066,0.9870552,0.9425106,1.0999469,0.9214202,1.0787163,0.8995988,1.1309831,1.1617298,1.19907,0.9138154,1.1567633,0.8716643,1.1927339,0.0,1.1310604,0.81629694,1.3339597,0.92908907,1.0169451,0.83663327,1.1609575,1.2224168,0.8408394,1.0695698,0.85113883,1.1550481,1.0638179,1.2637575,0.56428456,0.95386404,0.867669,0.9961418,1.1717759,0.98228955,1.0740294,0.84421146,1.1249466,1.1090652,1.0414351,0.91161144,1.0070884,1.1160142,1.2034302,1.1795428,1.2130322,1.1484418,1.1655425,1.0342742,0.9119668,0.9496367,1.0391213,0.9657741,1.0647042,1.1450971,1.1363491,1.1295266,1.1882616,1.1298327,0.90212274,1.0800204,0.9548543,1.2070106,1.1985021,1.127108,1.0427928,0.8884853,1.0684472,0.9552253,1.027379,0.90893626,1.1718079,1.1718898,0.9147686,0.89090616,1.051848,0.78315234,1.2469184,0.88998896,1.1901937,1.0773212,1.0851182,0.6425687,1.0505996,0.8044205,0.9502889,0.82712877,0.86334753,1.1607128,1.1593398,1.2497662,1.2183752,1.026372,1.1283174,0.9918099,0.92162013,0.7341895,0.8950765,0.492571,1.1600704,1.2465804,0.8279301,1.0558239
fish,1.0502117,0.8456388,0.26604557,1.3503168,1.0272684,0.44235784,0.6427633,1.22125,1.166064,1.404425,1.0191175,1.5303994,0.33924627,1.300885,1.1966928,0.54775935,1.3651402,1.4989259,1.078267,0.35522127,0.48288423,1.4520173,0.9148816,1.04554,0.77050966,0.8034216,0.37476337,0.75141,0.77154875,0.9067801,1.3104067,1.1260674,0.42848676,1.3876065,1.1790632,0.86891127,1.2036757,1.0711119,1.0034841,1.4279364,1.1450484,0.25895077,1.5003275,0.41170847,1.2064545,1.3933859,1.2038871,1.0390644,1.3725345,1.1124287,1.3354857,0.71963036,0.59501976,0.57496053,1.2269974,0.88715285,1.291131,0.8697074,1.1310604,0.0,0.80078506,0.8784242,0.69329834,0.70795995,1.2544818,0.608183,0.5777185,1.2492757,0.8543598,1.2832015,1.0837764,1.304292,0.45039046,1.1529363,1.0116409,1.3529692,1.2548127,1.2864076,1.431917,0.8704704,1.4882085,0.5709702,1.1274059,1.1677296,0.91158265,1.0848414,0.9757365,0.38957965,0.41681528,0.7761353,0.8266556,0.47288448,1.1050467,0.9462588,1.197993,1.3727734,1.3212118,0.51412904,0.43994856,0.5605164,0.97506326,0.64530915,1.1547048,0.9216885,0.97751826,1.1360004,0.551003,0.5550385,0.92774063,1.2751242,1.287085,0.6619766,1.1336763,0.9196714,1.44536,0.610865,1.0493486,1.2560716,1.360709,1.2786638,1.4015568,0.27744418,1.2796187,0.314555,1.2921723,0.96362907,1.2921469,1.0177078,1.4047312,1.4282651,1.278201,1.5681559,0.34515464,1.1591166,0.5904701,0.64001125,1.1759677,0.48183638,0.8810258,1.2391425,1.1448473,1.031621,1.1605737,0.76234823,0.37262988,1.3795688,1.0549104
flower,0.95560944,1.1088489,0.8387562,1.197994,1.2141309,0.82755286,0.74338806,1.183629,1.0040252,1.2301047,1.0557809,1.0691359,0.86407727,1.1582927,1.0480944,0.8066326,1.0377134,1.1613333,1.0424513,0.7805707,0.91884553,1.0936047,0.9735535,0.9985081,0.91274107,0.70676744,0.8395749,0.7372187,1.2080622,1.0267806,0.9497964,1.0399704,0.9054582,1.0239674,1.2741935,0.867039,1.1452794,1.0026236,1.1189855,1.189559,1.030717,0.9155203,1.0830158,0.7859129,1.1093285,1.1517432,0.98969376,0.9011937,1.0112479,1.005294,1.0658187,0.8840165,1.0492363,1.1385264,1.1469431,1.1335403,1.1116766,1.1648816,0.81629694,0.80078506,0.0,1.1781015,1.0216873,0.84697104,1.1008105,1.0590565,0.9252171,1.0175388,1.1516645,1.0297445,1.1261731,1.2157794,0.93808997,0.90917623,0.9546132,1.0673691,1.2192185,1.0962784,1.313503,1.127374,0.8977046,0.72553545,1.1951852,1.2224382,0.79342866,1.2243571,0.9320191,1.0048739,0.8512108,0.9654933,1.1899719,1.031138,0.67855436,1.1316894,1.1455153,1.3134074,1.0837598,0.94651264,0.9545136,0.8298321,1.1196276,1.0181863,1.1943448,0.24638987,1.0771216,0.9218572,0.7411395,0.8874137,0.94213283,0.88865507,1.1077386,0.8642935,1.0741756,0.95443666,1.1692206,0.81391203,1.2453701,0.85086215,1.0480809,1.1822894,1.0725467,0.9591816,1.0304008,0.9122915,1.2696028,1.1397097,0.8395632,0.99592686,1.0749685,1.1108944,0.90794253,1.1325881,0.9519278,1.0611594,1.1378825,1.0572909,1.2619432,0.8855698,0.95417506,1.1241537,0.35165513,0.79173946,0.92890644,0.823384,0.95290804,0.9256628,1.1465806
foot,1.0892322,0.19155818,0.8332915,1.0685956,0.7672213,1.01265,1.0563633,0.97838664,1.2279072,1.200413,1.0888115,1.3001307,0.950403,1.1876119,0.99631876,1.093706,1.261836,1.3801383,1.1467062,0.9594017,1.047584,1.2302165,0.8846864,0.8409803,1.0560988,1.042909,0.9167367,1.1150192,0.68015623,1.2009488,1.0918684,0.98953754,0.9250354,1.2698562,0.8198961,0.90530705,1.1492193,1.0308198,0.92307955,1.0283461,1.0260801,0.8316409,1.3587184,0.98583543,1.1890968,1.1219851,1.2411081,0.9117419,1.2645764,0.99686813,1.0910352,0.7874998,0.6646925,0.6505822,1.1186421,0.65095973,1.0246831,0.34997702,1.3339597,0.8784242,1.1781015,0.0,0.96293944,1.0731795,1.15295,0.6389944,0.5252032,1.2898397,0.9106374,1.0710728,0.95425004,0.57479554,0.5787229,1.2629015,1.2347579,1.291779,1.0026612,0.9686136,0.88375735,1.0734534,1.2671475,0.99005103,0.730612,0.90986603,1.1436027,0.66330415,0.9992845,0.72177076,0.86381876,0.56808627,0.59488165,0.77869755,1.1070808,1.1362752,0.858432,0.8383107,1.068522,0.91735476,0.77687323,0.8195716,0.812184,0.56667674,0.8354834,1.1855321,1.0735489,1.2360137,0.72913617,0.6903254,1.000102,1.1451663,1.2831197,0.98174137,0.9766354,1.1266514,0.9766213,0.8281767,0.5191244,1.3334632,1.3129928,1.1835374,1.3182896,0.5476444,1.2324532,0.88098717,1.0612565,0.9907524,1.4131731,1.0222498,1.3045026,1.0232222,1.3376821,1.2751707,0.94529855,0.9148737,0.30058193,0.5253237,1.0489606,0.9380584,1.0879587,1.0871555,1.3122867,1.2015452,1.266494,0.9952726,0.60370237,1.3530722,1.0765585
fork,0.9393401,0.9621049,0.86904967,1.0371836,0.9603053,0.85787046,0.9025255,0.91988647,1.0648534,0.8982202,0.95401084,1.3099908,0.66422415,1.0390733,1.1540248,0.97813714,1.2783195,1.1737999,0.9310573,0.86997736,0.7419462,1.1077615,1.1685398,0.7608727,1.0127463,0.90073174,0.6982344,0.9137581,0.9126455,0.863249,1.0831782,1.1661729,0.664984,1.1281883,0.9687376,0.9499354,0.7153472,1.1633497,0.8847853,1.2371943,1.1829457,0.5563068,1.1354762,0.8718507,1.1884011,1.3321488,1.2189302,1.1636599,1.122371,0.80241954,1.057768,0.96654904,0.7888187,0.9281205,1.155666,0.8992366,1.2184625,0.9815079,0.92908907,0.69329834,1.0216873,0.96293944,0.0,0.93839633,0.91921973,0.79989177,0.8481696,1.2180119,0.8489058,1.1885797,1.1327128,1.1251941,0.8523575,1.073266,1.1887674,1.0851147,1.019413,1.2084893,1.1008554,0.51301366,1.1600964,0.747762,0.91780806,1.0496415,0.9889282,0.9491734,1.1989912,0.8685874,0.70973086,0.8662921,1.0441362,0.9357649,1.0644863,0.91777444,0.9312033,1.0719345,1.0253242,0.49180794,0.63065934,0.8338815,0.8340671,0.72110426,1.1023579,0.9977073,0.9592706,1.2062068,1.0016804,0.79287577,0.89864707,1.0508676,1.1692116,1.026758,1.0257083,0.69028735,1.1861768,0.90901464,0.8363964,1.1162776,1.1646353,0.8544051,1.2022659,0.6333802,1.1776938,0.7485105,1.0772421,0.7949667,1.1150606,1.0348227,1.237067,1.302423,1.1903716,1.2373058,0.7484396,1.2007724,0.9138675,0.84007585,0.8137351,0.72190595,0.9637758,1.068222,1.1548445,1.1900923,1.0597812,0.7467663,0.79979,1.1759008,1.0475924
frog,0.54865146,1.058116,0.8540263,1.1250968,1.1841888,0.70721316,0.6408095,0.9919913,1.0527058,1.2501194,1.0356642,1.2525475,0.80174404,1.2192649,0.98297983,0.75265694,1.1247127,1.160554,0.79509324,0.85037947,0.86924994,0.96524197,0.8824572,0.9707819,0.54549634,0.6882073,0.7995357,0.8028904,1.066402,1.0341284,1.1446435,1.1345104,0.7568689,1.1783422,1.1933074,0.868961,1.1271676,0.969625,1.058513,1.2679417,1.0452727,0.78736645,1.1591372,0.6982156,1.0371836,1.148096,0.89053035,0.8453217,1.1791917,1.0015354,1.2241136,1.0000315,1.030398,0.8816952,1.241626,1.0616413,1.153364,1.1135085,1.0169451,0.70795995,0.84697104,1.0731795,0.93839633,0.0,1.0785261,0.9844095,0.84060526,1.1897392,0.89469934,1.1922518,1.0927056,1.1934505,0.88905025,1.0183703,0.8370944,1.0557216,1.2704633,1.0920154,1.322336,0.97475386,1.1923627,0.86181855,1.1871022,0.9922427,0.9323509,1.1632602,0.86115146,0.91157335,0.78471994,1.0643547,1.0938295,0.87304735,0.8585981,0.8925811,1.1770625,1.318215,1.0924906,0.7872194,0.9001237,0.97843826,1.0812185,0.94819254,1.13371,0.8333938,1.0244043,0.8037712,0.797089,0.81233126,0.86283445,0.9954885,1.0483533,0.8203398,1.1389803,0.78279984,1.3067806,0.7677834,1.2368863,1.0498022,1.2165195,1.1640501,1.1637965,0.83631986,1.24333,0.81281924,1.0755159,0.8939706,1.1462303,1.0371763,1.2349855,1.2547619,1.1338303,1.2071254,0.7091923,1.1014056,1.0058206,0.9564732,1.017411,0.7764444,0.65589535,0.9787722,1.0875087,0.8789469,0.9665169,0.9366426,0.9468869,1.2288353,0.9827662
glass,0.93315965,1.1708895,1.2058837,0.54345936,1.0327153,1.0862274,0.9831166,0.6378375,0.68890834,0.8010582,1.057038,0.9277411,1.2925878,1.0478326,0.88575244,1.1954865,1.0049174,0.8713576,0.8609672,1.1623724,0.97991115,0.7018754,1.1332221,0.9272588,0.82700896,1.0848881,1.2443063,1.0948685,1.0140086,1.095949,1.1144927,0.93998736,1.2135613,1.0325722,1.0253384,1.0633923,0.67925084,1.0188425,0.82095325,1.0345478,0.97797686,1.1848216,0.8280147,1.0765449,1.0056323,0.71863216,1.0418133,1.0655711,1.0544649,1.1159569,0.78631854,1.2068658,1.2609189,1.0635598,1.0698752,1.1134516,0.85261196,1.1245221,0.83663327,1.2544818,1.1008105,1.15295,0.91921973,1.0785261,0.0,1.1831176,1.1370176,1.023535,0.6942987,0.924068,1.1208973,0.8654114,1.2646848,1.0218208,1.1796305,0.7602557,1.0429938,0.6061389,0.9336978,1.1131955,0.98909837,1.2810729,0.9410264,0.82384014,1.171883,1.0358965,1.0897121,1.2066586,1.2302214,1.2611153,1.1292753,1.1315602,1.0760391,0.9657347,1.0346819,0.9838654,0.7659807,1.1608094,1.200744,1.1556666,0.8154448,1.2941105,0.89579993,1.0516102,0.7637697,1.0648367,1.1423851,1.20366,1.1053077,0.9098155,0.89593697,1.2648673,1.0271353,0.9038518,0.88013667,1.2125198,1.1606859,0.7931175,0.8633221,0.7822917,0.87784314,1.2927656,0.9810145,1.2456024,0.6605883,0.6945458,0.8872099,0.9659313,0.9318354,0.930417,0.98551756,0.75359285,1.084895,1.1102189,1.2188178,1.1514002,0.55041695,1.2201028,0.7719611,0.6437695,1.0113993,1.0740166,1.0047028,1.1626137,1.2709101,0.9900836,0.97211987
glasses,1.1671648,0.66308355,0.4564891,1.2274832,1.0982826,0.74157894,0.9129004,1.1983801,1.309125,1.3008351,1.0522505,1.4250147,0.5084208,1.3510447,1.233281,0.9681586,1.3349992,1.40908,1.1081563,0.5639336,0.7335954,1.3405772,0.98248124,0.99031913,0.99584764,1.0079001,0.6415083,0.95025146,0.7026473,0.9977902,1.2811947,1.1320078,0.5587784,1.2442759,0.9071053,0.938902,1.1918522,1.1281393,1.0563519,1.2779424,1.2203083,0.49161154,1.4785248,0.6795842,1.2513523,1.3098886,1.2491745,1.1610379,1.2107992,1.0793015,1.1581186,0.72333777,0.43370336,0.5459117,1.1236567,0.49086583,0.8192611,0.5587038,1.1609575,0.608183,1.0590565,0.6389944,0.79989177,0.9844095,1.1831176,0.0,0.7033969,1.2157227,0.8815404,0.8594086,1.0765622,0.9880345,0.28956628,1.1524875,1.1296153,1.3600168,1.1060771,1.1980404,1.181655,1.0345654,1.3734295,0.7511529,1.0357947,1.1819073,1.0810539,0.6170178,1.0586863,0.3539517,0.78832865,0.65201473,0.4263059,0.5303508,1.2047095,1.028868,1.0727946,1.1388655,1.2622738,0.76847005,0.5146989,0.56784326,0.936336,0.74314743,1.0342282,1.1517899,0.97358716,1.2490212,0.77122116,0.6835455,0.9829419,1.2810054,1.3000485,1.0324218,1.0745332,1.1161342,1.1876991,0.9020295,0.65976214,1.3269368,1.2262175,1.2473438,1.3781266,0.33305538,1.1853957,0.5403929,1.2397561,1.0646261,1.3010011,1.0472136,1.3097597,1.1886413,1.2514474,1.4739895,0.65307057,1.1434537,0.33639812,0.6410052,1.1415625,0.8484617,1.0879833,1.2298272,1.2142696,1.1789165,1.1659513,0.86322975,0.23955148,1.2367233,1.1086642
glove,1.1023378,0.48988128,0.6315485,1.2605008,0.94662136,0.75768924,0.74391353,1.1141047,0.9769655,1.3543544,1.0094235,1.4214814,0.65433353,1.2119598,0.9380978,0.86942536,1.1956532,1.5906274,1.1489865,0.6907383,0.8057611,1.3161459,0.9129024,0.79075676,0.70583576,0.9586549,0.5901053,0.8246765,0.72166634,1.1285683,1.0192837,1.0020635,0.71431494,1.2443881,0.9767351,0.91044444,1.1688838,1.1185982,1.038115,1.21429,1.1220046,0.6313686,1.404463,0.61854684,1.2811801,1.213633,1.2184155,0.7249311,1.2703805,1.0983603,1.335654,0.58425444,0.5687535,0.681942,1.2680526,0.8248819,1.2303034,0.72072244,1.2224168,0.5777185,0.9252171,0.5252032,0.8481696,0.84060526,1.1370176,0.7033969,0.0,1.4216212,0.8590373,1.2591543,0.9512758,0.9364584,0.38994765,1.2912409,1.1795686,1.3753469,1.1437854,1.1291885,1.2004769,1.024037,1.2896359,0.85527843,0.864853,0.68425953,0.94812423,1.0288618,0.9906111,0.67752296,0.4545099,0.6930159,0.8007796,0.696789,1.0007669,1.135163,0.95705956,1.0863847,1.2090523,0.70194864,0.7240625,0.68769026,0.96035695,0.42463458,1.0180787,1.002641,1.1746463,1.1574786,0.56021786,0.5081716,0.8229947,1.0261322,1.3525498,0.82520974,1.0669024,1.0291804,1.2267644,0.5045416,0.70768774,1.264687,1.423412,1.2624122,1.398849,0.44402814,1.3300333,0.6503507,1.2032285,0.90404254,1.3319142,0.76525515,1.35684,1.2993759,1.3932062,1.5154164,0.71967393,0.89501524,0.54734784,0.6814555,1.1021676,0.48614252,0.8651124,1.1674755,1.3452694,1.052907,1.2940984,0.7979884,0.5589579,1.430434,1.100241
grass,0.97024816,1.3032895,1.2462919,0.94730914,0.9909468,1.1181394,1.2524304,1.1309321,1.1104448,0.9037432,0.7398667,0.6564015,1.1875955,0.77378535,1.0562875,1.1189282,0.867538,0.53899026,1.080819,1.204943,1.2493259,0.9916828,1.2075369,1.2656851,1.245891,1.0904224,1.3123024,1.0455979,1.2770174,0.7778785,1.0395123,1.1200447,1.2475507,0.93920493,1.0710299,1.1995422,0.97095495,1.12372,1.1071318,0.8577236,1.1349686,1.2748843,0.8121501,1.2841551,0.696287,0.9263387,0.83362955,1.2233684,0.910551,1.1551281,0.77585304,1.125826,1.2525308,1.2866278,0.5505439,1.1501646,0.8656275,1.1969907,0.8408394,1.2492757,1.0175388,1.2898397,1.2180119,1.1897392,1.023535,1.2157227,1.4216212,0.0,1.2789855,0.80849385,1.1489807,1.0260372,1.3248321,0.7442815,0.6307825,0.7513379,0.7112542,1.0608051,0.86071587,1.1039292,0.8271832,1.2043719,1.1897002,1.1457001,0.76916456,1.0934628,1.1515098,1.2529285,1.3737626,1.2691782,1.1489534,1.2536381,1.1168594,0.7911869,0.8942427,0.8798142,1.0220314,1.298927,1.2534189,1.2220815,1.1747427,1.3835704,1.1456587,1.0186607,1.1557283,0.8395405,1.301171,1.4030869,1.2490072,1.1424402,0.5279664,1.016654,0.96121484,1.1515725,0.81400406,1.2118508,1.1602873,0.860757,0.6562215,1.0004265,0.46274984,1.3760262,0.6036695,1.2696139,0.97290605,1.208855,0.5305314,1.1459106,0.38887417,0.7226289,0.42878664,0.6753522,1.1684049,1.0932033,1.2967702,1.2975329,1.1203241,1.3101921,1.2263155,1.1015756,0.5803964,0.88108903,0.75723547,1.2463471,1.2876594,0.60134196,0.70378864
gum,1.1021478,0.93150055,0.7592065,0.7593706,1.0815487,0.7323055,0.6558666,0.7554451,0.90382475,1.1622925,1.1006626,1.3000681,0.9869428,1.2506032,0.8619864,1.0463344,1.1942109,1.2214099,0.72220993,0.9655212,0.7840283,0.8045901,0.9211003,0.827556,0.808342,1.088485,0.91276836,1.1815962,0.60369456,1.2204142,1.3333814,1.0346402,0.7766311,1.1865532,1.0359374,1.005598,0.93768895,0.9463499,0.811473,1.284914,0.93096,0.70330286,1.1554527,0.87690747,1.2017066,0.86900467,1.2183948,0.9994434,1.2364688,1.1064396,1.18211,1.2098655,0.88858694,0.5412199,1.2388222,0.8264109,1.1152644,0.7494161,1.0695698,0.8543598,1.1516645,0.9106374,0.8489058,0.89469934,0.6942987,0.8815404,0.8590373,1.2789855,0.0,1.2299033,0.8904513,0.8602792,0.92254746,1.2663095,1.2993873,1.1367718,1.2684851,0.9114841,1.1801393,0.9647927,1.345021,1.0595508,0.92124903,0.5906357,1.2749465,0.7889003,0.934478,0.656689,0.98964113,1.030177,0.7547499,0.5914291,1.0879875,0.9564646,1.2018154,1.1960449,0.78032297,0.7156936,0.79285663,1.0217763,0.69769776,0.953654,0.71960074,1.1667478,0.7867273,1.2320974,0.9828198,0.99692893,0.97097564,1.1144621,1.0528733,1.1323035,1.086848,0.8274486,1.2390162,1.0837854,1.091261,1.2489108,1.2813528,1.0201137,1.1970866,0.81873065,1.2074304,0.7729192,0.8467534,0.66929615,1.2847241,0.6624856,1.3321432,1.2414747,1.2019804,1.079204,0.6143683,1.0017592,0.7843213,0.8520319,0.6309142,0.9507065,0.5308834,0.636718,1.2577144,1.1508133,1.2289445,1.1452415,0.843679,1.314852,1.0253993
