,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
rooster,0.93851733,0.8260205,0.6227568,1.3067038,1.1746008,0.8490772,0.87459713,0.6722648,0.722131,1.3493972,1.1429738,1.3494132,0.64998305,1.3324561,1.2623947,0.76893926,1.2889875,1.0600077,1.0148156,0.7937517,1.0677701,1.1059364,1.216727,0.7672051,0.8519981,0.78837574,0.9550431,0.79184836,1.2094303,0.96694016,0.9320688,1.1126056,1.2314764,0.97077584,1.2350597,0.82375133,0.79088163,1.1257448,0.88161445,0.78606987,1.2240766,0.7874576,1.0792543,0.58752847,0.6950021,1.013281,1.1265278,1.0035456,0.8634937,0.8234891,1.2814307,0.96155345,0.91949975,0.71581036,0.6457057,0.85499275,0.8640922,0.55473274,1.3036993,0.8729578,0.6720545,1.1874305,0.7481356,1.0959718,0.8961751,1.0987221,0.67779696,0.8300842,1.1786745,1.3352084,1.2858307,1.2270409,1.068485,1.1491178,0.8129496,0.99373484,1.3818641,0.8707284,0.79746914,0.97931176,0.96146226,0.82701933,0.8772843,0.7533797,0.75811315,0.96917105,0.7952869,1.2284845,1.249955,1.2951287,1.0761306,1.2351118,0.6393401,0.8897154,0.87302804,0.78999376,0.7443547,0.8608166,0.5657672,1.0249858,0.7637306,0.8019666,0.95374525,0.68705404,0.7818203,1.341177,0.0,1.3562745,1.1664773,0.98124796,1.1604427,0.7975082,0.8635612,0.90244514,1.169768,1.2877307,1.2914968,0.59650004,1.4168333,0.904285,0.8881909,1.1284825,0.7474724,0.8938479,0.76597273,0.8633949,1.2715073,1.248365,1.222119,0.74621266,0.7992649,0.9652275,1.1219668,0.70446646,0.7386104,1.2306406,1.3448517,0.97505933,0.781139,0.9193229,1.2467492
sandwich,0.96195924,1.162788,1.250382,0.8926106,1.0653203,1.1736039,1.1296632,1.2146904,1.0306846,0.8297131,0.77063036,0.7834503,1.1765367,0.8789412,0.83024496,1.1244267,0.7662469,0.9703842,0.98312795,1.1918766,1.0073125,0.8816314,0.7984654,1.1233795,1.0153908,1.1731623,1.1178133,1.3127367,0.8857398,1.1328794,1.009997,0.9599111,0.8745001,0.9929229,0.9418293,1.1870964,1.2855675,1.0282756,0.97767246,1.185902,0.8492978,1.1887449,1.0181738,1.3128995,1.0757662,1.0510436,0.9871519,0.89665353,1.1109188,1.2265146,0.8068343,0.9936877,1.2252595,1.2353892,1.1270332,1.2801381,1.2525845,1.0692043,0.9365491,1.2213862,1.217948,0.81150186,1.2718916,1.1308173,1.1057489,1.1379066,1.2505404,1.0274965,0.9473585,0.8373815,0.70333093,0.97567743,1.1460897,1.0614781,1.0608221,1.14498,0.024344563,1.1936275,1.1773301,0.898379,1.1999825,1.0689553,1.2068846,0.95080495,1.2250558,1.1710901,1.2058554,0.96323943,0.5003725,0.823123,1.07849,0.91365385,1.2683654,1.1958556,1.067574,1.0932702,1.1538535,1.0882815,1.2311088,1.1312464,1.0681405,1.1210842,0.954479,1.1972806,1.1824694,0.7464063,1.3562745,0.0,0.81782967,1.1362395,1.049446,1.1032418,1.1749167,1.0648235,0.91036415,0.9303981,0.78022325,1.2570045,0.6260679,1.0400965,1.0999167,0.9569036,1.235199,1.0542192,1.1262627,1.0708864,0.94145906,0.9111202,1.0129831,1.10305,1.2789253,1.1593187,1.1474944,0.9003048,1.1475155,0.93471706,0.69582,1.0153142,1.1603826,1.2450886,0.9020817
scarf,0.8581813,1.2733458,1.2141533,0.91758823,0.9714887,1.1295447,1.0039093,1.0236729,1.0438445,1.0138383,0.99370104,0.8732513,1.2183824,0.91633403,0.8493236,1.0880765,0.7917723,0.8595847,0.94390255,1.1913785,1.0774187,0.97475994,1.0966171,1.0637921,1.0406927,1.1742195,1.0590386,1.1868137,0.94411236,0.954485,1.1090422,0.9668784,0.91226125,1.0815277,0.80477846,1.1743498,1.1672012,0.92215693,1.0333608,1.1278166,0.90163684,1.3059971,1.0516249,1.1485461,1.041136,1.0298941,1.1053256,1.023721,1.0995376,1.2625484,0.9247655,1.0672323,1.2333906,1.1520433,1.0171441,1.208194,1.0212051,0.88717705,0.9402801,1.2140813,0.9337915,0.8911926,1.0250734,1.0354545,1.126317,1.025003,1.1595724,0.9891432,0.83889544,0.7996503,0.9874728,0.88299084,0.8610518,0.9099985,1.1431382,0.99844974,0.8086009,1.0259591,1.1534879,0.7995973,0.989512,1.0470523,1.2562234,1.0649158,1.1319113,1.2048554,1.1944366,0.98924285,0.8605418,0.8339156,1.00075,0.91042066,1.1178803,1.0980211,0.98641086,0.990019,1.1328095,1.0232093,1.0384502,1.1337404,1.0158764,1.0312005,0.88607854,1.1640123,1.1592252,0.97972804,1.1664773,0.81782967,0.0,0.8007673,0.91680217,0.9103447,1.1710622,1.0720516,0.9600226,1.0558021,0.77799505,1.2143544,0.7827968,1.131182,1.0640255,1.0021435,1.0940086,0.93923956,1.0332267,0.9208952,0.93159264,0.8070768,0.9371453,1.1631433,1.309623,0.98102206,0.8624924,0.9817356,1.0540223,0.91576034,0.96177584,1.079661,1.014467,1.214914,0.96558243
scissors,0.83033776,1.2956339,1.1694216,0.9033262,0.9954367,1.1255898,1.0265913,0.9817017,0.9085405,0.8380739,1.1080817,0.9527731,1.1827868,0.8724271,0.91268146,1.0437584,1.020607,0.667543,0.72585094,1.0589899,0.8638405,0.7764281,1.1685674,1.0553708,0.87287766,1.1232764,0.9504167,1.0351144,1.3100402,1.0385783,1.059198,1.0237417,1.1475098,1.1135614,0.78846526,1.1180216,1.0976143,1.0817438,1.1420004,0.94866025,0.8542699,1.073897,0.87841344,1.1279114,0.90603715,1.0925992,1.0135584,1.2327557,1.1759598,1.2032285,1.0502853,1.0489048,1.1079347,1.1057445,1.0093191,1.1178191,0.6858483,0.717909,0.90412927,1.1672151,0.9920383,1.1712224,0.86791563,1.1343285,0.9392464,0.9679381,1.0713123,1.0180386,0.6967098,1.0344567,0.9971433,1.0482209,0.5341178,0.7498096,1.0524353,1.0824938,1.1176825,0.97648776,1.1635535,0.83210915,0.85040826,1.2668204,1.1654196,1.1808031,1.1546694,1.2228869,1.2723019,0.96936125,1.1025498,0.99618906,1.1901723,0.79523885,0.8085416,0.6201807,1.0088906,0.89966047,1.2659848,1.0386133,0.9682979,0.90466505,0.9960297,1.1418571,0.85173565,1.0151745,1.0120674,1.0445651,0.98124796,1.1362395,0.8007673,0.0,1.0977614,0.92966586,1.311731,0.5556426,1.1445643,0.802621,0.7115601,1.1264085,1.1560035,1.1856601,1.1709548,0.82598704,0.65568584,0.7614738,1.2535311,1.0715202,1.001044,0.69321734,0.90027094,0.88869715,1.21252,0.96468645,0.44191557,1.1518723,0.8931447,0.70278937,1.093872,0.9487614,0.8726296,1.1076665,1.143286
shirt,0.6610503,1.0161093,1.4238936,0.8201395,0.37878603,1.4317229,1.3533839,1.207374,1.387527,0.8006487,0.936863,0.6686455,1.2912083,0.59371126,0.4645679,1.309235,0.49947298,1.0691144,1.1380605,1.4019079,1.3073165,1.0085307,0.8447195,1.3002933,1.3389226,1.3567495,1.216557,1.1156174,0.8785739,0.62452334,1.4829986,0.6978518,0.5910106,1.2930498,0.73384035,1.2811445,1.0522928,0.5351647,0.974411,1.513216,0.7574079,1.4350004,0.99612087,0.7576402,1.0539844,0.9286368,1.0838656,0.815912,1.148485,1.3404365,0.9874787,0.9613727,1.0716118,1.3491638,1.2802749,0.8634721,1.0968548,1.2875655,0.7431938,1.2697135,0.9621339,0.9912738,1.3328707,0.5074158,1.2509086,0.6611582,1.2998512,1.2189314,0.80606973,0.39438993,1.0517623,0.22864294,0.8828692,0.5802351,1.4531996,0.64275825,1.0335778,0.9609629,1.0796323,0.8342889,0.78984773,1.092757,1.3878005,1.0778848,1.2616637,1.0267076,1.3935075,0.8273462,0.89046794,0.3668412,0.28731692,0.78939253,1.4679177,1.3606098,0.95343584,1.2000182,1.0702121,0.98258835,1.0323532,1.3526834,1.214751,1.1809002,0.9886796,1.2041892,1.0309628,0.91415584,1.1604427,1.049446,0.91680217,1.0977614,0.0,1.0731612,0.63815504,1.357529,0.78717685,0.9416634,0.8424361,1.4611685,0.92694557,1.3481026,0.89934844,0.9742737,1.3859626,1.0959295,1.1738756,0.8032761,0.18535495,0.9146824,0.5968284,1.5208538,1.1755118,1.1339245,0.93082815,1.2079448,1.5348264,0.8697965,0.89275223,1.1094598,1.1802368,1.22803,0.8977327
shoe,0.9452298,0.85044104,1.0696138,1.1134837,1.143421,1.1200294,1.0885506,0.86497194,1.0015899,1.139216,1.0449793,1.086975,1.0437969,1.0442901,1.0031619,0.99201334,0.9384036,1.0044723,0.9819123,1.1436859,1.1458086,1.0278242,1.0360105,0.9564486,1.0783311,1.040625,1.0522177,0.9559295,1.1173453,0.91571593,1.0832437,0.9822661,1.0975358,0.81373876,0.95967966,0.97321934,0.8757364,0.9708627,0.77338624,1.1148076,1.1358894,1.1764147,1.0070698,0.8414929,0.936351,1.065155,1.0672984,1.0721593,0.9807855,1.1412444,1.1090374,1.0541309,0.9622832,1.0359031,0.9217226,0.76999784,0.8578315,0.98515314,1.0598185,1.0456308,0.68638307,1.1515864,1.007474,1.0725572,1.1062317,1.0047731,0.93082845,1.0564164,0.9903917,1.1257182,1.1767066,0.8968811,0.94737464,1.0433259,1.0709196,0.7148965,1.1021501,0.896141,0.9405459,0.8584156,0.9431099,0.9193964,1.1446675,0.89752686,1.0017977,0.98875505,1.0990983,1.059706,1.0511258,1.0498546,0.8085475,1.0384446,0.9493655,0.9974716,0.9075285,0.8703184,0.9519478,0.9733065,0.9181697,1.1349045,1.0164765,0.98974025,0.65680623,0.74027604,1.0325066,1.1761413,0.7975082,1.1032418,0.9103447,0.92966586,1.0731612,0.0,0.78934145,0.85103273,1.2341431,1.1361675,1.0540808,0.6843338,1.1912892,1.1451368,0.91948366,1.0473646,0.95080686,0.9366914,0.9761588,0.747077,1.1563058,0.9811148,1.0697457,0.99140465,0.94733137,0.87911594,0.9924381,0.7482648,1.0819507,1.0114005,1.1627754,0.870731,0.8914103,0.86126524,1.2649319
shorts,1.1658916,0.5286416,1.0014107,1.1640254,0.81951165,1.0712025,1.0828145,0.89476633,1.0738312,1.2662723,1.1603615,1.2240908,0.7417737,1.0520526,1.1278057,1.0074276,0.9675075,1.3380126,1.2531571,0.9805741,1.250202,1.2668072,0.9648742,0.8593488,1.1253514,0.82717323,1.0835934,0.7610693,1.0163727,0.7652556,1.0801213,1.0430535,1.0894825,0.9812189,1.1620101,0.96294373,0.69451374,0.8476658,0.9266248,0.9479319,1.2654259,1.0155052,1.1391948,0.78124106,1.0436968,1.0519259,1.0609512,0.9846835,0.8486507,0.95195514,1.1503179,1.1588914,0.65859175,0.9208253,0.94111496,0.5132945,0.979419,1.2353472,1.1631643,0.7336589,0.5862816,1.1889501,1.0477087,0.84674644,1.0561404,0.88016146,0.80369395,1.119544,1.2311893,0.9485208,1.2220813,0.6094792,1.0217938,1.1254128,0.97506887,0.60384107,1.1857444,1.0004854,0.75487053,1.0558623,0.9634044,0.8932379,0.9004216,0.72149956,0.6531962,0.7497012,0.94586855,1.0594792,1.1681572,0.97757185,0.4010979,1.2061881,0.90019715,0.98852175,1.0044957,0.97596234,0.64158994,1.0965681,0.8683821,1.2558327,1.1380523,1.036036,1.0526388,0.8193672,0.93174726,1.1229384,0.8635612,1.1749167,1.1710622,1.311731,0.63815504,0.78934145,0.0,1.1235365,1.0526997,1.2402904,1.3380653,0.7466632,1.2073087,1.1178765,0.60205185,1.2672827,1.0184616,1.1008233,0.875741,0.84546864,0.8909189,1.2423277,1.0986018,1.1273019,0.61139417,0.81343603,1.0939133,0.76435614,1.1854179,1.3409097,1.1269425,0.9499046,0.9654432,0.6763368,1.090143
shovel,1.2362084,1.0559094,0.9618038,1.1472024,1.2406431,0.8454462,0.7959186,1.0001115,0.80158573,0.9253733,1.0567455,1.1955183,0.90144795,1.0918702,1.3058517,0.90417504,1.2820137,0.98573154,0.87270564,0.83734477,0.6551226,0.9504353,1.1557999,0.73211867,0.6134929,0.8245536,0.9376838,1.0364872,1.1976495,1.119472,0.707545,1.1053699,1.2688942,0.7099879,1.1549609,1.0413549,1.1575103,1.2338024,1.1200806,0.77192074,1.0790608,0.68670917,0.8764431,1.1178654,0.854094,0.92580533,0.919361,1.0851892,1.0749832,0.9044263,1.0503596,1.1300342,1.1132839,0.9979851,0.92687064,1.16946,0.68676126,0.83096325,1.0936915,1.07477,1.0698881,1.067451,0.9746913,1.3032534,0.834598,1.2446879,0.903978,0.9332224,0.99881727,1.2879982,0.9205181,1.3649861,0.7541959,1.1054727,0.580934,1.1992842,1.0737325,1.0748353,0.95299745,1.1144255,1.1466312,1.1801255,0.9652691,0.867243,0.9967591,1.2395657,0.972285,1.0069131,1.1244417,1.2482518,1.295756,1.074714,0.7210881,0.6153105,1.1965427,0.99531144,1.0559956,1.1200701,0.9839568,0.69190574,0.9115525,0.9727766,0.890289,0.7149742,0.8640527,1.0735145,0.90244514,1.0648235,1.0720516,0.5556426,1.357529,0.85103273,1.1235365,0.0,1.0435152,0.7773594,1.0814092,0.77373934,1.07792,0.86663646,1.0920641,0.9095189,0.3652494,0.8214585,1.2047666,1.0638199,1.2866168,0.96209335,1.0976094,0.587171,1.0758207,0.9577222,0.7788327,0.8151846,0.72748107,0.99668264,1.1871374,0.82427096,0.60165834,0.9500362,1.1109387
shower,0.9806291,1.1762404,1.4602263,1.0174913,0.7967986,1.3596513,1.2693815,1.3269103,1.1544391,0.6678429,0.9346886,0.7226817,1.196852,0.56028545,1.0263098,1.183758,0.8609817,1.0591025,1.1575013,1.1627029,1.121511,0.96833855,1.1444317,0.83738697,1.0970213,0.9683716,1.0584807,1.1929793,0.54361093,0.6900156,1.0830607,0.61212593,0.77756965,0.98421955,0.90683156,1.2764184,1.200308,0.73448104,1.1837771,1.2451391,0.65199006,1.1770563,0.94847006,1.1107107,1.2408009,0.4519366,0.68067765,0.83694166,1.2490662,1.3683028,0.6606336,1.1913174,1.2828541,1.2409601,1.2361835,1.1845587,1.027882,1.2276537,0.8483931,1.2352027,1.3677856,0.6039614,1.5210793,0.96365947,1.2588215,1.0940487,1.3187537,1.123036,0.6331768,0.78739977,0.8689109,0.8617717,0.8423374,0.6881404,0.7878758,0.91399765,0.9149893,1.2514455,0.90948296,0.95406985,1.078436,1.1678512,1.2932565,0.7890346,1.1479415,1.2619147,1.3489892,0.6693064,0.8343561,0.85985446,0.7457698,0.93685645,1.2397835,1.1888775,1.1344439,1.2529294,0.95254374,1.1398584,1.1129899,1.1386449,1.1409262,1.3658612,1.0931498,1.2009296,0.6966879,0.64871436,1.169768,0.91036415,0.9600226,1.1445643,0.78717685,1.2341431,1.0526997,1.0435152,0.0,0.7035055,0.8904326,1.3714867,0.63958985,1.2017001,1.0759611,1.0015256,1.1129332,0.94496775,1.1969979,0.88401055,0.7455118,0.879747,0.65777767,1.2876222,1.3148445,1.2685273,1.129005,0.9856133,1.3766031,1.021551,0.8452929,1.0720055,0.6671734,1.3308399,0.45051372
sink,0.9911171,1.3338423,1.3503451,0.7663729,0.94036317,1.2280041,1.0973296,1.2644296,1.2173634,0.10243267,0.9394271,0.80020726,1.3691665,0.6007811,0.9684378,1.2600695,0.9400021,0.735788,0.99002564,1.2341914,0.3375212,0.84427094,0.9804523,1.2634311,0.7011423,1.2361538,0.97742295,1.175163,0.9071408,0.8893946,1.0498646,0.90559417,0.9752132,0.77951527,0.81579524,1.1894395,1.288784,0.8743774,1.0920476,1.3084458,0.7197362,0.9383153,0.519801,1.2945147,1.3133268,0.8988601,0.6220586,1.0964572,1.274178,1.2308978,0.85264736,1.1267403,1.3314986,1.2572715,1.3760427,1.2875545,0.90285724,1.1410375,0.67531884,1.317054,1.4483435,0.95711434,1.2593296,1.0586946,1.1294174,1.0632915,1.3588868,1.1693263,0.64150506,0.90950453,0.7366299,0.9886428,0.8100811,0.8057351,1.1107732,1.0829831,0.894207,0.9836506,1.0549169,0.92827827,1.0289369,1.2271109,1.2952285,1.0221881,1.3574108,1.2725406,1.2892772,0.627329,0.96060187,0.98567975,1.0409868,0.7803223,1.2649035,1.1832849,1.0453686,1.1706405,1.2249509,1.0692602,1.2913443,0.5613829,1.1569073,1.228141,1.0352038,1.1969869,1.0545335,0.815722,1.2877307,0.9303981,1.0558021,0.802621,0.9416634,1.1361675,1.2402904,0.7773594,0.7035055,0.0,0.72672415,1.3611292,0.7725749,1.0013885,1.1486329,0.3864367,0.9431988,0.95571625,1.2985561,1.1589212,0.8294467,0.88370156,0.56907415,1.0919433,1.437576,1.1806567,0.941544,1.1866205,1.2483761,0.4214363,0.94729996,0.88319325,1.0603985,1.3094511,0.81648695
slide,0.6617475,1.3498477,1.3172253,0.59605974,0.86268485,1.2936583,1.0537785,1.1450832,1.0429542,0.58030856,0.8982208,0.37466776,1.4832771,0.61074233,0.48803335,1.290792,0.67044985,0.6003711,0.7096708,1.4136164,1.0049585,0.5745387,1.1038938,1.3445333,1.0083247,1.3760971,1.1434758,1.2696357,1.0542706,0.9290979,1.3314058,0.738001,0.7373946,1.1904786,0.82276446,1.3371086,1.3242122,0.84145254,1.1403704,1.4162204,0.33323908,1.449565,0.9861063,1.1762853,0.9538347,1.0033759,1.064825,0.8951243,1.2554477,1.3192084,0.8828671,0.9400823,1.3753611,1.4122541,1.3063835,1.3159876,1.2292131,1.0353649,0.81962055,1.4884588,1.3752805,0.9241878,1.2329036,1.0232248,1.0990063,1.0170938,1.4462285,1.0053157,0.7098567,0.66704136,0.7673291,0.7734825,0.9611583,0.52000153,1.3712742,1.1063192,0.7690587,0.9941037,1.2734245,0.8273228,0.9340884,1.1868382,1.4511657,1.3352424,1.50067,1.255192,1.3398564,0.87795174,0.7520267,0.54629785,0.9653457,0.64579153,1.4518291,1.2517712,0.99476624,1.1425974,1.3665885,1.0040094,1.3040658,1.1496757,0.9782869,1.1980784,0.8376252,1.3046341,1.1611578,0.7693236,1.2914968,0.78022325,0.77799505,0.7115601,0.8424361,1.0540808,1.3380653,1.0814092,0.8904326,0.72672415,0.0,1.5568366,0.8346819,1.2866894,1.2436489,0.75933653,1.3913864,1.0976318,1.3423986,0.8161235,0.7015193,0.3505956,0.66295105,1.2153621,1.4938486,1.3179748,0.8715848,1.3510274,1.0691549,0.46209884,0.80497205,1.0912939,1.1332008,1.4522969,0.9206293
slipper,1.4741018,0.6842607,0.4660167,1.4254477,1.3834412,0.462026,0.73562676,0.65508604,0.70445037,1.5242716,1.1902944,1.5509609,0.29815626,1.5300769,1.565635,0.6469271,1.3978899,1.197299,1.2276154,0.34699333,0.9210662,1.323935,1.1443188,0.57078165,0.8690042,0.3546306,0.78160733,0.6755532,1.0181634,1.1594357,0.5020842,1.4097186,1.3452353,0.6541734,1.3728817,0.47194314,0.5101478,1.3260963,0.94952476,0.23674947,1.6009463,0.4496374,1.197013,0.81325364,0.92325413,1.2288153,1.1168985,1.1761854,0.78609365,0.58360976,1.1229393,1.1155547,0.69133735,0.36589038,0.56888413,0.6177013,0.87702584,0.82534236,1.5167685,0.29943013,0.5177616,1.1238127,0.6502272,1.2347075,0.79144454,1.2704856,0.21658093,0.94394064,1.4691138,1.474276,1.3435285,1.3940749,1.1718792,1.5660293,0.54320145,1.0758305,1.274859,1.0279722,0.69049835,1.3293829,1.1713127,0.70770967,0.2960068,0.70428383,0.3236304,0.76324,0.4550007,1.348855,1.2980145,1.5521438,1.235435,1.4661354,0.34955966,0.61111987,1.1864343,0.8210539,0.43742567,1.1607368,0.7729964,0.7752803,0.98861116,0.8266187,1.1017852,0.44315648,0.98523074,1.3434242,0.59650004,1.2570045,1.2143544,1.1264085,1.4611685,0.6843338,0.7466632,0.77373934,1.3714867,1.3611292,1.5568366,0.0,1.3238643,0.68209654,0.8693521,1.3804873,0.57650703,1.0947685,0.49599636,1.1297741,1.5639696,1.4421363,1.5007136,0.5416813,0.41351986,0.6689208,1.1504315,0.54323894,0.47605795,1.5237801,1.3733933,0.97271633,0.8107022,0.32482302,1.3457072
snow,0.944803,1.196789,1.2658422,0.9708134,0.9041575,1.1469638,1.1280468,1.3396051,1.2859899,0.7041298,0.63270956,0.76364774,1.2668918,0.70621216,0.891152,1.1096985,0.76176643,0.94619864,1.109032,1.2348144,0.9932353,1.103377,0.915527,1.1471695,1.1681521,1.2532984,0.9119748,1.2987446,0.48018974,1.1043644,1.0557501,0.92970985,0.6854476,1.0313212,0.85921717,1.1617095,1.239565,0.96591395,1.1396685,1.2426318,0.8835814,1.2438136,0.93701446,1.171583,1.3089498,0.89513254,0.8440276,0.91813624,1.1632603,1.1684891,0.5978916,1.0265039,1.2140602,1.1734668,1.275801,1.3000302,1.1971412,1.1172147,0.804703,1.2179673,1.349262,0.45509368,1.2774348,0.97742915,1.2123591,1.090173,1.3150403,1.0572696,0.90116656,0.7658938,0.7895168,0.950606,1.0518222,0.9935127,1.1357964,1.1535939,0.6164826,1.1286792,1.0628451,0.96563697,1.1317155,1.0524493,1.1756167,1.062893,1.2994475,1.114322,1.2018764,0.89894044,0.5172862,0.8737221,1.0319314,0.9033244,1.2778424,1.2689725,1.0553014,1.1010135,1.182977,1.0971742,1.229486,0.9383815,1.0851045,1.2441721,1.1920718,1.275245,1.2251873,0.3459682,1.4168333,0.6260679,0.7827968,1.1560035,0.92694557,1.1912892,1.2073087,1.07792,0.63958985,0.7725749,0.8346819,1.3238643,0.0,0.94517565,1.136163,0.902369,1.2181159,1.0899009,1.1986642,1.126986,0.84557486,0.9096315,0.83348376,1.2139875,1.2800409,1.1943734,1.1178823,1.1054981,1.2722164,0.9506692,0.73308456,1.0875784,1.1820496,1.242921,0.6385889
soap,1.2566302,0.96714514,0.5444204,1.1750202,1.2705251,0.44686943,0.5812285,0.81328815,0.99450535,1.1576397,1.0359111,1.3690491,0.75246847,1.378305,1.3488423,0.74208885,1.3309219,1.0818794,1.152216,0.6191027,0.6725538,1.274882,0.90097576,0.94669473,0.8122846,0.8067831,0.82956797,0.8690789,0.9897136,1.2769079,0.5853541,1.2457318,1.2320434,0.7984143,1.1567341,0.7641803,0.94200605,1.2959809,1.0174514,0.65370077,1.3789458,0.4960996,0.8905081,1.0461494,1.1120154,1.1305935,0.9345861,1.0887675,0.90606135,0.47951543,1.1786704,0.97945076,0.9515427,0.56950605,0.89322335,1.0861084,1.0864601,0.8867811,1.166659,0.7458966,0.8898033,1.0274369,0.58897895,1.1749078,0.9499351,1.1749756,0.75896347,0.99463,1.2536027,1.3225055,1.0479566,1.4166067,1.255245,1.4155115,0.7627034,1.2078638,1.0321052,0.8360142,0.8491755,1.1821363,1.0971141,0.8609743,0.57314193,0.8010528,0.8076929,0.85715675,0.5213257,1.2082754,1.0844798,1.3654934,1.3801936,1.2016695,0.743458,0.8897137,0.9845777,0.8782268,0.90810853,0.9759487,0.98080015,0.5855645,0.9985256,0.7050221,1.1694863,0.90769917,1.1738938,1.1561807,0.904285,1.0400965,1.131182,1.1856601,1.3481026,1.1451368,1.1178765,0.86663646,1.2017001,1.0013885,1.2866894,0.68209654,0.94517565,0.0,0.9172666,1.0230317,0.71835655,0.97984785,0.7315451,1.2472034,1.3273048,1.2373544,1.2819879,0.68971336,0.8483838,0.8789437,1.1009829,0.81840813,0.6558675,1.1657176,1.1490167,1.0109886,1.0613561,0.7893894,1.0949026
sock,1.1433651,0.47107548,0.9834827,1.15215,0.7143936,1.0731307,1.0076333,0.8326932,1.1415106,1.1563609,1.2209557,1.1613005,0.7745203,1.0273113,1.0998741,1.0127745,1.0063527,1.3546567,1.2096313,1.0551646,1.190886,1.239695,0.7732422,0.9424909,1.0805753,0.93968415,1.1774818,0.5824591,1.1262138,0.8915581,1.1654458,1.0694115,1.0913044,0.96426713,1.1147484,0.9887317,0.77403516,0.94933254,0.82859135,0.9773684,1.195156,0.99305636,1.0908492,0.9529625,1.0781108,1.0210897,0.98327094,1.0582981,0.790619,0.83291394,1.2219366,1.2166924,0.5174508,0.94927037,1.0654042,0.565418,1.0770574,1.2656405,1.145417,0.80308056,0.5523867,1.2018291,0.9286423,0.99815917,1.1454532,0.69202536,0.9791567,1.1624551,1.1005895,1.0332141,1.1454908,0.85106814,1.0236139,1.0323167,1.0486075,0.73356843,1.1085756,0.8909146,0.7798497,0.9230223,1.0104992,0.97714937,0.88793653,0.62778914,0.72119,0.6678961,0.9369031,1.1825085,1.1939228,0.99398255,0.79402447,1.1367775,0.88158196,0.8955441,0.8725821,0.8861259,0.78644824,1.0414691,1.1143615,1.216789,1.1484618,0.9202099,1.1126263,1.0050707,1.0826937,1.1464353,0.8881909,1.0999167,1.0640255,1.1709548,0.89934844,0.91948366,0.60205185,1.0920641,1.0759611,1.1486329,1.2436489,0.8693521,1.136163,0.9172666,0.0,1.1289345,1.0530146,1.0127662,0.8179419,0.92202854,1.0550687,1.0638454,1.1457902,1.102143,0.56623226,0.6975744,0.89424473,0.7099453,1.2082103,1.2987804,1.0407774,1.0747429,1.057093,0.7817328,1.1080265
soup,0.7973014,1.2288878,1.1806755,0.8131806,0.96294045,1.2039449,1.0935822,1.149653,1.1750454,0.3823315,0.97346246,0.89362407,1.3474512,0.84479195,0.87644917,1.1841263,0.9862201,0.8048757,0.90963215,1.2876239,0.47017264,0.9090117,0.77292806,1.306633,0.8123722,1.374332,1.1249974,1.0018407,1.131185,1.0674993,1.2369446,0.94293416,1.0314541,1.0801193,0.8418381,1.1577506,1.2573941,1.0206409,0.82717717,1.3324692,0.80396223,1.0632745,0.6940992,1.1400481,1.1130174,1.0358521,0.9660864,1.0886981,1.1463728,1.1801591,0.97471017,0.99710083,1.186512,1.291533,1.2198079,1.2503117,0.9096469,1.031983,0.7199138,1.3367839,1.2905629,1.0145005,1.0473753,0.99069446,0.987931,0.9006624,1.3665822,1.0818585,0.7969817,0.9894471,0.78227866,0.99167675,0.83036184,0.7515814,1.3298483,1.0497859,0.920013,0.8758696,1.1343291,0.84684765,0.87138796,1.1094307,1.29796,1.1727241,1.3266498,1.201175,1.2253444,0.8641474,0.93824947,0.9319105,1.0715911,0.8365322,1.202102,1.0798237,0.7647113,1.1157527,1.3579222,0.83978945,1.1432862,0.7086938,1.0436497,1.04375,0.89060175,1.3174064,1.1165217,0.8719577,1.1284825,0.9569036,1.0021435,0.82598704,0.9742737,1.0473646,1.2672827,0.9095189,1.0015256,0.3864367,0.75933653,1.3804873,0.902369,1.0230317,1.1289345,0.0,0.99166757,0.92700464,1.2264051,1.0527688,0.8939207,0.8836005,0.8109468,1.1191044,1.3243743,1.105383,0.8517516,1.2291713,1.2104447,0.42003155,0.8472817,0.9679002,1.2199237,1.3418448,1.0307634
