,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
egg,1.3311377,0.6657494,0.21041536,1.0804303,1.235184,0.22652793,0.3181888,0.67493,0.96222824,1.3087592,1.0242774,1.4329844,0.6771114,1.5064381,1.3704575,0.7219652,1.3737137,1.1551237,1.1946423,0.6524857,0.8301058,1.2729403,0.98846346,0.9041562,0.87637067,0.71360755,0.9122934,0.6094806,1.1219422,1.3617616,0.6485785,1.3624202,1.2353759,0.85693383,1.3732073,0.66395956,0.78293324,1.3652418,1.0796002,0.60659534,1.4872309,0.5376753,1.059349,0.9849784,0.9316696,1.2047896,1.041119,1.1801677,0.71733725,0.0,1.2479876,0.9183904,0.6753764,0.5487028,0.83888733,0.8596218,1.139672,0.8634294,1.2867224,0.62210035,0.7966076,1.1529542,0.4839154,1.1048607,0.7744054,1.0975264,0.5964421,0.8934217,1.3314853,1.3620205,1.0776368,1.3911042,1.378279,1.4662788,0.7869909,1.2119448,1.2383784,0.6908837,0.88418275,1.2991858,1.0639349,0.6960605,0.4192595,1.0275033,0.6688831,0.6858234,0.13396072,1.3473561,1.2468654,1.4123139,1.2792127,1.3422968,0.7806675,0.8874192,1.0882821,0.85532403,0.94038916,1.0432636,0.99308044,0.75203556,0.8741509,0.49078035,1.2769085,0.78416157,1.1256323,1.2278478,0.8234891,1.2265146,1.2625484,1.2032285,1.3404365,1.1412444,0.95195514,0.9044263,1.3683028,1.2308978,1.3192084,0.58360976,1.1684891,0.47951543,0.83291394,1.1801591,0.8550819,1.027262,0.63589436,1.3460269,1.3687077,1.3082224,1.3960568,0.5786888,0.5299623,0.8837737,1.1064582,0.9797897,0.45787555,1.2252411,1.1809487,1.0638659,1.0963013,0.6048415,1.244787
elephant,0.9980429,1.2108523,1.2744694,0.9947684,0.9389762,1.2137111,1.2080928,1.2286419,1.1161726,0.8265547,0.7040355,0.92973727,1.0428244,0.857528,1.0095526,1.0029981,0.93251646,0.9222018,1.1142423,1.0950215,1.1245923,1.0222205,1.0662645,1.0915686,1.1667571,1.0551988,0.94879717,1.158836,0.36863393,1.0944229,1.0034218,1.092197,0.78164047,0.96663195,0.8837333,1.0906049,1.028489,1.0896915,1.0885749,1.0622348,0.93634087,1.1746597,1.0478257,1.1378038,1.2009206,1.0186749,0.94816583,0.99950117,1.1200365,1.2479876,0.0,1.0875962,1.1259503,1.0871037,1.1974287,1.0528743,1.0251421,1.1359185,0.92149895,1.0257385,1.1785369,0.45547628,1.2573494,1.099151,1.1269822,1.095243,1.140584,1.0731611,0.92377394,0.8277994,0.8333085,0.9131535,0.71478546,1.0132779,1.0444492,1.1447212,0.762628,1.1749897,0.92582947,0.96417034,1.0297165,0.8371928,1.129247,1.0715764,1.0590886,1.104341,1.1866384,0.9420776,0.5541935,0.9944815,1.0230421,1.0299261,1.0954759,1.0321269,1.107924,1.115364,1.034817,1.1757078,1.2372882,1.076654,1.1124593,1.3282868,1.1129208,1.1087774,1.0774195,0.6070357,1.2814307,0.8068343,0.9247655,1.0502853,0.9874787,1.1090374,1.1503179,1.0503596,0.6606336,0.85264736,0.8828671,1.1229393,0.5978916,1.1786704,1.2219366,0.97471017,1.1658905,1.0650789,1.0767682,1.054731,0.92863923,1.0672202,0.94025344,1.0752528,1.1897371,1.225322,0.9575531,1.1031655,1.2120757,1.0294116,0.63459957,1.1199749,1.0838306,1.0524515,0.85286796
face,0.84863424,1.0336256,0.8643715,0.93607163,1.1308835,0.96092635,1.0249048,1.1457819,1.0335487,1.0540485,0.7674985,0.8690958,1.0354056,1.1851383,0.6800366,0.86744916,0.95911103,1.0088558,0.8765538,1.1256152,1.0587676,0.9078398,1.0427353,1.2640903,1.0701939,1.2056632,0.9482592,1.2375747,1.100877,1.2218862,0.99212027,1.0321275,0.8799975,1.0954216,1.1016191,0.90910983,1.107557,1.0897031,0.9901112,1.141615,0.95611495,1.0835382,0.98408425,0.9382425,0.6058635,1.1184244,1.1440514,0.8313857,0.8836823,0.9183904,1.0875962,0.0,1.076142,0.9874422,1.0842025,1.159636,1.0310488,0.79185784,0.95957136,0.9835629,1.0966214,0.9942786,0.947041,0.78795695,0.8488562,1.0339928,0.942789,0.8535382,1.0500017,0.9308189,0.8899037,1.0779368,1.1762626,1.0553443,1.1768614,1.2174826,0.9980086,1.0475496,1.0770501,1.0632197,0.98504347,0.94836265,1.0366902,1.2891303,1.1070642,0.76757777,0.9846753,1.0263163,0.8133099,0.78789896,1.1276562,0.959486,1.135365,1.1823897,1.0669496,0.86723846,1.209718,0.93466556,0.975702,0.9663018,0.83609855,0.9180359,0.9453453,1.0679258,1.1026944,1.0888174,0.96155345,0.9936877,1.0672323,1.0489048,0.9613727,1.0541309,1.1588914,1.1300342,1.1913174,1.1267403,0.9400823,1.1155547,1.0265039,0.97945076,1.2166924,0.99710083,1.1759641,1.0697631,1.1343632,1.1086916,0.91731995,0.9210442,1.1066812,0.83315665,1.0317652,1.2760328,1.1603067,1.2641042,0.92553127,0.86578393,1.0182716,0.97833145,1.2720878,1.0792488,1.012846
finger,1.2638751,0.3308562,0.72667265,1.0809072,0.8149569,0.86922,0.9645356,0.7613902,1.1277493,1.3363354,1.1715703,1.3965657,0.7071562,1.3537576,1.2227654,0.9148593,1.2631514,1.3413318,1.2239723,0.89472604,1.1825587,1.3376611,0.6401249,0.9245468,1.1904496,0.88334185,1.108922,0.44689447,1.1489428,1.2185425,1.0644865,1.2899992,1.1941841,1.1386912,1.1945477,0.8432058,0.59507626,1.2170131,0.9771981,0.7551017,1.4432478,0.91996545,1.1699774,0.94097817,1.0849973,1.2000968,1.1132587,1.178621,0.54311156,0.6753764,1.1259503,1.076142,0.0,0.8525754,0.87562436,0.30985022,1.0098404,1.1514769,1.1421515,0.5044818,0.5603726,1.2239461,0.6739123,0.83188593,0.9776892,0.3675114,0.7871468,1.1636103,1.2437781,1.20097,1.2378048,1.0353159,1.0332059,1.2584162,1.0551194,0.81271875,1.2318091,0.8628553,0.8974448,1.1161653,1.0100477,0.76511633,0.60365856,1.0295545,0.56489056,0.33661783,0.74705786,1.2925948,1.2030461,1.1892202,1.0184072,1.208275,0.6607749,0.6229836,0.76544213,0.8539544,0.9900214,1.0506229,0.96280444,1.1294639,1.1370085,0.85204655,1.2610724,1.0444959,1.1072582,1.1077642,0.91949975,1.2252595,1.2333906,1.1079347,1.0716118,0.9622832,0.65859175,1.1132839,1.2828541,1.3314986,1.3753611,0.69133735,1.2140602,0.9515427,0.5174508,1.186512,1.0117188,1.0163481,0.7250049,1.1753917,1.173225,1.1713032,1.3672743,1.0539958,0.12929225,0.63431776,0.6500622,1.0379109,1.0368311,1.26418,0.9766129,1.0857248,1.1528877,0.44993472,1.2195739
fish,1.2693334,0.95174897,0.41934317,1.341146,1.2898855,0.50258535,0.651608,0.5698266,0.8129539,1.4234092,1.1652147,1.4280595,0.516815,1.4746761,1.4699134,0.49989986,1.3448541,1.0837901,1.1595001,0.4954999,0.9105814,1.2894759,1.2453184,0.7899307,0.9516129,0.5170153,0.7125729,0.6922198,0.8851181,1.179022,0.5226913,1.3499424,1.314668,0.677629,1.2514992,0.37645596,0.53028136,1.282115,0.99111295,0.28530967,1.4840231,0.59182936,1.1533936,0.937731,1.1324328,1.2223568,1.0256726,1.1300961,0.93708605,0.5487028,1.0871037,0.9874422,0.8525754,0.0,0.7467054,0.7632828,0.8836662,0.73815495,1.4176688,0.47660798,0.7079399,1.0062734,0.53674865,1.1986303,0.7871412,1.2970321,0.46805382,0.9094259,1.4063654,1.3605044,1.2403803,1.3198246,1.1826706,1.467165,0.68919146,1.2266793,1.2497189,0.81573296,0.56428576,1.3115971,1.1234084,0.79356873,0.4862299,0.7934195,0.4380536,0.83690596,0.40973485,1.2861261,1.230225,1.4783185,1.2424732,1.2955449,0.46107602,0.6879531,1.1672772,0.8401584,0.4818306,1.1054239,0.8107619,0.6829741,0.9546294,0.8576724,1.2743882,0.7072004,1.0924065,1.2757795,0.71581036,1.2353892,1.1520433,1.1057445,1.3491638,1.0359031,0.9208253,0.9979851,1.2409601,1.2572715,1.4122541,0.36589038,1.1734668,0.56950605,0.94927037,1.291533,0.7484929,1.1202319,0.5385834,1.2607036,1.4262514,1.384875,1.3925776,0.6245005,0.64469653,0.9042789,1.1706117,0.7289393,0.5308275,1.3920491,1.3667579,1.1096597,1.0027629,0.5611586,1.0993495
flower,1.1790951,0.92330617,0.61365354,1.2013034,1.3120704,0.66710746,0.7348728,0.86546147,0.61211187,1.4140571,1.1759679,1.2691725,0.67376614,1.3731865,1.3131034,0.8156191,1.2368774,1.0243791,0.99355364,0.6372785,1.0369787,1.0920842,1.1290574,0.6945149,0.8646781,0.7518498,0.8287722,0.9695143,1.2270666,1.0931804,0.75041425,1.1048753,1.217896,1.0885231,1.2256504,0.8386587,0.84849596,1.1827515,0.9906585,0.62800217,1.2160323,0.7220932,1.1318523,0.80963635,0.7635248,1.0902915,1.141507,1.0968503,0.7856182,0.83888733,1.1974287,1.0842025,0.87562436,0.7467054,0.0,0.9457808,0.82357424,0.7069471,1.1952552,0.7776135,0.7330126,1.1970415,0.69429046,1.0434935,0.7764441,1.1813821,0.59136033,0.90140736,1.2668226,1.2844564,1.173892,1.3175255,1.0934054,1.255554,0.685886,1.0713177,1.1593574,1.0951059,1.0111635,1.1783929,0.9636009,0.92418736,0.6802417,0.95584613,0.745762,0.955464,0.7784724,1.2146109,1.1635276,1.3063254,1.2004158,1.1737548,0.63338435,0.83965397,1.058825,0.9003444,0.84058976,0.9595833,0.24568987,0.98433375,0.9285751,0.7601907,0.91333324,0.76679575,0.8206345,1.2762036,0.6457057,1.1270332,1.0171441,1.0093191,1.2802749,0.9217226,0.94111496,0.92687064,1.2361835,1.3760427,1.3063835,0.56888413,1.275801,0.89322335,1.0654042,1.2198079,0.7464758,0.968835,0.67761445,0.96475804,1.3265784,1.2515519,1.2514702,0.76610804,0.76429564,0.8682971,1.0829065,0.8070389,0.61399597,1.3486183,1.271977,0.96705586,0.7737541,0.7580019,1.1863015
foot,1.1022844,0.48759574,0.9002929,1.1534563,0.71802735,1.0902487,1.1699451,0.64557135,1.1314082,1.2993457,1.1881571,1.3153458,0.7330957,1.1609267,1.1603342,1.0331618,1.134715,1.310783,1.2774966,0.94757086,1.2870549,1.2514513,0.7705637,0.9159718,1.2741205,0.7820568,1.1866386,0.4346087,0.9944471,0.89630234,1.1474656,1.2279674,1.1308566,0.9861113,1.042525,0.7138011,0.36294115,1.0000118,0.81287456,0.8124857,1.3780899,0.97996116,1.2029705,0.7621003,1.1983362,1.2011678,1.1049163,1.1744915,0.849761,0.8596218,1.0528743,1.159636,0.30985022,0.7632828,0.9457808,0.0,0.89715886,1.225417,1.1969141,0.54374546,0.5254735,1.1799716,0.85819036,0.81221294,1.0978588,0.5703954,0.79981875,1.2842629,1.1829754,1.1399442,1.3180482,0.7940604,0.89412653,1.0744414,1.0991409,0.61571586,1.2732235,0.80574596,0.64071107,1.0829265,0.9309589,0.7480726,0.7839416,0.86775005,0.54514253,0.58330405,0.8333624,1.2070725,1.2144241,1.1431859,0.7411231,1.1470239,0.6993592,0.71329194,0.9345515,0.9676033,0.7221762,1.0400033,0.8946926,1.1984091,1.2561169,0.9762432,1.2258905,0.896649,1.0342202,1.1901617,0.85499275,1.2801381,1.208194,1.1178191,0.8634721,0.76999784,0.5132945,1.16946,1.1845587,1.2875545,1.3159876,0.6177013,1.3000302,1.0861084,0.565418,1.2503117,1.0762438,1.0544732,0.7358459,1.0534686,1.0670695,1.2078605,1.1769218,1.1618963,0.32170528,0.67438877,0.76958203,0.9469092,1.2036654,1.2677146,1.0445446,1.1259847,1.0394691,0.46290326,1.2473538
fork,0.9582419,1.1059502,1.0537326,1.1317362,1.0284598,1.1703172,1.1490302,0.9122364,0.9034013,1.0105767,1.1791928,1.2031379,0.9884099,1.0866599,1.1748003,0.8892227,1.2185134,0.9672437,0.93564236,1.0103679,0.8989838,1.0667281,1.1846976,0.80703056,0.9472568,0.92363673,0.9070561,0.9000151,1.1186656,0.9940801,0.9640435,1.1241069,1.2149057,0.87196946,0.8506279,0.9166263,0.8424816,1.1269575,0.884875,0.86608833,1.1002895,0.9352066,0.8412396,0.95179623,1.0741677,1.0358284,0.8693765,1.0653337,1.0326041,1.139672,1.0251421,1.0310488,1.0098404,0.8836662,0.82357424,0.89715886,0.0,0.81175184,1.0219696,0.9667963,0.9644332,1.1794622,0.9272889,1.096424,0.9137267,1.0506171,0.95915425,1.0972998,0.90038407,1.2703993,1.1072321,1.120581,0.31993258,0.9296115,0.85595596,0.9932434,1.253044,0.96473074,0.8456077,1.0262982,0.86538345,1.0809007,1.1039227,0.87953705,0.8640275,1.095518,1.1606131,0.93729854,1.2257259,1.2548771,1.0708842,0.94037926,0.6585037,0.7061747,1.0270743,0.8622107,0.9614583,0.87883514,0.6745557,0.7109271,1.0830662,1.1192758,0.99017817,0.9008206,0.813558,1.1563548,0.8640922,1.2525845,1.0212051,0.6858483,1.0968548,0.8578315,0.979419,0.68676126,1.027882,0.90285724,1.2292131,0.87702584,1.1971412,1.0864601,1.0770574,0.9096469,0.4609614,0.8347258,1.0747046,1.0181172,1.1978598,1.1104455,1.0142157,0.90224373,1.0520132,0.8735151,0.79574704,0.9395391,1.1129198,1.0256381,1.1961819,0.8953495,0.7552576,0.9002095,1.05831
frog,0.7670033,1.1683927,0.6257569,1.1232418,1.2928013,0.7526366,0.70266694,0.89925194,0.6895069,1.2145308,0.9677448,1.176271,0.86645997,1.3999832,1.1539861,0.7214868,1.177766,0.78049207,0.7958835,0.8584908,0.8472254,0.9621104,1.2536005,1.0312451,0.7460979,1.0336751,0.7687421,1.1387141,1.2075493,1.2729744,0.7346693,1.2638874,1.1794327,1.0393333,1.2050364,0.906226,1.0663157,1.2846392,1.0560174,0.76860225,1.1445426,0.8717878,1.1343684,0.9207021,0.617983,1.2144861,1.1430092,1.138506,0.9632022,0.8634294,1.1359185,0.79185784,1.1514769,0.73815495,0.7069471,1.225417,0.81175184,0.0,1.1765381,1.0416611,0.9037316,1.1355529,0.622764,1.2449256,0.7059557,1.2591976,0.81346464,0.57861453,1.072571,1.2061596,1.0563476,1.3236065,1.0498952,1.2098744,0.88323873,1.3229421,1.0853518,0.88503826,1.0361491,0.78503394,1.0590228,0.9752346,0.9849292,0.9911174,0.97749037,1.1684546,0.91240823,1.2015083,1.0384433,1.2490745,1.3225286,1.0881073,0.7086731,0.8851256,1.0109848,0.65603244,1.0730593,0.9265233,0.6101346,0.74177897,0.55336684,0.8575676,0.9459475,0.7966694,1.0549914,1.233319,0.55473274,1.0692043,0.88717705,0.717909,1.2875655,0.98515314,1.2353472,0.83096325,1.2276537,1.1410375,1.0353649,0.82534236,1.1172147,0.8867811,1.2656405,1.031983,0.76147175,0.81863964,1.0029906,1.1751988,1.2449754,1.0796224,1.2648166,0.6357384,1.0968996,1.1955701,0.9986145,0.873588,0.5380105,1.0031369,1.3533378,0.88499457,1.0198932,1.052152,1.1914936
glass,0.8032737,1.2253937,1.3270433,0.72197855,0.7990749,1.2639505,1.1670544,1.3133798,1.2618749,0.60194266,0.8974418,0.70784765,1.5049233,0.69434386,0.63779783,1.2999879,0.72771734,0.85148233,0.89817303,1.3337736,0.8994823,0.8609646,0.82894075,1.3289702,1.0022509,1.4346011,1.0710887,1.2910361,0.9851485,0.9719535,1.1809268,0.75459474,0.8239118,1.1072496,0.6410419,1.4129758,1.3646541,0.84710336,1.0427161,1.5000255,0.7302034,1.1906815,0.6266784,1.1371948,1.1646167,0.90088737,0.9582359,1.0027423,1.0987837,1.2867224,0.92149895,0.95957136,1.1421515,1.4176688,1.1952552,1.1969141,1.0219696,1.1765381,0.0,1.3596852,1.3182864,0.96375763,1.0765101,0.7625086,1.093816,0.728649,1.4156487,1.1829907,0.65910506,0.6879566,0.59837145,0.77875394,0.8813524,0.7363117,1.2811031,0.9340049,0.90985304,0.9284175,1.3120837,0.79721093,0.911664,1.2047153,1.3737633,1.3013811,1.3999139,1.1464835,1.3850948,0.7381245,0.88021064,0.7102144,0.91041017,0.67453706,1.4212325,1.2364327,0.8321003,1.2083907,1.4354286,0.8804505,1.0783731,0.9847404,1.1718409,1.1575502,0.88341475,1.2521309,1.0226476,0.8628481,1.3036993,0.9365491,0.9402801,0.90412927,0.7431938,1.0598185,1.1631643,1.0936915,0.8483931,0.67531884,0.81962055,1.5167685,0.804703,1.166659,1.145417,0.7199138,1.1982257,0.8575519,1.3183271,1.0053195,0.6854124,0.81079024,0.64024985,1.2559121,1.352367,1.0533688,0.828033,1.4158577,1.3672407,0.6288436,0.9027355,0.91889954,1.1758345,1.2028751,0.74500406
glasses,1.4335225,0.68134177,0.59301114,1.2818512,1.1740125,0.5751006,0.9106882,0.77464736,0.9691482,1.3965731,1.1473354,1.471214,0.38979948,1.4603649,1.4027951,0.74128866,1.3384941,1.2645885,1.2993946,0.39188278,1.0256376,1.3848838,1.0603878,0.7282318,1.0873065,0.46993214,0.9071195,0.6356286,0.9425954,1.2327577,0.61147094,1.3439188,1.1988835,0.9007426,1.3025277,0.50679314,0.4793949,1.3296084,1.1267232,0.30139822,1.5518557,0.58179206,1.1387438,0.9283602,1.037125,1.2043617,1.1449251,1.1844757,0.66462123,0.62210035,1.0257385,0.9835629,0.5044818,0.47660798,0.7776135,0.54374546,0.9667963,1.0416611,1.3596852,0.0,0.6472834,1.0656651,0.70933867,0.9066459,0.8623048,1.0481936,0.29610622,1.031864,1.3341199,1.3291118,1.3336289,1.2824297,1.146774,1.4511955,0.69090545,1.0462639,1.2278895,1.0902742,0.7442211,1.3779155,1.0701367,0.65251154,0.19185364,0.9159546,0.24205232,0.4481026,0.5371474,1.3028162,1.2367449,1.40646,1.1544304,1.3932784,0.43872833,0.63325155,1.1203775,0.9079074,0.6495727,1.1826568,0.88556206,0.8690978,1.0938846,0.9877297,1.3076417,0.81712854,1.0613348,1.1771609,0.8729578,1.2213862,1.2140813,1.1672151,1.2697135,1.0456308,0.7336589,1.07477,1.2352027,1.317054,1.4884588,0.29943013,1.2179673,0.7458966,0.80308056,1.3367839,0.7629398,1.0965056,0.54953665,1.3187045,1.3693459,1.3334389,1.4542155,0.7960042,0.28555518,0.6712591,1.0096881,0.89455533,0.68932337,1.4988558,1.1853011,1.1626105,0.97423464,0.21018851,1.1812882
glove,1.1547596,0.68948066,0.73759836,1.290213,0.93469197,0.79228103,0.84822106,0.68299985,0.9054205,1.4771464,1.2268816,1.3721442,0.54499865,1.3496048,1.1492202,0.7579627,1.0888231,1.2009817,1.2139994,0.833421,1.2245877,1.3451868,0.8759022,1.0199442,1.0433427,0.88306856,0.96113396,0.7100368,1.144589,0.9979555,1.0431828,1.3173404,1.1536208,1.0933789,1.1086406,0.78075,0.5938706,1.1035072,0.8948876,0.7223673,1.429775,0.9010722,1.2534711,0.7065507,0.8390041,1.3233224,1.3090141,1.222523,0.695972,0.7966076,1.1785369,1.0966214,0.5603726,0.7079399,0.7330126,0.5254735,0.9644332,0.9037316,1.3182864,0.6472834,0.0,1.217788,0.62679625,1.0419455,0.87331855,0.79162467,0.5405207,1.0531229,1.3020566,1.1235405,1.327827,0.8805649,1.003921,1.2938824,1.0796093,0.85865194,1.2002568,0.8657246,0.89527005,0.8844505,0.8542129,0.85327005,0.72407925,0.7293676,0.58233356,0.72245526,0.7763357,1.3187165,1.1460173,1.1115409,0.9064394,1.3237545,0.71526307,0.8018332,0.9229483,0.73356456,0.6689089,1.0905926,0.81170654,1.175743,1.069457,0.78501254,0.9544259,0.74484444,1.1955973,1.3495928,0.6720545,1.217948,0.9337915,0.9920383,0.9621339,0.68638307,0.5862816,1.0698881,1.3677856,1.4483435,1.3752805,0.5177616,1.349262,0.8898033,0.5523867,1.2905629,0.8957237,0.99703896,0.6275311,0.96665806,1.1353384,1.3014796,1.3503007,0.8637366,0.52130175,0.66783214,0.8538736,0.600723,0.8489239,1.3160264,1.1856816,0.9858571,1.1876911,0.624628,1.3988523
grass,0.93619055,1.2260518,1.1938744,1.0748119,0.9018866,1.1163789,1.1602188,1.220953,1.1671137,0.8919122,0.4630478,0.8654218,1.0572218,0.80355954,0.9548247,1.0262558,0.8809539,1.0578042,1.1924613,1.0785091,1.1535002,1.1217756,1.0915611,1.0934086,1.224678,1.0637679,0.9689383,1.207003,0.24079317,1.0573496,1.0013276,1.0303476,0.64970803,0.9101552,0.8736565,1.0927614,0.99371105,1.0049057,1.1315751,1.0857668,0.93300676,1.1797619,1.10751,0.83766425,1.1573424,0.9756652,0.98607844,0.9114109,1.1994364,1.1529542,0.45547628,0.9942786,1.2239461,1.0062734,1.1970415,1.1799716,1.1794622,1.1355529,0.96375763,1.0656651,1.217788,0.0,1.2653877,1.0204996,1.1687901,1.1693299,1.1719017,1.0217507,1.0064383,0.85160726,0.8229667,0.94497144,0.9970383,1.0300318,1.0623113,1.1043344,0.7956279,1.1490008,0.899351,1.0730089,1.0421463,0.85950047,1.0986133,1.0589219,1.1542013,1.1268487,1.0832006,0.9475412,0.4410745,0.9157483,0.9853606,1.1374384,1.1841674,1.148523,1.1982989,1.0764694,0.9907338,1.0915271,1.156805,1.0743082,1.0174179,1.2343315,1.1666301,1.1089141,1.1085911,0.48655725,1.1874305,0.81150186,0.8911926,1.1712224,0.9912738,1.1515864,1.1889501,1.067451,0.6039614,0.95711434,0.9241878,1.1238127,0.45509368,1.0274369,1.2018291,1.0145005,1.1772097,1.1114111,1.0775038,1.0197792,0.9320967,1.0618501,0.8940746,1.11992,1.2186589,1.2298936,1.191622,1.0595201,1.170563,1.0871136,0.8080312,1.1650292,1.0746815,1.1345862,0.79703677
gum,1.1059825,0.96298003,0.35843176,1.0488269,1.2282004,0.44385743,0.5106995,0.6241017,0.76601344,1.3624235,1.2150537,1.436512,0.83909595,1.5485172,1.1928313,0.7323866,1.3789996,0.9517418,0.8603656,0.70239526,0.79626524,1.0868063,0.9587388,1.0848463,0.752492,0.9186476,0.83795476,0.7582927,1.2934363,1.4005582,0.7277919,1.3550069,1.372601,1.0609329,1.0020545,0.7229871,0.80167866,1.4101611,0.97276706,0.5966364,1.3881993,0.65046823,1.0590328,1.0077351,0.9675914,1.3138837,1.1510592,1.2318385,0.8201591,0.4839154,1.2573494,0.947041,0.6739123,0.53674865,0.69429046,0.85819036,0.9272889,0.622764,1.0765101,0.70933867,0.62679625,1.2653877,0.0,1.1599445,0.7305247,0.9149505,0.6820082,0.9490377,1.277844,1.3378538,1.1267456,1.2690735,1.0711231,1.328722,1.0599773,1.2098904,1.2779932,0.5951375,0.9844024,1.0725948,0.9826194,0.871832,0.586946,1.094153,0.7678022,0.7715956,0.55105126,1.3447702,1.2391597,1.3732734,1.3650438,1.0078555,0.5997814,0.6772396,0.8684887,0.7468421,1.074985,0.8360174,0.8062486,0.7077565,0.9230615,0.7435497,1.1092942,0.9294672,1.1101081,1.389017,0.7481356,1.2718916,1.0250734,0.86791563,1.3328707,1.007474,1.0477087,0.9746913,1.5210793,1.2593296,1.2329036,0.6502272,1.2774348,0.58897895,0.9286423,1.0473753,0.8279387,0.95668393,0.6766081,1.2538716,1.4002656,1.2274874,1.4361548,0.62678957,0.67917997,0.66906273,0.7033608,0.9670366,0.5070246,1.0518793,1.2864395,0.96245164,1.286427,0.64071226,1.3350487
hair,0.8199227,0.88442254,1.1879078,0.9165126,0.719794,1.2020628,1.2316985,1.1041664,1.3386602,0.96270543,0.97642,0.8863214,1.1898623,0.85104716,0.71350956,1.1766565,0.7836102,1.1256576,1.1257097,1.1909345,1.2101694,1.1001244,0.8039832,1.1745546,1.3049196,1.2341688,1.1362808,1.0065174,0.9949687,0.8476269,1.2978165,0.78020227,0.75157833,1.3018006,0.8781651,1.1234603,0.9478187,0.7721754,1.0154989,1.3060021,0.951927,1.2246203,0.905079,0.7427492,1.009245,0.94456923,1.1464471,0.93304414,0.8312527,1.1048607,1.099151,0.78795695,0.83188593,1.1986303,1.0434935,0.81221294,1.096424,1.2449256,0.7625086,0.9066459,1.0419455,1.0204996,1.1599445,0.0,1.1702373,0.64554226,1.0337489,1.183995,0.90721226,0.7707239,1.1082554,0.72267807,1.0278394,0.83464146,1.2580945,0.7933395,1.1083034,0.92797023,1.1217973,1.0556717,0.79460007,0.9407276,1.0667876,1.2498599,1.0425311,0.67610633,1.1523681,0.9312519,1.0233068,0.7207788,0.6983977,0.90613043,1.2473183,1.2137299,0.8271762,1.1786059,1.1370454,0.9476508,0.83984673,1.2364156,1.1862512,1.0555936,1.0727758,1.269764,1.0625947,0.9536996,1.0959718,1.1308173,1.0354545,1.1343285,0.5074158,1.0725572,0.84674644,1.3032534,0.96365947,1.0586946,1.0232248,1.2347075,0.97742915,1.1749078,0.99815917,0.99069446,1.2357152,1.0017498,1.0294453,0.9925671,0.50671285,0.9108646,0.82504374,1.385199,0.8560369,0.98309135,0.9428752,1.3430046,1.3503367,1.0028356,0.9530587,1.1167097,1.1175733,0.98705196,0.882287
hamburger,1.2028594,1.0137132,0.66207874,1.09244,1.2237989,0.66925955,0.74059224,0.9044671,0.67198384,1.168838,1.1641957,1.1898973,0.75598323,1.3473536,1.118761,0.71910113,1.1621112,0.9338819,0.8082954,0.7201339,0.84974587,0.94485754,1.0872084,1.0311197,0.7529616,0.90586305,0.7733195,1.0200895,1.2468499,1.2411447,0.76281875,1.2196116,1.2333324,1.0742279,1.200885,0.804998,1.0288624,1.2461119,1.1338681,0.6884341,1.1768045,0.7100487,1.1435162,1.0358571,0.744907,1.182147,1.2105308,1.1231507,0.85344017,0.7744054,1.1269822,0.8488562,0.9776892,0.7871412,0.7764441,1.0978588,0.9137267,0.7059557,1.093816,0.8623048,0.87331855,1.1687901,0.7305247,1.1702373,0.0,1.1705352,0.6483892,0.69498503,1.2901498,1.1475422,1.0252339,1.2564673,1.0923486,1.2785327,0.9054132,1.1875811,1.1158267,1.0730724,1.0262452,1.1934566,1.1112378,1.0448083,0.755451,1.1085413,0.88207394,1.0831406,0.72950923,1.064678,1.1255867,1.2205188,1.2515752,1.0747528,0.83999187,0.8913237,1.0872335,0.88053846,1.0205387,1.0350279,0.9065943,0.8476644,0.75993454,0.7969396,0.9105436,0.7834367,0.9307177,1.2013505,0.8961751,1.1057489,1.126317,0.9392464,1.2509086,1.1062317,1.0561404,0.834598,1.2588215,1.1294174,1.0990063,0.79144454,1.2123591,0.9499351,1.1454532,0.987931,0.76391566,1.1220957,0.9788825,1.0693349,1.2387613,1.1736568,1.2733468,0.5505762,0.9005201,0.99558115,1.048262,1.0189711,0.540215,1.0410452,1.1478596,0.9174239,1.1147568,0.8418325,1.1532038
