,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
raisin,1.502162,0.74256396,0.48058552,0.793533,1.4867269,0.67311144,0.6591274,0.893049,0.83550525,1.4470465,1.5139244,0.48874015,1.2889856,1.4159992,0.9991646,1.299344,1.2141107,1.108645,0.39015007,1.2402918,1.403699,0.9566645,0.9510481,0.720947,0.9772844,0.38472617,0.86826867,0.74791986,0.9998585,0.8420714,0.8695535,1.2371104,1.2731278,1.3844163,1.3077209,0.9110487,0.9057169,1.3457534,1.1354549,0.4691248,1.393234,0.62076265,1.1923189,1.0003058,0.96265286,0.93377084,1.069062,1.2736228,0.6480912,0.51134205,1.1177052,0.8152065,1.1004925,0.7625544,0.6636378,0.44792557,1.0976478,0.66098934,0.66349554,1.2661619,0.4785626,0.91495025,0.9521588,1.2154483,1.2495806,1.2294755,0.24987489,0.8598961,1.351261,1.3552488,1.3627577,1.3036587,0.9878354,1.3371911,0.40451396,1.3060902,1.286344,1.2202946,1.2712498,1.3162371,1.2695309,0.91942084,0.84501415,0.42674446,0.67527413,0.4114583,0.97285515,0.74209905,1.3980533,0.94036186,1.397281,1.3594673,1.4777887,0.56183755,0.5726584,0.552582,1.0377059,0.66382235,1.1971833,0.59271985,1.3209611,1.0268469,0.59481305,0.97472656,1.1253567,1.0335183,0.0,0.9589688,0.84419274,1.3226423,1.2801082,1.0468353,1.1557655,1.4667829,0.8535135,0.559081,1.2638469,1.3829823,1.3918854,0.35215914,1.1291978,0.57274914,0.7443092,1.3394816,1.0984056,0.7302015,0.5918128,1.2224901,1.4720095,1.4453008,0.45816767,0.60353154,0.95694524,1.2793307,0.73010355,0.6806567,1.3688887,1.0668554,0.4981293,0.3461343,1.092155
refrigerator,1.0059408,1.1693491,1.1374726,1.2184,1.014714,1.1418592,1.1126252,1.1215328,0.60170984,0.9937813,0.9204634,1.0074091,0.75740314,1.0996742,1.2006875,1.0935793,1.0671988,0.84683275,0.7109798,1.1129574,0.7387192,1.2379324,1.0649272,0.5887482,1.156846,0.74680555,0.8742924,1.1947453,0.9461169,0.645478,0.869871,0.4694065,0.86645186,1.1515206,0.9166436,1.1437659,1.0758805,0.89115334,1.2207986,1.0197206,0.8182397,0.8619828,1.0778408,1.0612335,0.89792776,0.52850777,0.6916813,1.114723,1.087039,1.1315784,0.9583142,1.2608036,1.0809524,1.2486725,1.2032504,0.9194983,0.937713,1.0395328,1.1467881,1.012292,1.1404312,1.1352742,1.2388213,1.0479162,1.2150118,1.2205865,0.9324019,0.9756471,0.92531127,0.8701632,0.89215714,1.0053914,1.0142817,0.62151253,0.7705715,1.0168353,1.040123,1.1427512,1.1338807,1.1867582,0.839643,1.2581626,1.1560197,1.1844176,0.8540718,0.91913253,1.1708095,1.0255582,0.55764836,1.0810474,1.0401106,0.94475704,0.9760828,1.0001272,1.0160817,0.98480725,1.1098729,1.0684414,1.2534058,0.99201334,1.1347221,0.9435273,1.1995541,1.1007475,0.87144303,0.72849447,0.9589688,0.0,1.0644351,1.1967791,1.1872983,1.0529579,1.0323195,0.8865673,1.0125238,0.84101504,0.68018436,0.9769025,1.064118,1.1746109,0.9263757,0.8084576,1.0059552,1.1619403,1.0037966,0.85222054,1.167643,0.8098068,0.8258107,0.84573597,1.0561079,1.1941155,1.115305,1.0525231,0.8937905,0.98803467,1.0670308,0.76132506,0.6650223,1.0278275,0.78836966
rooster,1.0183794,0.9561053,0.8657521,0.94684005,1.2532232,0.9368771,0.8780611,0.8783375,1.0089008,1.2310145,1.2016248,0.970022,1.1294488,1.1302097,0.8971774,1.1282015,0.9959162,0.99524677,0.9845296,1.2299066,1.1275219,0.96156466,1.0804496,1.1085523,0.890967,1.0184797,0.8547529,1.0262134,0.8985439,1.0286431,0.9593382,1.0865272,1.0599612,1.1659358,1.0877246,0.9506913,0.9632313,1.1056303,0.97045046,0.985786,1.098748,1.1092806,1.1725111,0.7528174,0.9492753,1.0769535,1.1413274,1.079996,0.82935816,0.9215283,0.9861363,0.8694313,0.8973585,1.0038337,0.8825618,0.88135076,1.1252804,0.95588845,0.5135784,1.0471828,0.8650261,0.9400225,1.0468847,0.9807706,1.1157975,1.1372826,0.86982346,0.24743176,1.194067,1.0617616,1.2090602,1.0366379,1.130344,1.1968515,0.9439951,1.0641788,1.0738229,1.0851722,1.1778765,1.0760238,0.9378728,0.9274466,0.927532,0.9558634,0.9987251,0.88956916,0.9377864,1.0231662,1.1389935,0.68171,1.0536782,1.0691112,1.0987769,0.9610233,1.0332066,0.95654035,1.0715858,0.93009496,0.97815233,0.7691281,1.233428,0.40905422,0.90841854,0.99743974,1.1407828,1.0661486,0.84419274,1.0644351,0.0,1.007179,1.1875261,0.95943236,0.9983654,1.100922,0.94560313,1.0553651,1.1390543,1.2763512,1.1522841,0.89427257,1.0352229,1.0045245,0.91059905,1.1999674,1.2119286,1.0793321,0.9415583,0.96700466,1.1200279,1.2631245,0.9579767,0.9727604,0.8332958,1.2225798,1.004243,0.92532104,1.2230936,0.94261384,1.0003289,0.89324975,1.0029426
sandwich,0.579805,1.3488357,1.2124507,0.9515064,0.7818153,1.0114682,1.057279,0.7982217,1.2772919,0.7739814,0.96640587,1.5286815,1.1456077,0.90182567,0.94455725,0.993623,1.071751,1.1624886,1.3940506,0.76398987,1.005206,0.4743141,1.0269227,1.401182,1.0345818,1.5225167,1.2387594,1.0797098,1.1737244,1.3793433,1.2556239,1.0795887,0.9422718,0.5716561,1.030154,0.65591115,0.9297639,1.0813509,0.4013363,1.4560692,0.95120776,1.3683624,0.9778266,0.90558434,0.99812627,1.1267513,1.1078326,0.8812297,1.1643325,1.1291269,0.93765396,1.0937814,0.93374646,1.1657392,1.2550291,1.3302546,1.0246087,1.147604,1.1607838,0.93614924,1.4252386,1.1007969,1.0480236,0.8809035,0.16972554,0.75086224,1.4385352,1.0039524,0.8765545,1.0280138,0.7942793,1.0364776,1.03273,0.98307,1.4945859,0.91710585,0.728222,0.70303005,0.71954954,0.7937865,0.93484503,0.9827596,0.51826704,1.2910484,1.1971276,1.4577248,0.92775667,0.8822554,0.8859871,0.9843648,0.8585099,0.9426102,1.0072082,1.4319274,1.3174672,1.3603421,0.6166654,1.4628416,0.32971895,1.2673671,0.7216288,1.0090253,1.0919274,0.8330811,1.008815,1.078834,1.3226423,1.1967791,1.007179,0.0,0.5980916,1.0922116,0.99831295,0.9308934,1.1433015,1.3468716,0.9945804,0.82353365,0.96359146,1.4304999,1.1474701,1.1533542,1.425844,0.64650595,0.76757884,1.2621577,1.1030368,0.99025184,0.88636214,0.926139,1.3551091,1.2767233,1.0051854,0.94268423,1.1704038,1.250994,0.73654604,1.0529894,1.5268377,1.4524481,1.2000682
sauce,0.82570314,1.3660369,1.2164428,1.1214268,0.8769087,0.9711162,0.9919645,1.0762016,1.3121121,0.578732,0.96826416,1.423194,1.2488567,0.9200602,1.2271272,1.0427648,1.0625068,0.98452914,1.317267,0.2300862,0.961006,0.8205491,1.1291574,1.2429019,1.1457644,1.4408665,1.1908735,1.1663483,1.189387,1.393886,1.0278479,1.0792964,1.0152107,0.31932968,1.0756077,0.74464846,1.2305362,1.1742454,0.7919569,1.3889327,1.0388386,1.1640538,0.6923177,1.242956,1.1485423,1.0330848,1.0079055,0.9101053,1.2229182,1.0855902,1.0645514,1.0312471,0.99376214,1.257706,1.2451026,1.3573768,1.1823037,1.1483455,1.2531655,0.81352794,1.3703636,1.3525014,1.0005305,0.9824916,0.60446477,0.9358236,1.4053346,1.0537454,0.79837257,1.1026343,0.5999218,1.2259669,1.0103078,1.0167894,1.3791486,1.0203131,0.83136994,0.903933,0.18458307,1.0868845,1.0421766,0.9200459,0.8622645,1.2582743,1.189293,1.3201617,1.0825396,0.7311851,0.8818618,1.0946584,1.0311589,1.1218394,0.9058621,1.3000801,1.314137,1.312161,0.6173847,1.4079938,0.87193996,1.3957038,0.31147838,1.0431367,1.173246,0.8943459,1.0616137,0.9611453,1.2801082,1.1872983,1.1875261,0.5980916,0.0,1.1706891,1.0995114,1.0226511,1.0871886,1.200528,0.9810389,0.52505755,0.9080889,1.4522929,1.0933197,1.1481899,1.3699943,0.11328304,0.5065229,1.088372,1.0733292,1.0818394,0.9996731,0.82719636,1.2111487,1.3315164,1.1071633,0.86444026,1.1480987,1.2640057,0.3444193,1.0986601,1.4565722,1.4311126,1.0975121
scarf,0.854258,0.9549965,1.1658833,0.9450662,0.84776545,1.0883503,1.1745882,1.0632617,1.0917376,1.1727594,0.95166177,1.0363795,0.9327732,0.77450955,0.794577,0.76352775,0.8479259,1.0757916,1.1555331,1.2329036,1.1319026,1.1652137,1.1020391,1.1150535,0.91972905,1.0877761,0.9159478,0.9070894,0.73957264,0.87254465,1.1821828,1.0500802,0.8510745,1.13633,0.8757515,1.2163918,0.8620324,0.75954974,1.0977536,1.063659,1.1049489,1.253808,1.116466,0.71441805,0.9331032,1.0939615,1.0418631,0.82604957,0.71677303,1.1696038,0.85069066,1.0831183,0.9634566,0.91426814,1.0259196,1.014355,0.70040405,1.0283222,1.0464128,0.9912834,1.0923568,0.71079123,1.0643535,0.90000695,1.1068903,0.7728622,1.0540186,1.1616203,1.0130631,0.6659502,1.1825297,0.56824243,0.9623698,1.007958,1.1695502,0.7614148,0.94742805,1.1209328,1.2081244,0.65772766,0.8987032,1.0079364,1.1623061,1.1125357,1.0309473,0.81509227,0.90230024,1.2548751,0.9765085,1.1710098,0.7550609,0.64157754,1.0294718,1.0123379,1.1026268,1.1233374,1.1957746,0.90999496,1.0113791,0.81770504,1.2626648,0.9859166,1.0232618,1.1200801,0.8142253,1.0626783,1.0468353,1.0529579,0.95943236,1.0922116,1.1706891,0.0,0.8506041,0.6320361,1.0359482,1.108815,1.0419269,1.1895316,1.0176449,1.0675474,0.88306284,1.1997582,0.96948284,1.1785755,1.0793078,1.0484473,1.0119761,0.94302315,0.737346,1.0260717,1.2022004,0.9035472,1.0767186,0.8700101,1.0610393,1.2601392,1.272968,0.9616898,0.98069346,1.0249015,1.0020612
scissors,0.7276958,1.0256433,1.3076675,1.0382161,0.9032666,1.0498091,1.1026806,0.97578514,1.0072851,0.91659945,0.92819315,1.2324244,0.8043658,0.8290456,0.8243376,0.94551045,0.83867896,0.946545,1.250527,1.1107461,0.8600362,1.1666083,0.98225003,1.036876,0.89599514,1.2450391,0.96185136,1.0822723,1.0607955,1.0059764,1.075481,1.000213,1.0174168,0.99099314,0.7733424,1.1755633,0.9271975,0.88559437,1.0571214,1.1415002,0.87887144,1.2751117,1.0954307,0.9022105,0.95173603,1.0912038,0.8264225,0.98443127,1.0522083,1.222095,0.8751088,1.0626537,1.1452534,1.0410154,1.2246072,1.2151189,0.8212152,0.760576,0.8824995,0.6842423,1.2610779,0.68304175,0.7909385,1.0981512,1.0560938,0.7846766,1.2583615,1.1151212,0.5539208,0.95496815,0.8688793,0.77766293,0.5851662,0.9191585,1.2497551,0.8420006,0.97478336,0.8956284,1.0768063,0.67142254,0.56742615,0.9938417,1.2374079,1.3047667,1.0192841,1.0622213,0.99895114,1.3013569,1.0032066,0.9808219,0.849459,0.85454935,0.81441206,0.9581232,1.1626754,1.3203619,1.0956763,1.216613,1.0222453,1.1023804,1.0324345,1.1227213,1.1816621,1.1510836,0.6825188,0.96774083,1.1557655,1.0323195,0.9983654,0.99831295,1.0995114,0.8506041,0.0,0.9016472,0.906429,1.02957,1.0086595,0.94370925,0.7177425,1.1762277,1.0014677,1.2116675,1.1501867,1.0539585,0.6317649,0.96834266,1.19161,0.6308458,0.93421924,0.8318726,1.0726563,1.1776757,0.9245405,0.49623024,1.031155,0.9661579,1.0270058,1.0309737,1.0420086,1.1926149,1.1489089
shirt,0.5320252,1.1037344,1.4797579,1.0403715,0.51958483,1.3371124,1.4028915,1.2985039,1.1855388,0.78156286,0.47851694,1.3960884,0.65467584,0.45632344,0.9590792,0.59581864,0.87022066,1.1495656,1.4255875,1.1279924,0.8961226,1.2648538,1.1415188,1.2870783,1.1743671,1.3499482,1.104696,1.1920352,0.59859735,0.9772891,1.2384892,0.82556945,0.3982134,0.8874177,0.8127167,1.3450408,1.0476384,0.45280826,1.1562303,1.4712464,0.85262847,1.3888569,1.1235889,0.7018366,0.9755649,1.0278996,0.9947839,0.68023634,1.023174,1.4829044,0.6179994,1.1087544,0.74932516,1.101493,1.3424969,1.3305001,0.7177417,1.4358021,1.3530092,0.7818988,1.3205966,0.9167057,1.2604086,0.5592053,0.9261424,0.689542,1.3699214,1.268404,0.76071316,0.23582911,0.91457534,0.25330824,1.1792805,0.66529447,1.4454498,0.49939394,0.8442356,1.061463,1.0391867,0.64250684,0.6752207,0.9578786,1.2875903,1.3831298,1.3388728,1.2520697,0.9134035,1.393479,0.6519787,1.2104568,0.39160115,0.29770184,0.8506354,1.4445012,1.3878676,1.296393,1.2372873,1.1737282,1.0213962,1.1887747,1.0924106,1.0369065,1.2238533,1.1531065,0.77334976,1.0492111,1.4667829,0.8865673,1.100922,0.9308934,1.0226511,0.6320361,0.9016472,0.0,1.1469221,1.4403795,0.67995083,0.89767724,0.7325517,1.4355679,0.76732635,1.4762733,1.1405149,0.9738367,1.1668979,1.325258,1.360889,0.84608215,0.09553468,0.5885065,1.5612397,1.1704842,1.0414312,0.83461744,1.3181512,1.4839909,0.97960025,0.95271105,1.2847577,1.416491,1.0304528
shoe,1.0351137,0.77481353,0.89148796,1.0205995,1.0428416,0.8862843,0.85539657,0.9459565,0.8317431,1.2461511,1.1482776,0.9239235,0.95212406,1.0091392,1.1302446,0.9420669,0.87025785,0.7754526,0.88077164,1.1187131,0.9475616,1.0497092,1.1423452,0.80615604,0.97385013,0.92440265,0.8143296,1.0201051,1.1340635,0.97318995,1.0559986,1.1315414,1.1118419,1.2171062,1.1518788,0.98465776,0.9132469,1.0288367,1.0518472,0.91455245,1.01939,0.9919278,1.1099184,0.95274895,0.83365315,1.095214,1.0943078,1.0580401,1.0773277,0.9409714,1.0797108,0.91234607,1.0337193,1.0189668,1.0321648,0.9079759,0.76764345,0.91692317,0.8034205,1.0430115,0.9762229,0.8107575,0.8637181,1.1379075,1.1725109,1.0469725,0.88457,0.89462614,1.0438356,1.1522782,1.0813153,1.0034713,1.0982856,1.2331399,0.94525796,1.0729752,1.0539484,1.1001976,1.0815331,0.88984275,0.9416862,0.9995128,1.0086771,1.0217938,0.68585145,0.8943075,1.0561839,0.92962235,1.1775554,0.9837691,1.076094,1.0631151,1.0493542,0.9653543,1.0238359,0.9863899,1.0197302,0.8710485,1.1673044,1.0094465,1.139969,0.9997838,0.9856648,0.95082295,0.6897657,0.93114096,0.8535135,1.0125238,0.94560313,1.1433015,1.0871886,1.0359482,0.906429,1.1469221,0.0,0.838383,1.223176,1.233928,1.0509737,0.8976299,1.1443707,0.93497515,0.9117285,1.1139599,1.0590948,1.0415428,0.79453826,0.86720324,1.2067356,1.1415077,0.81430143,0.8934706,1.0099645,1.0932137,0.71350056,0.7147074,1.1187636,0.9138812,0.8773644,0.9240259,1.1188221
shovel,1.2942642,0.91636175,0.67924154,1.0687118,1.3077965,0.7883055,0.7390185,0.81919545,0.7966114,1.3580644,1.3929851,0.44728148,1.1670198,1.4419997,1.1869829,1.3005495,1.074669,0.82197,0.44895828,1.0693519,1.2148848,0.9470663,0.77125204,0.5628538,0.9175054,0.5290131,0.75338495,0.92252994,1.1345264,0.7654536,0.8668994,1.1693559,1.2560176,1.2272816,1.1308079,0.7893163,1.047935,1.310732,1.0704644,0.43285143,1.3032485,0.5354548,0.98924744,1.1941301,0.8877554,0.9676035,0.94083565,1.2095121,1.107427,0.6821031,1.2144728,1.094296,1.2807508,1.0348685,0.58413374,0.6487738,1.0008752,0.5050262,0.79541117,1.3130194,0.7841673,1.0050858,1.0101418,1.3890778,1.3167746,1.3437756,0.60469836,0.8137189,1.1052425,1.2907938,1.1779099,1.4210244,0.6256294,1.1568,0.42050946,1.3246291,1.2393559,1.0201745,1.184347,1.3541458,1.2322062,1.2820327,0.89543873,0.7830707,0.37241268,0.5654719,1.2498368,0.62933743,1.2504128,1.1103024,1.4508624,1.4566611,1.1007563,0.38912272,0.5810441,0.74413913,0.9235366,0.63673276,1.2530329,0.7956451,1.1431285,0.99010044,0.92955077,1.0118216,1.119265,0.7967708,0.559081,0.84101504,1.0553651,1.3468716,1.200528,1.108815,1.02957,1.4403795,0.838383,0.0,1.2770834,1.1720455,1.2937157,0.6352501,1.0437309,0.45618784,0.82960725,1.2211148,0.8310964,0.5963527,0.8598126,1.1178459,1.4552658,1.2173567,0.5005535,0.9268945,1.269414,1.090117,0.4171312,0.67632,1.169388,0.9599388,0.5911766,0.5584793,0.8694482
shower,0.8654473,1.2414572,1.3644732,1.1555238,0.80554795,1.2616696,1.3096128,1.2003182,1.1772797,0.5216085,0.5367416,1.3151487,0.7615946,0.90162516,1.0402594,0.89220643,1.0970709,1.1788803,1.2804327,0.93716,0.8885417,1.2298508,0.9787437,1.2164502,1.1609415,1.2057965,1.100177,1.2711672,0.6562165,0.93103135,1.0654769,0.3329965,0.7422874,0.93499637,0.9104246,1.235474,1.1884315,0.7531185,1.1451102,1.3370177,0.8500947,1.1979554,0.89403427,0.999631,1.1633224,0.4461336,0.66460377,0.9424879,1.1116318,1.3748055,0.7734355,1.0738027,0.8695784,1.2013097,1.2971039,1.285085,1.0336049,1.2120973,1.3370414,0.78485775,1.229035,1.2771163,1.345222,0.7719203,0.9418227,0.9596346,1.2741714,1.1548622,0.7135476,0.76470494,0.8762794,0.7846496,1.0545757,0.41966766,1.1657431,0.78182065,0.9117422,1.0533273,0.9827188,1.0829922,0.8923976,1.0485672,1.2566515,1.2559448,1.2338369,1.2485516,0.9917371,1.2505658,0.45811498,0.97441614,0.8241787,0.71459496,0.9306049,1.2697791,1.2229923,1.1955707,1.1534712,1.2502933,1.1178582,1.2668233,0.83677363,0.9113722,1.2712548,1.1397545,0.93121266,0.9319505,1.2638469,0.68018436,1.1390543,0.9945804,0.9810389,1.0419269,1.0086595,0.67995083,1.223176,1.2770834,0.0,0.60636616,0.70121896,1.3291614,0.58198965,1.2932887,1.1956222,0.98215723,1.0135926,1.126845,1.4091269,0.9355818,0.5614371,0.65348077,1.3324623,1.2616297,1.1032844,0.75626373,1.2241925,1.3773069,0.79733026,0.99555784,1.1806524,1.3372954,0.83323646
sink,0.8255435,1.4112732,1.3620813,1.2714107,0.8262994,1.1804647,1.2032052,1.1404853,1.2338878,0.06611091,0.64375645,1.3594759,0.9153709,0.8591646,1.202451,0.9555471,1.0930396,1.0225496,1.3782616,0.29962033,0.8006256,1.061681,1.0699782,1.1325779,1.2553632,1.3816037,1.1101416,1.2999446,0.93744904,1.0838153,0.84096396,0.73830295,0.86353016,0.5352255,1.0219191,1.0089439,1.3639652,0.95850873,1.0403607,1.3875227,0.81224656,1.0724677,0.3573274,1.2184718,1.2977192,0.8664056,0.6203014,1.0184257,1.2736567,1.2867908,0.9533337,1.2149376,1.0814501,1.3649158,1.289576,1.4583437,1.2355406,1.1034395,1.4154853,0.7608426,1.3961229,1.3776581,1.2200046,1.0332265,0.756041,1.0013896,1.455345,1.1528748,0.5854544,0.9832825,0.52199703,1.0901029,0.8718159,0.7171913,1.3057015,1.0379997,0.7746172,0.88210267,0.56582624,1.174056,1.0239838,1.1405381,1.1636821,1.3816557,1.1258494,1.3715571,1.1524788,1.0350255,0.51781565,1.0477337,1.0128746,1.0375609,0.74308,1.2876725,1.2899716,1.2771705,0.8992146,1.3407524,0.96327955,1.483016,0.17647922,0.9867707,1.3701108,1.0912175,0.9448236,0.7715962,1.3829823,0.9769025,1.2763512,0.82353365,0.52505755,1.1895316,0.94370925,0.89767724,1.233928,1.1720455,0.60636616,0.0,0.5879125,1.4850163,0.73811716,1.247395,1.349966,0.5375261,0.6012399,1.0467682,1.3655287,1.0928544,0.82890403,0.44310474,1.2371606,1.486608,1.1569123,0.70182204,1.0966891,1.3380594,0.24458611,1.1041859,1.4426076,1.4642301,0.9331895
slide,0.72093964,1.3215184,1.2598078,1.171709,0.6750187,1.1332464,1.1176567,1.0854518,1.1528709,0.4782248,0.4615513,1.3408749,0.7049209,0.7655486,1.1803001,0.767692,0.9181008,0.9836376,1.3555315,0.9143251,0.6756495,1.252217,1.098014,1.2353892,1.2007272,1.3589795,0.9738337,1.2180364,0.854684,1.0454859,1.1126101,0.798107,0.7841183,0.8912623,0.8708324,1.2678351,1.1975846,0.73701966,1.1782655,1.258337,0.641227,1.2287384,0.98130363,0.97956324,1.1421793,1.1058013,0.8595972,0.9254297,1.2825929,1.2655171,0.7440884,1.115348,0.8998737,1.2163386,1.3435469,1.3123949,1.1253537,1.1543268,1.2336702,0.73083925,1.2809587,1.193562,1.0842936,0.82111,0.9168557,0.9392907,1.3629832,1.168793,0.57271296,0.8110481,0.82986087,0.86045206,1.0080936,0.57666165,1.3149476,0.84395355,0.8196217,0.97890306,0.94262296,0.9197285,0.69741595,1.0535654,1.3320205,1.2841065,1.2157484,1.3916306,1.0635102,1.2341408,0.71678454,0.97526425,0.81436145,0.900977,0.7753771,1.2821175,1.1853333,1.2572008,1.0724137,1.2881395,0.9782371,1.3781099,0.74223053,0.96209323,1.2580184,1.0910456,0.6725654,0.8850443,1.3918854,1.064118,1.1522841,0.96359146,0.9080889,1.0176449,0.7177425,0.7325517,1.0509737,1.2937157,0.70121896,0.5879125,0.0,1.3526452,0.77009416,1.3131493,1.2492967,0.89637697,0.9527146,1.2180254,1.2618464,0.8108583,0.6862449,0.5218165,1.3640655,1.3306794,0.9484458,0.5623559,1.1821489,1.0198448,0.6038548,1.0071943,1.1886964,1.3790598,0.99546885
slipper,1.5573328,0.46728396,0.3378845,0.75490373,1.4383249,0.84626067,0.7829135,0.88915205,0.86240566,1.5044432,1.4863945,0.20623839,1.2030603,1.4309922,0.76604843,1.2851927,1.1990793,1.1117071,0.38307977,1.3838062,1.4426012,0.9441343,0.8104464,0.76085526,0.7958213,0.28279293,0.9595031,0.5787133,1.0312024,0.89658344,0.92538524,1.3388348,1.2827733,1.4815674,1.1877341,0.9480115,0.887998,1.2929585,1.0951934,0.19363707,1.4330108,0.45354944,1.2651758,1.1014808,1.0528538,1.1680039,1.2063051,1.2972009,0.67936856,0.49597043,1.1957023,0.7351303,1.1183285,0.48535144,0.35933495,0.33223557,1.1112108,0.63247156,0.6718534,1.4238276,0.15192652,0.79650646,0.8908036,1.2609935,1.3997756,1.2130946,0.22796327,0.9421367,1.4992659,1.2990127,1.5220703,1.2500054,0.9596544,1.3906462,0.30833972,1.1911652,1.3572099,1.214007,1.3824487,1.316596,1.3645753,0.90065867,0.9394026,0.17780948,0.77189004,0.45294827,0.9094961,0.92930967,1.4648855,0.96415424,1.4203382,1.2747024,1.3678358,0.3572309,0.25814462,0.34447592,1.208757,0.40957427,1.1015959,0.46937418,1.4507949,1.1307297,0.49027336,1.1204501,1.337982,1.2125839,0.35215914,1.1746109,0.89427257,1.4304999,1.4522929,1.0675474,1.1762277,1.4355679,0.8976299,0.6352501,1.3291614,1.4850163,1.3526452,0.0,1.1110742,0.5997925,0.53762317,1.4349428,1.254046,0.7816534,0.5232024,1.3143742,1.4875005,1.5368466,0.36457765,0.35963714,0.82196045,1.3192687,0.8072883,0.64182204,1.4645252,1.0675216,0.48625016,0.10681945,1.0835041
snow,0.9723851,1.1403906,1.187749,1.1934083,0.9493983,1.1728344,1.2181064,1.1696899,1.1617672,0.74616665,0.68610394,1.0094324,0.8844944,0.9291045,1.012235,0.86956954,1.050445,1.0586364,1.1434243,0.99124795,0.99996096,1.1991752,0.8672255,1.1679335,1.1600844,1.07445,0.9521379,1.1960702,0.41813087,0.9289952,0.94719243,0.75385517,0.77606845,1.031942,0.9415473,1.1634648,1.1521751,0.8946049,1.1854408,1.0401154,1.0090055,1.053798,0.9327177,0.95496535,1.1792148,0.8064351,0.7501037,1.03828,0.94514936,1.2184052,0.7765912,1.1175812,0.94831085,1.1566474,0.8780615,1.1591437,1.1026881,1.0814488,1.1274236,0.9620956,1.0195496,1.2058488,1.284425,0.9038811,1.1247658,1.0559051,1.1375626,1.0785894,0.8151209,0.7824607,1.0633428,0.805427,1.0013679,0.806475,0.9483814,0.9288644,0.85355055,1.1151278,1.0544747,1.0381273,1.0359544,1.1523122,1.2275752,1.1042426,0.9970503,0.96313345,1.1204122,1.196684,0.7896812,0.91971153,0.9451338,0.9062182,0.89445865,1.012114,1.0148249,1.0497187,1.2560347,0.95335734,1.1360648,1.1125331,0.9157064,0.8235684,1.1764106,1.1510395,1.1112356,1.056517,1.1291978,0.9263757,1.0352229,1.1474701,1.0933197,0.88306284,1.0014677,0.76732635,1.1443707,1.0437309,0.58198965,0.73811716,0.77009416,1.1110742,0.0,1.2128326,1.0979311,1.0583802,1.1381812,0.96092063,1.2901409,1.1126434,0.77043056,0.7763272,1.1916963,1.1781075,1.1498269,0.71400106,0.98547286,1.2549387,0.9456919,1.1618874,1.1346569,1.08855,0.7590037
soap,1.3377402,0.9783912,0.5518996,1.004752,1.3001125,0.7635578,0.72025913,0.7218561,0.79435337,1.336464,1.5156713,0.60666335,1.3114231,1.4411687,1.0645885,1.3964849,1.205514,0.97674364,0.31753123,1.0953212,1.1716821,0.79550916,0.8588544,0.5418713,1.062779,0.52320355,0.9333555,0.60826266,1.3094468,0.98274654,0.7927413,1.182492,1.2532696,1.1785152,1.197737,0.7002456,0.87879175,1.4788234,0.88430107,0.4554522,1.2662323,0.50018036,1.0586293,1.1991311,1.0014455,1.0258152,1.0825112,1.3140267,0.95924866,0.4108535,1.1768866,1.0629122,1.2441095,0.8344711,0.7196999,0.65994436,1.1096337,0.658671,0.8371614,1.3375423,0.79666275,1.0098432,0.84676963,1.3681712,1.1403614,1.2544777,0.5649213,0.76409054,1.3226249,1.355043,1.1222842,1.4962497,0.8609749,1.2429414,0.50031704,1.2979193,1.2968427,1.0495672,1.1234194,1.3360709,1.3556508,1.2034898,0.7412114,0.5745927,0.57430124,0.7581353,1.1256971,0.324409,1.2989875,1.0969334,1.4731516,1.3988733,1.1695557,0.6215085,0.5641697,0.7270928,0.5994613,0.8854747,1.0489812,0.8284559,1.1797236,1.0062283,0.65428066,0.8791168,1.2124479,0.9436942,0.57274914,0.8084576,1.0045245,1.1533542,1.1481899,1.1997582,1.2116675,1.4762733,0.93497515,0.45618784,1.2932887,1.247395,1.3131493,0.5997925,1.2128326,0.0,0.89396745,1.1739368,0.9769764,0.73181766,0.6815013,1.2299215,1.4894509,1.4478313,0.48613214,0.7401463,1.099508,1.1928875,0.61858046,0.59859294,1.2143587,0.9865915,0.6398682,0.5332147,1.0277004
