,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
eye,1.1574422,0.70322967,0.9066712,0.69490296,1.0799948,0.94651717,0.9687057,0.96285707,1.2007434,1.1843876,1.1540853,0.9494287,1.1324977,1.1077051,0.85479045,1.0738792,1.0904908,1.1102735,1.0319611,1.1326787,1.1722505,0.9919497,1.084028,1.1437726,0.9436482,1.0320538,1.0592229,0.85206676,1.0833979,1.2177336,1.0723225,1.1688981,1.080703,1.135132,1.0685518,0.9807774,0.9699029,1.1408713,0.98699886,0.93873835,1.1955404,1.0901322,1.1254966,1.0429205,1.0728136,1.0990263,1.1224971,1.0398364,0.7728317,0.89882344,1.0462968,0.0,0.84623957,0.63076323,1.0063546,0.9983507,1.0456663,1.0403527,0.8809825,0.90739375,0.61980504,0.9497979,0.7228284,0.87406325,1.0372113,0.8937603,0.89692277,1.0445247,1.1701095,1.104406,1.2056779,1.0753206,1.1395609,1.153137,1.0104268,0.9972047,1.1537673,1.0390984,1.0520037,1.096798,1.1088902,0.22592682,0.9884363,0.67782456,1.1211325,1.010055,0.59307003,1.0901325,1.1731912,0.88337624,1.1333346,1.061825,1.0837581,0.975366,0.9350189,0.92461246,1.0995231,1.0163977,1.0612448,0.8510892,1.1606599,1.108873,0.7545026,1.0623538,1.1973275,1.1321889,0.8152065,1.2608036,0.8694313,1.0937814,1.0312471,1.0831183,1.0626537,1.1087544,0.91234607,1.094296,1.0738027,1.2149376,1.115348,0.7351303,1.1175812,1.0629122,0.9262871,1.0586555,1.1529726,1.1815046,0.88639414,1.1434895,1.1549125,1.2314457,0.8264509,0.6711562,0.7367845,1.0698907,1.124003,1.0584532,1.1841605,1.1010736,1.0379645,0.8220294,1.0285622
face,0.91850257,1.0525331,1.1193786,0.89215124,0.87756884,1.0429065,1.084181,1.1167234,1.2220435,1.0094814,0.8795644,1.1917745,1.0333226,0.93772775,0.9143187,0.99017185,1.0641572,1.1271069,1.1628811,1.1045642,1.0354229,1.1438723,1.0543022,1.248379,1.1486378,1.1964667,1.0040853,1.0511861,0.9179127,1.1779047,1.1382488,0.96114856,0.75924414,0.94890183,1.013289,1.188623,0.99650043,0.9335679,1.1165793,1.2227118,1.0214088,1.1546946,1.098771,0.8465866,0.99718016,1.0877174,1.1615407,1.0016437,0.93850553,1.1602124,0.9528959,0.84623957,0.0,0.93593836,1.2104344,1.1634353,1.0593976,1.228612,0.9952714,0.82242996,0.9624887,1.1532369,1.11938,0.22938323,0.89054453,0.80685294,1.069021,0.98845005,1.0010438,0.80939615,0.9582413,0.9285506,1.2133121,0.94990623,1.1791872,0.7758617,0.9906902,1.0616169,1.0604036,0.9981045,0.8903632,0.767408,1.1029049,0.96718067,1.2792623,1.1637725,0.5410718,1.1285521,0.95344645,0.80144894,0.86661714,0.8713701,1.0453131,1.2596877,1.1557186,1.097321,1.0417752,1.1512067,1.0479832,1.0485754,1.0942616,1.028455,0.8706938,1.0405575,0.9769382,1.109863,1.1004925,1.0809524,0.8973585,0.93374646,0.99376214,0.9634566,1.1452534,0.74932516,1.0337193,1.2807508,0.8695784,1.0814501,0.8998737,1.1183285,0.94831085,1.2441095,1.0874593,1.0205363,1.2009736,1.1729336,1.1093274,0.9606639,0.68043464,0.9689972,1.2386866,0.88246727,0.86408806,1.0694633,1.2655125,1.1574659,1.0552588,0.94039124,1.1656246,1.1457467,0.9666901
finger,1.3052378,0.4222021,0.6927959,0.57411015,0.9273516,0.94336355,0.93984157,0.9364081,1.1382272,1.3170007,1.2964499,0.73026925,1.1186135,1.0941317,0.5042417,1.2507272,1.2224483,1.2294778,0.9061756,1.384508,1.3353391,0.85767424,0.9682002,1.0862826,0.92317915,0.7844968,1.2062633,0.2508638,1.1277238,1.0979046,1.1202793,1.2316281,1.1804775,1.3019347,0.9828804,1.0389521,0.7771712,1.1711413,0.97359836,0.7023486,1.3354115,0.9821068,1.2229906,1.0513476,1.047654,1.1666855,1.1761757,1.1001855,0.6184964,0.60732746,1.1100212,0.63076323,0.93593836,0.0,0.84214294,0.7693188,0.87616235,0.87467736,0.9983528,1.1796896,0.55302846,0.6331815,0.79751104,0.95480514,1.076521,0.49634075,0.73719007,1.1830075,1.3876495,1.1228688,1.3218933,0.9982914,0.96903396,1.2765887,0.8750837,0.8955822,1.2893901,1.0574244,1.3232911,0.9655026,1.259177,0.61447984,0.948414,0.45333356,1.1041049,0.78230464,0.5274112,1.0228649,1.3452363,1.1453981,1.1100783,0.9063141,1.1448677,0.8497316,0.74191415,0.7718267,1.0862277,0.86876035,0.88494354,0.6855044,1.389099,1.2641709,0.4174279,1.0490245,1.2845134,1.2677875,0.7625544,1.2486725,1.0038337,1.1657392,1.257706,0.91426814,1.0410154,1.101493,1.0189668,1.0348685,1.2013097,1.3649158,1.2163386,0.48535144,1.1566474,0.8344711,0.6998559,1.3099607,1.2077155,1.0364403,0.5430202,1.2255574,1.1849599,1.4178421,0.81108236,0.10941583,0.8244267,1.0038713,1.1106691,1.0481576,1.4145582,1.2181506,0.8054207,0.6311078,1.1501377
fish,1.3710294,0.70706475,0.4765908,1.0072669,1.3878144,0.8291235,0.7847036,0.95590943,0.9884643,1.3796864,1.3730943,0.3029158,1.1978452,1.3932343,0.96883523,1.2306361,1.142207,0.99546623,0.51572376,1.1841862,1.3984369,0.8088562,0.73719174,0.83130926,0.76573,0.49960244,0.85758495,0.81338006,0.8518263,0.8769038,0.8712753,1.2766336,1.1994557,1.2959198,1.055345,0.76412845,1.0879496,1.2223883,0.94793504,0.2994777,1.4127753,0.45327055,1.1121525,1.1386704,1.1376078,1.0486832,1.1261001,1.1962407,0.7993041,0.71289,1.1521151,1.0063546,1.2104344,0.84214294,0.0,0.465483,1.1859634,0.6923765,0.70727897,1.3929713,0.3647409,0.9620266,0.96424425,1.2970119,1.2847967,1.3005081,0.53098524,0.81576604,1.3494316,1.2322012,1.3950891,1.2560751,0.88258314,1.3089514,0.35431486,1.2355795,1.2620544,1.1252487,1.252416,1.2620399,1.3312776,1.1540915,0.7871977,0.47867042,0.81303185,0.4578637,1.1867794,0.822271,1.3308066,0.9927413,1.4036765,1.3345566,1.229168,0.31002772,0.38171184,0.44996297,1.1124711,0.31795847,1.036458,0.48670673,1.2542913,0.98166823,0.8954389,1.0890106,1.3747675,1.125748,0.6636378,1.2032504,0.8825618,1.2550291,1.2451026,1.0259196,1.2246072,1.3424969,1.0321648,0.58413374,1.2971039,1.289576,1.3435469,0.35933495,0.8780615,0.7196999,0.63626397,1.2750621,1.1883264,0.7580504,0.71502435,1.3616085,1.3821152,1.3581749,0.5483934,0.7267784,1.0653569,1.2855022,0.8397745,0.81850296,1.3189892,1.0188885,0.70462704,0.32277036,0.8712479
flower,1.3880861,0.7206718,0.40533298,0.92148226,1.404201,0.75872624,0.71051764,0.9617104,0.6666969,1.4702716,1.353332,0.41708302,1.1219229,1.3561647,1.0092642,1.2162968,1.1845303,0.97773653,0.36987364,1.3380016,1.265715,1.074887,0.9186259,0.640836,0.74503857,0.39397997,0.8779145,0.7946523,1.0181535,0.78592867,1.0038625,1.2244185,1.1268784,1.3958049,1.1063172,1.0460442,0.99718076,1.1733465,1.1883537,0.35942006,1.2166438,0.48086816,1.2518182,1.0066807,0.90504813,1.0396194,1.228749,1.1723444,0.86479414,0.6208243,1.1120851,0.9983507,1.1634353,0.7693188,0.465483,0.0,1.0813954,0.8041798,0.67881924,1.3627968,0.4356748,0.8222576,0.94121414,1.2320353,1.3277448,1.3062694,0.31912184,0.9123583,1.3754022,1.1963618,1.352754,1.215443,1.0701344,1.2218682,0.3572675,1.1747983,1.2352979,1.2295693,1.3587534,1.2159019,1.1035211,1.102221,0.97337824,0.4565944,0.78247637,0.50726295,1.1260474,0.9150181,1.3781736,1.0351913,1.3008655,1.2689893,1.3162707,0.47870684,0.43006027,0.4342391,1.1877847,0.49051094,1.170605,0.24006343,1.4202323,1.0434241,0.7881098,1.0582231,1.188905,1.1006764,0.44792557,0.9194983,0.88135076,1.3302546,1.3573768,1.014355,1.2151189,1.3305001,0.9079759,0.6487738,1.285085,1.4583437,1.3123949,0.33223557,1.1591437,0.65994436,0.6831067,1.3994923,1.284554,0.8044217,0.5315981,1.0981898,1.3336614,1.3587141,0.60275066,0.61277,0.97199595,1.318228,0.83371276,0.6247292,1.388263,0.94880134,0.43742514,0.25665325,1.0725168
foot,0.7627944,0.72600836,1.2244062,0.8508732,0.69000566,1.0537273,1.1144094,1.0026641,1.0198567,1.2421336,1.0284643,1.1522872,0.93090415,0.82249296,0.86932975,0.8399752,0.850866,1.1312457,1.1446154,1.2283474,1.1257899,0.9983909,1.119147,0.9125037,0.9735959,1.0223721,1.0992367,0.87363213,1.0890034,0.79932827,1.252772,1.0051123,0.9628154,1.0828422,1.0658432,1.0835682,0.7766884,0.71800476,0.9721316,1.205595,1.0786464,1.2011324,1.0990291,0.8067722,0.6540997,0.99282867,1.1225014,0.8218819,1.078333,1.1472064,1.0047369,1.0456663,1.0593976,0.87616235,1.1859634,1.0813954,0.0,1.067962,1.1155642,1.1019107,1.2026662,0.58542025,1.0715677,1.0035101,1.081505,0.7603838,1.0559169,1.1750972,0.9741541,0.74838793,1.065271,0.5725398,0.9907476,0.9675129,1.1666223,0.6396502,1.1007991,0.99964,1.1518764,0.6445552,0.84752744,1.0295862,1.0246727,1.2226632,0.86518663,0.94447434,0.8048036,1.0487133,1.0314579,1.3256222,0.7005311,0.5568949,1.1502645,1.1642922,1.2509357,1.1548578,0.9232784,0.9497232,1.0133207,0.9628384,1.2726338,1.1538908,1.0431014,0.92286915,0.8421844,0.98829794,1.0976478,0.937713,1.1252804,1.0246087,1.1823037,0.70040405,0.8212152,0.7177417,0.76764345,1.0008752,1.0336049,1.2355406,1.1253537,1.1112108,1.1026881,1.1096337,0.9005056,1.1622808,0.98283607,0.95388424,1.0042461,0.81887746,0.7784363,1.017972,1.1694026,0.8254413,1.1063368,0.9646138,0.8372765,1.148263,1.3162752,1.0278435,0.93834245,1.1535398,1.078166
fork,1.2614766,0.89618826,0.6403436,0.9475395,1.3162596,0.8687366,0.7566787,0.7212951,0.98253864,1.2005537,1.4835591,0.5806236,1.2684724,1.3949778,0.9662981,1.4207621,1.1656412,0.9651889,0.66005474,1.0649027,1.2684605,0.84862363,0.71864367,0.87195605,0.7671225,0.6279525,0.90549254,0.8032019,1.2478359,0.92774767,0.87277323,1.1164805,1.3369392,1.195509,1.0299042,0.8400951,0.96135825,1.4192975,0.8985473,0.44919127,1.3069783,0.72435033,1.0876253,1.271723,1.0682756,1.0628645,0.97501,1.3315995,0.9913763,0.62352026,1.2736299,1.0403527,1.228612,0.87467736,0.6923765,0.8041798,1.067962,0.0,0.7135769,1.2838624,0.7649785,0.9301395,0.9511894,1.3389266,1.1979797,1.110343,0.6661019,0.7905544,1.0724455,1.3327314,1.1951482,1.3734354,0.28551567,1.2197503,0.56260985,1.2843828,1.2399375,1.019015,1.1285076,1.306102,1.1798304,1.2329406,0.9245197,0.75980735,0.7357681,0.644114,1.1585138,0.81674564,1.2548422,0.91111237,1.4645741,1.3400095,1.1584877,0.3914814,0.5654369,0.86067045,0.95317566,0.7918993,0.937689,0.88244206,1.0223348,0.93901503,0.8601832,1.0114073,1.1516429,1.0071671,0.66098934,1.0395328,0.95588845,1.147604,1.1483455,1.0283222,0.760576,1.4358021,0.91692317,0.5050262,1.2120973,1.1034395,1.1543268,0.63247156,1.0814488,0.658671,0.84585845,1.142479,0.51553667,0.6426516,0.7678499,1.0708686,1.4450179,1.3540882,0.5922506,0.88796365,1.0653355,0.90999246,0.7860619,0.7568023,1.0991913,1.0684986,0.69477254,0.6035421,0.9975754
frog,1.0905312,0.924459,0.60484815,0.9723428,1.3778486,0.6597835,0.61520135,0.72416294,0.84476954,1.4202502,1.3515617,0.7617088,1.2687619,1.1319736,0.9379655,1.0519189,0.84564114,0.8354598,0.7548357,1.263386,1.0729922,0.9863676,1.0627097,0.83464384,0.73603827,0.8595075,0.686664,1.0375239,1.1215632,1.0708749,0.8327579,1.261401,1.1634252,1.3035194,1.1469755,0.9086602,0.8922733,1.2312787,1.0068816,0.6944607,1.1190928,0.8901154,1.262718,0.8557828,0.7282549,1.19138,1.1152225,1.1720164,0.9615789,0.7061726,1.2026742,0.8809825,0.9952714,0.9983528,0.70727897,0.67881924,1.1155642,0.7135769,0.0,0.9948712,0.7886905,0.71788824,0.66220987,1.1597917,1.2255226,1.242901,0.67355967,0.5155097,1.3099269,1.1778829,1.2058918,1.1990547,1.0659307,1.43506,0.7884997,1.2095501,1.1251858,1.0332117,1.1995641,0.97899777,0.9478667,1.0488915,0.89733773,0.79383576,0.81469405,0.8175192,1.1333824,0.9486164,1.4283705,0.46295953,1.1960685,1.3226869,1.101313,0.7113366,0.81190103,0.898165,1.0472748,0.7071448,1.1057261,0.7301358,1.2628396,0.8138081,0.84023684,0.88930327,1.070035,1.1202205,0.66349554,1.1467881,0.5135784,1.1607838,1.2531655,1.0464128,0.8824995,1.3530092,0.8034205,0.79541117,1.3370414,1.4154853,1.2336702,0.6718534,1.1274236,0.8371614,0.83566433,1.2445197,1.1369627,0.95530623,0.8221977,1.0108546,1.351588,1.4387479,0.57288754,0.93125993,0.8673278,1.2163801,0.8715033,0.4646541,1.3096052,0.89393884,0.8884704,0.649152,1.0254443
glass,0.77123505,1.2717688,1.3556951,1.0723646,0.86014235,0.97540265,1.0773753,1.1503125,1.0403773,0.7135394,0.7314534,1.4588442,0.9482878,0.6482691,1.049353,0.80261296,0.80107814,0.89962494,1.3339344,0.85471594,0.65390897,1.2045475,1.1839371,1.1373485,1.0135356,1.4575325,0.96566427,1.285106,0.932206,1.2666478,0.98292416,0.90851533,0.8540241,0.8379339,0.88400126,1.1750091,1.1404138,0.8994985,1.1145923,1.4741275,0.6689426,1.2750454,0.8632066,0.9386945,1.0009383,1.0393037,0.8646444,0.83466357,1.0651348,1.3308487,0.7783976,0.90739375,0.82242996,1.1796896,1.3929713,1.3627968,1.1019107,1.2838624,0.9948712,0.0,1.275366,1.0250906,0.7532249,0.74447036,0.8839592,0.7997123,1.3865007,1.1631924,0.7100283,0.83719957,0.65327245,0.8319961,1.1230706,0.94273823,1.4681321,0.8562716,0.809184,0.9699732,0.85787654,0.79884267,0.69534636,0.8145976,1.2116982,1.3351959,1.3247076,1.2860018,0.82554984,1.2042081,0.83175904,0.8228251,0.7911681,0.86783576,0.78385055,1.3597426,1.409379,1.2799428,0.9915454,1.3713365,1.1082301,1.2303497,0.7842651,1.0571377,1.2066761,1.0835059,0.74495417,0.96860796,1.2661619,1.012292,1.0471828,0.93614924,0.81352794,0.9912834,0.6842423,0.7818988,1.0430115,1.3130194,0.78485775,0.7608426,0.73083925,1.4238276,0.9620956,1.3375423,1.3159703,0.8390447,0.94751006,1.1155438,1.2686298,0.8296177,0.73652726,0.79242635,1.2088395,1.2766907,0.886216,0.76077706,1.334126,1.0809699,0.7658889,1.0420622,1.3662792,1.4029181,1.0421275
glasses,1.5504344,0.50537723,0.42794895,0.8024736,1.3541808,0.92334825,0.8431382,1.0714346,0.9522437,1.400595,1.3944417,0.264924,1.1692802,1.3839146,0.85472786,1.262643,1.2326796,1.0971885,0.42701483,1.3227384,1.3928797,1.0678965,0.8257764,0.8402672,0.87573814,0.3409289,0.93121827,0.6989806,0.9298768,0.9055426,0.92016065,1.2455469,1.2100961,1.4339817,1.1042533,1.0895703,0.99813235,1.2270254,1.2154143,0.28279865,1.3982201,0.39790112,1.2166243,1.150912,1.1244972,1.0625231,1.2057645,1.2427212,0.6350594,0.6766045,1.1695961,0.61980504,0.9624887,0.55302846,0.3647409,0.4356748,1.2026662,0.7649785,0.7886905,1.275366,0.0,0.94459385,0.97426844,1.0661592,1.3776628,1.158054,0.31464422,0.96460235,1.4228545,1.2460686,1.4402857,1.2159739,1.0184875,1.2811563,0.30516517,1.2167366,1.3156593,1.2046418,1.3290281,1.3441671,1.3051314,0.7949486,1.0630012,0.22374332,0.9604056,0.44574243,0.8279306,1.0290349,1.3465211,0.94873,1.3718581,1.2359031,1.3254731,0.4083979,0.29108155,0.26518703,1.2868189,0.42589772,1.175253,0.48085105,1.3888633,1.1137542,0.64870197,1.195819,1.3450391,1.2169248,0.4785626,1.1404312,0.8650261,1.4252386,1.3703636,1.0923568,1.2610779,1.3205966,0.9762229,0.7841673,1.229035,1.3961229,1.2809587,0.15192652,1.0195496,0.79666275,0.53613555,1.3645753,1.2891191,0.79742885,0.6606233,1.3072519,1.357641,1.4362679,0.53835434,0.4185456,0.73200893,1.2743452,0.9838568,0.8054612,1.403632,1.0769087,0.5306092,0.16876793,0.97306246
glove,0.94672436,0.61735845,0.95593125,0.8290321,0.8101169,0.8998982,0.9567117,0.89278805,0.912241,1.3416897,1.1439444,0.9702182,1.0869114,0.6951746,0.7138411,0.8169095,0.76599884,1.0164738,0.98515874,1.4346642,1.1012881,1.0361135,1.2131877,0.840271,0.8082245,0.9582689,1.0172302,0.76338476,1.0616423,1.0226798,1.0881209,1.2574296,1.0867958,1.2407478,0.9924826,1.145588,0.7092656,0.87127626,1.0274745,0.93222,1.0851264,1.0828264,1.2715303,0.76737106,0.74260455,1.2361026,1.1504307,0.90237343,0.91790307,0.8518808,0.9651926,0.9497979,1.1532369,0.6331815,0.9620266,0.8222576,0.58542025,0.9301395,0.71788824,1.0250906,0.94459385,0.0,0.68611455,1.1344368,1.1429663,0.61717606,0.8422905,1.0985929,1.2423692,0.90104365,1.1399715,0.68333167,0.9786027,1.3289021,1.099011,0.860575,1.0773828,0.90115964,1.3060559,0.44147938,0.8952818,0.96880454,1.0774525,0.9457449,0.8639537,0.911638,0.8915694,1.1771777,1.2841977,1.0284914,0.7103929,0.87543046,0.9942488,0.9510971,1.0144644,1.0095719,1.1367216,0.7841728,0.98507303,0.7359574,1.4456134,1.187372,0.8050772,1.0139949,0.9466716,1.1858034,0.91495025,1.1352742,0.9400225,1.1007969,1.3525014,0.71079123,0.68304175,0.9167057,0.8107575,1.0050858,1.2771163,1.3776581,1.193562,0.79650646,1.2058488,1.0098432,0.7136435,1.2827544,1.0991888,1.1018428,0.87529856,1.0029687,1.0361419,1.2771251,0.8973673,0.63844377,0.8117848,0.9088596,0.9038709,0.8601301,1.4665235,1.0221407,0.8950091,0.82953405,1.1642634
gum,1.0208085,0.9290054,0.76819634,0.93757045,1.0629938,0.679594,0.7180121,0.80974436,0.9307817,1.200446,1.203144,0.9931956,1.1652926,0.82246584,0.9785987,0.9499714,0.7626804,0.6514466,0.91470945,1.0791185,0.7357167,1.0401783,1.1351203,0.8091873,0.87495726,1.0691242,0.8935113,0.8183305,1.3494277,1.2834358,0.7479988,1.2776096,1.249854,1.171932,0.93064463,1.0173454,0.91705936,1.1643702,1.008435,0.8538103,0.91168875,0.98762906,1.0758902,1.1088954,0.95451915,1.2192707,1.0150702,0.9613396,1.0196354,0.78339285,1.0599271,0.7228284,1.11938,0.79751104,0.96424425,0.94121414,1.0715677,0.9511894,0.66220987,0.7532249,0.97426844,0.68611455,0.0,1.1989491,1.0847107,0.8326479,0.9779572,0.9897566,1.1796106,1.2554147,1.0324198,1.1514579,1.0497667,1.4140332,1.0992544,1.1002394,1.059118,0.82259285,1.0205127,0.7523031,1.0157927,0.70263946,1.0305878,0.84901464,1.1142439,1.0592785,0.95143676,0.92479974,1.3296623,0.85213304,1.0699804,1.2523654,0.7451937,0.9690755,0.96942496,1.0296631,0.89123416,0.9966566,1.0406775,0.9652986,1.0655224,1.1344311,0.9007333,0.93279076,0.9340949,1.0395507,0.9521588,1.2388213,1.0468847,1.0480236,1.0005305,1.0643535,0.7909385,1.2604086,0.8637181,1.0101418,1.345222,1.2200046,1.0842936,0.8908036,1.284425,0.84676963,0.962593,1.0463235,1.0249876,1.0429633,0.73646617,1.0718971,1.3076847,1.2624595,0.7416997,0.8780656,0.8265964,0.8775234,1.1382359,0.5012058,1.0750699,0.9963975,1.0425162,0.89504886,1.0223048
hair,0.7721265,1.0629867,1.296896,0.87867355,0.74548876,1.1363467,1.2226555,1.1973017,1.2583983,0.9378249,0.6982963,1.3271104,0.93539304,0.7947164,0.94037783,0.8918088,1.0674157,1.1676247,1.298621,1.1282594,1.0102208,1.1404605,1.0741295,1.3568159,1.1715438,1.3131483,1.1057512,1.1004438,0.7778495,1.1619942,1.2423104,0.8811512,0.64254457,0.89705735,0.89749324,1.2364311,1.0079471,0.79966104,1.1302959,1.3782146,0.94139147,1.2931013,1.0895336,0.6851883,0.93608946,1.0376697,1.1901217,0.84393114,0.8850695,1.2859559,0.7940662,0.87406325,0.22938323,0.95480514,1.2970119,1.2320353,1.0035101,1.3389266,1.1597917,0.74447036,1.0661592,1.1344368,1.1989491,0.0,0.778754,0.7045635,1.1648486,1.1570501,0.8951371,0.68546253,0.9468013,0.7800098,1.215854,0.8369616,1.3005619,0.6700083,0.9040407,1.0559591,1.0550574,0.8639344,0.8275416,0.7844233,1.0929778,1.0894794,1.3585533,1.2406214,0.53454006,1.2249057,0.8732724,0.9485149,0.66672045,0.71848166,0.9647725,1.367362,1.2637309,1.1624732,1.0912757,1.2459701,1.0123677,1.0232894,1.1195343,1.0598613,0.9697665,1.0671158,0.97432864,1.0740485,1.2154483,1.0479162,0.9807706,0.8809035,0.9824916,0.90000695,1.0981512,0.5592053,1.1379075,1.3890778,0.7719203,1.0332265,0.82111,1.2609935,0.9038811,1.3681712,1.1612632,0.9880655,1.2142329,1.2716869,1.2488441,0.9085797,0.5022795,0.83343846,1.4370928,0.9138142,0.8711078,0.9599343,1.3357804,1.3401744,1.0593328,0.9630523,1.2483577,1.2771637,0.97984385
hamburger,0.6729156,1.3268964,1.1929832,0.8946186,0.7745418,0.97743237,1.0475811,0.87549496,1.3194904,0.69628966,0.87053776,1.5298929,1.1877382,0.8783945,0.964714,0.95944506,1.1089022,1.1971959,1.3916153,0.7863605,1.0393846,0.49846834,1.0353637,1.4239023,1.1202669,1.5332477,1.2869387,1.0184252,1.1374754,1.4278421,1.2566674,1.0869405,0.85922885,0.58272654,1.1270853,0.663222,0.95980704,1.1184063,0.48613048,1.4583106,0.9510746,1.325547,0.93756413,0.91767406,1.0302684,1.1672269,1.1323422,0.8724232,1.094094,1.0784041,0.926408,1.0372113,0.89054453,1.076521,1.2847967,1.3277448,1.081505,1.1979797,1.2255226,0.8839592,1.3776628,1.1429663,1.0847107,0.778754,0.0,0.7351107,1.4156251,1.08921,0.90572715,0.998114,0.7429811,1.0524968,1.0900952,0.9579947,1.4968672,0.9176264,0.6764176,0.80979156,0.77018595,0.8835357,1.0271322,0.9225911,0.53059876,1.1814243,1.1587808,1.4528813,0.8250805,0.8581327,0.89331,0.98638046,0.85927117,0.959283,1.0082347,1.443847,1.3015541,1.3239588,0.6637614,1.4943072,0.44205624,1.3082591,0.7171141,1.0418423,0.9721013,0.847748,1.0223624,1.0664403,1.2495806,1.2150118,1.1157975,0.16972554,0.60446477,1.1068903,1.0560938,0.9261424,1.1725109,1.3167746,0.9418227,0.756041,0.9168557,1.3997756,1.1247658,1.1403614,1.4522583,0.685951,0.81113726,1.2995638,1.1066539,1.0405487,0.871453,0.92681694,1.3332555,1.182795,1.0332942,0.97546107,1.1424847,1.2968144,0.7128442,1.1085883,1.5738136,1.425323,1.2514386
hand,0.7685026,0.8898992,1.2731754,0.87038326,0.42950213,1.1349523,1.1944664,1.0488838,1.2899425,0.9501678,0.92291385,1.3380792,0.9960095,0.6637516,0.71105766,0.94269544,1.009048,1.1248138,1.3748269,1.0880294,1.0151451,0.98549134,1.1062837,1.3317782,1.0787297,1.3512611,1.2153829,0.67215896,1.0081129,1.2216332,1.2516721,1.0477605,0.9518781,0.926435,0.82160395,1.1904624,0.90359104,0.92045313,0.9301076,1.3117399,1.0254283,1.3575375,1.0633838,0.8783828,0.9653619,1.0990481,1.0270276,0.75180006,0.87477297,1.1674864,0.8682968,0.8937603,0.80685294,0.49634075,1.3005081,1.3062694,0.7603838,1.110343,1.242901,0.7997123,1.158054,0.61717606,0.8326479,0.7045635,0.7351107,0.0,1.2990893,1.2954564,0.93612003,0.8802915,0.8800258,0.7181333,0.9503035,1.0459249,1.4219694,0.8053706,0.9483348,0.8614217,1.0196842,0.530341,0.9579845,0.7237697,1.085182,1.1215953,1.2973486,1.1998686,0.6047485,1.1743851,0.9734416,1.204576,0.6842146,0.7245111,0.8933586,1.294928,1.2395432,1.2423371,0.9588398,1.2795388,0.7988516,1.1389985,1.0664465,1.1671311,0.9347794,0.9980714,0.92670655,1.1289415,1.2294755,1.2205865,1.1372826,0.75086224,0.9358236,0.7728622,0.7846766,0.689542,1.0469725,1.3437756,0.9596346,1.0013896,0.9392907,1.2130946,1.0559051,1.2544777,1.1167431,0.9458374,0.9531306,1.2272052,0.9981239,1.0366077,0.7364897,0.98238033,1.3503637,0.6465234,0.94134176,0.6124578,1.2725978,1.3264668,1.04953,1.1893141,1.2881492,1.2892218,1.1429888
hat,1.5087842,0.6557521,0.3963927,0.90442944,1.4307586,0.7921527,0.7041935,0.96318835,0.7688056,1.4753085,1.4663973,0.32671034,1.2839804,1.3885272,1.0795549,1.2604289,1.1525216,1.0664258,0.23913336,1.3292047,1.4095533,1.0659573,0.9054637,0.60162663,0.9858079,0.1797669,0.8802477,0.81532454,1.0073243,0.78251934,0.8230587,1.2303749,1.1878008,1.4378104,1.2787244,1.0087475,0.95435834,1.2472421,1.2407012,0.3133896,1.3614542,0.37699962,1.2406412,1.0599728,0.94751763,1.014728,1.232559,1.249185,0.76654106,0.50031424,1.1829385,0.89692277,1.069021,0.73719007,0.53098524,0.31912184,1.0559169,0.6661019,0.67355967,1.3865007,0.31464422,0.8422905,0.9779572,1.1648486,1.4156251,1.2990893,0.0,0.82803667,1.4465611,1.2201515,1.4062572,1.2352428,0.9946368,1.3138621,0.25481457,1.2433455,1.3040938,1.224383,1.3445891,1.3212469,1.2621511,1.0377508,0.9692098,0.30257118,0.76264083,0.47085577,1.0523412,0.8726562,1.4117028,0.9845583,1.3811438,1.3006281,1.4263129,0.4831332,0.4092425,0.38692117,1.1815983,0.4454974,1.2685432,0.51199746,1.4072275,1.0265837,0.59240824,1.0539494,1.2016416,1.0864888,0.24987489,0.9324019,0.86982346,1.4385352,1.4053346,1.0540186,1.2583615,1.3699214,0.88457,0.60469836,1.2741714,1.455345,1.3629832,0.22796327,1.1375626,0.5649213,0.5256245,1.401778,1.1824442,0.6856812,0.61280954,1.238692,1.3734657,1.4531779,0.48079836,0.5251843,0.8522471,1.3079715,0.80109465,0.61876667,1.4306479,0.9848751,0.36776078,0.2045778,0.99625146
