,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pumpkin,1.0387855,0.8088137,0.823414,0.76460624,1.0583924,1.0138823,0.9075506,1.1541259,0.8420633,0.986568,1.169684,0.9497187,0.9124885,1.0092854,0.87980586,0.843818,1.0940984,1.246713,0.80332077,0.97078794,0.77808094,1.0667975,1.3485845,1.1760979,0.8336326,1.2377276,1.3346946,0.9969661,1.2242036,1.1165408,1.2346498,0.88195413,1.1201179,0.9431659,0.99499285,0.9170266,1.1838129,1.047687,0.9267497,0.98911476,0.90979385,1.2198764,1.1347194,0.83712184,0.88268155,0.93009734,0.9642367,0.96548164,0.87229824,0.946299,1.0412506,0.8158443,1.3032786,1.0045588,0.98022,1.1899371,1.093099,1.110676,0.8948622,0.93304694,1.1318588,0.74132395,1.2054677,1.1039994,0.9533409,0.9000386,0.9363849,1.1094862,1.0654962,1.2520435,1.1388236,1.0826501,0.74406266,0.98084533,0.6880972,1.1056805,1.0237869,1.1506548,1.2267872,1.0666707,1.2224498,1.1324406,1.2055417,1.089415,0.7950687,0.96389455,1.0026398,1.215342,0.90783095,0.81170046,0.82086974,1.0740213,0.8875207,1.2356915,1.0127606,0.0,0.8888578,1.1566024,1.1832795,0.9505615,0.85181975,1.0365558,0.9078644,1.0351659,0.991861,1.1492798,1.0796053,0.90611386,0.8568342,1.1691881,0.9761471,0.7913452,0.878319,1.0937912,1.1623566,0.8545525,1.0085617,0.86986375,0.79345894,1.065875,1.0478243,0.96050215,0.86876106,1.2304286,1.1065028,0.9510259,1.0905492,1.3805001,1.154226,1.2429975
purse,1.0098151,0.7018937,0.86064446,0.88891876,1.1707641,1.2065157,1.1123823,0.80491894,1.0275959,0.8648206,1.208559,0.96848917,1.0813046,0.9587507,0.51326656,0.7959585,0.9514708,1.331384,1.1151981,0.708511,1.1277931,0.91248924,0.99961585,1.2810808,0.9581295,1.2081103,1.0233552,1.0346122,1.3544563,0.6717849,0.90107334,0.8463309,1.1072779,1.0822576,0.8801118,1.0533105,1.3331997,0.8205441,1.158016,0.85979974,0.7549484,1.0324085,0.9950192,0.83316904,1.1222583,1.4453046,0.6847582,1.0517298,1.070521,1.121872,1.1078998,0.8490703,1.3472341,1.027413,0.97670984,1.2825655,1.0411417,1.2531488,0.91078806,1.0974824,1.0385982,0.74532604,1.1960083,1.0188038,0.80768806,0.89785737,0.9096535,0.95137334,0.91996735,1.1062005,1.048688,0.9065022,1.026532,1.1566877,0.68722284,1.1305296,1.0763073,1.3465562,0.9517552,1.0617715,1.3349295,1.3368454,0.91941786,1.094376,0.7973386,0.9143175,0.8965448,1.344223,0.875188,0.9195583,0.8462094,0.8617645,0.81226456,1.2406228,1.3516716,0.8888578,0.0,0.84265256,0.9654733,0.941018,0.7017933,0.83838546,0.92579275,0.88606066,0.77002525,1.0811183,1.0581986,1.0256897,0.90680206,1.2614449,1.0060207,0.71179444,1.1378708,1.0953065,1.1382827,0.816345,0.83886284,0.8677765,0.96260357,1.1982019,1.2063487,1.1807386,0.8283094,0.88732904,1.1534846,0.88492477,1.0770301,0.9125909,1.2546296,1.1605306
radio,1.0278677,0.913249,0.9529333,1.2827845,0.8089076,0.8405104,0.9585109,0.7055436,1.2311491,1.1116626,1.0431162,1.1361923,1.1922679,0.8286468,1.1631275,0.9119032,0.5170504,0.85885316,1.1155748,0.6723881,1.1512035,0.5529611,0.7047887,0.8336842,1.0714985,1.2416545,0.7906982,1.0715848,0.92764986,1.0081322,1.0439743,0.9878368,1.1451105,1.1971941,1.067362,1.1246198,0.8400349,1.045133,0.84763837,0.98744226,1.0003476,1.0272173,0.6695312,1.0976197,1.0318398,1.0332003,0.9959136,1.0482504,1.0155232,1.0243545,1.008617,1.1031069,0.80845493,0.8925257,1.0253048,0.9711706,0.98654616,1.1466517,0.58331805,1.2454284,0.9031328,1.1284564,0.7904793,0.96204245,0.93367994,0.7694319,1.253653,0.9453427,0.98449534,0.81307447,1.1587083,0.9544455,1.1713643,1.130947,1.3508334,1.0150523,1.057418,0.9375602,0.9288733,1.0337986,0.8877247,0.91630304,0.6734044,1.0171736,1.3897471,1.2552468,0.86609936,0.79816335,0.9289997,0.90492296,1.3222951,0.8259506,1.073236,0.8998196,0.995019,1.1566024,0.84265256,0.0,0.74609405,1.0775189,1.259927,0.77958655,1.3396583,0.9591027,1.1677191,0.82256925,1.1675771,1.0294727,1.1950452,0.89285576,0.9973429,1.0402298,1.2010438,0.91004926,0.90173674,0.93855894,1.1028806,1.2106211,1.1319975,0.69992614,1.0367872,0.99001604,1.0483732,0.8675272,0.73002434,0.6297492,1.0562146,0.7135874,0.93556803,1.0493118
refrigerator,1.1627377,1.1769549,1.1794672,1.0229244,1.2412474,1.2147925,1.1977183,0.67943776,0.88508177,0.76877475,1.1450124,0.68859875,1.125628,1.1698865,0.93581563,1.0682758,0.89969486,1.0170295,1.0407449,0.77806586,1.237994,0.739751,0.7011447,1.1598659,1.184957,1.0483184,0.7555561,1.0979247,1.074708,0.5795412,0.7265505,1.0458556,0.9131486,0.9166379,0.81410843,1.0946207,1.2684114,0.602962,1.0385139,1.1368575,0.9456044,0.41700113,0.61224324,0.9199153,1.2715414,1.2242633,0.84498346,1.0937389,1.3133332,1.197919,1.0673606,1.2161307,1.1308365,1.2116332,0.8118324,1.2565825,1.1843234,0.93317026,1.2026274,1.0314896,1.0364943,1.1723762,1.1780944,0.9769166,0.7902741,0.7249742,0.87489885,0.9301648,0.60152483,0.9689992,0.9733924,0.97780025,1.2020389,1.0876074,1.1727059,0.8549496,1.0574266,1.2451041,0.99957246,1.2861615,1.1569958,1.185578,0.27222025,1.1317507,1.0868832,0.7865323,0.91039956,1.1849029,1.1677427,1.1101487,1.0588709,1.0912526,1.1087102,1.0711724,1.1180298,1.1832795,0.9654733,0.74609405,0.0,1.1021408,0.98956925,1.1195732,0.90693915,1.2543808,0.8529948,0.9993399,0.8859645,0.80674595,0.8632213,1.2574657,0.9968526,1.1151603,1.0498831,1.1125685,0.9129718,1.1759317,1.0050596,0.8702247,0.8492783,1.0808622,1.274544,1.2317187,1.0296925,1.0080639,1.1166883,0.91852343,0.95949787,0.6682021,1.2809215,0.70589536
rooster,0.935896,1.0838616,1.0206597,0.9174256,1.2140622,1.2591226,1.1456724,1.0740376,0.9013499,0.8510351,1.1806767,0.74239266,1.1841406,0.4654675,0.89197004,0.7900826,1.0633982,1.3405132,1.0915745,0.8752322,1.1764008,1.430468,1.323036,1.176841,0.95520216,1.0605493,1.0842332,1.2215626,1.1994885,0.83971107,1.1159145,0.9708624,0.84781766,1.0130898,0.7671112,0.9361636,1.1581926,0.9034816,1.2751753,0.85951495,1.038265,1.0541384,1.01431,0.93972665,1.1103619,1.2744706,0.87025976,1.0096148,1.1879282,1.1601369,0.9843706,1.023075,1.2119976,0.95724905,0.81976813,1.254478,1.351839,1.0992658,1.1024299,0.97719336,1.0435597,0.9634362,1.3164865,1.0217825,0.81059676,1.0796678,0.81065047,0.7909837,0.90484416,1.3734192,1.1092068,0.94604003,0.9029277,0.8437068,0.92205036,0.7752687,0.9878749,1.2743716,1.297225,1.2550304,1.1631125,1.2330122,1.0019284,1.0843335,0.91159743,0.83667123,0.91555727,1.0917075,0.9775531,0.95917153,0.95285535,1.0586877,0.9038801,0.7493542,1.1387995,0.9505615,0.941018,1.0775189,1.1021408,0.0,0.931574,0.91208243,0.8699303,1.1721195,0.9495907,1.166025,0.9439003,0.9466341,0.8932538,1.2960356,0.9666255,1.1647016,0.9727739,1.0995153,0.9727149,1.0301025,0.8365138,0.94136626,0.8006872,1.3380526,1.2801203,1.0945001,0.79147714,1.287199,1.2549148,1.0416692,0.79856825,1.0969168,1.2339567,1.073053
scarf,1.0884824,1.062872,1.1741812,0.70862246,1.2783297,1.2416791,1.0283164,0.9170234,0.91719073,0.7406888,1.0964662,0.88130695,0.8932525,1.1024077,0.37025762,0.94242215,1.2365073,1.2992696,1.0814937,0.9751696,1.1319846,1.1767508,1.1140063,1.2992415,1.0299851,1.0177082,1.0046518,1.0450642,1.1474876,0.6889775,0.7939721,0.97548795,0.923378,0.844638,0.73850834,1.0008385,1.392241,0.72055435,1.2696536,1.0104032,0.6799768,0.9464809,1.1962107,0.8417666,1.1629924,1.2896901,0.9008677,0.94906,1.2021856,1.1635414,1.0537999,1.0965626,1.3783207,1.1786509,1.00621,1.3436116,0.92646956,1.172373,1.258865,0.8746571,1.0309582,0.9102906,1.2296448,1.0339496,0.8035468,1.046415,0.7277652,1.0803765,0.8822081,1.2324356,1.0179344,1.0267892,0.8339187,1.066239,0.58395386,0.90970385,1.0269604,1.3231566,1.0932672,1.1649985,1.2624147,1.3544289,1.0323306,1.0799328,0.54520214,0.76190305,1.1199341,1.4073141,1.1004035,1.2255044,0.5405028,1.0240778,0.83508605,1.1928246,1.2412348,0.85181975,0.7017933,1.259927,0.98956925,0.931574,0.0,1.0562799,0.63629174,1.035078,0.66296196,1.1106023,1.0828863,1.0255402,0.7677421,1.3429228,1.0357139,0.6495445,0.9657784,1.2154928,1.1979246,1.2037151,0.8602555,0.66315657,0.89302063,1.2143364,1.245033,1.2660998,0.84106,0.8538532,1.1978498,1.0289729,0.8722333,1.078236,1.297007,1.0097063
scissors,0.73216474,0.9583122,0.8786803,1.297249,1.052887,0.96250296,0.6072797,0.93586135,1.3127408,1.2461224,0.99506027,1.3679087,1.2447574,0.7270944,1.1056373,1.0599685,0.7716701,0.8795351,1.2057858,1.0453901,1.0351807,0.8311717,0.95826083,0.8627472,1.02935,1.2888002,1.0290563,0.9699746,0.8965262,1.1397306,1.029063,1.1973,0.9588719,1.1583705,1.3007603,1.0802296,0.66844624,1.1578685,0.92232054,0.8535748,0.93719095,1.2258685,1.0596626,1.2769037,1.0468717,1.0630295,1.0249518,0.96347094,0.9611554,0.9098333,0.78590393,0.9356669,0.7027381,0.5833068,1.0393224,0.8796448,0.89596623,1.1338267,0.64650416,1.3176754,0.74542844,1.1370858,0.8203593,0.830371,1.1817429,1.0375334,1.3078696,0.71065474,0.9863779,0.7263905,1.0725915,1.0978587,1.1703286,1.1620212,1.228334,1.0628573,1.0717852,0.9797595,0.8473729,0.95400655,1.0422691,0.8792932,1.1958907,0.8342081,1.2299119,1.3404704,1.1312522,0.70744884,0.8067368,0.87074524,1.1333989,0.9277159,1.0100055,0.874473,0.9821837,1.0365558,0.83838546,0.77958655,1.1195732,0.91208243,1.0562799,0.0,1.4313302,0.814813,1.2036904,0.66998553,0.9866954,1.1688837,1.0660303,0.7832483,1.0734377,1.0065922,1.1628925,0.57707465,0.687082,0.9210665,1.0305076,1.3329145,1.2552501,0.76539993,0.9629304,0.85779494,0.57568836,0.6779241,0.64585626,0.7990085,1.1228029,0.7815261,0.92312753,1.1124047
shirt,1.213408,0.93504626,1.2869706,0.30664814,1.3522649,1.3686903,1.3600435,1.1376944,0.6438916,0.635733,1.0129194,0.47952634,0.85752314,1.0015801,0.70039344,0.87021303,1.2874212,1.4350849,1.0200243,0.8812421,1.1444125,1.3768151,1.239046,1.4000056,1.0332876,0.85675085,0.9605748,1.2210826,1.3267502,0.7395738,0.9082357,0.92501473,0.8789987,0.8915797,0.52560246,1.0803972,1.5158,0.7436294,1.3491602,1.0706058,1.0167611,0.7953438,1.0210623,0.6424912,1.0693659,1.2479665,0.7791396,1.0696008,1.1103163,1.3017545,1.340963,0.94646084,1.4516627,1.387952,0.87962055,1.3322058,1.2049875,0.9511876,1.4217906,0.58187735,1.2859958,0.6628176,1.4285924,1.173396,0.6611773,1.1206962,0.30521452,0.93767345,0.85756755,1.4491075,0.8533837,1.0852878,0.8750524,0.962921,0.63025904,0.8943647,1.1181929,1.3618342,1.2416661,1.1361889,1.2861919,1.3725786,0.84045416,1.181798,0.37749904,0.32832038,0.8793187,1.4750278,1.1046274,1.127822,0.7867374,1.103876,0.9209479,1.3664777,1.2934394,0.9078644,0.92579275,1.3396583,0.90693915,0.8699303,0.63629174,1.4313302,0.0,1.1423683,0.3938322,1.408047,0.9169849,0.7844006,0.7289757,1.450528,0.90616065,0.85391897,0.97084963,1.3355058,1.2841985,1.2596664,0.813607,0.2320373,0.57703286,1.4508922,1.2326075,1.287983,0.92401576,1.3238606,1.5352612,1.1731424,0.93766236,1.2528949,1.3174145,0.9108932
shoe,0.9101311,0.5429064,0.9736984,1.0521488,0.81953603,0.98636055,0.73511356,1.1675093,1.4206104,1.3933959,0.93954444,1.370956,1.1683187,1.0298325,1.2281911,1.1230057,1.1383512,0.81885576,1.3395576,1.3522065,0.7429061,0.9043211,0.75018287,0.890033,1.0203085,1.0084997,0.9394586,0.88413084,0.944245,1.2124815,0.8411847,0.9924874,1.2696084,1.1414225,1.255436,1.0846865,0.75071496,1.3953439,1.0342989,0.9784331,1.0725285,1.2988539,1.2091771,1.0754379,0.55198544,0.9570848,1.0542706,1.0913444,0.4365523,0.82460433,1.0227882,0.44399428,0.8046193,0.8864807,1.372769,0.5991626,0.5552687,1.1152211,0.89308035,0.9328358,1.0036925,0.8644129,0.6522393,0.9167581,1.2209523,1.1974616,0.99817574,1.0385119,1.3050919,0.73692346,0.8164848,1.1361448,1.1281214,1.1858033,1.0245347,1.215858,1.124426,0.8502802,0.7177204,0.42113984,0.6348963,0.81095475,1.2119706,0.92475307,1.0988448,1.0089661,1.2758069,0.91347206,1.0208569,0.7668645,1.2141223,0.846295,1.1693735,0.88461286,1.1264596,1.0351659,0.88606066,0.9591027,1.2543808,1.1721195,1.035078,0.814813,1.1423683,0.0,0.89718044,1.0020413,1.1973605,1.3775442,1.4073315,0.43465698,0.8412412,0.5486454,1.3043104,0.90724087,0.97869676,0.950302,1.1159712,1.0427358,1.4099822,0.7242539,0.40424514,0.6356555,1.1742258,0.6712743,0.8957573,1.1776049,1.1134598,0.9418052,0.4778831,1.2617878
shorts,1.2430472,0.8667271,1.122938,0.6273054,1.1605884,1.2073364,1.185913,1.0623176,1.0151291,0.91644824,0.92570305,0.83290625,1.0534106,1.0504956,0.7342012,0.87302953,1.251148,1.2298119,1.2198617,0.99095637,1.1615899,1.1217732,0.90582323,1.2419673,1.051699,1.0032115,0.8928352,1.165233,1.2544928,0.6709645,0.73357505,0.9590911,1.0344269,1.0038145,0.76614845,1.1376057,1.2811731,0.9345363,1.2568716,1.1363192,1.0264724,0.8512713,1.0384496,0.728495,0.9721035,1.2323964,0.73467195,1.102364,0.97610563,1.1922473,1.247929,0.86638004,1.262545,1.3218973,1.0691078,1.1147617,1.0371797,1.067045,1.2912141,0.77765256,1.1891499,0.86683697,1.1426817,0.9433012,0.79711986,1.1228182,0.3440106,1.003455,0.9311666,1.2346257,0.68441665,1.0639518,0.973468,1.1261258,0.8152913,0.99416596,1.1669375,1.2453469,0.911013,0.9760476,1.1337552,1.178745,0.81080997,1.1412556,0.52052265,0.35127306,0.98935467,1.2866089,1.131799,1.0119634,0.957191,0.82886726,1.0082299,1.2499481,1.3595979,0.991861,0.77002525,1.1677191,0.8529948,0.9495907,0.66296196,1.2036904,0.3938322,0.89718044,0.0,1.3769684,1.0709811,1.0806283,1.0243981,1.1740658,0.957154,0.6653743,1.1479248,1.2567798,1.138971,1.0541544,1.0449716,0.52913314,0.9825517,1.3112392,1.0240043,1.0975469,1.0424621,0.9261916,1.3540415,1.2626153,0.97963727,1.0836399,1.1099566,0.9979677
shovel,0.8602169,1.1131201,0.85917443,1.3887076,0.90569246,0.78367203,0.763211,0.817582,0.97146803,1.2009307,1.1113982,1.182073,0.7804513,1.1286232,1.0895138,1.2475568,0.74098986,0.7804432,0.6885673,1.1186011,0.9583953,0.6713651,0.88392854,0.90315163,1.0171165,1.1816183,0.97003895,0.73643947,0.85385996,1.1507351,0.9693856,1.0203363,1.1305876,0.9814393,1.2402478,0.83882797,0.82987696,1.1237026,0.7911289,1.0291505,0.9007694,1.0947317,1.0430593,1.2247671,1.2255394,0.7025919,1.1538734,1.0181406,1.1912812,0.84428287,0.7206493,1.2037747,0.7262751,0.75177747,1.0291609,1.0589801,0.856314,1.1291788,0.84928954,1.2932729,0.8065199,1.2608117,0.82250345,0.97477126,1.2213842,0.7732134,1.4019742,0.91022694,1.0839589,0.7173473,1.1884811,1.0441257,0.94333625,0.90588295,1.1795452,0.98204684,0.74337804,0.93465126,0.91332656,1.1550447,1.0721443,0.9288744,1.1098819,0.9996879,1.3291199,1.3912427,1.0576973,0.8301294,0.95339286,0.97140014,1.0384603,0.9931529,1.1464744,0.8281343,0.53303164,1.1492798,1.0811183,0.82256925,0.9993399,1.166025,1.1106023,0.66998553,1.408047,1.0020413,1.3769684,0.0,1.0505491,0.85580635,1.1317395,0.9066265,1.1051831,1.0377892,0.6999606,0.546229,0.854755,0.9160212,1.0726371,1.3242406,1.181798,0.6502593,1.0956692,1.103601,0.9273552,0.7620505,0.6460004,0.6630633,1.017787,0.7625779,1.0902183,1.1333865
shower,0.97835386,1.1708257,1.177273,0.87488717,1.0828834,1.0393758,1.1589532,1.0053389,0.6216553,0.7956847,0.94364375,0.6424881,0.92176163,0.8365405,0.9534148,1.0855968,1.0894928,1.1170032,0.8687476,0.93439907,1.1950618,1.1223351,1.1640301,1.1021547,1.193231,0.73231924,1.0488008,1.0702064,1.0517224,1.0110617,1.0464422,1.0810132,0.59957796,0.83306944,0.9608656,1.1790806,1.1482031,0.81064224,1.1135973,1.0858681,1.2547653,0.84999,0.8424643,1.0362507,1.2497156,0.95541143,1.0758829,1.0627158,1.2460814,1.212206,1.0951425,1.1069694,1.0211585,1.1281898,0.6366005,1.184995,1.2833685,0.68107253,1.1561922,1.1414202,1.0789396,1.1336763,1.2346148,1.0329398,0.78596234,1.0806966,0.91314733,0.71296,0.82408035,1.0471784,0.9811574,1.1379493,0.96096796,0.9505139,1.1191117,0.9382956,1.1957595,1.138929,1.0999506,1.1598321,1.149852,1.1721504,0.87117153,1.1106962,0.8289474,0.96404827,0.9661706,1.0588489,1.1693429,1.1221786,0.82851774,1.1938648,0.9639311,1.1786828,0.9517752,1.0796053,1.0581986,1.1675771,0.8859645,0.9439003,1.0828863,0.9866954,0.9169849,1.1973605,1.0709811,1.0505491,0.0,0.6594469,0.7157653,1.2235934,1.1756418,1.2121468,0.92693007,0.92799485,1.0551351,1.1441505,0.8167641,0.9597938,0.72168267,1.164659,1.271668,1.179563,0.85386777,1.1848291,1.2000811,1.0518988,0.9801305,1.0177006,1.1881131,0.7874086
sink,1.1357373,1.1334906,1.2171495,0.85147905,1.2466571,1.1439917,1.2400228,0.8109484,0.097803354,0.67490697,1.1141614,0.33544326,0.67166424,1.0008789,0.8549831,0.95127463,0.9402683,1.3438134,0.27539742,0.6472415,1.1247802,1.053548,1.2732861,1.3462439,1.0662425,1.0678935,1.0438564,1.038824,1.2497053,0.97429293,1.199541,0.91923517,0.79521185,0.8195622,0.7821368,0.9066324,1.4278226,0.68689036,1.0795861,1.1311227,1.1987439,0.8788321,0.5912713,0.9823582,1.3369187,0.97136724,1.0275673,1.0252943,1.365794,1.3557942,1.227962,1.134348,1.1664217,1.28599,0.7320483,1.4698279,1.4214082,0.91012233,1.1939152,1.1072918,1.2182478,0.9600716,1.4696712,1.1941049,0.6955482,0.82728225,0.898321,0.65301585,0.7621409,1.2656893,1.1756859,1.0940101,0.780766,0.81214184,0.8968501,0.9179459,0.88618183,1.3305361,1.2770778,1.3670199,1.3379905,1.308635,0.66085505,1.1719176,0.76585996,0.9085805,0.73934484,1.2440418,1.0452039,1.0807259,0.8463039,1.3014727,0.98464704,1.3882365,0.6084925,0.90611386,1.0256897,1.0294727,0.80674595,0.9466341,1.0255402,1.1688837,0.7844006,1.3775442,1.0806283,0.85580635,0.6594469,0.0,0.6431132,1.5300188,1.1300441,1.2270598,0.5123779,0.92379284,1.1337459,1.2113278,0.87248117,0.8561456,0.46946347,1.1748455,1.5024981,1.3589542,0.76580715,1.3790481,1.3760654,0.7456995,0.9734968,1.1531129,1.4422991,0.86047405
slide,1.037571,1.1866392,1.1516305,0.7520534,1.2988851,1.1657639,1.2040591,0.8556432,0.53045416,0.2503209,1.1797241,0.52994096,0.88429236,1.0413117,0.63983595,0.988791,0.9389792,1.3014836,0.8472408,0.6332445,1.2871399,1.2316881,1.3079462,1.219276,1.146008,1.0351093,0.9771105,1.2279029,1.1878246,0.69466686,1.1156671,1.1367421,0.78452194,0.82132804,0.5914281,1.1285921,1.3582468,0.30149502,1.1259227,0.9963268,0.7915734,0.7507043,0.90463483,0.75926673,1.2765379,1.2662075,1.0333904,1.0250176,1.3254291,1.3347406,1.0946537,1.1887237,1.334823,1.1909693,0.73856294,1.3797042,1.4496472,0.84852016,1.1751014,0.90442634,1.0775316,0.9729277,1.3796823,1.1212163,0.6590533,1.0135438,0.8595251,1.0148095,0.5736773,1.2319881,1.2056868,1.119233,0.8783849,1.0534482,0.84889305,0.999214,1.1804782,1.2548617,1.4071453,1.3830693,1.3043786,1.2907234,0.8185722,1.197324,0.74621105,0.8883322,0.8958806,1.2853408,1.0261089,1.2487682,0.6703094,1.2579341,0.8795105,1.2873797,1.0681579,0.8568342,0.90680206,1.1950452,0.8632213,0.8932538,0.7677421,1.0660303,0.7289757,1.4073315,1.0243981,1.1317395,0.7157653,0.6431132,0.0,1.4822301,1.170328,1.1693991,0.96000856,1.312583,1.1145875,1.1814555,0.55204093,0.7824222,0.4407581,1.249305,1.4081905,1.3598626,0.81373745,1.3637137,1.1342546,0.75157225,0.9416186,1.1227071,1.3418143,0.8128066
slipper,0.93273854,0.90249807,0.7896678,1.3798647,0.5541005,0.706488,0.6104412,1.1898996,1.5566907,1.5264719,0.7281373,1.5976205,1.0245618,1.1308895,1.474508,1.2064142,1.0226122,0.27453506,1.3268375,1.4641516,0.7187129,0.71784645,0.61919427,0.32486308,1.1217257,0.9602166,0.8857458,0.8933052,0.47493368,1.3870177,1.0351555,1.1670372,1.2916696,1.2326903,1.4577407,1.1639292,0.21965146,1.5155885,0.5417254,1.0872791,1.0804256,1.3052955,1.2776779,1.2425002,0.45678943,0.7213906,1.2293035,1.0130765,0.47190094,0.69568413,0.75784945,0.81008303,0.46927327,0.7653542,1.4081454,0.15606546,0.5427574,0.9824442,0.7648951,1.0507393,0.79145813,1.2321384,0.20958108,0.8918872,1.4394143,1.2381427,1.3351281,1.2425897,1.4126291,0.40281224,0.8640511,1.1153715,1.2928531,1.2129424,1.3858322,1.2569379,1.1545708,0.28028035,0.59578145,0.37775046,0.3213427,0.40763098,1.3267634,0.83862567,1.4685374,1.3332403,1.3757848,0.45124632,1.0909395,0.88263905,1.314402,0.7323558,1.1518375,0.6602177,0.8328164,1.1691881,1.2614449,0.89285576,1.2574657,1.2960356,1.3429228,0.7832483,1.450528,0.43465698,1.1740658,0.9066265,1.2235934,1.5300188,1.4822301,0.0,0.96913147,0.9734632,1.3759805,0.8706362,0.7648462,0.8383612,1.3115201,1.3269696,1.5500737,0.43663353,0.17554724,0.37496912,1.3492467,0.570943,0.40488303,1.1618458,1.2198462,0.9192362,0.15822911,1.2249122
soap,0.9228601,0.87591165,1.0042483,1.0965369,1.0067768,1.1099634,0.98045367,1.1835251,1.1042254,1.1119275,1.1388716,0.9617249,1.197823,0.9520053,1.1446636,0.8458744,1.1898557,1.1631796,1.153048,1.15087,0.8425066,1.1038963,1.0941097,1.0972682,0.89342076,0.95337147,1.0305468,1.0305138,0.9208057,0.92887527,0.94915193,0.79289746,1.1495217,1.1979628,0.9298899,0.95215786,1.1692992,1.1635153,1.1568009,0.77219486,0.92684025,0.99213755,1.0781687,1.0350112,0.78604937,1.0575668,0.9438412,0.9255294,0.8907548,0.74915385,1.1988077,0.8569148,1.1172199,0.8230468,1.1476326,1.0237052,0.8652433,1.1299157,1.1415834,0.7956646,1.0480808,0.87183034,1.0934557,1.0938077,1.0469962,1.038925,0.79744494,0.9529496,1.180201,1.1218444,1.0646394,0.9114197,1.1205933,0.9803111,0.8798239,0.9030286,0.89178246,1.1508911,1.0723448,0.99350107,0.94624937,1.1040821,1.021286,0.9080115,1.062471,0.75517255,1.057864,1.1929083,1.0629358,0.8273154,1.136981,0.9721131,1.069345,0.97574985,1.2145765,0.9761471,1.0060207,0.9973429,0.9968526,0.9666255,1.0357139,1.0734377,0.90616065,0.8412412,0.957154,1.1051831,1.1756418,1.1300441,1.170328,0.96913147,0.0,0.8839671,1.0810276,0.97250223,0.9369954,1.0406396,1.0433209,0.90565777,0.9904396,0.88426024,0.9703941,0.9594807,1.0770043,1.1137493,1.1514144,1.103227,1.1255842,1.09848,1.0431166,1.1223603
sock,1.0825536,0.6209569,1.0138355,0.76153094,1.0586368,1.0376425,0.9479378,1.035723,1.239785,1.0769736,1.0612736,1.1575415,1.0529284,1.1736357,0.7389355,1.0685875,1.1135774,1.164968,1.2059578,1.132196,0.9059083,0.98989546,0.967675,1.3033097,0.91787076,1.119359,0.9921223,0.9140848,1.1674869,0.93907285,0.749456,0.9453241,1.163703,0.98748636,0.9615487,0.93589365,1.1906701,1.0709857,1.2015207,0.9661223,0.77986026,1.1165051,1.1270998,0.847836,0.91548336,1.042161,0.85361415,1.0853205,0.7624806,0.95331377,1.1585188,0.6621803,1.1442425,1.0891255,1.2189616,1.0891423,0.6525887,1.199961,0.96580946,0.9498368,1.049131,0.72679555,1.0767527,0.9533648,1.0374739,1.0366383,0.81806517,1.0872351,1.040394,1.0204146,0.9390576,1.1189891,0.908996,1.1496565,0.5880735,1.1053574,1.0185255,1.1810511,0.72157395,0.8713983,1.0687587,1.1181072,1.110151,1.0203196,0.70589453,0.79388475,1.0463572,1.2212005,0.9964217,0.8976608,0.95021254,0.8693011,1.180959,1.2134731,1.2577567,0.7913452,0.71179444,1.0402298,1.1151603,1.1647016,0.6495445,1.0065922,0.85391897,0.5486454,0.6653743,1.0377892,1.2121468,1.2270598,1.1693991,0.9734632,0.8839671,0.0,1.150627,1.0401679,1.1091787,0.94321144,1.0400445,0.84276366,1.2110506,1.0096335,0.8039812,0.90815234,0.98736537,0.64370525,1.106956,1.0623748,1.0719278,1.0662498,1.0514066,1.1029273
