,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
ear,0.99881166,0.6679846,0.78282744,1.0784786,0.81133157,0.93193436,0.8327333,1.3037946,1.2746832,1.3060172,1.0812314,1.296674,1.1004624,1.0818142,1.3127457,0.926893,1.2435482,0.8613145,1.1833005,1.341128,0.476815,1.0174289,1.0758498,0.7895991,0.81947446,1.1308281,1.2591674,1.0365359,0.804867,1.2306806,1.1359367,0.9564287,1.247199,1.2464418,1.2328376,0.9780821,0.7397618,1.3678664,0.92505455,0.93702334,0.9939391,1.2803136,1.2266557,1.0732214,0.0,0.8191036,1.0262992,1.0317097,0.2559781,0.77698433,1.0531906,0.5220089,1.0680107,0.9319366,1.275394,0.44589758,0.84885705,1.1080066,0.84880406,0.64344907,1.0303808,0.7341707,0.7486491,0.97905505,1.2608174,1.2774436,1.0401483,1.2206309,1.3524189,0.87780696,0.8909061,1.1829861,1.1609749,1.0553528,0.9775112,1.222921,1.0106632,0.7015252,1.0108502,0.40290743,0.61152714,0.69130796,1.2585466,0.9008261,1.1198545,1.0517083,1.2272682,0.98210365,0.9106912,0.8802957,1.1817575,0.961381,1.0961107,1.0206578,1.0919344,0.88268155,1.1222583,1.0318398,1.2715414,1.1103619,1.1629924,1.0468717,1.0693659,0.55198544,0.9721035,1.2255394,1.2497156,1.3369187,1.2765379,0.45678943,0.78604937,0.91548336,1.1808735,1.0654463,0.9139981,0.84897345,1.1313262,1.0248212,1.3194649,0.68928796,0.2838726,0.46334338,1.2011098,0.9983826,0.88846,1.2339305,1.1912231,1.2218912,0.41873252,1.2886467
egg,1.046002,1.0588858,0.7698837,1.2022816,0.5821553,0.49576265,0.7100165,1.1481221,1.0035757,1.3765255,0.89321,1.2508425,0.8057651,1.0967351,1.3619702,1.1765563,1.1645238,0.76868784,0.6528699,1.3960979,0.5921303,0.82472926,1.0483705,0.88215286,0.8672192,0.8869714,1.2400527,0.7170714,0.784436,1.3662977,1.1593513,0.92478496,1.0659978,1.0128162,1.3913579,0.78407407,0.7859024,1.3744583,0.8147632,1.1569897,1.2118347,1.2420983,1.127907,1.1193587,0.8191036,0.0,1.1957883,1.0223653,0.8869591,0.7366079,0.95484686,1.0194477,0.79377,0.95398545,1.0070732,0.7809365,0.8559458,0.92502564,0.91231716,1.0597233,0.9759858,1.1637778,0.797449,0.9721863,1.2872782,0.96360064,1.2195934,1.0932047,1.246931,0.8122568,0.97647953,1.0877748,0.8261945,0.7800132,1.1336448,1.0593282,0.78804314,0.6871797,0.9483697,0.8397647,0.7844548,0.5691965,1.2453094,1.0098349,1.2289174,1.2119057,1.2399492,0.87966144,1.0370145,0.8819474,1.1091303,1.1284517,1.1425247,0.96173257,0.63183975,0.93009734,1.4453046,1.0332003,1.2242633,1.2744706,1.2896901,1.0630295,1.2479665,0.9570848,1.2323964,0.7025919,0.95541143,0.97136724,1.2662075,0.7213906,1.0575668,1.042161,0.6632553,0.7450533,0.94186807,0.8309091,1.271584,1.2334092,1.2400303,0.6881056,0.7862662,0.7777487,1.1601055,1.0346649,0.79960835,1.0268159,1.1023978,1.1565907,0.814191,1.1094126
elephant,1.2059367,0.84068346,0.9785283,0.8585752,1.226986,1.1820152,1.2343549,0.9757669,1.0854877,1.0519102,1.0789862,0.91625947,1.1430012,0.96356726,0.9131764,0.9831109,1.1308261,1.2303183,1.105234,0.9956968,1.0798848,1.0518266,1.0758015,1.2324295,0.9153761,1.0567279,1.0364527,1.0790629,1.2948773,0.76415664,0.8693411,0.85054195,1.0162026,1.1380277,0.9463494,0.98375446,1.2560407,0.97407883,1.1418772,1.0622929,0.9030292,0.88391614,0.96916527,0.87254435,1.0262992,1.1957883,0.0,1.1600571,0.9742125,1.2083874,1.1521908,0.91743743,1.2446656,1.2185057,0.9066578,1.1294675,1.012159,1.1430826,1.1181178,0.7936444,1.1320237,0.7321294,1.2123611,0.93006456,0.9898881,0.94165164,0.8016054,0.84026945,0.8780327,1.2214144,0.8090996,0.8899976,1.0828655,0.9722457,0.7792143,0.7833569,0.9833128,1.2425598,1.0144863,1.0399212,1.2251705,1.2151084,0.8980173,1.1274452,0.8658935,0.7070089,0.9349385,1.2106991,0.92763734,1.0003623,0.9977447,0.95128584,0.9211549,1.1208118,1.2526076,0.9642367,0.6847582,0.9959136,0.84498346,0.87025976,0.9008677,1.0249518,0.7791396,1.0542706,0.73467195,1.1538734,1.0758829,1.0275673,1.0333904,1.2293035,0.9438412,0.85361415,0.99931914,0.99009603,0.99274665,0.9609643,0.86219597,0.7965312,1.027045,1.2858005,1.0930617,1.053339,0.74656683,1.1060524,1.3033073,1.0919307,1.044924,0.8730361,1.1736723,0.98410404
face,0.90919256,1.040951,1.1152354,1.0990038,1.0579178,1.0632551,1.0342996,1.1278199,1.0123016,1.0628116,1.0820435,1.0981206,1.0863988,0.98863953,1.0210644,0.94220185,0.9490595,1.060062,1.0259827,0.96277153,1.0539583,1.1635971,1.1052228,1.0537037,0.9882661,0.9628902,1.1549118,1.0502348,0.8370006,1.1010622,1.0210849,1.0982234,1.0689719,0.95713663,1.0652741,1.0186696,1.013414,1.1057786,1.075172,0.8585551,0.9916165,1.1186721,1.0704945,1.0102248,1.0317097,1.0223653,1.1600571,0.0,1.0459515,0.937787,1.0212576,1.0599011,0.9285637,0.83793813,1.0475931,1.0283135,1.0385913,0.9092245,1.0277635,1.1052392,0.9557181,1.0348713,1.0507786,1.0708455,1.0254564,0.99169755,1.0930369,1.003788,1.1157633,0.9919754,1.094459,0.91987765,1.0235412,0.9228391,1.0859295,0.9593452,0.9974724,1.038832,1.0820092,1.0444297,1.0461622,1.0343628,1.1193825,0.5795448,1.0842102,1.102402,0.9450543,0.9780824,0.9411221,1.0043854,0.92819333,1.0360535,0.8743566,0.99020785,1.0430506,0.96548164,1.0517298,1.0482504,1.0937389,1.0096148,0.94906,0.96347094,1.0696008,1.0913444,1.102364,1.0181406,1.0627158,1.0252943,1.0250176,1.0130765,0.9255294,1.0853205,1.0041565,0.94185084,0.87838715,1.1200823,1.0998535,0.9940748,0.93871033,0.98481184,1.0746067,0.99639225,1.0919869,1.0275383,1.0079236,0.94938976,0.9878811,1.1052791,1.0884062,1.048251
finger,1.0256358,0.40772188,0.82858956,0.942979,0.84662277,0.9032277,0.8071761,1.2533307,1.3536546,1.3730683,0.9263688,1.3852918,1.133728,1.0860709,1.394237,1.073576,1.1479869,0.8284413,1.2488117,1.3102779,0.5439463,0.97388417,0.96648043,0.8507204,0.70585966,1.1456873,1.1686183,0.9720397,0.9700483,1.3273234,1.1278635,1.0718384,1.3089112,1.204806,1.2683737,1.0075219,0.6200458,1.4257636,0.9646267,0.9902206,1.0833657,1.2888465,1.2030023,1.0503751,0.2559781,0.8869591,0.9742125,1.0459515,0.0,0.83703506,1.0483047,0.36454237,0.91126156,1.003858,1.2854767,0.46488392,0.71885836,1.0984219,0.73033774,0.7731849,1.0464308,0.47234917,0.71552426,0.9132201,1.3570548,1.2496353,1.0602862,1.1393464,1.3680989,0.8484328,0.8115729,1.190509,1.1018465,1.1152601,0.96408594,1.2858632,1.1076244,0.7144339,0.88864064,0.36494017,0.6709435,0.66145104,1.3033572,0.92562246,1.0758644,1.0631192,1.1354389,0.79603654,0.7268946,0.8315805,1.2695117,0.9100644,1.1354284,1.0269067,1.1040941,0.87229824,1.070521,1.0155232,1.3133332,1.1879282,1.2021856,0.9611554,1.1103163,0.4365523,0.97610563,1.1912812,1.2460814,1.365794,1.3254291,0.47190094,0.8907548,0.7624806,1.2545679,1.006729,0.92725,0.8232455,1.1496384,1.0282661,1.352252,0.8110087,0.20074213,0.45999485,1.1064686,0.9239797,0.9244551,1.2842939,1.1751745,1.1213994,0.4033271,1.2404791
fish,0.6531754,1.0188215,0.8035265,1.2906544,0.8145901,0.83950293,0.52113914,1.152412,1.321944,1.3740977,0.9803648,1.4152282,0.9767932,1.1052544,1.2126144,1.0849844,1.021359,0.82645667,1.0551001,1.3140221,0.5161314,0.87740654,0.9145838,0.8005048,0.7854752,1.0276765,1.1020471,0.427508,0.8188546,1.2613413,0.9595813,1.0291247,1.2525687,1.1750909,1.2886603,0.7218696,0.74884844,1.3962369,0.95922023,0.72992384,0.91555685,1.2867068,1.2468674,1.143169,0.77698433,0.7366079,1.2083874,0.937787,0.83703506,0.0,0.85197645,0.92395794,0.81801236,0.4365579,1.212502,0.8487998,0.5980662,1.1419992,0.90250593,1.185015,0.8407919,1.1346782,0.74393785,0.8608128,1.2373443,1.0809666,1.2285609,1.1944965,1.4032851,0.8542495,1.108453,0.90884817,1.0628796,0.8775787,1.1057048,1.0643262,0.72218245,0.85479605,0.76875085,0.83125883,0.9221485,0.76316935,1.244366,0.9127058,1.2240862,1.2269293,1.1724256,0.854541,0.9433023,0.76707417,1.1147982,0.83948183,1.1607988,0.76457274,0.8338808,0.946299,1.121872,1.0243545,1.197919,1.1601369,1.1635414,0.9098333,1.3017545,0.82460433,1.1922473,0.84428287,1.212206,1.3557942,1.3347406,0.69568413,0.74915385,0.95331377,0.96967036,0.84569913,0.9212729,0.7786088,1.2439485,1.2498902,1.335521,0.7731278,0.8202988,0.90654284,1.2740843,0.77009475,0.73317176,1.0403155,1.095143,1.0499544,0.87350285,1.2891755
flower,0.98314196,1.2503221,0.4939944,1.3002086,0.85219014,0.8108384,0.7819593,0.9062275,1.2281871,1.230339,0.976366,1.3401644,0.89944595,1.0250086,1.0594459,1.1355729,0.9119934,0.60734653,1.0321001,1.1925522,1.0160784,0.7895271,0.91737807,0.6615345,1.0878859,1.1402514,1.0035601,0.956193,0.748128,1.1234757,1.0588247,1.16702,1.112149,1.0267259,1.2701223,1.0072478,0.7211853,1.1551689,0.68086445,1.0817498,0.82599396,1.1095248,1.1715543,1.1723965,1.0531906,0.95484686,1.1521908,1.0212576,1.0483047,0.85197645,0.0,1.2186852,0.8248089,0.8982845,0.95560944,0.85736793,0.8517249,1.0914854,0.8642357,1.1264957,0.771154,1.2503898,0.6478071,1.0051067,1.2145033,0.8518508,1.365247,1.2837124,1.0957022,0.6119156,1.1334057,1.00492,1.097743,1.0323021,1.1581337,0.96186644,0.9509674,0.7756021,0.9541996,1.0092095,0.8777862,0.9478352,1.2134349,0.8795798,1.2578206,1.3376853,1.1621053,0.7699597,1.0238062,1.1689143,0.90018314,0.95370716,0.9737349,0.45174694,0.82426316,1.0412506,1.1078998,1.008617,1.0673606,0.9843706,1.0537999,0.78590393,1.340963,1.0227882,1.247929,0.7206493,1.0951425,1.227962,1.0946537,0.75784945,1.1988077,1.1585188,1.0418376,1.0458919,0.8395557,0.47799313,1.0638623,1.3150809,1.2374808,0.7672046,0.902507,1.0098277,1.1606919,0.7753811,0.5210309,0.98264945,0.83550584,0.81760347,0.84729207,1.0699345
foot,0.8652507,0.3786075,0.98658305,0.7520306,1.1144278,1.2332501,0.91372865,1.2710265,1.1364348,1.2007447,1.0886905,1.1626307,1.16383,1.0347742,1.1617956,0.92847675,1.1444604,1.206743,1.1360707,1.17152,0.61153495,1.1513474,1.155071,1.1942157,0.86681104,1.1401114,1.2594914,0.8937578,1.2000505,1.1737478,0.9965512,1.0277873,1.1437035,1.1360987,1.1341357,0.9569905,1.0293568,1.247158,1.2079132,0.806637,1.0795557,1.197492,1.0287057,1.0313855,0.5220089,1.0194477,0.91743743,1.0599011,0.36454237,0.92395794,1.2186852,0.0,1.0905471,0.9077881,1.1637177,0.81301177,0.8765842,1.0557454,0.91763455,0.8018297,1.1010215,0.43044984,1.1045626,0.9959612,1.1607153,1.2227488,0.93847,0.9362837,1.1885144,1.1241562,0.79844856,1.1691101,1.0222449,1.0128748,0.7858432,1.2410377,1.0267025,1.1007737,0.96453506,0.5046483,1.0051037,0.9902216,1.1375442,0.9954046,0.8473827,0.9315508,1.0275415,1.105881,0.85673314,0.6091959,1.1927329,1.0667752,1.0869778,1.1869438,1.1759367,0.8158443,0.8490703,1.1031069,1.2161307,1.023075,1.0965626,0.9356669,0.94646084,0.44399428,0.86638004,1.2037747,1.1069694,1.134348,1.1887237,0.81008303,0.8569148,0.6621803,1.0549394,0.9234757,1.01955,0.93173385,1.0353163,0.89934146,1.2087042,1.0037146,0.5409431,0.6931672,0.97958213,1.0071422,1.2503463,1.1823782,1.0976785,1.2126312,0.76957065,1.2516357
fork,0.8297577,1.0809624,1.0567275,1.3291624,0.7785604,0.7069658,0.82742286,0.94640565,1.3391901,1.3923696,0.5767954,1.4092945,1.1440809,0.9947591,1.4172715,1.2477272,0.78642744,0.4637907,1.1603887,1.1884103,1.0868526,0.6997021,0.4978193,0.6000308,1.2001394,0.8250836,0.6644342,0.9013035,0.72026646,1.4023659,0.9541087,1.2184861,1.0063766,1.1168734,1.3757688,1.1822397,0.35748965,1.3283672,0.7717751,1.050605,1.2391033,1.130083,0.91021174,1.3370721,1.0680107,0.79377,1.2446656,0.9285637,0.91126156,0.81801236,0.8248089,1.0905471,0.0,0.7178416,1.2599833,0.55902743,0.5529916,0.85008955,0.8163363,1.2560277,0.84036756,1.3611358,0.45553106,0.87088835,1.3072135,1.0190265,1.3784068,0.79230034,1.2034192,0.5428005,0.8144935,1.0560176,1.1749172,1.1182818,1.4781818,1.0746158,1.1616433,0.6080694,0.4879675,0.7298268,0.62789047,0.529089,1.0764961,0.8263211,1.388541,1.3861644,1.0447252,0.22149992,1.0383605,0.8753636,1.3117625,0.7354486,1.2197572,0.6242301,0.8017528,1.3032786,1.3472341,0.80845493,1.1308365,1.2119976,1.3783207,0.7027381,1.4516627,0.8046193,1.262545,0.7262751,1.0211585,1.1664217,1.334823,0.46927327,1.1172199,1.1442425,1.2135599,0.4575348,0.7130315,0.9708751,1.238054,1.3631604,1.3869677,0.70509654,0.70495665,0.67245215,1.0985279,0.57007027,0.6711451,1.0808468,1.0845375,0.63914263,0.6230221,0.9056429
frog,0.17394924,1.0389435,0.8967755,1.336391,0.93316054,0.9445634,0.68060684,1.1243463,1.3238056,1.2352529,1.1039097,1.3703352,1.1791571,0.9416979,1.143683,0.8772261,0.78886545,0.9639533,1.1593422,1.1280117,0.8160906,0.92185074,1.0468234,0.8096224,0.97635776,1.1147809,1.107377,0.7600278,0.7944354,1.2642266,1.00839,1.1356608,1.1320976,1.1747599,1.1576495,0.94345397,0.7542983,1.2639055,0.97567236,0.33291256,0.78244317,1.2369761,1.0902257,1.2326928,0.9319366,0.95398545,1.2185057,0.83793813,1.003858,0.4365579,0.8982845,0.9077881,0.7178416,0.0,1.1651505,0.9102264,0.7276477,1.1153653,0.7703024,1.2129092,0.65214086,1.1935487,0.78606427,0.8648006,1.2159592,1.0811565,1.3626882,1.0092206,1.3074938,0.8562262,1.1693823,0.9480423,1.1050491,1.0202564,1.1670756,1.0742035,0.901226,0.9499709,0.92640334,0.958222,1.0407891,0.8057573,1.2261871,0.7831357,1.3281062,1.3911445,1.0671358,0.78034455,0.93539226,0.7010453,1.157166,0.825963,1.1134857,0.7992015,0.96569765,1.0045588,1.027413,0.8925257,1.2116332,0.95724905,1.1786509,0.5833068,1.387952,0.8864807,1.3218973,0.75177747,1.1281898,1.28599,1.1909693,0.7653542,0.8230468,1.0891255,1.1209396,0.6779442,0.8525876,0.89309466,1.1510353,1.3115261,1.2833602,0.65338516,0.97465444,0.8581253,1.0941163,0.83791333,0.66400886,0.82217354,1.0863578,1.0108688,0.97653615,1.2134045
glass,1.0857267,1.2318983,1.0631288,0.92139196,1.1769371,1.0923244,1.1187015,0.8469646,0.7023601,0.8456084,1.1729193,0.78105545,0.9746044,0.7691854,0.8706597,0.9627861,0.970908,1.2185994,0.7737423,0.84054804,1.0951599,1.0783643,1.2861729,1.1929281,1.1324024,0.9211413,1.2863023,1.166546,1.198613,0.83839935,1.166867,1.0953481,0.58988833,0.60340565,0.97086185,1.0144781,1.288638,0.7743337,1.0971588,1.0653584,1.0390408,0.87035763,0.86022305,0.9557377,1.275394,1.0070732,0.9066578,1.0475931,1.2854767,1.212502,0.95560944,1.1637177,1.2599833,1.1651505,0.0,1.3431803,1.2960664,0.8426454,0.9355066,1.0171126,1.0827537,1.0117561,1.3593962,1.0576473,0.82502717,0.84465003,0.95877856,1.0019373,0.6846617,1.206563,1.1233195,0.9680263,0.7878126,0.86040336,0.9439968,0.84437215,0.9871294,1.2113956,1.2036835,1.3312505,1.2841806,1.3376544,0.9371451,1.024373,0.8572742,0.99390024,0.8518449,1.2278287,1.0965779,1.198889,0.7749377,1.2697376,0.80221164,1.0719565,1.0293894,0.98022,0.97670984,1.0253048,0.8118324,0.81976813,1.00621,1.0393224,0.87962055,1.372769,1.0691078,1.0291609,0.6366005,0.7320483,0.73856294,1.4081454,1.1476326,1.2189616,0.7639713,1.1631224,1.0335302,1.0943348,0.835156,0.9538585,0.78604877,1.1979724,1.354408,1.246362,0.83195746,1.2203106,1.1743233,0.88735384,0.9269445,1.1037524,1.3577347,0.79766464
glasses,1.0052785,0.9394429,0.8445276,1.2759869,0.6038481,0.7617756,0.7830837,1.2207713,1.4591259,1.4516058,0.6263176,1.5017586,1.086949,1.1131499,1.4469472,1.2067163,1.0573041,0.32220924,1.2782407,1.4050193,0.76712894,0.84924334,0.7180364,0.37864733,1.105337,0.9054106,0.95677155,1.0064288,0.518466,1.3197234,1.0762153,1.1763055,1.2139649,1.2297168,1.4160409,1.1955369,0.24921882,1.4607532,0.5723501,1.1043894,1.1356522,1.2404649,1.2824116,1.2025263,0.44589758,0.7809365,1.1294675,1.0283135,0.46488392,0.8487998,0.85736793,0.81301177,0.55902743,0.9102264,1.3431803,0.0,0.7249733,0.92311335,0.8034835,0.888028,0.90644246,1.1404399,0.32168913,0.875732,1.3644764,1.2608416,1.257487,1.2293141,1.3609202,0.50220877,0.75613064,1.124588,1.2841946,1.2022396,1.3718836,1.206928,1.173882,0.24013376,0.7445538,0.32812893,0.3094988,0.43134952,1.2884458,0.83557606,1.3886354,1.252341,1.287091,0.45063317,1.0447104,0.9816549,1.3403279,0.83121836,1.0732751,0.69326615,0.91001755,1.1899371,1.2825655,0.9711706,1.2565825,1.254478,1.3436116,0.8796448,1.3322058,0.5991626,1.1147617,1.0589801,1.184995,1.4698279,1.3797042,0.15606546,1.0237052,1.0891423,1.3430238,0.9412551,0.8106747,0.88366807,1.1642996,1.265724,1.4500537,0.57543033,0.20681119,0.42384887,1.3054749,0.7498212,0.54986894,1.2734327,1.1476618,0.9364245,0.08108008,1.1071867
glove,0.80432606,0.8491162,0.91282684,1.1126364,0.8367127,0.79935586,0.7596221,1.0110717,1.4779001,1.4274803,0.83378345,1.5212321,1.0007688,1.2144164,1.1093231,1.20059,1.1001645,0.71129084,1.2776388,1.3960721,0.78171897,0.70895416,0.6837317,0.8017287,0.9711002,0.88981307,0.88279766,0.7333363,0.8528191,1.2871948,0.76123124,1.0190107,1.193331,1.1857338,1.34741,1.0156515,0.7348201,1.3496186,0.9474987,0.9228642,0.85631835,1.213659,1.1965537,1.1572967,0.84885705,0.8559458,1.012159,1.0385913,0.71885836,0.5980662,0.8517249,0.8765842,0.5529916,0.7276477,1.2960664,0.7249733,0.0,1.1134608,0.92639625,1.0617487,0.8506948,0.94885665,0.51952595,0.7823756,1.3140287,1.046875,1.2395065,1.0830314,1.3268951,0.6932205,0.7767366,1.0274276,1.1968856,1.1675493,0.88599694,1.0068309,0.9984788,0.8183966,0.5110159,0.68483937,0.8313209,0.7700624,1.239172,0.8695655,1.0164855,1.228081,1.2054007,0.76223576,0.9788826,0.93559504,1.0870842,0.7287277,1.184843,0.81207764,1.0868742,1.093099,1.0411417,0.98654616,1.1843234,1.351839,0.92646956,0.89596623,1.2049875,0.5552687,1.0371797,0.856314,1.2833685,1.4214082,1.4496472,0.5427574,0.8652433,0.6525887,1.1964041,0.6880603,0.8946544,0.8395914,1.157827,1.1556654,1.5471303,0.74913776,0.6224297,0.7590331,1.1582372,0.44352388,0.7670553,1.2230713,1.1155815,0.79359674,0.738219,1.1075766
grass,1.0149095,1.212977,1.2808015,0.87609446,1.0398468,1.0527093,1.1329315,1.1000383,0.86034536,0.891971,0.7463414,0.8954153,1.0185038,1.012185,1.0583843,1.1125131,1.1553253,0.97624415,1.0262328,1.0203531,1.1036518,1.1614232,1.0420951,0.9657334,1.29792,0.5043939,0.9614303,1.14402,0.94945806,1.1155114,1.0328683,1.1568033,0.71770227,0.7451888,0.9957331,1.1258712,0.9848447,0.9224461,1.0677161,1.1677493,1.2928346,0.741604,0.8787669,1.0751259,1.1080066,0.92502564,1.1430826,0.9092245,1.0984219,1.1419992,1.0914854,1.0557454,0.85008955,1.1153653,0.8426454,0.92311335,1.1134608,0.0,1.2245078,0.9825467,1.1131312,1.1571099,1.0513828,0.97446984,0.9463484,1.1488359,0.99068594,0.93289506,0.94147044,0.98176014,0.9219054,0.97823334,1.014401,1.0030147,1.1004252,0.9486892,1.1650779,0.91902757,0.9925363,0.9795271,0.94648767,0.99904877,0.89175266,1.0085411,0.89931375,1.0181464,1.0549488,0.9342621,1.2377021,1.140183,0.96846825,1.0786264,0.81620646,1.0347854,1.0274086,1.110676,1.2531488,1.1466517,0.93317026,1.0992658,1.172373,1.1338267,0.9511876,1.1152211,1.067045,1.1291788,0.68107253,0.91012233,0.84852016,0.9824442,1.1299157,1.199961,1.0374311,1.0344151,0.9744068,1.2320737,0.9159512,0.91856897,0.88239306,1.0721327,1.0330501,0.9725047,1.0373603,1.0975084,1.1601956,1.1807498,0.94108474,0.94484407,0.9550751,0.6706418
gum,0.9143694,0.8570423,0.7510953,1.2746682,0.75659883,0.65358084,0.7579086,0.9484321,1.280455,1.2417746,0.95662147,1.3881552,1.034972,0.85871947,1.1813045,0.92322934,0.4946583,0.7784561,1.0434753,0.8194245,0.8612591,0.71316504,0.9728227,0.771841,0.84555835,1.3557575,1.1815853,0.9504403,0.9534618,1.20729,1.2680013,1.0901905,1.1338953,1.1351095,1.2464294,0.9486917,0.60434294,1.2418385,0.71488804,0.9104307,1.0170348,1.2998221,1.0215089,1.1800287,0.84880406,0.91231716,1.1181178,1.0277635,0.73033774,0.90250593,0.8642357,0.91763455,0.8163363,0.7703024,0.9355066,0.8034835,0.92639625,1.2245078,0.0,1.1949861,0.9012299,0.89995664,0.7637322,1.0173568,1.2149955,0.8688016,1.3564429,1.1130471,1.0944067,0.8624569,1.1384412,1.1095324,1.0276505,1.1197857,1.1366905,1.2559903,0.9751991,0.67809737,0.90702784,0.9104507,0.8752065,0.7011709,1.2034003,0.8253794,1.260983,1.4007446,0.78738064,0.6970111,0.6776796,0.9139536,1.2197002,0.8931829,0.9803431,0.9672875,0.9332925,0.8948622,0.91078806,0.58331805,1.2026274,1.1024299,1.258865,0.64650416,1.4217906,0.89308035,1.2912141,0.84928954,1.1561922,1.1939152,1.1751014,0.7648951,1.1415834,0.96580946,1.1316555,0.89868087,1.034126,0.7988931,1.1704041,1.3519285,1.1939387,0.7729746,0.77714896,0.68255,0.9528819,0.84304833,0.58553827,0.7458661,1.1138705,1.0884904,0.7721958,1.0957636
hair,1.1090262,0.965629,1.0665135,0.7751779,1.0876616,1.1248724,1.2063026,1.2314689,0.99447286,0.8811641,1.0889751,0.85689175,1.0610447,1.0999207,0.996758,0.95744395,1.2621999,1.17524,1.0780672,1.096391,0.8777178,1.2439563,1.1908342,1.1494272,0.96740097,0.8690679,1.0900222,1.2104021,1.1038945,0.8945567,1.0303843,0.9011055,0.96754134,1.0373415,0.80975914,0.9991207,1.2625663,0.945892,1.1685021,1.005863,0.85091007,0.850796,1.1583391,0.8168223,0.64344907,1.0597233,0.7936444,1.1052392,0.7731849,1.185015,1.1264957,0.8018297,1.2560277,1.2129092,1.0171126,0.888028,1.0617487,0.9825467,1.1949861,0.0,1.2012274,0.7148974,1.1197548,1.1321129,0.97830325,1.0946023,0.6811554,1.0789047,1.010029,1.1760595,0.855538,1.0471016,0.9855478,1.047223,0.7563361,1.0284355,1.0341727,1.1019305,1.1846973,0.77062154,0.96463203,1.0815209,1.0175574,1.0064993,0.85528064,0.6600551,1.0459765,1.3177965,1.0973821,1.1179026,0.9815082,1.1316862,0.99877083,1.1217675,1.2587478,0.93304694,1.0974824,1.2454284,1.0314896,0.97719336,0.8746571,1.3176754,0.58187735,0.9328358,0.77765256,1.2932729,1.1414202,1.1072918,0.90442634,1.0507393,0.7956646,0.9498368,1.036991,1.223368,1.1131998,1.091561,0.8096642,0.68241465,0.92873055,1.1288834,0.7770251,0.9432995,0.99346733,1.2404603,1.2445247,1.1763527,0.9613436,1.1467159,0.89082944,0.93329906
hamburger,0.7923669,1.1073847,1.0030022,1.2480295,0.9191463,0.92884696,0.7433842,0.9237186,1.2300196,1.074709,1.0366492,1.2828755,1.0746393,0.9262453,1.0432508,1.0052127,0.82676077,0.8378391,1.2102187,1.1127428,1.0195044,0.9110396,0.93349975,0.77659166,0.9253624,1.1039429,0.9784584,0.8770338,0.7738505,1.1135945,1.0119538,1.1654439,1.0005176,1.1037703,1.1017708,1.0945433,0.7586255,1.031803,0.87582487,0.8919832,0.7567609,1.1387968,1.1226639,1.125054,1.0303808,0.9759858,1.1320237,0.9557181,1.0464308,0.8407919,0.771154,1.1010215,0.84036756,0.65214086,1.0827537,0.90644246,0.8506948,1.1131312,0.9012299,1.2012274,0.0,1.2021135,0.73840106,0.9259572,1.1605619,0.9454064,1.3060095,1.1296417,1.0376978,0.697862,1.0899894,1.0552455,1.1658872,1.105826,1.2022073,1.0865712,1.0752016,0.8938464,0.9459915,1.0212138,0.9889082,0.7181305,1.1808541,0.87689006,1.2234997,1.3011606,1.1485543,0.790918,0.8363652,1.1368128,1.0016254,0.8366282,1.1240509,0.87783045,0.95130384,1.1318588,1.0385982,0.9031328,1.0364943,1.0435597,1.0309582,0.74542844,1.2859958,1.0036925,1.1891499,0.8065199,1.0789396,1.2182478,1.0775316,0.79145813,1.0480808,1.049131,1.1938105,0.9198697,0.92346424,1.043515,1.1242001,1.258261,1.2233248,0.7167185,0.961769,0.8618148,1.0965742,0.7889598,0.58808106,0.8262016,1.0832219,0.9269874,0.9500361,1.068789
