,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hair,0.86354196,0.7299191,1.2384067,0.7993641,0.7047028,1.0544511,1.3104445,1.3142103,1.3024957,0.90681493,0.87076485,0.8592265,1.1026154,1.0242682,0.6486503,1.0352423,0.92057604,1.0711418,1.1323346,1.3387564,1.4800918,1.1503859,1.2832754,1.0795391,1.3607265,1.1776282,1.2780976,0.88205093,1.0556394,0.7806128,1.0679523,1.0395087,1.161139,0.8071135,0.850672,1.1886835,0.82036155,1.2478933,1.1513582,1.0285802,1.1179113,1.2865672,0.7892846,1.3889961,1.3000691,1.0470934,0.7196724,0.95837563,0.72993976,1.1232376,0.6859008,0.8863187,1.2700056,0.86007935,0.82549274,0.29016674,0.79189885,0.8883072,1.1977572,1.1134627,1.0281729,1.382164,1.2159841,0.96601796,0.95279074,0.80981386,0.67478323,1.0945605,0.86973596,1.0333782,0.0,1.1150103,0.6337376,1.1496824,1.059146,0.8953781,0.6551012,1.2554667,0.7235078,1.3774005,1.2176702,1.3537538,0.94411117,1.1275613,1.2553809,0.68992263,0.8090768,0.65376675,1.0386685,1.054007,1.273599,1.0719607,0.7866496,1.1683955,1.0240073,1.0873358,0.6552355,0.6475768,0.8112166,1.1400827,1.2760037,1.2704027,1.0579345,1.279989,1.1024134,0.95998895,1.1793064,0.9656833,1.2307274,1.1196203,1.0077361,1.0623388,1.2405641,1.3278915,1.132727,1.1503506,1.3443174,1.0745196,0.6764661,1.3280737,0.51028085,1.0641229,0.6744223,1.2773042,0.73229593,1.0167445,0.8751158,1.0636945,0.9088807,1.4075007,0.97203434,1.0120704,1.4637309,1.1916726,1.0505722,0.9411442,0.870687,0.55779666,0.84289193,1.4068859,0.7885728,1.017767,1.2315125,1.3388778,1.367793,1.0836372,0.9772225,0.90371615,1.2638307,1.1022283,0.7681754
hamburger,1.0947803,1.0753008,0.8465624,0.9232853,1.2128332,0.99525285,1.0640272,0.88382524,0.8672286,1.1084931,1.1295519,1.1715412,1.0650487,1.2432058,1.1460189,1.109275,1.1346657,0.99507505,1.0191972,0.9974047,0.95008874,1.104708,0.35003173,1.2109003,1.090656,0.8597235,1.1573786,1.1017424,1.1717671,1.2585554,1.2618809,0.7276518,1.0256001,1.212697,1.1346664,0.88717234,1.1454874,0.35232353,0.9184065,1.1670241,0.51024216,1.0292264,1.2392486,1.0526513,0.99549603,0.86915296,1.0995971,0.9444017,1.1759068,1.0809523,1.102963,1.1525428,0.78788376,1.1914334,1.0514904,1.0375875,1.1241484,1.0770574,0.9694995,1.0238019,0.9854739,0.8245422,0.919224,1.0305802,0.9336862,1.207284,0.9673494,1.0006652,1.1898588,1.0595472,1.1150103,0.0,1.1714528,0.8892831,1.0158328,1.2199254,1.1819284,0.96581733,1.2395495,0.8633502,1.1109488,0.9738693,0.8916149,0.82373816,1.1163706,1.1234902,1.1333209,1.0920026,0.5468444,0.9867043,1.0054152,1.0418527,1.0694909,0.8510553,1.0187559,0.8525145,1.1851932,1.2701513,1.082572,0.73438025,0.9756455,1.0587802,0.9137595,0.63200533,0.9921127,1.1568043,0.4071356,1.1163102,0.659526,0.9582938,0.9761715,0.9239252,0.98563945,1.0201229,0.95235693,0.9887006,0.8663315,0.97093546,1.093304,0.83432937,1.1892505,0.9519446,1.2344314,1.0217259,1.1991184,1.1322632,1.212707,0.9106165,1.0773981,0.81951714,1.1437567,0.923848,0.9082333,1.1220341,1.184167,0.83473694,1.0627495,1.1869044,1.0517266,0.7473936,1.0570061,1.0593622,1.1414611,1.1254616,0.90657616,0.92507184,1.0630536,1.0222129,1.156198,0.81245327,1.1741766
hand,0.97787696,0.56272906,1.2241919,0.5987756,0.38365614,0.9785872,1.2508323,1.1807133,1.2733369,0.98949474,0.93813485,0.913477,1.1514585,0.9642107,0.577871,1.0147722,0.90484405,0.89165187,1.0640914,1.3455017,1.427073,1.0445982,1.3168073,0.98863524,1.245589,1.2580185,1.1842369,1.0450747,0.88632774,0.9098935,1.0579499,0.941738,1.1863828,0.94801736,0.99948895,1.1142504,0.8232979,1.2812933,1.0248771,1.0818869,1.0518304,1.3246663,0.8807624,1.3548288,1.2859219,1.0019394,0.99538344,0.9515977,0.88894475,1.0389992,0.89145154,0.67865056,1.2072835,0.95101714,0.7882862,0.724748,0.2717408,1.0545957,1.2142631,1.1705849,0.7700538,1.3056973,1.2337791,1.0312488,0.9732934,0.9455055,0.8595534,0.75591326,0.98363155,0.7481142,0.6337376,1.1714528,0.0,1.3380842,1.1812363,0.89985543,0.69184923,1.3036213,0.6653551,1.29568,1.2414074,1.4368685,0.8979424,0.9932796,1.2775533,0.49782336,1.0077776,0.700725,1.0417525,1.0924698,1.136049,1.0022423,0.7554583,1.2458632,1.0704231,1.285526,0.6180434,0.66409636,0.7597498,1.1248988,1.3438783,1.1355363,1.2153084,1.2132232,1.0941337,0.90576375,1.1945058,1.0195943,1.1771388,1.2126715,0.78580594,0.970646,1.1256915,1.2663054,1.0742428,1.2354156,1.3178318,0.90860003,0.7820697,1.3146224,0.6529032,0.9543144,0.6447842,1.2255124,0.8925851,0.95782995,0.89863855,1.1587131,1.0804567,1.3730075,0.7118857,0.8816763,1.3197055,1.2066933,0.8556129,0.99317384,0.94662297,0.7030062,0.8682818,1.4124343,0.6690278,0.85543513,1.1286273,1.3086178,1.3636801,0.9412472,0.97797585,0.8938333,1.2101194,1.1872884,0.9220283
hat,1.2870626,0.78350925,0.4497497,1.21598,1.445324,0.8519551,0.6873477,0.77172214,0.73500943,1.4066474,1.1813419,1.4310344,0.39295173,1.2468708,1.3644655,0.94287306,1.4070036,1.3186903,1.2178273,0.5555351,0.48026264,1.2814441,0.6390274,1.1727479,0.9016021,0.8794669,0.8846142,1.0979693,0.7042706,1.1823585,0.8031633,1.3311819,1.0372586,1.3449684,1.0057563,1.0392402,1.3953707,0.80749667,0.83278227,1.007367,1.0918193,0.42104518,1.5065179,0.58521926,0.49518478,1.3303566,1.2185885,0.952522,1.2926116,0.89823425,1.0405784,0.76020044,0.52628106,1.1536272,0.9471894,1.1713963,0.9422115,1.170818,0.6749062,0.88881505,0.5674459,0.6478199,0.76244605,1.2504709,1.2121627,1.4310594,0.64390403,0.65060365,1.1582301,0.8401428,1.1496824,0.8892831,1.3380842,0.0,0.9713127,1.2837547,1.3353577,0.8728663,1.2415248,0.69248384,0.94602656,0.62761307,1.2245399,0.92394644,0.9378038,1.3031523,1.2414954,1.1560943,0.93583,0.40345526,0.9970777,0.72491276,0.81656444,0.42264026,1.3170762,0.8593724,1.4136057,1.305367,1.526763,0.83757395,0.4148054,0.4941023,0.82645833,0.6734346,1.0223542,1.2362207,1.0003289,1.1800114,1.1744741,0.979777,0.83263445,0.48569942,0.784871,0.8066316,0.6760081,0.92140913,0.65270996,1.2439957,1.1744416,0.36966395,1.2999809,0.99452585,1.219652,0.92401356,1.431293,1.3517857,1.2159376,0.44875884,1.0514879,0.67949784,1.0809364,1.4275934,0.6398443,0.8227086,1.1317871,0.82350326,1.241671,1.3310924,1.4789078,0.4054976,0.58439523,0.62260073,0.62878776,0.7718797,0.5212995,1.4269718,1.2210524,1.3411231,0.7591439,0.33751017,1.360806
horse,0.6092978,1.0843502,1.0618776,1.1506858,1.1520312,1.1335242,1.0757486,1.0964491,0.94591874,1.0752237,0.81111205,1.0218561,1.0635749,1.1164626,0.98595816,0.86950624,1.0241603,1.0515834,0.8483722,0.9839186,1.1034142,0.9231419,1.0027053,1.0544851,1.0402372,0.78765976,1.1165024,1.092245,1.0789895,0.994135,1.0802298,1.0307763,0.9822451,1.106383,0.9968984,1.0493449,1.0900159,1.0209352,1.1009169,1.0399898,0.98675776,1.037066,1.097007,1.0445361,0.651304,1.0930386,0.48471648,0.8362355,1.1332242,1.06489,1.0399164,1.1039641,1.096927,1.1149206,1.1541963,1.0973061,1.1762888,0.9448418,0.81438863,1.0117304,1.0580384,1.0208565,0.68802077,0.8200763,0.66283303,1.1372768,1.1155578,1.0774887,0.9940757,1.1819113,1.059146,1.0158328,1.1812363,0.9713127,0.0,1.0260001,1.0759681,0.89391804,1.0719345,1.0756377,1.0351968,0.9871422,1.0053822,1.0684749,0.9965151,1.0315257,1.0387971,1.1094162,1.0466788,1.0986236,1.088226,1.0055407,1.1715399,1.0501974,1.1029103,0.9056737,1.0102147,1.0491406,0.9151183,0.8185697,0.9973873,1.067364,0.81292677,1.0657128,0.4099809,1.1184967,1.0282077,1.0110224,1.1300294,0.19754362,1.0515318,1.0448261,0.9267817,0.9448566,1.0667459,1.0148784,0.8224933,1.1514063,1.0893443,0.932294,1.0771039,0.9913879,1.0682518,1.0618448,1.1638274,1.1534961,1.1400437,1.030005,1.0083734,1.0493835,1.0734048,1.1813701,1.0844202,1.1051834,0.97903156,0.9890411,1.007536,1.0311174,1.157771,1.0854832,1.1169736,1.0875978,1.0416889,1.0443307,0.94405174,1.1462905,0.81684005,0.9730374,1.0105965,1.053605,1.1101501
hose,0.8620614,1.0811847,1.2815648,1.0131139,0.8116133,1.0880058,1.1536535,1.036464,1.0019133,0.99596494,1.0560243,0.8238831,1.1806284,0.78775907,0.8364529,0.9021725,0.81329226,0.81706035,0.98681855,1.1518524,1.2753646,0.9330812,1.2347865,0.5585071,1.1083919,1.1040359,1.0213202,0.8756652,0.95992213,0.81001455,0.9069665,1.0349908,1.0409917,0.7167703,0.90837854,1.1537188,0.7518685,1.2109183,1.0431701,0.8946763,1.0717387,1.1145712,0.7532987,1.1821623,1.1928763,1.1234112,0.89199144,1.1005288,0.74180967,0.8187741,1.0228049,0.9956471,1.2687908,0.84616184,1.0172473,0.9779553,1.0890435,1.0314115,1.0914757,1.0874568,1.1842841,1.1704671,1.0200415,1.0196465,0.8917495,0.8404942,1.1349993,1.1346589,0.8880411,1.0343018,0.8953781,1.2199254,0.89985543,1.2837547,1.0260001,0.0,0.9010444,1.0460457,0.8730628,1.132352,0.8919112,1.1396646,1.0174378,1.1203221,1.0917546,0.789785,0.82681555,0.97820103,1.0741031,1.238574,0.99364716,0.855211,1.1161187,1.2740825,1.0072304,1.052107,0.8522446,0.7867107,0.8291312,1.0662334,1.1438397,1.0355955,1.1892105,1.1863587,1.0844625,0.77759266,1.1330751,0.9625271,1.1030419,1.0642848,1.1811621,1.2336062,0.9062503,1.0658522,1.1245823,1.1382103,1.0947814,0.978713,0.8037585,1.1422261,0.8658434,0.8741183,0.8314216,1.014826,0.76644194,1.027682,0.7597507,1.2045275,0.9787489,1.2407788,0.8997743,0.93817765,1.1272868,0.8343122,0.60288286,1.2277642,0.9392206,0.909786,0.83642125,1.2365968,1.1661655,1.0552424,1.0435185,0.9418876,1.2216244,1.0107694,0.9351587,0.96470505,0.87166333,1.2404588,0.85778385
jacket,0.8866226,1.1089396,1.3923349,0.9669942,0.3813789,1.2200358,1.3065314,1.3859036,1.1834114,0.661461,0.85803264,0.53144926,1.326768,0.80305463,0.58814013,1.1064728,0.6267196,1.0380054,1.0684812,1.3188231,1.4746368,1.0554268,1.4600012,1.1450315,1.241282,1.357257,1.0744187,1.0394155,1.2299254,0.64736456,0.82724595,1.0454606,1.0238609,0.53648615,0.4990257,1.0873278,0.6633433,1.3959439,1.3119192,0.8242758,1.3034633,1.4354041,0.5407766,1.4000747,1.3266084,0.99037516,0.82693124,1.0162548,0.6595757,1.21804,0.62131,1.1458908,1.3944678,0.503544,0.98283964,0.66235286,1.0025686,0.7988344,1.4257815,1.1549225,1.1818146,1.4425806,1.3951771,0.9633707,0.98627347,0.6190862,1.1011598,1.1673055,0.7933699,1.3276693,0.6551012,1.1819284,0.69184923,1.3353577,1.0759681,0.9010444,0.0,1.2991498,0.3743391,1.4171243,1.158327,1.3305995,0.98022085,1.1334083,1.1499223,0.8004396,0.7979491,0.82051694,1.255129,1.28079,1.0493731,0.97375345,1.1424602,1.3567218,0.8103888,1.1910329,0.39597416,0.28293478,0.6843399,1.2316765,1.435186,1.4051133,1.17491,1.4511375,1.1494061,0.7505396,1.2816712,0.9407896,1.2216103,1.2305437,0.95761216,1.1928027,1.0801743,1.2698863,1.2951368,0.9983092,1.3300598,1.146164,0.6172869,1.3216789,0.16181922,1.1326824,0.3867724,1.2141061,0.52916825,0.83712214,0.8341435,1.3246825,0.862795,1.4363394,0.8147708,0.9741447,1.5041102,1.2574555,1.1107671,1.195996,0.88768935,0.12988663,0.57373977,1.5384457,1.1542068,1.226896,1.271396,1.1641731,1.4879248,0.98345673,0.89948976,0.8637093,1.1855798,1.4144725,0.59656966
jar,1.2299768,1.0946503,0.84630823,1.1525203,1.2682617,1.0807117,0.82319033,0.9110577,0.80977225,1.0935171,1.1949496,1.2112095,0.94690245,1.1520519,1.3499577,1.1632364,1.2123322,1.024982,0.9110943,0.40304917,0.662117,0.8943367,0.8011851,1.0199072,0.436525,0.89589477,0.85765404,1.103248,1.076176,1.2486374,1.0365602,0.8920748,0.8686871,1.121374,1.1778097,0.5849276,1.2471166,0.8123313,0.93730116,0.95460856,0.88846034,0.8553982,1.193378,0.47826314,0.85535437,0.91196674,1.2142245,1.0284791,1.0627589,0.9661544,1.2214079,1.0502435,0.7777507,1.1945155,1.2432587,1.2584443,1.1951892,0.99305475,1.0718857,0.8236477,1.0399678,0.7294092,1.0135674,1.0271404,1.120259,1.0324304,1.1656554,1.1187048,1.1397038,1.1322197,1.2554667,0.96581733,1.3036213,0.8728663,0.89391804,1.0460457,1.2991498,0.0,1.3195415,0.7484381,0.6476728,0.71409184,1.0526811,0.971724,0.5645546,1.3880384,1.2112707,1.1666703,0.99744326,0.9804316,0.9095874,0.968117,1.0142663,0.9002327,0.9899784,0.8343711,1.3132186,1.3336313,1.1680806,0.93338335,0.87408006,0.90273976,0.9209593,0.8370427,0.95924115,1.1893194,0.8086861,0.88904107,0.8144387,0.9083525,1.0402756,0.96945643,0.88492024,0.7348616,0.9755662,0.7744055,0.7702608,1.0128729,1.1928331,0.7848966,1.3565445,1.04896,1.3018967,0.75908667,1.1034366,1.0092174,1.1593957,1.0901345,1.0854459,0.62879896,1.0677484,0.9866451,0.69989717,0.73882866,1.1027313,1.0836625,1.1475267,1.3074251,1.0869149,0.77194524,1.098817,1.0583206,0.77313906,0.816206,0.8459878,0.91565835,1.0656463,1.072856,0.78442645,0.93762994,1.1153574
jeans,0.80739164,0.9528069,1.3850125,0.9592631,0.44944495,1.124326,1.3082255,1.2867641,1.1982598,0.78422403,0.82403815,0.50106084,1.2784374,0.7437563,0.40536964,1.0914809,0.5824503,1.0116922,0.95960987,1.3638945,1.4358966,1.0454402,1.444139,0.9902449,1.3054796,1.2835356,1.1167511,0.97428465,1.1025851,0.57989156,0.8403876,1.1203759,1.0867319,0.64011323,0.58597577,1.1658814,0.61256725,1.415858,1.2517142,0.83073515,1.2926364,1.3398316,0.56642413,1.4351637,1.2889289,1.0584775,0.72219604,0.673171,0.7952296,1.1543208,0.5732614,1.134559,1.3786922,0.49072272,0.95021194,0.7190627,0.9202842,0.868467,1.2918973,1.2160281,1.1076301,1.4435823,1.2787919,0.9024079,0.95553577,0.7210778,1.083283,1.0318799,0.766811,1.1367002,0.7235078,1.2395495,0.6653551,1.2415248,1.0719345,0.8730628,0.3743391,1.3195415,0.0,1.406276,1.2642092,1.3824522,1.1473111,1.1822325,1.2825358,0.6137225,0.64046234,0.92057616,1.2891443,1.2423671,1.138454,1.0663232,1.1907232,1.2983183,0.94412553,1.2109644,0.31343275,0.25182468,0.70687264,1.1674774,1.3623892,1.2970922,1.0538918,1.4090936,1.1270614,0.69652,1.3166201,1.0396006,1.3144755,1.17408,1.0375652,1.1947997,1.0998862,1.2956553,1.2559328,1.189593,1.3597124,1.2142544,0.7111667,1.2874911,0.38245833,0.94175124,0.40382373,1.2439818,0.7061044,0.9628801,0.6490966,1.2164412,0.9253298,1.4258049,0.86362517,1.0901631,1.4815545,1.2821947,0.99200237,1.0084971,0.86326873,0.37300885,0.6180843,1.4504279,1.0736233,1.1308287,1.264426,1.222105,1.2442034,1.0028266,0.97231615,0.9145951,1.1559497,1.3253798,0.7470025
knife,1.27841,1.0769725,0.77128166,1.1736672,1.2866921,1.0831084,0.8203474,0.74691546,0.7785396,1.1137519,1.2546368,1.2904608,0.6770272,1.0262437,1.4863803,1.1081561,1.3215508,0.936338,0.92969245,0.6606831,0.51180935,1.0169668,0.664718,0.9803992,0.7699605,0.8531751,0.7729754,1.0950571,1.0222626,1.3330069,0.9820808,0.9619102,0.8290224,1.3056338,1.2734115,0.8109788,1.2155001,0.71360534,0.84019065,1.0314502,0.908411,0.551788,1.3807509,0.6416955,0.802064,0.90450543,1.3711042,1.1470381,1.2319393,0.7719039,1.2533581,0.96877086,0.71477747,1.2592411,1.1963835,1.3588564,1.0909452,1.1318823,0.8028264,0.8530376,0.9360325,0.074273646,0.91286093,1.1394298,1.19191,1.2402656,1.0226611,0.95866364,1.2229289,1.0758562,1.3774005,0.8633502,1.29568,0.69248384,1.0756377,1.132352,1.4171243,0.7484381,1.406276,0.0,0.68526804,0.6131249,1.0180157,0.94700783,0.8229913,1.439216,1.2560666,1.2367579,1.0497501,0.8290321,0.79461896,0.89309376,1.0222584,0.7843217,0.95700455,0.86909175,1.4519191,1.4586232,1.2688189,0.9468564,0.4667558,0.48376316,0.9767651,0.7422357,1.0572749,1.214486,0.73858416,1.091389,0.5742793,0.9656186,1.0226879,0.9266171,0.9247249,0.6896013,0.92011994,0.80605453,0.7104051,1.001405,1.1647036,0.6378795,1.4519203,1.0125977,1.3979108,0.60205233,1.306639,0.9314037,1.2137277,0.87421715,1.0626711,0.6050231,0.94058454,1.0283877,0.13853323,0.67984754,0.97560996,1.087581,1.2872338,1.439064,1.1396059,0.6248709,1.0411694,0.8857181,0.6208931,0.80691516,0.84917545,0.92011327,1.0885396,1.1327479,0.7813469,0.6867127,1.2430787
ladder,1.2439651,1.0941012,1.1028324,1.2797577,1.0878153,1.229135,0.905869,1.0991642,0.6946509,1.0792145,1.2162738,1.0400133,0.9377702,0.79067713,1.3690525,1.135673,1.1089518,1.1105111,0.9331521,0.54663074,0.81679416,0.813654,1.0756313,0.7351979,0.5852299,1.0869801,0.5064944,0.9359025,1.0427233,1.2052282,0.5718548,1.001868,0.96427697,0.750878,1.0838331,0.81547785,1.0434846,1.0172703,1.1667509,0.67278636,1.0336465,0.89273083,0.91871566,0.571473,0.93632025,0.9375524,1.2446568,1.1938362,0.6680746,0.69829273,1.1816149,0.965066,1.0481713,1.1331695,1.2528491,1.2622814,1.1665906,0.91735256,1.0978606,0.7799914,1.170579,0.75623846,1.1272537,1.0614382,1.0974697,0.83239007,1.210751,1.1521068,1.1933124,1.172672,1.2176702,1.1109488,1.2414074,0.94602656,1.0351968,0.8919112,1.158327,0.6476728,1.2642092,0.68526804,0.0,0.7361946,1.1688373,1.1786363,0.54212546,1.2938887,1.0739976,1.2117492,1.2150651,1.1129193,0.8297058,0.95489126,1.0741681,1.0887823,0.77647793,0.8735745,1.2731745,1.181426,1.1307703,0.9643329,0.87809616,0.84341204,1.1580627,1.0693195,1.1036643,1.0458379,1.0547881,0.87078846,1.0128387,1.0638655,1.0679722,1.1106092,0.66998845,0.70990956,1.15244,0.44943374,0.9237448,1.1717303,1.1193346,0.8424484,1.2463928,1.0064291,1.148136,0.7167332,0.8106602,0.96627295,1.0187353,1.1306176,1.0023363,0.8331821,0.92417574,1.1680516,0.7421856,0.60647255,0.9970977,1.197409,0.9925664,1.1866764,1.051133,1.0032592,1.1765429,1.0547884,0.7273274,0.64577407,0.9858837,0.9027079,1.0927905,0.8456635,0.34073842,1.0331963,0.8263033
lamp,1.2618898,1.0791085,0.63380367,1.3014427,1.4409196,0.8930495,0.5780051,0.8272172,0.74157137,1.114495,1.1967131,1.3118103,0.63083136,1.131476,1.5022831,1.0306178,1.3316815,1.2280442,1.0805917,0.6126412,0.50912505,1.0185069,0.71257627,1.0998415,0.720116,0.83786696,0.80647993,1.1001601,0.95911664,1.0928055,0.9405934,1.1163485,0.7529302,1.2668304,1.0976677,0.94375634,1.2932119,0.8176304,0.91464823,1.0837594,1.064847,0.57104206,1.3371565,0.5352935,0.7336275,1.1109279,1.2611206,1.1591923,1.0816346,0.983898,1.1994733,0.90180945,0.5225215,1.0660452,1.1204197,1.2610089,1.1758609,1.0464414,0.8622304,0.88161254,0.9213243,0.5596223,0.88455015,1.0828409,1.241893,1.1614763,0.96182984,1.0241854,0.9828078,1.0713538,1.3537538,0.9738693,1.4368685,0.62761307,0.9871422,1.1396646,1.3305995,0.71409184,1.3824522,0.6131249,0.7361946,0.0,1.1581069,0.93324023,0.62956357,1.4643652,1.2712433,1.2165422,1.0088974,0.6585158,0.82615805,0.85537994,0.87676585,0.63154024,1.0323969,0.8086401,1.4404678,1.3955995,1.3373649,0.9800871,0.52740014,0.63213956,0.9128572,0.7541893,0.99451685,1.2224438,0.8566491,1.1243671,0.7750597,0.9263117,0.9937448,0.8753751,1.0125494,0.6891031,0.7787584,0.7858102,0.6899061,1.1089312,1.2062535,0.67399186,1.387826,1.0927451,1.3598924,0.73969436,1.1811707,1.0040139,1.2110981,0.8705677,0.9311656,0.56460893,1.1496335,1.1638405,0.5252714,0.6111578,1.1363422,1.0284935,1.3246479,1.3699095,1.268244,0.48016393,0.9831965,0.9314872,0.60966814,0.66962683,0.83947456,1.212894,1.1356105,1.2022539,0.8856013,0.67337596,1.1035243
meat,0.7992293,1.1091387,1.0400777,0.7620846,0.8974432,1.0452693,1.052632,1.004016,1.182522,1.0076525,0.94026303,0.95252097,1.1695673,1.088792,0.8976296,0.94521785,0.93640983,0.72820586,0.9485387,1.2064747,1.1194752,1.0429916,0.97688705,1.0255475,1.0561448,0.81669635,1.136884,1.0196999,1.1039453,1.0770166,1.2733111,0.67970777,1.0865258,1.0362352,1.1746292,1.0606153,1.0089082,0.91055626,0.9751583,1.1012452,0.8173901,1.1663359,1.025611,1.1593273,1.136371,0.93485737,0.87689644,1.024667,1.0495427,1.2222865,1.1242565,1.1241733,1.1478382,1.0942942,1.0703124,0.99992627,1.0346051,1.107057,0.81914455,0.96651226,1.1773895,1.0384849,0.9120213,1.0794772,0.8032104,0.98491573,1.1028265,1.0546372,1.0565189,0.9782888,0.94411117,0.8916149,0.8979424,1.2245399,1.0053822,1.0174378,0.98022085,1.0526811,1.1473111,1.0180157,1.1688373,1.1581069,0.0,0.9877596,1.1785033,0.88107485,1.0489756,0.8929967,0.64145947,1.1507189,0.99815685,1.1105378,1.0653656,1.1759434,0.9940312,0.89564216,0.91001076,1.1163611,0.84090513,1.0180572,1.1516514,1.1607184,1.0777878,0.9636498,0.845541,1.083029,0.70421845,0.8893264,0.75294375,0.93446714,1.0603775,1.1397251,1.0638198,1.2222992,0.9603381,1.079534,0.9524397,0.41131133,1.0792001,1.116534,1.0713011,0.9380746,1.1221771,1.0228846,1.0444635,1.0021331,1.0362374,1.1178901,1.0399503,1.1763858,0.98015684,0.4480309,0.9998014,1.1972277,0.97876346,0.9480304,0.997838,1.0251123,0.9111291,1.2014108,1.1648787,1.0363736,1.1822131,1.1189394,1.1626191,0.9262877,0.9145997,0.89805865,1.1910352,1.12737,0.986754
melon,1.1986648,0.9002969,0.573866,0.9816669,1.0791953,0.6598157,0.65073043,0.57983875,1.0740072,1.1893063,1.0812342,1.2295266,1.0209959,1.1553711,1.1401998,1.0222214,1.1681197,1.0234599,1.1862766,1.045583,0.8443556,1.1163672,0.62084115,1.2806555,0.88464665,0.93259424,1.1844754,1.2817746,1.0219883,1.307504,1.1144867,0.70833254,0.9636448,1.2787962,1.166193,0.93195766,1.2309067,0.63846475,0.72183514,1.1387105,0.76086843,1.0227146,1.341112,1.001318,0.9237261,0.8150233,1.235721,0.91975605,1.2840493,1.0460135,1.1933377,0.9466835,0.5084031,1.2466187,1.0384492,1.1458117,0.86816126,1.2613351,0.9558587,0.87948275,0.90052396,0.930027,1.0479017,1.146952,1.1111315,1.3470548,1.0585765,0.80698687,1.2013075,1.0177996,1.1275613,0.82373816,0.9932796,0.92394644,1.0684749,1.1203221,1.1334083,0.971724,1.1822325,0.94700783,1.1786363,0.93324023,0.9877596,0.0,0.93467337,1.0018616,1.3418052,1.0113792,0.6384801,0.87586665,0.8228261,0.92889917,0.75743103,0.71134484,1.1559411,1.0080864,1.1393453,1.2004799,1.2158892,0.85086405,1.0826806,1.0501467,0.92338645,0.5768773,0.9711634,1.1391488,0.7966213,0.9411273,0.7766259,1.0116551,0.3150581,0.52306145,1.0817373,0.98949456,0.67826265,1.0416832,0.8749313,0.88554966,1.116987,0.95878255,1.1675303,1.1307851,1.0930381,0.98041546,1.2762498,1.081685,1.2600222,1.0459907,1.2274644,0.6711865,0.9317453,0.86053324,0.8242892,0.9970108,1.0201945,0.82277834,1.2716273,1.1572775,1.2176841,0.8116795,0.8820649,0.98759824,1.0903097,0.9699262,1.0005922,0.92123145,1.0338314,1.1965449,1.262645,1.0669981,1.2513366
milk,1.2352434,1.1169858,1.002184,1.2982843,1.1524612,1.0534153,0.71463317,0.954842,0.8553715,0.9265866,1.1308355,1.1205415,0.9226959,0.866967,1.3680708,1.1734141,1.1185814,1.2030218,1.0595654,0.4276653,0.683248,0.85636795,0.9747403,1.0647482,0.4094758,1.0762929,0.58194184,1.12592,1.1082457,1.130928,0.73286813,0.95917004,0.88063943,0.99485207,1.0179523,0.7542873,1.125686,0.9736549,1.0399822,0.87148124,1.058502,0.88537693,1.0626755,0.46531892,0.9295919,0.8329595,1.2324686,1.1972685,0.9091836,1.0515306,1.1698066,0.96664286,0.7808921,1.0690362,1.2603841,1.2320771,1.1862675,0.9571258,1.1420895,0.8233066,1.0737047,0.7867242,1.1503597,1.0344335,1.1683598,0.9427873,1.2034495,0.97117734,1.0694926,1.2548925,1.2553809,1.1163706,1.2775533,0.9378038,0.9965151,1.0917546,1.1499223,0.5645546,1.2825358,0.8229913,0.54212546,0.62956357,1.1785033,0.93467337,0.0,1.3134187,1.1644346,1.2016017,1.1411072,1.0337151,0.5825733,1.0177617,0.99529356,0.9920875,0.7961688,0.8398334,1.3021208,1.2239803,1.1288834,1.0001949,0.8785106,0.92234963,1.039443,0.988414,1.0090704,1.0394802,1.0447582,0.8912425,0.90728414,1.005954,0.9562709,1.0263647,0.9400993,0.69988114,1.0900071,0.6144467,0.9009997,1.1623648,1.1780475,0.8967915,1.2156866,1.1605365,1.1959364,0.7102818,0.96923524,0.7819377,1.159045,1.1783321,1.0011293,0.58786273,0.9375989,1.125861,0.7163925,0.5824152,1.0883654,1.1459031,1.1330752,1.1899604,1.0396177,0.8743304,1.1238573,1.1405143,0.70406777,0.56299436,0.9968544,0.9050752,1.1423843,1.0499483,0.6677683,1.1053126,1.0359696
