,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sock,1.0653847,0.9571994,1.173044,0.9887932,0.6840452,0.96614283,0.9430881,1.0798626,0.92694676,0.9798063,1.0778248,0.90010154,1.0781538,0.6994514,0.9241257,1.0270847,0.8943441,0.99993867,1.0218079,1.0500389,1.1131544,1.0206877,1.2665181,0.93165046,0.95613176,1.1435661,0.97531456,1.1222154,1.0857008,1.0445726,0.7895516,1.0620952,1.0237298,0.9535791,1.0693514,0.9285674,0.68865746,1.2211508,1.0323604,0.88515776,1.1268566,1.1044742,0.89567494,1.094172,1.1064839,1.0020703,1.0676212,0.93987435,0.9364828,1.0219696,0.96106035,0.93026483,1.0879251,0.9887148,1.0710087,1.0523607,0.8324957,1.0989374,1.1527538,1.0009805,1.0322264,0.93282515,1.1952596,1.0674272,0.9980151,0.986976,1.0753134,0.7991247,1.1121391,1.0711412,0.97203434,1.1437567,0.7118857,1.0809364,1.0734048,0.8997743,0.8147708,1.0677484,0.86362517,0.94058454,0.92417574,1.1496335,0.98015684,0.9317453,0.9375989,0.77080715,1.0101179,0.9803253,1.142328,1.1032338,0.9798037,0.90452677,1.0115892,1.2076162,0.9412513,1.1064378,0.8284785,0.8242126,0.9928163,1.0706891,1.1231343,1.0308591,1.1627039,1.1990513,1.0038458,0.857559,1.1911107,1.038583,1.1676781,1.104934,0.8498189,1.0152475,0.97734106,1.0211326,1.1195166,0.9789328,0.99321085,1.1153059,0.89107,0.9293093,0.86782193,0.9388259,0.8181923,0.8286573,0.97107625,0.8650094,0.92331207,1.2117712,1.1028891,1.1504894,0.0,1.0682807,0.901003,0.88881814,0.82511425,1.0957116,1.0413928,0.8226845,1.0053908,1.1506563,1.0154111,0.9905409,0.9821394,1.0762488,1.0780238,0.96991223,1.0310827,0.95387876,0.84471613,1.1482449,0.96646446
soup,0.9252958,1.2280059,1.0786017,0.72589433,0.8879144,0.94593585,0.9733213,0.96441174,1.160243,0.76530397,0.98132765,0.88247526,1.364039,1.0387884,0.95123833,0.9967655,0.87113583,0.49140918,0.95202225,1.2259774,0.9882191,0.95703214,0.9866508,0.9350854,0.9031463,0.9381246,1.1664435,1.0876052,1.2357206,1.0517125,1.3026503,0.5990656,1.0278071,0.9393973,1.1391191,0.824615,0.93460464,0.89874053,0.96538067,1.064988,0.83946437,1.3168864,0.85678387,1.0971689,1.3292009,0.6782315,1.0188293,1.151681,0.98591083,1.2015861,1.1804585,1.2847373,1.0558189,1.0289199,1.1101761,1.0044761,1.1050264,1.1130185,1.119245,1.003164,1.3270136,1.0554593,1.0673714,1.0336139,0.9481219,0.8466548,1.2630798,1.2885451,1.0372028,1.0300353,1.0120704,0.923848,0.8816763,1.4275934,1.1813701,0.93817765,0.9741447,0.9866451,1.0901631,1.0283877,1.1680516,1.1638405,0.4480309,0.86053324,1.125861,0.9487772,0.97699404,0.93333465,0.7176365,1.3165355,1.0077924,1.1979349,1.1273528,1.2368459,0.86821973,1.0308727,0.9327189,1.0528153,0.79089546,1.07354,1.3354626,1.3347526,1.1481603,0.9310902,1.0365344,1.0081949,0.681224,0.77371895,0.5185465,1.1128573,1.0684985,1.263927,1.1298345,1.2100176,0.9955153,1.0953665,1.0934625,0.19482237,1.0633188,1.265831,1.0370649,0.9839741,1.0943725,0.8550592,0.8866098,0.6649652,0.91456735,1.3558359,1.1278945,1.0219642,1.0682807,0.0,0.9471643,1.1518593,0.9003216,1.0259483,0.9410721,0.99715817,0.6882384,1.131145,1.3329921,1.2202929,1.2510914,1.192787,1.2380344,0.59948707,0.9174736,0.87582517,1.2483774,1.3177054,0.92138976
spoon,1.3341762,1.0162253,0.63726145,1.1541507,1.4193487,0.8821607,0.5893314,0.61311877,0.7949156,1.1865408,1.2719083,1.4341946,0.63695836,1.1214912,1.5551527,0.99106216,1.4196439,0.96465284,1.0851305,0.60469186,0.3742286,1.1262664,0.64862126,0.9390481,0.63819516,0.79274154,0.8284601,1.1341884,0.9470024,1.3131893,1.004379,0.9749356,0.8481057,1.4243925,1.2860816,0.7866609,1.3358139,0.70665693,0.77812153,1.1142739,0.9479591,0.493486,1.4989729,0.5058361,0.73867035,0.9947833,1.3754696,1.1289299,1.3367906,0.8513973,1.273971,0.92061055,0.54301214,1.2723768,1.1827091,1.4473,1.0527427,1.219689,0.71514904,0.8032967,0.88252646,0.11953622,0.8119511,1.2035434,1.2586449,1.3243616,1.0367565,0.85089946,1.2097821,0.9914362,1.4637309,0.9082333,1.3197055,0.6398443,1.0844202,1.1272868,1.5041102,0.69989717,1.4815545,0.13853323,0.7421856,0.5252714,0.9998014,0.8242892,0.7163925,1.4276164,1.3186793,1.248039,0.9520067,0.7706163,0.79883766,0.822895,0.9910055,0.7209903,1.0709232,0.82600504,1.519789,1.5234771,1.4334036,0.91515577,0.45819402,0.4512828,0.94987655,0.60452944,1.0182177,1.2867442,0.7727685,1.0915786,0.64163697,0.97956747,0.938622,0.8378895,0.89671457,0.6977779,0.7595119,0.8599856,0.6163405,0.85738486,1.2774639,0.55818176,1.5456549,0.96064997,1.4713315,0.4739579,1.3959341,0.8855954,1.269974,0.81782985,1.0937294,0.5010593,0.901003,0.9471643,0.0,0.5045029,0.8837248,1.0127736,1.3331032,1.530159,1.2884454,0.4811284,0.9892954,0.8250729,0.49792266,0.73356324,0.75380385,1.0246576,1.1666257,1.2269553,0.76917243,0.6443541,1.3466458
sprinkler,1.2823849,0.9374064,0.87145084,1.1665335,1.3130811,0.8553269,0.69112337,0.84572333,0.9650523,1.1946347,1.1779535,1.3734407,0.70707357,1.1216937,1.3799114,1.046224,1.3636122,1.266566,1.2660644,0.59018874,0.70159113,1.1350094,0.9145791,0.79594433,0.69530255,0.9963976,0.858804,1.1000712,0.8278259,1.1556368,0.7916504,1.0337131,0.9087712,1.1449062,1.0619316,0.8707471,1.2462761,0.98971796,1.0210232,1.0809523,1.1227772,0.5858867,1.256412,0.50280267,0.8224038,1.061489,1.2634741,1.0942384,0.9867525,0.86683285,1.1405634,0.66946554,0.6915438,1.1292973,1.032541,1.1982849,1.0011286,1.1801252,0.9450433,0.832839,0.8525213,0.6639085,0.97490716,1.1903106,1.1833993,1.1224501,0.9709703,0.9426652,1.095855,1.0068734,1.1916726,1.1220341,1.2066933,0.8227086,1.1051834,0.8343122,1.2574555,0.73882866,1.2821947,0.67984754,0.60647255,0.6111578,1.1972277,0.9970108,0.5824152,1.2500477,1.2245665,1.0923779,1.0432615,0.7673002,0.89121187,0.803741,0.8814847,0.8089346,1.076943,0.80961204,1.354063,1.2326567,1.3923559,0.8929585,0.65512294,0.54789966,1.0246745,0.83540475,1.0898314,1.2408055,1.1039886,1.0766096,0.94588876,1.0721061,0.96462727,0.8559531,0.91022587,0.8468331,0.86126304,0.925869,0.80319154,1.1191922,1.1520365,0.8148247,1.2970829,1.0244555,1.1876354,0.6055286,1.1352824,0.9367917,1.1998287,0.8594757,1.0525274,0.70400715,0.88881814,1.1518593,0.5045029,0.0,0.8345485,1.0147637,1.1722293,1.3120263,1.2593026,0.696031,0.8586086,0.88852197,0.4542898,0.6792828,0.8517425,1.1420238,1.1817666,1.1309458,0.6695411,0.81799734,1.1001034
stick,0.9677714,0.9504514,1.0940129,1.0260477,0.90005136,0.9641555,0.9636733,0.8588889,1.0526662,1.1375085,0.9693687,1.1042291,1.0560629,0.92812854,0.89875704,0.8460125,1.0898198,0.78398573,1.1624087,1.1446624,1.0768207,1.1669358,1.1795846,0.40463293,1.0361116,0.9998771,1.02294,0.9411299,0.90642864,0.8116751,0.90174764,1.0140865,1.1103142,1.0011959,0.9168096,1.1003331,0.95512635,1.1800417,0.8927842,1.016691,1.093564,0.98137665,1.034085,1.0947951,0.99719304,1.0937442,0.8722891,0.99019516,0.9222396,0.97883594,1.0693808,0.8950358,1.1325884,0.9406719,1.0448474,1.1487951,0.97541964,1.1280729,0.90525985,0.87373567,1.0208687,0.97499406,0.9413904,1.1309073,1.0157675,1.0863569,1.1221876,0.92530715,0.8639332,0.9346606,1.0505722,1.184167,0.8556129,1.1317871,0.97903156,0.60288286,1.1107671,1.1027313,0.99200237,0.97560996,0.9970977,1.1363422,0.97876346,1.0201945,1.0883654,0.7880203,0.90511024,1.1216866,1.0746508,1.1543009,1.0733929,0.94689476,1.1079571,1.1633062,1.0859435,0.93154037,0.90769005,0.9069683,1.1172311,0.8549306,1.0257213,0.88780165,1.0365818,1.0278825,1.0755422,1.0433408,1.1086037,0.88462794,1.0974869,0.97131425,1.0685189,1.0770128,0.928497,1.0791018,1.0502603,1.0911847,0.823282,0.86430687,0.9235398,0.9967502,1.041407,0.8764237,0.9153897,0.90254503,1.0193332,1.062532,0.86462015,1.0590098,0.9597161,1.21259,0.82511425,0.9003216,0.8837248,0.8345485,0.0,1.0420529,1.014861,1.0710036,1.030094,1.1428875,1.0449921,0.98099595,0.9226558,1.0418373,1.0354412,1.0577232,1.084879,1.07582,0.80257285,1.0798821,1.0523261
strawberry,0.9919178,0.76711357,0.80034924,0.921928,1.1840298,0.76470315,0.92339635,0.9772591,0.95717394,1.2078799,0.84430486,1.188968,1.0644543,1.2951293,0.9285953,1.0507021,1.1539693,1.0886998,1.0740864,1.0896966,1.0165298,1.1060097,0.7981365,1.0516744,1.055645,0.73932236,1.1876062,1.1085562,0.992604,1.0671273,1.182928,1.0148957,1.0933665,1.2378397,1.1226722,1.0081638,1.206893,0.8151522,0.9621104,1.1744874,0.8737444,1.048394,1.2330629,1.0859377,0.93554264,1.0352771,0.8813662,0.58587897,1.2095795,1.0550156,0.96154445,1.0293636,0.7773025,1.1574221,0.9931458,0.99726,0.8714869,1.1802878,0.77042913,1.0981048,0.8931221,1.0520381,0.78917265,1.0280144,0.9895148,1.2378786,0.9579302,0.84745216,1.0302355,0.85644716,0.9411442,0.83473694,0.99317384,0.82350326,0.9890411,1.2277642,1.195996,1.0836625,1.0084971,1.087581,1.197409,1.0284935,0.9480304,0.82277834,1.1459031,0.7846266,1.160268,0.98508847,0.67180157,0.88149416,1.1691186,1.1010066,0.99181396,0.8279284,1.2131228,0.78509605,1.0083679,1.1409905,1.160851,0.79608524,1.0685809,1.0336536,0.7921195,0.7858964,0.86927617,1.19007,0.9556869,1.0808196,1.0912803,0.88899124,0.8758783,0.77654123,1.031872,1.1550467,0.7251601,1.0567197,0.9335173,0.96264493,1.0755943,0.95155954,1.1625221,0.8949276,1.1503704,1.070884,1.2726884,1.1826622,1.1746076,0.77636874,1.0554985,0.94900435,1.0957116,1.0259483,1.0127736,1.0147637,1.0420529,0.0,1.0651718,1.117662,1.1830667,0.83983445,0.81192183,0.9627609,1.0926157,1.1795874,0.7534782,1.0897149,1.0664634,1.031497,1.1306887,0.90452147,1.174902
stroller,0.8337457,1.1473613,1.2790029,1.0607944,0.88672525,1.0114009,1.2182443,1.2400801,1.044519,0.8828892,0.87074924,0.78042924,1.3158836,0.90997195,0.7066787,0.99350053,0.7589946,0.8774351,0.8574375,1.1231319,1.2380917,0.76654696,1.2762718,0.87253404,1.0703409,1.0485803,1.0356325,0.5084454,1.0789883,0.8988304,1.0171896,0.9681649,0.9867695,0.74263906,1.0053121,1.0021114,0.7723065,1.1973788,1.2372696,0.8271547,1.1001961,1.3298669,0.60964537,1.169989,1.1556582,0.96002126,0.6746817,0.8827342,0.8160598,1.0497239,0.91283613,1.3130809,1.3186831,0.95343316,1.00713,0.84762967,1.1540873,0.7578107,1.1229495,1.1096582,1.2724042,1.2984214,1.0238979,0.8687129,0.88424164,0.6674928,1.1584104,1.0296613,1.0214778,0.87590325,0.870687,1.0627495,0.94662297,1.241671,1.007536,0.9392206,0.88768935,1.1475267,0.86326873,1.2872338,0.9925664,1.3246479,0.997838,1.2716273,1.1330752,0.7022212,0.55460334,1.0223291,1.0899278,1.3068084,1.0686162,1.25127,1.2141563,1.3111413,0.87859213,1.0883183,0.7271236,0.7677032,0.7606337,1.0715998,1.290012,1.3533282,1.1501967,1.26949,0.9432829,0.8661959,1.0696477,0.9357322,1.1238368,1.0180492,1.2393035,1.2722008,0.86020035,0.9514122,1.1460017,1.0080805,1.1752782,0.95358694,0.8930757,1.1621115,0.80931246,0.8277274,0.79285246,1.1796057,0.72474676,0.9583033,0.863755,1.0707006,0.9396551,1.2402786,1.0413928,0.9410721,1.3331032,1.1722293,1.014861,1.0651718,0.0,0.8213138,0.8950595,1.205102,1.248322,1.1936405,1.3127878,1.0053924,0.92324793,0.8572713,0.95127755,0.63681036,0.84315383,1.2078104,0.8319142
sweater,0.8377203,1.0873607,1.4173291,0.9796623,0.4049431,1.1990092,1.3483893,1.3846033,1.1586066,0.68263006,0.8685141,0.5308355,1.3849411,0.8121584,0.5197233,1.0595282,0.6135406,1.0381846,1.0302774,1.3552217,1.4871638,1.0106925,1.4579972,1.1034204,1.2772774,1.3136811,1.0881735,0.9791387,1.2422788,0.70412993,0.8070019,1.0852144,1.0604833,0.55996263,0.51919967,1.1182312,0.63424754,1.4011806,1.3033067,0.79026616,1.3197632,1.4664187,0.507712,1.4372594,1.3045729,0.9979326,0.75203615,0.8931371,0.6977892,1.1820278,0.49513167,1.2060039,1.4289659,0.59783715,1.0290128,0.58111906,1.0419617,0.7982122,1.3697836,1.1515146,1.2228127,1.4548419,1.3194752,0.924522,0.94240373,0.65070957,1.0908583,1.1505611,0.85954547,1.2983311,0.55779666,1.1869044,0.7030062,1.3310924,1.0311174,0.909786,0.12988663,1.3074251,0.37300885,1.439064,1.1866764,1.3699095,1.0251123,1.1572775,1.1899604,0.7175019,0.7460343,0.88330305,1.2469155,1.3336842,1.1289172,1.056384,1.212847,1.3837163,0.8359498,1.1779419,0.3301776,0.23361194,0.66577065,1.1875092,1.445648,1.4345031,1.1165721,1.4584892,1.1244518,0.7166115,1.269465,0.9215424,1.2463009,1.1986303,1.0145717,1.2193372,1.088895,1.2859977,1.2751701,0.9855907,1.3627278,1.1510098,0.6308174,1.3347363,0.101878166,1.0859069,0.34593052,1.2344658,0.572899,0.8552191,0.88348997,1.2846683,0.8620576,1.4479,0.8226845,0.99715817,1.530159,1.3120263,1.0710036,1.117662,0.8213138,0.0,0.6147425,1.5231967,1.170279,1.2738688,1.3134763,1.2308211,1.4276129,0.97261965,0.8694045,0.8234407,1.1852769,1.4207107,0.6583326
table,0.8375518,1.3289633,1.3794006,0.9056888,0.481507,1.2261868,1.2667913,1.3804843,0.9977406,0.5915158,0.89408624,0.4593464,1.4533037,0.7750696,0.79010665,1.2413949,0.62265164,0.7031716,0.7480732,1.18064,1.3314878,0.77972144,1.2922179,0.93634504,1.0535539,1.2044821,0.90727013,0.9943285,1.4044476,0.703344,1.1123587,0.8627086,1.0195391,0.5462887,0.9085773,0.9069278,0.6385759,1.1764886,1.2568364,0.8062035,1.0636563,1.4273567,0.4737308,1.2359016,1.4313631,0.7872243,0.82730776,1.1213562,0.6023356,1.1668943,0.8849561,1.4055989,1.3389094,0.67543507,1.1751639,0.80949044,1.2393596,0.7275843,1.4280688,1.1154729,1.4191971,1.2082796,1.3497983,0.7957512,0.9983498,0.4645295,1.2956696,1.3650587,0.8107958,1.2782927,0.84289193,1.0517266,0.8682818,1.4789078,1.157771,0.83642125,0.57373977,1.0869149,0.6180843,1.1396059,1.051133,1.268244,0.9111291,1.2176841,1.0396177,0.9063313,0.65127325,1.0097418,1.1659884,1.3998051,0.97365206,1.3379791,1.2442456,1.3879716,0.68900305,1.0614299,0.6640356,0.7183846,0.4561537,1.2126245,1.4218893,1.4256927,1.1782644,1.3554573,1.1544684,0.76619446,0.9111096,0.8067503,0.7406651,1.1746604,1.2653846,1.4163611,1.2070849,1.1827188,1.3388596,0.9515452,1.3413374,0.96544766,0.8301372,1.3591241,0.65746194,1.1406064,0.86702573,1.0341852,0.4703235,0.7370552,0.5734604,1.4774816,0.9739213,1.324944,1.0053908,0.6882384,1.2884454,1.2593026,1.030094,1.1830667,0.8950595,0.6147425,0.0,1.4501587,1.4296709,1.365277,1.2424145,1.3030026,1.3598925,0.64119136,0.88931525,0.8620576,1.1431668,1.4571065,0.55734843
tape,1.333968,0.9570315,0.37703705,1.1366438,1.5910809,0.57448703,0.50505954,0.5102477,0.7646958,1.3237686,1.1983439,1.52737,0.56460315,1.2184747,1.4656136,0.91523904,1.4368067,1.1342139,1.1565073,0.58079195,0.2839905,1.1426756,0.45512706,1.1811107,0.7963605,0.8176921,0.90681416,1.0284873,0.71259356,1.2908719,1.1064569,1.1508279,0.8763089,1.4994049,1.2559083,0.8723394,1.3876555,0.61024576,0.66935694,1.2664034,0.9125973,0.4194135,1.5758047,0.5388887,0.61497104,1.0855649,1.3376491,1.0855786,1.4745333,0.81734747,1.1378235,0.90742224,0.35071146,1.2763948,0.8684231,1.293428,1.0200177,1.2371179,0.698266,0.9612484,0.6824412,0.6076956,0.70507926,1.2276509,1.2714678,1.4788947,0.7409233,0.81015146,1.20579,0.65659386,1.4068859,0.7473936,1.4124343,0.4054976,1.0854832,1.2365968,1.5384457,0.77194524,1.4504279,0.6248709,1.0032592,0.48016393,1.2014108,0.8116795,0.8743304,1.393711,1.2837019,1.1561748,0.747921,0.43931746,1.020525,0.84703904,0.8519462,0.40257013,1.262681,0.93646383,1.5394564,1.5192207,1.5313625,0.8317357,0.46658564,0.5036291,0.86406755,0.45229852,1.0687693,1.2865615,0.79870987,1.254533,0.8462591,0.9935752,0.89361024,0.57873535,0.8844326,0.7134485,0.47827578,1.066662,0.71388274,0.94947755,1.2618278,0.47328115,1.5106508,1.0327098,1.4427052,0.803993,1.5155694,1.1511971,1.2236387,0.4934312,1.0944307,0.40874004,1.1506563,1.131145,0.4811284,0.696031,1.1428875,0.83983445,1.205102,1.5231967,1.4501587,0.0,0.75968754,0.68632525,0.67155427,0.83719087,0.42226678,1.1584692,1.2448492,1.3352625,0.9339299,0.35434186,1.4755101
toe,1.3163801,0.18359321,0.5939001,0.72994673,1.1120223,0.788671,0.9541322,0.7947225,1.256397,1.379479,1.1549774,1.4618378,0.437756,1.3188919,1.1300362,0.97422403,1.4001485,1.3241924,1.3573289,0.88432074,0.91046256,1.3411996,0.81572425,1.162758,1.1674168,1.1462998,1.1587636,1.1818101,0.46196616,1.1618984,1.0419929,1.2444209,1.2186464,1.384354,1.030757,1.1971021,1.3853047,0.97533953,0.72051233,1.3048385,1.029192,0.585259,1.4897172,0.8782115,0.71727216,1.2892778,1.3240312,1.0481579,1.2908448,0.8393128,0.81941956,0.27583492,0.6319657,1.1628101,0.45881402,0.84131753,0.22590172,1.2307541,0.8533896,1.0504128,0.14275277,1.02161,0.9960187,1.1748383,1.133555,1.4136275,0.3348289,0.6605499,1.1029413,0.60946304,0.7885728,1.0570061,0.6690278,0.58439523,1.1169736,1.1661655,1.1542068,1.098817,1.0736233,1.0411694,1.1765429,0.9831965,1.1648787,0.8820649,1.1238573,1.0595877,1.3243427,0.6835109,0.96491015,0.28959048,1.1449053,0.73878056,0.3479823,0.55348134,1.44169,1.1623348,1.2433916,1.0564026,1.3771212,0.9431133,0.6716127,0.53589,0.9476068,0.7531858,1.0791576,1.2556833,1.2174325,1.241112,1.2970598,1.1842582,0.6020997,0.34230042,1.1673228,1.0898272,0.67982703,1.2605987,1.0151188,1.1308794,0.99477965,0.8965599,1.0751957,1.0399449,0.95127994,1.1862407,1.3675413,1.346762,1.2357724,0.43216306,1.1454984,0.90841705,1.0154111,1.3329921,0.9892954,0.8586086,1.0449921,0.81192183,1.248322,1.170279,1.4296709,0.75968754,0.0,0.38822806,0.747223,1.0096807,0.90359545,1.4131225,1.2568952,1.2722507,1.127327,0.5007589,1.3241134
tooth,1.2203354,0.5364271,0.66999066,0.7930198,1.1377186,0.78910947,0.8537255,0.7663902,1.1481128,1.3664072,1.2362227,1.3684659,0.41884232,1.1497924,1.0899074,0.8418102,1.290942,1.1132364,1.196931,0.82888544,0.7710174,1.2651782,0.86528933,1.1136706,1.0609374,1.0443795,0.9821064,1.0451674,0.4842664,1.1379194,0.99399877,1.1979043,1.1876347,1.3491828,1.099119,1.2331005,1.2526675,0.9550182,0.72042674,1.2822418,0.9852313,0.5360677,1.4629111,0.82698566,0.7005583,1.2489909,1.2859852,1.1461983,1.3468819,0.81701887,0.974216,0.47300065,0.70928514,1.193342,0.69457686,1.1328568,0.5046123,1.1828924,0.67619747,1.0699807,0.46935505,0.894492,0.8624944,1.1813958,1.1142501,1.4564918,0.5769156,0.6569513,1.1394038,0.4776755,1.017767,1.0593622,0.85543513,0.62260073,1.0875978,1.0552424,1.226896,1.0583206,1.1308287,0.8857181,1.0547884,0.9314872,1.0363736,0.98759824,1.1405143,1.0299441,1.2148676,0.76872045,0.9437945,0.44299352,1.0176339,0.63361454,0.6187887,0.6626496,1.3851786,1.1167257,1.2561831,1.162888,1.3162668,1.0261058,0.6229521,0.47608292,1.025087,0.75833917,1.0451524,1.151528,1.143586,1.2403543,1.1739435,1.1511472,0.81553197,0.58033603,0.91733694,1.0150055,0.72078973,1.2671199,0.9453384,1.0238332,0.96829945,0.7568557,1.2022203,0.97417605,1.0462308,0.9493155,1.4496903,1.3208334,1.0353132,0.5096702,1.1368943,0.90425605,0.9905409,1.2202929,0.8250729,0.88852197,0.98099595,0.9627609,1.1936405,1.2738688,1.365277,0.68632525,0.38822806,0.0,0.599759,0.84861726,0.7900319,1.2852254,1.2207551,1.2432709,0.914021,0.47693652,1.3524668
toothbrush,1.2728356,0.9045172,0.6853811,1.1795382,1.2562904,0.94610417,0.6813835,0.7994498,0.8919164,1.201482,1.2159438,1.3312185,0.42567348,1.1128523,1.3410863,1.0747603,1.329171,1.1988176,1.0625064,0.47546577,0.57823515,1.1259577,0.9450328,0.92940414,0.76093096,1.0100135,0.7810743,1.1099932,0.73822844,1.1645598,0.9116444,1.2218896,0.9483647,1.1771119,1.177555,1.0037862,1.2480582,1.0539302,0.8957318,1.1459017,1.1432295,0.31014943,1.358646,0.41493136,0.5950914,1.1542094,1.3292565,1.105934,1.1470375,0.94889146,1.0746981,0.6913498,0.69793236,1.1587652,1.0550094,1.2239159,0.89623326,1.057601,0.8548885,0.8341469,0.7107634,0.59564745,0.90446633,1.1264666,1.1833721,1.2233642,0.88560516,0.80062795,1.1084394,0.7670556,1.2315125,1.1414611,1.1286273,0.62878776,1.0416889,1.0435185,1.271396,0.77313906,1.264426,0.6208931,0.7273274,0.60966814,1.1822131,1.0903097,0.70406777,1.3342358,1.1792233,1.0899472,1.2320027,0.54200107,0.90874934,0.75893164,0.8763329,0.62623155,1.1402309,0.9050511,1.3150675,1.329502,1.2737197,1.057523,0.39882076,0.31167293,1.049358,0.8897532,1.1487126,1.1941346,1.0977832,1.1178693,1.0115879,1.1090162,1.0015473,0.8044375,0.9013646,0.83030003,0.9174311,0.84958196,0.7924372,1.2046286,1.0848657,0.70633376,1.3022346,1.0950391,1.2667891,0.5884037,1.2575357,1.0443639,1.1736963,0.70953095,1.064661,0.6749234,0.9821394,1.2510914,0.49792266,0.4542898,0.9226558,1.0926157,1.3127878,1.3134763,1.2424145,0.67155427,0.747223,0.599759,0.0,0.71999454,0.73733145,1.1904409,1.1984881,1.2592593,0.6656399,0.5847814,1.2288964
towel,1.2431151,1.0044984,0.94978124,1.2615217,1.2338738,1.1302209,0.8923711,0.87554103,0.88789594,1.1436222,1.1683586,1.0264772,0.7147839,0.9284559,1.2223163,0.89886725,0.90771925,1.1764064,1.1490759,0.64123726,0.689981,0.9601286,0.89285195,0.9677757,0.75465757,1.0817485,0.6786854,1.0325539,0.849622,1.1270992,0.5518119,1.0168031,1.0383762,0.95356065,0.9690701,1.0631524,1.1631668,0.9177854,1.034176,0.76953804,1.0324775,0.7653016,1.0910221,0.61759067,0.7304932,1.0578238,1.2554555,1.1951805,1.012936,0.84297204,1.1074028,0.834172,0.852672,0.9927281,1.1079242,1.3806626,1.1251606,1.2013499,0.8412599,0.9209677,0.9747706,0.7642118,0.97518396,1.1841543,1.1697083,1.1306242,1.0924717,0.6216566,1.1143316,0.9904801,1.3388778,1.1254616,1.3086178,0.7718797,1.0443307,0.9418876,1.1641731,0.816206,1.222105,0.80691516,0.64577407,0.66962683,1.1189394,0.9699262,0.56299436,1.166322,1.2008619,1.2037977,1.0972748,0.89740217,0.24613273,0.7896933,0.969842,0.90622807,0.9293448,0.89632183,1.2339507,1.1009283,1.2638738,0.9072663,0.6939328,0.76575184,1.0852351,0.8850923,0.98393327,0.79239744,1.0910373,1.024099,0.98297656,1.1037035,0.9153197,0.93187225,0.72394717,0.66973054,1.0412405,0.78171027,0.90974545,1.1010096,1.1836548,0.8804655,1.238406,0.92504364,1.0153239,0.9323697,1.0657066,1.0135752,1.1453389,0.84974253,0.9813454,0.68502796,1.0762488,1.192787,0.73356324,0.6792828,1.0418373,1.1795874,1.0053924,1.2308211,1.3030026,0.83719087,1.0096807,0.84861726,0.71999454,0.0,0.9924164,1.1180505,1.157002,1.070756,0.64697784,0.89638627,1.1370776
toy,1.0388647,1.0162581,0.5804338,1.1978805,1.487108,0.654469,0.61130196,0.6974124,0.74873435,1.3271513,1.0852923,1.2982075,0.7910365,1.1397808,1.1722276,1.0595183,1.2204627,1.0186131,0.8097278,0.6967188,0.5801814,0.94443965,0.80143833,0.99678326,0.81225467,0.63020337,0.9997334,0.86357445,0.7621113,1.2832899,1.162111,1.1551044,0.9683714,1.2696942,1.2775495,0.87047887,1.2594838,0.8349551,0.7814123,1.1160887,0.9014398,0.5460995,1.321924,0.68823755,0.6852587,1.1470008,1.0683578,0.6776036,1.4120748,0.9210741,1.1452066,1.0760384,0.7152037,1.3568885,1.0537394,1.2531322,1.1167568,1.0296688,0.7324571,0.8647963,0.83617616,0.8307309,0.5394342,0.92423064,0.9813393,1.339985,0.9491577,0.8230878,1.2092541,0.5192989,1.367793,0.90657616,1.3636801,0.5212995,0.94405174,1.2216244,1.4879248,0.8459878,1.2442034,0.84917545,0.9858837,0.83947456,1.1626191,1.0005922,0.9968544,1.1323528,0.93228257,1.1650621,0.8791131,0.69041556,1.1742407,0.90793616,1.08138,0.6318357,1.3216112,0.90624726,1.2531314,1.4509208,1.2458153,0.8505911,0.6626541,0.6673279,0.79032314,0.74366605,0.91681176,1.2618821,0.9147889,1.1330081,1.0831937,0.83891636,1.0719844,0.7503905,0.8397819,0.8706772,0.7016132,1.0914255,0.62186605,1.091521,1.2284336,0.50295156,1.4693897,0.82330155,1.4314685,0.75656724,1.4568833,1.2702492,0.96978736,0.60966146,1.1660541,0.7307502,1.0780238,1.2380344,0.75380385,0.8517425,1.0354412,0.7534782,0.92324793,1.4276129,1.3598925,0.42226678,0.90359545,0.7900319,0.73733145,0.9924164,0.0,1.0868448,1.1392766,1.0962671,0.75607634,0.57518774,1.4028051
