,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
blanket,0.7125598,1.2260021,1.5013947,1.2617978,0.6884027,0.9429065,1.504318,1.442386,1.1579872,0.59701514,0.20145631,1.2565275,0.5826897,0.21397555,0.85047174,0.0,0.8309345,0.53588986,1.4171879,1.4751483,0.84826,1.4145913,0.94508034,1.2250137,1.1708525,1.1155161,0.88857436,1.4136927,0.57725227,0.9910662,1.2381574,1.2810191,0.59370947,0.9801357,0.9794419,0.5879766,1.3778042,1.2203641,0.82907087,0.7178114,1.4059122,0.49816954,1.439077,1.0061022,0.86935544,0.99368,0.7497325,1.0818663,0.6621866,0.77435946,1.32105,1.4886081,1.0779642,1.2776521,0.8507279,1.2439077,0.73428124,1.3003458,1.1453788,1.2202289,1.3651183,1.1002434,0.8393848,0.58499587,1.2343384,1.0757129,0.5895308,1.187437,0.82951874,1.125979,0.89135873,1.3872516,1.0276667,0.8219253,0.56646985,1.293602,0.5037738,1.4146619,0.97360474,1.2990448,1.0205508,1.1943035,1.1272182,0.46685028,1.051237,0.78018546,1.0165706,1.3345484,1.4276276,0.986603,1.0129573,1.0898672,1.4917643,0.7777611,0.9088968,0.3582716,0.6813042,0.36589968,1.4416695,1.4198382,0.9957548,1.5278484,1.0407885,0.9616382,1.241801,0.9814199,1.2373359,1.0571412,1.3576229,1.3085397,0.9096234,1.2582464,1.531091,1.093902,1.0275044,1.0426966,1.1147796,1.4406701,0.62628645,0.9559081,0.7155318,1.511743,0.69858015,0.7652924,0.72845656,1.3958111,0.65483606,1.4398577,0.6766759,1.1169736,1.5367061,1.2200068,0.94380134,1.3426706,0.9197079,0.59857655,0.5464009,1.4865019,1.3086252,1.0062388,1.3710109,0.99300766,1.0712706,0.7814404,0.8580889,0.92090684,0.9564887,1.0929577,1.4123228,0.6463328
boat,0.97114974,1.1574936,1.1986883,1.2031384,1.0715234,1.0241076,1.2658721,0.94870067,0.6250005,0.36264342,0.71922696,1.1167861,0.80257857,0.8231901,0.89888275,0.8309345,0.0,0.78738517,1.0667192,0.9757007,0.6515165,1.0344076,1.0941913,0.92776924,1.0146452,1.0257328,0.8349306,1.1547991,1.0866247,1.0355752,0.9849664,0.95724833,0.96825683,1.160618,0.8978262,1.0528986,0.9540571,0.83113515,1.061532,0.84041524,1.1512829,0.56134915,1.0436717,0.858743,1.0307246,1.1210777,1.030842,0.90887964,1.0240741,0.8018172,1.2935009,1.2324121,1.0570219,1.1467192,0.9921204,1.2588502,0.84446275,0.9735081,1.1839797,1.2408412,0.91306376,0.9376027,0.9617155,0.96163905,1.1886861,1.1044991,0.97957015,1.1087826,1.133502,1.0224962,1.1819532,1.1409351,0.97621447,0.91358066,1.0817723,1.1176789,1.0555027,1.062408,1.0903258,0.9496556,0.98798305,1.0159558,0.8991009,0.99984986,1.0062258,1.00978,1.1678903,1.0308298,1.2247303,0.9313341,1.0517133,1.2244022,1.1706287,0.81483805,1.0129999,1.0312717,1.0948999,0.7628319,1.1697513,1.1788765,1.0458441,1.1309482,0.92936134,1.1615466,0.9608679,0.9816914,0.8094014,0.948059,1.1982954,1.0965759,0.9080514,0.8743324,1.2275853,0.9427414,1.1225815,0.9976455,0.9927377,1.0609512,1.0030382,0.9445842,1.1120749,1.1162243,1.090185,0.64983684,0.8419286,1.1952525,1.0037766,0.9452747,0.9842049,0.98639286,1.0465609,1.1603304,1.0205538,1.2585809,0.9995024,1.0079185,0.8653355,0.8826605,1.2815999,1.0779389,1.1583279,1.0312896,0.88881594,0.6344577,0.9036669,1.0924737,0.758041,1.0457915,1.1702517,0.922386
book,0.70473695,1.1231428,1.3288143,1.2233309,1.0201195,0.99415404,1.3635514,1.2114965,0.93630046,0.8541467,0.51651436,1.2250328,0.8353517,0.42299646,0.7069344,0.53588986,0.78738517,0.0,1.1245917,1.2258517,0.47803736,1.255464,1.0375929,0.9790748,1.0057478,1.1281357,0.82263654,1.2835608,1.1203566,1.136254,1.0842233,1.0694722,0.91939557,1.1237727,0.9724014,0.9202407,1.1377825,1.0838321,0.889499,0.8605993,1.2130092,0.71016186,1.1743579,0.9642585,0.77209306,0.81030357,0.99221325,1.0209831,0.9988792,0.6511144,1.3034587,1.3808098,0.9662695,1.2012604,0.93815464,1.2098265,0.5860464,1.1065468,1.0479702,1.3116989,1.0770508,0.82067597,0.7935889,0.71032566,1.2169882,1.1268289,0.88672185,0.96021885,1.0204283,1.0725645,0.96966594,1.2046727,0.8762722,1.0869081,1.0593125,1.1219362,1.0101926,1.1395719,0.8725001,1.1589422,0.8830765,1.1664014,0.9742019,0.8277034,1.082366,0.88194954,1.0974762,1.2291332,1.3365535,1.0906938,0.802634,1.177941,1.3185961,0.9641738,0.9116751,0.79086685,1.1241969,0.17539573,1.2427691,1.2481486,0.9243988,1.3532038,0.8804985,1.2795663,1.073793,0.9726964,0.9238024,0.8832785,1.2636636,1.151447,0.79997367,0.95861775,1.3538352,0.9817177,0.9449804,0.98721063,1.2428936,1.1605935,1.0223932,0.9962548,1.1117438,1.2762264,1.012957,0.970872,0.8872984,1.3425425,1.0352303,1.2425708,0.9524561,1.0100882,1.2791469,1.2661529,0.93782765,1.315344,0.91360617,0.9449058,0.6981066,1.155154,1.2965914,0.9785898,1.2271299,1.1539365,0.6741737,0.5383601,0.92116916,0.9145723,0.77810675,0.98831266,1.2887838,0.86281323
bottle,1.5177025,1.0132339,0.70252293,0.90247947,1.2307507,0.96249926,0.6484577,0.7416855,0.5979293,1.1694227,1.347523,0.8842601,1.2076179,1.3024917,1.2702782,1.4171879,1.0667192,1.1245917,0.0,0.47101438,0.81566393,0.7800398,1.1171672,0.34408534,0.9166435,0.67330587,1.1408197,0.8217149,1.2554231,0.86756927,1.1056002,0.6729975,1.1825558,0.92653084,0.8118851,1.253018,0.7972867,0.8536642,0.9222488,1.3111565,0.5067916,1.1930597,0.1744082,1.0469556,1.3114651,1.1581528,1.0832772,1.1209227,1.2569487,1.2800343,0.8814329,0.7043605,1.1609068,0.82690394,1.2179368,1.0762492,1.1045854,0.8997077,0.9245228,1.0377071,0.71320766,1.1358297,1.250649,1.0859194,0.99661124,1.0257231,1.3314468,0.8533618,1.2938176,1.1396556,1.2913404,0.75949186,1.2014881,1.041402,1.2769954,0.38662094,1.3457457,0.5081273,0.8214689,0.59552103,1.1250029,0.9541692,0.34554744,1.4579828,0.9739421,1.1333038,1.2279907,0.8848765,0.68357277,0.77617514,0.94219625,1.2082251,0.7505336,0.97795486,1.0402077,1.4023477,1.2599579,1.2986875,0.580531,0.6199524,1.0193936,0.73832095,1.1996136,0.8747822,0.88804156,1.0300928,0.818336,1.1571589,0.9384341,1.0238477,0.8966479,0.5371229,0.63191444,0.64760673,1.0957386,1.1595494,0.98293203,0.53975236,1.3355601,0.9784084,1.2755196,0.47467077,1.1862742,1.1035757,1.2444139,0.8111319,1.3442558,0.4979065,1.0856616,0.9548452,0.57175994,0.70144206,1.0262369,0.96183234,1.1625222,1.3363738,1.0931419,0.51300144,0.97046435,1.0738221,0.5618223,0.6477976,0.9056036,1.0927938,1.1008114,1.138467,1.0535557,0.6637781,0.6551346,1.169037
bowl,1.3811787,1.0786519,0.49669278,0.9085134,1.3873489,0.9480822,0.52769446,0.51864386,0.54086876,1.1815702,1.4444499,0.53389037,1.0957669,1.5012318,1.2675302,1.4751483,0.9757007,1.2258517,0.47101438,0.0,1.0373427,0.62090725,1.1553422,0.55489486,0.8338113,0.57928914,0.9638272,0.5631304,1.248508,0.78273,0.8671374,0.73108387,1.3944614,1.0487477,0.86344147,1.3109524,0.653759,0.74201244,1.0829289,1.3724993,0.39673108,1.3400863,0.33848697,1.0023063,1.3966988,1.2749214,1.2772622,0.89746624,1.416713,1.256197,0.880736,0.5440966,1.1326286,0.7764749,1.3563348,1.0169219,1.2202414,0.646143,1.0921595,0.9001701,0.6348986,0.9828883,1.2797289,1.3465065,0.9736942,1.0512776,1.2642726,0.7528659,1.4333485,1.0844303,1.3584859,0.6161316,1.1995391,1.1151701,1.4413754,0.75286925,1.4247395,0.36308426,1.0567214,0.50918585,0.9986039,0.72349423,0.77213293,1.5392452,1.1642305,1.2278756,1.2065752,0.78051716,0.6421882,0.81761503,0.9208206,1.1888742,0.568727,1.0309772,1.1325355,1.4869304,1.301697,1.426175,0.42670894,0.49066687,1.0827643,0.46392733,1.2003682,0.5939832,0.7655898,1.1104034,0.47921264,1.1466259,0.59226793,0.84987307,1.0549412,0.4450392,0.6044253,0.8489065,1.1899331,0.96632785,0.84638774,0.5135926,1.4574264,1.0181329,1.2603418,0.29625183,1.3993719,0.97605145,1.2847863,0.6710754,1.2662771,0.24520385,1.0644321,0.78600675,0.30833995,0.79547644,1.0963387,0.71161604,1.2949314,1.464436,1.3391654,0.33794534,0.9056875,0.89151686,0.6161416,0.74019927,0.84935516,0.93478346,1.0925994,1.2230108,1.0706563,0.89429754,0.57317644,1.3066235
box,1.14354,1.1538317,1.3333247,1.1566,1.0045321,0.91360587,1.3008811,1.1965795,0.6296968,0.71694756,0.7054038,1.2998053,0.7753912,0.72203153,1.0071504,0.84826,0.6515165,0.47803736,0.81566393,1.0373427,0.0,1.1362833,0.9925492,0.69624865,1.1541135,0.90281796,1.0714853,1.3227262,1.2101321,0.964231,1.1556597,1.0106835,0.80319583,0.9768884,0.8148297,1.038698,1.0373964,1.0597485,0.7908088,0.920273,1.220946,0.6059194,0.8654141,0.8430322,0.9742744,0.97773594,0.8589374,0.8201729,1.0777942,0.89903015,1.3183432,1.3570192,1.065656,1.1144518,0.9839695,1.3110837,0.8058796,1.2303542,0.9546463,1.3354652,0.96260405,1.1553922,1.0337907,0.88350254,1.2402201,1.0687896,1.1403811,1.1564795,1.0900402,1.0232747,1.0959332,1.2404761,0.9832767,0.956076,1.0566113,0.8572129,1.1186385,1.0240195,0.78179157,0.9800677,0.9549306,1.0601401,0.5704704,0.9445375,0.79964435,1.049455,1.1437912,1.1723745,1.352616,0.779526,1.0122832,1.194802,1.3248804,0.72475624,0.9762105,1.0501263,1.1335135,0.55045843,1.2332305,1.2323635,0.9693907,1.3235958,1.0479327,1.1813879,1.008704,0.8521871,0.8623346,0.9760453,1.3085608,1.0641605,0.7360425,0.64439523,1.2568369,0.71998,1.011783,1.0146563,1.220453,1.1264617,1.0935324,1.1221726,1.0944917,1.144792,0.9632215,0.7736178,0.80732083,1.3462409,1.0632999,1.0426104,1.0004221,0.9261589,1.1584301,1.069178,0.78460306,1.4021401,0.95244855,1.0457515,0.7369685,1.0221597,1.3170607,1.1381885,1.1244134,0.88802403,0.92940634,0.5639272,0.95229125,1.0194631,0.84261477,0.8159121,1.3259457,0.86814344
bread,1.1722562,1.0189986,0.6281417,0.69141436,1.1806275,0.942519,0.8432896,0.40365547,0.89292264,1.1953527,1.4474016,0.94169796,1.2893164,1.3767167,1.1677613,1.4145913,1.0344076,1.255464,0.7800398,0.62090725,1.1362833,0.0,1.2443665,0.96692264,0.8431883,1.0888121,1.1858636,0.67237806,1.2911125,1.1870643,0.40154928,0.73527455,1.4061146,1.093203,0.9633798,1.3344948,0.1111666,0.5927676,1.2137083,0.85615903,0.773856,1.369694,0.7790116,0.89178896,1.1873115,1.1447235,1.3295016,1.1251938,1.2791705,1.1736807,1.0001374,0.58984494,0.9893916,0.80108964,1.2274442,0.9947357,1.2849977,0.789597,1.0547562,1.0035707,0.66687155,0.9040481,1.0853479,1.3459257,0.95758075,0.89013904,1.2145492,0.8957709,1.295109,0.54263073,1.1672689,0.8166498,1.0624648,1.1413383,1.4349924,0.66856277,1.4039975,0.7043988,1.2626352,0.7509124,0.7281222,0.6320466,0.9691614,1.3196604,1.155169,1.2915869,1.1388149,0.13899767,0.76878726,0.8019822,1.0940562,1.107863,0.60194147,1.1504418,0.9789841,1.4202535,1.3913332,1.300475,0.74472874,0.7518953,1.0732824,0.47922188,1.075381,1.0545582,0.15469289,1.072254,0.5054706,1.0427622,0.7520112,0.7654755,1.1263572,0.9189681,0.5738403,0.996603,0.9878572,0.7094979,1.0401514,0.6917592,1.3753508,1.0319623,1.3658707,0.7874112,1.3715378,1.192421,1.2181098,0.8850539,1.2224511,0.54096895,1.1634673,0.55728894,0.57792515,1.0256665,1.0278192,0.90741396,1.3067305,1.3884424,1.1847608,0.5265519,0.9563917,1.0947957,0.89872146,0.86582804,1.0103649,1.0086113,1.1485758,1.2507019,1.147781,1.1747023,0.764657,1.3046713
broom,0.96070415,1.0940571,1.2389371,1.1137897,0.8803122,1.0533686,1.1643327,1.2254409,1.0442636,1.002586,0.85058594,1.0381125,0.8483793,1.0081103,1.1171283,0.94508034,1.0941913,1.0375929,1.1171672,1.1553422,0.9925492,1.2443665,0.0,1.0122193,1.2516041,0.945956,1.0231287,1.1902442,1.0139792,0.8105604,1.1043948,1.181338,0.7110033,0.9938415,0.9968271,0.7701417,1.2679604,1.170283,0.83073825,0.9978273,1.038054,0.81239736,1.0737298,0.9869328,1.1487083,1.092743,0.75978625,0.8020794,1.0146914,1.1141101,1.1043262,1.2438512,1.1501782,1.1846057,1.0133303,1.0586356,0.9758239,1.1745133,0.7523699,1.1193365,0.8716731,1.2045816,1.0372342,0.9016361,1.1046679,1.0607239,1.0752165,1.0825914,0.9609578,0.9637626,0.96387756,1.1658682,1.1659846,0.7172811,0.8631079,1.0550822,0.892563,0.9162308,0.6243758,1.1689572,1.1170045,0.9808558,0.99877137,0.90246797,0.6232357,0.92712295,0.99895126,1.23557,1.2165715,0.9897139,0.98940486,1.0607647,1.2694272,0.90902215,1.0865698,0.9620719,0.8683106,1.0105315,0.97589207,0.9321167,1.0309879,1.0916032,1.19575,1.005661,1.1804733,0.88168585,1.0461731,1.2123706,1.1896297,1.1255196,0.88506573,1.0735925,1.141494,0.87832046,1.053889,0.9335068,0.9811927,1.1634587,0.947647,1.101314,0.903461,0.98751414,0.747243,0.9278225,0.66585046,1.1551952,0.83844185,1.2066841,0.9256183,1.0286126,0.98108983,0.815902,0.42768455,1.1953397,0.86842453,0.924926,0.81996965,1.2463624,1.1614352,0.8450539,0.84630793,0.96212435,1.0984106,0.94455236,0.99106777,0.8642894,0.97658414,0.6936934,1.1658586,0.8726175
bucket,1.4841973,1.1045854,1.1017909,0.9730088,1.1548587,0.9273654,0.8817439,0.98736554,0.49245787,0.9696594,1.1452208,1.0484626,0.92389864,1.1633617,1.2024983,1.2250137,0.92776924,0.9790748,0.34408534,0.55489486,0.69624865,0.96692264,1.0122193,0.0,1.0079612,0.58167356,1.0847099,1.0737059,1.2963245,0.7662391,1.1060723,0.90765357,1.016681,0.9216364,0.7073234,1.0708767,0.93810546,1.0019633,0.7577988,1.2677,0.90287954,0.9722249,0.19936824,0.8908824,1.2183987,1.0540684,0.96069205,1.0633527,1.2386568,1.1915836,1.1731119,1.1191789,1.0730933,0.98653716,1.2294685,1.2136072,0.98998004,1.0600073,0.88710105,1.2831528,0.76499057,1.1986548,1.152036,0.90618014,1.2536294,0.9734133,1.305001,1.0309689,1.3316642,1.0970098,1.2023325,1.0354642,1.1224512,0.92881894,1.1836758,0.5551308,1.2648604,0.7722438,0.6445612,0.7256533,0.95852894,0.95112956,0.35064185,1.2486947,0.89736116,1.0634757,1.245423,1.0388373,1.1355968,0.66270345,1.0801727,1.2625805,1.1214857,0.78256166,0.9707457,1.2618235,1.2104695,1.125824,0.9220455,0.99636894,0.9088148,1.0057986,1.1840111,1.0146698,0.9339345,0.8835325,0.84559536,1.0961165,1.1232587,1.0589114,0.57431996,0.547321,0.8566179,0.5378842,1.026975,0.97246766,0.95075035,0.7005503,1.30298,0.94134223,1.1839724,0.59967166,1.1254995,0.7868593,1.067224,1.1831911,1.2527807,0.76605105,0.8080029,0.8253771,0.6708217,0.89792156,0.9296483,1.2222627,0.9905706,1.2873436,0.9973705,0.71197885,1.2403415,1.1494681,0.72067374,0.65749073,0.8758241,0.76396024,1.0907036,1.1195618,1.0266415,0.41796577,1.1058999,1.0372555
butterfly,0.7123567,1.0106115,0.8468996,1.0399401,1.2787572,0.96751004,0.9387187,0.8000101,0.83878696,1.2562196,1.3339641,0.76674163,1.2153453,1.2688304,0.80692685,1.1708525,1.0146452,1.0057478,0.9166435,0.8338113,1.1541135,0.8431883,1.2516041,1.0079612,0.0,0.9966547,0.9672254,0.91436225,1.0731832,1.0887836,0.87377906,0.7079501,1.3346901,0.9555242,1.1368482,1.2181021,0.81343555,0.874019,1.1852772,1.1846873,0.76013744,1.3578528,0.89159495,1.2317513,0.853158,0.96249545,1.2854564,1.0795012,1.2483926,0.8829626,0.9444866,0.9022023,0.80834955,0.72103,1.2243788,1.0376639,1.041706,0.5815387,1.0413132,0.99047065,0.7732383,0.38405406,0.75664467,1.2944138,1.0374155,0.96686065,0.99103665,1.0007354,1.2701604,1.234511,1.2429781,0.79367954,0.64563125,1.1109995,1.3161366,0.98192036,1.273916,0.7701038,1.2386842,0.77031004,0.97968084,1.1771145,1.0796813,1.3907354,1.1188909,1.1775612,1.2395606,0.8100453,0.86682904,0.98163575,0.7508542,1.1315457,0.8656682,1.2232864,0.60504836,1.2424932,1.2776141,1.09936,0.6934006,0.7569243,0.8697208,0.8542472,0.7307661,0.92784256,0.84150904,1.0843085,0.969077,0.58941174,0.9091298,1.1213348,1.0072646,0.82406265,0.613638,1.0843382,0.74667245,1.1549578,0.98644316,0.6995126,1.3178692,0.822178,1.2686183,0.75022125,1.3368615,1.2419757,1.3222752,0.87768906,1.1371924,0.7983078,1.0703332,1.1223667,0.6981804,0.93489015,1.2356355,0.8628267,1.1088015,1.3036773,1.3414477,0.7926301,0.9876196,0.9222124,0.8933921,0.8998105,0.90567625,1.2306004,0.8970559,1.2101743,0.94294494,1.076664,0.7542771,1.2208738
can,1.3303382,1.0971526,1.0197821,1.2621553,1.0738604,1.1155868,0.838055,1.0194255,0.6622771,1.056121,1.0019007,0.7079929,0.49071288,1.2300676,1.2506078,1.1155161,1.0257328,1.1281357,0.67330587,0.57928914,0.90281796,1.0888121,0.945956,0.58167356,0.9966547,0.0,0.95908284,0.9082849,0.9212575,0.25756305,1.2513669,1.0332209,0.82384014,0.8189989,1.0983181,1.0493399,1.1405976,1.0383128,0.7464247,1.4341815,0.7495066,0.90625393,0.54471606,1.3136749,1.3077332,1.209235,0.7161392,0.7104266,1.15039,1.1920334,0.9607476,1.0189085,1.1235856,0.98926485,1.204884,1.0695881,1.020838,1.0400431,1.0445017,0.9282267,0.90735006,1.2221061,1.1879003,1.0958705,1.0407238,1.0828952,1.1522261,1.2182878,1.2061297,1.2983452,1.1795594,0.8326601,1.1957879,0.8781907,0.9154762,0.9868713,0.92262065,0.60347986,0.6560215,0.77629745,1.2083372,1.2124323,0.7297616,1.267699,0.9866148,1.0678222,1.1765993,1.127523,0.98001343,0.75159633,1.0023319,1.1135329,1.0660658,0.60442156,1.1682998,1.1117377,0.8312341,1.2174308,0.6991136,0.76804525,0.9892738,1.0729496,1.2229798,0.48094666,1.1159942,1.0280546,0.9099907,1.1793327,0.8607182,1.1731569,0.8204933,0.54993653,0.91992235,0.608667,1.2283012,1.2660335,0.83678466,0.7942546,1.0871528,1.1041158,0.87832403,0.6011818,0.97501814,0.87889177,0.96065944,0.82630897,1.1007999,0.7861304,0.9876068,1.2183974,0.8057364,0.7953425,1.0180099,0.95336473,1.0520343,1.1208763,0.98503876,0.8774537,1.0033383,0.8837637,0.82856065,0.68047845,1.0640612,0.94390607,1.1187068,1.1445844,1.0182719,0.5710805,0.9188254,0.9579151
car,0.7306106,1.166378,1.0573516,1.2782233,1.1686631,1.0964346,1.1312022,0.9871722,1.0135689,1.0755668,0.8887259,0.77097684,0.8688376,1.0125904,0.88169885,0.88857436,0.8349306,0.82263654,1.1408197,0.9638272,1.0714853,1.1858636,1.0231287,1.0847099,0.9672254,0.95908284,0.0,0.9749606,0.8848195,0.92543477,1.0823833,1.0887307,1.023159,1.0727688,1.1865937,0.9414502,1.1967105,1.0081924,0.87660164,1.0533012,1.0171629,0.9355376,1.1133354,1.1877043,0.90836215,0.94621885,0.98967385,0.9352876,1.0858934,0.9469561,1.0856864,1.1412235,1.0152367,1.1293036,0.98379993,1.1405503,0.46209896,0.9182854,1.0780395,1.0710831,1.1770108,0.791663,0.9284687,0.74225795,1.0744029,1.0487914,0.86701727,0.89834136,0.99265975,1.1803755,1.1386838,0.9697962,0.9461201,1.0545114,0.9854004,1.2001328,0.92068404,1.0961131,0.9179988,1.1593778,1.1265314,1.252847,1.2046083,0.9619801,1.2476635,0.47599983,1.1077425,1.2006295,1.1136143,1.1724418,1.0758243,1.1203555,1.0539227,0.97664154,1.0833132,0.87672347,0.91276,0.94674385,1.0085392,1.0639138,1.0014136,1.0482752,0.85394156,0.9011462,1.1450142,0.96953,1.1026411,0.9201078,0.9571867,1.0998453,0.94759524,0.9011703,1.1564505,1.05233,1.0514157,1.1606747,0.92863375,1.035143,0.95993316,0.7391714,0.9321584,1.0876454,1.0165099,1.0735085,0.90549237,0.94792473,0.7214552,1.025416,1.126607,1.2053986,1.0768888,1.1570326,1.1064681,0.92239904,0.6371951,0.94626826,1.0752947,1.0640173,1.1543752,0.8996098,1.2385409,1.0866216,0.76534796,0.9883789,0.7968912,0.6668624,0.3843035,0.9950601,0.9849639,0.87456834
carrot,1.0912834,0.7952856,0.28347242,0.80768764,1.2577018,1.0414592,0.36832976,0.56920934,1.0885319,1.3001721,1.472488,0.58339036,1.2553027,1.3842161,1.1597183,1.4136927,1.1547991,1.2835608,0.8217149,0.5631304,1.3227262,0.67237806,1.1902442,1.0737059,0.91436225,0.9082849,0.9749606,0.0,1.1340028,0.9905366,0.86054003,0.86366373,1.4274862,1.0935175,1.2314498,1.3287766,0.7747793,0.8018912,1.3670676,1.1731668,0.42382896,1.4239573,0.81831557,1.0487837,1.301456,1.2520902,1.3831472,0.993682,1.2238588,1.2120024,0.49899304,0.26208365,1.076777,0.800728,1.2119739,0.60675764,1.2376581,0.56747466,1.0588155,0.5463102,0.8785146,0.91741097,1.171211,1.3613267,0.70995104,1.0994883,1.1116992,0.56483096,1.1411829,1.0624529,1.1128796,0.6340777,1.16924,1.2609863,1.3172401,0.8805871,1.2279124,0.66312945,1.2766068,0.86351925,0.98593843,0.808527,1.1812757,1.3828694,1.2241123,1.2272695,0.86565816,0.6715737,0.36346698,1.1143326,0.92354393,0.77691936,0.24834311,1.3263226,1.1097249,1.3000474,1.135529,1.412174,0.48852158,0.48641866,1.0220402,0.3878097,0.9726575,0.72590566,0.89548737,1.190977,0.751639,1.1377879,0.3808071,0.6077549,1.3465106,1.0310435,0.6537967,1.2616271,1.1753988,0.9431463,0.8232722,0.70148367,1.2465844,1.0552456,1.0894492,0.6085665,1.3700929,1.3095549,1.2717359,0.43452227,1.2130322,0.61895335,1.1698442,0.9543233,0.6598363,0.90152097,1.2639719,0.23336887,1.353896,1.2710569,1.412803,0.6023516,0.5297688,0.7256781,0.72092104,1.0517597,0.9190957,1.2079827,1.1062692,1.1961083,1.150839,1.2166255,0.45782524,1.338087
cat,0.8202928,1.0792904,1.1666424,1.2070847,0.80730665,1.1498584,1.1480243,1.3181617,1.1979884,0.82726014,0.67837226,0.9226765,0.8164018,0.82517517,1.0334133,0.57725227,1.0866247,1.1203566,1.2554231,1.248508,1.2101321,1.2911125,1.0139792,1.2963245,1.0731832,0.9212575,0.8848195,1.1340028,0.0,0.93437964,1.2553334,1.1905551,0.7359988,0.8308792,1.0785865,0.8137337,1.3169758,1.2101685,0.94889814,0.9271929,1.1417699,0.8761272,1.3033464,1.2027926,0.80472755,1.1413612,0.69817835,1.1294785,0.7015113,1.0212501,1.0204564,1.1234518,0.9452159,0.9311147,0.83493936,1.0729792,0.9427402,1.1791873,1.2349273,0.9426391,1.3524597,1.0944161,1.0940872,0.68100643,0.97841185,1.046639,0.4749608,1.2053361,0.66814566,1.2202723,0.9486091,1.1285005,0.92470217,0.8216351,0.5122642,1.2327833,0.5015298,1.2240021,1.0964704,1.0590996,1.1734726,1.2264066,1.1528846,0.8353206,1.074342,0.8076604,0.9050221,1.2051045,1.0878569,1.1676601,0.96237546,0.9037139,1.1775968,0.8780836,1.1349761,0.5860799,0.5314886,0.92531383,1.1440473,1.149031,1.0580107,1.2568226,1.0154235,0.73405683,1.2172177,1.1314511,1.3312068,0.97438794,1.1375445,1.2895954,1.1241665,1.1919974,1.115647,1.0694336,0.93815136,1.1613019,0.88499284,1.2727232,0.6025927,1.125494,0.6921905,1.2870288,0.7047101,0.9149338,0.9633202,1.0181063,0.59317315,1.2084231,1.0596164,1.2220676,1.3267431,0.8911252,1.1210741,0.9928477,1.053035,0.6498184,0.8352088,1.3943479,1.0243756,0.9452026,1.2010556,1.1103433,1.3886421,1.271157,0.9514666,0.9343707,1.1574392,1.1391337,1.06126,0.74986494
chair,1.2334801,1.0607013,1.1174922,1.2429657,0.9933544,1.1032398,0.92509156,1.0892668,0.7539625,1.0911901,0.8886455,0.85710037,0.50468326,1.1338806,1.2957959,0.9910662,1.0355752,1.136254,0.86756927,0.78273,0.964231,1.1870643,0.8105604,0.7662391,1.0887836,0.25756305,0.92543477,0.9905366,0.93437964,0.0,1.3363459,1.1352046,0.7093537,0.75486976,1.1666743,0.9124395,1.2509243,1.0890125,0.5964546,1.3931952,0.92448133,0.756127,0.76203895,1.2933054,1.3109186,1.0997483,0.69204456,0.5891752,1.0375892,1.2233067,0.9851452,1.0950482,1.1544868,1.0758961,1.1967084,1.03938,1.00686,1.1467577,1.0138677,0.8936597,0.9582976,1.291411,1.1783493,1.0924724,1.1130801,0.9513064,1.1599069,1.2842232,1.1337541,1.2566824,1.1243918,0.8615352,1.2260232,0.8346054,0.78782976,0.98320633,0.734515,0.74524057,0.56299716,0.9235867,1.3093512,1.1926581,0.862632,1.0498102,0.9436727,0.99596715,1.165341,1.2404276,1.0869994,0.69692683,1.0369136,1.1230736,1.1453192,0.7188946,1.102857,0.9593368,0.6464448,1.2303879,0.84046125,0.88232654,0.92420423,1.1400231,1.22459,0.40121853,1.2671875,1.0287374,1.0703771,1.2304938,0.863415,1.109067,0.7001225,0.67977744,1.0253854,0.7393813,1.2160276,1.328234,0.7791126,0.9518254,0.95261294,0.94503516,0.6582054,0.7233202,0.87206167,0.9619844,0.7930942,0.92446965,1.0185024,0.9246383,0.7994429,1.3019472,0.8876012,0.8300037,0.93253314,0.9974148,0.847659,0.95385444,1.0276169,1.0298618,0.993835,0.88944554,0.9654417,0.61580616,1.0274357,1.0100864,1.1293973,1.0206758,0.9267656,0.5209034,1.0560625,0.91448814
