,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bed,1.0976579,1.1962351,1.349098,0.9195433,1.2382855,1.2129257,1.2592884,1.0236518,0.5575702,0.92559206,0.0,1.1754782,0.5390213,0.9076101,1.134268,0.53070337,0.89783657,1.0459496,1.3244267,1.2351698,0.7642101,1.0672933,0.9735412,1.1373608,1.220814,1.2107861,0.98893297,1.2396348,0.81584513,0.78091073,1.1983532,1.0762057,1.0341563,1.0350404,0.98033863,1.0046239,1.0318906,0.5596118,0.9649795,1.2958081,0.09791827,1.2900012,0.859406,1.1832154,0.95188147,0.86262876,0.9583805,1.329346,1.3568647,0.7583484,0.93768454,1.3867791,0.96635157,0.99001825,1.218367,1.20253,1.1554675,1.1508399,0.8506237,0.8421337,1.3719937,1.2255939,0.7884241,1.112526,0.92917585,0.85221505,1.0692931,1.4404839,0.9943408,0.8871759,0.69146276,0.7692653,1.1603928,0.8510211,1.1165835,0.7800868,0.9637131,0.96260065,0.8945129,1.375431,1.0888053,0.9637657,1.0012383,1.0085696,1.4306939,0.9184677,1.350313,1.23338,1.4329205,0.8957641,0.9412985,0.7607813,0.93403625,0.70541644,1.2213478,1.2292557,1.0340452,1.0081673,1.0165125,1.2678552,1.1222625,0.90598667,1.4155111,1.0297624,1.1066666,0.96010715,0.6688956,1.0296123,0.75191015,0.8682476,0.86109006,0.98419464,0.826688,1.1598005,1.0052904,1.3619128,0.6840109,0.7811037,0.5908013,1.3745711,0.56291944,1.1219541,0.9488977,0.9871317,1.1079197,1.000678,1.1038502,1.0254585,0.8266561,0.5868808,1.2810867,1.4126503,1.1503088,1.1497864,0.9452803,1.1602651,0.92625034,0.9572555,1.1918516,1.2809666,0.8020656
belt,0.8968833,0.8909076,0.5145702,1.3520958,0.9450062,0.73423606,1.0447617,0.6686108,1.4024196,0.6391427,1.1754782,0.0,1.2604995,1.351275,0.84561515,1.4257855,1.2201471,0.7179053,0.5352962,0.38290393,1.1028222,0.99155813,0.986778,0.9350228,0.6295209,0.31614244,0.8553831,0.6968627,0.6004045,1.0832736,0.79464096,0.9657596,0.98359674,1.066041,0.8576955,0.9836639,0.62665963,1.3163989,1.1603498,0.29047287,1.0414231,0.50945485,1.4093789,1.3335364,1.1138785,0.8775787,1.2977374,0.75451255,0.90062624,1.3725115,1.3350847,0.6743289,1.2350895,0.95804375,1.0838213,0.69826144,0.57347894,0.82819515,1.057254,1.3067731,0.49427688,0.9136849,0.62940645,0.9986499,1.376873,1.277836,1.1676911,0.5503653,1.1542349,1.2955194,1.3219033,1.1698661,1.029752,1.1719571,0.83276397,1.2165928,0.9312673,1.2739263,1.3641636,0.63591117,1.1636589,1.4191866,1.1736425,0.7905982,0.58445835,0.99849075,0.41841108,0.8939542,0.51523745,1.1513304,1.275762,1.4019816,1.1750575,1.3123938,0.33951384,0.34923196,1.2292627,0.4172904,1.0206189,0.8638958,0.6062399,1.3932724,0.8477816,1.1669723,0.7350688,1.2744802,0.9135083,1.1635927,1.4197044,1.3363357,1.2989511,1.0355661,1.3847013,0.9683842,1.1889528,0.55142,1.2846488,1.0469102,1.4274019,0.31019437,1.2260251,0.44974554,0.99087846,1.1190069,0.8459354,0.7347475,1.0112282,1.2597754,1.3018987,1.4373376,0.6870625,0.64153194,0.7870258,0.98175,1.016797,1.1771353,1.0629963,1.0910065,0.78927475,0.4050641,1.0612848
bench,1.1645782,1.1234579,1.5101142,0.74058163,1.3297675,1.331176,1.2240914,0.97065085,0.45899445,0.9684837,0.5390213,1.2604995,0.0,0.9097844,1.2904003,0.52566713,0.8803042,1.1270324,1.5222096,1.3970518,0.5664325,1.1498306,0.9363829,1.1458342,1.4201231,1.1214828,0.9938044,1.2177593,0.8168039,0.26553476,1.3444166,1.0774534,0.772832,0.9692753,1.0027398,0.9885183,1.1730465,0.182271,1.0368882,1.4862279,0.6001479,1.4653503,0.73484516,1.0970893,0.7459966,0.50567377,0.89799845,1.2602781,1.3998849,0.6419842,0.9007518,1.3951246,0.81596196,1.1137344,1.1884215,1.143908,1.30793,1.3705877,0.94318974,0.9851516,1.432478,1.2236217,0.98388284,1.2941016,0.85867834,1.0230407,0.9096142,1.4997487,1.1097525,0.7866969,0.55001205,0.8317571,1.262446,0.58547825,1.0815789,0.44341958,1.0392293,0.8226165,0.84001696,1.5128243,1.0760506,0.8567633,0.9250997,1.0523244,1.5754644,0.99275064,1.400522,1.2234261,1.5116197,0.5311689,0.805982,0.7633964,0.65641165,0.7462172,1.3893294,1.3661109,0.96370995,1.029131,1.1973786,1.230718,1.2861395,0.7833934,1.4879835,0.88348544,0.9893688,0.79979646,0.8351723,0.95853627,0.809896,0.8785871,0.8472264,1.0018795,0.7005731,1.2646315,0.78511906,1.3218542,0.66072106,0.6784848,0.45136368,1.493999,0.76543045,1.2753768,1.000131,0.97253025,1.106321,1.1370777,1.1349727,0.7419921,0.73900473,0.43402255,1.429431,1.4315469,1.1833336,1.1541355,1.0127784,1.2080555,0.8523473,1.060024,0.87073207,1.4247551,0.73780197
bib,1.1578748,1.0953827,1.3944087,0.5749308,1.1863539,1.2737116,1.0491163,1.1642363,0.80531114,1.1216623,0.9076101,1.351275,0.9097844,0.0,1.1390967,0.5942736,1.0141517,1.2060645,1.3396001,1.4599595,1.103307,1.0952756,0.9481565,1.0903022,1.2931106,1.3170614,1.2037592,1.1989479,1.047392,0.8494565,1.1132791,1.1560589,0.9416588,0.86135757,1.1691039,0.99373966,1.2795804,0.7977048,0.9860251,1.4670177,1.0235294,1.3676001,0.7919288,0.6772095,0.9668575,1.2265906,0.23263192,1.0409214,1.2101991,0.86873907,0.7890438,1.1231115,0.8375432,1.1305726,1.0658004,1.0096117,1.2705024,1.2179228,1.0240635,0.9316993,1.3112595,0.902516,1.1032633,1.0496682,0.61892265,0.8900963,0.74751437,1.2702427,1.018765,0.9283258,0.9092411,0.62296486,1.1170957,0.6478315,1.26599,0.9513004,1.145743,0.8491305,0.8587878,1.2927799,0.94329286,0.5931325,1.0063109,1.1269917,1.2933729,0.947018,1.1238664,1.1102176,1.218503,1.0155712,0.6915904,0.16108704,0.6750391,0.7380192,1.4661086,1.4680823,0.8923804,1.165568,1.0180775,1.1555614,1.336097,0.84587336,1.2262461,0.9702857,1.2352622,0.81601053,1.043677,0.9981459,0.8834517,0.74449646,0.47494966,1.1169122,0.39295888,1.0569717,0.633556,1.1851976,1.0154597,1.0950357,0.804885,1.3581356,0.82538104,1.3740327,1.0726992,1.0742,1.2093403,1.1785145,1.1347686,0.7132399,0.7634022,0.7074307,1.3320603,1.1884924,1.1217957,1.0032457,0.9229199,0.9752772,1.1124701,0.9769746,1.1593021,1.3428028,0.98503065
bird,0.45518494,1.0644021,0.72184473,1.3281296,0.87089115,0.8883027,0.8181857,0.84079677,1.3188553,1.0063392,1.134268,0.84561515,1.2904003,1.1390967,0.0,1.1879804,0.87640154,0.77317774,0.78845894,0.78840834,0.95824873,1.0856652,1.0155154,0.8825497,0.41242516,0.8357625,0.91738546,1.100941,0.9987613,1.2421374,0.82472897,0.7603209,1.1318139,1.2239556,1.0739878,0.97411436,0.87467843,1.2973614,1.1046481,0.80795205,1.0632017,0.79199404,0.9752756,0.86597705,0.9765151,1.0617918,1.1588199,1.1330165,0.9407202,1.046139,1.2306598,1.0949229,1.1032681,0.7956419,0.74318355,0.9408829,0.62650543,0.43271255,1.0471139,1.163994,0.98024625,0.77870786,1.034239,1.122828,1.2712922,1.1297896,1.3301263,0.75587803,0.8789335,0.9195912,1.1382959,1.1929702,0.8719549,1.3081377,0.8006401,1.1256938,0.78386474,1.2925472,1.078216,0.83963454,1.0146043,1.1574768,0.96987134,0.97783303,0.86968076,0.9920002,0.99745756,1.1386551,0.83064514,1.1297683,1.0894095,1.2726303,1.2991784,1.144862,0.82103395,0.8188102,1.1979866,0.7751583,0.9968157,0.6213062,0.8904716,1.0037509,0.79818344,0.80438584,0.7821967,1.0415496,1.0492214,0.5942291,1.1212162,1.1226233,1.2111505,0.75972015,1.3253438,0.6903008,1.3582311,0.7789588,1.2119894,1.0936832,1.2852075,0.88732255,1.1006726,0.9265889,0.8992577,1.0330975,0.68866235,0.9822014,1.0869931,0.91048133,1.2595346,1.3243228,0.7448946,1.0550414,1.1778394,0.9723268,0.89666307,0.7752162,0.80153537,1.016686,0.8718238,0.95953375,1.0097889
blanket,1.0974121,1.1768807,1.490375,0.70600235,1.262403,1.3502046,1.1072375,1.0735719,0.6091875,1.0281838,0.53070337,1.4257855,0.52566713,0.5942736,1.1879804,0.0,0.8914235,1.2680243,1.5287894,1.5125827,0.9179665,0.8498727,0.86488205,1.2381608,1.452899,1.4540915,1.1638169,1.3221135,0.93632704,0.8197119,1.1382983,1.1397986,0.9440172,0.8858035,1.0575193,0.97105855,1.1317964,0.41844642,0.83860075,1.5601935,0.7010286,1.5406796,0.6440704,0.8840741,1.0665495,1.0523444,0.69775033,1.2664471,1.3466383,0.6912453,0.9001591,1.3937612,0.91690934,1.0141376,1.1416314,1.1292174,1.3414307,1.2642621,0.95053774,0.9743539,1.4620377,0.9096123,0.9619764,1.2078695,0.849001,0.83707386,0.9123821,1.5091215,1.0555393,0.8414536,0.63840246,0.55665475,1.203393,0.628055,1.2728199,0.84373695,1.1188881,0.8163812,0.79852426,1.3816619,1.0306443,0.52166414,1.002217,0.81753325,1.497036,0.6584744,1.3918095,1.208205,1.4173876,0.9566713,0.5921025,0.53943527,0.7239651,0.6612679,1.4976135,1.5013921,0.9142171,0.99076205,0.86527646,1.2758604,1.2722151,0.7709471,1.4319024,0.88011473,1.2670493,0.90357244,0.794192,0.9666102,0.53381455,0.74615425,0.6694541,1.142514,0.6305668,1.074748,0.7630198,1.3933765,0.8078878,0.9005157,0.5778085,1.5183852,0.62687314,1.3147386,1.1313831,0.89188564,1.1810467,1.1281312,1.1570871,0.8243295,0.7714106,0.54238564,1.4642222,1.4277179,1.2108513,1.2247548,0.62287146,1.1301266,0.9724447,1.0314056,1.2725742,1.4389808,0.94014156
boat,0.8870121,1.1279913,0.9793228,1.1287507,0.8987866,1.0199071,0.92852306,1.0000815,0.9155276,1.0300605,0.89783657,1.2201471,0.8803042,1.0141517,0.87640154,0.8914235,0.0,0.90096796,1.0890371,1.1327313,0.84104013,1.0783743,1.1007049,0.91865754,1.0061984,1.174842,0.767073,1.1647056,1.0877558,0.97108793,1.087451,1.0003679,1.2276766,1.2204704,1.0863876,1.0151973,1.0965999,0.8947727,0.9938762,1.1053485,0.89395756,1.0826672,0.9348139,0.7803204,1.0587167,1.0165006,1.0101479,1.2588154,0.9769416,0.93476355,0.9818542,1.2701015,0.9299569,0.55178463,0.9167734,1.1272545,1.0351206,0.7457435,0.9660899,0.96039313,1.1994402,0.9799882,1.0540166,0.9035052,1.0488881,1.0240247,1.1524706,1.0600642,0.75683093,0.87465096,0.844853,1.0717838,1.0496907,1.1322062,0.9724909,0.9711947,1.0381227,1.0667852,0.9678959,1.1155236,0.95637614,0.9403815,0.85179484,0.9952057,1.1587238,1.098525,1.2860798,1.1739937,1.1868751,0.9391413,1.0526735,0.9906804,1.2167633,0.9649162,1.094505,1.1232508,0.8650179,1.0484433,1.0525758,1.0339501,1.0873407,0.947589,0.95635283,0.7568469,0.879571,0.9672127,1.0028173,0.88014114,0.8951533,0.955639,0.99987274,0.83746505,1.1151448,0.95671856,1.2024986,1.1898849,1.0425663,0.9393788,0.8467829,1.2012118,0.86607766,1.1032417,0.83105636,1.0631231,0.98750955,1.0435255,1.0061046,0.84840107,1.0715231,0.94007826,0.8636035,1.279044,1.2440884,0.95878035,1.0484766,0.58929396,0.8254082,1.0332204,1.0342269,1.167883,0.9763052
book,0.92586595,1.1237851,0.6525887,1.4241679,0.86455584,0.8411205,0.77319455,0.5306542,1.2204428,1.1771941,1.0459496,0.7179053,1.1270324,1.2060645,0.77317774,1.2680243,0.90096796,0.0,0.510216,0.45110238,0.5117472,1.0281892,0.9282406,0.5241181,0.72175187,0.57294357,0.7961061,1.0024354,1.2321694,1.0409584,0.78363943,0.8179226,1.2905513,1.1882232,0.97261864,0.89438826,0.78454065,1.2927425,1.0864019,0.60140264,0.96648484,0.4931196,1.3613747,1.0017174,0.8798509,0.6614586,1.2170477,1.148509,0.82379395,1.3781862,1.4074174,1.0615623,1.1644766,0.9717596,0.7768039,0.9616938,0.46983945,0.8402582,1.1996214,1.1530416,0.9365202,0.8139508,1.1393005,0.7953696,1.4783819,1.0645008,1.3064611,0.7818303,0.897228,1.3575695,1.3505076,1.2901415,0.7037821,1.4580624,0.5651661,0.9779655,0.9273147,1.2842648,1.0936749,0.8555305,0.75279176,1.3208991,1.1316187,0.99475336,0.7852964,0.77048343,0.97488433,1.2701218,0.8241861,0.744887,1.4221293,1.3725209,1.4805739,0.7266274,0.5551642,0.57587194,1.32003,0.5808802,0.92487097,0.77390105,0.5416482,1.3624997,0.7708228,0.72330415,0.41888833,0.80675066,1.2380117,1.1792402,1.1290563,1.1019715,1.3091621,0.7821647,1.5347838,0.7886143,1.352891,0.7227299,1.3509994,0.76879656,1.2721908,0.7837871,1.1774762,0.8788162,0.62244797,1.1162386,0.80656517,1.0112785,1.0480491,1.1748211,1.3183386,1.1817847,0.5696652,0.9807126,1.1685586,0.7253301,0.7273704,0.7300112,0.31624985,1.0467308,0.7521285,0.8412051,1.0232627
bottle,0.996031,1.0500424,0.23530978,1.489331,0.6288446,0.49233484,0.8949232,0.6136874,1.4118718,1.0991164,1.3244267,0.5352962,1.5222096,1.3396001,0.78845894,1.5287894,1.0890371,0.510216,0.0,0.19271481,1.1015621,1.0805391,1.1393517,0.4380976,0.556651,0.36161506,0.7928418,1.024481,1.1120805,1.2883484,0.8312512,0.8898287,1.205125,1.2456348,0.94821036,1.0119003,0.9068766,1.5078764,1.117891,0.25227082,1.2765062,0.045895875,1.3895744,1.0642679,1.0563346,1.1000257,1.2767026,0.9422083,0.6228949,1.4110599,1.3085382,0.8332708,1.2199528,1.0562185,0.71612525,1.0305287,0.6476688,0.8149861,1.1022296,1.09605,0.488828,0.7870831,1.0394309,0.83398896,1.381577,1.1548352,1.3743461,0.4041357,0.98741674,1.314101,1.4750398,1.3146634,0.55916333,1.5123078,0.8043711,1.1598339,0.90354097,1.3200132,1.3188024,0.4918707,0.7856799,1.4121705,1.2241311,0.93329895,0.36332595,1.0569007,0.7472695,1.0571295,0.449736,1.1018903,1.3764083,1.4405127,1.4576323,1.2565906,0.30068207,0.3911004,1.2921208,0.74055576,1.0371866,0.6776882,0.47059405,1.352952,0.4264927,0.9367963,0.6478238,1.0480685,1.2094932,1.2271264,1.3164141,1.2517085,1.3360138,1.1195574,1.5193837,0.7780458,1.3891587,0.6369397,1.2765467,0.9600105,1.4123824,0.3388151,1.2516334,0.7810968,0.8557718,1.1073993,1.0412889,0.78069645,1.0789938,1.2875732,1.3298203,1.422729,0.45111483,0.674438,0.9216822,0.92149127,1.0140245,0.7830672,0.8418282,0.8954068,0.7130791,0.2998556,1.0931696
bowl,0.9797188,0.9759272,0.24242628,1.544551,0.7210711,0.54551494,0.9095545,0.58744764,1.3421569,0.9565859,1.2351698,0.38290393,1.3970518,1.4599595,0.78840834,1.5125827,1.1327313,0.45110238,0.19271481,0.0,0.9756593,0.9634557,1.1367341,0.59678364,0.5765464,0.33080113,0.7578004,0.87124693,1.0270773,1.2685486,0.76702297,0.84244907,1.2077104,1.2249902,0.6986915,1.0940032,0.67417514,1.4596845,1.1625661,0.22209239,1.1567589,0.15173805,1.4286124,1.2213902,1.1193843,0.9011881,1.405531,0.9915137,0.60525507,1.4358764,1.3867061,0.79458606,1.273001,1.021126,0.87166965,0.94791496,0.55611134,0.82225883,1.1214213,1.1755295,0.49595082,0.89402294,0.9499901,0.91903347,1.4681505,1.184077,1.4008238,0.42922235,1.0084194,1.3508503,1.4959829,1.3647157,0.65748245,1.5114412,0.72556967,1.225996,0.8099621,1.363803,1.3807182,0.45869637,0.95782614,1.5102268,1.1846614,0.806326,0.39317942,0.954583,0.68269527,1.0057606,0.42216468,1.015418,1.4291668,1.5536572,1.4580889,1.2424823,0.24007332,0.30268538,1.3288054,0.5505455,0.9956191,0.76263976,0.26225102,1.4002471,0.5804092,0.9721512,0.5865655,1.2173653,1.1212815,1.1909363,1.3452423,1.2885679,1.4417007,1.0644175,1.579285,0.83094585,1.4107347,0.5907781,1.2635772,0.7501342,1.4337183,0.32152474,1.2580343,0.606961,0.7674782,1.0010992,0.8395135,0.82607174,1.0262471,1.385709,1.3464879,1.4416314,0.40491772,0.66636795,0.92621136,0.96643186,0.9606433,0.94677275,0.6912753,1.0284029,0.8224997,0.34972024,1.1251963
box,0.99030936,1.1534485,1.2021396,1.1780685,1.226274,1.2588302,0.9139227,0.59002537,0.8166125,1.2577351,0.7642101,1.1028222,0.5664325,1.103307,0.95824873,0.9179665,0.84104013,0.5117472,1.1015621,0.9756593,0.0,0.94398326,0.83487517,0.71664953,1.1011801,0.8571141,0.97536355,1.044474,1.1872258,0.66560507,0.95430225,0.8475006,0.9823723,1.0928413,0.99264205,0.89800376,0.8899782,0.83065885,0.9613832,1.1418407,0.73155934,1.0433327,1.0774028,0.9587583,0.71731925,0.3500399,1.0649443,1.2381759,1.1476426,1.0775993,1.2307339,1.325155,0.98540056,0.99828076,0.941657,1.1243774,0.8336642,1.0391762,1.1542168,1.00544,1.2720494,1.0395317,1.1526313,0.9540417,1.2343568,0.94351983,1.1783088,1.2053194,0.9386493,1.1353182,0.95378375,1.1468301,0.85157144,1.178632,0.76048565,0.66742843,0.9204311,1.1245967,0.7993468,1.2526219,0.7691126,1.0631753,1.0108235,0.99083924,1.3195691,0.7525407,1.2658246,1.3133153,1.2372415,0.52599317,1.1849829,1.1585625,1.1800232,0.6504175,1.0494967,1.0136079,1.1437154,0.927666,0.9783901,0.8891732,0.9044353,1.1048486,1.1734223,0.53895056,0.5623097,0.6832813,1.1042067,1.0015861,0.86217767,0.94816977,1.1280878,0.7285389,1.2345713,1.0779018,1.1725157,0.99092627,1.0736015,0.64430344,0.89890474,1.2798829,1.1029687,1.1174328,0.8069596,0.9072132,0.7790032,1.1643652,0.9602529,0.9400689,1.1233971,0.8005229,1.018458,1.3204484,1.2419659,0.8881897,0.74112177,0.8423632,0.4272315,1.0550982,0.7848036,1.2725601,0.94064975
bread,0.98067194,0.956739,1.0362551,1.0721476,1.1790308,1.1308484,0.8062984,1.0978696,1.0123669,1.0221342,1.0672933,0.99155813,1.1498306,1.0952756,1.0856652,0.8498727,1.0783743,1.0281892,1.0805391,0.9634557,0.94398326,0.0,0.8784414,1.202448,1.0865397,1.1139811,1.1293173,0.6626086,1.1075577,1.2939036,0.3106271,1.068883,1.0963116,0.816868,0.9243252,1.0775216,0.535219,1.2114091,0.44630116,0.9720903,1.0011814,1.0854015,1.1979964,1.153837,1.2397417,1.0747007,1.1918533,0.88125396,0.84283066,1.1984751,1.0684911,0.8422077,1.1797872,0.8924449,1.285036,0.88734126,0.90886176,0.98288906,1.1345348,0.9442015,0.9168644,1.0379968,0.93326294,0.75600874,1.0904078,0.9904653,0.93529755,1.0600494,1.0998268,1.2237089,1.1434593,1.0677681,0.87111104,1.0954521,1.0044786,1.2397864,1.0947424,1.0249248,0.8983039,0.8517266,1.0159558,0.91116905,1.1173049,0.8096838,0.96431285,0.47826344,0.8500517,0.82744485,0.84568644,1.1274159,0.9436513,1.2088637,1.0905601,0.86056674,0.98213,0.9366202,0.87570125,0.93873656,0.30858052,1.1059251,0.72993183,1.189563,0.9990042,1.1315768,1.2038213,1.2768987,0.93622655,1.1603048,0.77747864,0.8757028,1.0772632,1.1003166,1.172326,0.9676852,1.0801125,0.8357601,1.1892657,1.0064826,1.1972957,0.949406,1.1806304,0.7644633,1.0649835,0.58510554,0.78532004,1.1559474,0.68602324,1.3253418,1.192828,1.1131997,1.0583966,0.888797,0.7536564,1.1004373,0.5912531,1.2053388,0.9710141,1.1340394,1.3680174,1.0392581,1.233661
broom,0.92025554,1.046325,1.2094779,1.1234701,1.2206427,1.1905283,0.77386665,0.99273133,0.9809168,1.0061891,0.9735412,0.986778,0.9363829,0.9481565,1.0155154,0.86488205,1.1007049,0.9282406,1.1393517,1.1367341,0.83487517,0.8784414,0.0,0.9842949,0.9990763,0.9787026,1.1091057,0.9633003,1.0858344,0.82757235,0.79828495,1.0656159,0.94844675,0.60348475,1.1415658,1.0181513,0.967684,1.0144856,0.82193184,1.0378717,0.8844106,1.163606,1.118534,1.0598849,0.9861883,0.81694746,0.97395325,0.9708628,1.182945,1.1479008,1.1972513,1.0874085,1.0260826,0.9311214,1.0602672,0.91902095,0.86435467,0.9611578,1.1725092,1.1159538,1.1584469,0.8051096,1.0712153,0.98792905,1.2264005,0.99158895,1.0810441,1.1483407,0.9014383,1.1782701,1.017409,0.6470385,1.0685217,0.9276266,0.9014971,1.0200146,1.016465,1.0874155,1.0564716,1.1762341,0.9365592,0.9535548,1.0205631,1.1604942,1.2018003,0.48514563,1.062532,1.0731047,1.1988647,0.9205613,0.9903787,1.060913,0.9609848,0.786076,1.030642,0.9976484,1.0005895,0.8961669,0.7978365,1.0232124,1.0769471,1.0957981,1.2261941,0.9242768,0.96683717,0.92032367,1.1021974,1.0576926,0.92556196,0.8784021,0.97485304,0.6025472,1.0497512,0.8851732,0.94990563,0.75577104,1.1036713,1.0086128,1.0662735,1.1153587,1.2566736,0.9921233,0.93975466,1.0472329,0.81387186,0.90312284,0.9326936,0.9622288,1.0923591,1.0321816,1.0993662,1.1412556,0.85924125,0.8327234,0.50060123,0.9873662,0.9631252,1.1544212,0.8790115,1.1865289,1.0593007
bucket,1.0466846,1.1277437,0.78634846,1.355076,0.79994106,0.7913033,0.9028702,0.5261613,1.1080903,1.1993045,1.1373608,0.9350228,1.1458342,1.0903022,0.8825497,1.2381608,0.91865754,0.5241181,0.4380976,0.59678364,0.71664953,1.202448,0.9842949,0.0,0.85182637,0.49048322,0.92882097,1.215884,1.164111,0.9085094,0.9965251,0.8088575,1.0677242,1.215899,0.891413,0.93739134,1.0132614,1.18237,1.0449802,0.844688,1.1116158,0.39805853,1.2126176,0.9390163,0.80263984,0.82215166,1.0374705,1.1564286,0.9106205,1.2135522,1.2801408,1.1646992,1.1095828,1.0332856,0.66798496,1.1815027,0.7811372,1.0074767,1.1381363,0.95231,1.0798979,0.80263215,1.1598997,0.92526996,1.3156806,1.0215795,1.3579309,0.8061876,0.83446306,1.235538,1.2416823,1.1968372,0.54772675,1.3862678,0.9233898,0.9537341,0.7758458,1.2018011,1.1639706,0.9407556,0.42666942,1.27357,1.1922407,0.9339428,0.8853835,0.8567239,1.1219133,1.3012308,0.9568055,0.73010176,1.2545557,1.2221582,1.3160288,0.9657695,0.8543806,0.8831614,1.1805048,0.7827466,1.0938052,0.6977879,0.77887535,1.1782414,0.7842399,0.5504435,0.58335274,0.7011752,1.2509648,1.1144626,1.1816224,1.1565295,1.2409415,1.0476322,1.3454733,0.82210696,1.283366,0.7787171,1.1681533,0.7126946,1.221461,0.9544209,1.1988897,1.111322,0.6669467,1.0363679,1.0163302,0.98291194,1.0557185,1.0626487,1.1887879,1.10924,0.6182046,1.0774233,1.2047081,0.85467255,0.8013792,0.7312538,0.67008245,0.9193053,0.5700145,0.97391033,0.8918482
butterfly,0.31874478,0.9992155,0.5744653,1.446038,0.7238002,0.64190966,0.8319959,0.84001017,1.448066,0.954792,1.220814,0.6295209,1.4201231,1.2931106,0.41242516,1.452899,1.0061984,0.72175187,0.556651,0.5765464,1.1011801,1.0865397,0.9990763,0.85182637,0.0,0.6208831,0.89041066,0.9083164,1.0247939,1.2372825,0.79293156,0.92211795,1.1299611,1.1547271,1.0734836,1.0596124,0.7550086,1.4127085,1.1516329,0.5572572,1.0985436,0.56764126,1.1356059,0.9529494,1.0596534,1.0238439,1.2029388,0.9960418,0.82362854,1.2912776,1.2811364,0.91309464,1.1950969,0.82944965,0.87552494,0.7860934,0.60800564,0.23828006,1.0946345,1.1923444,0.7773135,0.83555615,0.9322016,1.0087672,1.3687712,1.1683779,1.3503872,0.5649091,0.91049933,1.037939,1.3075056,1.2034868,0.8646859,1.2714531,0.8423745,1.2063,0.9760951,1.2847569,1.2292647,0.70907044,1.0359704,1.3674881,1.0168071,1.0224587,0.7280079,1.02338,0.7949765,0.97089714,0.69318634,1.1776068,1.2756742,1.3577999,1.2859447,1.2609212,0.6344408,0.6424791,1.1269273,0.73696977,1.0427405,0.70608026,0.8072021,1.0938894,0.66531795,1.0294274,0.76767105,1.1351051,1.0963396,0.86522275,1.3223116,1.2046816,1.2675805,0.7848681,1.3829144,0.6690425,1.3227061,0.6647918,1.2476612,1.1813962,1.391114,0.6186131,1.2147565,0.7235502,0.8461117,1.1572437,0.7931394,0.87091136,0.9429959,1.1029528,1.2998945,1.4577637,0.5440034,0.8427303,0.9990947,0.9820428,0.98148614,0.7437872,0.9802954,1.0070804,0.8919023,0.7577957,1.1270288
can,0.9452801,0.8462695,0.47473884,1.4663118,0.8422743,0.6640218,0.9767702,0.37498677,1.3486048,0.90301645,1.2107861,0.31614244,1.1214828,1.3170614,0.8357625,1.4540915,1.174842,0.57294357,0.36161506,0.33080113,0.8571141,1.1139811,0.9787026,0.49048322,0.6208831,0.0,0.8128353,0.8749003,0.83456355,0.77816796,0.83440924,0.8850175,0.85544354,1.096324,0.8896359,1.0249124,0.70549065,1.229785,1.2351284,0.4448223,1.0830756,0.28701198,1.396674,1.1924721,0.91330516,0.69274026,1.2064793,0.81493974,0.82288206,1.3548589,1.4146374,0.8155453,1.2238193,1.1164554,0.8964224,0.8352219,0.6405315,0.9191301,1.1659157,1.2166153,0.66974473,0.77300024,0.80837524,1.1128432,1.4508295,1.3065586,1.3250209,0.4789148,1.1248335,1.3064384,1.4518023,1.207892,0.7819621,1.2282432,0.8821082,1.00269,0.8839342,1.3647664,1.3821901,0.6695826,0.949569,1.444213,1.1694913,0.87037265,0.64073217,0.8889894,0.6570644,1.0719669,0.5823818,0.8748779,1.3503977,1.4249926,1.1863136,1.2644898,0.5151243,0.52559394,1.285211,0.411278,1.1684351,0.7048159,0.6538544,1.3426737,0.70143104,0.87295914,0.57008046,1.0356549,1.0917798,1.1388733,1.4853312,1.3534203,1.3232582,1.116216,1.4524049,0.82652706,1.2505103,0.44704616,1.284709,0.91511387,1.4357014,0.4433732,1.4005979,0.6698095,0.8231256,1.1247295,0.94909215,0.89794433,1.0795753,1.1315362,1.356088,1.3769958,0.5505906,0.7553011,0.92086333,1.0194361,0.8675987,1.0137645,0.88633054,0.9985488,0.46374762,0.6120322,1.0049978
