,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
jacket,1.0437691,0.97028434,1.2737999,0.8449156,1.1806623,1.1908027,0.92990506,1.0751365,0.9200513,0.88004375,0.7692653,1.1698661,0.8317571,0.62296486,1.1929702,0.55665475,1.0717838,1.2901415,1.3146634,1.3647157,1.1468301,1.0677681,0.6470385,1.1968372,1.2034868,1.207892,1.2544694,1.1324652,0.96322834,0.79833996,1.1477994,1.2321355,0.8824234,0.6829478,1.223759,1.1102349,1.2965703,0.7265345,0.935073,1.2835917,0.89384544,1.3442385,0.9312823,0.95367974,1.086134,1.1106073,0.6372499,1.008633,1.2304759,0.9483101,0.882826,1.1015104,1.0057667,1.0992807,1.1748583,0.8958958,1.3312695,1.1858308,0.8585638,1.1469253,1.1563306,0.89680064,0.8623993,1.2668825,0.8682537,0.9201049,0.9202532,1.1817255,1.0306466,0.9869656,0.8912159,0.0,1.2007215,0.53761345,1.2640531,0.9164727,1.221619,0.9719655,1.1039565,1.2290102,1.1227579,0.73925984,1.041804,1.0183822,1.2738543,0.873838,1.1252282,1.0326298,1.2699978,1.0593281,0.7539727,0.5643451,0.6737848,0.97419417,1.286618,1.28795,0.9050295,0.99592,0.9220126,1.293716,1.350127,0.9388604,1.2532502,1.0111165,1.2387396,0.9961671,0.72617006,1.1121601,0.8216851,0.9091654,0.69860035,0.9840654,0.49440295,0.9512616,0.6902591,1.0815356,0.8166234,1.2086703,0.6952417,1.202309,0.77787405,1.1161666,1.1714065,1.2232138,1.2653244,1.0499487,1.1671178,0.9397047,0.68599397,0.8936805,1.2217933,1.1501007,0.9388575,1.1235884,0.8341998,1.0978895,1.2704296,1.0062795,1.160837,1.2032347,1.0040128
jar,1.0273864,1.0536543,0.75872433,1.2944613,0.7899463,0.8252443,0.7869518,0.72116446,1.056957,1.187822,1.1603928,1.029752,1.262446,1.1170957,0.8719549,1.203393,1.0496907,0.7037821,0.55916333,0.65748245,0.85157144,0.87111104,1.0685217,0.54772675,0.8646859,0.7819621,1.0618451,1.2297297,1.2295048,1.1950853,0.75050867,0.77123964,1.2168354,1.2361014,0.79750913,1.0590459,0.902356,1.3060825,0.81478894,0.88240045,1.1670693,0.53713846,1.1555856,0.91504735,1.0235479,1.032988,1.1292535,1.1678402,0.77675164,1.2448841,1.18249,1.1188716,1.2411579,1.0852746,0.7607455,1.175704,0.8572851,0.94256073,1.1492126,0.753636,1.0130082,0.9332236,1.1511271,0.86989796,1.2241296,0.90106046,1.2208191,0.8439267,0.90102184,1.2299793,1.2458042,1.2007215,0.0,1.3744956,0.8719051,1.0652547,0.7925133,1.1867166,0.97871363,0.81375265,0.64840144,1.1135879,1.225703,0.9911514,0.8139001,0.9307046,1.0899664,1.1436055,0.8734318,0.88462186,1.0955634,1.2288525,1.343343,1.0980492,0.86649257,0.8928204,1.1665176,1.0824914,0.7508443,0.75116706,0.6658168,1.2153003,0.68202853,0.74386543,0.71751976,0.9875363,1.1960685,1.1436298,0.9319678,0.99295205,1.1897578,1.028876,1.3018832,0.90527266,1.2566638,0.81299555,1.1996485,0.80876195,1.207463,0.9558523,1.1778419,1.0092843,0.9738125,0.73813856,0.9881505,1.0418724,1.0304973,1.1884788,1.1929252,1.0347363,0.6267067,1.0263764,1.190522,0.93052715,0.91222167,0.8002449,0.6536119,0.9718942,0.88605726,0.93960524,1.0669634
jeans,1.0406998,0.9096444,1.4080563,0.5194981,1.266415,1.2838291,1.1788847,1.2668257,0.78441167,0.9028617,0.8510211,1.1719571,0.58547825,0.6478315,1.3081377,0.628055,1.1322062,1.4580624,1.5123078,1.5114412,1.178632,1.0954521,0.9276266,1.3862678,1.2714531,1.2282432,1.1141882,0.9835772,0.81637084,0.56287664,1.2732425,1.3668315,0.6308055,0.59686136,1.1873266,1.131583,1.2105519,0.4847393,1.1086026,1.4362673,0.8752858,1.5088596,0.6987797,1.041904,1.0336978,1.0369228,0.64974135,0.90932304,1.351191,0.6768964,0.77200663,1.0457412,0.8270192,1.0916328,1.257432,0.71604633,1.4029657,1.26664,1.0394052,1.0106026,1.2290685,1.0994565,0.92079616,1.2606704,0.68682694,1.0401154,0.6587491,1.3102403,1.2433314,0.7046999,0.7040294,0.53761345,1.3744956,0.0,1.2933273,0.87245184,1.3677874,0.72632337,0.9038719,1.2776612,1.217782,0.72506225,0.7848882,1.1625898,1.4429567,1.0698607,1.112932,0.93944204,1.3290081,1.0750009,0.6532881,0.5289468,0.17616934,0.9436293,1.4583998,1.4341505,0.78855276,1.0528858,1.219776,1.3395863,1.5120776,0.6493641,1.3576354,1.2143428,1.3470773,1.0326933,0.8722098,0.86809313,0.9757528,0.96184766,0.61994684,1.1609234,0.28436542,1.0851723,0.31078088,1.2525935,0.73390746,1.2070714,0.6999159,1.259733,0.80026287,1.1326553,1.1771646,1.0936599,1.2476523,1.0962286,1.1109741,0.6942182,0.52144206,0.7467335,1.4831685,1.117366,0.9917257,1.143154,1.0900381,1.3176048,1.4109044,1.0378498,1.1198412,1.3289865,1.0653116
knife,0.96623605,0.99914455,0.88746834,1.1948249,1.0239755,0.96847206,0.8956429,0.9480944,1.0757444,1.0182554,1.1165835,0.83276397,1.0815789,1.26599,0.8006401,1.2728199,0.9724909,0.5651661,0.8043711,0.72556967,0.76048565,1.0044786,0.9014971,0.9233898,0.8423745,0.8821082,0.9711438,0.8939637,1.1722131,1.1653088,0.9648038,0.73351765,1.1883482,1.2368623,0.9845113,0.71337616,0.89514244,1.3055118,0.93238455,0.59026027,1.0619069,0.80972326,1.2507153,1.1497694,1.053203,0.7424648,1.2677536,1.003937,0.9817111,1.2340325,1.2258424,0.9285233,1.1333143,0.8608326,0.9275067,0.98769087,0.3447669,0.9153478,1.0505857,1.0772436,0.8763814,0.9361632,1.1310405,0.97897005,1.2357793,1.097391,1.0518132,0.8762165,1.0726328,1.2747066,0.9431954,1.2640531,0.8719051,1.2933273,0.0,1.0550053,0.8073263,1.114054,0.9789229,1.0091884,1.074427,1.1850493,1.1734012,1.100992,0.80330783,1.0110118,0.8830193,1.0506516,0.89509135,0.8612252,1.2015237,1.3585517,1.3249185,0.9607612,0.4641223,0.41186845,1.1615856,0.86653435,0.9872727,0.88591385,0.7003063,1.282269,0.96379894,0.85576963,0.61992335,1.1183653,1.08248,1.1460178,1.0259563,1.1450901,1.2160265,0.5114496,1.3640949,0.8811307,1.2863064,0.8375281,1.1542013,0.82965475,1.1320822,0.8468466,1.1456854,0.9722556,0.72616255,1.0809774,0.43040776,0.78690374,1.0744873,1.1449369,1.177247,1.2075286,0.8493189,0.9004326,0.88799393,0.38339353,0.95589924,0.9989693,0.604388,1.177161,0.6871735,0.84793895,1.078492
ladder,1.1286411,1.1319578,1.281151,0.9212156,1.1823797,1.2047436,1.1199121,0.73273134,0.8316377,1.1390756,0.7800868,1.2165928,0.44341958,0.9513004,1.1256938,0.84373695,0.9711947,0.9779655,1.1598339,1.225996,0.66742843,1.2397864,1.0200146,0.9537341,1.2063,1.00269,1.0170584,1.2221026,1.0553352,0.40345037,1.2291806,0.96012473,0.7959468,0.99846286,1.190046,0.9049382,1.2529395,0.61342084,1.0975415,1.2643495,0.88180864,1.1612251,0.8642855,0.93272704,0.55814075,0.74931127,0.82462347,1.163998,1.2550032,0.76600945,0.95821524,1.3109992,0.82436526,1.2458248,0.9618397,1.179604,1.1693103,1.2790089,0.89077413,1.0489185,1.2386258,1.1500754,1.1547171,1.2293653,0.9173702,1.0382289,1.0843569,1.2759696,1.1184914,0.8311603,0.78738743,0.9164727,1.0652547,0.87245184,1.0550053,0.0,1.0221663,0.9293897,0.9306596,1.348423,0.92978746,0.9505881,0.9321736,1.1156303,1.3162222,1.0979375,1.2743194,1.1877862,1.3149793,0.64069885,0.98602194,0.8124548,0.8672615,0.9352394,1.204244,1.202637,1.157124,1.1090727,1.1317264,1.0251949,1.2369694,0.84862304,1.2088366,0.8951583,0.9529005,0.63316596,1.0120993,0.9980072,0.9129786,0.9364036,0.95369875,0.9482605,0.8640083,1.1951917,0.9820039,1.075856,0.6946307,0.9334445,0.36450112,1.3034513,0.82675266,1.254404,1.049242,1.0740526,1.1395024,1.0956618,1.2047288,0.73978364,0.8675767,0.6748479,1.2707317,1.2985628,1.1499212,1.0874727,1.0647371,0.9605537,0.84671396,0.9121722,0.701681,1.2214944,0.63857466
lamp,1.086975,1.0072697,0.9653406,1.191799,0.92382276,0.9073056,1.063033,0.972055,0.8413438,0.950999,0.9637131,0.9312673,1.0392293,1.145743,0.78386474,1.1188881,1.0381227,0.9273147,0.90354097,0.8099621,0.9204311,1.0947424,1.016465,0.7758458,0.9760951,0.8839342,1.0048013,1.0859699,0.9428647,1.0911695,0.98415685,0.48113233,1.0712206,1.3057218,0.59689474,0.9393336,0.77886516,1.1663297,1.0345398,0.92811036,0.94170856,0.86922216,1.1611419,1.1509678,0.7896656,0.8822807,1.2218318,1.0643313,0.8736936,1.0391963,1.1632669,1.0660256,1.0987505,1.0049863,0.90491855,1.2063317,0.73938906,1.0282953,0.949112,0.842014,1.0472732,1.0758533,0.9769043,1.0594431,1.1520641,1.0268239,1.1441567,0.93766916,0.71819794,1.1773229,1.0435987,1.221619,0.7925133,1.3677874,0.8073263,1.0221663,0.0,1.131143,1.0950254,0.9751403,0.91771924,1.1267364,1.2034178,0.8692912,0.8728374,0.9534452,0.8995108,1.1118592,0.9022656,0.866887,1.0906385,1.2471985,1.2669007,1.0441773,0.88195956,0.87809485,1.1255804,0.9638093,1.057487,0.824927,0.6320926,1.2092211,1.0813408,0.8650139,0.93778586,1.003858,1.0039685,1.0078498,1.1742198,1.0434973,1.1875268,0.85170114,1.259605,1.0301429,1.2933798,0.84659433,1.1265119,0.58146906,1.1587632,1.0780513,1.0975509,1.0329556,0.9904235,0.7440085,0.60138375,1.0078624,1.1140052,1.155479,1.1452422,1.0353478,0.7871387,1.0910356,1.013803,0.9340525,0.9596194,1.0857689,0.7822105,1.0705107,0.8390151,0.9871607,0.68574125
leg,1.1789464,0.91782445,1.3057353,0.4244411,1.1787698,1.2150962,1.1474788,1.2905716,0.87270504,1.1519002,0.96260065,1.2739263,0.8226165,0.8491305,1.2925472,0.8163812,1.0667852,1.2842648,1.3200132,1.363803,1.1245967,1.0249248,1.0874155,1.2018011,1.2847569,1.3647664,1.1842747,0.95137924,1.1149175,0.9294567,1.2395961,1.1303352,0.9727061,0.9780754,1.0941551,0.92998004,1.1736606,0.77862704,0.9013142,1.3229951,1.0261616,1.3157777,0.81886196,0.9931295,1.0402498,1.1049087,0.8165126,0.9192682,1.1845089,0.8238429,0.7171104,0.8930829,0.7912971,1.1549215,1.0649623,0.84577626,1.2753218,1.2739322,1.0535156,0.91396147,1.1585534,1.1141397,1.1896983,1.0357784,0.69195616,0.96103185,0.50641906,1.2865897,1.1762471,0.87104154,0.7785146,0.9719655,1.1867166,0.72632337,1.114054,0.9293897,1.131143,0.0,0.81289107,1.2286229,1.0085278,0.70637006,0.93123037,1.0914559,1.2120509,1.0805138,1.0914303,0.85175085,1.1619064,1.0285989,0.81992143,0.7351079,0.66333395,0.9022434,1.2974418,1.2575903,0.8529304,1.2875414,1.1046302,1.2004426,1.315819,0.7671877,1.1342174,1.0370992,1.2524025,0.9973575,1.0103722,1.0609806,0.87769324,0.97913986,0.7932376,1.1183553,0.7056735,0.9647964,0.6028601,1.2713785,0.82607865,1.0894699,0.83236176,1.1938345,0.8900966,1.2280647,1.0826187,0.9701965,1.1180217,1.1554035,1.0003409,0.91455483,0.854572,0.7981054,1.3822079,0.7719503,0.8917976,1.0874367,1.0872886,1.2013545,1.198196,1.0018448,1.122995,1.1943378,1.0011041
meat,0.98773515,1.1116238,1.374761,0.69536203,1.1965938,1.2831805,1.0626034,1.1669397,0.79974484,1.3214617,0.8945129,1.3641636,0.84001696,0.8587878,1.078216,0.79852426,0.9678959,1.0936749,1.3188024,1.3807182,0.7993468,0.8983039,1.0564716,1.1639706,1.2292647,1.3821901,1.1283865,1.0115608,1.1688724,0.9903778,1.1025691,1.0128354,0.9896472,0.93984234,1.1026543,0.9019282,1.1341437,0.8734063,0.7907857,1.3454875,0.9214906,1.3291283,0.8076581,0.8662502,0.9197382,1.0199238,0.8613174,1.0811666,1.290929,0.80432266,0.9367273,1.120965,0.8176023,1.0443327,1.0432435,1.0439217,1.1114668,1.068559,1.1101316,0.85327053,1.2738886,1.0746362,1.2733068,0.8797961,0.835343,0.83460444,0.7129952,1.3388557,1.0429966,0.89353365,0.79410106,1.1039565,0.97871363,0.9038719,0.9789229,0.9306596,1.0950254,0.81289107,0.0,1.2446151,0.9468934,0.73478186,0.9266056,1.1729732,1.2834927,0.94956106,1.2510326,1.0788738,1.3160342,0.9641626,0.80303574,0.8283503,0.8912797,0.6863868,1.2893054,1.2514967,0.9584775,1.2979993,0.94925874,0.9885727,1.2144513,0.830269,1.161472,0.89287573,1.1018282,0.7882931,1.1058122,0.8923593,0.37774843,0.77000403,0.8965645,0.9482262,0.8786699,1.1710118,0.8681872,1.288429,0.97869617,1.0019053,0.8697543,1.3204565,0.9425235,1.2057756,1.1034211,0.85143495,0.98608625,1.1088635,0.891667,0.8082077,0.9107469,0.7210742,1.3769437,1.1632146,1.0867665,0.91580164,0.9353724,1.0491605,0.9478313,1.057667,1.1191078,1.2983253,0.9894933
melon,0.8753403,0.8259706,0.29458988,1.334619,0.61887103,0.5987772,0.7923656,0.8698141,1.4436264,0.9845453,1.375431,0.63591117,1.5128243,1.2927799,0.83963454,1.3816619,1.1155236,0.8555305,0.4918707,0.45869637,1.2526219,0.8517266,1.1762341,0.9407556,0.70907044,0.6695826,0.96974826,0.8437017,1.0534294,1.421593,0.6986438,0.9776174,1.1560174,1.0841113,0.8750574,1.1116616,0.7480169,1.4418089,1.0547497,0.45198363,1.293229,0.49485356,1.2776169,1.0458006,1.2397064,1.1737636,1.2491353,0.77613336,0.47354388,1.3464533,1.1863173,0.6461514,1.2543168,0.89758015,0.8733541,0.85979825,0.8399671,0.72384727,1.1886661,1.0413015,0.5437198,0.87760127,0.9651459,0.8135576,1.1943138,1.1699749,1.1792629,0.46270442,1.100356,1.2386332,1.41049,1.2290102,0.81375265,1.2776612,1.0091884,1.348423,0.9751403,1.2286229,1.2446151,0.0,1.0402449,1.2022518,1.0733472,0.82418644,0.47492975,1.0504485,0.66337615,0.83358943,0.44337094,1.3231448,1.1416665,1.3550718,1.278161,1.3436849,0.5604567,0.585659,1.1163641,0.7951819,0.9535764,0.6420884,0.65095675,1.2529145,0.43564403,1.1011941,0.9189668,1.2767221,1.1287571,1.0237917,1.2158216,1.2106259,1.1531233,1.1614485,1.3462105,0.854645,1.1413547,0.7119719,1.2563426,1.1844168,1.3822532,0.4489175,1.255857,0.5659778,0.9688782,1.0027583,0.99009645,0.8588304,0.95782,1.2777274,1.2045637,1.4425938,0.55931216,0.61048347,0.8887157,1.0945128,1.0537622,0.9008031,1.1103096,1.0875727,1.0663396,0.51775473,1.2478051
milk,1.0501415,1.1444874,1.0926594,1.1288093,1.0001704,1.0861685,0.89235544,0.86504173,0.9263138,1.25758,1.0888053,1.1636589,1.0760506,0.94329286,1.0146043,1.0306443,0.95637614,0.75279176,0.7856799,0.95782614,0.7691126,1.0159558,0.9365592,0.42666942,1.0359704,0.949569,1.0879612,1.1657354,1.176947,0.99465376,0.98208433,0.92055845,1.0848122,1.0765029,0.96013486,0.944349,1.0122393,1.0853832,0.9416088,1.1023607,1.1258574,0.82198423,1.0394958,0.84644663,0.7924522,0.9328895,0.92423046,1.1248515,0.9269967,1.0465246,1.0952601,1.1516564,1.0623777,1.0484673,0.85176957,1.1200027,0.9645919,1.0485729,1.1583208,0.78980815,1.1525232,0.9913918,1.1774942,0.6818615,1.0836083,0.8871533,1.1301183,1.0859822,0.8403909,1.0669241,1.1428224,1.1227579,0.64840144,1.217782,1.074427,0.92978746,0.91771924,1.0085278,0.9468934,1.0402449,0.0,1.0540953,1.0737634,1.0146943,1.0794288,0.8951422,1.1772587,1.1970191,1.1102068,0.9202245,1.1066523,1.0092983,1.1517693,0.7901159,1.1149349,1.105088,1.0732855,1.1068673,0.9920294,0.8198575,0.9077387,0.9911328,0.95777243,0.8035948,0.8762548,0.73902583,1.20475,1.0243787,0.9939238,0.9184704,1.0692507,0.9976826,1.1511669,0.9975704,1.1456244,0.9430389,1.1204422,0.8134127,1.0236185,1.1770036,1.0463982,1.1600015,0.9004772,0.8861735,1.0163078,1.1098294,0.958191,1.0196065,1.1006176,0.9566563,0.89736617,1.1084758,1.1597258,0.89996505,0.88931054,0.75659084,0.8381016,0.9278938,0.8694041,1.1372575,0.922367
mitten,1.0894357,0.79937255,1.3026133,0.5944895,1.0299826,1.2500005,0.9058791,1.1396681,0.87225544,1.1548415,0.9637657,1.4191866,0.8567633,0.5931325,1.1574768,0.52166414,0.9403815,1.3208991,1.4121705,1.5102268,1.0631753,0.91116905,0.9535548,1.27357,1.3674881,1.444213,1.2331532,1.0563387,1.2132638,0.9223222,1.0816123,1.1214775,0.95089835,0.9076431,1.1062877,1.0152498,1.210177,0.7587325,0.8726002,1.4521309,1.0525833,1.4517119,0.76829803,0.5305831,1.0764798,1.1959126,0.6465961,1.0149026,1.0662663,0.8462191,0.85896593,1.0120503,0.9173515,1.0605812,1.0063868,0.89443636,1.3083163,1.1450324,1.178391,0.9270706,1.322073,0.6594298,1.1475325,0.9849248,0.80396986,0.9613667,0.58753586,1.2498683,1.1090196,0.9328682,0.7921798,0.73925984,1.1135879,0.72506225,1.1850493,0.9505881,1.1267364,0.70637006,0.73478186,1.2022518,1.0540953,0.0,0.9007454,0.9779075,1.1955711,0.9594178,1.1860305,1.0170847,1.1970766,1.0684031,0.7557511,0.609888,0.82709485,0.94285476,1.4408858,1.4190776,0.77731884,1.2032317,1.0105325,1.173636,1.3682755,0.8353574,1.1442894,0.89000434,1.2547295,0.9446608,1.0580454,0.88903904,0.6923747,0.85889256,0.6123831,1.0615758,0.7554829,0.8768645,0.7123424,1.2279832,1.0209708,1.1626179,0.7849258,1.3080769,0.94606864,1.3132945,1.1488125,0.97911483,1.1255533,1.1589477,0.9428503,0.6769382,0.9058613,0.82657623,1.2809684,1.0461283,1.0792468,0.9994343,0.8937474,0.8458425,1.1138327,1.0278835,1.1952301,1.336303,1.1158221
motorcycle,0.9335939,0.95766914,1.0789199,0.9418087,0.9976261,1.1786926,1.0503244,1.073591,1.0856434,1.1411333,1.0012383,1.1736425,0.9250997,1.0063109,0.96987134,1.002217,0.85179484,1.1316187,1.2241311,1.1846614,1.0108235,1.1173049,1.0205631,1.1922407,1.0168071,1.1694913,0.55915105,0.9773461,1.1386757,0.9229826,1.0994028,1.1095437,0.91029733,0.6759359,1.1018087,1.0826105,1.1622062,0.9060401,1.1505876,1.2135973,0.94789606,1.233401,0.7893118,0.68045974,0.9452174,1.0038685,0.90727246,0.984318,1.1303903,0.85175693,0.9497305,1.0745596,0.6449596,0.8445053,0.9182503,0.8798103,1.1207216,0.94504166,0.97732097,0.94420743,1.1258352,0.98175025,1.1766213,0.9881343,0.9186781,1.0590302,0.9463129,1.0360026,0.99684334,0.6517639,0.94866693,1.041804,1.225703,0.7848882,1.1734012,0.9321736,1.2034178,0.93123037,0.9266056,1.0733472,1.0737634,0.9007454,0.0,1.1840992,1.196761,1.1130685,1.1543566,0.98057944,1.1632054,1.0074241,1.0036571,0.91963404,0.81115025,1.0121169,1.237902,1.226638,1.0090928,1.0490566,1.1859217,1.027787,1.2749921,0.63810605,1.0668036,1.0393059,1.0899045,1.0084078,1.0632855,0.6265708,1.1003938,0.9953341,0.9593572,1.0444522,0.89547145,0.99749714,0.8227772,1.2410903,1.0223286,1.1654496,0.9740436,1.154977,0.8785056,1.1140646,0.91584194,1.0072051,1.0878223,1.1918726,0.8379584,0.49545944,1.0189109,1.0490388,1.1632141,1.0948069,1.0989499,1.0922339,1.09647,0.84221715,1.0863874,0.7797367,1.1149441,1.2116818,1.038951
muffin,1.0165848,0.9214274,0.84274775,1.1504555,0.9079922,0.9227783,1.0903527,0.7867824,1.0852326,0.8373281,1.0085696,0.7905982,1.0523244,1.1269917,0.97783303,0.81753325,0.9952057,0.99475336,0.93329895,0.806326,0.99083924,0.8096838,1.1604942,0.9339428,1.0224587,0.87037265,1.1118621,0.9757934,0.82020456,1.1220741,0.9266734,0.9494117,1.1164769,1.2195389,0.8269571,1.0248078,0.7858062,0.995535,0.9558202,0.9015988,1.0852139,0.89305824,1.0565779,0.9920276,1.1852081,1.004277,1.1468601,0.98875564,0.80663794,1.1073738,1.08517,0.9383486,1.1734055,1.0622088,1.0468192,1.0351638,1.0289354,1.043032,0.95315504,1.222041,0.8952784,0.8870814,0.72918713,1.1758077,1.1130632,0.9996388,1.1346501,0.801371,1.0473306,1.1163435,1.1369934,1.0183822,0.9911514,1.1625898,1.100992,1.1156303,0.8692912,1.0914559,1.1729732,0.82418644,1.0146943,0.9779075,1.1840992,0.0,0.8521511,0.86190003,0.86080074,1.0120803,0.71245456,1.0946774,0.8875662,1.126998,1.0913768,1.1127294,0.8911058,0.87996453,1.0875254,0.75456905,0.9215056,1.0322729,0.7625472,1.133044,0.92152596,0.85972816,0.9731401,1.1024816,0.74994516,1.1217664,0.9897351,1.1455994,1.0860062,1.2369651,1.1577277,1.0171161,1.1342603,0.9136986,1.0976728,0.9201971,1.1136249,0.8904808,0.9758658,0.8585346,1.0986619,0.9412447,1.062479,0.9882418,1.0310938,1.2042407,1.0685582,1.0874237,0.8745356,0.9386485,1.0917304,1.2439858,0.8727665,1.0344914,0.953853,1.0241264,1.1178278,0.8779006,1.0568767
nail,1.1592821,0.7651298,0.29957682,1.2678056,0.580312,0.494061,0.95994055,0.9206456,1.4220759,0.93059975,1.4306939,0.58445835,1.5754644,1.2933729,0.86968076,1.497036,1.1587238,0.7852964,0.36332595,0.39317942,1.3195691,0.96431285,1.2018003,0.8853835,0.7280079,0.64073217,0.98774487,0.67810774,1.1112351,1.4622635,0.8740859,0.92331237,1.1910765,1.1940895,0.87523246,1.0232743,0.8718111,1.5304701,1.1659597,0.31842297,1.3901461,0.4087894,1.4339695,1.1015203,1.2053154,1.1732934,1.3137746,0.5729734,0.4095332,1.4185637,1.1400774,0.35040903,1.2116777,1.0173486,0.91456246,0.8369875,0.76722026,0.9239385,1.1384275,1.1524745,0.25760174,0.7969892,1.0205463,0.75224155,1.1829119,1.155814,1.006924,0.26956272,1.0924929,1.3603523,1.4774761,1.2738543,0.8139001,1.4429567,0.80330783,1.3162222,0.8728374,1.2120509,1.2834927,0.47492975,1.0794288,1.1955711,1.196761,0.8521511,0.0,1.1744943,0.3719023,0.5842937,0.22643483,1.300285,1.2901866,1.4297551,1.4187683,1.3123518,0.3849026,0.4228499,1.1646152,0.80908513,1.0257804,0.91049683,0.5413903,1.4192467,0.4520113,1.1382856,0.8436484,1.2775764,1.1896439,1.2092196,1.302706,1.2578459,1.2383966,1.1257515,1.4454819,0.7390522,1.2132432,0.6771171,1.2565088,1.124226,1.4044243,0.20883548,1.2735928,0.7610289,0.97817916,1.1279683,0.9671637,0.87036085,0.9299959,1.3867745,1.3142928,1.5278833,0.47084963,0.32258785,0.6779196,0.8730199,1.1543941,0.92998475,1.0467921,1.0753257,0.96941906,0.25176227,1.1578233
napkin,0.9017563,1.0428225,1.1149268,1.1327296,1.2621567,1.2073929,0.76273227,0.8817454,0.96413976,1.1321257,0.9184677,0.99849075,0.99275064,0.947018,0.9920002,0.6584744,1.098525,0.77048343,1.0569007,0.954583,0.7525407,0.47826344,0.48514563,0.8567239,1.02338,0.8889894,1.018835,0.860413,1.1257898,0.98382264,0.47152555,0.99419904,0.9543704,0.68757117,0.91640204,0.9967865,0.6392498,1.0851802,0.73744357,1.0657578,0.85665834,1.0258987,1.1976721,1.0701646,1.055786,0.9077678,1.0014331,1.0381346,1.0792266,1.2398063,1.3361015,1.0930861,1.1262705,0.97313356,1.1004517,0.91917145,0.81819266,1.0075576,1.2303277,1.0192683,1.1987312,0.7422407,1.0167462,0.98717844,1.3308635,0.9389096,1.1185681,1.1308043,0.98308843,1.2913866,1.235359,0.873838,0.9307046,1.0698607,1.0110118,1.0979375,0.9534452,1.0805138,0.94956106,1.0504485,0.8951422,0.9594178,1.1130685,0.86190003,1.1744943,0.0,1.0293682,1.1238264,0.9963304,0.92478913,1.0608078,1.1398958,1.0328653,0.6233187,1.0569227,1.0288856,1.0926187,0.6391362,0.5491733,0.977234,0.78564036,1.1947392,1.164322,0.831584,1.0853947,0.9901283,1.0898839,1.1484234,0.8002323,0.9381225,1.0884463,0.9347895,1.1789844,0.84563476,1.0115807,0.70899874,1.2599826,0.8116307,1.234828,1.1319729,1.267685,0.88894457,0.8542726,0.8099605,0.8117266,1.199049,0.83758867,1.1208723,1.1817248,0.95927644,1.0508977,1.13591,0.92778575,1.0512832,0.06483036,1.1618185,0.7077485,1.0833504,1.0370048,1.2428521,1.0753082
necklace,1.0814055,0.7262233,0.6570225,1.0966996,0.9316697,0.8192793,1.0971528,0.9696513,1.3873171,0.83511794,1.350313,0.41841108,1.400522,1.1238664,0.99745756,1.3918095,1.2860798,0.97488433,0.7472695,0.68269527,1.2658246,0.8500517,1.062532,1.1219133,0.7949765,0.6570644,1.0701052,0.42821944,0.9135096,1.2617635,0.78999305,0.99140555,0.9133029,0.9563398,0.9501887,0.9555885,0.7676436,1.4535009,1.1816797,0.48952907,1.2818909,0.76789176,1.4330344,1.1652582,1.151784,1.0606654,1.1735152,0.33737952,0.7191468,1.367064,1.092549,0.22137892,1.1885849,0.9846469,1.1559205,0.5807537,0.69991946,0.9488699,1.1225489,1.1445479,0.29270768,0.9442493,0.8067837,0.85506004,1.0465254,1.2546746,0.75002027,0.448366,1.1756063,1.328583,1.3399878,1.1252282,1.0899664,1.112932,0.8830193,1.2743194,0.8995108,1.0914303,1.2510326,0.66337615,1.1772587,1.1860305,1.1543566,0.86080074,0.3719023,1.0293682,0.0,0.4319842,0.31412315,1.3196969,1.1742849,1.282817,1.1153841,1.2650735,0.5738913,0.53584766,1.0585088,0.7001172,1.0356438,1.00105,0.77613676,1.3838956,0.73286957,1.2662723,1.0225315,1.3240411,1.0554309,1.1878263,1.4174662,1.2868654,1.0885413,1.0256623,1.2387435,0.9125741,0.961224,0.60335463,1.3172338,1.224884,1.4206908,0.3358255,1.2544326,0.6500375,1.1231675,1.1120121,0.8026576,0.95205504,0.91879284,1.2846122,1.2669828,1.4759009,0.75597626,0.31030655,0.5308288,0.851819,1.0685984,1.1965914,1.2144893,1.1054426,1.0013753,0.48301762,1.1327982
