,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
box,0.9817415,0.9313459,1.1403588,1.1627687,1.1341099,1.1372244,1.2463107,0.67283034,1.059303,1.0386512,0.7814841,0.9400927,1.0401913,1.0545259,1.1655654,1.07906,0.5319987,0.9673031,0.848911,0.0,0.89683974,1.0237901,0.7781793,1.012043,0.7688607,1.0491302,0.9231538,1.1232952,0.72005403,1.0465353,1.0025508,1.0935642,1.0314425,1.0268301,0.9149819,0.9811181,0.8882834,1.0433983,1.1844783,0.9768591,0.82519937,0.6119367,1.0648015,1.1171062,1.1278199,1.0407194,1.0539899,1.0415624,0.94238234,0.89635223,1.0092151,1.0765018,1.0822457,1.116963,1.1215808,0.94088095,1.1536739,1.1280079,1.1441284,0.9455376,1.116122,1.0705118,0.9612773,1.1533488,0.8120837,0.70826185,1.0221106,0.81055427,1.1627975,1.0068467,1.1331497,0.88719004,1.0783905,1.0930007,0.92082566,1.0923481,1.1014951,1.1034822,0.6577618,0.90260684,0.84140575,1.0854485,0.8483336,0.88074046,1.0376307,0.8999893,0.88499844,1.0950812,0.94484115,0.9950884,0.79092336,1.0793334,1.126256,0.9553774,1.1049829,1.0867606,1.0649571,0.965829,0.78625405,1.1262251,0.9900278,1.1444173,1.0756575,0.9876121,1.0451953,1.052514,1.0967935,0.991224,1.127206,0.9833922,0.9182329,1.0865334,0.9689169,0.85520554,0.91400766,0.96338606,1.0993382,1.0858878,1.0312173,0.9177265
bread,1.1128861,0.7869438,0.72352535,1.0452757,1.0616785,1.064576,0.8499292,0.9492703,1.2379506,1.3063116,0.64899194,1.1261014,1.0299622,0.9790124,1.1341639,1.213756,1.1243076,1.0033323,0.79721445,0.89683974,0.0,1.2048745,1.0000383,1.0102669,0.9437127,1.0140587,1.1347997,1.0990863,1.1468272,1.1100979,1.1416641,1.0400486,1.1657842,1.2140415,0.28715265,0.7508318,1.3564212,0.9940936,1.2669418,1.0622442,1.0196166,0.7601733,1.0842216,0.77807546,1.0751036,0.5120244,0.5694567,1.0370142,0.9478566,0.45860606,1.0600802,1.1515151,0.70073354,0.98733544,1.1482576,0.9243368,0.9683542,0.8334494,0.74551445,1.0549833,1.2921569,1.212532,1.0018483,1.1697874,0.78970027,1.0298783,0.88475716,1.2146268,1.0952555,1.1704977,0.5965577,0.8804018,0.7765869,1.0135316,1.1048257,1.0900757,1.0300496,1.0101041,1.1936713,0.7418623,0.8291255,0.9992479,0.6829591,0.97667956,1.1087289,0.8091477,1.1349982,0.8289819,1.1497934,1.0076169,1.2313946,1.0028923,1.1345099,0.9704709,1.1226246,0.855802,0.726956,1.0051364,0.9782633,1.0959716,0.54507816,1.124793,0.9297741,0.8901354,0.614992,0.885311,1.0958523,1.2615261,1.129499,1.1849617,1.1519796,0.50501704,0.934744,0.60300756,1.1028993,1.1072778,1.1558821,1.3111877,0.6528667,1.1778611
broom,0.8157774,1.2585382,1.2711159,0.95561254,1.0121809,0.95593274,0.9322108,1.0021788,0.8822821,0.7589005,1.2632226,0.7622483,0.96796715,1.0356448,1.0343641,0.87423927,1.008594,1.2586021,1.2426264,1.0237901,1.2048745,0.0,1.1822408,1.0760804,1.3704236,1.2094309,0.90407807,1.225465,0.8703119,1.0596477,0.92593575,1.0393255,1.0909619,0.8934776,1.1019727,1.3275048,0.59520113,1.190947,0.9496917,0.729,1.0949435,1.0836353,0.9381484,1.0122352,1.0100831,1.2149897,1.1484623,0.87387556,1.0880293,1.1880282,0.98135066,0.789456,1.3471664,0.99277055,0.90995187,0.98681235,1.0438193,1.0264448,1.3508283,1.0434555,0.76124036,0.92911035,0.97893137,0.9138396,1.124724,1.0412184,1.3201487,1.0007291,0.8963674,1.0345703,1.3381702,0.947584,1.1496228,1.1868407,0.87137973,1.071467,0.97710097,0.9931985,0.83631533,1.3037846,1.2118576,0.9379955,1.3097,0.8412052,0.8597753,1.1047841,0.9555895,1.0288082,0.8748805,1.207738,0.88910645,0.9258118,0.8115556,1.1575736,1.0098492,1.0709472,1.3010471,0.85147727,1.1882074,1.0301487,1.3650694,0.9503484,1.2260005,1.1348215,1.0634241,0.9666912,0.89913297,0.58383936,0.9496017,0.7009599,0.94082373,1.3536187,0.9318676,1.3097904,0.8194668,0.69712764,0.85740095,0.6856812,1.3654462,0.94478357
bucket,1.3307064,0.7628747,0.86922956,1.3953078,0.88405836,0.9479903,1.0463227,0.4319173,1.2120814,1.319071,0.8892948,1.2925482,1.2721206,1.0749549,1.4025834,1.1602719,0.8090474,0.38830012,0.55271393,0.7781793,1.0000383,1.1822408,0.0,1.0099509,0.4747156,0.9052775,1.0973277,1.1278447,0.8260724,0.8286161,1.0673219,0.71564215,1.119359,1.2291164,0.8449877,0.7988648,1.0730616,0.3641578,1.4172357,1.1038142,0.7642626,0.86814964,1.2130244,0.86797297,1.195964,1.086988,1.027932,0.9058889,0.9956114,1.0329852,1.0524247,0.98336786,0.9786748,1.281458,1.273674,0.7960642,1.2236611,1.2980006,0.9271921,1.0901321,1.2677623,1.330962,0.6834856,1.3915399,0.8580699,0.63958615,0.7124904,0.3482476,1.2379613,0.8001754,0.870723,0.98862857,1.111109,0.8506633,0.94487584,1.0840764,1.3761451,1.210174,1.1652339,0.8345564,0.7773541,1.0491244,1.0167626,1.2171599,0.94828063,0.5967434,1.1986475,1.0066434,0.85140866,0.623556,0.7629683,1.0462631,1.1554798,0.7986169,1.3508549,1.0991457,0.92173225,0.89870316,0.5673348,1.0811944,0.8731777,1.2701594,0.8479854,0.96472,0.9644295,0.85108286,1.2100227,1.1777579,1.3885322,1.2689722,0.64979124,1.0183634,1.1322595,0.7408415,0.74286985,1.0644308,1.2668427,0.9847047,1.0282446,1.063141
butterfly,0.97497606,0.88563806,0.85614824,1.2555138,1.0209296,1.0483568,0.99732447,1.0059452,1.255594,1.2363386,1.0545012,1.3156942,1.1943325,0.88435537,1.1827469,1.2324115,0.81203747,0.86574423,0.95699704,1.012043,1.0102669,1.0760804,1.0099509,0.0,0.9845407,0.94608235,1.0371809,0.99492687,1.1439791,0.92576844,1.2382115,0.93414235,0.9056027,1.304303,0.98191375,0.7860709,1.2063224,0.8966,0.9142231,0.89802057,1.0198995,1.0535264,1.0599071,1.0542475,1.144565,0.976311,0.53473157,0.821358,0.88296187,0.87798226,0.18302906,1.0744598,1.0003101,1.1331468,1.1004678,0.8580894,1.1291323,1.0450593,0.850856,0.8438623,1.1789337,1.1474801,0.94556284,1.2363266,0.94846475,0.96117264,0.8376105,1.0636244,1.0457503,0.79003894,0.8813865,1.1751018,1.0618083,1.0082064,1.25872,0.7052094,1.166532,1.156172,1.096353,0.8478012,0.86892605,0.92375654,1.1283531,1.0676397,0.94081986,0.9773388,0.8802267,0.8695394,1.1493666,0.80991143,1.1439799,0.89529777,1.1516657,0.7860743,1.1787622,1.0506309,1.1014972,0.9567195,1.0450711,1.1810086,0.81344324,1.1389523,0.9343339,0.9360814,1.115885,0.85626274,1.022489,1.0818197,1.2577044,1.2033135,0.9689646,0.9344782,1.0250475,0.93401307,0.69436395,1.1780641,1.1509756,1.1173823,0.9417242,1.0712061
can,1.4205639,0.5607788,0.7343384,1.3084397,1.086468,1.1515386,1.2065934,0.7126373,1.124193,1.3066107,0.5998286,1.2842278,1.3703969,1.0383358,1.227658,1.1475024,0.970908,0.4680916,0.49785304,0.7688607,0.9437127,1.3704236,0.4747156,0.9845407,0.0,0.6544106,1.164509,0.7736289,0.7289483,0.89685094,1.0132221,1.0867882,1.0161214,1.186394,0.89315546,0.54343295,1.1565831,0.6259459,1.2927635,1.228796,0.72452676,0.68451375,1.0877705,1.2456044,1.2401748,0.9461277,0.9335638,1.0109252,0.93929935,0.8817966,1.0568678,1.3659532,0.67727643,1.244643,1.0828929,1.1374933,1.1803882,1.338635,0.700484,1.0153823,1.2220503,1.2833096,0.95266366,1.3820014,0.76965606,0.56566477,0.50630707,0.82753754,1.3327836,0.86410964,0.73649395,1.1665926,0.99076414,0.71900994,0.95022607,0.9420904,1.2819369,1.0275309,1.3443446,0.58614933,0.64862144,1.0381736,0.69136894,1.401223,1.0145161,0.82005596,1.126797,1.020509,1.0856382,0.49254817,0.9337182,1.0408499,1.0904373,0.7341312,1.2668633,0.98084825,0.67710733,1.1498145,0.5047688,1.0287935,0.5908471,1.1936901,0.6310653,0.8364047,1.044721,1.0695763,1.1936682,1.2585827,1.3383678,1.4538743,1.0346938,0.7627204,1.268625,0.6714767,0.8659531,1.2957056,1.2922252,1.0274582,0.72217566,0.9866976
car,1.2540445,0.80614626,0.7876699,1.29506,0.9490975,1.0189118,1.1721113,0.98785716,1.1677474,1.2768849,0.7085045,1.316675,1.3602334,0.9883378,1.0983435,1.1246414,1.0307627,0.69864655,0.6167022,1.0491302,1.0140587,1.2094309,0.9052775,0.94608235,0.6544106,0.0,1.1490328,0.6126796,1.0296258,0.8572562,1.1430483,1.0744022,0.82378983,1.2052116,1.0433323,0.6998798,1.244787,0.7583798,1.1025441,1.1352993,0.9445037,0.8505079,1.1702819,1.116678,1.1973029,1.0446421,0.824319,0.8423226,1.0110205,0.9961366,0.95147175,1.2047577,0.7581969,1.222357,0.9151723,1.1301271,1.1490893,1.2562082,0.778879,1.0012046,1.1207619,1.3240061,1.103346,1.3100269,0.8935331,0.83999527,0.6123655,1.0271269,1.2331166,0.6914829,0.8104435,1.1680157,0.9226095,0.81824636,1.1059713,0.75472206,1.3103877,1.0539062,1.3157196,0.7306212,0.7556057,0.8013115,0.94259024,1.2974057,0.86085236,0.9915359,1.1201233,0.89633286,1.1605453,0.47988105,1.113087,0.77875245,1.0932871,0.7965627,1.2689257,0.95333695,0.89372987,1.049409,0.635293,1.0232464,0.74209285,1.0082906,0.737019,1.0384824,0.99432164,0.9990792,1.0420656,1.1638368,1.340148,1.3606155,1.1411942,0.8381477,1.2721944,0.8269409,0.8679461,1.2625483,0.87575364,1.0560467,0.8165926,0.95346695
carrot,0.6856729,1.0697101,1.2077377,0.97133267,1.0600041,1.0555245,1.0196528,1.0670379,0.8636569,1.0652148,1.1892235,0.9337005,0.8546036,0.97899896,0.96984357,1.0560061,0.9759213,1.181355,1.2167618,0.9231538,1.1347997,0.90407807,1.0973277,1.0371809,1.164509,1.1490328,0.0,1.1122032,1.1081884,1.1245996,0.9409354,1.1017928,1.0521028,1.0175298,1.0841097,1.1324134,1.0333194,1.2006596,0.94026273,1.080125,0.9949512,1.0671983,1.0686846,1.0595529,0.98415744,1.0551924,1.059279,1.0316606,0.7287577,0.9649455,1.0057245,0.8962852,1.1772423,0.8938645,1.06212,0.9867581,0.9191955,0.86746275,1.1871127,0.8882613,0.862223,0.8711455,0.99846214,0.8781275,1.0614686,1.1313055,1.1590706,0.99092895,0.9780301,1.045303,1.2196889,0.87600154,0.9732189,1.1292732,1.0780727,0.95842445,0.914421,0.98786634,0.88548636,1.0680593,1.034495,0.9719464,0.9810934,0.81849885,1.0716885,1.1260109,0.9468808,1.1274271,0.8819506,1.1717963,0.9686307,1.0119418,0.850704,1.0048577,0.9875806,1.0484782,0.95082515,0.90952367,1.101159,0.974174,1.1584233,1.0360858,1.1879346,0.916495,1.0548854,0.8428992,0.96908236,1.0305092,0.9349596,1.0233558,1.0523458,1.1440643,0.71936804,1.0020707,1.1305023,0.97028106,1.017283,0.93844986,1.1006376,1.0233703
cat,1.2074168,0.8997382,0.81112665,1.0236919,1.0992379,1.1073365,1.1556165,1.1532235,0.9259891,0.9547052,0.8992118,1.1521878,1.1580068,0.89576066,0.85674703,0.84723437,1.1521556,0.9440716,0.9200754,1.1232952,1.0990863,1.225465,1.1278447,0.99492687,0.7736289,0.6126796,1.1122032,0.0,1.0826991,0.99463916,1.0411905,1.1000931,0.7782649,0.97943324,1.1226624,0.8383377,1.0833418,1.0252877,0.92630935,1.242952,0.9982877,1.0006578,1.0690386,1.2053288,1.03345,1.0081534,0.99260944,1.0839814,1.0242652,0.98267996,1.0501901,1.1664591,0.7663046,1.148701,0.7340608,1.2219814,1.0128947,1.1234118,0.8854094,0.994125,1.0178531,1.0460883,1.093091,1.0922625,1.1125704,0.95772135,0.6550376,1.0713196,1.1545142,0.92744964,0.8461604,1.1271662,1.0011263,0.7686908,1.1212074,0.7973951,1.1298101,1.004058,1.1620345,0.8940152,0.9728498,1.0400585,0.90564334,1.2122743,1.0746777,1.0687497,1.0160468,1.0670508,1.2755494,0.8663086,1.1122051,1.0359957,0.9766859,1.0420934,1.052004,1.0676321,0.7455345,1.2327412,0.865609,0.7378222,0.86607254,0.84847844,0.6860258,1.068133,1.1237117,1.2401533,1.0087916,1.1489941,1.1427279,1.1311489,1.1721269,0.85529685,1.2177349,1.0003668,1.1251284,1.1023743,0.8569306,1.1734235,0.8868048,0.9161981
chair,1.0682824,1.0344567,1.3082104,0.95863014,1.1376526,1.1393164,1.243666,0.5801176,0.8039944,0.7652627,0.90619016,0.6987565,1.0605083,1.1236401,0.92877746,0.8060354,0.979129,1.0642707,0.928366,0.72005403,1.1468272,0.8703119,0.8260724,1.1439791,0.7289483,1.0296258,1.1081884,1.0826991,0.0,1.0773777,0.726161,1.1677533,1.0158753,0.6798225,1.1005775,1.1960044,0.4059552,1.1618493,1.0816243,0.827839,0.7531012,0.6736281,0.88643557,1.2903066,1.1750773,1.1613793,1.2357364,1.0301785,0.96378046,1.1031212,1.2057503,1.1443574,1.2113448,0.96974987,0.96742064,1.2124162,1.1115872,1.1383603,1.1998712,1.0311273,0.99439204,1.0445529,1.038791,0.99835074,1.0249789,0.40055764,1.1226186,0.940113,1.0311683,1.0310243,1.2807598,1.0013081,1.0836834,1.1951162,0.57830054,1.102411,0.9548861,0.80740535,1.010793,1.0983669,1.0639176,0.966437,0.7710252,1.1148919,0.9378647,1.1419678,1.0159603,1.1295642,0.68949014,1.0342082,0.7517909,0.91871417,0.9154042,1.138015,0.9972233,0.95383584,1.0162609,1.1165607,0.84535855,0.8923727,1.1519566,1.1267542,1.1851864,0.9372941,1.2091391,1.2121648,1.1016488,0.78493613,0.973012,1.0546547,0.9809687,1.1806501,1.0467939,1.0213042,0.9775384,0.9517908,1.0953279,0.7802471,1.136936,0.761014
clock,1.2561612,0.8538147,0.8817855,1.1906226,0.7359213,0.77459776,1.1398904,0.97949094,1.1717812,1.2197328,1.0342966,1.3151441,1.3357095,1.1565353,1.4000691,1.1094935,0.9236591,0.774663,0.8106797,1.0465353,1.1100979,1.0596477,0.8286161,0.92576844,0.89685094,0.8572562,1.1245996,0.99463916,1.0773777,0.0,1.2435448,0.7402229,1.0489548,1.2783555,1.0776834,0.87574685,1.099768,0.64118874,1.2749773,1.0603061,0.7724364,0.99552566,1.2777971,0.7205162,1.1131724,1.1523609,0.94048816,0.9596437,1.0188819,1.0360336,0.91887605,0.8788078,0.97376597,1.4486486,1.1470228,0.929981,1.1064636,1.3002188,1.0174803,1.0433594,0.92554784,1.3203652,0.95134974,1.4129257,0.9174717,0.91260624,0.52316487,0.8327539,1.3877721,0.7342104,0.8753069,1.0836,0.9115154,0.81720424,1.1151435,0.8687485,1.46457,1.362954,1.1799502,0.8748293,0.84466386,0.8868366,1.3140296,1.2655959,0.95826125,0.5367726,1.0384605,0.88566726,1.2184165,0.756462,1.0531102,0.8888124,1.1524312,0.7956575,1.2767918,1.28038,1.0549086,0.7717698,0.6599801,1.036955,0.9852152,1.101006,0.7810826,1.1588967,0.816873,0.6742797,0.8796355,1.030023,1.3396189,1.1524047,0.5588566,1.1311569,1.323539,0.94218796,0.85237396,0.8679033,1.1048667,1.1451628,1.0412608,0.95249736
closet,0.87562096,1.1969612,1.3256855,0.668146,1.1287491,1.1094812,0.99731445,0.96959215,0.6660994,0.74686,1.0424212,0.680087,0.7292827,1.0388819,0.6981922,0.80540335,1.2050619,1.2821443,1.2868496,1.0025508,1.1416641,0.92593575,1.0673219,1.2382115,1.0132221,1.1430483,0.9409354,1.0411905,0.726161,1.2435448,0.0,1.1599597,0.9799028,0.6131909,1.1291403,1.3489188,0.6593025,1.3529534,0.81692636,1.0475408,0.94202673,0.9035609,0.7298585,1.2180427,0.7599242,1.1348767,1.29575,1.0591819,1.069078,1.2880806,1.2593396,1.0015093,1.2075357,0.72791994,0.9131677,1.2337635,0.7992023,0.9591597,1.1988621,1.1346931,0.88470703,0.790118,1.0240881,0.7062651,1.2284054,0.94405854,1.3439096,0.9825365,0.7799462,1.2436026,1.3051202,0.99313384,1.1228508,1.208502,0.46527886,1.1152225,0.6955483,0.4941995,0.9234741,1.3523533,1.339227,1.1246213,0.86485314,0.94445306,0.9318656,1.36924,1.0636741,1.1540804,0.57210493,1.3196622,0.72314566,1.1325592,0.800285,1.2814921,0.5200753,0.82857144,1.0308104,1.2097657,1.155762,0.9386334,1.3338649,0.8915251,1.2388141,0.98271644,1.1461043,1.3906959,1.0696938,0.93701583,0.47994912,0.88042957,1.2777053,1.1900039,0.8594413,1.2212862,1.3067688,0.9428192,0.7903795,0.7474698,1.1819149,0.9671296
coffee,1.0868288,1.0611192,1.0026971,1.1171144,0.84194714,0.8473656,0.9484382,0.8513051,1.1321144,1.1044123,1.0926325,1.132853,1.106865,1.0914701,1.2475611,1.0587845,0.9181334,0.7647444,0.83119494,1.0935642,1.0400486,1.0393255,0.71564215,0.93414235,1.0867882,1.0744022,1.1017928,1.1000931,1.1677533,0.7402229,1.1599597,0.0,1.1168625,1.1362228,0.98060644,1.0614429,1.1077452,0.55335885,1.2447718,0.9413206,0.9212718,1.0436933,1.1624423,0.5271282,1.0522437,1.137357,1.0306587,0.9437313,1.0496756,1.1213377,0.9249363,0.7609497,1.1029776,1.2043484,1.1550891,0.85753536,1.1288843,1.1259885,1.1036022,1.0888048,0.9964811,1.1258049,0.7924907,1.1517186,1.0490974,1.0134156,0.9215844,0.81307566,1.1555209,0.8779712,0.9946241,1.0431824,1.0412208,0.9796742,1.0659064,1.073509,1.2300828,1.26706,1.0542094,1.0642942,1.0011462,0.98956454,1.2787757,0.99801314,0.9682678,0.61259604,1.0859761,0.9336699,1.0622457,0.9680636,0.9795391,0.99305093,1.1717283,1.0045241,1.1628146,1.1708286,1.1840825,0.7984954,0.91508716,1.0450444,1.0795139,1.0804957,0.97540957,1.1215606,0.84090596,0.7927968,0.97340554,0.97602767,1.1960896,1.0365865,0.5524472,1.180057,1.1786354,1.1585503,0.92364454,0.82687616,1.017027,1.0545695,1.1712861,1.0554644
comb,0.96109,1.136113,1.1448337,0.9013893,1.0482903,1.0652127,0.94895554,1.0145247,0.96193516,0.9663229,0.9706508,1.0036886,0.9716372,0.7364303,0.8011755,1.0788304,1.0289819,1.1275234,1.1588923,1.0314425,1.1657842,1.0909619,1.119359,0.9056027,1.0161214,0.82378983,1.0521028,0.7782649,1.0158753,1.0489548,0.9799028,1.1168625,0.0,0.98245734,1.1895874,1.0451486,1.0028683,1.1785417,0.7590258,1.0574389,1.0633321,1.1058552,0.8085064,1.1884732,0.95774573,1.0577391,1.1831418,1.0743731,1.0644282,1.0233867,1.0078741,0.8699137,1.074209,0.9249749,0.9775147,0.8645135,0.9416393,0.8737681,1.0701215,1.0723208,0.9571439,0.91597086,1.0281938,0.8930516,1.049063,1.0318598,1.0977807,1.0857604,0.82236016,1.0015876,1.0975266,1.1137874,0.97169197,1.1805589,1.0225536,0.74805796,0.87844455,0.9142623,0.847499,1.1051273,1.1125629,1.0751635,0.96583337,0.9328139,1.0564878,1.1879617,0.9794384,0.94261575,0.9554983,1.0829306,1.0596905,1.0817163,0.9403433,0.964242,0.838372,1.0271055,1.0046526,1.0956588,1.1735578,1.1220496,1.119526,0.8245497,1.1592939,0.9015298,1.1296878,1.1377461,0.8469896,1.0671147,0.93203527,0.98475534,1.1413044,1.0411911,0.84772927,1.1318843,1.1032734,1.0753012,0.86748326,1.0465738,0.999922,0.90620816
couch,0.76780236,1.3165987,1.3606384,0.5937911,1.1328561,1.0850141,1.0413705,1.0010878,0.5607577,0.1845671,1.1409241,0.31797445,0.76512957,1.0668406,0.43339807,0.5230585,1.1097801,1.3773696,1.2779822,1.0268301,1.2140415,0.8934776,1.2291164,1.304303,1.186394,1.2052116,1.0175298,0.97943324,0.6798225,1.2783555,0.6131909,1.1362228,0.98245734,0.0,1.2771778,1.4052098,0.53147525,1.4063156,0.7597172,1.0507854,1.0731936,0.9914322,0.9303903,1.2444775,0.87172157,1.16379,1.3529586,1.2032537,1.121298,1.3254428,1.3177798,1.0077546,1.2425622,0.78194076,0.6386393,1.3291078,0.9807651,0.981535,1.2500695,1.1023923,0.7835672,0.71227527,1.1244009,0.58557165,1.2334818,0.9911718,1.361962,1.074403,0.8250223,1.20191,1.3784397,0.82554317,1.0504665,1.1641239,0.7001775,1.127226,0.691058,0.74834347,0.74026674,1.3588407,1.3354031,1.1761503,0.7008882,0.8939933,1.0855229,1.3293008,0.9845848,1.2900455,0.8064501,1.3513147,0.89812666,1.1251216,0.7100649,1.350088,0.66007626,0.8817247,1.1313305,1.2006171,1.1535406,0.6074703,1.3344791,0.7035822,1.2408565,1.0643862,1.2152276,1.420799,0.88656896,0.85926646,0.6012447,0.63118696,1.1698141,1.2386167,0.9895816,1.1596437,1.2937922,0.794217,0.9016843,0.82206964,1.2127529,0.7775167
cracker,1.0823798,0.7620882,0.7691512,1.148176,1.1575357,1.1431274,0.8192172,0.8834452,1.2144591,1.330543,0.7920207,1.1903069,1.1251426,0.963763,1.2192744,1.2136202,1.1212664,0.8282979,0.77921396,0.9149819,0.28715265,1.1019727,0.8449877,0.98191375,0.89315546,1.0433323,1.0841097,1.1226624,1.1005775,1.0776834,1.1291403,0.98060644,1.1895874,1.2771778,0.0,0.80187446,1.2412192,0.839589,1.207538,1.019569,0.9479972,0.8894588,1.0988587,0.84504366,1.0424143,0.69910586,0.46026695,0.92982334,0.93074095,0.66087705,0.9860961,1.126265,0.82933235,1.0836759,1.2089567,0.87243414,0.9627709,0.94516313,0.8983669,1.056332,1.2867767,1.2746111,0.862221,1.2330658,0.7983767,0.93763375,0.89694077,1.06507,1.0514917,1.0417179,0.7640865,0.93593097,0.9388465,1.006332,1.0535663,1.0737754,1.1536376,0.97923493,1.2161124,0.7863598,0.84728354,1.0340024,0.8420765,0.93246496,0.99948,0.7705772,1.1056848,0.94152665,1.1093748,0.94507134,1.0800993,1.0062174,1.0676734,0.93384546,1.1869919,0.82015455,0.8414686,0.8363221,1.0380292,1.1525679,0.6501081,1.12125,0.94675255,0.88610065,0.680888,0.80009365,1.1429046,1.1939265,1.1886083,1.1752251,1.0407633,0.71107864,0.9733851,0.7178119,0.98198116,1.0683254,1.1894796,1.1694113,0.84533167,1.098926
crayon,1.474612,0.6280116,0.24307597,1.4124553,1.0322062,1.021667,1.086228,0.96158177,1.3913608,1.4330239,0.587973,1.5252341,1.4681623,0.9643951,1.4059374,1.3032115,0.9031511,0.40401828,0.46384275,0.9811181,0.7508318,1.3275048,0.7988648,0.7860709,0.54343295,0.6998798,1.1324134,0.8383377,1.1960044,0.87574685,1.3489188,1.0614429,1.0451486,1.4052098,0.80187446,0.0,1.4633604,0.5335166,1.3921025,1.1913936,1.0051436,0.88546413,1.297621,1.077034,1.2423289,0.60149676,0.68242383,0.97056884,0.9767833,0.48829246,0.8197887,1.372362,0.33160543,1.3787745,1.179056,0.85026544,1.2157936,1.2023487,0.4445206,0.9919516,1.3170574,1.3758576,1.0479954,1.4670451,0.43946934,0.7950132,0.41089058,1.0820168,1.4033177,0.7831236,0.26262224,1.266695,0.8610463,0.4625615,1.4395261,1.027178,1.3792241,1.3362336,1.4247558,0.10868025,0.22278768,1.1162995,0.9226935,1.3971947,1.1001898,0.69368196,1.1144842,0.84266126,1.4296268,0.39874434,1.3468788,1.1328764,1.2974992,0.283041,1.4392011,1.0687745,0.8179134,0.9855841,0.6203432,1.147567,0.21380848,1.2532485,0.3820448,0.90273523,0.97456205,0.6908479,1.1587963,1.276494,1.5134296,1.4418204,1.0524288,0.40845418,1.1175267,0.5834219,0.55007964,1.383279,1.2865691,1.2532237,0.43348908,1.1777749
crib,0.82202804,1.2724485,1.4481132,0.8012877,1.1292989,1.0810512,1.1043055,0.7873777,0.50164545,0.30181122,1.2617339,0.49271798,0.94135076,1.0900909,0.7434913,0.5560358,0.9843931,1.2567087,1.243659,0.8882834,1.3564212,0.59520113,1.0730616,1.2063224,1.1565831,1.244787,1.0333194,1.0833418,0.4059552,1.099768,0.6593025,1.1077452,1.0028683,0.53147525,1.2412192,1.4633604,0.0,1.2806431,0.8382542,0.7126383,0.88210404,0.9136501,0.89867187,1.2263621,0.9326716,1.436391,1.3054385,1.0254817,1.1325622,1.3568196,1.1694616,0.87147534,1.4281892,1.0168691,0.81945187,1.229286,1.030377,1.153152,1.4765532,1.1453577,0.7667786,0.79800546,1.0218837,0.80971175,1.1863178,0.6668861,1.3397281,0.89448714,0.90224546,1.0674722,1.4896214,0.9169443,1.2891524,1.1684568,0.57189965,1.0902711,0.9204924,0.9206522,0.7362251,1.392988,1.2888975,1.0239772,1.1024252,0.92274,0.8796072,1.2046341,0.99702394,1.2482457,0.7134572,1.2641504,0.7077146,0.9760368,0.7627861,1.3002007,0.8514618,1.1131042,1.3255856,1.02782,1.0821534,0.8301014,1.5460706,0.81513685,1.2237253,1.2035853,1.379524,1.2552695,0.97989804,0.5036341,0.80523163,0.62471694,1.0319875,1.5449936,1.0512687,1.3147781,1.0350629,0.70178264,0.86480194,0.662557,1.481983,0.77000403
cup,1.4759326,0.678375,0.48724753,1.4502022,0.8468339,0.87583673,0.9330032,0.7896544,1.3386865,1.3819003,0.938815,1.5015565,1.4229,1.1093252,1.5599111,1.1851636,0.89459634,0.13724267,0.38432813,1.0433983,0.9940936,1.190947,0.3641578,0.8966,0.6259459,0.7583798,1.2006596,1.0252877,1.1618493,0.64118874,1.3529534,0.55335885,1.1785417,1.4063156,0.839589,0.5335166,1.2806431,0.0,1.440836,1.0899959,0.90572333,1.013391,1.3326625,0.71557677,1.1915712,1.0178,0.83495265,0.77686155,1.0630046,0.99374974,0.8615975,0.9598227,0.7366713,1.4883444,1.2650338,0.7358105,1.2592285,1.3406974,0.7707089,1.0967102,1.1907101,1.4444741,0.8034192,1.5085374,0.75794584,0.8113201,0.50364697,0.6865797,1.3739221,0.65228176,0.6263584,1.1887702,1.0348651,0.5294119,1.2147702,1.010829,1.5535789,1.4251251,1.3755195,0.6013745,0.5854044,1.0316614,1.3019896,1.2815816,0.8861933,0.46141547,1.2110823,0.8787383,1.2115942,0.38126552,1.0266812,1.0406396,1.3134508,0.636098,1.459244,1.2084581,1.028451,0.77160907,0.5738121,1.1286298,0.64193976,1.2391962,0.538429,1.0999793,0.9067218,0.6156961,1.1152546,1.1592144,1.5293497,1.2677262,0.6165603,0.9022241,1.3439245,0.8379103,0.5475949,1.1028693,1.2483698,0.99313515,0.87840855,1.1565044
