,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jar,1.2282133,1.250186,1.2622614,1.1087039,1.2038321,1.027738,1.105096,0.7276499,0.8080808,0.9240106,1.3498195,0.9134232,1.076719,1.2068282,0.9254246,0.9123845,0.8166918,0.7849086,0.8148372,0.65261513,0.9984597,1.0323194,0.64769137,1.2042885,1.0222559,1.0039331,1.1559227,1.2559537,0.90025043,0.8379263,0.88212645,0.9726225,1.012466,1.0509518,1.1151276,1.0507857,0.9240847,1.1974739,1.2975365,0.8406886,0.84412754,1.1619205,0.8480255,0.91989416,0.90460944,0.8411386,0.98849267,1.0006368,1.3069322,0.87821805,1.0632955,1.2736112,0.77422154,1.2014666,0.9395549,1.3435013,1.1805235,1.137813,1.081092,0.48107588,1.3947817,1.0372651,1.1588422,1.057033,0.7603469,0.9931503,1.3661711,0.9346905,1.0095106,1.0534631,0.0,1.075057,1.3025191,0.9052341,0.8331919,0.81101024,0.92105234,0.5209589,0.9543047,0.72990584,0.9528276,1.3511171,0.8649323,1.2749108,1.093726,0.98373854,0.7136736,1.2591894,1.0306509,1.0433842,0.9886841,1.2591941,1.1827908,1.2588935,1.015644,1.2875583,0.889845,0.7690229,0.8984256,0.93295765,1.2899103,1.0292851,0.85644937,0.7872039,0.67313236,1.0910838,0.9110459,1.1777673,0.962063,1.084887,1.0214288,0.9854139,1.1020467,0.9697241,0.7352714,1.0231326,0.9627694,1.4002986,1.0469935,1.0042514,0.70701903,1.1340483,0.8874824,1.2623751,0.91083986,1.0083125,0.7667826,1.1219438,0.6700779,1.3568947,1.0912564,1.0711908,1.1387508,0.9685468,0.78291804,1.0065236,1.406635,0.92921114
jeans,1.1492338,1.0809366,1.3324072,0.66432595,1.2955152,1.0146564,1.322207,1.3255062,0.8324569,0.53539395,1.2212965,0.7140424,0.62869114,1.0948277,0.56614715,0.8205125,1.2944415,1.4193549,1.4922574,1.1270952,1.3935769,0.94244796,1.2619772,1.25894,1.2287898,1.2603314,0.88680947,0.56820965,0.6969588,1.2748067,0.62992746,0.65013784,1.0518796,0.7561339,1.2741314,1.2745129,0.46141565,1.1926966,1.4434988,0.6774972,1.4484174,1.2014213,1.1029339,0.70732254,1.0394328,0.8682784,1.1031358,0.5580724,1.2321882,0.5057081,0.8808263,1.0659158,0.8409481,1.0032134,1.3664553,1.0273263,1.4553232,1.2649139,0.6479607,0.8796152,1.2882571,0.7235925,1.4959381,0.67755795,1.2971442,0.83410645,1.222288,1.0985842,0.7034681,0.4679572,1.075057,0.0,1.3850446,0.867162,1.1115572,1.3463478,1.3222775,1.0814546,0.6376703,0.83707595,1.3404564,1.2798393,1.1467448,1.0460068,0.9902567,1.2147694,0.9371502,0.81498605,0.5421573,0.15081978,0.98414767,1.4214427,1.3838115,1.334133,1.0810611,1.3083148,1.0676825,0.98726887,1.5439957,1.1129218,1.2990205,0.7638445,0.93555653,1.0395766,0.8511763,0.9739216,1.101773,1.294565,0.7753807,1.3597035,0.34298158,0.98901856,0.5005396,1.1711506,0.7167288,1.2763128,0.67242765,1.3354621,1.2723957,0.91521835,1.2034035,1.4756075,1.2671303,1.2536445,0.9189822,0.31884927,0.7449585,1.3035134,1.2326645,1.1711552,1.3123634,1.1377584,1.2001975,1.4248995,1.0618868,0.9115352,1.2130551,0.9652229
knife,0.6688512,0.8677207,0.56681633,1.1780692,0.79159033,1.1586628,0.66857713,0.90604806,1.3350725,1.4688668,0.39997363,1.2062945,1.498157,0.5578395,1.4768636,1.1942961,0.9410154,0.60529673,0.6106801,1.0535005,0.7911735,0.6491906,0.95478,0.47471237,0.47759032,0.90456283,1.0446373,1.1307218,1.2110466,0.84371704,1.346168,1.3033717,0.8932658,1.2009197,0.66678,0.8939801,1.4748104,0.7350482,0.1284945,1.4476483,0.60554266,0.78776836,1.1276959,1.41049,1.234596,1.1717087,0.95991755,1.3374966,0.64819765,1.4516637,1.2576784,0.8371712,1.3797925,0.8209288,0.73384947,0.724298,0.39585304,0.7151973,1.2689316,1.4596039,0.32507002,1.3645818,0.562496,1.3213527,0.960619,1.3000973,0.55874306,1.2303982,1.2485821,1.2912046,1.3025191,1.3850446,0.0,1.2184045,0.8952483,0.90801376,0.9103275,1.2697729,1.4673307,1.3753006,0.9382752,0.42665565,1.0031238,0.74645394,1.1114742,1.0041546,1.0673118,1.12923,1.4390131,1.3782821,1.1145405,0.107036054,0.21858692,0.45891255,1.2019786,0.62341505,1.2503719,1.1875991,0.60693586,1.2159518,0.44379455,1.294224,0.9342352,1.0219734,1.3624736,1.0208695,1.2390668,0.38131082,1.2936827,0.68213296,1.4630005,1.0584972,1.1045955,0.53925663,1.4695272,0.5642307,1.3090782,0.35230315,0.54528,1.1630157,1.2567804,0.25802523,0.6958756,0.5001855,1.1812727,1.4424701,1.4237635,0.71529377,1.0456151,0.67114496,0.70875454,0.7618691,0.6540704,0.8344634,1.1195996,0.7633791,0.4297576,1.0799218
ladder,1.2045089,1.1608944,1.3812554,1.0109696,1.3294942,1.0377368,1.2747927,0.80359745,0.771559,0.53208464,1.1963778,0.5853125,0.9610878,1.2122608,0.88981485,0.8630386,0.88816965,1.1522108,1.241962,0.74128664,1.1578897,0.83867764,0.96828985,1.2557715,1.0791879,0.9971722,0.98100716,1.0278372,0.2843231,1.0635228,0.5559821,0.93576556,1.0813903,0.7579632,1.1228698,1.122621,0.758865,1.0715638,1.2263689,0.32551134,1.1866401,1.134381,0.95352805,0.9193691,0.9586864,0.55828524,0.6836851,0.9009696,1.3639807,0.7488509,1.0098356,1.2232566,0.7703996,1.2356685,1.1484982,1.2261071,1.1303498,1.2553174,0.9583966,0.94956696,1.291707,1.0984536,1.2617015,0.98313856,1.1288416,1.0717559,1.3092036,1.0401206,0.7887549,0.9174244,0.9052341,0.867162,1.2184045,0.0,1.0122576,1.2077774,1.1966537,0.89796776,1.033741,0.77135587,1.2290494,1.3401163,1.1271037,1.2334203,1.1123937,1.1121359,0.6895397,1.0515056,0.9447668,0.854529,0.959757,1.2012041,1.1043863,1.2869871,1.0810937,1.2433972,1.101327,0.82906556,1.1713755,1.0404067,1.3234357,1.0451677,0.96085835,0.93644387,0.69094276,1.0095645,1.0425879,1.1580305,0.92930627,1.0130448,0.927917,0.97982895,1.0039388,0.96180034,0.5257182,1.0195956,0.3243748,1.342859,1.1873506,0.9755535,1.0983155,1.19189,1.1355736,1.3132584,0.89677215,0.9285107,0.7808634,1.2262665,1.0062768,1.3431249,1.0713887,1.0954754,1.2018043,1.0333093,0.83017564,0.67228794,1.3189898,0.60877985
lamp,1.0207005,1.1059923,0.97228205,1.0332376,0.8993624,0.85085356,1.0665119,1.0246103,0.9055066,1.0741258,0.9483189,1.0511051,1.2250028,1.0829134,1.1880192,0.9517844,1.159521,0.87491304,0.66864324,1.0703511,1.114234,0.8973343,0.8489125,0.9953929,0.8425369,0.91516143,1.0833994,0.9377116,1.020381,0.50006384,0.93930775,1.1826617,0.73223096,1.0324345,0.96284926,1.1954169,1.103133,1.1496046,1.0005352,1.1009716,0.8234462,0.7193608,1.020458,1.0901537,1.2657804,0.7359964,0.9881422,1.2051407,0.9737814,1.077473,1.0887902,1.1393194,1.046674,0.99928415,0.93092173,1.2569063,0.9088519,1.0508829,0.9879244,0.7731333,1.0203906,1.2094882,0.97703975,1.0504696,0.824034,1.1296134,0.9957254,1.0750957,1.0129894,1.212257,0.8331919,1.1115572,0.8952483,1.0122576,0.0,1.098707,0.88696,0.88964945,1.1793535,0.9570976,1.0139487,0.962964,0.8501755,0.9926431,1.0815068,0.7140608,0.82772577,1.1464642,1.261895,1.1538552,0.9681147,0.8657855,0.9019284,0.9680297,1.0587237,1.1051131,1.0786278,0.873912,0.8126015,1.0634943,1.0111365,1.065026,1.1281452,0.7879696,1.060005,0.97323996,1.0502622,0.97791123,1.11162,0.93628204,1.1253605,0.9706679,1.1706192,0.92758584,1.0459247,0.7884716,1.0450598,1.0395088,0.89007413,1.1115873,0.84331405,0.81212384,0.6437871,1.0318625,1.1664374,1.118321,1.0050108,0.9159578,1.0582031,1.1477568,1.0363326,1.0251511,0.90208757,1.1503098,1.0344789,1.0209676,1.0249208,0.6590209
meat,0.86688554,1.0263677,0.95495266,1.1297668,1.0486526,1.1535271,0.8576565,0.77013636,1.0486337,1.3098005,1.018526,1.1152259,1.1146338,0.8997998,1.1728727,1.007561,0.9955684,0.9613785,0.7370542,1.0211984,0.4707721,1.039128,0.98945475,0.87215185,0.9312668,0.91874814,1.0469854,1.1408451,1.1648123,0.9198637,1.2270503,1.176274,0.91064006,1.1133978,0.62365496,0.6952951,1.2475122,0.79089135,0.9373271,1.2916582,0.93219835,0.96466994,0.8623376,1.0609139,1.0164721,1.1367863,0.97711116,1.2167928,0.9651818,1.2152743,1.1675124,1.0092064,1.1505009,1.008759,0.8936891,1.0834479,0.8069085,0.86474836,1.2246416,0.96600604,0.9451594,1.1887224,0.8904888,1.136587,0.5913477,1.125339,0.93748975,0.91970456,1.1079534,1.2343714,0.81101024,1.3463478,0.90801376,1.2077774,1.098707,0.0,0.85239315,1.0090184,1.1538788,0.976108,0.6992935,1.0020927,1.0097121,1.0591896,1.0895493,1.0084158,0.9916223,1.0388756,1.2059141,1.2668192,1.0938319,0.94251645,0.94600415,0.83322275,0.9302093,0.8485082,0.69537675,1.0347074,0.67140675,0.91340667,0.90882105,1.1649333,0.8633411,1.0980365,1.1249481,1.0323083,0.9084857,0.58111745,1.1790806,0.99135685,1.2895672,1.0575073,1.1589847,0.9679408,1.1209426,0.92262834,1.2760333,0.9505449,0.98986834,1.0696474,0.7317991,0.8463094,0.95835793,0.8979304,0.97035354,1.299753,1.1293516,1.0356592,0.33183932,1.0402246,0.794325,1.0755631,1.0065973,0.9910252,1.0975782,1.0622878,1.0229617,1.1066291
melon,0.9301387,1.0242397,0.70380604,1.1716807,0.7312046,0.9531231,0.5358458,0.9160211,1.0652767,1.2829928,1.0012544,1.1240866,1.2023153,0.96688414,1.0956231,1.078711,0.879363,0.8394135,0.6144,0.9343258,0.77677757,0.998288,0.8493562,0.90699387,0.9550658,0.91509193,0.97463065,1.2091806,1.223275,0.8595665,1.2355425,1.2422965,0.9670399,1.1155452,0.85496163,0.807189,1.2972822,0.9308328,0.8003268,1.2523551,0.8040959,0.8322532,0.94693005,1.2357057,1.0462277,1.1551586,1.0067683,1.2425104,0.7408086,1.2828466,1.0985156,0.8987289,1.1969773,1.0277056,0.80833024,1.0114737,0.8733134,0.81000245,1.1502476,0.9572375,0.9826749,1.043364,0.75661707,1.1833347,0.7969793,1.0739827,0.87538606,1.0956422,1.1540939,1.202261,0.92105234,1.3222775,0.9103275,1.1966537,0.88696,0.85239315,0.0,0.913542,1.1109967,1.13741,0.7480638,0.96645886,0.869771,0.9558123,0.97219634,0.63588303,1.1016889,1.144664,1.2292404,1.2648808,1.0414084,0.89573574,0.81315637,0.7608214,1.0222019,0.8346312,0.89510524,0.94618124,0.5874616,1.0955031,0.92186594,1.164372,0.992849,1.0253332,1.2101727,1.0266762,1.0994468,0.92990386,1.1577728,0.7517576,1.2691541,0.8885504,1.0621203,1.0388005,1.1849394,0.88892686,1.1784557,0.87039137,0.8888127,1.1045772,0.7774135,0.76870775,0.8680526,0.93284154,1.1012099,1.3111426,1.114902,0.702765,0.9397844,0.94673085,0.91378295,0.9427055,0.9249403,0.7817503,1.022112,1.1057931,0.96760744,1.1603315
milk,1.218997,1.1509507,1.2382884,1.0328417,1.1099269,0.9781851,1.1647897,0.8115908,0.9086191,0.98490506,1.2282134,1.002374,1.017731,1.226915,0.9770913,1.0120845,0.7256212,0.568272,0.86187905,0.6109692,0.98061186,0.9973162,0.2692567,1.2421157,0.9562832,1.056866,1.1053287,1.1348548,0.89624596,0.9421061,0.8827905,0.9523297,1.0626092,1.0403862,1.1371105,0.95450664,1.0108429,1.1535997,1.2390871,0.87947065,0.67225146,1.1317348,0.949093,0.9719477,0.92460346,0.88465023,1.0661874,1.0229728,1.2159595,0.96713364,1.0508254,1.2424331,0.85290647,1.2377172,0.9976898,1.2832738,1.1028574,1.2090592,1.0119332,0.6688125,1.3010898,1.0222368,1.1218929,0.9864906,0.84711945,1.0293664,1.2129396,0.9927768,0.9273854,0.99961734,0.5209589,1.0814546,1.2697729,0.89796776,0.88964945,1.0090184,0.913542,0.0,0.9884665,0.87576723,0.9721813,1.2888328,0.73411095,1.1839515,1.1120429,0.94922215,0.7996137,1.2122413,1.055362,1.0610524,0.8028735,1.2365936,1.1843227,1.285892,0.9999469,1.2291414,1.0059375,0.8918596,0.9386886,0.98102486,1.2557261,1.024947,0.8770567,0.70862097,0.7910832,1.0827055,0.98191816,1.2538521,0.93202585,0.98761225,0.99548495,1.0341274,1.1801866,0.95343035,0.7977431,0.9357324,0.9504375,1.3271761,0.97486025,0.8564278,0.8332554,1.0847229,0.89953613,1.2639208,0.9016683,1.0155346,0.8088144,1.077819,0.84612584,1.2841976,1.0619926,0.95347905,0.95804423,0.89767706,0.80575836,0.9836451,1.3109766,0.94748074
mitten,1.3176584,1.0607098,1.296804,0.5290194,1.1085415,0.72134537,1.2821021,1.3687532,0.7019253,0.6783252,1.4434347,0.7814671,0.46463692,1.3064351,0.598593,0.79862875,1.0906589,1.4709469,1.3501141,1.0132987,1.257025,1.2827971,1.2899804,1.4294738,1.5212215,1.3355932,0.98189896,0.9735287,0.9771841,1.3042215,0.94727415,0.7578294,1.0608991,0.7099637,1.299733,1.1239448,0.58790827,1.3107386,1.4628621,0.7596818,1.4847745,1.2549999,1.0132554,0.7679976,0.82142794,1.1699482,1.1795411,0.78804153,1.1416714,0.7119933,0.9218961,0.8672824,0.8552071,0.9369722,1.481796,1.092057,1.4577475,1.2696297,0.8345176,0.72974855,1.4655054,0.12577546,1.2377963,0.7906468,1.1190369,0.33505118,1.330478,0.95323855,0.7701561,0.67854095,0.9543047,0.6376703,1.4673307,1.033741,1.1793535,1.1538788,1.1109967,0.9884665,0.0,0.9309178,1.0848973,1.3338062,0.84982145,1.1308073,0.7739006,0.91229266,1.1090826,0.9332557,0.5867126,0.67047983,0.616136,1.4460709,1.2533153,1.4500909,0.93884176,1.245416,0.7382598,1.1247009,1.3843706,0.9748297,1.4090974,0.5642888,0.9605197,1.0747055,0.88528913,1.0242006,0.95748675,1.3907014,0.7884959,1.0516886,0.6515901,0.835194,0.87702763,1.0841501,0.78682137,1.4465462,0.71820056,1.3416715,1.3828273,0.6749054,0.89253426,1.3770517,1.216202,1.3378786,0.96747595,0.6246775,0.6363949,1.1503326,1.1614571,1.1289785,1.2673011,0.6854226,1.2042074,1.1474721,0.8320844,1.3399487,1.3208734,1.1503341
motorcycle,1.168932,1.266815,1.3082587,0.990865,1.3522141,1.0090022,1.2019359,1.0368074,0.74990356,0.6951536,1.3651371,0.8378957,0.8494803,1.1632079,0.8729899,0.9002403,1.0654331,1.1936883,1.1569816,1.005707,1.2180405,1.1330976,1.1263047,1.2332261,1.3686248,1.0156475,1.049114,0.974142,0.8190343,0.95587265,0.6140324,0.8948468,1.0874438,0.72503537,1.1967438,1.1828167,0.73823917,1.3325539,1.4556954,0.6244961,1.235322,1.1527086,0.88699526,0.65817124,0.816358,0.8176568,1.0132784,0.87118924,1.3948678,0.62412506,0.7848557,1.3144386,0.43305832,1.0368677,1.113411,1.2991657,1.3449478,1.123947,0.9170402,0.48225373,1.3416368,1.0263182,1.293174,0.8301246,1.0664784,0.961115,1.3782747,0.87342846,0.7508937,0.7962774,0.72990584,0.83707595,1.3753006,0.77135587,0.9570976,0.976108,1.13741,0.87576723,0.9309178,0.0,1.176346,1.2905872,1.1520976,1.3659885,1.0387915,0.97587055,0.77576864,1.0293888,0.8560885,0.8751328,1.0591758,1.4167933,1.3837643,1.2935693,0.91300184,1.3746183,0.95705,0.7577032,1.1190449,0.8814671,1.3711331,0.9946091,1.0908532,0.9128963,0.77122426,1.0985537,0.84677625,1.2894456,0.9630252,1.1148784,0.7467945,1.0203223,1.0877419,1.0059967,0.5266541,1.1126884,0.74938935,1.3998003,1.0925331,1.1489261,0.8625543,1.2607996,1.1915902,1.3212981,0.81939346,0.7512501,0.5513663,1.2686679,0.89758337,1.3887323,1.2988291,1.2196997,1.3954549,1.0819647,0.9601116,1.0215187,1.3653827,0.91156125
muffin,0.953625,0.9605937,0.73479086,1.1150973,0.8556985,1.028908,0.8334121,0.81136155,1.1730925,1.3877498,0.9559614,1.3075603,1.1629096,0.98945665,1.1977853,1.1892061,1.1000063,0.8624852,0.731084,1.1700461,0.4527642,1.0816398,0.9412831,0.97821724,0.89615273,0.85080385,0.9757418,0.9994198,1.2791802,0.8905655,1.3284132,1.04329,0.95069677,1.2289336,0.65670705,0.5678401,1.380928,0.67153776,0.921672,1.3277341,0.8620088,0.77750087,1.0439328,1.0788926,0.9138514,1.1706166,1.1509726,1.2986491,0.6769487,1.2951939,1.2285297,0.89809364,1.2017572,0.9863806,0.68309987,1.0745682,0.7463718,0.9480656,1.167583,1.0052804,0.88824356,1.0448161,0.8933101,1.1896812,0.67300195,0.96187747,0.954982,0.9986236,1.1507072,1.2622544,0.9528276,1.3404564,0.9382752,1.2290494,1.0139487,0.6992935,0.7480638,0.9721813,1.0848973,1.176346,0.0,0.8860455,0.8657665,0.9838702,0.9709132,0.92415625,1.1267399,0.94329673,1.2946029,1.299545,1.2113237,0.8910931,0.9082477,0.847114,0.92720765,0.89246464,0.6596439,0.9920758,0.6902369,0.99180454,0.6424514,1.0735692,0.93687665,1.0208347,1.1876656,1.0269696,0.97406125,0.8935013,1.023527,1.0438347,1.3590238,1.0565084,1.1948724,1.0688187,1.2802873,1.0099713,1.3562751,0.8876295,0.8993604,1.0289152,0.41562134,0.79745924,0.8404203,0.80378675,1.039098,1.3708762,1.2132275,1.0156894,0.6619439,0.8947178,0.7577584,0.9672641,0.8865124,0.9696987,1.0761205,1.1588557,0.93396986,1.1164607
nail,0.7620634,0.7168379,0.20133233,1.1947787,0.56025755,0.988118,0.6534317,1.1008898,1.3899672,1.4161117,0.4003402,1.37285,1.3127229,0.69793546,1.4032733,1.2523124,1.1265407,0.5825429,0.79744315,1.289439,0.9237217,0.9990986,1.0605623,0.5908072,0.60146093,0.94404763,0.9512568,1.0013733,1.3421956,0.94343156,1.2851988,1.2694294,0.87207115,1.2525809,0.7568738,0.9838465,1.3754487,0.72942054,0.33241284,1.4570236,0.6305239,0.7439627,1.1930668,1.3408492,1.1897051,1.2157285,1.0693705,1.2746165,0.48804045,1.3449198,1.0514168,0.71033025,1.316558,0.7336881,0.72857344,0.5251459,0.6216222,0.77809054,1.1245618,1.3655396,0.12386787,1.2289863,0.54475695,1.1118139,1.1018727,1.2224267,0.38943624,1.1778457,1.3701565,1.1994104,1.3511171,1.2798393,0.42665565,1.3401163,0.962964,1.0020927,0.96645886,1.2888328,1.3338062,1.2905872,0.8860455,0.0,1.096936,0.59759575,0.8993351,0.87975156,1.350909,1.006032,1.3105795,1.3102713,1.2505083,0.45359355,0.6735051,0.36328214,1.1239084,0.59330344,1.1908609,1.1729032,0.89227015,1.1811247,0.22112465,1.2112545,1.1845138,1.1619188,1.3637391,1.0344268,1.1875986,0.6005125,1.2264739,1.066006,1.3130512,1.2211165,1.0865823,1.1476274,1.4286169,0.8465152,1.3996758,0.19315636,0.3784026,1.1333346,1.2039924,0.7760531,1.0120319,0.25413823,1.0847869,1.3228294,1.3829136,0.80688316,1.1563511,0.44646978,0.77803695,0.9846626,0.75577104,0.8000074,1.1610007,1.0454357,0.17770827,1.1294671
napkin,1.039856,1.1430445,1.0800979,1.0157272,0.9767262,0.84905493,1.0511997,0.87112856,0.9876354,1.139614,1.0450495,0.89991087,1.1348106,1.0347635,0.86432767,1.0745488,0.7183627,0.86085635,0.7149317,0.77414125,0.9149933,1.0040118,0.70895034,1.0400081,0.978321,0.8633965,0.96357816,1.2346383,1.0043269,0.8348542,1.1297307,0.95176315,1.0123584,1.1304388,0.9533708,0.99282783,1.0878944,1.0160947,1.0156484,1.124722,0.8258484,1.0460289,0.9325473,1.1934223,0.9792645,1.0596957,1.063678,1.1156783,1.0290965,1.1207998,1.2236803,1.0866923,1.0910027,1.0001175,0.9373824,1.193547,0.83594275,1.0345883,1.13369,0.9146423,1.1754327,0.835822,0.8163916,1.2412416,0.5405902,1.0406362,1.0003624,1.0504777,1.0708199,1.1966925,0.8649323,1.1467448,1.0031238,1.1271037,0.8501755,1.0097121,0.869771,0.73411095,0.84982145,1.1520976,0.8657665,1.096936,0.0,1.0203851,1.1050036,0.881958,0.8071754,1.2515261,1.1656969,1.1556115,0.47147524,0.983298,0.95020676,1.0447735,1.0239111,0.8159999,1.1463263,1.0051086,0.7582412,1.035613,1.1084741,1.0339139,0.85788083,0.9688241,1.0062417,1.1720152,1.0233141,1.0065758,0.9567973,0.80054826,1.1918826,0.94771063,1.1527094,0.9261445,1.0792848,0.68765664,1.068387,1.0900981,0.9382688,0.91551566,0.8660927,0.9182854,0.7631271,1.1412647,0.93230474,1.1533117,1.0536511,0.92268157,0.97012115,1.1365764,0.88130975,0.82518184,0.37024963,0.9736318,0.90704095,1.1213862,1.2048254,0.96460444
necklace,0.81060445,0.38587314,0.5936194,0.9701098,0.77562594,1.0628577,0.7987871,1.1315508,1.3562719,1.4312272,0.62199146,1.2956817,0.955523,0.8458991,1.238339,1.2423506,1.1694436,0.9364283,1.079839,1.2409945,0.9962335,0.81593347,1.0741299,0.7897103,0.6587287,0.9561125,0.8150015,1.0313189,1.1512954,1.033428,1.2004304,1.2042363,0.9049832,1.2350264,1.0058991,0.98064,1.3065677,0.58992755,0.6503388,1.4045022,0.92948097,0.6453946,1.2797558,1.2917776,1.0698029,1.0727221,0.8435314,1.0939823,0.5007993,1.2303777,1.0424759,0.39085144,1.3682159,0.86626625,0.8706595,0.45470732,0.78606963,0.8401931,1.2106222,1.3028305,0.51488864,0.9106734,0.8190048,0.84051645,1.2292212,0.861787,0.45353478,1.1601028,1.2633586,1.1421745,1.2749108,1.0460068,0.74645394,1.2334203,0.9926431,1.0591896,0.9558123,1.1839515,1.1308073,1.3659885,0.9838702,0.59759575,1.0203851,0.0,0.7011175,1.008981,1.2738379,1.0373476,1.1760336,0.99329615,1.1807193,0.7099014,0.7633604,0.70371944,1.1109402,0.6932626,1.1481414,1.0889667,1.07533,1.1583775,0.68832046,1.163778,0.8848698,1.2444825,1.2600667,1.1178048,1.1501807,0.90185696,0.9556378,1.0775964,1.0138085,0.9561766,0.9460403,1.121593,1.2724111,0.94052213,1.3609651,0.5180751,0.936715,0.7671809,1.1656067,0.86024547,0.9066929,0.65209293,0.8572844,1.0445551,1.4181942,0.948607,1.1644708,0.36883092,0.8318628,0.85831463,0.7296458,1.0450914,1.2822223,0.88273096,0.43475783,1.1117007
nose,1.2244172,0.63119936,0.8253565,0.7946571,0.9414962,0.8863849,0.9720607,1.3292177,1.060279,1.0766631,1.1791229,1.1079824,0.7374173,1.2136022,1.0789325,1.0227362,1.1762763,1.2613997,1.2423564,1.105108,1.057451,1.1103336,1.2099806,1.2265407,1.2116191,1.2150857,0.8586448,1.0733025,1.2245528,1.0840673,1.0380545,1.019761,0.95303464,0.9649712,1.1761916,0.9720483,1.0242136,0.99225605,1.0854057,1.0740707,1.2597065,0.7136154,1.0792826,1.0946237,1.0047867,1.1358114,0.93501073,0.9829784,0.74591845,1.0070158,0.69137436,0.37921214,1.0200064,1.0878873,1.2288884,0.5578166,1.159798,1.1542296,1.0472372,0.8925047,0.9345345,0.71017766,1.1030416,0.5580773,1.2176093,0.48825586,0.89705586,1.039144,1.0962684,1.0204345,1.093726,0.9902567,1.1114742,1.1123937,1.0815068,1.0895493,0.97219634,1.1120429,0.7739006,1.0387915,0.9709132,0.8993351,1.1050036,0.7011175,0.0,0.8054805,1.1942356,0.8178073,0.8740448,0.9785734,1.0702981,1.0720761,0.9792538,1.0991446,1.0190783,1.1548812,0.8324193,1.129349,1.2447469,1.0511445,1.0051746,0.9828962,1.132379,1.2411263,1.1617962,1.017867,1.0411704,1.2502017,0.916989,1.1492519,0.87406313,0.9896359,0.92114353,1.1259425,1.113888,1.2782702,1.0591868,0.87574947,1.1527426,1.0190794,0.94095623,1.1217927,1.115876,0.9405134,1.0975531,0.93944794,1.0273873,1.0786141,1.1551522,0.5491401,1.1317194,0.7641285,1.2103738,1.1814097,1.0007205,1.2632291,0.6604656,1.1324592
orange,1.1402004,0.96615344,0.693094,1.0374904,0.66970617,0.7135972,0.792696,1.1432455,1.0066202,1.1505338,1.1358637,1.048233,1.0581763,1.1044174,1.1004761,1.0944463,0.9794964,0.9697501,0.8131874,0.99821734,0.9634125,1.1999758,0.9629873,1.0664517,1.0688426,1.0764705,0.8554458,1.2231967,1.1825323,0.661302,1.1184576,1.1996458,0.8138014,0.9167496,0.89272106,0.9554169,1.0972955,1.089945,0.93835866,1.1698384,0.9563602,0.8764784,1.0097615,1.1804289,1.0475203,1.100475,0.97490275,1.1473938,0.74332273,1.188665,0.9568835,0.8876759,1.1076974,1.051421,1.131789,0.964852,1.0171888,1.0314014,1.0621178,0.86193293,1.0243826,0.90219563,0.72958666,1.0301213,0.9243653,0.9645196,0.8887391,1.0326929,1.1507028,1.1405737,0.98373854,1.2147694,1.0041546,1.1121359,0.7140608,1.0084158,0.63588303,0.94922215,0.91229266,0.97587055,0.92415625,0.87975156,0.881958,1.008981,0.8054805,0.0,1.162987,1.004245,1.1010965,1.2346507,0.90704066,1.0135765,0.92406523,0.9100067,0.9670455,0.9935153,0.9295799,1.1826355,0.86377573,1.0502346,0.9529536,1.0451216,1.2430615,1.1085972,1.2366083,0.9802488,1.0475129,1.0159031,1.1106446,0.89424574,1.1368629,0.94171345,1.1547474,1.0708646,1.1243057,1.055356,1.0738288,0.8812935,0.8738657,1.0820451,0.8377205,0.98744035,0.9992298,0.9128757,1.1042513,1.1339813,0.9887297,0.73905635,1.1369197,0.9357999,1.0131655,0.91046005,1.0298458,0.8739607,0.90353274,1.309364,0.92781466,1.123832
