,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
face,1.0974674,0.9946092,1.0178517,0.9824316,1.0242205,0.9171253,1.0223885,1.2355992,0.91308266,0.85003424,1.1717101,1.0875802,0.6609603,1.1015344,0.9611055,0.96158886,1.084771,1.1979015,1.3001627,1.017559,1.2231737,1.2609371,1.1762288,1.1160524,1.3194705,1.1412421,0.9970308,0.94420755,1.1749802,1.0689919,0.8095951,0.9511077,1.143595,0.78091514,1.2342762,1.1403081,0.81727964,1.2303025,1.2360113,0.86468834,1.2097759,0.96249074,0.97330105,0.8647864,0.9437611,0.9859681,1.000679,0.76096493,1.1376874,0.8313414,0.0,0.97300404,0.7923548,1.0019441,1.1406552,0.85658795,1.2353274,0.96493465,0.898954,0.86269987,1.1050608,0.96784896,1.1598868,0.3722319,1.2185618,0.84766656,1.0126691,1.0226841,1.0116593,0.77380294,1.0632955,0.8808263,1.2576784,1.0098356,1.0887902,1.1675124,1.0985156,1.0508254,0.9218961,0.7848557,1.2285297,1.0514168,1.2236803,1.0424759,0.69137436,0.9568835,1.090755,0.892356,0.6800475,0.89455235,1.073472,1.217607,1.1968896,1.1611718,1.0198663,1.2816654,0.90345085,0.9783167,1.2794443,1.0280694,1.1607344,0.9586045,1.2808362,1.0350598,0.9249729,0.9574415,1.0326157,1.302716,0.96957785,1.0950562,0.60541964,1.0702642,0.92681473,1.106215,0.8756157,1.2394567,0.9061726,1.1059444,1.1022885,1.1185412,0.99916816,1.2367959,1.1750019,1.0777923,1.1322473,0.6010554,0.8381217,1.0417558,1.1790471,0.8834536,1.2048092,1.1062742,1.3223735,1.0312866,1.008813,1.2555317,1.0002865,0.9855947
finger,0.981186,0.38951862,0.6459858,0.74693453,0.79442286,1.0319967,0.83891636,1.2671273,1.3038869,1.3389207,0.8535287,1.2025177,0.9144263,0.99995816,1.2153981,1.1783814,1.1704903,1.1918697,1.1781772,1.2269238,0.9461052,0.90224653,1.2068346,0.99908566,0.87268066,1.1327212,0.7884604,1.0053201,1.1620924,1.1558319,1.1584128,1.2040485,0.8938953,1.1403012,0.9652708,0.888679,1.1994631,0.6220671,0.7556036,1.3440824,1.1678091,0.60891396,1.2455091,1.2693706,1.0096191,1.1377333,0.8114586,1.1181549,0.41581202,1.1954781,0.97300404,0.0,1.2964579,0.93819,1.1032706,0.34681606,0.9256177,0.97089726,1.1287371,1.2360408,0.6581549,0.66809416,0.9389323,0.8003916,1.2823825,0.4331786,0.60482144,1.1405398,1.271701,1.1392366,1.2736112,1.0659158,0.8371712,1.2232566,1.1393194,1.0092064,0.8987289,1.2424331,0.8672824,1.3144386,0.89809364,0.71033025,1.0866923,0.39085144,0.37921214,0.8876759,1.2939379,0.9154018,1.0613511,0.99141145,1.0967864,0.81638396,0.75187206,0.78985965,1.115354,0.73408335,0.93447244,1.2155601,1.1373582,1.151881,0.7566446,1.0441092,0.9928311,1.3293787,1.2920356,1.0904604,1.1456621,0.9665784,1.0220551,1.1340195,1.0614995,0.9559169,0.85004693,1.0880005,1.3402188,1.0749863,1.306982,0.58545136,1.1069903,0.79358345,1.1125221,0.9223585,1.07199,0.732545,0.9175141,1.0813248,1.3326241,0.9779949,1.1982839,0.24871421,0.93106693,0.6223765,0.90601647,1.1444054,1.1895726,1.0399796,0.49461782,1.1721777
firetruck,1.2133424,1.3095074,1.349818,0.9652323,1.3123586,0.98183525,1.2487255,1.0555314,0.6269552,0.6501311,1.3629748,0.8763149,0.8398488,1.2468739,0.8561398,0.75884706,1.0290005,1.1538224,1.1958698,0.9394233,1.3084368,1.1627226,1.0518434,1.272258,1.363283,0.99224854,1.1205671,1.0126023,0.8833232,1.022566,0.61084694,0.73755544,1.1374077,0.8110515,1.3383062,1.253147,0.71335304,1.3917137,1.4349254,0.57379824,1.1856883,1.2365241,0.892735,0.715201,0.9366282,0.79851925,1.0849226,0.8524456,1.3948476,0.56067085,0.7923548,1.2964579,0.0,1.1399195,1.1041445,1.2811818,1.3835089,1.2110512,0.8589071,0.61180085,1.3753865,0.9764242,1.3302515,0.8327043,1.0620421,0.94624335,1.4052562,0.86892277,0.8572767,0.81453395,0.77422154,0.8409481,1.3797925,0.7703996,1.046674,1.1505009,1.1969773,0.85290647,0.8552071,0.43305832,1.2017572,1.316558,1.0910027,1.3682159,1.0200064,1.1076974,0.6455181,0.9952591,0.79326427,0.87034655,0.917605,1.3637847,1.3587725,1.3477379,0.93280864,1.4148093,0.9815351,0.8022084,1.2489569,0.8721711,1.3787415,0.9210658,1.1858805,0.86265874,0.62492067,1.0715815,0.85659456,1.3114458,0.94798625,1.1175665,0.717294,1.117185,1.0744027,0.9679072,0.5015137,1.0659629,0.6546836,1.4461954,1.1279647,1.0643708,0.9641203,1.3008199,1.0949242,1.3310466,1.0087371,0.6955517,0.61415744,1.2164844,1.0500692,1.353917,1.3372209,1.1858984,1.3242499,1.0889024,0.8231137,1.0504494,1.3643813,0.87515515
fish,0.30965596,0.90263987,0.84447825,0.96189934,1.039398,1.0259895,0.70216584,1.2570119,1.1609805,1.146422,0.62863034,1.0675635,0.9865261,0.46193182,0.9629001,1.0031351,1.1478231,1.1043043,1.1436422,1.2343065,1.1487268,1.073551,1.236484,0.4250278,0.9379352,0.8962291,0.82522994,0.7408188,1.1517833,1.1683955,1.1595588,1.0006906,0.824608,0.91403526,0.8999671,1.1526896,1.0781817,0.8911024,0.76531434,1.2432406,1.0923042,0.8400923,1.1983714,0.94203156,1.1567669,1.1959554,1.0714376,1.122941,0.84201205,1.097959,1.0019441,0.93819,1.1399195,0.0,1.0176119,0.89612037,0.99786896,0.4058143,1.0950905,1.1828954,0.7526494,0.921638,0.84572697,1.024684,1.2180643,1.0179375,0.8675004,0.973327,1.0718296,0.91417116,1.2014666,1.0032134,0.8209288,1.2356685,0.99928415,1.008759,1.0277056,1.2377172,0.9369722,1.0368677,0.9863806,0.7336881,1.0001175,0.86626625,1.0878873,1.051421,1.2712241,0.91451454,1.0740467,0.91893196,1.086826,0.77639747,0.88495845,0.6425791,0.9042665,0.69537723,1.1252985,1.041686,1.1169096,0.9787749,0.78651047,0.96836764,1.1788805,1.1858938,1.1954103,1.0639802,0.96355295,0.8781635,1.1340466,1.1436862,1.0392419,0.96042526,1.0022653,1.1801486,1.182279,0.94189554,1.2362208,0.77826905,0.95648426,1.1560854,1.0351976,1.0567164,1.1410637,0.94663954,0.9633884,1.0441214,1.1741383,1.0964317,1.2247658,0.9383812,1.0514973,0.93343747,0.7513871,1.1180186,1.1830062,1.118566,0.8992558,1.0778948
flower,0.7578342,1.0011746,0.64852554,1.3430586,0.76716316,1.1526308,0.74625003,0.6676391,1.3758562,1.3601352,0.73108935,1.3639007,1.4303607,0.7240191,1.2808207,1.2985032,0.9339043,0.47004414,0.67147434,1.0827029,0.78956306,0.81358045,0.7321826,0.6533956,0.60648483,0.6057686,1.1248455,1.0739412,1.2013515,0.7711563,1.2457037,1.165614,1.1161728,1.403196,0.878061,0.91677046,1.4137968,0.7275255,0.68204343,1.290102,0.4655491,0.90075576,1.1281285,1.1371304,0.78138614,0.97508574,1.1530807,1.2041268,0.7806864,1.2624855,1.1406552,1.1032706,1.1041445,1.0176119,0.0,1.0740627,0.60676324,0.72839254,1.2046114,1.1539891,0.659256,1.3617121,0.74205077,1.2345233,0.7466887,1.3260205,0.694854,1.0232534,1.2888188,1.3246862,0.9395549,1.3664553,0.73384947,1.1484982,0.93092173,0.8936891,0.80833024,0.9976898,1.481796,1.113411,0.68309987,0.72857344,0.9373824,0.8706595,1.2288884,1.131789,1.0280772,1.1326978,1.3887842,1.3641846,1.3362782,0.68839717,0.8842231,0.75407064,1.0126001,0.7997503,1.170099,0.44475102,0.66703373,1.0090656,0.6654084,1.2127651,0.8439401,0.90146613,1.0287089,1.0950364,0.9766438,0.78248894,1.0908095,0.9480488,1.3848927,1.1296718,1.2489537,0.9344868,1.2263906,0.7382733,1.3793397,0.77241343,0.6220861,1.0635539,0.99580145,0.6638303,0.69653916,0.62871146,0.84699833,1.3670812,1.3444239,0.84578574,0.7752541,0.85218287,0.71801525,1.212114,0.6968416,0.69208723,1.1417035,0.7392052,0.79247564,0.95418787
foot,0.8770093,0.38357377,0.50977874,0.96513873,0.7674803,1.1291894,0.63955307,1.2501805,1.3530416,1.3465338,0.7397815,1.286465,0.9977308,0.8266295,1.2710943,1.2039977,1.1404805,1.0237124,1.1463275,1.2440941,0.94941366,0.9235547,1.1832478,0.7890977,0.7717726,1.1588595,0.80846405,1.0699598,1.2171264,1.1692948,1.1845384,1.156168,1.0085105,1.1492147,0.9436186,0.8627416,1.2203448,0.62691784,0.6245178,1.3664317,1.0238502,0.7857703,1.1286697,1.29498,1.0606183,1.2596111,0.80339664,1.0794983,0.53307873,1.1830148,0.85658795,0.34681606,1.2811818,0.89612037,1.0740627,0.0,0.80644524,0.84313405,1.2050666,1.3749121,0.4294874,0.89046526,0.81013095,0.7670224,1.3039463,0.8035246,0.4261666,1.1832261,1.271416,1.0734988,1.3435013,1.0273263,0.724298,1.2261071,1.2569063,1.0834479,1.0114737,1.2832738,1.092057,1.2991657,1.0745682,0.5251459,1.193547,0.45470732,0.5578166,0.964852,1.351082,0.92573917,1.0705073,0.9689694,1.1735293,0.7344197,0.7815225,0.58185023,1.1624229,0.7095969,1.1027347,1.2872958,1.0991831,1.1937194,0.6052025,1.1218771,1.0510255,1.2654581,1.3152124,1.0781059,1.2094642,0.8941871,1.0679475,1.0741563,1.0143367,0.92715895,0.78828675,1.1419971,1.3193604,1.1253178,1.3131554,0.38339603,0.90467334,0.937428,1.2170298,0.89027065,1.1620564,0.51572144,1.0117884,1.0568986,1.355866,0.8785863,1.2704463,0.15798438,0.82068723,0.81350535,0.9086584,0.9934042,1.2292678,1.002999,0.3179744,1.2659215
fork,0.7534452,0.890662,0.6309203,1.288338,0.7583368,1.2244496,0.6823007,0.6215626,1.386136,1.4607838,0.5798435,1.2407026,1.471344,0.749563,1.3822826,1.3336506,0.8875225,0.5990136,0.6191532,1.0346495,0.45494628,0.80530155,0.8022247,0.61176324,0.4635204,0.8505086,1.0795527,1.2131491,1.1399323,0.76415634,1.3434174,1.2635343,0.99468404,1.1840615,0.39702177,0.5617831,1.465117,0.4474882,0.41487968,1.4260756,0.5746721,0.73601705,1.1317286,1.4447832,1.1292317,1.1483282,0.9112904,1.3803592,0.7229758,1.4096409,1.2353274,0.9256177,1.3835089,0.99786896,0.60676324,0.80644524,0.0,0.7850966,1.314295,1.3432865,0.52104956,1.3498374,0.42279845,1.3600783,0.73557305,1.3548084,0.5372621,1.2476993,1.2632885,1.3614141,1.1805235,1.4553232,0.39585304,1.1303498,0.9088519,0.8069085,0.8733134,1.1028574,1.4577475,1.3449478,0.7463718,0.6216222,0.83594275,0.78606963,1.159798,1.0171888,1.1010735,1.1786325,1.4929316,1.451627,1.0629601,0.4062878,0.51829743,0.52761906,1.223742,0.59426606,1.100403,1.1197081,0.57416433,1.2339069,0.54656774,1.2552084,0.7784031,0.95248747,1.3458159,1.0483639,1.2422614,0.4669255,1.2275033,0.8077315,1.5065935,0.9833647,1.2328713,0.8642231,1.3919048,0.6999197,1.3559083,0.48056698,0.715301,1.0443859,1.0461366,0.34441626,0.7379139,0.49913865,1.1282542,1.4891059,1.4337131,0.7221731,0.85235804,0.6820369,0.1286211,1.0594598,0.51577026,0.8005501,1.2128465,0.83099735,0.6364505,1.1027414
frog,0.12520385,0.87513304,0.7710047,1.275602,0.8535764,1.0955317,0.44938415,1.0231851,1.2634761,1.321883,0.6392145,1.2874001,1.276674,0.24195755,1.1529756,1.0979419,0.884747,0.91331446,0.9387443,1.089228,0.9775485,1.0362929,1.0650586,0.15741837,0.81499195,0.67573524,0.88069224,0.96109456,1.2341694,0.99452174,1.274973,1.161832,0.87085724,1.0695602,0.8276889,0.9903565,1.3449866,0.76194286,0.638559,1.3193524,0.862239,0.7772512,1.1503065,1.0956422,0.8780936,1.1788825,0.862126,1.2219374,0.8312981,1.3069031,0.96493465,0.97089726,1.2110512,0.4058143,0.72839254,0.84313405,0.7850966,0.0,1.2836994,1.273244,0.69528997,1.1594225,0.6120018,1.1890117,1.1266992,1.2317973,0.68009627,0.9955951,1.2436796,1.0819598,1.137813,1.2649139,0.7151973,1.2553174,1.0508829,0.86474836,0.81000245,1.2090592,1.2696297,1.123947,0.9480656,0.77809054,1.0345883,0.8401931,1.1542296,1.0314014,1.2225442,1.0121281,1.2764819,1.1778888,1.2136847,0.7141384,0.8182255,0.54871476,0.92142016,0.6540868,1.1677306,0.99645734,0.8493638,0.99995935,0.76764226,1.2901216,1.0233135,1.0588615,1.1940306,1.0619196,0.98804075,0.7299801,1.2719069,0.80781114,1.2311066,0.932331,0.98905575,1.0752075,1.2575386,0.85655177,1.3795743,0.68883353,0.94473934,1.2282206,1.1116015,0.7613902,0.88918746,0.84566075,0.97330016,1.2812035,1.3410795,0.79893357,1.1718965,0.8576079,0.8642129,1.0272839,0.7458011,0.7181567,1.1955136,0.9805985,0.852275,1.0840459
giraffe,1.2030759,1.1642344,1.2463529,0.8000386,1.1479998,1.0009289,1.308095,1.236053,0.83628535,0.55574733,1.086986,0.8005655,0.7337456,1.1915152,0.5826657,0.8292339,1.1740267,1.2132895,1.2670077,1.1271745,1.2578703,1.1536194,1.1582146,1.2558444,1.2876859,1.1367393,1.1572931,0.73821366,0.9206964,1.1596901,0.74901354,0.82784307,1.0963162,0.91193366,1.1486355,1.1726711,0.57378817,1.327442,1.3195679,0.7063997,1.2179831,1.1407948,1.0195428,0.8308357,1.1009789,0.8851722,1.1883368,0.5641384,1.1668096,0.6804459,0.898954,1.1287371,0.8589071,1.0950905,1.2046114,1.2050666,1.314295,1.2836994,0.0,0.8834366,1.2400444,0.9110247,1.3494636,0.90459245,1.1738887,0.98178583,1.2901,1.0063107,0.7500301,0.7454889,1.081092,0.6479607,1.2689316,0.9583966,0.9879244,1.2246416,1.1502476,1.0119332,0.8345176,0.9170402,1.167583,1.1245618,1.13369,1.2106222,1.0472372,1.0621178,0.98430413,0.7355697,0.42350614,0.7989296,0.95175534,1.2967275,1.2932534,1.2281427,1.0830657,1.2113932,0.88251626,0.944213,1.2985018,1.0186222,1.1471273,0.72538054,1.217479,0.97607696,0.8010019,0.8087504,1.026684,1.2285151,0.7079002,1.215848,0.7019045,1.1517316,0.9573887,1.1670417,0.82674855,1.1317233,0.74747217,1.2585975,1.0971112,1.0765207,1.0402722,1.3699696,1.2052535,1.2106872,1.0972227,0.5956383,0.6468638,1.1853478,1.0983793,1.224235,1.2485096,1.180779,1.2299463,1.2193329,0.95644975,1.1298404,1.163956,0.8701457
glass,1.3259406,1.2810781,1.3307406,0.909832,1.2417427,0.8703368,1.2702013,1.0257709,0.6060793,0.7541355,1.4880316,0.9221444,0.82543,1.3545623,0.8608912,0.84503305,0.9203911,1.0464237,0.9859975,0.84502184,1.1696959,1.2200992,0.91109335,1.3935577,1.3254708,1.0607601,1.1977341,1.0275491,0.9587857,0.76123095,0.75579786,0.87085545,0.99607444,0.7584344,1.2483311,1.1288203,0.773479,1.4173236,1.5193943,0.67920244,1.0830743,1.164846,0.8310899,0.8259674,0.94632447,0.84856904,1.1537304,0.93942595,1.3326919,0.75742924,0.86269987,1.2360408,0.61180085,1.1828954,1.1539891,1.3749121,1.3432865,1.273244,0.8834366,0.0,1.480119,0.8590203,1.1895225,0.78307354,0.89860344,0.78400487,1.4227856,0.98535067,0.83389074,0.8553416,0.48107588,0.8796152,1.4596039,0.94956696,0.7731333,0.96600604,0.9572375,0.6688125,0.72974855,0.48225373,1.0052804,1.3655396,0.9146423,1.3028305,0.8925047,0.86193293,0.7718436,1.0308787,0.86464393,0.9431249,0.8491819,1.4431555,1.3589973,1.4084146,1.0500686,1.4694761,0.7618214,0.845706,1.07625,0.9874569,1.4276965,0.87878644,0.99073017,0.8486049,0.693869,1.0251857,0.9684289,1.411315,0.97462136,1.1302155,0.77843076,1.0112802,1.1490998,1.041411,0.60465235,1.2175981,0.85277635,1.4775964,1.1281484,1.0334721,0.6925158,1.2835577,1.0128994,1.3932579,0.9604028,0.76947683,0.4955259,1.2370257,0.88924086,1.3988228,1.2589059,1.0042479,1.3336631,1.1001915,0.74126697,1.2383101,1.4057717,0.8899208
glasses,0.664021,0.6131571,0.2438842,1.2235022,0.6390609,1.1426474,0.576819,0.9906077,1.481591,1.4944787,0.29027408,1.3862811,1.3682578,0.5756056,1.4598246,1.2988391,1.1548074,0.5876223,0.7860477,1.2963796,0.82215846,0.85067385,1.0448368,0.49595433,0.4521911,0.9172968,0.8787644,0.95274043,1.2590723,0.9766651,1.3204479,1.3005953,0.84781533,1.2964336,0.69545853,0.8993177,1.4576043,0.55911446,0.28465164,1.4958985,0.6116467,0.705483,1.2422236,1.3631575,1.1580105,1.2234249,0.96177953,1.2995368,0.47102278,1.429623,1.1050608,0.6581549,1.3753865,0.7526494,0.659256,0.4294874,0.52104956,0.69528997,1.2400444,1.480119,0.0,1.3165398,0.58671045,1.079359,1.1383798,1.2613134,0.25761676,1.2220566,1.349052,1.2274309,1.3947817,1.2882571,0.32507002,1.291707,1.0203906,0.9451594,0.9826749,1.3010898,1.4655054,1.3416368,0.88824356,0.12386787,1.1754327,0.51488864,0.9345345,1.0243826,1.307965,0.9797993,1.3856591,1.2767825,1.3499569,0.39186776,0.6255434,0.2992543,1.1676981,0.49723184,1.2358729,1.1652641,0.8392838,1.2216235,0.2042687,1.3212525,1.0214021,1.1063524,1.390963,1.049494,1.2289602,0.50777,1.2558215,1.0417311,1.3546154,1.1352462,1.0252607,1.0703039,1.474004,0.77945834,1.4495497,0.13016367,0.43546885,1.1143178,1.2607497,0.6255277,0.97797495,0.23414034,1.0283278,1.3852265,1.5229557,0.79518723,1.1274445,0.3672558,0.7157836,1.0332891,0.71590525,0.82282627,1.2613132,0.8576945,0.11765373,1.1378939
glove,1.245124,0.8599367,1.1428003,0.51256347,0.99480575,0.7517964,1.1314911,1.3565961,0.86801857,0.8400084,1.3421013,0.91146004,0.54274666,1.2152545,0.70042264,0.95407116,1.0592802,1.3877068,1.3144752,1.0794281,1.2467413,1.2006605,1.2316417,1.3247681,1.3766049,1.2525531,0.91839147,1.0766127,0.99434435,1.3055406,1.0284063,0.834039,1.0608579,0.87807286,1.2845986,1.1122797,0.74152905,1.1463944,1.3044695,0.88319826,1.3830831,1.165437,1.0647246,0.91802657,0.67167604,1.1932756,1.0832088,0.8575133,0.93512076,0.83287436,0.96784896,0.66809416,0.9764242,0.921638,1.3617121,0.89046526,1.3498374,1.1594225,0.9110247,0.8590203,1.3165398,0.0,1.1249056,0.8381489,1.2011614,0.28177136,1.1668273,0.9977135,0.91441804,0.80013967,1.0372651,0.7235925,1.3645818,1.0984536,1.2094882,1.1887224,1.043364,1.0222368,0.12577546,1.0263182,1.0448161,1.2289863,0.835822,0.9106734,0.71017766,0.90219563,1.145287,1.0377339,0.6852061,0.7152917,0.6600162,1.3220587,1.1455829,1.2831467,1.0069556,1.0676278,0.831519,1.1468222,1.3149669,1.0200257,1.2967997,0.6366878,0.91921014,1.1214948,0.92588663,1.0919191,0.9960323,1.3678396,0.789552,1.0155244,0.7286607,0.834077,0.8846092,1.1109347,0.89183486,1.3608277,0.8833982,1.1777592,1.3287556,0.56526846,0.9301146,1.2611417,1.2146711,1.2318187,0.82760453,0.7107028,0.794219,1.0959941,1.2257459,0.9072157,1.1899362,0.57592136,1.076322,1.0668993,0.93903935,1.2326808,1.1881164,1.1680348
gum,0.7180512,0.91110945,0.53819996,1.3634496,0.46249032,0.874537,0.5954743,0.7958595,1.236597,1.4454014,0.6784556,1.2399848,1.4087207,0.745062,1.2851558,1.3267632,0.6482407,0.5667982,0.6252164,0.8929723,0.75661635,1.0880877,0.83062446,0.59453225,0.7053568,0.7757673,1.0168906,1.3337855,1.2944257,0.7985696,1.4546709,1.3378532,0.926193,1.0921168,0.6699732,0.80971646,1.4270091,0.74278665,0.40024495,1.4246614,0.5351821,0.9636521,0.9681869,1.3732579,0.97263163,1.3095984,1.0270674,1.3215945,0.67681235,1.4335501,1.1598868,0.9389323,1.3302515,0.84572697,0.74205077,0.81013095,0.42279845,0.6120018,1.3494636,1.1895225,0.58671045,1.1249056,0.0,1.3473797,0.8488452,1.2222095,0.5656369,1.1164806,1.3204901,1.2728196,1.1588422,1.4959381,0.562496,1.2617015,0.97703975,0.8904888,0.75661707,1.1218929,1.2377963,1.293174,0.8933101,0.54475695,0.8163916,0.8190048,1.1030416,0.72958666,1.2628573,1.1659914,1.39827,1.5110664,0.97825956,0.5292025,0.6369608,0.5651046,1.091496,0.5652585,1.0907543,1.2168834,0.6201853,1.1168063,0.6227054,1.2893021,0.9622217,1.0823977,1.2313695,1.0634403,1.1296701,0.61937207,1.2924467,0.6744915,1.4503427,1.0194128,1.2200861,1.0221355,1.3423499,0.8511826,1.402028,0.4991985,0.69745713,1.0184107,1.1282524,0.5970766,0.82080674,0.56406313,1.0267563,1.4465556,1.2581892,0.51290166,1.0512924,0.7174293,0.5035451,0.81773293,0.65315175,0.43566853,0.8789234,1.0829982,0.6745773,1.1621307
hair,1.1839184,0.85080314,1.0894107,0.75648326,1.169358,0.9714628,1.1736695,1.3631818,0.89441615,0.8607756,1.2660564,1.0360049,0.54585755,1.2248585,0.93392074,0.9170389,1.2255183,1.3080325,1.4371054,1.1169081,1.260557,1.146078,1.2111549,1.2661812,1.300092,1.2285451,0.8992653,0.7979076,1.0478944,1.1035173,0.7252738,0.90778005,1.126433,0.7791229,1.3457295,1.1796799,0.748193,1.162313,1.3469318,0.8629998,1.3653729,0.9382318,1.0668881,0.8223779,0.9853754,0.92084265,1.019426,0.7928184,1.0708046,0.72959787,0.3722319,0.8003916,0.8327043,1.024684,1.2345233,0.7670224,1.3600783,1.1890117,0.90459245,0.78307354,1.079359,0.8381489,1.3473797,0.0,1.2597358,0.6497099,0.9270263,1.0057586,0.94453377,0.7290946,1.057033,0.67755795,1.3213527,0.98313856,1.0504696,1.136587,1.1833347,0.9864906,0.7906468,0.8301246,1.1896812,1.1118139,1.2412416,0.84051645,0.5580773,1.0301213,1.0638124,0.7943208,0.7172148,0.66748875,1.0462227,1.2996308,1.2574153,1.2774463,1.0271257,1.3665868,0.89407986,0.95757395,1.4505672,1.0166445,1.2319243,0.893819,1.1788177,1.0820078,0.9286388,1.0543281,1.007772,1.326919,0.84148383,1.249339,0.48785436,1.055295,0.92471814,1.1389508,0.8356358,1.3065517,0.8628302,1.1853235,1.2115335,1.010643,1.011724,1.3650322,1.2297026,1.1071451,0.9531518,0.49760067,0.86877996,1.2586126,1.0839965,0.83319926,1.2893281,1.0113208,1.3461051,1.2712483,1.0884597,1.1814088,0.93538713,0.9603536
hamburger,1.1395652,1.3463998,1.0230345,1.2350522,0.8980164,0.9955403,1.0765244,0.63995105,0.9878018,1.1839162,1.0736622,1.0278468,1.3357913,1.11535,1.1049565,1.0293198,0.8446203,0.7443785,0.4498633,0.89067394,0.5110451,1.057157,0.7368077,1.0906419,0.9672649,0.8758626,1.1746521,1.2182592,1.194263,0.6912771,1.2136129,1.061884,0.98945826,1.2334995,0.71420085,0.78419673,1.2216227,1.049726,0.9948337,1.1846706,0.7043135,1.1394446,0.74513036,1.1225513,1.0255405,1.074582,1.2296174,1.1902843,1.0552567,1.1878911,1.2185618,1.2823825,1.0620421,1.2180643,0.7466887,1.3039463,0.73557305,1.1266992,1.1738887,0.89860344,1.1383798,1.2011614,0.8488452,1.2597358,0.0,1.2445273,1.0165439,0.9591498,1.0241033,1.3106062,0.7603469,1.2971442,0.960619,1.1288416,0.824034,0.5913477,0.7969793,0.84711945,1.1190369,1.0664784,0.67300195,1.1018727,0.5405902,1.2292212,1.2176093,0.9243653,0.83736175,1.2168384,1.264498,1.3508666,0.8840317,0.95573753,0.97691226,1.0364364,0.9650163,0.9856607,0.89025295,0.9297585,0.48732382,0.93838453,0.9633718,1.0889033,0.8327694,0.93260217,1.0701683,1.0284919,0.92945737,0.7106749,1.1029061,0.8242718,1.3251315,1.019976,1.2145631,0.87600833,1.104633,0.8206152,1.1113304,1.0726231,0.9108363,1.0718399,0.6873312,0.79114044,0.67066556,0.929726,1.07974,1.2704873,1.0751135,0.8140964,0.48305535,1.1655948,0.80181813,1.1068393,0.79614735,0.93350214,0.8947303,1.1370785,1.1610825,0.99210453
hand,1.289758,0.84446204,1.1588314,0.45607162,1.0947497,0.9020843,1.2119392,1.3583727,0.8482395,0.9051973,1.366037,0.95118487,0.55419993,1.3040674,0.9080411,0.9298236,1.0855196,1.3931177,1.319013,1.0678818,1.1783985,1.1840181,1.2436261,1.3804731,1.3695526,1.2488885,0.9359894,0.993003,1.0480666,1.2126055,0.98753256,0.9155403,1.0349154,0.8570836,1.2844732,1.0621171,0.8037038,1.1239257,1.2974981,0.9171445,1.3909545,0.988147,1.0235629,0.918367,0.84542245,1.0766083,1.0291853,0.8961687,0.8960835,0.8577421,0.84766656,0.4331786,0.94624335,1.0179375,1.3260205,0.8035246,1.3548084,1.2317973,0.98178583,0.78400487,1.2613134,0.28177136,1.2222095,0.6497099,1.2445273,0.0,1.2048775,0.99509126,0.9589475,0.8481761,0.9931503,0.83410645,1.3000973,1.0717559,1.1296134,1.125339,1.0739827,1.0293664,0.33505118,0.961115,0.96187747,1.2224267,1.0406362,0.861787,0.48825586,0.9645196,1.1274954,0.9340199,0.7257499,0.7849932,0.7875043,1.2395592,1.0686759,1.3277997,1.029047,1.2360328,0.66788495,1.065774,1.3029861,1.0139964,1.2799988,0.73355436,0.9712657,1.1732727,0.9664375,1.0722805,1.0012449,1.3682818,0.8633841,1.0984995,0.71094805,0.9402079,0.89261794,1.0441543,0.95158434,1.3164248,0.93933517,1.1964183,1.3213848,0.6511631,0.9279915,1.2188972,1.1524912,1.2186487,0.9212806,0.71448326,0.7921656,1.19919,1.1333269,0.75371695,1.2715662,0.5002028,1.2623141,1.2263604,0.9455935,1.2567251,1.0872208,1.0670049
