,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
meat,1.1581017,1.1648499,1.2026861,0.9174523,1.0746945,1.1038797,0.91555494,1.048546,0.86581594,1.116245,0.9811096,1.2897409,1.0128833,0.9369467,1.2509995,0.9464054,1.0365883,0.94133633,1.2090497,1.0164212,0.93727165,1.0458717,1.1678414,1.0744593,1.2344472,1.3109543,0.9816184,1.1599871,0.99746615,1.0655786,0.9875772,1.075746,0.6171805,1.003795,0.9217945,0.84842056,1.2804677,0.9487915,1.2183263,0.76876515,0.9732652,1.1161345,1.0728273,1.0461274,0.9964705,1.0928537,1.2598214,1.04737,0.9183997,1.1877145,0.8866876,1.1392628,1.2638388,0.97011703,1.2121761,0.73309046,1.3268183,1.1304306,1.0292268,0.9996935,0.9032239,0.7549208,1.0212468,1.3353302,0.9990191,1.0927883,1.0383313,0.79279804,1.063271,1.1830039,0.9961442,1.0006326,0.0,1.1406567,0.94872296,0.9394598,1.1252488,1.0152414,1.0871471,1.1379077,1.0604596,0.88098675,1.1409659,1.1453471,0.9063519,0.8706762,0.9213026,1.098063,0.855574,0.97753567,1.1467202,1.1597557,1.0906335,0.9756724,1.2234951,0.05885446,1.1832554,0.72584033,1.0326504,1.2022301,1.1136171,0.9910752,1.0621384,0.8869451,1.1284573,0.96792024,0.8343226,0.4000774,1.141973,1.0991112,0.9917465,1.1732104,1.2108738,1.1847464,1.1265208,0.94239056,0.9127759,1.3566619,0.9610465,1.1845475,1.0431424,0.16518891,1.0237365,1.0149697,0.96646297,1.1838326,1.0138468,1.0155481,0.71844566,1.1182498,1.3042431,1.1207991,1.1618907,1.1579189,1.1690425,0.7890265,0.96376765,0.9861156,0.9769813,1.1580236,1.226169,1.0073228
melon,0.9854686,0.7361479,0.07383561,1.2614441,0.79276687,0.7949981,0.8590531,0.9191374,1.3756235,1.037296,1.4167671,0.74351263,1.3784959,1.368037,0.7180919,1.3510296,1.0796559,1.0269039,0.7760482,0.4085672,1.2345026,0.4126972,1.1671089,0.8756812,0.7151573,0.7768446,1.2104007,0.45791602,1.2973195,1.4075086,0.9516146,1.2887404,1.1621125,1.1293635,1.3505127,0.93348074,0.6898824,1.4331284,0.7682241,0.9655652,1.2420111,0.87294453,1.2974828,1.2063653,1.3416955,0.89710206,0.4353426,1.314976,1.1726378,0.6499245,1.1101229,0.96486324,0.8314079,0.85873866,0.7093814,1.187881,0.62456226,0.65096545,1.2815492,0.9421231,1.296228,0.68697345,1.0732003,0.48296827,1.0079876,1.2080758,1.2008963,1.0950727,1.1715314,0.69028926,1.3780353,1.0044593,1.1406567,0.0,1.2089959,1.1335777,1.2317474,1.1333758,0.79806685,0.771039,0.91007125,1.293674,0.7942592,0.5948032,1.1948525,1.1189369,1.3967745,1.1782911,1.2545204,0.9220709,0.9024871,0.88852715,0.95955926,1.1619864,0.9160845,1.1244608,0.9429828,0.5179025,1.0546681,0.5607455,0.39778852,1.1372306,0.893348,1.3058143,1.0175968,1.071034,1.2232312,1.082383,0.6929866,0.7583535,1.3131353,0.74246407,1.0232325,0.7361324,1.282136,1.1754391,1.3084614,0.52160704,1.2598262,0.59143233,0.9987978,1.0821916,0.7558907,1.1564654,0.9053622,0.47760588,1.1679153,1.255279,1.3282034,0.5562049,0.60654795,0.7059947,0.85056144,0.8040428,0.6457257,1.2862401,1.2076473,1.0804439,1.0287635,1.2007549,0.75533414,1.3944392
milk,1.1807308,1.0226612,1.2829664,0.90477914,1.0808489,1.1065159,1.0260999,0.88733196,0.91184115,1.2144083,0.9466378,1.2746519,0.8551927,0.8875833,1.1441035,0.94788766,1.0625193,0.7965952,0.995921,1.0996878,0.84689415,1.2421443,0.8658547,0.6934158,1.2263775,0.9229861,1.0053766,1.207836,1.0344915,0.8616801,1.0535718,0.83182555,0.8632848,0.8016861,0.89933145,0.8391963,1.2275387,0.7734956,1.076066,0.98861974,0.93133014,0.96753734,0.7424288,0.90087456,0.8737186,1.1189542,1.2701119,0.9564067,0.9417228,1.1767054,0.9796146,1.0779297,1.109908,1.0802464,1.2183169,0.7038165,1.2997254,1.2545067,1.0548913,0.8276182,0.89540845,1.1067984,1.0059704,1.2889408,1.012172,0.8584839,1.0230879,0.57762396,1.0132011,1.1745411,0.8101895,0.9439791,0.94872296,1.2089959,0.0,1.0434406,0.79113054,0.72876453,1.055113,1.117966,1.0455952,1.0298706,1.0418739,1.22896,0.80436754,0.932315,0.887683,0.99236506,0.83569723,0.94849867,1.0942384,1.1180401,0.9609198,0.9682068,1.1202332,0.92441183,1.0930988,1.1598518,0.9435588,1.2782658,1.1523972,0.95523596,1.0781137,0.6593725,1.1343455,0.945902,0.82158345,0.99303824,1.1607788,1.2009859,0.9224514,1.2001871,0.9181372,1.1120652,0.9357434,0.8928345,1.003788,1.3395369,1.0216974,1.0326357,1.0852375,0.98121595,1.1219618,0.9044555,0.91708785,1.2492601,0.8363672,0.9660638,0.9056871,1.1239243,1.2599152,1.1132213,1.0635773,1.0333899,1.1269915,1.0104365,1.0633559,0.98295873,1.035235,0.7409322,1.2420318,0.87250507
mitten,0.9751291,1.1345178,1.2115742,0.6923002,0.89182895,0.90058476,1.0376469,1.2674443,0.7679794,0.92170066,0.7080799,1.348482,0.7757873,0.45698357,1.3070092,0.59218425,0.78772485,1.1681845,1.4653864,1.4783733,0.86010134,1.3412907,1.3276479,1.2155722,1.337795,1.3960121,1.0481151,1.2243814,0.8445546,0.88175166,1.2392433,1.0236783,1.0392523,0.96903527,0.72281206,0.7842764,1.5066304,0.92156786,1.4863997,0.8990263,0.81683844,0.97844714,1.1775014,1.0343721,0.71114385,0.93631184,1.2088704,0.8026725,0.70841783,0.8425667,0.9897921,1.2050865,0.96876,1.4077685,0.9367486,0.69549936,1.30687,0.6534797,0.9834168,0.8858073,0.75715756,1.1175278,0.4891883,1.2859108,1.0373396,1.0382595,0.82978666,1.0496982,0.675788,1.4981153,0.87421906,1.2335289,0.9394598,1.1335777,1.0434406,0.0,1.0496668,0.9176024,1.106804,1.264734,1.0522896,0.75122815,0.8945376,1.3860993,1.0941972,0.8534203,0.6127249,0.71751857,0.96713775,0.7421632,1.4789069,1.4840128,0.64332736,0.7468863,0.899541,0.98842746,1.2667108,1.4253641,0.96138644,1.0144938,1.1240796,0.847191,1.4492666,0.9191752,0.96611655,0.9214197,0.66137594,0.95419055,1.174341,1.1895314,0.65864974,0.96277237,0.8810538,1.3595617,0.9140958,1.13052,0.6865785,1.3046861,0.8652177,1.275085,0.80126226,0.8637831,1.4296414,0.9276738,0.9673077,1.3376181,0.9005542,0.7358042,0.828937,1.2912955,1.1504617,1.0028822,1.2275531,1.1542798,0.95199263,0.7684401,0.96985316,1.1613526,1.2791271,1.3073845,1.3163328,0.91175
mop,1.0530374,1.035816,1.2929114,1.090868,1.108318,1.1244351,1.0634962,1.0492033,0.86779314,1.151362,0.973634,1.0876759,0.9020715,0.94798356,1.0199546,0.9153347,0.7338709,0.9384729,1.0750918,1.104849,0.92291915,1.2398318,0.21588218,0.9424097,1.0756963,0.9437665,1.1162083,1.174846,1.1293,0.9237816,1.0549318,0.7150377,1.0384437,1.0124167,1.0233448,1.1140931,0.9598438,0.9865149,1.0756907,1.0336734,1.091566,1.079275,0.76935923,0.7498485,0.84144783,1.0955216,1.2055519,0.90980804,1.0930922,1.1310195,0.99428755,1.1530234,1.068009,0.82380986,1.1088988,1.0378056,1.2049794,1.1886423,1.05483,0.9756356,1.0943948,1.240634,1.080388,1.2403166,1.1215842,0.2956372,1.0212091,1.0062389,0.94207096,0.84243476,0.98973083,0.9483882,1.1252488,1.2317474,0.79113054,1.0496668,0.0,0.9729938,1.0786337,1.1985254,0.9893764,0.9971113,1.0983177,1.2416509,0.9184785,1.0403179,0.92732346,0.92319083,0.96698946,1.0461732,0.7622707,0.7731458,0.9741221,1.0752727,0.99292797,1.093034,1.1048164,1.1529105,1.1076673,1.193432,1.264227,0.95365936,0.9891134,0.9298221,1.0818918,1.0883023,1.0114497,1.119823,1.0581014,0.8491057,0.98437935,1.1168802,0.8768996,0.9875499,0.73244727,0.8283268,1.0621501,1.1763852,1.1021138,1.0798001,0.9812971,1.1542927,0.851841,0.89243984,0.85799414,1.200489,0.9289387,0.99828744,1.1297768,0.9844134,1.1306914,1.0132178,0.7289466,0.9133089,1.1032234,1.0631006,1.0867113,0.99797785,1.0968556,0.65143216,1.1820253,0.90735453
motorcycle,1.0426332,0.89251626,1.2104397,0.79247165,1.1685727,1.1964245,1.1244148,0.99118716,0.94839793,1.2456498,0.7975273,1.2276623,0.8250036,0.7898644,1.176511,0.79029167,0.8969222,1.0345144,1.2724603,1.1256686,0.807166,1.2550765,1.0959041,1.0286388,1.1877077,1.0809077,0.85726845,1.1852975,0.8783578,0.7843379,1.1390673,0.7978916,0.92449987,1.0829031,0.71762466,0.7596313,1.3505116,0.70058155,1.2757547,0.968625,0.6572451,0.7492722,0.7955611,0.80066526,0.7884081,1.0177547,1.2215643,0.920088,0.8363359,0.9643012,1.0857522,1.161192,0.86914176,1.2414885,1.1062565,0.66485286,1.1649008,1.0220989,1.0343106,0.7745186,0.7911557,1.1139035,0.88666165,1.2132872,0.96529555,1.0689855,0.9727198,0.89965475,0.8978022,1.293412,0.7647394,1.117631,1.0152414,1.1333758,0.72876453,0.9176024,0.9729938,0.0,1.0774224,1.1781919,1.0304863,1.1545924,0.81235373,1.2903116,0.8700161,0.8581878,0.80771655,0.85938376,0.946087,0.9596619,1.2759597,1.291615,0.88381314,0.6817039,0.86317086,1.0401014,1.1558158,1.2794573,0.8020611,1.0268877,1.2015162,0.8607049,1.1111004,0.7213028,1.3386971,0.7252323,0.8434801,0.98782927,1.2917681,1.2432086,0.8009548,0.96059,0.73772544,1.249334,1.0070697,0.92191654,0.996742,1.1604104,0.9247518,1.2443125,1.0292873,0.967251,1.2739143,0.8468691,0.85130596,1.24798,0.7201539,0.8366822,0.9672379,1.1569325,1.1424723,1.013763,1.2045609,1.0178373,1.1076387,0.9975543,1.1423166,1.0716299,1.076213,0.851086,1.2291763,0.97379607
muffin,0.76171786,0.97948444,0.72630244,1.3725573,1.1147152,1.0391288,1.051268,0.91491145,1.3793141,0.8707583,1.3218029,0.55368364,1.1778493,1.2821543,0.74890995,1.1958222,1.0980898,0.9485132,0.91091937,0.85193545,1.0536007,0.52654654,1.0134434,0.96065825,0.725217,0.63284504,1.1485652,0.51278836,0.9769409,1.1914682,1.0653256,1.2224485,1.2047061,1.1996393,1.2811052,0.5256518,0.6811314,1.2743301,0.7776122,1.0746663,1.1225907,1.0679907,1.1106496,1.0350829,1.1968877,0.93061876,0.63147426,1.0881237,1.1825875,0.8674153,1.1169306,0.9318548,0.5528869,0.8741344,0.6551141,1.2887363,0.6501473,0.9346493,1.1614838,0.83769995,1.2452366,0.9674667,1.1182597,0.73625386,1.0705234,1.1058604,1.3250538,1.1074766,1.1399214,0.84106565,1.1834089,0.96333945,1.0871471,0.79806685,1.055113,1.106804,1.0786337,1.0774224,0.0,0.8697521,0.8192059,1.2262678,0.75209427,0.80456114,1.1347609,1.1201072,1.2819701,1.0841318,1.1220934,0.61655074,0.97367233,0.94054407,0.7475598,1.1025616,0.6906127,1.0270293,0.92336625,0.63424754,1.0503838,0.627784,0.79728687,1.1560813,0.963641,1.2020075,0.7965456,1.1326625,1.1559184,1.0469824,0.6400747,1.0086898,1.2938704,0.89581025,0.88579977,0.73143005,1.1382256,1.2567455,1.4081361,0.59818214,1.3127327,0.8361417,0.96830714,1.0066671,0.80220413,1.1453953,0.7209174,0.6053653,1.1641573,1.2619804,1.2446235,0.91005063,0.7536803,0.7043485,1.0961769,0.8122009,0.9381697,1.3177853,1.1335144,1.1704537,1.1554368,1.030784,0.9012306,1.2133816
nail,1.0172273,0.9816809,0.573736,1.2123272,0.83492833,0.7134767,1.0211492,0.9681523,1.3786782,0.9781355,1.3940156,0.47974813,1.4690331,1.3561474,0.89954036,1.3739771,1.2850763,0.85831654,0.39619362,0.6513033,1.342581,0.5535741,0.98083925,0.85433304,0.7154497,0.72046095,1.0162939,0.60353106,1.1883541,1.375931,0.86574906,1.2419616,1.0778692,0.9205132,1.3622707,1.1518993,0.38960528,1.3131229,0.28970551,0.9874299,1.3256285,0.9766286,1.130672,1.3652874,1.2850361,0.9495268,0.5108219,1.3678676,1.1335043,0.80855286,1.0878175,0.6575762,0.897976,0.9103321,0.8663372,1.2729914,0.40028363,0.8307304,1.1757292,0.7420795,1.1619865,0.93729436,1.1541566,0.44704938,1.0601054,1.2323514,1.2357244,1.0952902,1.3269293,0.6644835,1.3111429,0.96916103,1.1379077,0.771039,1.117966,1.264734,1.1985254,1.1781919,0.8697521,0.0,0.89782953,1.0339156,0.92094755,0.29793942,1.2267511,1.1157479,1.3048592,1.3445762,1.130673,1.0749617,0.7480793,0.70998967,1.1806903,1.2008636,1.0474339,1.106199,0.6741375,0.6108506,1.1305207,0.8339039,0.71844697,1.2251396,0.7813903,1.2442617,1.0748049,1.1778815,1.1695803,1.0600011,0.7417263,0.88031816,1.3044474,1.0052005,1.2276909,0.85039306,1.2620087,1.16078,1.2731166,0.4828931,1.1211133,0.6635523,1.1769909,1.1815687,0.8463459,1.2373768,1.1913877,0.3849715,1.2054076,1.2668681,1.2920749,0.8330642,0.49979997,0.7220702,0.8351551,0.79549694,0.7448529,1.1783494,1.1203182,1.0018753,0.78231597,1.1308194,0.2276516,1.2517419
napkin,0.9604414,1.0438403,0.87414384,1.2475082,1.0403366,0.9608675,0.91135365,0.69163656,1.090355,1.0725788,1.2131068,0.8298234,1.2099518,1.2754927,0.8289697,0.8181888,1.2514949,0.7528606,0.7260847,0.7371419,0.96981615,0.90942746,0.8448016,0.66662776,0.8119768,0.7231711,1.0966233,1.0115616,1.1730717,1.133743,0.80569893,1.2256664,0.8596127,1.0362312,1.2485445,0.9645662,0.7827312,1.149984,0.7857727,0.79307795,1.1990833,0.8520516,1.0096688,1.004091,1.2662599,1.0843797,0.96194047,1.3013095,1.2919713,1.2475536,0.9924691,0.75629497,1.0849946,0.7833189,0.8674682,1.1914889,0.9400543,0.6071451,1.1850019,0.9012244,1.3472666,0.9598826,1.1724455,0.7199521,1.0471433,1.135605,1.2922442,0.95196223,1.2333181,0.70315737,1.1972976,0.7708034,1.0604596,0.91007125,1.0455952,1.0522896,0.9893764,1.0304863,0.8192059,0.89782953,0.0,1.1671693,1.1919565,0.8776893,0.88496345,1.0053643,1.3078979,1.3259034,0.867474,0.94402313,0.76780874,0.7787703,1.2334429,1.0160717,0.6176259,1.0684077,0.8015256,0.7420893,1.1757867,1.1297309,0.96054757,0.95072615,0.8274639,1.1122867,1.1233369,1.1175104,0.9700636,0.88605505,0.8166479,0.8224673,1.3537109,0.8334623,1.1127723,0.7290659,1.1744723,0.7345764,1.2728763,0.81546587,1.037426,0.7230529,1.0408345,1.0581357,0.742722,0.9846122,0.68468446,0.92477536,1.0003858,1.4143963,1.1194962,0.80944955,0.99666196,1.1749964,0.7586275,0.17149127,0.8727088,1.0621666,1.0812852,0.9250333,0.828366,0.95800483,0.9738341,1.0992085
necklace,1.0099152,1.2183971,1.3089964,0.9447482,0.97340924,0.96655715,0.87272334,1.0861733,0.7974916,0.93299645,0.9254775,1.1536291,1.0003213,0.86522543,1.1840621,0.92438346,0.99552596,0.9799476,1.1216134,1.2118325,0.9206623,1.2089932,1.0016756,1.1603098,1.1445253,1.3539221,1.0153556,1.202246,0.983152,1.0671939,0.9850663,0.99225646,0.9377641,0.6984689,1.0066069,1.1043108,1.1137373,0.9668859,1.1089451,0.7940591,1.0913724,1.126763,1.0762818,1.0874984,0.92947286,0.9931226,1.2437327,1.0240754,1.0106474,1.1082832,0.7867934,0.79423356,1.2915262,1.0718684,1.0140338,0.8221101,1.1709024,1.0818408,0.9332708,0.9295739,0.94786924,1.0439163,0.9576345,1.2455995,1.0199873,0.92842674,0.9452783,0.9245876,1.0538287,1.1161785,0.9883038,1.0066998,0.88098675,1.293674,1.0298706,0.75122815,0.9971113,1.1545924,1.2262678,1.0339156,1.1671693,0.0,1.1088243,1.105753,1.0457463,0.93936974,0.89646447,1.1052308,0.92250156,1.0685062,0.99774987,1.0121992,0.97943234,1.0161852,1.3010468,0.87069917,0.9790546,1.1861064,1.1186457,1.2334849,1.1415986,0.8888539,1.0334849,0.9952976,0.9847828,1.0227953,0.86143637,0.78626883,0.9361352,0.9993751,0.9727682,1.1199248,1.2647669,1.13529,0.9244635,0.90127873,0.7872201,1.2738974,0.904825,1.1132492,1.0220826,0.86211234,1.1248264,0.9224863,1.0434766,1.2060122,1.022634,0.96901023,0.85202384,1.1721743,1.2098613,1.0154032,1.0030396,1.2284117,1.0372922,0.5565913,0.8665978,0.9265201,1.0302624,1.1728692,1.0604514,0.88326806
nose,1.1117948,0.70597064,0.7789635,1.0394187,1.0255408,1.0142593,1.0143977,1.268805,1.1768844,1.0107528,1.17049,0.9489558,1.0834383,0.95431286,1.0193123,1.1473194,0.9972041,1.2043586,1.1801237,1.043546,1.1217326,0.7307097,1.2137636,1.2494452,1.0988296,1.0884804,1.1511267,0.53047466,1.0704275,1.130874,1.1898375,1.1299902,1.1490483,1.1394296,1.0553786,0.79185414,1.050903,1.2248051,1.1127193,1.159009,1.0335817,0.9599053,1.0825632,1.0733786,1.0111988,0.56928277,0.5538937,1.0456704,0.84379125,0.44119453,1.0002958,1.2005882,0.6076771,1.1304822,0.99462765,1.0330751,0.6305457,0.8289217,1.1608589,0.6367072,0.8322539,1.1315895,0.6649652,0.79981905,1.0378299,1.1081351,0.9573067,1.1029962,0.9298357,1.1304998,1.1256406,1.0707814,1.1409659,0.7942592,1.0418739,0.8945376,1.0983177,0.81235373,0.75209427,0.92094755,1.1919565,1.1088243,0.0,0.9676098,1.1679785,1.1536275,1.0002463,0.9322736,1.1095824,0.92037785,1.1873055,1.179052,0.76364136,0.87530607,0.8739012,1.1040663,1.1825753,1.1193045,1.0373298,0.626278,0.8381485,1.1676778,1.2101128,1.1325455,1.0205379,0.95018077,0.9657818,1.1238238,0.96031934,1.1996555,0.96158236,0.8795464,0.7046653,0.97070783,1.0922499,1.2257423,1.1231263,0.78149986,1.1845694,0.9172396,0.8171288,1.0230258,1.1082257,1.1301612,0.91683483,0.700218,1.1716871,0.9170677,1.1498563,1.0754308,0.5516845,0.4076197,1.2730615,1.1415249,1.0919093,1.3000405,1.1221446,1.2707827,1.1275302,1.1962146,0.88264596,1.066697
orange,0.9988009,0.9243836,0.35278767,1.3682785,0.8377919,0.73926795,0.9727269,0.87111133,1.4556682,0.9549606,1.4759448,0.45971787,1.49264,1.4875187,0.8134693,1.4254255,1.3102233,0.90856594,0.27169514,0.5051917,1.355712,0.3662631,0.98812884,0.84474087,0.6333461,0.6538574,1.0781717,0.4655223,1.2507875,1.4017732,0.90597713,1.2967527,1.1667818,1.0372329,1.4101636,1.1486125,0.33896667,1.3681595,0.21353835,1.0192609,1.3394833,0.93541855,1.1928301,1.3869216,1.3599516,0.9620889,0.41901648,1.2997751,1.2190516,0.9139784,1.1002525,0.62127966,0.9769302,0.8439391,0.8460939,1.3856125,0.40090346,0.8839746,1.1900263,0.98974174,1.277714,0.7684345,1.2878976,0.3648774,1.0477489,1.2697158,1.284992,1.112972,1.346331,0.5799678,1.3355887,0.9784735,1.1453471,0.5948032,1.22896,1.3860993,1.2416509,1.2903116,0.80456114,0.29793942,0.8776893,1.105753,0.9676098,0.0,1.2355874,1.1726053,1.4349891,1.3474401,1.2237117,1.0477812,0.7161585,0.672929,1.2141309,1.2822903,1.0237758,1.1119777,0.56903267,0.43519056,1.1299045,0.7955403,0.46929097,1.2158985,0.66123354,1.2621914,0.97368205,1.1881348,1.2021999,1.0059272,0.6589017,0.79124415,1.4063568,0.9442034,1.2295974,0.642976,1.2779629,1.1857554,1.3648971,0.4379655,1.2266362,0.5671497,1.1574897,1.1942661,0.7575439,1.2629675,1.2062904,0.21232295,1.2167279,1.3548555,1.3326387,0.7838723,0.54093665,0.8636761,0.7681565,0.77158517,0.6760185,1.1809632,1.0629433,0.9450745,0.7102511,1.078581,0.22441053,1.3570137
oven,1.1969259,1.0875232,1.2806672,0.93700695,1.112597,1.1078619,1.1018071,0.764076,0.73978287,1.075877,0.93028235,1.1477718,0.7212087,1.0739814,1.2327361,0.99200237,1.0562602,0.69939077,1.0140563,0.8674441,0.59852725,1.251826,0.9295082,0.690034,1.1927025,0.74553657,0.7659121,1.3017571,1.0696509,0.6146883,0.86413276,0.9361025,0.7604825,0.8898036,0.9267695,1.0670164,1.0957261,0.75032425,1.0772426,0.9294575,1.0307597,1.1106038,0.66677797,0.5282303,1.0908847,1.1569557,1.3319173,1.0168588,1.1335616,1.2761332,1.0581198,1.0872474,1.2200832,0.85058326,1.2627203,0.7986,1.2617822,1.1594989,1.0703902,1.1262424,1.1096754,1.0165626,1.0832727,1.1607043,1.077188,0.86440873,1.0664319,0.8466997,1.0077441,0.9969634,0.8545007,0.89613265,0.9063519,1.1948525,0.80436754,1.0941972,0.9184785,0.8700161,1.1347609,1.2267511,0.88496345,1.0457463,1.1679785,1.2355874,0.0,1.0655869,1.0327137,1.0448413,0.9024719,1.0404761,0.837199,0.86280805,1.1238892,1.0364684,1.0663319,0.89959437,1.0685314,1.0554948,1.0834619,1.2714316,1.2525685,0.83431,0.67817545,0.6426094,1.1038226,1.0736645,1.0405647,0.84288466,1.1824926,1.0528271,1.0545121,1.1158335,0.9921416,0.97911716,0.9242329,0.5301615,0.9383871,1.268549,1.041879,1.199737,1.0176374,0.95800674,0.907427,0.8124798,0.932649,1.2581353,0.89467937,1.1129333,0.8732133,0.8702819,1.3257892,1.2806659,1.011892,0.92863226,1.1849073,0.84972817,0.95861316,0.9496758,0.8358447,0.60664916,1.2185408,0.74664646
owl,0.98502094,1.0743259,1.1768233,0.9451184,1.026924,1.0656888,1.0868613,1.0004396,0.9865158,1.0460052,0.9975725,1.2612369,1.0555407,0.8056512,0.99399817,0.903684,0.97390443,0.97026,1.1494277,1.1234734,0.97901946,1.2498058,1.013657,0.9937904,1.0818487,1.2321379,0.90661937,1.2596145,0.9225532,1.0662923,0.9254497,0.9928609,0.81863827,0.882838,0.9659575,0.92317605,1.2060919,0.93872976,1.1725713,0.89305955,0.8497303,0.77516276,0.9956154,1.0599045,0.8339538,1.082389,1.253195,1.0416931,0.94669634,1.1893635,1.0746205,0.9711301,1.1904583,1.0378565,0.98253757,0.7978426,1.3013641,1.0096256,0.9866664,1.0229692,0.8665234,1.0386921,0.9748509,1.2252179,0.75420344,1.0010213,0.98363674,0.867339,1.0690826,1.1136152,0.9705585,1.0433123,0.8706762,1.1189369,0.932315,0.8534203,1.0403179,0.8581878,1.1201072,1.1157479,1.0053643,0.93936974,1.1536275,1.1726053,1.0655869,0.0,0.8678714,1.0753652,0.96460414,0.91666013,1.0822161,1.0917553,1.035546,0.74276006,1.1660913,0.90449023,0.9978835,1.1545268,0.85325533,1.213924,1.0461485,0.8681757,1.0853269,0.9321894,1.1594131,0.6803493,0.9263912,0.8341552,1.1473632,0.9855914,0.94409496,1.0730424,1.0550416,1.1864172,1.0654365,1.0311035,0.9316066,1.2320414,0.89010966,1.0533292,1.0744584,0.92739725,1.0706927,0.7959178,0.98829615,1.2742456,0.8716747,0.95196533,0.9968988,1.1850125,1.2353483,1.2109355,1.0355742,1.0103582,0.91002566,0.91587263,1.0207818,0.842012,0.997016,1.03882,1.2089473,0.9649192
pajamas,1.0448788,1.0269973,1.4471598,0.5638201,1.1735096,1.2210531,1.1056528,1.2160013,0.71832734,0.95613927,0.44336838,1.3704762,0.58629346,0.14373422,1.211694,0.49993068,0.8641763,1.2706113,1.4415869,1.5159223,0.9762972,1.484613,1.1796484,1.2939109,1.3935555,1.359719,0.8494383,1.3832471,0.7513972,0.632439,1.2965878,0.7770392,1.0778776,1.0364777,0.5197544,1.048082,1.5539019,0.5964165,1.4352133,1.1584848,0.7127102,0.9666462,0.97039896,1.0076206,0.17607653,1.0504396,1.4161676,0.6409309,0.6683186,1.1009698,0.98051,1.312425,1.0400759,1.410269,1.3075857,0.70629984,1.3942493,1.1275027,0.6808667,1.0893607,0.52140784,1.2649825,0.6579785,1.5045061,0.9788714,0.9817852,0.52036875,1.079075,0.47039235,1.5502926,0.66731477,1.2218355,0.9213026,1.3967745,0.887683,0.6127249,0.92732346,0.80771655,1.2819701,1.3048592,1.3078979,0.89646447,1.0002463,1.4349891,1.0327137,0.8678714,0.0,0.4700982,0.9525264,1.0560721,1.4722004,1.4759319,0.7257832,0.6541288,0.92901325,0.9598369,1.2955583,1.5148647,0.9152834,1.2070841,1.3598626,0.9040662,1.405169,0.7522833,0.9478744,0.89053464,0.71327376,1.066162,1.3515933,1.39588,0.30223322,1.1925342,0.57665837,1.357732,0.7344773,1.0990446,0.55565584,1.4602013,0.60249877,1.449897,0.8553714,0.9621601,1.4728138,1.0223982,1.0898741,1.4545717,0.8098098,0.44874394,0.6554332,1.4433228,1.309648,1.198435,1.2784486,1.3119035,1.2990582,0.8652233,0.8561162,1.109263,1.1708508,1.0992732,1.3452888,0.8002901
pants,0.8925611,0.958893,1.2357285,0.59112227,1.1618545,1.2086736,1.1526083,1.334894,0.70436203,0.9046722,0.47948027,1.2199187,0.49358135,0.560451,1.0749847,0.6743217,0.57729304,1.3805394,1.435318,1.4430377,0.9591692,1.3421214,1.1838982,1.3605105,1.2068048,1.1451797,0.94867545,1.1886115,0.7495327,0.57299626,1.3870168,0.7219895,1.2083604,1.2177088,0.4684794,0.97168946,1.4373553,0.8171412,1.4342079,1.310359,0.68998647,1.1604807,0.9660692,0.8347919,0.50650597,0.9729251,1.2090938,0.40293884,0.6956536,0.83663684,1.0781095,1.454865,0.6717696,1.383595,1.184907,0.9771583,1.2088078,1.1450975,0.7558676,1.226747,0.7173083,1.3003068,0.70888126,1.3361195,1.086116,0.98674345,0.53947693,1.207974,0.23408836,1.4413223,0.7621807,1.277812,1.098063,1.1782911,0.99236506,0.71751857,0.92319083,0.85938376,1.0841318,1.3445762,1.3259034,1.1052308,0.9322736,1.3474401,1.0448413,1.0753652,0.4700982,0.0,1.0249748,1.021576,1.4297963,1.4197245,0.7201885,0.84151626,0.7670692,1.1251087,1.3345068,1.4401991,0.83435243,0.8542414,1.2325273,1.0327758,1.3939316,0.86481774,0.8147433,1.0141015,0.9295808,1.2375331,1.2927611,1.3835449,0.2718295,1.0114253,0.3641343,1.3125615,0.71528816,1.0935091,0.6779069,1.2190448,0.82616574,1.3733118,0.6967726,1.0964559,1.386429,1.0701234,1.0246493,1.32017,0.9559518,0.27960598,0.8000572,1.3377477,1.0983346,1.0057428,1.3445837,1.2668403,1.3671689,1.0517942,0.9609368,1.2832813,1.2323028,1.0159223,1.2526115,0.8724581
