,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
flower,0.8752177,1.0619973,0.8222947,1.3808421,0.8239227,0.72952205,1.0136089,0.77394944,1.3915617,1.0415536,1.3844619,0.7710545,1.4697541,1.3275026,0.74250776,1.2411703,1.3233658,0.8268602,0.44496155,0.7859149,1.1554731,0.8467917,0.91126597,0.73415834,0.62607217,0.823592,1.0280175,0.9258071,1.1539221,1.322303,0.70118624,1.1577809,1.0831313,0.79810405,1.3941305,1.1273612,0.64961654,1.1664089,0.5418035,0.86357385,1.1263647,0.68476725,1.0012124,1.3515712,1.2219489,1.1583053,0.8703073,1.2316507,1.2481253,1.2308623,1.0570747,0.0,1.2205285,0.93310964,0.65209407,1.1497493,0.790128,0.82989156,1.151258,0.97169805,1.1628357,0.7980618,1.3240525,0.6391732,0.8116151,1.2224929,1.2422935,0.9031356,1.4799004,0.76574326,1.189687,0.8907014,1.1392628,0.96486324,1.0779297,1.2050865,1.1530234,1.161192,0.9318548,0.6575762,0.75629497,0.79423356,1.2005882,0.62127966,1.0872474,0.9711301,1.312425,1.454865,1.1184359,1.0191083,0.7540258,0.77750957,1.1480514,1.1316066,1.1295105,1.1394707,0.22005725,0.8344289,0.94557595,1.1423033,0.715924,0.828444,0.6992105,1.0675516,1.0549833,0.9240912,1.060102,0.9030444,0.65422696,0.7621312,1.4057758,0.9137072,1.27608,0.71953917,1.1773977,1.0964599,1.2765268,0.75734836,1.1314783,0.72015464,1.1397592,1.1551685,0.93705034,1.0394243,1.1930424,0.7682528,0.87775946,1.3798821,1.3022697,0.92233336,0.930324,1.1592427,0.72305775,0.81047755,0.60704494,1.0077724,0.93755317,0.7152801,0.7036418,0.86849844,0.7524056,1.110994
foot,0.8289373,0.8495652,0.7807479,1.038648,1.1088884,1.0805653,1.1716425,1.1240427,1.2157679,1.0012168,1.0214714,0.61110073,0.9520912,1.0217503,0.84317523,1.0827259,0.76585805,1.1231077,1.0783134,1.0470403,1.0340526,0.764732,1.1266447,1.1055517,0.9073987,0.6910627,1.1532142,0.6351639,0.9200192,0.96034676,1.2643485,1.0559788,1.2674904,1.195161,0.9709692,0.7226619,0.86804146,1.219481,0.96160495,1.3131697,0.94495595,0.98633546,1.0828207,0.9137864,0.9898527,0.77530086,0.590939,0.9614308,0.94283724,0.50621307,1.2080914,1.2205285,0.0,1.0963001,0.8532632,1.2679937,0.53389996,0.7973374,1.1957698,0.86880577,1.0114067,1.1027852,0.72596806,0.7506491,1.124958,1.129608,1.0053356,1.1805946,0.73875165,1.0347953,1.0689886,1.1990341,1.2638388,0.8314079,1.109908,0.96876,1.068009,0.86914176,0.5528869,0.897976,1.0849946,1.2915262,0.6076771,0.9769302,1.2200832,1.1904583,1.0400759,0.6717696,1.1264925,0.9330332,1.1217613,1.0943819,0.70796037,1.0124211,0.5163724,1.2367,1.118589,1.0106641,0.9501952,0.3571335,0.87040806,1.1508106,1.0904864,1.1428974,0.9519937,1.0812471,1.1985835,1.3083065,0.92448944,1.1350183,0.8821544,0.6773333,0.588031,0.9023475,1.0227439,1.2385244,1.1885029,0.47256196,1.2594247,1.002179,0.907031,1.2011422,1.0303512,1.1717366,0.97740823,0.7409751,1.1561508,0.8346471,1.2420117,1.0806111,0.47033232,0.5827466,1.2154951,0.9478885,1.047601,1.2906392,1.2002985,1.242552,1.2182024,1.0460643,0.8739556,1.1910111
fork,1.002579,0.9930975,0.87064713,1.2660507,1.0478643,1.0247405,1.0282214,0.80218047,1.1950316,1.1202533,1.4564166,0.7923678,1.3166019,1.4480028,0.71930146,1.3764404,0.9757273,0.7057666,0.7467269,0.6266347,1.0546668,0.74105537,0.6048805,0.85513675,0.7336947,0.79091775,1.17156,0.82996863,1.3224264,1.2707355,0.6948571,1.2259994,0.7974783,0.78636026,1.4358492,1.0454471,0.43684053,1.2707162,0.7642808,0.9341664,1.3650042,1.0930326,1.0721275,0.9850176,1.3827093,1.0483515,0.9018233,1.3600496,1.3046707,1.0818661,1.0976346,0.93310964,1.0963001,0.0,0.8986123,1.2636645,0.85600924,1.0378884,1.3169634,1.0209329,1.3239893,0.9045553,1.193444,0.84174305,1.0786105,0.8166326,1.33987,0.9503315,1.375614,0.20285857,1.2049353,0.8229907,0.97011703,0.85873866,1.0802464,1.4077685,0.82380986,1.2414885,0.8741344,0.9103321,0.7833189,1.0718684,1.1304822,0.8439391,0.85058326,1.0378565,1.410269,1.383595,0.99827474,0.99672633,0.2233066,0.22811425,1.2617149,1.3426281,1.1253413,0.9559911,0.890813,0.5557423,1.2449161,1.0441927,0.90256363,1.0562191,0.64737386,1.1909457,1.1579661,1.1735876,1.2780336,0.9592543,0.76701105,0.32633245,1.4396026,0.9282154,1.2294806,0.51092875,1.1970385,0.92373806,1.3563188,0.75807804,1.343047,0.7066122,1.194802,1.0362743,0.03401172,0.7830398,0.7575526,0.8304659,1.2239183,1.4055737,1.2039918,0.63081795,0.887797,0.9291937,0.48429257,0.7783197,0.95917505,1.0904,1.1231834,0.90202254,0.9224546,0.80513614,0.89583135,1.1630099
frog,0.261127,0.9208034,0.6670463,1.3269402,0.8742542,0.85208243,1.0661998,1.0207516,1.389086,0.9093044,1.3039784,0.63306016,1.3550323,1.2256279,0.49489105,1.1870607,1.0330648,0.8978164,0.7944879,0.88842803,1.0553443,0.66942084,1.0664262,0.95386845,0.2376265,0.8600178,1.155677,0.70776343,1.0006411,1.3570378,0.9454433,1.2499056,1.2526081,1.0746249,1.309156,0.85197765,0.63906413,1.3222855,0.7892306,0.9875506,0.99813575,0.7324927,1.2076035,1.1851549,1.2136296,1.0845066,0.795064,1.1891903,1.1644956,0.92174894,1.181111,0.65209407,0.8532632,0.8986123,0.0,1.1516621,0.73416066,0.74978065,1.2244245,0.8192408,1.2434636,0.8575916,1.2090995,0.7088781,0.84378326,1.1477112,1.233649,1.0629071,1.2183263,0.74417394,1.2582774,1.1544391,1.2121761,0.7093814,1.2183169,0.9367486,1.1088988,1.1062565,0.6551141,0.8663372,0.8674682,1.0140338,0.99462765,0.8460939,1.2627203,0.98253757,1.3075857,1.184907,1.1937194,1.0476092,0.91147774,0.89006376,0.82711583,1.1186814,0.9164403,1.1885037,0.6704266,0.73345256,0.85072106,0.779333,0.7840283,0.91487765,0.9155836,1.2287114,1.0197617,0.8864333,1.1895022,1.1566964,0.65130174,0.66599137,1.299128,0.7845991,1.0963699,0.7898456,1.197416,1.2822518,1.2706797,0.56145936,1.1914505,0.7918215,1.0125122,1.164002,0.8163788,0.94151527,0.9619318,0.76482296,0.86960566,1.2305913,1.3867345,0.80633056,0.8291058,0.83955145,0.7976637,0.85994023,0.42211747,1.11847,1.092091,1.0456215,1.1180259,1.0873356,0.83706605,1.237968
glass,1.1516731,1.1292361,1.3046632,0.6762214,1.0508624,1.1344924,0.9840794,0.95368767,0.6634991,1.1522086,0.7159183,1.4813838,0.856603,0.62331873,1.4236722,0.7898052,0.9996492,1.0989782,1.2885927,1.1891181,0.773745,1.3097974,1.2398845,0.9673687,1.365252,1.3066099,0.84540236,1.385525,0.8992814,0.8283782,1.0217032,0.87510264,0.6779791,0.85308886,0.71157336,0.7731886,1.553265,0.6378419,1.336167,0.79915166,0.8247305,0.95228255,0.8830763,0.90896714,0.7904727,1.1048295,1.4500029,0.9280468,0.7470353,1.1663667,0.94480795,1.1497493,1.2679937,1.2636645,1.1516621,0.0,1.4682012,1.1549454,0.91302073,0.85328203,0.6979546,0.9671198,0.84959316,1.4130441,1.0629143,1.0371258,0.8365563,0.5809683,0.9468584,1.4494109,0.7716795,1.0219469,0.73309046,1.187881,0.7038165,0.69549936,1.0378056,0.66485286,1.2887363,1.2729914,1.1914889,0.8221101,1.0330751,1.3856125,0.7986,0.7978426,0.70629984,0.9771583,0.8438606,0.91366804,1.3979479,1.4219754,0.9476226,0.87220854,1.2933102,0.7612878,1.2169374,1.2448609,0.977331,1.2898622,1.238021,0.8372216,1.293685,0.67657834,1.2449833,0.89234805,0.54739463,0.8237884,1.3356545,1.2779465,0.74073863,1.1817511,1.0774976,1.3772523,0.9628253,0.8633378,0.6728649,1.5331322,0.79194343,1.2601441,1.0871106,0.69826925,1.3320552,0.822394,0.9614712,1.4508319,0.79727507,0.79282737,0.6509728,1.1406356,1.3905432,1.181381,1.2159958,1.2857695,1.1130546,0.638831,0.9450233,1.0078665,1.1256297,1.11972,1.3593473,0.79243195
glasses,0.92680585,0.7934172,0.43133676,1.3575021,0.9876832,0.9018731,1.0944433,1.0164863,1.4724481,0.88978744,1.4620153,0.21095741,1.4306818,1.3693812,0.7415931,1.4499512,1.1765425,1.0024621,0.54546803,0.6805954,1.3515439,0.36700428,1.0349842,1.006164,0.6496298,0.58505845,1.1010183,0.32880807,1.1663808,1.3621032,0.9622262,1.2746793,1.289646,1.1207769,1.4381831,1.0514436,0.33886397,1.4839299,0.42775428,1.173547,1.3005362,0.96516347,1.1803039,1.2524753,1.3501742,0.70685244,0.27107024,1.324234,1.1362133,0.56975573,1.1948838,0.790128,0.53389996,0.85600924,0.73416066,1.4682012,0.0,0.7682425,1.2005455,0.7982928,1.1969638,0.9179656,1.0132254,0.29219764,1.1102704,1.2362177,1.1705276,1.2391824,1.2384924,0.60676163,1.3496883,0.9736602,1.3268183,0.62456226,1.2997254,1.30687,1.2049794,1.1649008,0.6501473,0.40028363,0.9400543,1.1709024,0.6305457,0.40090346,1.2617822,1.3013641,1.3942493,1.2088078,1.2210137,1.0943618,0.74538994,0.70809346,0.9904358,1.2717724,0.78030545,1.2654113,0.75682545,0.6285958,1.1350691,0.41772842,0.65619487,1.1872755,0.7757628,1.3596282,0.9279215,1.2415352,1.3315713,1.2392752,0.5686718,0.8217464,1.3281629,0.71755886,0.98443633,0.5831501,1.1926218,1.247338,1.4205847,0.1716094,1.3333466,0.65106463,0.98588514,1.3100548,0.7526237,1.171401,1.0817323,0.289132,1.3099842,1.265242,1.4332906,0.7753333,0.26526344,0.5267367,0.881745,0.8461784,0.8055521,1.3300886,1.1528897,1.1238256,0.87384915,1.0436822,0.26616096,1.296395
glove,0.9459069,0.77569926,0.6569854,1.0942435,0.84146947,0.81312394,0.8854813,0.9921994,1.3176982,1.0271307,1.2822047,0.8557129,1.2870572,1.0246978,0.7801254,0.9529629,1.0767722,1.019088,0.93694395,0.8597779,1.1781225,0.75024635,1.1977369,0.99151886,0.857786,0.9950369,1.1667663,0.7336097,1.1362362,1.3093984,1.0356609,1.3760118,1.1479743,0.98572177,1.2371264,0.92901397,0.910901,1.39591,0.99826396,0.9018934,1.0530314,0.69672334,1.2750349,1.2490644,1.1345552,0.8665787,0.68928534,1.2476331,1.077187,0.66419196,1.0063875,0.82989156,0.7973374,1.0378884,0.74978065,1.1549454,0.7682425,0.0,1.3149495,0.7407024,1.1685171,0.8794823,0.5915166,0.6936362,0.9311744,1.2439451,1.1620787,1.0796545,1.0806884,0.9234437,1.358,1.1380934,1.1304306,0.65096545,1.2545067,0.6534797,1.1886423,1.0220989,0.9346493,0.8307304,0.6071451,1.0818408,0.8289217,0.8839746,1.1594989,1.0096256,1.1275027,1.1450975,1.1425538,0.8713819,1.0156456,1.0230486,0.9937666,0.93068606,0.64595187,1.1614065,0.9224225,0.94159055,1.0266445,0.8108033,0.7591338,1.0255094,1.0351436,1.312361,1.0411652,0.9278131,1.031829,0.9496844,0.7655442,0.8503648,1.1606747,0.62487066,0.89066243,0.80106515,1.2817092,1.1894002,1.2337326,0.61656606,1.2102722,0.7470143,0.8829255,1.0587926,1.0058937,1.0301684,0.890073,0.76220655,1.0861189,1.2032694,1.2930219,0.9305903,0.5803098,0.78034383,0.8435466,0.6017287,0.72504634,1.1514077,1.1617386,1.0728801,0.9884474,1.2431921,0.95222497,1.2484628
grass,0.95320785,1.0372671,1.2867236,0.7056916,1.0931182,1.1598947,0.9497632,1.1389639,0.63565403,0.5410608,0.49068117,1.1358397,0.6235373,0.7695134,1.1428343,0.6314767,1.0668063,1.2982347,1.2619898,1.3335303,1.006661,1.3450933,1.0577261,1.2942102,1.1933428,1.2489363,0.70387626,1.3713793,0.5511587,0.72426283,1.089389,0.65840137,1.0634642,1.1051806,0.66368634,1.1520301,1.3118514,0.64275,1.2000004,1.1258328,0.73137116,1.1947922,0.9014944,0.98626465,0.7570669,1.1194395,1.3053609,0.64031184,0.8900684,1.255435,0.8540883,1.151258,1.1957698,1.3169634,1.2244245,0.91302073,1.2005455,1.3149495,0.0,1.2938322,0.81706405,1.1833721,1.0692654,1.291388,1.0178949,1.0072732,0.7355932,1.1455641,0.7192915,1.3234854,0.78230774,0.9162599,1.0292268,1.2815492,1.0548913,0.9834168,1.05483,1.0343106,1.1614838,1.1757292,1.1850019,0.9332708,1.1608589,1.1900263,1.0703902,0.9866664,0.6808667,0.7558676,0.9635832,1.1480024,1.2794043,1.2700206,0.9690474,0.7843826,1.0237435,1.0299714,1.1537472,1.3125284,0.96124434,1.1577144,1.2628882,1.0791771,1.2632428,0.947989,0.67866683,0.96901435,0.77359414,1.0652609,1.214586,1.3322566,0.73445034,1.2377647,1.0495136,1.3163534,0.6642246,0.912984,0.6398519,1.3371968,0.46706384,1.3484488,1.0001222,1.03471,1.3454437,1.023255,1.0688082,1.3181922,0.9849268,0.7989644,0.59977126,1.2528229,1.3378854,1.2779117,1.1984661,1.2289119,1.3057865,0.8827523,0.693376,0.9837175,1.0586354,1.0029784,1.1127291,0.7052829
gum,1.0903256,0.84574527,0.94311434,1.1358197,0.8994415,0.84851587,1.0701854,1.0275131,1.2410779,1.146178,1.2632523,0.877772,1.2457374,0.9889838,1.0280553,1.1145558,1.100864,0.78138554,1.0041809,0.9575398,0.9714366,0.766702,1.0729926,0.91140187,0.9901033,1.0066711,1.185942,0.6659763,1.2130162,1.2751726,0.9705988,1.1277006,0.98705184,0.8182517,1.2085271,0.79123014,0.8931384,1.1902068,0.96963435,0.8076281,1.1974385,0.83755124,1.0260875,1.0642505,1.1059905,0.8033139,0.75489974,1.3614631,1.0601561,0.60098803,1.0585632,0.97169805,0.86880577,1.0209329,0.8192408,0.85328203,0.7982928,0.7407024,1.2938322,0.0,1.0969911,1.0382313,0.767618,0.9369144,1.105697,1.0857457,1.282455,0.8341075,1.174159,0.96759146,1.1881192,1.0753424,0.9996935,0.9421231,0.8276182,0.8858073,0.9756356,0.7745186,0.83769995,0.7420795,0.9012244,0.9295739,0.6367072,0.98974174,1.1262424,1.0229692,1.0893607,1.226747,0.93968487,0.95301175,0.99460214,0.993379,0.9657459,0.9989235,0.9394923,0.96341354,1.0450851,0.9367857,1.0886385,0.90358156,1.0251173,1.1030049,1.0762808,1.0683814,1.2441531,1.0351533,0.91091555,0.9115609,0.83256674,0.99227035,1.2011988,0.9249835,0.98533297,0.9986971,1.1744913,1.1083642,1.2049191,0.8136369,1.1860318,0.8073519,1.0440623,0.92835313,1.0093751,1.0005344,0.88461566,0.7697436,1.0795504,1.1974199,1.2373843,0.96031797,0.6850158,0.4724961,0.9806029,0.8800632,0.79350334,1.0790998,1.2649146,1.1289307,1.162982,1.1869724,0.9210884,1.1284287
hair,1.0791095,1.1303122,1.3084329,0.59932053,1.1147178,1.1587012,1.0880307,1.3021712,0.74255353,1.0191867,0.67158085,1.3898759,0.8267305,0.4867165,1.345203,0.876419,0.91356575,1.2769245,1.3358779,1.4586158,1.0839335,1.3306481,1.2062836,1.3044673,1.3479853,1.4213097,0.8845461,1.2503461,0.7453661,0.8387237,1.1362448,0.8485503,0.99222255,0.98557013,0.6070323,0.93013716,1.4475865,0.67410713,1.3184707,1.1319935,0.73717654,0.96418655,0.89777386,1.0701793,0.6105975,0.90001166,1.2149682,0.7258604,0.17148203,0.98601073,0.9857914,1.1628357,1.0114067,1.3239893,1.2434636,0.6979546,1.1969638,1.1685171,0.81706405,1.0969911,0.0,1.1434867,0.7039928,1.3185294,1.0385091,1.0472946,0.47976166,1.0311507,0.7943664,1.4548197,0.7482643,1.1046474,0.9032239,1.296228,0.89540845,0.75715756,1.0943948,0.7911557,1.2452366,1.1619865,1.3472666,0.94786924,0.8322539,1.277714,1.1096754,0.8665234,0.52140784,0.7173083,0.97964466,0.98212814,1.369184,1.3729892,0.9880888,0.87288547,1.1724576,0.9515968,1.2035311,1.4092828,0.91360366,1.0795803,1.2189244,0.9902405,1.3543719,0.8099919,1.078922,0.9274729,0.6825001,1.0575771,1.2991006,1.3416469,0.39459223,1.2150731,0.9022392,1.3231468,0.906541,1.0977111,0.6243368,1.3990655,0.81456256,1.3489058,0.9724704,0.901164,1.3984263,0.99252075,1.1751004,1.3101029,0.93922865,0.39302438,0.71982116,1.3614221,1.0819418,1.0709283,1.3073051,1.4147819,1.2625797,0.9504464,0.8454025,1.0421727,1.0863827,1.1725137,1.1919616,0.8146777
hamburger,1.100379,1.0197878,0.695649,1.256825,0.8039819,0.81350785,0.95203435,0.7170217,1.2969942,1.044508,1.328774,0.96580637,1.3363094,1.2461348,0.8995924,1.24964,1.2114997,0.897552,0.7718027,0.706383,1.1350436,0.54960656,1.1603835,0.7860153,0.8714521,0.9070076,1.1411159,0.7922933,1.1754407,1.2853746,0.8018572,1.1691415,0.99876136,1.0783867,1.3232944,0.9096452,0.8834667,1.1963682,0.8678053,0.8043083,1.1541748,0.8235409,1.1204838,1.2012786,1.1984468,0.94368845,0.83168983,1.2584206,1.1107885,1.0309032,1.0979127,0.7980618,1.1027852,0.9045553,0.8575916,0.9671198,0.9179656,0.8794823,1.1833721,1.0382313,1.1434867,0.0,1.1984577,0.7541155,1.0163835,1.1865509,1.1123714,0.8961882,1.2976812,0.8958777,1.1111265,1.0499877,0.7549208,0.68697345,1.1067984,1.1175278,1.240634,1.1139035,0.9674667,0.93729436,0.9598826,1.0439163,1.1315895,0.7684345,1.0165626,1.0386921,1.2649825,1.3003068,1.1518741,0.9002325,0.96210617,0.97190535,1.1378033,1.2059395,1.201277,0.7626582,0.8884705,0.599936,1.0364203,0.9306294,0.69827783,0.9509776,0.829905,1.084104,1.0689584,1.0954028,1.1011968,0.85397524,0.6644945,0.83738494,1.2727826,0.7669298,1.1950246,0.8757634,1.2031859,1.171677,1.2582743,0.79234064,1.1604483,0.7432853,1.0242695,0.79362714,0.9034861,0.96220654,1.0409139,0.77942836,0.99826956,1.2202206,1.096691,0.70467985,0.93480724,1.045781,0.9331835,0.93891513,0.6560739,1.091097,1.094221,0.79800266,0.9493669,1.0869622,0.9561582,1.2772031
hand,1.2287686,0.8821993,1.1276265,0.5745983,1.0480946,1.0917473,1.0097699,1.3201414,0.8804277,1.0608265,0.85773903,1.2064084,0.78573525,0.56709576,1.2454146,0.9230231,0.8360966,1.1705546,1.4286786,1.3210578,1.0156571,1.1188722,1.2400358,1.3111649,1.4017113,1.2736771,1.110702,0.9418438,0.98534614,0.8831286,1.3170186,1.0641234,1.091554,0.97542435,0.7793126,0.83135974,1.3203622,1.0078113,1.396651,1.1427428,0.9605743,1.0353117,1.0747792,0.9993829,0.81319773,0.6756761,0.9601218,0.9531069,0.68719506,0.45578402,0.9877369,1.3240525,0.72596806,1.193444,1.2090995,0.84959316,1.0132254,0.5915166,1.0692654,0.767618,0.7039928,1.1984577,0.0,1.2253379,1.1228043,1.0207392,0.8180533,1.0422341,0.6956315,1.2844615,0.95519537,1.1818242,1.0212468,1.0732003,1.0059704,0.4891883,1.080388,0.88666165,1.1182597,1.1541566,1.1724455,0.9576345,0.6649652,1.2878976,1.0832727,0.9748509,0.6579785,0.70888126,0.8908948,0.84812117,1.2521479,1.25469,0.81002176,0.8392856,0.87004805,1.0472478,1.3280487,1.3596004,1.0720862,0.87338364,1.0905399,1.0851018,1.341761,1.0224615,1.0474862,1.0032294,0.8700333,1.024368,1.1658349,1.1982014,0.59362155,0.96856207,0.7050501,1.1311804,0.9444362,1.1151758,0.808015,1.1148674,1.0519745,1.1709435,0.8409016,0.95366096,1.2139683,0.9295936,0.9282841,1.1022217,1.1594511,0.6714272,0.87592685,1.2460197,0.693762,0.7186872,1.2017338,1.2244316,1.2445825,0.9820977,1.0642084,1.1994928,1.1990877,1.2024057,1.176147,0.9900887
hat,0.95913,0.84062517,0.3092593,1.485215,0.7795776,0.6815653,1.0833199,0.7630931,1.5170221,0.9237784,1.5229301,0.37081343,1.4994408,1.4897248,0.71772444,1.3812908,1.2881193,0.8917219,0.37320364,0.46688008,1.2977128,0.43048483,1.031479,0.70964944,0.5763402,0.4831164,1.054939,0.50856996,1.261973,1.3743142,0.71022975,1.3557673,1.1175852,1.0497489,1.50666,1.0581566,0.408844,1.4827187,0.37365437,1.0065731,1.3140349,0.83965933,1.1960342,1.3091623,1.4323344,0.9016491,0.31599677,1.4042804,1.2933487,0.8223814,1.2108238,0.6391732,0.7506491,0.84174305,0.7088781,1.4130441,0.29219764,0.6936362,1.291388,0.9369144,1.3185294,0.7541155,1.2253379,0.0,1.0435581,1.2994595,1.2445985,1.0845377,1.2860099,0.6072922,1.4317765,0.8482368,1.3353302,0.48296827,1.2889408,1.2859108,1.2403166,1.2132872,0.73625386,0.44704938,0.7199521,1.2455995,0.79981905,0.3648774,1.1607043,1.2252179,1.5045061,1.3361195,1.2476505,0.9618168,0.74798465,0.72640324,1.101482,1.2387813,0.78436923,1.2836846,0.6303779,0.537305,1.1016834,0.6249736,0.48302984,1.0132746,0.6521813,1.3458531,0.9795421,1.176763,1.2844336,1.2134724,0.5958492,0.79018533,1.4329869,0.60830957,1.0682058,0.5518299,1.3393254,1.135793,1.46096,0.21729636,1.3115048,0.52117693,1.0173032,1.3216517,0.7467479,1.1931251,1.0951327,0.33357716,1.1767234,1.3866391,1.4441035,0.53420806,0.4532436,0.8143624,0.84259737,0.63511926,0.59177893,1.2869651,1.1573069,1.0043789,0.7466396,1.0280652,0.34798884,1.3431126
horse,0.8355664,0.76631624,1.013886,1.1094116,0.976475,0.9840704,1.002531,1.1387734,1.1583544,1.064981,1.1171858,1.133471,1.130391,1.0167938,0.5754209,1.0270193,1.0581586,1.1006802,1.0431386,1.0957564,1.1240542,1.1145902,1.0749518,1.1064998,0.82894963,1.1731437,0.9743332,1.0544062,0.82216966,1.1076229,0.98696125,1.0680963,1.0377387,1.0547975,1.0795496,1.0620638,1.1123261,1.0071537,1.1101345,1.0081316,0.56847954,0.7581003,1.0074166,1.1543559,0.9515095,1.0400732,1.093431,0.78010285,1.1223013,1.0921357,0.97107625,0.8116151,1.124958,1.0786105,0.84378326,1.0629143,1.1102704,0.9311744,1.0178949,1.105697,1.0385091,1.0163835,1.1228043,1.0435581,0.0,1.065746,1.0518429,1.0194801,1.1552926,1.1074837,1.042452,1.028911,0.9990191,1.0079876,1.012172,1.0373396,1.1215842,0.96529555,1.0705234,1.0601054,1.0471433,1.0199873,1.0378299,1.0477489,1.077188,0.75420344,0.9788714,1.086116,1.0626073,1.0007149,1.0637711,1.0833187,0.9360449,0.51113427,1.1551168,1.0544698,0.89688015,1.1977272,0.3389489,1.0972666,0.9194599,0.9249518,1.0218846,0.98027587,0.8196168,0.14008272,1.0776881,0.9177378,1.0696197,1.0123224,1.0590453,0.9524631,0.96473527,0.99834466,1.1081196,1.1434255,1.0325768,1.0473347,0.87951833,0.98624194,0.98361015,1.0237556,1.100325,0.8753329,1.1295077,1.0857743,0.895864,1.0589623,1.1716607,1.1473676,1.1064616,1.1201274,1.0582423,1.0945542,0.92072946,1.1070191,1.032642,0.985686,0.9332296,0.947778,1.0890354,1.0325679
hose,1.031539,1.0389545,1.2899661,1.0064126,1.0924026,1.1334618,0.9504907,1.1206948,0.7637595,1.1039035,0.9803716,1.1009824,0.80227447,0.98131335,1.0453717,1.0022444,0.8192296,0.923721,1.1939193,1.156375,0.9198411,1.1762995,0.3323998,1.0833591,1.1070739,1.0398389,1.0530568,1.1367439,1.1288593,0.8687652,0.9927817,0.73946404,1.0618634,0.9909879,1.0078835,1.1223568,0.9451619,0.947801,1.1471443,1.084694,1.1384432,1.2645106,0.723469,0.64865655,0.9111361,1.0669159,1.1998074,0.9158777,1.0268034,1.049328,0.90127045,1.2224929,1.129608,0.8166326,1.1477112,1.0371258,1.2362177,1.2439451,1.0072732,1.0857457,1.0472946,1.1865509,1.0207392,1.2994595,1.065746,0.0,0.97249705,1.1103538,0.9742885,0.84091127,0.8710544,0.86949706,1.0927883,1.2080758,0.8584839,1.0382595,0.2956372,1.0689855,1.1058604,1.2323514,1.135605,0.92842674,1.1081351,1.2697158,0.86440873,1.0010213,0.9817852,0.98674345,0.9072918,1.0502305,0.74280316,0.73712885,1.0075814,1.0210086,1.1085219,1.0797617,1.1844072,1.122059,1.1294042,1.180703,1.2687953,1.0876917,0.9937733,0.9551357,1.0234383,1.0726281,1.1015807,1.1510756,1.0397457,0.88417256,1.0028456,1.2400126,0.98389244,1.0612227,0.6950071,0.818008,0.99107045,1.2426516,1.0862627,1.1318274,0.99788994,1.0915575,0.83701193,0.8165571,0.8201895,1.2094041,1.061251,0.99401844,1.0196341,0.92755306,1.1349561,0.9944715,0.81736004,1.0658092,1.1788901,1.0618562,1.0161763,1.0462729,1.1130083,0.76227117,1.1811919,0.7647269
jacket,1.0054518,1.0414191,1.234031,0.6719367,1.1031926,1.178874,1.123637,1.2768114,0.7330519,0.8672042,0.5775607,1.2613614,0.76409835,0.53643334,1.2122889,0.77128506,0.75435317,1.3294809,1.2898079,1.4143988,1.1068842,1.3319978,1.1575241,1.3152039,1.2157257,1.3363514,0.7580541,1.2235521,0.76110417,0.782068,1.1932361,0.7582491,1.1772971,1.0842645,0.6392126,1.2135048,1.3844318,0.79169655,1.3306844,1.2045003,0.8432771,1.1263769,0.9819222,1.0596768,0.629489,0.9728737,1.2154545,0.6250553,0.526839,0.9763052,1.0459299,1.2422935,1.0053356,1.33987,1.233649,0.8365563,1.1705276,1.1620787,0.7355932,1.282455,0.47976166,1.1123714,0.8180533,1.2445985,1.0518429,0.97249705,0.0,1.1706514,0.60155976,1.3959498,0.83965456,1.2009706,1.0383313,1.2008963,1.0230879,0.82978666,1.0212091,0.9727198,1.3250538,1.2357244,1.2922442,0.9452783,0.9573067,1.284992,1.0664319,0.98363674,0.52036875,0.53947693,1.0256702,1.1486554,1.3282778,1.3323392,0.9550353,0.8833169,1.0984063,1.0615946,1.2419202,1.4382961,1.0311741,1.0525274,1.2279495,0.9132589,1.3059871,0.8424095,0.8105072,1.0492222,0.76302636,1.1973364,1.2226028,1.2939706,0.35249674,1.1537915,0.7715807,1.2952821,0.74657804,1.0728264,0.64702487,1.3023467,0.6605349,1.2956147,0.7597786,1.0996283,1.3925996,1.088474,1.1708388,1.2721249,0.8657864,0.29595202,0.6690044,1.2861247,1.112694,1.1651936,1.2248796,1.3322229,1.2917845,0.9117686,0.8204717,1.0706013,1.0384773,1.158481,1.1400521,0.77420264
