,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
dress,1.1040211,1.4003608,1.2868265,0.8666697,0.7250277,1.2745326,1.2473581,1.3007311,1.100759,0.7278992,0.58341974,1.4017329,0.7128635,0.44855464,1.2924321,0.5910481,0.8685695,1.1924694,1.2955146,1.4476541,0.92375827,1.3121933,1.0028598,1.2073876,1.3509884,1.3285018,0.99343354,1.0971202,0.9058249,0.8619722,1.2461467,0.62311804,0.38043034,1.4127868,1.0914149,1.2162818,1.1575894,0.5916488,0.74049985,1.4391794,0.67128944,1.3182255,1.075296,0.7719669,0.7760358,0.8822807,1.2031221,0.0,0.9507323,1.4208144,0.69375634,1.2481228,0.91660076,1.3855681,0.9751358,0.99463993,1.4371626,1.3083327,0.7878159,1.4037185,1.2780242,0.71826625,1.3054948,0.4744023,1.1164234,0.92878574,1.312197,0.878425,0.84226173,0.4829414,1.012779,0.67888826,1.4796615,0.8764416,1.1242187,1.0940735,0.9285799,1.0292684,0.9676181,0.71214116,0.98059946,0.7108667,1.0815927,1.2396941,1.3644544,1.1762512,1.3249197,1.122671,1.3209383,0.8944231,1.2046834,0.30942988,0.540148,1.1836256,1.1160308,1.4292858,1.37953,1.2447708,0.799008,1.3278258,0.9715981,0.8969665,1.3833363,0.8615172,1.2949861,1.2042536,0.9910037,1.1703103,1.2841526,0.7295573,0.8648554,1.3764334,0.7557359,1.42993,0.36991113,0.89349526,0.75649256,1.2741262,0.6775361,1.3174194,0.6843478,1.4911343,0.7021086,1.3815718,0.6719447,0.9989065,1.4907317,1.0716004,0.8966754,1.1442219,0.66517603,0.40069342,0.58806586,1.2466309,1.297826,1.1281438,1.0469917,1.0930576,1.1714869,0.9820634,0.83836687,0.95429945,0.9725683,1.341019,0.8438835
ear,1.069142,0.9021646,1.1402907,0.9594687,0.8659334,1.1017483,1.0856491,1.2302377,1.2430681,1.044136,0.9750792,1.2000808,1.0546545,0.8403976,1.1763178,0.96715474,0.95874435,1.2237935,1.2730647,1.2754003,1.0935683,1.1175362,1.0784538,1.2763638,1.1545943,1.3127393,1.1781524,1.0184984,1.0929565,1.1283991,1.2200164,1.0334145,0.93633693,1.1368014,1.0500114,1.209438,1.1259743,0.95566505,0.80447996,1.1743385,1.0323675,1.2642497,0.9344815,1.0569277,1.1223124,1.0994403,1.1579785,0.9507323,0.0,1.018943,0.7345791,0.56659985,0.94418955,1.0947125,1.1404619,0.79480445,1.2253203,1.0769986,1.0520494,0.89436376,1.0001394,1.0320501,0.9007382,0.7190251,0.8323867,0.5542021,1.0224004,0.92811704,0.92561704,1.0424442,1.1223042,0.8246268,1.2065617,1.0483235,1.0745609,0.82572484,0.78004396,0.9725555,1.1720364,0.80102605,0.9592392,0.9134757,0.69148517,1.0521811,0.9423158,1.2116909,0.83502567,0.59453857,1.047714,1.1297926,1.0437441,0.94777584,0.87355953,1.181459,1.1420841,1.2032844,1.1849619,0.82073593,0.9541827,1.0064709,1.0312885,1.0419788,1.218688,1.0913538,1.0375535,0.90110135,1.191793,1.1492012,1.1799206,1.0021666,0.96104234,1.1984786,0.94494283,0.99414325,0.7991442,0.8540827,0.8237467,1.1083773,1.0701969,1.3222463,0.97659725,1.0551107,1.0936816,1.2564917,0.8449925,0.99646103,1.1892412,0.9941587,0.97640264,0.90753955,0.93709844,0.958223,0.9754854,1.0960463,0.69679284,0.7660438,0.9082716,1.1868702,1.1893823,1.074841,1.0410411,1.1335783,1.1785991,0.99966246,1.064421
egg,0.94848686,0.47805178,0.6483018,1.1756673,1.1800776,0.52407825,0.70478964,0.7286253,1.1583285,1.3957658,1.4368687,0.54249334,1.3669639,1.3472507,0.7348717,1.4504617,1.4035187,1.0402304,0.66544324,0.65070045,1.3306161,0.6838423,1.1698508,1.0040063,0.629861,0.71455514,1.1050332,0.84576774,1.1274114,1.2805125,0.92197967,1.3784213,1.3683609,0.6419686,1.2038527,1.0193188,0.9622636,1.3877165,1.1656097,0.4900419,1.474656,0.7928052,0.97005516,1.3117368,1.1676438,1.2609179,0.99796754,1.4208144,1.018943,0.0,1.1604983,0.55875015,1.2467562,0.5331815,1.3028185,1.0382708,0.7335062,0.75810623,1.3271089,0.42326587,0.4796635,1.2571362,0.59355724,1.3253288,0.64737165,0.9331628,0.5583472,1.0573052,1.536827,1.3572083,1.1857535,1.1592025,0.6737447,1.2871591,0.9968614,0.86850995,0.9919285,1.0426532,1.1739881,1.2675062,0.88792366,1.3253719,0.890283,0.80268,0.29362142,0.751596,0.65656686,0.6775098,0.3816902,1.3362955,0.69261587,1.4459964,1.2049727,0.899582,0.9631988,0.64250576,0.7325077,0.66663355,1.1444495,0.5433474,0.9643736,1.3832257,0.7208491,1.1878425,0.21226919,0.48582065,1.0938573,1.2169125,0.62393767,1.4707613,1.1081008,0.6290619,1.1724573,0.73311037,1.3612392,1.2834274,1.0506495,0.8614797,1.3706696,0.8063587,1.3585021,0.35303068,1.4339435,0.47847253,1.195698,1.1752522,0.5894001,1.1475878,1.2672458,0.61724436,1.4431117,1.4170754,1.483942,0.7663338,0.4394133,0.7289711,1.1137197,0.83410347,0.8203743,1.3103762,1.3262572,1.204049,1.1827468,0.54187965,1.3216915
face,1.0608878,1.0358272,1.2077731,0.8582093,0.7444122,1.1688976,1.2163244,1.3121886,1.2685018,0.8796981,0.7498954,1.2903256,0.88369215,0.78748065,1.1992978,0.86544746,0.91526717,1.2438322,1.2764106,1.3985151,1.0086944,1.1236119,1.1685627,1.3119745,1.2054915,1.3285325,1.0729345,1.077138,0.934788,1.025653,1.2564821,0.8264224,0.69205576,1.1606104,1.0942656,1.2184987,1.1679952,0.7090899,0.84984946,1.309124,0.8468266,1.3089424,1.0413905,0.90890574,1.1088328,0.9870478,1.142221,0.69375634,0.7345791,1.1604983,0.0,0.8455839,0.8731417,1.1955419,1.1001015,0.9885875,1.3445268,1.1758984,0.8477423,1.068953,1.2556173,0.89813435,1.1898286,0.39738524,0.9287067,0.7708905,1.137041,0.9642735,0.9337453,1.0095171,1.1210738,0.71557766,1.3727536,0.98062545,1.133945,0.8806615,0.73336554,1.0324472,1.081706,0.84679663,1.0803537,0.773619,0.8478602,1.1578999,1.0831571,1.3469658,1.2055091,0.73238176,1.0106437,1.0346261,1.1786275,0.77288985,0.6720501,1.1755106,1.0874715,1.2940719,1.2740884,1.0516291,0.9529654,1.2025324,0.98008746,0.94542545,1.2952104,1.0781312,1.0531209,0.86010087,1.1639216,1.2157097,1.1943973,0.8098092,1.014864,1.3416305,1.0620351,1.3163508,0.4604211,0.9850159,0.76160467,1.3938884,0.8955684,1.2835219,0.7592069,1.247,0.87522185,1.2413725,0.8586795,0.986674,1.3759382,1.061569,0.90965205,1.1047616,0.96677357,0.66727465,0.7837279,1.2392931,0.83319294,0.8800803,1.0588183,1.3421906,1.2343544,1.045265,0.9277902,1.0719851,1.1457083,1.1157527,0.892396
finger,1.1270763,0.49661875,0.86461914,0.99980205,0.8856681,0.8703296,0.9058956,1.1064752,1.3102539,1.288858,1.324878,0.81804967,1.2624617,1.0847614,1.0254102,1.3248584,1.1742294,1.1908625,1.0362734,1.1087135,1.2722378,0.9796144,1.0413338,1.1824551,0.968891,1.0518577,1.2168219,0.8810044,1.1557391,1.260685,1.1706865,1.2824237,1.1943103,0.8735167,1.0420934,1.2349032,1.115304,1.2192408,0.9150141,0.824854,1.3426287,1.0688785,1.0279813,1.2903683,1.1701679,1.1891418,1.0453529,1.2481228,0.56659985,0.55875015,0.8455839,0.0,1.0047405,0.89599556,1.3243079,0.6806334,0.9808954,1.0250891,1.2354888,0.49931496,0.65919334,1.2219192,0.65912944,0.9946243,0.69899285,0.31471097,0.76872754,1.0289848,1.2689234,1.2402306,1.1787242,0.9656991,0.8703722,1.1798552,1.1581728,0.6202946,0.9491881,1.1223205,1.1955099,1.0682644,0.84533334,1.1541386,0.5886917,0.9381226,0.50850433,1.0824279,0.6391811,0.31122625,0.7228496,1.2781074,0.93465656,1.2190475,1.004643,1.0856884,1.1949097,0.87027156,0.8950192,0.59971106,1.068758,0.68333626,1.2123997,1.2910947,1.1173831,1.2243955,0.7526964,0.6465485,1.2312342,1.2475783,1.0162853,1.2974035,1.0847253,0.9798461,0.98941845,0.7715946,1.1039393,0.998775,0.8477177,0.9846698,1.2493641,1.0841732,1.2203412,0.63177365,1.324551,0.94364285,0.94501555,1.207591,0.8653464,1.1067652,1.1781172,0.6912393,1.288291,1.1943221,1.3430884,0.9581539,0.18388152,0.5489019,0.8440188,1.1174517,1.1351819,1.3516871,1.210111,1.2006199,1.1441561,0.6817775,1.1856891
firetruck,1.0916358,0.99075866,1.0074205,0.862804,0.93192506,1.086745,1.0771247,1.1902937,1.1355615,0.98182243,0.9102127,1.1367998,0.96394444,0.92984384,1.1888865,0.92984605,1.0093007,1.0938181,1.1413133,1.2586175,0.92480046,1.0970802,1.1479281,1.2094104,1.1790653,1.1858008,0.97710764,1.116352,1.0212436,1.0274081,1.123691,1.0189376,0.9146712,1.1321129,0.9950511,1.0765282,1.1451678,0.9241329,0.9306892,1.187283,0.94033563,1.1813972,0.9936848,0.9778731,0.853243,0.911354,1.0616848,0.91660076,0.94418955,1.2467562,0.8731417,1.0047405,0.0,1.1581147,0.530411,1.0412037,1.1642497,1.1688938,0.7964379,1.0396669,1.2084241,0.884477,1.1608793,0.7847732,1.0078154,0.93856454,1.2047758,1.0258561,0.8977413,0.9898253,1.0978861,0.93315834,1.2076069,0.9346136,1.0005556,0.7505051,0.9638773,1.0369675,1.0950394,0.92959666,1.0790609,0.81312525,0.9748084,1.099363,1.0935003,1.2286932,1.1270479,0.90143746,1.1133823,0.9834937,1.102346,0.90101963,0.98047477,1.0758582,1.0247071,1.1726356,1.1652406,1.0658333,1.0084333,1.1681973,0.98046994,0.63395274,1.1426723,1.0374552,1.2016007,0.9867579,1.1400026,1.051297,1.1429999,0.7667739,1.0279511,1.2192777,1.0102483,1.2673907,0.86473,1.0077397,1.0429416,1.2838912,0.9669997,1.1339018,0.9611902,1.2126287,0.74784493,1.1474894,0.95600915,0.9599149,1.2231921,0.96005,1.0361946,1.2179368,0.9669344,0.8790638,0.89513475,1.2480205,1.0871725,0.8956191,1.104499,1.2232039,1.1151673,0.9672571,0.30330026,0.8864503,1.1066147,1.0469905,0.85909
fish,0.5260771,0.66192937,0.78196526,1.1450208,1.3345534,0.72273153,0.7737256,0.6885264,1.1437217,1.3472466,1.3515036,0.5019167,1.4035394,1.3648083,0.43961638,1.3055375,1.2875642,0.94077337,0.6853307,0.80152166,1.2699157,0.82341105,1.2635345,1.0053611,0.29982793,0.8120999,0.92649376,0.81658053,0.9027593,1.3109931,0.9894042,1.3540138,1.1924925,0.6753323,1.0665369,1.04826,0.97314155,1.3633158,1.2758037,0.45998394,1.393211,0.85453093,1.0934323,1.153712,1.1768641,1.2266978,0.9514799,1.3855681,1.0947125,0.5331815,1.1955419,0.89599556,1.1581147,0.0,1.0930728,1.0962517,0.69324684,0.31017232,1.1884948,0.5767133,0.6740797,1.1297905,0.51105684,1.3070052,0.83678603,1.1599529,0.6814937,0.9758411,1.3793123,1.188047,1.2404442,1.1739069,0.6926782,1.3142657,1.091999,0.9172532,0.9773172,0.9184246,1.1761327,1.1297208,1.0335782,1.0571797,0.92264986,0.9725215,0.51681,0.8631449,0.79156494,0.89015496,0.6336809,1.2739098,0.770262,1.3969872,1.2525387,0.922546,1.0083246,0.6588621,0.75379884,0.8504259,1.0974429,0.6775604,0.87495136,1.1180673,0.8215023,1.0134629,0.6766212,0.8588658,1.0833993,1.1399288,0.730157,1.3293533,0.9824405,0.6025208,1.276833,0.67557,1.3551515,1.2430223,1.1434898,0.8941645,1.283212,0.7745061,1.2720551,0.47614902,1.2628483,0.53635126,1.2799749,1.1345859,0.6611689,0.9632635,1.1499355,0.832302,1.2145077,1.4128973,1.455152,0.8820989,0.75935495,0.74083173,0.9451369,0.8969707,0.6614895,1.2567466,1.2235994,1.07953,1.2397556,0.6408721,1.1850216
flower,1.0434601,1.2831994,0.71509314,0.91014856,1.0738193,0.92821056,0.8168046,0.7434255,0.9141057,0.9828635,0.8480636,1.1878513,1.1038975,0.9561805,1.1460974,0.89538276,0.916273,0.84922713,0.9501298,1.0213486,0.88069344,1.0303216,1.1165144,0.9340876,1.1298969,1.1314912,0.82304806,1.2220411,1.1482478,1.026396,0.9165318,0.93306357,1.0277007,1.2660828,1.0009813,0.8490193,0.96547693,1.0261427,1.0765498,1.1120195,0.9188042,0.9783432,1.0810416,0.89497906,0.58113134,0.89753115,1.1007928,0.9751358,1.1404619,1.3028185,1.1001015,1.3243079,0.530411,1.0930728,0.0,1.1627424,1.0486647,1.0573623,0.72130764,1.2772237,1.1847132,0.8670316,1.0519034,1.0179859,1.1856837,1.2567755,1.0982361,1.0822356,0.91690814,1.0105724,0.81408805,1.2284918,1.1086084,0.9626129,0.97799224,1.2369193,1.128616,0.9119243,0.98687166,0.9837308,1.2444935,0.9771588,1.1213303,1.0875312,1.2464037,1.1054931,1.1654732,1.3855326,1.0532039,0.9759128,1.0083231,0.89662385,1.2249947,1.0857633,0.88062096,1.1152775,1.0952938,1.3399421,1.1171434,1.3387612,0.77689594,0.33659256,0.9905429,0.99210453,1.2250462,0.97110116,0.89097565,0.9045637,0.94737834,0.64017975,1.0440995,1.0431706,1.0164169,1.1046442,1.0476546,1.0414885,1.2032598,1.0455501,0.9768804,1.0801235,0.9174466,1.2739661,0.7089926,1.0955442,1.0466546,0.9148378,1.100311,1.0525576,1.0104955,1.0532496,0.8318664,0.99928504,0.81840605,1.0517472,1.3052611,1.3128439,1.1617023,1.0967506,0.6992598,0.7675885,0.23989964,0.835019,0.9875044,1.1150379,0.85311633
foot,1.0395705,1.0263264,1.1387181,0.93984354,0.81904525,1.234822,1.1787972,1.1214378,0.87113714,1.0945413,1.0090308,1.1003815,0.96346724,0.7010108,1.1013762,0.8579966,1.0699353,1.0517303,1.2437402,1.2051393,0.98210305,1.114177,1.0044966,1.1437587,1.0914919,1.1662035,1.1776999,0.96411943,0.99893785,1.0025244,1.2072483,1.1317852,0.99822086,1.1090447,0.9401935,1.2008543,1.1474493,0.9242093,0.6270046,1.1581457,1.0189154,1.2364941,1.1797924,0.9914784,0.9177497,1.1014315,1.0095787,0.99463993,0.79480445,1.0382708,0.9885875,0.6806334,1.0412037,1.0962517,1.1627424,0.0,1.062988,1.0562481,1.148909,1.0106405,0.7469708,1.1886749,0.9485822,0.9495781,0.92671263,0.60093355,0.92521346,1.0054001,0.9793389,0.9060249,1.2008424,0.7840919,1.1047859,1.008166,1.2285477,0.9253902,1.0060433,0.97147465,1.0918715,0.6797918,0.97380143,0.98242337,0.84911454,1.0228496,1.0384554,0.913802,0.8987069,0.8208326,1.1532786,1.0896462,1.0460799,0.9197549,0.814021,1.1131186,1.0857253,1.1585217,1.1403029,0.85832816,0.90124637,0.8023354,1.127428,1.1863004,1.2157481,1.035512,1.0968739,1.0317261,0.8700234,1.0346694,1.163703,1.0725374,0.9838501,1.1309063,0.593112,0.9609395,0.91931283,0.27306485,0.8323238,1.0136504,1.0961599,1.187956,0.9660929,0.85625935,1.1041106,1.2565844,0.5408021,1.1412275,1.0629324,1.1027474,1.0863458,0.7856656,0.86369896,0.9115286,1.100131,0.9844655,0.72704226,0.8664632,0.8819596,0.8669293,1.1210737,1.1117845,1.0985832,1.094467,1.0631344,1.098512,1.1697135
fork,0.9557231,0.75553334,0.75664914,1.175878,1.2819768,0.91689503,0.91623765,0.5723671,0.8111352,1.3325402,1.4355931,0.5920056,1.3071121,1.3998106,0.67897886,1.4319768,1.1044322,0.6777468,0.6049632,0.5701293,1.100973,0.7346122,0.82607454,0.79485345,0.60212946,0.6464522,0.9093997,0.9214035,1.2508755,1.053574,0.6437413,1.3028541,1.3296152,0.74340415,0.75729454,0.8138119,0.7831006,1.4872487,1.326978,0.4480152,1.2875209,0.67355543,1.1001499,1.2900413,1.0259131,1.0983201,0.7878015,1.4371626,1.2253203,0.7335062,1.3445268,0.9808954,1.1642497,0.69324684,1.0486647,1.062988,0.0,0.78321064,1.2042458,0.6967989,0.78756714,1.2836657,0.73449266,1.3892374,0.9018387,1.1565546,0.6948735,1.1815758,1.2203387,1.2966206,1.0708644,1.4115248,0.12909114,1.0643694,0.8978061,1.0052391,1.2227659,1.139896,1.0681899,1.3998303,0.9368047,1.2833582,0.97526896,0.86326087,0.7691169,0.7221816,0.72295177,1.1739837,0.8210382,0.94501424,0.7397348,1.4168743,1.4671838,0.76912594,0.9038711,0.31623232,0.33290005,0.901024,1.2558979,0.81301427,1.0715314,1.1957724,0.5605273,1.181127,0.8168854,0.9932704,0.8892038,0.7836214,0.7311665,1.3019929,1.1781027,0.60598105,1.2322884,0.4059645,1.4813105,1.208833,1.3603419,0.4289608,1.3295085,0.5838672,1.3997395,0.59032106,1.297935,0.59685695,1.334837,1.0344956,0.11208892,0.79383594,1.1588576,0.9501634,1.2666224,1.4447771,1.3647397,0.81302,0.87276584,0.9359109,0.73682743,0.7886652,0.7704778,0.99447614,1.2173362,0.9087116,0.8452933,0.7409694,1.2215022
frog,0.1259054,0.8048998,0.897023,1.1595294,1.2937515,0.8993694,0.9065414,0.763132,1.12057,1.2573862,1.2709963,0.73508465,1.3081241,1.2705959,0.19950503,1.2547952,1.2036662,0.9901052,0.9099535,0.9428137,1.1844138,0.83085793,1.1420215,1.0433989,0.17251348,0.9181699,1.0286274,0.9811083,0.78970695,1.2427208,1.0374402,1.2913288,1.1409223,0.75213176,1.0546292,0.9781375,1.0286245,1.288192,1.2476901,0.7231839,1.2911252,0.9884604,1.0745401,0.9397991,1.0112114,1.2031385,0.96527195,1.3083327,1.0769986,0.75810623,1.1758984,1.0250891,1.1688938,0.31017232,1.0573623,1.0562481,0.78321064,0.0,1.2087476,0.8165618,0.6846689,1.1564,0.65905553,1.284446,0.7990317,1.168184,0.7706127,0.93037075,1.1715733,1.0743151,1.2053777,1.0780897,0.79283875,1.2347932,1.1126627,1.0208117,0.94181705,0.685544,1.1894681,0.8850124,0.9254781,0.8980814,0.9581059,0.9159862,0.8240998,0.87648165,0.8060694,0.9839332,0.8691264,1.2927263,0.80940586,1.3274206,1.1577488,0.97899413,0.9630885,0.80982673,0.86406106,0.86797655,0.9449486,0.74720955,0.9482741,1.0492178,0.84841293,0.9374192,0.8434725,0.8838197,0.9682102,1.1137356,0.7731596,1.2194443,0.8722171,0.6959691,1.2479541,0.5951867,1.3041601,1.125718,1.064969,0.8658915,1.2571812,0.91211915,1.2601179,0.6624748,1.2240988,0.8471531,1.2073286,1.11292,0.7135733,0.88215625,1.086985,0.9782126,0.9789074,1.3404307,1.3397951,0.9435389,0.9132122,0.9041373,0.98237735,0.90868163,0.59406054,1.171448,1.1878493,1.0982015,1.1055356,0.91731524,1.212115
glass,1.1471744,1.3481307,1.0276505,0.74835265,0.9284727,1.0112289,0.9352008,1.1193291,0.93523806,0.6851882,0.65792143,1.3182214,0.91537505,0.8913706,1.2700382,0.76064706,0.80407643,0.8361932,1.1156225,1.0342422,0.75739086,1.1126245,1.1635408,0.89393944,1.2744734,1.2296251,0.8912588,1.0711575,0.93619263,0.9920552,0.9413508,0.9585435,0.78218967,1.2511356,0.851845,0.9985957,0.9433072,0.8317934,0.94471604,1.2880216,0.7844788,1.0169324,0.82377756,0.9366758,0.989821,0.86518013,1.0527283,0.7878159,1.0520494,1.3271089,0.8477423,1.2354888,0.7964379,1.1884948,0.72130764,1.148909,1.2042458,1.2087476,0.0,1.353384,1.338798,0.84817755,1.0679913,0.76204723,1.1620173,1.0485376,1.3013371,1.1056714,0.81314564,0.82818115,0.6882787,0.9769306,1.2700305,0.9615603,0.9082577,1.1436808,1.0755254,1.071974,0.7578847,0.9428313,1.1950535,0.8265172,1.066454,1.11715,1.3088896,1.106162,1.3054069,1.2180923,1.1843137,0.84629154,1.1928289,0.79170793,0.9679874,0.9075759,1.008972,1.2870141,1.2539243,1.2705414,1.1130608,1.330353,0.9036628,0.84341216,1.0402164,1.1239196,1.2699625,1.1288674,1.0375265,1.0503839,1.2127681,0.70598185,1.1172541,1.2276729,1.1504085,1.2507789,0.80352986,1.0731117,1.0801872,1.1875447,0.8106941,1.0844036,0.6969473,1.4094014,0.6532332,1.2044262,0.9511297,0.8322345,1.2603018,1.0639348,0.8951486,1.1521946,0.92551684,0.83889246,0.6632054,1.0179086,1.3013713,1.122569,1.0315892,1.1314846,1.1006724,0.7039796,0.72135663,0.8954128,1.183727,1.2414728,0.8074031
glasses,0.99956214,0.18042743,0.7399372,1.2415224,1.218969,0.8079091,0.93001854,0.8935036,1.171122,1.396357,1.4435948,0.3111651,1.4465038,1.3818003,0.72706234,1.4604042,1.2929742,1.1128972,0.4722584,0.7851647,1.4088742,0.90094763,1.0571429,1.0654002,0.57753754,0.6372065,1.0018303,1.0472593,0.9979779,1.2642522,0.9901598,1.3564212,1.3040981,0.52650774,1.0527158,1.152171,1.2356877,1.412705,1.2866817,0.29842103,1.4467577,0.7411784,1.2111765,1.3238292,1.212954,1.2359643,1.0198416,1.4037185,0.89436376,0.42326587,1.068953,0.49931496,1.0396669,0.5767133,1.2772237,1.0106405,0.6967989,0.8165618,1.353384,0.0,0.67964697,1.1753023,0.6985173,1.1473136,0.7647524,0.9427818,0.42086303,1.1205219,1.3898501,1.2488265,1.3242264,1.1475801,0.56722337,1.2613469,1.0976834,0.4801603,1.176211,1.2133566,1.2818935,1.4195168,0.81462395,1.2905633,0.7215287,1.036381,0.16399479,0.9808799,0.51798457,0.43825102,0.6206498,1.3322865,0.7388081,1.4388824,1.1844267,1.0569583,1.2259132,0.47048157,0.594538,0.7042165,1.2457423,0.54615307,1.1790289,1.2899696,0.9388437,1.1680412,0.55790484,0.7317022,1.1460481,1.1252102,0.70855385,1.4095002,1.2144123,0.7678504,1.1222155,0.6503166,1.3048376,1.2735213,1.0514771,0.94332933,1.2359954,0.73382044,1.3021271,0.18149161,1.3733745,0.3512228,1.262358,1.2666391,0.6151242,1.0005332,1.3169897,0.70603144,1.4428337,1.4323219,1.5500888,0.90993536,0.3150186,0.64664775,1.0894215,0.99959767,0.87546164,1.403551,1.2334712,1.1024326,1.0090073,0.12247175,1.2316103
glove,0.83667314,0.68841636,0.8569223,1.1213338,1.126649,0.78872955,0.8338824,0.7133721,1.0106205,1.499965,1.5007281,0.7328071,1.368862,1.0800748,0.6785684,1.3100426,1.42257,1.0008491,0.75138813,0.85396934,1.3382694,0.80025554,1.0953709,0.89219,0.6636908,0.7883637,1.0889852,0.9640906,0.97584826,1.2255768,1.0418084,1.2627598,1.197829,0.9136157,1.2216866,0.968134,0.94667226,1.3165114,0.87277335,0.74693257,1.4269994,0.861508,1.0961672,0.991136,0.83994544,1.2479328,1.0550804,1.2780242,1.0001394,0.4796635,1.2556173,0.65919334,1.2084241,0.6740797,1.1847132,0.7469708,0.78756714,0.6846689,1.338798,0.67964697,0.0,1.2968519,0.6711441,1.292275,0.7098777,0.72845995,0.5858188,0.9346157,1.3728552,1.1106524,1.1569635,1.079446,0.79970014,1.2967665,1.1834357,0.9515146,0.9648635,0.95079684,1.1681161,0.9126787,0.8740073,1.1556689,0.9269657,0.7574654,0.61943585,0.4922467,0.7133882,0.90071845,0.79925185,1.2944455,0.6220211,1.2533623,1.1473141,0.9960768,0.9227609,0.84244066,0.89635354,0.7117632,0.93559206,0.6823643,0.98990595,1.2288108,0.92686623,0.8793619,0.66838145,0.70545083,0.9106453,1.0632411,0.7756872,1.3312751,0.8411,0.72190624,0.8908942,0.7689394,1.2913945,0.8866435,1.0194005,0.7225449,1.3837631,0.9130399,1.3839445,0.55088955,1.325153,0.7769311,1.0270408,1.2748679,0.6897834,1.149117,1.3207638,0.7210942,1.1498744,1.2614822,1.4722146,0.93570447,0.5601241,0.7114304,1.107036,0.5387074,0.72057915,1.3154504,1.3042216,1.1576799,1.0413898,0.78629386,1.3618919
grass,1.0729226,1.1661237,1.1889255,1.0521013,0.8569768,1.1039194,1.1187099,1.205945,1.1352727,0.7812087,0.66113037,1.1417385,0.83321154,0.88339347,1.1178733,0.72151494,0.80089855,1.140562,1.0836473,1.2146472,1.018714,1.2021952,1.1000097,1.1657397,1.1402391,1.1933188,0.7857338,1.147274,0.8941008,0.9785734,1.0208532,0.77813965,0.6656805,1.2118508,1.0564576,1.0695928,1.1123275,0.7610487,0.9834057,1.177534,0.8175783,1.1414998,1.0234271,0.8839794,1.0489571,0.9244409,1.1790593,0.71826625,1.0320501,1.2571362,0.89813435,1.2219192,0.884477,1.1297905,0.8670316,1.1886749,1.2836657,1.1564,0.84817755,1.1753023,1.2968519,0.0,1.2774551,0.79489696,1.2322565,1.1043165,1.2229071,0.92726,0.85803974,0.89820325,1.0115261,0.9320061,1.2655673,1.0017447,0.98939323,1.0233171,1.0492808,1.0552934,1.0171494,1.0150937,1.164799,0.87951785,1.1010836,1.1653912,1.1690214,1.239399,1.1876237,1.1042389,1.1628978,0.97762823,1.1179272,0.69853693,0.86308205,1.127143,1.085956,1.1845846,1.1789551,1.2236048,0.94019777,1.3274488,0.94264585,0.7990387,1.1778167,0.90996283,1.1384945,1.1747406,1.1778347,1.0826759,1.1503171,0.85280085,0.9316028,1.2242283,1.0381976,1.2877674,0.75132155,1.0823576,0.9397013,1.223292,0.6547988,1.0769367,0.6537808,1.2855244,0.58032393,1.0549217,0.9613791,0.99378866,1.3013108,0.89607394,0.82277006,1.1872308,0.9197148,0.7717798,0.663887,1.1984714,1.2626301,1.1973863,1.1065334,1.2109685,1.1076242,0.95189476,0.69392526,0.7937809,1.054288,1.0672061,0.71970594
