,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
knife,0.9558274,0.6449541,0.66907686,1.2322385,1.2956104,0.84010684,0.85487574,0.629176,0.93104976,1.3370179,1.5174932,0.4494794,1.3430572,1.4589713,0.6423798,1.529192,1.1014352,0.7223772,0.47633678,0.5691407,1.1657631,0.8543,0.74680424,0.7665342,0.57633954,0.56550485,0.9342194,0.8697524,1.2620454,1.1187862,0.7088666,1.3631707,1.3772103,0.68357706,0.80540293,0.91490626,0.8425618,1.526737,1.4086537,0.26732546,1.3876741,0.57838815,1.1187102,1.3368351,1.0612075,1.1310034,0.7997742,1.4796615,1.2065617,0.6737447,1.3727536,0.8703722,1.2076069,0.6926782,1.1086084,1.1047859,0.12909114,0.79283875,1.2700305,0.56722337,0.79970014,1.2655673,0.6839876,1.450787,0.9660664,1.1642331,0.62116253,1.1988662,1.2050325,1.3182254,1.0432671,1.4039075,0.0,1.1214048,0.9166923,0.9654449,1.3548403,1.1638188,1.0326169,1.4849901,0.8762963,1.393445,0.92800635,0.9938283,0.6225881,0.7701898,0.6126352,1.0904162,0.729365,1.059531,0.74767804,1.4706587,1.4429121,0.7600868,1.0631871,0.08590245,0.094777465,0.90450895,1.2780176,0.7506578,1.1785939,1.2368103,0.6799355,1.1820872,0.78159714,0.95257026,0.9593223,0.84280944,0.7092013,1.3679416,1.2108511,0.6341466,1.1883589,0.28487253,1.5439885,1.2633741,1.3264883,0.39203453,1.3407422,0.5013321,1.4058242,0.47648108,1.3529464,0.4745291,1.3158206,1.1346048,0.11303067,0.8204636,1.0648106,0.86675996,1.3411047,1.4983805,1.4696687,0.7579943,0.7629082,0.90624094,0.73747003,0.8163286,0.73778296,1.1452924,1.2465856,0.93983316,0.7515053,0.5830481,1.2418245
ladder,1.1357052,1.223182,1.2851548,1.0067759,0.94045454,1.3349192,1.2819765,1.200565,0.6316986,0.7227009,0.7138739,1.1770954,0.4788078,0.8929718,1.2205867,0.7898028,0.9273905,0.8846684,1.1786473,1.0959498,0.5788499,1.2162633,0.744246,0.9512922,1.2485669,0.9511307,1.0779552,1.1004071,0.9732536,0.22452915,1.0924232,0.6054716,0.908333,1.1159357,0.87017035,1.1037083,1.081919,0.73590946,0.9431902,1.2441416,0.25308293,1.0881095,1.1343052,0.9523563,0.9562144,0.66187006,0.74659806,0.8764416,1.0483235,1.2871591,0.98062545,1.1798552,0.9346136,1.3142657,0.9626129,1.008166,1.0643694,1.2347932,0.9615603,1.2613469,1.2967665,1.0017447,1.2997867,0.9287991,1.1004969,1.0484121,1.178858,1.081085,0.8290662,0.83007586,0.96360385,0.8696771,1.1214048,0.0,1.0383059,1.0621892,1.0407883,1.1463757,0.86318934,0.9877426,0.9605935,0.9354804,1.1149983,1.1695399,1.330746,1.0716072,1.1872516,1.1527972,1.2811669,0.66019636,1.1937796,0.84625125,0.86350274,0.96063817,1.0627702,1.1645541,1.1200361,1.2260897,0.9371873,1.0634656,1.0951781,0.8958541,1.1701432,0.9960646,1.224663,1.2616148,0.7902263,0.8295022,1.1974397,0.68895227,1.0552621,1.212028,0.89081675,1.1821434,0.8794645,0.91500425,0.9134786,1.0856252,0.7059281,1.0450592,0.84530944,1.2522235,0.9529038,1.2372112,0.97335714,1.0299906,1.1897182,0.9334345,0.91076136,1.2134184,0.7650411,0.7869201,0.7949322,1.0923883,1.2528253,1.090007,0.97184557,1.0253022,1.1402172,0.8253499,0.92752767,0.9023594,0.7573235,1.2492036,0.74452615
lamp,1.1480106,1.1223027,0.9504079,1.0409051,1.0046626,0.80780286,0.8101259,1.0566393,0.9832506,0.79124284,1.0475616,0.94990474,0.937112,1.1031549,1.0395665,1.0576918,0.7927443,1.0506305,0.9838405,0.71988684,1.0543277,0.9276198,0.8802255,0.8429314,1.054814,0.8593991,1.0508413,1.0663337,1.0262084,1.0156685,0.56305337,0.9742534,1.2020053,0.9121214,0.8465487,0.8999829,0.90781844,1.0700723,1.0715566,1.0446887,1.0774106,0.83882475,0.39062953,1.1335256,1.2585547,0.8419109,1.0124763,1.1242187,1.0745609,0.9968614,1.133945,1.1581728,1.0005556,1.091999,0.97799224,1.2285477,0.8978061,1.1126627,0.9082577,1.0976834,1.1834357,0.98939323,1.1490444,1.1048713,1.1488438,1.1611284,1.1635662,1.0788018,0.84872,1.2117829,0.79300547,1.2068611,0.9166923,1.0383059,0.0,1.0406764,1.152742,1.0756127,0.8806284,1.1585455,0.99997276,1.1653011,1.1866142,0.90499675,1.063643,0.93442804,0.87602794,1.0983357,1.0105729,0.87727773,0.92359143,1.1275809,1.1683959,0.90483963,0.99091876,0.91609335,0.90971977,1.0562117,1.1517217,1.1495197,1.1000512,0.9071051,0.81401914,1.1031309,0.9962946,1.040082,1.0927554,0.95214725,0.9964027,1.0269111,1.0860724,1.0438567,1.1201246,1.0555278,1.1173294,1.1458182,1.1507965,0.876629,0.8611975,0.8746635,1.0205882,1.1741147,0.9985299,0.96643615,1.1420562,0.86479723,0.84503984,0.73813945,0.8839197,1.1525427,1.1370616,1.0966437,0.9161757,0.8776482,1.2199558,1.1397917,0.95822924,1.0016912,1.2300141,0.9474817,0.98762417,0.9171095,0.95246565,1.087819,0.6922782
leg,1.0507776,0.43420362,1.0232412,1.0517825,0.97918975,1.067267,1.0990083,1.0504723,1.2184947,1.1136931,1.2036371,0.7937512,1.1473739,1.1266321,0.98187464,1.1607302,1.0815846,1.2494341,1.0128089,1.1185691,1.2346824,0.9504382,1.0016845,1.2113684,0.92138267,0.9886349,1.110564,1.0179278,0.93712443,1.177001,1.083519,1.1773493,1.0648632,0.87331295,1.0255207,1.1549921,1.1600653,1.1700352,0.99390024,0.893956,1.2085441,1.1040381,1.057083,1.1983947,1.2210674,1.1228015,1.0932145,1.0940735,0.82572484,0.86850995,0.8806615,0.6202946,0.7505051,0.9172532,1.2369193,0.9253902,1.0052391,1.0208117,1.1436808,0.4801603,0.9515146,1.0233171,0.98385054,0.88180953,0.78722554,0.7813036,0.8533651,1.0687696,1.101384,0.99643576,1.2905216,0.9086714,0.9654449,1.0621892,1.0406764,0.0,1.0515698,1.1020664,1.1686898,1.0931764,0.84362745,1.1001377,0.79805684,0.9535902,0.7006569,1.1256003,0.7915,0.41804188,0.9154634,1.1307398,0.8700197,1.1531358,0.939458,1.1412493,1.1109768,0.91815007,0.9544907,0.7210117,1.1011126,0.8289058,1.0710785,1.1873211,1.0584723,1.1210562,0.8522617,0.876133,1.2239957,1.1949918,1.032225,1.2018195,1.157974,0.97899824,0.9845258,0.9588448,1.0119509,1.078127,0.99869674,1.1062745,1.0648844,1.0574381,1.149359,0.7355048,1.2202618,0.9022496,1.0843668,1.0755714,1.0029309,0.9009086,1.0955222,0.91264576,1.2737842,1.1201733,1.2373217,1.0588932,0.60738105,0.6484331,1.0396221,1.1058005,1.2060902,1.2298231,1.1048359,1.0421715,1.092359,0.6975851,1.0429101
meat,0.8904813,1.1010357,1.2357168,0.9455896,0.9484823,1.1349719,1.1501138,1.09591,1.1504338,1.1135027,0.92409045,1.2909496,0.83304954,0.8998794,1.0437313,0.9024681,1.0830505,1.1857079,1.4033616,1.2705353,0.97831756,0.6685039,1.166187,1.2938329,1.1140625,1.2763929,1.1708367,0.89723766,0.8722812,1.0482236,1.2429068,0.88863444,0.873086,1.0243994,1.2822285,0.8598173,1.0288107,0.7641689,0.7194832,1.3623204,0.9506564,1.3567458,0.9175681,0.7605399,1.04892,1.0593842,1.0856993,0.9285799,0.78004396,0.9919285,0.73336554,0.9491881,0.9638773,0.9773172,1.128616,1.0060433,1.2227659,0.94181705,1.0755254,1.176211,0.9648635,1.0492808,1.0801752,0.7957575,0.7685838,0.83563906,1.2298005,0.7230339,1.0333292,1.0905392,1.1245233,0.8771651,1.3548403,1.0407883,1.152742,1.0515698,0.0,0.82034814,1.088779,0.713429,1.024254,0.71082884,1.0146159,0.59597445,1.1187056,1.1385814,1.1687366,0.84984016,1.0334015,1.0489392,1.1453063,1.0048169,0.8850174,1.1288098,0.61892974,1.3905869,1.3768411,0.73232317,0.6794125,0.99601734,0.65041625,0.9286338,0.8576602,0.80009073,0.9672417,0.982817,1.0466907,1.1569359,0.98381364,0.9575867,0.67628837,0.90404785,1.0069023,1.2757394,0.8596997,0.9563612,0.79910374,1.1781886,1.1761948,1.3291273,1.0215001,1.2062396,0.94519836,1.2738725,1.0176718,0.7239026,1.2613096,1.1364846,0.9914656,1.0642192,0.7769122,0.8908687,0.84249747,1.2826157,1.0599334,0.892915,1.0748796,1.152488,1.1875087,0.89719844,1.073631,1.1256984,1.1872293,1.2731817,1.0602908
melon,0.51537895,1.1805019,1.0778849,0.96258765,1.0715861,0.96966994,0.9535166,0.7481307,1.0494181,1.0606796,0.9680909,1.1821488,1.0457352,0.9501033,1.0044931,0.8321132,0.97686535,1.0487047,1.2002814,1.0365895,0.98216265,0.82537293,1.0703821,1.1453588,1.0522003,1.2550907,1.1095284,0.89165956,1.03249,1.2347668,1.1103773,1.0907822,0.957472,1.0543171,1.0096202,0.85281664,0.8009434,1.0157013,0.872789,1.1279902,1.0668776,1.1780723,0.90961397,0.943284,1.0028409,1.1919812,1.1241318,1.0292684,0.9725555,1.0426532,1.0324472,1.1223205,1.0369675,0.9184246,0.9119243,0.97147465,1.139896,0.685544,1.071974,1.2133566,0.95079684,1.0552934,0.8854809,0.9985696,0.8739785,1.0230631,1.1201433,0.98580736,0.8398174,1.0669336,1.0006217,1.0644475,1.1638188,1.1463757,1.0756127,1.1020664,0.82034814,0.0,1.0777858,0.29477936,1.091474,0.78997886,1.0567056,0.7931646,1.1087382,0.9489911,1.1815687,1.0754455,1.0407364,1.1439166,1.096686,0.9724119,1.1372646,1.0499308,0.7834161,1.1902151,1.1813204,0.9237455,0.9493738,1.097246,0.7596203,0.8824307,0.839353,1.0684235,0.9647065,0.91758186,1.073193,1.0964565,0.9312278,1.0298786,0.9620626,0.9691863,0.9916043,1.0315503,1.058791,0.9630796,1.0892409,0.9402333,1.1648836,1.1787443,1.0566722,1.1429628,1.0101864,1.1370456,0.84855556,0.8503212,1.1349249,1.1447667,0.8282491,0.9915823,0.84119034,1.0486393,0.86221147,1.0050641,1.1852788,1.0871662,0.92340225,0.92042094,0.9040334,0.90086544,1.012473,1.1526822,1.1929588,1.191347,1.1293452
milk,1.1610006,1.2253555,1.1205379,0.9168862,0.9719944,1.0810754,1.033141,0.9777678,0.7933854,0.80209976,0.8320611,1.1059086,0.87151015,0.9602172,1.1181037,0.98982555,1.0242772,0.76472664,0.88031834,0.90898263,0.6950114,1.1215571,0.8283211,0.43973088,1.167553,0.8477857,1.0628875,0.7906072,1.119154,0.84245217,0.94446886,0.9353139,1.0416605,1.0266278,0.88152325,0.9211098,0.725199,0.9973314,1.0245026,1.0548103,0.850621,0.67628425,0.94542253,1.0845386,1.0353994,0.7814969,0.89980686,0.9676181,1.1720364,1.1739881,1.081706,1.1955099,1.0950394,1.1761327,0.98687166,1.0918715,1.0681899,1.1894681,0.7578847,1.2818935,1.1681161,1.0171494,1.0698812,1.0451257,1.1652713,1.177746,1.1915822,1.0880783,0.88659656,0.95518976,0.4889686,1.0970464,1.0326169,0.86318934,0.8806284,1.1686898,1.088779,1.0777858,0.0,1.1075728,0.9067099,1.0999802,1.1635003,1.0942781,1.2639736,0.8737562,1.1923337,1.2010393,1.146834,0.85265577,1.142401,0.9554838,0.9967402,0.7418183,1.0467154,1.0118042,0.9698807,1.0328999,1.0908518,1.0812314,1.0673289,0.9740835,0.96249795,1.0347279,1.1483116,1.1875297,1.0594732,0.91182125,1.1451203,0.8060239,1.1188782,1.1229513,0.93871933,1.1475306,1.029185,0.98203355,1.027658,0.9099994,0.9680901,0.87051135,0.93713355,1.2384119,1.0006673,1.077723,1.0145099,0.87197256,1.1031836,0.9540027,0.86623144,1.1714498,1.0474982,0.9678876,0.86174977,0.9124861,1.2640014,1.0626141,0.9645064,0.9121748,1.0779492,0.8498061,1.0131093,0.9112551,0.8573447,1.2251786,0.86226344
mitten,0.6374384,1.3706248,1.3343794,0.8281094,0.7904757,1.189163,1.1556324,1.104943,1.0471383,0.8809543,0.77593946,1.4688246,0.79825133,0.57299465,1.1789705,0.56468475,0.9111085,1.1620775,1.4885193,1.3716167,0.90962034,1.0806417,1.1337724,1.3051858,1.2795688,1.5319611,1.2120322,0.9487044,0.88851553,1.1071732,1.3146727,0.90693206,0.6984066,1.3213696,0.9781069,1.0779667,0.9696881,0.7371919,0.47633052,1.4764345,0.83655596,1.4590957,0.92036116,0.7619189,0.8691304,1.1271877,1.2335657,0.71214116,0.80102605,1.2675062,0.84679663,1.0682644,0.92959666,1.1297208,0.9837308,0.6797918,1.3998303,0.8850124,0.9428313,1.4195168,0.9126787,1.0150937,1.0433526,0.72493047,0.90228343,0.6971228,1.3293644,0.88666576,0.77193993,0.8087982,1.0846524,0.7699032,1.4849901,0.9877426,1.1585455,1.0931764,0.713429,0.29477936,1.1075728,0.0,1.0936927,0.5914526,1.0570948,0.9238555,1.3240204,1.0042115,1.2962164,1.0052506,1.297335,1.0822071,1.2345234,0.64587307,0.8701413,1.1424135,0.9008162,1.5069139,1.4613003,1.0042614,0.699553,1.1889597,0.79835624,0.89079356,1.234405,0.96791595,1.2027245,1.0312753,1.0373943,1.1793633,1.2134305,0.8946719,0.79860526,1.2286984,0.72666085,1.2821503,0.72129154,0.6440215,0.9123256,1.1472312,0.98189616,1.4493331,0.8747994,1.3768575,0.8233477,1.457412,0.5586201,0.90734863,1.4277947,1.1739428,0.82993954,1.0568984,0.6471355,0.70459914,0.7269864,1.1487346,1.2225322,1.0004874,0.8778005,0.92360604,1.0882525,0.9680036,0.95986974,1.2051363,1.27056,1.4245567,1.0117286
mop,0.9011673,0.8599212,1.1754973,1.1166668,1.0523274,1.2318664,1.2591841,1.0786796,0.98288226,1.0780474,1.0949833,0.885336,1.0107596,0.9686104,0.79672563,1.1333334,1.1075047,1.1092993,0.9980876,1.0946127,1.0522716,1.105263,0.45897818,1.0310388,0.84873796,0.77657604,1.2235781,0.87649083,0.8880421,0.86983883,1.1399208,0.93062025,1.0957212,0.9414697,1.0037557,1.1895167,1.1239026,1.0518882,1.0646508,0.8940355,0.9757492,1.0050259,1.1404811,1.0387555,1.0262331,0.81889474,0.94673693,0.98059946,0.9592392,0.88792366,1.0803537,0.84533334,1.0790609,1.0335782,1.2444935,0.97380143,0.9368047,0.9254781,1.1950535,0.81462395,0.8740073,1.164799,1.0568634,1.040488,0.842314,0.97517854,0.9084181,1.0636954,1.109833,0.88461536,1.187177,0.8987827,0.8762963,0.9605935,0.99997276,0.84362745,1.024254,1.091474,0.9067099,1.0936927,0.0,1.1416359,0.89011115,1.1678563,0.8660847,0.8426668,0.7368314,0.80201733,1.1104256,1.0070285,0.98157966,1.0748931,0.73476416,0.94706213,1.227463,0.8706324,0.8792002,0.92996943,0.99417305,0.6668938,1.2089646,1.121054,1.1297143,1.01397,1.0067347,1.0604838,0.9998795,1.1698098,1.0819907,1.0480548,1.0534983,0.9986412,0.8301352,0.8769075,1.0078851,1.0474386,0.71734285,0.80741864,1.0158027,0.91436213,1.1181254,0.85514665,1.2019279,1.0319897,1.0606133,1.2197837,0.91134334,0.9497141,1.0338498,0.89614326,1.0914284,1.0273504,1.2425988,1.1251472,0.8621871,0.78588885,1.020407,0.8439641,1.1535457,1.2704893,1.2101109,1.1070746,0.62138295,0.9605224,1.0192645
motorcycle,0.8316478,1.27847,1.1819725,0.8486159,0.94430023,1.1554315,1.1613349,1.1872103,1.0521519,0.92841685,0.7720891,1.3878176,0.80051005,0.87807775,1.1050619,0.7844517,0.95304215,1.1390684,1.3205868,1.3643115,0.8741036,1.0865302,1.0507482,1.2030662,1.1397252,1.3646078,0.8975048,1.0326729,0.8660907,0.9314884,1.2554315,0.8141861,0.6339645,1.2193851,1.0335896,1.1074944,1.1317141,0.6992961,0.9000308,1.372815,0.7746079,1.3211081,1.0017784,0.7703221,0.89289683,1.0230143,1.1074965,0.7108667,0.9134757,1.3253719,0.773619,1.1541386,0.81312525,1.0571797,0.9771588,0.98242337,1.2833582,0.8980814,0.8265172,1.2905633,1.1556689,0.87951785,0.9879016,0.7522489,0.8840444,0.9308665,1.2321825,0.8819775,0.62320495,0.82034916,1.0627278,0.8219018,1.393445,0.9354804,1.1653011,1.1001377,0.71082884,0.78997886,1.0999802,0.5914526,1.1416359,0.0,1.0243493,1.0571613,1.2513869,1.2997628,1.2832246,1.0371271,1.1992044,1.0259643,1.1912922,0.79882014,0.85227245,1.2289007,0.99987173,1.4353367,1.4175873,1.052312,0.75871986,1.204037,0.88313127,0.83960295,1.1777637,0.8738518,1.2661018,1.1255696,0.96339554,1.034393,1.2097459,0.8432685,0.80058825,1.2230183,1.1779225,1.1697674,0.74527967,0.92024887,0.9345064,1.1964885,0.8982099,1.3120475,0.80924183,1.3114128,0.702064,1.3363483,0.8882922,0.977461,1.2980908,0.9125979,0.92847914,1.1991764,0.38410854,0.790679,0.73032165,1.1128316,1.2380714,1.0467353,0.9656491,1.286021,0.85511553,0.8586869,0.9103139,0.95674735,0.97920465,1.2744138,1.0014807
mouth,1.0051272,0.77970695,0.8842209,1.0078391,1.1124794,1.0177336,1.0227917,0.9535237,1.1674803,1.1641121,1.1516943,1.004603,1.2389195,0.9860965,0.9807375,1.1746215,1.0715648,1.0898591,1.057506,1.1345708,1.1372577,0.8352641,1.1500332,1.1318082,0.91791445,1.1998302,1.0597169,1.1107445,1.153202,1.2494061,1.1177877,1.1669499,1.0262206,1.0652871,0.965371,1.0671698,1.0351778,1.2358044,1.02801,0.9210893,1.1863124,1.1093818,1.0650957,1.1253163,1.0471735,1.1633258,1.0040221,1.0815927,0.69148517,0.890283,0.8478602,0.5886917,0.9748084,0.92264986,1.1213303,0.84911454,0.97526896,0.9581059,1.066454,0.7215287,0.9269657,1.1010836,0.6951015,0.9466223,0.846905,0.79145396,0.8481566,0.96545017,1.136561,1.1599349,1.1401676,1.0466214,0.92800635,1.1149983,1.1866142,0.79805684,1.0146159,1.0567056,1.1635003,1.0570948,0.89011115,1.0243493,0.0,1.0339345,0.7742615,1.1597353,0.7319132,0.69171655,0.94893396,1.1977458,0.9537933,1.0673107,1.0669116,1.103838,0.98820007,0.9570636,0.96196616,0.8838011,1.0522734,0.92374027,0.97996014,1.1756941,1.0373378,1.1120511,0.96249986,0.86307234,1.1459457,1.1575499,0.99227524,1.1511513,0.9888303,1.0276544,1.0165399,0.78898907,1.0684143,0.97067994,0.978803,1.0317127,1.1913011,1.0865782,1.125859,0.79618216,1.1636151,1.0441316,1.0268031,1.1370384,0.9086845,1.1953875,1.0808741,0.7958635,1.1565826,1.1097567,1.1485655,0.89643353,0.57588536,0.75157446,0.97729105,1.1777498,1.0178851,1.1069565,1.0929351,1.1898279,1.2060248,0.80598706,1.1357982
muffin,1.0177052,0.9608212,0.89958256,0.9834867,1.0791048,0.7886646,0.77198255,0.6340572,1.0170591,1.2295961,1.285366,1.1217225,1.2017863,1.0840514,1.0133613,1.1937048,1.1013584,1.0419587,1.1510113,0.7627479,1.1436425,0.25433624,1.1657838,0.96905595,1.0509325,1.0855025,1.0853504,1.0417681,1.080644,1.2986271,0.7949486,1.2095897,1.208422,0.8787428,1.1244075,0.44013405,0.7356944,1.2488198,0.8791126,1.1511838,1.3170174,1.0152329,0.658461,1.0092031,0.9963581,1.2009145,1.1020502,1.2396941,1.0521811,0.80268,1.1578999,0.9381226,1.099363,0.9725215,1.0875312,1.0228496,0.86326087,0.9159862,1.11715,1.036381,0.7574654,1.1653912,0.9545374,1.0993745,0.67256457,0.89877945,1.0309387,0.9104056,1.1164713,1.1609986,0.8527276,1.1967489,0.9938283,1.1695399,0.90499675,0.9535902,0.59597445,0.7931646,1.0942781,0.9238555,1.1678563,1.0571613,1.0339345,0.0,1.0730356,0.92132324,0.9077411,1.0074708,0.90169793,1.1149538,0.7702694,1.2039412,1.2706757,1.0722722,0.3749478,1.1172909,1.1137722,0.54308933,0.936133,1.0180519,0.76331663,1.1093391,0.45441747,0.9925507,0.8000797,0.7674954,0.8978717,0.9714804,0.6936657,1.2662914,0.8929112,0.56232446,0.98057765,0.9665122,1.2615778,1.0005696,1.1822455,0.85263145,1.2969377,1.200088,1.3412108,1.0101914,1.1477438,1.0687596,1.1625121,0.670918,0.83935577,1.0646365,1.1530955,0.92475307,1.0847735,1.1665411,1.0866866,0.8810449,1.0013955,1.044479,1.0854709,0.9895507,0.99117804,0.8499216,1.2000434,1.1111077,1.2169669,1.135839,1.2714787
nail,1.0068289,0.3581518,0.62382877,1.215277,1.2211795,0.61473465,0.74278647,0.86005783,1.2396066,1.4168186,1.4551218,0.3413533,1.4587806,1.3726108,0.7430499,1.4439708,1.3376915,1.1128188,0.4654112,0.7670287,1.4244727,0.92985415,1.1513746,1.064707,0.6114641,0.69854105,1.0055225,0.93448484,1.0817248,1.3393557,0.96851766,1.3719721,1.3034878,0.6128168,1.0897276,1.148643,1.1530654,1.3936671,1.2477977,0.28780812,1.4766463,0.7337903,1.1324697,1.3329147,1.1658801,1.2337952,1.0780802,1.3644544,0.9423158,0.29362142,1.0831571,0.50850433,1.0935003,0.51681,1.2464037,1.0384554,0.7691169,0.8240998,1.3088896,0.16399479,0.61943585,1.1690214,0.5310951,1.1824555,0.8043226,0.9492701,0.46256268,1.040303,1.4513408,1.3459805,1.2294513,1.2121389,0.6225881,1.330746,1.063643,0.7006569,1.1187056,1.1087382,1.2639736,1.3240204,0.8660847,1.2513869,0.7742615,1.0730356,0.0,0.96548754,0.5586076,0.5484342,0.48127818,1.370427,0.71930194,1.4032886,1.2199417,1.0451564,1.2245367,0.4990989,0.6162,0.7873125,1.2007072,0.5636379,1.1018065,1.2698635,0.92509854,1.1394293,0.50456136,0.6660017,1.2182428,1.2124939,0.62579155,1.4132581,1.1164993,0.74551266,1.1764071,0.7304653,1.3267238,1.3291186,1.0674431,0.98534083,1.2893701,0.7448279,1.3052825,0.23875308,1.3575063,0.32599205,1.1990756,1.2704943,0.6584703,1.1602442,1.248774,0.58654445,1.4329969,1.4014226,1.50163,0.86703193,0.34818858,0.61083955,1.0563794,0.98696697,0.815292,1.4009353,1.2335281,1.1532115,1.1026903,0.23681283,1.2478201
napkin,0.9280779,0.94527054,1.0051929,1.1780076,1.207632,0.92454875,0.94980866,0.79596066,0.63744783,1.1566931,1.1936932,0.76657695,0.99029154,1.0917364,0.8128407,1.0088893,1.2949262,0.5056603,0.7636435,0.62107956,0.85341746,0.9258541,0.8592576,0.6363051,0.8331857,0.61519015,1.0319066,0.9041759,1.120667,0.9274396,0.8005978,1.0869067,1.2283268,0.8899754,1.0733047,0.833463,0.74830985,1.1639035,1.0558518,0.83880186,1.1623421,0.70072484,1.0133055,1.1400099,0.92387664,0.94175124,0.70674014,1.1762512,1.2116909,0.751596,1.3469658,1.0824279,1.2286932,0.8631449,1.1054931,0.913802,0.7221816,0.87648165,1.106162,0.9808799,0.4922467,1.239399,0.8835025,1.4087262,1.0039854,1.1239408,0.7528112,1.151729,1.2299104,0.9605295,0.91848797,1.1440383,0.7701898,1.0716072,0.93442804,1.1256003,1.1385814,0.9489911,0.8737562,1.0042115,0.8426668,1.2997628,1.1597353,0.92132324,0.96548754,0.0,0.90728545,1.1519936,1.0245763,0.9551164,0.76801366,1.1965958,1.1553781,0.3746096,0.9160199,0.8413249,0.8574848,0.9759425,1.1615196,0.6476122,1.1392769,1.1569433,0.77790034,1.0582771,0.90171987,0.99839574,0.7430232,0.80851364,0.9330423,1.1395457,1.1118658,0.8336418,0.86365604,0.86616063,1.3093975,0.8345951,1.1025646,0.68510246,1.2242708,0.6105447,1.3238229,0.77096677,1.1524413,0.8096859,1.0719451,1.2159173,0.73033863,1.1092976,1.2646652,0.8806694,1.1442034,1.2454022,1.2442137,0.929489,0.9754156,1.0487167,1.0591735,0.06272793,0.88064957,1.0660319,1.2400056,0.94708985,0.93486917,1.0081124,1.1139966
necklace,1.0127765,0.6007227,0.6946883,1.197973,1.2579129,0.84490645,0.8243793,0.84973603,1.0291843,1.3455873,1.3830246,0.61731607,1.3458734,1.1663767,0.7577717,1.3554275,1.0480356,1.0629741,0.77435637,0.9168525,1.3011788,0.85112244,0.87771535,1.0063701,0.66802585,0.7661519,1.1416357,1.0678493,1.1149259,1.2075758,0.81779885,1.2657163,1.2857535,0.8092155,0.85574406,1.0178986,1.1447333,1.416856,1.1041102,0.6307476,1.3680038,0.8878958,1.0179536,1.2810931,1.0241297,1.0248576,1.002047,1.3249197,0.83502567,0.65656686,1.2055091,0.6391811,1.1270479,0.79156494,1.1654732,0.8987069,0.72295177,0.8060694,1.3054069,0.51798457,0.7133882,1.1876237,0.6613675,1.2615228,0.81810653,0.9314314,0.6847725,1.0640931,1.2296777,1.2010626,1.1009024,1.2277595,0.6126352,1.1872516,0.87602794,0.7915,1.1687366,1.1815687,1.1923337,1.2962164,0.7368314,1.2832246,0.7319132,0.9077411,0.5586076,0.90728545,0.0,0.70193076,0.8340788,1.3291073,0.57814014,1.3535527,1.210532,1.0801717,1.1150239,0.6087319,0.65013397,0.72829413,1.1394727,0.60323596,1.1513678,1.2226532,0.93623096,1.1163749,0.8465475,0.81316066,0.9585056,1.1219378,0.7655807,1.2599599,1.0620879,0.7345676,0.88802207,0.557709,1.314353,1.0913143,1.0556935,0.76925373,1.2259104,0.90808773,1.2987733,0.53774667,1.3216522,0.7879312,1.222983,1.2702792,0.62154853,0.893029,1.2319306,0.63131547,1.246167,1.3629674,1.4710882,0.87179655,0.5636936,0.7310567,0.9883668,0.9376123,0.8804366,1.2363763,1.2631102,1.1140912,0.8638936,0.6732272,1.2123536
