,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,couch,crayon,crib,cup,dish,dog,door,drawer,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,mouth,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slipper,soap,spoon,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pen,0.6128034,0.657271,0.84840107,0.65374166,0.8638214,1.3153971,1.5290818,0.8653151,1.4662507,0.9766573,1.4024866,1.0235581,0.46853495,0.7276341,1.334712,1.0128014,0.51009536,0.7582905,0.83054876,0.53199416,1.367533,1.4627963,1.0885148,1.1783285,1.4750508,0.10292488,1.4496571,0.50481385,0.7340496,1.3598568,1.2481241,1.0333346,0.6862957,0.7986122,1.3056612,0.9528352,0.83237207,1.0283388,1.1993003,0.7101363,1.0358732,1.4247313,0.5883209,1.3955935,0.5883839,1.3141396,1.1554524,0.68170625,1.3360803,1.2747964,1.1337839,1.3797067,0.3126641,1.1417466,0.98780864,1.2257198,1.1464416,1.0721407,1.0461304,0.4614824,0.894488,0.5054661,1.3787674,1.3199869,1.3275266,1.0894186,0.0,0.018815875,0.87361276,0.9783466,1.0381354,1.1762813,0.9198506,0.67715913,1.2337378,0.9469636,1.4375365,1.2049284,0.53465176,1.3973722,1.1826613,0.6610177,1.2085247,0.41383886,0.7195122,0.54164684,1.4261143,1.4171317,0.8060981,0.6979238,0.50223583,0.5511477,1.1109061,0.72581756,1.4201931,0.86768717,0.5340154,1.350512
pencil,0.61789143,0.6834992,0.89598954,0.6686377,0.8468691,1.3287656,1.5259039,0.8465177,1.4528878,0.95339704,1.3948612,1.0061803,0.50960755,0.7328749,1.3142517,1.0299425,0.53697634,0.727422,0.8283787,0.5279359,1.3743693,1.4254949,1.1231391,1.1834571,1.4581473,0.0961386,1.4355481,0.53157246,0.744568,1.3792481,1.25963,1.0129341,0.64744556,0.7797639,1.2970419,0.9009247,0.786458,1.0484169,1.2089486,0.742974,1.0683286,1.4245956,0.603228,1.3860679,0.6132217,1.3040006,1.1165444,0.679477,1.3509061,1.2449133,1.1487558,1.3528041,0.34698814,1.1103821,0.9999,1.2311872,1.1543902,1.0523914,1.0354278,0.45525587,0.8706918,0.4990884,1.3605072,1.3112504,1.2987884,1.0761741,0.018815875,0.0,0.8969846,0.9551091,0.98263174,1.1795495,0.95993555,0.66884995,1.2315022,0.9449338,1.4543922,1.2069275,0.5840963,1.3750057,1.1943247,0.68518996,1.2153418,0.39783418,0.75655603,0.5814088,1.4036876,1.4078997,0.8148035,0.6931206,0.5221567,0.59052646,1.0926518,0.7564687,1.4096307,0.89872897,0.51906484,1.3485986
pickle,0.6522947,0.7900116,0.7436752,0.8959505,1.0596253,1.1553855,1.3006316,0.96185374,1.3273237,1.0736903,1.2679563,0.8943437,0.9875262,0.79097843,1.0825794,1.0081426,0.9585854,1.2187182,0.9504287,0.8948299,1.1560597,1.3429024,0.9358587,1.0945526,1.2890811,0.81600857,1.2378306,0.9129613,0.9648317,1.1797312,1.0692395,0.93722785,1.0261337,0.7632127,1.0580472,1.0785146,1.0333508,0.6594626,1.1074407,0.9707234,0.74721634,1.1436427,0.869061,1.1798254,0.856681,1.1083238,0.99747014,1.1250666,1.1584268,1.2254792,0.8784276,1.2795348,0.77994394,1.2350192,0.97248864,1.106089,0.7853923,0.952338,0.87938434,0.8396081,1.0484089,0.76417303,1.2005882,1.1507255,1.1576862,1.0171646,0.87361276,0.8969846,0.0,0.9673423,1.1121349,0.87713283,0.74034727,0.760337,1.1518241,1.0630474,1.1818719,1.079695,0.79867834,1.2336928,1.070915,0.8418086,1.1945204,0.87635416,0.9663624,0.843186,1.1106585,1.1694424,0.625153,0.9688692,0.90153533,1.0552027,0.9778031,0.75691664,1.0602695,1.1042222,1.0028384,1.1601343
pig,0.74914765,1.0020703,1.0054233,1.0907557,1.1387136,0.99516433,0.97806954,1.1271225,1.0692447,1.0563992,1.1819398,0.931611,1.203644,1.0759373,0.88367015,1.1393669,1.0540332,1.175627,0.8532148,0.8807061,1.0812168,1.0322388,1.0980945,1.0843132,0.94527674,0.9970193,1.1037396,1.1619792,1.101538,0.9537014,1.198283,1.1293108,0.9412416,0.74974906,1.0035734,0.89271146,1.2948358,0.8076325,1.038684,1.2318484,0.8150292,1.0929036,1.0810317,0.82467353,0.98739374,1.0723892,0.78935164,1.0100856,0.95925444,1.0024071,1.1852604,0.9130731,0.8789235,1.1219428,1.2462088,1.1046699,1.1061298,0.98580223,0.7393085,0.99412495,1.034808,0.89682806,1.0039247,1.0080662,0.9328615,1.0919816,0.9783466,0.9551091,0.9673423,0.0,0.76814663,0.99358416,1.1855876,0.96574825,0.88754076,0.9114194,1.1543211,0.84741664,0.9105308,0.9900785,1.0425379,1.0747967,1.0517132,0.9995339,1.0703046,1.0220909,0.86364555,0.9760467,1.0091627,1.0306044,1.1606033,1.287168,0.8253118,0.4372002,0.9532374,1.1872219,1.1933674,1.1977603
pillow,1.1373303,1.0929718,1.151354,1.0951064,1.0006241,1.1829604,1.0214325,0.96218985,0.9273163,0.77554655,0.911761,0.90660185,1.2211493,1.0671128,1.0026106,1.066192,1.1595474,0.8639767,1.0803021,1.1471918,0.96135294,0.8791263,1.1248138,1.0841359,0.913141,1.100693,1.0981915,1.2360716,0.95237195,0.93002135,1.1609623,0.9471064,0.7354894,0.8785123,1.1975627,0.8738217,0.84765756,1.064789,0.8849093,1.2229435,1.0755303,1.1956935,0.9140786,0.5582571,1.1385291,1.0829345,0.62037134,0.8319842,1.023561,0.95625293,1.0435792,0.7750677,1.0172826,1.0653659,1.1191016,1.0343198,0.753222,0.90586936,0.8050433,1.0481408,0.9301703,1.1259221,1.0782536,0.85118544,0.87850344,0.8162211,1.0381354,0.98263174,1.1121349,0.76814663,0.0,1.1024678,1.1735682,0.97845894,0.8017384,1.0187649,1.1563563,0.8642253,1.0476876,0.992103,0.76907104,1.0660095,1.0858727,0.910138,1.0383829,1.0331877,0.83723354,1.1135217,1.1925405,0.93010765,1.0709631,1.2708228,0.7929083,1.0554005,1.087264,0.9464783,1.1010542,1.1491973
pizza,1.0717498,1.2477257,1.2126904,1.1026169,0.9357534,0.9119781,0.77971476,1.1233342,0.86216104,1.1002419,0.8680465,0.7267934,1.2152532,0.9123491,0.6452891,1.0598261,1.1283901,1.188433,1.0090433,1.061742,0.9850525,0.8562226,0.858791,0.89189,0.9627515,1.1656348,0.7112938,1.1462301,1.0356127,0.90859973,1.0161725,0.96958303,1.238357,1.0800687,1.0004518,1.1347611,1.0820806,0.7228439,1.0965942,1.0025874,0.82185614,0.75309044,1.1472845,1.0336266,1.2146306,1.065719,1.0612547,1.1481031,1.1338553,1.1152644,1.0111271,1.0214022,1.2172891,0.8581428,1.1026589,0.99501795,0.85463166,1.1191852,1.020455,1.0804459,1.2311666,1.1236122,0.7992075,0.8195229,1.0141681,0.98352957,1.1762813,1.1795495,0.87713283,0.99358416,1.1024678,0.0,0.8528523,0.83395547,1.0649768,1.0745362,0.8884374,1.0308049,1.0447133,1.0226527,1.0550002,1.140197,0.9522995,1.1816013,1.0794568,1.0669132,0.97193116,0.75788754,0.9981374,1.1847765,1.2033215,1.1684997,0.9653133,0.9738559,0.6049942,1.0992088,1.1352806,0.8416055
plant,0.81604505,1.0249512,0.8061717,0.6416172,0.7986954,1.2227075,1.1604846,0.87593096,1.2119939,1.1493073,1.1718937,0.9015593,0.8409828,0.8449067,1.041119,0.82393885,0.8445773,0.78675604,0.78550637,0.9206846,1.0478328,1.195823,0.8536525,1.1192533,1.1312008,0.87515706,1.0489019,0.789177,0.8044569,1.0264984,0.85149777,0.79918295,1.0146357,1.1359675,1.259187,1.2555128,0.95162827,0.72028434,0.99046904,0.9118336,0.92889744,1.1955615,1.0654172,1.17102,1.0157024,1.2807032,1.2261748,0.79478633,1.1124246,1.2624203,0.9181641,1.2521989,0.87480426,0.99138033,0.74299264,0.96762073,1.0116456,1.1109734,1.0583279,0.9631922,0.94317484,0.9110218,1.1661868,1.1378218,1.3065891,0.9793868,0.9198506,0.95993555,0.74034727,1.1855876,1.1735682,0.8528523,0.0,0.8847394,1.204526,1.0639603,1.0190994,0.9074701,0.8089599,1.3096404,0.95442206,0.8936433,1.006612,0.9880706,0.83531165,0.92982346,1.3340929,1.201322,0.9087205,1.1028202,0.89336663,0.7349924,1.0513933,0.85231817,1.1223489,0.73597836,0.9249118,0.8802412
plate,0.6611366,0.7939383,0.79401755,0.6918253,0.72440565,1.2111849,1.4387197,0.8551822,1.4903084,0.93115485,1.4560232,0.6585007,0.7653433,0.17660475,1.0093071,0.7247826,0.8501061,0.92499393,0.6970705,0.8839034,1.3940034,1.3692985,0.81255865,1.0492506,1.387859,0.6665396,1.2313786,0.6054714,0.4371065,1.283917,1.1846226,0.77224463,0.9702213,0.631961,1.3982463,1.09415,0.9677828,0.7826634,1.1857686,0.9677454,0.93227947,1.2957369,0.68898666,1.2630435,0.8372098,1.4844286,1.1952006,0.8151834,1.454837,1.3697245,0.92592555,1.440171,0.7470641,1.1750698,0.7725697,0.951605,0.85713613,1.1092094,0.91367567,0.4968474,1.0581969,0.62385345,1.24175,1.2646692,1.4203314,0.8020351,0.67715913,0.66884995,0.760337,0.96574825,0.97845894,0.83395547,0.8847394,0.0,1.2664359,1.0000724,1.3030142,1.1790752,0.68482184,1.4971128,1.1158769,0.58325386,0.761621,0.6912409,0.62234855,0.63196224,1.429304,1.3071954,0.47862154,0.9389371,0.8602891,0.86578137,0.9394853,0.704422,1.1479378,0.9759401,0.91511005,1.2842691
purse,1.1882252,1.1357421,1.0126643,1.1712694,1.1057668,0.81243396,0.7585732,1.2038124,0.7246715,1.017954,0.79490453,0.98840463,1.3009943,1.2465504,0.761431,1.1008922,1.3398464,1.1651492,1.1418046,1.2405232,0.92858124,0.77057403,0.98287535,0.91864073,0.7212424,1.2915372,0.8889342,1.3071938,1.2505721,0.9058282,1.0169826,1.1307774,1.0795217,1.0937349,0.8456845,1.0659411,1.1952841,1.1729721,0.87442267,1.0845314,0.937779,0.85378754,1.0493174,0.8009175,1.1421247,0.8535571,0.87132186,1.0998108,0.7358278,0.85478723,1.0405054,0.7961464,1.139663,0.99941087,1.1175516,0.93899614,1.0196214,0.90027815,1.0221262,1.2571933,1.087953,1.2154682,0.88044435,0.9308251,0.82079285,1.0600362,1.2337378,1.2315022,1.1518241,0.88754076,0.8017384,1.0649768,1.204526,1.2664359,0.0,0.8408698,0.9544961,0.95003706,1.0863047,0.81022763,0.8446691,1.1322023,1.0174718,1.1978092,1.0788935,0.93885237,0.7337469,0.8306452,1.1087921,1.0565429,1.2608218,1.2922907,1.0352435,1.0106238,0.8340329,1.0144325,1.1949999,1.0764395
radio,1.1217365,1.0911231,1.0519967,1.0669652,0.9165758,0.92961854,1.0491672,0.9895081,0.95680386,0.99281895,1.0377456,0.8707874,1.0880729,1.0051539,0.8929167,0.95659494,0.9294648,0.8625992,0.90471494,1.090938,1.0129192,0.9224841,0.98712504,0.96027255,0.95133173,1.010356,1.0031075,1.0397155,1.0280696,1.0376326,0.79866004,0.93517214,1.0083004,1.0540936,1.0955801,1.0945681,1.0524888,1.1556009,1.016386,1.0281911,1.1670958,1.0726488,0.99578184,1.0992953,1.1286963,1.0553075,1.0451411,0.8366971,1.0230407,0.96886814,1.0556571,1.0137843,0.8794788,0.8829168,1.0319682,1.0119951,1.1519642,1.1058342,1.008956,1.0070854,1.1184962,1.0150555,0.7721803,1.1599948,0.9490092,1.0019826,0.9469636,0.9449338,1.0630474,0.9114194,1.0187649,1.0745362,1.0639603,1.0000724,0.8408698,0.0,1.0648752,1.0922076,0.8765898,1.0160023,0.99847025,0.9472909,0.7997153,1.0203329,0.92734355,0.85568696,1.0838424,1.1138314,1.0251203,1.0796866,1.1252103,1.0718037,1.0377675,0.9835915,0.96968824,0.79318964,1.0441365,1.1088148
refrigerator,1.3775904,1.339354,1.2310112,1.2357453,0.99539864,0.72806454,0.5405614,1.0886086,0.6292139,1.0679724,0.74042165,0.7878761,1.2534195,1.2557576,0.6921294,0.96113646,1.2732028,1.097152,1.1397614,1.3069054,0.87461233,0.5268248,0.90215725,0.8376163,0.62470347,1.4614677,0.45459706,1.2740269,1.2808172,0.8272954,0.60045946,0.8931206,1.2751043,1.3398354,0.7673013,1.1890191,1.2420106,1.0546429,0.98581386,1.0525686,1.0793717,0.5660571,1.3611003,0.85199106,1.351198,0.82467484,1.1366884,1.3167017,0.90127456,0.89626515,0.8786254,0.92378145,1.4041811,0.5834477,0.99358094,0.7905581,1.0027565,1.0634845,0.98511225,1.4858214,1.1694323,1.4017383,0.54312897,0.85379076,0.74935853,0.81920075,1.4375365,1.4543922,1.1818719,1.1543211,1.1563563,0.8884374,1.0190994,1.3030142,0.9544961,1.0648752,0.0,0.9924757,1.2889384,0.73572195,1.0019791,1.1789136,0.83716524,1.4567628,1.239541,1.281033,0.8460616,0.46145797,1.2440443,1.2705703,1.3367121,1.1374688,0.9306401,1.245477,0.65626764,0.974538,1.2925568,0.63926184
rooster,0.98976374,1.0997217,1.0903096,1.0027105,1.2256528,1.0293107,0.8208983,1.1490358,0.88125104,1.0703924,0.90546584,1.0704461,1.286513,1.1569874,0.9666552,1.1584291,1.1315223,1.1953938,1.1072052,1.1077355,0.7131386,0.8890818,1.0541848,1.0979888,0.86473334,1.2660154,0.99939924,1.2468596,1.0216237,0.6277511,1.0108166,1.0822519,1.0337163,0.9933574,0.96254754,0.8917012,1.0873117,0.8485817,0.8217136,1.1345103,0.9597986,0.9892555,1.1454408,0.73593765,1.1264315,0.9594604,0.78574526,0.9899185,0.6687429,0.99404633,1.0452585,0.81014043,1.0356979,1.1288062,1.0622138,1.0906794,0.9706804,1.012834,0.92374486,1.1693174,1.0017376,1.1570717,1.0187445,0.8320886,0.9296582,1.0903072,1.2049284,1.2069275,1.079695,0.84741664,0.8642253,1.0308049,0.9074701,1.1790752,0.95003706,1.0922076,0.9924757,0.0,1.0304984,0.9219686,0.8438038,1.1727813,1.0431521,1.1803211,1.1546224,1.0271835,0.7380508,0.95453143,1.1843703,1.1365829,1.198744,1.2295136,0.9411201,0.98770964,0.9644954,1.1410857,1.242044,1.081586
scissors,0.7460239,0.88491225,0.8444267,0.67599744,0.849064,1.29128,1.4434791,0.949975,1.400126,0.9123963,1.3713015,0.8521094,0.8111293,0.8027637,1.1559736,0.9479162,0.7695991,1.0087968,0.83239067,0.87078744,1.1453038,1.2166984,1.0539035,1.096619,1.4282992,0.629796,1.3202934,0.8397355,0.7707492,1.1303504,1.1439221,0.97096825,0.8677625,0.691416,1.290414,1.0356411,1.2140242,0.84853005,0.89926505,0.8717493,0.8401205,1.3810732,0.522721,1.1485131,0.7904266,1.2745774,1.0360366,0.6035578,1.2575431,1.2194903,1.0257797,1.2368269,0.17138696,1.1145791,1.0451422,1.0296068,1.1091328,1.1040062,0.83322334,0.59519136,1.1189775,0.6562888,1.3150368,1.310571,1.3021561,1.1702785,0.53465176,0.5840963,0.79867834,0.9105308,1.0476876,1.0447133,0.8089599,0.68482184,1.0863047,0.8765898,1.2889384,1.0304984,0.0,1.3034286,0.8780035,0.48157054,1.1926532,0.64819896,0.6993271,0.5100471,1.2796125,1.3557166,0.7786416,0.8160458,0.83484316,0.9810138,0.9735045,0.66886145,1.2977079,0.69510347,1.0824703,1.2984505
shirt,1.372247,1.2382842,1.2946498,1.3511082,1.3253369,0.6132341,0.6315125,1.1287972,0.51772547,1.029471,0.64839107,1.2393903,1.4105797,1.4177296,1.0292418,1.286602,1.2220088,1.2327421,1.3666936,1.228558,0.6709815,0.6027865,1.1467011,0.95856595,0.6986824,1.4356644,0.86721075,1.4740772,1.3617337,0.80449003,0.9711162,1.3226848,1.0953587,1.1709781,0.60115826,0.9717166,1.1533573,1.1490875,0.7857762,1.1078713,1.0090873,0.60687506,1.2814596,0.6924312,1.3169878,0.5124397,0.84309924,1.2334112,0.6017716,0.16165447,1.1388308,0.45900893,1.297276,0.98778653,1.2180464,1.1128862,1.0544058,1.0344945,0.9658241,1.3570302,1.1547562,1.3452498,0.7297918,0.77339685,0.4776863,1.14313,1.3973722,1.3750057,1.2336928,0.9900785,0.992103,1.0226527,1.3096404,1.4971128,0.81022763,1.0160023,0.73572195,0.9219686,1.3034286,0.0,0.89094746,1.2651012,1.0465825,1.3321741,1.3871164,1.3180784,0.51358974,0.6472082,1.3240789,1.1402996,1.2785876,1.3478777,0.97753865,1.3770431,0.8541582,1.1514168,1.261702,0.8177422
shoe,1.104307,1.2214994,1.0644586,1.0778209,0.8700276,1.1622189,1.0225115,1.0136396,0.9282451,0.9523237,0.97068655,0.9673222,1.1735209,1.174768,1.0013392,1.0132352,1.1082773,1.0197029,0.9749939,1.2215931,0.9137414,0.8123575,1.1344743,1.0821834,1.0547909,1.2444932,1.0397836,1.2157162,1.1038926,0.90427923,1.021713,1.0599235,1.0947535,0.98577154,1.1370447,0.92761946,1.101204,0.92723733,0.18142927,1.1768161,1.0063024,1.1826662,0.89186937,0.6601631,1.1430564,0.9979158,0.75888765,0.76211905,0.87614596,0.90065134,0.9198927,0.47628033,0.97336775,0.9854007,1.1967833,0.9624739,0.92879874,1.0626986,1.0007055,1.0066669,1.0830566,1.1698469,1.1032581,1.0373973,0.7358951,1.132895,1.1826613,1.1943247,1.070915,1.0425379,0.76907104,1.0550002,0.95442206,1.1158769,0.8446691,0.99847025,1.0019791,0.8438038,0.8780035,0.89094746,0.0,0.9921759,1.0941725,0.9729181,1.0249549,0.97685677,0.82224584,1.1499623,1.1421952,0.95462894,1.1113142,1.1563399,1.0560064,1.0462396,1.0631927,0.7819493,1.2732888,1.0968016
shovel,0.8257425,0.7530646,0.6971555,0.6400555,0.804231,1.2341547,1.4320647,0.9369717,1.412714,0.9027199,1.3597244,0.9919404,0.6571266,0.5928448,1.2008038,0.5997293,0.8815337,0.7710465,0.89335907,0.9204323,1.2998024,1.2035408,0.99423426,1.1321117,1.3409761,0.6644678,1.2810328,0.6257457,0.6825205,1.2751365,1.0735695,0.9001767,0.8859969,0.7758785,1.2288291,1.1512632,1.0891174,1.0909781,0.997912,0.9107247,1.0554885,1.2520722,0.7499069,1.262718,0.83079123,1.2608155,1.1409248,0.7380637,1.2992473,1.1341714,0.9885692,1.3373058,0.49246055,1.1234422,0.8383926,0.96235245,0.99140406,1.1147244,0.92951584,0.69959927,1.0264531,0.653824,1.3001392,1.3278959,1.2893958,1.0994195,0.6610177,0.68518996,0.8418086,1.0747967,1.0660095,1.140197,0.8936433,0.58325386,1.1322023,0.9472909,1.1789136,1.1727813,0.48157054,1.2651012,0.9921759,0.0,1.0439854,0.6861115,0.5490596,0.7342069,1.3339691,1.3217611,0.6413089,0.83048433,0.8059833,0.74835914,1.0132847,0.75881696,1.3434417,0.6373288,0.9467773,1.2794492
sink,1.2754023,1.3343234,1.0867056,1.11545,0.9562236,0.51700896,0.71429074,0.9964263,0.82888925,1.1449382,0.8992341,0.8394873,1.1467441,0.7258377,0.74389064,0.7936652,1.0036782,0.9523124,0.7263237,1.228431,1.00023,0.79476446,0.83624256,0.86505276,0.69233793,1.2197403,0.6703724,1.0553498,0.76841915,0.880875,0.78938144,0.8595628,1.2359031,1.2636843,1.117399,1.3238463,0.9986076,1.205937,1.0710989,0.9047876,1.2078447,0.9040402,1.3408116,0.93367636,1.3155587,1.2095444,1.2467285,1.0820774,1.0102695,1.0374728,0.94083095,1.0613683,1.3204925,0.8567797,0.72298026,0.754137,1.1696084,1.147967,0.96103513,1.2277201,1.2771994,1.3029944,0.55634016,0.9066258,1.0724723,0.6707218,1.2085247,1.2153418,1.1945204,1.0517132,1.0858727,0.9522995,1.006612,0.761621,1.0174718,0.7997153,0.83716524,1.0431521,1.1926532,1.0465825,1.0941725,1.0439854,0.0,1.3670676,0.9458137,0.896325,1.0605981,0.8033533,0.99605715,1.3877404,1.2951977,0.95872766,0.9137004,1.0678596,0.69558,0.9619994,1.0679773,0.8029304
slipper,0.48770022,0.48296058,0.84460515,0.7012379,0.8546182,1.3933662,1.5734636,0.87760526,1.5214146,0.7175704,1.4677032,1.1011355,0.42403293,0.7072578,1.429004,0.99339235,0.5155476,0.621185,0.9455212,0.44819617,1.2775335,1.4446771,1.2503657,1.2441249,1.461772,0.33249843,1.5679415,0.4472074,0.7810552,1.3550217,1.3479359,1.012593,0.7980563,0.59873366,1.2305613,0.6684944,0.8117357,0.9520533,1.0271226,0.96743745,1.0154551,1.4621762,0.44651645,1.3380483,0.4047199,1.1631087,1.0185727,0.53286177,1.3585294,1.1806581,1.1666205,1.2544063,0.49927413,1.3124136,1.1790599,1.2863802,1.0570694,1.002016,1.1203319,0.3598053,0.69614947,0.4712304,1.5111458,1.408023,1.2810838,1.222576,0.41383886,0.39783418,0.87635416,0.9995339,0.910138,1.1816013,0.9880706,0.6912409,1.1978092,1.0203329,1.4567628,1.1803211,0.64819896,1.3321741,0.9729181,0.6861115,1.3670676,0.0,0.677229,0.87290674,1.3397487,1.496569,0.8404578,0.41957986,0.35346496,0.69474876,1.1592262,0.7554672,1.5049772,0.90153915,0.53901905,1.4598883
soap,0.7355517,0.7128209,0.571136,0.6013644,0.6759779,1.340797,1.3875607,0.8476937,1.4702817,0.96232814,1.3456297,0.9519628,0.4502805,0.60941625,1.1308663,0.5296143,0.80150247,0.6325388,0.7339795,0.8552387,1.3301909,1.3130668,1.0416008,1.0736501,1.2777547,0.6525341,1.2269053,0.4254458,0.6047033,1.2310612,1.0659933,0.84695387,0.89417356,0.77765816,1.3665607,1.2294044,0.97471887,1.0027593,1.0237714,0.95748806,1.0018356,1.3377907,0.8739863,1.2728282,0.6696295,1.438226,1.2441181,0.66723263,1.3297188,1.2959464,0.85668147,1.3703945,0.8042159,1.0596637,0.9426807,0.9190525,1.1251042,1.0901664,1.044942,0.6778775,0.94284976,0.5845808,1.3647825,1.3155248,1.4510565,0.9946,0.7195122,0.75655603,0.9663624,1.0703046,1.0383829,1.0794568,0.83531165,0.62234855,1.0788935,0.92734355,1.239541,1.1546224,0.6993271,1.3871164,1.0249549,0.5490596,0.9458137,0.677229,0.0,0.8407547,1.4651285,1.386965,0.63188744,0.85252035,0.6943361,0.65601146,1.0238998,0.6064862,1.3620744,0.5721045,0.77577126,1.2882001
spoon,0.9189531,0.98497427,0.8653931,0.89827585,0.82861614,1.0177578,1.3299934,0.89035785,1.2587025,1.1384902,1.2453942,0.93989795,0.9894934,0.61923075,1.0243179,1.0272417,1.0089506,1.055179,0.88014984,1.089346,1.2006114,1.2160733,0.73570967,0.97684056,1.3440413,0.72117895,1.1758612,0.9543179,0.7719133,1.1444652,1.1391227,0.9357451,0.9113341,0.8854582,1.2638495,1.0743884,0.9969234,1.0072812,1.0151974,0.56854165,1.0290586,1.2807704,0.58591974,1.2118568,0.92550886,1.2443845,1.0247108,0.8222309,1.1233248,1.2305561,1.0266193,1.2776976,0.46132386,1.0955639,0.75830615,1.0340477,0.99450326,0.9898125,1.0624173,0.7208687,1.0944338,0.8508946,1.0661811,1.1603482,1.3077753,1.0344516,0.54164684,0.5814088,0.843186,1.0220909,1.0331877,1.0669132,0.92982346,0.63196224,0.93885237,0.85568696,1.281033,1.0271835,0.5100471,1.3180784,0.97685677,0.7342069,0.896325,0.87290674,0.8407547,0.0,1.161033,1.2584097,0.75332534,0.9664981,1.0208997,0.9592018,1.180261,0.90558994,1.0525372,0.8767305,0.97033966,1.2322824
stroller,1.2835531,1.188605,1.2661383,1.3850965,1.3145552,0.7028946,0.6382887,1.1549668,0.5240383,0.9833441,0.6059493,1.1758795,1.5027384,1.4193261,0.85768336,1.3079427,1.3269768,1.3293794,1.2651823,1.2924483,0.71025103,0.5586133,1.1282214,0.96262133,0.6648845,1.5057483,0.8465291,1.5452223,1.3617241,0.79754084,1.0083067,1.3036926,1.1463265,1.1366332,0.75095564,0.9465786,1.1017634,1.059353,0.80718815,1.1287602,0.9111279,0.65386915,1.2850165,0.53556573,1.3784658,0.64327866,0.64357144,1.2840426,0.61920404,0.6868289,1.0747724,0.5137092,1.2697732,0.9832075,1.1706744,1.1099434,0.84504676,1.0001651,0.9159206,1.3831068,1.1048776,1.3755779,0.710899,0.62967944,0.49010873,1.1545901,1.4261143,1.4036876,1.1106585,0.86364555,0.83723354,0.97193116,1.3340929,1.429304,0.7337469,1.0838424,0.8460616,0.7380508,1.2796125,0.51358974,0.82224584,1.3339691,1.0605981,1.3397487,1.4651285,1.161033,0.0,0.6499484,1.3547585,1.2320056,1.3255544,1.4372195,0.92086655,1.2593864,0.644035,1.2650391,1.326699,0.9010856
table,1.3608589,1.3025564,1.2551076,1.2988498,1.2413161,0.45859277,0.34243572,1.2620718,0.4690287,1.1550351,0.6924776,0.8048781,1.3913043,1.2335703,0.52161473,1.1035848,1.3150203,1.287549,1.2931752,1.2723727,0.87444806,0.49398863,0.93582666,0.83980405,0.4873681,1.4424016,0.47608203,1.3615297,1.3082912,0.7757075,0.91073537,1.1350688,1.2735362,1.2876937,0.7162157,1.1396983,1.2036691,0.9965311,1.1195585,1.1033875,0.90464354,0.4723854,1.4749238,0.80746067,1.3635745,0.80260396,1.0544678,1.5069704,0.8188485,0.809093,1.0612543,0.8298091,1.4297664,0.76396096,1.0465841,0.8802976,0.9845647,1.1198072,0.9276593,1.5033451,1.2501476,1.4447829,0.5433886,0.70885134,0.79703355,0.78053516,1.4171317,1.4078997,1.1694424,0.9760467,1.1135217,0.75788754,1.201322,1.3071954,0.8306452,1.1138314,0.46145797,0.95453143,1.3557166,0.6472082,1.1499623,1.3217611,0.8033533,1.496569,1.386965,1.2584097,0.6499484,0.0,1.2216265,1.3513339,1.4133621,1.2701079,0.8995097,1.1352764,0.42605627,1.2681923,1.235632,0.6973001
tape,0.7168807,0.72803247,0.5931877,0.62630326,0.8386471,1.1567835,1.2876209,1.0575858,1.4405537,1.2077383,1.4305313,0.85713243,0.73038316,0.4052943,1.0030794,0.7181994,0.9129615,1.0713147,0.826366,0.94280475,1.2883106,1.4187295,0.7366655,1.0108355,1.3178756,0.72785425,1.1746206,0.5735214,0.6811363,1.1670693,1.1216742,0.9227509,1.1120894,0.7159697,1.14979,1.1836244,1.0293045,0.89785576,1.2186949,0.909613,0.91710544,1.1853559,0.83407956,1.3331324,0.73758173,1.2743173,1.1739092,1.0031729,1.2455128,1.2301985,0.9029513,1.3738447,0.816856,1.1839089,0.8867772,0.9534108,0.9536523,1.0081035,1.0452849,0.7510625,1.0870781,0.61395705,1.2319639,1.2307135,1.3523273,0.9489391,0.8060981,0.8148035,0.625153,1.0091627,1.1925405,0.9981374,0.9087205,0.47862154,1.1087921,1.0251203,1.2440443,1.1843703,0.7786416,1.3240789,1.1421952,0.6413089,0.99605715,0.8404578,0.63188744,0.75332534,1.3547585,1.2216265,0.0,0.9558893,0.90944344,0.8947036,1.1193353,0.6210081,1.1469061,1.0528393,0.907553,1.2494059
