,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,coffee,cookie,couch,crayon,cup,dog,doll,door,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jar,knife,ladder,lamp,melon,mitten,muffin,nail,napkin,necklace,orange,oven,pajamas,paper,pastry,pen,pencil,pickle,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rooster,scissors,shirt,shovel,sink,slide,slipper,soap,spoon,sweater,table,tape,toothbrush,towel,toy,tray,vacuum,watch,window
plate,1.231753,1.0641967,0.8706666,0.62228155,1.0618516,1.1925384,0.9560784,1.150043,0.8261134,1.1083062,0.9459953,1.142866,0.77488047,1.0465465,0.43926686,0.9406198,0.9511448,0.7642023,1.1326327,1.0352126,1.0901594,1.0948751,1.1638871,0.98024863,0.8388955,0.851184,0.9798007,1.0436497,1.1731972,1.04545,1.0510892,0.98689294,1.1067111,0.75240433,1.1044306,1.3472271,0.9427138,0.99740297,0.99893916,0.75375056,1.060315,1.2087096,1.043632,1.0522574,1.2097834,1.007676,1.2804658,0.9662481,1.0993383,0.9594292,0.7239763,0.799954,1.1650448,1.0919597,1.2756437,0.48832697,1.0990634,1.1053976,0.84675133,1.0748397,0.7224964,0.7195079,1.0928531,1.1762589,0.74807703,1.02158,1.0161753,0.0,1.1744231,1.1664448,0.9505834,1.0150297,1.01994,1.1016246,1.2349963,1.0482901,1.0121621,1.1546876,1.1641185,1.0575211,0.96378255,1.203239,0.73926294,0.8545178,0.9849381,0.87990624,0.94479114,0.41728765,1.0729653,1.1613717,1.0383252
potato,0.4801731,0.43239152,0.93433005,0.65984654,1.2124966,1.0413086,1.3443987,0.72556317,0.79995364,1.2251576,1.2356979,1.1578915,1.3095475,1.0641786,1.0060543,1.3759401,0.54603916,1.2906516,0.77277577,1.1277051,0.49821335,1.2461479,1.2144744,0.9561028,1.2650255,0.5769058,1.0336888,0.7011693,0.8144405,1.2556276,1.1487967,1.2708087,1.262727,0.5124323,1.1131597,0.34696388,0.75516367,1.3300757,0.6201632,1.1323688,1.0296339,0.39553678,1.2455761,1.0056082,1.0787861,0.8208817,0.6260522,1.2334679,0.6812122,1.0946779,1.2991784,0.7218948,1.020858,0.4613713,0.6824318,1.1957726,0.7866883,0.67480713,1.4211888,1.2858129,1.4086785,1.2617091,0.7488198,0.48707938,0.82686037,0.7618985,1.3402143,1.1744231,0.0,0.604725,1.2936107,1.4597907,1.1050457,0.7895936,1.1303062,0.8047999,1.0553486,0.9133595,0.60969293,1.0523367,0.7602912,1.0691122,1.388383,0.7057475,1.22222,0.9750688,1.2003062,1.3898438,1.0813559,0.865133,1.343327
pumpkin,0.18870968,0.29878056,0.8164497,0.9346174,1.0111057,1.1698622,1.2078154,0.76703817,1.2267383,1.3359065,1.241784,1.389128,1.2066032,0.5162189,0.9805651,1.3597507,0.62250626,1.0497192,0.6728102,0.9184895,0.98614,1.2942629,1.3907177,0.67204404,1.051679,0.59964705,1.0461421,0.4934479,0.4400792,1.2967156,1.1609452,1.1691363,1.2771441,0.7228103,1.1650313,0.67038137,0.7941149,0.96217453,0.70778984,1.1770668,1.005943,0.62224907,1.3127441,0.90827066,1.1423388,1.2343788,0.5644463,1.0915174,0.7259706,1.2745895,1.3261555,0.80900526,1.2551918,0.7840328,0.48695147,1.2606237,1.1345651,0.090477645,1.3796084,1.3527187,1.4804821,1.265002,0.8295393,0.59596115,0.83264285,0.9026281,1.0114577,1.1664448,0.604725,0.0,1.5120965,1.3190929,1.1407626,0.728872,1.3012369,0.71325785,0.7744449,1.2365048,0.70747274,0.49071896,0.42445922,1.199501,1.3871262,0.90093905,1.3650131,1.0030968,1.0356501,1.3196629,0.8622781,0.3742923,1.3622404
purse,1.4969416,1.4645652,1.166434,1.0591148,0.9641157,0.9221051,0.868549,1.3083767,0.8164384,0.8404237,0.947621,0.59384733,0.7224953,1.3161521,0.98502237,0.5556509,1.2581289,0.9543927,1.3370757,1.1465391,1.1056658,0.86208475,0.592932,1.3887408,0.8968738,1.3060861,1.0230076,1.4124746,1.4082375,0.802133,0.7782595,0.9054029,0.93747354,1.2194798,0.9048907,1.2265197,1.249116,1.1757996,1.2615654,0.94129074,0.9791609,1.2854258,0.6893362,1.1609417,0.8502801,0.8115528,1.2485948,0.85296464,1.2528269,0.6969008,0.87772846,1.2170718,0.77490616,1.1473192,1.2527186,0.79108196,0.92058724,1.5059739,0.6476241,0.8506638,0.5798523,0.8506041,1.1733489,1.3364506,1.1579822,1.1191702,1.132159,0.9505834,1.2936107,1.5120965,0.0,0.6385256,0.8002481,1.1377776,0.7300398,1.2485893,1.2812766,0.710184,1.2610726,1.3319361,1.4676282,0.8547441,0.63751,1.1590922,0.7705723,0.9595242,1.046004,0.7903589,1.2394991,1.3981044,0.8163215
refrigerator,1.4120107,1.4736124,1.050954,1.3741344,0.87852275,0.9400435,0.73514414,1.2842714,1.1446506,0.789742,0.94768417,0.7941402,0.63314635,1.0771605,1.0572808,0.61061996,1.4432468,0.8929088,1.1914021,0.95514023,1.282189,0.88069636,0.6226172,1.1332836,0.7915705,1.463523,1.0353882,1.3610317,1.2215571,0.7614685,0.82047355,0.69406176,0.8462286,1.4887998,0.8618257,1.3727627,1.2859678,0.81454825,1.3621981,0.9220951,1.0354661,1.3686032,0.767942,1.1165006,0.81929517,1.0305071,1.1774849,0.89650506,1.3405886,0.84111285,0.8332054,1.3622742,0.9320023,1.3800075,1.2696185,1.0315691,1.0500324,1.3008927,0.5022832,0.82075584,0.61153865,0.8930163,1.228972,1.3771915,1.315077,1.1487793,0.7677367,1.0150297,1.4597907,1.3190929,0.6385256,0.0,0.9064102,1.2238164,0.7664081,1.2602307,1.0467539,0.89070415,1.3941238,1.0934837,1.4031806,0.84435964,0.6012572,1.3113754,0.87451804,1.0592899,0.9765705,0.7737813,1.0537299,1.2305391,0.61351454
rooster,1.2213273,1.1132658,0.74890864,0.9538767,1.0805199,1.0840654,1.004611,1.1078907,0.8892478,1.0163249,0.9483813,0.8915365,1.0441473,1.2184272,1.0864676,0.89712894,0.9430532,1.1214119,1.1737517,1.1012378,0.98569673,0.9673401,0.9407245,1.1232307,1.0897295,1.0204406,1.1373144,1.1588844,1.1559927,0.8868215,0.7480433,1.0631113,1.0907686,1.0026066,0.9833966,1.0741009,0.9006026,1.1070416,1.0453825,0.9054565,1.0777853,0.98493487,1.0174327,1.0828393,0.96397823,0.846382,1.1468753,1.094387,1.166847,0.9380901,0.9847358,1.0622175,0.95044005,0.90980184,1.039217,0.9803124,0.9585265,1.1431789,1.089904,1.0161217,0.8373336,1.0087659,0.9894473,1.0869519,1.035161,1.1400249,1.0987273,1.01994,1.1050457,1.1407626,0.8002481,0.9064102,0.0,1.0731517,0.9790854,1.2180961,1.1567118,0.8547086,1.0231773,1.1515119,1.1191531,0.99752814,0.86211693,1.0237314,0.8399828,1.1339663,0.99239457,1.1122829,1.0822903,1.1468339,0.94216925
scissors,0.5818562,0.83387506,0.88662493,0.9520195,0.68806386,1.2299384,1.016483,0.77915096,1.214391,1.3675636,1.0828283,1.4080684,0.84422046,0.7633883,0.8184167,1.2462496,0.8680074,0.97307277,0.6383313,0.7867513,0.98519844,1.3116895,1.1246132,0.9139348,0.9722797,0.86025816,0.85501575,0.5300715,0.62249136,1.0856909,0.8141674,1.0849867,1.3464631,0.8545877,1.3690076,0.75991476,0.9621226,0.84209603,0.66196537,0.7533972,0.6590861,0.7400523,1.2076468,0.5307757,1.3829169,1.1473689,0.7237049,1.0310528,0.58546585,1.0331714,1.348614,0.887751,1.2232225,1.0524486,0.862031,1.046765,1.1608665,0.69129825,1.2387488,1.3555303,1.3550084,1.2949545,0.6251373,0.7103706,0.8713298,0.88901705,0.88089836,1.1016246,0.7895936,0.728872,1.1377776,1.2238164,1.0731517,0.0,1.4830194,0.5463818,0.82160175,0.97514606,0.63360256,0.8455423,0.6559254,1.3799652,1.3746426,0.80854106,1.2246672,0.7794899,0.49119335,1.0717527,0.7795372,0.8142548,1.3638929
shirt,1.3587077,1.3044184,1.202248,1.2904253,1.2214496,0.7353276,0.9246601,1.2439506,0.9477947,0.38365656,1.0081464,0.39088917,1.1946114,1.3805485,1.2729216,0.72402436,1.2630229,1.2475605,1.4062781,1.2047987,0.9631633,0.74682665,0.70853555,1.3344676,1.1604602,1.3426087,1.1861767,1.4904034,1.4600877,0.8252829,0.9844081,1.0801945,0.481533,1.3412673,0.526967,1.081719,1.207453,1.2848778,1.3917153,1.2278538,1.1528567,1.096886,0.60168815,1.3034124,0.41710764,0.76993823,1.0870932,1.1015861,1.3701775,0.9794573,0.84495354,1.3437787,0.6383723,1.0170473,1.1030936,1.1617696,0.69770586,1.374443,0.9587852,0.47752142,0.77214146,0.9057667,1.4155017,1.3050761,1.4073585,1.1244978,1.2378304,1.2349963,1.1303062,1.3012369,0.7300398,0.7664081,0.9790854,1.4830194,0.0,1.4105841,1.3143678,0.8238304,1.3041402,1.2354335,1.4978502,0.3517486,0.6300665,1.1862983,0.7815641,1.1419958,1.2801046,1.1312771,1.3321899,1.3123988,0.76275504
shovel,0.6399706,0.7580503,1.0422795,0.7830814,0.8654802,1.1206992,1.0675671,0.85427076,1.028705,1.3514217,0.8813503,1.3531253,1.0035392,0.7385299,0.95481753,1.4284227,0.778769,1.0103915,0.73529124,0.77687716,1.1157395,1.0818413,1.2373642,0.83501357,1.0435266,0.7824932,0.7833142,0.66331196,0.6747856,1.0044476,1.0741866,1.0762496,1.290976,0.6987922,1.3651792,0.71372485,0.689667,0.67047966,0.6256746,0.91115177,0.78685474,0.9660954,1.2898865,0.72704077,1.41681,1.2594938,0.71265423,1.137673,0.55448747,1.2014787,1.2279395,0.65082,1.1248827,0.993882,0.88898206,0.9382893,1.2969602,0.6957773,1.1767414,1.2918568,1.3951076,1.2105968,0.7106582,0.7409133,0.745229,0.7597639,0.6936143,1.0482901,0.8047999,0.71325785,1.2485893,1.2602307,1.2180961,0.5463818,1.4105841,0.0,0.73631036,1.1499561,0.90769774,0.82369983,0.46511447,1.336635,1.3959532,0.9164795,1.2843037,0.7375376,0.8209448,1.1393179,0.68007684,0.6849743,1.2150707
sink,0.8413389,0.87952936,1.0526774,1.1105876,0.83851385,1.0189648,1.0781907,0.52718735,1.1912638,1.2447594,1.085035,1.3228186,0.919682,0.47100103,0.90303487,1.043995,1.0778633,0.9274066,0.5518433,0.87127507,1.1915199,1.0233079,1.1238832,0.32134467,1.0053626,1.0404017,0.800877,0.5994233,0.59590864,1.1402974,1.1175675,0.84623015,1.1662614,1.0571115,1.1857986,1.0678992,0.9213877,0.7821765,0.6562902,1.1040372,1.0325885,0.8781277,1.2747784,1.1043516,1.1873639,1.42956,0.9134007,0.9842143,0.72089624,1.1783018,1.0522776,0.9153653,1.2495544,1.1872815,1.0797353,1.0494767,1.2923117,0.6001793,0.9161247,1.2040339,1.1343628,1.246569,0.66536963,0.74836063,0.86483335,0.87907606,0.79218495,1.0121621,1.0553486,0.7744449,1.2812766,1.0467539,1.1567118,0.82160175,1.3143678,0.73631036,0.0,1.2234125,0.80802923,0.5866481,0.65599304,1.2469207,1.2257171,1.082844,1.132903,0.96322757,1.1457589,0.97099966,0.85452616,0.6265721,0.9488446
slide,1.1635752,1.1485188,0.94901556,1.0105698,1.056258,1.0192665,1.0873108,1.1097527,0.72765446,0.95690614,1.010788,0.7909819,0.95308423,1.3171856,1.0502994,0.91101086,1.1464906,1.142195,1.0443134,1.1017064,0.7140615,1.0370319,0.63011646,1.3202021,1.1688068,1.2126472,1.0216953,1.1809943,1.1997296,0.9283742,0.990488,0.99956065,1.0860982,1.0238281,1.0186936,0.80949515,1.0381246,1.2032126,1.1334879,1.0197067,0.9759685,0.89324856,0.66719913,1.017685,0.96167064,0.5673665,1.0071445,1.052804,1.0901773,0.7574749,1.1657542,1.1040015,0.8267899,0.94967335,1.0631319,0.9222573,0.8870498,1.3312654,0.9736197,1.0482976,0.7961438,1.0514536,1.0368795,1.0247355,1.1370208,0.95178926,1.2095972,1.1546876,0.9133595,1.2365048,0.710184,0.89070415,0.8547086,0.97514606,0.8238304,1.1499561,1.2234125,0.0,0.9589365,1.2724928,1.301877,0.95893085,0.9871679,0.95627826,0.8531338,0.9146303,1.0983473,1.059359,1.13221,1.3097426,1.0213655
slipper,0.5102609,0.61983573,0.7916045,0.9054039,0.93930906,1.0437173,1.2427751,0.3970468,1.0954733,1.2822151,1.1546246,1.2055265,1.2580577,0.89106023,0.9287778,1.1978198,0.71326023,1.2030706,0.5196108,1.0540327,0.8205171,1.1656357,1.1450951,0.64102715,1.2329955,0.71153337,0.8876076,0.6025147,0.5247884,1.290881,1.1123452,1.1781131,1.2700152,0.80322826,1.176672,0.6466006,0.83603454,1.2710658,0.703447,1.2326834,1.00762,0.46171808,1.2082425,0.9219402,1.1552895,1.0864745,0.68289185,1.1924988,0.6713612,1.0998939,1.1886197,0.96307576,1.0956832,0.7294303,0.6463696,1.2211072,1.0062287,0.68487775,1.2699406,1.2740142,1.3593249,1.3209202,0.72840023,0.5655363,0.89665866,0.8982372,1.2839795,1.1641185,0.60969293,0.70747274,1.2610726,1.3941238,1.0231773,0.63360256,1.3041402,0.90769774,0.80802923,0.9589365,0.0,0.80599,0.6623676,1.2336729,1.3760073,0.5918803,1.0845163,1.1261748,1.1212823,1.3513694,0.8969954,0.62009156,1.2565634
soap,0.5707628,0.76221615,0.9950453,1.1628495,1.0150175,1.0913795,1.123268,0.77457637,1.3384777,1.1459203,1.1340578,1.2103933,1.0178562,0.37265813,1.0033815,1.2236928,1.0700895,0.9686427,0.721522,0.9275141,1.265776,1.0759562,1.3079275,0.52310693,1.0052547,1.044713,1.078697,0.5240294,0.6179156,1.1872257,1.0391582,1.0711017,1.0255922,1.04814,1.0624592,1.0738438,1.0151836,0.8886841,0.87801945,1.180699,1.0580759,0.97786015,1.2093834,1.0184968,1.1139989,1.3168657,0.8449117,1.046389,0.823719,1.1904955,1.1059062,1.0594215,1.1424761,1.1741257,0.7931066,1.2178128,1.1438828,0.38366818,1.1340102,1.1044965,1.1911347,1.1391134,0.8811101,0.70663846,1.0237517,1.1507306,0.9179292,1.0575211,1.0523367,0.49071896,1.3319361,1.0934837,1.1515119,0.8455423,1.2354335,0.82369983,0.5866481,1.2724928,0.80599,0.0,0.41383028,1.12208,1.1264882,1.1594201,1.1735475,1.0831373,1.0664936,1.1262156,0.8683169,0.23374891,1.1208396
spoon,0.41500723,0.5451104,0.8941994,0.7448449,1.0070902,1.2430677,1.2309561,0.7120914,1.09939,1.4383626,1.0302608,1.417178,1.0937731,0.53738415,0.99914044,1.469187,0.6542448,1.101139,0.71539426,0.86168593,1.0948917,1.2055771,1.4444717,0.5414313,1.1554413,0.6107241,0.9493525,0.37850702,0.47975564,1.2267663,1.1372652,1.1678967,1.303502,0.59470475,1.2822319,0.81910926,0.74140275,0.89902246,0.4996819,1.0124667,0.8187721,0.78250223,1.4421878,0.8360174,1.3769124,1.2951273,0.7368289,1.174474,0.46516097,1.2046931,1.2546179,0.7284504,1.2660658,0.8911618,0.6363442,0.9824699,1.2644935,0.34108675,1.3871297,1.3585992,1.3708786,1.2079604,0.6436349,0.5083146,0.7151414,0.9586845,0.94855267,0.96378255,0.7602912,0.42445922,1.4676282,1.4031806,1.1191531,0.6559254,1.4978502,0.46511447,0.65599304,1.301877,0.6623676,0.41383028,0.0,1.3297786,1.4079678,0.8595284,1.3382729,0.8848811,0.964816,1.1840625,0.77328146,0.2080999,1.356406
sweater,1.2110221,1.1974554,1.2482362,1.2688736,1.3180513,0.77178085,1.058997,1.213969,1.0143217,0.5004842,1.0931282,0.5599778,1.1772944,1.2754143,1.2703326,0.9129329,1.1776314,1.2152466,1.3620175,1.1528239,0.94920325,0.8187946,0.9234665,1.2694367,1.0901141,1.2523304,1.2650625,1.320392,1.3783767,0.9472486,0.9810146,1.1058764,0.63851815,1.3055633,0.56056654,1.0277828,1.224044,1.2134039,1.2983403,1.1639143,1.1583692,1.0529505,0.7689645,1.2072088,0.5041132,0.8081262,1.0704604,1.1053872,1.2566453,1.0171957,0.84394944,1.3014325,0.7146559,0.97742593,1.0757407,1.2249647,0.50193167,1.2478973,1.0008007,0.6265727,0.8208619,0.9459678,1.2908328,1.177358,1.3416216,1.1502389,1.1809912,1.203239,1.0691122,1.199501,0.8547441,0.84435964,0.99752814,1.3799652,0.3517486,1.336635,1.2469207,0.95893085,1.2336729,1.12208,1.3297786,0.0,0.7255371,1.1961477,0.8292369,1.1909783,1.2246299,1.0944453,1.2918577,1.1805282,0.8820271
table,1.4544901,1.3844551,1.0408802,1.2100726,1.1872559,0.86299443,0.80340713,1.3309876,1.0706509,0.57018316,0.9733754,0.5810269,0.79998654,1.1990714,0.9291578,0.67897034,1.3333771,0.99046856,1.4170866,1.18296,1.2231704,0.7536011,0.7822999,1.2227422,0.8409093,1.3482175,1.2887911,1.4032738,1.4621912,0.8775084,0.8359698,1.0722485,0.6624784,1.342262,0.7395575,1.411728,1.2618787,1.0912166,1.4421382,1.0507734,1.2011682,1.3218822,0.7275466,1.0753113,0.7300098,0.89991724,1.3961997,0.9821236,1.3445625,0.90423965,0.6686222,1.3023385,0.9125891,1.239934,1.2800114,0.87853473,0.8704897,1.3670721,0.82531786,0.6020833,0.44729722,0.8043128,1.3845588,1.4215431,1.2936666,1.2992857,1.0479703,0.73926294,1.388383,1.3871262,0.63751,0.6012572,0.86211693,1.3746426,0.6300665,1.3959532,1.2257171,0.9871679,1.3760073,1.1264882,1.4079678,0.7255371,0.0,1.2372168,0.7529808,1.1765113,0.9643813,0.70116127,1.2846382,1.258031,0.6857009
tape,0.77838755,0.7571714,0.7572887,0.65459037,1.0113828,1.2181716,1.1563338,0.8839277,0.81499517,1.2445455,1.0074232,1.2148641,1.0985882,1.1803168,0.8347661,1.0867213,0.7176722,1.0448173,0.9177027,1.0732697,0.654169,1.2266299,1.1652503,0.97217804,1.1687573,0.6846094,0.99306345,0.8781756,0.91673464,1.267493,1.0952626,1.1622277,1.2655492,0.6255132,1.0896143,0.7895287,0.81391424,1.2530959,0.75400066,1.0465245,0.8963616,0.5905146,1.0492841,0.90478474,1.106039,0.82109654,0.8196721,1.1082417,0.7507702,1.1302006,0.97475517,0.82068944,1.143087,0.6630657,0.76182234,0.91252726,0.9227846,0.96724,1.1864046,1.2234678,1.1712904,1.1500126,0.76511586,0.84886324,0.7893763,0.8329737,1.275231,0.8545178,0.7057475,0.90093905,1.1590922,1.3113754,1.0237314,0.80854106,1.1862983,0.9164795,1.082844,0.95627826,0.5918803,1.1594201,0.8595284,1.1961477,1.2372168,0.0,0.95611507,0.9297935,1.0183883,1.1201409,1.1042951,1.0366501,1.2749059
toothbrush,1.3498673,1.2672844,1.0731815,1.1359768,1.2808876,0.90999544,0.8258616,1.21336,0.8665614,0.8507806,0.8261412,0.7360581,1.0564209,1.3088484,1.1478144,0.79530644,1.2320342,1.0599167,1.2662532,1.2462733,0.9153273,0.740124,0.8872024,1.1748329,1.1374211,1.2455279,1.2419688,1.1434674,1.2916069,1.0053605,1.0082015,0.9567471,0.95236546,1.2084785,0.7812618,1.2376916,1.0563487,1.1979825,1.1515319,1.1356826,1.153485,1.0045236,0.68625915,1.1902189,0.78492856,0.79777145,1.2778351,1.1463106,1.0359352,1.038344,0.64498997,1.3010416,0.8914935,1.0771427,1.128259,0.9034703,0.7667122,1.3447196,0.74656236,0.8727137,0.6222179,0.86902016,0.9411253,1.1025659,1.1076297,1.1876595,1.1702436,0.9849381,1.22222,1.3650131,0.7705723,0.87451804,0.8399828,1.2246672,0.7815641,1.2843037,1.132903,0.8531338,1.0845163,1.1735475,1.3382729,0.8292369,0.7529808,0.95611507,0.0,1.1692972,1.1601753,0.85516334,1.269774,1.2603215,0.67434794
towel,1.0054781,1.1235685,1.0022318,0.8411336,0.8045244,1.187979,1.0334041,1.102397,0.9290854,1.200482,1.0776424,1.170873,0.75794125,0.98619556,0.9282162,1.0304768,1.0497249,0.79044825,0.9302273,0.85387105,0.9754815,1.1491247,1.0371208,1.0992419,0.99813616,1.0030656,0.6604848,0.9764058,1.0111693,0.96876144,1.0420442,0.82234764,1.1801426,0.80814016,1.1783547,0.92510533,0.9967975,0.7970505,1.0045369,0.8716264,0.832708,1.0415747,1.0032992,0.8937689,1.1493078,1.0677723,0.8991862,0.92999023,0.89374715,0.982726,1.1827463,0.8328699,1.0452839,1.075923,1.0044202,0.4324857,1.0726389,1.0613354,1.059152,1.2262902,0.97834563,0.99920714,0.93185997,1.0243056,0.9788934,0.8019421,0.8388252,0.87990624,0.9750688,1.0030968,0.9595242,1.0592899,1.1339663,0.7794899,1.1419958,0.7375376,0.96322757,0.9146303,1.1261748,1.0831373,0.8848811,1.1909783,1.1765113,0.9297935,1.1692972,0.0,0.85183233,0.73602724,0.8997122,1.1094978,1.2104788
toy,0.93285054,1.1507064,0.81351566,1.0591658,0.7044568,1.1223817,0.84108806,1.1972418,1.2582893,1.1113777,0.8644945,1.2070787,0.76944673,0.9322088,0.7810074,1.1037247,1.0559245,0.77046275,1.0313214,0.73098314,1.226301,1.1067383,1.0545759,1.1417074,0.7368362,0.99491423,0.99568003,1.0111377,1.001154,0.83116406,0.625163,1.0209229,1.09204,1.0450958,1.1933347,1.0403008,1.0490615,0.666494,1.1518403,0.49752867,0.67904234,1.2903244,0.98904747,0.22707105,1.2290094,1.0321262,1.0015248,0.9114882,1.0897377,0.9274627,1.0530063,1.0218692,1.160495,1.2684844,1.0762433,0.8836992,1.1847574,1.0831269,1.0696763,1.0776263,1.0765666,0.9188819,1.1172884,1.2455869,1.0514381,1.1759999,0.7158653,0.94479114,1.2003062,1.0356501,1.046004,0.9765705,0.99239457,0.49119335,1.2801046,0.8209448,1.1457589,1.0983473,1.1212823,1.0664936,0.964816,1.2246299,0.9643813,1.0183883,1.1601753,0.85183233,0.0,0.8448692,0.76574755,1.1235852,1.1800224
tray,1.4057795,1.343629,1.1069402,0.9426511,0.94237894,1.114277,0.7351787,1.3739426,0.9510374,1.0232321,0.9655161,1.1241755,0.43611968,1.0973293,0.7083108,0.6475047,1.240384,0.64974225,1.2813611,0.966686,1.1126852,0.9903916,1.0056251,1.0746125,0.77386373,1.1061461,0.91435575,1.1028879,1.2844774,0.95441985,0.94156754,0.6119108,1.0274785,1.0652516,1.0949701,1.4132935,1.1871343,0.8462767,1.1971731,0.78434736,1.0678515,1.3937136,0.9037049,0.94827396,1.1626984,1.0022632,1.3641927,0.8791371,1.023616,0.90471417,0.76989925,0.9839237,1.1204759,1.3356369,1.374464,0.40464222,1.0907496,1.2545402,0.60587126,0.99983364,0.53718746,0.6479796,1.0349281,1.234818,1.0171534,1.0234495,0.87247586,0.41728765,1.3898438,1.3196629,0.7903589,0.7737813,1.1122829,1.0717527,1.1312771,1.1393179,0.97099966,1.059359,1.3513694,1.1262156,1.1840625,1.0944453,0.70116127,1.1201409,0.85516334,0.73602724,0.8448692,0.0,1.0738266,1.2895005,0.93037343
vacuum,0.8711422,0.8730165,1.0368547,1.1036983,0.7637316,1.099282,1.0397348,0.7040089,1.1773133,1.2106179,0.868319,1.3011253,0.9129095,0.7317427,0.99034613,1.2203877,1.0026616,0.8426655,0.48754632,0.61111987,1.2564161,1.0519557,1.0147774,0.7997563,0.88415843,0.9655813,0.80077976,0.8314501,0.5390675,0.912132,1.0879766,0.913852,1.0769598,1.0474479,1.2621121,1.0032063,0.95789856,0.4988039,0.90084004,0.80167675,0.8186561,1.1361,1.2833049,0.7489782,1.2797315,1.3436372,0.8148681,0.90358275,0.90803796,0.946735,1.1584448,0.95315343,1.2228718,1.1421607,1.0040926,1.1045926,1.3384956,0.8680272,0.9778732,1.1626472,1.2989354,1.1072556,0.93172735,0.94486606,0.8780856,1.0753105,0.5496128,1.0729653,1.0813559,0.8622781,1.2394991,1.0537299,1.0822903,0.7795372,1.3321899,0.68007684,0.85452616,1.13221,0.8969954,0.8683169,0.77328146,1.2918577,1.2846382,1.1042951,1.269774,0.8997122,0.76574755,1.0738266,0.0,0.83481044,1.0945518
watch,0.39549983,0.57065415,0.9654256,1.0925648,1.028421,1.114598,1.154487,0.6182845,1.292206,1.25328,1.1436145,1.2380729,1.1415837,0.43162805,1.0957983,1.3056393,0.8102976,1.0889857,0.6838931,0.90925175,1.2127641,1.1148504,1.3479314,0.47157848,1.1043189,0.78593165,1.0640053,0.40730584,0.4140339,1.2670387,1.126889,1.151327,1.1309474,0.9365727,1.1476363,0.89587593,0.9291072,0.98483324,0.6988099,1.2028117,1.0456109,0.7761097,1.3631848,1.0054555,1.1741065,1.3586704,0.73175836,1.1464874,0.5981706,1.1976695,1.1785728,1.0111322,1.1925159,0.9616777,0.539685,1.2411435,1.2058319,0.28105468,1.2762702,1.2113622,1.3207204,1.2118102,0.7651952,0.51655155,0.95508534,1.0542059,1.0126222,1.1613717,0.865133,0.3742923,1.3981044,1.2305391,1.1468339,0.8142548,1.3123988,0.6849743,0.6265721,1.3097426,0.62009156,0.23374891,0.2080999,1.1805282,1.258031,1.0366501,1.2603215,1.1094978,1.1235852,1.2895005,0.83481044,0.0,1.2194633
window,1.4084263,1.3422534,1.1728859,1.2776542,1.0909641,0.7300371,0.67508173,1.1250356,1.0469306,0.8098605,0.78503466,0.80899405,0.9979944,1.142343,1.1511853,0.7481845,1.3446788,1.017014,1.181555,1.0452598,1.1729594,0.54577863,0.71846193,1.0692446,0.95041585,1.3673633,0.995936,1.3387117,1.1958345,0.7696779,0.9387012,0.7512089,0.8383492,1.4000127,0.8631702,1.3479747,1.0985017,0.8753058,1.2516072,1.0445706,1.1435304,1.1716361,0.7825793,1.2731379,0.79837674,1.0219393,1.249043,1.0066165,1.2981633,0.95299506,0.6695465,1.2118319,0.96539325,1.248099,1.2332782,1.0826483,1.0678797,1.2997952,0.58437717,0.7850802,0.7893369,0.88752085,1.2808096,1.3207505,1.1756384,1.1073506,0.77477103,1.0383252,1.343327,1.3622404,0.8163215,0.61351454,0.94216925,1.3638929,0.76275504,1.2150707,0.9488446,1.0213655,1.2565634,1.1208396,1.356406,0.8820271,0.6857009,1.2749059,0.67434794,1.2104788,1.1800224,0.93037343,1.0945518,1.2194633,0.0
