,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
hat,1.4241126,1.0982379,0.39677888,1.1656563,0.71569735,1.1043842,1.22584,1.0763557,1.5499159,1.2363746,1.5714275,0.39581466,1.5488936,1.2292389,0.8538147,1.4723265,0.91051376,0.98658746,0.4302572,0.50830054,1.227448,0.580333,1.3502033,0.8176768,0.5892688,0.619684,0.92063165,0.96841973,1.2983236,1.4374218,1.2123525,0.88578093,1.3015525,1.0444989,1.3208823,0.81801903,0.82247114,1.0217258,1.486423,0.6563101,0.43820858,1.4140825,0.42165947,1.2573966,1.3503199,1.250379,1.0796827,1.0516902,1.3118653,0.6820563,0.67333585,1.2941353,1.1408664,0.55979496,1.3780098,0.7248173,0.9320556,0.679092,0.66123307,0.7432361,1.2088696,1.416551,0.18255866,0.5500084,1.2950773,0.57259375,1.0312784,0.50822705,1.0523533,0.0,1.3429755,1.3118968,1.2709062,1.0810993,1.3575156,0.62642723,1.3290111,0.89819825,1.1716189,0.95029765,1.3909147,1.0876296,1.164309,0.5149605,0.43516004,0.5909903,0.3791579,0.7579061,0.47867292,1.3662648,1.2625415,1.4636611,1.2898407,1.325017,0.467426,0.42034256,0.7586891,0.8128907,1.3281305,1.2064961,0.5769171,1.2628608,0.9760317,1.163259,0.7773379,1.2386678,1.0594832,1.0695926,1.0994024,1.3625671,0.7656668,1.0430299,0.56913143,1.210228,1.4278207,0.22415626,1.4244952,0.5119392,1.0437329,0.9505786,0.4637891,1.2284393,0.85045564,1.1890626,1.2860696,1.6196307,0.46540904,0.25398135,0.6236144,1.2389693,0.64854825,0.58934754,0.8674274,1.2528268,1.0197079,0.9546018,0.25121886,1.285895,0.5297859
horse,0.43315244,0.9793961,1.2850285,0.8844647,1.1428447,0.96925926,1.1312512,1.1917657,0.91600406,0.8768972,0.62283176,1.3388482,0.79805785,0.8510654,0.8647189,0.69841224,1.026099,1.1948794,1.2303941,1.4189315,1.1565958,1.2256093,0.86459506,1.2450962,1.0585567,1.3372738,0.92738134,1.2134984,0.49885106,0.83714235,1.0323768,1.1203368,0.77899873,1.0439879,0.7421187,1.2153707,1.1625662,1.1596099,0.6710705,1.2359011,1.3806489,0.86686593,1.3148627,0.986823,0.2474873,0.84607005,1.041436,1.2237002,0.78083926,1.2138886,1.2732489,0.6452287,0.7704344,1.3325673,0.8311079,1.1175481,0.9924347,1.1652008,1.3372595,1.0299785,0.7157147,0.817354,1.3580186,1.3206189,0.7821586,1.3719205,0.82652074,1.2387059,1.034632,1.3429755,0.0,0.83118886,0.72884226,1.067551,0.73631793,1.3287361,0.8819614,1.1918151,1.1584724,1.1296457,0.78060496,1.1435395,0.93642944,1.3574073,1.3141017,1.3805788,1.4197353,1.0373247,1.3503926,0.90891343,0.65001667,0.69579184,0.72137177,1.0018234,1.3793038,1.363152,1.338753,1.1607901,0.9354923,0.83855456,1.3684528,0.08786082,1.1078607,1.0487472,1.2065866,0.9511157,0.92436075,0.6616532,0.99431425,0.72273386,1.1338282,1.004598,1.2976589,1.185214,0.7681931,1.3702049,0.6494285,1.3582168,1.2002853,1.2929432,1.2548678,0.87381876,1.1083018,0.73954725,0.71970797,0.7770651,1.3708181,1.3392949,1.3092619,1.0675845,1.3860129,1.1730764,1.2539341,0.80745196,0.9339626,1.133565,1.290841,0.8262085,1.2048342
hose,0.83509946,0.9403052,1.2415874,1.0487932,1.0687019,0.77265286,0.94787115,0.82128376,0.68582493,1.0471292,0.7368401,1.2859313,0.7542869,0.99037784,1.0809987,0.8294095,0.9686936,0.99438334,1.1823616,1.3250961,0.8791344,1.4034284,0.7852789,0.9194093,1.3057587,1.008374,0.8784182,1.126349,0.8653719,0.7026533,1.0483282,0.7797094,0.72551066,1.1511443,0.98802847,1.1466206,1.0508698,1.1537069,0.75562966,1.2799548,1.2103556,0.5920679,1.206804,0.68741506,0.7893526,0.8202561,0.8937877,0.9675865,0.89302886,1.2325226,1.1466684,0.96426547,0.9398164,1.3668207,0.7669261,1.2037598,0.92011017,1.3065227,1.2173036,1.1424009,1.0401058,0.84898925,1.3357227,1.2909629,0.8242897,1.3773956,0.97963643,1.2035614,1.1413544,1.3118968,0.83118886,0.0,0.91357815,0.936835,0.99187833,1.1844373,0.6268817,0.9321099,0.9863136,1.0847478,0.8820509,1.0295326,0.81900704,1.2535472,1.3945377,1.3627598,1.3146873,1.1723914,1.2128388,0.6973142,0.84527814,0.8792042,1.0416296,0.9570563,1.2494597,1.2584119,1.2354559,1.1382248,1.0223187,0.8192621,1.2897475,0.8447599,1.164759,0.911314,1.0064822,0.88862073,1.1933317,0.9730742,0.721274,0.9816856,1.0737721,1.0724015,1.1563077,0.8267553,0.7199379,1.3313364,0.8475163,1.2686784,0.8627456,1.3084236,1.1077076,0.61581993,1.0405107,0.6992971,0.98894125,0.7315832,1.2332575,1.3958511,1.287437,0.90411,1.309884,1.031379,1.0643384,0.85337853,0.9072105,0.8623364,1.3025284,0.6803441,1.2020503
jacket,0.8149818,0.96003246,1.336174,0.63142884,1.232689,1.0667534,1.1629394,1.0825287,0.81626153,0.5882212,0.5676903,1.3109965,0.6834904,0.6715693,1.1588396,0.6659843,1.1644906,1.3314362,1.2788966,1.4717815,1.1518854,1.3065767,0.8092406,1.2338517,1.3195455,1.2792382,1.0422891,1.1642709,0.7244888,0.70274305,1.09529,1.2801689,0.71482253,1.0630544,0.48525155,1.2793059,1.2450306,1.256711,0.55689645,1.296716,1.4431896,0.814128,1.3429754,1.0135204,0.736464,0.85828197,1.0216836,1.2186341,0.4804781,0.9696787,1.297381,0.6043353,0.6896391,1.168265,0.9722165,1.3918118,1.1681411,1.03152,1.3953743,1.3260976,0.8622898,0.75449055,1.314418,1.3943266,0.80443096,1.3741523,0.60619366,1.2335552,0.93753016,1.2709062,0.72884226,0.91357815,0.0,1.1676939,0.4138199,1.4436588,0.8618355,1.2060854,1.0996244,1.1237699,0.67891747,1.0999297,1.0272593,1.3075006,1.2357295,1.2887306,1.3266144,0.925891,1.365298,0.88902664,0.7056267,0.4114288,0.39475614,0.9911428,1.4763868,1.4427012,1.4147508,1.2086068,0.94263655,1.0287457,1.4308939,0.8100194,1.1543056,0.77843124,1.2842441,0.8664787,0.9719864,1.0926709,1.180687,0.2806098,1.1588173,0.53582585,1.2600915,1.1600405,0.737367,1.3605022,0.73671144,1.3959701,1.1467229,1.2762699,1.3739067,1.0650117,1.2119478,0.75438064,0.2716232,0.7082243,1.4453053,1.2533059,1.0769298,0.88488835,1.2276164,1.3170173,1.3789194,0.89225304,1.0654932,1.0505545,1.3016479,0.9455482,1.0647402
jar,1.035602,0.90175396,0.9414913,1.1909811,0.95068204,0.7429246,0.84042406,0.88667446,0.89891315,1.1279973,1.1849852,1.0176504,1.1528133,1.025097,0.92578197,1.2376283,0.8228435,0.8240965,0.8545273,0.8384162,0.7911901,1.0386354,1.1017148,0.61785764,0.972566,0.97473615,0.93211824,1.0539455,1.2069767,1.186656,0.95872223,0.65959674,1.1106539,1.0651696,1.1201947,1.0623997,0.998565,0.8628477,1.1737494,1.0553339,1.0312369,1.0730821,0.7781007,0.7909465,1.0848764,0.9568747,0.8775077,0.9597031,1.0412068,1.281008,0.96608335,1.170615,1.1338484,1.16649,0.9382627,0.9750668,0.7155962,1.1517029,1.0586996,0.920096,1.2139697,0.88616574,1.1236136,0.927511,1.0669072,1.0891559,1.1893853,0.8569515,1.1079286,1.0810993,1.067551,0.936835,1.1676939,0.0,1.2561369,0.95377326,1.0127745,0.8105875,0.9274274,1.0555372,1.1039206,1.096814,0.8680371,1.1263546,1.2207917,1.0472792,1.1665721,1.1008413,0.9669479,0.87391686,1.0929267,1.1604762,1.2925942,1.0195186,0.99991375,1.0442876,0.86580426,1.1602381,1.0590082,0.7913209,0.9765105,0.9606465,0.88462466,0.9622452,0.8563534,0.83626366,1.0471793,0.9278091,0.8264989,1.1809118,0.9826131,1.1517081,0.95976776,0.78512114,1.0849426,1.1066015,1.0728772,0.9783593,1.0955979,1.059415,0.7892722,0.83994496,0.92478776,0.86252964,1.196434,0.9356344,0.7828295,1.1700406,1.283232,1.1253587,1.0765256,0.8020046,0.78543794,0.9951582,0.89986634,1.0356973,1.1226714,0.9673593,1.1869897
jeans,0.7885193,0.83275956,1.5011066,0.63081646,1.2398951,1.06921,1.0285416,1.1833793,0.6929632,0.54969126,0.49092877,1.3201344,0.4366058,0.7336062,1.2924327,0.4638723,1.3758965,1.3934687,1.4913774,1.5388037,1.140505,1.3708265,0.6655441,1.3977689,1.3212329,1.3566242,1.1950096,1.0957797,0.7787138,0.47738862,0.97357255,1.4204478,0.77120775,1.0206013,0.37758756,1.2096936,1.240792,1.176069,0.4160776,1.3509448,1.535362,0.84185636,1.5314898,1.0297983,0.6487683,0.8261514,1.1376013,1.046821,0.5427361,0.8008199,1.315107,0.57667553,0.6683642,1.0051771,0.98849595,1.4887683,1.3721447,0.92901826,1.3243014,1.4321256,0.7133672,0.6938087,1.3805192,1.3146665,0.94334984,1.2236007,0.5760621,1.3599223,0.6879432,1.3575156,0.73631793,0.99187833,0.4138199,1.2561369,0.0,1.4136778,0.84286904,1.4006209,0.955735,1.0751268,0.55045176,0.9161417,1.0568341,1.3649383,1.1684756,1.296369,1.2777522,0.7917393,1.5681504,0.82224226,0.7482914,0.35940063,0.080809,0.90422744,1.520272,1.5208853,1.4540037,1.0983055,0.9014444,1.1213379,1.476795,0.8274708,1.0337806,0.7574425,1.3603201,0.93136454,0.9351096,1.1518419,1.2915872,0.32646668,1.0643673,0.39906204,1.3386296,1.1278523,0.68817663,1.4389102,0.7671468,1.4674842,1.0373126,1.0557468,1.5194585,1.1605048,1.318968,0.8379135,0.3800081,0.68183845,1.5247236,1.1981771,0.90936214,0.6718944,1.2068115,1.5092835,1.3745097,1.0247265,1.2247524,1.0339657,1.3849738,1.0876992,1.0955732
knife,1.2162849,1.0893192,0.7728003,1.2260807,0.9939648,1.1993787,0.9710009,0.89943135,1.2365483,1.3183295,1.4555553,0.66999805,1.2692146,1.2539543,0.69952714,1.42834,0.83221716,0.61520004,0.653133,0.53047764,0.8273009,0.699249,0.9692622,0.7754389,0.59869,0.6586085,0.95142615,0.80611384,1.3117425,1.2681133,0.9598352,0.7616487,1.3284426,0.9927322,1.3495742,0.8183226,0.6271185,0.9771166,1.4379735,0.74558794,0.36066508,1.230464,0.62383455,1.1570344,1.360545,1.183666,0.94956756,0.82410127,1.3864596,1.0756464,0.94018525,1.407668,1.3949203,0.9070214,1.2542287,0.5560539,0.9555899,0.82071674,0.19042683,0.54794663,1.2837651,1.3080683,0.6561895,0.7499006,1.3470929,0.6776495,1.4029232,0.7611387,1.1373293,0.62642723,1.3287361,1.1844373,1.4436588,0.95377326,1.4136778,0.0,1.0927203,0.6902384,1.1487207,0.9587144,1.3772537,0.7722588,1.1164736,0.725108,0.8636062,0.5876011,0.5639943,1.2431701,0.70147586,1.0929359,1.3579934,1.5392898,1.4215107,0.9362647,0.1510117,0.28379494,0.72426856,0.78906894,1.2370298,1.0851966,0.47294593,1.246939,1.0590327,1.093073,0.4452219,1.1553702,1.0344464,0.9296441,0.7269089,1.5233016,0.8000001,1.2619331,0.4956051,0.89967996,1.3717825,0.57736564,1.3320456,0.6108782,0.8545875,0.79433644,0.4062562,0.9149121,0.95452386,1.1091094,1.4681945,1.3765123,0.67886734,0.80955994,0.8909422,0.9951352,0.6377472,0.725113,0.51243806,1.2537558,1.0144954,0.5714915,0.6816952,1.2052501,0.82245
ladder,0.94880545,0.9523324,1.3923004,0.94114465,1.3058133,1.0672523,1.1190039,0.62672013,0.6942899,0.9541938,0.62351525,1.3140517,0.41887134,0.91984737,1.0629714,0.8639836,1.0823817,0.8804762,1.203099,1.3090478,0.64685357,1.3833272,0.6652865,0.95546883,1.3110477,0.9250047,0.9759137,1.1461987,0.88116264,0.3700918,0.9674644,1.0353968,0.6923058,1.1452316,0.85108423,1.2622918,0.99935573,1.1986828,0.61180335,1.3321662,1.2909796,0.2676587,1.2310948,0.88628775,0.86364746,0.74547327,0.6871558,0.7206291,0.79290926,1.2521229,1.3853099,0.9860779,0.97513676,1.2860587,0.7236956,1.31822,1.0167773,1.1893636,1.1073598,1.2888275,1.008993,0.93962,1.3566773,1.3399792,0.92946947,1.4629428,0.96117437,1.2419581,1.0833259,1.3290111,0.8819614,0.6268817,0.8618355,1.0127745,0.84286904,1.0927203,0.0,0.9522048,1.1258597,1.0024734,1.0072702,1.021048,0.9915563,1.2146999,1.3363054,1.2845898,1.2973095,1.1491919,1.2922513,0.4884516,0.9204838,0.79448634,0.8879519,0.86221224,1.2272325,1.269942,1.2527555,1.0779862,1.0121139,0.8688726,1.2796979,0.8578832,1.1931442,0.7412628,0.9056493,0.68915987,1.1790864,1.038431,0.94710535,0.91500556,1.1301738,0.9732028,1.1004856,0.8906888,0.5746467,1.352511,0.85287905,1.3941116,1.138323,1.2280324,1.1838365,0.7549348,1.1438624,0.6433823,0.9038798,0.6108529,1.3906056,1.4082707,1.2542386,0.9502606,1.2388183,1.2146788,1.025007,0.92506355,0.9253421,0.67603755,1.3718579,0.67235607,1.0905098
lamp,1.1797246,0.9981877,0.9939083,1.2324177,1.1150202,0.958722,1.0246019,0.78927004,0.8823307,1.069109,1.170366,0.86454576,1.1414554,1.1139903,0.7557655,1.2624444,0.88411325,0.9104412,0.85626894,0.7052531,0.8922028,0.88795334,1.0727396,0.7181395,0.9102869,0.6529141,0.9620954,0.9666467,0.97918564,1.1233552,1.0782886,0.5449053,0.9748586,0.99394727,1.3054065,0.6975348,0.76514715,0.9476489,1.1588869,1.0034851,0.90720356,0.9822768,0.76456213,0.7116019,1.2577834,1.0710673,0.71748424,1.0090971,1.2510214,1.174647,0.98317266,1.1154201,1.291842,1.0825329,1.1602976,0.68804014,0.95156157,1.033632,0.6082345,0.89598083,1.2187881,1.0049065,0.87021637,0.89100766,1.0739939,1.0685027,1.2962631,0.94005287,1.2231331,0.89819825,1.1918151,0.9321099,1.2060854,0.8105875,1.4006209,0.6902384,0.9522048,0.0,0.9509086,1.0471346,1.3158946,1.0620788,0.9859166,0.84773153,1.0800611,0.8104584,0.83087146,1.3071117,0.7572601,0.9595245,1.18635,1.3439527,1.3595144,1.0037866,0.7131656,0.7955366,0.7149804,0.75160825,1.1873282,0.97490406,0.7008661,1.1248643,1.0618023,1.0033162,0.7703239,0.99033743,1.0407332,0.92197776,0.904643,1.2778478,0.95831275,1.1865313,0.80869,0.5364903,1.1812154,0.9269472,1.1449144,0.93500924,1.137561,0.9556828,0.6429857,0.75184345,1.033672,1.099249,1.2486074,1.09992,0.80500484,1.0800211,1.1867926,1.2486275,0.82645625,1.0341885,0.8028181,1.0212928,0.9695618,0.75789785,0.9707667,0.7322546,0.97075975
melon,0.96520305,0.8098761,1.0350877,1.0783792,0.8344163,0.6970299,0.71598417,1.1466908,0.7636513,1.0592805,1.0043523,1.1989493,0.9553116,1.113442,1.1759573,0.91627824,1.1084704,1.0500959,1.2302647,0.92111224,0.92491716,1.0799851,1.036491,0.9920504,1.168291,1.0876713,1.135263,0.8878139,1.0559193,1.0422537,0.7611074,0.871135,1.0627563,0.9827735,0.9477899,0.7084488,1.0438297,0.67779845,0.9646537,1.0884385,1.1923177,1.0461955,1.1457084,0.75865084,1.017303,0.94293106,1.081624,0.9835278,1.0788445,0.88666785,0.63754493,1.1426444,1.0149536,0.89554524,1.0660683,1.0942254,1.0706245,1.098536,1.1285837,1.0530065,1.0404037,0.81611174,1.1525189,0.9499848,0.9895752,0.9519451,0.95423234,1.2405468,0.8476852,1.1716189,1.1584724,0.9863136,1.0996244,0.9274274,0.955735,1.1487207,1.1258597,0.9509086,0.0,0.9925319,0.86726046,0.9869642,0.8933538,0.94742584,0.9972457,1.0161812,1.0525868,0.9383411,1.0502481,1.0354488,1.1546564,0.9880315,1.0187236,0.8279706,1.22062,1.205872,0.6247514,0.88947,0.92719245,1.0050014,1.0252848,1.145576,0.6841703,1.0398002,1.1908786,1.0862302,1.0476336,1.0493454,1.018883,1.023945,1.0854982,0.9209951,1.1382921,0.69443464,1.0738579,1.2228769,1.0709932,1.0308608,0.84928375,0.6828888,1.237328,1.0681632,1.0883865,1.1470388,1.0449655,0.8624728,1.0097026,1.047505,1.0134015,0.85073537,1.0073466,1.1612374,1.0689218,0.9396432,1.118948,1.1665066,1.1996635,1.1473657,1.0936643
milk,1.0920424,1.153507,1.0417337,1.183517,1.0662391,1.1338865,0.9957642,0.85669935,1.0950599,1.1560923,1.145228,0.9948476,1.0774008,1.0207343,1.0455815,1.0569149,1.0596945,0.7621585,1.032188,0.86570406,0.85504353,1.0961297,0.91073936,0.90812176,0.9337176,0.9050324,1.0267975,0.9714849,1.1545041,1.0332928,0.863367,1.1238223,1.0692954,0.81746006,1.1321185,0.9329664,0.9048557,0.92331463,1.171919,0.98441315,0.94379455,1.0179988,0.9659635,1.1418716,1.1432767,1.042435,0.8695032,0.7853764,1.0575938,0.9661812,0.8753789,1.130619,1.1055082,0.95726806,0.885378,1.0234791,1.0561045,0.88219213,0.8221674,0.9355399,1.0704957,1.1221914,0.99145854,0.95778644,1.1315706,0.85217404,1.1114606,0.98043567,1.0559598,0.95029765,1.1296457,1.0847478,1.1237699,1.0555372,1.0751268,0.9587144,1.0024734,1.0471346,0.9925319,0.0,1.0226071,0.7609439,0.97528356,0.9664201,1.0152507,0.7777271,0.9701016,1.0335004,0.99407274,1.1066147,1.1128482,1.1365827,1.0566047,0.89039546,0.9755681,0.9825526,0.88446355,0.9442905,0.9770582,1.0625936,0.89243376,1.0953604,1.0233475,1.1057057,1.0038769,0.86618143,1.0953784,1.1093705,0.94230103,1.1644423,0.9114615,1.0227232,0.9884602,0.9892208,0.9498999,1.0149873,1.0896802,0.9332979,0.849702,0.78521,1.0458827,1.1794599,0.96341586,1.0753523,1.1805255,1.074895,0.89994216,1.0089922,0.9600557,0.9184499,0.7674443,0.94611126,0.81350166,1.1229001,0.9694896,0.9756311,1.0445023,1.034349,0.968267
mitten,0.6221183,0.8908764,1.4032779,0.7848134,1.0880612,0.8296897,0.6985663,1.1011028,0.74352324,0.87486917,0.6766284,1.3885484,0.72486687,0.7287266,1.1991447,0.523538,1.0050464,1.116006,1.4651058,1.5010067,0.99470365,1.4067881,0.76969343,1.3341851,1.2031174,1.4738474,1.1285522,0.985106,0.79374886,0.832174,0.94139993,1.1905241,0.8766759,1.0393996,0.7928087,1.2321537,1.1192048,0.9343447,0.7451835,1.2448415,1.4513321,0.822751,1.5126308,0.91054565,0.7149562,0.7670507,1.160762,1.0322275,0.69438374,1.0070801,1.1871418,0.77429575,0.66533744,1.1675384,0.82696617,1.1940433,1.1721481,1.108592,1.2577896,1.0932238,0.8005949,0.51745546,1.4303855,1.1874734,0.89832574,1.0699918,0.6565983,1.2628722,0.70232785,1.3909147,0.78060496,0.8820509,0.67891747,1.1039206,0.55045176,1.3772537,1.0072702,1.3158946,0.86726046,1.0226071,0.0,1.0028701,0.7238218,1.3840265,1.2549121,1.2781823,1.338451,0.90700954,1.4430624,0.9834489,0.5745774,0.5434858,0.6470755,0.74033064,1.4650372,1.4802675,1.3507649,1.1780823,0.68661,1.0176256,1.4634858,0.8503649,0.9434198,0.8664883,1.3638694,0.92825794,1.0474405,1.0109466,0.99383354,0.63397,1.0752554,0.8003937,1.3055048,1.1148775,0.86417145,1.4864705,0.7139944,1.3934448,0.9143531,1.1031778,1.4541202,0.9741246,1.1904335,0.8737656,0.6984365,0.6713371,1.3431379,1.3365732,1.0582752,0.6713861,1.2512292,1.2432103,1.2211409,0.9593149,1.1912146,1.2705615,1.4358006,1.0300606,1.1405356
mop,1.2042428,1.1072936,1.10043,1.1777704,1.0619318,1.0720503,0.922962,1.0934416,1.0468358,1.1183182,1.1539776,1.02549,0.9353827,1.1044091,1.0941646,1.1015302,1.1382928,0.96878564,1.1253093,0.95102084,0.98291546,1.1244829,0.605088,0.92541975,0.93176794,0.832714,1.1673948,0.9000972,1.1914431,0.76483047,1.0012735,1.1509992,0.9686585,0.79941255,1.050021,0.8047843,0.91838396,1.0066798,1.0841507,0.8935169,0.81047225,1.1055114,1.0494742,1.2271465,1.1380877,1.1775606,0.95845807,0.6816473,1.1631364,0.8155856,0.9459692,1.1618271,1.1191721,0.8933906,0.9333895,0.9296006,1.2152007,0.88168675,0.7346649,0.8842264,1.0261656,1.0990163,1.0536001,1.0571493,1.1477664,0.7416566,1.158111,1.0429612,1.033181,1.0876296,1.1435395,1.0295326,1.0999297,1.096814,0.9161417,0.7722588,1.021048,1.0620788,0.9869642,0.7609439,1.0028701,0.0,0.95990443,0.9564657,0.9793929,0.76636815,0.90385324,1.0053284,1.072539,0.98328364,1.1585257,1.1725919,0.917914,1.0191436,0.790475,0.82348984,0.9466875,0.9038179,1.1577935,1.1214174,0.9277914,1.1842889,1.0414968,1.0153956,0.9752212,1.0909692,1.0613769,1.1807806,1.0382242,1.1704801,0.862861,0.95149624,0.82658917,1.0133576,1.0332683,1.0253706,1.208288,0.82536274,0.60113984,0.66941315,0.9621531,1.0394661,1.006892,1.1002587,1.1382413,1.1457877,0.974352,1.0006225,0.82051206,0.83154863,0.7311678,1.0579715,0.9334232,1.1684694,1.0748062,0.5074465,1.0805881,1.091619,0.9498227
motorcycle,0.9822127,0.9844445,1.0308635,1.0970814,0.8761738,0.6645259,0.70597756,1.0118029,0.9066897,1.0985364,1.0593258,1.2292161,1.0432825,1.0055428,1.0960312,1.0645385,0.8912897,1.0085782,1.1753488,1.1414244,0.88489,1.2013581,0.916189,1.0833346,0.995181,1.1917338,0.8514016,1.1894002,0.986166,1.0398843,1.0213917,0.91194063,1.0979221,1.0593787,1.112816,1.0571507,1.0112598,0.8430606,1.0540692,0.9776529,1.1681006,0.94391036,1.191279,0.9519109,1.0160879,0.7647099,1.0512675,0.88648516,1.0144877,1.1609502,0.9096893,1.0387939,0.9943574,1.1804434,0.9218911,0.96492946,0.94491965,1.185499,1.0486709,0.7854625,1.0837952,0.73461723,1.1437757,1.0955365,1.0078585,1.0199896,1.034405,1.0511029,0.98796076,1.164309,0.93642944,0.81900704,1.0272593,0.8680371,1.0568341,1.1164736,0.9915563,0.9859166,0.8933538,0.97528356,0.7238218,0.95990443,0.0,1.1447014,1.1524174,1.2055286,1.1338066,0.97932327,1.062455,1.0028855,0.8642231,1.0709679,1.1229013,1.068388,1.176046,1.1932199,0.96865845,1.224748,0.9135388,0.9775945,1.0931683,0.91468656,0.8495908,0.9987127,1.0227977,0.9516741,1.1398757,1.009679,0.76126754,1.0613567,1.0107228,1.0893936,1.1595827,0.96360064,1.0888826,1.2067666,0.9559897,1.1481025,0.8446492,1.0550101,1.0212547,0.6875076,0.9417714,0.80482614,1.1178408,0.9239187,1.0063254,1.228262,1.2156429,0.9564948,1.2271966,0.85142744,0.90972924,0.97856456,0.9216277,1.0027981,1.1688164,0.98096734,1.0573044
mouth,1.461252,1.056192,0.48613465,1.1768332,0.8413192,1.1041148,1.2495639,0.9765302,1.3050694,1.2193398,1.3500383,0.5708804,1.3489966,1.2995033,0.9473505,1.3767467,0.9646505,0.94684136,0.46186435,0.39771485,1.0990942,0.5658756,1.3223035,0.78161323,0.87243944,0.50488794,0.912635,0.93107355,1.2017618,1.2651031,1.1182051,0.979567,1.1155715,0.98727906,1.2667813,0.5571637,0.81519914,1.084188,1.302007,0.75134534,0.42391938,1.2992948,0.40067446,1.1524577,1.3655608,1.2211752,1.0064269,1.0053017,1.3115145,0.8249642,0.8170624,1.2540784,1.2671032,0.7248578,1.1880035,0.7414848,1.0315722,0.9168749,0.8042409,0.9272114,1.1816759,1.3465229,0.38340533,0.693419,1.1481346,0.72383845,1.2473001,0.7179452,1.1709212,0.5149605,1.3574073,1.2535472,1.3075006,1.1263546,1.3649383,0.725108,1.2146999,0.84773153,0.94742584,0.9664201,1.3840265,0.9564657,1.1447014,0.0,0.41036713,0.6718847,0.54490936,1.0103297,0.44478238,1.288144,1.3796186,1.3852308,1.2965616,1.2754221,0.55461866,0.4509623,0.6497743,0.7632343,1.2828426,1.1633952,0.4729637,1.3251889,1.0021217,1.1393781,0.8304385,1.2505772,1.061745,1.113218,1.1016419,1.3540479,0.9776335,1.111239,0.7426292,0.9267353,1.3212613,0.31877905,1.2721505,0.4307891,0.97402126,0.79174805,0.7267872,1.2019676,0.9106229,1.2490209,1.3142942,1.3973851,0.71019936,0.4189862,0.6468183,1.1056411,0.67242193,0.7770477,0.87756664,1.1333053,1.006269,0.9516016,0.40496683,1.163935,0.80586666
nail,1.4130974,1.0533062,0.49161237,0.9891804,0.72014827,1.1378,1.1997427,1.2363272,1.351028,1.1288273,1.3490964,0.55177313,1.3742652,1.2757835,1.0545908,1.3372977,1.0433891,1.1143906,0.5809089,0.6100882,1.2866654,0.5226697,1.2774473,1.0524732,0.8104274,0.883114,1.0732589,0.73229957,1.2301438,1.3123386,1.1666985,1.1248076,1.1952598,0.9234384,1.167541,0.76856846,0.93753445,1.0102079,1.3165352,0.7219614,0.5187913,1.4176159,0.5903958,1.1971983,1.3448826,1.3434548,1.1512138,1.0790135,1.3345182,0.53251004,0.6401353,1.1615372,1.090483,0.37938964,1.2109395,0.8067993,1.1429622,0.5840776,0.9115771,0.9857405,1.1079704,1.1740413,0.31664908,0.66808295,1.1621504,0.4773804,1.0354288,0.64028585,0.8526089,0.43516004,1.3141017,1.3945377,1.2357295,1.2207917,1.1684756,0.8636062,1.3363054,1.0800611,0.9972457,1.0152507,1.2549121,0.9793929,1.1524174,0.41036713,0.0,0.7310874,0.43446505,0.6715684,0.57090765,1.3765371,1.285825,1.3155313,1.1345533,1.2559385,0.66289043,0.5721015,0.8600284,0.9617147,1.16499,1.2878153,0.64993256,1.350935,0.8839989,1.2392648,1.0714512,1.3099439,0.94771427,1.1518468,1.2208848,1.2276714,1.0406034,1.0382767,0.8518417,1.1588441,1.3353876,0.32922602,1.244768,0.5871514,1.0451113,0.74278724,0.7995698,1.2837875,0.91899633,1.3756278,1.1922532,1.3764019,0.7158947,0.23755479,0.34918022,0.97774965,0.7198963,0.84296536,1.0491023,1.2125074,1.1320593,1.1050266,0.2689141,1.2493486,0.68634367
