,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bed,0.546989,0.9632676,1.5672883,0.6827382,1.3617804,1.0517311,1.0874151,0.95073384,0.45651746,0.569193,0.0,1.4685583,0.2693349,0.7769929,1.2875581,0.2633884,1.265652,1.2055638,1.4823246,1.5315552,0.9475938,1.3115224,0.8125411,1.3799698,1.5399332,1.4036958,1.057515,1.1699567,0.45447057,0.43548203,0.9969233,1.2891185,0.5487852,1.0624721,0.61434865,1.2112323,1.3045532,1.2509212,0.16594934,1.4034051,1.6086516,0.45395577,1.5444655,0.83678997,0.5246216,0.794265,1.0249285,1.0641291,0.6351004,1.1436405,1.4503851,0.44354993,0.6652436,1.3444433,0.7915639,1.4747403,1.253129,1.365782,1.4368438,1.4788276,0.6849137,0.62793124,1.5059332,1.5292656,0.5747588,1.5415592,0.65032846,1.4283633,0.9126083,1.5714275,0.62283176,0.7368401,0.5676903,1.1849852,0.49092877,1.4555553,0.62351525,1.170366,1.0043523,1.145228,0.6766284,1.1539776,1.0593258,1.3500383,1.3490964,1.526049,1.5004475,1.0575503,1.5052872,0.6549239,0.63556725,0.3679223,0.5215794,0.7059796,1.581341,1.5631204,1.4671094,1.0817021,0.6282631,0.9504186,1.4068317,0.75982034,1.3021266,0.8665347,1.239526,0.8709848,0.87318826,1.1044693,1.1701713,0.41433138,1.3320056,0.8995123,1.5374782,0.8792759,0.47721708,1.5379117,0.25994062,1.5727248,1.1622033,1.2269595,1.5890733,0.9863218,1.3511618,0.9036944,0.451918,0.29432058,1.6162218,1.4988842,1.2322426,0.79635024,1.479172,1.5493225,1.2511958,0.713812,1.0654702,1.1562074,1.4480159,0.67789173,1.2248839
belt,1.3652439,1.0602515,0.5399637,1.0940639,0.8154377,1.1566728,1.2046417,0.97252136,1.5168742,1.1249195,1.4685583,0.0,1.5000888,1.095867,0.79830444,1.3442224,0.921928,0.9043553,0.5528564,0.6252171,1.2950444,0.57894474,1.3838738,0.7910928,0.67040837,0.63502514,0.93910897,0.8479944,1.2090973,1.429456,1.1763207,0.8984883,1.3736451,1.0022169,1.3753862,0.8566799,0.73955154,1.1223441,1.4558543,0.7008827,0.45755166,1.389797,0.528235,1.2158748,1.3691883,1.318779,1.076257,1.1136009,1.2205911,0.7403622,0.72499704,1.1609043,1.2806861,0.53733945,1.3189731,0.58365935,0.89789927,0.6062006,0.6458927,0.8330364,1.1064718,1.3408186,0.3523717,0.51327384,1.2666423,0.5734141,1.202575,0.6790856,0.9968178,0.39581466,1.3388482,1.2859313,1.3109965,1.0176504,1.3201344,0.66999805,1.3140517,0.86454576,1.1989493,0.9948476,1.3885484,1.02549,1.2292161,0.5708804,0.55177313,0.68115276,0.32771236,0.91836387,0.54474175,1.3415151,1.2222425,1.3311559,1.2680768,1.3159134,0.47825497,0.48084033,0.82452327,0.71350753,1.2118324,1.1728742,0.6658228,1.2899439,0.98820746,1.1699238,0.80624676,1.247091,0.9180821,1.034364,0.98557866,1.3094296,0.6562327,0.94402945,0.5773657,1.2123941,1.3699608,0.33111787,1.2821321,0.5730014,1.0451436,0.99524915,0.5103144,1.19807,0.8300011,1.20282,1.2907009,1.5589488,0.5345088,0.382156,0.6970686,1.1556039,0.674294,0.72220266,0.8993528,1.2504768,1.0385776,1.0036875,0.41151857,1.2284076,0.5991348
bench,0.76059365,0.9458624,1.63075,0.789037,1.4140507,1.0864594,0.9802015,0.82287616,0.35779953,0.67291814,0.2693349,1.5000888,0.0,0.8386431,1.294514,0.45668453,1.2631716,1.0110298,1.5316389,1.4204004,0.6792742,1.453409,0.6102421,1.1702727,1.5277258,1.1759619,1.0849912,1.1031469,0.702309,0.14030486,0.9303047,1.2780864,0.6487955,1.09275,0.56216085,1.1959693,1.1796879,1.148392,0.28856063,1.4121565,1.5590371,0.36301303,1.532404,0.8091085,0.6704597,0.7526016,0.94981897,0.7260295,0.7441182,1.1502844,1.450701,0.711029,0.789857,1.3142083,0.7544788,1.5215187,1.2816672,1.2622497,1.2364438,1.4442792,0.825485,0.72550887,1.5689828,1.5050018,0.8019656,1.4912032,0.77968585,1.4279518,0.92934746,1.5488936,0.79805785,0.7542869,0.6834904,1.1528133,0.4366058,1.2692146,0.41887134,1.1414554,0.9553116,1.0774008,0.72486687,0.9353827,1.0432825,1.3489966,1.3742652,1.394912,1.4493785,1.0807682,1.5356529,0.3495289,0.85746276,0.5613774,0.49721402,0.6147726,1.4821839,1.5061152,1.3865268,1.0069033,0.81580985,1.0027438,1.369675,0.8598653,1.2154076,0.69686794,1.0285559,0.8032523,1.0229747,1.1455778,1.1293495,0.60382545,1.2013835,0.82571733,1.3946753,0.69830143,0.46642166,1.5651103,0.6396608,1.5467514,1.0347326,1.0884331,1.530555,0.98408544,1.3188807,0.7755785,0.60772717,0.32989323,1.5721602,1.5365909,1.1880238,0.76829994,1.3337874,1.5293816,1.1014398,0.9025654,1.0961097,0.8700652,1.5517704,0.80014014,1.179867
bib,0.7621532,0.8832115,1.303739,0.83213526,1.2169008,1.0099683,0.99489075,0.9651392,0.95549864,0.7271313,0.7769929,1.095867,0.8386431,0.0,0.95596623,0.6880134,1.093035,0.9718798,1.2505083,1.4120628,1.0140779,1.3160028,0.91323453,1.0853729,1.140062,1.2124859,0.9614103,1.1786821,0.8957467,0.92840326,0.9914454,1.0301427,0.9827663,1.108854,0.829617,1.4036396,1.1760805,1.0695066,0.831926,1.2769365,1.3590305,0.8177836,1.3127569,0.94650376,0.85525656,0.63677037,0.99814975,1.1309991,0.38397783,1.1371181,1.237169,0.76747286,0.8861951,1.1212955,0.918907,1.2033321,0.9516007,1.035298,1.1675481,1.0949548,0.875237,0.9515056,1.3102518,0.9553617,0.8885355,1.2499642,0.8279865,1.2476085,0.88150156,1.2292389,0.8510654,0.99037784,0.6715693,1.025097,0.7336062,1.2539543,0.91984737,1.1139903,1.113442,1.0207343,0.7287266,1.1044091,1.0055428,1.2995033,1.2757835,1.2209606,1.2432797,1.0424852,1.314036,0.92689496,0.5914726,0.45019388,0.7459595,0.8363915,1.3279238,1.3423052,1.29566,1.0315986,0.8516453,0.8836522,1.4224269,0.86175966,1.0696512,0.7793956,1.1174589,0.698419,1.0410554,0.9092171,0.9796658,0.5602799,0.9631511,0.72344327,1.1151807,1.2124339,0.9044131,1.3130202,0.8454652,1.3860958,1.160067,1.311633,1.2127066,0.9385867,1.165973,0.7346613,0.6820899,0.84663117,1.2368655,1.2782544,1.2538049,0.9978177,1.1967316,1.1120868,1.2344757,0.9090829,0.930848,1.1798079,1.3163465,0.88170177,1.0935119
bird,0.82652533,1.0870745,0.8468916,1.1974407,0.94551516,1.0576608,1.1110713,0.8889893,1.2982054,1.1894927,1.2875581,0.79830444,1.294514,0.95596623,0.0,1.2349957,0.61420286,0.8594482,0.86701727,0.94764817,0.98246896,0.87755734,1.0639032,0.81198925,0.5204751,0.7780663,0.9205775,1.0678297,0.9886513,1.2242332,1.0245733,0.82178473,1.0803488,1.0317802,1.2763364,1.0518752,0.9203465,1.1156709,1.2321032,0.87336075,0.84455985,1.1727934,0.8612716,1.1806083,0.95320785,0.9620338,0.92049617,1.1168283,1.100411,1.153727,0.97706926,1.1541991,1.3185344,1.0524253,1.1597747,0.5103915,0.7484559,0.8196999,0.7186914,0.5032088,1.1022238,1.2190479,0.89598984,0.7814249,1.1695175,0.9796582,1.3269324,0.95979875,1.1938921,0.8538147,0.8647189,1.0809987,1.1588396,0.92578197,1.2924327,0.69952714,1.0629714,0.7557655,1.1759573,1.0455815,1.1991447,1.0941646,1.0960312,0.9473505,1.0545908,0.83641684,0.88438505,1.2499274,0.8498491,1.1790193,1.0622921,1.2549572,1.2416093,1.0929819,0.7412569,0.82245445,0.8915083,0.813382,1.1183658,0.8848036,0.9102327,0.759518,0.8759864,1.0495819,0.8188946,1.0026828,1.0576813,0.18022138,0.88282704,1.313257,0.74065125,1.0695109,0.7406889,1.1952763,1.2475486,0.83933717,1.1678183,0.92288256,1.1071737,1.0657935,0.59190226,0.8813168,0.845095,0.8083918,1.3092508,1.3569503,0.77829874,0.96132684,1.1400598,1.1929603,0.89253527,0.73441845,0.8787322,1.1030473,0.88224745,0.8610165,0.9420548,1.044888,0.9173515
blanket,0.43791622,1.0216148,1.541642,0.74629277,1.2572782,1.0564579,0.9588994,0.8825962,0.59473515,0.6851861,0.2633884,1.3442224,0.45668453,0.6880134,1.2349957,0.0,1.2207154,1.191497,1.5386341,1.5262854,1.0407579,1.2593355,0.8150948,1.3701501,1.4001436,1.3591384,1.103493,1.0541168,0.4336778,0.59908783,0.86871225,1.2632602,0.7551131,0.96454275,0.73176545,1.1799296,1.1871073,1.1025765,0.39774156,1.3464346,1.5724895,0.6414213,1.5853887,0.85826004,0.45470226,0.83001816,1.161292,1.105977,0.6346563,1.0587584,1.3124778,0.4978829,0.737893,1.224932,0.84668577,1.3102584,1.2023818,1.2484943,1.328987,1.3989763,0.5976759,0.7160444,1.4671541,1.2978163,0.79935944,1.2939155,0.6910773,1.4280281,0.81250584,1.4723265,0.69841224,0.8294095,0.6659843,1.2376283,0.4638723,1.42834,0.8639836,1.2624444,0.91627824,1.0569149,0.523538,1.1015302,1.0645385,1.3767467,1.3372977,1.3412428,1.3688385,1.0264438,1.5080411,0.80225766,0.5729485,0.37773824,0.49706286,0.7239417,1.5440977,1.5438961,1.4103916,0.8504399,0.54944146,0.9793836,1.4097072,0.81807214,1.1365083,0.8196207,1.2901828,0.91280764,0.81434613,1.0400946,1.1241522,0.53478533,1.08279,0.7534989,1.4802583,0.9691786,0.63777804,1.5022898,0.44907665,1.5238591,1.0601021,1.1102662,1.5611597,1.0920444,1.354439,0.9524771,0.6040698,0.5567836,1.498555,1.3966167,1.1405182,0.71808183,1.2651497,1.5109923,1.2419289,0.8979874,1.1826353,1.2184869,1.462482,0.9171504,1.1235206
boat,0.9667957,1.0774262,0.7422687,1.1919127,0.7752426,0.79468524,0.9481324,0.9607413,1.1777018,1.2368767,1.265652,0.921928,1.2631716,1.093035,0.61420286,1.2207154,0.0,0.773234,0.819173,0.8824964,0.8762702,0.93017125,1.1290777,0.7790831,0.7350867,0.949604,0.82501304,0.95863336,1.0613672,1.2923098,1.1232252,0.8749852,1.073171,0.9712136,1.2826283,1.146688,0.91800416,1.033501,1.276382,0.9394359,0.74291337,1.0529587,0.8340676,1.0514594,1.048463,0.9673379,1.0637838,1.0985104,1.1389585,1.2476764,0.8764811,1.210649,1.2060771,1.1185797,1.0401243,0.7291938,0.7086099,0.9856633,0.95731485,0.64801097,1.1146014,1.129869,0.9994281,0.84130585,1.0840554,0.93362415,1.2717488,0.83042645,1.1905723,0.91051376,1.026099,0.9686936,1.1644906,0.8228435,1.3758965,0.83221716,1.0823817,0.88411325,1.1084704,1.0596945,1.0050464,1.1382928,0.8912897,0.9646505,1.0433891,0.9791676,1.0387808,1.1883932,0.822595,1.1499795,1.1167792,1.2624576,1.384889,1.0981354,0.7836141,0.80323184,0.9776996,0.9255898,1.0373461,0.9287594,0.9675649,0.91539913,0.91458267,1.0767173,0.8090539,1.0558412,1.0800833,0.6321832,0.71009684,1.3169479,0.8347142,1.2475605,0.87581563,1.0499648,1.2254031,0.92203456,1.0912064,0.859624,0.9741434,1.1702578,0.6931934,0.86680293,0.7346516,0.8223547,1.2866073,1.1948366,0.775007,1.0481583,1.1793574,1.129583,1.0123624,0.6036147,0.79206276,1.083789,0.8696227,0.9986446,0.99625254,1.0194939,1.0379728
book,1.0660818,1.1121511,0.90441996,1.2076683,0.98955643,0.99782157,0.95842797,0.7036794,1.0853498,1.3148494,1.2055638,0.9043553,1.0110298,0.9718798,0.8594482,1.191497,0.773234,0.0,0.7886362,0.75255305,0.5369808,1.0840111,1.1100626,0.5797276,0.9151324,0.7329521,0.81059843,0.9193803,1.2678837,1.0922829,0.90994173,0.74452645,1.2825556,0.99518144,1.2994707,1.1038305,0.7528527,0.9400809,1.2602245,1.0089988,0.7161157,0.8864918,0.7830527,0.9697942,1.2231008,0.9111824,0.751336,0.67186433,1.1480093,1.3228912,1.0122014,1.3803803,1.2933018,1.2088562,0.91676587,0.83393514,0.7696566,1.123394,0.7028694,0.7570646,1.2178584,1.2010249,1.0624729,0.8992865,1.1933398,0.9143966,1.367015,0.94317096,1.2041855,0.98658746,1.1948794,0.99438334,1.3314362,0.8240965,1.3934687,0.61520004,0.8804762,0.9104412,1.0500959,0.7621585,1.116006,0.96878564,1.0085782,0.94684136,1.1143906,0.9069383,1.0307148,1.3053108,0.85170543,0.78096765,1.2486751,1.3260887,1.4215937,0.51452255,0.70684254,0.75222343,0.92795026,0.8806887,1.0194962,0.9395143,0.83067524,1.0720019,1.021985,0.94426,0.549378,0.6957445,1.1955248,0.91378,0.57743603,1.3910826,0.79711986,1.2127237,0.7848468,0.8506826,1.0766073,0.92112947,1.1159664,0.8377439,0.9340176,1.0607665,0.76364213,0.93790257,0.8603265,0.89573646,1.40101,0.9758931,0.7851298,1.1385752,1.2081386,1.0292779,0.9255236,0.6316882,0.515329,1.1181262,0.8442829,0.8931957,1.0437142,0.9145538,1.1002315
bottle,1.4205699,1.160462,0.2451402,1.1055875,0.74223423,1.0417618,1.1642866,1.010206,1.4620186,1.2627332,1.4823246,0.5528564,1.5316389,1.2505083,0.86701727,1.5386341,0.819173,0.7886362,0.0,0.33430266,1.2014117,0.5094535,1.3468337,0.5882648,0.7304006,0.50011206,0.75886977,1.0565412,1.2931293,1.4269483,1.188104,0.81806135,1.1780661,1.0267677,1.3186388,0.85229784,0.8621544,1.0984008,1.4590263,0.6985784,0.25017273,1.3102444,0.05679977,1.138164,1.3488667,1.2790176,0.9642919,1.2103771,1.2613462,1.0957624,0.8408334,1.2794912,1.2852385,0.9783449,1.173385,0.653782,0.77530235,0.96389574,0.87836665,0.8464318,1.2654345,1.393983,0.4195087,0.63204616,1.1427503,0.7426499,1.3613445,0.4005522,1.371753,0.4302572,1.2303941,1.1823616,1.2788966,0.8545273,1.4913774,0.653133,1.203099,0.85626894,1.2302647,1.032188,1.4651058,1.1253093,1.1753488,0.46186435,0.5809089,0.63722366,0.7257255,1.2018085,0.39704502,1.2732779,1.324856,1.4519016,1.4222369,1.3391125,0.39881444,0.27026093,0.7642864,0.9784652,1.3330624,1.030628,0.432096,1.1607473,1.1614742,1.2200341,0.77583456,1.1441252,1.0987275,1.0852165,1.0362935,1.41066,0.96613437,1.1900262,0.4607904,1.0268762,1.2836382,0.24480706,1.2659063,0.31167793,1.1410931,1.1316208,0.43973994,1.0426408,0.6931944,1.1402092,1.3569657,1.450733,0.5502281,0.5397426,0.856996,1.3182242,0.6679816,0.35277832,0.7527547,1.1052455,0.8968853,0.90101063,0.3041116,1.1210009,0.8944021
bowl,1.5033256,1.1685143,0.41405725,1.3172559,0.74517787,1.143272,0.91611344,0.9240341,1.2821454,1.3366816,1.5315552,0.6252171,1.4204004,1.4120628,0.94764817,1.5262854,0.8824964,0.75255305,0.33430266,0.0,0.94809717,0.46937835,1.3157419,0.5314586,0.70676476,0.4967699,0.927601,0.9371008,1.3902977,1.3777823,0.92200524,0.793732,1.23311,0.92077625,1.3724842,0.47742665,0.75123596,0.773812,1.5051374,0.5452502,0.35117704,1.3463433,0.21038258,1.0374117,1.470228,1.317368,0.9931965,0.92314005,1.4721143,1.0513637,0.6847619,1.4155264,1.3762988,0.8962722,1.2086248,0.6342566,0.94710743,0.96042806,0.597242,0.7871216,1.2954882,1.3576059,0.50959027,0.6151021,1.2772725,0.5556101,1.4647715,0.532763,1.3192679,0.50830054,1.4189315,1.3250961,1.4717815,0.8384162,1.5388037,0.53047764,1.3090478,0.7052531,0.92111224,0.86570406,1.5010067,0.95102084,1.1414244,0.39771485,0.6100882,0.37323195,0.6445339,1.2012514,0.3691107,1.1915797,1.4969052,1.6356351,1.4778621,1.1512038,0.3684953,0.299505,0.37441313,0.7407365,1.2739389,1.1612092,0.17004633,1.3325181,1.0610489,1.2586693,0.6666918,1.2697418,1.0808353,1.1547529,1.0611901,1.5481669,0.92254984,1.2654898,0.59437287,0.6542244,1.356777,0.35882187,1.3551114,0.22361135,0.9804419,0.60460734,0.5385361,1.1907048,0.7962422,1.3200784,1.4907622,1.4160109,0.36191344,0.5899471,0.8513913,1.2886167,0.43872118,0.57199574,0.46840638,1.2480259,0.981002,0.9654764,0.46639168,1.2589619,0.9393362
box,1.0308837,0.9916358,1.1961696,1.2111032,1.1188076,1.014008,0.85876477,0.5922348,0.7174914,1.152035,0.9475938,1.2950444,0.6792742,1.0140779,0.98246896,1.0407579,0.8762702,0.5369808,1.2014117,0.94809717,0.0,1.2043412,0.8434789,0.774799,1.1104144,0.9311636,1.0538675,1.0328299,1.2034967,0.7965096,0.8094701,0.8982242,0.9833864,1.1137235,1.0867921,1.1134166,0.9171824,0.79198015,0.9559295,1.1178365,1.1380143,0.58496773,1.147845,0.8411379,1.0703195,0.74837303,0.7669966,0.39150864,1.0225593,1.24859,1.1451031,1.2293273,1.1631228,1.229558,0.85547113,1.1752555,0.9670311,1.2278764,0.82154155,0.94698316,1.1084516,1.0171869,1.3044348,1.1960244,1.1400898,1.2065418,1.1930116,1.1338627,1.1274712,1.227448,1.1565958,0.8791344,1.1518854,0.7911901,1.140505,0.8273009,0.64685357,0.8922028,0.92491716,0.85504353,0.99470365,0.98291546,0.88489,1.0990942,1.2866654,1.048362,1.1753054,1.1665906,1.0622855,0.6273912,1.0788993,1.125837,1.1632787,0.5897167,1.0455219,1.1248906,0.88760835,1.0380151,0.8967758,0.90318525,0.98280644,1.0587649,0.98193616,0.69885516,0.6533712,0.7021505,1.1618803,0.93709636,0.8085347,1.2076176,0.96715987,1.1778378,1.104744,0.71139956,0.8980189,1.260082,1.0667778,1.1460738,0.88349485,0.85322994,1.0815688,0.92223454,1.0296861,0.7918338,1.1952754,0.72240376,1.0200038,1.3378198,1.2468232,0.97056866,1.0702758,0.9818215,0.6405496,1.0548884,0.9051,0.89259636,1.3050535,0.909456,1.2294695
bread,1.2461898,1.197237,0.47985983,1.0231332,0.7580772,1.1552404,1.0154128,1.0821364,1.3618596,1.0781163,1.3115224,0.57894474,1.453409,1.3160028,0.87755734,1.2593355,0.93017125,1.0840111,0.5094535,0.46937835,1.2043412,0.0,1.3352113,0.9696723,0.7719113,0.81234777,1.0478034,0.9140124,1.010349,1.4409003,1.0657398,0.97805434,1.2369664,0.9942628,1.2666856,0.6277245,0.86515135,0.86055845,1.3803008,0.4940058,0.49683183,1.4396284,0.506842,1.2226423,1.2545811,1.4188849,1.1695307,1.2490892,1.3392395,0.91512334,0.71806943,1.0024397,1.2199898,0.7617241,1.3069844,0.61652815,1.0200512,0.8692688,0.8129674,0.8726466,0.9986854,1.282897,0.46562356,0.7379639,1.1070225,0.62488717,1.2482852,0.61946845,1.1686224,0.580333,1.2256093,1.4034284,1.3065767,1.0386354,1.3708265,0.699249,1.3833272,0.88795334,1.0799851,1.0961297,1.4067881,1.1244829,1.2013581,0.5658756,0.5226697,0.6376691,0.55134875,1.066172,0.4523713,1.3426286,1.1755706,1.3841076,1.2897034,1.2890267,0.51386887,0.48475927,0.54670006,0.9284653,0.94158906,1.1755767,0.43087292,1.2469776,1.0120541,1.2459012,0.87043154,1.3560483,0.40994573,1.0590638,1.1912721,1.283388,1.0069945,1.2065866,0.78628963,1.0661849,1.3568388,0.39196193,1.14233,0.47123635,1.0245258,0.7422172,0.6840071,1.2741178,0.87636507,1.4197447,1.220666,1.3789496,0.61738193,0.55105877,0.74826527,1.2344087,0.69725394,0.8019501,0.8477064,1.1315461,1.1393386,1.0979033,0.39844966,1.2371109,0.80218947
broom,0.9018645,0.94271374,1.4356749,0.96299595,1.2169919,1.0118711,0.7948441,0.9687688,0.68856984,0.9694568,0.8125411,1.3838738,0.6102421,0.91323453,1.0639032,0.8150948,1.1290777,1.1100626,1.3468337,1.3157419,0.8434789,1.3352113,0.0,1.133497,1.1218174,1.1416825,1.1540763,1.0023711,1.0047544,0.5814437,0.8435017,1.2466239,0.7928438,1.0892193,0.83396727,1.2299066,1.1135375,0.99289626,0.7726249,1.241603,1.2456087,0.75545734,1.3475604,1.0378718,0.83357304,0.8309324,0.94626063,0.7969525,0.81412923,1.0712371,1.2372794,1.0132629,0.9617242,1.1286402,0.83397365,1.2707863,1.173465,0.9984769,0.9452352,1.0874606,0.96609616,0.9358463,1.3765541,1.2684356,1.0186503,1.1577151,0.9427114,1.2935612,0.96470195,1.3502033,0.86459506,0.7852789,0.8092406,1.1017148,0.6655441,0.9692622,0.6652865,1.0727396,1.036491,0.91073936,0.76969343,0.605088,0.916189,1.3223035,1.2774473,0.9582751,1.2139875,0.9982596,1.3346272,0.8276552,0.9279405,0.790236,0.68077177,0.84444225,1.1483076,1.2252173,1.2431381,1.1578015,1.0210989,0.9997447,1.2435956,0.9223697,1.0010375,0.8594558,1.134053,0.8590037,1.0852674,1.0487981,1.0054067,0.90993017,1.0246924,0.835703,1.0704304,0.9804916,0.7261373,1.4047338,0.94999427,1.2736417,0.8513895,0.92023253,1.1766903,0.8286605,1.1324375,0.77353656,0.89762723,0.756451,1.3287619,1.3282399,0.99358344,0.67612195,0.92620623,1.1997511,0.9747218,1.0828626,1.0991913,0.608688,1.3879621,1.0111767,1.1251063
bucket,1.3241824,0.9861007,0.7604659,1.3135539,0.8151891,0.86866665,1.0465642,0.6162559,1.1759536,1.2704611,1.3799698,0.7910928,1.1702727,1.0853729,0.81198925,1.3701501,0.7790831,0.5797276,0.5882648,0.5314586,0.774799,0.9696723,1.133497,0.0,0.92136276,0.35922575,0.85893124,1.0168353,1.3302819,1.0680221,1.0814054,0.6968535,1.1491841,1.0651402,1.3090008,0.93401474,0.7532791,0.9945569,1.2473674,1.0164654,0.6317283,0.9926924,0.44125742,0.9301738,1.2911335,0.99145174,0.8455155,0.85222244,1.118026,1.2806545,0.96133757,1.3792647,1.3830706,1.1166153,0.9909421,0.8716207,0.7259241,1.035505,0.84356356,0.89589965,1.2893236,1.3058085,0.98076856,0.75687104,1.2552979,0.95290244,1.4483862,0.73834926,1.3427799,0.8176768,1.2450962,0.9194093,1.2338517,0.61785764,1.3977689,0.7754389,0.95546883,0.7181395,0.9920504,0.90812176,1.3341851,0.92541975,1.0833346,0.78161323,1.0524732,0.74189585,1.013904,1.340992,0.6480825,0.8727122,1.3559265,1.3790014,1.3963146,1.088715,0.70480144,0.70859516,0.7673634,0.7779268,1.2947063,0.92837876,0.82792056,1.092526,1.0070031,0.7614224,0.6331836,0.8933873,1.1913869,0.9512999,0.855517,1.4073253,0.77084076,0.9759503,0.63324803,0.8186213,1.1835372,0.799138,1.3160944,0.60821754,0.9450018,1.0947131,0.60284054,0.9532357,0.7803103,0.8188057,1.396673,1.2776434,0.59460545,0.97821736,1.2281449,1.1856573,0.73505116,0.5493045,0.69771767,1.174,0.8282294,0.7230315,0.9770001,1.0082349,1.115877
butterfly,0.9831448,1.1774017,0.68414366,1.3287135,0.791523,1.1612085,1.0059283,1.1675518,1.4723668,1.3236673,1.5399332,0.67040837,1.5277258,1.140062,0.5204751,1.4001436,0.7350867,0.9151324,0.7304006,0.70676476,1.1104144,0.7719113,1.1218174,0.92136276,0.0,0.84410924,1.0093752,0.9454163,1.1950635,1.4098624,1.0383451,0.8960608,1.2757235,0.8086606,1.3181765,0.8413499,0.79173183,0.9054043,1.474628,0.5816039,0.6160007,1.4409176,0.7014021,1.3176969,1.1452558,1.2046918,0.9753261,1.0034068,1.3039787,0.9800802,0.7891673,1.3261967,1.2750123,0.8669947,1.1763928,0.36703402,0.8416116,0.7273433,0.5255742,0.27638352,1.1349568,1.2855641,0.6572746,0.6252339,1.2417578,0.4671694,1.3005382,0.7402523,1.1641773,0.5892688,1.0585567,1.3057587,1.3195455,0.972566,1.3212329,0.59869,1.3110477,0.9102869,1.168291,0.9337176,1.2031174,0.93176794,0.995181,0.87243944,0.8104274,0.5567687,0.61671275,1.0360597,0.7327404,1.3601682,1.1463076,1.4671099,1.2623172,1.1633403,0.5238607,0.57792854,0.7983234,0.8917894,1.2107217,1.0373671,0.6854257,1.0050917,0.9108908,1.1669687,0.8645943,1.069451,1.096763,0.66553974,0.91536987,1.4256446,0.6794776,1.1260048,0.6683429,1.2518783,1.3244083,0.6347096,1.3084028,0.6117459,0.9573125,0.8510465,0.5710643,1.0391748,0.72679615,1.0726646,1.4180871,1.5471146,0.5611999,0.67557347,0.88113046,1.1019573,0.62860477,0.5498139,0.7595661,1.2050732,0.95224565,0.97489494,0.6784111,1.2310531,0.8061837
can,1.4667659,1.1164975,0.6842261,1.262493,1.002763,1.1265241,1.2275633,0.6826111,1.2616651,1.2576151,1.4036958,0.63502514,1.1759619,1.2124859,0.7780663,1.3591384,0.949604,0.7329521,0.50011206,0.4967699,0.9311636,0.81234777,1.1416825,0.35922575,0.84410924,0.0,0.8712944,1.1019741,1.1174936,0.9623108,1.1369295,0.8503642,1.030964,1.0102248,1.340667,0.69465625,0.7346543,1.1257769,1.242236,0.8454899,0.50604993,1.0841826,0.38336945,1.1400207,1.2969832,1.1685131,0.79000974,0.78254914,1.2558612,1.0378906,0.9884865,1.3219715,1.411891,0.9858553,1.1359377,0.7037155,0.8397619,0.9470118,0.68876266,0.9061415,1.23869,1.4383454,0.64620745,0.7092134,1.2563882,0.92505413,1.445478,0.7824653,1.3574862,0.619684,1.3372738,1.008374,1.2792382,0.97473615,1.3566242,0.6586085,0.9250047,0.6529141,1.0876713,0.9050324,1.4738474,0.832714,1.1917338,0.50488794,0.883114,0.5628205,0.71686876,1.32306,0.53129095,0.9339,1.3790642,1.4635552,1.3022964,1.1982784,0.5550685,0.53099835,0.699967,0.52666074,1.4290051,0.99953693,0.6057221,1.2316933,1.055482,0.8740493,0.5747993,1.0008614,1.1822956,1.0531919,1.0271549,1.4725311,0.7239688,0.9234937,0.44849885,0.842071,1.244391,0.50182706,1.4016006,0.5226085,0.9339877,0.96608305,0.5836965,1.0340197,0.8466996,1.0341218,1.4176252,1.4308305,0.68136066,0.72540396,0.9520917,1.2667283,0.53546,0.7084737,0.7689172,1.2124436,0.8952029,0.48878562,0.7386018,1.023974,0.75978637
