,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,pillow,plant,plate,potato,pumpkin,purse,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
frog,0.87851167,1.0175576,0.84453976,1.2323416,0.8169676,0.62379664,0.75511855,0.9278329,0.92770505,1.1910841,1.0053236,1.130509,1.1689727,1.1181139,0.83419377,0.8961065,0.92931944,0.8384587,0.92682344,1.0061285,0.6907231,0.9952891,0.9639786,1.0497988,1.0377506,1.122285,1.0925008,0.86829054,1.1395047,1.0652244,1.2095029,1.1329129,0.76555336,1.0918322,0.9121866,1.1017138,0.84550107,0.8746592,1.1804851,0.9853488,1.1158345,1.0369264,1.0113682,1.1490273,1.0499958,0.6555294,0.7861828,0.8060499,0.0,0.98429567,1.059148,0.8739632,1.0077623,0.5564264,1.204708,1.0048122,1.0251232,0.9765672,1.1558471,0.9803233,1.2738479,0.9271824,1.1342058,0.91211456,1.1682076,0.81307274,1.0417893,0.9932632,1.0544655,1.1215945,0.68728215,1.0458534,0.8961059,0.95447844,1.1253583,1.1911595,1.3434688,1.010805,1.0307326,0.882617,0.9233614,1.0197399,0.7577509,0.7721461,1.1471708,0.8325869,0.70200676,1.2149976,1.2076874,1.0629182,0.9219868,1.2686559,0.7807182,1.2821265,0.77325803,1.1183305,0.920643,0.84021,0.85589033,0.9841074,0.9944054,1.065899,0.91753775,0.8067058,1.0254191,1.0892328,1.1335139,1.1291047,0.7952781,1.1242282,1.1357687,0.7558867,0.70471805,0.43231678,0.93563634,0.9808278,1.0272747,0.9142665,1.1816437
glass,0.7456739,1.0704999,1.1943862,0.8369707,1.1441681,1.1389703,1.1585424,0.9084676,0.5749278,0.80836535,1.2088611,0.97393835,0.7694729,0.86694205,0.9292574,0.7935904,1.062484,0.87538105,0.721608,1.2406876,0.79174757,1.1589965,0.91921645,0.8836306,1.2619079,1.0076516,0.987198,1.0411354,0.8643986,0.83840895,0.90720874,0.96598965,1.3337855,0.7308191,1.0833802,1.2453842,1.1207386,1.0779265,0.80308545,0.95467263,1.0857548,1.2698193,1.1054881,0.96121955,1.2331532,0.8874268,0.91536885,1.1438297,0.98429567,0.0,1.2781502,1.1831353,0.88387775,0.94089526,1.0221655,0.90345645,1.0287654,1.2663461,1.0424472,0.7232604,1.0060037,1.2152214,0.86814547,1.1372597,0.7768637,1.1055002,0.8492767,1.0431024,1.06706,1.3318602,1.0953736,1.3731996,1.2315851,1.264746,0.70096236,0.9411399,1.0462974,0.85319066,0.90552014,1.2219683,1.175179,1.0873607,0.72247493,0.83185124,1.2619727,1.014922,1.0420802,0.47193182,1.0201085,1.2596866,1.2635195,0.9095123,1.1247586,1.0282482,1.1852795,0.63753635,0.71194863,1.0375255,1.3993568,1.0165845,1.2242155,1.0638862,1.1283898,1.168414,1.1862041,0.9377606,1.1063628,0.645332,1.0923198,1.3431416,1.3365195,1.05089,1.10331,1.0617051,0.84457946,0.8771368,0.75663805,1.3370261,0.83354735
glasses,1.2766223,1.0835599,0.7314547,1.1856781,0.9304294,0.97176546,0.84445375,1.2463576,1.4005268,1.3284843,0.97201,1.3774517,1.2711631,1.341481,1.2774838,1.2140379,0.89873403,1.0328126,1.2824516,0.6779537,1.2137283,0.802163,1.1912732,1.1180315,0.51891375,1.038067,1.3297266,1.0055968,1.1137239,1.2525268,1.2382548,1.2047532,0.8209988,1.3648717,0.84054923,0.7866436,0.9831705,0.9783141,1.1422592,1.0933204,1.0510731,0.5834491,0.55295914,0.5781357,0.6413752,1.2103096,1.0906867,0.8751615,1.059148,1.2781502,0.0,1.0766082,1.2384522,1.0350928,0.5671991,1.1471586,0.86820835,0.44901204,1.1244208,1.044676,1.1774964,0.87734735,1.194585,0.9466571,1.1862631,0.71614146,1.1494929,1.1697403,0.7343068,0.52473545,1.1868281,0.5268022,0.7944449,0.59105515,1.314836,1.1534252,1.0386678,1.1807067,1.151372,0.8598082,0.8519143,1.2411687,1.1673865,1.1207588,0.5105677,1.0150963,1.162092,1.3356366,1.0393132,0.65885806,0.70345247,1.0681632,1.0609556,1.0749066,0.66161877,1.2985814,1.2407664,1.2055091,0.67868125,1.1577903,0.8491488,1.1372648,0.8789885,0.69826984,0.89739364,0.975661,0.98564124,1.393393,0.9264111,0.4854306,0.5824774,1.1120571,1.1830589,1.1021732,1.0903938,1.1396229,1.2962219,0.664783,1.153452
glove,1.0102469,0.84406996,0.97705406,0.9697525,1.1256738,0.9468498,0.97321314,1.0313563,1.2156798,0.98532087,0.96925473,1.0073701,0.9195524,0.9117706,1.0437031,0.89671665,1.0685618,1.0752045,0.9576267,0.96779704,0.8693737,0.9520151,0.95876545,1.1508787,1.1478884,1.1266608,1.002393,1.251696,1.1764321,1.0706167,0.99507457,0.963784,0.8747527,1.1938554,1.0233325,0.9887281,0.9550375,0.8286582,1.1503571,0.9770442,1.0260231,1.1430054,1.0971955,1.2178919,0.80581844,0.8707632,0.9321207,0.93579197,0.8739632,1.1831353,1.0766082,0.0,1.1499507,0.78819466,1.1211429,1.0314456,0.7678846,0.89080346,1.0847429,0.9276313,0.76922524,1.0088029,0.90654385,1.1378822,0.84944427,0.8623792,1.1077234,0.44327223,1.1455853,1.090675,0.5236886,0.93178713,0.9512897,1.0224175,0.8912711,0.83093977,0.8386773,0.9985265,1.0353694,0.8398437,1.1264973,0.69778115,1.1038454,1.1001098,1.1067214,1.0197597,0.696992,1.181492,1.2633806,1.0862627,0.99339783,1.0885222,0.60883516,0.8231208,1.0175452,1.1902242,0.9341737,0.8876757,0.78241843,1.1854846,1.1212008,0.41830683,0.98747647,1.0820957,1.1042738,0.9027928,0.89280623,1.1241646,1.045835,0.7807895,1.0016458,1.0390652,0.47371984,0.8742971,0.87065494,1.2015666,0.9979036,0.8802277,1.2769696
grass,0.78383994,1.1018292,1.2946494,0.77108216,1.1489836,1.1713451,1.2461272,0.9080865,0.60328484,0.61223596,1.0821185,0.7027947,0.8060563,0.6638449,0.6273805,0.8519543,1.3118358,1.3227224,0.81961036,1.3729501,1.1990958,1.1483289,1.1865221,1.0452758,1.197035,1.0374773,0.74376154,1.1658484,0.9593356,0.7428067,0.5653841,0.7855386,1.2381778,0.5695163,1.3451049,1.2833679,1.1280829,1.0034953,1.0192091,1.197048,1.1658379,1.3063338,1.086066,0.83096874,1.193697,0.94796455,1.086022,1.3613011,1.0077623,0.88387775,1.2384522,1.1499507,0.0,1.0670129,1.0081536,0.74618983,0.990447,1.2787,0.6512253,1.2217486,0.87305963,1.3895129,0.99022835,1.3233191,0.95388985,1.1872857,0.9381294,0.95399284,0.9801465,1.2641755,1.2120429,1.285274,1.2250123,1.3355592,0.9704651,0.8818217,0.95462334,0.7332498,0.7440572,1.3256397,1.1102723,1.0862725,1.0025338,1.1460844,1.2180967,1.095877,1.0837938,0.79777646,0.7915599,1.1214926,1.3369043,0.7663413,1.1094791,0.96279603,1.3577585,0.723824,1.0329462,0.69339675,1.3852237,0.78592575,1.204037,1.0664754,1.1882228,1.4340382,1.1544346,1.2997434,0.9813514,0.490758,1.2182254,1.3022666,1.2320653,0.9662775,1.2329594,0.8732206,1.1944493,0.9105714,1.057645,1.2243606,0.8512854
gum,1.0575736,0.86302805,0.86785364,1.1847463,0.7844068,0.61060256,0.90396947,0.79961526,0.98769706,1.27576,1.0910506,1.1221589,0.9393201,1.2022233,0.989571,0.7366296,0.91008973,0.8478488,0.70686543,1.0203593,0.6283368,1.1070703,0.9302573,1.0497359,1.0233073,1.3098025,1.0997866,0.7544777,1.2338328,0.92658937,1.2830434,1.1064045,0.75638086,1.1027412,0.8221688,1.1446271,1.0250707,0.86865735,1.145067,0.9805684,1.1331836,0.95303917,0.89749193,1.1580652,0.8650191,0.7997435,0.72587943,0.8714788,0.5564264,0.94089526,1.0350928,0.78819466,1.0670129,0.0,1.2385494,0.99372345,0.8702311,0.9681456,1.2282783,0.7728033,1.2232473,1.0311646,1.0836875,0.9939826,1.1378288,0.8883204,0.82933784,0.908085,1.012201,1.0182016,0.76855946,0.91502166,1.0203223,0.84373313,1.1712601,1.1008033,1.3460246,1.048395,1.0265286,0.9193136,1.1132059,1.1110115,0.9831084,0.74248576,1.1165628,0.71477675,0.7514493,1.1824112,1.2626777,1.1396354,0.95963377,1.2836947,0.7738546,1.3129654,0.97319174,1.1312653,0.9084281,0.8090532,0.94963616,1.1741028,1.0250661,1.0185915,0.9260702,0.92371154,1.102451,1.1331933,1.1614114,1.1482651,0.66228056,0.97425884,1.1166706,0.73306865,0.77641463,0.38798153,0.8585524,1.0878658,1.033811,0.7740904,1.2835217
hair,0.87481666,0.9698175,1.1643018,0.70276874,1.2693126,1.2883874,1.2316816,1.298935,1.0353868,0.88656646,1.140205,1.0071422,0.91106576,0.9748773,1.0204202,1.1931504,1.2606472,1.3480225,1.2269754,1.0713145,1.4145094,1.0215007,1.3225495,1.1211852,0.94370776,0.6806042,1.0565611,1.2981927,0.9099737,1.0643886,0.8073466,0.9417066,1.3131808,1.0884587,1.3142798,1.0140648,1.118421,1.0739908,0.95205504,1.1987209,1.0938762,1.052567,0.9136331,0.43886912,0.87514985,1.1975799,1.1464117,1.2553244,1.204708,1.0221655,0.5671991,1.1211429,1.0081536,1.2385494,0.0,0.9268117,0.77373075,0.5508514,0.8585759,1.1818538,0.7414466,1.2601149,1.0385789,1.2995186,0.8943772,0.8871349,1.0434914,0.8792092,0.62473524,0.94872373,1.4019063,0.917144,0.8191537,1.1177434,1.0562856,0.7636902,0.6683107,0.9335914,0.89792687,1.2438722,1.1588157,1.1618285,1.0041332,1.3018128,0.8384416,1.2487122,1.2520695,0.964063,0.8828667,0.86931884,1.1780463,0.638314,1.1471303,0.7053524,1.0840188,0.9802525,1.095551,1.1520896,1.1918945,1.0533644,1.2621253,0.83364636,1.1162328,1.207252,1.1684974,0.9520876,0.8760565,0.99023455,1.3418453,0.7377591,0.9344426,1.2493097,1.3643625,1.410538,1.2758821,0.90764403,1.1444575,1.1408617,0.87802297
hamburger,0.62592494,1.0042769,1.2845492,0.7842199,1.2184824,1.2207521,1.2202582,1.031607,0.7964343,0.808636,1.1912606,0.9723843,0.80470943,0.76062083,0.831544,1.0628885,1.3180339,1.3203601,0.97028327,1.2843649,1.1915357,1.1401691,1.2479637,1.0827137,1.1952652,1.0466491,1.0212457,1.1700492,0.86466163,0.8270178,0.77002716,0.5835573,1.32924,0.75569004,1.3622307,1.2656598,0.8195375,0.8937398,1.0531428,1.173077,1.1880391,1.3104365,1.0833611,0.8658577,1.0699017,0.9020954,0.9170017,1.3531932,1.0048122,0.90345645,1.1471586,1.0314456,0.74618983,0.99372345,0.9268117,0.0,0.85618246,1.1355257,0.98479944,1.1926589,0.88648725,1.3655666,0.99117976,1.3810208,0.91815543,1.2073878,0.9144969,0.73173,0.86272705,1.218794,1.1986551,1.23363,1.06914,1.321662,0.9731873,0.7771175,1.0053146,0.8922613,0.012634754,1.2927403,1.2894424,1.1504056,0.94973767,1.1965696,1.2283441,1.0969737,1.0209589,0.851936,0.9655895,1.260636,1.2546661,0.805225,1.0686737,0.9927607,1.373101,0.79518294,1.02987,0.94446594,1.3909367,0.98596627,1.31096,0.95011735,1.1786438,1.4235128,1.2770314,1.0513575,1.023767,0.7394709,1.2874622,1.2068069,1.2540514,0.9587078,1.1980406,0.9958008,1.2142195,0.9741501,0.98017836,1.2512896,0.94459534
hand,0.8443177,0.88190424,1.1904528,0.4991119,1.3131917,1.1687013,1.2712389,1.1608202,1.0000482,1.0234379,1.1301553,1.0420738,0.81243294,1.0303323,1.0644403,0.9593767,1.3956852,1.2772263,1.0267993,1.1396664,1.2471813,1.162661,1.2802538,1.1895905,1.0349458,1.0066758,1.02811,1.3304124,0.9439531,0.91569257,0.91592515,0.8202456,1.254595,1.0861864,1.3692174,1.041532,1.2420586,0.9012061,1.023483,1.060856,0.9923088,1.2423264,1.034797,0.83705276,0.38639998,1.062928,1.1220207,1.0963467,1.0251232,1.0287654,0.86820835,0.7678846,0.990447,0.8702311,0.77373075,0.85618246,0.0,1.0422014,1.0090891,1.0831082,0.6954008,1.3072348,0.88411444,1.3932316,0.6880379,0.81438935,1.0406574,0.71296287,0.8136964,1.1146343,1.1354072,0.7560167,1.1802247,1.1623597,1.0157217,0.6490146,0.8058038,0.81667006,0.8433338,1.1623735,1.1985512,1.0476986,1.0269359,1.1695501,1.0917966,1.2130678,0.9709885,0.98516256,1.0376842,1.1260589,1.2624321,0.7432351,1.0550604,0.7915294,1.1199318,0.9729194,0.94125265,0.9270789,1.2174888,1.1074868,1.343725,0.64943445,0.9606128,1.2358071,1.3157545,1.0929991,0.9457719,0.959439,1.3385587,0.6471747,0.9474857,1.0153435,1.1346643,1.180794,1.0192109,1.0153328,1.078499,0.98750573,1.0104872
hat,1.2957466,0.8698441,0.7286829,1.2732377,0.8250419,0.84197795,0.82158124,1.1118487,1.4056952,1.246582,0.951621,1.2743154,1.1837692,1.217795,1.2269683,1.1603658,0.80110025,1.0546335,1.2751118,0.8066672,0.95192224,0.8789845,1.0148594,0.9155388,0.6921358,0.9470358,1.188186,0.9503778,1.174857,1.2446951,1.2103463,1.1762562,0.85069734,1.3299227,0.7801621,0.91174525,0.81727767,0.7117281,1.14962,1.1289208,1.0259233,0.71216154,0.77061445,0.8340023,0.81378436,1.242444,0.878674,0.9339322,0.9765672,1.2663461,0.44901204,0.89080346,1.2787,0.9681456,0.5508514,1.1355257,1.0422014,0.0,1.0293462,1.017171,1.0748317,0.87888116,1.2259656,0.9229334,1.2459235,0.80569863,1.0910169,0.91816247,0.9034474,0.6404483,1.0279869,0.74978095,0.5653146,0.70062363,1.2704079,1.0366088,0.99796045,1.1715649,1.1288861,0.81005013,1.0220916,1.0486709,1.0717961,1.0997704,0.68404454,0.9458113,0.97992283,1.3946917,1.0966352,0.76176137,0.7314483,1.0618777,0.9038041,1.0047938,0.8028747,1.3772867,1.282928,1.2220895,0.68433946,1.1889769,0.9333638,1.0702335,1.043286,0.80839765,0.912693,0.9070289,0.98655146,1.3656712,0.81361985,0.5677947,0.8967594,1.142953,0.986242,0.9424017,1.1488447,1.0545295,1.1449577,0.69776285,1.2290454
jacket,0.8193543,1.0870543,1.2633755,0.6745332,1.2026991,1.2096531,1.2539924,1.1215262,0.80154467,0.56961215,1.1343645,0.7118643,0.78675514,0.56525904,0.80755025,0.9842249,1.2583928,1.3121638,1.048082,1.286882,1.2341764,1.1781089,1.202549,0.97742903,1.1938485,0.8616932,0.7864653,1.1349443,1.0225921,0.98105925,0.5441389,0.89546037,1.2734892,0.80179423,1.3242085,1.2030649,1.1512796,1.0021232,0.9733243,1.1736292,1.0592108,1.2047036,1.1051905,0.76219696,1.1710572,1.0411736,1.1480188,1.3066242,1.1558471,1.0424472,1.1244208,1.0847429,0.6512253,1.2282783,0.8585759,0.98479944,1.0090891,1.0293462,0.0,1.1990129,0.6511472,1.2861636,1.0942305,1.2814044,0.9781485,1.1157814,1.0423452,0.9162156,1.0150628,1.1510274,1.1773361,1.0966367,1.1153874,1.2758808,0.90357053,0.7121889,0.68570095,0.8359182,0.97119856,1.2059876,1.2148628,0.9173537,1.0659608,1.1956184,1.1476758,1.0655657,1.059245,0.8395171,0.75356424,1.112248,1.2889504,0.489671,1.0848213,0.7307022,1.2921133,0.8330743,1.0790122,0.97464085,1.2804892,0.7019597,1.1967654,0.94685054,1.2692671,1.386013,1.1016504,1.1878451,0.7900151,0.66720337,1.1858915,1.1790993,1.2469128,1.0019312,1.1735625,1.2042913,1.2611629,0.93227786,1.0515987,1.1994083,0.83833146
jar,1.2057563,0.93119574,0.93601227,1.2092617,0.91707116,0.8705217,0.8374886,0.8602136,1.1482092,1.316377,0.9442832,1.228465,1.0865691,1.2956231,1.2943066,0.78493106,0.57821596,0.62678194,0.781366,0.7914543,0.57136,0.96820843,0.6588381,0.9760612,0.9552926,1.1497048,1.1681057,0.8595599,1.071144,1.1152153,1.3181323,1.1387,0.88354427,1.18754,0.5528747,0.98125106,0.9322841,0.8891469,1.020712,0.84172845,0.8414744,0.9014697,1.0728731,1.2360114,0.9896908,1.0362089,0.7908865,0.7071341,0.9803233,0.7232604,1.044676,0.9276313,1.2217486,0.7728033,1.1818538,1.1926589,1.0831082,1.017171,1.1990129,0.0,1.2257614,0.7247735,1.0075946,0.78233665,1.0438403,0.9081252,0.79460835,1.059408,1.1793965,1.022958,0.8320838,0.93913,1.0658345,0.8082739,0.99073887,1.2280923,1.2336632,1.0787483,1.2014387,0.82053757,1.0421383,1.0149395,0.90848684,0.79327285,1.0528361,0.856249,0.81803536,1.0342551,1.2854023,1.0611416,0.8911863,1.2687937,0.83577806,1.1674534,0.7296453,1.0859059,0.92914593,1.0964217,0.8013918,1.2313964,0.8289288,1.1216449,0.80826235,0.6644902,0.94179755,0.87411106,1.160408,1.2412505,0.8216116,0.9727997,0.99070007,1.0594476,0.84615636,0.9007188,0.6421039,1.0423417,0.89192504,0.86053044,1.2240078
jeans,0.7189704,0.86938524,1.3825135,0.4347223,1.4251561,1.3737993,1.3972187,1.229218,0.7833271,0.54529476,1.1708701,0.82811177,0.56123996,0.59405303,0.8461503,1.1549603,1.5142374,1.5294247,1.1079605,1.3457901,1.3144555,1.1003475,1.2344799,1.0931598,1.2358152,0.84386325,0.8249177,1.4837668,0.7658081,0.85298383,0.449629,0.84407794,1.5115417,0.88234615,1.5669242,1.047101,1.2878977,0.9524312,0.8764898,1.209829,0.97721535,1.4236875,1.2021471,0.81914395,1.1189009,1.0988019,1.2482141,1.438319,1.2738479,1.0060037,1.1774964,0.76922524,0.87305963,1.2232473,0.7414466,0.88648725,0.6954008,1.0748317,0.6511472,1.2257614,0.0,1.5433644,0.75548786,1.5628381,0.65545726,1.034594,1.0723029,0.53804106,0.97199655,1.3324075,1.2553757,1.1173681,1.1702445,1.4268868,0.7422516,0.2749077,0.14903271,0.8553237,0.8542759,1.3658681,1.3009386,0.8525749,1.1062247,1.4098411,1.1998918,1.3168771,0.96639967,0.6784066,0.7958427,1.1292689,1.4355912,0.34369195,1.1038346,0.2118845,1.4271247,0.8065932,1.0035032,0.808782,1.4475297,0.9460078,1.4958447,0.5154711,1.1230829,1.5646892,1.3946414,0.94250983,0.4670028,0.73168385,1.4691848,1.003536,1.1586509,1.2517188,1.1696129,1.3920372,1.2730803,1.024581,1.0364677,1.308049,0.813658
knife,1.4179676,1.0626402,0.63139683,1.5053573,0.65218985,0.74186695,0.592481,0.9163455,1.4182242,1.5880337,0.65695816,1.2209636,1.5065935,1.5307449,1.2903385,0.95273095,0.33698857,0.43760318,1.0672445,0.6139153,0.71365136,0.80453515,0.58699304,0.92525667,0.6730858,1.0524465,1.2263029,0.5806974,1.1382016,1.2644422,1.6202252,1.2809186,0.27384257,1.3205504,0.33978796,0.6315352,0.9027825,1.1491243,1.071979,0.73311937,0.83188725,0.57490444,0.9952552,1.3404808,0.86100286,1.0939491,0.9281404,0.33697498,0.9271824,1.2152214,0.87734735,1.0088029,1.3895129,1.0311646,1.2601149,1.3655666,1.3072348,0.87888116,1.2861636,0.7247735,1.5433644,0.0,1.0905886,0.27717793,1.2847254,1.0063641,1.040741,1.4049587,1.211149,0.6512689,0.6853924,0.7573736,0.80524737,0.5943662,1.2184787,1.4889596,1.4616385,1.2655513,1.3742398,0.3102793,0.4943818,1.0994734,1.0265272,0.665195,0.7787429,0.8752788,1.0785788,1.3194244,1.2494045,0.7992958,0.3624854,1.5326004,0.8893739,1.3885715,0.35960984,1.3200924,1.0249591,1.1861535,0.34965605,1.087804,0.3759756,1.291527,0.8887242,0.2223512,0.50962836,0.9385443,1.3912859,1.4633875,0.62183887,0.88483775,0.5992619,0.7623859,0.7249186,0.841814,0.6805536,1.0915618,0.8892297,0.5293196,1.2500811
ladder,0.8392195,1.0849489,1.4154776,0.7547317,1.3802688,1.2954402,1.3254504,0.7235504,0.7080372,0.78264976,1.1538566,0.6857799,0.79434866,0.8607805,0.95133686,0.9045289,1.3310227,1.2499788,0.5910509,1.3129107,1.0062369,1.11234,0.9009522,0.94374,1.2063565,1.1524171,0.67276496,1.2319878,0.7460922,0.8395802,0.80283624,0.925176,1.2428892,0.5680474,1.3206289,1.0764604,1.1928754,1.0083969,0.5203546,0.60357285,0.9911386,1.4378138,1.143384,1.1467471,1.1339581,1.1141121,1.1691614,0.9949958,1.1342058,0.86814547,1.194585,0.90654385,0.99022835,1.0836875,1.0385789,0.99117976,0.88411444,1.2259656,1.0942305,1.0075946,0.75548786,1.0905886,0.0,1.1812958,0.84690666,1.1680666,0.93994707,0.7819687,1.0637037,1.3665462,1.0413616,1.0837665,1.2845203,1.4070978,0.6640639,0.8240042,0.7732281,0.89088833,0.9789027,1.1166272,1.1097188,0.83580184,0.9340336,1.0713637,1.3044164,1.1745472,0.927415,0.6024754,1.0070336,1.2549334,1.1729143,0.90790474,1.0584248,0.77174723,1.0046239,0.5299614,0.7594017,0.85735524,1.3542099,1.099381,1.3273494,0.7355009,1.1735315,1.220417,1.342972,0.9509815,0.9189381,0.6961835,1.3260779,1.2334542,1.0767777,1.1323183,0.9938384,1.1672454,0.7652377,0.930183,0.60652995,1.2531062,0.73033893
lamp,1.4685767,1.1325657,0.5472682,1.528758,0.5135939,0.65006554,0.68103004,0.98743993,1.3001328,1.5138398,0.61906844,1.1992569,1.5096343,1.5130495,1.3195316,1.0158638,0.29219604,0.43477947,1.0881758,0.6744956,0.61748224,0.74160147,0.46411902,0.90549636,0.7229204,1.0935414,1.1359816,0.43349612,1.1908091,1.2565072,1.5204184,1.3125862,0.42507488,1.3440428,0.27374035,0.6237759,0.90338445,1.1972526,0.9375387,0.78953326,0.8598664,0.47721022,0.90700877,1.3342252,0.93778706,1.0458692,0.9353889,0.5095451,0.91211456,1.1372597,0.9466571,1.1378822,1.3233191,0.9939826,1.2995186,1.3810208,1.3932316,0.9229334,1.2814044,0.78233665,1.5628381,0.27717793,1.1812958,0.0,1.3249063,0.9551696,1.0543342,1.4975033,1.2220223,0.6029223,0.8010523,0.8346495,0.774002,0.5910341,1.1951808,1.5331411,1.4306043,1.2684689,1.391182,0.57461756,0.5651659,1.0800495,0.95204604,0.6171101,0.72912663,0.8460948,1.0375843,1.2850423,1.2003716,0.738708,0.4639837,1.4803286,0.9889941,1.4036238,0.53539586,1.2171974,0.9509044,1.3141365,0.41456693,1.135628,0.40974176,1.3331945,0.9210481,0.3548894,0.37887442,0.9300434,1.3643351,1.3457009,0.5241728,0.94063157,0.6979261,0.7642885,0.8512317,0.8235695,0.8125727,1.0096766,0.81227,0.68821985,1.1304101
meat,0.6547178,1.0289301,1.2403585,0.6518936,1.3539577,1.3278184,1.2588757,1.1015475,0.82360953,0.68313146,1.2004411,0.8313748,0.70119214,0.73638946,0.85801506,0.97970533,1.3140292,1.1462463,0.9555153,1.2223094,1.2447302,1.2211844,1.2252645,0.9989242,1.2491719,0.7830205,0.9167758,1.32448,0.831054,0.9214208,0.70106816,0.77752924,1.3589978,0.8608054,1.3842095,1.0966127,1.1642759,1.0195099,0.87855405,0.9678487,0.906108,1.349101,1.1003278,0.9565482,1.0210557,0.89838696,1.0255371,1.1551182,1.1682076,0.7768637,1.1862631,0.84944427,0.95388985,1.1378288,0.8943772,0.91815543,0.6880379,1.2459235,0.9781485,1.0438403,0.65545726,1.2847254,0.84690666,1.3249063,0.0,1.0191008,0.9660402,0.7898386,1.0326912,1.2387698,1.1069193,1.1009824,1.2345504,1.3302432,0.7310529,0.62574154,0.73621935,0.8547287,0.8897814,1.2396183,1.2749286,0.89517176,0.95340514,1.1809988,1.1749045,1.2506359,1.0628633,0.7689517,0.93827224,1.1905094,1.256394,0.7852285,1.00763,0.68890345,1.2897004,0.87991786,0.873483,0.91603506,1.2809299,1.0360861,1.3310444,0.66829276,1.0023844,1.3153107,1.2418952,0.80191267,0.947031,0.74244666,1.376339,1.1233928,1.149214,1.1181097,1.0623691,1.3199141,1.0216104,0.91841185,0.9024217,1.3462377,0.88236964
melon,1.1586405,0.8409837,0.5965545,1.1021444,0.83042204,0.7142876,0.8865631,1.3206834,1.2775191,1.2626637,1.0633767,1.3169293,1.193111,1.2372557,1.1998596,1.1174896,0.88931,0.86184025,1.2319703,0.7324933,0.9225272,0.93603766,1.0662978,1.1362345,0.81347173,1.0148019,1.3112271,0.9788568,1.1999876,1.2832283,1.20212,1.1223986,0.9168973,1.4211766,0.8238353,0.78663415,0.95385784,0.914383,1.1963806,1.0164002,1.0317461,0.75153434,0.75382406,1.0009536,0.7165684,0.95332855,0.9792811,0.8245832,0.81307274,1.1055002,0.71614146,0.8623792,1.1872857,0.8883204,0.8871349,1.2073878,0.81438935,0.80569863,1.1157814,0.9081252,1.034594,1.0063641,1.1680666,0.9551696,1.0191008,0.0,1.157555,1.058662,0.9930201,0.7530623,1.0139537,0.62444293,0.6896925,0.63696957,1.2807863,1.1184769,0.9748684,1.1061789,1.2085823,0.9270965,0.93999755,1.0495679,1.1322973,0.9652666,0.7825284,0.88719124,0.90649116,1.2912223,1.1387174,0.73876846,0.9188102,1.1127256,0.9714776,0.97396547,0.7102739,1.1964065,1.057987,1.1590767,0.6812939,1.1610472,1.007008,0.84014374,0.8732947,0.7555668,1.0150322,0.8618604,0.9612279,1.4032629,0.81293046,0.5425842,0.7979451,1.1750998,1.0436485,1.0316446,0.9601093,1.2306271,1.2793323,0.8032021,1.1807574
milk,0.9407759,1.0824282,1.18362,1.0147848,1.0228161,1.0742104,1.1189407,0.90077835,0.9107275,0.99178964,1.0096418,0.9201863,0.9445085,1.0021614,1.0101036,0.84580344,0.9371146,1.0610988,0.833925,1.2124144,0.96565664,1.0759413,0.9694524,1.0226804,1.0985287,0.9653066,0.97789407,0.99133664,0.9554539,0.96632147,0.991867,0.95977587,1.0860791,0.90126234,1.0199674,1.1580243,1.023321,0.99642634,0.9533642,1.0063547,0.97190946,1.1715866,1.0580381,1.0350426,1.0759478,1.088593,0.99086136,1.078939,1.0417893,0.8492767,1.1494929,1.1077234,0.9381294,0.82933784,1.0434914,0.9144969,1.0406574,1.0910169,1.0423452,0.79460835,1.0723029,1.040741,0.93994707,1.0543342,0.9660402,1.157555,0.0,0.976246,1.0091265,1.1498346,1.0579392,1.0890466,1.0174605,1.1595954,0.98375493,1.0591698,1.0806627,0.914426,0.91159046,1.1422846,1.1234883,1.0812061,0.95711493,1.0129606,1.172856,0.9932996,1.0195079,0.9357399,1.022926,1.1525342,1.0913833,1.0465286,1.0246993,1.063801,1.085272,0.94024396,0.9737683,1.0416961,1.1699264,0.97101563,1.0819163,1.0854322,1.0875814,1.071474,1.0724264,1.0809796,1.1045994,0.9072504,1.0708538,1.1890662,1.0810055,0.9850483,1.0620817,0.96516955,1.0281813,0.9468348,0.88837916,1.0091624,1.0204058
