,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
refrigerator,1.005614,1.1251595,1.4400604,0.9560272,1.4087429,1.3620939,1.3943216,0.87630427,0.56469274,0.85137874,1.1125615,0.7608716,0.90286344,0.89988655,0.8857032,1.0285093,1.1526271,1.1212028,0.7821168,1.3001614,0.5556332,0.8206479,1.1471999,0.9261763,0.6708213,1.2051375,0.92915237,0.66072416,1.1092134,0.45894152,0.75346065,0.93951535,0.87916034,1.0294414,1.328443,0.63051945,1.1395386,0.90254396,1.0400363,1.2389343,0.37625837,0.86063826,1.0867442,1.113064,1.2215915,0.8927951,1.062355,1.3527815,1.2658393,1.1320275,1.1658075,1.0736009,1.33729,0.545896,1.3219577,1.1722208,0.9979399,1.175606,1.0257046,1.0335133,1.3539596,1.1123431,0.6296188,0.85301787,1.0094427,0.8209381,1.1232568,0.6560428,1.0474621,0.9570569,1.1890066,0.78955615,1.0221648,1.0822953,1.3300492,1.1397544,1.3059404,1.154969,1.1739086,0.18459278,1.2432853,0.8855851,0.76365846,0.82968414,1.3312547,1.2284998,0.994277,1.0378593,1.1483849,1.0013448,1.1350299,1.1714753,1.2243835,1.143851,0.8749132,0.0,0.9932387,1.1611855,0.9738574,0.9211674,1.2358692,0.770023,1.1862049,0.9269692,1.113824,0.34913802,0.63684505,0.9415042,1.4077917,1.2880069,1.0475689,0.9537682,1.1084712,1.1666627,0.7759496,0.9314728,0.7284942,1.2572255,1.4151572,1.2834938,1.0922104,1.0793515,1.430083,0.76730824,0.8683121,0.7136147,1.4028721,0.5786774
rock,0.8982155,1.1922343,1.0949514,0.7489647,1.1037372,1.1063614,1.1859688,0.97088706,0.64839303,0.732833,1.1484007,0.5524165,0.8481125,0.78119326,0.81257474,1.0392472,1.3009746,1.1838256,0.9772151,1.1893024,1.066574,1.1399755,1.0899274,1.2601639,0.934277,1.0619988,0.8948456,1.0005214,1.2565439,0.7912993,0.9557277,0.92344165,0.8090775,1.032704,1.1975853,0.6232497,1.266146,1.1786467,1.10104,1.1811823,1.0916525,1.1411698,0.8996777,1.088645,0.99037725,0.6534669,0.9831373,1.111527,1.2441181,1.1883385,1.2527773,1.196604,1.182352,0.907517,1.159152,1.1984677,0.60441655,1.0511817,1.0090523,0.9391008,1.2488691,0.95590836,0.94236284,0.7424767,1.2164128,0.8375657,1.2674425,1.1171945,1.1907237,0.8834984,1.0230621,1.0352166,0.98867226,1.1458671,1.0930667,1.082971,1.1221788,1.1521888,0.9965437,1.0447737,1.1077176,0.8384409,0.9796603,0.8568264,1.1747271,1.1321982,1.0743489,1.0527728,1.1241994,1.0962658,1.2209861,1.0319706,1.2393141,1.2640746,1.1879691,0.9932387,0.0,1.1990297,1.0183197,0.85126084,1.2719893,0.7851542,1.0662996,1.0952668,1.3427793,0.8868383,0.8523776,0.6489293,1.234143,1.2699873,1.1107706,0.8408189,1.2888792,1.0460446,0.96335346,0.7652776,0.71231,1.2299379,1.170093,1.1805894,1.0245358,1.0684361,1.1627059,1.1513964,0.60308164,1.2435788,1.1920567,0.5721969
rooster,0.7513248,1.0726088,0.800432,0.9986113,0.85799885,0.9418608,0.82277757,1.3043551,1.1642622,1.1375738,1.0104479,1.2556422,0.98791414,1.1125562,1.2019573,0.98852414,0.96826607,1.071426,1.1297312,0.9420392,1.0923768,1.2155929,0.96947294,1.0000905,1.1676419,0.74424213,0.9058836,1.2389547,0.88851696,1.1303389,1.1070318,1.0721142,1.1392789,0.8234861,0.88182026,1.2005746,0.9905262,1.1566684,0.7638136,0.82032824,1.1200296,1.1247373,1.0539014,0.6519511,1.0287421,1.1032298,0.9638622,0.86648244,0.60038626,0.7973336,0.91936576,1.0537854,0.62627864,1.0579853,0.9461472,0.9997955,1.1016998,0.8492622,0.8180103,0.88863987,0.91975003,0.8180758,1.2811797,1.2019252,0.8715644,1.056858,1.0524681,1.0664907,0.93192375,0.8708954,1.0675246,1.1817343,1.0296041,1.0459684,0.84545845,1.2190723,0.95341843,0.84453684,1.1267922,1.214155,0.8621707,1.069197,1.0474669,0.9701713,0.8949444,0.95159507,1.1808442,1.212635,1.0454059,0.8452035,1.0574076,0.80812407,0.7941407,0.887995,1.1368537,1.1611855,1.1990297,0.0,0.91573924,0.9673327,1.0000176,1.0954709,1.0501,0.9992298,0.94663,1.2102376,1.1866326,1.1744264,0.9538007,0.8009968,1.0576535,0.9807858,1.0243447,0.84681785,1.0043124,1.0264914,1.1605327,1.1227425,0.8126788,0.948755,0.9748436,1.2630985,0.91721725,1.2212538,1.0539446,1.1179227,0.9212515,1.1331354
sandwich,0.6308142,1.084339,1.0901697,0.843846,1.1373848,1.1670926,0.91997236,1.1872149,0.72675574,0.7481462,1.0318701,0.74155277,0.7284221,0.7557795,1.021532,1.1127163,1.3133986,1.2566512,0.93642664,1.1739933,1.0443352,1.2317805,1.1754991,1.2508069,1.0554518,0.99081796,0.7436338,1.0016977,1.2720683,0.81233585,0.9168742,1.0701098,0.7288762,0.7198136,1.324516,0.83937204,1.3403668,1.1596309,0.6978749,0.8934525,1.025084,1.1409591,0.95522404,0.81692696,1.1494297,0.81374955,0.96592975,1.1312227,0.95291364,1.2297624,1.1203057,1.2620578,0.79505396,0.76934516,1.1793487,1.0513942,0.9314815,1.0146872,0.89896566,0.8556542,1.2080384,0.90764093,0.90577537,0.7652236,1.112915,0.72696483,1.3386778,1.1435143,1.3338041,0.9196557,1.0593406,1.0452355,0.6366348,1.1200564,1.2033069,1.084481,1.1877985,1.0912851,1.1904488,0.921033,0.8847875,0.7229882,0.74224997,0.8921701,1.33196,1.2835529,1.14974,1.0042417,1.0363246,1.1139326,1.2530564,0.97401685,1.090407,1.0973516,1.1552593,0.9738574,1.0183197,0.91573924,0.0,0.84045553,1.2723683,0.8523345,0.99778664,1.0030241,1.3671463,0.9108562,0.8359229,0.91293955,1.3037297,1.2758635,1.0190309,0.913937,1.3877567,0.9263429,0.80005395,0.93872356,0.72554004,1.2551007,1.229236,1.2656734,1.0623424,1.1091473,1.1490145,1.0175811,1.098407,1.2841028,1.2641852,0.8955178
sauce,0.86110604,1.140707,1.0809591,0.93303835,1.1398876,1.1078225,1.0367604,1.2214345,0.60775495,0.9281801,1.0800774,0.9205169,0.8406141,0.98892635,0.89253944,0.97711974,1.2961547,0.875317,0.949357,1.061968,1.0836949,0.9311756,1.1905183,1.2872066,1.1055355,1.1133941,0.92195594,1.2792747,1.11216,0.8650652,1.0017686,1.0026238,1.0386173,0.65120006,1.3286173,0.9559855,1.1720124,0.9460299,0.98675823,1.1185226,1.0991069,1.2032542,1.1058067,0.99268603,0.5867779,0.91610044,0.93959045,1.2207181,0.9093791,1.160915,1.2029676,1.0231619,1.0043628,0.6303581,1.2165265,1.144917,0.94019043,0.98022246,0.9902258,0.88697517,1.3197931,0.9996783,0.9030622,1.0025095,1.1718987,0.94593996,1.2103373,1.1617093,1.1777043,0.86578846,0.84537303,0.93394595,0.8649211,0.78339404,1.2197213,1.1239327,1.1864513,1.2284966,1.218511,0.99698967,1.1398711,0.91216874,0.98094845,0.82063985,1.2923691,1.2020689,0.90551114,1.1884359,0.8226752,1.1027489,0.9730076,1.0299047,1.018961,1.3033673,1.2360455,0.9211674,0.85126084,0.9673327,0.84045553,0.0,1.3699609,0.93450797,1.0573343,1.2090614,1.2567583,1.0070044,0.5601001,0.9033123,1.3530008,1.2203571,1.1505152,0.31283563,1.1181653,1.0035956,1.0086321,0.96387774,0.8518,0.996597,1.2683575,1.2813809,0.9192352,1.148567,1.1964089,0.7614988,1.0205112,1.2725736,1.3731325,0.9351958
scissors,1.37182,0.9805023,0.6676167,1.3864897,0.5485283,0.55948883,0.82483256,0.91702306,1.4507045,1.4678226,0.8751633,1.4567795,1.4291873,1.3942583,1.0847218,1.1648921,0.35930395,0.8327972,1.2845184,0.7495508,1.0129279,0.8482977,0.85083866,0.61076236,1.1653763,0.8577747,1.3081888,1.0711403,0.559114,1.3168015,1.1547215,0.9735584,1.3820035,1.3477846,0.37513798,1.4158807,0.44482863,0.9251244,1.2004721,1.0542055,1.0476375,0.8520911,1.1525221,0.97214615,0.9387539,1.2299197,1.1886804,0.679201,0.84443617,0.61390126,0.8540345,0.771557,1.0092497,1.3302174,0.63655514,0.9872264,1.2353044,0.9964698,1.1571829,1.2159879,0.48460555,1.1501663,1.1253178,1.3561358,0.6787394,1.3512632,0.52069354,0.8375723,0.52840745,1.063137,0.9531024,1.1753658,1.2832317,1.0185595,0.53145885,0.84606075,0.62014556,0.7388201,0.74843943,1.1564468,0.9133939,1.3848567,1.313225,1.407398,0.39381027,0.62368345,0.9556347,1.064362,1.0560478,0.8336432,0.8717709,1.0690669,0.80443764,0.6348611,0.7626785,1.2358692,1.2719893,1.0000176,1.2723683,1.3699609,0.0,1.4202213,1.0146828,0.9732361,0.37577367,1.2008955,1.3079228,1.2131035,0.44093245,0.4776922,1.0967559,1.3115816,0.51870406,1.0380373,1.2662725,1.3610091,1.4797208,0.72421664,0.55253386,0.5068028,0.9505301,0.8214593,0.5376814,1.1058573,1.1271633,0.6125785,0.38040596,1.3200197
shirt,0.7889127,0.9828412,1.2041913,0.36739492,1.3199348,1.3355584,1.3099949,1.2480446,0.7185001,0.43429017,1.0455096,0.47906363,0.47522795,0.3950938,0.9758306,1.1245719,1.4912803,1.4398551,0.9777605,1.4154364,1.0516694,1.3040818,1.1453887,1.3893988,0.8906889,1.0189971,0.8273238,0.8097339,1.5031812,0.70299894,0.9554703,0.9322139,0.46620762,0.9561294,1.4159688,0.665033,1.4961793,1.1847447,0.9304478,0.9961135,0.96566,1.3502619,0.5664483,0.94270545,1.282486,0.5550761,0.80623555,1.1199552,1.2108157,1.4141395,1.0870242,1.3844608,1.2032862,0.61275697,1.1166741,0.9401636,0.83718634,1.050278,0.67470133,0.6339098,1.267705,0.88295114,0.79122126,0.39388478,1.27523,0.33009976,1.5443932,1.1754634,1.507174,0.8256996,1.3169749,1.1107538,0.66511595,1.2397937,1.2482009,1.2813363,1.0705061,1.3179543,1.0409467,0.76661146,1.1046873,0.18194413,0.36287516,0.7034745,1.391852,1.3200252,1.2906787,1.1074934,1.1989143,1.3008307,1.4324558,1.1655141,1.3515453,1.2606113,1.3219767,0.770023,0.7851542,1.0954709,0.8523345,0.93450797,1.4202213,0.0,1.0319774,0.6621886,1.5390204,0.74158,0.905642,0.77673256,1.4205762,1.4651723,0.8392459,0.9546349,1.5695443,1.1946573,0.5734507,0.31410033,0.48762923,1.5089647,1.214485,1.3327925,1.0162355,1.2926646,1.4632547,1.134226,0.90258473,1.3918698,1.303181,0.7624156
shoe,0.921021,0.8604239,1.07371,1.0109351,1.0551718,1.0196882,0.989639,0.95022064,1.0669503,1.0308834,1.0266882,1.0382513,0.9168756,1.0009001,0.9789307,0.88747525,1.1302502,1.0546954,0.87175304,1.0032332,1.1003109,1.0662887,0.9423666,1.0831228,1.047715,1.0645334,1.0453875,1.0762889,1.1291707,1.1199758,1.1272817,0.8145138,1.0726829,0.79163253,1.0918533,1.0329448,1.1767093,0.9709348,0.9701089,0.9546702,1.1473954,0.9839245,1.0545424,0.995323,1.126676,1.0812154,0.9810426,1.0257788,1.0399663,1.0226318,0.72643524,0.8242315,0.9251988,1.0858355,0.98741347,0.66177726,1.002612,0.8944581,0.9830572,0.9253104,1.0407615,0.983813,1.0115974,0.9113227,1.1849605,0.97640306,0.9726636,1.1262586,1.1227951,0.9768659,1.0594971,0.9497615,0.8327053,0.9567678,1.1249064,0.89125776,0.9815458,1.130243,1.153848,1.1302878,1.0072645,0.9297963,0.9337366,0.9561891,1.1005872,0.97573483,1.072795,1.0613781,0.9683194,1.0308692,0.9465757,0.9293883,1.0639747,0.9463214,0.9895892,1.1862049,1.0662996,1.0501,0.99778664,1.0573343,1.0146828,1.0319774,0.0,1.1099958,1.0683787,1.1641607,1.0520816,1.0218254,0.93232286,1.0780838,0.77983654,0.9992401,1.0421249,0.97527784,0.74838614,1.028625,1.11253,0.978714,0.9807963,1.0052482,0.8767873,0.8824766,0.98621225,0.93731976,1.0617967,1.1265302,1.0346311,1.1832371
shorts,1.0588602,0.60839564,1.031995,0.856634,1.0718517,1.040586,1.1818253,1.1301872,1.1944262,0.937102,0.62250113,0.92007744,0.984989,0.7662029,1.1687009,1.362015,1.005184,1.1541617,1.1541147,1.1159519,0.8498207,1.2103059,1.0854441,0.8528836,0.97251254,0.6685128,1.0767918,0.6246401,1.1667625,1.0300975,1.0706078,1.0263165,0.7720101,1.1064885,0.95038486,1.1323252,1.0665246,1.1808476,1.0647273,1.0892892,0.8717574,0.945325,0.608914,0.5372396,1.1552162,0.7715372,1.0958098,0.6718254,0.96322536,1.3263769,0.6002766,1.2642876,1.3083757,0.9587037,0.81660306,0.79137325,1.1785095,1.1461794,0.726573,0.80676067,0.8066093,1.085859,0.94904566,0.82955587,0.88035893,0.6005485,1.174258,1.105363,1.163905,1.0334066,1.362647,1.2551315,0.87860894,1.2649598,0.92508775,1.1360532,0.7398277,0.7962233,0.7162424,0.7184427,1.030429,0.70164096,0.44157684,1.2223688,0.9819816,1.1103312,1.1940593,0.9680411,1.2929734,1.300796,1.3197879,1.2350165,1.0740756,0.97903335,1.0800717,0.9269692,1.0952668,0.9992298,1.0030241,1.2090614,0.9732361,0.6621886,1.1099958,0.0,0.9357226,0.88614774,1.2440315,1.0838671,0.876578,0.9763563,0.5578592,1.1978766,1.2143552,1.2938333,0.80104387,0.6454498,0.9786497,1.3284261,0.7722831,0.83872104,1.0670509,1.1703632,1.2989056,1.2779496,1.1240495,1.1235898,0.72658193,1.071869
shovel,1.4036024,0.91208416,0.7922045,1.4833887,0.7209499,0.76525927,0.79295194,0.8407153,1.4618208,1.5372276,0.8338977,1.5261892,1.6004543,1.4606162,1.1480685,1.2241948,0.31326866,0.5470197,1.2697265,0.6035217,0.853467,0.80278826,0.91583246,0.4895333,1.1344509,0.9557342,1.3071315,0.97183293,0.42415035,1.3315659,1.079259,1.142133,1.417984,1.2310035,0.4021349,1.4864599,0.33391386,0.8093221,1.220215,1.1549135,0.9013527,0.7310113,1.2433896,0.9679442,0.84540147,1.3085833,1.244344,0.7555889,0.80373186,0.6180178,0.77424073,0.5001431,1.0343884,1.3688303,0.6689055,1.018952,1.3879106,1.2073479,1.142069,1.3739055,0.5396762,1.2072812,1.1229267,1.4508622,0.63831973,1.4260601,0.28382158,0.74066633,0.35492498,1.1951432,0.9331897,1.1190101,1.4595048,0.9225276,0.6073934,0.8312306,0.6897584,0.6282433,0.7897304,1.0786477,1.037462,1.5571623,1.3317862,1.5274065,0.419263,0.63193494,0.77045083,0.92367566,0.985416,0.8083816,0.6614851,1.0858636,0.7142383,0.59376717,0.66278255,1.113824,1.3427793,0.94663,1.3671463,1.2567583,0.37577367,1.5390204,1.0683787,0.9357226,0.0,1.1338103,1.2671678,1.3659722,0.34822428,0.32405114,1.0101396,1.190683,0.21300733,0.9935562,1.328743,1.4246361,1.516448,0.61122143,0.6098052,0.5261058,1.0704987,0.82518816,0.75226885,0.99598384,1.1802644,0.4940402,0.43612927,1.2962949
shower,0.9401663,1.1955053,1.2836641,0.9103092,1.2949916,1.2977192,1.291079,0.9583333,0.5759346,0.7048273,1.0503167,0.6301193,0.93156546,0.7797148,0.88927615,1.1437178,1.1820931,1.2393426,0.90184164,1.3269241,0.5315342,1.0299938,1.1245431,1.0466193,0.6954435,1.2060983,0.92854697,0.6366898,1.1194057,0.38809192,0.81812066,1.0040627,0.7208878,1.0889947,1.1831726,0.6090802,1.1747504,1.0654968,1.093005,1.301792,0.41615152,0.94139284,0.95346576,1.1273544,1.2703797,0.7423655,1.0747094,1.265232,1.2697452,1.2262344,1.2413075,1.2042791,1.2726874,0.7479272,1.2137108,1.2832468,0.8778126,1.236296,1.0324138,1.0588999,1.2572478,1.0564141,0.6883097,0.70825607,1.1639702,0.7060395,1.1860809,0.7508832,0.9924798,0.9079304,1.2324474,0.9407024,1.058047,1.204561,1.1763315,1.2264847,1.2515318,1.1312416,1.0424662,0.5223967,1.1071396,0.84206766,0.7341658,0.89189667,1.2002356,1.1193465,1.1399084,1.0163206,1.2247276,1.1121691,1.2488083,1.1633993,1.3409197,1.1310264,0.97275347,0.34913802,0.8868383,1.2102376,0.9108562,1.0070044,1.2008955,0.74158,1.1641607,0.88614774,1.1338103,0.0,0.7460299,0.81685513,1.317625,1.2346525,1.1127416,1.0413237,1.1963946,1.1725925,0.8067618,0.88646704,0.5951739,1.2976971,1.3538945,1.2317185,1.0628722,1.1912999,1.3435752,1.0150079,0.8323629,0.8065156,1.2734845,0.55956674
sink,0.91577625,1.2283204,1.2806394,0.8821569,1.2804451,1.2413262,1.200717,1.0236461,0.13220572,0.7966927,1.218937,0.7524841,0.86786234,0.9563454,0.88009953,0.94102323,1.3165987,0.94293517,0.8655229,1.2017424,0.9326274,0.86999345,1.2208314,1.2656426,0.9760322,1.2329681,0.83344126,1.0691453,1.1767207,0.672736,0.8778723,0.894639,0.929072,0.888534,1.3587356,0.66838735,1.1960107,0.71788466,0.9582781,1.1110898,0.9327125,1.0899483,1.1130134,1.1855379,0.95688426,0.9970879,0.9903809,1.3160746,1.1711917,1.1244893,1.3142102,0.9962473,1.1451266,0.67611206,1.2908441,1.2026304,0.8257323,1.0642278,1.0672104,0.978445,1.3695507,1.0455067,0.56363297,0.91442716,1.2499944,0.9605656,1.2001724,1.0467237,1.1544075,0.94190574,0.9909385,0.7805803,0.9530476,0.9110632,1.2895186,1.0720468,1.2940321,1.2550325,1.2469436,0.7226371,1.1455038,0.93480605,1.0174571,0.76225203,1.3227515,1.1733351,0.99645174,1.1013323,0.93423295,1.0582607,0.96566725,1.0705254,1.1799572,1.266565,1.0966164,0.63684505,0.8523776,1.1866326,0.8359229,0.5601001,1.3079228,0.905642,1.0520816,1.2440315,1.2671678,0.7460299,0.0,0.85270303,1.4127967,1.3337234,1.2069095,0.6434275,1.118683,1.0515912,0.94796544,1.0093213,0.69215316,1.0583091,1.3659905,1.3568943,0.9696928,1.0611693,1.2047098,0.61810654,0.9403056,1.0923457,1.408573,0.7735691
slide,0.7139025,1.1539462,1.2025281,0.7965588,1.2084268,1.1122372,1.0974718,1.0515621,0.66914076,0.68608797,1.1348857,0.5214828,0.6710956,0.6845002,0.59700805,0.8933096,1.3881354,1.3112247,0.87276506,1.2900708,0.997791,0.97600675,1.0686985,1.336921,0.8294169,1.1836485,0.9525311,0.81255645,1.4615824,0.87534875,0.849471,0.78458583,0.7081777,1.0700547,1.2874501,0.482355,1.3455864,1.018408,1.0831084,1.0313693,1.112603,1.1734384,0.7948185,1.2307998,1.1035324,0.6728991,0.896188,1.2494005,1.1073644,1.3692088,1.2141713,1.1864631,1.0922105,0.85786295,1.2835608,1.0445814,0.41887778,0.9085069,1.1237469,0.96122545,1.2752823,0.95169723,0.75590384,0.67235523,1.2470398,0.7327932,1.2647393,1.1032813,1.3518645,0.86970526,0.9707759,1.0417584,0.786628,1.2068002,1.3054568,1.0471882,1.2262924,1.3500046,1.1007802,0.9173445,1.1030091,0.6823988,0.8537377,0.75266004,1.2834154,1.1889396,1.1529028,1.1338017,1.1573441,1.2273273,1.2441902,1.0197779,1.3952414,1.2605102,1.2428001,0.9415042,0.6489293,1.1744264,0.91293955,0.9033123,1.2131035,0.77673256,1.0218254,1.0838671,1.3659722,0.81685513,0.85270303,0.0,1.3919963,1.2762975,1.0074277,0.8875893,1.2712216,1.0666434,0.8159031,0.76119334,0.60274667,1.2855809,1.3468759,1.2462751,0.960336,1.0569443,0.9012697,0.9692494,0.8673114,1.1714346,1.3128847,0.7387842
slipper,1.3882068,0.7081976,0.48708016,1.3021215,0.51400125,0.6320154,0.720051,1.0081714,1.5322608,1.4296021,0.69067913,1.4592748,1.4954971,1.3515582,1.2322537,1.1932023,0.34449303,0.60674644,1.3741617,0.5881121,1.2080648,1.0008632,1.0061661,0.5264462,1.2318885,0.7143402,1.3066795,1.1492124,0.42638928,1.4210699,1.2093768,1.2456611,1.3260012,1.2689896,0.22545522,1.5786228,0.3611508,1.003999,1.2331839,1.0930995,1.1206253,0.84261584,1.1075116,0.89061797,0.7787173,1.2701957,1.2211796,0.4662993,0.7002009,0.7929543,0.67398834,0.7983599,1.0299428,1.4905949,0.45659304,0.8926823,1.3087828,1.0653881,1.0740587,1.1750426,0.34735948,1.1929098,1.328218,1.4030013,0.7108877,1.3710439,0.52125645,1.0661664,0.48705035,1.2802496,0.92549527,1.2307897,1.3704643,1.0566059,0.26308042,0.7608868,0.47879785,0.51403385,0.5901603,1.3291347,0.9120435,1.3936311,1.3238902,1.5072577,0.2182551,0.6113227,0.834326,0.8449089,0.9990763,0.97606546,0.7575348,1.1037476,0.6787255,0.76975536,0.7818109,1.4077917,1.234143,0.9538007,1.3037297,1.3530008,0.44093245,1.4205762,0.93232286,0.876578,0.34822428,1.317625,1.4127967,1.3919963,0.0,0.3713897,0.7794858,1.3402348,0.52236855,1.1006981,1.3808029,1.2649895,1.4916598,0.5280268,0.2868451,0.35154414,1.0355254,0.83384824,0.6393715,1.1625205,1.2892637,0.80327266,0.18929571,1.4323864
soap,1.2834216,1.0477446,0.4745965,1.391489,0.48709118,0.63610685,0.53688747,0.9688367,1.4743781,1.4670238,0.9428492,1.4670403,1.5033151,1.3922874,1.292124,1.1733968,0.24436635,0.6057092,1.2564948,0.5143329,1.0887053,0.8617823,0.96785975,0.50119966,1.2308409,0.8765443,1.3440866,1.1828536,0.4037034,1.3617322,1.1984279,1.206378,1.3715652,1.1339294,0.35199445,1.4779394,0.289962,0.91463614,1.2454062,1.1389343,1.0811619,0.84319687,1.1499223,0.9720104,0.76339346,1.3153512,1.1792227,0.7607565,0.6632918,0.63928676,0.8752923,0.8377013,0.8604417,1.4447201,0.67240953,1.079764,1.2599337,1.1017964,1.133969,1.3777761,0.5103963,1.1764042,1.2710876,1.4208909,0.61106503,1.36095,0.45489764,0.88394207,0.42204607,1.2150254,0.7683772,1.1837668,1.3876672,0.9296146,0.51400447,0.8975799,0.72856396,0.66316104,0.7691712,1.2949829,0.83082855,1.4352891,1.2964187,1.4267905,0.39963746,0.6865692,0.86386657,0.9871998,0.9293768,0.82040715,0.6568196,1.0605787,0.7184104,0.76423067,0.77489626,1.2880069,1.2699873,0.8009968,1.2758635,1.2203571,0.4776922,1.4651723,1.0780838,0.9763563,0.32405114,1.2346525,1.3337234,1.2762975,0.3713897,0.0,1.0930623,1.1326602,0.4908284,1.0006082,1.3942988,1.3900524,1.4889354,0.50995433,0.600819,0.5653682,1.1477556,0.9181262,0.58238184,1.108794,1.1315418,0.7168272,0.4471982,1.3193908
sock,0.97614217,0.38269818,1.1649262,0.83938754,1.1824564,1.0656683,0.99671847,1.1073554,1.2074691,0.9061183,0.7400435,0.9719528,0.82509315,0.723116,1.0527471,1.1683513,1.1215583,1.1453137,1.1291263,1.1434048,0.9828748,0.98998433,1.0659885,0.9155047,0.99835837,0.6331601,1.1306769,0.72526306,1.2102866,1.1953667,1.1673604,0.9104674,0.782912,0.92586863,1.0358084,1.1512932,1.1305895,1.1204932,1.0683542,0.9996208,0.9969212,1.0735774,0.75562924,0.7964267,1.0177068,0.91350365,1.1636064,0.6886198,0.8724492,1.2858222,0.40098715,0.9997165,1.1435568,1.0794449,1.0046076,0.27425218,1.1477556,0.9930373,0.9616918,0.6836038,1.0235486,1.1315581,1.0277559,0.8257931,1.0629869,0.7267517,1.0983876,1.2345014,1.2215416,1.1522671,1.1849167,1.0711012,0.63079727,1.2480319,1.1247785,0.6419061,0.7931465,1.0165493,0.8777652,0.9382159,1.1770045,0.74719465,0.6407046,1.1435264,1.0592664,1.0028318,0.9474849,0.67335975,1.182431,1.2396598,1.2159078,1.1494957,1.0462382,1.051085,1.1565549,1.0475689,1.1107706,1.0576535,1.0190309,1.1505152,1.0967559,0.8392459,0.77983654,0.5578592,1.0101396,1.1127416,1.2069095,1.0074277,0.7794858,1.0930623,0.0,1.174841,1.0964675,1.1538026,0.76672506,0.6951568,1.1145302,1.1686721,0.7463099,0.8207512,0.8322691,0.6862353,1.1805542,1.0937464,1.1667371,1.118158,0.92223,1.2535489
soup,0.8868364,1.11581,1.0770065,0.91745365,1.1193151,1.133379,0.9794861,1.2105486,0.7189349,0.9783986,1.2416499,1.013176,0.8109914,0.99105114,0.89896584,0.96552503,1.264874,0.74088806,0.96139187,0.8097702,1.142159,0.9842372,1.1111078,1.3415303,1.2197685,1.1798905,0.9913838,1.287617,1.139322,0.9639833,1.047226,0.9910688,1.0782131,0.7107023,1.3075423,0.9802093,1.1567298,0.79791874,1.0558388,1.0934147,1.1788373,1.3026574,1.0233508,1.0417305,0.6282134,0.9257739,0.9071531,1.265779,0.95871747,1.109652,1.1677513,1.0159079,1.0230395,0.78977007,1.2284065,1.0895314,0.9831719,1.0085897,1.0041432,0.94936377,1.2924066,1.0103308,0.945222,1.0383226,1.1892622,1.0010881,1.1778419,1.1897795,1.2062595,0.9142636,0.7306683,0.8719581,0.884268,0.55733037,1.2226588,1.1038427,1.2408603,1.2476691,1.2202231,0.984856,1.1580559,0.90420496,1.025695,0.7968387,1.2924469,1.1833622,0.8657907,1.1789517,0.74398685,1.0716447,0.7206712,0.9974181,0.9869007,1.2709789,1.1954155,0.9537682,0.8408189,0.9807858,0.913937,0.31283563,1.3115816,0.9546349,0.9992401,1.1978766,1.190683,1.0413237,0.6434275,0.8875893,1.3402348,1.1326602,1.174841,0.0,1.0506178,1.0344048,1.0618091,0.9505233,0.9287774,0.95929074,1.2839804,1.2654583,0.9793648,1.1200371,1.1593575,0.77415174,0.9499391,1.290112,1.3551159,0.99667805
