,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
chair,1.0574293,0.8911305,1.353668,0.9811611,1.2800133,1.1627543,1.3254333,0.70509845,0.9647246,0.7386928,0.86294645,0.60331374,1.0385758,0.70981526,0.95013696,1.0985355,1.0929762,1.1896507,0.8552957,1.2364482,0.61813974,0.866987,1.063351,0.80687463,0.63852,1.0943617,1.0029851,0.0,1.290143,0.7320992,0.68065095,0.90391856,0.5177223,1.1618193,1.2263315,0.65189356,1.1401234,0.9879963,1.0734171,1.1506273,0.68137294,0.7347709,0.90959626,1.0181766,1.28114,0.88505244,1.1261455,1.1541808,1.3210524,1.2219365,0.887933,1.0869747,1.3370546,0.9042499,1.1911907,0.89857364,1.0151122,1.2081782,1.0056849,1.0682054,1.0823133,1.1123248,0.72475874,0.75156295,0.9230453,0.7092196,1.0751556,0.65005296,1.0707365,0.99571043,1.2665826,0.9754366,0.9461906,1.2642577,1.2749248,0.9528386,1.1378418,1.0842874,0.9658507,0.57725805,1.213373,0.88394487,0.6465823,1.0497304,1.2266679,1.2132719,1.0880435,0.72095263,1.2710745,1.1075366,1.2423981,1.1381878,1.1824341,0.8703891,0.92746437,0.66072416,1.0005214,1.2389547,1.0016977,1.2792747,1.0711403,0.8097339,1.0762889,0.6246401,0.97183293,0.6366898,1.0691453,0.81255645,1.1492124,1.1828536,0.72526306,1.287617,1.1013072,1.1779511,0.63713557,0.89324087,0.68706214,1.2684126,1.2160153,1.2027991,1.1917691,0.9257229,1.2701377,0.99205977,0.98512226,0.77045006,1.1314807,0.80910623
clock,1.4029638,0.9681594,0.60912275,1.4464828,0.58194226,0.68741834,0.82531166,0.9136405,1.3573785,1.5194323,0.9747246,1.5602207,1.5189815,1.5250019,1.1579411,1.0645076,0.3207925,0.5878069,1.2130101,0.6719193,1.04454,0.8160526,0.9425192,0.5337022,1.2361915,0.9249997,1.2476139,1.290143,0.0,1.1812501,1.1686406,1.2254497,1.5067539,1.2113616,0.4698509,1.4906116,0.3017956,0.9266674,1.2109363,1.0476379,0.8195135,0.79718685,1.2894986,0.98495877,0.70880735,1.3599594,1.1586201,0.78434634,0.9121748,0.50465035,0.9758434,0.7255517,0.9401305,1.325774,0.6999922,1.2033217,1.311544,1.105851,1.1135038,1.3141264,0.5899162,1.1410836,1.3339231,1.5605671,0.7456025,1.5454547,0.49823278,0.7553352,0.21999776,1.2465758,0.75296915,0.9642711,1.4918457,0.91476405,0.509879,0.92052805,0.70779335,0.52830607,0.8037939,1.2609398,0.8873775,1.5600615,1.4641603,1.3453116,0.5004465,0.68534154,0.7123488,0.93981624,0.9307276,0.71636325,0.63867366,1.0022675,0.6147227,0.67727995,0.68595725,1.1092134,1.2565439,0.88851696,1.2720683,1.11216,0.559114,1.5031812,1.1291707,1.1667625,0.42415035,1.1194057,1.1767207,1.4615824,0.42638928,0.4037034,1.2102866,1.139322,0.4865061,0.950691,1.5060382,1.3921025,1.5312172,0.41413182,0.61987895,0.6398449,1.0770932,0.9096408,0.68706554,1.0092542,1.1157968,0.5682,0.54775757,1.1961359
closet,0.87571067,1.2398131,1.2709894,0.8252785,1.2909435,1.3216555,1.3634112,0.89565617,0.46489167,0.5930804,1.1357718,0.61347175,0.8511853,0.7280133,0.9003438,1.0370765,1.2870086,1.283955,0.75811213,1.3661478,0.68657875,1.0240355,1.1785244,1.1182233,0.74132395,1.2287965,0.80831075,0.7320992,1.1812501,0.0,0.8306089,0.9639078,0.712906,0.9430253,1.3505584,0.46469373,1.2966696,1.183842,0.9555448,1.2227571,0.459014,0.93853843,0.999793,1.1046329,1.2126567,0.7531894,0.96453065,1.3148694,1.3293352,1.1940602,1.3812621,1.2984747,1.2270408,0.6603799,1.2400413,1.3783107,0.85455686,1.1657727,0.90221643,1.0145565,1.3103316,0.9913215,0.77467984,0.6857856,1.1436716,0.73218083,1.3175234,0.6979877,1.1455595,0.8236128,1.2069407,0.94222146,1.0076909,1.1500406,1.2363862,1.2508488,1.2927362,1.1615744,1.1042852,0.6386758,1.1203946,0.7972126,0.77879876,0.7285433,1.34676,1.2656522,1.1795532,1.0370657,1.1976368,1.1014137,1.275449,1.1070523,1.3090495,1.1468259,1.0443226,0.45894152,0.7912993,1.1303389,0.81233585,0.8650652,1.3168015,0.70299894,1.1199758,1.0300975,1.3315659,0.38809192,0.672736,0.87534875,1.4210699,1.3617322,1.1953667,0.9639833,1.3507032,1.13502,0.7317256,0.88566226,0.56240773,1.2869109,1.3862317,1.3572228,1.1179644,1.2267476,1.3656545,1.0460885,0.7993978,0.9476528,1.3623483,0.5562397
coffee,1.0376055,1.1028728,1.3153446,0.99626875,1.2413713,1.1814069,1.2824997,0.8499268,0.8169221,0.8819393,1.0284027,0.6801511,0.94645375,0.9867558,0.92566854,0.8742015,1.0930468,1.0267733,0.8019191,1.1271322,0.9156527,0.89779204,0.9973774,1.027326,0.7942903,1.3522683,0.77423143,0.68065095,1.1686406,0.8306089,0.0,1.0483079,0.74804986,1.1453164,1.2540646,0.7654965,1.0260488,0.89287525,0.8451618,1.0182114,0.8422098,0.9622503,1.0433118,1.2398729,1.1572267,0.9012233,0.95009124,1.3627996,1.2523665,0.94330233,1.1814265,1.1026384,1.0862856,0.8022711,1.2970707,1.1630608,0.8460994,1.079573,1.1532433,1.1078153,1.1864464,1.089025,0.88672596,0.91976494,0.95763713,0.9581782,1.088359,0.8586582,1.0339702,0.8816594,1.0840061,0.9349349,1.0293673,0.9850055,1.2008008,1.0513096,1.34457,1.0935991,1.1488191,0.7707909,1.0718044,0.9995678,0.99628735,0.8651039,1.2118552,1.1482781,0.8762062,0.9190568,0.99831027,0.870346,1.0692115,1.0682937,1.0850556,0.95212716,0.95434123,0.75346065,0.9557277,1.1070318,0.9168742,1.0017686,1.1547215,0.9554703,1.1272817,1.0706078,1.079259,0.81812066,0.8778723,0.849471,1.2093768,1.1984279,1.1673604,1.047226,1.047194,0.924465,1.0077355,1.055376,0.55394393,1.1095842,1.3331218,1.2414453,1.1013505,1.05005,1.132655,0.8590705,0.9431725,0.90097016,1.3306258,0.74984473
comb,0.94687593,1.0749302,1.2035913,0.947872,1.1886197,1.1054295,1.099492,0.7906349,0.90378743,0.95764923,1.0838342,0.8275597,0.811513,0.9519509,0.8991573,0.8982239,1.2155302,1.2602695,0.9145869,1.1856818,0.84606004,0.89173186,0.96582025,1.1739314,1.0141058,0.98054874,1.0577943,0.90391856,1.2254497,0.9639078,1.0483079,0.0,1.0041771,0.78935754,1.10005,0.8078526,1.2080741,1.0727026,1.0480735,1.1061031,1.059697,0.9888686,1.0354817,0.98933405,1.1464227,0.89684254,1.0876005,1.0792376,1.0346872,1.1251074,0.9934409,0.8285302,1.0928305,0.83453023,1.195133,0.82945955,0.88879764,0.76044095,0.979461,0.8444929,1.1443267,0.98289347,0.866802,0.8643922,1.1884995,0.926105,1.0166423,1.004537,1.1948903,0.94982594,1.0532495,0.9320281,0.6260811,1.0577202,1.202104,0.92510796,1.0871366,1.1728911,1.0885892,0.9756065,1.1522309,0.89157486,0.979606,0.8617955,1.115344,0.9249505,1.1611147,1.1108732,1.0141654,1.1262553,1.1596892,0.9981454,1.1086093,1.0986639,1.0779248,0.93951535,0.92344165,1.0721142,1.0701098,1.0026238,0.9735584,0.9322139,0.8145138,1.0263165,1.142133,1.0040627,0.894639,0.78458583,1.2456611,1.206378,0.9104674,0.9910688,1.0825467,1.1998128,0.74995255,0.96661043,0.901854,1.226517,1.1277707,1.063903,0.70846087,0.877064,1.0092738,0.96033007,1.0028944,1.0137492,1.1485971,1.0425357
couch,0.80803585,0.9512751,1.2330303,0.48563367,1.2583625,1.2699053,1.2512939,1.1322252,0.728148,0.27598137,0.97998476,0.2566023,0.68736607,0.38595533,1.0500989,1.0686269,1.3767288,1.3864537,0.89219403,1.371526,0.9656368,1.1901345,1.187968,1.1924256,0.7939973,1.071412,0.83129376,0.5177223,1.5067539,0.712906,0.74804986,1.0041771,0.0,0.9763069,1.3537067,0.6369579,1.4018695,1.206135,0.89607275,0.9991214,0.9305651,1.1790557,0.67910266,1.0237522,1.2842958,0.74361724,0.9167236,1.1567901,1.2207524,1.3658216,0.9861356,1.3919774,1.211178,0.7960784,1.2021836,0.8947897,0.79304385,1.0352416,0.86439,0.7995735,1.2710742,0.9992738,0.7678201,0.4578743,1.1653094,0.42061996,1.4768448,1.054423,1.4279244,0.9375333,1.3313413,1.0565027,0.7273405,1.2890419,1.2372458,1.186615,1.2559786,1.2200559,1.0524061,0.8344834,1.0612708,0.49075234,0.5186718,0.8146293,1.3468411,1.2832108,1.2257055,0.8104264,1.1818161,1.2399095,1.4135754,1.1631119,1.337122,1.1734995,1.220763,0.87916034,0.8090775,1.1392789,0.7288762,1.0386173,1.3820035,0.46620762,1.0726829,0.7720101,1.417984,0.7208878,0.929072,0.7081777,1.3260012,1.3715652,0.782912,1.0782131,1.5350236,1.1576074,0.6005187,0.6006231,0.3705936,1.4090672,1.1881777,1.3181884,1.0757923,1.1900426,1.3308067,1.1723719,0.968686,1.2492125,1.3108758,0.7502718
cracker,0.69315714,1.00353,1.1422381,0.9280561,1.23876,1.2546903,0.8174954,1.0337912,0.91045934,0.93026334,1.0598984,0.9982734,0.78034294,0.9491591,1.1283937,0.9743722,1.3110224,1.1618459,0.890408,0.9550788,1.0169675,1.164553,1.1370497,1.258795,1.0796614,0.93340826,0.9859379,1.1618193,1.2113616,0.9430253,1.1453164,0.78935754,0.9763069,0.0,1.2760901,0.997737,1.3026261,1.0601832,0.9278817,0.91724426,1.0766791,1.0532932,1.0635957,0.89341503,1.0309129,0.97069585,1.008875,1.0281222,0.83481157,1.057911,0.94871175,0.97043914,0.8111056,0.83500314,1.1477265,0.86371166,1.0731277,0.93427086,0.91441864,0.8185326,1.2660604,0.9319898,1.0636717,0.91604847,1.1610205,0.8985679,1.1086973,1.1245501,1.2599597,0.9109357,0.9756089,0.97144514,0.64127785,0.7626102,1.2461698,0.9887044,1.0797629,1.2003454,1.2138295,1.07079,1.037851,0.9031244,0.86093426,0.8572639,1.2936224,1.1353757,1.0485824,1.0652636,0.7385011,1.0108634,0.9309021,0.94002753,0.86042655,1.134863,1.2195537,1.0294414,1.032704,0.8234861,0.7198136,0.65120006,1.3477846,0.9561294,0.79163253,1.1064885,1.2310035,1.0889947,0.888534,1.0700547,1.2689896,1.1339294,0.92586863,0.7107023,1.1759417,0.9709909,0.8443224,0.9617917,0.98538494,1.1223795,1.1161417,1.150255,0.84119046,0.98935974,1.244303,0.9623427,1.0734954,1.2463187,1.2634659,1.0800581
crayon,1.3347456,1.0360421,0.454121,1.2710297,0.49568272,0.6154311,0.7212354,1.1073198,1.4441721,1.435571,0.7221402,1.437766,1.4261031,1.3737814,1.2838099,1.1735182,0.38620216,0.75623786,1.3756804,0.69873357,1.0675824,1.0277199,0.98153126,0.6139433,1.2231662,0.6089102,1.3369036,1.2263315,0.4698509,1.3505584,1.2540646,1.10005,1.3537067,1.2760901,0.0,1.4906554,0.40051043,1.0668526,1.2891752,1.1676462,1.1097593,0.83891654,1.1108313,0.85263497,0.83959424,1.2712164,1.2050325,0.46682036,0.5527818,0.82612205,0.84016347,0.7881893,1.0194592,1.4170511,0.48259044,1.0614685,1.1996843,0.9662021,1.0855612,1.177339,0.4239657,1.1144433,1.2732204,1.3919227,0.8201154,1.3636792,0.53139716,0.9931544,0.43709254,1.257375,1.0232424,1.237365,1.4069623,1.1160287,0.19829679,0.93270296,0.48454028,0.5419968,0.5512792,1.3291198,0.84131664,1.3896812,1.3608797,1.4157774,0.035475135,0.28279728,1.0383073,1.034562,1.0668771,0.98812276,0.8588693,1.0383725,0.79249966,0.94673365,0.8665186,1.328443,1.1975853,0.88182026,1.324516,1.3286173,0.37513798,1.4159688,1.0918533,0.95038486,0.4021349,1.1831726,1.3587356,1.2874501,0.22545522,0.35199445,1.0358084,1.3075423,0.5775972,1.144837,1.3500195,1.2817163,1.4420766,0.6954643,0.38001692,0.21285224,0.7613977,0.9865097,0.58640355,1.263636,1.1976897,0.736207,0.21986055,1.3076941
crib,0.59389627,1.3544213,1.4033976,0.76434076,1.3814547,1.341263,1.3250045,0.64844275,0.4035858,0.48805624,1.2516834,0.41498572,0.6142062,0.5749746,0.76037145,0.768335,1.4814932,1.3070625,0.53068566,1.3965912,0.8673417,0.9825775,1.2223438,1.2174473,0.6465442,1.376693,0.7488195,0.65189356,1.4906116,0.46469373,0.7654965,0.8078526,0.6369579,0.997737,1.4906554,0.0,1.4510081,1.0240513,0.8898454,1.1000427,0.94049656,0.96742797,0.9278124,1.2363975,1.3136039,0.6218533,0.8810972,1.4955935,1.3754821,1.3238125,1.3525531,1.2625583,1.1181724,0.532793,1.4115595,1.2028424,0.48867077,0.9561689,1.1014571,1.0503777,1.4479578,0.9420826,0.6666151,0.563592,1.1779358,0.7029963,1.3955932,0.80925214,1.3782697,0.8028385,1.1577036,0.89817405,0.84911245,1.1675801,1.423922,1.1589694,1.4919143,1.3582579,1.2233945,0.64499515,1.0485525,0.66875243,0.8458712,0.53483075,1.475663,1.3626876,1.2228632,1.096923,1.1178457,1.161943,1.2444499,1.056835,1.4290788,1.2199893,1.0691445,0.63051945,0.6232497,1.2005746,0.83937204,0.9559855,1.4158807,0.665033,1.0329448,1.1323252,1.4864599,0.6090802,0.66838735,0.482355,1.5786228,1.4779394,1.1512932,0.9802093,1.433954,1.0878471,0.57854617,0.81540674,0.40604615,1.3114324,1.5833021,1.4539722,1.1598685,1.1285154,1.2042999,0.91087633,0.83041316,1.1077213,1.5152864,0.51482534
cup,1.4783101,1.0174348,0.62825173,1.4457381,0.54501015,0.63549995,0.8246089,0.8495984,1.4106522,1.53059,0.98919016,1.4813561,1.5499349,1.5104548,1.2210584,1.0955743,0.09696394,0.5028182,1.13797,0.6509471,1.0247194,0.5072802,0.9499195,0.39270175,1.2047135,0.99927706,1.3065326,1.1401234,0.3017956,1.2966696,1.0260488,1.2080741,1.4018695,1.3026261,0.40051043,1.4510081,0.0,0.8075403,1.2480596,1.1048607,0.96786135,0.86314017,1.254004,1.1346732,0.6576361,1.3362021,1.2104127,0.84990114,0.9221649,0.5107066,0.9463279,0.8602178,1.068063,1.2912091,0.72135574,1.1425798,1.2947146,1.1019244,1.2225301,1.4227705,0.48336285,1.2408981,1.2420018,1.499054,0.5213887,1.4452322,0.5222138,0.7618932,0.27869165,1.2259579,0.79023683,0.9460756,1.3949533,0.8750881,0.44908917,0.87487215,0.75714016,0.6535257,0.7615793,1.1993371,0.9496113,1.5333749,1.3948812,1.3956128,0.4239413,0.72458756,0.6953947,0.95494366,0.96961236,0.7063482,0.68515116,1.0941112,0.7156887,0.6776798,0.7355155,1.1395386,1.266146,0.9905262,1.3403668,1.1720124,0.44482863,1.4961793,1.1767093,1.0665246,0.33391386,1.1747504,1.1960107,1.3455864,0.3611508,0.289962,1.1305895,1.1567298,0.4658835,0.9883781,1.4783102,1.4886901,1.4588838,0.41552377,0.6420027,0.65480787,1.1536188,0.8644181,0.5479958,0.9869709,1.1515071,0.5334809,0.4728257,1.284608
dish,1.1793064,0.9961667,1.1016691,1.2266268,1.0756552,1.0117413,1.035285,0.7844702,0.92285484,1.2141654,1.0431612,1.1924984,1.1553667,1.1907758,0.97197014,0.9841086,0.91535264,0.5283973,0.9638478,0.6802518,1.0378278,0.7771757,1.0111831,0.87495756,1.016905,1.2063341,1.0948327,0.9879963,0.9266674,1.183842,0.89287525,1.0727026,1.206135,1.0601832,1.0668526,1.0240513,0.8075403,0.0,1.0439087,0.9755379,1.0612272,0.8479086,1.1234518,1.2539098,0.9701576,1.208427,1.0813719,1.1461504,1.0962132,0.8840899,1.0793569,0.781189,1.0979719,1.0706584,1.0796071,1.0120664,1.071535,1.1436696,1.2403276,1.2120154,1.0778209,1.0373651,0.8160038,1.1882228,0.8611529,1.2551371,0.83297765,0.9770916,0.9161744,1.1189053,0.83637065,0.89817524,1.1846876,0.60785174,1.1233935,0.86059946,1.047718,1.1034526,1.107214,0.83667785,1.0685018,1.1959082,1.184736,1.1445626,1.0591658,1.0727476,0.8491473,0.95627415,0.7283859,0.94663024,0.50653434,0.9951634,0.9244616,0.9833186,0.86281043,0.90254396,1.1786467,1.1566684,1.1596309,0.9460299,0.9251244,1.1847447,0.9709348,1.1808476,0.8093221,1.0654968,0.71788466,1.018408,1.003999,0.91463614,1.1204932,0.79791874,0.7277262,0.94334704,1.159685,1.2247005,1.1586087,0.6692499,1.1284297,1.0801563,1.1256233,0.848627,0.9543636,0.40136963,1.0729218,0.8624246,1.0870185,1.1452793
dog,0.7604159,1.0744889,1.1529807,0.94106275,1.1402273,1.1476045,0.98700327,1.1198058,0.83014506,0.8866513,1.1200314,0.96658164,0.88221663,0.9508151,1.0449107,0.9049308,1.1952484,1.1539359,0.9379203,1.1140766,1.0363537,1.1859529,0.97176564,1.2144797,0.9781361,1.1762465,0.15963691,1.0734171,1.2109363,0.9555448,0.8451618,1.0480735,0.89607275,0.9278817,1.2891752,0.8898454,1.2480596,1.0439087,0.0,0.771677,1.0415787,1.1506579,1.0335779,0.9978585,1.1700035,0.9984257,0.75773716,1.2405816,0.9556161,0.9767787,1.1132578,1.101847,0.7366118,0.9482729,1.0989814,1.0323075,0.96898824,0.9559301,0.88623935,0.98964685,1.0824788,0.7539072,0.9988669,0.94968045,1.060333,0.8986525,1.1580534,1.0108355,1.2193372,0.97661716,1.035866,0.9794971,0.9441069,1.001984,1.2046067,1.1216778,1.2433902,1.0380713,1.3045708,1.0238625,0.85645473,0.97802025,0.93264914,0.8796937,1.2792288,1.2148328,1.055019,1.088534,0.933746,0.92069215,1.1463794,0.82753897,1.0348665,0.8440862,1.044992,1.0400363,1.10104,0.7638136,0.6978749,0.98675823,1.2004721,0.9304478,0.9701089,1.0647273,1.220215,1.093005,0.9582781,1.0831084,1.2331839,1.2454062,1.0683542,1.0558388,1.155341,0.7451166,0.8982917,1.0088042,0.8631319,1.1493695,1.2073374,1.2699754,1.1072254,1.1008629,1.1089706,1.0190319,1.0061297,1.0674067,1.2046204,0.7899929
doll,0.8983923,0.9085472,0.996939,1.0432705,1.0002676,0.9646744,0.8389192,1.049155,1.175288,1.0662663,1.0572946,1.1383816,0.8887688,1.1224773,1.0505826,0.77379763,1.0459287,1.0811896,0.9787198,0.94317526,1.2113754,1.1035949,0.8153876,1.110691,1.0241923,0.9244456,0.99921256,1.1506273,1.0476379,1.2227571,1.0182114,1.1061031,0.9991214,0.91724426,1.1676462,1.1000427,1.1048607,0.9755379,0.771677,0.0,1.1791811,1.0259848,0.8592236,0.97525793,1.1021241,1.2061303,0.701893,0.95994693,1.0497332,0.9073032,0.96017087,1.0527816,0.64888865,1.2012808,0.99883145,0.8681381,0.9824537,0.8453331,0.95559037,0.8788245,0.97557557,0.84119564,1.143552,1.1427709,1.0036607,1.0977582,1.0732812,1.104824,1.1486019,1.008205,0.936626,0.97648066,0.82305086,0.85396576,1.1029488,0.9753892,0.96587723,1.0276383,1.1458673,1.1874508,0.70463204,0.982028,1.0417674,0.95751315,1.1804037,1.063197,1.0052778,1.0271982,0.8210372,0.94800407,0.94554067,0.7807488,0.83484983,0.9280454,1.0015218,1.2389343,1.1811823,0.82032824,0.8934525,1.1185226,1.0542055,0.9961135,0.9546702,1.0892892,1.1549135,1.301792,1.1110898,1.0313693,1.0930995,1.1389343,0.9996208,1.0934147,1.0863525,0.7154735,1.0227959,1.0204115,1.0950992,0.94557357,0.9260226,1.1146436,1.0070338,0.96397233,0.7783475,0.9864558,1.0885965,1.0788943,1.0584393,1.1486509
door,1.1973708,0.94235253,1.2199683,1.1544896,1.2106757,1.198883,1.2182326,0.86033463,0.8935278,0.99670786,0.8996834,0.96843874,1.1115793,1.0264852,0.9895997,1.1209247,0.9493222,1.090388,0.9315685,1.1537445,0.4470657,0.9501644,0.9959436,0.82353544,0.7815108,1.098235,0.9737271,0.68137294,0.8195135,0.459014,0.8422098,1.059697,0.9305651,1.0766791,1.1097593,0.94049656,0.96786135,1.0612272,1.0415787,1.1791811,0.0,0.8528856,1.0893683,1.0388862,1.174531,1.0701661,1.0900682,1.1363147,1.243846,0.9679717,1.0138588,1.0879763,1.2396078,0.93854344,1.0986243,1.1907007,1.112497,1.2628878,1.0013694,1.098415,1.1380572,1.1176697,0.94166434,1.0312433,0.9152322,0.99845076,1.0375693,0.60528195,0.8096935,1.0768311,1.1418462,0.8861472,1.1284357,1.0769197,1.1024468,1.0557196,1.116727,0.9037432,0.9650969,0.61621034,1.1288178,1.073697,0.85279685,1.0564113,1.1413745,1.0793213,0.9424922,0.7882267,1.1318696,0.92213035,1.0720818,1.106006,1.0242394,0.9064555,0.9068579,0.37625837,1.0916525,1.1200296,1.025084,1.0991069,1.0476375,0.96566,1.1473954,0.8717574,0.9013527,0.41615152,0.9327125,1.112603,1.1206253,1.0811619,0.9969212,1.1788373,1.0118802,1.059869,0.99669814,1.0647172,0.97297996,1.1418558,1.1654462,1.1133085,1.1106187,0.9818387,1.2672726,1.0542027,0.8800471,0.6181133,1.1682835,0.67977846
drawer,1.1594027,1.0621974,1.0425929,1.3163712,0.99047583,0.90213835,1.1216055,0.42417818,1.1353012,1.264461,0.7982428,1.11583,1.3292413,1.2466655,0.95628756,0.87110454,0.8295946,0.780764,0.75485593,0.86185426,0.8196566,0.85126173,0.9541526,0.54535073,0.864277,0.96411437,1.1953478,0.7347709,0.79718685,0.93853843,0.9622503,0.9888686,1.1790557,1.0532932,0.83891654,0.96742797,0.86314017,0.8479086,1.1506579,1.0259848,0.8528856,0.0,1.1696334,0.96875465,1.071761,1.2921684,1.183085,0.981977,1.0794773,0.9621924,0.9227342,0.6557808,1.1033663,1.181194,1.0018198,1.0761448,1.1460891,0.9840688,1.1995413,1.2066673,0.96943974,1.1579027,1.0578982,1.2659101,0.8027463,1.3099216,0.6276359,0.8061339,0.8081621,1.0539501,1.1028302,0.9049712,1.2861136,0.9631665,1.027901,0.9186467,0.8802115,0.8265505,0.9274032,0.75795543,0.98696846,1.3573074,1.2179239,1.1814673,0.8543121,0.8387551,1.0009017,0.8910413,0.9271865,1.0031188,0.7932162,1.0195843,0.89483327,0.88594466,0.47496223,0.86063826,1.1411698,1.1247373,1.1409591,1.2032542,0.8520911,1.3502619,0.9839245,0.945325,0.7310113,0.94139284,1.0899483,1.1734384,0.84261584,0.84319687,1.0735774,1.3026574,0.7672634,1.0292379,0.9686478,1.2984935,1.1768727,0.78196084,1.0090451,0.8513297,1.0326171,0.902226,0.92115957,0.706476,1.1404004,0.7004374,0.84458286,1.1114635
dress,0.82583576,0.8001898,1.0276122,0.6493955,1.13214,1.1229101,1.0425708,1.1819398,1.0096135,0.76621616,0.9003659,0.7545309,0.7316556,0.70983315,1.0065352,1.1170781,1.238991,1.2943119,1.1072598,1.172394,1.1294434,1.2837139,1.0987701,1.191154,0.98617977,0.87901187,1.0035824,0.90959626,1.2894986,0.999793,1.0433118,1.0354817,0.67910266,1.0635957,1.1108313,0.9278124,1.254004,1.1234518,1.0335779,0.8592236,1.0893683,1.1696334,0.0,0.87013966,1.2326361,0.70204383,0.9045122,0.8817064,1.0273514,1.2614537,0.8797442,1.303808,1.0641246,1.0045432,0.93024176,0.8779217,0.8615317,1.0486339,0.8340926,0.8253707,1.0158741,0.92176366,0.9644496,0.694104,1.08687,0.621667,1.3224659,1.2121723,1.2863321,0.97179484,1.1397716,1.1945043,0.88970447,1.2094358,1.0645525,1.107335,0.88100797,1.0996579,0.8946413,0.9838791,0.91818625,0.5984214,0.66378343,0.97623515,1.1290176,1.1215544,1.1681387,1.040213,1.1546882,1.1858864,1.2648753,1.0679466,1.2365508,1.1681265,1.2439588,1.0867442,0.8996777,1.0539014,0.95522404,1.1058067,1.1525221,0.5664483,1.0545424,0.608914,1.2433896,0.95346576,1.1130134,0.7948185,1.1075116,1.1499223,0.75562924,1.0233508,1.3287588,1.1557063,0.83049214,0.6045107,0.8520593,1.2795179,0.99110216,0.990059,1.0020624,1.1385117,1.1406686,1.1917313,0.98307914,1.2500113,0.9996766,0.9260127
ear,0.9167041,0.8684372,0.83375055,1.0025663,0.90640926,0.9109013,0.96592927,1.2628627,1.1810908,1.1250995,0.68355435,1.1599997,1.0538533,1.0208317,1.2160331,1.2579167,1.095335,1.0812962,1.187483,0.9788785,1.0340621,1.3583946,1.136921,0.9657562,1.126609,0.42682445,1.1006227,1.0181766,0.98495877,1.1046329,1.2398729,0.98933405,1.0237522,0.89341503,0.85263497,1.2363975,1.1346732,1.2539098,0.9978585,0.97525793,1.0388862,0.96875465,0.87013966,0.0,0.94942576,1.0139545,1.0062332,0.538495,0.6742047,1.2482901,0.6418675,1.1319535,1.02227,0.9634722,0.68648964,0.87902343,1.1381879,0.9356898,0.53579646,0.6993476,0.7729633,0.98375857,1.1540269,1.1121371,0.94456244,0.91650754,1.2044718,1.2198724,1.1393813,1.0598743,1.2440945,1.2320999,0.83538145,1.154609,0.782834,1.202611,0.62872297,0.7091022,0.86749804,1.0193616,0.92008567,0.9240867,0.810012,1.1630039,0.91942346,0.9716605,1.2132688,1.1783087,1.1508884,1.2546947,1.2113649,1.0234207,0.81325895,1.1264356,1.1498911,1.113064,1.088645,0.6519511,0.81692696,0.99268603,0.97214615,0.94270545,0.995323,0.5372396,0.9679442,1.1273544,1.1855379,1.2307998,0.89061797,0.9720104,0.7964267,1.0417305,1.2478125,1.1699661,0.8966855,0.88445294,1.1252875,1.2300239,0.63583416,0.71922076,0.8676864,1.2716825,1.1533611,1.3136959,1.1485745,1.2487808,0.7319867,1.1460798
