,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
grass,0.9630686,1.1654762,0.8265859,0.84792817,1.0963541,1.0980234,1.2127912,0.906229,0.6767907,0.58499765,1.2614685,0.6488334,0.67957306,0.5631952,0.8541266,1.1326212,0.8535381,1.2584828,1.1687781,0.7644471,1.1506399,1.2400466,0.99875593,1.371908,1.010618,0.9193835,1.1274053,1.1110568,0.9718338,1.0469475,0.99400425,1.0268981,0.7516258,1.006109,1.216191,0.65758556,1.2879708,1.0250627,1.1191083,1.1634009,1.2462798,1.0644414,1.1044112,1.2303352,0.91941315,1.0780481,1.1511638,1.0258942,1.2575356,1.1906055,1.1461016,0.9221165,1.1798009,1.1527864,0.0,1.097381,0.9970777,1.0162461,0.8682863,1.3117495,0.7149099,1.0958772,0.41871107,1.1892464,1.1744134,1.2619371,1.105866,1.0397387,0.93639094,1.0642638,0.88665545,1.2484863,1.1282656,1.1726389,1.2008374,1.1486784,1.1847507,1.157252,0.98715854,1.110176,0.78170663,0.98592097,0.733342,1.1972569,1.2375822,1.2451949,1.2773173,0.94891787,0.9893621,0.8553038,1.2247652,0.87150604,0.8617854,1.2635769,1.1293339,0.98665214,0.85477513,1.0945405,0.82986045,1.1261619,0.87974364,1.0521381,0.7416297,1.2952261,0.729682,1.189924,1.0527952,1.0944246,1.1334443,1.1489849,0.88876307,0.7662064,0.5492305,1.2985265,1.1786959,1.2337211,0.7587532,1.2269821,1.2039973,0.64908236,0.8479061,1.2146182,1.1929698,0.8279133
gum,0.9697155,0.7151526,1.070317,1.2263489,0.77624947,0.64063936,0.7632799,0.9747972,1.2570027,1.3427625,0.8706045,1.1920271,1.0629404,1.1792283,1.1555066,0.90755814,0.79918563,0.76998246,0.9367134,1.0384995,0.9718665,0.71558535,0.93223435,0.8383008,1.0684448,1.2824711,1.1554886,0.8114901,1.3817582,1.0636876,0.9485259,0.84240425,1.2876841,0.8076379,0.63542885,1.1315775,0.9079064,1.2181897,1.0424689,1.2515252,0.8651445,1.1564579,0.7921427,0.925984,1.0284045,0.72379893,0.6095252,1.1403226,0.9424564,1.0465313,0.59225065,1.1506588,0.891594,0.71726286,1.097381,0.0,1.0623941,1.0866926,0.91814023,0.8466386,1.2667139,0.9300092,1.2023187,0.9238776,1.1547812,0.8655828,0.92215985,1.1581898,0.80668026,0.964244,0.91284037,0.99124354,0.955391,0.7469175,0.8077558,0.8295733,0.83139324,0.91574705,1.1338463,0.8668345,1.2538238,1.1235585,0.95806885,0.704128,0.6843105,0.74963444,1.0592209,1.0947305,1.1879292,1.1115623,0.9097229,1.1263341,1.2690232,0.97031194,1.0408378,1.0459927,1.2190669,1.0167227,1.1854976,1.0651507,1.2994785,1.0093708,0.9864525,0.79862773,1.0940934,0.92834175,1.0234976,1.1042737,1.1547365,0.8929122,1.1327639,1.2662967,1.2287651,0.78669536,0.6834744,0.8771213,0.88902384,0.7801627,0.6072248,1.1039376,1.2022046,1.1076825,0.7647385,1.2343884
hair,0.85282964,1.1019688,0.9746101,0.81705976,1.191212,1.0886077,1.0297911,1.2003682,0.9768395,0.8864461,1.0884094,0.8802896,0.8254274,0.8072703,0.97735584,1.0351375,1.0449765,1.2592697,1.3463383,0.9729329,1.2819824,1.2613678,0.8956096,1.0519459,1.1212937,0.8870449,0.9935926,1.1637076,0.937428,1.0281144,0.9790385,1.1405066,0.9278594,0.9375657,1.1579658,1.0053617,1.3399835,0.9408659,1.0213606,1.1046562,1.1360427,0.7313305,0.6857876,0.8935347,0.5787655,0.81805646,1.1295911,1.014649,1.0863142,1.3023815,1.1288753,0.989689,0.6439524,0.739925,0.9970777,1.0623941,0.0,1.2016944,0.7003429,0.8074244,0.81940114,0.9174833,0.8631815,1.236538,1.3043215,1.2205617,1.0216882,1.2021099,0.99447894,1.1882815,0.8136444,1.1789707,1.1954309,1.0276492,1.0917699,0.8523723,0.9244901,1.145506,0.91753834,1.0357327,0.75169593,0.62314975,0.93847466,1.0859159,1.1224437,0.89101017,1.0585169,1.1716729,1.0362035,1.1609192,0.9869443,0.97411287,0.8896496,1.0409106,1.1815832,1.0379292,0.53321207,1.2236495,0.82649857,1.1290646,0.89838344,1.094574,1.131346,1.1753964,0.92476714,1.2655401,1.1828684,1.1928945,1.2840132,1.1289417,1.0839739,0.7962924,0.8382563,1.2491347,0.76546335,0.9869685,0.9236562,1.0552901,1.3386803,1.0931677,1.0162003,1.1446366,0.92024094,0.8894951
hamburger,1.1784081,0.95586264,0.48828483,1.2355428,0.8826363,1.061836,1.0691917,1.0730267,1.208368,1.1815423,1.1024996,1.2544789,1.0930744,1.1452403,1.197339,1.0280684,0.9141022,0.9424946,0.5935742,1.1173316,0.4164319,1.0555677,1.0666237,1.1646746,1.1131146,1.0782956,1.2146693,0.96366256,1.1749007,0.99309975,1.2555193,0.9175619,1.205157,0.84423304,1.0585564,1.210629,0.8131275,1.0087796,0.97154856,1.1271157,1.1334066,1.2842977,1.1152545,0.948959,1.0597997,1.1673014,1.13795,0.95621717,1.0013376,0.7610404,0.9933361,1.022353,1.1060886,1.3125997,1.0162461,1.0866926,1.2016944,0.0,1.2373726,1.0942266,1.1801834,0.9543175,1.0804412,0.877,0.96215636,1.069203,1.0932788,0.68159664,0.9752524,0.88447016,1.2340537,0.90876585,0.5240988,1.0728346,1.2579,1.1930199,1.0656809,0.8783073,1.1148583,0.9553897,1.2829001,1.3138384,1.076292,1.1526754,1.0441031,1.0523181,1.144842,0.38692927,0.93120015,0.52786833,0.9613261,1.2028599,1.2041464,1.0662844,0.6665228,1.061724,1.2785294,0.9025471,1.1796415,0.94664437,1.1453505,1.1079766,1.0893775,0.9810946,1.1317995,0.91799307,1.0668373,0.6670805,0.705371,0.84607434,1.0926142,1.0468284,1.172035,0.8376342,1.1654339,0.98333436,1.0932493,1.2420303,0.8930883,0.6341417,0.9778045,1.0455723,1.0901915,1.1619291
hand,0.87036496,1.2256037,0.91265416,0.5263496,1.3205945,1.1647764,1.1553661,1.1382743,0.94920385,0.89576006,1.2680042,0.79085433,0.6081817,0.91004616,1.0852983,0.97320455,0.9586182,1.3806846,1.3336833,0.9561641,1.2978268,1.2925365,0.98750114,1.2613487,1.236027,1.0311292,1.109452,1.1322453,1.0468599,0.97739637,0.9228114,1.095473,0.98624146,0.75523627,1.2878726,0.93366975,1.4349308,1.07668,0.83590895,1.1036569,1.1760762,0.69281745,0.709829,1.0459673,0.9413338,0.3942752,1.225131,1.0669035,0.9055301,1.3015807,1.1893902,0.87161326,0.912256,0.6465251,0.8682863,0.91814023,0.7003429,1.2373726,0.0,1.2135149,0.90547144,0.9960618,0.7032676,1.2016708,1.3136511,1.3642137,0.6120385,1.0819582,0.9889705,1.1758351,0.5087156,1.2433715,1.2472577,1.1495671,1.0880194,0.78325975,0.7513693,1.300751,0.9673619,1.1910377,0.6360815,0.6879107,0.75323045,1.1189417,1.166252,0.9826749,1.1620134,1.0711262,1.1250168,1.0596992,0.74697137,0.7975744,0.91277814,1.2438409,1.1506411,0.997069,0.60062456,1.1920574,0.6038066,1.1216507,0.92451173,1.2221327,1.040461,1.2857598,1.0173751,1.3635517,0.83846253,1.1982014,1.1881187,1.0147482,1.0086546,0.9011048,0.8076865,1.3587899,0.6872753,0.9429687,0.67269003,1.0965436,1.4126076,0.92587423,1.0447855,1.2392489,0.99333555,0.96797323
hat,1.341859,0.55355585,1.2704511,1.3166158,0.57477695,0.70700943,0.8114386,1.2607768,1.4822934,1.4061223,0.50321865,1.438098,1.3888699,1.180325,0.977359,1.0503407,1.1510178,0.35802847,0.88116825,1.3125434,0.9931708,0.78328246,1.1048403,0.543831,1.1147286,1.2266247,1.0881996,0.9092026,1.2050312,1.3025144,1.106606,1.0064354,1.2937932,1.2334713,0.2766438,1.5034459,0.42988896,1.1193963,0.96884567,1.1013263,0.8085995,1.0345985,0.75871867,0.6881567,0.984729,0.68791246,0.6853546,1.102504,0.6207992,0.7459147,0.7753117,1.4040071,0.38672203,0.84406847,1.3117495,0.8466386,0.8074244,1.0942266,1.2135149,0.0,1.2851888,1.1864426,1.3588933,0.6982474,0.9285564,0.5642619,1.0727894,1.1254765,1.1972857,1.0366532,1.2615768,0.8363096,0.91092634,0.23771977,0.9613399,0.5608954,0.89955133,0.5270814,1.4024568,1.0150746,1.3859272,1.2529017,1.3938704,0.40781343,0.33309484,0.82027566,0.7812293,1.2245593,1.1066084,1.3064786,0.7978436,1.3255727,1.4366744,0.74483734,1.1237687,1.1200305,1.2853463,0.6879046,1.2939693,0.9329357,1.3897427,0.9465379,1.227355,0.24966621,1.2154917,0.58174384,1.0748637,1.0087485,0.93267584,0.7849597,1.2087595,1.2185365,1.4747069,0.5552529,0.4253037,0.8277912,1.3823574,0.9309777,0.47440636,1.4808717,1.164052,0.84661895,0.25580335,1.3504369
jacket,0.7878765,1.3097973,0.9506779,0.7555338,1.3035364,1.2580733,1.2524228,0.9401586,0.69924986,0.43382937,1.2004161,0.5837574,0.5635264,0.71468335,0.8161529,1.0556653,0.94608575,1.3599229,1.3615181,0.7684845,1.3505851,1.2868931,0.9809943,1.2771461,0.81699026,0.7894037,0.84400994,1.1506525,0.8108826,0.9328075,1.0125055,1.1947882,0.67644715,1.1065344,1.3569734,0.6352757,1.4302138,0.94043475,0.9404836,1.0303224,1.1147875,0.7296336,1.0395749,1.1584662,0.77796334,1.1126596,1.2428602,1.1229715,1.293884,1.3582261,1.2172475,0.9192831,1.1096414,0.87388253,0.7149099,1.2667139,0.81940114,1.1801834,0.90547144,1.2851888,0.0,0.9956245,0.46424264,1.3633238,1.2152674,1.3556905,1.1270206,1.1833564,1.0326698,1.2531712,0.74618447,1.1901052,1.2324297,1.2907894,1.0275825,1.2049601,1.1636941,1.2847743,0.75971997,1.0482777,0.44645125,0.54032314,0.7498789,1.3162203,1.4078155,1.1541901,1.1196642,1.1842345,1.1096982,1.0508015,1.2078497,0.4433223,0.6757912,1.2030207,1.2236421,0.92838866,0.46003276,1.2254312,0.5991893,1.1446465,0.68177164,1.0864788,0.9364239,1.4063601,0.74975485,1.3782352,1.065466,1.2292483,1.2803798,1.2639627,0.49476123,0.5091788,0.53001285,1.3542881,1.2083112,1.1838899,0.8620926,1.0000181,1.3432622,0.83586216,0.9129636,1.098386,1.251581,0.7878916
jar,0.81780267,0.93512446,0.7928791,1.0889118,0.9897314,0.97101825,0.8802718,0.971535,0.9156746,1.0099632,1.1671188,0.863711,1.0145243,1.1169801,1.1700251,1.1227502,0.99219126,0.9793665,1.0601084,0.84049827,0.9714796,0.81651306,0.9828937,1.0469394,1.0166141,1.0363318,0.90798724,0.93589383,0.8239145,0.86374855,1.0574708,0.9802147,0.9858635,0.8608041,1.2292885,0.8967986,1.0333322,1.0289198,1.0339191,0.98825365,1.0902121,1.0107859,1.0545807,1.0578038,0.9069898,1.1558013,1.1388204,0.75719476,1.1970336,1.2047035,1.0372877,0.7238783,1.182786,1.0884084,1.0958772,0.9300092,0.9174833,0.9543175,0.9960618,1.1864426,0.9956245,0.0,1.0224085,1.2165391,1.0075215,1.0840068,1.1434841,1.0639689,0.8400566,1.0217252,0.9874598,1.0276937,0.9994785,1.2454015,1.0597361,1.1879737,1.068602,1.141011,0.7604275,0.98079884,0.949759,0.83252513,0.96592784,1.2389677,1.2378743,0.78178203,1.2084405,0.9608465,0.864201,0.9684783,1.0048404,0.89913887,0.8154234,1.1800071,0.9223059,1.0610077,0.9180831,1.1516713,0.94622314,1.0240403,0.85397685,0.9998456,0.99358964,1.2551795,0.9257467,1.1664637,1.0808889,1.0227416,1.1810553,0.92918485,1.0546377,1.0208175,0.9134078,1.1275623,1.1947603,1.0552201,0.9439341,1.0339737,1.0560441,0.90330017,1.0371574,1.0504135,1.2437791,0.87467605
jeans,0.93227553,1.2876616,0.8318393,0.6188581,1.2648759,1.2420865,1.2706193,1.0239743,0.7418363,0.56459206,1.2234668,0.58729815,0.47235078,0.6353709,0.86111224,0.9847808,0.94891083,1.3748401,1.2308187,0.82890713,1.2630743,1.2998369,0.96735114,1.3191583,1.0655973,0.9239751,1.0412954,1.1722317,0.95950216,0.99843943,0.98905414,1.074868,0.78972447,1.015304,1.3690708,0.7379557,1.3852402,1.0494279,1.03095,1.180036,1.2338688,0.6939049,0.97662467,1.150811,0.91232944,0.99117106,1.2687931,1.1476364,1.1657364,1.3002422,1.3056673,0.859337,1.1285049,0.86730516,0.41871107,1.2023187,0.8631815,1.0804412,0.7032676,1.3588933,0.46424264,1.0224085,0.0,1.282388,1.3379036,1.3813643,0.98472095,1.1279478,0.93798804,1.1783599,0.7254757,1.262377,1.2000792,1.2828522,1.1137139,1.0954025,1.0949011,1.2312319,0.88118744,1.1509955,0.4740187,0.52944595,0.7253598,1.2766937,1.3462187,1.2005062,1.1683569,1.0613459,1.1438179,0.86168325,1.1433789,0.631732,0.7965469,1.3237637,1.1671664,1.067567,0.48847383,1.2481632,0.36267114,1.2468321,0.8579194,1.1250951,0.89934844,1.4190896,0.80841815,1.2937124,0.9775135,1.1939783,1.1897357,1.1983956,0.7504505,0.72570693,0.59879935,1.3690412,1.1210591,1.1840405,0.888112,1.0974882,1.4286418,0.70619607,0.99260056,1.3216829,1.2122173,0.88601005
knife,1.3861005,0.850325,1.1336169,1.183402,0.8667945,1.048034,0.8138666,1.0596827,1.2459965,1.4547462,0.5577497,1.402268,1.4643286,1.2271018,1.1630204,0.88117856,1.0490236,0.49939436,0.5811167,1.2983197,0.679378,0.80855566,1.1352546,0.6712688,0.92718416,1.3155522,1.1397667,1.0898507,1.3021011,1.1641687,0.9465447,0.9898905,1.371395,1.069904,0.43081236,1.4115231,0.52977794,1.2095646,1.1889204,0.9732172,0.79778934,1.1851362,1.1064445,0.98642164,1.2502449,0.85833037,0.8371365,1.0358785,0.6797422,0.15936333,0.9672468,1.2361404,0.8095921,1.2118452,1.1892464,0.9238776,1.236538,0.877,1.2016708,0.6982474,1.3633238,1.2165391,1.282388,0.0,0.7163585,0.5045344,0.8257044,0.7463352,1.3377714,0.8434233,1.4642483,0.88550323,0.99513435,0.6012683,0.9861911,0.74577916,1.0562983,0.8085693,1.2141409,1.1487546,1.4384259,1.5098388,1.2207756,0.39634734,0.42588496,1.0739924,0.77538514,0.76489353,1.041758,0.8940402,0.88572776,1.3537974,1.2524477,0.8863699,0.9042685,0.89962304,1.4410566,0.7377633,1.2981017,0.6236844,1.3156023,0.61759096,1.0611224,0.49440336,1.1784146,0.53445846,0.94005704,0.7932786,0.26963377,0.84943676,1.1678641,1.2745448,1.4726318,0.6977197,0.80541384,0.90641004,1.1807343,0.982866,0.7085481,1.1177934,1.1165246,0.66624033,0.6177657,1.2662145
ladder,1.25427,1.0186133,1.1557853,1.208175,0.94264835,1.0316817,0.99963397,0.6750372,0.9996637,1.1730186,0.865643,1.1174235,1.3973796,1.1890588,1.122064,1.0543743,1.0596216,0.67902076,0.8399594,1.0857766,0.8410511,0.69441867,1.189744,0.71473634,0.74720854,1.1173329,0.8242873,0.9241557,0.76895636,0.9509023,0.9215329,0.99034196,1.006173,1.1610118,0.8690039,0.8917422,0.66047406,1.0195866,1.0384374,0.58160496,0.8004813,1.199188,1.2157556,1.0389085,1.244057,1.1759003,1.0823386,0.8177653,0.7513869,0.5769225,1.042107,1.0085652,1.1498206,1.3632048,1.1744134,1.1547812,1.3043215,0.96215636,1.3136511,0.9285564,1.2152674,1.0075215,1.3379036,0.7163585,0.0,0.6186807,1.0634106,0.9284494,1.1891255,0.8726967,1.3973407,0.7942628,1.0293694,1.025536,0.9688483,1.103859,1.133874,0.9674432,0.9527107,1.1127179,1.3016617,1.3122418,1.2251707,1.0065978,0.9144579,1.1388324,0.94211847,0.987034,0.7104327,1.0563445,1.0816631,1.1295422,0.94574404,0.89004356,0.9456896,0.97365177,1.3133805,0.74728715,1.3390998,0.8112011,0.8776252,0.85369635,0.9096819,0.8553765,1.0617094,0.7688836,0.90643096,0.8402902,0.68807614,0.9038857,0.9675816,1.1528285,1.1326792,0.9077709,1.1672459,1.0533485,1.1827978,0.9746282,0.76448953,1.1401707,0.9017819,0.5823311,0.98758674,0.8601227
lamp,1.3703516,0.7564733,1.2638781,1.2879937,0.72653204,0.8455829,0.9025553,1.0603783,1.0641563,1.3853346,0.5408331,1.2961035,1.541704,1.268297,1.0042428,0.9933326,1.2073916,0.40352798,0.8183074,1.3119867,0.9348608,0.6308535,1.1327295,0.43801117,0.8874459,1.241825,0.9532204,0.8947474,1.0454406,1.1588762,0.9823948,1.0334952,1.2418839,1.3949827,0.419096,1.3250625,0.45127147,1.1724098,1.2814505,0.6899439,0.68084514,1.089121,1.0295434,0.9303275,1.2067734,0.9650244,0.7024572,1.0002594,0.8110934,0.5434974,0.87523067,1.0915678,0.84473664,1.2361891,1.2619371,0.8655828,1.2205617,1.069203,1.3642137,0.5642619,1.3556905,1.0840068,1.3813643,0.5045344,0.6186807,0.0,0.96807164,1.0907321,1.2295939,0.77800024,1.5177271,0.86135155,1.0365279,0.5354559,0.80042875,0.7552108,0.96137273,0.72350186,1.0260457,1.0676645,1.4539418,1.3329973,1.3122497,0.4872809,0.52025807,0.98761094,0.7530621,1.1590374,0.93411964,1.2313554,0.9581523,1.3361285,1.046802,0.84451514,1.0287248,1.1091989,1.3710265,0.804249,1.3903356,0.7850262,1.107543,0.5108342,1.1142949,0.46584988,1.1094489,0.43750924,0.9882575,0.96115243,0.73390806,0.9378898,1.1901374,1.2783568,1.3836744,0.61598,0.80468875,0.82521486,1.2472361,0.8085968,0.6297526,1.4046324,1.0304188,0.6742308,0.5955781,1.034108
leg,1.1409981,1.0688736,1.0524265,0.8119611,1.121986,1.0654842,1.094625,1.146415,1.120575,1.140002,1.0160131,1.032631,0.99547726,1.1453717,1.1497141,0.7771907,1.1010637,1.0772811,1.0096493,1.1698349,1.0068945,1.0177171,1.0877807,0.96853554,1.2829928,1.1719095,1.08889,1.0630604,1.1992162,1.132812,1.0111653,0.9503103,1.1991465,0.9470244,0.9737524,1.219528,1.1376562,1.1165142,0.85368955,0.9724594,0.9774206,0.77393055,0.80300915,0.8545234,1.2052802,0.5304156,1.0393836,1.1126578,0.77386725,0.93754107,0.9872988,1.2114664,0.95632297,0.8398465,1.105866,0.92215985,1.0216882,1.0932788,0.6120385,1.0727894,1.1270206,1.1434841,0.98472095,0.8257044,1.0634106,0.96807164,0.0,0.9280226,1.0746801,0.89180124,0.85837716,1.091536,1.0429914,0.99204445,0.83825064,0.6799314,0.7942401,1.0466044,1.1890972,1.1882443,0.966218,0.9939915,1.068081,0.85905695,0.85407084,1.0208694,0.76352364,0.99193627,1.0872232,1.0911794,0.67699546,0.9979175,1.1657227,1.0463723,1.0204345,1.0238683,1.0348394,1.0471212,0.86121744,0.95564437,1.1895666,1.111605,0.9500082,1.005587,1.2215598,1.0437511,0.64861923,1.023506,0.8931526,0.937329,1.0657301,1.0866622,1.2219472,1.0964261,0.71375304,0.78627634,0.9311091,0.8578793,1.1145878,1.1699207,1.0626944,1.0439637,0.84286714,1.1392448
meat,0.99964684,1.0984046,0.93996286,1.0488538,1.1321356,1.1910396,0.9283774,0.9171544,1.1569254,1.208216,1.0518823,1.2073447,1.1278518,1.141742,1.1624866,0.95763004,1.0500914,1.0482286,0.6408179,1.080968,0.5148151,1.0394164,0.98804647,1.0941774,1.0310036,1.1129816,1.1059642,1.0951653,1.1352992,0.9245502,0.9295466,0.92143166,1.2408433,0.85994416,1.0714691,1.1276712,0.9437058,1.0676584,0.9602695,1.034958,1.0362256,1.1241555,1.1767,1.1393988,1.1715525,1.0933625,1.0808843,0.8619467,0.957111,0.6728192,1.0040668,1.0968043,1.109001,1.1828917,1.0397387,1.1581898,1.2021099,0.68159664,1.0819582,1.1254765,1.1833564,1.0639689,1.1279478,0.7463352,0.9284494,1.0907321,0.9280226,0.0,1.1783404,0.9491404,1.0715425,0.94677293,0.63985145,1.081588,1.0485519,1.0570573,1.0186042,1.1008626,1.139107,1.0038042,1.125773,1.2139423,1.1185356,1.0356915,1.0286405,1.1492074,0.9806408,0.2678358,0.9257959,0.5398878,0.88390464,1.1069596,1.1836284,1.0216569,0.6360921,1.0856023,1.22423,0.9642057,1.0469952,0.92752844,1.2152513,1.0663822,0.99368936,0.9813664,1.1677308,1.0307106,0.94689864,0.60376865,0.58459324,0.8409794,1.1024934,1.096031,1.2475405,1.0739229,1.1263983,0.9318017,1.0038422,1.0925306,1.0664693,0.72180486,0.8837484,1.0411294,1.1191068,1.171004
melon,0.8353927,0.6676769,0.9226379,1.0461375,0.5692346,0.66920984,0.9460934,0.9828165,0.86316574,0.8893859,1.3045064,0.88542646,0.8800274,0.885132,1.0240102,1.0181848,0.9369914,1.1735289,1.0159668,0.9112585,1.0443609,0.9533756,1.0409071,1.2802141,1.2268732,0.99725807,1.1824806,0.77630895,1.0322294,1.0570152,0.97627056,0.8443705,0.9733311,0.77053654,1.2311809,0.8282379,1.0951012,1.01016,1.0029789,1.1779026,1.1363215,1.1401321,0.93774366,0.76611346,0.9071905,1.0821738,1.0561188,1.0966233,1.2242626,1.3399775,0.9015703,0.81414586,1.1890922,1.0210806,0.93639094,0.80668026,0.99447894,0.9752524,0.9889705,1.1972857,1.0326698,0.8400566,0.93798804,1.3377714,1.1891255,1.2295939,1.0746801,1.1783404,0.0,0.83075124,0.7902458,1.0743868,0.9180882,1.1579639,1.0831906,1.2901117,1.058216,0.8441695,1.0244398,0.95477,0.94102716,0.95751804,0.9107815,1.2708505,1.2623457,0.7027088,1.1855727,1.051478,1.027811,0.9894689,0.9439771,0.95662767,1.0261267,1.1572025,0.99856424,0.9670468,1.0088804,1.1290193,1.0020672,1.0332319,0.9821103,1.1501694,0.86537063,1.2448704,0.95681643,1.2229794,1.093565,1.0971401,1.2772411,1.0272322,1.0601903,1.0166256,0.8250903,0.8676875,1.1554253,1.0939724,0.862959,1.13655,0.87952596,0.88169205,1.0702999,1.1803975,1.2591193,1.0320001
milk,1.3006883,0.9079913,1.096333,1.1845353,0.7433357,0.7684833,1.1352252,1.0029156,0.8767919,1.1338215,1.1089152,1.1817157,1.2470398,0.9980205,1.1075699,0.97136486,1.0525491,0.92764056,0.6238099,1.0817654,0.72912854,0.6960744,1.2147102,1.0541303,1.0810068,1.0647001,1.0782362,0.9195662,1.0258032,1.0902604,1.1060792,1.0789542,1.1789283,1.0636495,1.0314417,1.1470854,0.7879293,1.0397359,1.1154435,0.9038743,1.0206845,1.1894046,1.1563804,0.736532,1.1593113,1.1143315,1.0453627,1.083445,0.9883989,0.86848783,0.99672276,0.9302678,1.1717108,1.2611904,1.0642638,0.964244,1.1882815,0.88447016,1.1758351,1.0366532,1.2531712,1.0217252,1.1783599,0.8434233,0.8726967,0.77800024,0.89180124,0.9491404,0.83075124,0.0,1.168772,1.0241053,0.91547334,1.0019633,0.920799,1.1095855,1.0189584,0.76782626,1.1233954,1.0463378,1.2736157,1.3107076,1.0501465,1.0800585,1.0589417,1.0419322,0.9011308,0.877583,0.9385719,0.87971157,0.96193963,1.0732211,1.124091,1.0372108,0.6953287,1.0182364,1.253043,0.8784364,1.2371693,0.7785891,1.0790827,0.95231676,0.92208517,0.98272544,1.0572263,0.7284386,0.8780694,0.69753444,0.76646626,0.9476377,1.112611,1.1212366,1.1849058,0.71624285,1.1422653,1.0671039,0.9461632,1.0324734,0.8490906,1.0164639,0.99236804,1.01357,1.0883411,1.109323
mitten,0.59408534,1.2657459,0.96298283,0.61584127,1.2707075,0.9800735,1.0625854,1.0398834,0.9172325,0.68689,1.3649663,0.74424726,0.40335608,0.8064573,0.9598026,1.0096297,0.87526953,1.397614,1.3643796,0.7842009,1.2835205,1.2304958,0.9007248,1.3525095,1.1496553,0.8198978,1.1138537,0.93333167,1.0400254,0.9347791,0.8408782,1.0251925,0.8504889,0.6600428,1.3838804,0.735904,1.4752989,0.8828385,0.51365346,1.2555959,1.2895266,0.7684287,0.94538015,1.0326868,0.936951,0.92169297,1.166696,1.1081679,1.143621,1.445441,0.983393,0.916263,1.1560099,0.36898226,0.88665545,0.91284037,0.8136444,1.2340537,0.5087156,1.2615768,0.74618447,0.9874598,0.7254757,1.4642483,1.3973407,1.5177271,0.85837716,1.0715425,0.7902458,1.168772,0.0,1.1149641,1.1186601,1.3046763,0.89754665,1.1079876,0.9355709,1.2585129,0.9400928,0.9875738,0.49504852,0.5770945,0.6729418,1.2915368,1.3540275,1.0283957,1.1051121,1.1253743,1.1782333,1.079927,0.98347765,0.6274784,0.9376689,1.1405174,1.1324774,0.89646053,0.63748276,1.2222036,0.63937163,1.151901,0.9132905,1.3577454,0.887201,1.4175708,1.029944,1.3982528,0.84331244,1.1843752,1.3350816,1.1526842,0.79107285,0.8378067,0.7072617,1.346828,1.0703515,0.99574375,0.5883997,0.8758498,1.2669849,0.8895736,1.0307195,1.2508339,1.2590828,0.9891778
motorcycle,1.1277899,0.9331981,1.2014989,1.2227292,0.87030464,1.0242223,0.93246305,1.0295553,1.2762756,1.2632732,0.7633939,1.2559907,1.1936178,1.1725403,0.96579415,0.8349879,1.0512807,0.77561426,0.9114649,1.1418786,0.911629,0.87517524,0.9094724,0.8750497,0.9664653,1.0590055,0.9259523,0.7709372,1.0513498,0.91404694,1.1451653,0.87417114,1.1283015,1.0863445,0.86114967,1.2156732,0.81854224,0.9101504,0.79468244,0.97541445,0.8820186,1.1026219,1.0914932,0.99712217,1.2012676,1.0638509,0.8846747,0.87107486,0.7679081,0.80318815,0.7240722,1.154093,1.0683223,0.9743878,1.2484863,0.99124354,1.1789707,0.90876585,1.2433715,0.8363096,1.1901052,1.0276937,1.262377,0.88550323,0.7942628,0.86135155,1.091536,0.94677293,1.0743868,1.0241053,1.1149641,0.0,0.879937,1.0054309,0.98924863,0.96558684,1.0749724,1.010587,1.1545501,0.9214597,1.1789248,1.1803282,1.2102835,0.9517151,0.93351847,0.9492931,0.9354985,1.0197787,0.8750516,1.0944351,1.0565268,1.0068872,1.2714436,0.67629486,0.8667059,0.89176697,1.2615376,0.70165116,1.2398914,0.90044034,1.1309639,1.0461597,1.156019,0.72995424,1.1892318,0.8436869,1.0157627,0.8501638,0.8757047,0.86708105,0.94078285,1.2153466,1.270968,0.8271543,1.0238413,0.91254437,1.1757307,0.9573661,0.7188911,1.1788635,1.0093491,0.66555953,0.846414,1.1979685
