,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
comb,0.6372639,1.1546869,0.82911915,1.1375724,1.1777438,1.0600389,1.1094735,1.0751225,0.9868931,1.1574588,1.0523809,0.7018106,0.9980769,0.822736,1.120561,1.2585609,1.2055926,1.1066638,1.1382891,1.212122,1.1528869,1.1733409,0.9707253,1.0967139,1.1678354,1.1733744,0.96905154,0.8996414,0.0,0.76712614,0.96392894,1.1086593,1.0679826,1.1765096,1.0032873,1.1903267,1.1510913,1.1561813,1.0204245,0.84554505,1.1500659,0.9987858,1.068038,0.87560403,0.8673115,1.1334493,0.86900145,1.0760189,1.022875,0.98440045,1.0355039,1.034686,0.6667232,0.82671,0.8188414,1.0296143,0.97299397,0.76544714,1.1296703,0.9608206,0.9704322,0.6099154,1.1335049,0.86915076,1.1114902,1.016954,0.89757365,1.221849,0.34157908,1.1372111,0.88430345,1.1759785,1.1023109,0.90955937,1.2208706,1.0874423,0.9883126,0.7943576,0.7019154,1.0045009,1.1107854,1.0942321,0.9960256,1.170449,1.1419742,1.10818,1.161555,1.1174766,0.9210178,1.2166073,1.0995815,1.0894969,0.96482044,0.95600235,1.1035552,0.82676107,0.5532417,0.86552083,1.1655103,1.0083971,1.3148074,0.98484045,1.0912123,1.0114746,1.1277958,0.6503416,0.9650884,1.1782739,0.9582104,1.1468725,0.86411715,1.1228943,1.2354351,0.9079857,1.0392543,0.8224518,0.95936507,1.2044942,1.0226574,1.2338717,0.97810763,1.0635772
couch,0.6465825,1.4304538,0.8252788,1.3529587,1.3197364,1.2861092,0.89480066,0.5331209,0.2714008,1.1311218,0.7827139,0.6567254,1.072257,0.29749614,0.9076947,1.3995001,1.4044611,0.6387643,1.4524871,1.220189,1.0284903,1.0058961,1.3057703,0.7117566,0.95670664,1.2199608,0.6626453,1.2074429,0.76712614,0.0,1.3314078,1.4128212,0.5490213,1.37394,1.3302052,0.8713335,0.95394236,0.8230937,0.96488273,0.61498594,1.5031408,0.73491883,0.9432557,1.3452979,1.0387722,0.96608114,1.008148,1.459799,1.1988401,0.93468416,0.80783963,1.3409929,0.8813806,0.7586266,1.1845773,0.9833852,0.8678596,1.0323704,1.1657673,0.8265158,1.1790202,0.5309993,1.3877884,0.6945677,1.3151094,0.99986297,1.097753,1.177627,0.7832533,0.949853,0.9129417,1.3382301,1.0812366,1.3188833,1.4341011,0.7102518,0.83599794,0.54123974,0.62587893,0.7087755,1.3639406,1.3709124,1.1297392,1.0495412,1.3442092,0.9788292,1.3083494,1.4095666,0.59125584,1.106048,0.68874264,1.1931164,0.97986394,0.9560586,1.1203207,0.6472236,0.5448281,0.6723187,1.4603915,0.6893215,1.1877375,1.1997762,1.248731,0.9119679,1.1086527,0.7783068,1.1185795,1.4712342,0.8551413,0.8915683,0.6504237,0.7179898,1.4018599,1.2630808,1.3244584,1.1149051,0.91421795,1.2106767,1.0010476,1.0591172,1.3731538,0.8150835
cracker,0.8253012,0.87660974,1.2087163,0.9528012,1.1449441,0.6270968,1.1661109,1.4183549,1.2654067,1.0954263,1.1416758,1.1623288,0.70545596,1.2546651,0.9997896,0.96745783,0.9121568,1.1556586,0.3671782,1.1088139,1.1518188,1.1022135,0.6892905,1.0676854,1.095896,0.8493673,1.0840961,0.92367685,0.96392894,1.3314078,0.0,0.95583934,1.2589085,0.9881535,0.78876406,0.8957512,0.91009206,1.2698269,1.1495543,1.177506,0.7247813,1.185675,1.1082612,0.91123855,0.8473995,1.0114546,0.94871116,0.85547626,0.6904052,1.060095,1.100867,0.84184504,0.92916447,1.1292081,0.8893162,1.0848187,0.93715906,0.9777693,1.0478392,1.1067629,0.90227675,1.1491126,0.8042107,1.1608248,1.1395804,0.66130096,0.92327356,0.980063,1.0392987,0.93924546,0.8816415,0.9837407,1.0107491,0.9315435,0.8721993,1.3281134,0.7959878,1.2892963,1.1249228,1.1257896,0.97155565,0.87327075,0.8005643,1.0997051,0.33891046,1.0360879,0.6150854,0.89223135,1.0945545,0.9766914,1.3413652,0.7977912,0.83656275,1.0863415,1.0130513,1.2312207,1.0439353,1.1115602,0.8333429,1.3190051,1.1538182,0.83975416,0.9636936,1.1570561,1.1587985,1.1143581,0.65406895,0.777267,1.1960688,1.0069329,1.2608112,1.1887155,0.9588081,0.86005336,0.9264748,1.1168104,1.1217936,0.8766677,1.0004053,1.223591,0.89205444,1.2836822
crayon,1.4423699,0.40697622,1.289933,0.5419457,0.43173409,1.157618,1.030932,1.4829389,1.5226912,0.34729803,1.1257235,1.4021707,1.1260449,1.5182453,1.124708,0.20456517,0.93074745,1.4064455,0.6408626,0.647928,0.71985644,1.0652473,0.9698838,1.1984402,0.77208084,0.9208736,1.3676732,0.7924207,1.1086593,1.4128212,0.95583934,0.0,1.3662906,0.36491024,1.031206,1.2028208,1.1924634,1.0460378,1.0221194,1.4440053,0.73073745,1.0989729,1.214003,0.6282128,0.82582885,1.1829176,0.9123311,0.34388322,0.767352,1.0565386,1.5052009,0.5243585,0.9901773,1.0359843,0.9141452,1.122736,1.340534,1.1813812,0.71468496,1.1719059,0.72522724,1.4146174,0.21998858,1.3024709,0.4913016,1.3772364,1.0932565,0.9501476,1.0463843,1.2674557,1.3442686,0.22876823,0.635593,0.4112019,0.4179021,1.3335924,1.3885546,1.4258127,1.290739,1.3756142,0.10673833,0.19292939,1.2135661,0.37477815,0.8248203,1.1006014,1.116722,0.3905983,1.5063428,0.9706569,1.3929552,1.0109212,1.4025205,1.2794353,1.1918703,1.4097342,1.2425134,1.2601092,0.2237978,1.2974977,0.8548455,0.882568,0.3031929,1.0565753,0.5732891,0.9034088,1.3848387,0.34435606,1.2570562,1.172519,1.3471317,1.4499784,0.67687374,0.68865335,0.29330838,0.9446257,0.66022813,0.7229141,1.4567449,0.718647,0.30818665,1.2435434
crib,0.8924302,1.3923024,0.9295002,1.3111789,1.271461,1.1861689,0.35100222,0.47692174,0.47635144,1.2191098,0.8296014,0.9149388,1.1467353,0.6378453,0.8030334,1.2157587,1.180856,0.47490907,1.3882089,0.8732263,0.84282553,0.8739828,1.2816167,0.9136928,0.7480844,1.1577116,0.65191257,1.321902,1.0679826,0.5490213,1.2589085,1.3662906,0.0,1.2510316,1.2048237,0.8950745,0.89409256,0.70266473,0.7396394,0.7851011,1.4504006,0.8904056,0.9512827,1.362948,1.19047,0.8343813,1.2818441,1.2927574,1.2947426,0.93971056,0.7049738,1.411289,1.2424326,0.9459936,1.2174358,1.094617,0.75309163,1.182543,1.2124355,0.93936384,1.2551768,0.87794375,1.3570008,0.563239,1.1254503,0.94275314,1.1892322,0.8624382,1.1779292,0.8759444,0.96096957,1.2905995,1.0667503,1.4492637,1.3867828,0.5755185,0.8893238,0.7177905,0.9748749,0.70488477,1.3286109,1.3508832,1.081708,1.259352,1.2661438,0.8705146,1.1043514,1.3694092,0.71771884,1.0093336,0.5405011,1.106556,0.8671098,0.8965843,0.9109432,0.86071503,0.8961218,0.95615315,1.3175232,0.6863315,1.0025516,1.0612898,1.3592469,0.9458454,1.1273835,1.0503864,1.0063139,1.3314413,0.7904644,0.7265301,0.7476108,0.6736893,1.2562925,1.426719,1.3509433,1.1104714,0.96359605,1.0663607,0.83334374,0.85606563,1.4426486,0.62319183
cup,1.3672817,0.42569292,1.3636436,0.5391123,0.44813585,0.9991646,0.8661981,1.4255025,1.4998907,0.55260724,1.0889677,1.4876423,1.1817191,1.543819,1.1412524,0.25331467,0.6892402,1.2297635,0.6635821,0.32276177,0.5316259,1.0552683,1.0160898,1.2695849,0.79198253,0.8899516,1.368114,0.90489805,1.1765096,1.37394,0.9881535,0.36491024,1.2510316,0.0,0.9685885,1.2137012,1.1741564,0.97660375,1.0573314,1.3084424,0.651557,1.1811128,1.2961546,0.92420965,1.0596565,1.038943,0.89979655,0.57942027,0.7372063,1.0437546,1.2122035,0.78541064,1.0443611,1.1713601,0.93389446,1.2498004,1.3228958,1.322215,0.87149346,1.133569,0.6157432,1.4044039,0.48699582,1.1855011,0.5339374,1.3093002,0.946504,0.74242395,1.08273,1.1500646,1.3572855,0.5509651,0.56034726,0.7125282,0.40687883,1.2539339,1.3577139,1.3907648,1.3005395,1.4268162,0.5358155,0.5660269,0.9973271,0.53590506,0.8373219,0.96756995,1.0488832,0.5117815,1.5391042,0.88117397,1.2626384,0.9969321,1.275456,1.1040752,1.2627748,1.418637,1.2758732,1.272797,0.32379043,1.2885226,0.7229901,0.77455425,0.43883812,1.0842239,0.7225194,0.9185362,1.2283448,0.49387443,1.1509261,0.9633384,1.3426541,1.3619869,0.52466905,0.8405919,0.6478207,1.069691,0.59815884,0.6649256,1.2563827,0.64849144,0.6215658,1.2083168
dish,1.0008923,0.90243286,1.1459211,0.9507104,1.0006514,0.46065688,1.0764676,1.1577839,1.2960336,1.1731045,1.2004383,1.1619319,1.0198891,1.2432609,1.1691786,1.0302022,0.48104233,1.1054183,0.75277853,0.92404,1.0965171,0.93546474,0.81028926,1.0469183,1.092009,0.95755833,1.1670053,1.0188121,1.0032873,1.3302052,0.78876406,1.031206,1.2048237,0.9685885,0.0,1.0781729,1.1512711,1.1442206,0.9236555,1.1586249,0.5794455,1.0123404,1.1012313,0.9323642,1.0768131,1.0788385,1.0881019,0.79228646,0.9059178,0.9577067,1.0763139,1.0259557,0.98124766,1.2366859,0.8405255,1.2278202,1.0208762,0.9942328,1.2117629,1.1126413,1.118724,1.1902418,0.9230543,1.2161353,0.89717114,0.931286,0.9540583,0.91708314,1.1407068,1.019745,1.123821,1.1217556,0.9406237,0.97776705,1.0173051,1.0698478,1.0152965,1.1787218,1.1845695,1.1743388,1.0139799,0.9665089,0.6815057,1.1319307,0.8729055,1.0810716,0.63777435,1.0978857,1.1064081,0.96863526,1.1135931,0.90859264,0.89178514,0.8407815,0.61998487,1.2099895,1.0626053,1.2569513,0.967861,1.1634884,0.76803905,0.82484865,1.0172288,1.0586199,1.0293417,1.0421245,0.7062992,0.74688286,0.861809,1.0227026,1.1867259,1.1420598,0.64742917,1.0316619,1.0751377,0.83254284,1.0916071,0.971411,0.6535298,1.0024323,0.99087155,1.1729207
dog,0.682462,1.1235042,1.0095845,0.99358934,1.090689,1.037991,0.96417516,1.01975,0.81138086,1.2154998,1.0166732,1.0236819,0.7487121,0.939716,0.7832834,1.0729487,1.1097137,0.9571287,1.0672781,1.09227,1.069141,0.92406684,1.0436187,0.33435035,1.0817603,0.6981256,0.9257731,1.2206165,1.1903267,0.8713335,0.8957512,1.2028208,0.8950745,1.2137012,1.0781729,0.0,0.56125814,1.0504215,1.1344262,1.0386522,1.1179066,1.0820773,0.94445777,1.2064121,0.85493886,0.8096097,1.1839495,1.2038153,0.8202723,1.0399972,0.9217319,1.0853218,0.97547174,1.0509022,1.1343795,0.96108204,0.9251231,1.0592985,0.9537135,0.99175316,1.1927935,1.0510106,1.1715081,1.0530326,1.0904921,0.82351655,1.0155522,0.8902376,1.2517167,0.685204,0.78797483,1.0541754,1.1178471,1.2520698,1.1085306,1.1048676,0.5984039,0.97230405,1.126547,0.92688435,1.2216126,1.2273945,1.1103733,1.1699498,0.94826823,0.7338447,0.9862863,1.0649967,0.7871313,0.7082925,1.0852416,0.63239866,0.92167616,1.0579256,0.9352428,1.054636,0.9572549,1.0928266,1.1055998,0.9934221,1.2209002,1.0917861,1.091669,1.0538975,1.2051414,1.155821,1.0063522,1.0722225,1.1136627,0.65908813,0.94427305,0.9588487,1.0737915,1.1557368,1.1488132,1.0784304,1.1635014,0.837484,1.0475568,1.0376817,1.1817688,0.89571077
doll,0.8081789,1.1187459,0.8900627,1.0267518,1.1559429,1.068296,1.028555,1.1677289,0.8986632,1.269031,1.0748215,0.76836365,0.98418754,1.0036036,0.837553,1.0481328,1.2102237,0.87343824,1.1388036,1.0697095,1.0056887,0.9323605,1.0731106,0.877346,0.98583424,0.6839022,0.87775016,1.1162109,1.1510913,0.95394236,0.91009206,1.1924634,0.89409256,1.1741564,1.1512711,0.56125814,0.0,1.0633148,1.1302848,0.8853058,1.1625235,1.1938809,0.8859567,1.0810479,1.0030633,0.83975184,1.1035619,1.208403,0.88228536,1.0775696,0.9712557,0.99599123,0.892124,1.0790738,1.0483886,0.8024686,0.8578364,0.84742236,0.5559705,1.0643289,1.0925779,1.0184687,1.1910207,1.0897886,1.1514013,0.8968909,0.9394529,0.90377855,1.0475123,0.7495449,0.77111185,1.055038,1.1160729,1.1799031,1.0861536,1.094864,0.8734026,0.7776514,1.0816593,0.9416915,1.1976718,1.1862392,1.0925609,1.2626808,1.0609652,0.77980673,1.1279509,0.96150076,0.73768425,0.70169926,1.1062034,0.8089323,0.9364997,1.1076944,0.9556183,0.902186,0.98433876,0.9891668,1.0359915,1.079095,1.3083761,0.96139896,1.1167006,1.1543618,1.3042104,1.1310151,0.99690866,1.1272053,1.1340011,0.67331624,0.6842878,1.0527835,1.1480314,1.0087241,1.1925869,1.0043705,1.0843339,0.76895785,1.1157465,0.9309697,1.0590668,0.9643338
door,1.0881498,1.1835527,0.97119045,1.1884575,1.0635949,1.2037637,0.869552,0.65543354,0.81235147,0.9849067,0.82723147,1.0064046,1.1894804,0.8709599,1.2149384,0.971847,1.1159918,0.9857912,1.145275,0.87130344,0.7066195,1.0278132,1.1480418,0.88766503,0.61670744,1.0912459,0.51897585,1.1220106,1.1561813,0.8230937,1.2698269,1.0460378,0.70266473,0.97660375,1.1442206,1.0504215,1.0633148,0.0,0.6802983,0.83055687,1.2247059,0.6743269,0.9738755,1.1535546,1.1363919,0.9331141,1.1939285,0.9761683,1.2373226,0.9819699,0.9250026,1.1011035,1.2982023,1.0622269,1.2949127,0.9574858,1.1630648,1.1553663,1.1075042,0.86731374,1.0264186,0.98549837,0.95064646,0.8809276,0.77402604,1.1643921,1.2793045,0.9291224,1.1044306,0.91305214,1.1082854,1.0906798,1.0123222,0.9498438,1.1006811,0.5349843,1.0501633,0.8932352,0.89764965,1.1458437,1.0254288,1.0412486,1.1231769,0.88766557,1.1443261,0.8831358,1.1612024,0.99298024,1.1243733,1.0298759,0.385455,1.1251891,1.1596622,1.1413887,1.0968382,0.9167994,1.2003322,0.9420917,1.0264764,0.6030084,0.9353537,1.1282656,1.1004312,1.0310899,0.84625536,1.1247089,1.1745961,0.98878205,1.0566788,1.0261313,0.9423914,0.9598664,1.238828,1.170403,1.1269596,1.135178,0.9171989,1.2087306,1.0459772,0.5869105,1.1396266,0.56078076
drawer,1.2187542,1.137238,0.9573683,1.13408,0.9905713,1.1473172,0.8283748,0.6961082,0.9527812,0.99032813,0.6994074,1.1146946,1.1476638,1.0137652,0.941951,1.1396688,0.947695,0.7738539,1.0903759,0.94214255,0.85975873,0.83578485,1.0892103,1.0404025,0.6929615,1.0225396,0.9646498,0.9957155,1.0204245,0.96488273,1.1495543,1.0221194,0.7396394,1.0573314,0.9236555,1.1344262,1.1302848,0.6802983,0.0,1.0808402,1.1452391,0.9416692,1.1337786,0.9269954,1.1071138,1.046774,0.9910071,0.8502547,1.0959586,1.0731653,1.0046291,1.1253762,1.0663035,0.96822345,1.0142639,1.1548612,1.0726442,1.0265759,1.1405095,1.0823555,0.94032276,1.1513884,0.87219363,0.85759085,0.848706,1.0960696,1.0701337,0.933713,1.0332005,1.0000541,1.1045591,1.2124316,0.8757862,0.9036355,1.1675287,0.62288225,1.1453315,1.0843263,1.0076585,1.0490423,0.8602397,0.7989079,1.0782472,0.9014921,1.1091135,1.0083703,1.0139966,1.1827472,1.087596,0.8490375,0.6625907,1.0416143,1.1331061,1.1083928,0.9034743,1.0512615,1.0263418,1.0767779,1.1105447,0.93306446,0.6597775,1.0230445,0.98852986,1.0709233,0.77468765,0.981706,1.1020951,0.98381925,0.9205415,0.985458,1.0651463,1.1034849,0.9233483,1.1290575,1.1789515,1.0210221,0.8253369,0.9649935,0.9122962,0.71748143,1.0901184,0.8127808
dress,0.7278617,1.3962651,0.7639209,1.3601786,1.3829417,1.0895166,0.9887729,0.78420377,0.69000345,1.3143691,0.97242737,0.34588504,1.016765,0.5386369,1.0548892,1.3358855,1.279441,0.89138407,1.2810729,1.1897643,1.0259917,1.1553751,1.1571366,1.0019906,1.0609837,1.2840792,0.6683331,1.1250043,0.84554505,0.61498594,1.177506,1.4440053,0.7851011,1.3084424,1.1586249,1.0386522,0.8853058,0.83055687,1.0808402,0.0,1.2894888,0.9039963,0.84398246,1.1568089,1.0016247,0.9473328,1.0254112,1.3699709,1.2356799,0.86198115,0.8608537,1.2074918,0.99651504,0.98174983,1.1986921,0.8954706,0.8635431,0.9218296,1.1214032,0.76289064,1.153841,0.62760335,1.3821654,0.74939764,1.273072,0.8509236,1.1523384,1.1095554,0.8042173,1.025864,0.8416576,1.3308718,1.1822538,1.181302,1.3220184,0.7871485,0.7302972,0.34128165,0.57527906,0.84915066,1.4217005,1.4112959,1.0437869,1.2714064,1.1772165,1.0158447,1.1405624,1.199251,0.683527,1.2265226,0.7338593,1.1985471,0.92337936,0.91566694,1.052877,0.5067822,0.77370113,0.60391074,1.3121932,0.8151345,1.2116319,1.1371975,1.3826828,1.0743454,1.2390896,1.0122958,0.9657486,1.3810534,0.92782193,0.99112487,0.66043174,0.75822246,1.4090862,1.1628336,1.3463982,1.0902402,1.0640237,1.3086941,0.9023348,1.0906346,1.2701298,0.87615615
egg,1.2392752,0.43361866,1.3136625,0.5294659,0.6578712,0.51549435,1.1789695,1.3199273,1.4551404,0.9254313,1.2385201,1.2621047,0.8967454,1.3899202,1.254358,0.69236696,0.5721859,1.3985848,0.5474205,0.8259748,1.0554962,1.0425055,0.75895053,1.1323316,1.0996397,0.75683033,1.3079069,0.79876876,1.1500659,1.5031408,0.7247813,0.73073745,1.4504006,0.651557,0.5794455,1.1179066,1.1625235,1.2247059,1.1452391,1.2894888,0.0,1.1418755,1.1254551,0.77780944,0.9848809,1.1692963,0.9651438,0.7047931,0.75474346,1.1318733,1.0732175,0.6739891,0.9626384,1.1775336,0.87968445,1.0644221,1.2384796,1.1186678,0.9628033,1.2003564,0.7602067,1.3113322,0.72559756,1.3134457,0.7612667,1.0748181,0.67636836,1.0172839,1.1555694,1.0913326,1.1702253,0.71209335,0.8407881,0.7163428,0.52379096,1.3264544,1.1332525,1.4278476,1.2511569,1.3447353,0.8324295,0.81947327,0.81497777,0.869441,0.7268363,1.1490724,0.7816596,0.6243724,1.3876202,1.0003091,1.3198977,1.0073924,1.0627229,1.0610977,1.0693123,1.3149163,1.2943883,1.2001679,0.62375355,1.2417877,0.7866132,0.76976043,0.7249757,1.097154,0.8687924,1.1119487,0.89773524,0.5758611,1.0706388,1.0952182,1.3861568,1.277108,0.48407626,0.7078687,0.6747132,1.0043305,1.0550476,0.8602303,1.033828,1.111774,0.69000626,1.3470628
elephant,0.9735539,1.2422383,0.93740994,1.2255788,1.1857357,1.0815204,1.0449609,0.634296,0.7803695,1.0616393,0.8919717,0.97763443,1.1279528,0.7651799,1.1812022,1.1344427,1.1302792,1.0994263,1.1343102,1.1534039,1.1137779,0.98278004,1.1429912,0.8059808,0.9302759,1.1600902,0.8532098,1.1340277,0.9987858,0.73491883,1.185675,1.0989729,0.8904056,1.1811128,1.0123404,1.0820773,1.1938809,0.6743269,0.9416692,0.9039963,1.1418755,0.0,0.9760963,1.0338634,1.0508707,1.0864556,1.0207671,1.0522219,1.212262,0.8658342,1.1047431,1.1006012,1.0730685,0.9518395,1.1609254,0.9801467,1.1373811,1.0907282,1.1578257,0.86397684,1.1548465,0.75389755,1.0406635,0.91970885,1.009913,1.1149322,1.1430985,1.1266053,1.0211658,1.0766068,1.0875045,1.1230075,1.0538951,1.0275548,1.2669383,0.67967427,1.0355147,0.82662594,0.7429234,0.98325574,1.0648767,1.0822234,1.0633718,0.9714045,1.1799891,1.0756427,1.1210461,1.156448,0.93031156,1.1462322,0.63460827,1.1685755,1.1817552,0.9788214,0.9795321,0.8708563,0.8753041,0.7773793,1.1533151,0.6242875,0.97424,1.0750086,1.0878873,0.9540293,0.95706266,0.9676678,1.0720356,1.0354054,0.8472667,1.139042,0.9553151,0.8583487,1.1665766,1.1383611,1.0422297,1.0954989,0.9709931,1.2111892,1.0129304,0.9559865,1.1119254,0.78835
face,0.94513994,1.1512773,0.86221427,1.0920336,1.1613066,1.1078136,1.1547098,0.8523352,0.7968503,1.1014857,1.0365715,0.66769266,0.7830024,0.8563529,1.0350463,1.2327625,1.2447388,0.9696137,1.2454087,1.356967,1.3225381,0.9960265,1.0850945,0.9723686,1.2726908,0.9387125,0.8439781,0.98337686,1.068038,0.9432557,1.1082612,1.214003,0.9512827,1.2961546,1.1012313,0.94445777,0.8859567,0.9738755,1.1337786,0.84398246,1.1254551,0.9760963,0.0,0.9576672,1.1182235,0.9747962,1.0441079,1.2697126,1.1670637,0.940834,0.9322339,0.7664683,1.2885406,0.9878697,1.0353552,0.3506934,0.941052,0.780156,0.8804107,0.84314024,1.1426768,0.85585475,1.318168,1.0402534,1.239647,0.97500086,0.97659314,1.0824971,1.1316506,0.89991784,1.0761337,1.0418591,1.4366496,1.1232058,1.2359912,0.95471054,0.87002856,0.7429424,0.92943144,0.83513266,1.1973722,1.2063746,1.1242855,1.2657676,1.1090589,1.090942,1.1379235,1.1246101,0.8229912,1.0415133,0.9102915,1.1328984,0.9416241,0.92881376,0.9806907,0.73463476,1.1157869,0.8690149,1.2558151,0.804948,1.1499214,1.23165,1.275715,0.91162026,1.1461543,1.2320648,1.0133469,1.3192538,0.8695129,1.1710476,0.7870033,0.77054614,1.2203431,0.9147757,1.0536684,0.9663322,1.3406692,1.0930227,0.9610843,1.2849467,1.1083286,0.92044485
finger,1.24696,0.7170718,0.87623477,0.81780237,0.85874903,1.0803307,1.2005436,1.336292,1.3902014,0.91413105,1.138321,0.9299002,0.96460897,1.2962041,1.1844245,0.8904042,1.1287656,1.3224472,0.88904625,1.0227795,0.9891149,1.0884883,0.759325,1.149961,0.93682456,0.9944402,1.2898667,0.5420742,0.87560403,1.3452979,0.91123855,0.6282128,1.362948,0.92420965,0.9323642,1.2064121,1.0810479,1.1535546,0.9269954,1.1568089,0.77780944,1.0338634,0.9576672,0.0,0.8105174,1.1457224,0.7644548,0.69784796,0.9645486,1.07741,1.3698709,0.44583088,0.7762713,1.0805825,0.69618416,0.813445,1.2001944,0.54910326,0.73413616,1.1580632,0.76316607,1.141544,0.6709944,1.1327457,0.89862156,1.2829788,0.903563,1.0783564,0.7593706,1.2575608,1.0857476,0.7143452,0.96876967,0.36617118,0.8087991,1.2640562,1.2166927,1.1887035,1.02355,1.2730339,0.6033699,0.56350976,1.150966,0.8884228,1.0152843,1.125885,1.1808935,0.6277883,1.2124202,1.1294367,1.2770411,1.1394382,1.2513958,1.2093315,1.0915412,1.108191,1.0640361,1.0266504,0.67412305,1.20757,1.1352168,0.9729648,0.69119084,1.088523,0.95476747,0.9557538,1.2716686,0.7574893,1.177469,1.1551051,1.2019309,1.3810858,0.90158916,0.43040872,0.6842388,0.8692678,0.97353905,0.9876933,1.2755296,1.0016481,0.34938216,1.2556014
fish,0.71998954,0.99304366,0.95826393,1.0029798,0.98299015,1.0578816,1.092825,1.1842587,1.1449679,0.9559221,1.050257,0.9000613,0.6842004,1.016778,1.002841,0.9691015,1.2117534,1.2349409,0.9355086,1.0784771,1.1198264,1.0529191,0.849411,0.9255436,1.1855952,1.1272395,1.072567,1.0342692,0.8673115,1.0387722,0.8473995,0.82582885,1.19047,1.0596565,1.0768131,0.85493886,1.0030633,1.1363919,1.1071138,1.0016247,0.9848809,1.0508707,1.1182235,0.8105174,0.0,1.037903,0.8746711,0.87133026,0.7918614,1.012273,1.1662706,0.96862406,0.7808144,0.9777289,1.0602753,1.0760794,0.9444349,0.9596133,1.0004199,0.9629991,0.95394963,1.0501667,0.802215,1.0584664,1.0130774,0.9014752,1.0878321,1.1904478,0.94617474,1.1102545,0.7705231,0.86628133,0.87218404,0.8022095,0.9579716,1.262475,0.6402901,1.0594795,1.0365458,1.0622263,0.8431473,0.82236624,1.1101772,0.8600526,0.9011364,1.0429995,1.1111532,0.87931716,0.90821266,1.1768341,1.2367009,0.7222233,0.89146584,1.2159797,1.140667,1.0930078,0.7205657,1.0365055,0.87740296,1.1046499,1.1190238,1.0732256,0.79844236,1.0490718,0.94751334,1.0101087,1.166811,0.8865492,1.1505375,1.0276728,1.1524732,1.1506244,0.9930259,0.91281056,0.7624166,0.99405104,0.92761683,0.99558824,1.2673463,1.0170383,0.87225544,1.0915943
flower,0.8571904,1.1151983,1.0175688,1.0824666,1.0558938,1.0596482,0.85689324,0.98691595,0.93386126,1.098076,0.86684096,1.0275126,1.0259244,1.020523,0.9178629,1.0385242,0.971262,0.8051142,1.182121,0.90621555,0.93270296,0.9418237,0.9694181,0.98537725,1.0068773,1.0246813,0.90588397,1.1778108,1.1334493,0.96608114,1.0114546,1.1829176,0.8343813,1.038943,1.0788385,0.8096097,0.83975184,0.9331141,1.046774,0.9473328,1.1692963,1.0864556,0.9747962,1.1457224,1.037903,0.0,1.2439972,1.1759049,0.96145827,0.99939436,0.72422886,1.1861073,1.1545166,1.0663679,1.1454138,0.99046755,0.908054,1.0772115,1.0652355,1.0119472,1.129418,1.0899618,1.1928433,0.8986223,0.9668564,0.85331136,0.9890432,0.8151361,1.1041943,0.9090525,0.932541,1.1714123,1.1069142,1.2281053,1.0655041,1.0039368,0.90823734,1.0028647,1.1310744,0.9840688,1.2249295,1.2263174,0.9920097,1.1621381,1.1230543,0.3071885,0.98268694,1.1355252,0.9734003,0.9755305,0.9486657,0.7947397,0.91016555,0.924457,0.9856927,0.99736464,1.0519261,1.0949832,1.1176956,1.0008831,1.0363593,1.0098993,1.1919143,0.99511504,1.0599885,1.1143069,0.9315991,1.1323231,1.0152498,0.77729565,0.9890261,0.83506304,1.1238856,1.2207015,1.2375512,1.1003743,1.1010159,0.9525605,0.8779869,0.8214796,1.2619355,0.72000325
