,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
sink,1.3752383,0.94922334,1.1646066,1.0476671,0.84946394,0.7602451,0.8487749,0.76373893,1.1310018,0.75686556,0.7593267,1.3398747,1.1681001,1.2049236,1.0345677,0.80654484,0.34898603,1.0201926,0.86596155,0.77497125,0.872852,0.8040586,1.1163547,1.1393279,0.89690316,1.1225505,1.1517172,1.0664852,1.3148074,1.1877375,1.1538182,0.8548455,1.0025516,0.7229901,0.76803905,1.2209002,1.3083761,0.9353537,0.6597775,1.2116319,0.7866132,0.97424,1.1499214,1.1352168,1.1190238,1.0363593,1.05076,0.7172543,1.0267515,1.0573397,0.9174802,1.1710091,1.2570177,1.0897459,1.1355351,1.2262461,1.1821641,1.2799711,1.2179579,1.1130246,0.9082358,1.3193309,0.7715234,1.0218023,0.8023391,1.0172175,1.1017632,0.9399213,1.3333837,1.1358317,1.1899334,0.9724585,0.7585008,1.049441,0.94153035,0.6989094,1.2333161,1.2441052,1.2279694,1.12893,0.8187321,0.8445606,0.7918464,0.7129493,0.9619717,1.0592134,0.6128562,1.0881127,1.3304689,1.0429268,0.77491915,1.0781235,1.0643828,0.8014749,0.8112932,1.1840951,1.2473783,1.1736355,0.920543,0.93466604,0.0,0.9773159,0.8777027,0.9761331,0.5670111,1.1286386,0.8284979,0.680076,0.88117445,1.168323,1.1716915,0.86545855,0.6436668,1.2140261,0.95603955,0.9558343,0.86214894,1.0379844,0.58380836,0.76109016,1.1198484,0.9457754
slide,0.9641743,0.9023676,1.1693301,0.86570007,0.8423033,0.6916098,0.9509531,1.1991554,1.2381735,1.0586326,1.0442127,1.1615993,1.2009972,1.2449208,0.95242465,0.87823045,0.7322163,1.0192187,0.8631439,0.7825539,0.98271906,0.91896963,0.8355802,1.2273492,0.8824408,1.0152246,1.0881116,1.1617619,0.98484045,1.1997762,0.83975416,0.882568,1.0612898,0.77455425,0.82484865,1.0917861,0.96139896,1.1282656,1.0230445,1.1371975,0.76976043,1.0750086,1.23165,0.9729648,1.0732256,1.0098993,1.0502802,0.7888452,0.9244729,1.0487648,1.1048894,1.0813271,0.98035467,1.158084,0.87214667,1.2110642,1.1002593,1.1188534,0.9623067,1.1798264,1.1179879,1.2411547,0.9359234,1.0813369,0.87692505,1.0660195,0.8974327,0.7784243,0.96407187,1.0975246,1.0625224,1.0601614,0.7481215,0.94556975,0.8096319,1.1434149,1.2278681,1.1163231,1.1586779,1.1686773,0.93173784,0.88997304,0.73820066,1.0697844,0.8962503,0.9496594,0.80291104,0.9708935,1.1285172,0.95457596,1.1381313,0.982852,1.0518838,0.87013245,0.8442696,1.2487208,1.0324475,1.2120179,0.87020725,1.2153022,0.9773159,0.0,0.9329888,1.0923103,1.0904801,0.9717326,0.92256016,0.88401383,0.9718887,0.90563685,1.0936356,1.1203059,0.71035266,1.0629342,1.0520105,0.92794216,0.8176148,0.7338751,0.8842251,0.88886166,0.9598191,1.0860578
slipper,1.3112593,0.46667498,1.3635626,0.59589607,0.54758465,1.1564579,1.0367261,1.4769092,1.3899019,0.42580736,1.0610504,1.4375169,1.0316017,1.3874965,1.1132748,0.43146336,0.99443424,1.4016774,0.6212044,0.6182556,0.6387215,0.9513242,1.0603604,1.0227987,0.7551088,0.7387599,1.4266635,0.74685836,1.0912123,1.248731,0.9636936,0.3031929,1.3592469,0.43883812,1.0172288,1.091669,1.1167006,1.1004312,0.98852986,1.3826828,0.7249757,1.0878873,1.275715,0.69119084,0.79844236,1.1919143,0.74264234,0.43557215,0.61244345,1.0711071,1.4725105,0.53460467,0.66513705,1.1081365,0.92271453,1.1147057,1.3844106,1.2481291,0.6122061,1.1216655,0.5910777,1.3022113,0.3017645,1.1475435,0.6048931,1.421466,1.0914669,1.0341003,0.93434304,1.160854,1.3247036,0.44280148,0.55202967,0.5278845,0.5057319,1.3410287,1.309876,1.4113125,1.176444,1.3966367,0.38578546,0.4120468,1.2666332,0.31727362,0.81918186,1.0962572,1.1393728,0.4649673,1.3946214,0.8092916,1.4403844,0.9603126,1.4342949,1.429805,1.2256707,1.4060937,0.9411719,1.1945394,0.30374593,1.3323812,0.8777027,0.9329888,0.0,1.0928359,0.6292689,0.7992496,1.5045718,0.3840853,1.2413543,0.8675239,1.3809264,1.5232657,0.59308994,0.6523434,0.57858574,1.0800401,0.5578822,0.6084051,1.5648534,0.64245766,0.33078694,1.3382313
snow,0.9383204,1.1320536,0.9846257,1.1474185,1.0623193,1.2220845,1.0535492,0.88828754,0.9231459,1.0020535,0.9735387,0.9510819,1.006788,0.9534487,0.67833364,1.0519065,1.0910088,0.8850002,1.211843,1.0843865,1.2030941,0.7527452,1.0829377,0.90213484,1.1431311,1.0404408,1.0520375,1.0690138,1.0114746,0.9119679,1.1570561,1.0565753,0.9458454,1.0842239,1.0586199,1.0538975,1.1543618,1.0310899,1.0709233,1.0743454,1.097154,0.9540293,0.91162026,1.088523,1.0490718,0.99511504,1.1595817,1.0934248,0.8540945,0.95777994,0.8542571,1.1246384,1.0844162,0.8306665,0.9597416,0.9832256,0.9716598,1.0684544,1.1049788,0.94306433,1.1420059,0.8941437,1.1085738,0.99193954,1.0422527,1.0848198,1.0339134,0.91407424,1.067108,0.91907203,1.1787658,1.0832529,1.122369,1.1703186,1.1512978,1.0047127,0.9367487,0.8845167,1.0700336,0.7165334,1.0819318,1.13223,1.2164179,1.0432813,1.1213607,1.0309025,1.0618588,1.1577164,1.0048358,1.0545319,0.9761536,0.97973406,0.92259187,0.9408376,0.9230053,0.9359539,1.1001308,1.0071081,1.1458821,0.83535117,0.9761331,1.0923103,1.0928359,0.0,0.9223294,0.8602048,1.0679682,1.1367561,0.9362192,1.037508,0.8652209,0.8683485,1.0676476,1.167012,1.0524039,1.0071757,1.1080071,0.9318833,0.99670273,1.061267,1.1763389,0.9037716
soap,1.3340837,0.77396786,1.1891975,0.90315646,0.73773277,1.1513498,0.9769519,0.9607561,1.1764197,0.50305295,0.7122035,1.2755961,1.0920936,1.1593988,1.1009202,0.6778999,0.8590469,1.2109014,0.9110658,0.7428515,0.70373905,0.83894694,1.0265101,1.0341215,0.81087744,1.0037634,1.2170624,0.9459164,1.1277958,1.1086527,1.1587985,0.5732891,1.1273835,0.7225194,1.0293417,1.2051414,1.3042104,0.84625536,0.77468765,1.2390896,0.8687924,0.95706266,1.1461543,0.95476747,0.94751334,1.0599885,1.0451902,0.6158573,0.901168,1.0213193,1.0368954,0.95351046,1.0311629,0.9369845,1.1476607,1.0915306,1.2953146,1.2724012,0.9864927,1.022623,0.813712,1.2059008,0.5659803,1.0184355,0.70053923,1.2811629,1.1150947,0.9637149,1.132008,1.1424338,1.201499,0.7381067,0.68838567,0.7181574,0.7504109,0.9595066,1.1847224,1.2364106,1.0929524,1.2087419,0.5804608,0.67134875,1.1191914,0.3373838,1.0419906,1.0181396,1.1220288,0.8483094,1.4386699,0.9765891,0.9892155,1.110522,1.28882,1.2111151,1.2467489,1.1787825,1.1974455,1.086027,0.78113186,0.9747949,0.5670111,1.0904801,0.6292689,0.9223294,0.0,1.0068187,1.274159,0.70731175,1.0967354,1.0842043,1.2285591,1.1974775,0.83430886,0.9352829,0.6518449,1.1208242,0.71767,0.9711158,1.229378,0.7615233,0.8613045,0.93345654
sock,0.8603162,1.0494685,1.045653,1.095552,0.9696871,1.1750649,1.0342895,1.0462844,1.0412488,0.8252664,0.9315711,0.9980336,1.152316,0.92952806,0.97257334,1.0537846,1.0804855,1.0259168,1.0510758,0.9990874,0.98101217,0.9357043,1.0135868,0.9699552,0.969434,1.0482197,1.2070773,0.94509864,0.6503416,0.7783068,1.1143581,0.9034088,1.0503864,0.9185362,1.0421245,1.155821,1.1310151,1.1247089,0.981706,1.0122958,1.1119487,0.9676678,1.2320648,0.9557538,1.0101087,1.1143069,0.9729856,0.9781431,0.81399226,0.9190786,1.1628094,1.0494217,0.56923723,0.86383975,0.8558537,1.1359576,1.1519504,1.0232196,0.95226395,0.9384494,0.9664993,0.8470257,0.9713358,0.9348023,0.99476135,1.1393276,0.9591937,1.126528,0.5493381,1.0703113,0.9557214,1.018373,0.8207375,0.9457527,1.0223687,1.1012604,1.0567181,0.9693204,0.9196559,1.051403,0.924539,0.9109347,1.1514732,0.82666135,1.0965377,1.0496833,1.1369882,1.0550002,1.0260519,1.0099778,1.1131041,1.0755105,1.1656597,1.0320263,1.0670265,0.9935851,0.6353775,0.96690655,0.98391604,1.1791825,1.1286386,0.9717326,0.7992496,0.8602048,1.0068187,0.0,1.0655755,1.0356858,1.0407155,1.027191,1.0025586,1.1595435,1.0114975,1.0528413,1.0081959,0.8697084,0.76828384,0.9464714,1.0907748,1.0139345,0.95310646,1.1045656
soup,0.8174635,1.2149147,0.9485114,1.1886071,1.2434249,0.48051715,1.0284785,0.87506545,0.9932075,1.302243,1.055583,0.98726684,0.9825288,0.9842166,1.0260283,1.2996526,0.49200714,0.87364817,0.80371505,1.2251911,1.2860141,1.0836537,0.9092075,1.0817258,1.2279029,1.1492674,0.88823354,1.2157909,0.9650884,1.1185795,0.65406895,1.3848387,1.0063139,1.2283448,0.7062992,1.0063522,0.99690866,1.1745961,1.1020951,0.9657486,0.89773524,1.0720356,1.0133469,1.2716686,1.166811,0.9315991,1.2043293,1.2073638,1.1376867,1.0277399,0.71473587,1.3349106,1.1738191,1.0865734,0.97976494,1.111242,0.7612122,0.9196894,1.3090184,1.0609407,1.2799758,1.0125349,1.3157833,1.012483,1.2260202,0.3577842,0.8492199,1.0196108,1.0775964,0.9210544,0.71511984,1.3572395,1.2834151,1.3732024,1.2127316,0.90556943,0.8398486,1.0017283,1.136342,0.8994674,1.3383421,1.2885957,0.4814188,1.3988498,0.74017817,0.9734221,0.40721226,1.3310857,0.8799552,1.1395452,0.90909445,0.9150077,0.62918127,0.55651015,0.6464921,1.0154976,1.0188149,1.0639795,1.3256559,1.022108,0.8284979,0.92256016,1.5045718,1.0679682,1.274159,1.0655755,0.0,1.1523088,0.84742373,1.1591259,0.9360264,0.6824836,1.0629148,1.285579,1.2972775,0.839877,1.3796062,1.2098006,0.30539906,1.3047359,1.4379488,0.95709336
spoon,1.3549445,0.60159236,1.3722142,0.74325603,0.6760302,0.8654626,0.936985,1.437852,1.5384854,0.66551596,1.1097317,1.4576993,1.1102489,1.5114843,1.2130759,0.3623044,0.6314465,1.4464314,0.4000137,0.6201618,0.6508844,1.0215144,0.90519387,1.0627286,0.6771697,0.86383975,1.3193944,0.8511269,1.1782739,1.4712342,0.777267,0.34435606,1.3314413,0.49387443,0.74688286,1.0722225,1.1272053,0.98878205,0.98381925,1.3810534,0.5758611,1.0354054,1.3192538,0.7574893,0.8865492,1.1323231,1.0080258,0.14431608,0.71097124,1.0730867,1.4442828,0.58968663,1.0008702,1.190765,1.0890384,1.1901244,1.3312781,1.2364985,0.8670998,1.1626222,0.79316896,1.4061031,0.14563608,1.2382771,0.49203622,1.2257617,1.2018361,0.98535734,1.1658803,1.226543,1.2748606,0.51393855,0.6713929,0.49622792,0.59715104,1.24347,1.2548332,1.4793938,1.2512115,1.4643289,0.3382529,0.37328064,1.0993819,0.56698394,0.60185385,1.0484824,0.725005,0.4242834,1.4761784,0.9173068,1.2991041,0.8995141,1.2860703,1.1680427,0.8872024,1.4608696,1.2189236,1.3026242,0.238132,1.3248518,0.680076,0.88401383,0.3840853,1.1367561,0.70731175,1.0356858,1.1523088,0.0,1.2407333,1.0776566,1.4234672,1.4181201,0.6566347,0.8116416,0.6228049,0.9999039,0.77883005,0.7992221,1.1388056,0.60996467,0.45317084,1.2729232
sprinkler,0.8963867,1.1773634,0.9648856,1.0225273,0.96173114,0.97126454,0.8689445,0.71451396,0.87130034,1.1759118,1.0082514,0.99475354,1.0337555,0.9310162,0.97621506,1.2088354,0.9215849,0.761809,1.2361362,1.1003964,1.1610637,0.9671558,1.1125042,1.1029652,1.1246024,1.1470847,0.92494434,1.169699,0.9582104,0.8551413,1.1960688,1.2570562,0.7904644,1.1509261,0.861809,1.1136627,1.1340011,1.0566788,0.9205415,0.92782193,1.0706388,0.8472667,0.8695129,1.177469,1.1505375,1.0152498,1.0831151,1.1693492,1.261713,0.98764247,0.76716876,1.2739787,1.1284165,1.0386316,0.940761,1.059988,0.97178507,1.0122778,1.1848558,1.0098302,1.2952253,0.8841785,1.304525,0.9305264,1.0603907,1.0209508,0.9139844,1.0036114,1.0941392,0.9770048,1.062241,1.2110775,1.1253799,1.3116813,1.16908,0.81116796,1.0500344,0.9089708,1.0117682,0.8318255,1.2311043,1.2385641,0.90448725,1.2678864,1.2036307,1.1205323,1.0126234,1.298348,0.90170044,1.0538789,0.8458258,1.0841019,0.8873375,0.8497909,0.8261033,0.90478474,0.88213027,0.96597415,1.2816522,0.8672643,0.88117445,0.9718887,1.2413543,0.9362192,1.0967354,1.0407155,0.84742373,1.2407333,0.0,1.0393066,0.94569665,0.75210655,0.9007441,1.2427628,1.1514308,0.8778789,1.043644,1.0739973,0.6735523,1.0864011,1.2667012,0.9368152
stroller,0.93528163,1.046012,1.1494539,1.0055338,1.0357051,1.1080289,0.6587541,1.1170393,0.8831856,1.1006936,1.0011878,1.1211802,1.0235286,1.0309706,0.853282,1.0038921,1.0937423,0.7822254,1.172572,0.6352854,0.6594668,0.73343986,1.1349167,0.7844915,0.90420014,0.76461256,1.0692706,1.2077768,1.1468725,0.8915683,1.0069329,1.172519,0.7265301,0.9633384,1.0227026,0.65908813,0.67331624,1.0261313,0.985458,0.99112487,1.0952182,1.139042,1.1710476,1.1551051,1.0276728,0.77729565,1.1375755,1.1046782,0.7960605,0.998529,0.8317102,1.157588,0.7831774,1.0600168,1.0417585,1.2000221,0.9684808,1.1961184,0.9045318,0.9740933,1.0078484,1.0418903,1.1230013,0.7403945,1.0199678,1.0534526,1.0776632,0.72589326,1.0496079,0.79930544,0.9885103,1.1550218,0.8527435,1.2243642,1.0333494,1.0280621,0.9230621,0.94587827,1.0318074,1.0256947,1.2136726,1.2233033,1.1041174,1.0460103,1.119415,0.7431879,1.125276,1.0481038,0.90238214,0.7291009,1.0570809,0.78184295,1.0330595,1.2031285,1.021761,1.0335442,0.94835883,1.0220231,0.94063395,1.0935589,1.168323,0.90563685,0.8675239,1.037508,1.0842043,1.027191,1.1591259,1.0776566,1.0393066,0.0,0.91808885,1.1557258,0.95897937,1.1254946,1.2841954,1.1594372,0.8331441,0.63149446,1.1620102,0.6801018,1.1396127,1.0201577
sweater,0.8639556,1.3505068,0.66694397,1.2972066,1.3120893,1.1566172,1.0576249,0.7413386,0.674456,1.1642368,0.99507976,0.5529046,1.1292897,0.6911287,0.92804056,1.3468726,1.2396652,0.76414114,1.4180404,1.2993741,1.1860516,0.9769088,1.2164977,0.93006545,1.2048557,1.1197624,0.78315353,1.1208379,0.86411715,0.6504237,1.2608112,1.3471317,0.7476108,1.3426541,1.1867259,0.94427305,0.6842878,0.9423914,1.0651463,0.66043174,1.3861568,0.9553151,0.7870033,1.2019309,1.1524732,0.9890261,1.0196766,1.3653063,1.1695951,1.0080789,0.8538245,1.2435601,1.0256826,0.81109333,1.1175919,0.8789372,0.8718412,0.8219242,0.97405607,0.90120864,1.2127823,0.5739509,1.3864605,0.88401914,1.2742666,0.92564094,1.0453814,1.1219931,0.8647775,0.9934352,0.9740208,1.3008344,1.3401077,1.2755604,1.3984647,0.76179063,1.0004033,0.18160278,0.72384477,0.712287,1.2987282,1.3126221,1.0771624,1.2748852,1.3135455,1.0073564,1.1706983,1.3409723,0.6947673,1.0897036,0.7334345,1.0890434,0.90950376,0.8274003,0.8941948,0.48255968,0.8839478,0.7591989,1.3726797,0.7055821,1.1716915,1.0936356,1.3809264,0.8652209,1.2285591,1.0025586,0.9360264,1.4234672,0.94569665,0.91808885,0.0,0.70350826,1.368508,1.1567206,1.3050051,1.0053992,1.2239588,1.0966041,0.87511194,1.0791564,1.3088418,0.83444273
table,0.8873525,1.385505,0.7689289,1.3175601,1.3314297,0.90230244,0.9676082,0.50747776,0.51588255,1.2442342,0.8316418,0.74068266,1.0082823,0.62950045,0.81683326,1.3770835,0.96168464,0.6850795,1.256979,1.3082978,1.2718894,1.0954694,1.2290013,0.9743616,1.0864546,1.2093428,0.69343185,1.224643,1.1228943,0.7179898,1.1887155,1.4499784,0.6736893,1.3619869,1.1420598,0.9588487,1.0527835,0.9598664,1.1034849,0.75822246,1.277108,0.8583487,0.77054614,1.3810858,1.1506244,0.83506304,1.0782751,1.392028,1.3546362,1.0232831,0.6670509,1.413409,1.3093575,0.82009333,1.1275179,0.982172,0.71798635,0.98808765,1.3302925,0.9607925,1.4018009,0.8092332,1.4664804,0.8126647,1.2557098,0.73947895,1.052032,1.0578495,1.2167168,0.9511862,0.82154226,1.3472443,1.346291,1.4544454,1.3446772,0.73220444,0.90928847,0.67715806,0.9982454,0.57231194,1.3982766,1.4024217,0.76230776,1.3423665,1.1174802,1.0177157,0.7489084,1.4545524,0.6509696,1.1863451,0.67727864,1.1233643,0.75216126,0.54732,0.79734135,0.73236454,0.9932605,0.85822463,1.49427,0.64097786,0.86545855,1.1203059,1.5232657,0.8683485,1.1974775,1.1595435,0.6824836,1.4181201,0.75210655,1.1557258,0.70350826,0.0,1.2475631,1.3454345,1.3035762,0.97512966,1.3839308,1.3017113,0.52490294,1.2453221,1.516525,0.7081351
tape,1.3209732,0.5561228,1.3337321,0.52223057,0.46559024,0.80566704,0.94078934,1.2404966,1.4171987,0.84446716,1.145769,1.4146192,1.0436969,1.4669479,0.9801267,0.64707315,0.5261467,1.0986307,0.6978393,0.6313465,0.9599726,0.7980027,0.9071528,1.1700926,0.8979999,0.85659903,1.4485817,0.9200067,1.2354351,1.4018599,0.9588081,0.67687374,1.2562925,0.52466905,0.64742917,1.0737915,1.1480314,1.238828,0.9233483,1.4090862,0.48407626,1.1665766,1.2203431,0.90158916,0.9930259,1.1238856,0.94837147,0.70233476,0.7680935,1.0373372,1.1419859,0.8988969,0.95338106,1.1830952,0.73975015,1.2593206,1.2261026,1.2313814,0.948457,1.2104912,0.8432887,1.4662762,0.7621793,1.2369225,0.6763103,1.1553569,0.83358586,0.83758295,1.2350135,1.0936917,1.1793871,0.7630503,0.6069473,0.95060444,0.4907211,1.2775376,1.2435775,1.4101166,1.4059598,1.2532496,0.7641851,0.7196806,0.92920965,0.831476,0.82699835,1.0843744,0.83433986,0.7754815,1.3328291,0.8727173,1.3162224,0.8900094,1.1005516,0.998058,0.8922204,1.4195547,1.1748527,1.373688,0.70201695,1.2334027,0.6436668,0.71035266,0.59308994,1.0676476,0.83430886,1.0114975,1.0629148,0.6566347,0.9007441,0.95897937,1.368508,1.2475631,0.0,0.94105846,0.7750433,0.9595687,0.7623507,0.56235975,1.0238987,0.8604095,0.77943945,1.224511
toe,1.2174488,0.637891,0.88271195,0.74504924,0.87381124,1.0642589,1.330696,1.3864658,1.2265816,0.8426591,1.2228494,0.93248147,0.85919094,1.1950858,1.2489371,0.8841766,1.2118177,1.3076923,0.83391327,1.0695698,0.9760578,1.2389896,0.790383,1.1407542,1.0381237,0.87207156,1.2485228,0.44061983,0.9079857,1.2630808,0.86005336,0.68865335,1.426719,0.8405919,1.0316619,1.1557368,1.0087241,1.170403,1.1290575,1.1628336,0.7078687,1.1383611,0.9147757,0.43040872,0.91281056,1.2207015,0.53198683,0.83755517,0.9481191,1.1706681,1.2529364,0.31732702,0.67154163,1.1002716,0.67524475,0.6475797,1.2536455,0.5637604,0.6284063,1.1979666,0.6022337,0.99312747,0.73121965,1.2073085,1.0517442,1.3037727,0.806239,1.1889901,0.7250803,1.1372497,1.1032367,0.5949412,1.0110515,0.38334358,0.6594573,1.3203273,1.2434156,1.2000762,0.9573529,1.2947867,0.71274614,0.6639832,1.1228588,0.8295801,0.9573364,1.165954,1.3033438,0.49837506,1.1202885,1.0818267,1.3312376,1.1594309,1.2590283,1.3145702,1.3424466,1.0565112,1.0755345,0.91615313,0.7011299,1.1703793,1.2140261,1.0629342,0.6523434,1.167012,0.9352829,1.0528413,1.285579,0.8116416,1.2427628,1.1254946,1.1567206,1.3454345,0.94105846,0.0,0.51936436,0.8892314,1.0570683,1.0341182,1.4322155,1.1655169,0.33953083,1.3557773
tooth,1.3166113,0.4870274,1.1471083,0.60107857,0.5788182,1.1164112,1.1541679,1.2922477,1.3163168,0.5723907,1.2141632,1.2109231,0.9048886,1.2827507,1.1935036,0.4702226,1.0762495,1.4109651,0.759822,0.9449017,1.0068668,1.1390157,0.8743059,1.1046425,0.99091756,0.9172429,1.2572591,0.7391385,1.0392543,1.3244584,0.9264748,0.29330838,1.3509433,0.6478207,1.0751377,1.1488132,1.1925869,1.1269596,1.1789515,1.3463982,0.6747132,1.0422297,1.0536684,0.6842388,0.7624166,1.2375512,0.89812636,0.6581791,0.86985236,1.0084845,1.346428,0.5149704,0.9920689,1.025634,0.88827604,0.9404678,1.27406,1.0783696,0.7771502,1.0923977,0.77353925,1.2049861,0.5611615,1.2816985,0.74478745,1.2964145,0.95822954,1.1270504,1.0365132,1.1671244,1.2027452,0.2126534,0.8272613,0.51162755,0.4921794,1.2852153,1.1590844,1.3473527,1.1711141,1.2759361,0.4359262,0.5142892,1.2172332,0.5928019,0.90179783,1.1858805,1.2114589,0.50838006,1.3367059,1.0984943,1.3213484,1.031141,1.2630382,1.2684617,1.3245218,1.2474015,1.2179374,1.0814327,0.53348446,1.1215445,0.95603955,1.0520105,0.57858574,1.0524039,0.6518449,1.0081959,1.2972775,0.6228049,1.1514308,1.2841954,1.3050051,1.3035762,0.7750433,0.51936436,0.0,0.9365942,0.89072907,0.9507556,1.412607,1.0591278,0.44158745,1.2446092
toothbrush,0.8471796,1.1291625,0.76904124,1.0873728,0.9983103,0.8918702,1.039784,1.041366,1.0755439,1.1314871,1.093734,0.90938437,1.0801094,1.0470196,0.9464827,1.0630665,0.8968216,0.9517118,1.1848216,1.1007841,1.1582081,1.1328189,0.97698635,1.1385062,1.1297154,1.1368507,0.98621166,0.9780252,0.8224518,1.1149051,1.1168104,0.9446257,1.1104714,1.069691,0.83254284,1.0784304,1.0043705,1.135178,1.0210221,1.0902402,1.0043305,1.0954989,0.9663322,0.8692678,0.99405104,1.1003743,1.0056428,0.9593709,1.1079022,1.11446,0.96265674,0.99165344,0.75938046,1.0944924,0.57683134,0.95656395,0.837679,0.5814761,1.0059513,1.154247,1.1293519,1.0266647,0.9901779,1.1099434,1.0551325,1.066138,0.9006092,1.0383291,0.8661418,1.0022968,0.95939696,1.0275968,1.0166028,0.9755486,1.0947651,1.0951004,1.1670676,1.0649635,1.1626115,0.94391274,0.85950017,0.841202,0.8781835,1.1898216,1.176662,1.0004679,1.0115036,1.0478579,0.85273075,1.0645298,1.088552,1.0238309,0.8925853,0.96247774,0.6368637,1.0492979,0.9107111,1.1150783,1.0517184,1.1506767,0.9558343,0.92794216,1.0800401,1.0071757,1.1208242,0.8697084,0.839877,0.9999039,0.8778789,1.1594372,1.0053992,0.97512966,0.9595687,0.8892314,0.9365942,0.0,1.0781873,1.127952,0.8551171,1.0347862,0.99750906,1.0557373
towel,1.1521208,0.90528214,1.2616745,0.8970644,0.6678012,1.1624172,0.68283147,1.1665072,1.1578671,0.72010803,0.7681918,1.2955608,1.1969597,1.1038765,0.9164399,0.6725199,0.99844044,0.9893651,0.94795245,0.48891658,0.5147664,0.9372822,1.0440123,1.1146629,0.6279278,1.013196,1.1696198,1.0830208,0.95936507,0.91421795,1.1217936,0.66022813,0.96359605,0.59815884,1.0916071,1.1635014,1.0843339,0.9171989,0.8253369,1.0640237,1.0550476,0.9709931,1.3406692,0.97353905,0.92761683,1.1010159,0.9529046,0.67212534,0.92036253,1.0140277,1.2608616,1.0006727,0.7725042,1.0448828,1.0132067,1.2688766,1.2333977,1.286937,0.82765305,1.0796111,0.7508826,1.2067589,0.6680829,1.0030162,0.72363997,1.2809298,1.1993433,0.79277116,0.8360462,1.0888433,1.1103884,0.83750415,0.11591548,0.8035761,0.745664,0.9917854,1.2442423,1.1944879,0.9926946,1.1587222,0.70062166,0.73577034,1.1011187,0.5169858,1.0547053,1.0136267,1.1846703,0.76984483,1.2901257,0.8201572,1.1104486,1.029678,1.2611312,1.2837961,1.2143749,1.219184,0.9204376,1.1192933,0.6795745,1.2295496,0.86214894,0.8176148,0.5578822,1.1080071,0.71767,0.76828384,1.3796062,0.77883005,1.043644,0.8331441,1.2239588,1.3839308,0.7623507,1.0570683,0.89072907,1.0781873,0.0,0.7878423,1.3024286,0.5931622,0.81282526,1.1134776
toy,1.121263,0.6875706,1.3437412,0.60769993,0.60626954,1.0666627,0.9596609,1.3482571,1.2426398,0.85488236,1.065711,1.2886262,1.0117643,1.3663757,0.73362297,0.6691394,0.98939085,1.032147,0.83339345,0.7760917,0.98458284,0.49480498,1.020424,1.0894145,0.9182686,0.5823258,1.3731849,1.1128669,1.2044942,1.2106767,0.8766677,0.7229141,1.0663607,0.6649256,0.971411,0.837484,0.76895785,1.2087306,0.9649935,1.3086941,0.8602303,1.2111892,1.0930227,0.9876933,0.99558824,0.9525605,1.0436738,0.82765186,0.40513825,0.9561317,1.2173355,0.89098066,0.9760332,0.9886697,0.9105703,1.1826093,1.1760228,1.2683308,0.75009274,1.0530095,0.94819355,1.3283062,0.8166727,1.1882545,0.807981,1.1470236,0.8809898,0.79226434,1.2171199,0.87489307,1.245349,0.7940172,0.7643733,1.0626343,0.67671186,1.3181474,1.1415261,1.1515567,1.3482152,1.1020764,0.8265315,0.8005749,1.1544311,0.8778269,0.79847586,0.9208133,1.01972,0.8126179,1.2144278,0.613259,1.3529912,0.76363623,1.1654289,1.1703541,0.957283,1.3198806,1.1644233,1.3329909,0.69219106,1.2574083,1.0379844,0.7338751,0.6084051,0.9318833,0.9711158,0.9464714,1.2098006,0.7992221,1.0739973,0.63149446,1.0966041,1.3017113,0.56235975,1.0341182,0.9507556,1.127952,0.7878423,0.0,1.2790786,0.82599235,0.84720296,1.1518396
