,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
drawer,1.0417182,1.2103456,1.1649979,1.0798943,1.2443496,1.1982558,1.0178384,0.70507354,1.1892931,1.0727634,0.7544608,0.8538997,1.1761968,1.2583458,1.0606525,1.120151,0.74143124,1.0334263,0.9674269,0.51918566,1.096725,0.80323994,0.9007523,0.9749204,0.6615068,1.0472149,0.80026484,1.0487701,0.6861763,1.1320751,0.8812823,0.8716931,1.1509073,0.9025898,0.8142836,0.71920973,0.9456358,0.8510269,1.0683262,1.1995907,1.1220753,1.0054555,1.0630535,0.91114086,0.0,0.9064239,0.8077768,1.1109887,1.1455206,1.0901973,0.84684074,0.8607515,1.1871892,0.776383,0.7599709,1.1288348,1.1683831,0.91908467,0.8479221,1.0819832,0.7845727,1.0702426,0.8571812,1.0228747,1.1357007,1.1457027,1.1115042,1.2027452,1.032431,0.89563894,1.0225176,0.70963657,1.0551635,1.0575904,1.1441594,0.9154663,0.8464644,0.9289796,0.97846985,1.0874463,0.9903435,1.0154631,1.0227113,1.1958767,0.45615184,1.203586,1.1867584,0.91089684,0.76694775,0.8514604,0.85465366,1.2280658,0.8607951,0.8346931,1.1077628,0.8954539,0.82342494,1.0029789,1.2510393,0.6139786,0.8378241,0.8190854,1.090232,0.8277688,1.0589653,1.1248605,1.0236161,0.9413935,1.2177734,1.1826448,0.9930738,1.2477208,0.88396764,1.0871264,0.8770216,0.7962005,1.1666394,1.0853281,0.88353705,1.1461467,0.9696035,1.1648567,0.9102628,0.79539907,0.9644162,0.9173957,1.0550559,0.774413,1.1840872,0.76667035,0.939118,0.95995027
dress,0.97199357,1.1408613,1.2902002,0.57841176,1.1565713,1.2578739,1.1460449,1.1994071,1.0004499,0.78862494,1.2106575,0.6476299,0.5686464,1.3756685,0.7561556,1.0300822,1.1887454,1.3965318,1.4532351,1.0488386,1.3576765,1.0121087,1.3111145,1.1317267,1.230173,0.8360172,1.009285,0.9331283,0.98938316,1.3836453,0.8919189,1.0120356,0.9229953,1.275222,0.64849454,1.0215034,1.3361217,0.8081931,1.4511244,1.2958361,1.1815536,0.8113146,0.8589152,1.0193906,0.9064239,0.0,1.011228,1.1164856,0.6364478,0.65021,0.89911556,1.1264734,1.2386723,0.65894514,1.1615608,1.2050663,0.95591116,1.1687012,0.76673055,0.90731955,1.2095183,0.7318635,0.6428684,1.1367705,1.2689857,0.8770676,0.73603445,0.65940225,1.0852692,0.34821212,1.061786,0.85391235,1.4093546,0.68127215,0.79957885,0.64454913,0.69622433,0.7876959,0.7567234,1.2213142,1.3578371,1.2663549,1.1657617,1.058238,1.1327631,1.1279669,0.5773505,0.4061923,0.84841514,1.3176557,1.2898674,1.3876659,0.87236804,0.6551785,1.3390119,1.2840745,1.3831408,0.9559116,1.1722735,0.90350384,1.2510713,1.0379028,1.1247444,0.6046952,1.0228217,0.46576595,0.9096942,0.37701654,1.330198,1.011044,1.0014534,1.0453105,1.2537303,0.95489067,1.2663851,0.77902234,1.2605088,1.3495991,0.7771668,0.5747413,0.79556704,1.4381089,1.0793097,0.99622893,0.94046056,1.3936183,1.2722259,1.2051736,1.045354,1.1985959,1.1723415,1.0431002
ear,1.2348819,1.093152,0.66409844,1.2267078,1.009535,0.8569745,0.89438546,1.0807635,1.3468328,1.3465142,0.64708936,1.2475086,1.2839684,1.1868411,1.3224502,1.2694902,1.2108945,0.9037029,0.9505862,1.270497,0.923978,0.9608682,1.0067375,0.9053402,0.52348757,1.1741241,0.59778637,0.84688014,1.0702713,1.0657204,1.1654084,1.0578289,1.2119014,0.7859109,1.1732857,0.69421214,0.66520286,1.2734656,1.0051318,1.1227796,1.2028444,1.1156194,1.1432976,0.986782,0.8077768,1.011228,0.0,0.82158023,0.97058237,0.9560954,0.50057137,0.7318115,1.0857606,0.85758454,0.74805886,1.1522777,1.2413051,0.39812845,0.90301555,1.1141028,0.7877573,0.7517302,0.73194313,0.80409396,1.1810169,1.064016,1.043006,1.1566713,1.1420038,1.0483999,0.99103796,1.0813249,0.9519545,1.0788271,1.2043734,1.0834033,1.0644138,0.66394806,0.77228606,0.5878274,1.0254152,0.85805774,0.50014675,0.81491697,1.0076092,1.1236441,1.2850751,0.9216582,1.2475553,0.6312598,0.67350996,1.1178145,0.93039304,1.0599126,0.94687617,0.9620762,0.8246968,1.1240532,0.99550503,1.1543652,0.93851864,1.0540361,1.1520605,1.0076503,1.1672144,1.1705271,1.0816412,1.1086674,1.0936754,1.2962749,1.2295957,1.3325579,0.56613874,1.1850727,0.5847379,0.8608018,0.9993476,0.95105785,1.2130363,1.1863309,1.3085512,1.032032,0.43557692,0.82217586,1.0848716,1.0129099,1.1921765,1.1441805,1.1885884,0.87760895,0.4707384,0.91407335
egg,1.1358525,0.86783206,0.3909579,1.2982705,0.49946117,0.37309456,0.64277077,1.1728817,1.2076018,1.3625263,0.8622712,1.334495,1.3147517,0.9945364,1.3382668,1.1332316,1.112449,0.7328647,0.69125605,1.2571957,0.8163706,1.140294,0.85502493,0.9216862,0.9193874,1.0704489,0.7870033,1.2189419,1.2984617,0.8062687,1.2271594,1.2394447,1.0932143,0.7817962,1.3133862,0.8573644,0.5868683,1.3871714,0.73840886,1.0317577,0.9178252,1.286157,1.1147734,1.2851791,1.1109887,1.1164856,0.82158023,0.0,1.0953453,1.1299157,0.7048689,0.6408085,0.9805909,1.1566477,0.93303394,0.9212045,1.1262004,0.6947608,1.0005244,1.0032912,0.7254654,1.0389613,1.0739162,0.61348677,1.1138122,1.2150278,1.0754019,1.2831981,1.0203295,1.2197762,0.9356941,1.2644145,0.8751389,1.1195445,1.1845121,1.0667325,1.0253361,0.86410296,0.91735214,0.514272,0.836173,0.97456694,0.5423567,0.53047013,1.0738602,1.0353563,1.337816,1.2318032,1.2463881,0.7031257,0.6612996,0.91997916,1.0340894,1.233361,0.86035144,0.99032146,0.61915517,1.0920936,0.69046456,1.3086145,0.9492149,1.3436328,0.9887311,1.2558787,1.1194843,1.2368546,1.06783,1.253064,0.93373036,1.268831,1.1169276,1.1445912,0.56524897,1.1606421,0.72523755,1.0312703,0.9877913,0.9608144,1.1622405,1.2253382,1.399513,0.6875831,0.4693389,0.71208024,1.1378227,0.86171174,0.8499273,0.99531406,1.1445184,1.0424271,0.66449684,1.2537171
elephant,1.0730696,1.0627892,1.202624,0.8136002,1.2177074,1.2918155,1.1571616,1.0619404,0.9617083,0.7023523,1.1467685,0.5958853,0.6802796,1.2056998,0.7099183,1.0203147,1.2818094,1.2270312,1.2617532,1.1383345,1.2331128,1.0410995,1.2830784,1.2131748,1.095242,0.7155949,1.1423681,0.5675662,0.8626867,1.2531149,0.97844654,0.78975403,1.0279392,1.1454629,0.6553901,1.1276726,1.2659405,0.6925047,1.2854712,1.1665871,1.2269521,0.9085352,1.0919123,0.9596059,1.1455206,0.6364478,0.97058237,1.0953453,0.0,0.87798995,1.1199977,1.235528,1.1601557,0.8417146,1.1436261,1.3094373,0.8085352,1.1181499,0.94946027,0.97394097,1.3279989,0.84070504,0.96040744,1.2337198,0.9780539,0.652773,0.9467161,0.5496801,1.0772197,0.49251807,0.85316205,0.94823766,1.2047019,0.91111434,0.7693217,0.9063584,0.92991936,1.013232,1.0156108,1.1620803,1.1768798,1.1530968,1.1959851,1.1244452,1.1311008,1.0612954,0.62657094,0.41508555,1.0285623,1.226637,1.2278361,1.2070042,1.0450987,0.75127697,1.2288389,1.2138625,1.2983814,1.0069253,1.1559426,0.97233367,1.2096465,0.82629174,1.229008,0.8174252,1.1412833,0.60309255,0.9467463,0.62871313,1.2630315,0.90486985,0.9959924,0.9349115,1.1823297,0.67767084,1.1776154,0.91212124,1.2079784,1.1808065,0.89237285,0.58004224,0.73077524,1.3380089,1.1132742,1.1702865,1.0021782,1.1786518,1.4069159,1.2619985,0.98173755,1.124045,1.1609136,0.7409565
face,0.9456221,1.1931552,1.1589103,0.7692989,1.1597196,1.2021377,1.1729636,1.305997,0.9092519,0.86350995,1.2656536,0.84385407,0.5725684,1.2448804,0.9481503,1.0278312,1.1979337,1.2961233,1.3994312,1.0680298,1.2340355,1.0221715,1.2804874,1.1142964,1.247886,0.85737276,1.0869179,0.9771567,1.0638185,1.265264,0.8024101,1.1032469,0.9215561,1.2546644,0.7534003,1.1256235,1.2889128,0.8880186,1.3474605,1.154408,1.1277488,0.7934618,0.8350909,0.85788065,1.0901973,0.65021,0.9560954,1.1299157,0.87798995,0.0,0.89099854,1.1516967,1.0956806,1.0101979,1.0919278,1.076182,0.92237777,0.98710257,1.0422549,1.0505779,1.3021078,0.28990978,0.7156305,1.0384029,1.0378637,0.87226677,0.8352915,0.608102,1.0822113,0.76542354,1.2295989,0.8728711,1.2846575,0.71127367,0.9079672,0.91648895,0.6799227,0.69561243,0.665534,1.0435771,1.348031,1.3419228,1.0306203,1.0753305,1.1843433,1.0752192,0.63520426,0.7632026,0.9449872,1.2777635,1.3079407,1.2363251,1.1099969,0.9027238,1.2125736,1.1764212,1.382278,0.91835403,1.1457088,1.0911543,1.1695607,0.90901715,1.1282117,0.7488049,1.1662962,0.40560544,0.91214526,0.82311845,1.2996894,0.8498424,0.9662338,0.9724475,1.1610547,0.99119526,1.0767006,1.0998182,1.2246509,1.256313,0.91608936,0.4872104,0.8859837,1.3103077,1.05181,1.1157886,1.1159083,1.4304411,1.1941874,1.2490182,0.9553815,1.2363317,1.0940107,0.9280461
finger,1.2058305,0.956876,0.65224516,1.0463923,0.9674784,0.85818917,0.7120817,1.2233354,1.2687528,1.3448725,0.78447247,1.3020973,1.2137045,1.264302,1.3664699,1.2191836,1.0759124,0.8658579,1.0178766,1.2093972,0.91664773,1.1110566,0.9984686,0.91795194,0.72423154,1.3078849,0.5730396,1.1678131,1.2273445,1.0943022,1.1956875,1.1861169,1.1701703,0.7067485,1.2607121,0.69768023,0.6160662,1.3820337,0.95346767,1.2025068,1.0905553,1.1886834,1.0493095,1.1726366,0.84684074,0.89911556,0.50057137,0.7048689,1.1199977,0.89099854,0.0,0.7304287,1.1791897,0.7960259,0.8224849,1.0816536,1.3180629,0.45202637,0.64830565,1.1447858,0.72258115,0.8235543,0.38290167,0.71112573,1.2897236,1.2735944,0.98177475,1.207276,1.1031271,0.96232367,0.9322213,1.2286729,1.0329487,1.0931627,1.2894659,0.76702,1.118964,0.42421043,0.72503275,0.54016197,1.00412,0.9352513,0.53709006,0.7536366,1.0211979,1.2254826,1.2190504,1.0112015,1.1397765,0.63383794,0.62944114,1.1589329,0.8774488,1.115275,0.9453367,1.0578659,0.79523206,1.1287951,0.96266717,1.1724966,1.0202637,1.2627916,1.2490289,1.0372365,1.1161263,1.1118594,0.933091,0.9443945,1.1132667,1.2642497,1.1529806,1.2825892,0.53534544,1.2881131,0.6676539,0.62147033,1.1072341,1.1333908,1.2719963,1.1076862,1.4065711,0.96449643,0.25214094,0.6677602,1.0974869,1.0205042,0.99709463,1.0372919,1.2323426,0.96829987,0.43198776,1.2340987
fish,0.70992994,1.1968052,0.5304598,1.3361669,0.84173715,0.62023556,0.65124464,1.2056558,1.3766205,1.4007043,0.47926557,1.3526797,1.2907505,0.89722896,1.2800143,1.227831,1.0077981,0.962018,0.9591731,1.277216,0.8953418,0.95598423,0.9938368,0.52597517,0.7264637,0.9231745,0.32633638,0.88667154,1.2926917,0.9715585,1.2112961,0.9250995,1.1440808,0.7444027,1.3093176,0.70585436,0.44845456,1.4033728,1.0163004,1.0427291,1.1107535,1.206316,1.1284263,1.2525525,0.8607515,1.1264734,0.7318115,0.6408085,1.235528,1.1516967,0.7304287,0.0,0.96077245,1.1412466,0.6676208,0.6312409,1.149667,0.59218687,0.94782025,0.8882198,0.35965437,1.068999,0.9680435,0.58501655,1.1568927,1.1467272,1.1034749,1.3416522,1.2671196,1.1926457,0.8296218,1.2006613,0.96850646,1.0084649,1.1901522,0.9803866,0.92136914,0.8305953,0.89965093,0.63781154,0.9528298,0.86636317,0.722066,0.780027,0.9410231,0.80467135,1.3842337,1.1822479,1.1266166,0.48487055,0.447434,0.9512113,0.9255945,1.1148722,0.8781952,0.86349535,0.6667763,1.0930203,1.0956019,1.1608374,0.92079073,1.3690001,0.78627414,1.0034002,0.9514639,1.325568,1.1168326,1.2257062,1.1857673,1.3944778,1.2694497,1.3474503,0.51909864,1.1785022,0.7943802,1.0438955,1.2029644,0.74501795,1.165891,1.3281779,1.3986303,0.91106737,0.56583726,0.5218068,0.8120991,0.87711203,0.8891174,1.051939,1.2047668,1.0040332,0.60085654,1.1819022
flower,0.94055116,1.1118522,0.8040056,1.020597,0.9099796,0.8063563,1.0938677,1.079615,1.0517312,1.0620778,0.97363985,1.189775,1.1348501,0.83863425,1.0606863,1.0791354,0.958442,0.922477,0.97986495,0.9111297,0.886462,1.0716001,1.1090735,0.96167934,1.1101499,1.0213157,1.0759144,1.0456023,1.1599104,0.9284599,1.0296984,1.0878463,0.5579116,1.0060214,1.0803013,1.1177689,0.88725626,1.0996088,0.9703362,0.7435074,1.0333914,1.0433881,1.0420988,1.0183594,1.1871892,1.2386723,1.0857606,0.9805909,1.1601557,1.0956806,1.1791897,0.96077245,0.0,1.2210275,1.0712324,0.8368428,0.7399591,0.9400525,1.1961653,1.0630816,0.9799119,1.0609372,1.1720322,1.022733,0.8674073,1.0452937,1.185149,1.0640359,1.0779743,1.2761612,1.1108483,1.0853302,0.91808,1.0471984,1.0910923,1.2340788,1.1142294,1.1082572,1.0990012,0.8548093,1.0084836,1.0226289,0.99115336,0.92618316,1.0116615,0.91118944,1.0877889,1.2726706,0.98562896,0.91562486,0.96895057,0.94604504,1.1401675,1.2090791,0.90035164,0.45351917,1.0216662,1.1085572,0.85364145,1.1329168,1.0136808,0.9922209,0.86229813,1.1439617,1.0419191,1.1730945,1.0651474,1.1338742,0.92714,0.9527304,1.1366589,1.0068691,1.0524584,1.0157459,1.0740948,1.2623923,0.9853682,0.83631665,1.1616855,1.144205,0.95910746,0.9808876,1.1172365,1.0506107,0.9895804,1.0094491,0.92231375,1.0896544,0.13354242,1.0963873,0.94136703,0.9415187
foot,1.1369793,0.9571115,1.2656096,0.6955208,1.1422818,1.225256,1.0515336,1.0281508,1.1031384,1.0007296,1.1438736,0.8079827,0.77814656,1.2981344,0.86375606,1.0163584,0.9700064,1.1779618,1.2366151,0.9046365,1.2302175,1.0354161,1.0273483,1.1075345,0.94120646,1.1667185,1.0111395,0.97172856,0.98790073,1.1978455,1.1218386,1.0168031,0.9574917,1.1190357,0.9119549,0.8918271,1.2042055,0.94586265,1.1848283,1.2392974,1.0987654,0.9562318,0.92838186,1.1294622,0.776383,0.65894514,0.85758454,1.1566477,0.8417146,1.0101979,0.7960259,1.1412466,1.2210275,0.0,1.1005943,1.2412026,1.0402157,1.0631318,0.4245755,0.9492456,1.0057518,0.9665096,0.5542409,1.0776299,1.2545499,1.0836818,0.82746124,0.9155564,0.9023953,0.56886274,0.9328005,0.8861995,1.2029351,1.0069556,0.9068704,0.48778176,1.0637743,0.7811291,0.91033596,1.1755855,1.1535125,0.95825845,1.0572424,1.1193469,0.9976303,1.1599243,0.8275349,0.64217687,0.78352076,1.1588924,1.1908493,1.2498013,0.71797013,0.7424101,1.2149587,1.2191533,1.2001258,1.0619072,1.2230365,0.8477937,1.0769042,0.98820347,1.2226849,0.79608107,0.87811255,0.85688853,0.634127,0.5721439,1.2701094,1.1611254,1.0266026,1.0728929,1.0910236,1.0555642,1.0873739,0.25065607,1.1682624,1.2640296,0.9046362,0.9409764,0.91823906,1.2310467,0.9102616,0.98747605,0.8110565,1.1591228,1.157594,1.0253294,1.1014448,1.0453541,1.0338911,1.1130846
fork,1.0674229,0.99716204,0.8193438,1.3521361,1.1332223,0.96833473,0.85039663,0.8276578,1.2919078,1.3927081,0.62949944,1.1998115,1.3543082,0.98399425,1.3804194,1.1090542,0.92166173,0.8080485,0.8300876,1.0596972,0.8580233,0.88132375,0.9358702,0.86359537,0.6843919,0.860338,0.7475658,0.95733595,0.93303776,0.9041135,1.1410758,0.51069486,1.1980374,0.62149054,1.3049614,0.74652505,0.6393534,1.1718276,0.8924271,0.95982456,1.1195393,1.188329,1.2116987,0.9737791,0.7599709,1.1615608,0.74805886,0.93303394,1.1436261,1.0919278,0.8224849,0.6676208,1.0712324,1.1005943,0.0,1.0365213,1.1662196,0.6869662,1.018437,1.0848988,0.635183,0.98247886,0.9376307,0.96159106,1.0778213,1.015006,1.1671617,1.3583869,1.0288213,1.2899128,0.6492926,0.94175476,0.62432444,1.2137681,1.3781773,1.1662943,0.9355545,0.9442788,1.0822524,0.75022876,0.81027734,0.81448627,0.81363446,0.96520114,0.89397407,0.98462653,1.4054835,1.2253299,1.1023825,0.55927896,0.6329541,0.94824153,0.9886246,1.2528629,0.8608673,0.8384888,0.67045504,1.0743868,1.0810357,0.99382025,0.8353547,1.0257052,0.97564983,1.1181014,0.91656387,1.3308759,1.088205,1.2883556,0.9433801,1.291554,1.1073391,1.269966,0.73896575,1.1494546,0.6615621,0.9996516,0.95960104,0.5608229,1.2323655,1.3638263,1.3236129,0.9895458,0.7342474,0.6461753,0.70061725,0.7059728,1.1109856,0.97878885,1.2497324,0.60576504,0.8015362,0.90352
frog,0.25058722,1.0972629,0.85400355,1.1562165,0.80760425,0.8220995,0.64668256,1.1515803,1.0747935,1.1146368,1.0064249,1.2732431,1.027237,0.5562452,1.0400909,1.0730305,0.7745824,1.1164223,1.1249663,1.1268733,0.91800773,1.1004488,1.0114863,0.5387594,1.0479549,0.9746784,0.8680437,1.1395433,1.318192,0.8529645,1.1002003,1.0733219,0.71048236,0.98497444,1.2286665,0.99098974,0.90763205,1.2538012,1.0838645,0.92989427,0.9643526,1.060551,0.70600474,1.163344,1.1288348,1.2050663,1.1522777,0.9212045,1.3094373,1.076182,1.0816536,0.6312409,0.8368428,1.2412026,1.0365213,0.0,1.1148747,1.0357018,1.1593295,0.8052362,0.71264404,1.0998188,1.1694522,0.5581226,0.98736644,1.0310359,1.0900352,1.108017,1.170392,1.2203503,1.0730731,1.2871126,1.1074631,0.9321189,1.0181056,1.033791,0.9779584,1.0459456,0.835733,1.0662731,1.014409,0.91323096,1.0747787,0.93582755,1.0584861,0.7873186,1.1400077,1.2879319,0.919138,0.98597693,0.9296359,0.6411581,0.97045815,1.0859725,0.91392267,0.69196135,0.9450511,0.963408,1.0356154,1.0600398,0.9143931,1.2694974,0.60065603,1.1056247,0.6706065,1.1852092,1.074554,1.2409246,1.0265957,1.1361077,1.1765254,1.0286196,0.82743037,1.108627,1.0028441,1.2155186,1.081097,0.9683623,1.0786321,1.1263543,1.1993774,0.9023514,1.0731392,0.9175741,0.8805712,0.9966636,0.37574172,0.9604081,0.9912885,1.1340475,1.0197347,1.2766979
glass,0.88331527,1.162355,1.2644234,0.6898365,0.89853626,1.0506824,1.2898853,1.0368363,0.6314981,0.6739498,1.313927,0.76297426,0.70544684,1.1573999,0.66845226,0.8110704,1.0177689,1.2504735,1.1905481,0.7103162,1.2910954,1.0918703,1.1096499,1.1483603,1.3960657,0.62187386,1.19771,0.8094735,1.0492573,1.0877893,0.8216878,0.72218394,0.72084725,1.2930409,0.8205312,1.2515283,1.3827361,0.6722008,1.179745,1.0900238,0.92863303,0.912014,0.98554224,0.9795502,1.1683831,0.95591116,1.2413051,1.1262004,0.8085352,0.92237777,1.3180629,1.149667,0.7399591,1.0402157,1.1662196,1.1148747,0.0,1.3414927,1.1810108,0.8837817,1.095571,0.9680628,0.95971566,1.3197627,0.9585107,0.7727841,0.840879,0.7598537,0.7704016,0.95538044,0.943459,0.9551989,1.1660111,0.85207725,0.68783766,1.0261178,0.7797334,1.1255945,1.1514723,1.3076695,1.345735,1.228085,1.3765216,1.2414582,1.0999521,0.733205,0.68380487,0.9659555,0.76460385,1.3727636,1.4029753,1.2251701,1.1889755,0.9451887,1.2451767,1.0901512,1.3516413,1.0627636,1.1808615,0.96045494,1.1392915,0.8029106,0.984759,0.90982896,0.8939797,0.833876,1.0267311,0.84607184,1.2548101,0.7714619,0.71290696,0.7117166,1.5078648,0.63636994,1.29458,1.184875,1.1681492,1.1191142,0.8514936,0.8179344,0.56366736,1.2164384,1.455614,1.1355487,0.69037706,1.3928441,1.0971193,0.840114,0.5900525,1.3166993,1.3670263,0.8730709
glasses,1.2683755,1.1174098,0.3220445,1.4223228,1.0231678,0.70909464,0.7712791,1.0899345,1.3350983,1.4309509,0.36752462,1.3552504,1.4404621,1.0396206,1.4547901,1.2526262,1.1816475,0.64432824,0.75239927,1.3074715,0.71589404,1.0205659,0.9818053,0.8095759,0.4538343,1.1582131,0.4858144,0.8862264,1.1974106,0.9699755,1.3223506,1.0783445,1.1852496,0.6088477,1.3286173,0.70575947,0.24185061,1.4112604,0.75908,1.0479659,1.2389526,1.3047409,1.3448954,1.133475,0.91908467,1.1687012,0.39812845,0.6947608,1.1181499,0.98710257,0.45202637,0.59218687,0.9400525,1.0631318,0.6869662,1.0357018,1.3414927,0.0,1.0829384,1.1432223,0.6723211,0.81402373,0.97389346,0.6642394,1.1104164,1.1929526,1.2390782,1.3235056,1.2515299,1.2290059,0.8660469,1.3337891,0.8165838,1.2589612,1.4023461,1.2971082,1.149672,0.5642692,0.9149164,0.2122848,0.88809526,0.77706575,0.3276931,0.61271846,0.995419,1.1170988,1.4567348,1.1837082,1.3966694,0.25522494,0.2998888,1.0005008,1.0624986,1.3404399,0.772768,0.8440988,0.5447462,1.201113,0.88589615,1.3114297,0.9167241,1.2234647,1.1623015,1.2119086,1.1706145,1.2829345,1.1486864,1.2770774,0.98859787,1.3166811,1.217739,1.3357272,0.28366423,1.1634808,0.54464406,1.0512304,1.0164806,0.80188596,1.4331877,1.3207717,1.4555638,0.78926384,0.3724264,0.6952015,1.1518834,0.8301106,1.1289217,1.0890914,1.1773373,0.82242125,0.12436795,1.0410678
glove,1.0995574,0.80278665,1.1775627,0.75979066,1.002174,1.0825497,0.8756483,0.98210293,1.1901491,1.1214315,1.0968459,1.0060916,0.8729696,1.2497572,0.9563711,1.0949029,0.9573901,1.085749,1.1395124,0.96522915,1.1525714,1.0491991,0.9321433,1.0975921,0.86930394,1.2416692,0.9457772,1.1572111,1.0481893,1.2622972,1.1806927,1.0954918,1.1418452,1.1116074,0.97586215,0.8631549,1.1631174,1.0971761,1.0753862,1.2130306,0.9813652,0.99996555,0.73889774,1.1768978,0.8479221,0.76673055,0.90301555,1.0005244,0.94946027,1.0422549,0.64830565,0.94782025,1.1961653,0.4245755,1.018437,1.1593295,1.1810108,1.0829384,0.0,1.0370343,0.89469206,1.0096122,0.47137237,0.8126685,1.3455268,1.2155166,0.8340878,1.0158046,0.96090156,0.6833651,1.1161903,0.91671467,1.1564167,0.99247336,0.9641043,0.13172978,1.071628,0.8281528,0.85872674,1.1378229,0.88167596,0.94860107,1.0229635,1.1068674,0.99389726,1.1599462,0.92207676,0.7106993,0.8600803,1.1402619,1.1391156,1.194929,0.770868,0.72447217,1.1437737,1.2404037,1.1758977,1.0514905,1.1604229,0.7644385,1.0210854,1.1340449,1.1701035,0.7796243,0.9800878,0.97372967,0.364276,0.6380445,1.1247804,1.1718259,1.0912476,1.182573,0.9238219,1.2137994,0.9772343,0.15418786,1.0623131,1.1353921,0.9082794,1.0001878,1.1145902,1.1407558,0.69100523,0.81816375,0.9197315,0.91786593,0.9783357,1.0647686,1.1241606,1.0611527,1.0307543,1.1444149
grass,0.7064206,1.1179743,1.0930986,0.85377926,1.0253541,1.0138867,0.8584709,1.1026229,0.9361697,0.97500944,1.0670568,0.90433544,0.819378,1.06725,0.7977449,0.8523052,1.0743746,1.1990001,1.116374,1.0853368,1.1571631,1.0025731,1.1536174,1.0858299,1.180486,0.8721713,0.9154539,0.80780756,1.0146917,1.1827404,0.9897649,0.85896987,0.818682,1.1041274,1.0599535,0.97535723,1.1085342,0.9747139,1.1753241,1.0649974,1.0424043,1.0339874,1.1616772,1.0237641,1.0819832,0.90731955,1.1141028,1.0032912,0.97394097,1.0505779,1.1447858,0.8882198,1.0630816,0.9492456,1.0848988,0.8052362,0.8837817,1.1432223,1.0370343,0.0,0.95501727,1.0670235,0.9815987,0.99356395,1.091603,0.99186677,0.9026404,0.9351664,1.0832211,0.93763524,0.76943576,1.0278455,1.1066217,0.9820857,0.83325094,0.91962516,0.89904827,1.0328201,1.0708183,1.1822323,1.0407441,1.0540621,1.2372425,1.0537492,1.0193977,0.8600057,0.951343,0.99648905,0.892972,1.126369,1.1092553,1.0544989,0.9852082,1.0088613,1.1221097,1.0290655,1.0665616,1.0567055,1.1501858,1.0219908,1.0648271,1.0452551,0.9912869,0.97002846,0.51879954,0.9651482,1.0810475,1.0197109,1.2052635,0.9399164,0.94597554,0.88850355,1.1725101,0.71081614,1.1241745,1.0141209,1.189386,1.1150824,1.0505791,1.0320531,0.92069733,1.1708562,1.1874825,0.8878425,0.5992593,1.0477079,1.1373512,0.975196,1.0180367,1.1026527,1.1983802,1.030422
gum,0.850268,1.0194101,0.52271926,1.3267509,0.7275162,0.5964939,0.656454,1.0025434,1.3712882,1.3969135,0.6191198,1.4185866,1.3026354,0.995001,1.2196689,1.2285964,0.6515826,0.69913435,0.84097004,1.0111585,0.8205506,1.1231067,0.719675,0.78921574,0.65294945,1.0124239,0.44899958,1.1353602,1.2725576,0.81730413,1.2784278,0.82990557,1.1313258,0.66155446,1.4126856,0.61428493,0.417571,1.4355493,0.76830995,1.030776,0.8560944,1.3269544,1.049536,1.326414,0.7845727,1.2095183,0.7877573,0.7254654,1.3279989,1.3021078,0.72258115,0.35965437,0.9799119,1.0057518,0.635183,0.71264404,1.095571,0.6723211,0.89469206,0.95501727,0.0,1.2149382,0.94144726,0.68705916,1.2513142,1.3311744,1.269151,1.3961713,0.9085871,1.2716339,0.8239962,1.2967087,1.014336,1.2612505,1.2808775,0.9382448,1.074488,0.88179266,1.047536,0.61674255,0.9335423,0.60711586,0.6555156,0.7752821,0.7789915,0.8722371,1.364742,1.2991068,1.0013448,0.5171081,0.52809685,0.9977558,0.9528422,1.1990427,0.83359176,0.848634,0.6042251,1.1815414,1.0161159,0.89714396,0.9042047,1.3608286,0.9605023,1.0161545,0.8078966,1.4424794,1.097724,1.2357187,1.0545821,1.3887893,1.2766215,1.2845155,0.5544229,1.2270217,0.762324,0.88067454,1.1164207,0.8687147,1.1466907,1.4450619,1.398663,0.72044706,0.57467496,0.5715841,0.7015138,0.8239491,0.59989846,0.83016366,1.2415698,1.0139096,0.602088,1.2769856
