,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
slipper,1.1638647,0.86401945,0.3278724,1.5767313,0.87291354,0.62563,0.52850014,0.99349415,1.4323542,1.5565276,0.3921702,1.4548107,1.5324602,0.85410833,1.5187595,1.298052,1.0725176,0.57346773,0.6024006,1.3331008,0.57206535,1.0723474,0.8382541,0.70890296,0.38435644,1.2054435,0.5149588,1.0714376,1.2448971,0.8254576,1.3838053,1.180408,1.2838631,0.53675485,1.3918792,0.6560961,0.2542597,1.5506178,0.6467339,0.9758083,1.1022983,1.3619118,1.2208035,1.2572751,0.88396764,1.2537303,0.56613874,0.56524897,1.1823297,1.1610547,0.53534544,0.51909864,1.0524584,1.0910236,0.73896575,0.82743037,1.5078648,0.28366423,0.9238219,1.1725101,0.5544229,1.0753227,1.0797558,0.46010882,1.0785673,1.3013959,1.317863,1.4262629,1.1737977,1.2523444,0.85699505,1.400374,0.8019469,1.2858541,1.3912323,1.1281646,1.2049602,0.75491744,0.9938251,0.3582108,0.6674465,0.66128737,0.44121575,0.58477676,0.92749965,1.1071343,1.5631062,1.2064787,1.4554155,0.29202527,0.28033018,0.7939579,1.0297545,1.3034136,0.641975,0.8169826,0.4026701,1.1520702,0.77077043,1.1812614,0.7825978,1.3448658,1.0445268,1.2626908,1.1401448,1.412962,0.9717942,1.3417151,0.79475826,1.4596634,1.302532,1.3899151,0.0,1.2949966,0.5080395,0.9649129,0.87515014,0.76708007,1.36691,1.4026904,1.6177795,0.617913,0.31272656,0.761647,1.2577397,0.6010375,0.870098,1.0927001,1.304775,0.78670704,0.2291497,1.2499125
snow,0.92865586,1.183909,1.3007936,0.8090983,1.2044631,1.2816255,1.216542,0.99552226,0.6540493,0.5616581,1.1555222,0.63571364,0.7323891,1.087947,0.5967376,0.7636486,1.0793592,1.2471992,1.193385,0.94654095,1.1832961,0.97419786,1.2960932,1.0731437,1.2765179,0.7137653,1.2134105,0.65207225,0.8761215,1.1441183,0.859066,0.71379673,0.78962815,1.126182,0.7385957,1.190749,1.2201524,0.6639776,1.2094717,1.0631988,1.1164849,0.94733363,1.2316623,0.8539674,1.0871264,0.95489067,1.1850727,1.1606421,0.67767084,0.99119526,1.2881131,1.1785022,1.0157459,1.0555642,1.1494546,1.108627,0.63636994,1.1634808,1.2137994,0.71081614,1.2270217,0.97406054,1.1830059,1.3135514,0.88411254,0.7869227,0.9862504,0.7350273,1.1784191,0.87877536,0.85867965,0.95632297,1.0867933,0.9073417,0.8259593,1.1004571,0.8723187,1.120642,1.1407706,1.1984814,1.1173236,1.2024348,1.3297876,1.2354625,1.0806646,0.87684846,0.7532035,0.9326748,0.80439246,1.1754355,1.1930065,1.120464,1.186687,0.926732,1.1767404,1.129317,1.2172275,1.0517232,1.264472,1.1356807,1.172122,0.8971359,1.0491589,0.9760529,0.9140603,0.7808197,1.0494235,0.96845335,1.2648077,0.70052373,0.7529903,0.69768643,1.2949966,0.0,1.2822957,1.1415505,1.2509519,1.0330833,0.9527212,0.8043694,0.57721424,1.2300977,1.3456854,1.0593817,0.8620895,1.1360292,1.2916617,1.0227773,0.8781794,1.167703,1.2411568,0.7917089
soap,1.2148567,0.84851575,0.6577237,1.4429901,0.8819638,0.6968584,0.836868,0.94249666,1.3389368,1.544781,0.67703265,1.4450861,1.4909067,0.9296823,1.5383738,1.251652,1.1635339,0.5457929,0.5926484,1.2108151,0.78705925,1.0485021,0.76508605,0.9249855,0.4353068,1.2760367,0.77873963,1.0490035,1.0308702,0.8942424,1.164562,1.1059973,1.3274664,0.66991484,1.3364391,0.727217,0.66032374,1.4480858,0.6726797,1.0154411,0.9513233,1.1524701,1.1340573,0.9528556,0.8770216,1.2663851,0.5847379,0.72523755,1.1776154,1.0767006,0.6676539,0.7943802,1.0740948,1.0873739,0.6615621,1.0028441,1.29458,0.54464406,0.9772343,1.1241745,0.762324,0.9760598,0.987447,0.7231956,1.105981,1.1408302,1.1791055,1.3437449,0.910784,1.3120493,1.0216323,1.1902295,0.61798495,1.2376039,1.3315539,1.1649923,1.174751,0.9170615,0.8914422,0.64011955,0.73736566,0.85819495,0.48728347,0.7691426,0.89839816,1.1082388,1.4746635,1.1647247,1.3569372,0.6304947,0.65097785,0.8306589,0.9973956,1.2360198,0.8267737,0.7574502,0.60836434,0.9480384,0.801448,1.0932406,0.7967759,1.02383,1.0374756,1.2162869,1.2075539,1.3079152,1.055395,1.3103492,0.7947135,1.1567215,1.0711747,1.3450866,0.5080395,1.2822957,0.0,0.93795735,0.76667356,0.8097342,1.3298721,1.3292154,1.4359393,0.7802783,0.4350608,0.8077102,1.2014875,0.6987156,1.034206,1.025612,1.2153335,0.685827,0.6369228,0.98890704
sock,1.1713614,0.8006167,1.2005848,0.80999017,1.0377802,1.0984194,0.9438509,0.9842799,1.1650013,1.1148081,1.0891852,0.96667624,0.9105006,1.2723122,0.9608319,1.091573,0.98234844,0.96173644,1.1155326,0.94840205,1.1852958,1.0434,0.8884508,1.1228356,0.79343617,1.317658,0.94772446,1.0842452,1.0016837,1.2127674,1.173306,0.9860448,1.0735674,1.0367408,1.0002172,0.8516732,1.1138803,1.0707288,0.99079627,1.2655923,1.0155916,1.0743016,0.8787163,1.1310639,0.7962005,0.77902234,0.8608018,1.0312703,0.91212124,1.0998182,0.62147033,1.0438955,1.2623923,0.25065607,0.9996516,1.2155186,1.184875,1.0512304,0.15418786,1.0141209,0.88067454,1.0419708,0.52790374,0.8992035,1.3183966,1.2431353,0.84138274,1.0409366,0.89639574,0.6924233,0.9319875,0.93411016,1.08954,1.0617352,0.9831844,0.23249125,1.1708115,0.80885535,0.9164134,1.1000513,0.9861057,0.9401425,0.9866796,1.0705849,0.9635833,1.1930667,0.9679611,0.7211556,0.8593213,1.0915865,1.0886546,1.168459,0.78847605,0.75711507,1.184344,1.2194903,1.1356928,1.0823069,1.1529452,0.8252825,1.0664202,1.0546125,1.2586266,0.83217025,0.93469286,0.99973273,0.60574496,0.66211474,1.1123917,1.1513896,1.0578692,1.1343905,0.9649129,1.1415505,0.93795735,0.0,1.0545601,1.1965195,0.97257626,1.046657,1.0655898,1.0997498,0.6785807,0.7922907,0.84528446,0.9670119,1.0227822,1.03035,1.1681747,0.9211023,0.99214,1.1256273
spoon,1.3067816,0.57719797,0.90567034,1.2835143,0.7659463,0.74661624,1.0956714,0.85826474,0.956222,1.2764941,0.8955324,1.3184835,1.3528397,0.62755156,1.3070408,0.92524606,0.9841599,0.64450306,0.61121976,1.0989939,0.83676267,1.0176314,0.75219285,1.1110249,0.8121312,1.3102541,1.2183505,1.1799421,1.0764529,0.7020614,1.115062,1.2063558,1.1591307,0.9398808,1.2589936,1.1624235,0.94448954,1.3001775,0.5401147,0.7808028,0.67497987,1.0742649,1.0373117,0.96379197,1.1666394,1.2605088,0.9993476,0.9877913,1.2079784,1.2246509,1.1072341,1.2029644,0.9853682,1.1682624,0.95960104,1.081097,1.1681492,1.0164806,1.0623131,1.189386,1.1164207,1.193624,1.2203529,0.9376194,0.8087504,1.1250384,1.0738064,1.3074906,0.7491118,1.3265625,1.0649904,1.1235275,0.53580177,1.1881038,1.1126494,1.2102377,1.3743527,1.2500329,1.166438,0.92529607,0.683458,0.75975204,0.8232973,0.9438833,0.9798019,0.9755318,1.3399271,1.2139945,1.2450755,0.92719233,0.9666904,0.5524616,1.0405318,1.2631279,0.86009216,0.93713844,0.8558317,0.98672086,0.66069436,1.0753379,0.6918573,1.0380268,0.77686054,1.2722205,1.0844948,1.3136156,0.9707419,1.2398765,0.18146038,1.0482787,0.91660106,0.9895515,0.87515014,1.2509519,0.76667356,1.0545601,0.0,0.6359424,1.1659368,1.2934632,1.2234111,0.5841055,0.9514045,1.2363625,1.2877364,0.69817936,0.9121111,1.0185999,1.0456021,0.63327324,0.9544349,1.0186914
sprinkler,1.1502895,0.885289,0.8054738,1.3689524,0.96798,0.77230215,0.9969303,0.872939,1.0550288,1.3577409,0.5863522,1.3385041,1.4250191,0.67028105,1.3797102,0.92015207,1.052057,0.7159314,0.6985935,1.1741102,0.75837284,0.8503901,0.928342,0.8346627,0.74050355,1.0067613,0.9069607,0.8772627,1.0674952,0.7653955,1.129143,0.83834505,1.1466649,0.7406305,1.3402975,1.0424441,0.64921665,1.3185921,0.70337754,0.7600832,0.99838513,1.1954252,1.2905943,0.9107946,1.0853281,1.3495991,0.95105785,0.9608144,1.1808065,1.256313,1.1333908,0.74501795,0.83631665,1.2640296,0.5608229,0.9683623,1.1191142,0.80188596,1.1353921,1.1150824,0.8687147,1.2469294,1.2727606,1.0637935,0.79520845,1.050835,1.158329,1.3731791,1.0067444,1.3793793,0.8039595,1.0448099,0.39136553,1.284204,1.2682528,1.3170178,1.2369617,1.2073389,1.3030511,0.7811705,0.6976187,0.7597042,0.875092,0.91847134,0.9910058,0.7889739,1.4342694,1.3220778,1.2134509,0.5594739,0.6030804,0.6898917,1.0992404,1.3779564,0.7755065,0.76336306,0.688965,1.0975264,0.8784108,1.2811918,0.73825353,1.0808699,0.7464298,1.3535957,0.9882164,1.3815455,0.9892251,1.4223559,0.55511576,1.1347318,0.94849163,1.0665148,0.76708007,1.0330833,0.8097342,1.1965195,0.6359424,0.0,1.2316148,1.3974645,1.3222052,0.7524901,0.9318534,0.96191937,0.9456402,0.63383484,1.0978462,1.0568559,1.019116,0.5894562,0.85301214,0.8572587
stroller,0.844696,1.1414506,1.3853301,0.6730751,1.1329925,1.2897204,1.195801,0.95302904,0.8282751,0.57428825,1.3419044,0.6598151,0.65964955,1.1267121,0.60817987,0.8539459,0.9595943,1.3386497,1.2710109,0.8272201,1.3483298,0.87860906,0.9995096,0.99765164,1.2983822,0.7214449,1.1488473,1.061081,0.8645565,1.1673017,0.7659306,0.9748771,0.98516524,1.3784409,0.6498461,1.1640104,1.4033883,0.59844184,1.28819,1.1728327,1.0358949,0.7965648,0.6948835,1.0110086,0.88353705,0.7771668,1.2130363,1.1622405,0.89237285,0.91608936,1.2719963,1.165891,1.1616855,0.9046362,1.2323655,1.0786321,0.8514936,1.4331877,0.9082794,1.0505791,1.1466907,0.9184314,0.96566993,1.1620935,0.94073313,0.80552745,0.8119656,0.71247214,0.9352647,0.70342726,1.2120275,0.6435962,1.3077538,0.86493987,0.73408765,0.7780825,0.6757439,1.0700622,0.97880256,1.4502274,1.2797964,1.2455468,1.3053924,1.3200651,0.94266385,1.0784581,0.6121779,0.72364414,0.77832407,1.4351723,1.3885475,1.1506028,0.9939439,0.6875142,1.3213382,1.1507684,1.3768477,0.8306665,1.2477434,0.6707592,1.0255634,0.89805335,0.9236904,0.68427956,1.0054138,0.7157892,0.98921424,0.71537983,1.2044388,0.83237267,0.9129989,0.7810079,1.36691,0.9527212,1.3298721,0.97257626,1.1659368,1.2316148,0.0,0.6516976,0.6887053,1.2731559,1.3267298,1.1774805,0.946535,1.3104042,0.9321276,0.9917471,0.9997236,1.1713103,1.3318808,1.0117751
sweater,0.8724298,1.2203012,1.381744,0.47092253,1.2698832,1.3746123,1.2903239,1.259587,0.7700458,0.5241953,1.4063832,0.5055575,0.36471444,1.2338544,0.6549362,0.94771713,1.1481947,1.4146202,1.4838083,0.95678204,1.3740118,0.9631882,1.299042,1.1552863,1.378406,0.75303906,1.2518272,0.9406594,0.86700976,1.3054614,0.7882457,1.0570946,0.86148405,1.411001,0.46907008,1.2209346,1.4609494,0.61330664,1.4478532,1.245556,1.1844366,0.76334774,0.7878222,0.89655745,1.1461467,0.5747413,1.1863309,1.2253382,0.58004224,0.4872104,1.1076862,1.3281779,1.144205,0.9409764,1.3638263,1.1263543,0.8179344,1.3207717,1.0001878,1.0320531,1.4450619,0.5998653,0.79524016,1.1762451,0.95863104,0.7240146,0.73626673,0.17587006,1.090259,0.34437144,1.1806091,0.83443785,1.4139471,0.70313096,0.798023,0.8220117,0.70169055,0.9939985,0.8594563,1.3470316,1.4434649,1.3788803,1.3031986,1.2646439,1.1169858,1.182098,0.23639446,0.41933525,0.8404877,1.4451573,1.423425,1.2446562,1.0998541,0.6550247,1.3586527,1.210265,1.5419042,0.8904877,1.2651157,0.96548617,1.2872543,0.8211899,1.1010424,0.6223394,1.169112,0.15705621,0.9538847,0.52373993,1.3611345,0.782154,0.9046666,0.8322884,1.4026904,0.8043694,1.3292154,1.046657,1.2934632,1.3974645,0.6516976,0.0,0.6150068,1.4301009,1.3012055,1.257344,1.04538,1.49325,1.2086356,1.2324352,0.9093356,1.2762568,1.3181212,0.9244136
table,0.8952777,1.2851584,1.5314332,0.5448209,1.3265119,1.4799886,1.3988034,0.9301608,0.5398496,0.27556503,1.3879075,0.38465345,0.51214814,1.2084262,0.32175767,0.6383302,0.8950893,1.4093964,1.3168647,0.6815975,1.3673902,0.98739123,1.1537114,1.2117436,1.360363,0.762703,1.3491821,0.86799645,0.5360002,1.2739196,0.66083336,0.9066685,0.7338025,1.4279944,0.41751838,1.2825443,1.533315,0.32663512,1.3623229,1.1583652,1.110346,0.75639826,0.8906406,0.8303658,0.9696035,0.79556704,1.3085512,1.399513,0.73077524,0.8859837,1.4065711,1.3986303,0.95910746,0.91823906,1.3236129,1.1993774,0.56366736,1.4555638,1.1145902,0.92069733,1.398663,0.9909881,1.0516013,1.4363146,0.94904405,0.80129594,0.9175985,0.5540268,1.0610617,0.7014121,1.0271513,0.66042024,1.3006516,0.7616563,0.6685915,0.9335613,0.8014009,1.205915,1.1459786,1.46011,1.2231305,1.337152,1.4780779,1.4131914,1.0432615,1.0466555,0.46021706,0.7055023,0.57230186,1.4865069,1.4741024,1.2917871,1.1078422,0.58409524,1.3307393,1.1612663,1.3986185,1.0020862,1.3376807,0.7557522,1.2534856,0.62909484,1.108155,0.78378373,0.9065649,0.61829674,0.9987248,0.66251624,1.3258892,0.54861593,0.68017316,0.63724446,1.6177795,0.57721424,1.4359393,1.0655898,1.2234111,1.3222052,0.6887053,0.6150068,0.0,1.411838,1.5895424,1.1849403,0.83943546,1.2518346,1.1827067,0.79572415,0.7312872,1.2061461,1.4968655,0.7350249
tape,1.2733247,0.57289076,0.5402628,1.4824271,0.5608989,0.51613164,0.7611083,0.8408381,1.0640731,1.348525,0.71982527,1.4678848,1.4416897,0.7012182,1.3666434,1.0279745,0.87439203,0.47918975,0.34272373,1.0781238,0.5858658,1.1821469,0.44949043,1.0011302,0.70434105,1.2849278,0.90854096,1.2618154,1.2416877,0.4779054,1.2554642,1.1506834,1.1924976,0.7171198,1.4711404,1.0358384,0.5629562,1.4337108,0.17475605,0.77866536,0.52946806,1.3195935,1.0382582,1.2079303,1.1648567,1.4381089,1.032032,0.6875831,1.3380089,1.3103077,0.96449643,0.91106737,0.9808876,1.2310467,0.9895458,0.9023514,1.2164384,0.78926384,1.1407558,1.1708562,0.72044706,1.3218449,1.3493328,0.66443944,0.94644827,1.3989573,1.2391334,1.4710727,0.7047148,1.4990925,1.0771971,1.4474643,0.6648548,1.3135128,1.1420584,1.2409649,1.332521,1.1293522,1.2007458,0.6259359,0.6405855,0.64018047,0.6166861,0.6367973,0.93936014,0.8321698,1.4488479,1.5151149,1.3353398,0.6226169,0.609537,0.64806855,1.0686563,1.3622191,0.64734095,1.0468807,0.48234367,1.1333934,0.59539694,1.1820127,0.72806567,1.2729667,0.9820267,1.373193,1.1059034,1.4435683,1.0507023,1.4537911,0.5276053,1.1946242,1.0499555,1.0046576,0.617913,1.2300977,0.7802783,1.0997498,0.5841055,0.7524901,1.2731559,1.4301009,1.411838,0.0,0.7439592,1.0830922,1.3128381,0.6416052,0.60188717,0.77244955,1.1577916,0.9753193,0.70058006,1.2517067
toe,1.311707,0.77290344,0.38487697,1.3633622,0.79829144,0.60011244,0.64862126,1.1733577,1.4742857,1.555042,0.6336777,1.495203,1.4384391,1.1055224,1.5204804,1.359648,1.1528547,0.6195624,0.7633713,1.3672248,0.75666296,1.1315693,0.8682477,0.9084622,0.48779887,1.315228,0.51240224,1.1054425,1.2664113,0.9251536,1.3382219,1.2312856,1.2986213,0.6123175,1.3837136,0.61915326,0.42749357,1.5604059,0.7399571,1.0318625,1.0204202,1.2489641,1.1084315,1.2193247,0.9102628,1.0793097,0.43557692,0.4693389,1.1132742,1.05181,0.25214094,0.56583726,1.1172365,0.9102616,0.7342474,1.0731392,1.455614,0.3724264,0.69100523,1.1874825,0.57467496,0.945113,0.71838075,0.56710094,1.1975578,1.2878762,1.1914095,1.363796,1.1274625,1.1624396,0.98395264,1.3077178,0.8346259,1.192582,1.3781157,0.89149684,1.1984348,0.63734263,0.79126257,0.31766748,0.7741524,0.7963964,0.28735882,0.55892444,0.9911552,1.15694,1.4547567,1.0931932,1.3666129,0.48630512,0.492347,0.9773677,0.95054686,1.2023933,0.8001552,0.97839326,0.61951107,1.0814028,0.7851354,1.2347087,0.9434073,1.3375471,1.1745411,1.1612209,1.2456955,1.2876474,0.94784933,1.1800777,0.9471332,1.3668957,1.3170743,1.4217777,0.31272656,1.3456854,0.4350608,0.6785807,0.9514045,0.9318534,1.3267298,1.3012055,1.5895424,0.7439592,0.0,0.5976934,1.2583599,0.7480773,0.97230685,1.1504697,1.3179909,0.90429574,0.34709215,1.1905019
tooth,0.9868032,1.0879899,0.75546825,1.1291362,0.9291245,0.82461965,0.90075785,1.1148353,1.2697953,1.1835308,0.75870633,1.1419755,1.1002523,1.1457933,1.1065423,1.1935391,0.9459477,0.8751104,1.0435073,1.128969,1.0583822,1.0665001,1.0436507,0.8249583,0.7841754,1.0043434,0.6299569,0.9664104,1.0874072,0.9695286,1.169097,0.85493034,0.99675876,0.8052919,1.189189,0.6839677,0.6784906,1.1325408,1.0508741,1.1037704,1.1322846,1.154901,1.1071622,1.1249553,0.79539907,0.99622893,0.82217586,0.71208024,1.1702865,1.1157886,0.6677602,0.5218068,1.0506107,0.98747605,0.6461753,0.9175741,1.1355487,0.6952015,0.81816375,0.8878425,0.5715841,1.0280089,0.8680266,0.8634965,1.2619698,1.0715241,1.0815525,1.2249446,1.2072285,1.1198524,0.871006,1.0847796,0.9629483,1.0523094,1.2817504,0.87113667,1.0110714,0.8062293,0.91535807,0.6618933,0.9763053,0.9258713,0.72770846,0.8670103,0.9022272,0.9123079,1.205724,1.1452647,0.9248488,0.7097212,0.68808776,1.081166,0.95622534,1.0394359,1.0587975,0.8943423,0.8448273,1.0263457,1.1281612,1.0091438,1.1540886,1.194194,1.037806,0.99815816,0.83577913,1.2092454,1.0402817,1.0512084,1.2281824,1.1836668,1.197944,1.2425821,0.761647,1.0593817,0.8077102,0.7922907,1.2363625,0.96191937,1.1774805,1.257344,1.1849403,1.0830922,0.5976934,0.0,0.7574564,0.8918271,0.9654153,0.9894946,1.1992702,0.91636884,0.730123,1.1005398
toothbrush,0.68425447,1.2126034,1.1809083,0.72817314,1.1059269,1.094374,0.9680573,1.0497648,0.88033414,0.9106467,1.0543363,0.82126755,0.801756,1.155203,0.76848555,0.7584576,0.86561286,1.1641045,1.2562232,0.8806456,1.2435797,0.9714302,1.0993099,0.9961745,1.1805291,0.71777934,0.8789357,0.84635407,0.99193376,1.2347244,1.0367781,0.51028067,0.74765635,1.042923,1.0875629,0.91242236,1.0307083,0.8440145,1.2402761,1.1887476,1.1239705,1.1143624,1.0528854,1.086533,0.9644162,0.94046056,1.0848716,1.1378227,1.0021782,1.1159083,1.0974869,0.8120991,0.9895804,0.8110565,0.70061725,0.8805712,0.69037706,1.1518834,0.9197315,0.5992593,0.7015138,1.1199034,0.82340086,1.1570048,1.2110773,0.9671367,0.8114837,0.9220955,0.9620732,0.88601416,0.51339346,0.87885654,1.090102,1.072537,0.9422213,0.8184965,0.8824164,1.0346404,1.1899037,1.1970192,1.2043523,1.021991,1.300287,1.188011,1.0189155,0.90833044,0.8819866,0.9709138,0.71638745,1.0136496,1.0398374,1.21252,0.97299516,1.0128684,1.1902535,1.0045872,1.1208231,1.1973737,1.2869574,0.9114198,1.1568139,1.0202081,1.0465971,0.8273214,0.3477944,1.0307138,1.0451804,0.9428253,1.2470868,1.0422208,0.9221678,0.8454516,1.2577397,0.8620895,1.2014875,0.84528446,1.2877364,0.9456402,0.946535,1.04538,0.83943546,1.3128381,1.2583599,0.7574564,0.0,1.1426252,0.9930827,0.86940783,0.9628149,0.94433045,1.1662819,1.0297885
towel,1.1996508,0.68625975,0.7537467,1.45031,0.98132133,0.8446678,0.6894692,0.6460873,1.3251628,1.3548061,0.6432234,1.3187691,1.4757555,0.7249736,1.2254268,1.1229165,0.8363115,0.5364048,0.46152765,1.060245,0.4686675,1.0534873,0.845699,1.0515137,0.62268764,1.1979336,0.99195886,1.1268611,0.8373385,0.6822455,1.2639925,1.0345254,1.244695,0.5370325,1.2699146,0.78170896,0.6401752,1.3091339,0.5833055,0.69544685,0.93080145,1.1977925,1.2212907,1.0763984,0.9173957,1.3936183,1.0129099,0.86171174,1.1786518,1.4304411,1.0205042,0.87711203,1.0094491,1.1591228,0.7059728,0.9966636,1.3928441,0.8301106,0.91786593,1.0477079,0.8239491,1.3915951,1.3177172,0.8943163,0.91770023,1.2287298,1.3636882,1.445251,1.0188342,1.3970883,0.798695,1.1488991,0.5482335,1.3337098,1.2709618,1.1422969,1.3241862,1.2158772,1.3274028,0.7588915,0.06478149,0.60036623,0.8282972,0.86449707,0.81574756,1.0191667,1.483151,1.3069948,1.183056,0.609106,0.6098201,0.6624858,1.0178137,1.1713078,0.49428284,0.8148563,0.36269587,1.0592971,0.78302574,0.9507998,0.7379154,1.0774854,1.016416,1.3443453,1.0349015,1.4686201,0.9537475,1.3238866,0.57871467,1.2023408,1.2018595,1.3241199,0.6010375,1.1360292,0.6987156,0.9670119,0.69817936,0.63383484,1.3104042,1.49325,1.2518346,0.6416052,0.7480773,0.8918271,1.1426252,0.0,0.94679916,0.92435735,1.2034928,0.68563545,0.85620314,0.9866636
toy,0.62815815,0.8597086,0.82595205,1.1405476,0.58056325,0.7193233,0.6917548,0.98898876,0.9800311,1.0309536,1.1334653,1.3179258,1.0746689,0.77533007,0.9922958,1.0278022,0.5593321,0.8699557,0.9125699,0.8604048,0.85536134,1.2263646,0.6573055,0.8073193,1.0171359,1.1393452,0.9632651,1.465962,1.2781543,0.75201344,1.1243815,1.1492598,0.895958,0.95199794,1.2209556,1.0108731,0.90411705,1.2022026,0.76883847,0.97994024,0.6597534,1.1212207,0.43000638,1.2688401,1.0550559,1.2722259,1.1921765,0.8499273,1.4069159,1.1941874,0.99709463,0.8891174,0.92231375,1.157594,1.1109856,0.37574172,1.0971193,1.1289217,0.9783357,1.1373512,0.59989846,1.2282737,1.1252394,0.59674895,1.0938126,1.276995,1.1169256,1.2338085,0.8541566,1.2879821,1.1802506,1.2438407,1.1121309,1.0806366,0.96513486,0.87669927,1.0761602,1.0605994,0.9198797,1.0073028,0.9418795,0.86128795,0.9569671,0.8920863,0.9588775,0.9195971,1.1365689,1.3863118,0.9247258,1.0510666,0.9938316,0.81704766,0.9377052,0.99868995,0.8663337,0.9193864,0.88800627,1.0405438,0.8314089,0.8517989,0.8782228,1.2666267,0.80785036,1.0546511,0.8177712,1.3046302,0.9453138,1.2051029,0.81788707,1.0830616,1.1181529,0.9076402,0.870098,1.2916617,1.034206,1.0227822,0.9121111,1.0978462,0.9321276,1.2086356,1.1827067,0.60188717,0.97230685,0.9654153,0.9930827,0.94679916,0.0,0.7049123,1.0619566,1.1623269,0.9926806,1.3592197
tray,1.0199934,1.0327964,1.0909771,1.0363157,0.98990214,1.0578383,0.9144783,0.74163425,0.6176356,0.93159455,0.94582605,0.9639028,1.1086782,1.0651226,0.9239892,0.6654043,0.5670134,1.0271639,0.6612085,0.5477046,0.95839655,0.95804554,0.5362592,1.0448145,0.982159,1.043116,0.88139033,1.1836406,0.8352916,0.9003209,1.1135318,0.9541503,0.91134983,0.9335896,1.087441,1.0395017,0.97092354,0.9009099,0.7889401,1.0524538,0.7823341,1.1765802,0.9419206,1.1562555,0.774413,1.2051736,1.1441805,0.99531406,1.2619985,1.2490182,1.0372919,1.051939,1.0896544,1.0253294,0.97878885,0.9604081,0.840114,1.0890914,1.0647686,0.975196,0.83016366,1.2663393,1.0567673,0.9759912,1.1399158,1.1729873,1.1709733,1.2314472,0.84713507,1.1656969,0.95710075,0.96586657,1.0543196,1.1937034,1.0669181,1.0395329,0.98127043,1.117154,1.2674474,1.118738,0.925026,0.9776365,1.1045871,1.0648865,0.8641338,0.94803894,1.1217632,1.2334927,0.77539015,0.98938185,0.91757,1.0549399,0.97596437,1.0628693,0.9529153,1.1008576,0.64564276,1.1057031,1.0786998,0.86036474,0.92937374,1.0041409,1.047754,1.1135445,0.7351819,1.2275362,1.0432628,1.0975987,1.0270392,1.0191704,0.60911226,0.65929806,1.0927001,1.0227773,1.025612,1.03035,1.0185999,1.0568559,0.9917471,1.2324352,0.79572415,0.77244955,1.1504697,0.9894946,0.86940783,0.92435735,0.7049123,0.0,1.0835524,1.0157429,1.1149298,1.1509444
tree,1.0022264,1.1111071,1.1529387,0.7888495,0.98086554,1.0187137,1.2491474,1.0826293,0.8601626,0.8199087,1.1799042,0.9307389,0.89681166,0.9667691,0.83793473,0.9426374,1.0105529,1.1620712,1.161386,0.8051199,1.1146642,1.0208583,1.1837592,1.0926834,1.2968016,0.97502846,1.2312149,1.0035247,1.0396131,1.080418,0.8969258,1.049303,0.4701321,1.2158903,0.8652064,1.2708794,1.2210004,0.85933626,1.1400921,0.875357,1.0300484,0.9400858,1.034708,0.93912405,1.1840872,1.045354,1.1885884,1.1445184,0.98173755,0.9553815,1.2323426,1.2047668,0.13354242,1.1014448,1.2497324,0.9912885,0.5900525,1.1773373,1.1241606,1.0180367,1.2415698,0.97901464,1.0710622,1.1911902,0.9080836,0.9529607,1.0178357,0.83898675,1.0027459,1.0242354,1.1602833,0.94655323,1.0557318,0.97044986,0.91352224,1.0841528,1.0376477,1.0710021,1.0953712,1.1741633,1.1584256,1.1560216,1.2332776,1.1196873,1.0679891,0.9861794,0.82468385,1.0512304,0.8616377,1.2104222,1.2324271,1.0406399,1.1658561,1.0537759,1.1167608,0.62945056,1.2696788,1.0658205,0.9827271,1.0437523,1.0507739,0.85893536,0.9882758,0.9996306,1.0230091,0.92982286,0.9886076,0.9018456,1.0283519,0.7895864,0.9736311,0.85256714,1.304775,0.8781794,1.2153335,1.1681747,1.0456021,1.019116,0.9997236,0.9093356,0.7312872,1.1577916,1.3179909,1.1992702,0.9628149,1.2034928,1.0619566,1.0835524,0.0,1.1679269,1.1738108,0.87319636
