,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
closet,0.96767247,1.14286,1.140071,0.9420798,1.2193049,1.1761783,1.0200655,0.8403812,0.8117358,0.8743851,1.1387956,0.56448513,1.0670886,1.1490915,0.9609676,1.2080672,1.3285146,0.96136975,1.0260892,1.008863,1.2179693,0.9301546,0.9734711,0.96877295,0.8723727,1.2218059,0.84570503,0.53367734,1.1059945,0.0,0.9713257,1.053404,0.542846,1.1189305,1.316195,0.6001253,1.0310508,0.8820138,0.93396896,0.5274749,0.96494406,0.9794048,1.2564803,1.1582463,0.89471734,1.1009847,1.289509,1.1365576,1.1393247,1.1601813,0.97445446,1.194549,1.0521684,1.124936,0.84158957,1.0154566,1.0100186,1.1303787,1.0635133,0.89783096,0.9154188,0.8698284,1.3286239,0.6326524,1.0262302,1.0555439,0.92754364,0.78226066,1.1566601,1.0810146,1.3178676,1.15289,1.2159114,0.95626837,1.1477524,0.85916924,0.82518584,0.9328036,1.0138398,1.29808,1.2880061,0.8284053,1.0488932,1.0331583,1.225638,0.8783218,0.8767121,1.2128601,0.39689147,1.1888235,1.204822,1.0182629,1.0903097,0.93869704,1.1793799,0.87783784,1.0163189,0.8672454,1.3059666,1.0607543,1.2071166,1.3319067,1.0602006,1.0628636,0.71326494,0.9538923,0.9442168,1.1904922,1.2077184,1.2930133,0.90175414,1.1457155,1.1781814,1.0839654,0.8729838,1.3056691,0.3506922
comb,0.8125473,1.1129496,1.2847703,0.852151,1.212196,1.1567913,0.95499426,0.89660424,0.98390603,0.9607223,1.172051,0.80948347,0.909844,0.925483,0.9252694,1.1211053,1.123123,1.1852374,1.2241311,1.0470315,1.1812816,1.2101716,0.8517748,1.0411472,0.7782339,1.2363986,0.7296427,0.81050396,0.983255,0.9713257,0.0,1.0719701,0.88754016,1.0643204,1.144655,0.7841208,1.1880504,0.95317036,1.1958003,0.8546316,0.7154752,0.85255635,1.2313397,1.0434871,0.95632493,1.0684423,0.9503824,1.1238694,0.73200476,1.0260885,0.8181655,1.0468946,1.0610204,1.1368283,0.94608283,0.8483081,1.0121369,1.0975728,0.8102139,0.93248916,1.0802058,0.9814844,1.0695244,0.84470826,0.81171036,0.99141157,1.049089,0.91129255,1.0428286,1.1712986,1.2455318,1.1173337,1.0238338,1.0357156,1.1081829,0.96574056,1.0147271,0.97314465,0.8517615,1.0930101,1.0459193,0.97748524,1.2132444,1.0516341,1.1733048,1.1657043,1.1004901,1.1686947,0.96276844,1.1004162,1.2060466,0.9420864,0.8297154,0.9250078,0.83147,0.9832746,1.0347434,0.9887522,1.1848993,0.6546408,1.0431417,1.2434814,1.1134127,1.1362907,0.99995023,0.9146379,1.035095,1.2135348,1.2364401,0.94564945,0.88637865,1.1426543,1.280519,1.1790594,0.9996512,1.0982409,0.84618616
cookie,0.97470856,1.1089501,1.0574068,1.0189232,0.7617522,0.9348405,0.8878353,1.0495471,1.0254455,0.9441357,1.2239177,1.0172317,0.85058856,1.0288731,1.0133284,0.803683,1.1919165,1.038991,1.0442009,1.023874,1.0515938,1.1561147,1.0110027,1.2236258,1.0556871,0.98868185,1.1650463,1.2859554,0.8646077,1.053404,1.0719701,0.0,1.049243,0.5746014,1.177913,1.0214415,1.0614879,0.9698616,0.8150119,1.0949641,0.994429,1.0490745,0.8742462,0.9321622,0.97224575,1.0974,1.1296443,0.9750806,1.1316906,0.809834,0.93373954,1.215673,0.92756546,0.73931277,1.0252473,0.9871266,0.98112005,0.9959968,0.98574305,1.04383,0.7819453,1.0836527,1.2106897,1.0884748,0.90047634,1.0679162,0.79916793,1.1774609,1.0995134,0.5135518,1.0387547,1.1935844,1.1298348,1.0166479,0.81135833,1.0903921,1.1073358,1.1153898,0.85017216,1.1107681,1.1190076,1.1453168,0.64263856,1.0715339,0.9521582,1.0416825,1.0815356,0.90930617,1.1258805,0.8969428,1.1705608,0.9609574,0.99913716,1.0159798,0.9768985,1.108124,1.2142028,0.9417457,1.116194,1.1205269,1.2064133,1.0435307,0.8587959,1.1194806,1.0095004,1.0505137,0.9600365,0.76613307,1.0188196,0.7941597,0.9930771,1.2403961,0.78943175,0.96572626,1.1680508,1.2195919,1.1519815
couch,0.6293461,1.2815659,1.3633032,0.66918397,1.4436879,1.368799,0.93689454,1.0995209,0.56267077,0.43263012,1.3242486,0.1590023,0.7966416,1.3883958,0.7152387,1.2161409,1.3824966,1.3181331,1.2130086,0.78367704,1.3992586,1.122001,0.71228254,1.3116908,0.5921042,1.501678,0.78009117,0.44973218,1.3587103,0.542846,0.88754016,1.049243,0.0,1.0951264,1.5384483,0.22731704,1.438385,0.546499,0.9184078,0.7818836,1.0066024,0.63086575,1.4227288,1.1974077,0.74532473,1.2178371,1.3502989,1.4474615,1.4000978,0.9643793,0.8555833,1.4318256,0.6721792,1.269213,0.7667726,1.2250735,0.88793075,1.2537864,0.9163855,0.639184,0.8507107,0.50648594,1.4640528,0.575101,1.1440573,0.96262383,0.7700288,0.8027097,1.280982,1.1290388,1.464729,1.3925161,1.1948056,0.8592428,1.1240771,1.0488943,0.49502915,0.58170134,0.7597282,1.5176973,1.5040269,0.5409869,1.1680073,1.211504,1.2536086,0.7308868,1.0593244,1.4638062,0.60677874,1.4398084,1.3894858,0.9955155,1.0235118,0.53993803,0.86342055,0.59214073,1.2896073,0.6854273,1.4392266,0.9942608,1.3575329,1.4794681,1.2685039,1.3834987,0.3753652,0.572644,0.702283,1.3057569,1.413942,1.3581793,0.8109665,1.3577648,1.283504,1.1397436,1.0916083,1.3785384,0.527488
cracker,0.88517565,1.0189749,1.0685668,0.8397085,0.9243883,1.1024429,0.6388926,1.2266532,0.99594563,1.0685383,1.1052041,1.1267924,0.9011209,1.096023,1.0936496,0.81798494,1.1926882,1.2360047,1.2620019,1.211277,0.87881464,1.282965,0.9251363,1.1575955,1.1103209,1.0598317,1.1616359,1.3649535,1.1169407,1.1189305,1.0643204,0.5746014,1.0951264,0.0,1.1149819,1.11875,1.2440693,0.9707734,0.8506025,1.164521,1.0407865,1.0241282,0.8466152,0.849165,0.9752599,0.6942048,0.9352987,1.0881094,1.1046727,0.7865075,0.961967,1.1052363,0.8377835,0.71355456,0.96475184,0.9493735,0.61396724,1.0134293,1.0557927,1.1471922,0.9350537,0.99488926,1.1661633,1.0565969,1.0742056,0.94314516,0.8746847,1.0189741,0.8481132,0.5450262,0.9965392,1.2140088,0.8406235,0.80005664,0.98687816,1.2321677,1.0653263,1.0103105,0.8929583,1.1327509,1.095582,1.0996611,0.5387075,1.1571555,0.8100764,1.2020507,1.1202528,1.0437995,1.2202703,1.03464,1.0803678,0.9313188,1.112381,1.0468543,0.9995744,0.9710268,1.2296578,0.92771685,1.0126479,1.1806308,1.212866,0.93606323,1.0555676,1.1648493,1.0435778,1.0354844,1.0186667,1.0392222,0.7817311,0.6778099,0.78996676,1.2375523,1.0146011,0.8355805,1.2782207,0.9215422,1.2029166
crayon,1.4985843,0.6064652,0.3155387,1.3894582,0.5907969,0.69959503,1.2383494,1.0045403,1.4496249,1.4905816,0.4555019,1.5250913,1.4294313,0.73395944,1.3516922,0.9644248,0.3897223,0.6752242,0.9071152,1.1702305,0.49517024,0.98196566,1.378728,0.60155225,1.3596922,0.42106164,1.1888121,1.2274325,0.72093356,1.316195,1.144655,1.177913,1.5384483,1.1149819,0.0,1.5572274,0.6047888,1.4749706,1.2761636,1.163799,1.0243765,1.3507669,0.63715494,0.8744763,1.2456778,0.8823004,0.47902715,0.38631403,0.67165464,1.2579954,1.292519,0.39753652,1.4384049,0.9826947,1.2506025,0.83939326,1.3124915,0.8006951,1.2309844,1.3202469,1.3323429,1.4807482,0.17383409,1.3702476,0.954283,1.0426784,1.4394689,1.1732986,0.7178783,1.0532217,0.2301079,0.5079616,0.7917708,1.205317,0.99425316,1.0173254,1.4305415,1.3096391,1.3748593,0.1257292,0.13894641,1.3464135,0.98138595,0.8063398,0.70127785,1.3065856,1.088562,0.35384226,1.3219879,0.60600924,0.39756542,1.0736839,1.0930257,1.4466534,1.2154658,1.4575084,0.5382539,1.3709894,0.37963855,1.0821328,0.5191021,0.6452677,0.87468684,0.55633354,1.4749627,1.4356261,1.3796918,0.88171124,0.6309086,0.61389613,1.246722,0.5045142,0.9026512,0.93517804,0.8381631,0.5346566,1.2503376
crib,0.5695765,1.3544579,1.3428043,0.7050924,1.3975893,1.3764684,0.8805424,0.8828796,0.56996477,0.27715433,1.450095,0.19654202,0.76710296,1.3586133,0.636522,1.2496711,1.3803456,1.2119554,1.1842213,0.7107203,1.4901342,1.2085977,0.61766696,1.3640589,0.35427064,1.5356846,0.8041434,0.4267279,1.1894681,0.6001253,0.7841208,1.0214415,0.22731704,1.11875,1.5572274,0.0,1.3687717,0.53893626,0.82315266,0.74479276,0.98209614,0.67833483,1.4197385,1.2587726,0.7844152,1.3337172,1.387421,1.4557042,1.4386005,0.8293476,0.7090708,1.5302098,0.7903885,1.1964928,0.8428748,1.2169642,0.9426984,1.3475182,0.8114249,0.6913326,0.75012946,0.64434016,1.4744508,0.53610957,1.0596823,0.96321946,0.76293063,0.8017044,1.3812871,1.1977551,1.5154037,1.4578241,1.3241597,0.9099786,1.1412957,1.0312222,0.57719004,0.79310125,0.68351436,1.5171397,1.4889482,0.76509166,1.163071,1.1994325,1.2779126,0.83280355,0.9359612,1.5045692,0.61364996,1.4533587,1.4538562,1.0393062,0.9041878,0.61797374,0.74740076,0.7313927,1.2616956,0.6940233,1.5590535,0.88206345,1.4036534,1.4974585,1.1927652,1.4423585,0.22539759,0.65448654,0.65102696,1.2230896,1.4892305,1.3887118,0.8057139,1.4431319,1.1473671,1.0764768,1.0637885,1.4893053,0.5143512
cup,1.4208755,0.97521734,0.6670853,1.4411232,0.6949428,0.60460347,1.3053164,0.57592076,1.3456879,1.4489202,0.8185153,1.3182766,1.3097459,0.72551113,1.3276637,0.8417873,0.64349765,0.19014072,0.45827758,0.97362894,0.82334733,0.5579651,1.2456012,0.5413099,1.3925467,0.5906717,1.3186932,1.0086042,0.5860202,1.0310508,1.1880504,1.0614879,1.438385,1.2440693,0.6047888,1.3687717,0.0,1.4361529,1.0670109,0.90408003,0.97272056,1.3499641,0.7415024,1.1839166,1.2666491,1.1340926,0.9504204,0.5390981,0.72195494,1.3315837,1.2227197,0.82289356,1.2520696,0.8497593,1.2612698,0.8620128,1.3704214,0.878942,1.1952147,1.2227272,0.9203031,1.4238832,0.64915055,1.0510517,0.75552326,1.3109826,1.1422769,1.2219479,1.1248864,1.1440811,0.7491524,0.51322746,1.1722223,1.3236924,0.96764004,0.6324085,1.3711209,1.377099,1.3490193,0.5357739,0.5863883,1.2696042,0.90459967,0.61189675,0.8540378,0.871439,0.7103691,0.6034536,0.8783122,0.5683845,0.7669328,1.0656284,0.955293,1.3887972,1.3307729,1.3894904,0.6445415,1.2574356,0.80310535,1.1645958,0.8446835,0.7203806,0.57351226,0.70156527,1.3755493,1.4411508,1.232666,0.5347421,0.83419025,1.0131997,1.2413161,0.51758444,0.6743691,0.7868135,0.5453354,0.90119857,1.1349357
dog,0.51538134,1.2534487,1.2961801,0.5231966,1.3558507,1.3070405,0.73667383,1.2193475,0.77331364,0.46064085,1.306716,0.6690579,0.7163675,1.288362,0.6409476,1.2768323,1.4943504,1.3801674,1.3228728,0.98501545,1.3603433,1.231859,0.75394976,1.4196621,0.5565122,1.4194338,0.54240286,0.9815628,1.3364202,0.8820138,0.95317036,0.9698616,0.546499,0.9707734,1.4749706,0.53893626,1.4361529,0.0,0.58230704,1.0976946,1.156576,0.59981,1.3314754,1.0996513,0.8792438,1.1363593,1.2831094,1.2544649,1.3387332,0.64981186,0.71832645,1.2942964,0.62659353,1.2093091,0.8255897,1.2922947,0.64742756,1.0798874,0.709374,0.69873476,0.90823174,0.50417334,1.4479492,0.9130471,1.1856452,0.83684343,0.71778595,0.7321965,1.19951,0.8999448,1.429263,1.5440058,1.1120327,0.7980386,1.125611,1.2184894,0.56338793,0.73632526,0.7454676,1.4952469,1.4625994,0.64430416,1.1379575,1.2663927,1.3717623,0.9441511,1.1936927,1.3147802,0.9225096,1.2237184,1.4152863,0.8761151,0.92198086,0.6065906,0.69440824,0.61208916,1.3754019,0.8687279,1.3178922,0.7889029,1.3822112,1.2360133,1.1879921,1.3455336,0.53935945,0.44040537,0.7381726,1.2569935,1.3051839,1.2069689,0.8037807,1.517855,1.1256442,1.2206331,1.2594225,1.3030267,0.8417391
doll,0.74150324,1.2116066,1.1124952,0.87327355,1.0145327,1.03116,0.7607448,1.0434206,0.932641,0.74394345,1.2843491,0.9956945,0.9155061,1.200071,0.8112035,1.0147563,1.2616005,1.0405282,1.0828578,0.997978,1.2175738,0.9824122,0.8691414,1.1509655,0.97454655,1.068981,1.1679934,1.1353455,1.0860211,0.93396896,1.1958003,0.8150119,0.9184078,0.8506025,1.2761636,0.82315266,1.0670109,0.58230704,0.0,1.1298301,1.1833408,1.0822462,0.94208145,1.1346945,1.0724113,0.9566309,1.0733182,1.0336556,1.2323211,0.59681284,0.8581364,1.2579136,0.70731103,0.6633977,1.0003719,1.1572254,0.73349017,0.98203516,1.0633042,1.0286912,0.7279378,0.8084348,1.3277345,0.9893459,1.1111785,0.9276208,0.6464323,0.987604,1.1869438,0.733158,1.2423856,1.2625896,1.1250005,0.8812504,0.9575466,1.0516183,0.7618848,1.0583858,0.89027816,1.265559,1.2992316,0.84230256,0.9369427,1.0863829,1.1800772,0.8694422,0.94611645,1.0947098,1.0653793,0.94684166,1.1697,0.99850446,1.0242547,1.0284657,0.8315302,0.8531309,1.240235,1.015807,1.2130284,1.2418165,1.2741667,0.90487826,0.8590485,1.1238425,0.71300876,0.98066497,0.86792845,0.8543865,0.957436,1.0970025,0.6761869,1.2635036,0.602353,0.97409236,1.2087033,1.1077735,1.1067325
door,1.0636227,1.0984422,1.19345,1.0635843,1.1698031,0.9750797,1.1414324,0.8027369,0.79679036,1.0433804,1.1063082,0.6447652,1.1525052,0.865376,1.057419,1.1041207,1.1581422,0.9294059,0.9698097,0.97963464,1.2104882,1.0038036,1.0582585,0.8230823,0.9913404,1.1635885,0.8609281,0.49846405,0.88763344,0.5274749,0.8546316,1.0949641,0.7818836,1.164521,1.163799,0.74479276,0.90408003,1.0976946,1.1298301,0.0,0.49414748,1.0350503,1.2668784,1.1867536,0.9975871,1.063185,1.1580043,1.0721114,0.90559137,1.23809,1.0703763,1.1059854,1.2152905,1.1750072,0.95982283,0.8476678,1.1107743,1.1211538,1.0278032,0.9387749,1.0289878,1.102382,1.1429327,0.60009015,0.64066845,1.1501472,1.0534388,0.9805945,1.1999774,1.1811637,1.2563095,1.0079572,1.167966,1.118531,1.1227101,0.6508057,1.0879655,1.0550377,0.9990743,1.080285,1.0392262,0.96304727,1.151314,0.94702744,1.1365427,0.9841123,0.88003755,1.1050265,0.41826546,1.0899165,1.103547,1.0541112,0.91143703,1.0669414,1.2150896,1.1535702,0.9019052,0.8028302,1.1998543,0.9829565,1.088606,1.2124954,0.8437282,1.089027,0.9214241,1.085551,1.05568,1.0941241,1.1180269,1.2188807,0.9821932,1.0264226,1.1808407,0.9944092,0.5917494,1.2631371,0.54164815
drawer,1.070834,1.0894866,1.2200023,1.0572942,1.1179831,0.88460416,1.102303,0.92314243,0.7974762,1.1694785,1.0308032,0.8297123,1.1165197,0.72913563,1.0835068,0.9832822,0.8832854,1.004591,0.9030057,1.0083907,1.0875795,1.0836667,0.97454953,0.8547927,1.063739,1.1315303,0.90061635,0.7372223,0.8626987,0.96494406,0.7154752,0.994429,1.0066024,1.0407865,1.0243765,0.98209614,0.97272056,1.156576,1.1833408,0.49414748,0.0,1.0857292,1.1237862,1.175004,1.0949967,0.9713628,0.88023025,1.0206311,0.653075,1.214056,1.0831647,0.97856486,1.1945688,1.1519775,1.0787548,0.8172513,1.0802447,1.1352518,1.0204514,1.0223083,1.0956271,1.1112041,0.9006854,0.730255,0.69089866,1.1771296,1.1151047,1.0998874,1.1595379,1.1463253,1.205828,0.8309069,1.0951632,1.1489179,1.0896677,0.7242998,1.1582216,1.1504936,0.86718917,0.87485623,0.89306766,0.95724756,1.10116,0.9233132,0.9198235,1.0304309,0.8933437,1.0515052,0.80178493,1.0209212,1.0229092,1.0517086,0.9314292,1.1492206,1.1168301,1.1779872,0.8461467,0.73992956,1.0726025,0.893201,0.98479104,1.06954,0.91209036,1.1025643,1.1232482,1.1457288,1.1198297,1.0865333,1.1018229,1.0322721,0.9677363,0.88002425,1.2253008,0.89555705,0.7273887,1.1459969,0.92309624
dress,0.6040767,1.1803658,1.2208812,0.503546,1.2771907,1.3605635,0.88363695,1.2326121,0.814615,0.6910073,1.2445809,0.6893232,0.63822836,1.2548977,0.89612055,1.1596372,1.2962922,1.2919841,1.2520189,0.9032624,1.3121862,1.2196621,0.78528816,1.3725314,0.55392885,1.3268973,0.7075133,0.9404274,1.2740037,0.9794048,0.85255635,1.0490745,0.63086575,1.0241282,1.3507669,0.67833483,1.3499641,0.59981,1.0822462,1.0350503,1.0857292,0.0,1.2917548,1.1017655,0.719662,1.1284353,1.2230452,1.343258,1.3345577,0.8861455,0.7081678,1.3083167,0.61588156,1.2040325,0.80810213,1.2260243,0.7380805,1.1534195,0.77853906,0.76478547,0.98271394,0.6390513,1.288581,0.9028946,1.1895627,0.909325,0.82126766,0.8182778,1.1530472,1.1374468,1.2719157,1.356195,1.0807552,0.88609433,1.0924733,1.0944738,0.7216806,0.5963116,0.7620816,1.3505468,1.3487746,0.8848567,1.1544281,1.1813871,1.285826,0.94974995,1.1683764,1.3274478,0.9078349,1.3157214,1.342763,1.0278008,0.94653344,0.45888126,0.8020946,0.6504657,1.2117131,0.8669182,1.3706672,0.73594415,1.31692,1.3656394,1.230866,1.358715,0.70717317,0.43791163,0.8908568,1.2384654,1.2444922,1.1415757,0.86316204,1.3160273,1.2908893,1.2497855,1.1480072,1.2335467,0.89929765
egg,1.3075595,0.82747644,0.7000694,1.2287121,0.42451668,0.6503029,1.100951,1.01624,1.2214978,1.3281362,0.96546173,1.4394279,1.3126043,0.84847856,1.260826,0.71466386,0.80922663,0.7853795,0.8547859,1.1936784,0.6787844,0.94862366,1.2174466,0.8529206,1.270616,0.56874377,1.3073484,1.315223,0.86356974,1.2564803,1.2313397,0.8742462,1.4227288,0.8466152,0.63715494,1.4197385,0.7415024,1.3314754,0.94208145,1.2668784,1.1237862,1.2917548,0.0,0.84409916,1.1511524,0.7778456,0.6187618,0.74473584,0.8260771,1.0533803,1.1674831,0.823357,1.1615765,0.58586895,1.1720808,0.8871242,1.0675119,0.8226155,1.2483238,1.2870723,1.0352552,1.366781,0.80251735,1.3039359,0.9857879,1.018431,1.1238756,1.1449504,0.8711161,0.70016944,0.55460083,0.7586893,1.0070957,1.0735041,0.60173905,1.0710286,1.3019326,1.201881,1.1538914,0.7092955,0.7306878,1.2036403,0.8480835,1.0081546,0.80798364,1.2060994,0.90167147,0.6746507,1.2915324,0.68785685,0.6674932,1.0355774,1.1369187,1.3193219,1.1773975,1.2684155,0.82829136,1.1467935,0.6414939,1.2086358,0.8871112,0.6230579,0.8098676,0.91259974,1.3651197,1.3422743,1.2451403,0.54348326,0.49376643,0.92696655,1.2127166,0.78370833,0.67884815,0.9387652,1.0979558,0.8253722,1.2297993
eye,1.2258348,0.66371703,0.9455385,1.0212928,0.878699,0.9621374,1.0225204,1.1987259,1.1683207,1.1979698,0.75214696,1.2661418,1.03349,1.0677104,1.1458349,1.0869102,1.1048176,1.2475249,1.1822011,1.1086564,0.7898079,1.1197475,1.1919591,0.9324143,1.2061567,0.88860005,1.0903639,1.2840419,1.1863772,1.1582463,1.0434871,0.9321622,1.1974077,0.849165,0.8744763,1.2587726,1.1839166,1.0996513,1.1346945,1.1867536,1.175004,1.1017655,0.84409916,0.0,0.95472467,0.64301425,0.8342297,0.99327207,1.027719,1.0605587,1.184015,0.69396126,0.9515329,0.9570262,0.94874233,0.84837604,0.8682108,0.8819083,1.1004492,1.123398,1.1060956,1.092382,0.94943166,1.2542343,1.1853193,0.8604259,1.0647408,1.0230778,0.3700595,0.70034754,0.6385052,1.1571028,0.4230734,0.62537897,0.7348554,1.1959829,1.1074966,0.9090297,1.1231769,0.9693056,0.9471625,1.1927978,1.1017721,1.1225023,1.0231173,1.2211199,1.2281117,0.8176499,1.2667685,1.0494503,0.79110813,1.0030408,1.1540319,1.0687549,1.2034544,1.039691,1.110934,1.1745579,0.63317186,1.1539474,0.9543293,0.9009619,1.1561108,0.94514227,1.2197465,1.1344856,1.146141,0.9786961,0.6220046,0.7366055,1.0661867,1.1494358,1.1201475,1.1766604,1.2133274,0.5101135,1.140665
face,0.81073534,0.9491141,1.0930914,0.8576821,1.1221366,1.2318752,0.9640522,1.2125791,0.8646954,0.787184,1.1844349,0.8051076,0.8943167,1.2160014,1.0116442,1.187415,1.3143095,1.1807637,1.2742026,1.0599337,1.23543,1.2973609,0.91839975,1.3306406,0.780262,1.2113183,0.96378964,1.0369442,1.1894345,0.89471734,0.95632493,0.97224575,0.74532473,0.9752599,1.2456778,0.7844152,1.2666491,0.8792438,1.0724113,0.9975871,1.0949967,0.719662,1.1511524,0.95472467,0.0,1.0839669,1.1877974,1.221767,1.3364196,0.93982184,0.7834834,1.1888984,0.88548684,1.092,0.16019297,1.0783625,0.8887606,0.8294512,0.96228856,0.8155431,0.9185394,0.89189297,1.2996174,0.9192953,1.0973493,0.8392942,0.84607214,0.7086403,0.9495491,1.0961719,1.070329,1.363946,0.9822226,0.7449198,1.0640684,1.2009352,0.8995481,0.70668834,0.9793198,1.274749,1.2220769,1.1695235,1.1129794,1.116591,1.3139529,1.1607575,1.2266064,1.1968884,0.8754322,1.2472515,1.2337066,1.0219649,1.0449482,0.50032794,1.0713432,0.8693731,1.2134364,0.9171283,1.3050973,1.0575324,1.2272186,1.3848557,1.1904287,1.2054346,0.74159825,0.5976467,0.9889882,1.1257813,1.0644271,1.1949546,0.9344045,1.3296826,1.10692,1.2204764,1.1537429,1.1736126,0.85152423
finger,1.203676,0.74509406,1.0304861,0.7831609,0.9996966,1.0762142,0.93770915,1.1918285,0.9884179,1.3160832,0.75921625,1.3116558,1.10353,1.0095859,1.208525,1.0294348,1.0598868,1.2355309,1.1308069,1.2011375,0.8682852,1.055918,1.2331164,0.79548854,1.3596559,0.86445856,1.0806053,1.1283865,1.2742279,1.1009847,1.0684423,1.0974,1.2178371,0.6942048,0.8823004,1.3337172,1.1340926,1.1363593,0.9566309,1.063185,0.9713628,1.1284353,0.7778456,0.64301425,1.0839669,0.0,0.7750375,1.0277768,0.7874396,1.1840044,1.2721612,0.6671872,0.83479786,0.9076206,0.9735666,0.85881805,0.3676902,0.8258121,1.1467005,1.1294223,1.1613711,0.98571765,0.9328044,1.1734989,1.1512814,1.0109553,1.0172144,1.1014938,0.51867694,0.811444,0.76488566,1.0026001,0.49785888,0.66647476,0.9404809,1.096016,1.0925938,0.87437546,1.076421,0.93521434,0.9616667,0.9865631,1.1160734,1.120075,0.95865506,1.176542,1.1831558,0.9758399,1.1958091,1.0503249,0.70254636,1.0616294,1.1448658,1.1466421,1.3456986,0.9342618,0.9789752,0.98630863,0.7602565,1.2266227,0.92799884,0.78505945,1.1626165,0.95347863,1.2728102,1.1213908,1.2175007,1.1199545,0.28467208,0.7505255,0.7905624,0.99681777,1.2501544,1.1214621,1.0893921,0.5129351,1.1385862
fish,1.1529406,0.85926324,0.73114145,1.2335786,0.700231,0.65448195,1.1194041,1.0930829,1.2592413,1.4646144,0.6872357,1.3343613,1.2937677,0.73417556,1.3582375,0.9965908,0.61227876,1.0479369,1.0781305,1.232283,0.6772128,1.1167904,1.0978824,0.6775537,1.1919143,0.65201247,1.0477024,1.1626496,0.857648,1.289509,0.9503824,1.1296443,1.3502989,0.9352987,0.47902715,1.387421,0.9504204,1.2831094,1.0733182,1.1580043,0.88023025,1.2230452,0.6187618,0.8342297,1.1877974,0.7750375,0.0,0.636397,0.68193936,1.1100328,1.157853,0.6405411,1.2717631,0.8646034,1.1780188,0.78737175,1.120808,0.99269783,1.2084246,1.3285925,1.2669004,1.3177036,0.5606528,1.1394206,0.9637707,0.96079624,1.3125815,0.9775569,0.83404684,0.88560444,0.56673837,0.6635614,0.8382077,1.1223899,0.90380436,1.061374,1.3010241,1.2017921,1.074331,0.546013,0.51908314,1.0992255,1.0584755,0.9992412,0.81100845,1.2821637,0.95871836,0.60310733,1.4069622,0.5858205,0.56495094,0.9833853,1.1458263,1.3676181,1.0863075,1.3363037,0.7090256,1.2087889,0.5772607,1.0545019,0.69862235,0.7124867,0.8822989,0.8209001,1.3411407,1.3709648,1.390249,1.025903,0.70293814,0.649091,1.0471028,0.68276894,1.0062501,1.0314965,1.0002316,0.70413744,1.2364872
flower,1.4559904,0.7061025,0.58176315,1.3687904,0.6578117,0.6446304,1.2840701,0.83109486,1.4473819,1.4834999,0.68190855,1.4080565,1.4445133,0.6520199,1.3747514,0.9808834,0.6620252,0.6052872,0.84060514,1.237774,0.5641364,0.9342067,1.3544015,0.6646723,1.3391285,0.5369866,1.1222783,1.1633024,0.56845284,1.1365576,1.1238694,0.9750806,1.4474615,1.0881094,0.38631403,1.4557042,0.5390981,1.2544649,1.0336556,1.0721114,1.0206311,1.343258,0.74473584,0.99327207,1.221767,1.0277768,0.636397,0.0,0.6373381,1.2908447,1.2737107,0.42269313,1.4590012,1.1110051,1.1508886,0.8300757,1.3641833,0.7513205,1.1901776,1.2549529,1.2601087,1.5116346,0.469599,1.2232664,0.85197806,1.1671336,1.3874711,1.1482198,0.94203943,0.8261237,0.5240936,0.57373667,0.9820923,1.2332661,1.1519127,0.9663465,1.4492853,1.3676333,1.4621253,0.39046735,0.38410103,1.2866709,0.8435043,0.75201356,0.80891746,1.2579786,0.89673686,0.2302934,1.0755725,0.22458315,0.5403298,1.0550307,1.1706078,1.374937,1.2793951,1.5013816,0.67911464,1.3571117,0.5440771,1.0960163,0.77462137,0.7360457,0.63659996,0.58911294,1.4412825,1.3518078,1.3577487,0.98983204,0.73010576,0.75236404,1.3674501,0.58693063,0.84138405,0.8279422,0.8360604,0.7634827,1.1113323
